Orthogroup	Praj	Prbf
OG0000020	Praj.g_01025	Prbf.g_00264
OG0000020	Praj.g_01139	Prbf.g_00811
OG0000021	Praj.g_01859	Prbf.g_00265
OG0000021	Praj.g_00084	Prbf.g_01259
OG0000022	Praj.g_01189	Prbf.g_00248
OG0000023	Praj.g_01365, Praj.g_01329	Prbf.g_00287
OG0000024	Praj.g_01134	Prbf.g_01052
OG0000024	Praj.g_00666	Prbf.g_01288
OG0000025	Praj.g_00805	Prbf.g_01209
OG0000026	Praj.g_00031	Prbf.g_01354
OG0000027	Praj.g_01331	Prbf.g_00817
OG0000028	Praj.g_01571	Prbf.g_00794
OG0000029	Praj.g_01745	Prbf.g_00804, Prbf.g_00762
OG0000030	Praj.g_02024	Prbf.g_00484
OG0000031	Praj.g_00371	Prbf.g_00116
OG0000032	Praj.g_01669	Prbf.g_00196
OG0000033	Praj.g_00209	Prbf.g_01503
OG0000034	Praj.g_01538	Prbf.g_00015
OG0000037	Praj.g_00147	Prbf.g_01437
OG0000038	Praj.g_02089	Prbf.g_00445
OG0000039	Praj.g_00679	Prbf.g_01276
OG0000041	Praj.g_01813	Prbf.g_00646
OG0000042	Praj.g_02020	Prbf.g_00487
OG0000043	Praj.g_00864	Prbf.g_00897
OG0000045	Praj.g_01049	Prbf.g_00874
OG0000046	Praj.g_00363	Prbf.g_01666
OG0000047	Praj.g_00408	Prbf.g_01707
OG0000048	Praj.g_00308	Prbf.g_00039, Prbf.g_01611
OG0000051	Praj.g_01339	Prbf.g_00340
OG0000052	Praj.g_00095	Prbf.g_01380
OG0000053	Praj.g_01651	Prbf.g_00748, Prbf.g_00178
OG0000054	Praj.g_00594	Prbf.g_01889
OG0000055	Praj.g_00733	Prbf.g_00869
OG0000055	Praj.g_01842	Prbf.g_00719
OG0000057	Praj.g_00691, Praj.g_01313	Prbf.g_01261
OG0000058	Praj.g_00839	Prbf.g_00117
OG0000059	Praj.g_01892	Prbf.g_00606
OG0000061	Praj.g_01461	Prbf.g_00918
OG0000062	Praj.g_01714	Prbf.g_00242
OG0000063	Praj.g_01867	Prbf.g_00808
OG0000065	Praj.g_00145	Prbf.g_01435
OG0000066	Praj.g_00530	Prbf.g_01820, Prbf.g_00781
OG0000067	Praj.g_00769	Prbf.g_01245
OG0000068	Praj.g_01575	Prbf.g_00095
OG0000069	Praj.g_01276, Praj.g_01675	Prbf.g_01738
OG0000070	Praj.g_00444	Prbf.g_01734
OG0000071	Praj.g_01528	Prbf.g_00026
OG0000072	Praj.g_00211	Prbf.g_01505
OG0000073	Praj.g_00491	Prbf.g_01783
OG0000074	Praj.g_00870	Prbf.g_00836
OG0000074	Praj.g_00674	Prbf.g_01281
OG0000075	Praj.g_01987	Prbf.g_00522
OG0000076	Praj.g_02012	Prbf.g_00496
OG0000077	Praj.g_00116	Prbf.g_01405
OG0000078	Praj.g_00280	Prbf.g_01578
OG0000079	Praj.g_00291	Prbf.g_01591
OG0000081	Praj.g_00522	Prbf.g_01812
OG0000082	Praj.g_01827	Prbf.g_00704
OG0000084	Praj.g_01628	Prbf.g_00154
OG0000085	Praj.g_01762	Prbf.g_00701, Prbf.g_00822
OG0000086	Praj.g_00126	Prbf.g_01414
OG0000087	Praj.g_00179	Prbf.g_01469
OG0000088	Praj.g_00206	Prbf.g_01500
OG0000089	Praj.g_00403	Prbf.g_01701
OG0000090	Praj.g_00524	Prbf.g_01814
OG0000091	Praj.g_00630	Prbf.g_00990
OG0000092	Praj.g_00892	Prbf.g_01315
OG0000093	Praj.g_00754	Prbf.g_01019
OG0000094	Praj.g_00846	Prbf.g_01068
OG0000095	Praj.g_01024	Prbf.g_01170
OG0000096	Praj.g_01249	Prbf.g_00306
OG0000097	Praj.g_01416	Prbf.g_00964
OG0000098	Praj.g_01546	Prbf.g_00071
OG0000099	Praj.g_00372	Prbf.g_00118
OG0000100	Praj.g_01709	Prbf.g_00236
OG0000101	Praj.g_01952	Prbf.g_00558
OG0000102	Praj.g_02017	Prbf.g_00491
OG0000103	Praj.g_02135	Prbf.g_00406
OG0000104	Praj.g_02145	Prbf.g_00397
OG0000105	Praj.g_00310	Prbf.g_01614
OG0000106	Praj.g_01156, Praj.g_01282	Prbf.g_00320
OG0000107	Praj.g_01869	Prbf.g_00629
OG0000108	Praj.g_00473	Prbf.g_01763
OG0000109	Praj.g_00486	Prbf.g_01777
OG0000110	Praj.g_00565	Prbf.g_01856
OG0000111	Praj.g_00692	Prbf.g_01260
OG0000112	Praj.g_00938	Prbf.g_01929
OG0000113	Praj.g_01176	Prbf.g_01222
OG0000114	Praj.g_00887	Prbf.g_01320
OG0000115	Praj.g_01725	Prbf.g_00062
OG0000116	Praj.g_01471	Prbf.g_00907
OG0000117	Praj.g_01355	Prbf.g_00945
OG0000118	Praj.g_01540	Prbf.g_00013
OG0000119	Praj.g_01568	Prbf.g_00864, Prbf.g_00254
OG0000120	Praj.g_00664	Prbf.g_00115
OG0000121	Praj.g_01634	Prbf.g_00159
OG0000122	Praj.g_01673	Prbf.g_00200
OG0000123	Praj.g_01959	Prbf.g_00551
OG0000124	Praj.g_02031	Prbf.g_00478
OG0000125	Praj.g_02091	Prbf.g_00443
OG0000126	Praj.g_02144	Prbf.g_00398
OG0000128	Praj.g_00011	Prbf.g_00382
OG0000129	Praj.g_00048	Prbf.g_01367
OG0000130	Praj.g_00107	Prbf.g_01396
OG0000131	Praj.g_00185	Prbf.g_01478
OG0000132	Praj.g_00204	Prbf.g_01498
OG0000133	Praj.g_00357	Prbf.g_01661
OG0000134	Praj.g_00405	Prbf.g_01703
OG0000135	Praj.g_01279	Prbf.g_00044
OG0000136	Praj.g_00435	Prbf.g_01725
OG0000137	Praj.g_00467	Prbf.g_01758
OG0000138	Praj.g_00487	Prbf.g_01778
OG0000139	Praj.g_00528	Prbf.g_01818
OG0000140	Praj.g_00529	Prbf.g_01819
OG0000141	Praj.g_00595	Prbf.g_01890
OG0000142	Praj.g_00623	Prbf.g_00982
OG0000143	Praj.g_00627	Prbf.g_00986
OG0000144	Praj.g_00640	Prbf.g_01000
OG0000145	Praj.g_01054	Prbf.g_00042
OG0000146	Praj.g_00937	Prbf.g_01928
OG0000147	Praj.g_00936	Prbf.g_01927
OG0000148	Praj.g_00787	Prbf.g_01228
OG0000149	Praj.g_00819	Prbf.g_01196
OG0000150	Praj.g_00828	Prbf.g_01186
OG0000151	Praj.g_00898	Prbf.g_01310
OG0000152	Praj.g_01601, Praj.g_00946	Prbf.g_01117
OG0000153	Praj.g_00965	Prbf.g_01098
OG0000154	Praj.g_00995	Prbf.g_01078
OG0000155	Praj.g_01440	Prbf.g_00939
OG0000156	Praj.g_01517	Prbf.g_00037
OG0000157	Praj.g_01518	Prbf.g_00036
OG0000158	Praj.g_01995	Prbf.g_00514
OG0000159	Praj.g_02043, Praj.g_02035	Prbf.g_01387
OG0000160	Praj.g_01633	Prbf.g_00158
OG0000161	Praj.g_01639	Prbf.g_00164
OG0000162	Praj.g_01645	Prbf.g_00170
OG0000163	Praj.g_01681	Prbf.g_00209
OG0000164	Praj.g_01790	Prbf.g_00669
OG0000165	Praj.g_01798	Prbf.g_00662
OG0000166	Praj.g_01915	Prbf.g_00595
OG0000167	Praj.g_01985	Prbf.g_00524
OG0000168	Praj.g_01996	Prbf.g_00513
OG0000169	Praj.g_02006	Prbf.g_00503
OG0000170	Praj.g_02008	Prbf.g_00500
OG0000171	Praj.g_02030	Prbf.g_00479
OG0000172	Praj.g_02061	Prbf.g_00472
OG0000173	Praj.g_02076	Prbf.g_00457
OG0000174	Praj.g_02107	Prbf.g_00428
OG0000175	Praj.g_02125	Prbf.g_00415
OG0000176	Praj.g_00004	Prbf.g_00389
OG0000177	Praj.g_00005	Prbf.g_00388
OG0000178	Praj.g_00006	Prbf.g_00387
OG0000179	Praj.g_00016	Prbf.g_01338
OG0000180	Praj.g_00017	Prbf.g_01339
OG0000181	Praj.g_00018	Prbf.g_01340
OG0000182	Praj.g_00019	Prbf.g_01341
OG0000183	Praj.g_00023	Prbf.g_01345
OG0000184	Praj.g_00050	Prbf.g_01371
OG0000185	Praj.g_00053	Prbf.g_01374
OG0000186	Praj.g_00102	Prbf.g_01390
OG0000187	Praj.g_00103	Prbf.g_01391
OG0000188	Praj.g_00120	Prbf.g_01408
OG0000189	Praj.g_00134	Prbf.g_01422
OG0000190	Praj.g_00135	Prbf.g_01424
OG0000191	Praj.g_00158	Prbf.g_01447
OG0000192	Praj.g_00162	Prbf.g_01452
OG0000193	Praj.g_00186	Prbf.g_01479
OG0000194	Praj.g_00189	Prbf.g_01482
OG0000195	Praj.g_00191	Prbf.g_01484
OG0000196	Praj.g_00201	Prbf.g_01495
OG0000197	Praj.g_00202	Prbf.g_01496
OG0000198	Praj.g_00203	Prbf.g_01497
OG0000199	Praj.g_00210	Prbf.g_01504
OG0000200	Praj.g_00223	Prbf.g_01518
OG0000201	Praj.g_00232	Prbf.g_01527
OG0000202	Praj.g_00233	Prbf.g_01528
OG0000203	Praj.g_00234	Prbf.g_01529
OG0000204	Praj.g_00235	Prbf.g_01530
OG0000205	Praj.g_00242	Prbf.g_01537
OG0000206	Praj.g_00246	Prbf.g_01542
OG0000207	Praj.g_00248	Prbf.g_01545
OG0000208	Praj.g_00249	Prbf.g_01546
OG0000209	Praj.g_00258	Prbf.g_01555
OG0000210	Praj.g_00259	Prbf.g_01556
OG0000211	Praj.g_00273	Prbf.g_01571
OG0000212	Praj.g_00281	Prbf.g_01579
OG0000213	Praj.g_00296	Prbf.g_01597
OG0000214	Praj.g_00304	Prbf.g_01607
OG0000215	Praj.g_00328	Prbf.g_01634
OG0000216	Praj.g_00329	Prbf.g_01635
OG0000217	Praj.g_00332	Prbf.g_01638
OG0000218	Praj.g_00334	Prbf.g_01640
OG0000219	Praj.g_00335	Prbf.g_01641
OG0000220	Praj.g_00336	Prbf.g_01642
OG0000221	Praj.g_00337	Prbf.g_01643
OG0000222	Praj.g_00345	Prbf.g_01650
OG0000223	Praj.g_00358	Prbf.g_01662
OG0000224	Praj.g_00360	Prbf.g_01664
OG0000225	Praj.g_00391	Prbf.g_01690
OG0000226	Praj.g_00395	Prbf.g_01694
OG0000227	Praj.g_00397	Prbf.g_01696
OG0000228	Praj.g_00402	Prbf.g_01700
OG0000229	Praj.g_00430	Prbf.g_01720
OG0000230	Praj.g_00432	Prbf.g_01722
OG0000231	Praj.g_00443	Prbf.g_01733
OG0000232	Praj.g_00451	Prbf.g_01744
OG0000233	Praj.g_00459	Prbf.g_01750
OG0000234	Praj.g_00468	Prbf.g_01759
OG0000235	Praj.g_00472	Prbf.g_01762
OG0000236	Praj.g_00485	Prbf.g_01776
OG0000237	Praj.g_00498	Prbf.g_01789
OG0000238	Praj.g_00504	Prbf.g_01795
OG0000239	Praj.g_00516	Prbf.g_01806
OG0000240	Praj.g_00517	Prbf.g_01807
OG0000241	Praj.g_00521	Prbf.g_01811
OG0000242	Praj.g_00523	Prbf.g_01813
OG0000243	Praj.g_00534	Prbf.g_01824
OG0000244	Praj.g_00537	Prbf.g_01827
OG0000245	Praj.g_00539	Prbf.g_01829
OG0000246	Praj.g_00543	Prbf.g_01833
OG0000247	Praj.g_00553	Prbf.g_01843
OG0000248	Praj.g_00555	Prbf.g_01846
OG0000249	Praj.g_00557	Prbf.g_01848
OG0000250	Praj.g_00562	Prbf.g_01853
OG0000251	Praj.g_00578	Prbf.g_01873
OG0000252	Praj.g_00580	Prbf.g_01876
OG0000253	Praj.g_00582	Prbf.g_01877
OG0000254	Praj.g_00599	Prbf.g_01894
OG0000255	Praj.g_00605	Prbf.g_01900
OG0000256	Praj.g_00615	Prbf.g_01910
OG0000257	Praj.g_00618	Prbf.g_00977
OG0000258	Praj.g_00631	Prbf.g_00991
OG0000259	Praj.g_00648	Prbf.g_01008
OG0000260	Praj.g_00651	Prbf.g_01011
OG0000261	Praj.g_00654	Prbf.g_01014
OG0000262	Praj.g_00659	Prbf.g_01018
OG0000263	Praj.g_00673	Prbf.g_01282
OG0000264	Praj.g_00684	Prbf.g_01271
OG0000265	Praj.g_00698	Prbf.g_01253
OG0000266	Praj.g_00708	Prbf.g_01037
OG0000267	Praj.g_00721	Prbf.g_01049
OG0000268	Praj.g_00722	Prbf.g_01050
OG0000269	Praj.g_00764	Prbf.g_01250
OG0000270	Praj.g_00767	Prbf.g_01247
OG0000271	Praj.g_00775	Prbf.g_01239
OG0000272	Praj.g_00776	Prbf.g_01238
OG0000273	Praj.g_00801	Prbf.g_01214
OG0000274	Praj.g_00802	Prbf.g_01213
OG0000275	Praj.g_00804	Prbf.g_01210
OG0000276	Praj.g_00810	Prbf.g_01204
OG0000277	Praj.g_00811	Prbf.g_01203
OG0000278	Praj.g_00815	Prbf.g_01200
OG0000279	Praj.g_00822	Prbf.g_01193
OG0000280	Praj.g_01326	Prbf.g_01192
OG0000281	Praj.g_00829	Prbf.g_01185
OG0000282	Praj.g_00889	Prbf.g_01318
OG0000283	Praj.g_00920	Prbf.g_01141
OG0000284	Praj.g_00925	Prbf.g_01136
OG0000285	Praj.g_00930	Prbf.g_01131
OG0000286	Praj.g_00945	Prbf.g_01118
OG0000287	Praj.g_00085	Prbf.g_00065
OG0000288	Praj.g_00994	Prbf.g_01079
OG0000289	Praj.g_01005	Prbf.g_01063
OG0000290	Praj.g_01021	Prbf.g_01167
OG0000291	Praj.g_01023	Prbf.g_01169
OG0000292	Praj.g_01196	Prbf.g_00873
OG0000293	Praj.g_01470	Prbf.g_00908
OG0000294	Praj.g_01469	Prbf.g_00909
OG0000295	Praj.g_01447	Prbf.g_00932
OG0000296	Praj.g_01445	Prbf.g_00934
OG0000297	Praj.g_01437	Prbf.g_00943
OG0000298	Praj.g_01436	Prbf.g_00944
OG0000299	Praj.g_01417	Prbf.g_00963
OG0000300	Praj.g_01414	Prbf.g_00966
OG0000301	Praj.g_01413	Prbf.g_00967
OG0000302	Praj.g_01410	Prbf.g_00969
OG0000303	Praj.g_01405	Prbf.g_00975
OG0000304	Praj.g_01402	Prbf.g_01915
OG0000305	Praj.g_01734	Prbf.g_00875
OG0000306	Praj.g_00833	Prbf.g_01181
OG0000307	Praj.g_01584	Prbf.g_00104
OG0000308	Praj.g_01585	Prbf.g_00105
OG0000309	Praj.g_01589	Prbf.g_00109
OG0000310	Praj.g_01616	Prbf.g_00143
OG0000311	Praj.g_01618	Prbf.g_00145
OG0000312	Praj.g_01621	Prbf.g_00148
OG0000313	Praj.g_01636	Prbf.g_00161
OG0000314	Praj.g_01657	Prbf.g_00184
OG0000315	Praj.g_01667	Prbf.g_00194
OG0000316	Praj.g_01692	Prbf.g_00219
OG0000317	Praj.g_01766	Prbf.g_00696
OG0000318	Praj.g_01769	Prbf.g_00692
OG0000319	Praj.g_01780	Prbf.g_00679
OG0000320	Praj.g_01782	Prbf.g_00677
OG0000321	Praj.g_01783	Prbf.g_00676
OG0000322	Praj.g_01784	Prbf.g_00675
OG0000323	Praj.g_01793	Prbf.g_00666
OG0000324	Praj.g_01820	Prbf.g_00639
OG0000325	Praj.g_01870	Prbf.g_00628
OG0000326	Praj.g_01876	Prbf.g_00621
OG0000327	Praj.g_01910	Prbf.g_00600
OG0000328	Praj.g_01911	Prbf.g_00599
OG0000329	Praj.g_01928	Prbf.g_00582
OG0000330	Praj.g_01929	Prbf.g_00581
OG0000331	Praj.g_01930	Prbf.g_00580
OG0000332	Praj.g_01944	Prbf.g_00566
OG0000333	Praj.g_01946	Prbf.g_00564
OG0000334	Praj.g_01955	Prbf.g_00555
OG0000335	Praj.g_01960	Prbf.g_00550
OG0000336	Praj.g_01964	Prbf.g_00546
OG0000337	Praj.g_01982	Prbf.g_00528
OG0000338	Praj.g_01983	Prbf.g_00527
OG0000339	Praj.g_01988	Prbf.g_00521
OG0000340	Praj.g_01997	Prbf.g_00512
OG0000341	Praj.g_01999	Prbf.g_00510
OG0000342	Praj.g_02000	Prbf.g_00509
OG0000343	Praj.g_02001	Prbf.g_00508
OG0000344	Praj.g_02004	Prbf.g_00505
OG0000345	Praj.g_02009	Prbf.g_00499
OG0000346	Praj.g_02013	Prbf.g_00495
OG0000347	Praj.g_02034	Prbf.g_00477
OG0000348	Praj.g_02064	Prbf.g_00469
OG0000349	Praj.g_02082	Prbf.g_00452
OG0000350	Praj.g_02103	Prbf.g_00351
OG0000351	Praj.g_02128	Prbf.g_00412
OG0000352	Praj.g_02129	Prbf.g_00411
OG0000353	Praj.g_02148	Prbf.g_00394
OG0000355	Praj.g_00001	Prbf.g_00392
OG0000356	Praj.g_00002	Prbf.g_00391
OG0000357	Praj.g_00003	Prbf.g_00390
OG0000358	Praj.g_00007	Prbf.g_00386
OG0000359	Praj.g_00008	Prbf.g_00385
OG0000360	Praj.g_00009	Prbf.g_00384
OG0000361	Praj.g_00010	Prbf.g_00383
OG0000362	Praj.g_00012	Prbf.g_00381
OG0000363	Praj.g_00014	Prbf.g_01336
OG0000364	Praj.g_00015	Prbf.g_01337
OG0000365	Praj.g_00020	Prbf.g_01342
OG0000366	Praj.g_00021	Prbf.g_01343
OG0000367	Praj.g_00022	Prbf.g_01344
OG0000368	Praj.g_00024	Prbf.g_01346
OG0000369	Praj.g_00025	Prbf.g_01347
OG0000370	Praj.g_00026	Prbf.g_01348
OG0000371	Praj.g_00032	Prbf.g_01355
OG0000372	Praj.g_00034	Prbf.g_01358
OG0000373	Praj.g_00035	Prbf.g_01359
OG0000374	Praj.g_00036	Prbf.g_01360
OG0000375	Praj.g_00044	Prbf.g_01362
OG0000376	Praj.g_00046	Prbf.g_01364
OG0000377	Praj.g_00049	Prbf.g_01368
OG0000378	Praj.g_00051	Prbf.g_01372
OG0000379	Praj.g_00054	Prbf.g_01375
OG0000380	Praj.g_00104	Prbf.g_01392
OG0000381	Praj.g_00108	Prbf.g_01397
OG0000382	Praj.g_00119	Prbf.g_01407
OG0000383	Praj.g_00121	Prbf.g_01409
OG0000384	Praj.g_00122	Prbf.g_01410
OG0000385	Praj.g_00123	Prbf.g_01411
OG0000386	Praj.g_00124	Prbf.g_01412
OG0000387	Praj.g_00137	Prbf.g_01426
OG0000388	Praj.g_00141	Prbf.g_01430
OG0000389	Praj.g_00144	Prbf.g_01433
OG0000390	Praj.g_00153	Prbf.g_01443
OG0000391	Praj.g_00157	Prbf.g_01446
OG0000392	Praj.g_00160	Prbf.g_01450
OG0000393	Praj.g_00163	Prbf.g_01453
OG0000394	Praj.g_00164	Prbf.g_01454
OG0000395	Praj.g_00165	Prbf.g_01455
OG0000396	Praj.g_00168	Prbf.g_01457
OG0000397	Praj.g_00170	Prbf.g_01459
OG0000398	Praj.g_00173	Prbf.g_01462
OG0000399	Praj.g_00174	Prbf.g_01463
OG0000400	Praj.g_00175	Prbf.g_01464
OG0000401	Praj.g_00176	Prbf.g_01465
OG0000402	Praj.g_01057	Prbf.g_01055
OG0000403	Praj.g_00177	Prbf.g_01467
OG0000404	Praj.g_00178	Prbf.g_01468
OG0000405	Praj.g_00183	Prbf.g_01472
OG0000406	Praj.g_00187	Prbf.g_01480
OG0000407	Praj.g_00188	Prbf.g_01481
OG0000408	Praj.g_00190	Prbf.g_01483
OG0000409	Praj.g_00192	Prbf.g_01485
OG0000410	Praj.g_00193	Prbf.g_01486
OG0000411	Praj.g_00194	Prbf.g_01487
OG0000412	Praj.g_00195	Prbf.g_01488
OG0000413	Praj.g_00196	Prbf.g_01490
OG0000414	Praj.g_00197	Prbf.g_01491
OG0000415	Praj.g_00198	Prbf.g_01492
OG0000416	Praj.g_00199	Prbf.g_01493
OG0000417	Praj.g_00200	Prbf.g_01494
OG0000418	Praj.g_00205	Prbf.g_01499
OG0000419	Praj.g_00207	Prbf.g_01501
OG0000420	Praj.g_00208	Prbf.g_01502
OG0000421	Praj.g_00212	Prbf.g_01507
OG0000422	Praj.g_00213	Prbf.g_01508
OG0000423	Praj.g_00214	Prbf.g_01509
OG0000424	Praj.g_00215	Prbf.g_01510
OG0000425	Praj.g_00216	Prbf.g_01511
OG0000426	Praj.g_00217	Prbf.g_01512
OG0000427	Praj.g_00218	Prbf.g_01513
OG0000428	Praj.g_00220	Prbf.g_01515
OG0000429	Praj.g_00221	Prbf.g_01516
OG0000430	Praj.g_00222	Prbf.g_01517
OG0000431	Praj.g_00224	Prbf.g_01519
OG0000432	Praj.g_00228	Prbf.g_01523
OG0000433	Praj.g_00229	Prbf.g_01524
OG0000434	Praj.g_00230	Prbf.g_01525
OG0000435	Praj.g_00231	Prbf.g_01526
OG0000436	Praj.g_00236	Prbf.g_01531
OG0000437	Praj.g_00237	Prbf.g_01532
OG0000438	Praj.g_00238	Prbf.g_01533
OG0000439	Praj.g_00240	Prbf.g_01535
OG0000440	Praj.g_00241	Prbf.g_01536
OG0000441	Praj.g_00243	Prbf.g_01539
OG0000442	Praj.g_00244	Prbf.g_01540
OG0000443	Praj.g_00245	Prbf.g_01541
OG0000444	Praj.g_00250	Prbf.g_01547
OG0000445	Praj.g_00251	Prbf.g_01548
OG0000446	Praj.g_00252	Prbf.g_01549
OG0000447	Praj.g_00253	Prbf.g_01550
OG0000448	Praj.g_00254	Prbf.g_01551
OG0000449	Praj.g_00255	Prbf.g_01552
OG0000450	Praj.g_00256	Prbf.g_01553
OG0000451	Praj.g_00257	Prbf.g_01554
OG0000452	Praj.g_00260	Prbf.g_01557
OG0000453	Praj.g_00261	Prbf.g_01558
OG0000454	Praj.g_00262	Prbf.g_01559
OG0000455	Praj.g_00263	Prbf.g_01560
OG0000456	Praj.g_00264	Prbf.g_01561
OG0000457	Praj.g_00265	Prbf.g_01563
OG0000458	Praj.g_00266	Prbf.g_01564
OG0000459	Praj.g_00267	Prbf.g_01565
OG0000460	Praj.g_00275	Prbf.g_01573
OG0000461	Praj.g_00283	Prbf.g_01581
OG0000462	Praj.g_00285	Prbf.g_01583
OG0000463	Praj.g_00286	Prbf.g_01584
OG0000464	Praj.g_00287	Prbf.g_01585
OG0000465	Praj.g_00288	Prbf.g_01586
OG0000466	Praj.g_00289	Prbf.g_01589
OG0000467	Praj.g_00290	Prbf.g_01590
OG0000468	Praj.g_00292	Prbf.g_01593
OG0000469	Praj.g_00299	Prbf.g_01601
OG0000470	Praj.g_00301	Prbf.g_01603
OG0000471	Praj.g_00302	Prbf.g_01604
OG0000472	Praj.g_00303	Prbf.g_01606
OG0000473	Praj.g_00305	Prbf.g_01608
OG0000474	Praj.g_00306	Prbf.g_01609
OG0000475	Praj.g_00307	Prbf.g_01610
OG0000476	Praj.g_00309	Prbf.g_01612
OG0000477	Praj.g_00311	Prbf.g_01615
OG0000478	Praj.g_00312	Prbf.g_01616
OG0000479	Praj.g_00313	Prbf.g_01617
OG0000480	Praj.g_00318	Prbf.g_01622
OG0000481	Praj.g_00320	Prbf.g_01625
OG0000482	Praj.g_00321	Prbf.g_01626
OG0000483	Praj.g_00324	Prbf.g_01629
OG0000484	Praj.g_00325	Prbf.g_01630
OG0000485	Praj.g_00326	Prbf.g_01632
OG0000486	Praj.g_00327	Prbf.g_01633
OG0000487	Praj.g_00330	Prbf.g_01636
OG0000488	Praj.g_00333	Prbf.g_01639
OG0000489	Praj.g_00338	Prbf.g_01644
OG0000490	Praj.g_00343	Prbf.g_01648
OG0000491	Praj.g_00344	Prbf.g_01649
OG0000492	Praj.g_00346	Prbf.g_01651
OG0000493	Praj.g_00347	Prbf.g_01652
OG0000494	Praj.g_00348	Prbf.g_01653
OG0000495	Praj.g_00349	Prbf.g_01654
OG0000496	Praj.g_00350	Prbf.g_01655
OG0000497	Praj.g_00351	Prbf.g_01656
OG0000498	Praj.g_00352	Prbf.g_01657
OG0000499	Praj.g_00353	Prbf.g_01658
OG0000500	Praj.g_00354	Prbf.g_01659
OG0000501	Praj.g_00356	Prbf.g_01660
OG0000502	Praj.g_00359	Prbf.g_01663
OG0000503	Praj.g_00380	Prbf.g_01678
OG0000504	Praj.g_00382	Prbf.g_01680
OG0000505	Praj.g_00383	Prbf.g_01681
OG0000506	Praj.g_00384	Prbf.g_01682
OG0000507	Praj.g_00387	Prbf.g_01685
OG0000508	Praj.g_00390	Prbf.g_01689
OG0000509	Praj.g_00392	Prbf.g_01691
OG0000510	Praj.g_00393	Prbf.g_01692
OG0000511	Praj.g_00394	Prbf.g_01693
OG0000512	Praj.g_00396	Prbf.g_01695
OG0000513	Praj.g_00406	Prbf.g_01704
OG0000514	Praj.g_00425	Prbf.g_01715
OG0000515	Praj.g_00426	Prbf.g_01716
OG0000516	Praj.g_00427	Prbf.g_01717
OG0000517	Praj.g_00429	Prbf.g_01719
OG0000518	Praj.g_00440	Prbf.g_01730
OG0000519	Praj.g_00441	Prbf.g_01731
OG0000520	Praj.g_00442	Prbf.g_01732
OG0000521	Praj.g_00447	Prbf.g_01740
OG0000522	Praj.g_00449	Prbf.g_01742
OG0000523	Praj.g_00450	Prbf.g_01743
OG0000524	Praj.g_00457	Prbf.g_01748
OG0000525	Praj.g_00461	Prbf.g_01752
OG0000526	Praj.g_00462	Prbf.g_01753
OG0000527	Praj.g_00465	Prbf.g_01756
OG0000528	Praj.g_00471	Prbf.g_01761
OG0000529	Praj.g_00474	Prbf.g_01764
OG0000530	Praj.g_00477	Prbf.g_01767
OG0000531	Praj.g_00478	Prbf.g_01768
OG0000532	Praj.g_00479	Prbf.g_01770
OG0000533	Praj.g_00480	Prbf.g_01771
OG0000534	Praj.g_00481	Prbf.g_01772
OG0000535	Praj.g_00482	Prbf.g_01773
OG0000536	Praj.g_00483	Prbf.g_01774
