Orthogroup	Praj	Syad
OG0000086	Praj.g_00126	Syad.g_02770
OG0000087	Praj.g_00179	Syad.g_02860
OG0000088	Praj.g_00206	Syad.g_02899
OG0000089	Praj.g_00403	Syad.g_00785, Syad.g_02829
OG0000090	Praj.g_00524	Syad.g_00977
OG0000091	Praj.g_00630	Syad.g_02144
OG0000092	Praj.g_00892	Syad.g_01190
OG0000097	Praj.g_01416	Syad.g_01458
OG0000098	Praj.g_01546	Syad.g_00625
OG0000099	Praj.g_00372	Syad.g_00460
OG0000100	Praj.g_01709	Syad.g_01846
OG0000101	Praj.g_01952	Syad.g_00694
OG0000102	Praj.g_02017	Syad.g_00343
OG0000103	Praj.g_02135	Syad.g_00143
OG0000104	Praj.g_02145	Syad.g_00158
OG0000105	Praj.g_00310	Syad.g_00530
OG0000106	Praj.g_01156, Praj.g_01282	Syad.g_01993
OG0000107	Praj.g_01869	Syad.g_00590
OG0000108	Praj.g_00473	Syad.g_00904
OG0000109	Praj.g_00486	Syad.g_00919
OG0000110	Praj.g_00565	Syad.g_01048
OG0000111	Praj.g_00692	Syad.g_01300
OG0000112	Praj.g_00938	Syad.g_01766
OG0000113	Praj.g_00793, Praj.g_01176	Syad.g_01851
OG0000114	Praj.g_00887	Syad.g_01617
OG0000115	Praj.g_01725	Syad.g_02300
OG0000116	Praj.g_01471	Syad.g_01123
OG0000117	Praj.g_01355	Syad.g_01510
OG0000118	Praj.g_01540	Syad.g_01104
OG0000119	Praj.g_01568	Syad.g_01168
OG0000120	Praj.g_00664	Syad.g_00459
OG0000121	Praj.g_01634	Syad.g_02280
OG0000122	Praj.g_01673	Syad.g_02122
OG0000123	Praj.g_01959	Syad.g_00701
OG0000124	Praj.g_02031	Syad.g_00320
OG0000125	Praj.g_02091	Syad.g_03040
OG0000126	Praj.g_02144	Syad.g_00156
OG0000128	Praj.g_00011	Syad.g_00174
OG0000129	Praj.g_00048	Syad.g_03028
OG0000130	Praj.g_00107	Syad.g_02728
OG0000131	Praj.g_00185	Syad.g_02876
OG0000132	Praj.g_00204	Syad.g_02897
OG0000133	Praj.g_00357	Syad.g_01761
OG0000134	Praj.g_00405	Syad.g_00788
OG0000135	Praj.g_01279	Syad.g_00063
OG0000136	Praj.g_00435	Syad.g_02445
OG0000137	Praj.g_00467	Syad.g_02353
OG0000138	Praj.g_00487	Syad.g_00920
OG0000139	Praj.g_00528	Syad.g_00983
OG0000140	Praj.g_00529	Syad.g_00987
OG0000141	Praj.g_00595	Syad.g_02208
OG0000142	Praj.g_00623	Syad.g_02152
OG0000143	Praj.g_00627	Syad.g_02148
OG0000144	Praj.g_00640	Syad.g_02024
OG0000145	Praj.g_01054	Syad.g_00927
OG0000146	Praj.g_00937	Syad.g_01767
OG0000147	Praj.g_00936	Syad.g_01768
OG0000148	Praj.g_00787	Syad.g_01861
OG0000149	Praj.g_00819	Syad.g_01221
OG0000150	Praj.g_00828	Syad.g_02207, Syad.g_00989
OG0000151	Praj.g_00898	Syad.g_01956
OG0000152	Praj.g_01601, Praj.g_00946	Syad.g_01757
OG0000153	Praj.g_00965	Syad.g_01713
OG0000154	Praj.g_00995	Syad.g_01686
OG0000155	Praj.g_01440	Syad.g_01189
OG0000156	Praj.g_01517	Syad.g_01116
OG0000157	Praj.g_01518	Syad.g_01115
OG0000158	Praj.g_01995	Syad.g_00374
OG0000160	Praj.g_01633	Syad.g_02279
OG0000161	Praj.g_01639	Syad.g_02287
OG0000162	Praj.g_01645	Syad.g_02293
OG0000163	Praj.g_01681	Syad.g_02542
OG0000164	Praj.g_01790	Syad.g_02659
OG0000165	Praj.g_01798	Syad.g_02476
OG0000166	Praj.g_01915	Syad.g_00654
OG0000167	Praj.g_01985	Syad.g_00419
OG0000168	Praj.g_01996	Syad.g_00371
OG0000169	Praj.g_02006	Syad.g_00360
OG0000170	Praj.g_02008	Syad.g_00353
OG0000171	Praj.g_02030	Syad.g_00321
OG0000172	Praj.g_02061	Syad.g_00244
OG0000173	Praj.g_02076	Syad.g_00220
OG0000174	Praj.g_02107	Syad.g_00065
OG0000175	Praj.g_02125	Syad.g_00129
OG0000176	Praj.g_00004	Syad.g_00166
OG0000177	Praj.g_00005	Syad.g_00167
OG0000178	Praj.g_00006	Syad.g_00168
OG0000179	Praj.g_00016	Syad.g_00183
OG0000180	Praj.g_00017	Syad.g_00184
OG0000181	Praj.g_00018	Syad.g_00185
OG0000182	Praj.g_00019	Syad.g_00186
OG0000183	Praj.g_00023	Syad.g_00190
OG0000184	Praj.g_00050	Syad.g_03018
OG0000185	Praj.g_00053	Syad.g_03006
OG0000186	Praj.g_00102	Syad.g_02722
OG0000187	Praj.g_00103	Syad.g_02724
OG0000188	Praj.g_00120	Syad.g_02759
OG0000189	Praj.g_00134	Syad.g_02788
OG0000190	Praj.g_00135	Syad.g_02790
OG0000191	Praj.g_00158	Syad.g_02824
OG0000192	Praj.g_00162	Syad.g_02834
OG0000193	Praj.g_00186	Syad.g_02877
OG0000194	Praj.g_00189	Syad.g_02880
OG0000195	Praj.g_00191	Syad.g_02884
OG0000196	Praj.g_00201	Syad.g_02894
OG0000197	Praj.g_00202	Syad.g_02895
OG0000198	Praj.g_00203	Syad.g_02896
OG0000199	Praj.g_00210	Syad.g_02904
OG0000200	Praj.g_00223	Syad.g_02921
OG0000201	Praj.g_00232	Syad.g_02937
OG0000202	Praj.g_00233	Syad.g_02938
OG0000203	Praj.g_00234	Syad.g_02939
OG0000204	Praj.g_00235	Syad.g_02940
OG0000205	Praj.g_00242	Syad.g_02948
OG0000206	Praj.g_00246	Syad.g_02955
OG0000207	Praj.g_00248	Syad.g_02957
OG0000208	Praj.g_00249	Syad.g_02958
OG0000209	Praj.g_00258	Syad.g_02981
OG0000210	Praj.g_00259	Syad.g_02982
OG0000212	Praj.g_00281	Syad.g_00825
OG0000213	Praj.g_00296	Syad.g_00556
OG0000214	Praj.g_00304	Syad.g_00538
OG0000215	Praj.g_00328	Syad.g_00508
OG0000216	Praj.g_00329	Syad.g_00504, Syad.g_00285
OG0000217	Praj.g_00332	Syad.g_00500
OG0000218	Praj.g_00334	Syad.g_00498
OG0000219	Praj.g_00335	Syad.g_00497
OG0000220	Praj.g_00336	Syad.g_00496
OG0000221	Praj.g_00337	Syad.g_00488
OG0000222	Praj.g_00345	Syad.g_00473
OG0000223	Praj.g_00358	Syad.g_00451
OG0000224	Praj.g_00360	Syad.g_00444
OG0000225	Praj.g_00391	Syad.g_00777
OG0000226	Praj.g_00395	Syad.g_00781
OG0000227	Praj.g_00397	Syad.g_00783
OG0000228	Praj.g_00402	Syad.g_00784
OG0000229	Praj.g_00430	Syad.g_02450
OG0000230	Praj.g_00432	Syad.g_02448
OG0000231	Praj.g_00443	Syad.g_02436
OG0000232	Praj.g_00451	Syad.g_02392
OG0000233	Praj.g_00459	Syad.g_02382
OG0000234	Praj.g_00468	Syad.g_02351
OG0000235	Praj.g_00472	Syad.g_00903
OG0000236	Praj.g_00485	Syad.g_00918
OG0000237	Praj.g_00498	Syad.g_00936
OG0000238	Praj.g_00504	Syad.g_00941
OG0000239	Praj.g_00516	Syad.g_00957
OG0000240	Praj.g_00517	Syad.g_00958
OG0000241	Praj.g_00521	Syad.g_02160
OG0000242	Praj.g_00523	Syad.g_00975
OG0000243	Praj.g_00534	Syad.g_01000
OG0000244	Praj.g_00537	Syad.g_01012
OG0000245	Praj.g_00539	Syad.g_01014
OG0000246	Praj.g_00543	Syad.g_01017
OG0000247	Praj.g_00553	Syad.g_01029
OG0000248	Praj.g_00555	Syad.g_01032
OG0000249	Praj.g_00557	Syad.g_01034
OG0000250	Praj.g_00562	Syad.g_01044
OG0000251	Praj.g_00578	Syad.g_01071
OG0000252	Praj.g_00580	Syad.g_01078
OG0000253	Praj.g_00582	Syad.g_01081
OG0000254	Praj.g_00599	Syad.g_02203
OG0000255	Praj.g_00605	Syad.g_02185
OG0000256	Praj.g_00615	Syad.g_02167
OG0000257	Praj.g_00618	Syad.g_02161
OG0000258	Praj.g_00631	Syad.g_02143
OG0000259	Praj.g_00648	Syad.g_01576
OG0000260	Praj.g_00651	Syad.g_01587
OG0000261	Praj.g_00654	Syad.g_01590
OG0000262	Praj.g_00659	Syad.g_01595
OG0000263	Praj.g_00673	Syad.g_01475
OG0000264	Praj.g_00684	Syad.g_01360
OG0000265	Praj.g_00698	Syad.g_01383
OG0000266	Praj.g_00708	Syad.g_01804
OG0000267	Praj.g_00721	Syad.g_01645
OG0000268	Praj.g_00722	Syad.g_01646
OG0000269	Praj.g_00764	Syad.g_01894
OG0000270	Praj.g_00767	Syad.g_01891
OG0000271	Praj.g_00775	Syad.g_01883
OG0000272	Praj.g_00776	Syad.g_01882
OG0000273	Praj.g_00801	Syad.g_01247
OG0000274	Praj.g_00802	Syad.g_01246
OG0000275	Praj.g_00804	Syad.g_01242
OG0000276	Praj.g_00810	Syad.g_01229
OG0000277	Praj.g_00811	Syad.g_01228
OG0000278	Praj.g_00815	Syad.g_01225
OG0000279	Praj.g_00822	Syad.g_01208
OG0000280	Praj.g_01326	Syad.g_01198
OG0000281	Praj.g_00829	Syad.g_00624
OG0000282	Praj.g_00889	Syad.g_01619
OG0000283	Praj.g_00920	Syad.g_01661
OG0000284	Praj.g_00925	Syad.g_01787
OG0000285	Praj.g_00930	Syad.g_01776
OG0000286	Praj.g_00945	Syad.g_01758
OG0000287	Praj.g_00085	Syad.g_01720
OG0000288	Praj.g_00994	Syad.g_01687
OG0000289	Praj.g_01005	Syad.g_01672
OG0000290	Praj.g_01021	Syad.g_01287
OG0000291	Praj.g_01023	Syad.g_01289
OG0000292	Praj.g_01196	Syad.g_00155
OG0000293	Praj.g_01470	Syad.g_01124
OG0000294	Praj.g_01469	Syad.g_01125
OG0000295	Praj.g_01447	Syad.g_01181
OG0000296	Praj.g_01445	Syad.g_01183
OG0000297	Praj.g_01437	Syad.g_01512
OG0000298	Praj.g_01436	Syad.g_01511
OG0000299	Praj.g_01417	Syad.g_01462
OG0000300	Praj.g_01414	Syad.g_01455
OG0000301	Praj.g_01413	Syad.g_01454
OG0000302	Praj.g_01410	Syad.g_01453
OG0000303	Praj.g_01405	Syad.g_01442
OG0000304	Praj.g_01402	Syad.g_01436
OG0000305	Praj.g_01734	Syad.g_01292
OG0000306	Praj.g_00833	Syad.g_01989
OG0000307	Praj.g_01584	Syad.g_00883
OG0000308	Praj.g_01585	Syad.g_00881
OG0000309	Praj.g_01589	Syad.g_00876
OG0000310	Praj.g_01616	Syad.g_02250
OG0000311	Praj.g_01618	Syad.g_02254
OG0000312	Praj.g_01621	Syad.g_02265
OG0000313	Praj.g_01636	Syad.g_02284
OG0000314	Praj.g_01657	Syad.g_02313
OG0000315	Praj.g_01667	Syad.g_02323
OG0000316	Praj.g_01692	Syad.g_02564
OG0000317	Praj.g_01766	Syad.g_02620
OG0000318	Praj.g_01769	Syad.g_02624
OG0000319	Praj.g_01780	Syad.g_02642
OG0000320	Praj.g_01782	Syad.g_02644
OG0000321	Praj.g_01783	Syad.g_02645
OG0000322	Praj.g_01784	Syad.g_02646
OG0000323	Praj.g_01793	Syad.g_02661
OG0000324	Praj.g_01820	Syad.g_02505
OG0000325	Praj.g_01870	Syad.g_00591
OG0000326	Praj.g_01876	Syad.g_00598
OG0000327	Praj.g_01910	Syad.g_00649
OG0000328	Praj.g_01911	Syad.g_00650
OG0000329	Praj.g_01928	Syad.g_00668
OG0000330	Praj.g_01929	Syad.g_00669
OG0000331	Praj.g_01930	Syad.g_00670
OG0000332	Praj.g_01944	Syad.g_00685
OG0000333	Praj.g_01946	Syad.g_00688
OG0000334	Praj.g_01955	Syad.g_00697
OG0000335	Praj.g_01960	Syad.g_00702
OG0000336	Praj.g_01964	Syad.g_00706
OG0000337	Praj.g_01982	Syad.g_00425, Syad.g_00427
OG0000338	Praj.g_01983	Syad.g_00421
OG0000339	Praj.g_01988	Syad.g_00414
OG0000340	Praj.g_01997	Syad.g_00370
OG0000341	Praj.g_01999	Syad.g_00368
OG0000342	Praj.g_02000	Syad.g_00367
OG0000343	Praj.g_02001	Syad.g_00366
OG0000344	Praj.g_02004	Syad.g_00362
OG0000345	Praj.g_02009	Syad.g_00352
OG0000346	Praj.g_02013	Syad.g_00347
OG0000347	Praj.g_02034	Syad.g_00318
OG0000348	Praj.g_02064	Syad.g_00233
OG0000349	Praj.g_02082	Syad.g_00213
OG0000350	Praj.g_02103	Syad.g_00605
OG0000351	Praj.g_02128	Syad.g_00134
OG0000352	Praj.g_02129	Syad.g_00135
OG0000353	Praj.g_02148	Syad.g_00161
OG0000355	Praj.g_00001	Syad.g_00163
OG0000356	Praj.g_00002	Syad.g_00164
OG0000357	Praj.g_00003	Syad.g_00165
OG0000358	Praj.g_00007	Syad.g_00169
OG0000359	Praj.g_00008	Syad.g_00171
OG0000360	Praj.g_00009	Syad.g_00172
OG0000361	Praj.g_00010	Syad.g_00173
OG0000362	Praj.g_00012	Syad.g_00175
OG0000363	Praj.g_00014	Syad.g_00177
OG0000364	Praj.g_00015	Syad.g_00178
OG0000365	Praj.g_00020	Syad.g_00187
OG0000366	Praj.g_00021	Syad.g_00188
OG0000367	Praj.g_00022	Syad.g_00189
OG0000368	Praj.g_00024	Syad.g_00191
OG0000369	Praj.g_00025	Syad.g_00192
OG0000370	Praj.g_00026	Syad.g_00193
OG0000371	Praj.g_00032	Syad.g_00201
OG0000372	Praj.g_00034	Syad.g_00206
OG0000373	Praj.g_00035	Syad.g_00207
OG0000374	Praj.g_00036	Syad.g_00208
OG0000375	Praj.g_00044	Syad.g_00209
OG0000376	Praj.g_00046	Syad.g_00211
OG0000377	Praj.g_00049	Syad.g_03027
OG0000378	Praj.g_00051	Syad.g_03012
OG0000379	Praj.g_00054	Syad.g_03005
OG0000380	Praj.g_00104	Syad.g_02725
OG0000381	Praj.g_00108	Syad.g_02729
OG0000382	Praj.g_00119	Syad.g_02758
OG0000383	Praj.g_00121	Syad.g_02761
OG0000384	Praj.g_00122	Syad.g_02762
OG0000385	Praj.g_00123	Syad.g_02763
OG0000386	Praj.g_00124	Syad.g_02764
OG0000387	Praj.g_00137	Syad.g_02792
OG0000388	Praj.g_00141	Syad.g_02796
OG0000389	Praj.g_00144	Syad.g_02800
OG0000390	Praj.g_00153	Syad.g_02818
OG0000391	Praj.g_00157	Syad.g_02823
OG0000392	Praj.g_00160	Syad.g_02833
OG0000393	Praj.g_00163	Syad.g_02837
OG0000394	Praj.g_00164	Syad.g_02838
OG0000395	Praj.g_00165	Syad.g_02839
OG0000396	Praj.g_00168	Syad.g_02843
OG0000397	Praj.g_00170	Syad.g_02845
OG0000398	Praj.g_00173	Syad.g_02850
OG0000399	Praj.g_00174	Syad.g_02851
OG0000400	Praj.g_00175	Syad.g_02852
OG0000401	Praj.g_00176	Syad.g_02853
OG0000402	Praj.g_01057	Syad.g_02855
OG0000403	Praj.g_00177	Syad.g_02856
OG0000404	Praj.g_00178	Syad.g_02858
OG0000405	Praj.g_00183	Syad.g_02874
OG0000406	Praj.g_00187	Syad.g_02878
OG0000407	Praj.g_00188	Syad.g_02879
OG0000408	Praj.g_00190	Syad.g_02883
OG0000409	Praj.g_00192	Syad.g_02885
OG0000410	Praj.g_00193	Syad.g_02886
OG0000411	Praj.g_00194	Syad.g_02887
OG0000412	Praj.g_00195	Syad.g_02888
OG0000413	Praj.g_00196	Syad.g_02890
OG0000415	Praj.g_00198	Syad.g_02891
OG0000416	Praj.g_00199	Syad.g_02892
OG0000417	Praj.g_00200	Syad.g_02893
OG0000418	Praj.g_00205	Syad.g_02898
OG0000419	Praj.g_00207	Syad.g_02900
OG0000420	Praj.g_00208	Syad.g_02902
OG0000421	Praj.g_00212	Syad.g_02907
OG0000422	Praj.g_00213	Syad.g_02908
OG0000423	Praj.g_00214	Syad.g_02909
OG0000424	Praj.g_00215	Syad.g_02910
OG0000425	Praj.g_00216	Syad.g_02911
OG0000426	Praj.g_00217	Syad.g_02912
OG0000427	Praj.g_00218	Syad.g_02913
OG0000428	Praj.g_00220	Syad.g_02916
OG0000429	Praj.g_00221	Syad.g_02918
OG0000430	Praj.g_00222	Syad.g_02920
OG0000431	Praj.g_00224	Syad.g_02923
OG0000432	Praj.g_00228	Syad.g_02930
OG0000433	Praj.g_00229	Syad.g_02933
OG0000434	Praj.g_00230	Syad.g_02934
OG0000435	Praj.g_00231	Syad.g_02936
OG0000436	Praj.g_00236	Syad.g_02942
OG0000437	Praj.g_00237	Syad.g_02943
OG0000438	Praj.g_00238	Syad.g_02944
OG0000439	Praj.g_00240	Syad.g_02946
OG0000440	Praj.g_00241	Syad.g_02947
OG0000441	Praj.g_00243	Syad.g_02951
OG0000442	Praj.g_00244	Syad.g_02952
OG0000443	Praj.g_00245	Syad.g_02953
OG0000444	Praj.g_00250	Syad.g_02964
OG0000445	Praj.g_00251	Syad.g_02965
OG0000446	Praj.g_00252	Syad.g_02967
OG0000447	Praj.g_00253	Syad.g_02970
OG0000448	Praj.g_00254	Syad.g_02971
OG0000449	Praj.g_00255	Syad.g_02972
OG0000450	Praj.g_00256	Syad.g_02978
OG0000451	Praj.g_00257	Syad.g_02979
OG0000452	Praj.g_00260	Syad.g_02983
OG0000453	Praj.g_00261	Syad.g_02984
OG0000454	Praj.g_00262	Syad.g_02985
OG0000455	Praj.g_00263	Syad.g_02986
OG0000456	Praj.g_00264	Syad.g_02987
OG0000457	Praj.g_00265	Syad.g_02989
OG0000458	Praj.g_00266	Syad.g_02998
OG0000459	Praj.g_00267	Syad.g_02999
OG0000460	Praj.g_00275	Syad.g_00815
OG0000461	Praj.g_00283	Syad.g_00579
OG0000462	Praj.g_00285	Syad.g_00576
OG0000463	Praj.g_00286	Syad.g_00575
OG0000464	Praj.g_00287	Syad.g_00574
OG0000465	Praj.g_00288	Syad.g_00573
OG0000466	Praj.g_00289	Syad.g_00568
OG0000467	Praj.g_00290	Syad.g_00566
OG0000468	Praj.g_00292	Syad.g_00561
OG0000469	Praj.g_00299	Syad.g_00545
OG0000470	Praj.g_00301	Syad.g_00542
OG0000471	Praj.g_00302	Syad.g_00541
OG0000472	Praj.g_00303	Syad.g_00539
OG0000473	Praj.g_00305	Syad.g_00537
OG0000474	Praj.g_00306	Syad.g_00536
OG0000475	Praj.g_00307	Syad.g_00535
OG0000476	Praj.g_00309	Syad.g_00533
OG0000477	Praj.g_00311	Syad.g_00528
OG0000478	Praj.g_00312	Syad.g_00527
OG0000479	Praj.g_00313	Syad.g_00526
OG0000480	Praj.g_00318	Syad.g_00520
OG0000481	Praj.g_00320	Syad.g_00518
OG0000482	Praj.g_00321	Syad.g_00517
OG0000483	Praj.g_00324	Syad.g_00513
OG0000484	Praj.g_00325	Syad.g_00512
OG0000485	Praj.g_00326	Syad.g_00511
OG0000486	Praj.g_00327	Syad.g_00510
OG0000487	Praj.g_00330	Syad.g_00503
OG0000488	Praj.g_00333	Syad.g_00499
OG0000489	Praj.g_00338	Syad.g_00487
OG0000490	Praj.g_00343	Syad.g_00475
OG0000491	Praj.g_00344	Syad.g_00474
OG0000492	Praj.g_00346	Syad.g_00472
OG0000493	Praj.g_00347	Syad.g_00471
OG0000494	Praj.g_00348	Syad.g_00470
OG0000495	Praj.g_00349	Syad.g_00469
OG0000496	Praj.g_00350	Syad.g_00468
OG0000497	Praj.g_00351	Syad.g_00467
OG0000498	Praj.g_00352	Syad.g_00466
OG0000499	Praj.g_00353	Syad.g_00465
OG0000500	Praj.g_00354	Syad.g_00464
OG0000501	Praj.g_00356	Syad.g_00461
OG0000502	Praj.g_00359	Syad.g_00449
OG0000503	Praj.g_00380	Syad.g_00761
OG0000504	Praj.g_00382	Syad.g_00763
OG0000505	Praj.g_00383	Syad.g_00764
OG0000506	Praj.g_00384	Syad.g_00766
OG0000507	Praj.g_00387	Syad.g_00772
OG0000508	Praj.g_00390	Syad.g_00776
OG0000509	Praj.g_00392	Syad.g_00778
OG0000510	Praj.g_00393	Syad.g_00779
OG0000511	Praj.g_00394	Syad.g_00780
OG0000512	Praj.g_00396	Syad.g_00782
OG0000513	Praj.g_00406	Syad.g_00789
OG0000514	Praj.g_00425	Syad.g_00795
OG0000515	Praj.g_00426	Syad.g_00796
OG0000516	Praj.g_00427	Syad.g_02456
OG0000517	Praj.g_00429	Syad.g_02451
OG0000518	Praj.g_00440	Syad.g_02439
OG0000519	Praj.g_00441	Syad.g_02438
OG0000520	Praj.g_00442	Syad.g_02437
OG0000521	Praj.g_00447	Syad.g_01108
OG0000522	Praj.g_00449	Syad.g_01109
OG0000523	Praj.g_00450	Syad.g_01110
OG0000524	Praj.g_00457	Syad.g_02386
OG0000525	Praj.g_00461	Syad.g_02363
OG0000526	Praj.g_00462	Syad.g_02360
OG0000527	Praj.g_00465	Syad.g_02355
OG0000528	Praj.g_00471	Syad.g_00897
OG0000529	Praj.g_00474	Syad.g_00905
OG0000530	Praj.g_00477	Syad.g_00908
OG0000531	Praj.g_00478	Syad.g_00909
OG0000532	Praj.g_00479	Syad.g_00912
OG0000533	Praj.g_00480	Syad.g_00913
OG0000534	Praj.g_00481	Syad.g_00914
OG0000535	Praj.g_00482	Syad.g_00915
OG0000536	Praj.g_00483	Syad.g_00916
OG0000537	Praj.g_00484	Syad.g_00917
OG0000538	Praj.g_00492	Syad.g_00929
OG0000539	Praj.g_00493	Syad.g_00930
OG0000540	Praj.g_00494	Syad.g_00931
OG0000541	Praj.g_00495	Syad.g_00932
OG0000542	Praj.g_00497	Syad.g_00935
OG0000543	Praj.g_00499	Syad.g_00937
OG0000544	Praj.g_00500	Syad.g_00938
OG0000545	Praj.g_00502	Syad.g_00940
OG0000546	Praj.g_00505	Syad.g_00942
OG0000547	Praj.g_00507	Syad.g_00944
OG0000548	Praj.g_00508	Syad.g_00945
OG0000549	Praj.g_00511	Syad.g_00952
OG0000550	Praj.g_00515	Syad.g_00956
OG0000551	Praj.g_00518	Syad.g_00960
OG0000552	Praj.g_00519	Syad.g_00961
OG0000553	Praj.g_00520	Syad.g_00965
OG0000554	Praj.g_00525	Syad.g_00978
OG0000555	Praj.g_00533	Syad.g_00999
OG0000556	Praj.g_00535	Syad.g_01003
OG0000557	Praj.g_00536	Syad.g_01011
OG0000558	Praj.g_00538	Syad.g_01013
OG0000559	Praj.g_00542	Syad.g_01016
OG0000560	Praj.g_00545	Syad.g_01019
OG0000561	Praj.g_00546	Syad.g_01020
OG0000562	Praj.g_00547	Syad.g_01021
OG0000563	Praj.g_00548	Syad.g_01022
OG0000564	Praj.g_00549	Syad.g_01023
OG0000565	Praj.g_00552	Syad.g_01027
OG0000566	Praj.g_00554	Syad.g_01031
OG0000567	Praj.g_00558	Syad.g_01035
OG0000568	Praj.g_00559	Syad.g_01040
OG0000569	Praj.g_00560	Syad.g_01041
OG0000570	Praj.g_00561	Syad.g_01042
OG0000571	Praj.g_00563	Syad.g_01046
OG0000572	Praj.g_00574	Syad.g_01064
OG0000573	Praj.g_00579	Syad.g_01072
OG0000574	Praj.g_00581	Syad.g_01077
OG0000575	Praj.g_00584	Syad.g_01083
OG0000576	Praj.g_00586	Syad.g_01085
OG0000577	Praj.g_00587	Syad.g_01086
OG0000578	Praj.g_00588	Syad.g_01087
OG0000579	Praj.g_00589	Syad.g_01088
OG0000580	Praj.g_00590	Syad.g_01089
OG0000581	Praj.g_00593	Syad.g_01097
OG0000582	Praj.g_00596	Syad.g_02206
OG0000583	Praj.g_00597	Syad.g_02205
OG0000584	Praj.g_00598	Syad.g_02204
OG0000585	Praj.g_00600	Syad.g_02202
OG0000586	Praj.g_00601	Syad.g_02201
