Orthogroup	Praj	Prau
OG0000203	Praj.g_00234	Prau.g_00195
OG0000204	Praj.g_00235	Prau.g_00196
OG0000205	Praj.g_00242	Prau.g_00203
OG0000206	Praj.g_00246	Prau.g_00208
OG0000207	Praj.g_00248	Prau.g_00210
OG0000208	Praj.g_00249	Prau.g_00211
OG0000209	Praj.g_00258	Prau.g_00220
OG0000210	Praj.g_00259	Prau.g_00221
OG0000211	Praj.g_00273	Prau.g_00234
OG0000212	Praj.g_00281	Prau.g_00241
OG0000213	Praj.g_00296	Prau.g_00259
OG0000214	Praj.g_00304	Prau.g_00269
OG0000215	Praj.g_00328	Prau.g_00294
OG0000216	Praj.g_00329	Prau.g_00296
OG0000217	Praj.g_00332	Prau.g_00299
OG0000218	Praj.g_00334	Prau.g_00301
OG0000219	Praj.g_00335	Prau.g_00302
OG0000220	Praj.g_00336	Prau.g_00303
OG0000221	Praj.g_00337	Prau.g_00304
OG0000222	Praj.g_00345	Prau.g_00312
OG0000223	Praj.g_00358	Prau.g_00325
OG0000224	Praj.g_00360	Prau.g_00327
OG0000225	Praj.g_00391	Prau.g_00348
OG0000226	Praj.g_00395	Prau.g_00352
OG0000227	Praj.g_00397	Prau.g_00354
OG0000228	Praj.g_00402	Prau.g_00357
OG0000229	Praj.g_00430	Prau.g_00477
OG0000230	Praj.g_00432	Prau.g_00479
OG0000231	Praj.g_00443	Prau.g_00490
OG0000232	Praj.g_00451	Prau.g_00499
OG0000233	Praj.g_00459	Prau.g_00505
OG0000234	Praj.g_00468	Prau.g_00517
OG0000235	Praj.g_00472	Prau.g_00520
OG0000236	Praj.g_00485	Prau.g_00534
OG0000237	Praj.g_00498	Prau.g_00547
OG0000238	Praj.g_00504	Prau.g_00553
OG0000239	Praj.g_00516	Prau.g_00565
OG0000240	Praj.g_00517	Prau.g_00566
OG0000241	Praj.g_00521	Prau.g_00570
OG0000242	Praj.g_00523	Prau.g_00572
OG0000243	Praj.g_00534	Prau.g_00583
OG0000244	Praj.g_00537	Prau.g_00586
OG0000245	Praj.g_00539	Prau.g_00588
OG0000246	Praj.g_00543	Prau.g_00592
OG0000247	Praj.g_00553	Prau.g_00602
OG0000248	Praj.g_00555	Prau.g_00604
OG0000249	Praj.g_00557	Prau.g_00606
OG0000250	Praj.g_00562	Prau.g_00611
OG0000251	Praj.g_00578	Prau.g_00629
OG0000252	Praj.g_00580	Prau.g_00632
OG0000253	Praj.g_00582	Prau.g_00633
OG0000254	Praj.g_00599	Prau.g_00649
OG0000255	Praj.g_00605	Prau.g_00655
OG0000256	Praj.g_00615	Prau.g_00667
OG0000257	Praj.g_00618	Prau.g_00670
OG0000258	Praj.g_00631	Prau.g_00683
OG0000259	Praj.g_00648	Prau.g_00700
OG0000260	Praj.g_00651	Prau.g_00703
OG0000261	Praj.g_00654	Prau.g_00705
OG0000262	Praj.g_00659	Prau.g_00709
OG0000263	Praj.g_00673	Prau.g_00721
OG0000264	Praj.g_00684	Prau.g_00731
OG0000265	Praj.g_00698	Prau.g_00755
OG0000266	Praj.g_00708	Prau.g_00765
OG0000267	Praj.g_00721	Prau.g_00776
OG0000268	Praj.g_00722	Prau.g_00777
OG0000269	Praj.g_00764	Prau.g_00849
OG0000270	Praj.g_00767	Prau.g_00852
OG0000271	Praj.g_00775	Prau.g_00860
OG0000272	Praj.g_00776	Prau.g_00861
OG0000273	Praj.g_00801	Prau.g_00884
OG0000274	Praj.g_00802	Prau.g_00885
OG0000275	Praj.g_00804	Prau.g_00887
OG0000276	Praj.g_00810	Prau.g_00892
OG0000277	Praj.g_00811	Prau.g_00893
OG0000278	Praj.g_00815	Prau.g_00896
OG0000279	Praj.g_00822	Prau.g_00904
OG0000280	Praj.g_01326	Prau.g_00905
OG0000281	Praj.g_00829	Prau.g_00910
OG0000282	Praj.g_00889	Prau.g_00958
OG0000283	Praj.g_00920	Prau.g_00992
OG0000284	Praj.g_00925	Prau.g_00997
OG0000285	Praj.g_00930	Prau.g_01002
OG0000286	Praj.g_00945	Prau.g_01014
OG0000287	Praj.g_00085	Prau.g_01031
OG0000288	Praj.g_00994	Prau.g_01062
OG0000289	Praj.g_01005	Prau.g_01073
OG0000290	Praj.g_01021	Prau.g_01086
OG0000291	Praj.g_01023	Prau.g_01088
OG0000292	Praj.g_01196	Prau.g_01136
OG0000293	Praj.g_01470	Prau.g_01198
OG0000294	Praj.g_01469	Prau.g_01199
OG0000295	Praj.g_01447	Prau.g_01218
OG0000296	Praj.g_01445	Prau.g_01220
OG0000297	Praj.g_01437	Prau.g_01228
OG0000298	Praj.g_01436	Prau.g_01229
OG0000299	Praj.g_01417	Prau.g_01246
OG0000300	Praj.g_01414	Prau.g_01249
OG0000301	Praj.g_01413	Prau.g_01250
OG0000302	Praj.g_01410	Prau.g_01252
OG0000303	Praj.g_01405	Prau.g_01259
OG0000304	Praj.g_01402	Prau.g_01263
OG0000305	Praj.g_01734	Prau.g_01401
OG0000306	Praj.g_00833	Prau.g_01404
OG0000307	Praj.g_01584	Prau.g_01418
OG0000308	Praj.g_01585	Prau.g_01419
OG0000309	Praj.g_01589	Prau.g_01423
OG0000310	Praj.g_01616	Prau.g_01513
OG0000311	Praj.g_01618	Prau.g_01515
OG0000312	Praj.g_01621	Prau.g_01518
OG0000313	Praj.g_01636	Prau.g_01535
OG0000314	Praj.g_01657	Prau.g_01558
OG0000315	Praj.g_01667	Prau.g_01568
OG0000316	Praj.g_01692	Prau.g_01588
OG0000317	Praj.g_01766	Prau.g_01730
OG0000318	Praj.g_01769	Prau.g_01733
OG0000319	Praj.g_01780	Prau.g_01746
OG0000320	Praj.g_01782	Prau.g_01748
OG0000321	Praj.g_01783	Prau.g_01749
OG0000322	Praj.g_01784	Prau.g_01750
OG0000323	Praj.g_01793	Prau.g_01759
OG0000324	Praj.g_01820	Prau.g_01785
OG0000325	Praj.g_01870	Prau.g_01795
OG0000326	Praj.g_01876	Prau.g_01801
OG0000327	Praj.g_01910	Prau.g_01828
OG0000328	Praj.g_01911	Prau.g_01829
OG0000329	Praj.g_01928	Prau.g_01846
OG0000330	Praj.g_01929	Prau.g_01847
OG0000331	Praj.g_01930	Prau.g_01848
OG0000332	Praj.g_01944	Prau.g_01862
OG0000333	Praj.g_01946	Prau.g_01864
OG0000334	Praj.g_01955	Prau.g_01872
OG0000335	Praj.g_01960	Prau.g_01877
OG0000336	Praj.g_01964	Prau.g_01881
OG0000337	Praj.g_01982	Prau.g_01897
OG0000338	Praj.g_01983	Prau.g_01898
OG0000339	Praj.g_01988	Prau.g_01902
OG0000340	Praj.g_01997	Prau.g_01910
OG0000341	Praj.g_01999	Prau.g_01912
OG0000342	Praj.g_02000	Prau.g_01913
OG0000343	Praj.g_02001	Prau.g_01914
OG0000344	Praj.g_02004	Prau.g_01917
OG0000345	Praj.g_02009	Prau.g_01922
OG0000346	Praj.g_02013	Prau.g_01926
OG0000347	Praj.g_02034	Prau.g_01942
OG0000348	Praj.g_02064	Prau.g_01952
OG0000349	Praj.g_02082	Prau.g_01969
OG0000350	Praj.g_02103	Prau.g_01987, Prau.g_01297
OG0000351	Praj.g_02128	Prau.g_02004
OG0000352	Praj.g_02129	Prau.g_02005
OG0000353	Praj.g_02148	Prau.g_02021
OG0000355	Praj.g_00001	Prau.g_00001
OG0000356	Praj.g_00002	Prau.g_00002
OG0000357	Praj.g_00003	Prau.g_00003
OG0000358	Praj.g_00007	Prau.g_00007
OG0000359	Praj.g_00008	Prau.g_00008
OG0000360	Praj.g_00009	Prau.g_00009
OG0000361	Praj.g_00010	Prau.g_00010
OG0000362	Praj.g_00012	Prau.g_00012
OG0000363	Praj.g_00014	Prau.g_00014
OG0000364	Praj.g_00015	Prau.g_00015
OG0000365	Praj.g_00020	Prau.g_00020
OG0000366	Praj.g_00021	Prau.g_00021
OG0000367	Praj.g_00022	Prau.g_00022
OG0000368	Praj.g_00024	Prau.g_00024
OG0000369	Praj.g_00025	Prau.g_00025
OG0000370	Praj.g_00026	Prau.g_00026
OG0000371	Praj.g_00032	Prau.g_00031
OG0000372	Praj.g_00034	Prau.g_00034
OG0000373	Praj.g_00035	Prau.g_00035
OG0000374	Praj.g_00036	Prau.g_00036
OG0000375	Praj.g_00044	Prau.g_00047
OG0000376	Praj.g_00046	Prau.g_00049
OG0000377	Praj.g_00049	Prau.g_00053
OG0000378	Praj.g_00051	Prau.g_00055
OG0000379	Praj.g_00054	Prau.g_00058
OG0000380	Praj.g_00104	Prau.g_00068
OG0000381	Praj.g_00108	Prau.g_00072
OG0000382	Praj.g_00119	Prau.g_00082
OG0000383	Praj.g_00121	Prau.g_00084
OG0000384	Praj.g_00122	Prau.g_00085
OG0000385	Praj.g_00123	Prau.g_00086
OG0000386	Praj.g_00124	Prau.g_00087
OG0000387	Praj.g_00137	Prau.g_00100
OG0000388	Praj.g_00141	Prau.g_00103
OG0000389	Praj.g_00144	Prau.g_00107
OG0000390	Praj.g_00153	Prau.g_00114
OG0000391	Praj.g_00157	Prau.g_00117
OG0000392	Praj.g_00160	Prau.g_00121
OG0000393	Praj.g_00163	Prau.g_00123
OG0000394	Praj.g_00164	Prau.g_00124
OG0000395	Praj.g_00165	Prau.g_00125
OG0000396	Praj.g_00168	Prau.g_00128
OG0000397	Praj.g_00170	Prau.g_00130
OG0000398	Praj.g_00173	Prau.g_00132
OG0000399	Praj.g_00174	Prau.g_00133
OG0000400	Praj.g_00175	Prau.g_00134
OG0000401	Praj.g_00176	Prau.g_00135
OG0000402	Praj.g_01057	Prau.g_00137
OG0000403	Praj.g_00177	Prau.g_00138
OG0000404	Praj.g_00178	Prau.g_00139
OG0000405	Praj.g_00183	Prau.g_00143
OG0000406	Praj.g_00187	Prau.g_00148
OG0000407	Praj.g_00188	Prau.g_00149
OG0000408	Praj.g_00190	Prau.g_00151
OG0000409	Praj.g_00192	Prau.g_00153
OG0000410	Praj.g_00193	Prau.g_00154
OG0000411	Praj.g_00194	Prau.g_00155
OG0000412	Praj.g_00195	Prau.g_00156
OG0000413	Praj.g_00196	Prau.g_00157
OG0000414	Praj.g_00197	Prau.g_00158
OG0000415	Praj.g_00198	Prau.g_00159
OG0000416	Praj.g_00199	Prau.g_00160
OG0000417	Praj.g_00200	Prau.g_00161
OG0000418	Praj.g_00205	Prau.g_00166
OG0000419	Praj.g_00207	Prau.g_00168
OG0000420	Praj.g_00208	Prau.g_00169
OG0000421	Praj.g_00212	Prau.g_00174
OG0000422	Praj.g_00213	Prau.g_00175
OG0000423	Praj.g_00214	Prau.g_00176
OG0000424	Praj.g_00215	Prau.g_00177
OG0000425	Praj.g_00216	Prau.g_00178
OG0000426	Praj.g_00217	Prau.g_00179
OG0000427	Praj.g_00218	Prau.g_00180
OG0000428	Praj.g_00220	Prau.g_00182
OG0000429	Praj.g_00221	Prau.g_00183
OG0000430	Praj.g_00222	Prau.g_00184
OG0000431	Praj.g_00224	Prau.g_00186
OG0000432	Praj.g_00228	Prau.g_00189
OG0000433	Praj.g_00229	Prau.g_00190
OG0000434	Praj.g_00230	Prau.g_00191
OG0000435	Praj.g_00231	Prau.g_00192
OG0000436	Praj.g_00236	Prau.g_00197
OG0000437	Praj.g_00237	Prau.g_00198
OG0000438	Praj.g_00238	Prau.g_00199
OG0000439	Praj.g_00240	Prau.g_00201
OG0000440	Praj.g_00241	Prau.g_00202
OG0000441	Praj.g_00243	Prau.g_00205
OG0000442	Praj.g_00244	Prau.g_00206
OG0000443	Praj.g_00245	Prau.g_00207
OG0000444	Praj.g_00250	Prau.g_00212
OG0000445	Praj.g_00251	Prau.g_00213
OG0000446	Praj.g_00252	Prau.g_00214
OG0000447	Praj.g_00253	Prau.g_00215
OG0000448	Praj.g_00254	Prau.g_00216
OG0000449	Praj.g_00255	Prau.g_00217
OG0000450	Praj.g_00256	Prau.g_00218
OG0000451	Praj.g_00257	Prau.g_00219
OG0000452	Praj.g_00260	Prau.g_00222
OG0000453	Praj.g_00261	Prau.g_00223
OG0000454	Praj.g_00262	Prau.g_00224
OG0000455	Praj.g_00263	Prau.g_00225
OG0000456	Praj.g_00264	Prau.g_00226
OG0000457	Praj.g_00265	Prau.g_00227
OG0000458	Praj.g_00266	Prau.g_00228
OG0000459	Praj.g_00267	Prau.g_00229
OG0000460	Praj.g_00275	Prau.g_00236
OG0000461	Praj.g_00283	Prau.g_00244
OG0000462	Praj.g_00285	Prau.g_00246
OG0000463	Praj.g_00286	Prau.g_00247
OG0000464	Praj.g_00287	Prau.g_00248
OG0000465	Praj.g_00288	Prau.g_00249
OG0000466	Praj.g_00289	Prau.g_00252
OG0000467	Praj.g_00290	Prau.g_00253
OG0000468	Praj.g_00292	Prau.g_00255
OG0000469	Praj.g_00299	Prau.g_00264
OG0000470	Praj.g_00301	Prau.g_00266
OG0000471	Praj.g_00302	Prau.g_00267
OG0000472	Praj.g_00303	Prau.g_00268
OG0000473	Praj.g_00305	Prau.g_00270
OG0000474	Praj.g_00306	Prau.g_00271
OG0000475	Praj.g_00307	Prau.g_00272
OG0000476	Praj.g_00309	Prau.g_00273
OG0000477	Praj.g_00311	Prau.g_00277
OG0000478	Praj.g_00312	Prau.g_00278
OG0000479	Praj.g_00313	Prau.g_00279
OG0000480	Praj.g_00318	Prau.g_00284
OG0000481	Praj.g_00320	Prau.g_00286
OG0000482	Praj.g_00321	Prau.g_00287
OG0000483	Praj.g_00324	Prau.g_00290
OG0000484	Praj.g_00325	Prau.g_00291
OG0000485	Praj.g_00326	Prau.g_00292
OG0000486	Praj.g_00327	Prau.g_00293
OG0000487	Praj.g_00330	Prau.g_00297
OG0000488	Praj.g_00333	Prau.g_00300
OG0000489	Praj.g_00338	Prau.g_00305
OG0000490	Praj.g_00343	Prau.g_00310
OG0000491	Praj.g_00344	Prau.g_00311
OG0000492	Praj.g_00346	Prau.g_00313
OG0000493	Praj.g_00347	Prau.g_00314
OG0000494	Praj.g_00348	Prau.g_00315
OG0000495	Praj.g_00349	Prau.g_00316
OG0000496	Praj.g_00350	Prau.g_00317
OG0000497	Praj.g_00351	Prau.g_00318
OG0000498	Praj.g_00352	Prau.g_00319
OG0000499	Praj.g_00353	Prau.g_00320
OG0000500	Praj.g_00354	Prau.g_00321
OG0000501	Praj.g_00356	Prau.g_00323
OG0000502	Praj.g_00359	Prau.g_00326
OG0000503	Praj.g_00380	Prau.g_00336
OG0000504	Praj.g_00382	Prau.g_00337
OG0000505	Praj.g_00383	Prau.g_00338
OG0000506	Praj.g_00384	Prau.g_00340
OG0000507	Praj.g_00387	Prau.g_00343
OG0000508	Praj.g_00390	Prau.g_00347
OG0000509	Praj.g_00392	Prau.g_00349
OG0000510	Praj.g_00393	Prau.g_00350
OG0000511	Praj.g_00394	Prau.g_00351
OG0000512	Praj.g_00396	Prau.g_00353
OG0000513	Praj.g_00406	Prau.g_00360
OG0000514	Praj.g_00425	Prau.g_00472
OG0000515	Praj.g_00426	Prau.g_00473
OG0000516	Praj.g_00427	Prau.g_00474
OG0000517	Praj.g_00429	Prau.g_00476
OG0000518	Praj.g_00440	Prau.g_00487
OG0000519	Praj.g_00441	Prau.g_00488
OG0000520	Praj.g_00442	Prau.g_00489
OG0000521	Praj.g_00447	Prau.g_00494
OG0000522	Praj.g_00449	Prau.g_00496
OG0000523	Praj.g_00450	Prau.g_00497
OG0000524	Praj.g_00457	Prau.g_00503
OG0000525	Praj.g_00461	Prau.g_00506
OG0000526	Praj.g_00462	Prau.g_00507
OG0000527	Praj.g_00465	Prau.g_00514
OG0000528	Praj.g_00471	Prau.g_00519
OG0000529	Praj.g_00474	Prau.g_00522
OG0000530	Praj.g_00477	Prau.g_00525
OG0000531	Praj.g_00478	Prau.g_00526
OG0000532	Praj.g_00479	Prau.g_00528
OG0000533	Praj.g_00480	Prau.g_00529
OG0000534	Praj.g_00481	Prau.g_00530
OG0000535	Praj.g_00482	Prau.g_00531
OG0000536	Praj.g_00483	Prau.g_00532
OG0000537	Praj.g_00484	Prau.g_00533
OG0000538	Praj.g_00492	Prau.g_00541
OG0000539	Praj.g_00493	Prau.g_00542
OG0000540	Praj.g_00494	Prau.g_00543
OG0000541	Praj.g_00495	Prau.g_00544
OG0000542	Praj.g_00497	Prau.g_00546
OG0000543	Praj.g_00499	Prau.g_00548
OG0000544	Praj.g_00500	Prau.g_00549
OG0000545	Praj.g_00502	Prau.g_00551
OG0000546	Praj.g_00505	Prau.g_00554
OG0000547	Praj.g_00507	Prau.g_00556
OG0000548	Praj.g_00508	Prau.g_00557
OG0000549	Praj.g_00511	Prau.g_00559
OG0000550	Praj.g_00515	Prau.g_00564
OG0000551	Praj.g_00518	Prau.g_00567
OG0000552	Praj.g_00519	Prau.g_00568
OG0000553	Praj.g_00520	Prau.g_00569
OG0000554	Praj.g_00525	Prau.g_00574
OG0000555	Praj.g_00533	Prau.g_00582
OG0000556	Praj.g_00535	Prau.g_00584
OG0000557	Praj.g_00536	Prau.g_00585
OG0000558	Praj.g_00538	Prau.g_00587
OG0000559	Praj.g_00542	Prau.g_00591
OG0000560	Praj.g_00545	Prau.g_00594
OG0000561	Praj.g_00546	Prau.g_00595
OG0000562	Praj.g_00547	Prau.g_00596
