Orthogroup	Praj	Prab
OG0000135	Praj.g_01279	Prab.g_00371
OG0000136	Praj.g_00435	Prab.g_00444
OG0000137	Praj.g_00467	Prab.g_00479
OG0000138	Praj.g_00487	Prab.g_00499
OG0000139	Praj.g_00528	Prab.g_00541
OG0000140	Praj.g_00529	Prab.g_00542
OG0000141	Praj.g_00595	Prab.g_00611
OG0000142	Praj.g_00623	Prab.g_00640
OG0000143	Praj.g_00627	Prab.g_00644
OG0000144	Praj.g_00640	Prab.g_00657
OG0000145	Praj.g_01054	Prab.g_00783
OG0000146	Praj.g_00937	Prab.g_00805
OG0000147	Praj.g_00936	Prab.g_00806
OG0000148	Praj.g_00787	Prab.g_00856
OG0000149	Praj.g_00819	Prab.g_00886
OG0000150	Praj.g_00828	Prab.g_00894
OG0000151	Praj.g_00898	Prab.g_01058
OG0000152	Praj.g_01601, Praj.g_00946	Prab.g_01010
OG0000153	Praj.g_00965	Prab.g_00991
OG0000154	Praj.g_00995	Prab.g_00955
OG0000155	Praj.g_01440	Prab.g_01239
OG0000156	Praj.g_01517	Prab.g_01315
OG0000157	Praj.g_01518	Prab.g_01316
OG0000158	Praj.g_01995	Prab.g_01379
OG0000159	Praj.g_02043, Praj.g_02035	Prab.g_01392
OG0000160	Praj.g_01633	Prab.g_01467
OG0000161	Praj.g_01639	Prab.g_01473
OG0000162	Praj.g_01645	Prab.g_01479
OG0000163	Praj.g_01681	Prab.g_01513
OG0000164	Praj.g_01790	Prab.g_01693
OG0000165	Praj.g_01798	Prab.g_01700
OG0000166	Praj.g_01915	Prab.g_01766
OG0000167	Praj.g_01985	Prab.g_01832
OG0000168	Praj.g_01996	Prab.g_01841
OG0000169	Praj.g_02006	Prab.g_01851
OG0000170	Praj.g_02008	Prab.g_01853
OG0000171	Praj.g_02030	Prab.g_01872
OG0000172	Praj.g_02061	Prab.g_01881
OG0000173	Praj.g_02076	Prab.g_01896
OG0000174	Praj.g_02107	Prab.g_01924
OG0000175	Praj.g_02125	Prab.g_01934
OG0000176	Praj.g_00004	Prab.g_00004
OG0000177	Praj.g_00005	Prab.g_00005
OG0000178	Praj.g_00006	Prab.g_00006
OG0000179	Praj.g_00016	Prab.g_00016
OG0000180	Praj.g_00017	Prab.g_00017
OG0000181	Praj.g_00018	Prab.g_00018
OG0000182	Praj.g_00019	Prab.g_00019
OG0000183	Praj.g_00023	Prab.g_00023
OG0000184	Praj.g_00050	Prab.g_00045
OG0000185	Praj.g_00053	Prab.g_00048
OG0000186	Praj.g_00102	Prab.g_00056
OG0000187	Praj.g_00103	Prab.g_00057
OG0000188	Praj.g_00120	Prab.g_00074
OG0000189	Praj.g_00134	Prab.g_00087
OG0000190	Praj.g_00135	Prab.g_00088
OG0000191	Praj.g_00158	Prab.g_00108
OG0000192	Praj.g_00162	Prab.g_00112
OG0000193	Praj.g_00186	Prab.g_00137
OG0000194	Praj.g_00189	Prab.g_00140
OG0000195	Praj.g_00191	Prab.g_00142
OG0000196	Praj.g_00201	Prab.g_00152
OG0000197	Praj.g_00202	Prab.g_00153
OG0000198	Praj.g_00203	Prab.g_00154
OG0000199	Praj.g_00210	Prab.g_00161
OG0000200	Praj.g_00223	Prab.g_00175
OG0000201	Praj.g_00232	Prab.g_00183
OG0000202	Praj.g_00233	Prab.g_00184
OG0000203	Praj.g_00234	Prab.g_00185
OG0000204	Praj.g_00235	Prab.g_00186
OG0000205	Praj.g_00242	Prab.g_00193
OG0000206	Praj.g_00246	Prab.g_00198
OG0000207	Praj.g_00248	Prab.g_00200
OG0000208	Praj.g_00249	Prab.g_00201
OG0000209	Praj.g_00258	Prab.g_00210
OG0000210	Praj.g_00259	Prab.g_00211
OG0000211	Praj.g_00273	Prab.g_00224
OG0000212	Praj.g_00281	Prab.g_00230
OG0000213	Praj.g_00296	Prab.g_00247
OG0000214	Praj.g_00304	Prab.g_00256
OG0000215	Praj.g_00328	Prab.g_00280
OG0000216	Praj.g_00329	Prab.g_00282
OG0000217	Praj.g_00332	Prab.g_00285
OG0000218	Praj.g_00334	Prab.g_00287
OG0000219	Praj.g_00335	Prab.g_00288
OG0000220	Praj.g_00336	Prab.g_00289
OG0000221	Praj.g_00337	Prab.g_00290
OG0000222	Praj.g_00345	Prab.g_00298
OG0000223	Praj.g_00358	Prab.g_00311
OG0000224	Praj.g_00360	Prab.g_00313
OG0000225	Praj.g_00391	Prab.g_00333
OG0000226	Praj.g_00395	Prab.g_00337
OG0000227	Praj.g_00397	Prab.g_00339
OG0000228	Praj.g_00402	Prab.g_00342
OG0000229	Praj.g_00430	Prab.g_00439
OG0000230	Praj.g_00432	Prab.g_00441
OG0000231	Praj.g_00443	Prab.g_00455
OG0000232	Praj.g_00451	Prab.g_00463
OG0000233	Praj.g_00459	Prab.g_00468
OG0000234	Praj.g_00468	Prab.g_00480
OG0000235	Praj.g_00472	Prab.g_00483
OG0000236	Praj.g_00485	Prab.g_00497
OG0000237	Praj.g_00498	Prab.g_00510
OG0000238	Praj.g_00504	Prab.g_00516
OG0000239	Praj.g_00516	Prab.g_00529
OG0000240	Praj.g_00517	Prab.g_00530
OG0000241	Praj.g_00521	Prab.g_00534
OG0000242	Praj.g_00523	Prab.g_00536
OG0000243	Praj.g_00534	Prab.g_00547
OG0000244	Praj.g_00537	Prab.g_00550
OG0000245	Praj.g_00539	Prab.g_00552
OG0000246	Praj.g_00543	Prab.g_00556
OG0000247	Praj.g_00553	Prab.g_00566
OG0000248	Praj.g_00555	Prab.g_00569
OG0000249	Praj.g_00557	Prab.g_00571
OG0000250	Praj.g_00562	Prab.g_00576
OG0000251	Praj.g_00578	Prab.g_00595
OG0000252	Praj.g_00580	Prab.g_00598
OG0000253	Praj.g_00582	Prab.g_00599
OG0000254	Praj.g_00599	Prab.g_00615
OG0000255	Praj.g_00605	Prab.g_00621
OG0000256	Praj.g_00615	Prab.g_00632
OG0000257	Praj.g_00618	Prab.g_00635
OG0000258	Praj.g_00631	Prab.g_00648
OG0000259	Praj.g_00648	Prab.g_00665
OG0000260	Praj.g_00651	Prab.g_00668
OG0000261	Praj.g_00654	Prab.g_00670
OG0000262	Praj.g_00659	Prab.g_00674
OG0000263	Praj.g_00673	Prab.g_00686
OG0000264	Praj.g_00684	Prab.g_00696
OG0000265	Praj.g_00698	Prab.g_00723
OG0000266	Praj.g_00708	Prab.g_00733
OG0000267	Praj.g_00721	Prab.g_00744
OG0000268	Praj.g_00722	Prab.g_00745
OG0000269	Praj.g_00764	Prab.g_00835
OG0000270	Praj.g_00767	Prab.g_00838
OG0000271	Praj.g_00775	Prab.g_00846
OG0000272	Praj.g_00776	Prab.g_00847
OG0000273	Praj.g_00801	Prab.g_00870
OG0000274	Praj.g_00802	Prab.g_00871
OG0000275	Praj.g_00804	Prab.g_00873
OG0000276	Praj.g_00810	Prab.g_00878
OG0000277	Praj.g_00811	Prab.g_00879
OG0000278	Praj.g_00815	Prab.g_00882
OG0000279	Praj.g_00822	Prab.g_00889
OG0000280	Praj.g_01326	Prab.g_00890
OG0000281	Praj.g_00829	Prab.g_00896
OG0000282	Praj.g_00889	Prab.g_01066
OG0000283	Praj.g_00920	Prab.g_01033
OG0000284	Praj.g_00925	Prab.g_01028
OG0000285	Praj.g_00930	Prab.g_01023
OG0000286	Praj.g_00945	Prab.g_01011
OG0000287	Praj.g_00085	Prab.g_00994
OG0000288	Praj.g_00994	Prab.g_00956
OG0000289	Praj.g_01005	Prab.g_00945
OG0000290	Praj.g_01021	Prab.g_00932
OG0000291	Praj.g_01023	Prab.g_00930
OG0000292	Praj.g_01196	Prab.g_01144
OG0000293	Praj.g_01470	Prab.g_01210
OG0000294	Praj.g_01469	Prab.g_01211
OG0000295	Praj.g_01447	Prab.g_01231
OG0000296	Praj.g_01445	Prab.g_01233
OG0000297	Praj.g_01437	Prab.g_01241
OG0000298	Praj.g_01436	Prab.g_01242
OG0000299	Praj.g_01417	Prab.g_01259
OG0000300	Praj.g_01414	Prab.g_01262
OG0000301	Praj.g_01413	Prab.g_01263
OG0000302	Praj.g_01410	Prab.g_01265
OG0000303	Praj.g_01405	Prab.g_01272
OG0000304	Praj.g_01402	Prab.g_01276
OG0000305	Praj.g_01734	Prab.g_01353
OG0000306	Praj.g_00833	Prab.g_01355
OG0000307	Praj.g_01584	Prab.g_01369
OG0000308	Praj.g_01585	Prab.g_01370
OG0000309	Praj.g_01589	Prab.g_01374
OG0000310	Praj.g_01616	Prab.g_01451
OG0000311	Praj.g_01618	Prab.g_01453
OG0000312	Praj.g_01621	Prab.g_01456
OG0000313	Praj.g_01636	Prab.g_01470
OG0000314	Praj.g_01657	Prab.g_01493
OG0000315	Praj.g_01667	Prab.g_01503
OG0000316	Praj.g_01692	Prab.g_01523
OG0000317	Praj.g_01766	Prab.g_01667
OG0000318	Praj.g_01769	Prab.g_01670
OG0000319	Praj.g_01780	Prab.g_01683
OG0000320	Praj.g_01782	Prab.g_01685
OG0000321	Praj.g_01783	Prab.g_01686
OG0000322	Praj.g_01784	Prab.g_01687
OG0000323	Praj.g_01793	Prab.g_01696
OG0000324	Praj.g_01820	Prab.g_01722
OG0000325	Praj.g_01870	Prab.g_01732
OG0000326	Praj.g_01876	Prab.g_01738
OG0000327	Praj.g_01910	Prab.g_01761
OG0000328	Praj.g_01911	Prab.g_01762
OG0000329	Praj.g_01928	Prab.g_01779
OG0000330	Praj.g_01929	Prab.g_01780
OG0000331	Praj.g_01930	Prab.g_01781
OG0000332	Praj.g_01944	Prab.g_01795
OG0000333	Praj.g_01946	Prab.g_01797
OG0000334	Praj.g_01955	Prab.g_01805
OG0000335	Praj.g_01960	Prab.g_01810
OG0000336	Praj.g_01964	Prab.g_01814
OG0000337	Praj.g_01982	Prab.g_01830
OG0000338	Praj.g_01983	Prab.g_01831
OG0000339	Praj.g_01988	Prab.g_01835
OG0000340	Praj.g_01997	Prab.g_01842
OG0000341	Praj.g_01999	Prab.g_01844
OG0000342	Praj.g_02000	Prab.g_01845
OG0000343	Praj.g_02001	Prab.g_01846
OG0000344	Praj.g_02004	Prab.g_01849
OG0000345	Praj.g_02009	Prab.g_01854
OG0000346	Praj.g_02013	Prab.g_01858
OG0000347	Praj.g_02034	Prab.g_01874
OG0000348	Praj.g_02064	Prab.g_01884
OG0000349	Praj.g_02082	Prab.g_01901
OG0000350	Praj.g_02103	Prab.g_01920
OG0000351	Praj.g_02128	Prab.g_01937
OG0000352	Praj.g_02129	Prab.g_01938
OG0000353	Praj.g_02148	Prab.g_01954
OG0000355	Praj.g_00001	Prab.g_00001
OG0000356	Praj.g_00002	Prab.g_00002
OG0000357	Praj.g_00003	Prab.g_00003
OG0000358	Praj.g_00007	Prab.g_00007
OG0000359	Praj.g_00008	Prab.g_00008
OG0000360	Praj.g_00009	Prab.g_00009
OG0000361	Praj.g_00010	Prab.g_00010
OG0000362	Praj.g_00012	Prab.g_00012
OG0000363	Praj.g_00014	Prab.g_00014
OG0000364	Praj.g_00015	Prab.g_00015
OG0000365	Praj.g_00020	Prab.g_00020
OG0000366	Praj.g_00021	Prab.g_00021
OG0000367	Praj.g_00022	Prab.g_00022
OG0000368	Praj.g_00024	Prab.g_00024
OG0000369	Praj.g_00025	Prab.g_00025
OG0000370	Praj.g_00026	Prab.g_00026
OG0000371	Praj.g_00032	Prab.g_00032
OG0000372	Praj.g_00034	Prab.g_00035
OG0000373	Praj.g_00035	Prab.g_00036
OG0000374	Praj.g_00036	Prab.g_00037
OG0000375	Praj.g_00044	Prab.g_00039
OG0000376	Praj.g_00046	Prab.g_00041
OG0000377	Praj.g_00049	Prab.g_00044
OG0000378	Praj.g_00051	Prab.g_00046
OG0000379	Praj.g_00054	Prab.g_00049
OG0000380	Praj.g_00104	Prab.g_00058
OG0000381	Praj.g_00108	Prab.g_00062
OG0000382	Praj.g_00119	Prab.g_00073
OG0000383	Praj.g_00121	Prab.g_00075
OG0000384	Praj.g_00122	Prab.g_00076
OG0000385	Praj.g_00123	Prab.g_00077
OG0000386	Praj.g_00124	Prab.g_00078
OG0000387	Praj.g_00137	Prab.g_00090
OG0000388	Praj.g_00141	Prab.g_00093
OG0000389	Praj.g_00144	Prab.g_00097
OG0000390	Praj.g_00153	Prab.g_00104
OG0000391	Praj.g_00157	Prab.g_00107
OG0000392	Praj.g_00160	Prab.g_00111
OG0000393	Praj.g_00163	Prab.g_00113
OG0000394	Praj.g_00164	Prab.g_00114
OG0000395	Praj.g_00165	Prab.g_00115
OG0000396	Praj.g_00168	Prab.g_00117
OG0000397	Praj.g_00170	Prab.g_00119
OG0000398	Praj.g_00173	Prab.g_00121
OG0000399	Praj.g_00174	Prab.g_00122
OG0000400	Praj.g_00175	Prab.g_00123
OG0000401	Praj.g_00176	Prab.g_00124
OG0000402	Praj.g_01057	Prab.g_00126
OG0000403	Praj.g_00177	Prab.g_00127
OG0000404	Praj.g_00178	Prab.g_00128
OG0000405	Praj.g_00183	Prab.g_00132
OG0000406	Praj.g_00187	Prab.g_00138
OG0000407	Praj.g_00188	Prab.g_00139
OG0000408	Praj.g_00190	Prab.g_00141
OG0000409	Praj.g_00192	Prab.g_00143
OG0000410	Praj.g_00193	Prab.g_00144
OG0000411	Praj.g_00194	Prab.g_00145
OG0000412	Praj.g_00195	Prab.g_00146
OG0000413	Praj.g_00196	Prab.g_00147
OG0000414	Praj.g_00197	Prab.g_00148
OG0000415	Praj.g_00198	Prab.g_00149
OG0000416	Praj.g_00199	Prab.g_00150
OG0000417	Praj.g_00200	Prab.g_00151
OG0000418	Praj.g_00205	Prab.g_00156
OG0000419	Praj.g_00207	Prab.g_00158
OG0000420	Praj.g_00208	Prab.g_00159
OG0000421	Praj.g_00212	Prab.g_00164
OG0000422	Praj.g_00213	Prab.g_00165
OG0000423	Praj.g_00214	Prab.g_00166
OG0000424	Praj.g_00215	Prab.g_00167
OG0000425	Praj.g_00216	Prab.g_00168
OG0000426	Praj.g_00217	Prab.g_00169
OG0000427	Praj.g_00218	Prab.g_00170
OG0000428	Praj.g_00220	Prab.g_00172
OG0000429	Praj.g_00221	Prab.g_00173
OG0000430	Praj.g_00222	Prab.g_00174
OG0000431	Praj.g_00224	Prab.g_00176
OG0000432	Praj.g_00228	Prab.g_00179
OG0000433	Praj.g_00229	Prab.g_00180
OG0000434	Praj.g_00230	Prab.g_00181
OG0000435	Praj.g_00231	Prab.g_00182
OG0000436	Praj.g_00236	Prab.g_00187
OG0000437	Praj.g_00237	Prab.g_00188
OG0000438	Praj.g_00238	Prab.g_00189
OG0000439	Praj.g_00240	Prab.g_00191
OG0000440	Praj.g_00241	Prab.g_00192
OG0000441	Praj.g_00243	Prab.g_00195
OG0000442	Praj.g_00244	Prab.g_00196
OG0000443	Praj.g_00245	Prab.g_00197
OG0000444	Praj.g_00250	Prab.g_00202
OG0000445	Praj.g_00251	Prab.g_00203
OG0000446	Praj.g_00252	Prab.g_00204
OG0000447	Praj.g_00253	Prab.g_00205
OG0000448	Praj.g_00254	Prab.g_00206
OG0000449	Praj.g_00255	Prab.g_00207
OG0000450	Praj.g_00256	Prab.g_00208
OG0000451	Praj.g_00257	Prab.g_00209
OG0000452	Praj.g_00260	Prab.g_00212
OG0000453	Praj.g_00261	Prab.g_00213
OG0000454	Praj.g_00262	Prab.g_00214
OG0000455	Praj.g_00263	Prab.g_00215
OG0000456	Praj.g_00264	Prab.g_00216
OG0000457	Praj.g_00265	Prab.g_00217
OG0000458	Praj.g_00266	Prab.g_00218
OG0000459	Praj.g_00267	Prab.g_00219
OG0000460	Praj.g_00275	Prab.g_00226
OG0000461	Praj.g_00283	Prab.g_00232
OG0000462	Praj.g_00285	Prab.g_00234
OG0000463	Praj.g_00286	Prab.g_00235
OG0000464	Praj.g_00287	Prab.g_00236
OG0000465	Praj.g_00288	Prab.g_00237
OG0000466	Praj.g_00289	Prab.g_00240
OG0000467	Praj.g_00290	Prab.g_00241
OG0000468	Praj.g_00292	Prab.g_00243
OG0000469	Praj.g_00299	Prab.g_00251
OG0000470	Praj.g_00301	Prab.g_00253
OG0000471	Praj.g_00302	Prab.g_00254
OG0000472	Praj.g_00303	Prab.g_00255
OG0000473	Praj.g_00305	Prab.g_00257
OG0000474	Praj.g_00306	Prab.g_00258
OG0000475	Praj.g_00307	Prab.g_00259
OG0000476	Praj.g_00309	Prab.g_00260
OG0000477	Praj.g_00311	Prab.g_00263
OG0000478	Praj.g_00312	Prab.g_00264
OG0000479	Praj.g_00313	Prab.g_00265
OG0000480	Praj.g_00318	Prab.g_00270
OG0000481	Praj.g_00320	Prab.g_00272
OG0000482	Praj.g_00321	Prab.g_00273
OG0000483	Praj.g_00324	Prab.g_00276
OG0000484	Praj.g_00325	Prab.g_00277
OG0000485	Praj.g_00326	Prab.g_00278
OG0000486	Praj.g_00327	Prab.g_00279
OG0000487	Praj.g_00330	Prab.g_00283
OG0000488	Praj.g_00333	Prab.g_00286
OG0000489	Praj.g_00338	Prab.g_00291
OG0000490	Praj.g_00343	Prab.g_00296
OG0000491	Praj.g_00344	Prab.g_00297
OG0000492	Praj.g_00346	Prab.g_00299
OG0000493	Praj.g_00347	Prab.g_00300
OG0000494	Praj.g_00348	Prab.g_00301
OG0000495	Praj.g_00349	Prab.g_00302
OG0000496	Praj.g_00350	Prab.g_00303
OG0000497	Praj.g_00351	Prab.g_00304
OG0000498	Praj.g_00352	Prab.g_00305
OG0000499	Praj.g_00353	Prab.g_00306
OG0000500	Praj.g_00354	Prab.g_00307
OG0000501	Praj.g_00356	Prab.g_00309
OG0000502	Praj.g_00359	Prab.g_00312
OG0000503	Praj.g_00380	Prab.g_00322
OG0000504	Praj.g_00382	Prab.g_00323
OG0000505	Praj.g_00383	Prab.g_00324
OG0000506	Praj.g_00384	Prab.g_00325
OG0000507	Praj.g_00387	Prab.g_00328
OG0000508	Praj.g_00390	Prab.g_00332
OG0000509	Praj.g_00392	Prab.g_00334
OG0000510	Praj.g_00393	Prab.g_00335
OG0000511	Praj.g_00394	Prab.g_00336
OG0000512	Praj.g_00396	Prab.g_00338
OG0000513	Praj.g_00406	Prab.g_00345
OG0000514	Praj.g_00425	Prab.g_00434
OG0000515	Praj.g_00426	Prab.g_00435
OG0000516	Praj.g_00427	Prab.g_00436
OG0000517	Praj.g_00429	Prab.g_00438
OG0000518	Praj.g_00440	Prab.g_00449
OG0000519	Praj.g_00441	Prab.g_00450
OG0000520	Praj.g_00442	Prab.g_00454
OG0000521	Praj.g_00447	Prab.g_00459
OG0000522	Praj.g_00449	Prab.g_00460
OG0000523	Praj.g_00450	Prab.g_00461
OG0000524	Praj.g_00457	Prab.g_00466
OG0000525	Praj.g_00461	Prab.g_00469
OG0000526	Praj.g_00462	Prab.g_00470
OG0000527	Praj.g_00465	Prab.g_00477
OG0000528	Praj.g_00471	Prab.g_00482
OG0000529	Praj.g_00474	Prab.g_00485
OG0000530	Praj.g_00477	Prab.g_00488
OG0000531	Praj.g_00478	Prab.g_00489
OG0000532	Praj.g_00479	Prab.g_00491
OG0000533	Praj.g_00480	Prab.g_00492
OG0000534	Praj.g_00481	Prab.g_00493
OG0000535	Praj.g_00482	Prab.g_00494
OG0000536	Praj.g_00483	Prab.g_00495
OG0000537	Praj.g_00484	Prab.g_00496
OG0000538	Praj.g_00492	Prab.g_00504
OG0000539	Praj.g_00493	Prab.g_00505
OG0000540	Praj.g_00494	Prab.g_00506
OG0000541	Praj.g_00495	Prab.g_00507
OG0000542	Praj.g_00497	Prab.g_00509
OG0000543	Praj.g_00499	Prab.g_00511
OG0000544	Praj.g_00500	Prab.g_00512
OG0000545	Praj.g_00502	Prab.g_00514
OG0000546	Praj.g_00505	Prab.g_00517
OG0000547	Praj.g_00507	Prab.g_00519
OG0000548	Praj.g_00508	Prab.g_00520
OG0000549	Praj.g_00511	Prab.g_00522
OG0000550	Praj.g_00515	Prab.g_00527
OG0000551	Praj.g_00518	Prab.g_00531
OG0000552	Praj.g_00519	Prab.g_00532
OG0000553	Praj.g_00520	Prab.g_00533
OG0000554	Praj.g_00525	Prab.g_00538
OG0000555	Praj.g_00533	Prab.g_00546
OG0000556	Praj.g_00535	Prab.g_00548
OG0000557	Praj.g_00536	Prab.g_00549
OG0000558	Praj.g_00538	Prab.g_00551
OG0000559	Praj.g_00542	Prab.g_00555
OG0000560	Praj.g_00545	Prab.g_00558
OG0000561	Praj.g_00546	Prab.g_00559
OG0000562	Praj.g_00547	Prab.g_00560
OG0000563	Praj.g_00548	Prab.g_00561
OG0000564	Praj.g_00549	Prab.g_00562
