Orthogroup	Praj	Praa
OG0000100	Praj.g_01709	Praa.g_01551
OG0000101	Praj.g_01952	Praa.g_01775
OG0000102	Praj.g_02017	Praa.g_01837
OG0000103	Praj.g_02135	Praa.g_01916
OG0000104	Praj.g_02145	Praa.g_01924
OG0000105	Praj.g_00310	Praa.g_00274
OG0000106	Praj.g_01156, Praj.g_01282	Praa.g_00369
OG0000107	Praj.g_01869	Praa.g_00383
OG0000108	Praj.g_00473	Praa.g_00480
OG0000109	Praj.g_00486	Praa.g_00494
OG0000110	Praj.g_00565	Praa.g_00575
OG0000111	Praj.g_00692	Praa.g_00699
OG0000112	Praj.g_00938	Praa.g_00766
OG0000113	Praj.g_00793, Praj.g_01176	Praa.g_00826
OG0000114	Praj.g_00887	Praa.g_00907
OG0000115	Praj.g_01725	Praa.g_01101
OG0000116	Praj.g_01471	Praa.g_01150
OG0000117	Praj.g_01355	Praa.g_01255
OG0000118	Praj.g_01540	Praa.g_01330
OG0000119	Praj.g_01568	Praa.g_01362
OG0000120	Praj.g_00664	Praa.g_01387
OG0000121	Praj.g_01634	Praa.g_01478
OG0000122	Praj.g_01673	Praa.g_01516
OG0000123	Praj.g_01959	Praa.g_01782
OG0000124	Praj.g_02031	Praa.g_01848
OG0000125	Praj.g_02091	Praa.g_01885
OG0000126	Praj.g_02144	Praa.g_01923
OG0000128	Praj.g_00011	Praa.g_00011
OG0000129	Praj.g_00048	Praa.g_00044
OG0000130	Praj.g_00107	Praa.g_00069
OG0000131	Praj.g_00185	Praa.g_00145
OG0000132	Praj.g_00204	Praa.g_00164
OG0000133	Praj.g_00357	Praa.g_00322
OG0000134	Praj.g_00405	Praa.g_00356
OG0000135	Praj.g_01279	Praa.g_00381
OG0000136	Praj.g_00435	Praa.g_00440
OG0000137	Praj.g_00467	Praa.g_01414, Praa.g_00475
OG0000138	Praj.g_00487	Praa.g_00495
OG0000139	Praj.g_00528	Praa.g_00537
OG0000140	Praj.g_00529	Praa.g_00538
OG0000141	Praj.g_00595	Praa.g_00607
OG0000142	Praj.g_00623	Praa.g_00635
OG0000143	Praj.g_00627	Praa.g_00639
OG0000144	Praj.g_00640	Praa.g_00652
OG0000145	Praj.g_01054	Praa.g_00764
OG0000146	Praj.g_00937	Praa.g_00767
OG0000147	Praj.g_00936	Praa.g_00768
OG0000148	Praj.g_00787	Praa.g_00820
OG0000149	Praj.g_00819	Praa.g_00851
OG0000150	Praj.g_00828	Praa.g_00859
OG0000151	Praj.g_00898	Praa.g_00917
OG0000152	Praj.g_01601, Praj.g_00946	Praa.g_00964
OG0000153	Praj.g_00965	Praa.g_00983
OG0000154	Praj.g_00995	Praa.g_01013
OG0000155	Praj.g_01440	Praa.g_01179
OG0000156	Praj.g_01517	Praa.g_01307
OG0000157	Praj.g_01518	Praa.g_01308
OG0000158	Praj.g_01995	Praa.g_01395
OG0000159	Praj.g_02043, Praj.g_02035	Praa.g_01396
OG0000160	Praj.g_01633	Praa.g_01477
OG0000161	Praj.g_01639	Praa.g_01483
OG0000162	Praj.g_01645	Praa.g_01489
OG0000163	Praj.g_01681	Praa.g_01523
OG0000164	Praj.g_01790	Praa.g_01659
OG0000165	Praj.g_01798	Praa.g_01667
OG0000166	Praj.g_01915	Praa.g_01739
OG0000167	Praj.g_01985	Praa.g_01806
OG0000168	Praj.g_01996	Praa.g_01816
OG0000169	Praj.g_02006	Praa.g_01826
OG0000170	Praj.g_02008	Praa.g_01828
OG0000171	Praj.g_02030	Praa.g_01847
OG0000172	Praj.g_02061	Praa.g_01856
OG0000173	Praj.g_02076	Praa.g_01871
OG0000174	Praj.g_02107	Praa.g_01898
OG0000175	Praj.g_02125	Praa.g_01908
OG0000176	Praj.g_00004	Praa.g_00004
OG0000177	Praj.g_00005	Praa.g_00005
OG0000178	Praj.g_00006	Praa.g_00006
OG0000179	Praj.g_00016	Praa.g_00016
OG0000180	Praj.g_00017	Praa.g_00017
OG0000181	Praj.g_00018	Praa.g_00018
OG0000182	Praj.g_00019	Praa.g_00019
OG0000183	Praj.g_00023	Praa.g_00023
OG0000184	Praj.g_00050	Praa.g_00046
OG0000185	Praj.g_00053	Praa.g_00049
OG0000186	Praj.g_00102	Praa.g_00064
OG0000187	Praj.g_00103	Praa.g_00065
OG0000188	Praj.g_00120	Praa.g_00082
OG0000189	Praj.g_00134	Praa.g_00096
OG0000190	Praj.g_00135	Praa.g_00097
OG0000191	Praj.g_00158	Praa.g_00117
OG0000192	Praj.g_00162	Praa.g_00121
OG0000193	Praj.g_00186	Praa.g_00146
OG0000194	Praj.g_00189	Praa.g_00149
OG0000195	Praj.g_00191	Praa.g_00151
OG0000196	Praj.g_00201	Praa.g_00161
OG0000197	Praj.g_00202	Praa.g_00162
OG0000198	Praj.g_00203	Praa.g_00163
OG0000199	Praj.g_00210	Praa.g_00170
OG0000200	Praj.g_00223	Praa.g_00184
OG0000201	Praj.g_00232	Praa.g_00192
OG0000202	Praj.g_00233	Praa.g_00193
OG0000203	Praj.g_00234	Praa.g_00194
OG0000204	Praj.g_00235	Praa.g_00195
OG0000205	Praj.g_00242	Praa.g_00202
OG0000206	Praj.g_00246	Praa.g_00207
OG0000207	Praj.g_00248	Praa.g_00209
OG0000208	Praj.g_00249	Praa.g_00210
OG0000209	Praj.g_00258	Praa.g_00219
OG0000210	Praj.g_00259	Praa.g_00220
OG0000211	Praj.g_00273	Praa.g_00233
OG0000212	Praj.g_00281	Praa.g_00240
OG0000213	Praj.g_00296	Praa.g_00257
OG0000214	Praj.g_00304	Praa.g_00267
OG0000215	Praj.g_00328	Praa.g_00292
OG0000216	Praj.g_00329	Praa.g_00294
OG0000217	Praj.g_00332	Praa.g_00297
OG0000218	Praj.g_00334	Praa.g_00299
OG0000219	Praj.g_00335	Praa.g_00300
OG0000220	Praj.g_00336	Praa.g_00301
OG0000221	Praj.g_00337	Praa.g_00302
OG0000222	Praj.g_00345	Praa.g_00310
OG0000223	Praj.g_00358	Praa.g_00323
OG0000224	Praj.g_00360	Praa.g_00325
OG0000225	Praj.g_00391	Praa.g_00345
OG0000226	Praj.g_00395	Praa.g_00349
OG0000227	Praj.g_00397	Praa.g_00351
OG0000228	Praj.g_00402	Praa.g_00354
OG0000229	Praj.g_00430	Praa.g_00436
OG0000230	Praj.g_00432	Praa.g_00437
OG0000231	Praj.g_00443	Praa.g_00448
OG0000232	Praj.g_00451	Praa.g_00457
OG0000233	Praj.g_00459	Praa.g_00463
OG0000234	Praj.g_00468	Praa.g_00476
OG0000235	Praj.g_00472	Praa.g_00479
OG0000236	Praj.g_00485	Praa.g_00493
OG0000237	Praj.g_00498	Praa.g_00506
OG0000238	Praj.g_00504	Praa.g_00512
OG0000239	Praj.g_00516	Praa.g_00525
OG0000240	Praj.g_00517	Praa.g_00526
OG0000241	Praj.g_00521	Praa.g_00530
OG0000242	Praj.g_00523	Praa.g_00532
OG0000243	Praj.g_00534	Praa.g_00544
OG0000244	Praj.g_00537	Praa.g_00547
OG0000245	Praj.g_00539	Praa.g_00549
OG0000246	Praj.g_00543	Praa.g_00553
OG0000247	Praj.g_00553	Praa.g_00563
OG0000248	Praj.g_00555	Praa.g_00565
OG0000249	Praj.g_00557	Praa.g_00567
OG0000250	Praj.g_00562	Praa.g_00572
OG0000251	Praj.g_00578	Praa.g_00591
OG0000252	Praj.g_00580	Praa.g_00594
OG0000253	Praj.g_00582	Praa.g_00595
OG0000254	Praj.g_00599	Praa.g_00611
OG0000255	Praj.g_00605	Praa.g_00617
OG0000256	Praj.g_00615	Praa.g_00627
OG0000257	Praj.g_00618	Praa.g_00630
OG0000258	Praj.g_00631	Praa.g_00643
OG0000259	Praj.g_00648	Praa.g_00660
OG0000260	Praj.g_00651	Praa.g_00663
OG0000261	Praj.g_00654	Praa.g_00665
OG0000262	Praj.g_00659	Praa.g_00669
OG0000263	Praj.g_00673	Praa.g_00681
OG0000264	Praj.g_00684	Praa.g_00691
OG0000265	Praj.g_00698	Praa.g_00711
OG0000266	Praj.g_00708	Praa.g_00721
OG0000267	Praj.g_00721	Praa.g_00732
OG0000268	Praj.g_00722	Praa.g_00733
OG0000269	Praj.g_00764	Praa.g_00798
OG0000270	Praj.g_00767	Praa.g_00801
OG0000271	Praj.g_00775	Praa.g_00809
OG0000272	Praj.g_00776	Praa.g_00810, Praa.g_00811
OG0000273	Praj.g_00801	Praa.g_00834
OG0000274	Praj.g_00802	Praa.g_00835
OG0000275	Praj.g_00804	Praa.g_00838
OG0000276	Praj.g_00810	Praa.g_00843
OG0000277	Praj.g_00811	Praa.g_00844
OG0000278	Praj.g_00815	Praa.g_00847
OG0000279	Praj.g_00822	Praa.g_00854
OG0000280	Praj.g_01326	Praa.g_00855
OG0000281	Praj.g_00829	Praa.g_00860
OG0000282	Praj.g_00889	Praa.g_00909
OG0000283	Praj.g_00920	Praa.g_00941
OG0000284	Praj.g_00925	Praa.g_00946
OG0000285	Praj.g_00930	Praa.g_00951
OG0000286	Praj.g_00945	Praa.g_00963
OG0000287	Praj.g_00085	Praa.g_00980
OG0000288	Praj.g_00994	Praa.g_01012
OG0000289	Praj.g_01005	Praa.g_01023
OG0000290	Praj.g_01021	Praa.g_01036
OG0000291	Praj.g_01023	Praa.g_01038
OG0000292	Praj.g_01196	Praa.g_01089
OG0000293	Praj.g_01470	Praa.g_01151
OG0000294	Praj.g_01469	Praa.g_01152
OG0000295	Praj.g_01447	Praa.g_01171
OG0000296	Praj.g_01445	Praa.g_01173
OG0000297	Praj.g_01437	Praa.g_01181
OG0000298	Praj.g_01436	Praa.g_01182
OG0000299	Praj.g_01417	Praa.g_01199
OG0000300	Praj.g_01414	Praa.g_01202
OG0000301	Praj.g_01413	Praa.g_01203
OG0000302	Praj.g_01410	Praa.g_01205
OG0000303	Praj.g_01405	Praa.g_01212
OG0000304	Praj.g_01402	Praa.g_01216
OG0000305	Praj.g_01734	Praa.g_01358
OG0000306	Praj.g_00833	Praa.g_01361
OG0000307	Praj.g_01584	Praa.g_01375
OG0000308	Praj.g_01585	Praa.g_01376
OG0000309	Praj.g_01589	Praa.g_01380
OG0000310	Praj.g_01616	Praa.g_01461
OG0000311	Praj.g_01618	Praa.g_01463
OG0000312	Praj.g_01621	Praa.g_01466
OG0000313	Praj.g_01636	Praa.g_01480
OG0000314	Praj.g_01657	Praa.g_01503
OG0000315	Praj.g_01667	Praa.g_01513
OG0000316	Praj.g_01692	Praa.g_01533
OG0000317	Praj.g_01766	Praa.g_01633
OG0000318	Praj.g_01769	Praa.g_01636
OG0000319	Praj.g_01780	Praa.g_01649
OG0000320	Praj.g_01782	Praa.g_01651
OG0000321	Praj.g_01783	Praa.g_01652
OG0000322	Praj.g_01784	Praa.g_01653
OG0000323	Praj.g_01793	Praa.g_01662
OG0000324	Praj.g_01820	Praa.g_01690
OG0000325	Praj.g_01870	Praa.g_01700
OG0000326	Praj.g_01876	Praa.g_01706
OG0000327	Praj.g_01910	Praa.g_01734
OG0000328	Praj.g_01911	Praa.g_01735
OG0000329	Praj.g_01928	Praa.g_01752
OG0000330	Praj.g_01929	Praa.g_01753
OG0000331	Praj.g_01930	Praa.g_01754
OG0000332	Praj.g_01944	Praa.g_01768
OG0000333	Praj.g_01946	Praa.g_01770
OG0000334	Praj.g_01955	Praa.g_01778
OG0000335	Praj.g_01960	Praa.g_01783
OG0000336	Praj.g_01964	Praa.g_01787
OG0000337	Praj.g_01982	Praa.g_01804
OG0000338	Praj.g_01983	Praa.g_01805
OG0000339	Praj.g_01988	Praa.g_01809
OG0000340	Praj.g_01997	Praa.g_01817
OG0000341	Praj.g_01999	Praa.g_01819
OG0000342	Praj.g_02000	Praa.g_01820
OG0000343	Praj.g_02001	Praa.g_01821
OG0000344	Praj.g_02004	Praa.g_01824
OG0000345	Praj.g_02009	Praa.g_01829
OG0000346	Praj.g_02013	Praa.g_01833
OG0000347	Praj.g_02034	Praa.g_01849
OG0000348	Praj.g_02064	Praa.g_01859
OG0000349	Praj.g_02082	Praa.g_01876
OG0000350	Praj.g_02103	Praa.g_01894
OG0000351	Praj.g_02128	Praa.g_01911
OG0000352	Praj.g_02129	Praa.g_01912
OG0000353	Praj.g_02148	Praa.g_01927
OG0000355	Praj.g_00001	Praa.g_00001
OG0000356	Praj.g_00002	Praa.g_00002
OG0000357	Praj.g_00003	Praa.g_00003
OG0000358	Praj.g_00007	Praa.g_00007
OG0000359	Praj.g_00008	Praa.g_00008
OG0000360	Praj.g_00009	Praa.g_00009
OG0000361	Praj.g_00010	Praa.g_00010
OG0000362	Praj.g_00012	Praa.g_00012
OG0000363	Praj.g_00014	Praa.g_00014
OG0000364	Praj.g_00015	Praa.g_00015
OG0000365	Praj.g_00020	Praa.g_00020
OG0000366	Praj.g_00021	Praa.g_00021
OG0000367	Praj.g_00022	Praa.g_00022
OG0000368	Praj.g_00024	Praa.g_00024
OG0000369	Praj.g_00025	Praa.g_00025
OG0000370	Praj.g_00026	Praa.g_00026
OG0000371	Praj.g_00032	Praa.g_00032
OG0000372	Praj.g_00034	Praa.g_00035
OG0000373	Praj.g_00035	Praa.g_00036
OG0000374	Praj.g_00036	Praa.g_00037
OG0000375	Praj.g_00044	Praa.g_00040
OG0000376	Praj.g_00046	Praa.g_00042
OG0000377	Praj.g_00049	Praa.g_00045
OG0000378	Praj.g_00051	Praa.g_00047
OG0000379	Praj.g_00054	Praa.g_00050
OG0000380	Praj.g_00104	Praa.g_00066
OG0000381	Praj.g_00108	Praa.g_00070
OG0000382	Praj.g_00119	Praa.g_00081
OG0000383	Praj.g_00121	Praa.g_00083
OG0000384	Praj.g_00122	Praa.g_00084
OG0000385	Praj.g_00123	Praa.g_00085
OG0000386	Praj.g_00124	Praa.g_00086
OG0000387	Praj.g_00137	Praa.g_00099
OG0000388	Praj.g_00141	Praa.g_00102
OG0000389	Praj.g_00144	Praa.g_00106
OG0000390	Praj.g_00153	Praa.g_00113
OG0000391	Praj.g_00157	Praa.g_00116
OG0000392	Praj.g_00160	Praa.g_00120
OG0000393	Praj.g_00163	Praa.g_00122
OG0000394	Praj.g_00164	Praa.g_00123
OG0000395	Praj.g_00165	Praa.g_00124
OG0000396	Praj.g_00168	Praa.g_00127
OG0000397	Praj.g_00170	Praa.g_00129
OG0000398	Praj.g_00173	Praa.g_00131
OG0000399	Praj.g_00174	Praa.g_00132
OG0000400	Praj.g_00175	Praa.g_00133
OG0000401	Praj.g_00176	Praa.g_00134
OG0000402	Praj.g_01057	Praa.g_00136
OG0000403	Praj.g_00177	Praa.g_00137
OG0000404	Praj.g_00178	Praa.g_00138
OG0000405	Praj.g_00183	Praa.g_00142
OG0000406	Praj.g_00187	Praa.g_00147
OG0000407	Praj.g_00188	Praa.g_00148
OG0000408	Praj.g_00190	Praa.g_00150
OG0000409	Praj.g_00192	Praa.g_00152
OG0000410	Praj.g_00193	Praa.g_00153
OG0000411	Praj.g_00194	Praa.g_00154
OG0000412	Praj.g_00195	Praa.g_00155
OG0000413	Praj.g_00196	Praa.g_00156
OG0000414	Praj.g_00197	Praa.g_00157
OG0000415	Praj.g_00198	Praa.g_00158
OG0000416	Praj.g_00199	Praa.g_00159
OG0000417	Praj.g_00200	Praa.g_00160
OG0000418	Praj.g_00205	Praa.g_00165
OG0000419	Praj.g_00207	Praa.g_00167
OG0000420	Praj.g_00208	Praa.g_00168
OG0000421	Praj.g_00212	Praa.g_00173
OG0000422	Praj.g_00213	Praa.g_00174
OG0000423	Praj.g_00214	Praa.g_00175
OG0000424	Praj.g_00215	Praa.g_00176
OG0000425	Praj.g_00216	Praa.g_00177
OG0000426	Praj.g_00217	Praa.g_00178
OG0000427	Praj.g_00218	Praa.g_00179
OG0000428	Praj.g_00220	Praa.g_00181
OG0000429	Praj.g_00221	Praa.g_00182
OG0000430	Praj.g_00222	Praa.g_00183
OG0000431	Praj.g_00224	Praa.g_00185
OG0000432	Praj.g_00228	Praa.g_00188
OG0000433	Praj.g_00229	Praa.g_00189
OG0000434	Praj.g_00230	Praa.g_00190
OG0000435	Praj.g_00231	Praa.g_00191
OG0000436	Praj.g_00236	Praa.g_00196
OG0000437	Praj.g_00237	Praa.g_00197
OG0000438	Praj.g_00238	Praa.g_00198
OG0000439	Praj.g_00240	Praa.g_00200
OG0000440	Praj.g_00241	Praa.g_00201
OG0000441	Praj.g_00243	Praa.g_00204
OG0000442	Praj.g_00244	Praa.g_00205
OG0000443	Praj.g_00245	Praa.g_00206
OG0000444	Praj.g_00250	Praa.g_00211
OG0000445	Praj.g_00251	Praa.g_00212
OG0000446	Praj.g_00252	Praa.g_00213
OG0000447	Praj.g_00253	Praa.g_00214
OG0000448	Praj.g_00254	Praa.g_00215
OG0000449	Praj.g_00255	Praa.g_00216
OG0000450	Praj.g_00256	Praa.g_00217
OG0000451	Praj.g_00257	Praa.g_00218
OG0000452	Praj.g_00260	Praa.g_00221
OG0000453	Praj.g_00261	Praa.g_00222
OG0000454	Praj.g_00262	Praa.g_00223
OG0000455	Praj.g_00263	Praa.g_00224
OG0000456	Praj.g_00264	Praa.g_00225
OG0000457	Praj.g_00265	Praa.g_00226
OG0000458	Praj.g_00266	Praa.g_00227
OG0000459	Praj.g_00267	Praa.g_00228
OG0000460	Praj.g_00275	Praa.g_00235
OG0000461	Praj.g_00283	Praa.g_00242
OG0000462	Praj.g_00285	Praa.g_00244
OG0000463	Praj.g_00286	Praa.g_00245
OG0000464	Praj.g_00287	Praa.g_00246
OG0000465	Praj.g_00288	Praa.g_00247
OG0000466	Praj.g_00289	Praa.g_00250
OG0000467	Praj.g_00290	Praa.g_00251
OG0000468	Praj.g_00292	Praa.g_00253
OG0000469	Praj.g_00299	Praa.g_00262
OG0000470	Praj.g_00301	Praa.g_00264
OG0000471	Praj.g_00302	Praa.g_00265
OG0000472	Praj.g_00303	Praa.g_00266
OG0000473	Praj.g_00305	Praa.g_00268
OG0000474	Praj.g_00306	Praa.g_00269
OG0000475	Praj.g_00307	Praa.g_00270
OG0000476	Praj.g_00309	Praa.g_00271
OG0000477	Praj.g_00311	Praa.g_00275
OG0000478	Praj.g_00312	Praa.g_00276
OG0000479	Praj.g_00313	Praa.g_00277
OG0000480	Praj.g_00318	Praa.g_00282
OG0000481	Praj.g_00320	Praa.g_00284
OG0000482	Praj.g_00321	Praa.g_00285
OG0000483	Praj.g_00324	Praa.g_00288
OG0000484	Praj.g_00325	Praa.g_00289
OG0000485	Praj.g_00326	Praa.g_00290
OG0000486	Praj.g_00327	Praa.g_00291
OG0000487	Praj.g_00330	Praa.g_00295
OG0000488	Praj.g_00333	Praa.g_00298
OG0000489	Praj.g_00338	Praa.g_00303
OG0000490	Praj.g_00343	Praa.g_00308
OG0000491	Praj.g_00344	Praa.g_00309
OG0000492	Praj.g_00346	Praa.g_00311
OG0000493	Praj.g_00347	Praa.g_00312
OG0000494	Praj.g_00348	Praa.g_00313
OG0000495	Praj.g_00349	Praa.g_00314
OG0000496	Praj.g_00350	Praa.g_00315
OG0000497	Praj.g_00351	Praa.g_00316
OG0000498	Praj.g_00352	Praa.g_00317
OG0000499	Praj.g_00353	Praa.g_00318
OG0000500	Praj.g_00354	Praa.g_00319
OG0000501	Praj.g_00356	Praa.g_00321
OG0000502	Praj.g_00359	Praa.g_00324
OG0000503	Praj.g_00380	Praa.g_00334
OG0000504	Praj.g_00382	Praa.g_00335
OG0000505	Praj.g_00383	Praa.g_00336
OG0000506	Praj.g_00384	Praa.g_00338
OG0000507	Praj.g_00387	Praa.g_00340
OG0000508	Praj.g_00390	Praa.g_00344
OG0000509	Praj.g_00392	Praa.g_00346
OG0000510	Praj.g_00393	Praa.g_00347
OG0000511	Praj.g_00394	Praa.g_00348
OG0000512	Praj.g_00396	Praa.g_00350
OG0000513	Praj.g_00406	Praa.g_00357
OG0000514	Praj.g_00425	Praa.g_00431
OG0000515	Praj.g_00426	Praa.g_00432
OG0000516	Praj.g_00427	Praa.g_00433
OG0000517	Praj.g_00429	Praa.g_00435
OG0000518	Praj.g_00440	Praa.g_00445
OG0000519	Praj.g_00441	Praa.g_00446
OG0000520	Praj.g_00442	Praa.g_00447
OG0000521	Praj.g_00447	Praa.g_00452
OG0000522	Praj.g_00449	Praa.g_00454
OG0000523	Praj.g_00450	Praa.g_00455
OG0000524	Praj.g_00457	Praa.g_00461
OG0000525	Praj.g_00461	Praa.g_00464
OG0000526	Praj.g_00462	Praa.g_00465
OG0000527	Praj.g_00465	Praa.g_00473
OG0000528	Praj.g_00471	Praa.g_00478
OG0000529	Praj.g_00474	Praa.g_00481
OG0000530	Praj.g_00477	Praa.g_00484
OG0000531	Praj.g_00478	Praa.g_00485
OG0000532	Praj.g_00479	Praa.g_00487
OG0000533	Praj.g_00480	Praa.g_00488
OG0000534	Praj.g_00481	Praa.g_00489
OG0000535	Praj.g_00482	Praa.g_00490
OG0000536	Praj.g_00483	Praa.g_00491
OG0000537	Praj.g_00484	Praa.g_00492
OG0000538	Praj.g_00492	Praa.g_00500
OG0000539	Praj.g_00493	Praa.g_00501
OG0000540	Praj.g_00494	Praa.g_00502
OG0000541	Praj.g_00495	Praa.g_00503
OG0000542	Praj.g_00497	Praa.g_00505
OG0000543	Praj.g_00499	Praa.g_00507
OG0000544	Praj.g_00500	Praa.g_00508
OG0000545	Praj.g_00502	Praa.g_00510
OG0000546	Praj.g_00505	Praa.g_00513
OG0000547	Praj.g_00507	Praa.g_00515
OG0000548	Praj.g_00508	Praa.g_00516
OG0000549	Praj.g_00511	Praa.g_00518
OG0000550	Praj.g_00515	Praa.g_00523
OG0000551	Praj.g_00518	Praa.g_00527
OG0000552	Praj.g_00519	Praa.g_00528
OG0000553	Praj.g_00520	Praa.g_00529
OG0000554	Praj.g_00525	Praa.g_00534
OG0000555	Praj.g_00533	Praa.g_00543
OG0000556	Praj.g_00535	Praa.g_00545
OG0000557	Praj.g_00536	Praa.g_00546
OG0000558	Praj.g_00538	Praa.g_00548
OG0000559	Praj.g_00542	Praa.g_00552
OG0000560	Praj.g_00545	Praa.g_00555
OG0000561	Praj.g_00546	Praa.g_00556
OG0000562	Praj.g_00547	Praa.g_00557
OG0000563	Praj.g_00548	Praa.g_00558
OG0000564	Praj.g_00549	Praa.g_00559
