Orthogroup	Syao	Syaq
OG0000052	Syao.g_02520, Syao.g_01972	Syaq.g_00969
OG0000053	Syao.g_00067	Syaq.g_00397
OG0000054	Syao.g_00295, Syao.g_00625	Syaq.g_02005
OG0000058	Syao.g_01978	Syaq.g_00944
OG0000059	Syao.g_01801	Syaq.g_00657
OG0000060	Syao.g_00312	Syaq.g_00201
OG0000061	Syao.g_00123	Syaq.g_00249
OG0000062	Syao.g_01576	Syaq.g_01690
OG0000063	Syao.g_02230	Syaq.g_01110
OG0000064	Syao.g_01462, Syao.g_02605	Syaq.g_02138
OG0000065	Syao.g_02600	Syaq.g_01487
OG0000066	Syao.g_01422	Syaq.g_01851
OG0000068	Syao.g_00868, Syao.g_00036	Syaq.g_01763
OG0000070	Syao.g_00330	Syaq.g_00484
OG0000071	Syao.g_01433	Syaq.g_00297
OG0000072	Syao.g_02509	Syaq.g_01397
OG0000073	Syao.g_00103	Syaq.g_01795
OG0000075	Syao.g_02257	Syaq.g_00986
OG0000076	Syao.g_01949	Syaq.g_01028
OG0000077	Syao.g_02629	Syaq.g_01547
OG0000078	Syao.g_01709	Syaq.g_01585
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Syaq.g_00721
OG0000082	Syao.g_01035	Syaq.g_01975
OG0000084	Syao.g_01509, Syao.g_02606	Syaq.g_00367
OG0000085	Syao.g_01569	Syaq.g_01683
OG0000086	Syao.g_02653, Syao.g_01240	Syaq.g_01525
OG0000087	Syao.g_02555	Syaq.g_01438
OG0000088	Syao.g_02503	Syaq.g_01402
OG0000089	Syao.g_01716	Syaq.g_00529
OG0000090	Syao.g_01412	Syaq.g_01838
OG0000091	Syao.g_00902	Syaq.g_02090
OG0000093	Syao.g_00739	Syaq.g_02323
OG0000094	Syao.g_00458	Syaq.g_00056
OG0000095	Syao.g_00331	Syaq.g_02679
OG0000098	Syao.g_01374	Syaq.g_02221, Syaq.g_01849
OG0000099	Syao.g_02019	Syaq.g_00882
OG0000100	Syao.g_00787	Syaq.g_02371
OG0000102	Syao.g_01945	Syaq.g_01033
OG0000103	Syao.g_02340	Syaq.g_01170
OG0000104	Syao.g_02157	Syaq.g_01154
OG0000105	Syao.g_02071, Syao.g_02072	Syaq.g_00754
OG0000106	Syao.g_01385	Syaq.g_01863
OG0000107	Syao.g_01935	Syaq.g_00694
OG0000108	Syao.g_00028	Syaq.g_01772
OG0000109	Syao.g_00110	Syaq.g_01788
OG0000110	Syao.g_01051	Syaq.g_01962
OG0000111	Syao.g_00378	Syaq.g_02606
OG0000112	Syao.g_00683, Syao.g_00303	Syaq.g_02476
OG0000114	Syao.g_00965	Syaq.g_02269
OG0000115	Syao.g_01464, Syao.g_00065	Syaq.g_00395
OG0000116	Syao.g_00137	Syaq.g_00263
OG0000117	Syao.g_00169	Syaq.g_00203
OG0000118	Syao.g_01475	Syaq.g_00325, Syaq.g_00316
OG0000120	Syao.g_02009	Syaq.g_00883
OG0000121	Syao.g_01489	Syaq.g_00375
OG0000122	Syao.g_01247	Syaq.g_02118
OG0000123	Syao.g_01832	Syaq.g_00599
OG0000124	Syao.g_02179	Syaq.g_01055
OG0000125	Syao.g_02444	Syaq.g_01256
OG0000126	Syao.g_02198	Syaq.g_01156
OG0000128	Syao.g_02149	Syaq.g_01138
OG0000129	Syao.g_02434	Syaq.g_01269
OG0000130	Syao.g_02617	Syaq.g_01559
OG0000131	Syao.g_02480	Syaq.g_01427, Syaq.g_01424
OG0000132	Syao.g_02501	Syaq.g_01404
OG0000133	Syao.g_00678	Syaq.g_02481
OG0000134	Syao.g_01719	Syaq.g_00526
OG0000135	Syao.g_00147	Syaq.g_01227
OG0000136	Syao.g_01614, Syao.g_01613	Syaq.g_00496
OG0000137	Syao.g_02682	Syaq.g_00442
OG0000138	Syao.g_00108	Syaq.g_01789
OG0000139	Syao.g_01418	Syaq.g_01844
OG0000140	Syao.g_01373, Syao.g_01372	Syaq.g_01848
OG0000141	Syao.g_01202	Syaq.g_02010
OG0000142	Syao.g_00894	Syaq.g_02082
OG0000143	Syao.g_00898	Syaq.g_02086
OG0000145	Syao.g_00102	Syaq.g_01796
OG0000146	Syao.g_00684, Syao.g_00304	Syaq.g_02475
OG0000147	Syao.g_00305, Syao.g_00685	Syaq.g_02474
OG0000148	Syao.g_00776	Syaq.g_02359
OG0000149	Syao.g_00534	Syaq.g_02395
OG0000150	Syao.g_01203	Syaq.g_02011
OG0000151	Syao.g_00975	Syaq.g_02283
OG0000152	Syao.g_00674	Syaq.g_02485
OG0000153	Syao.g_00818, Syao.g_01176	Syaq.g_02518
OG0000154	Syao.g_00447	Syaq.g_00066
OG0000155	Syao.g_00178	Syaq.g_00212
OG0000156	Syao.g_00151	Syaq.g_00281
OG0000157	Syao.g_00152	Syaq.g_00282
OG0000158	Syao.g_02267	Syaq.g_01003
OG0000159	Syao.g_02276	Syaq.g_00918
OG0000160	Syao.g_01488	Syaq.g_00374
OG0000161	Syao.g_01494	Syaq.g_00382
OG0000162	Syao.g_01515	Syaq.g_00389
OG0000163	Syao.g_01745	Syaq.g_02373, Syaq.g_01730
OG0000164	Syao.g_01663	Syaq.g_01642
OG0000165	Syao.g_01655	Syaq.g_01630
OG0000166	Syao.g_01790	Syaq.g_00647
OG0000167	Syao.g_01960	Syaq.g_00983
OG0000168	Syao.g_02128	Syaq.g_01004
OG0000169	Syao.g_02139	Syaq.g_01016
OG0000170	Syao.g_02148	Syaq.g_01023
OG0000171	Syao.g_02181	Syaq.g_01052
OG0000172	Syao.g_02170	Syaq.g_01074
OG0000173	Syao.g_02212	Syaq.g_01092
OG0000174	Syao.g_02364, Syao.g_02355	Syaq.g_01224
OG0000175	Syao.g_02327, Syao.g_00308	Syaq.g_01183
OG0000176	Syao.g_02165	Syaq.g_01146
OG0000177	Syao.g_02156	Syaq.g_01145
OG0000178	Syao.g_02155	Syaq.g_01144
OG0000179	Syao.g_02250	Syaq.g_01129
OG0000180	Syao.g_02249	Syaq.g_01128
OG0000181	Syao.g_02248	Syaq.g_01127
OG0000182	Syao.g_02247	Syaq.g_01126
OG0000183	Syao.g_02243	Syaq.g_01122
OG0000184	Syao.g_02423	Syaq.g_01277
OG0000185	Syao.g_02410	Syaq.g_01290
OG0000186	Syao.g_02613	Syaq.g_01563
OG0000187	Syao.g_02615	Syaq.g_01561
OG0000188	Syao.g_02637	Syaq.g_01539
OG0000189	Syao.g_02672	Syaq.g_00122
OG0000190	Syao.g_01015	Syaq.g_01497
OG0000191	Syao.g_02573	Syaq.g_01467
OG0000192	Syao.g_02579	Syaq.g_01462
OG0000193	Syao.g_02481	Syaq.g_01423
OG0000194	Syao.g_02484	Syaq.g_01420
OG0000195	Syao.g_02486	Syaq.g_01418
OG0000196	Syao.g_02498	Syaq.g_01407
OG0000197	Syao.g_02499	Syaq.g_01406
OG0000198	Syao.g_02500	Syaq.g_01405
OG0000199	Syao.g_02508	Syaq.g_01398
OG0000200	Syao.g_02524	Syaq.g_01382
OG0000201	Syao.g_02540	Syaq.g_01365
OG0000202	Syao.g_02454	Syaq.g_01364
OG0000203	Syao.g_02455	Syaq.g_01363
OG0000204	Syao.g_02456	Syaq.g_01362
OG0000205	Syao.g_02464	Syaq.g_01355
OG0000206	Syao.g_02469	Syaq.g_01345
OG0000207	Syao.g_02471	Syaq.g_01338
OG0000208	Syao.g_02472	Syaq.g_01337
OG0000209	Syao.g_02394	Syaq.g_01310
OG0000210	Syao.g_02395	Syaq.g_01309
OG0000211	Syao.g_01700	Syaq.g_01570
OG0000212	Syao.g_01710	Syaq.g_01586
OG0000213	Syao.g_02098	Syaq.g_00729
OG0000214	Syao.g_02081	Syaq.g_00745
OG0000215	Syao.g_02050	Syaq.g_00777
OG0000216	Syao.g_02045	Syaq.g_00781
OG0000217	Syao.g_02041	Syaq.g_00844
OG0000218	Syao.g_02039	Syaq.g_00846
OG0000219	Syao.g_02038	Syaq.g_00847
OG0000220	Syao.g_02037	Syaq.g_00848
OG0000221	Syao.g_02034	Syaq.g_00856
OG0000222	Syao.g_02023	Syaq.g_00868
OG0000223	Syao.g_00291	Syaq.g_00946
OG0000224	Syao.g_01973	Syaq.g_00950
OG0000225	Syao.g_01751	Syaq.g_00543
OG0000226	Syao.g_01758	Syaq.g_00536
OG0000227	Syao.g_01760	Syaq.g_00534
OG0000228	Syao.g_01715	Syaq.g_00531
OG0000229	Syao.g_01736	Syaq.g_00501
OG0000230	Syao.g_01738	Syaq.g_00499
OG0000231	Syao.g_01513	Syaq.g_00485
OG0000232	Syao.g_00057	Syaq.g_00472
OG0000233	Syao.g_02698	Syaq.g_00464
OG0000234	Syao.g_02680	Syaq.g_00440
OG0000235	Syao.g_00029	Syaq.g_01771
OG0000236	Syao.g_00111	Syaq.g_01787
OG0000237	Syao.g_00166	Syaq.g_01805
OG0000238	Syao.g_00161	Syaq.g_01810
OG0000239	Syao.g_01398	Syaq.g_01826
OG0000240	Syao.g_01399	Syaq.g_01827
OG0000241	Syao.g_00887	Syaq.g_02074
OG0000242	Syao.g_01410	Syaq.g_01836
OG0000243	Syao.g_00873	Syaq.g_01922
OG0000244	Syao.g_00865	Syaq.g_01928
OG0000245	Syao.g_00863	Syaq.g_01930
OG0000246	Syao.g_00859	Syaq.g_01934
OG0000247	Syao.g_00847	Syaq.g_01945
OG0000248	Syao.g_00844	Syaq.g_01948
OG0000249	Syao.g_00842	Syaq.g_01950
OG0000250	Syao.g_00835	Syaq.g_01958
OG0000251	Syao.g_01026	Syaq.g_01984
OG0000252	Syao.g_01020	Syaq.g_01987
OG0000253	Syao.g_01003	Syaq.g_01989
OG0000254	Syao.g_01053	Syaq.g_02016
OG0000255	Syao.g_01009	Syaq.g_02041
OG0000256	Syao.g_01328	Syaq.g_02068
OG0000257	Syao.g_00884	Syaq.g_02073
OG0000258	Syao.g_00907	Syaq.g_02095
OG0000259	Syao.g_00933, Syao.g_00932	Syaq.g_02239
OG0000260	Syao.g_00936	Syaq.g_02242
OG0000261	Syao.g_00941	Syaq.g_02245
OG0000262	Syao.g_00946	Syaq.g_02250
OG0000263	Syao.g_00247	Syaq.g_00185
OG0000264	Syao.g_00699	Syaq.g_02582
OG0000266	Syao.g_00480	Syaq.g_00037
OG0000267	Syao.g_00589	Syaq.g_02430
OG0000268	Syao.g_00588	Syaq.g_02431
OG0000269	Syao.g_00751	Syaq.g_02335
OG0000270	Syao.g_00754	Syaq.g_02338
OG0000271	Syao.g_00762	Syaq.g_02346
OG0000272	Syao.g_00763	Syaq.g_02347
OG0000273	Syao.g_00791	Syaq.g_02376
OG0000274	Syao.g_00792	Syaq.g_02377
OG0000275	Syao.g_00438	Syaq.g_02380
OG0000276	Syao.g_00558	Syaq.g_02387
OG0000277	Syao.g_00557	Syaq.g_02388
OG0000278	Syao.g_00554	Syaq.g_02391
OG0000279	Syao.g_00529	Syaq.g_02401
OG0000280	Syao.g_00608	Syaq.g_02410
OG0000281	Syao.g_01377	Syaq.g_02224
OG0000282	Syao.g_00967	Syaq.g_02271
OG0000283	Syao.g_00640	Syaq.g_02445
OG0000284	Syao.g_00634	Syaq.g_02450
OG0000285	Syao.g_00706	Syaq.g_02466
OG0000286	Syao.g_00675	Syaq.g_02484
OG0000287	Syao.g_00825	Syaq.g_02511
OG0000288	Syao.g_00446	Syaq.g_00067
OG0000289	Syao.g_00461	Syaq.g_00053
OG0000290	Syao.g_00428	Syaq.g_02682
OG0000291	Syao.g_00333	Syaq.g_02680
OG0000292	Syao.g_02196	Syaq.g_01157
OG0000293	Syao.g_00136	Syaq.g_00262
OG0000294	Syao.g_00135	Syaq.g_00261
OG0000295	Syao.g_00186	Syaq.g_00220
OG0000296	Syao.g_00184	Syaq.g_00218
OG0000297	Syao.g_00171	Syaq.g_00205
OG0000298	Syao.g_00170	Syaq.g_00204
OG0000299	Syao.g_00231	Syaq.g_00171
OG0000300	Syao.g_00274	Syaq.g_00164
OG0000301	Syao.g_00272, Syao.g_00273	Syaq.g_00163
OG0000302	Syao.g_00271	Syaq.g_00162
OG0000303	Syao.g_00262	Syaq.g_00152
OG0000304	Syao.g_00256	Syaq.g_00146
OG0000305	Syao.g_00388	Syaq.g_02677
OG0000306	Syao.g_01216	Syaq.g_01861
OG0000307	Syao.g_00045	Syaq.g_01754
OG0000308	Syao.g_00047	Syaq.g_01752
OG0000309	Syao.g_02705	Syaq.g_01747
OG0000310	Syao.g_01530	Syaq.g_00347
OG0000311	Syao.g_01533	Syaq.g_00352
OG0000312	Syao.g_01538	Syaq.g_00359
OG0000313	Syao.g_01491	Syaq.g_00379
OG0000314	Syao.g_00078	Syaq.g_00408
OG0000315	Syao.g_00088	Syaq.g_00418
OG0000316	Syao.g_01602	Syaq.g_01716
OG0000317	Syao.g_01560	Syaq.g_01675
OG0000318	Syao.g_01553	Syaq.g_01672
OG0000319	Syao.g_01678	Syaq.g_01657
OG0000320	Syao.g_01676	Syaq.g_01655
OG0000321	Syao.g_01675	Syaq.g_01654
OG0000322	Syao.g_01674	Syaq.g_01653
OG0000323	Syao.g_01661	Syaq.g_01638
OG0000324	Syao.g_01630	Syaq.g_01605
OG0000325	Syao.g_01936	Syaq.g_00693
OG0000326	Syao.g_01918	Syaq.g_00686
OG0000327	Syao.g_01795	Syaq.g_00652
OG0000328	Syao.g_01794	Syaq.g_00651
OG0000329	Syao.g_01776	Syaq.g_00633
OG0000330	Syao.g_01775	Syaq.g_00632
OG0000331	Syao.g_01774	Syaq.g_00631
OG0000332	Syao.g_01813	Syaq.g_00616
OG0000333	Syao.g_01810	Syaq.g_00613
OG0000334	Syao.g_01836	Syaq.g_00603
OG0000335	Syao.g_01831	Syaq.g_00598
OG0000336	Syao.g_01827	Syaq.g_00594
OG0000337	Syao.g_01968	Syaq.g_00975
OG0000338	Syao.g_01962	Syaq.g_00981
OG0000339	Syao.g_02259	Syaq.g_00988
OG0000340	Syao.g_02129	Syaq.g_01005
OG0000341	Syao.g_02131	Syaq.g_01007
OG0000342	Syao.g_02132	Syaq.g_01008
OG0000343	Syao.g_02133	Syaq.g_01010
OG0000344	Syao.g_02137	Syaq.g_01014
OG0000345	Syao.g_01953	Syaq.g_01024
OG0000346	Syao.g_01948	Syaq.g_01029
OG0000347	Syao.g_02178	Syaq.g_01057
OG0000348	Syao.g_02166	Syaq.g_01070
OG0000349	Syao.g_02219	Syaq.g_01099
OG0000350	Syao.g_01925	Syaq.g_00679
OG0000351	Syao.g_02331	Syaq.g_01179
OG0000352	Syao.g_02332	Syaq.g_01178
OG0000353	Syao.g_02160	Syaq.g_01151
OG0000354	Syao.g_00154, Syao.g_00155	Syaq.g_01816
OG0000354	Syao.g_02252	Syaq.g_01131
OG0000355	Syao.g_02162	Syaq.g_01149
OG0000356	Syao.g_02163	Syaq.g_01148
OG0000357	Syao.g_02164	Syaq.g_01147
OG0000358	Syao.g_02154	Syaq.g_01143
OG0000359	Syao.g_02152	Syaq.g_01141
OG0000360	Syao.g_02151	Syaq.g_01140
OG0000361	Syao.g_02150	Syaq.g_01139
OG0000362	Syao.g_01954	Syaq.g_01137
OG0000363	Syao.g_02255	Syaq.g_01135
OG0000364	Syao.g_01558	Syaq.g_01134
OG0000365	Syao.g_02246	Syaq.g_01125
OG0000366	Syao.g_02245	Syaq.g_01124
OG0000367	Syao.g_02244	Syaq.g_01123
OG0000368	Syao.g_02242	Syaq.g_01121
OG0000369	Syao.g_02241	Syaq.g_01120
OG0000370	Syao.g_02240	Syaq.g_01119
OG0000371	Syao.g_02231	Syaq.g_01111
OG0000372	Syao.g_02226	Syaq.g_01106
OG0000373	Syao.g_02225	Syaq.g_01105
OG0000374	Syao.g_02224	Syaq.g_01104
OG0000375	Syao.g_02223	Syaq.g_01103
OG0000376	Syao.g_02221	Syaq.g_01101
OG0000377	Syao.g_02429	Syaq.g_01270
OG0000378	Syao.g_02414	Syaq.g_01286
OG0000379	Syao.g_02409	Syaq.g_01291
OG0000380	Syao.g_02616	Syaq.g_01560
OG0000381	Syao.g_02618	Syaq.g_01558
OG0000382	Syao.g_02636	Syaq.g_01540
OG0000383	Syao.g_02643	Syaq.g_01535
OG0000384	Syao.g_02644	Syaq.g_01534
OG0000385	Syao.g_02645	Syaq.g_01533
OG0000386	Syao.g_02646	Syaq.g_01532
OG0000387	Syao.g_01019	Syaq.g_01495
OG0000388	Syao.g_02596	Syaq.g_01491
OG0000389	Syao.g_02599	Syaq.g_01488
OG0000390	Syao.g_02567	Syaq.g_01473
OG0000391	Syao.g_02572	Syaq.g_01468
OG0000392	Syao.g_02578	Syaq.g_01463
OG0000393	Syao.g_02581	Syaq.g_01460
OG0000394	Syao.g_02582	Syaq.g_01459
OG0000395	Syao.g_02583	Syaq.g_01458
OG0000396	Syao.g_02586	Syaq.g_01455
OG0000397	Syao.g_02542	Syaq.g_01453
OG0000398	Syao.g_02547	Syaq.g_01448
OG0000399	Syao.g_02548	Syaq.g_01447
OG0000400	Syao.g_02549	Syaq.g_01446
OG0000401	Syao.g_02550	Syaq.g_01445
OG0000402	Syao.g_02552	Syaq.g_01443
OG0000403	Syao.g_02553	Syaq.g_01442
OG0000404	Syao.g_02554	Syaq.g_01440
OG0000405	Syao.g_02478	Syaq.g_01429
OG0000406	Syao.g_02482	Syaq.g_01422
OG0000407	Syao.g_02483	Syaq.g_01421
OG0000408	Syao.g_02485	Syaq.g_01419
OG0000409	Syao.g_02487	Syaq.g_01417
OG0000410	Syao.g_02488	Syaq.g_01416
OG0000411	Syao.g_02489	Syaq.g_01415
OG0000412	Syao.g_02490	Syaq.g_01414
OG0000413	Syao.g_02492	Syaq.g_01412
OG0000414	Syao.g_02493	Syaq.g_01411
OG0000415	Syao.g_02494	Syaq.g_01410
OG0000416	Syao.g_02495	Syaq.g_01409
OG0000417	Syao.g_02497	Syaq.g_01408
OG0000418	Syao.g_02502	Syaq.g_01403
OG0000419	Syao.g_02504	Syaq.g_01401
OG0000420	Syao.g_02506	Syaq.g_01400
OG0000421	Syao.g_02510	Syaq.g_01395
OG0000422	Syao.g_02511	Syaq.g_01394
OG0000423	Syao.g_02512	Syaq.g_01393
OG0000424	Syao.g_02513	Syaq.g_01392
OG0000425	Syao.g_02514	Syaq.g_01391
OG0000426	Syao.g_02515	Syaq.g_01390
OG0000427	Syao.g_02516	Syaq.g_01389
OG0000428	Syao.g_02519	Syaq.g_01386
OG0000429	Syao.g_02522	Syaq.g_01384
OG0000430	Syao.g_02523	Syaq.g_01383
OG0000431	Syao.g_02526	Syaq.g_01380
OG0000432	Syao.g_02532	Syaq.g_01374
OG0000433	Syao.g_02534	Syaq.g_01369
OG0000434	Syao.g_02535	Syaq.g_01368
OG0000435	Syao.g_02538	Syaq.g_01367
OG0000436	Syao.g_02458	Syaq.g_01361
OG0000437	Syao.g_02459	Syaq.g_01360
OG0000438	Syao.g_02460	Syaq.g_01359
OG0000439	Syao.g_02462	Syaq.g_01357
OG0000440	Syao.g_02463	Syaq.g_01356
OG0000441	Syao.g_02466	Syaq.g_01352
OG0000442	Syao.g_02467	Syaq.g_01350
OG0000443	Syao.g_02468	Syaq.g_01347
OG0000444	Syao.g_02473	Syaq.g_01333
OG0000445	Syao.g_02474	Syaq.g_01332
OG0000446	Syao.g_02476	Syaq.g_01330
OG0000447	Syao.g_02383	Syaq.g_01328
OG0000448	Syao.g_02384	Syaq.g_01327
OG0000449	Syao.g_02385	Syaq.g_01320
OG0000450	Syao.g_02391	Syaq.g_01313
OG0000451	Syao.g_02392	Syaq.g_01312
OG0000452	Syao.g_02396	Syaq.g_01308
OG0000453	Syao.g_02397	Syaq.g_01307
OG0000454	Syao.g_02398	Syaq.g_01306
OG0000455	Syao.g_02399	Syaq.g_01305
OG0000456	Syao.g_02400	Syaq.g_01304
OG0000457	Syao.g_02402	Syaq.g_01302
OG0000458	Syao.g_02403	Syaq.g_01299
OG0000459	Syao.g_02404	Syaq.g_01298
OG0000460	Syao.g_01702	Syaq.g_01577
OG0000461	Syao.g_02119	Syaq.g_00707
OG0000462	Syao.g_02116	Syaq.g_00710
OG0000463	Syao.g_02115	Syaq.g_00711
OG0000464	Syao.g_02114	Syaq.g_00712
OG0000465	Syao.g_02112	Syaq.g_00714
OG0000466	Syao.g_02107	Syaq.g_00718
OG0000467	Syao.g_02106	Syaq.g_00720
OG0000468	Syao.g_02102	Syaq.g_00725
OG0000469	Syao.g_02087	Syaq.g_00739
OG0000470	Syao.g_02085	Syaq.g_00741
OG0000471	Syao.g_02084	Syaq.g_00742
OG0000472	Syao.g_02082	Syaq.g_00744
OG0000473	Syao.g_02080	Syaq.g_00746
OG0000474	Syao.g_02079	Syaq.g_00747
OG0000475	Syao.g_02078	Syaq.g_00748
OG0000476	Syao.g_02076	Syaq.g_00750
OG0000477	Syao.g_02069	Syaq.g_00756
OG0000478	Syao.g_02068	Syaq.g_00757
OG0000479	Syao.g_02067	Syaq.g_00759
OG0000480	Syao.g_02060	Syaq.g_00766
OG0000481	Syao.g_01012	Syaq.g_00768
OG0000482	Syao.g_02058	Syaq.g_00769
OG0000483	Syao.g_02054	Syaq.g_00773
OG0000484	Syao.g_02053	Syaq.g_00774
OG0000485	Syao.g_02052	Syaq.g_00775
OG0000486	Syao.g_02051	Syaq.g_00776
OG0000487	Syao.g_02044	Syaq.g_00782
OG0000488	Syao.g_02040	Syaq.g_00845
OG0000489	Syao.g_02033	Syaq.g_00857
OG0000490	Syao.g_02025	Syaq.g_00864
OG0000491	Syao.g_02024	Syaq.g_00865
OG0000492	Syao.g_02022	Syaq.g_00869
OG0000493	Syao.g_02021	Syaq.g_00870
OG0000494	Syao.g_02020	Syaq.g_00871
OG0000495	Syao.g_02018	Syaq.g_00872
OG0000496	Syao.g_02017	Syaq.g_00873
OG0000497	Syao.g_02016	Syaq.g_00874
OG0000498	Syao.g_02015	Syaq.g_00875
OG0000499	Syao.g_02014	Syaq.g_00876
OG0000500	Syao.g_02013	Syaq.g_00877
OG0000501	Syao.g_02010	Syaq.g_00880
OG0000502	Syao.g_01974	Syaq.g_00953
OG0000503	Syao.g_01877	Syaq.g_00559
OG0000504	Syao.g_01875	Syaq.g_00557
OG0000505	Syao.g_01874	Syaq.g_00556
OG0000506	Syao.g_01872	Syaq.g_00554
OG0000507	Syao.g_01866	Syaq.g_00548
OG0000508	Syao.g_01750	Syaq.g_00544
OG0000509	Syao.g_01755	Syaq.g_00542
OG0000510	Syao.g_01756	Syaq.g_00538
OG0000511	Syao.g_01757	Syaq.g_00537
OG0000512	Syao.g_01759	Syaq.g_00535
OG0000513	Syao.g_01720	Syaq.g_00525
OG0000514	Syao.g_01727	Syaq.g_00514
OG0000515	Syao.g_01728	Syaq.g_00513
OG0000516	Syao.g_01730	Syaq.g_00509
OG0000517	Syao.g_01735	Syaq.g_00502
OG0000518	Syao.g_01621	Syaq.g_00490
OG0000519	Syao.g_01622	Syaq.g_00489
OG0000520	Syao.g_01512	Syaq.g_00488
OG0000521	Syao.g_00061	Syaq.g_00477
OG0000522	Syao.g_00059	Syaq.g_00475
OG0000523	Syao.g_00058	Syaq.g_00474
OG0000524	Syao.g_02699	Syaq.g_00469
OG0000525	Syao.g_02691	Syaq.g_00450
OG0000526	Syao.g_02688	Syaq.g_00448
OG0000527	Syao.g_02684	Syaq.g_00444
OG0000528	Syao.g_00031	Syaq.g_01768
OG0000529	Syao.g_00027	Syaq.g_01773
OG0000530	Syao.g_00122	Syaq.g_01776
OG0000531	Syao.g_00121	Syaq.g_01777
OG0000532	Syao.g_00118	Syaq.g_01780
OG0000533	Syao.g_00116	Syaq.g_01782
OG0000534	Syao.g_00115	Syaq.g_01783
OG0000535	Syao.g_00114	Syaq.g_01784
OG0000536	Syao.g_00113	Syaq.g_01785
OG0000537	Syao.g_00112	Syaq.g_01786
OG0000538	Syao.g_00100	Syaq.g_01798
OG0000539	Syao.g_00099	Syaq.g_01799
OG0000540	Syao.g_00098	Syaq.g_01800
OG0000541	Syao.g_00097	Syaq.g_01801
OG0000542	Syao.g_00167	Syaq.g_01804
OG0000543	Syao.g_00165	Syaq.g_01806
OG0000544	Syao.g_00164	Syaq.g_01807
OG0000545	Syao.g_00162	Syaq.g_01809
OG0000546	Syao.g_00160	Syaq.g_01811
OG0000547	Syao.g_00158	Syaq.g_01813
OG0000548	Syao.g_00157	Syaq.g_01814
OG0000549	Syao.g_01391	Syaq.g_01819
OG0000550	Syao.g_01396	Syaq.g_01824
OG0000551	Syao.g_01401	Syaq.g_01829
OG0000552	Syao.g_01402	Syaq.g_01830
OG0000553	Syao.g_01404	Syaq.g_01834
OG0000554	Syao.g_01413	Syaq.g_01839
OG0000555	Syao.g_00875	Syaq.g_01857
OG0000556	Syao.g_00871	Syaq.g_01925
OG0000557	Syao.g_00866	Syaq.g_01927
OG0000558	Syao.g_00864	Syaq.g_01929
OG0000559	Syao.g_00860	Syaq.g_01933
OG0000560	Syao.g_00857	Syaq.g_01936
OG0000561	Syao.g_00856	Syaq.g_01937
