Orthogroup	Syao	Syan
OG0000077	Syao.g_02629	Syan.g_02919
OG0000078	Syao.g_01709	Syan.g_01509, Syan.g_01510, Syan.g_02437
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145	Syan.g_02079, Syan.g_02067
OG0000079	Syao.g_02105	Syan.g_02085
OG0000080	Syao.g_02269	Syan.g_01083, Syan.g_01962
OG0000082	Syao.g_01035	Syan.g_00952
OG0000084	Syao.g_01509	Syan.g_01283
OG0000085	Syao.g_01569	Syan.g_01387
OG0000086	Syao.g_02653	Syan.g_02946
OG0000086	Syao.g_01240	Syan.g_02515, Syan.g_00114
OG0000087	Syao.g_02555	Syan.g_02268
OG0000088	Syao.g_02503	Syan.g_03031
OG0000089	Syao.g_01716	Syan.g_02316
OG0000090	Syao.g_01412	Syan.g_01166
OG0000091	Syao.g_00902	Syan.g_00235, Syan.g_00808
OG0000092	Syao.g_00656	Syan.g_02502
OG0000093	Syao.g_00739	Syan.g_00708
OG0000094	Syao.g_00458	Syan.g_00353
OG0000095	Syao.g_00331	Syan.g_00290
OG0000097	Syao.g_00973	Syan.g_00160, Syan.g_00733
OG0000098	Syao.g_01374	Syan.g_00043
OG0000099	Syao.g_02019	Syan.g_01968
OG0000100	Syao.g_00787	Syan.g_00658
OG0000101	Syao.g_01840	Syan.g_02199
OG0000102	Syao.g_01945	Syan.g_01891
OG0000103	Syao.g_02340	Syan.g_01692
OG0000104	Syao.g_02157	Syan.g_01792
OG0000105	Syao.g_02071, Syao.g_02072	Syan.g_02031
OG0000106	Syao.g_01385	Syan.g_00076
OG0000107	Syao.g_01935	Syan.g_02106
OG0000108	Syao.g_00028	Syan.g_02764
OG0000109	Syao.g_00110	Syan.g_02748
OG0000110	Syao.g_01051	Syan.g_00882
OG0000111	Syao.g_00378	Syan.g_00187
OG0000112	Syao.g_00683	Syan.g_00556
OG0000112	Syao.g_00303	Syan.g_00252
OG0000113	Syao.g_00782	Syan.g_00664
OG0000114	Syao.g_00965	Syan.g_00741
OG0000115	Syao.g_00065	Syan.g_02810
OG0000116	Syao.g_00137	Syan.g_02710, Syan.g_00460
OG0000117	Syao.g_00169	Syan.g_02644
OG0000118	Syao.g_01475	Syan.g_01241, Syan.g_01237
OG0000120	Syao.g_02009	Syan.g_01966
OG0000121	Syao.g_01489	Syan.g_01273
OG0000123	Syao.g_01832	Syan.g_02190
OG0000124	Syao.g_02179	Syan.g_01873
OG0000125	Syao.g_02444	Syan.g_01573
OG0000126	Syao.g_02198	Syan.g_01705
OG0000127	Syao.g_01312	Syan.g_01071
OG0000127	Syao.g_01143	Syan.g_00162
OG0000128	Syao.g_02149	Syan.g_01768
OG0000129	Syao.g_02434	Syan.g_01563
OG0000130	Syao.g_02617	Syan.g_02906, Syan.g_02907
OG0000131	Syao.g_02480	Syan.g_03008
OG0000132	Syao.g_02501	Syan.g_03029
OG0000133	Syao.g_00678	Syan.g_00561
OG0000134	Syao.g_01719	Syan.g_02319
OG0000135	Syao.g_00147	Syan.g_01616
OG0000136	Syao.g_01614, Syao.g_01613	Syan.g_01342
OG0000137	Syao.g_02682	Syan.g_02846
OG0000138	Syao.g_00108	Syan.g_02747
OG0000139	Syao.g_01418	Syan.g_01160
OG0000140	Syao.g_01373, Syao.g_01372	Syan.g_00042
OG0000141	Syao.g_01202	Syan.g_01032
OG0000142	Syao.g_00894	Syan.g_00816
OG0000143	Syao.g_00898	Syan.g_00812
OG0000145	Syao.g_00102	Syan.g_02740
OG0000146	Syao.g_00684	Syan.g_00555
OG0000146	Syao.g_00304	Syan.g_00253
OG0000147	Syao.g_00305	Syan.g_00254
OG0000147	Syao.g_00685	Syan.g_00554
OG0000148	Syao.g_00776	Syan.g_00670
OG0000149	Syao.g_00534	Syan.g_00393
OG0000150	Syao.g_01203	Syan.g_01031
OG0000151	Syao.g_00975	Syan.g_00731
OG0000152	Syao.g_00674	Syan.g_00565
OG0000153	Syao.g_00818, Syao.g_01176	Syan.g_00601
OG0000154	Syao.g_00447	Syan.g_00363
OG0000155	Syao.g_00178	Syan.g_02654
OG0000156	Syao.g_00151	Syan.g_02717
OG0000157	Syao.g_00152	Syan.g_02718
OG0000158	Syao.g_02267	Syan.g_01078, Syan.g_01926
OG0000159	Syao.g_02276	Syan.g_01120
OG0000159	Syao.g_02006	Syan.g_01126
OG0000160	Syao.g_01488	Syan.g_01274
OG0000161	Syao.g_01494	Syan.g_01268
OG0000162	Syao.g_01515	Syan.g_01330
OG0000163	Syao.g_01745	Syan.g_02405
OG0000164	Syao.g_01663	Syan.g_01440
OG0000165	Syao.g_01655	Syan.g_01448
OG0000166	Syao.g_01790	Syan.g_02239
OG0000167	Syao.g_01960	Syan.g_01941
OG0000168	Syao.g_02128	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syao.g_02139	Syan.g_01912
OG0000170	Syao.g_02148	Syan.g_01901
OG0000171	Syao.g_02181	Syan.g_01875
OG0000172	Syao.g_02170	Syan.g_01810
OG0000173	Syao.g_02212	Syan.g_01720
OG0000174	Syao.g_02364, Syao.g_02355	Syan.g_01619
OG0000175	Syao.g_02327	Syan.g_01678
OG0000175	Syao.g_00308	Syan.g_00258
OG0000176	Syao.g_02165	Syan.g_01801
OG0000177	Syao.g_02156	Syan.g_01775
OG0000178	Syao.g_02155	Syan.g_01774
OG0000179	Syao.g_02250	Syan.g_01759
OG0000180	Syao.g_02249	Syan.g_01758
OG0000181	Syao.g_02248	Syan.g_01757
OG0000182	Syao.g_02247	Syan.g_01756
OG0000183	Syao.g_02243	Syan.g_01752
OG0000184	Syao.g_02423	Syan.g_01549
OG0000185	Syao.g_02410	Syan.g_01540
OG0000186	Syao.g_02613	Syan.g_02902
OG0000187	Syao.g_02615	Syan.g_02904
OG0000188	Syao.g_02637	Syan.g_02926
OG0000189	Syao.g_02672	Syan.g_02966
OG0000190	Syao.g_01015	Syan.g_00971
OG0000191	Syao.g_02573	Syan.g_02300
OG0000192	Syao.g_02579	Syan.g_02294
OG0000193	Syao.g_02481	Syan.g_03009
OG0000194	Syao.g_02484	Syan.g_03012
OG0000195	Syao.g_02486	Syan.g_03014
OG0000196	Syao.g_02498	Syan.g_03026
OG0000197	Syao.g_02499	Syan.g_03027
OG0000198	Syao.g_02500	Syan.g_03028
OG0000199	Syao.g_02508	Syan.g_03037
OG0000200	Syao.g_02524	Syan.g_03055
OG0000201	Syao.g_02540	Syan.g_03074
OG0000202	Syao.g_02454	Syan.g_03075
OG0000203	Syao.g_02455	Syan.g_03076
OG0000204	Syao.g_02456	Syan.g_03077
OG0000205	Syao.g_02464	Syan.g_03087
OG0000206	Syao.g_02469	Syan.g_03095
OG0000207	Syao.g_02471	Syan.g_03100
OG0000208	Syao.g_02472	Syan.g_03101
OG0000209	Syao.g_02394	Syan.g_01521
OG0000210	Syao.g_02395	Syan.g_01522
OG0000211	Syao.g_01700	Syan.g_02416
OG0000212	Syao.g_01710	Syan.g_01508, Syan.g_02438
OG0000213	Syao.g_02098	Syan.g_02059
OG0000214	Syao.g_02081	Syan.g_02040
OG0000215	Syao.g_02050	Syan.g_02010
OG0000216	Syao.g_02045	Syan.g_02006
OG0000217	Syao.g_02041	Syan.g_02001
OG0000218	Syao.g_02039	Syan.g_01999
OG0000219	Syao.g_02038	Syan.g_01998
OG0000220	Syao.g_02037	Syan.g_01997
OG0000221	Syao.g_02034	Syan.g_01994
OG0000222	Syao.g_02023	Syan.g_01981
OG0000223	Syao.g_00291	Syan.g_00228
OG0000224	Syao.g_01973	Syan.g_01959
OG0000225	Syao.g_01751	Syan.g_02997
OG0000226	Syao.g_01758	Syan.g_02990
OG0000227	Syao.g_01760	Syan.g_02988
OG0000228	Syao.g_01715	Syan.g_02315
OG0000229	Syao.g_01736	Syan.g_02396
OG0000230	Syao.g_01738	Syan.g_02398
OG0000231	Syao.g_01513	Syan.g_01333
OG0000232	Syao.g_00057	Syan.g_02801
OG0000233	Syao.g_02698	Syan.g_02876
OG0000234	Syao.g_02680	Syan.g_02844
OG0000235	Syao.g_00029	Syan.g_02765
OG0000236	Syao.g_00111	Syan.g_02749
OG0000237	Syao.g_00166	Syan.g_02731
OG0000238	Syao.g_00161	Syan.g_02726
OG0000239	Syao.g_01398	Syan.g_01187
OG0000240	Syao.g_01399	Syan.g_01186
OG0000241	Syao.g_00887	Syan.g_00822
OG0000242	Syao.g_01410	Syan.g_01168
OG0000243	Syao.g_00873	Syan.g_00840
OG0000244	Syao.g_00865	Syan.g_00848
OG0000245	Syao.g_00863	Syan.g_00850
OG0000246	Syao.g_00859	Syan.g_00854
OG0000247	Syao.g_00847	Syan.g_00866
OG0000248	Syao.g_00844	Syan.g_00869
OG0000249	Syao.g_00842	Syan.g_00871
OG0000250	Syao.g_00835	Syan.g_00878
OG0000251	Syao.g_01026	Syan.g_00961
OG0000252	Syao.g_01020	Syan.g_00966
OG0000253	Syao.g_01003	Syan.g_01000
OG0000254	Syao.g_01053	Syan.g_01026
OG0000255	Syao.g_01009	Syan.g_00978
OG0000256	Syao.g_01328	Syan.g_00001, Syan.g_01135
OG0000257	Syao.g_00884	Syan.g_00827
OG0000258	Syao.g_00907	Syan.g_00803
OG0000259	Syao.g_00933, Syao.g_00932	Syan.g_00772
OG0000260	Syao.g_00936	Syan.g_00769
OG0000261	Syao.g_00941	Syan.g_00765
OG0000262	Syao.g_00946	Syan.g_00760
OG0000263	Syao.g_00247	Syan.g_02618
OG0000264	Syao.g_00699	Syan.g_00540
OG0000266	Syao.g_00480	Syan.g_00330
OG0000267	Syao.g_00589	Syan.g_00470
OG0000268	Syao.g_00588	Syan.g_00471
OG0000269	Syao.g_00751	Syan.g_00695
OG0000270	Syao.g_00754	Syan.g_00692
OG0000271	Syao.g_00762	Syan.g_00684
OG0000272	Syao.g_00763	Syan.g_00683
OG0000273	Syao.g_00791	Syan.g_00654
OG0000274	Syao.g_00792	Syan.g_00653
OG0000275	Syao.g_00438	Syan.g_00373
OG0000276	Syao.g_00558	Syan.g_00380
OG0000277	Syao.g_00557	Syan.g_00381
OG0000278	Syao.g_00554	Syan.g_00384
OG0000279	Syao.g_00529	Syan.g_00398
OG0000280	Syao.g_00608	Syan.g_00518
OG0000282	Syao.g_00967	Syan.g_00739
OG0000283	Syao.g_00640	Syan.g_00491
OG0000284	Syao.g_00634	Syan.g_00497
OG0000285	Syao.g_00706	Syan.g_00533
OG0000286	Syao.g_00675	Syan.g_00564
OG0000287	Syao.g_00825	Syan.g_00593
OG0000288	Syao.g_00446	Syan.g_00364
OG0000289	Syao.g_00461	Syan.g_00350
OG0000290	Syao.g_00428	Syan.g_00293
OG0000291	Syao.g_00333	Syan.g_00291
OG0000292	Syao.g_02196	Syan.g_01703
OG0000293	Syao.g_00136	Syan.g_02709
OG0000294	Syao.g_00135	Syan.g_02708
OG0000295	Syao.g_00186	Syan.g_02662
OG0000296	Syao.g_00184	Syan.g_02660
OG0000297	Syao.g_00171	Syan.g_02646
OG0000298	Syao.g_00170	Syan.g_02645
OG0000299	Syao.g_00231	Syan.g_02601
OG0000300	Syao.g_00274	Syan.g_02593, Syan.g_02594
OG0000301	Syao.g_00272, Syao.g_00273	Syan.g_02592
OG0000302	Syao.g_00271	Syan.g_02591
OG0000303	Syao.g_00262	Syan.g_02582
OG0000304	Syao.g_00256	Syan.g_02556
OG0000305	Syao.g_00388	Syan.g_00195
OG0000306	Syao.g_01216	Syan.g_00087
OG0000307	Syao.g_00045	Syan.g_02782
OG0000308	Syao.g_00047	Syan.g_02784
OG0000309	Syao.g_02705	Syan.g_02883
OG0000310	Syao.g_01530	Syan.g_01304
OG0000311	Syao.g_01533	Syan.g_01299
OG0000312	Syao.g_01538	Syan.g_01290
OG0000313	Syao.g_01491	Syan.g_01271
OG0000314	Syao.g_00078	Syan.g_02823
OG0000315	Syao.g_00088	Syan.g_02833
OG0000316	Syao.g_01602	Syan.g_01354
OG0000317	Syao.g_01560	Syan.g_01396
OG0000318	Syao.g_01553	Syan.g_01401
OG0000319	Syao.g_01678	Syan.g_01425
OG0000320	Syao.g_01676	Syan.g_01427
OG0000321	Syao.g_01675	Syan.g_01428
OG0000322	Syao.g_01674	Syan.g_01429
OG0000323	Syao.g_01661	Syan.g_01442
OG0000324	Syao.g_01630	Syan.g_01472
OG0000325	Syao.g_01936	Syan.g_02107
OG0000326	Syao.g_01918	Syan.g_02114
OG0000327	Syao.g_01795	Syan.g_02244
OG0000328	Syao.g_01794	Syan.g_02243
OG0000329	Syao.g_01776	Syan.g_02225
OG0000330	Syao.g_01775	Syan.g_02224
OG0000331	Syao.g_01774	Syan.g_02223
OG0000332	Syao.g_01813	Syan.g_02208
OG0000333	Syao.g_01810	Syan.g_02205
OG0000334	Syao.g_01836	Syan.g_02194
OG0000335	Syao.g_01831	Syan.g_02189
OG0000336	Syao.g_01827	Syan.g_02185
OG0000337	Syao.g_01968	Syan.g_01949
OG0000338	Syao.g_01962	Syan.g_01943
OG0000339	Syao.g_02259	Syan.g_01935
OG0000340	Syao.g_02129	Syan.g_01923
OG0000341	Syao.g_02131	Syan.g_01921
OG0000342	Syao.g_02132	Syan.g_01920
OG0000343	Syao.g_02133	Syan.g_01918
OG0000344	Syao.g_02137	Syan.g_01914
OG0000345	Syao.g_01953	Syan.g_01900
OG0000346	Syao.g_01948	Syan.g_01895
OG0000347	Syao.g_02178	Syan.g_01867
OG0000348	Syao.g_02166	Syan.g_01803
OG0000349	Syao.g_02219	Syan.g_01727
OG0000350	Syao.g_01925	Syan.g_02121
OG0000351	Syao.g_02331	Syan.g_01682
OG0000352	Syao.g_02332	Syan.g_01683
OG0000353	Syao.g_02160	Syan.g_01795
OG0000354	Syao.g_00154, Syao.g_00155	Syan.g_02720
OG0000354	Syao.g_02252	Syan.g_01761
OG0000355	Syao.g_02162	Syan.g_01797
OG0000356	Syao.g_02163	Syan.g_01798
OG0000357	Syao.g_02164	Syan.g_01800
OG0000358	Syao.g_02154	Syan.g_01773
OG0000359	Syao.g_02152	Syan.g_01771
OG0000360	Syao.g_02151	Syan.g_01770
OG0000361	Syao.g_02150	Syan.g_01769
OG0000362	Syao.g_01954	Syan.g_01767
OG0000363	Syao.g_02255	Syan.g_01765
OG0000364	Syao.g_01558	Syan.g_01398
OG0000365	Syao.g_02246	Syan.g_01755
OG0000366	Syao.g_02245	Syan.g_01754
OG0000367	Syao.g_02244	Syan.g_01753
OG0000368	Syao.g_02242	Syan.g_01751
OG0000369	Syao.g_02241	Syan.g_01750
OG0000370	Syao.g_02240	Syan.g_01749
OG0000371	Syao.g_02231	Syan.g_01740
OG0000372	Syao.g_02226	Syan.g_01734
OG0000373	Syao.g_02225	Syan.g_01733
OG0000374	Syao.g_02224	Syan.g_01732
OG0000375	Syao.g_02223	Syan.g_01731
OG0000376	Syao.g_02221	Syan.g_01729
OG0000377	Syao.g_02429	Syan.g_01555
OG0000378	Syao.g_02414	Syan.g_01543
OG0000379	Syao.g_02409	Syan.g_01539
OG0000380	Syao.g_02616	Syan.g_02905
OG0000381	Syao.g_02618	Syan.g_02908
OG0000382	Syao.g_02636	Syan.g_02925
OG0000383	Syao.g_02643	Syan.g_02936
OG0000384	Syao.g_02644	Syan.g_02937
OG0000385	Syao.g_02645	Syan.g_02938
OG0000386	Syao.g_02646	Syan.g_02939
OG0000387	Syao.g_01019	Syan.g_00967
OG0000388	Syao.g_02596	Syan.g_02970
OG0000389	Syao.g_02599	Syan.g_02973
OG0000390	Syao.g_02567	Syan.g_02306
OG0000391	Syao.g_02572	Syan.g_02301
OG0000392	Syao.g_02578	Syan.g_02295
OG0000393	Syao.g_02581	Syan.g_02292
OG0000394	Syao.g_02582	Syan.g_02291
OG0000395	Syao.g_02583	Syan.g_02290
OG0000396	Syao.g_02586	Syan.g_02287
OG0000397	Syao.g_02542	Syan.g_02285
OG0000398	Syao.g_02547	Syan.g_02279
OG0000399	Syao.g_02548	Syan.g_02278
OG0000400	Syao.g_02549	Syan.g_02277
OG0000401	Syao.g_02550	Syan.g_02274
OG0000402	Syao.g_02552	Syan.g_02272
OG0000403	Syao.g_02553	Syan.g_02271
OG0000404	Syao.g_02554	Syan.g_02269
OG0000405	Syao.g_02478	Syan.g_03005
OG0000406	Syao.g_02482	Syan.g_03010
OG0000407	Syao.g_02483	Syan.g_03011
OG0000408	Syao.g_02485	Syan.g_03013
OG0000409	Syao.g_02487	Syan.g_03015
OG0000410	Syao.g_02488	Syan.g_03016
OG0000411	Syao.g_02489	Syan.g_03017
OG0000412	Syao.g_02490	Syan.g_03018
OG0000413	Syao.g_02492	Syan.g_03020
OG0000414	Syao.g_02493	Syan.g_03021
OG0000415	Syao.g_02494	Syan.g_03022
OG0000416	Syao.g_02495	Syan.g_03023
OG0000417	Syao.g_02497	Syan.g_03025
OG0000418	Syao.g_02502	Syan.g_03030
OG0000419	Syao.g_02504	Syan.g_03033
OG0000420	Syao.g_02506	Syan.g_03035
OG0000421	Syao.g_02510	Syan.g_03040
OG0000422	Syao.g_02511	Syan.g_03041
OG0000423	Syao.g_02512	Syan.g_03042
OG0000424	Syao.g_02513	Syan.g_03043
OG0000425	Syao.g_02514	Syan.g_03044
OG0000426	Syao.g_02515	Syan.g_03045
OG0000427	Syao.g_02516	Syan.g_03046
OG0000428	Syao.g_02519	Syan.g_03049
OG0000429	Syao.g_02522	Syan.g_03051
OG0000430	Syao.g_02523	Syan.g_03053
OG0000431	Syao.g_02526	Syan.g_03058
OG0000432	Syao.g_02532	Syan.g_03065
OG0000433	Syao.g_02534	Syan.g_03068
OG0000434	Syao.g_02535	Syan.g_03069
OG0000435	Syao.g_02538	Syan.g_03071
OG0000436	Syao.g_02458	Syan.g_03079
OG0000437	Syao.g_02459	Syan.g_03080
OG0000438	Syao.g_02460	Syan.g_03083
OG0000439	Syao.g_02462	Syan.g_03085
OG0000440	Syao.g_02463	Syan.g_03086
OG0000441	Syao.g_02466	Syan.g_03089
OG0000442	Syao.g_02467	Syan.g_03090
OG0000443	Syao.g_02468	Syan.g_03094
OG0000444	Syao.g_02473	Syan.g_03102
OG0000445	Syao.g_02474	Syan.g_03103
OG0000446	Syao.g_02476	Syan.g_03105
OG0000447	Syao.g_02383	Syan.g_03111
OG0000448	Syao.g_02384	Syan.g_03112
OG0000449	Syao.g_02385	Syan.g_03113
OG0000450	Syao.g_02391	Syan.g_01518
OG0000451	Syao.g_02392	Syan.g_01519
OG0000452	Syao.g_02396	Syan.g_01523
OG0000453	Syao.g_02397	Syan.g_01524
OG0000454	Syao.g_02398	Syan.g_01525
OG0000455	Syao.g_02399	Syan.g_01526
OG0000456	Syao.g_02400	Syan.g_01527
OG0000457	Syao.g_02402	Syan.g_01529
OG0000458	Syao.g_02403	Syan.g_01530
OG0000459	Syao.g_02404	Syan.g_01531
OG0000460	Syao.g_01702	Syan.g_02423
OG0000461	Syao.g_02119	Syan.g_02099
OG0000462	Syao.g_02116	Syan.g_02096
OG0000463	Syao.g_02115	Syan.g_02095
OG0000464	Syao.g_02114	Syan.g_02094
OG0000465	Syao.g_02112	Syan.g_02092
OG0000466	Syao.g_02107	Syan.g_02087
OG0000467	Syao.g_02106	Syan.g_02086
OG0000468	Syao.g_02102	Syan.g_02063
OG0000469	Syao.g_02087	Syan.g_02046
OG0000470	Syao.g_02085	Syan.g_02044
OG0000471	Syao.g_02084	Syan.g_02043
OG0000472	Syao.g_02082	Syan.g_02041
OG0000473	Syao.g_02080	Syan.g_02039
OG0000474	Syao.g_02079	Syan.g_02038
OG0000475	Syao.g_02078	Syan.g_02037
OG0000476	Syao.g_02076	Syan.g_02035
OG0000477	Syao.g_02069	Syan.g_02029
OG0000478	Syao.g_02068	Syan.g_02028
OG0000479	Syao.g_02067	Syan.g_02027
OG0000480	Syao.g_02060	Syan.g_02020
OG0000481	Syao.g_01012	Syan.g_00975
OG0000482	Syao.g_02058	Syan.g_02018
OG0000483	Syao.g_02054	Syan.g_02014
OG0000484	Syao.g_02053	Syan.g_02013
OG0000485	Syao.g_02052	Syan.g_02012
OG0000486	Syao.g_02051	Syan.g_02011
OG0000487	Syao.g_02044	Syan.g_02005
OG0000488	Syao.g_02040	Syan.g_02000
OG0000489	Syao.g_02033	Syan.g_01993
OG0000490	Syao.g_02025	Syan.g_01985
OG0000491	Syao.g_02024	Syan.g_01983
OG0000492	Syao.g_02022	Syan.g_01980
OG0000493	Syao.g_02021	Syan.g_01979
OG0000494	Syao.g_02020	Syan.g_01978
OG0000495	Syao.g_02018	Syan.g_01977
OG0000496	Syao.g_02017	Syan.g_01976
OG0000497	Syao.g_02016	Syan.g_01975
OG0000498	Syao.g_02015	Syan.g_01974
OG0000499	Syao.g_02014	Syan.g_01973
OG0000500	Syao.g_02013	Syan.g_01972
OG0000501	Syao.g_02010	Syan.g_01969
OG0000502	Syao.g_01974	Syan.g_01961
OG0000503	Syao.g_01877	Syan.g_02144
OG0000504	Syao.g_01875	Syan.g_02142
OG0000505	Syao.g_01874	Syan.g_02141
OG0000506	Syao.g_01872	Syan.g_02139
OG0000507	Syao.g_01866	Syan.g_02133
OG0000508	Syao.g_01750	Syan.g_02998
OG0000509	Syao.g_01755	Syan.g_02993
OG0000510	Syao.g_01756	Syan.g_02992
OG0000511	Syao.g_01757	Syan.g_02991
OG0000512	Syao.g_01759	Syan.g_02989
OG0000513	Syao.g_01720	Syan.g_02320
OG0000514	Syao.g_01727	Syan.g_02326
OG0000515	Syao.g_01728	Syan.g_02327
OG0000516	Syao.g_01730	Syan.g_02389
OG0000517	Syao.g_01735	Syan.g_02395
OG0000518	Syao.g_01621	Syan.g_01336
OG0000519	Syao.g_01622	Syan.g_01335
OG0000520	Syao.g_01512	Syan.g_01334
OG0000521	Syao.g_00061	Syan.g_02805
OG0000522	Syao.g_00059	Syan.g_02803
OG0000523	Syao.g_00058	Syan.g_02802
OG0000524	Syao.g_02699	Syan.g_02878
OG0000525	Syao.g_02691	Syan.g_02853
OG0000526	Syao.g_02688	Syan.g_02852
OG0000527	Syao.g_02684	Syan.g_02848
OG0000528	Syao.g_00031	Syan.g_02767
OG0000529	Syao.g_00027	Syan.g_02763
OG0000530	Syao.g_00122	Syan.g_02760
OG0000531	Syao.g_00121	Syan.g_02759
OG0000532	Syao.g_00118	Syan.g_02756
OG0000533	Syao.g_00116	Syan.g_02754
OG0000534	Syao.g_00115	Syan.g_02753
OG0000535	Syao.g_00114	Syan.g_02752
OG0000536	Syao.g_00113	Syan.g_02751
OG0000537	Syao.g_00112	Syan.g_02750
OG0000538	Syao.g_00100	Syan.g_02738
OG0000539	Syao.g_00099	Syan.g_02737
OG0000540	Syao.g_00098	Syan.g_02736
OG0000541	Syao.g_00097	Syan.g_02735
OG0000542	Syao.g_00167	Syan.g_02732
OG0000543	Syao.g_00165	Syan.g_02730
OG0000544	Syao.g_00164	Syan.g_02729
OG0000545	Syao.g_00162	Syan.g_02727
OG0000546	Syao.g_00160	Syan.g_02725
OG0000547	Syao.g_00158	Syan.g_02723
OG0000548	Syao.g_00157	Syan.g_02722
OG0000549	Syao.g_01391	Syan.g_01194
OG0000550	Syao.g_01396	Syan.g_01189
OG0000551	Syao.g_01401	Syan.g_01184
OG0000552	Syao.g_01402	Syan.g_01183
OG0000553	Syao.g_01404	Syan.g_01179
OG0000554	Syao.g_01413	Syan.g_01165
