Orthogroup	Syao	Praj
OG0000154	Syao.g_00447	Praj.g_00995
OG0000155	Syao.g_00178	Praj.g_01440
OG0000156	Syao.g_00151	Praj.g_01517
OG0000157	Syao.g_00152	Praj.g_01518
OG0000158	Syao.g_01141, Syao.g_02267	Praj.g_01995
OG0000159	Syao.g_02276	Praj.g_02043
OG0000160	Syao.g_01488	Praj.g_01633
OG0000161	Syao.g_01494	Praj.g_01639
OG0000162	Syao.g_01515	Praj.g_01645
OG0000163	Syao.g_01745	Praj.g_01681
OG0000164	Syao.g_01663	Praj.g_01790
OG0000165	Syao.g_01655	Praj.g_01798
OG0000166	Syao.g_01790	Praj.g_01915
OG0000167	Syao.g_01960	Praj.g_01985
OG0000168	Syao.g_02128	Praj.g_01996
OG0000169	Syao.g_02139	Praj.g_02006
OG0000170	Syao.g_02148	Praj.g_02008
OG0000171	Syao.g_02181	Praj.g_02030
OG0000172	Syao.g_02170	Praj.g_02061
OG0000173	Syao.g_02212	Praj.g_02076
OG0000174	Syao.g_02364, Syao.g_02355	Praj.g_02107
OG0000175	Syao.g_02327, Syao.g_00308	Praj.g_02125
OG0000176	Syao.g_02165	Praj.g_00004
OG0000177	Syao.g_02156	Praj.g_00005
OG0000178	Syao.g_02155	Praj.g_00006
OG0000179	Syao.g_02250	Praj.g_00016
OG0000180	Syao.g_02249	Praj.g_00017
OG0000181	Syao.g_02248	Praj.g_00018
OG0000182	Syao.g_02247	Praj.g_00019
OG0000183	Syao.g_02243	Praj.g_00023
OG0000184	Syao.g_02423	Praj.g_00050
OG0000185	Syao.g_02410	Praj.g_00053
OG0000186	Syao.g_02613	Praj.g_00102
OG0000187	Syao.g_02615	Praj.g_00103
OG0000188	Syao.g_02637	Praj.g_00120
OG0000189	Syao.g_02672	Praj.g_00134
OG0000190	Syao.g_01015	Praj.g_00135
OG0000191	Syao.g_02573	Praj.g_00158
OG0000192	Syao.g_02579	Praj.g_00162
OG0000193	Syao.g_02481	Praj.g_00186
OG0000194	Syao.g_02484	Praj.g_00189
OG0000195	Syao.g_02486	Praj.g_00191
OG0000196	Syao.g_02498	Praj.g_00201
OG0000197	Syao.g_02499	Praj.g_00202
OG0000198	Syao.g_02500	Praj.g_00203
OG0000199	Syao.g_02508	Praj.g_00210
OG0000200	Syao.g_02524	Praj.g_00223
OG0000201	Syao.g_02540	Praj.g_00232
OG0000202	Syao.g_02454	Praj.g_00233
OG0000203	Syao.g_02455	Praj.g_00234
OG0000204	Syao.g_02456	Praj.g_00235
OG0000205	Syao.g_02464	Praj.g_00242
OG0000206	Syao.g_02469	Praj.g_00246
OG0000207	Syao.g_02471	Praj.g_00248
OG0000208	Syao.g_02472	Praj.g_00249
OG0000209	Syao.g_02394	Praj.g_00258
OG0000210	Syao.g_02395	Praj.g_00259
OG0000211	Syao.g_01700	Praj.g_00273
OG0000212	Syao.g_01710	Praj.g_00281
OG0000213	Syao.g_02098	Praj.g_00296
OG0000214	Syao.g_02081	Praj.g_00304
OG0000215	Syao.g_02050	Praj.g_00328
OG0000216	Syao.g_02045	Praj.g_00329
OG0000217	Syao.g_02041	Praj.g_00332
OG0000218	Syao.g_02039	Praj.g_00334
OG0000219	Syao.g_02038	Praj.g_00335
OG0000220	Syao.g_02037	Praj.g_00336
OG0000221	Syao.g_02034	Praj.g_00337
OG0000222	Syao.g_02023	Praj.g_00345
OG0000223	Syao.g_00291	Praj.g_00358
OG0000224	Syao.g_01973	Praj.g_00360
OG0000225	Syao.g_01751	Praj.g_00391
OG0000226	Syao.g_01758	Praj.g_00395
OG0000227	Syao.g_01760	Praj.g_00397
OG0000228	Syao.g_01715	Praj.g_00402
OG0000229	Syao.g_01736	Praj.g_00430
OG0000230	Syao.g_01738	Praj.g_00432
OG0000231	Syao.g_01513	Praj.g_00443
OG0000232	Syao.g_00057	Praj.g_00451
OG0000233	Syao.g_02698	Praj.g_00459
OG0000234	Syao.g_02680	Praj.g_00468
OG0000235	Syao.g_00029	Praj.g_00472
OG0000236	Syao.g_00111	Praj.g_00485
OG0000237	Syao.g_00166	Praj.g_00498
OG0000238	Syao.g_00161	Praj.g_00504
OG0000239	Syao.g_01398	Praj.g_00516
OG0000240	Syao.g_01399	Praj.g_00517
OG0000241	Syao.g_00887	Praj.g_00521
OG0000242	Syao.g_01410	Praj.g_00523
OG0000243	Syao.g_00873	Praj.g_00534
OG0000244	Syao.g_00865	Praj.g_00537
OG0000245	Syao.g_00863	Praj.g_00539
OG0000246	Syao.g_00859	Praj.g_00543
OG0000247	Syao.g_00847	Praj.g_00553
OG0000248	Syao.g_00844	Praj.g_00555
OG0000249	Syao.g_00842	Praj.g_00557
OG0000250	Syao.g_00835	Praj.g_00562
OG0000251	Syao.g_01026	Praj.g_00578
OG0000252	Syao.g_01020	Praj.g_00580
OG0000253	Syao.g_01003	Praj.g_00582
OG0000254	Syao.g_01053	Praj.g_00599
OG0000255	Syao.g_01009	Praj.g_00605
OG0000256	Syao.g_01328	Praj.g_00615
OG0000257	Syao.g_00884	Praj.g_00618
OG0000258	Syao.g_00907	Praj.g_00631
OG0000259	Syao.g_00933, Syao.g_00932	Praj.g_00648
OG0000260	Syao.g_00936	Praj.g_00651
OG0000261	Syao.g_00941	Praj.g_00654
OG0000262	Syao.g_00946	Praj.g_00659
OG0000263	Syao.g_00247	Praj.g_00673
OG0000264	Syao.g_00699	Praj.g_00684
OG0000265	Syao.g_00049	Praj.g_00698
OG0000266	Syao.g_00480	Praj.g_00708
OG0000267	Syao.g_00589	Praj.g_00721
OG0000268	Syao.g_00588	Praj.g_00722
OG0000269	Syao.g_00751	Praj.g_00764
OG0000270	Syao.g_00754	Praj.g_00767
OG0000271	Syao.g_00762	Praj.g_00775
OG0000272	Syao.g_00763	Praj.g_00776
OG0000273	Syao.g_00791	Praj.g_00801
OG0000274	Syao.g_00792	Praj.g_00802
OG0000275	Syao.g_00438	Praj.g_00804
OG0000276	Syao.g_00558	Praj.g_00810
OG0000277	Syao.g_00557	Praj.g_00811
OG0000278	Syao.g_00554	Praj.g_00815
OG0000279	Syao.g_00529	Praj.g_00822
OG0000280	Syao.g_00608	Praj.g_01326
OG0000281	Syao.g_01377	Praj.g_00829
OG0000282	Syao.g_00967	Praj.g_00889
OG0000283	Syao.g_00640	Praj.g_00920
OG0000284	Syao.g_00634	Praj.g_00925
OG0000285	Syao.g_00706	Praj.g_00930
OG0000286	Syao.g_00675	Praj.g_00945
OG0000287	Syao.g_00825	Praj.g_00085
OG0000288	Syao.g_00446	Praj.g_00994
OG0000289	Syao.g_00461	Praj.g_01005
OG0000290	Syao.g_00428	Praj.g_01021
OG0000291	Syao.g_00333	Praj.g_01023
OG0000292	Syao.g_02196	Praj.g_01196
OG0000293	Syao.g_00136	Praj.g_01470
OG0000294	Syao.g_00135	Praj.g_01469
OG0000295	Syao.g_00186	Praj.g_01447
OG0000296	Syao.g_00184	Praj.g_01445
OG0000297	Syao.g_00171	Praj.g_01437
OG0000298	Syao.g_00170	Praj.g_01436
OG0000299	Syao.g_00231	Praj.g_01417
OG0000300	Syao.g_00274	Praj.g_01414
OG0000301	Syao.g_00272, Syao.g_00273	Praj.g_01413
OG0000302	Syao.g_00271	Praj.g_01410
OG0000303	Syao.g_00262	Praj.g_01405
OG0000304	Syao.g_00256	Praj.g_01402
OG0000305	Syao.g_00388	Praj.g_01734
OG0000306	Syao.g_01216	Praj.g_00833
OG0000307	Syao.g_00045	Praj.g_01584
OG0000308	Syao.g_00047	Praj.g_01585
OG0000309	Syao.g_02705	Praj.g_01589
OG0000310	Syao.g_01530	Praj.g_01616
OG0000311	Syao.g_01533	Praj.g_01618
OG0000312	Syao.g_01538	Praj.g_01621
OG0000313	Syao.g_01491	Praj.g_01636
OG0000314	Syao.g_00078	Praj.g_01657
OG0000315	Syao.g_00088	Praj.g_01667
OG0000316	Syao.g_01602	Praj.g_01692
OG0000317	Syao.g_01560	Praj.g_01766
OG0000318	Syao.g_01553	Praj.g_01769
OG0000319	Syao.g_01678	Praj.g_01780
OG0000320	Syao.g_01676	Praj.g_01782
OG0000321	Syao.g_01675	Praj.g_01783
OG0000322	Syao.g_01674	Praj.g_01784
OG0000323	Syao.g_01661	Praj.g_01793
OG0000324	Syao.g_01630	Praj.g_01820
OG0000325	Syao.g_01936	Praj.g_01870
OG0000326	Syao.g_01918	Praj.g_01876
OG0000327	Syao.g_01795	Praj.g_01910
OG0000328	Syao.g_01794	Praj.g_01911
OG0000329	Syao.g_01776	Praj.g_01928
OG0000330	Syao.g_01775	Praj.g_01929
OG0000331	Syao.g_01774	Praj.g_01930
OG0000332	Syao.g_01813	Praj.g_01944
OG0000333	Syao.g_01810	Praj.g_01946
OG0000334	Syao.g_01836	Praj.g_01955
OG0000335	Syao.g_01831	Praj.g_01960
OG0000336	Syao.g_01827	Praj.g_01964
OG0000337	Syao.g_01968	Praj.g_01982
OG0000338	Syao.g_01962	Praj.g_01983
OG0000339	Syao.g_02259	Praj.g_01988
OG0000340	Syao.g_02129	Praj.g_01997
OG0000341	Syao.g_02131	Praj.g_01999
OG0000342	Syao.g_02132	Praj.g_02000
OG0000343	Syao.g_02133	Praj.g_02001
OG0000344	Syao.g_02137	Praj.g_02004
OG0000345	Syao.g_01953	Praj.g_02009
OG0000346	Syao.g_01948	Praj.g_02013
OG0000347	Syao.g_02178	Praj.g_02034
OG0000348	Syao.g_02166	Praj.g_02064
OG0000349	Syao.g_02219	Praj.g_02082
OG0000350	Syao.g_01925	Praj.g_02103
OG0000351	Syao.g_02331	Praj.g_02128
OG0000352	Syao.g_02332	Praj.g_02129
OG0000353	Syao.g_02160	Praj.g_02148
OG0000355	Syao.g_02162	Praj.g_00001
OG0000356	Syao.g_02163	Praj.g_00002
OG0000357	Syao.g_02164	Praj.g_00003
OG0000358	Syao.g_02154	Praj.g_00007
OG0000359	Syao.g_02152	Praj.g_00008
OG0000360	Syao.g_02151	Praj.g_00009
OG0000361	Syao.g_02150	Praj.g_00010
OG0000362	Syao.g_01954	Praj.g_00012
OG0000363	Syao.g_02255	Praj.g_00014
OG0000364	Syao.g_01558	Praj.g_00015
OG0000365	Syao.g_02246	Praj.g_00020
OG0000366	Syao.g_02245	Praj.g_00021
OG0000367	Syao.g_02244	Praj.g_00022
OG0000368	Syao.g_02242	Praj.g_00024
OG0000369	Syao.g_02241	Praj.g_00025
OG0000370	Syao.g_02240	Praj.g_00026
OG0000371	Syao.g_02231	Praj.g_00032
OG0000372	Syao.g_02226	Praj.g_00034
OG0000373	Syao.g_02225	Praj.g_00035
OG0000374	Syao.g_02224	Praj.g_00036
OG0000375	Syao.g_02223	Praj.g_00044
OG0000376	Syao.g_02221	Praj.g_00046
OG0000377	Syao.g_02429	Praj.g_00049
OG0000378	Syao.g_02414	Praj.g_00051
OG0000379	Syao.g_02409	Praj.g_00054
OG0000380	Syao.g_02616	Praj.g_00104
OG0000381	Syao.g_02618	Praj.g_00108
OG0000382	Syao.g_02636	Praj.g_00119
OG0000383	Syao.g_02643	Praj.g_00121
OG0000384	Syao.g_02644	Praj.g_00122
OG0000385	Syao.g_02645	Praj.g_00123
OG0000386	Syao.g_02646	Praj.g_00124
OG0000387	Syao.g_01019	Praj.g_00137
OG0000388	Syao.g_02596	Praj.g_00141
OG0000389	Syao.g_02599	Praj.g_00144
OG0000390	Syao.g_02567	Praj.g_00153
OG0000391	Syao.g_02572	Praj.g_00157
OG0000392	Syao.g_02578	Praj.g_00160
OG0000393	Syao.g_02581	Praj.g_00163
OG0000394	Syao.g_02582	Praj.g_00164
OG0000395	Syao.g_02583	Praj.g_00165
OG0000396	Syao.g_02586	Praj.g_00168
OG0000397	Syao.g_02542	Praj.g_00170
OG0000398	Syao.g_02547	Praj.g_00173
OG0000399	Syao.g_02548	Praj.g_00174
OG0000400	Syao.g_02549	Praj.g_00175
OG0000401	Syao.g_02550	Praj.g_00176
OG0000402	Syao.g_02552	Praj.g_01057
OG0000403	Syao.g_02553	Praj.g_00177
OG0000404	Syao.g_02554	Praj.g_00178
OG0000405	Syao.g_02478	Praj.g_00183
OG0000406	Syao.g_02482	Praj.g_00187
OG0000407	Syao.g_02483	Praj.g_00188
OG0000408	Syao.g_02485	Praj.g_00190
OG0000409	Syao.g_02487	Praj.g_00192
OG0000410	Syao.g_02488	Praj.g_00193
OG0000411	Syao.g_02489	Praj.g_00194
OG0000412	Syao.g_02490	Praj.g_00195
OG0000413	Syao.g_02492	Praj.g_00196
OG0000414	Syao.g_02493	Praj.g_00197
OG0000415	Syao.g_02494	Praj.g_00198
OG0000416	Syao.g_02495	Praj.g_00199
OG0000417	Syao.g_02497	Praj.g_00200
OG0000418	Syao.g_02502	Praj.g_00205
OG0000419	Syao.g_02504	Praj.g_00207
OG0000420	Syao.g_02506	Praj.g_00208
OG0000421	Syao.g_02510	Praj.g_00212
OG0000422	Syao.g_02511	Praj.g_00213
OG0000423	Syao.g_02512	Praj.g_00214
OG0000424	Syao.g_02513	Praj.g_00215
OG0000425	Syao.g_02514	Praj.g_00216
OG0000426	Syao.g_02515	Praj.g_00217
OG0000427	Syao.g_02516	Praj.g_00218
OG0000428	Syao.g_02519	Praj.g_00220
OG0000429	Syao.g_02522	Praj.g_00221
OG0000430	Syao.g_02523	Praj.g_00222
OG0000431	Syao.g_02526	Praj.g_00224
OG0000432	Syao.g_02532	Praj.g_00228
OG0000433	Syao.g_02534	Praj.g_00229
OG0000434	Syao.g_02535	Praj.g_00230
OG0000435	Syao.g_02538	Praj.g_00231
OG0000436	Syao.g_02458	Praj.g_00236
OG0000437	Syao.g_02459	Praj.g_00237
OG0000438	Syao.g_02460	Praj.g_00238
OG0000439	Syao.g_02462	Praj.g_00240
OG0000440	Syao.g_02463	Praj.g_00241
OG0000441	Syao.g_02466	Praj.g_00243
OG0000442	Syao.g_02467	Praj.g_00244
OG0000443	Syao.g_02468	Praj.g_00245
OG0000444	Syao.g_02473	Praj.g_00250
OG0000445	Syao.g_02474	Praj.g_00251
OG0000446	Syao.g_02476	Praj.g_00252
OG0000447	Syao.g_02383	Praj.g_00253
OG0000448	Syao.g_02384	Praj.g_00254
OG0000449	Syao.g_02385	Praj.g_00255
OG0000450	Syao.g_02391	Praj.g_00256
OG0000451	Syao.g_02392	Praj.g_00257
OG0000452	Syao.g_02396	Praj.g_00260
OG0000453	Syao.g_02397	Praj.g_00261
OG0000454	Syao.g_02398	Praj.g_00262
OG0000455	Syao.g_02399	Praj.g_00263
OG0000456	Syao.g_02400	Praj.g_00264
OG0000457	Syao.g_02402	Praj.g_00265
OG0000458	Syao.g_02403	Praj.g_00266
OG0000459	Syao.g_02404	Praj.g_00267
OG0000460	Syao.g_01702	Praj.g_00275
OG0000461	Syao.g_02119	Praj.g_00283
OG0000462	Syao.g_02116	Praj.g_00285
OG0000463	Syao.g_02115	Praj.g_00286
OG0000464	Syao.g_02114	Praj.g_00287
OG0000465	Syao.g_02112	Praj.g_00288
OG0000466	Syao.g_02107	Praj.g_00289
OG0000467	Syao.g_02106	Praj.g_00290
OG0000468	Syao.g_02102	Praj.g_00292
OG0000469	Syao.g_02087	Praj.g_00299
OG0000470	Syao.g_02085	Praj.g_00301
OG0000471	Syao.g_02084	Praj.g_00302
OG0000472	Syao.g_02082	Praj.g_00303
OG0000473	Syao.g_02080	Praj.g_00305
OG0000474	Syao.g_02079	Praj.g_00306
OG0000475	Syao.g_02078	Praj.g_00307
OG0000476	Syao.g_02076	Praj.g_00309
OG0000477	Syao.g_02069	Praj.g_00311
OG0000478	Syao.g_02068	Praj.g_00312
OG0000479	Syao.g_02067	Praj.g_00313
OG0000480	Syao.g_02060	Praj.g_00318
OG0000481	Syao.g_01012	Praj.g_00320
OG0000482	Syao.g_02058	Praj.g_00321
OG0000483	Syao.g_02054	Praj.g_00324
OG0000484	Syao.g_02053	Praj.g_00325
OG0000485	Syao.g_02052	Praj.g_00326
OG0000486	Syao.g_02051	Praj.g_00327
OG0000487	Syao.g_02044	Praj.g_00330
OG0000488	Syao.g_02040	Praj.g_00333
OG0000489	Syao.g_02033	Praj.g_00338
OG0000490	Syao.g_02025	Praj.g_00343
OG0000491	Syao.g_02024	Praj.g_00344
OG0000492	Syao.g_02022	Praj.g_00346
OG0000493	Syao.g_02021	Praj.g_00347
OG0000494	Syao.g_02020	Praj.g_00348
OG0000495	Syao.g_02018	Praj.g_00349
OG0000496	Syao.g_02017	Praj.g_00350
OG0000497	Syao.g_02016	Praj.g_00351
OG0000498	Syao.g_02015	Praj.g_00352
OG0000499	Syao.g_02014	Praj.g_00353
OG0000500	Syao.g_02013	Praj.g_00354
OG0000501	Syao.g_02010	Praj.g_00356
OG0000502	Syao.g_01974	Praj.g_00359
OG0000503	Syao.g_01877	Praj.g_00380
OG0000504	Syao.g_01875	Praj.g_00382
OG0000505	Syao.g_01874	Praj.g_00383
OG0000506	Syao.g_01872	Praj.g_00384
OG0000507	Syao.g_01866	Praj.g_00387
OG0000508	Syao.g_01750	Praj.g_00390
OG0000509	Syao.g_01755	Praj.g_00392
OG0000510	Syao.g_01756	Praj.g_00393
OG0000511	Syao.g_01757	Praj.g_00394
OG0000512	Syao.g_01759	Praj.g_00396
OG0000513	Syao.g_01720	Praj.g_00406
OG0000514	Syao.g_01727	Praj.g_00425
OG0000515	Syao.g_01728	Praj.g_00426
OG0000516	Syao.g_01730	Praj.g_00427
OG0000517	Syao.g_01735	Praj.g_00429
OG0000518	Syao.g_01621	Praj.g_00440
OG0000519	Syao.g_01622	Praj.g_00441
OG0000520	Syao.g_01512	Praj.g_00442
OG0000521	Syao.g_00061	Praj.g_00447
OG0000522	Syao.g_00059	Praj.g_00449
OG0000523	Syao.g_00058	Praj.g_00450
OG0000524	Syao.g_02699	Praj.g_00457
OG0000525	Syao.g_02691	Praj.g_00461
OG0000526	Syao.g_02688	Praj.g_00462
OG0000527	Syao.g_02684	Praj.g_00465
OG0000528	Syao.g_00031	Praj.g_00471
OG0000529	Syao.g_00027	Praj.g_00474
OG0000530	Syao.g_00122	Praj.g_00477
OG0000531	Syao.g_00121	Praj.g_00478
OG0000532	Syao.g_00118	Praj.g_00479
OG0000533	Syao.g_00116	Praj.g_00480
OG0000534	Syao.g_00115	Praj.g_00481
OG0000535	Syao.g_00114	Praj.g_00482
OG0000536	Syao.g_00113	Praj.g_00483
OG0000537	Syao.g_00112	Praj.g_00484
OG0000538	Syao.g_00100	Praj.g_00492
OG0000539	Syao.g_00099	Praj.g_00493
OG0000540	Syao.g_00098	Praj.g_00494
OG0000541	Syao.g_00097	Praj.g_00495
OG0000542	Syao.g_00167	Praj.g_00497
OG0000543	Syao.g_00165	Praj.g_00499
OG0000544	Syao.g_00164	Praj.g_00500
OG0000545	Syao.g_00162	Praj.g_00502
OG0000546	Syao.g_00160	Praj.g_00505
OG0000547	Syao.g_00158	Praj.g_00507
OG0000548	Syao.g_00157	Praj.g_00508
OG0000549	Syao.g_01391	Praj.g_00511
OG0000550	Syao.g_01396	Praj.g_00515
OG0000551	Syao.g_01401	Praj.g_00518
OG0000552	Syao.g_01402	Praj.g_00519
OG0000553	Syao.g_01404	Praj.g_00520
OG0000554	Syao.g_01413	Praj.g_00525
OG0000555	Syao.g_00875	Praj.g_00533
OG0000556	Syao.g_00871	Praj.g_00535
OG0000557	Syao.g_00866	Praj.g_00536
OG0000558	Syao.g_00864	Praj.g_00538
OG0000559	Syao.g_00860	Praj.g_00542
OG0000560	Syao.g_00857	Praj.g_00545
OG0000561	Syao.g_00856	Praj.g_00546
OG0000562	Syao.g_00855	Praj.g_00547
OG0000563	Syao.g_00854	Praj.g_00548
OG0000564	Syao.g_00853	Praj.g_00549
OG0000565	Syao.g_00849	Praj.g_00552
OG0000566	Syao.g_00845	Praj.g_00554
OG0000567	Syao.g_00841	Praj.g_00558
OG0000568	Syao.g_00839	Praj.g_00559
OG0000569	Syao.g_00838	Praj.g_00560
OG0000570	Syao.g_00837	Praj.g_00561
OG0000571	Syao.g_00834	Praj.g_00563
OG0000572	Syao.g_01033	Praj.g_00574
OG0000573	Syao.g_01022	Praj.g_00579
OG0000574	Syao.g_01021	Praj.g_00581
OG0000575	Syao.g_01000	Praj.g_00584
OG0000576	Syao.g_00996	Praj.g_00586
OG0000577	Syao.g_00995	Praj.g_00587
OG0000578	Syao.g_00994	Praj.g_00588
OG0000579	Syao.g_00993	Praj.g_00589
OG0000580	Syao.g_00992	Praj.g_00590
OG0000581	Syao.g_01059	Praj.g_00593
OG0000582	Syao.g_01204	Praj.g_00596
