Orthogroup	Syao	Prbk
OG0000129	Syao.g_02434	Prbk.g_02156
OG0000130	Syao.g_02617	Prbk.g_01320
OG0000131	Syao.g_02480	Prbk.g_00751
OG0000132	Syao.g_02501	Prbk.g_00771
OG0000133	Syao.g_00678	Prbk.g_00472
OG0000134	Syao.g_01719	Prbk.g_00361
OG0000135	Syao.g_00147	Prbk.g_02209
OG0000136	Syao.g_01614, Syao.g_01613	Prbk.g_00323
OG0000137	Syao.g_02682	Prbk.g_02113
OG0000138	Syao.g_00108	Prbk.g_02078
OG0000139	Syao.g_01418, Syao.g_02005	Prbk.g_01086
OG0000140	Syao.g_01373, Syao.g_01372	Prbk.g_01092
OG0000141	Syao.g_01202	Prbk.g_01154
OG0000142	Syao.g_00894	Prbk.g_02631
OG0000143	Syao.g_00898	Prbk.g_02635
OG0000145	Syao.g_00102	Prbk.g_01863
OG0000146	Syao.g_00684, Syao.g_00304	Prbk.g_02333
OG0000147	Syao.g_00305, Syao.g_00685	Prbk.g_02334
OG0000148	Syao.g_00776	Prbk.g_02487
OG0000149	Syao.g_00534	Prbk.g_02544
OG0000150	Syao.g_01203	Prbk.g_02567
OG0000151	Syao.g_00975	Prbk.g_02417
OG0000152	Syao.g_00674	Prbk.g_02324
OG0000153	Syao.g_00818, Syao.g_01176	Prbk.g_02297
OG0000154	Syao.g_00447	Prbk.g_00584
OG0000155	Syao.g_00178	Prbk.g_00099
OG0000156	Syao.g_00151	Prbk.g_00164
OG0000157	Syao.g_00152	Prbk.g_00163
OG0000158	Syao.g_01141, Syao.g_02267	Prbk.g_00526
OG0000160	Syao.g_01488	Prbk.g_00260
OG0000161	Syao.g_01494	Prbk.g_00274
OG0000162	Syao.g_01515	Prbk.g_00280
OG0000163	Syao.g_01745	Prbk.g_02002
OG0000164	Syao.g_01663	Prbk.g_01432
OG0000165	Syao.g_01655	Prbk.g_01423
OG0000166	Syao.g_01790	Prbk.g_00982
OG0000167	Syao.g_01960	Prbk.g_00512
OG0000168	Syao.g_02128	Prbk.g_00527
OG0000169	Syao.g_02139	Prbk.g_00220
OG0000170	Syao.g_02148	Prbk.g_00232
OG0000171	Syao.g_02181	Prbk.g_01538
OG0000172	Syao.g_02170	Prbk.g_01573
OG0000173	Syao.g_02212	Prbk.g_01594
OG0000174	Syao.g_02364, Syao.g_02355	Prbk.g_02211
OG0000175	Syao.g_02327, Syao.g_00308	Prbk.g_02249
OG0000176	Syao.g_02165	Prbk.g_02282
OG0000177	Syao.g_02156	Prbk.g_02283
OG0000178	Syao.g_02155	Prbk.g_02284
OG0000179	Syao.g_02250	Prbk.g_01633
OG0000180	Syao.g_02249	Prbk.g_01632
OG0000181	Syao.g_02248	Prbk.g_01631
OG0000182	Syao.g_02247	Prbk.g_01630
OG0000183	Syao.g_02243	Prbk.g_01626
OG0000184	Syao.g_02423	Prbk.g_02148
OG0000185	Syao.g_02410	Prbk.g_02126
OG0000186	Syao.g_02613	Prbk.g_01326
OG0000187	Syao.g_02615	Prbk.g_01324
OG0000188	Syao.g_02637	Prbk.g_01303
OG0000189	Syao.g_02672	Prbk.g_00024
OG0000190	Syao.g_01015	Prbk.g_00022
OG0000191	Syao.g_02573	Prbk.g_00197
OG0000192	Syao.g_02579	Prbk.g_00206
OG0000193	Syao.g_02481	Prbk.g_00752
OG0000194	Syao.g_02484	Prbk.g_00755
OG0000195	Syao.g_02486	Prbk.g_00757
OG0000196	Syao.g_02498	Prbk.g_00768
OG0000197	Syao.g_02499	Prbk.g_00769
OG0000198	Syao.g_02500	Prbk.g_00770
OG0000199	Syao.g_02508	Prbk.g_00777
OG0000200	Syao.g_02524	Prbk.g_01280
OG0000201	Syao.g_02540	Prbk.g_01261
OG0000202	Syao.g_02454	Prbk.g_01260
OG0000203	Syao.g_02455	Prbk.g_01259
OG0000204	Syao.g_02456	Prbk.g_01258
OG0000205	Syao.g_02464	Prbk.g_01251
OG0000206	Syao.g_02469	Prbk.g_00632
OG0000207	Syao.g_02471	Prbk.g_00686
OG0000208	Syao.g_02472	Prbk.g_00685
OG0000209	Syao.g_02394	Prbk.g_00658
OG0000210	Syao.g_02395	Prbk.g_00657
OG0000211	Syao.g_01700	Prbk.g_01368
OG0000212	Syao.g_01710	Prbk.g_01514
OG0000213	Syao.g_02098	Prbk.g_00374
OG0000214	Syao.g_02081	Prbk.g_00401
OG0000215	Syao.g_02050	Prbk.g_00431
OG0000216	Syao.g_02045	Prbk.g_00434
OG0000217	Syao.g_02041	Prbk.g_00438
OG0000218	Syao.g_02039	Prbk.g_00442
OG0000219	Syao.g_02038	Prbk.g_00443
OG0000220	Syao.g_02037	Prbk.g_00444
OG0000221	Syao.g_02034	Prbk.g_00449
OG0000222	Syao.g_02023	Prbk.g_00458
OG0000223	Syao.g_00291	Prbk.g_00481
OG0000224	Syao.g_01973	Prbk.g_00492
OG0000225	Syao.g_01751	Prbk.g_00889
OG0000226	Syao.g_01758	Prbk.g_00893
OG0000227	Syao.g_01760	Prbk.g_00895
OG0000228	Syao.g_01715	Prbk.g_00365
OG0000229	Syao.g_01736	Prbk.g_00328
OG0000230	Syao.g_01738	Prbk.g_00326
OG0000231	Syao.g_01513	Prbk.g_00311
OG0000232	Syao.g_00057	Prbk.g_00295
OG0000233	Syao.g_02698	Prbk.g_02092
OG0000234	Syao.g_02680	Prbk.g_02114
OG0000235	Syao.g_00029	Prbk.g_02060
OG0000236	Syao.g_00111	Prbk.g_02076
OG0000237	Syao.g_00166	Prbk.g_01047
OG0000238	Syao.g_00161	Prbk.g_01051
OG0000239	Syao.g_01398	Prbk.g_01067
OG0000240	Syao.g_01399	Prbk.g_01068
OG0000241	Syao.g_00887	Prbk.g_01965
OG0000242	Syao.g_01410	Prbk.g_01078
OG0000243	Syao.g_00873	Prbk.g_02684
OG0000244	Syao.g_00865	Prbk.g_01897
OG0000245	Syao.g_00863	Prbk.g_01894
OG0000246	Syao.g_00859	Prbk.g_01890
OG0000247	Syao.g_00847	Prbk.g_01879
OG0000248	Syao.g_00844	Prbk.g_01876
OG0000249	Syao.g_00842	Prbk.g_01874
OG0000250	Syao.g_00835	Prbk.g_01106
OG0000251	Syao.g_01026	Prbk.g_01130
OG0000252	Syao.g_01020	Prbk.g_01133
OG0000253	Syao.g_01003	Prbk.g_01139
OG0000254	Syao.g_01053	Prbk.g_01158
OG0000255	Syao.g_01009	Prbk.g_02604
OG0000256	Syao.g_01328	Prbk.g_02618
OG0000257	Syao.g_00884	Prbk.g_02624
OG0000258	Syao.g_00907	Prbk.g_02647
OG0000259	Syao.g_00933, Syao.g_00932	Prbk.g_00720
OG0000260	Syao.g_00936	Prbk.g_00717
OG0000261	Syao.g_00941	Prbk.g_00714
OG0000262	Syao.g_00946	Prbk.g_00709
OG0000263	Syao.g_00247	Prbk.g_00672
OG0000264	Syao.g_00699	Prbk.g_01815
OG0000265	Syao.g_00049	Prbk.g_00619
OG0000266	Syao.g_00480	Prbk.g_00608
OG0000267	Syao.g_00589	Prbk.g_02371
OG0000268	Syao.g_00588	Prbk.g_02370
OG0000269	Syao.g_00751	Prbk.g_02463
OG0000270	Syao.g_00754	Prbk.g_02466
OG0000271	Syao.g_00762	Prbk.g_02474
OG0000272	Syao.g_00763	Prbk.g_02475
OG0000274	Syao.g_00792	Prbk.g_02527
OG0000275	Syao.g_00438	Prbk.g_02530
OG0000276	Syao.g_00558	Prbk.g_02536
OG0000277	Syao.g_00557	Prbk.g_02537
OG0000278	Syao.g_00554	Prbk.g_02540
OG0000279	Syao.g_00529	Prbk.g_02548
OG0000280	Syao.g_00608	Prbk.g_02554
OG0000281	Syao.g_01377	Prbk.g_02568
OG0000282	Syao.g_00967	Prbk.g_02398
OG0000283	Syao.g_00640	Prbk.g_02359
OG0000284	Syao.g_00634	Prbk.g_02353
OG0000285	Syao.g_00706	Prbk.g_01698
OG0000286	Syao.g_00675	Prbk.g_02325
OG0000287	Syao.g_00825	Prbk.g_01728
OG0000288	Syao.g_00446	Prbk.g_00583
OG0000289	Syao.g_00461	Prbk.g_00596
OG0000290	Syao.g_00428	Prbk.g_00059
OG0000291	Syao.g_00333	Prbk.g_00057
OG0000292	Syao.g_02196	Prbk.g_02271
OG0000293	Syao.g_00136	Prbk.g_01032
OG0000294	Syao.g_00135	Prbk.g_01031
OG0000295	Syao.g_00186	Prbk.g_00106
OG0000296	Syao.g_00184	Prbk.g_00104
OG0000297	Syao.g_00171	Prbk.g_01498
OG0000298	Syao.g_00170	Prbk.g_01497
OG0000299	Syao.g_00231	Prbk.g_01508
OG0000300	Syao.g_00274	Prbk.g_00186
OG0000301	Syao.g_00272, Syao.g_00273	Prbk.g_00185
OG0000302	Syao.g_00271	Prbk.g_00182
OG0000303	Syao.g_00262	Prbk.g_00097
OG0000304	Syao.g_00256	Prbk.g_00121
OG0000305	Syao.g_00388	Prbk.g_00055
OG0000306	Syao.g_01216	Prbk.g_02578
OG0000307	Syao.g_00045	Prbk.g_02044
OG0000308	Syao.g_00047	Prbk.g_02042
OG0000309	Syao.g_02705	Prbk.g_02038
OG0000310	Syao.g_01530	Prbk.g_01937
OG0000311	Syao.g_01533	Prbk.g_00243
OG0000312	Syao.g_01538	Prbk.g_00247
OG0000313	Syao.g_01491	Prbk.g_00271
OG0000314	Syao.g_00078	Prbk.g_01222
OG0000315	Syao.g_00088	Prbk.g_01212
OG0000316	Syao.g_01602	Prbk.g_01991
OG0000317	Syao.g_01560	Prbk.g_00913
OG0000318	Syao.g_01553	Prbk.g_00906
OG0000319	Syao.g_01678	Prbk.g_01443
OG0000320	Syao.g_01676	Prbk.g_01441
OG0000321	Syao.g_01675	Prbk.g_01440
OG0000322	Syao.g_01674	Prbk.g_01439
OG0000323	Syao.g_01661	Prbk.g_01428
OG0000324	Syao.g_01630	Prbk.g_01399
OG0000325	Syao.g_01936	Prbk.g_01904
OG0000326	Syao.g_01918	Prbk.g_01912
OG0000327	Syao.g_01795	Prbk.g_00987
OG0000328	Syao.g_01794	Prbk.g_00986
OG0000329	Syao.g_01776	Prbk.g_00969
OG0000330	Syao.g_01775	Prbk.g_00968
OG0000331	Syao.g_01774	Prbk.g_00967
OG0000332	Syao.g_01813	Prbk.g_00952
OG0000333	Syao.g_01810	Prbk.g_00950
OG0000334	Syao.g_01836	Prbk.g_00801
OG0000335	Syao.g_01831	Prbk.g_00806
OG0000336	Syao.g_01827	Prbk.g_00810
OG0000337	Syao.g_01968	Prbk.g_00506
OG0000338	Syao.g_01962	Prbk.g_00510
OG0000339	Syao.g_02259	Prbk.g_00516
OG0000340	Syao.g_02129	Prbk.g_00528
OG0000341	Syao.g_02131	Prbk.g_00530
OG0000342	Syao.g_02132	Prbk.g_00531
OG0000343	Syao.g_02133	Prbk.g_00215
OG0000344	Syao.g_02137	Prbk.g_00218
OG0000345	Syao.g_01953	Prbk.g_00233
OG0000346	Syao.g_01948	Prbk.g_00238
OG0000347	Syao.g_02178	Prbk.g_01540
OG0000348	Syao.g_02166	Prbk.g_01578
OG0000349	Syao.g_02219	Prbk.g_01602
OG0000350	Syao.g_01925	Prbk.g_02204
OG0000351	Syao.g_02331	Prbk.g_02252
OG0000352	Syao.g_02332	Prbk.g_02253
OG0000353	Syao.g_02160	Prbk.g_02277
OG0000354	Syao.g_00154, Syao.g_00155	Prbk.g_01057
OG0000354	Syao.g_02252	Prbk.g_01635
OG0000355	Syao.g_02162	Prbk.g_02279
OG0000356	Syao.g_02163	Prbk.g_02280
OG0000357	Syao.g_02164	Prbk.g_02281
OG0000358	Syao.g_02154	Prbk.g_02285
OG0000359	Syao.g_02152	Prbk.g_02287
OG0000360	Syao.g_02151	Prbk.g_02288
OG0000361	Syao.g_02150	Prbk.g_02289
OG0000362	Syao.g_01954	Prbk.g_02291
OG0000363	Syao.g_02255	Prbk.g_01639
OG0000364	Syao.g_01558	Prbk.g_01638
OG0000365	Syao.g_02246	Prbk.g_01629
OG0000366	Syao.g_02245	Prbk.g_01628
OG0000367	Syao.g_02244	Prbk.g_01627
OG0000368	Syao.g_02242	Prbk.g_01625
OG0000369	Syao.g_02241	Prbk.g_01624
OG0000370	Syao.g_02240	Prbk.g_01623
OG0000371	Syao.g_02231	Prbk.g_01614
OG0000372	Syao.g_02226	Prbk.g_01609
OG0000373	Syao.g_02225	Prbk.g_01608
OG0000374	Syao.g_02224	Prbk.g_01607
OG0000375	Syao.g_02223	Prbk.g_01606
OG0000376	Syao.g_02221	Prbk.g_01604
OG0000377	Syao.g_02429	Prbk.g_02155
OG0000378	Syao.g_02414	Prbk.g_02141
OG0000379	Syao.g_02409	Prbk.g_02125
OG0000380	Syao.g_02616	Prbk.g_01323
OG0000381	Syao.g_02618	Prbk.g_01319
OG0000382	Syao.g_02636	Prbk.g_01304
OG0000383	Syao.g_02643	Prbk.g_01302
OG0000384	Syao.g_02644	Prbk.g_01301
OG0000385	Syao.g_02645	Prbk.g_01300
OG0000386	Syao.g_02646	Prbk.g_01299
OG0000387	Syao.g_01019	Prbk.g_00020
OG0000388	Syao.g_02596	Prbk.g_00016
OG0000389	Syao.g_02599	Prbk.g_00012
OG0000390	Syao.g_02567	Prbk.g_00191
OG0000391	Syao.g_02572	Prbk.g_00196
OG0000392	Syao.g_02578	Prbk.g_00202
OG0000393	Syao.g_02581	Prbk.g_00207
OG0000394	Syao.g_02582	Prbk.g_00208
OG0000395	Syao.g_02583	Prbk.g_00209
OG0000396	Syao.g_02586	Prbk.g_00542
OG0000397	Syao.g_02542	Prbk.g_00544
OG0000398	Syao.g_02547	Prbk.g_00549
OG0000399	Syao.g_02548	Prbk.g_00550
OG0000400	Syao.g_02549	Prbk.g_00551
OG0000401	Syao.g_02550	Prbk.g_00552
OG0000402	Syao.g_02552	Prbk.g_00554
OG0000403	Syao.g_02553	Prbk.g_00555
OG0000404	Syao.g_02554	Prbk.g_00557
OG0000405	Syao.g_02478	Prbk.g_00749
OG0000406	Syao.g_02482	Prbk.g_00753
OG0000407	Syao.g_02483	Prbk.g_00754
OG0000408	Syao.g_02485	Prbk.g_00756
OG0000409	Syao.g_02487	Prbk.g_00758
OG0000410	Syao.g_02488	Prbk.g_00759
OG0000411	Syao.g_02489	Prbk.g_00760
OG0000412	Syao.g_02490	Prbk.g_00761
OG0000413	Syao.g_02492	Prbk.g_00763
OG0000414	Syao.g_02493	Prbk.g_00764
OG0000415	Syao.g_02494	Prbk.g_00765
OG0000416	Syao.g_02495	Prbk.g_00766
OG0000417	Syao.g_02497	Prbk.g_00767
OG0000418	Syao.g_02502	Prbk.g_00772
OG0000419	Syao.g_02504	Prbk.g_00774
OG0000420	Syao.g_02506	Prbk.g_00775
OG0000421	Syao.g_02510	Prbk.g_00779
OG0000422	Syao.g_02511	Prbk.g_00780
OG0000423	Syao.g_02512	Prbk.g_00781
OG0000424	Syao.g_02513	Prbk.g_00782
OG0000425	Syao.g_02514	Prbk.g_00783
OG0000426	Syao.g_02515	Prbk.g_00784
OG0000427	Syao.g_02516	Prbk.g_00785
OG0000428	Syao.g_02519	Prbk.g_02425
OG0000429	Syao.g_02522	Prbk.g_01283
OG0000430	Syao.g_02523	Prbk.g_01281
OG0000431	Syao.g_02526	Prbk.g_01277
OG0000432	Syao.g_02532	Prbk.g_01270
OG0000433	Syao.g_02534	Prbk.g_01267
OG0000434	Syao.g_02535	Prbk.g_01266
OG0000435	Syao.g_02538	Prbk.g_01263
OG0000436	Syao.g_02458	Prbk.g_01257
OG0000437	Syao.g_02459	Prbk.g_01256
OG0000438	Syao.g_02460	Prbk.g_01255
OG0000439	Syao.g_02462	Prbk.g_01253
OG0000440	Syao.g_02463	Prbk.g_01252
OG0000441	Syao.g_02466	Prbk.g_01245
OG0000442	Syao.g_02467	Prbk.g_01244
OG0000443	Syao.g_02468	Prbk.g_00631
OG0000444	Syao.g_02473	Prbk.g_00683
OG0000445	Syao.g_02474	Prbk.g_00682
OG0000446	Syao.g_02476	Prbk.g_00680
OG0000447	Syao.g_02383	Prbk.g_00670
OG0000448	Syao.g_02384	Prbk.g_00669
OG0000449	Syao.g_02385	Prbk.g_00668
OG0000450	Syao.g_02391	Prbk.g_00662
OG0000451	Syao.g_02392	Prbk.g_00661
OG0000452	Syao.g_02396	Prbk.g_00656
OG0000453	Syao.g_02397	Prbk.g_00655
OG0000454	Syao.g_02398	Prbk.g_00654
OG0000455	Syao.g_02399	Prbk.g_00653
OG0000456	Syao.g_02400	Prbk.g_00652
OG0000457	Syao.g_02402	Prbk.g_00650
OG0000458	Syao.g_02403	Prbk.g_00649
OG0000459	Syao.g_02404	Prbk.g_00648
OG0000460	Syao.g_01702	Prbk.g_01369
OG0000461	Syao.g_02119	Prbk.g_01900
OG0000462	Syao.g_02116	Prbk.g_01012
OG0000463	Syao.g_02115	Prbk.g_01011
OG0000464	Syao.g_02114	Prbk.g_01010
OG0000465	Syao.g_02112	Prbk.g_01008
OG0000466	Syao.g_02107	Prbk.g_01003
OG0000467	Syao.g_02106	Prbk.g_01001
OG0000468	Syao.g_02102	Prbk.g_00371
OG0000469	Syao.g_02087	Prbk.g_00384
OG0000470	Syao.g_02085	Prbk.g_00397
OG0000471	Syao.g_02084	Prbk.g_00398
OG0000472	Syao.g_02082	Prbk.g_00400
OG0000473	Syao.g_02080	Prbk.g_00402
OG0000474	Syao.g_02079	Prbk.g_00403
OG0000475	Syao.g_02078	Prbk.g_00404
OG0000476	Syao.g_02076	Prbk.g_00406
OG0000477	Syao.g_02069	Prbk.g_00411
OG0000478	Syao.g_02068	Prbk.g_00412
OG0000479	Syao.g_02067	Prbk.g_00413
OG0000480	Syao.g_02060	Prbk.g_00420
OG0000481	Syao.g_01012	Prbk.g_00422
OG0000482	Syao.g_02058	Prbk.g_00423
OG0000483	Syao.g_02054	Prbk.g_00427
OG0000484	Syao.g_02053	Prbk.g_00428
OG0000485	Syao.g_02052	Prbk.g_00429
OG0000486	Syao.g_02051	Prbk.g_00430
OG0000487	Syao.g_02044	Prbk.g_00435
OG0000488	Syao.g_02040	Prbk.g_00439
OG0000489	Syao.g_02033	Prbk.g_00450
OG0000490	Syao.g_02025	Prbk.g_00456
OG0000491	Syao.g_02024	Prbk.g_00457
OG0000492	Syao.g_02022	Prbk.g_00460
OG0000493	Syao.g_02021	Prbk.g_00461
OG0000494	Syao.g_02020	Prbk.g_00462
OG0000495	Syao.g_02018	Prbk.g_00463
OG0000496	Syao.g_02017	Prbk.g_00464
OG0000497	Syao.g_02016	Prbk.g_00465
OG0000498	Syao.g_02015	Prbk.g_00466
OG0000499	Syao.g_02014	Prbk.g_00467
OG0000500	Syao.g_02013	Prbk.g_00468
OG0000501	Syao.g_02010	Prbk.g_00471
OG0000502	Syao.g_01974	Prbk.g_00483
OG0000503	Syao.g_01877	Prbk.g_00871
OG0000504	Syao.g_01875	Prbk.g_00873
OG0000505	Syao.g_01874	Prbk.g_00874
OG0000506	Syao.g_01872	Prbk.g_00876
OG0000507	Syao.g_01866	Prbk.g_00881
OG0000508	Syao.g_01750	Prbk.g_00888
OG0000509	Syao.g_01755	Prbk.g_00890
OG0000510	Syao.g_01756	Prbk.g_00891
OG0000511	Syao.g_01757	Prbk.g_00892
OG0000512	Syao.g_01759	Prbk.g_00894
OG0000513	Syao.g_01720	Prbk.g_00360
OG0000514	Syao.g_01727	Prbk.g_00352
OG0000515	Syao.g_01728	Prbk.g_00351
OG0000516	Syao.g_01730	Prbk.g_00339
OG0000517	Syao.g_01735	Prbk.g_00329
OG0000518	Syao.g_01621	Prbk.g_00317
OG0000519	Syao.g_01622	Prbk.g_00316
OG0000520	Syao.g_01512	Prbk.g_00315
OG0000521	Syao.g_00061	Prbk.g_00301
OG0000522	Syao.g_00059	Prbk.g_00299
OG0000523	Syao.g_00058	Prbk.g_00298
OG0000524	Syao.g_02699	Prbk.g_02088
OG0000525	Syao.g_02691	Prbk.g_02105
OG0000526	Syao.g_02688	Prbk.g_02107
OG0000527	Syao.g_02684	Prbk.g_02111
OG0000528	Syao.g_00031	Prbk.g_02056
OG0000529	Syao.g_00027	Prbk.g_02062
OG0000530	Syao.g_00122	Prbk.g_02065
OG0000531	Syao.g_00121	Prbk.g_02066
OG0000532	Syao.g_00118	Prbk.g_02069
OG0000533	Syao.g_00116	Prbk.g_02071
OG0000534	Syao.g_00115	Prbk.g_02072
OG0000535	Syao.g_00114	Prbk.g_02073
OG0000536	Syao.g_00113	Prbk.g_02074
OG0000537	Syao.g_00112	Prbk.g_02075
OG0000538	Syao.g_00100	Prbk.g_01865
OG0000539	Syao.g_00099	Prbk.g_01041
OG0000540	Syao.g_00098	Prbk.g_01042
OG0000541	Syao.g_00097	Prbk.g_01043
OG0000542	Syao.g_00167	Prbk.g_01046
OG0000543	Syao.g_00165	Prbk.g_01048
OG0000544	Syao.g_00164	Prbk.g_01049
OG0000545	Syao.g_00162	Prbk.g_01050
OG0000546	Syao.g_00160	Prbk.g_01052
OG0000547	Syao.g_00158	Prbk.g_01054
OG0000548	Syao.g_00157	Prbk.g_01055
OG0000549	Syao.g_01391	Prbk.g_01061
OG0000550	Syao.g_01396	Prbk.g_01066
OG0000551	Syao.g_01401	Prbk.g_01070
OG0000552	Syao.g_01402	Prbk.g_01071
OG0000553	Syao.g_01404	Prbk.g_01076
OG0000554	Syao.g_01413	Prbk.g_01081
OG0000555	Syao.g_00875	Prbk.g_01099
OG0000556	Syao.g_00871	Prbk.g_02686
OG0000557	Syao.g_00866	Prbk.g_01898
OG0000558	Syao.g_00864	Prbk.g_01895
OG0000559	Syao.g_00860	Prbk.g_01891
OG0000560	Syao.g_00857	Prbk.g_01888
OG0000561	Syao.g_00856	Prbk.g_01887
OG0000562	Syao.g_00855	Prbk.g_01886
OG0000563	Syao.g_00854	Prbk.g_01885
OG0000564	Syao.g_00853	Prbk.g_01884
OG0000565	Syao.g_00849	Prbk.g_01881
