Orthogroup	Syao	Prba
OG0000286	Syao.g_00675	Prba.g_01338
OG0000287	Syao.g_00825	Prba.g_01321
OG0000288	Syao.g_00446	Prba.g_01291
OG0000289	Syao.g_00461	Prba.g_01280
OG0000290	Syao.g_00428	Prba.g_01267
OG0000291	Syao.g_00333	Prba.g_01265
OG0000292	Syao.g_02196	Prba.g_01216
OG0000293	Syao.g_00136	Prba.g_00073
OG0000294	Syao.g_00135	Prba.g_00072
OG0000295	Syao.g_00186	Prba.g_00051
OG0000296	Syao.g_00184	Prba.g_00049
OG0000297	Syao.g_00171	Prba.g_00041
OG0000298	Syao.g_00170	Prba.g_00040
OG0000299	Syao.g_00231	Prba.g_00023
OG0000300	Syao.g_00274	Prba.g_00020
OG0000301	Syao.g_00272, Syao.g_00273	Prba.g_00019
OG0000302	Syao.g_00271	Prba.g_00017
OG0000303	Syao.g_00262	Prba.g_00010
OG0000304	Syao.g_00256	Prba.g_00006
OG0000305	Syao.g_00388	Prba.g_00204
OG0000306	Syao.g_01216	Prba.g_00201
OG0000307	Syao.g_00045	Prba.g_00187
OG0000308	Syao.g_00047	Prba.g_00186
OG0000309	Syao.g_02705	Prba.g_00182
OG0000310	Syao.g_01530	Prba.g_00112
OG0000311	Syao.g_01533	Prba.g_00110
OG0000312	Syao.g_01538	Prba.g_00107
OG0000313	Syao.g_01491	Prba.g_00709
OG0000314	Syao.g_00078	Prba.g_00686
OG0000315	Syao.g_00088	Prba.g_00351, Prba.g_00676
OG0000316	Syao.g_01602	Prba.g_00331
OG0000317	Syao.g_01560	Prba.g_00228
OG0000318	Syao.g_01553	Prba.g_00619
OG0000319	Syao.g_01678	Prba.g_00606
OG0000320	Syao.g_01676	Prba.g_00604
OG0000321	Syao.g_01675	Prba.g_00603
OG0000322	Syao.g_01674	Prba.g_00602
OG0000323	Syao.g_01661	Prba.g_00593
OG0000324	Syao.g_01630	Prba.g_00567
OG0000325	Syao.g_01936	Prba.g_00358
OG0000326	Syao.g_01918	Prba.g_00364
OG0000327	Syao.g_01795	Prba.g_00388
OG0000328	Syao.g_01794	Prba.g_00389
OG0000329	Syao.g_01776	Prba.g_00406
OG0000330	Syao.g_01775	Prba.g_00407
OG0000331	Syao.g_01774	Prba.g_00408
OG0000332	Syao.g_01813	Prba.g_00422
OG0000333	Syao.g_01810	Prba.g_00424
OG0000334	Syao.g_01836	Prba.g_00432
OG0000335	Syao.g_01831	Prba.g_00437
OG0000336	Syao.g_01827	Prba.g_01050
OG0000337	Syao.g_01968	Prba.g_01067
OG0000338	Syao.g_01962	Prba.g_01068
OG0000339	Syao.g_02259	Prba.g_01072
OG0000340	Syao.g_02129	Prba.g_00752
OG0000341	Syao.g_02131	Prba.g_00754
OG0000342	Syao.g_02132	Prba.g_00755
OG0000343	Syao.g_02133	Prba.g_00756
OG0000344	Syao.g_02137	Prba.g_00759
OG0000345	Syao.g_01953	Prba.g_00764
OG0000346	Syao.g_01948	Prba.g_00769
OG0000347	Syao.g_02178	Prba.g_00785
OG0000348	Syao.g_02166	Prba.g_00795
OG0000349	Syao.g_02219	Prba.g_00812
OG0000350	Syao.g_01925	Prba.g_00831
OG0000351	Syao.g_02331	Prba.g_00848, Prba.g_01776
OG0000352	Syao.g_02332	Prba.g_01777
OG0000353	Syao.g_02160	Prba.g_01792
OG0000355	Syao.g_02162	Prba.g_01794
OG0000356	Syao.g_02163	Prba.g_01795
OG0000357	Syao.g_02164	Prba.g_01796
OG0000358	Syao.g_02154	Prba.g_01800
OG0000359	Syao.g_02152	Prba.g_01801
OG0000360	Syao.g_02151	Prba.g_01802
OG0000361	Syao.g_02150	Prba.g_01803
OG0000362	Syao.g_01954	Prba.g_01805
OG0000363	Syao.g_02255	Prba.g_01807
OG0000364	Syao.g_01558	Prba.g_01808
OG0000365	Syao.g_02246	Prba.g_01813
OG0000366	Syao.g_02245	Prba.g_01814
OG0000367	Syao.g_02244	Prba.g_01815
OG0000368	Syao.g_02242	Prba.g_01817
OG0000369	Syao.g_02241	Prba.g_01818
OG0000370	Syao.g_02240	Prba.g_01819
OG0000371	Syao.g_02231	Prba.g_01825
OG0000372	Syao.g_02226	Prba.g_01828
OG0000373	Syao.g_02225	Prba.g_01829
OG0000374	Syao.g_02224	Prba.g_01830
OG0000375	Syao.g_02223	Prba.g_01834
OG0000376	Syao.g_02221	Prba.g_01836
OG0000377	Syao.g_02429	Prba.g_01839
OG0000378	Syao.g_02414	Prba.g_01841
OG0000379	Syao.g_02409	Prba.g_01844
OG0000380	Syao.g_02616	Prba.g_01854
OG0000381	Syao.g_02618	Prba.g_01858
OG0000382	Syao.g_02636	Prba.g_01869
OG0000383	Syao.g_02643	Prba.g_01871
OG0000384	Syao.g_02644	Prba.g_01872
OG0000385	Syao.g_02645	Prba.g_01873
OG0000386	Syao.g_02646	Prba.g_01874
OG0000387	Syao.g_01019	Prba.g_01887
OG0000388	Syao.g_02596	Prba.g_01890
OG0000389	Syao.g_02599	Prba.g_01894
OG0000390	Syao.g_02567	Prba.g_01901
OG0000391	Syao.g_02572	Prba.g_01904
OG0000392	Syao.g_02578	Prba.g_01908
OG0000393	Syao.g_02581	Prba.g_01910
OG0000394	Syao.g_02582	Prba.g_01911
OG0000395	Syao.g_02583	Prba.g_01912
OG0000396	Syao.g_02586	Prba.g_01915
OG0000397	Syao.g_02542	Prba.g_01917
OG0000398	Syao.g_02547	Prba.g_01919
OG0000399	Syao.g_02548	Prba.g_01920
OG0000400	Syao.g_02549	Prba.g_01921
OG0000401	Syao.g_02550	Prba.g_01922
OG0000402	Syao.g_02552	Prba.g_01924
OG0000403	Syao.g_02553	Prba.g_01925
OG0000404	Syao.g_02554	Prba.g_01926
OG0000405	Syao.g_02478	Prba.g_01930
OG0000406	Syao.g_02482	Prba.g_01935
OG0000407	Syao.g_02483	Prba.g_01936
OG0000408	Syao.g_02485	Prba.g_01938
OG0000409	Syao.g_02487	Prba.g_01940
OG0000410	Syao.g_02488	Prba.g_01941
OG0000411	Syao.g_02489	Prba.g_01942
OG0000412	Syao.g_02490	Prba.g_01943
OG0000413	Syao.g_02492	Prba.g_01944
OG0000414	Syao.g_02493	Prba.g_01945
OG0000415	Syao.g_02494	Prba.g_01946
OG0000416	Syao.g_02495	Prba.g_01947
OG0000417	Syao.g_02497	Prba.g_01948
OG0000418	Syao.g_02502	Prba.g_01953
OG0000419	Syao.g_02504	Prba.g_00623
OG0000420	Syao.g_02506	Prba.g_00624
OG0000421	Syao.g_02510	Prba.g_00629
OG0000422	Syao.g_02511	Prba.g_00630
OG0000423	Syao.g_02512	Prba.g_00631
OG0000424	Syao.g_02513	Prba.g_00632
OG0000425	Syao.g_02514	Prba.g_00633
OG0000426	Syao.g_02515	Prba.g_00634
OG0000427	Syao.g_02516	Prba.g_00635
OG0000428	Syao.g_02519	Prba.g_00637
OG0000429	Syao.g_02522	Prba.g_00638
OG0000430	Syao.g_02523	Prba.g_00639
OG0000431	Syao.g_02526	Prba.g_00641
OG0000432	Syao.g_02532	Prba.g_00644
OG0000433	Syao.g_02534	Prba.g_00645
OG0000434	Syao.g_02535	Prba.g_00646
OG0000435	Syao.g_02538	Prba.g_00647
OG0000436	Syao.g_02458	Prba.g_00652
OG0000437	Syao.g_02459	Prba.g_00653
OG0000438	Syao.g_02460	Prba.g_00654
OG0000439	Syao.g_02462	Prba.g_00656
OG0000440	Syao.g_02463	Prba.g_00657
OG0000441	Syao.g_02466	Prba.g_00660
OG0000442	Syao.g_02467	Prba.g_00661
OG0000443	Syao.g_02468	Prba.g_00662
OG0000444	Syao.g_02473	Prba.g_00667
OG0000445	Syao.g_02474	Prba.g_00668
OG0000446	Syao.g_02476	Prba.g_00669
OG0000447	Syao.g_02383	Prba.g_00670
OG0000448	Syao.g_02384	Prba.g_00671
OG0000449	Syao.g_02385	Prba.g_00672
OG0000450	Syao.g_02391	Prba.g_00673
OG0000451	Syao.g_02392	Prba.g_00674
OG0000452	Syao.g_02396	Prba.g_00440
OG0000453	Syao.g_02397	Prba.g_00441
OG0000454	Syao.g_02398	Prba.g_00442
OG0000455	Syao.g_02399	Prba.g_00443
OG0000456	Syao.g_02400	Prba.g_00444
OG0000457	Syao.g_02402	Prba.g_00445
OG0000458	Syao.g_02403	Prba.g_00446
OG0000459	Syao.g_02404	Prba.g_00447
OG0000460	Syao.g_01702	Prba.g_00454
OG0000461	Syao.g_02119	Prba.g_00461
OG0000462	Syao.g_02116	Prba.g_00463
OG0000463	Syao.g_02115	Prba.g_00464
OG0000464	Syao.g_02114	Prba.g_00465
OG0000465	Syao.g_02112	Prba.g_00466
OG0000466	Syao.g_02107	Prba.g_00469
OG0000467	Syao.g_02106	Prba.g_00470
OG0000468	Syao.g_02102	Prba.g_00472
OG0000469	Syao.g_02087	Prba.g_00480
OG0000470	Syao.g_02085	Prba.g_00482
OG0000471	Syao.g_02084	Prba.g_00483
OG0000472	Syao.g_02082	Prba.g_00484
OG0000473	Syao.g_02080	Prba.g_00486
OG0000474	Syao.g_02079	Prba.g_00487
OG0000475	Syao.g_02078	Prba.g_00488
OG0000476	Syao.g_02076	Prba.g_00489
OG0000477	Syao.g_02069	Prba.g_00492
OG0000478	Syao.g_02068	Prba.g_00493
OG0000479	Syao.g_02067	Prba.g_00494
OG0000480	Syao.g_02060	Prba.g_00499
OG0000481	Syao.g_01012	Prba.g_00501
OG0000482	Syao.g_02058	Prba.g_00502
OG0000483	Syao.g_02054	Prba.g_00505
OG0000484	Syao.g_02053	Prba.g_00506
OG0000485	Syao.g_02052	Prba.g_00507
OG0000486	Syao.g_02051	Prba.g_00508
OG0000487	Syao.g_02044	Prba.g_00511
OG0000488	Syao.g_02040	Prba.g_00514
OG0000489	Syao.g_02033	Prba.g_00519
OG0000490	Syao.g_02025	Prba.g_00524
OG0000491	Syao.g_02024	Prba.g_00525
OG0000492	Syao.g_02022	Prba.g_00527
OG0000493	Syao.g_02021	Prba.g_00528
OG0000494	Syao.g_02020	Prba.g_00529
OG0000495	Syao.g_02018	Prba.g_00530
OG0000496	Syao.g_02017	Prba.g_00531
OG0000497	Syao.g_02016	Prba.g_00532
OG0000498	Syao.g_02015	Prba.g_00533
OG0000499	Syao.g_02014	Prba.g_00534
OG0000500	Syao.g_02013	Prba.g_00535
OG0000501	Syao.g_02010	Prba.g_00537
OG0000502	Syao.g_01974	Prba.g_00540
OG0000503	Syao.g_01877	Prba.g_00550
OG0000504	Syao.g_01875	Prba.g_00551
OG0000505	Syao.g_01874	Prba.g_00552
OG0000506	Syao.g_01872	Prba.g_00554
OG0000507	Syao.g_01866	Prba.g_00557
OG0000508	Syao.g_01750	Prba.g_00561
OG0000509	Syao.g_01755	Prba.g_00218
OG0000510	Syao.g_01756	Prba.g_00219
OG0000511	Syao.g_01757	Prba.g_00220
OG0000512	Syao.g_01759	Prba.g_00222
OG0000513	Syao.g_01720	Prba.g_00852
OG0000514	Syao.g_01727	Prba.g_01030
OG0000515	Syao.g_01728	Prba.g_01029
OG0000516	Syao.g_01730	Prba.g_01028
OG0000517	Syao.g_01735	Prba.g_01026
OG0000518	Syao.g_01621	Prba.g_01015
OG0000519	Syao.g_01622	Prba.g_01014
OG0000520	Syao.g_01512	Prba.g_01013
OG0000521	Syao.g_00061	Prba.g_01008
OG0000522	Syao.g_00059	Prba.g_01006
OG0000523	Syao.g_00058	Prba.g_01005
OG0000524	Syao.g_02699	Prba.g_01000
OG0000525	Syao.g_02691	Prba.g_00997
OG0000526	Syao.g_02688	Prba.g_00996
OG0000527	Syao.g_02684	Prba.g_00988
OG0000528	Syao.g_00031	Prba.g_00983
OG0000529	Syao.g_00027	Prba.g_00980
OG0000530	Syao.g_00122	Prba.g_00977
OG0000531	Syao.g_00121	Prba.g_00976
OG0000532	Syao.g_00118	Prba.g_00974
OG0000533	Syao.g_00116	Prba.g_00973
OG0000534	Syao.g_00115	Prba.g_00972
OG0000535	Syao.g_00114	Prba.g_00971
OG0000536	Syao.g_00113	Prba.g_00970
OG0000537	Syao.g_00112	Prba.g_00969
OG0000538	Syao.g_00100	Prba.g_00961
OG0000539	Syao.g_00099	Prba.g_00960
OG0000540	Syao.g_00098	Prba.g_00959
OG0000541	Syao.g_00097	Prba.g_00958
OG0000542	Syao.g_00167	Prba.g_00956
OG0000543	Syao.g_00165	Prba.g_00954
OG0000544	Syao.g_00164	Prba.g_00953
OG0000545	Syao.g_00162	Prba.g_00951
OG0000546	Syao.g_00160	Prba.g_00948
OG0000547	Syao.g_00158	Prba.g_00946
OG0000548	Syao.g_00157	Prba.g_00945
OG0000549	Syao.g_01391	Prba.g_00943
OG0000550	Syao.g_01396	Prba.g_00938
OG0000551	Syao.g_01401	Prba.g_00934
OG0000552	Syao.g_01402	Prba.g_00933
OG0000553	Syao.g_01404	Prba.g_00932
OG0000554	Syao.g_01413	Prba.g_00927
OG0000555	Syao.g_00875	Prba.g_01773
OG0000556	Syao.g_00871	Prba.g_01771
OG0000557	Syao.g_00866	Prba.g_01770
OG0000558	Syao.g_00864	Prba.g_01768
OG0000559	Syao.g_00860	Prba.g_01764
OG0000560	Syao.g_00857	Prba.g_01761
OG0000561	Syao.g_00856	Prba.g_01760
OG0000562	Syao.g_00855	Prba.g_01759
OG0000563	Syao.g_00854	Prba.g_01758
OG0000564	Syao.g_00853	Prba.g_01757
OG0000565	Syao.g_00849	Prba.g_01754
OG0000566	Syao.g_00845	Prba.g_01752
OG0000567	Syao.g_00841	Prba.g_01748
OG0000568	Syao.g_00839	Prba.g_01747
OG0000569	Syao.g_00838	Prba.g_01746
OG0000570	Syao.g_00837	Prba.g_01745
OG0000571	Syao.g_00834	Prba.g_01743
OG0000572	Syao.g_01033	Prba.g_01730
OG0000573	Syao.g_01022	Prba.g_01725
OG0000574	Syao.g_01021	Prba.g_01724
OG0000575	Syao.g_01000	Prba.g_01720
OG0000576	Syao.g_00996	Prba.g_01718
OG0000577	Syao.g_00995	Prba.g_01717
OG0000578	Syao.g_00994	Prba.g_01716
OG0000579	Syao.g_00993	Prba.g_01715
OG0000580	Syao.g_00992	Prba.g_01714
OG0000581	Syao.g_01059	Prba.g_01712
OG0000582	Syao.g_01204	Prba.g_01709
OG0000583	Syao.g_01205	Prba.g_01708
