Orthogroup	Syao	Praq
OG0000047	Syao.g_01899	Praq.g_01137
OG0000048	Syao.g_02077	Praq.g_01169
OG0000053	Syao.g_00067	Praq.g_01246, Praq.g_00314
OG0000054	Syao.g_00295, Syao.g_00625	Praq.g_00996
OG0000055	Syao.g_00498	Praq.g_00650
OG0000057	Syao.g_00377	Praq.g_00827
OG0000058	Syao.g_01080	Praq.g_00271
OG0000059	Syao.g_01801	Praq.g_00927
OG0000061	Syao.g_00123	Praq.g_01333
OG0000062	Syao.g_01576	Praq.g_00372
OG0000063	Syao.g_02230	Praq.g_01237, Praq.g_01236, Praq.g_00075
OG0000065	Syao.g_02600	Praq.g_01896
OG0000066	Syao.g_01422	Praq.g_01063
OG0000067	Syao.g_00756	Praq.g_00670
OG0000068	Syao.g_00868, Syao.g_00036	Praq.g_00175
OG0000069	Syao.g_01265, Syao.g_01460, Syao.g_00313	Praq.g_00056, Praq.g_00018
OG0000070	Syao.g_00330	Praq.g_01107
OG0000071	Syao.g_01433	Praq.g_00133
OG0000072	Syao.g_02509, Syao.g_01749	Praq.g_01831
OG0000073	Syao.g_00103	Praq.g_01103
OG0000075	Syao.g_02257	Praq.g_00739
OG0000076	Syao.g_01949	Praq.g_01243, Praq.g_00763
OG0000077	Syao.g_02629	Praq.g_01925
OG0000078	Syao.g_01709	Praq.g_01763
OG0000082	Syao.g_01035	Praq.g_01018
OG0000084	Syao.g_01509, Syao.g_02606	Praq.g_00290
OG0000086	Syao.g_02653, Syao.g_01240	Praq.g_01915
OG0000087	Syao.g_02555	Praq.g_01864
OG0000088	Syao.g_02503	Praq.g_01836
OG0000089	Syao.g_01716	Praq.g_01188
OG0000090	Syao.g_01412	Praq.g_01069
OG0000091	Syao.g_00902	Praq.g_00960
OG0000092	Syao.g_00656	Praq.g_00725
OG0000093	Syao.g_00739	Praq.g_01516
OG0000094	Syao.g_00458	Praq.g_01600
OG0000095	Syao.g_00331	Praq.g_01619
OG0000097	Syao.g_00973	Praq.g_01374
OG0000098	Syao.g_01374	Praq.g_00157
OG0000099	Syao.g_02019	Praq.g_00216
OG0000100	Syao.g_00787	Praq.g_00368
OG0000101	Syao.g_01840	Praq.g_00879
OG0000102	Syao.g_01945	Praq.g_00768
OG0000103	Syao.g_02340	Praq.g_00414
OG0000104	Syao.g_02157	Praq.g_00422
OG0000105	Syao.g_02071, Syao.g_02072	Praq.g_01729
OG0000106	Syao.g_01385	Praq.g_01173
OG0000107	Syao.g_01935	Praq.g_01158
OG0000108	Syao.g_00028	Praq.g_00531
OG0000109	Syao.g_00110	Praq.g_00545
OG0000110	Syao.g_01051	Praq.g_01028
OG0000111	Syao.g_00378	Praq.g_00828
OG0000112	Syao.g_00683, Syao.g_00303	Praq.g_00638
OG0000113	Syao.g_00782	Praq.g_01420
OG0000114	Syao.g_00965	Praq.g_01490
OG0000115	Syao.g_01464, Syao.g_00065	Praq.g_01278
OG0000116	Syao.g_00137	Praq.g_01323
OG0000117	Syao.g_00169	Praq.g_00084
OG0000118	Syao.g_01475	Praq.g_00145
OG0000120	Syao.g_02009	Praq.g_00208
OG0000121	Syao.g_01489	Praq.g_00296
OG0000122	Syao.g_01247	Praq.g_00334
OG0000123	Syao.g_01832	Praq.g_00873
OG0000124	Syao.g_02179	Praq.g_00682
OG0000125	Syao.g_02444	Praq.g_00718
OG0000126	Syao.g_02198	Praq.g_00421
OG0000128	Syao.g_02149	Praq.g_00437
OG0000129	Syao.g_02434	Praq.g_01259
OG0000130	Syao.g_02617	Praq.g_01934
OG0000131	Syao.g_02480	Praq.g_01857
OG0000132	Syao.g_02501	Praq.g_01838
OG0000133	Syao.g_00678	Praq.g_01680
OG0000134	Syao.g_01719	Praq.g_01187
OG0000135	Syao.g_00147	Praq.g_01160
OG0000136	Syao.g_01614, Syao.g_01613	Praq.g_01116
OG0000137	Syao.g_02682	Praq.g_00526
OG0000138	Syao.g_00108	Praq.g_00546
OG0000139	Syao.g_01418, Syao.g_02005	Praq.g_01065
OG0000140	Syao.g_01373, Syao.g_01372	Praq.g_01064
OG0000141	Syao.g_01202	Praq.g_00995
OG0000142	Syao.g_00894	Praq.g_00967
OG0000143	Syao.g_00898	Praq.g_00963
OG0000145	Syao.g_00102	Praq.g_00637
OG0000146	Syao.g_00684, Syao.g_00304	Praq.g_00639
OG0000147	Syao.g_00305, Syao.g_00685	Praq.g_00640
OG0000148	Syao.g_00776	Praq.g_01414
OG0000149	Syao.g_00534	Praq.g_01444
OG0000150	Syao.g_01203	Praq.g_01452
OG0000151	Syao.g_00975	Praq.g_01500
OG0000152	Syao.g_00674	Praq.g_01548
OG0000153	Syao.g_00818, Syao.g_01176	Praq.g_01567
OG0000154	Syao.g_00447	Praq.g_01593
OG0000155	Syao.g_00178	Praq.g_01353
OG0000156	Syao.g_00151	Praq.g_00122
OG0000157	Syao.g_00152	Praq.g_00123
OG0000158	Syao.g_01141, Syao.g_02267	Praq.g_00258
OG0000159	Syao.g_02276	Praq.g_00253
OG0000160	Syao.g_01488	Praq.g_00295
OG0000161	Syao.g_01494	Praq.g_00301
OG0000162	Syao.g_01515	Praq.g_00307
OG0000163	Syao.g_01745	Praq.g_00341
OG0000164	Syao.g_01663	Praq.g_00473
OG0000165	Syao.g_01655	Praq.g_00466
OG0000166	Syao.g_01790	Praq.g_00915
OG0000167	Syao.g_01960	Praq.g_00737
OG0000168	Syao.g_02128	Praq.g_00747
OG0000169	Syao.g_02139	Praq.g_00757
OG0000170	Syao.g_02148	Praq.g_00759
OG0000171	Syao.g_02181	Praq.g_00681
OG0000172	Syao.g_02170	Praq.g_00689
OG0000173	Syao.g_02212	Praq.g_00704
OG0000174	Syao.g_02364, Syao.g_02355	Praq.g_00396
OG0000175	Syao.g_02327, Syao.g_00308	Praq.g_00406
OG0000176	Syao.g_02165	Praq.g_00430
OG0000177	Syao.g_02156	Praq.g_00431
OG0000178	Syao.g_02155	Praq.g_00432
OG0000179	Syao.g_02250	Praq.g_01219
OG0000180	Syao.g_02249	Praq.g_01220
OG0000181	Syao.g_02248	Praq.g_01221
OG0000182	Syao.g_02247	Praq.g_01222
OG0000183	Syao.g_02243	Praq.g_01226
OG0000184	Syao.g_02423	Praq.g_01262
OG0000185	Syao.g_02410	Praq.g_01265
OG0000186	Syao.g_02613	Praq.g_01939
OG0000187	Syao.g_02615	Praq.g_01938
OG0000188	Syao.g_02637	Praq.g_01921
OG0000189	Syao.g_02672	Praq.g_01907
OG0000190	Syao.g_01015	Praq.g_01906
OG0000191	Syao.g_02573	Praq.g_01886
OG0000192	Syao.g_02579	Praq.g_01882
OG0000193	Syao.g_02481	Praq.g_01856
OG0000194	Syao.g_02484	Praq.g_01853
OG0000195	Syao.g_02486	Praq.g_01851
OG0000196	Syao.g_02498	Praq.g_01841
OG0000197	Syao.g_02499	Praq.g_01840
OG0000198	Syao.g_02500	Praq.g_01839
OG0000199	Syao.g_02508	Praq.g_01832
OG0000200	Syao.g_02524	Praq.g_01818
OG0000201	Syao.g_02540	Praq.g_01810
OG0000202	Syao.g_02454	Praq.g_01809
OG0000203	Syao.g_02455	Praq.g_01808
OG0000204	Syao.g_02456	Praq.g_01807
OG0000205	Syao.g_02464	Praq.g_01800
OG0000206	Syao.g_02469	Praq.g_01795
OG0000207	Syao.g_02471	Praq.g_01793
OG0000208	Syao.g_02472	Praq.g_01792
OG0000209	Syao.g_02394	Praq.g_01783
OG0000210	Syao.g_02395	Praq.g_01782
OG0000211	Syao.g_01700	Praq.g_01769
OG0000212	Syao.g_01710	Praq.g_01762
OG0000213	Syao.g_02098	Praq.g_01746
OG0000214	Syao.g_02081	Praq.g_01736
OG0000215	Syao.g_02050	Praq.g_01710
OG0000216	Syao.g_02045	Praq.g_01708
OG0000217	Syao.g_02041	Praq.g_01705
OG0000218	Syao.g_02039	Praq.g_01703
OG0000219	Syao.g_02038	Praq.g_01702
OG0000220	Syao.g_02037	Praq.g_01701
OG0000221	Syao.g_02034	Praq.g_01700
OG0000222	Syao.g_02023	Praq.g_01692
OG0000223	Syao.g_00291	Praq.g_01679
OG0000224	Syao.g_01973	Praq.g_01677
OG0000225	Syao.g_01751	Praq.g_01199
OG0000226	Syao.g_01758	Praq.g_01195
OG0000227	Syao.g_01760	Praq.g_01193
OG0000228	Syao.g_01715	Praq.g_01189
OG0000229	Syao.g_01736	Praq.g_01121
OG0000230	Syao.g_01738	Praq.g_01119
OG0000231	Syao.g_01513	Praq.g_01108
OG0000232	Syao.g_00057	Praq.g_00507
OG0000233	Syao.g_02698	Praq.g_00513
OG0000234	Syao.g_02680	Praq.g_00527
OG0000235	Syao.g_00029	Praq.g_00530
OG0000236	Syao.g_00111	Praq.g_00544
OG0000237	Syao.g_00166	Praq.g_01096
OG0000238	Syao.g_00161	Praq.g_01090
OG0000239	Syao.g_01398	Praq.g_01077
OG0000240	Syao.g_01399	Praq.g_01076
OG0000241	Syao.g_00887	Praq.g_01072
OG0000242	Syao.g_01410	Praq.g_01070
OG0000243	Syao.g_00873	Praq.g_01059
OG0000244	Syao.g_00865	Praq.g_01056
OG0000245	Syao.g_00863	Praq.g_01054
OG0000246	Syao.g_00859	Praq.g_01050
OG0000247	Syao.g_00847	Praq.g_01040
OG0000248	Syao.g_00844	Praq.g_01038
OG0000249	Syao.g_00842	Praq.g_01036
OG0000250	Syao.g_00835	Praq.g_01031
OG0000251	Syao.g_01026	Praq.g_01012
OG0000252	Syao.g_01020	Praq.g_01008
OG0000253	Syao.g_01003	Praq.g_01007
OG0000254	Syao.g_01053	Praq.g_00991
OG0000255	Syao.g_01009	Praq.g_00985
OG0000256	Syao.g_01328	Praq.g_00975
OG0000257	Syao.g_00884	Praq.g_00972
OG0000258	Syao.g_00907	Praq.g_00959
OG0000259	Syao.g_00933, Syao.g_00932	Praq.g_00789
OG0000260	Syao.g_00936	Praq.g_00792
OG0000261	Syao.g_00941	Praq.g_00794
OG0000262	Syao.g_00946	Praq.g_00798
OG0000263	Syao.g_00247	Praq.g_00810
OG0000264	Syao.g_00699	Praq.g_00820
OG0000265	Syao.g_00049	Praq.g_00583
OG0000266	Syao.g_00480	Praq.g_00593
OG0000267	Syao.g_00589	Praq.g_00604
OG0000268	Syao.g_00588	Praq.g_00605
OG0000269	Syao.g_00751	Praq.g_00665
OG0000270	Syao.g_00754	Praq.g_00668
OG0000271	Syao.g_00762	Praq.g_00676
OG0000272	Syao.g_00763	Praq.g_00677
OG0000273	Syao.g_00791	Praq.g_01428
OG0000274	Syao.g_00792	Praq.g_01429
OG0000275	Syao.g_00438	Praq.g_01431
OG0000276	Syao.g_00558	Praq.g_01436
OG0000277	Syao.g_00557	Praq.g_01437
OG0000278	Syao.g_00554	Praq.g_01440
OG0000279	Syao.g_00529	Praq.g_01447
OG0000280	Syao.g_00608	Praq.g_01448
OG0000281	Syao.g_01377	Praq.g_01454
OG0000282	Syao.g_00967	Praq.g_01492
OG0000283	Syao.g_00640	Praq.g_01525
OG0000284	Syao.g_00634	Praq.g_01530
OG0000285	Syao.g_00706	Praq.g_01535
OG0000286	Syao.g_00675	Praq.g_01547
OG0000287	Syao.g_00825	Praq.g_01564
OG0000288	Syao.g_00446	Praq.g_01592
OG0000289	Syao.g_00461	Praq.g_01603
OG0000290	Syao.g_00428	Praq.g_01616
OG0000291	Syao.g_00333	Praq.g_01618
OG0000292	Syao.g_02196	Praq.g_01667
OG0000293	Syao.g_00136	Praq.g_01324
OG0000294	Syao.g_00135	Praq.g_01325
OG0000295	Syao.g_00186	Praq.g_01345
OG0000296	Syao.g_00184	Praq.g_01347
OG0000297	Syao.g_00171	Praq.g_01355
OG0000298	Syao.g_00170	Praq.g_01356
OG0000299	Syao.g_00231	Praq.g_01373
OG0000300	Syao.g_00274	Praq.g_01376
OG0000301	Syao.g_00272, Syao.g_00273	Praq.g_01377
OG0000302	Syao.g_00271	Praq.g_01379
OG0000303	Syao.g_00262	Praq.g_01386
OG0000304	Syao.g_00256	Praq.g_01390
OG0000305	Syao.g_00388	Praq.g_00167
OG0000306	Syao.g_01216	Praq.g_00170
OG0000307	Syao.g_00045	Praq.g_00186
OG0000308	Syao.g_00047	Praq.g_00187
OG0000309	Syao.g_02705	Praq.g_00191
OG0000310	Syao.g_01530	Praq.g_00279
OG0000311	Syao.g_01533	Praq.g_00281
OG0000312	Syao.g_01538	Praq.g_00284
OG0000313	Syao.g_01491	Praq.g_00298
OG0000314	Syao.g_00078	Praq.g_00321
OG0000315	Syao.g_00088	Praq.g_00331
OG0000316	Syao.g_01602	Praq.g_00351
OG0000317	Syao.g_01560	Praq.g_01954, Praq.g_00499
OG0000318	Syao.g_01553	Praq.g_00496
OG0000319	Syao.g_01678	Praq.g_00483
OG0000320	Syao.g_01676	Praq.g_00481
OG0000321	Syao.g_01675	Praq.g_00480
OG0000322	Syao.g_01674	Praq.g_00479
OG0000323	Syao.g_01661	Praq.g_00470
OG0000324	Syao.g_01630	Praq.g_00444
OG0000325	Syao.g_01936	Praq.g_00950
OG0000326	Syao.g_01918	Praq.g_00944
OG0000327	Syao.g_01795	Praq.g_00920
OG0000328	Syao.g_01794	Praq.g_00919
OG0000329	Syao.g_01776	Praq.g_00902
OG0000330	Syao.g_01775	Praq.g_00901
OG0000331	Syao.g_01774	Praq.g_00900
OG0000332	Syao.g_01813	Praq.g_00886
OG0000333	Syao.g_01810	Praq.g_00884
OG0000334	Syao.g_01836	Praq.g_00876
OG0000335	Syao.g_01831	Praq.g_00872
OG0000336	Syao.g_01827	Praq.g_00868
OG0000337	Syao.g_01968	Praq.g_00735
OG0000338	Syao.g_01962	Praq.g_00736
OG0000339	Syao.g_02259	Praq.g_00740
OG0000340	Syao.g_02129	Praq.g_00748
OG0000341	Syao.g_02131	Praq.g_00750
OG0000342	Syao.g_02132	Praq.g_00751
OG0000343	Syao.g_02133	Praq.g_00752
OG0000344	Syao.g_02137	Praq.g_00755
OG0000345	Syao.g_01953	Praq.g_00760
OG0000346	Syao.g_01948	Praq.g_00764
OG0000347	Syao.g_02178	Praq.g_00683
OG0000348	Syao.g_02166	Praq.g_00692
OG0000349	Syao.g_02219	Praq.g_00709
OG0000350	Syao.g_01925	Praq.g_00392
OG0000351	Syao.g_02331	Praq.g_00409
OG0000352	Syao.g_02332	Praq.g_00410
OG0000353	Syao.g_02160	Praq.g_00425
OG0000355	Syao.g_02162	Praq.g_00427
OG0000356	Syao.g_02163	Praq.g_00428
OG0000357	Syao.g_02164	Praq.g_00429
OG0000358	Syao.g_02154	Praq.g_00433
OG0000359	Syao.g_02152	Praq.g_00434
OG0000360	Syao.g_02151	Praq.g_00435
OG0000361	Syao.g_02150	Praq.g_00436
OG0000362	Syao.g_01954	Praq.g_00438
OG0000363	Syao.g_02255	Praq.g_01217
OG0000364	Syao.g_01558	Praq.g_01218
OG0000365	Syao.g_02246	Praq.g_01223
OG0000366	Syao.g_02245	Praq.g_01224
OG0000367	Syao.g_02244	Praq.g_01225
OG0000368	Syao.g_02242	Praq.g_01227
OG0000369	Syao.g_02241	Praq.g_01228
OG0000370	Syao.g_02240	Praq.g_01229
OG0000371	Syao.g_02231	Praq.g_01235
OG0000372	Syao.g_02226	Praq.g_01239
OG0000373	Syao.g_02225	Praq.g_01240
OG0000374	Syao.g_02224	Praq.g_01241
OG0000375	Syao.g_02223	Praq.g_01255
OG0000376	Syao.g_02221	Praq.g_01257
OG0000377	Syao.g_02429	Praq.g_01261
OG0000378	Syao.g_02414	Praq.g_01263
OG0000379	Syao.g_02409	Praq.g_01266
OG0000380	Syao.g_02616	Praq.g_01937
OG0000381	Syao.g_02618	Praq.g_01933
OG0000382	Syao.g_02636	Praq.g_01922
OG0000383	Syao.g_02643	Praq.g_01920
OG0000384	Syao.g_02644	Praq.g_01919
OG0000385	Syao.g_02645	Praq.g_01918
OG0000386	Syao.g_02646	Praq.g_01917
OG0000387	Syao.g_01019	Praq.g_01904
OG0000388	Syao.g_02596	Praq.g_01901
OG0000389	Syao.g_02599	Praq.g_01897
OG0000390	Syao.g_02567	Praq.g_01890
OG0000391	Syao.g_02572	Praq.g_01887
OG0000392	Syao.g_02578	Praq.g_01883
OG0000393	Syao.g_02581	Praq.g_01881
OG0000394	Syao.g_02582	Praq.g_01880
OG0000395	Syao.g_02583	Praq.g_01879
OG0000396	Syao.g_02586	Praq.g_01876
OG0000397	Syao.g_02542	Praq.g_01874
OG0000398	Syao.g_02547	Praq.g_01872
OG0000399	Syao.g_02548	Praq.g_01871
OG0000400	Syao.g_02549	Praq.g_01870
OG0000401	Syao.g_02550	Praq.g_01869
OG0000402	Syao.g_02552	Praq.g_01867
OG0000403	Syao.g_02553	Praq.g_01866
OG0000404	Syao.g_02554	Praq.g_01865
OG0000405	Syao.g_02478	Praq.g_01861
OG0000406	Syao.g_02482	Praq.g_01855
OG0000407	Syao.g_02483	Praq.g_01854
OG0000408	Syao.g_02485	Praq.g_01852
OG0000409	Syao.g_02487	Praq.g_01850
OG0000410	Syao.g_02488	Praq.g_01849
OG0000411	Syao.g_02489	Praq.g_01848
OG0000412	Syao.g_02490	Praq.g_01847
OG0000413	Syao.g_02492	Praq.g_01846
OG0000414	Syao.g_02493	Praq.g_00554, Praq.g_01845
OG0000415	Syao.g_02494	Praq.g_01844
OG0000416	Syao.g_02495	Praq.g_01843
OG0000417	Syao.g_02497	Praq.g_01842
OG0000418	Syao.g_02502	Praq.g_01837
OG0000419	Syao.g_02504	Praq.g_01835
OG0000420	Syao.g_02506	Praq.g_01834
OG0000421	Syao.g_02510	Praq.g_01829
OG0000422	Syao.g_02511	Praq.g_01828
OG0000423	Syao.g_02512	Praq.g_01827
OG0000424	Syao.g_02513	Praq.g_01826
OG0000425	Syao.g_02514	Praq.g_01825
OG0000426	Syao.g_02515	Praq.g_01824
OG0000427	Syao.g_02516	Praq.g_01823
OG0000428	Syao.g_02519	Praq.g_01821
OG0000429	Syao.g_02522	Praq.g_01820
OG0000430	Syao.g_02523	Praq.g_01819
OG0000431	Syao.g_02526	Praq.g_01817
OG0000432	Syao.g_02532	Praq.g_01814
OG0000433	Syao.g_02534	Praq.g_01813
OG0000434	Syao.g_02535	Praq.g_01812
OG0000435	Syao.g_02538	Praq.g_01811
OG0000436	Syao.g_02458	Praq.g_01806
OG0000437	Syao.g_02459	Praq.g_01805
OG0000438	Syao.g_02460	Praq.g_01804
OG0000439	Syao.g_02462	Praq.g_01802
OG0000440	Syao.g_02463	Praq.g_01801
OG0000441	Syao.g_02466	Praq.g_01798
OG0000442	Syao.g_02467	Praq.g_01797
OG0000443	Syao.g_02468	Praq.g_01796
OG0000444	Syao.g_02473	Praq.g_01791
OG0000445	Syao.g_02474	Praq.g_01790
OG0000446	Syao.g_02476	Praq.g_01789
OG0000447	Syao.g_02383	Praq.g_01788
OG0000448	Syao.g_02384	Praq.g_01787
OG0000449	Syao.g_02385	Praq.g_01786
OG0000450	Syao.g_02391	Praq.g_01785
OG0000451	Syao.g_02392	Praq.g_01784
OG0000452	Syao.g_02396	Praq.g_01781
OG0000453	Syao.g_02397	Praq.g_01780
OG0000454	Syao.g_02398	Praq.g_01779
OG0000455	Syao.g_02399	Praq.g_01778
OG0000456	Syao.g_02400	Praq.g_01777
OG0000457	Syao.g_02402	Praq.g_01776
OG0000458	Syao.g_02403	Praq.g_01775
OG0000459	Syao.g_02404	Praq.g_01774
OG0000460	Syao.g_01702	Praq.g_01767
OG0000461	Syao.g_02119	Praq.g_01760
OG0000462	Syao.g_02116	Praq.g_01758
OG0000463	Syao.g_02115	Praq.g_01757
OG0000464	Syao.g_02114	Praq.g_01756
OG0000465	Syao.g_02112	Praq.g_01755
OG0000466	Syao.g_02107	Praq.g_01752
OG0000467	Syao.g_02106	Praq.g_01751
OG0000468	Syao.g_02102	Praq.g_01750
OG0000469	Syao.g_02087	Praq.g_01741
OG0000470	Syao.g_02085	Praq.g_01739
OG0000471	Syao.g_02084	Praq.g_01738
OG0000472	Syao.g_02082	Praq.g_01737
OG0000473	Syao.g_02080	Praq.g_01735
OG0000474	Syao.g_02079	Praq.g_01734
OG0000475	Syao.g_02078	Praq.g_01733
OG0000476	Syao.g_02076	Praq.g_01732
OG0000477	Syao.g_02069	Praq.g_01728
OG0000478	Syao.g_02068	Praq.g_01727
OG0000479	Syao.g_02067	Praq.g_01726
OG0000480	Syao.g_02060	Praq.g_01721
OG0000481	Syao.g_01012	Praq.g_01718
OG0000482	Syao.g_02058	Praq.g_01717
OG0000483	Syao.g_02054	Praq.g_01714
OG0000484	Syao.g_02053	Praq.g_01713
OG0000485	Syao.g_02052	Praq.g_01712
OG0000486	Syao.g_02051	Praq.g_01711
OG0000487	Syao.g_02044	Praq.g_01707
OG0000488	Syao.g_02040	Praq.g_01704
OG0000489	Syao.g_02033	Praq.g_01699
OG0000490	Syao.g_02025	Praq.g_01694
OG0000491	Syao.g_02024	Praq.g_01693
OG0000492	Syao.g_02022	Praq.g_01691
OG0000493	Syao.g_02021	Praq.g_01690
OG0000494	Syao.g_02020	Praq.g_01689
OG0000495	Syao.g_02018	Praq.g_01688
OG0000496	Syao.g_02017	Praq.g_01687
OG0000497	Syao.g_02016	Praq.g_01686
OG0000498	Syao.g_02015	Praq.g_01685
OG0000499	Syao.g_02014	Praq.g_01684
OG0000500	Syao.g_02013	Praq.g_01683
OG0000501	Syao.g_02010	Praq.g_01681
OG0000502	Syao.g_01974	Praq.g_01678
OG0000503	Syao.g_01877	Praq.g_01211
OG0000504	Syao.g_01875	Praq.g_01210
OG0000505	Syao.g_01874	Praq.g_01209
OG0000506	Syao.g_01872	Praq.g_01207
OG0000507	Syao.g_01866	Praq.g_01204
OG0000508	Syao.g_01750	Praq.g_01200
OG0000509	Syao.g_01755	Praq.g_01198
OG0000510	Syao.g_01756	Praq.g_01197
OG0000511	Syao.g_01757	Praq.g_01196
OG0000512	Syao.g_01759	Praq.g_01194
OG0000513	Syao.g_01720	Praq.g_01186
OG0000514	Syao.g_01727	Praq.g_01126
OG0000515	Syao.g_01728	Praq.g_01125
OG0000516	Syao.g_01730	Praq.g_01124
OG0000517	Syao.g_01735	Praq.g_01122
OG0000518	Syao.g_01621	Praq.g_01111
OG0000519	Syao.g_01622	Praq.g_01110
OG0000520	Syao.g_01512	Praq.g_01109
OG0000521	Syao.g_00061	Praq.g_00502
OG0000522	Syao.g_00059	Praq.g_00504
OG0000523	Syao.g_00058	Praq.g_00505
OG0000524	Syao.g_02699	Praq.g_00511
OG0000525	Syao.g_02691	Praq.g_00514
OG0000526	Syao.g_02688	Praq.g_00515
OG0000527	Syao.g_02684	Praq.g_00524
OG0000528	Syao.g_00031	Praq.g_00529
OG0000529	Syao.g_00027	Praq.g_00532
OG0000530	Syao.g_00122	Praq.g_00535
OG0000531	Syao.g_00121	Praq.g_00536
OG0000532	Syao.g_00118	Praq.g_00538
OG0000533	Syao.g_00116	Praq.g_00539
OG0000534	Syao.g_00115	Praq.g_00540
OG0000535	Syao.g_00114	Praq.g_00541
OG0000536	Syao.g_00113	Praq.g_00542
OG0000537	Syao.g_00112	Praq.g_00543
OG0000538	Syao.g_00100	Praq.g_01102
OG0000539	Syao.g_00099	Praq.g_01101
OG0000540	Syao.g_00098	Praq.g_01100
OG0000541	Syao.g_00097	Praq.g_01099
OG0000542	Syao.g_00167	Praq.g_01097
OG0000543	Syao.g_00165	Praq.g_01095
OG0000544	Syao.g_00164	Praq.g_01094
OG0000545	Syao.g_00162	Praq.g_01092
OG0000546	Syao.g_00160	Praq.g_01089
OG0000547	Syao.g_00158	Praq.g_01087
OG0000548	Syao.g_00157	Praq.g_01086
OG0000549	Syao.g_01391	Praq.g_01084
OG0000550	Syao.g_01396	Praq.g_01079
OG0000551	Syao.g_01401	Praq.g_01075
OG0000552	Syao.g_01402	Praq.g_01074
OG0000553	Syao.g_01404	Praq.g_01073
OG0000554	Syao.g_01413	Praq.g_01068
OG0000555	Syao.g_00875	Praq.g_01060
OG0000556	Syao.g_00871	Praq.g_01058
OG0000557	Syao.g_00866	Praq.g_01057
OG0000558	Syao.g_00864	Praq.g_01055
OG0000559	Syao.g_00860	Praq.g_01051
OG0000560	Syao.g_00857	Praq.g_01048
OG0000561	Syao.g_00856	Praq.g_01047
OG0000562	Syao.g_00855	Praq.g_01046
OG0000563	Syao.g_00854	Praq.g_01045
OG0000564	Syao.g_00853	Praq.g_01044
OG0000565	Syao.g_00849	Praq.g_01041
OG0000566	Syao.g_00845	Praq.g_01039
OG0000567	Syao.g_00841	Praq.g_01035
OG0000568	Syao.g_00839	Praq.g_01034
OG0000569	Syao.g_00838	Praq.g_01033
OG0000570	Syao.g_00837	Praq.g_01032
OG0000571	Syao.g_00834	Praq.g_01030
OG0000572	Syao.g_01033	Praq.g_01017
OG0000573	Syao.g_01022	Praq.g_01010
OG0000574	Syao.g_01021	Praq.g_01009
OG0000575	Syao.g_01000	Praq.g_01005
OG0000576	Syao.g_00996	Praq.g_01003
OG0000577	Syao.g_00995	Praq.g_01002
OG0000578	Syao.g_00994	Praq.g_01001
OG0000579	Syao.g_00993	Praq.g_01000
OG0000580	Syao.g_00992	Praq.g_00999
OG0000581	Syao.g_01059	Praq.g_00997
OG0000582	Syao.g_01204	Praq.g_00994
OG0000583	Syao.g_01205	Praq.g_00993
OG0000584	Syao.g_01206	Praq.g_00992
OG0000585	Syao.g_01054	Praq.g_00990
OG0000586	Syao.g_01055	Praq.g_00989
OG0000587	Syao.g_01057	Praq.g_00988
OG0000588	Syao.g_00406	Praq.g_00984
