Orthogroup	Syao	Pray
OG0000143	Syao.g_00898	Pray.g_01124
OG0000145	Syao.g_00102	Pray.g_00306
OG0000146	Syao.g_00684, Syao.g_00304	Pray.g_00314
OG0000147	Syao.g_00305, Syao.g_00685	Pray.g_00315
OG0000148	Syao.g_00776	Pray.g_00364
OG0000149	Syao.g_00534	Pray.g_00395
OG0000150	Syao.g_01203	Pray.g_00403
OG0000151	Syao.g_00975	Pray.g_00462
OG0000152	Syao.g_00674	Pray.g_00511
OG0000153	Syao.g_00818, Syao.g_01176	Pray.g_00530
OG0000154	Syao.g_00447	Pray.g_00558
OG0000155	Syao.g_00178	Pray.g_00043
OG0000156	Syao.g_00151	Pray.g_01881
OG0000157	Syao.g_00152	Pray.g_01880
OG0000158	Syao.g_01141, Syao.g_02267	Pray.g_01787
OG0000159	Syao.g_02276	Pray.g_01785
OG0000160	Syao.g_01488	Pray.g_01721
OG0000161	Syao.g_01494	Pray.g_01715
OG0000162	Syao.g_01515	Pray.g_01709
OG0000163	Syao.g_01745	Pray.g_01675
OG0000164	Syao.g_01663	Pray.g_01535
OG0000165	Syao.g_01655	Pray.g_01528
OG0000166	Syao.g_01790	Pray.g_01270
OG0000167	Syao.g_01960	Pray.g_01337
OG0000168	Syao.g_02128	Pray.g_01347
OG0000169	Syao.g_02139	Pray.g_01357
OG0000170	Syao.g_02148	Pray.g_01359
OG0000171	Syao.g_02181	Pray.g_01379
OG0000172	Syao.g_02170	Pray.g_01388
OG0000173	Syao.g_02212	Pray.g_01403
OG0000174	Syao.g_02364, Syao.g_02355	Pray.g_01431
OG0000175	Syao.g_02327, Syao.g_00308	Pray.g_01441
OG0000176	Syao.g_02165	Pray.g_01465, Pray.g_01466
OG0000177	Syao.g_02156	Pray.g_01467
OG0000178	Syao.g_02155	Pray.g_01468
OG0000179	Syao.g_02250	Pray.g_01478
OG0000180	Syao.g_02249	Pray.g_01479
OG0000181	Syao.g_02248	Pray.g_01480
OG0000182	Syao.g_02247	Pray.g_01481
OG0000183	Syao.g_02243	Pray.g_01485
OG0000184	Syao.g_02423	Pray.g_00237
OG0000185	Syao.g_02410	Pray.g_00234
OG0000186	Syao.g_02613	Pray.g_00225
OG0000187	Syao.g_02615	Pray.g_00224
OG0000188	Syao.g_02637	Pray.g_00207
OG0000189	Syao.g_02672	Pray.g_00193
OG0000190	Syao.g_01015	Pray.g_00192
OG0000191	Syao.g_02573	Pray.g_00172
OG0000192	Syao.g_02579	Pray.g_00168
OG0000193	Syao.g_02481	Pray.g_00143
OG0000194	Syao.g_02484	Pray.g_00140
OG0000195	Syao.g_02486	Pray.g_00138
OG0000196	Syao.g_02498	Pray.g_00642
OG0000197	Syao.g_02499	Pray.g_00643
OG0000198	Syao.g_02500	Pray.g_00644
OG0000199	Syao.g_02508	Pray.g_00651
OG0000200	Syao.g_02524	Pray.g_00665
OG0000201	Syao.g_02540	Pray.g_00673
OG0000202	Syao.g_02454	Pray.g_00674
OG0000203	Syao.g_02455	Pray.g_00675
OG0000204	Syao.g_02456	Pray.g_00676
OG0000205	Syao.g_02464	Pray.g_00683
OG0000206	Syao.g_02469	Pray.g_00688
OG0000207	Syao.g_02471	Pray.g_00690
OG0000208	Syao.g_02472	Pray.g_00691
OG0000209	Syao.g_02394	Pray.g_00700
OG0000210	Syao.g_02395	Pray.g_00701
OG0000211	Syao.g_01700	Pray.g_00714
OG0000212	Syao.g_01710	Pray.g_00721
OG0000213	Syao.g_02098	Pray.g_00738
OG0000214	Syao.g_02081	Pray.g_00747
OG0000215	Syao.g_02050	Pray.g_00771
OG0000216	Syao.g_02045	Pray.g_00772
OG0000217	Syao.g_02041	Pray.g_00775
OG0000218	Syao.g_02039	Pray.g_00777
OG0000219	Syao.g_02038	Pray.g_00778
OG0000220	Syao.g_02037	Pray.g_00779
OG0000221	Syao.g_02034	Pray.g_00780
OG0000222	Syao.g_02023	Pray.g_00788
OG0000223	Syao.g_00291	Pray.g_00801
OG0000224	Syao.g_01973	Pray.g_00803
OG0000225	Syao.g_01751	Pray.g_00824
OG0000226	Syao.g_01758	Pray.g_00828
OG0000227	Syao.g_01760	Pray.g_00830
OG0000228	Syao.g_01715	Pray.g_00833
OG0000229	Syao.g_01736	Pray.g_00926
OG0000230	Syao.g_01738	Pray.g_00928
OG0000231	Syao.g_01513	Pray.g_00939
OG0000232	Syao.g_00057	Pray.g_00948
OG0000233	Syao.g_02698	Pray.g_00953
OG0000234	Syao.g_02680	Pray.g_00966
OG0000235	Syao.g_00029	Pray.g_00969
OG0000236	Syao.g_00111	Pray.g_00983
OG0000237	Syao.g_00166	Pray.g_00997
OG0000238	Syao.g_00161	Pray.g_01003
OG0000239	Syao.g_01398	Pray.g_01016
OG0000240	Syao.g_01399	Pray.g_01017
OG0000241	Syao.g_00887	Pray.g_01021
OG0000242	Syao.g_01410	Pray.g_01023
OG0000243	Syao.g_00873	Pray.g_01218
OG0000244	Syao.g_00865	Pray.g_01215
OG0000245	Syao.g_00863	Pray.g_01213
OG0000246	Syao.g_00859	Pray.g_01209
OG0000247	Syao.g_00847	Pray.g_01199
OG0000248	Syao.g_00844	Pray.g_01197
OG0000249	Syao.g_00842	Pray.g_01195
OG0000250	Syao.g_00835	Pray.g_01190
OG0000251	Syao.g_01026	Pray.g_01172
OG0000252	Syao.g_01020	Pray.g_01169
OG0000253	Syao.g_01003	Pray.g_01168
OG0000254	Syao.g_01053	Pray.g_01152
OG0000255	Syao.g_01009	Pray.g_01146
OG0000256	Syao.g_01328	Pray.g_01136
OG0000257	Syao.g_00884	Pray.g_01133
OG0000258	Syao.g_00907	Pray.g_01120
OG0000259	Syao.g_00933, Syao.g_00932	Pray.g_01103
OG0000260	Syao.g_00936	Pray.g_01100
OG0000261	Syao.g_00941	Pray.g_01098
OG0000262	Syao.g_00946	Pray.g_01094
OG0000263	Syao.g_00247	Pray.g_01082
OG0000264	Syao.g_00699	Pray.g_01072
OG0000265	Syao.g_00049	Pray.g_01040
OG0000266	Syao.g_00480	Pray.g_01030
OG0000267	Syao.g_00589	Pray.g_00274
OG0000268	Syao.g_00588	Pray.g_00275
OG0000269	Syao.g_00751	Pray.g_00343
OG0000270	Syao.g_00754	Pray.g_00346
OG0000271	Syao.g_00762	Pray.g_00354
OG0000272	Syao.g_00763	Pray.g_00355
OG0000273	Syao.g_00791	Pray.g_00378
OG0000274	Syao.g_00792	Pray.g_00379
OG0000275	Syao.g_00438	Pray.g_00382
OG0000276	Syao.g_00558	Pray.g_00387
OG0000277	Syao.g_00557	Pray.g_00388
OG0000278	Syao.g_00554	Pray.g_00391
OG0000279	Syao.g_00529	Pray.g_00398
OG0000280	Syao.g_00608	Pray.g_00399
OG0000281	Syao.g_01377	Pray.g_00404
OG0000282	Syao.g_00967	Pray.g_00454
OG0000283	Syao.g_00640	Pray.g_00488
OG0000284	Syao.g_00634	Pray.g_00493
OG0000285	Syao.g_00706	Pray.g_00498
OG0000286	Syao.g_00675	Pray.g_00510
OG0000287	Syao.g_00825	Pray.g_00527
OG0000288	Syao.g_00446	Pray.g_00557
OG0000289	Syao.g_00461	Pray.g_00568
OG0000290	Syao.g_00428	Pray.g_00581
OG0000291	Syao.g_00333	Pray.g_00583
OG0000292	Syao.g_02196	Pray.g_00632
OG0000293	Syao.g_00136	Pray.g_00073
OG0000294	Syao.g_00135	Pray.g_00072
OG0000295	Syao.g_00186	Pray.g_00051
OG0000296	Syao.g_00184	Pray.g_00049
OG0000297	Syao.g_00171	Pray.g_00041
OG0000298	Syao.g_00170	Pray.g_00040
OG0000299	Syao.g_00231	Pray.g_00023
OG0000300	Syao.g_00274	Pray.g_00020
OG0000301	Syao.g_00272, Syao.g_00273	Pray.g_00019
OG0000302	Syao.g_00271	Pray.g_00017
OG0000303	Syao.g_00262	Pray.g_00010
OG0000304	Syao.g_00256	Pray.g_00006
OG0000305	Syao.g_00388	Pray.g_01837
OG0000306	Syao.g_01216	Pray.g_01834
OG0000307	Syao.g_00045	Pray.g_01820
OG0000308	Syao.g_00047	Pray.g_01819
OG0000309	Syao.g_02705	Pray.g_01815
OG0000310	Syao.g_01530	Pray.g_01737
OG0000311	Syao.g_01533	Pray.g_01735
OG0000312	Syao.g_01538	Pray.g_01732
OG0000313	Syao.g_01491	Pray.g_01718
OG0000314	Syao.g_00078	Pray.g_01695
OG0000315	Syao.g_00088	Pray.g_01685
OG0000316	Syao.g_01602	Pray.g_01665
OG0000317	Syao.g_01560	Pray.g_01561
OG0000318	Syao.g_01553	Pray.g_01558
OG0000319	Syao.g_01678	Pray.g_01545
OG0000320	Syao.g_01676	Pray.g_01543
OG0000321	Syao.g_01675	Pray.g_01542
OG0000322	Syao.g_01674	Pray.g_01541
OG0000323	Syao.g_01661	Pray.g_01532
OG0000324	Syao.g_01630	Pray.g_01506
OG0000325	Syao.g_01936	Pray.g_01235
OG0000326	Syao.g_01918	Pray.g_01241
OG0000327	Syao.g_01795	Pray.g_01265
OG0000328	Syao.g_01794	Pray.g_01266
OG0000329	Syao.g_01776	Pray.g_01283
OG0000330	Syao.g_01775	Pray.g_01284
OG0000331	Syao.g_01774	Pray.g_01285
OG0000332	Syao.g_01813	Pray.g_01299
OG0000333	Syao.g_01810	Pray.g_01301
OG0000334	Syao.g_01836	Pray.g_01309
OG0000335	Syao.g_01831	Pray.g_01314
OG0000336	Syao.g_01827	Pray.g_01318
OG0000337	Syao.g_01968	Pray.g_01335
OG0000338	Syao.g_01962	Pray.g_01336
OG0000339	Syao.g_02259	Pray.g_01340
OG0000340	Syao.g_02129	Pray.g_01348
OG0000341	Syao.g_02131	Pray.g_01350
OG0000342	Syao.g_02132	Pray.g_01351
OG0000343	Syao.g_02133	Pray.g_01352
OG0000344	Syao.g_02137	Pray.g_01355
OG0000345	Syao.g_01953	Pray.g_01360
OG0000346	Syao.g_01948	Pray.g_01365
OG0000347	Syao.g_02178	Pray.g_01381
OG0000348	Syao.g_02166	Pray.g_01391
OG0000349	Syao.g_02219	Pray.g_01408
OG0000350	Syao.g_01925	Pray.g_01427
OG0000351	Syao.g_02331	Pray.g_01444
OG0000352	Syao.g_02332	Pray.g_01445
OG0000353	Syao.g_02160	Pray.g_01460
OG0000355	Syao.g_02162	Pray.g_01462
OG0000356	Syao.g_02163	Pray.g_01463
OG0000357	Syao.g_02164	Pray.g_01464
OG0000358	Syao.g_02154	Pray.g_01469
OG0000359	Syao.g_02152	Pray.g_01470
OG0000360	Syao.g_02151	Pray.g_01471
OG0000361	Syao.g_02150	Pray.g_01472
OG0000362	Syao.g_01954	Pray.g_01474
OG0000363	Syao.g_02255	Pray.g_01476
OG0000364	Syao.g_01558	Pray.g_01477
OG0000365	Syao.g_02246	Pray.g_01482
OG0000366	Syao.g_02245	Pray.g_01483
OG0000367	Syao.g_02244	Pray.g_01484
OG0000368	Syao.g_02242	Pray.g_01486
OG0000369	Syao.g_02241	Pray.g_01487
OG0000370	Syao.g_02240	Pray.g_01488
OG0000371	Syao.g_02231	Pray.g_01494
OG0000372	Syao.g_02226	Pray.g_01497
OG0000373	Syao.g_02225	Pray.g_01498
OG0000374	Syao.g_02224	Pray.g_01499
OG0000375	Syao.g_02223	Pray.g_00243
OG0000376	Syao.g_02221	Pray.g_00241
OG0000377	Syao.g_02429	Pray.g_00238
OG0000378	Syao.g_02414	Pray.g_00236
OG0000379	Syao.g_02409	Pray.g_00233
OG0000380	Syao.g_02616	Pray.g_00223
OG0000381	Syao.g_02618	Pray.g_00219
OG0000382	Syao.g_02636	Pray.g_00208
OG0000383	Syao.g_02643	Pray.g_00206
OG0000384	Syao.g_02644	Pray.g_00205
OG0000385	Syao.g_02645	Pray.g_00204
OG0000386	Syao.g_02646	Pray.g_00203
OG0000387	Syao.g_01019	Pray.g_00190
OG0000388	Syao.g_02596	Pray.g_00187
OG0000389	Syao.g_02599	Pray.g_00183
OG0000390	Syao.g_02567	Pray.g_00176
OG0000391	Syao.g_02572	Pray.g_00173
OG0000392	Syao.g_02578	Pray.g_00169
OG0000393	Syao.g_02581	Pray.g_00167
OG0000394	Syao.g_02582	Pray.g_00166
OG0000395	Syao.g_02583	Pray.g_00165
OG0000396	Syao.g_02586	Pray.g_00162
OG0000397	Syao.g_02542	Pray.g_00160
OG0000398	Syao.g_02547	Pray.g_00158
OG0000399	Syao.g_02548	Pray.g_00157
OG0000400	Syao.g_02549	Pray.g_00156
OG0000401	Syao.g_02550	Pray.g_00155
OG0000402	Syao.g_02552	Pray.g_00153
OG0000403	Syao.g_02553	Pray.g_00152
OG0000404	Syao.g_02554	Pray.g_00151
OG0000405	Syao.g_02478	Pray.g_00147
OG0000406	Syao.g_02482	Pray.g_00142
OG0000407	Syao.g_02483	Pray.g_00141
OG0000408	Syao.g_02485	Pray.g_00139
OG0000409	Syao.g_02487	Pray.g_00137
OG0000410	Syao.g_02488	Pray.g_00136
OG0000411	Syao.g_02489	Pray.g_00635
OG0000412	Syao.g_02490	Pray.g_00636
OG0000413	Syao.g_02492	Pray.g_00637
OG0000414	Syao.g_02493	Pray.g_00638
OG0000415	Syao.g_02494	Pray.g_00639
OG0000416	Syao.g_02495	Pray.g_00640
OG0000417	Syao.g_02497	Pray.g_00641
OG0000418	Syao.g_02502	Pray.g_00646
OG0000419	Syao.g_02504	Pray.g_00648
OG0000420	Syao.g_02506	Pray.g_00649
OG0000421	Syao.g_02510	Pray.g_00654
OG0000422	Syao.g_02511	Pray.g_00655
OG0000423	Syao.g_02512	Pray.g_00656
OG0000424	Syao.g_02513	Pray.g_00657
OG0000425	Syao.g_02514	Pray.g_00658
OG0000426	Syao.g_02515	Pray.g_00659
OG0000427	Syao.g_02516	Pray.g_00660
OG0000428	Syao.g_02519	Pray.g_00662
OG0000429	Syao.g_02522	Pray.g_00663
OG0000430	Syao.g_02523	Pray.g_00664
OG0000431	Syao.g_02526	Pray.g_00666
OG0000432	Syao.g_02532	Pray.g_00669
OG0000433	Syao.g_02534	Pray.g_00670
OG0000434	Syao.g_02535	Pray.g_00671
OG0000435	Syao.g_02538	Pray.g_00672
OG0000436	Syao.g_02458	Pray.g_00677
OG0000437	Syao.g_02459	Pray.g_00678
OG0000438	Syao.g_02460	Pray.g_00679
OG0000439	Syao.g_02462	Pray.g_00681
OG0000440	Syao.g_02463	Pray.g_00682
OG0000441	Syao.g_02466	Pray.g_00685
OG0000442	Syao.g_02467	Pray.g_00686
OG0000443	Syao.g_02468	Pray.g_00687
OG0000444	Syao.g_02473	Pray.g_00692
OG0000445	Syao.g_02474	Pray.g_00693
OG0000446	Syao.g_02476	Pray.g_00694
OG0000447	Syao.g_02383	Pray.g_00695
OG0000448	Syao.g_02384	Pray.g_00696
OG0000449	Syao.g_02385	Pray.g_00697
OG0000450	Syao.g_02391	Pray.g_00698
OG0000451	Syao.g_02392	Pray.g_00699
OG0000452	Syao.g_02396	Pray.g_00702
OG0000453	Syao.g_02397	Pray.g_00703
OG0000454	Syao.g_02398	Pray.g_00704
OG0000455	Syao.g_02399	Pray.g_00705
OG0000456	Syao.g_02400	Pray.g_00706
OG0000457	Syao.g_02402	Pray.g_00707
OG0000458	Syao.g_02403	Pray.g_00708
OG0000459	Syao.g_02404	Pray.g_00709
OG0000460	Syao.g_01702	Pray.g_00716
OG0000461	Syao.g_02119	Pray.g_00723
OG0000462	Syao.g_02116	Pray.g_00725
OG0000463	Syao.g_02115	Pray.g_00726
OG0000464	Syao.g_02114	Pray.g_00727
OG0000465	Syao.g_02112	Pray.g_00728
OG0000466	Syao.g_02107	Pray.g_00731
OG0000467	Syao.g_02106	Pray.g_00732
OG0000468	Syao.g_02102	Pray.g_00734
OG0000469	Syao.g_02087	Pray.g_00742
OG0000470	Syao.g_02085	Pray.g_00744
OG0000471	Syao.g_02084	Pray.g_00745
OG0000472	Syao.g_02082	Pray.g_00746
OG0000473	Syao.g_02080	Pray.g_00748
OG0000474	Syao.g_02079	Pray.g_00749
OG0000475	Syao.g_02078	Pray.g_00750
OG0000476	Syao.g_02076	Pray.g_00751
OG0000477	Syao.g_02069	Pray.g_00754
OG0000478	Syao.g_02068	Pray.g_00755
OG0000479	Syao.g_02067	Pray.g_00756
OG0000480	Syao.g_02060	Pray.g_00761
OG0000481	Syao.g_01012	Pray.g_00763
OG0000482	Syao.g_02058	Pray.g_00764
OG0000483	Syao.g_02054	Pray.g_00767
OG0000484	Syao.g_02053	Pray.g_00768
OG0000485	Syao.g_02052	Pray.g_00769
OG0000486	Syao.g_02051	Pray.g_00770
OG0000487	Syao.g_02044	Pray.g_00773
OG0000488	Syao.g_02040	Pray.g_00776
OG0000489	Syao.g_02033	Pray.g_00781
OG0000490	Syao.g_02025	Pray.g_00786
OG0000491	Syao.g_02024	Pray.g_00787
OG0000492	Syao.g_02022	Pray.g_00789
OG0000493	Syao.g_02021	Pray.g_00790
OG0000494	Syao.g_02020	Pray.g_00791
OG0000495	Syao.g_02018	Pray.g_00792
OG0000496	Syao.g_02017	Pray.g_00793
OG0000497	Syao.g_02016	Pray.g_00794
OG0000498	Syao.g_02015	Pray.g_00795
OG0000499	Syao.g_02014	Pray.g_00796
OG0000500	Syao.g_02013	Pray.g_00797
OG0000501	Syao.g_02010	Pray.g_00799
OG0000502	Syao.g_01974	Pray.g_00802
OG0000503	Syao.g_01877	Pray.g_00812
OG0000504	Syao.g_01875	Pray.g_00813
OG0000505	Syao.g_01874	Pray.g_00814
OG0000506	Syao.g_01872	Pray.g_00816
OG0000507	Syao.g_01866	Pray.g_00819
OG0000508	Syao.g_01750	Pray.g_00823
OG0000509	Syao.g_01755	Pray.g_00825
OG0000510	Syao.g_01756	Pray.g_00826
OG0000511	Syao.g_01757	Pray.g_00827
OG0000512	Syao.g_01759	Pray.g_00829
OG0000513	Syao.g_01720	Pray.g_00836
OG0000514	Syao.g_01727	Pray.g_00921
OG0000515	Syao.g_01728	Pray.g_00922
OG0000516	Syao.g_01730	Pray.g_00923
OG0000517	Syao.g_01735	Pray.g_00925
OG0000518	Syao.g_01621	Pray.g_00936
OG0000519	Syao.g_01622	Pray.g_00937
OG0000520	Syao.g_01512	Pray.g_00938
OG0000521	Syao.g_00061	Pray.g_00943
OG0000522	Syao.g_00059	Pray.g_00945
OG0000523	Syao.g_00058	Pray.g_00946
OG0000524	Syao.g_02699	Pray.g_00951
OG0000525	Syao.g_02691	Pray.g_00954
OG0000526	Syao.g_02688	Pray.g_00955
OG0000527	Syao.g_02684	Pray.g_00963
OG0000528	Syao.g_00031	Pray.g_00968
OG0000529	Syao.g_00027	Pray.g_00971
OG0000530	Syao.g_00122	Pray.g_00974
OG0000531	Syao.g_00121	Pray.g_00975
OG0000532	Syao.g_00118	Pray.g_00977
OG0000533	Syao.g_00116	Pray.g_00978
OG0000534	Syao.g_00115	Pray.g_00979
OG0000535	Syao.g_00114	Pray.g_00980
OG0000536	Syao.g_00113	Pray.g_00981
OG0000537	Syao.g_00112	Pray.g_00982
OG0000538	Syao.g_00100	Pray.g_00991
OG0000539	Syao.g_00099	Pray.g_00992
OG0000540	Syao.g_00098	Pray.g_00993
OG0000541	Syao.g_00097	Pray.g_00994
OG0000542	Syao.g_00167	Pray.g_00996
OG0000543	Syao.g_00165	Pray.g_00998
OG0000544	Syao.g_00164	Pray.g_00999
OG0000545	Syao.g_00162	Pray.g_01001
OG0000546	Syao.g_00160	Pray.g_01004
OG0000547	Syao.g_00158	Pray.g_01006
OG0000548	Syao.g_00157	Pray.g_01007
OG0000549	Syao.g_01391	Pray.g_01009
OG0000550	Syao.g_01396	Pray.g_01014
OG0000551	Syao.g_01401	Pray.g_01018
OG0000552	Syao.g_01402	Pray.g_01019
OG0000553	Syao.g_01404	Pray.g_01020
OG0000554	Syao.g_01413	Pray.g_01227
OG0000555	Syao.g_00875	Pray.g_01219
OG0000556	Syao.g_00871	Pray.g_01217
OG0000557	Syao.g_00866	Pray.g_01216
OG0000558	Syao.g_00864	Pray.g_01214
OG0000559	Syao.g_00860	Pray.g_01210
OG0000560	Syao.g_00857	Pray.g_01207
OG0000561	Syao.g_00856	Pray.g_01206
OG0000562	Syao.g_00855	Pray.g_01205
OG0000563	Syao.g_00854	Pray.g_01204
OG0000564	Syao.g_00853	Pray.g_01203
OG0000565	Syao.g_00849	Pray.g_01200
OG0000566	Syao.g_00845	Pray.g_01198
OG0000567	Syao.g_00841	Pray.g_01194
OG0000568	Syao.g_00839	Pray.g_01193
OG0000569	Syao.g_00838	Pray.g_01192
OG0000570	Syao.g_00837	Pray.g_01191
OG0000571	Syao.g_00834	Pray.g_01189
OG0000572	Syao.g_01033	Pray.g_01176
OG0000573	Syao.g_01022	Pray.g_01171
OG0000574	Syao.g_01021	Pray.g_01170
OG0000575	Syao.g_01000	Pray.g_01166
OG0000576	Syao.g_00996	Pray.g_01164
OG0000577	Syao.g_00995	Pray.g_01163
OG0000578	Syao.g_00994	Pray.g_01162
OG0000579	Syao.g_00993	Pray.g_01161
OG0000580	Syao.g_00992	Pray.g_01160
OG0000581	Syao.g_01059	Pray.g_01158
OG0000582	Syao.g_01204	Pray.g_01155
OG0000583	Syao.g_01205	Pray.g_01154
OG0000584	Syao.g_01206	Pray.g_01153
OG0000585	Syao.g_01054	Pray.g_01151
