Orthogroup	Syao	Syai
OG0000064	Syao.g_01462, Syao.g_02605	Syai.g_02844
OG0000066	Syao.g_01422	Syai.g_01709, Syai.g_00719
OG0000067	Syao.g_00756	Syai.g_01321
OG0000068	Syao.g_00868, Syao.g_00036	Syai.g_00628
OG0000070	Syao.g_00330	Syai.g_02196
OG0000071	Syao.g_01433	Syai.g_02179
OG0000072	Syao.g_02509	Syai.g_02636
OG0000073	Syao.g_00103	Syai.g_00659
OG0000075	Syao.g_02257	Syai.g_00161
OG0000076	Syao.g_01949	Syai.g_00111
OG0000077	Syao.g_02629	Syai.g_02486
OG0000078	Syao.g_01709	Syai.g_00543
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Syai.g_00300
OG0000082	Syao.g_01035	Syai.g_00781
OG0000084	Syao.g_01509	Syai.g_01196, Syai.g_00958
OG0000085	Syao.g_01569	Syai.g_02365
OG0000086	Syao.g_02653, Syao.g_01240	Syai.g_02507
OG0000087	Syao.g_02555	Syai.g_02592
OG0000088	Syao.g_02503	Syai.g_02630
OG0000089	Syao.g_01716	Syai.g_00517
OG0000090	Syao.g_01412	Syai.g_00707
OG0000091	Syao.g_00902	Syai.g_01112
OG0000092	Syao.g_00656	Syai.g_01358
OG0000093	Syao.g_00739	Syai.g_01306
OG0000094	Syao.g_00458	Syai.g_01424
OG0000095	Syao.g_00331	Syai.g_02007
OG0000097	Syao.g_00973	Syai.g_01787
OG0000098	Syao.g_01374	Syai.g_01718
OG0000099	Syao.g_02019	Syai.g_00199
OG0000100	Syao.g_00787	Syai.g_01372
OG0000102	Syao.g_01945	Syai.g_00106
OG0000104	Syao.g_02157	Syai.g_02929
OG0000105	Syao.g_02071, Syao.g_02072	Syai.g_00267
OG0000106	Syao.g_01385	Syai.g_01601
OG0000107	Syao.g_01935	Syai.g_00319
OG0000108	Syao.g_00028	Syai.g_00638
OG0000110	Syao.g_01051	Syai.g_00766
OG0000112	Syao.g_00683, Syao.g_00303	Syai.g_01512
OG0000113	Syao.g_00782	Syai.g_01367
OG0000114	Syao.g_00965	Syai.g_01261
OG0000115	Syao.g_01464, Syao.g_00065	Syai.g_00932
OG0000116	Syao.g_00137	Syai.g_02156
OG0000117	Syao.g_00169	Syai.g_01756
OG0000118	Syao.g_01475	Syai.g_00818
OG0000120	Syao.g_02009	Syai.g_00198
OG0000121	Syao.g_01489	Syai.g_00951
OG0000122	Syao.g_01247	Syai.g_01143
OG0000123	Syao.g_01832	Syai.g_00411
OG0000124	Syao.g_02179	Syai.g_00089
OG0000125	Syao.g_02444	Syai.g_02782
OG0000126	Syao.g_02198	Syai.g_02927
OG0000127	Syao.g_02375	Syai.g_02459
OG0000128	Syao.g_02149	Syai.g_00012
OG0000129	Syao.g_02434	Syai.g_02771
OG0000130	Syao.g_02617	Syai.g_02474
OG0000131	Syao.g_02480	Syai.g_02608
OG0000132	Syao.g_02501	Syai.g_02628
OG0000133	Syao.g_00678	Syai.g_01507
OG0000134	Syao.g_01719	Syai.g_00520
OG0000135	Syao.g_00147	Syai.g_02826
OG0000136	Syao.g_01614, Syao.g_01613	Syai.g_02217
OG0000137	Syao.g_02682	Syai.g_00865
OG0000138	Syao.g_00108	Syai.g_00654
OG0000139	Syao.g_01418	Syai.g_00714
OG0000140	Syao.g_01373, Syao.g_01372	Syai.g_00716
OG0000141	Syao.g_01202	Syai.g_01041
OG0000142	Syao.g_00894	Syai.g_01104
OG0000143	Syao.g_00898	Syai.g_01108
OG0000145	Syao.g_00102	Syai.g_00660
OG0000146	Syao.g_00684, Syao.g_00304	Syai.g_01513
OG0000147	Syao.g_00305, Syao.g_00685	Syai.g_01514
OG0000148	Syao.g_00776	Syai.g_01361
OG0000149	Syao.g_00534	Syai.g_02059
OG0000150	Syao.g_01203	Syai.g_00717
OG0000151	Syao.g_00975	Syai.g_01280
OG0000152	Syao.g_00674	Syai.g_01503
OG0000153	Syao.g_00818, Syao.g_01176	Syai.g_01461
OG0000154	Syao.g_00447	Syai.g_01434
OG0000155	Syao.g_00178	Syai.g_02109
OG0000156	Syao.g_00151	Syai.g_02162
OG0000157	Syao.g_00152	Syai.g_02163
OG0000158	Syao.g_01141, Syao.g_02267	Syai.g_00135
OG0000160	Syao.g_01488	Syai.g_00952
OG0000161	Syao.g_01494	Syai.g_00946
OG0000162	Syao.g_01515	Syai.g_00939
OG0000163	Syao.g_01745	Syai.g_02300
OG0000165	Syao.g_01655	Syai.g_02244
OG0000166	Syao.g_01790	Syai.g_00364
OG0000167	Syao.g_01960	Syai.g_00164
OG0000168	Syao.g_02128	Syai.g_00134
OG0000169	Syao.g_02139	Syai.g_00123
OG0000170	Syao.g_02148	Syai.g_00116
OG0000171	Syao.g_02181	Syai.g_00090
OG0000172	Syao.g_02170	Syai.g_00083
OG0000173	Syao.g_02212	Syai.g_00064
OG0000174	Syao.g_02364, Syao.g_02355	Syai.g_02828
OG0000175	Syao.g_02327, Syao.g_00308	Syai.g_02901
OG0000176	Syao.g_02165	Syai.g_00004
OG0000177	Syao.g_02156	Syai.g_00005
OG0000178	Syao.g_02155	Syai.g_00006
OG0000179	Syao.g_02250	Syai.g_00023
OG0000180	Syao.g_02249	Syai.g_00024
OG0000181	Syao.g_02248	Syai.g_00025
OG0000182	Syao.g_02247	Syai.g_00026
OG0000183	Syao.g_02243	Syai.g_00030
OG0000184	Syao.g_02423	Syai.g_02756
OG0000185	Syao.g_02410	Syai.g_02734
OG0000186	Syao.g_02613	Syai.g_02469
OG0000187	Syao.g_02615	Syai.g_02471
OG0000188	Syao.g_02637	Syai.g_02494
OG0000189	Syao.g_02672	Syai.g_02530
OG0000190	Syao.g_01015	Syai.g_02532
OG0000191	Syao.g_02573	Syai.g_02562
OG0000192	Syao.g_02579	Syai.g_02569
OG0000193	Syao.g_02481	Syai.g_02609
OG0000194	Syao.g_02484	Syai.g_02612
OG0000196	Syao.g_02498	Syai.g_02625
OG0000197	Syao.g_02499	Syai.g_02626
OG0000198	Syao.g_02500	Syai.g_02627
OG0000199	Syao.g_02508	Syai.g_02635
OG0000200	Syao.g_02524	Syai.g_02651
OG0000201	Syao.g_02540	Syai.g_02667
OG0000202	Syao.g_02454	Syai.g_02668
OG0000203	Syao.g_02455	Syai.g_02669
OG0000204	Syao.g_02456	Syai.g_02670
OG0000205	Syao.g_02464	Syai.g_02677
OG0000206	Syao.g_02469	Syai.g_02684
OG0000207	Syao.g_02471	Syai.g_02686
OG0000208	Syao.g_02472	Syai.g_02687
OG0000209	Syao.g_02394	Syai.g_02699
OG0000210	Syao.g_02395	Syai.g_02700
OG0000211	Syao.g_01700	Syai.g_00533
OG0000212	Syao.g_01710	Syai.g_00544
OG0000213	Syao.g_02098	Syai.g_00292
OG0000214	Syao.g_02081	Syai.g_00276
OG0000215	Syao.g_02050	Syai.g_00245
OG0000216	Syao.g_02045	Syai.g_00241
OG0000217	Syao.g_02041	Syai.g_00237
OG0000218	Syao.g_02039	Syai.g_00235
OG0000219	Syao.g_02038	Syai.g_00234
OG0000220	Syao.g_02037	Syai.g_00233
OG0000221	Syao.g_02034	Syai.g_00227
OG0000222	Syao.g_02023	Syai.g_00215
OG0000223	Syao.g_00291	Syai.g_00194
OG0000224	Syao.g_01973	Syai.g_00186
OG0000225	Syao.g_01751	Syai.g_00502
OG0000226	Syao.g_01758	Syai.g_00506
OG0000227	Syao.g_01760	Syai.g_00508
OG0000228	Syao.g_01715	Syai.g_00516
OG0000229	Syao.g_01736	Syai.g_02228
OG0000230	Syao.g_01738	Syai.g_02226
OG0000231	Syao.g_01513	Syai.g_02208
OG0000232	Syao.g_00057	Syai.g_00846
OG0000233	Syao.g_02698	Syai.g_00855
OG0000234	Syao.g_02680	Syai.g_00866
OG0000235	Syao.g_00029	Syai.g_00637
OG0000236	Syao.g_00111	Syai.g_00652
OG0000237	Syao.g_00166	Syai.g_00669
OG0000238	Syao.g_00161	Syai.g_00674
OG0000239	Syao.g_01398	Syai.g_00691
OG0000240	Syao.g_01399	Syai.g_00692
OG0000241	Syao.g_00887	Syai.g_01085, Syai.g_01089
OG0000242	Syao.g_01410	Syai.g_00705
OG0000243	Syao.g_00873	Syai.g_00726
OG0000244	Syao.g_00865	Syai.g_00731
OG0000245	Syao.g_00863	Syai.g_00733
OG0000246	Syao.g_00859	Syai.g_00737
OG0000247	Syao.g_00847	Syai.g_00748
OG0000249	Syao.g_00842	Syai.g_00753
OG0000250	Syao.g_00835	Syai.g_00762
OG0000251	Syao.g_01026	Syai.g_00789
OG0000252	Syao.g_01020	Syai.g_00797
OG0000253	Syao.g_01003	Syai.g_00798
OG0000254	Syao.g_01053	Syai.g_01045
OG0000255	Syao.g_01009	Syai.g_01061
OG0000256	Syao.g_01328	Syai.g_01077
OG0000257	Syao.g_00884	Syai.g_01084
OG0000258	Syao.g_00907	Syai.g_01113
OG0000259	Syao.g_00933, Syao.g_00932	Syai.g_01229
OG0000260	Syao.g_00936	Syai.g_01232
OG0000261	Syao.g_00941	Syai.g_01235
OG0000262	Syao.g_00946	Syai.g_01240
OG0000263	Syao.g_00247	Syai.g_01776
OG0000264	Syao.g_00699	Syai.g_01962
OG0000265	Syao.g_00049	Syai.g_02245
OG0000266	Syao.g_00480	Syai.g_01401
OG0000267	Syao.g_00589	Syai.g_01569
OG0000268	Syao.g_00588	Syai.g_01568
OG0000269	Syao.g_00751	Syai.g_01316
OG0000270	Syao.g_00754	Syai.g_01319
OG0000271	Syao.g_00762	Syai.g_01327
OG0000272	Syao.g_00763	Syai.g_01328
OG0000274	Syao.g_00792	Syai.g_02038
OG0000275	Syao.g_00438	Syai.g_02043
OG0000276	Syao.g_00558	Syai.g_02051
OG0000277	Syao.g_00557	Syai.g_02052
OG0000278	Syao.g_00554	Syai.g_02055
OG0000279	Syao.g_00529	Syai.g_02063
OG0000280	Syao.g_00608	Syai.g_02084
OG0000281	Syao.g_01377	Syai.g_01719
OG0000282	Syao.g_00967	Syai.g_01263
OG0000283	Syao.g_00640	Syai.g_01554
OG0000284	Syao.g_00634	Syai.g_01548
OG0000285	Syao.g_00706	Syai.g_01522
OG0000286	Syao.g_00675	Syai.g_01504
OG0000287	Syao.g_00825	Syai.g_01469
OG0000288	Syao.g_00446	Syai.g_01435
OG0000289	Syao.g_00461	Syai.g_01421
OG0000290	Syao.g_00428	Syai.g_02010
OG0000291	Syao.g_00333	Syai.g_02008
OG0000292	Syao.g_02196	Syai.g_02926
OG0000293	Syao.g_00136	Syai.g_02155
OG0000295	Syao.g_00186	Syai.g_02117
OG0000296	Syao.g_00184	Syai.g_02115
OG0000298	Syao.g_00170	Syai.g_01755
OG0000299	Syao.g_00231	Syai.g_01783
OG0000300	Syao.g_00274	Syai.g_01790
OG0000301	Syao.g_00272, Syao.g_00273	Syai.g_01791
OG0000302	Syao.g_00271	Syai.g_01793
OG0000303	Syao.g_00262	Syai.g_01802
OG0000304	Syao.g_00256	Syai.g_01826
OG0000305	Syao.g_00388	Syai.g_02005
OG0000306	Syao.g_01216	Syai.g_02090
OG0000307	Syao.g_00045	Syai.g_00619
OG0000308	Syao.g_00047	Syai.g_00617
OG0000309	Syao.g_02705	Syai.g_00612
OG0000310	Syao.g_01530	Syai.g_00989
OG0000311	Syao.g_01533	Syai.g_00985
OG0000312	Syao.g_01538	Syai.g_00966
OG0000313	Syao.g_01491	Syai.g_00949
OG0000314	Syao.g_00078	Syai.g_00908
OG0000315	Syao.g_00088	Syai.g_00897
OG0000316	Syao.g_01602	Syai.g_02320, Syai.g_02322
OG0000317	Syao.g_01560	Syai.g_02373
OG0000318	Syao.g_01553	Syai.g_02379
OG0000319	Syao.g_01678	Syai.g_02395
OG0000320	Syao.g_01676	Syai.g_02397
OG0000321	Syao.g_01675	Syai.g_02398
OG0000322	Syao.g_01674	Syai.g_02399
OG0000323	Syao.g_01661	Syai.g_02413
OG0000324	Syao.g_01630	Syai.g_02272
OG0000325	Syao.g_01936	Syai.g_00320
OG0000327	Syao.g_01795	Syai.g_00359
OG0000328	Syao.g_01794	Syai.g_00360
OG0000329	Syao.g_01776	Syai.g_00378
OG0000330	Syao.g_01775	Syai.g_00379
OG0000331	Syao.g_01774	Syai.g_00380
OG0000333	Syao.g_01810	Syai.g_00398
OG0000334	Syao.g_01836	Syai.g_00407
OG0000335	Syao.g_01831	Syai.g_00412
OG0000336	Syao.g_01827	Syai.g_00416
OG0000337	Syao.g_01968	Syai.g_00169
OG0000338	Syao.g_01962	Syai.g_00166
OG0000339	Syao.g_02259	Syai.g_00160
OG0000340	Syao.g_02129	Syai.g_00133
OG0000341	Syao.g_02131	Syai.g_00131
OG0000342	Syao.g_02132	Syai.g_00130
OG0000343	Syao.g_02133	Syai.g_00129
OG0000344	Syao.g_02137	Syai.g_00125
OG0000345	Syao.g_01953	Syai.g_00115
OG0000346	Syao.g_01948	Syai.g_00110
OG0000347	Syao.g_02178	Syai.g_00087
OG0000348	Syao.g_02166	Syai.g_00076
OG0000349	Syao.g_02219	Syai.g_00057
OG0000350	Syao.g_01925	Syai.g_00334
OG0000351	Syao.g_02331	Syai.g_02904
OG0000352	Syao.g_02332	Syai.g_02905
OG0000353	Syao.g_02160	Syai.g_02932
OG0000354	Syao.g_00154, Syao.g_00155	Syai.g_00680
OG0000354	Syao.g_02252	Syai.g_00019
OG0000355	Syao.g_02162	Syai.g_00001
OG0000356	Syao.g_02163	Syai.g_00002
OG0000357	Syao.g_02164	Syai.g_00003
OG0000358	Syao.g_02154	Syai.g_00007
OG0000359	Syao.g_02152	Syai.g_00009
OG0000360	Syao.g_02151	Syai.g_00010
OG0000361	Syao.g_02150	Syai.g_00011
OG0000362	Syao.g_01954	Syai.g_00013
OG0000363	Syao.g_02255	Syai.g_00015
OG0000364	Syao.g_01558	Syai.g_00016
OG0000365	Syao.g_02246	Syai.g_00027
OG0000366	Syao.g_02245	Syai.g_00028
OG0000367	Syao.g_02244	Syai.g_00029
OG0000368	Syao.g_02242	Syai.g_00031
OG0000369	Syao.g_02241	Syai.g_00032
OG0000370	Syao.g_02240	Syai.g_00033
OG0000371	Syao.g_02231	Syai.g_00041
OG0000372	Syao.g_02226	Syai.g_00047
OG0000373	Syao.g_02225	Syai.g_00048
OG0000374	Syao.g_02224	Syai.g_00049
OG0000375	Syao.g_02223	Syai.g_00053
OG0000376	Syao.g_02221	Syai.g_00055
OG0000377	Syao.g_02429	Syai.g_02769
OG0000378	Syao.g_02414	Syai.g_02751
OG0000379	Syao.g_02409	Syai.g_02733
OG0000380	Syao.g_02616	Syai.g_02472
OG0000381	Syao.g_02618	Syai.g_02475
OG0000382	Syao.g_02636	Syai.g_02493
OG0000383	Syao.g_02643	Syai.g_02498
OG0000384	Syao.g_02644	Syai.g_02499
OG0000385	Syao.g_02645	Syai.g_02500
OG0000386	Syao.g_02646	Syai.g_02501
OG0000387	Syao.g_01019	Syai.g_02534
OG0000388	Syao.g_02596	Syai.g_02538
OG0000389	Syao.g_02599	Syai.g_02542
OG0000390	Syao.g_02567	Syai.g_02556
OG0000391	Syao.g_02572	Syai.g_02561
OG0000392	Syao.g_02578	Syai.g_02568
OG0000393	Syao.g_02581	Syai.g_02570
OG0000394	Syao.g_02582	Syai.g_02571
OG0000395	Syao.g_02583	Syai.g_02572
OG0000396	Syao.g_02586	Syai.g_02575
OG0000397	Syao.g_02542	Syai.g_02577
OG0000398	Syao.g_02547	Syai.g_02582
OG0000399	Syao.g_02548	Syai.g_02583
OG0000400	Syao.g_02549	Syai.g_02584
OG0000401	Syao.g_02550	Syai.g_02585
OG0000402	Syao.g_02552	Syai.g_02588
OG0000403	Syao.g_02553	Syai.g_02589
OG0000404	Syao.g_02554	Syai.g_02590
OG0000405	Syao.g_02478	Syai.g_02606
OG0000406	Syao.g_02482	Syai.g_02610
OG0000407	Syao.g_02483	Syai.g_02611
OG0000408	Syao.g_02485	Syai.g_02613
OG0000409	Syao.g_02487	Syai.g_02615
OG0000410	Syao.g_02488	Syai.g_02616
OG0000411	Syao.g_02489	Syai.g_02617
OG0000412	Syao.g_02490	Syai.g_02618
OG0000413	Syao.g_02492	Syai.g_02620
OG0000414	Syao.g_02493	Syai.g_02621
OG0000415	Syao.g_02494	Syai.g_02622
OG0000416	Syao.g_02495	Syai.g_02623
OG0000417	Syao.g_02497	Syai.g_02624
OG0000418	Syao.g_02502	Syai.g_02629
OG0000419	Syao.g_02504	Syai.g_02631
OG0000420	Syao.g_02506	Syai.g_02633
OG0000421	Syao.g_02510	Syai.g_02638
OG0000422	Syao.g_02511	Syai.g_02639
OG0000423	Syao.g_02512	Syai.g_02640
OG0000424	Syao.g_02513	Syai.g_02641
OG0000425	Syao.g_02514	Syai.g_02642
OG0000426	Syao.g_02515	Syai.g_02643
OG0000427	Syao.g_02516	Syai.g_02644
OG0000428	Syao.g_02519	Syai.g_02647
OG0000429	Syao.g_02522	Syai.g_02649
OG0000430	Syao.g_02523	Syai.g_02650
OG0000431	Syao.g_02526	Syai.g_02654
OG0000432	Syao.g_02532	Syai.g_02660
OG0000433	Syao.g_02534	Syai.g_02662
OG0000434	Syao.g_02535	Syai.g_02663
OG0000435	Syao.g_02538	Syai.g_02666
OG0000436	Syao.g_02458	Syai.g_02671
OG0000437	Syao.g_02459	Syai.g_02672
OG0000438	Syao.g_02460	Syai.g_02673
OG0000439	Syao.g_02462	Syai.g_02675
OG0000440	Syao.g_02463	Syai.g_02676
OG0000441	Syao.g_02466	Syai.g_02681
OG0000442	Syao.g_02467	Syai.g_02682
OG0000443	Syao.g_02468	Syai.g_02683
OG0000444	Syao.g_02473	Syai.g_02688
OG0000445	Syao.g_02474	Syai.g_02689
OG0000446	Syao.g_02476	Syai.g_02690
OG0000447	Syao.g_02383	Syai.g_02693
OG0000448	Syao.g_02384	Syai.g_02694
OG0000449	Syao.g_02385	Syai.g_02695
OG0000450	Syao.g_02391	Syai.g_02696
OG0000451	Syao.g_02392	Syai.g_02697
OG0000452	Syao.g_02396	Syai.g_02701
OG0000453	Syao.g_02397	Syai.g_02702
OG0000454	Syao.g_02398	Syai.g_02703
OG0000455	Syao.g_02399	Syai.g_02704
OG0000456	Syao.g_02400	Syai.g_02705
OG0000457	Syao.g_02402	Syai.g_02707
OG0000458	Syao.g_02403	Syai.g_02708
OG0000459	Syao.g_02404	Syai.g_02709
OG0000460	Syao.g_01702	Syai.g_00535
OG0000461	Syao.g_02119	Syai.g_00314
OG0000462	Syao.g_02116	Syai.g_00311
OG0000463	Syao.g_02115	Syai.g_00310
OG0000464	Syao.g_02114	Syai.g_00309
OG0000465	Syao.g_02112	Syai.g_00307
OG0000466	Syao.g_02107	Syai.g_00303
OG0000467	Syao.g_02106	Syai.g_00301
OG0000468	Syao.g_02102	Syai.g_00296
OG0000469	Syao.g_02087	Syai.g_00282
OG0000470	Syao.g_02085	Syai.g_00280
OG0000471	Syao.g_02084	Syai.g_00279
OG0000472	Syao.g_02082	Syai.g_00277
OG0000473	Syao.g_02080	Syai.g_00275
OG0000474	Syao.g_02079	Syai.g_00274
OG0000475	Syao.g_02078	Syai.g_00273
OG0000476	Syao.g_02076	Syai.g_00271
OG0000477	Syao.g_02069	Syai.g_00265
OG0000478	Syao.g_02068	Syai.g_00264
OG0000479	Syao.g_02067	Syai.g_00263
OG0000480	Syao.g_02060	Syai.g_00256
OG0000481	Syao.g_01012	Syai.g_00254
OG0000482	Syao.g_02058	Syai.g_00253
OG0000483	Syao.g_02054	Syai.g_00249
OG0000484	Syao.g_02053	Syai.g_00248
OG0000485	Syao.g_02052	Syai.g_00247
OG0000486	Syao.g_02051	Syai.g_00246
OG0000487	Syao.g_02044	Syai.g_00240
OG0000488	Syao.g_02040	Syai.g_00236
OG0000489	Syao.g_02033	Syai.g_00226
OG0000490	Syao.g_02025	Syai.g_00218
OG0000491	Syao.g_02024	Syai.g_00217
OG0000492	Syao.g_02022	Syai.g_00214
OG0000493	Syao.g_02021	Syai.g_00213
OG0000494	Syao.g_02020	Syai.g_00212
OG0000495	Syao.g_02018	Syai.g_00211
OG0000496	Syao.g_02017	Syai.g_00210
OG0000497	Syao.g_02016	Syai.g_00209
OG0000498	Syao.g_02015	Syai.g_00208
OG0000499	Syao.g_02014	Syai.g_00207
OG0000500	Syao.g_02013	Syai.g_00206
OG0000501	Syao.g_02010	Syai.g_00203
OG0000502	Syao.g_01974	Syai.g_00192
OG0000503	Syao.g_01877	Syai.g_00486
OG0000504	Syao.g_01875	Syai.g_00488
OG0000505	Syao.g_01874	Syai.g_00489
OG0000506	Syao.g_01872	Syai.g_00491
OG0000507	Syao.g_01866	Syai.g_00497
OG0000508	Syao.g_01750	Syai.g_00501
OG0000509	Syao.g_01755	Syai.g_00503
OG0000510	Syao.g_01756	Syai.g_00504
OG0000511	Syao.g_01757	Syai.g_00505
OG0000512	Syao.g_01759	Syai.g_00507
OG0000513	Syao.g_01720	Syai.g_00521
OG0000514	Syao.g_01727	Syai.g_00528
OG0000515	Syao.g_01728	Syai.g_00529
OG0000516	Syao.g_01730	Syai.g_02223
OG0000517	Syao.g_01735	Syai.g_02229
OG0000518	Syao.g_01621	Syai.g_02211
OG0000519	Syao.g_01622	Syai.g_02210
OG0000520	Syao.g_01512	Syai.g_02209
OG0000521	Syao.g_00061	Syai.g_00842
OG0000522	Syao.g_00059	Syai.g_00844
OG0000523	Syao.g_00058	Syai.g_00845
OG0000524	Syao.g_02699	Syai.g_00852
OG0000525	Syao.g_02691	Syai.g_00856
OG0000526	Syao.g_02688	Syai.g_00859
OG0000527	Syao.g_02684	Syai.g_00863
OG0000528	Syao.g_00031	Syai.g_00633
OG0000529	Syao.g_00027	Syai.g_00639
OG0000530	Syao.g_00122	Syai.g_00642
OG0000531	Syao.g_00121	Syai.g_00643
OG0000532	Syao.g_00118	Syai.g_00646
OG0000533	Syao.g_00116	Syai.g_00647
OG0000534	Syao.g_00115	Syai.g_00648
OG0000535	Syao.g_00114	Syai.g_00649
OG0000536	Syao.g_00113	Syai.g_00650
OG0000537	Syao.g_00112	Syai.g_00651
OG0000538	Syao.g_00100	Syai.g_00662
OG0000539	Syao.g_00099	Syai.g_00663
OG0000540	Syao.g_00098	Syai.g_00664
OG0000541	Syao.g_00097	Syai.g_00665
OG0000542	Syao.g_00167	Syai.g_00668
OG0000543	Syao.g_00165	Syai.g_00670
OG0000544	Syao.g_00164	Syai.g_00671
OG0000545	Syao.g_00162	Syai.g_00673
OG0000546	Syao.g_00160	Syai.g_00675
OG0000547	Syao.g_00158	Syai.g_00677
OG0000548	Syao.g_00157	Syai.g_00678
OG0000549	Syao.g_01391	Syai.g_00684
OG0000550	Syao.g_01396	Syai.g_00689
OG0000551	Syao.g_01401	Syai.g_00694
OG0000552	Syao.g_01402	Syai.g_00695
OG0000553	Syao.g_01404	Syai.g_00698
OG0000554	Syao.g_01413	Syai.g_00708
OG0000555	Syao.g_00875	Syai.g_00725
OG0000556	Syao.g_00871	Syai.g_00728
OG0000557	Syao.g_00866	Syai.g_00730
OG0000558	Syao.g_00864	Syai.g_00732
OG0000559	Syao.g_00860	Syai.g_00736
OG0000560	Syao.g_00857	Syai.g_00739
OG0000561	Syao.g_00856	Syai.g_00740
OG0000562	Syao.g_00855	Syai.g_00741
OG0000563	Syao.g_00854	Syai.g_00742
OG0000564	Syao.g_00853	Syai.g_00743
OG0000565	Syao.g_00849	Syai.g_00746
OG0000566	Syao.g_00845	Syai.g_00750
OG0000567	Syao.g_00841	Syai.g_00754
OG0000568	Syao.g_00839	Syai.g_00758
OG0000569	Syao.g_00838	Syai.g_00759
OG0000570	Syao.g_00837	Syai.g_00760
OG0000571	Syao.g_00834	Syai.g_00764
OG0000572	Syao.g_01033	Syai.g_00782
OG0000573	Syao.g_01022	Syai.g_00790
OG0000574	Syao.g_01021	Syai.g_00796
OG0000575	Syao.g_01000	Syai.g_00800
OG0000576	Syao.g_00996	Syai.g_00802
OG0000577	Syao.g_00995	Syai.g_00803
OG0000578	Syao.g_00994	Syai.g_00804
OG0000579	Syao.g_00993	Syai.g_00805
OG0000580	Syao.g_00992	Syai.g_00806
OG0000581	Syao.g_01059	Syai.g_00812
OG0000582	Syao.g_01204	Syai.g_01042
OG0000583	Syao.g_01205	Syai.g_01043
OG0000584	Syao.g_01206	Syai.g_01044
OG0000585	Syao.g_01054	Syai.g_01046
OG0000586	Syao.g_01055	Syai.g_01047
OG0000587	Syao.g_01057	Syai.g_01049
OG0000588	Syao.g_00406	Syai.g_01063
OG0000589	Syao.g_01342	Syai.g_01066
OG0000590	Syao.g_01341	Syai.g_01067
OG0000591	Syao.g_01330	Syai.g_01075
OG0000592	Syao.g_01329	Syai.g_01076
