Orthogroup	Syao	Prbd
OG0000102	Syao.g_01945	Prbd.g_01330
OG0000103	Syao.g_02340	Prbd.g_01250
OG0000104	Syao.g_02157	Prbd.g_01241
OG0000105	Syao.g_02071, Syao.g_02072	Prbd.g_00965
OG0000106	Syao.g_01385	Prbd.g_00868
OG0000107	Syao.g_01935	Prbd.g_00852
OG0000108	Syao.g_00028	Prbd.g_00762
OG0000109	Syao.g_00110	Prbd.g_00748
OG0000110	Syao.g_01051	Prbd.g_00668
OG0000111	Syao.g_00378	Prbd.g_00545
OG0000112	Syao.g_00683, Syao.g_00303	Prbd.g_00066
OG0000113	Syao.g_00782	Prbd.g_00124
OG0000114	Syao.g_00965	Prbd.g_00206
OG0000115	Syao.g_01464, Syao.g_00065	Prbd.g_00401
OG0000116	Syao.g_00137	Prbd.g_00458
OG0000117	Syao.g_00169	Prbd.g_01895
OG0000118	Syao.g_01475	Prbd.g_01789
OG0000120	Syao.g_02009	Prbd.g_01737
OG0000121	Syao.g_01489	Prbd.g_01687
OG0000122	Syao.g_01247	Prbd.g_01649
OG0000123	Syao.g_01832	Prbd.g_01384
OG0000124	Syao.g_02179	Prbd.g_01318
OG0000125	Syao.g_02444	Prbd.g_01281
OG0000126	Syao.g_02198	Prbd.g_01242
OG0000128	Syao.g_02149	Prbd.g_01226
OG0000129	Syao.g_02434	Prbd.g_01194
OG0000130	Syao.g_02617	Prbd.g_01175
OG0000131	Syao.g_02480	Prbd.g_01095
OG0000132	Syao.g_02501	Prbd.g_01076
OG0000133	Syao.g_00678	Prbd.g_00917
OG0000134	Syao.g_01719	Prbd.g_00882
OG0000135	Syao.g_00147	Prbd.g_00855
OG0000136	Syao.g_01614, Syao.g_01613	Prbd.g_01722, Prbd.g_00801
OG0000137	Syao.g_02682	Prbd.g_00767
OG0000138	Syao.g_00108	Prbd.g_00747
OG0000139	Syao.g_01418, Syao.g_02005	Prbd.g_00705
OG0000140	Syao.g_01373, Syao.g_01372	Prbd.g_00704
OG0000141	Syao.g_01202	Prbd.g_00637
OG0000142	Syao.g_00894	Prbd.g_00609
OG0000143	Syao.g_00898	Prbd.g_00605
OG0000145	Syao.g_00102	Prbd.g_00062
OG0000146	Syao.g_00684, Syao.g_00304	Prbd.g_00067
OG0000147	Syao.g_00305, Syao.g_00685	Prbd.g_00068
OG0000148	Syao.g_00776	Prbd.g_00118
OG0000149	Syao.g_00534	Prbd.g_00149
OG0000150	Syao.g_01203	Prbd.g_00157
OG0000151	Syao.g_00975	Prbd.g_00216
OG0000152	Syao.g_00674	Prbd.g_00264
OG0000153	Syao.g_00818, Syao.g_01176	Prbd.g_00283
OG0000154	Syao.g_00447	Prbd.g_00314
OG0000155	Syao.g_00178	Prbd.g_00488
OG0000156	Syao.g_00151	Prbd.g_01812
OG0000157	Syao.g_00152	Prbd.g_01811
OG0000158	Syao.g_01141, Syao.g_02267	Prbd.g_01736
OG0000159	Syao.g_02276	Prbd.g_01735
OG0000160	Syao.g_01488	Prbd.g_01688
OG0000161	Syao.g_01494	Prbd.g_01682
OG0000162	Syao.g_01515	Prbd.g_01676
OG0000163	Syao.g_01745	Prbd.g_01642
OG0000164	Syao.g_01663	Prbd.g_01501
OG0000165	Syao.g_01655	Prbd.g_01494
OG0000166	Syao.g_01790	Prbd.g_01427
OG0000167	Syao.g_01960	Prbd.g_01361
OG0000168	Syao.g_02128	Prbd.g_01351
OG0000169	Syao.g_02139	Prbd.g_01341
OG0000170	Syao.g_02148	Prbd.g_01339
OG0000171	Syao.g_02181	Prbd.g_01319
OG0000172	Syao.g_02170	Prbd.g_01310
OG0000173	Syao.g_02212	Prbd.g_01295
OG0000174	Syao.g_02364, Syao.g_02355	Prbd.g_01268
OG0000175	Syao.g_02327, Syao.g_00308	Prbd.g_01258
OG0000176	Syao.g_02165	Prbd.g_01233
OG0000177	Syao.g_02156	Prbd.g_01232
OG0000178	Syao.g_02155	Prbd.g_01231
OG0000179	Syao.g_02250	Prbd.g_01221
OG0000180	Syao.g_02249	Prbd.g_01220
OG0000181	Syao.g_02248	Prbd.g_01219
OG0000182	Syao.g_02247	Prbd.g_01218
OG0000183	Syao.g_02243	Prbd.g_01214
OG0000184	Syao.g_02423	Prbd.g_01191
OG0000185	Syao.g_02410	Prbd.g_01188
OG0000186	Syao.g_02613	Prbd.g_01180
OG0000187	Syao.g_02615	Prbd.g_01179
OG0000188	Syao.g_02637	Prbd.g_01162
OG0000189	Syao.g_02672	Prbd.g_01148
OG0000190	Syao.g_01015	Prbd.g_01147
OG0000191	Syao.g_02573	Prbd.g_01126
OG0000192	Syao.g_02579	Prbd.g_01122
OG0000193	Syao.g_02481	Prbd.g_01094
OG0000194	Syao.g_02484	Prbd.g_01091
OG0000195	Syao.g_02486	Prbd.g_01089
OG0000196	Syao.g_02498	Prbd.g_01079
OG0000197	Syao.g_02499	Prbd.g_01078
OG0000198	Syao.g_02500	Prbd.g_01077
OG0000199	Syao.g_02508	Prbd.g_01070
OG0000200	Syao.g_02524	Prbd.g_01056
OG0000201	Syao.g_02540	Prbd.g_01048
OG0000202	Syao.g_02454	Prbd.g_01047
OG0000203	Syao.g_02455	Prbd.g_01046
OG0000204	Syao.g_02456	Prbd.g_01045
OG0000205	Syao.g_02464	Prbd.g_01038
OG0000206	Syao.g_02469	Prbd.g_01033
OG0000207	Syao.g_02471	Prbd.g_01031
OG0000208	Syao.g_02472	Prbd.g_01030
OG0000209	Syao.g_02394	Prbd.g_01021
OG0000210	Syao.g_02395	Prbd.g_01020
OG0000211	Syao.g_01700	Prbd.g_01006
OG0000212	Syao.g_01710	Prbd.g_00999
OG0000213	Syao.g_02098	Prbd.g_00982
OG0000214	Syao.g_02081	Prbd.g_00972
OG0000215	Syao.g_02050	Prbd.g_00947
OG0000216	Syao.g_02045	Prbd.g_00945
OG0000217	Syao.g_02041	Prbd.g_00942
OG0000218	Syao.g_02039	Prbd.g_00940
OG0000219	Syao.g_02038	Prbd.g_00939
OG0000220	Syao.g_02037	Prbd.g_00938
OG0000221	Syao.g_02034	Prbd.g_00937
OG0000222	Syao.g_02023	Prbd.g_00929
OG0000223	Syao.g_00291	Prbd.g_00916
OG0000224	Syao.g_01973	Prbd.g_00914
OG0000225	Syao.g_01751	Prbd.g_00893
OG0000226	Syao.g_01758	Prbd.g_00889
OG0000227	Syao.g_01760	Prbd.g_00887
OG0000228	Syao.g_01715	Prbd.g_00884
OG0000229	Syao.g_01736	Prbd.g_00806
OG0000230	Syao.g_01738	Prbd.g_00804
OG0000231	Syao.g_01513	Prbd.g_00793
OG0000232	Syao.g_00057	Prbd.g_00784
OG0000233	Syao.g_02698	Prbd.g_00779
OG0000234	Syao.g_02680	Prbd.g_00766
OG0000235	Syao.g_00029	Prbd.g_00763
OG0000236	Syao.g_00111	Prbd.g_00749
OG0000237	Syao.g_00166	Prbd.g_00736
OG0000238	Syao.g_00161	Prbd.g_00730
OG0000239	Syao.g_01398	Prbd.g_00717
OG0000240	Syao.g_01399	Prbd.g_00716
OG0000241	Syao.g_00887	Prbd.g_00712
OG0000242	Syao.g_01410	Prbd.g_00710
OG0000243	Syao.g_00873	Prbd.g_00699
OG0000244	Syao.g_00865	Prbd.g_00696
OG0000245	Syao.g_00863	Prbd.g_00694
OG0000246	Syao.g_00859	Prbd.g_00690
OG0000247	Syao.g_00847	Prbd.g_00680
OG0000248	Syao.g_00844	Prbd.g_00678
OG0000249	Syao.g_00842	Prbd.g_00676
OG0000250	Syao.g_00835	Prbd.g_00671
OG0000251	Syao.g_01026	Prbd.g_00653
OG0000252	Syao.g_01020	Prbd.g_00650
OG0000253	Syao.g_01003	Prbd.g_00649
OG0000254	Syao.g_01053	Prbd.g_00633
OG0000255	Syao.g_01009	Prbd.g_00627
OG0000256	Syao.g_01328	Prbd.g_00617
OG0000257	Syao.g_00884	Prbd.g_00614
OG0000258	Syao.g_00907	Prbd.g_00601
OG0000259	Syao.g_00933, Syao.g_00932	Prbd.g_00584
OG0000260	Syao.g_00936	Prbd.g_00581
OG0000261	Syao.g_00941	Prbd.g_00579
OG0000262	Syao.g_00946	Prbd.g_00575
OG0000263	Syao.g_00247	Prbd.g_00563
OG0000264	Syao.g_00699	Prbd.g_00553
OG0000265	Syao.g_00049	Prbd.g_00007
OG0000266	Syao.g_00480	Prbd.g_00017
OG0000267	Syao.g_00589	Prbd.g_00028
OG0000268	Syao.g_00588	Prbd.g_00029
OG0000269	Syao.g_00751	Prbd.g_00097
OG0000270	Syao.g_00754	Prbd.g_00100
OG0000271	Syao.g_00762	Prbd.g_00108
OG0000272	Syao.g_00763	Prbd.g_00109
OG0000273	Syao.g_00791	Prbd.g_00132
OG0000274	Syao.g_00792	Prbd.g_00133
OG0000275	Syao.g_00438	Prbd.g_00136
OG0000276	Syao.g_00558	Prbd.g_00141
OG0000277	Syao.g_00557	Prbd.g_00142
OG0000278	Syao.g_00554	Prbd.g_00145
OG0000279	Syao.g_00529	Prbd.g_00152
OG0000280	Syao.g_00608	Prbd.g_00153
OG0000281	Syao.g_01377	Prbd.g_00158
OG0000282	Syao.g_00967	Prbd.g_00208
OG0000283	Syao.g_00640	Prbd.g_00241
OG0000284	Syao.g_00634	Prbd.g_00246
OG0000285	Syao.g_00706	Prbd.g_00251
OG0000286	Syao.g_00675	Prbd.g_00263
OG0000287	Syao.g_00825	Prbd.g_00280
OG0000288	Syao.g_00446	Prbd.g_00313
OG0000289	Syao.g_00461	Prbd.g_00324
OG0000290	Syao.g_00428	Prbd.g_00337
OG0000291	Syao.g_00333	Prbd.g_00339
OG0000292	Syao.g_02196	Prbd.g_00389
OG0000293	Syao.g_00136	Prbd.g_00459
OG0000294	Syao.g_00135	Prbd.g_00460
OG0000295	Syao.g_00186	Prbd.g_00480
OG0000296	Syao.g_00184	Prbd.g_00482
OG0000297	Syao.g_00171	Prbd.g_00490
OG0000298	Syao.g_00170	Prbd.g_00491
OG0000299	Syao.g_00231	Prbd.g_00508
OG0000300	Syao.g_00274	Prbd.g_00511
OG0000301	Syao.g_00272, Syao.g_00273	Prbd.g_00512
OG0000302	Syao.g_00271	Prbd.g_00514
OG0000303	Syao.g_00262	Prbd.g_00521
OG0000304	Syao.g_00256	Prbd.g_00525
OG0000305	Syao.g_00388	Prbd.g_01772
OG0000306	Syao.g_01216	Prbd.g_01769
OG0000307	Syao.g_00045	Prbd.g_01755
OG0000308	Syao.g_00047	Prbd.g_01754
OG0000309	Syao.g_02705	Prbd.g_01750
OG0000310	Syao.g_01530	Prbd.g_01704
OG0000311	Syao.g_01533	Prbd.g_01702
OG0000312	Syao.g_01538	Prbd.g_01699
OG0000313	Syao.g_01491	Prbd.g_01685
OG0000314	Syao.g_00078	Prbd.g_01662
OG0000315	Syao.g_00088	Prbd.g_01652
OG0000316	Syao.g_01602	Prbd.g_01632
OG0000317	Syao.g_01560	Prbd.g_01527
OG0000318	Syao.g_01553	Prbd.g_01524
OG0000319	Syao.g_01678	Prbd.g_01511
OG0000320	Syao.g_01676	Prbd.g_01509
OG0000321	Syao.g_01675	Prbd.g_01508
OG0000322	Syao.g_01674	Prbd.g_01507
OG0000323	Syao.g_01661	Prbd.g_01498
OG0000324	Syao.g_01630	Prbd.g_01471
OG0000325	Syao.g_01936	Prbd.g_01462
OG0000326	Syao.g_01918	Prbd.g_01456
OG0000327	Syao.g_01795	Prbd.g_01432
OG0000328	Syao.g_01794	Prbd.g_01431
OG0000329	Syao.g_01776	Prbd.g_01414
OG0000330	Syao.g_01775	Prbd.g_01413
OG0000331	Syao.g_01774	Prbd.g_01412
OG0000332	Syao.g_01813	Prbd.g_01398
OG0000333	Syao.g_01810	Prbd.g_01396
OG0000334	Syao.g_01836	Prbd.g_01388
OG0000335	Syao.g_01831	Prbd.g_01383
OG0000336	Syao.g_01827	Prbd.g_01379
OG0000337	Syao.g_01968	Prbd.g_01363
OG0000338	Syao.g_01962	Prbd.g_01362
OG0000339	Syao.g_02259	Prbd.g_01358
OG0000340	Syao.g_02129	Prbd.g_01350
OG0000341	Syao.g_02131	Prbd.g_01348
OG0000342	Syao.g_02132	Prbd.g_01347
OG0000343	Syao.g_02133	Prbd.g_01346
OG0000344	Syao.g_02137	Prbd.g_01343
OG0000345	Syao.g_01953	Prbd.g_01338
OG0000346	Syao.g_01948	Prbd.g_01334
OG0000347	Syao.g_02178	Prbd.g_01317
OG0000348	Syao.g_02166	Prbd.g_01307
OG0000349	Syao.g_02219	Prbd.g_01290
OG0000350	Syao.g_01925	Prbd.g_01272
OG0000351	Syao.g_02331	Prbd.g_01255
OG0000352	Syao.g_02332	Prbd.g_01254
OG0000353	Syao.g_02160	Prbd.g_01238
OG0000355	Syao.g_02162	Prbd.g_01236
OG0000356	Syao.g_02163	Prbd.g_01235
OG0000357	Syao.g_02164	Prbd.g_01234
OG0000358	Syao.g_02154	Prbd.g_01230
OG0000359	Syao.g_02152	Prbd.g_01229
OG0000360	Syao.g_02151	Prbd.g_01228
OG0000361	Syao.g_02150	Prbd.g_01227
OG0000362	Syao.g_01954	Prbd.g_01225
OG0000363	Syao.g_02255	Prbd.g_01223
OG0000364	Syao.g_01558	Prbd.g_01222
OG0000365	Syao.g_02246	Prbd.g_01217
OG0000366	Syao.g_02245	Prbd.g_01216
OG0000367	Syao.g_02244	Prbd.g_01215
OG0000368	Syao.g_02242	Prbd.g_01213
OG0000369	Syao.g_02241	Prbd.g_01212
OG0000370	Syao.g_02240	Prbd.g_01211
OG0000371	Syao.g_02231	Prbd.g_01205
OG0000372	Syao.g_02226	Prbd.g_01202
OG0000373	Syao.g_02225	Prbd.g_01201
OG0000374	Syao.g_02224	Prbd.g_01200
OG0000375	Syao.g_02223	Prbd.g_01198
OG0000376	Syao.g_02221	Prbd.g_01196
OG0000377	Syao.g_02429	Prbd.g_01192
OG0000378	Syao.g_02414	Prbd.g_01190
OG0000379	Syao.g_02409	Prbd.g_01187
OG0000380	Syao.g_02616	Prbd.g_01178
OG0000381	Syao.g_02618	Prbd.g_01174
OG0000382	Syao.g_02636	Prbd.g_01163
OG0000383	Syao.g_02643	Prbd.g_01161
OG0000384	Syao.g_02644	Prbd.g_01160
OG0000385	Syao.g_02645	Prbd.g_01159
OG0000386	Syao.g_02646	Prbd.g_01158
OG0000387	Syao.g_01019	Prbd.g_01145
OG0000388	Syao.g_02596	Prbd.g_01142
OG0000389	Syao.g_02599	Prbd.g_01138
OG0000390	Syao.g_02567	Prbd.g_01131
OG0000391	Syao.g_02572	Prbd.g_01127
OG0000392	Syao.g_02578	Prbd.g_01123
OG0000393	Syao.g_02581	Prbd.g_01121
OG0000394	Syao.g_02582	Prbd.g_01120
OG0000395	Syao.g_02583	Prbd.g_01119
OG0000396	Syao.g_02586	Prbd.g_01116
OG0000397	Syao.g_02542	Prbd.g_01114
OG0000398	Syao.g_02547	Prbd.g_01112
OG0000399	Syao.g_02548	Prbd.g_01111
OG0000400	Syao.g_02549	Prbd.g_01110
OG0000401	Syao.g_02550	Prbd.g_01109
OG0000402	Syao.g_02552	Prbd.g_01107
OG0000403	Syao.g_02553	Prbd.g_01106
OG0000404	Syao.g_02554	Prbd.g_01105
OG0000405	Syao.g_02478	Prbd.g_01100
OG0000406	Syao.g_02482	Prbd.g_01093
OG0000407	Syao.g_02483	Prbd.g_01092
OG0000408	Syao.g_02485	Prbd.g_01090
OG0000409	Syao.g_02487	Prbd.g_01088
OG0000410	Syao.g_02488	Prbd.g_01087
OG0000411	Syao.g_02489	Prbd.g_01086
OG0000412	Syao.g_02490	Prbd.g_01085
OG0000413	Syao.g_02492	Prbd.g_01084
OG0000414	Syao.g_02493	Prbd.g_01083
OG0000415	Syao.g_02494	Prbd.g_01082
OG0000416	Syao.g_02495	Prbd.g_01081
OG0000417	Syao.g_02497	Prbd.g_01080
OG0000418	Syao.g_02502	Prbd.g_01075
OG0000419	Syao.g_02504	Prbd.g_01073
OG0000420	Syao.g_02506	Prbd.g_01072
OG0000421	Syao.g_02510	Prbd.g_01067
OG0000422	Syao.g_02511	Prbd.g_01066
OG0000423	Syao.g_02512	Prbd.g_01065
OG0000424	Syao.g_02513	Prbd.g_01064
OG0000425	Syao.g_02514	Prbd.g_01063
OG0000426	Syao.g_02515	Prbd.g_01062
OG0000427	Syao.g_02516	Prbd.g_01061
OG0000428	Syao.g_02519	Prbd.g_01059
OG0000429	Syao.g_02522	Prbd.g_01058
OG0000430	Syao.g_02523	Prbd.g_01057
OG0000431	Syao.g_02526	Prbd.g_01055
OG0000432	Syao.g_02532	Prbd.g_01052
OG0000433	Syao.g_02534	Prbd.g_01051
OG0000434	Syao.g_02535	Prbd.g_01050
OG0000435	Syao.g_02538	Prbd.g_01049
OG0000436	Syao.g_02458	Prbd.g_01044
OG0000437	Syao.g_02459	Prbd.g_01043
OG0000438	Syao.g_02460	Prbd.g_01042
OG0000439	Syao.g_02462	Prbd.g_01040
OG0000440	Syao.g_02463	Prbd.g_01039
OG0000441	Syao.g_02466	Prbd.g_01036
OG0000442	Syao.g_02467	Prbd.g_01035
OG0000443	Syao.g_02468	Prbd.g_01034
OG0000444	Syao.g_02473	Prbd.g_01029
OG0000445	Syao.g_02474	Prbd.g_01028
OG0000446	Syao.g_02476	Prbd.g_01027
OG0000447	Syao.g_02383	Prbd.g_01026
OG0000448	Syao.g_02384	Prbd.g_01025
OG0000449	Syao.g_02385	Prbd.g_01024
OG0000450	Syao.g_02391	Prbd.g_01023
OG0000451	Syao.g_02392	Prbd.g_01022
OG0000452	Syao.g_02396	Prbd.g_01019
OG0000453	Syao.g_02397	Prbd.g_01018
OG0000454	Syao.g_02398	Prbd.g_01017
OG0000455	Syao.g_02399	Prbd.g_01016
OG0000456	Syao.g_02400	Prbd.g_01015
OG0000457	Syao.g_02402	Prbd.g_01013
OG0000458	Syao.g_02403	Prbd.g_01012
OG0000459	Syao.g_02404	Prbd.g_01011
OG0000460	Syao.g_01702	Prbd.g_01004
OG0000461	Syao.g_02119	Prbd.g_00997
OG0000462	Syao.g_02116	Prbd.g_00995
OG0000463	Syao.g_02115	Prbd.g_00994
OG0000464	Syao.g_02114	Prbd.g_00993
OG0000465	Syao.g_02112	Prbd.g_00992
OG0000466	Syao.g_02107	Prbd.g_00989
OG0000467	Syao.g_02106	Prbd.g_00988
OG0000468	Syao.g_02102	Prbd.g_00986
OG0000469	Syao.g_02087	Prbd.g_00977
OG0000470	Syao.g_02085	Prbd.g_00975
OG0000471	Syao.g_02084	Prbd.g_00974
OG0000472	Syao.g_02082	Prbd.g_00973
OG0000473	Syao.g_02080	Prbd.g_00971
OG0000474	Syao.g_02079	Prbd.g_00970
OG0000475	Syao.g_02078	Prbd.g_00969
OG0000476	Syao.g_02076	Prbd.g_00968
OG0000477	Syao.g_02069	Prbd.g_00964
OG0000478	Syao.g_02068	Prbd.g_00963
OG0000479	Syao.g_02067	Prbd.g_00962
OG0000480	Syao.g_02060	Prbd.g_00957
OG0000481	Syao.g_01012	Prbd.g_00955
OG0000482	Syao.g_02058	Prbd.g_00954
OG0000483	Syao.g_02054	Prbd.g_00951
OG0000484	Syao.g_02053	Prbd.g_00950
OG0000485	Syao.g_02052	Prbd.g_00949
OG0000486	Syao.g_02051	Prbd.g_00948
OG0000487	Syao.g_02044	Prbd.g_00944
OG0000488	Syao.g_02040	Prbd.g_00941
OG0000489	Syao.g_02033	Prbd.g_00936
OG0000490	Syao.g_02025	Prbd.g_00931
OG0000491	Syao.g_02024	Prbd.g_00930
OG0000492	Syao.g_02022	Prbd.g_00928
OG0000493	Syao.g_02021	Prbd.g_00927
OG0000494	Syao.g_02020	Prbd.g_00926
OG0000495	Syao.g_02018	Prbd.g_00925
OG0000496	Syao.g_02017	Prbd.g_00924
OG0000497	Syao.g_02016	Prbd.g_00923
OG0000498	Syao.g_02015	Prbd.g_00922
OG0000499	Syao.g_02014	Prbd.g_00921
OG0000500	Syao.g_02013	Prbd.g_00920
OG0000501	Syao.g_02010	Prbd.g_00918
OG0000502	Syao.g_01974	Prbd.g_00915
OG0000503	Syao.g_01877	Prbd.g_00905
OG0000504	Syao.g_01875	Prbd.g_00904
OG0000505	Syao.g_01874	Prbd.g_00903
OG0000506	Syao.g_01872	Prbd.g_00901
OG0000507	Syao.g_01866	Prbd.g_00898
OG0000508	Syao.g_01750	Prbd.g_00894
OG0000509	Syao.g_01755	Prbd.g_00892
OG0000510	Syao.g_01756	Prbd.g_00891
OG0000511	Syao.g_01757	Prbd.g_00890
OG0000512	Syao.g_01759	Prbd.g_00888
OG0000513	Syao.g_01720	Prbd.g_00881
OG0000514	Syao.g_01727	Prbd.g_00811
OG0000515	Syao.g_01728	Prbd.g_00810
OG0000516	Syao.g_01730	Prbd.g_00809
OG0000517	Syao.g_01735	Prbd.g_00807
OG0000518	Syao.g_01621	Prbd.g_00796
OG0000519	Syao.g_01622	Prbd.g_00795
OG0000520	Syao.g_01512	Prbd.g_00794
OG0000521	Syao.g_00061	Prbd.g_00789
OG0000522	Syao.g_00059	Prbd.g_00787
OG0000523	Syao.g_00058	Prbd.g_00786
OG0000524	Syao.g_02699	Prbd.g_00781
OG0000525	Syao.g_02691	Prbd.g_00778
OG0000526	Syao.g_02688	Prbd.g_00777
OG0000527	Syao.g_02684	Prbd.g_00769
OG0000528	Syao.g_00031	Prbd.g_00764
OG0000529	Syao.g_00027	Prbd.g_00761
OG0000530	Syao.g_00122	Prbd.g_00758
OG0000531	Syao.g_00121	Prbd.g_00757
OG0000532	Syao.g_00118	Prbd.g_00755
OG0000533	Syao.g_00116	Prbd.g_00754
OG0000534	Syao.g_00115	Prbd.g_00753
OG0000535	Syao.g_00114	Prbd.g_00752
OG0000536	Syao.g_00113	Prbd.g_00751
OG0000537	Syao.g_00112	Prbd.g_00750
OG0000538	Syao.g_00100	Prbd.g_00742
OG0000539	Syao.g_00099	Prbd.g_00741
OG0000540	Syao.g_00098	Prbd.g_00740
OG0000541	Syao.g_00097	Prbd.g_00739
OG0000542	Syao.g_00167	Prbd.g_00737
OG0000543	Syao.g_00165	Prbd.g_00735
OG0000544	Syao.g_00164	Prbd.g_00734
OG0000545	Syao.g_00162	Prbd.g_00732
OG0000546	Syao.g_00160	Prbd.g_00729
OG0000547	Syao.g_00158	Prbd.g_00727
OG0000548	Syao.g_00157	Prbd.g_00726
OG0000549	Syao.g_01391	Prbd.g_00724
OG0000550	Syao.g_01396	Prbd.g_00719
OG0000551	Syao.g_01401	Prbd.g_00715
OG0000552	Syao.g_01402	Prbd.g_00714
OG0000553	Syao.g_01404	Prbd.g_00713
OG0000554	Syao.g_01413	Prbd.g_00708
OG0000555	Syao.g_00875	Prbd.g_00700
OG0000556	Syao.g_00871	Prbd.g_00698
OG0000557	Syao.g_00866	Prbd.g_00697
OG0000558	Syao.g_00864	Prbd.g_00695
OG0000559	Syao.g_00860	Prbd.g_00691
OG0000560	Syao.g_00857	Prbd.g_00688
OG0000561	Syao.g_00856	Prbd.g_00687
OG0000562	Syao.g_00855	Prbd.g_00686
OG0000563	Syao.g_00854	Prbd.g_00685
OG0000564	Syao.g_00853	Prbd.g_00684
