Orthogroup	Praq	Syac
OG0000077	Praq.g_01925	Syac.g_00439
OG0000078	Praq.g_01763	Syac.g_01964
OG0000081	Praq.g_01071	Syac.g_01954, Syac.g_00461
OG0000082	Praq.g_01018	Syac.g_01766
OG0000084	Praq.g_00290	Syac.g_00822, Syac.g_01627
OG0000086	Praq.g_01915	Syac.g_00423
OG0000087	Praq.g_01864	Syac.g_00343
OG0000088	Praq.g_01836	Syac.g_00308
OG0000089	Praq.g_01188	Syac.g_01988, Syac.g_01543
OG0000090	Praq.g_01069	Syac.g_01836
OG0000091	Praq.g_00960	Syac.g_00987
OG0000093	Praq.g_01516	Syac.g_01357
OG0000094	Praq.g_01600	Syac.g_01251
OG0000095	Praq.g_01619	Syac.g_00884
OG0000097	Praq.g_01374	Syac.g_01507
OG0000098	Praq.g_00157	Syac.g_02157
OG0000099	Praq.g_00216	Syac.g_00234
OG0000100	Praq.g_00368	Syac.g_01309
OG0000101	Praq.g_00879	Syac.g_02094
OG0000102	Praq.g_00768	Syac.g_00151
OG0000103	Praq.g_00414	Syac.g_02476
OG0000104	Praq.g_00422	Syac.g_02490
OG0000105	Praq.g_01729	Syac.g_02245
OG0000106	Praq.g_01173	Syac.g_01098
OG0000107	Praq.g_01158	Syac.g_02191
OG0000108	Praq.g_00531	Syac.g_01904
OG0000109	Praq.g_00545	Syac.g_01889
OG0000110	Praq.g_01028	Syac.g_01778
OG0000111	Praq.g_00828	Syac.g_00893
OG0000112	Praq.g_00638	Syac.g_01173
OG0000113	Praq.g_01420	Syac.g_01314
OG0000114	Praq.g_01490	Syac.g_01394
OG0000115	Praq.g_01278	Syac.g_01655
OG0000116	Praq.g_01323	Syac.g_00753
OG0000117	Praq.g_00084	Syac.g_01477
OG0000118	Praq.g_00145	Syac.g_01728
OG0000120	Praq.g_00208	Syac.g_00233
OG0000121	Praq.g_00296	Syac.g_01635
OG0000122	Praq.g_00334	Syac.g_01013
OG0000123	Praq.g_00873	Syac.g_02086
OG0000124	Praq.g_00682	Syac.g_00135
OG0000125	Praq.g_00718	Syac.g_02360
OG0000126	Praq.g_00421	Syac.g_02488
OG0000128	Praq.g_00437	Syac.g_00012
OG0000129	Praq.g_01259	Syac.g_02349
OG0000130	Praq.g_01934	Syac.g_00450
OG0000131	Praq.g_01857	Syac.g_00330
OG0000132	Praq.g_01838	Syac.g_00310
OG0000133	Praq.g_01680	Syac.g_01178
OG0000134	Praq.g_01187	Syac.g_01985
OG0000135	Praq.g_01160	Syac.g_02398
OG0000136	Praq.g_01116	Syac.g_00701
OG0000137	Praq.g_00526	Syac.g_01700
OG0000138	Praq.g_00546	Syac.g_01888
OG0000139	Praq.g_01065	Syac.g_01830
OG0000140	Praq.g_01064	Syac.g_01829
OG0000141	Praq.g_00995	Syac.g_00934
OG0000142	Praq.g_00967	Syac.g_00979
OG0000143	Praq.g_00963	Syac.g_00983
OG0000144	Praq.g_00781	Syac.g_01090
OG0000145	Praq.g_00637	Syac.g_01882
OG0000146	Praq.g_00639	Syac.g_01172
OG0000147	Praq.g_00640	Syac.g_01171
OG0000148	Praq.g_01414	Syac.g_01320
OG0000149	Praq.g_01444	Syac.g_00832
OG0000150	Praq.g_01452	Syac.g_00935
OG0000151	Praq.g_01500	Syac.g_01383
OG0000152	Praq.g_01548	Syac.g_01182
OG0000153	Praq.g_01567	Syac.g_01217
OG0000154	Praq.g_01593	Syac.g_01241
OG0000155	Praq.g_01353	Syac.g_00804
OG0000156	Praq.g_00122	Syac.g_00743
OG0000157	Praq.g_00123	Syac.g_00742
OG0000158	Praq.g_00258	Syac.g_00182
OG0000160	Praq.g_00295	Syac.g_01633
OG0000161	Praq.g_00301	Syac.g_01641
OG0000162	Praq.g_00307	Syac.g_01648
OG0000163	Praq.g_00341	Syac.g_00619
OG0000164	Praq.g_00473	Syac.g_00508
OG0000165	Praq.g_00466	Syac.g_00674
OG0000166	Praq.g_00915	Syac.g_02132
OG0000167	Praq.g_00737	Syac.g_00194
OG0000168	Praq.g_00747	Syac.g_00179
OG0000169	Praq.g_00757	Syac.g_00168
OG0000170	Praq.g_00759	Syac.g_00161
OG0000171	Praq.g_00681	Syac.g_00136
OG0000172	Praq.g_00689	Syac.g_00084
OG0000173	Praq.g_00704	Syac.g_00057
OG0000174	Praq.g_00396	Syac.g_02401
OG0000175	Praq.g_00406	Syac.g_02465
OG0000176	Praq.g_00430	Syac.g_00004
OG0000177	Praq.g_00431	Syac.g_00005
OG0000178	Praq.g_00432	Syac.g_00006
OG0000179	Praq.g_01219	Syac.g_00019
OG0000180	Praq.g_01220	Syac.g_00020
OG0000181	Praq.g_01221	Syac.g_00021
OG0000182	Praq.g_01222	Syac.g_00022
OG0000183	Praq.g_01226	Syac.g_00026
OG0000184	Praq.g_01262	Syac.g_02339
OG0000185	Praq.g_01265	Syac.g_02336
OG0000186	Praq.g_01939	Syac.g_00454
OG0000187	Praq.g_01938	Syac.g_00453
OG0000188	Praq.g_01921	Syac.g_00433
OG0000189	Praq.g_01907	Syac.g_00408
OG0000190	Praq.g_01906	Syac.g_00406
OG0000191	Praq.g_01886	Syac.g_00373
OG0000192	Praq.g_01882	Syac.g_00368
OG0000193	Praq.g_01856	Syac.g_00329
OG0000194	Praq.g_01853	Syac.g_00326
OG0000195	Praq.g_01851	Syac.g_00324
OG0000196	Praq.g_01841	Syac.g_00313
OG0000197	Praq.g_01840	Syac.g_00312
OG0000198	Praq.g_01839	Syac.g_00311
OG0000199	Praq.g_01832	Syac.g_00303
OG0000200	Praq.g_01818	Syac.g_02261
OG0000201	Praq.g_01810	Syac.g_02278
OG0000202	Praq.g_01809	Syac.g_02279
OG0000203	Praq.g_01808	Syac.g_02280
OG0000204	Praq.g_01807	Syac.g_02281
OG0000205	Praq.g_01800	Syac.g_02288
OG0000206	Praq.g_01795	Syac.g_02297
OG0000207	Praq.g_01793	Syac.g_02300
OG0000208	Praq.g_01792	Syac.g_02301
OG0000209	Praq.g_01783	Syac.g_02316
OG0000210	Praq.g_01782	Syac.g_02317
OG0000211	Praq.g_01769	Syac.g_01972
OG0000212	Praq.g_01762	Syac.g_01963
OG0000213	Praq.g_01746	Syac.g_02219
OG0000214	Praq.g_01736	Syac.g_02236
OG0000215	Praq.g_01710	Syac.g_00281
OG0000216	Praq.g_01708	Syac.g_00277
OG0000217	Praq.g_01705	Syac.g_00273
OG0000218	Praq.g_01703	Syac.g_00271
OG0000219	Praq.g_01702	Syac.g_00270
OG0000220	Praq.g_01701	Syac.g_00269
OG0000221	Praq.g_01700	Syac.g_00261
OG0000222	Praq.g_01692	Syac.g_00247
OG0000223	Praq.g_01679	Syac.g_00225
OG0000224	Praq.g_01677	Syac.g_00217
OG0000225	Praq.g_01199	Syac.g_02004
OG0000226	Praq.g_01195	Syac.g_02000
OG0000227	Praq.g_01193	Syac.g_01998
OG0000228	Praq.g_01189	Syac.g_01989
OG0000229	Praq.g_01121	Syac.g_00692
OG0000230	Praq.g_01119	Syac.g_00694
OG0000231	Praq.g_01108	Syac.g_00710
OG0000232	Praq.g_00507	Syac.g_01717
OG0000233	Praq.g_00513	Syac.g_01713
OG0000234	Praq.g_00527	Syac.g_01699
OG0000235	Praq.g_00530	Syac.g_01905
OG0000236	Praq.g_00544	Syac.g_01890
OG0000237	Praq.g_01096	Syac.g_01873
OG0000238	Praq.g_01090	Syac.g_01868
OG0000239	Praq.g_01077	Syac.g_01852
OG0000240	Praq.g_01076	Syac.g_01851
OG0000241	Praq.g_01072	Syac.g_00970
OG0000242	Praq.g_01070	Syac.g_01839
OG0000243	Praq.g_01059	Syac.g_01821
OG0000244	Praq.g_01056	Syac.g_01814
OG0000245	Praq.g_01054	Syac.g_01811
OG0000246	Praq.g_01050	Syac.g_01807
OG0000247	Praq.g_01040	Syac.g_01795
OG0000248	Praq.g_01038	Syac.g_01792
OG0000249	Praq.g_01036	Syac.g_01790
OG0000250	Praq.g_01031	Syac.g_01782
OG0000251	Praq.g_01012	Syac.g_01757
OG0000252	Praq.g_01008	Syac.g_01753
OG0000253	Praq.g_01007	Syac.g_01752
OG0000254	Praq.g_00991	Syac.g_00939
OG0000255	Praq.g_00985	Syac.g_00947
OG0000256	Praq.g_00975	Syac.g_00963
OG0000257	Praq.g_00972	Syac.g_00969
OG0000258	Praq.g_00959	Syac.g_00988
OG0000259	Praq.g_00789	Syac.g_01425
OG0000260	Praq.g_00792	Syac.g_01422
OG0000261	Praq.g_00794	Syac.g_01418
OG0000262	Praq.g_00798	Syac.g_01413
OG0000263	Praq.g_00810	Syac.g_01497
OG0000264	Praq.g_00820	Syac.g_00915
OG0000265	Praq.g_00583	Syac.g_00673
OG0000266	Praq.g_00593	Syac.g_01271
OG0000267	Praq.g_00604	Syac.g_01131
OG0000268	Praq.g_00605	Syac.g_01132
OG0000269	Praq.g_00665	Syac.g_01346
OG0000270	Praq.g_00668	Syac.g_01343
OG0000271	Praq.g_00676	Syac.g_01335
OG0000272	Praq.g_00677	Syac.g_01334
OG0000273	Praq.g_01428	Syac.g_00854
OG0000274	Praq.g_01429	Syac.g_00853
OG0000275	Praq.g_01431	Syac.g_00848
OG0000276	Praq.g_01436	Syac.g_00840
OG0000277	Praq.g_01437	Syac.g_00839
OG0000278	Praq.g_01440	Syac.g_00836
OG0000279	Praq.g_01447	Syac.g_00828
OG0000280	Praq.g_01448	Syac.g_00814
OG0000281	Praq.g_01454	Syac.g_02158
OG0000282	Praq.g_01492	Syac.g_01392
OG0000283	Praq.g_01525	Syac.g_01142
OG0000284	Praq.g_01530	Syac.g_01148
OG0000285	Praq.g_01535	Syac.g_01160
OG0000286	Praq.g_01547	Syac.g_01181
OG0000287	Praq.g_01564	Syac.g_01692, Syac.g_01209
OG0000288	Praq.g_01592	Syac.g_01240
OG0000289	Praq.g_01603	Syac.g_01254
OG0000290	Praq.g_01616	Syac.g_00881
OG0000291	Praq.g_01618	Syac.g_00883
OG0000292	Praq.g_01667	Syac.g_02487
OG0000293	Praq.g_01324	Syac.g_00754
OG0000294	Praq.g_01325	Syac.g_00755
OG0000295	Praq.g_01345	Syac.g_00796
OG0000296	Praq.g_01347	Syac.g_00798
OG0000297	Praq.g_01355	Syac.g_01475
OG0000298	Praq.g_01356	Syac.g_01476
OG0000299	Praq.g_01373	Syac.g_01503
OG0000300	Praq.g_01376	Syac.g_01510
OG0000301	Praq.g_01377	Syac.g_01511
OG0000302	Praq.g_01379	Syac.g_01512
OG0000303	Praq.g_01386	Syac.g_01520
OG0000304	Praq.g_01390	Syac.g_01526
OG0000305	Praq.g_00167	Syac.g_00886
OG0000306	Praq.g_00170	Syac.g_00810
OG0000307	Praq.g_00186	Syac.g_01924
OG0000308	Praq.g_00187	Syac.g_01926
OG0000309	Praq.g_00191	Syac.g_01931
OG0000310	Praq.g_00279	Syac.g_01607
OG0000311	Praq.g_00281	Syac.g_01611
OG0000312	Praq.g_00284	Syac.g_01619
OG0000313	Praq.g_00298	Syac.g_01638
OG0000314	Praq.g_00321	Syac.g_01665
OG0000315	Praq.g_00331	Syac.g_01675
OG0000316	Praq.g_00351	Syac.g_00601
OG0000317	Praq.g_01954, Praq.g_00499	Syac.g_00552
OG0000318	Praq.g_00496	Syac.g_00543
OG0000319	Praq.g_00483	Syac.g_00525
OG0000320	Praq.g_00481	Syac.g_00523
OG0000321	Praq.g_00480	Syac.g_00522
OG0000322	Praq.g_00479	Syac.g_00521
OG0000323	Praq.g_00470	Syac.g_00506
OG0000324	Praq.g_00444	Syac.g_00648
OG0000325	Praq.g_00950	Syac.g_02190
OG0000326	Praq.g_00944	Syac.g_02183
OG0000327	Praq.g_00920	Syac.g_02137
OG0000328	Praq.g_00919	Syac.g_02136
OG0000329	Praq.g_00902	Syac.g_02119
OG0000330	Praq.g_00901	Syac.g_02118
OG0000331	Praq.g_00900	Syac.g_02117
OG0000332	Praq.g_00886	Syac.g_02103
OG0000333	Praq.g_00884	Syac.g_02100
OG0000334	Praq.g_00876	Syac.g_02090
OG0000335	Praq.g_00872	Syac.g_02085
OG0000336	Praq.g_00868	Syac.g_02081
OG0000337	Praq.g_00735	Syac.g_00199
OG0000338	Praq.g_00736	Syac.g_00196
OG0000339	Praq.g_00740	Syac.g_00190
OG0000340	Praq.g_00748	Syac.g_00178
OG0000341	Praq.g_00750	Syac.g_00176
OG0000342	Praq.g_00751	Syac.g_00175
OG0000343	Praq.g_00752	Syac.g_00174
OG0000344	Praq.g_00755	Syac.g_00170
OG0000345	Praq.g_00760	Syac.g_00160
OG0000346	Praq.g_00764	Syac.g_00155
OG0000347	Praq.g_00683	Syac.g_00129
OG0000348	Praq.g_00692	Syac.g_00070, Syac.g_00074
OG0000349	Praq.g_00709	Syac.g_00050
OG0000350	Praq.g_00392	Syac.g_02176
OG0000351	Praq.g_00409	Syac.g_02468
OG0000352	Praq.g_00410	Syac.g_02469
OG0000353	Praq.g_00425	Syac.g_02493
OG0000355	Praq.g_00427	Syac.g_00001
OG0000356	Praq.g_00428	Syac.g_00002
OG0000357	Praq.g_00429	Syac.g_00003
OG0000358	Praq.g_00433	Syac.g_00007
OG0000359	Praq.g_00434	Syac.g_00009
OG0000360	Praq.g_00435	Syac.g_00010
OG0000361	Praq.g_00436	Syac.g_00011
OG0000362	Praq.g_00438	Syac.g_00013
OG0000363	Praq.g_01217	Syac.g_00015
OG0000364	Praq.g_01218	Syac.g_00016
OG0000365	Praq.g_01223	Syac.g_00023
OG0000366	Praq.g_01224	Syac.g_00024
OG0000367	Praq.g_01225	Syac.g_00025
OG0000368	Praq.g_01227	Syac.g_00027
OG0000369	Praq.g_01228	Syac.g_00028
OG0000370	Praq.g_01229	Syac.g_00029
OG0000371	Praq.g_01235	Syac.g_00036
OG0000372	Praq.g_01239	Syac.g_00041
OG0000373	Praq.g_01240	Syac.g_00042
OG0000374	Praq.g_01241	Syac.g_00043
OG0000375	Praq.g_01255	Syac.g_00046
OG0000376	Praq.g_01257	Syac.g_00048
OG0000377	Praq.g_01261	Syac.g_02346
OG0000378	Praq.g_01263	Syac.g_02338
OG0000379	Praq.g_01266	Syac.g_02335
OG0000380	Praq.g_01937	Syac.g_00452
OG0000381	Praq.g_01933	Syac.g_00449
OG0000382	Praq.g_01922	Syac.g_00434
OG0000383	Praq.g_01920	Syac.g_00432
OG0000384	Praq.g_01919	Syac.g_00431
OG0000385	Praq.g_01918	Syac.g_00430
OG0000386	Praq.g_01917	Syac.g_00429
OG0000387	Praq.g_01904	Syac.g_00404
OG0000388	Praq.g_01901	Syac.g_00401
OG0000389	Praq.g_01897	Syac.g_00397
OG0000390	Praq.g_01890	Syac.g_00379
OG0000391	Praq.g_01887	Syac.g_00374
OG0000392	Praq.g_01883	Syac.g_00369
OG0000393	Praq.g_01881	Syac.g_00366
OG0000394	Praq.g_01880	Syac.g_00365
OG0000395	Praq.g_01879	Syac.g_00364
OG0000396	Praq.g_01876	Syac.g_00361
OG0000397	Praq.g_01874	Syac.g_00359
OG0000398	Praq.g_01872	Syac.g_00354
OG0000399	Praq.g_01871	Syac.g_00353
OG0000400	Praq.g_01870	Syac.g_00352
OG0000401	Praq.g_01869	Syac.g_00351
OG0000402	Praq.g_01867	Syac.g_00348
OG0000403	Praq.g_01866	Syac.g_00347
OG0000404	Praq.g_01865	Syac.g_00345
OG0000405	Praq.g_01861	Syac.g_00332
OG0000406	Praq.g_01855	Syac.g_00328
OG0000407	Praq.g_01854	Syac.g_00327
OG0000408	Praq.g_01852	Syac.g_00325
OG0000409	Praq.g_01850	Syac.g_00323
OG0000410	Praq.g_01849	Syac.g_00322
OG0000411	Praq.g_01848	Syac.g_00321
OG0000412	Praq.g_01847	Syac.g_00320
OG0000413	Praq.g_01846	Syac.g_00318
OG0000414	Praq.g_00554, Praq.g_01845	Syac.g_00317
OG0000415	Praq.g_01844	Syac.g_00316
OG0000416	Praq.g_01843	Syac.g_00315
OG0000417	Praq.g_01842	Syac.g_00314
OG0000418	Praq.g_01837	Syac.g_00309
OG0000419	Praq.g_01835	Syac.g_00307
OG0000420	Praq.g_01834	Syac.g_00305
OG0000421	Praq.g_01829	Syac.g_00300
OG0000422	Praq.g_01828	Syac.g_00299
OG0000423	Praq.g_01827	Syac.g_00298
OG0000424	Praq.g_01826	Syac.g_00297
OG0000425	Praq.g_01825	Syac.g_00296
OG0000426	Praq.g_01824	Syac.g_00295
OG0000427	Praq.g_01823	Syac.g_00294
OG0000428	Praq.g_01821	Syac.g_02257
OG0000429	Praq.g_01820	Syac.g_02259
OG0000430	Praq.g_01819	Syac.g_02260
OG0000431	Praq.g_01817	Syac.g_02264
OG0000432	Praq.g_01814	Syac.g_02270
OG0000433	Praq.g_01813	Syac.g_02272
OG0000434	Praq.g_01812	Syac.g_02273
OG0000435	Praq.g_01811	Syac.g_02277
OG0000436	Praq.g_01806	Syac.g_02282
OG0000437	Praq.g_01805	Syac.g_02283
OG0000438	Praq.g_01804	Syac.g_02284
OG0000439	Praq.g_01802	Syac.g_02286
OG0000440	Praq.g_01801	Syac.g_02287
OG0000441	Praq.g_01798	Syac.g_02294
OG0000442	Praq.g_01797	Syac.g_02295
OG0000443	Praq.g_01796	Syac.g_02296
OG0000444	Praq.g_01791	Syac.g_02303
OG0000445	Praq.g_01790	Syac.g_02304
OG0000446	Praq.g_01789	Syac.g_02305
OG0000447	Praq.g_01788	Syac.g_02308
OG0000448	Praq.g_01787	Syac.g_02309
OG0000449	Praq.g_01786	Syac.g_02310
OG0000450	Praq.g_01785	Syac.g_02313
OG0000451	Praq.g_01784	Syac.g_02314
OG0000452	Praq.g_01781	Syac.g_02318
OG0000453	Praq.g_01780	Syac.g_02319
OG0000454	Praq.g_01779	Syac.g_02320
OG0000455	Praq.g_01778	Syac.g_02321
OG0000456	Praq.g_01777	Syac.g_02322
OG0000457	Praq.g_01776	Syac.g_02324
OG0000458	Praq.g_01775	Syac.g_02325
OG0000459	Praq.g_01774	Syac.g_02326
OG0000460	Praq.g_01767	Syac.g_01970
OG0000461	Praq.g_01760	Syac.g_02198
OG0000462	Praq.g_01758	Syac.g_02201
OG0000463	Praq.g_01757	Syac.g_02202
OG0000464	Praq.g_01756	Syac.g_02203
OG0000465	Praq.g_01755	Syac.g_02204
OG0000466	Praq.g_01752	Syac.g_02208
OG0000467	Praq.g_01751	Syac.g_02210
OG0000468	Praq.g_01750	Syac.g_02216
OG0000469	Praq.g_01741	Syac.g_02230
OG0000470	Praq.g_01739	Syac.g_02232
OG0000471	Praq.g_01738	Syac.g_02233
OG0000472	Praq.g_01737	Syac.g_02235
OG0000473	Praq.g_01735	Syac.g_02237
OG0000474	Praq.g_01734	Syac.g_02238
OG0000475	Praq.g_01733	Syac.g_02239
OG0000476	Praq.g_01732	Syac.g_02241
OG0000477	Praq.g_01728	Syac.g_02247
OG0000478	Praq.g_01727	Syac.g_02248
OG0000479	Praq.g_01726	Syac.g_02249
OG0000480	Praq.g_01721	Syac.g_00293
OG0000481	Praq.g_01718	Syac.g_00291
OG0000482	Praq.g_01717	Syac.g_00290
OG0000483	Praq.g_01714	Syac.g_00286
OG0000484	Praq.g_01713	Syac.g_00285
OG0000485	Praq.g_01712	Syac.g_00284
OG0000486	Praq.g_01711	Syac.g_00283
OG0000487	Praq.g_01707	Syac.g_00276
OG0000488	Praq.g_01704	Syac.g_00272
OG0000489	Praq.g_01699	Syac.g_00260
OG0000490	Praq.g_01694	Syac.g_00249
OG0000491	Praq.g_01693	Syac.g_00248
OG0000492	Praq.g_01691	Syac.g_00246
OG0000493	Praq.g_01690	Syac.g_00245
OG0000494	Praq.g_01689	Syac.g_00244
OG0000495	Praq.g_01688	Syac.g_00243
OG0000496	Praq.g_01687	Syac.g_00242
OG0000497	Praq.g_01686	Syac.g_00241
OG0000498	Praq.g_01685	Syac.g_00240
OG0000499	Praq.g_01684	Syac.g_00239
OG0000500	Praq.g_01683	Syac.g_00238
OG0000501	Praq.g_01681	Syac.g_00235
OG0000502	Praq.g_01678	Syac.g_00223
OG0000503	Praq.g_01211	Syac.g_02020
OG0000504	Praq.g_01210	Syac.g_02018
OG0000505	Praq.g_01209	Syac.g_02017
OG0000506	Praq.g_01207	Syac.g_02015
OG0000507	Praq.g_01204	Syac.g_02009
OG0000508	Praq.g_01200	Syac.g_02005
OG0000509	Praq.g_01198	Syac.g_02003
OG0000510	Praq.g_01197	Syac.g_02002
OG0000511	Praq.g_01196	Syac.g_02001
OG0000512	Praq.g_01194	Syac.g_01999
OG0000513	Praq.g_01186	Syac.g_01984
OG0000514	Praq.g_01126	Syac.g_01977
OG0000515	Praq.g_01125	Syac.g_01976
OG0000516	Praq.g_01124	Syac.g_00697
OG0000517	Praq.g_01122	Syac.g_00691
OG0000518	Praq.g_01111	Syac.g_00707
OG0000519	Praq.g_01110	Syac.g_00708
OG0000520	Praq.g_01109	Syac.g_00709
OG0000521	Praq.g_00502	Syac.g_01721
OG0000522	Praq.g_00504	Syac.g_01719
OG0000523	Praq.g_00505	Syac.g_01718
OG0000524	Praq.g_00511	Syac.g_01716
OG0000525	Praq.g_00514	Syac.g_01709
OG0000526	Praq.g_00515	Syac.g_01706
OG0000527	Praq.g_00524	Syac.g_01702
OG0000528	Praq.g_00529	Syac.g_01911
OG0000529	Praq.g_00532	Syac.g_01903
OG0000530	Praq.g_00535	Syac.g_01900
OG0000531	Praq.g_00536	Syac.g_01899
OG0000532	Praq.g_00538	Syac.g_01896
OG0000533	Praq.g_00539	Syac.g_01895
OG0000534	Praq.g_00540	Syac.g_01894
OG0000535	Praq.g_00541	Syac.g_01893
OG0000536	Praq.g_00542	Syac.g_01892
OG0000537	Praq.g_00543	Syac.g_01891
OG0000538	Praq.g_01102	Syac.g_01880
OG0000539	Praq.g_01101	Syac.g_01879
OG0000540	Praq.g_01100	Syac.g_01878
OG0000541	Praq.g_01099	Syac.g_01877
OG0000542	Praq.g_01097	Syac.g_01874
OG0000543	Praq.g_01095	Syac.g_01872
OG0000544	Praq.g_01094	Syac.g_01871
OG0000545	Praq.g_01092	Syac.g_01869
OG0000546	Praq.g_01089	Syac.g_01867
OG0000547	Praq.g_01087	Syac.g_01865
OG0000548	Praq.g_01086	Syac.g_01864
OG0000549	Praq.g_01084	Syac.g_01858
OG0000550	Praq.g_01079	Syac.g_01854
OG0000551	Praq.g_01075	Syac.g_01849
OG0000552	Praq.g_01074	Syac.g_01848
OG0000553	Praq.g_01073	Syac.g_01846
OG0000554	Praq.g_01068	Syac.g_01835
OG0000555	Praq.g_01060	Syac.g_01822
OG0000556	Praq.g_01058	Syac.g_01817
OG0000557	Praq.g_01057	Syac.g_01815
OG0000558	Praq.g_01055	Syac.g_01813
OG0000559	Praq.g_01051	Syac.g_01808
OG0000560	Praq.g_01048	Syac.g_01805
OG0000561	Praq.g_01047	Syac.g_01804
OG0000562	Praq.g_01046	Syac.g_01803
OG0000563	Praq.g_01045	Syac.g_01802
OG0000564	Praq.g_01044	Syac.g_01801
OG0000565	Praq.g_01041	Syac.g_01797
OG0000566	Praq.g_01039	Syac.g_01793
OG0000567	Praq.g_01035	Syac.g_01789
OG0000568	Praq.g_01034	Syac.g_01786
OG0000569	Praq.g_01033	Syac.g_01785
OG0000570	Praq.g_01032	Syac.g_01784
OG0000571	Praq.g_01030	Syac.g_01780
OG0000572	Praq.g_01017	Syac.g_01765
OG0000573	Praq.g_01010	Syac.g_01755
OG0000574	Praq.g_01009	Syac.g_01754
OG0000575	Praq.g_01005	Syac.g_01750
OG0000576	Praq.g_01003	Syac.g_01748
OG0000577	Praq.g_01002	Syac.g_01747
OG0000578	Praq.g_01001	Syac.g_01746
OG0000579	Praq.g_01000	Syac.g_01745
OG0000580	Praq.g_00999	Syac.g_01744
OG0000581	Praq.g_00997	Syac.g_01738
OG0000582	Praq.g_00994	Syac.g_00936
OG0000583	Praq.g_00993	Syac.g_00937
OG0000584	Praq.g_00992	Syac.g_00938
OG0000585	Praq.g_00990	Syac.g_00940
OG0000586	Praq.g_00989	Syac.g_00941
OG0000587	Praq.g_00988	Syac.g_00943
