Orthogroup	Praq	Prbi
OG0000034	Praq.g_00143	Prbi.g_01401
OG0000035	Praq.g_00294	Prbi.g_01589, Prbi.g_01591
OG0000037	Praq.g_01894	Prbi.g_00116
OG0000038	Praq.g_00716	Prbi.g_02057
OG0000039	Praq.g_00815	Prbi.g_00689
OG0000040	Praq.g_01955	Prbi.g_01738
OG0000040	Praq.g_01313	Prbi.g_01187
OG0000041	Praq.g_00451	Prbi.g_01833
OG0000042	Praq.g_00770	Prbi.g_02001
OG0000043	Praq.g_01469	Prbi.g_00918
OG0000044	Praq.g_00058	Prbi.g_01744
OG0000045	Praq.g_01172	Prbi.g_00395
OG0000047	Praq.g_01672	Prbi.g_00354
OG0000048	Praq.g_01169	Prbi.g_00398
OG0000049	Praq.g_01159	Prbi.g_00408
OG0000049	Praq.g_00085	Prbi.g_01331
OG0000050	Praq.g_01654	Prbi.g_01122
OG0000053	Praq.g_00314	Prbi.g_01611
OG0000054	Praq.g_00996	Prbi.g_00608
OG0000055	Praq.g_00650	Prbi.g_00828
OG0000057	Praq.g_00827	Prbi.g_00702
OG0000058	Praq.g_00218	Prbi.g_01461
OG0000059	Praq.g_00927	Prbi.g_01873
OG0000061	Praq.g_01333	Prbi.g_01207
OG0000062	Praq.g_00372	Prbi.g_01668
OG0000063	Praq.g_01237	Prbi.g_00033
OG0000065	Praq.g_01896	Prbi.g_00114
OG0000066	Praq.g_01063	Prbi.g_00542
OG0000068	Praq.g_00175	Prbi.g_01439
OG0000069	Praq.g_00018	Prbi.g_01702
OG0000070	Praq.g_01107	Prbi.g_00451
OG0000071	Praq.g_00133	Prbi.g_01391
OG0000072	Praq.g_01831	Prbi.g_00195
OG0000073	Praq.g_01103	Prbi.g_00502
OG0000074	Praq.g_00811	Prbi.g_00685
OG0000075	Praq.g_00739	Prbi.g_01970
OG0000076	Praq.g_00763	Prbi.g_01994
OG0000077	Praq.g_01925	Prbi.g_00085
OG0000078	Praq.g_01763	Prbi.g_00263
OG0000081	Praq.g_01071	Prbi.g_00534
OG0000082	Praq.g_01018	Prbi.g_00587
OG0000083	Praq.g_00614	Prbi.g_00782
OG0000083	Praq.g_00607	Prbi.g_00775
OG0000084	Praq.g_00290	Prbi.g_01585
OG0000086	Praq.g_01915	Prbi.g_00095
OG0000087	Praq.g_01864	Prbi.g_00147
OG0000088	Praq.g_01836	Prbi.g_00190
OG0000089	Praq.g_01188	Prbi.g_00380
OG0000090	Praq.g_01069	Prbi.g_00536
OG0000091	Praq.g_00960	Prbi.g_00645
OG0000092	Praq.g_01495	Prbi.g_00956
OG0000093	Praq.g_01516	Prbi.g_00977
OG0000094	Praq.g_01600	Prbi.g_01067
OG0000095	Praq.g_01619	Prbi.g_01086
OG0000096	Praq.g_01283	Prbi.g_01156
OG0000096	Praq.g_00097	Prbi.g_01352
OG0000097	Praq.g_01374	Prbi.g_01248
OG0000098	Praq.g_00157	Prbi.g_01421
OG0000099	Praq.g_00216	Prbi.g_01462
OG0000100	Praq.g_00368	Prbi.g_01664
OG0000101	Praq.g_00879	Prbi.g_01938
OG0000102	Praq.g_00768	Prbi.g_01999
OG0000103	Praq.g_00414	Prbi.g_02091
OG0000104	Praq.g_00422	Prbi.g_02099
OG0000105	Praq.g_01729	Prbi.g_00298
OG0000106	Praq.g_01173	Prbi.g_00394
OG0000107	Praq.g_01158	Prbi.g_00409
OG0000108	Praq.g_00531	Prbi.g_00483
OG0000109	Praq.g_00545	Prbi.g_00497
OG0000110	Praq.g_01028	Prbi.g_00577
OG0000111	Praq.g_00828	Prbi.g_00703
OG0000112	Praq.g_00638	Prbi.g_00811
OG0000113	Praq.g_01420	Prbi.g_00869
OG0000114	Praq.g_01490	Prbi.g_00951
OG0000115	Praq.g_01278	Prbi.g_01148
OG0000116	Praq.g_01323	Prbi.g_01197
OG0000117	Praq.g_00084	Prbi.g_01330
OG0000118	Praq.g_00145	Prbi.g_01403
OG0000119	Praq.g_00171	Prbi.g_01435
OG0000120	Praq.g_00208	Prbi.g_01460
OG0000121	Praq.g_00296	Prbi.g_01593
OG0000122	Praq.g_00334	Prbi.g_01630
OG0000123	Praq.g_00873	Prbi.g_01945
OG0000124	Praq.g_00682	Prbi.g_02010
OG0000125	Praq.g_00718	Prbi.g_02059
OG0000126	Praq.g_00421	Prbi.g_02098
OG0000128	Praq.g_00437	Prbi.g_00011
OG0000129	Praq.g_01259	Prbi.g_00053
OG0000130	Praq.g_01934	Prbi.g_00076
OG0000131	Praq.g_01857	Prbi.g_00169
OG0000132	Praq.g_01838	Prbi.g_00188
OG0000133	Praq.g_01680	Prbi.g_00346
OG0000134	Praq.g_01187	Prbi.g_00381
OG0000135	Praq.g_01160	Prbi.g_00407
OG0000136	Praq.g_01116	Prbi.g_00442
OG0000137	Praq.g_00526	Prbi.g_00478
OG0000138	Praq.g_00546	Prbi.g_00498
OG0000139	Praq.g_01065	Prbi.g_00540
OG0000140	Praq.g_01064	Prbi.g_00541
OG0000141	Praq.g_00995	Prbi.g_00609
OG0000142	Praq.g_00967	Prbi.g_00638
OG0000143	Praq.g_00963	Prbi.g_00642
OG0000144	Praq.g_00781	Prbi.g_00655
OG0000145	Praq.g_00637	Prbi.g_00807
OG0000146	Praq.g_00639	Prbi.g_00812
OG0000147	Praq.g_00640	Prbi.g_00813
OG0000148	Praq.g_01414	Prbi.g_00863
OG0000149	Praq.g_01444	Prbi.g_00894
OG0000150	Praq.g_01452	Prbi.g_00902
OG0000151	Praq.g_01500	Prbi.g_00961
OG0000152	Praq.g_01548	Prbi.g_01009
OG0000153	Praq.g_01567	Prbi.g_01028
OG0000154	Praq.g_01593	Prbi.g_01060
OG0000155	Praq.g_01353	Prbi.g_01227
OG0000156	Praq.g_00122	Prbi.g_01380
OG0000157	Praq.g_00123	Prbi.g_01381
OG0000158	Praq.g_00258	Prbi.g_01489
OG0000159	Praq.g_00253, Praq.g_00217	Prbi.g_01490
OG0000160	Praq.g_00295	Prbi.g_01592
OG0000161	Praq.g_00301	Prbi.g_01598
OG0000162	Praq.g_00307	Prbi.g_01604
OG0000163	Praq.g_00341	Prbi.g_01637
OG0000164	Praq.g_00473	Prbi.g_01811
OG0000165	Praq.g_00466	Prbi.g_01818
OG0000166	Praq.g_00915	Prbi.g_01902
OG0000167	Praq.g_00737	Prbi.g_01968
OG0000168	Praq.g_00747	Prbi.g_01978
OG0000169	Praq.g_00757	Prbi.g_01988
OG0000170	Praq.g_00759	Prbi.g_01990
OG0000171	Praq.g_00681	Prbi.g_02009
OG0000172	Praq.g_00689	Prbi.g_02030
OG0000173	Praq.g_00704	Prbi.g_02045
OG0000174	Praq.g_00396	Prbi.g_02073
OG0000175	Praq.g_00406	Prbi.g_02083
OG0000176	Praq.g_00430	Prbi.g_00004
OG0000177	Praq.g_00431	Prbi.g_00005
OG0000178	Praq.g_00432	Prbi.g_00006
OG0000179	Praq.g_01219	Prbi.g_00016
OG0000180	Praq.g_01220	Prbi.g_00017
OG0000181	Praq.g_01221	Prbi.g_00018
OG0000182	Praq.g_01222	Prbi.g_00019
OG0000183	Praq.g_01226	Prbi.g_00023
OG0000184	Praq.g_01262	Prbi.g_00057
OG0000185	Praq.g_01265	Prbi.g_00060
OG0000186	Praq.g_01939	Prbi.g_00071
OG0000187	Praq.g_01938	Prbi.g_00072
OG0000188	Praq.g_01921	Prbi.g_00089
OG0000189	Praq.g_01907	Prbi.g_00103
OG0000190	Praq.g_01906	Prbi.g_00104
OG0000191	Praq.g_01886	Prbi.g_00125
OG0000192	Praq.g_01882	Prbi.g_00129
OG0000193	Praq.g_01856	Prbi.g_00170
OG0000194	Praq.g_01853	Prbi.g_00173
OG0000195	Praq.g_01851	Prbi.g_00175
OG0000196	Praq.g_01841	Prbi.g_00185
OG0000197	Praq.g_01840	Prbi.g_00186
OG0000198	Praq.g_01839	Prbi.g_00187
OG0000199	Praq.g_01832	Prbi.g_00194
OG0000200	Praq.g_01818	Prbi.g_00208
OG0000201	Praq.g_01810	Prbi.g_00216
OG0000202	Praq.g_01809	Prbi.g_00217
OG0000203	Praq.g_01808	Prbi.g_00218
OG0000204	Praq.g_01807	Prbi.g_00219
OG0000205	Praq.g_01800	Prbi.g_00226
OG0000206	Praq.g_01795	Prbi.g_00231
OG0000207	Praq.g_01793	Prbi.g_00233
OG0000208	Praq.g_01792	Prbi.g_00234
OG0000209	Praq.g_01783	Prbi.g_00243
OG0000210	Praq.g_01782	Prbi.g_00244
OG0000211	Praq.g_01769	Prbi.g_00257
OG0000212	Praq.g_01762	Prbi.g_00264
OG0000213	Praq.g_01746	Prbi.g_00281
OG0000214	Praq.g_01736	Prbi.g_00291
OG0000215	Praq.g_01710	Prbi.g_00316
OG0000216	Praq.g_01708	Prbi.g_00318
OG0000217	Praq.g_01705	Prbi.g_00321
OG0000218	Praq.g_01703	Prbi.g_00323
OG0000219	Praq.g_01702	Prbi.g_00324
OG0000220	Praq.g_01701	Prbi.g_00325
OG0000221	Praq.g_01700	Prbi.g_00326
OG0000222	Praq.g_01692	Prbi.g_00334
OG0000223	Praq.g_01679	Prbi.g_00347
OG0000224	Praq.g_01677	Prbi.g_00349
OG0000225	Praq.g_01199	Prbi.g_00370
OG0000226	Praq.g_01195	Prbi.g_00374
OG0000227	Praq.g_01193	Prbi.g_00376
OG0000228	Praq.g_01189	Prbi.g_00379
OG0000229	Praq.g_01121	Prbi.g_00437
OG0000230	Praq.g_01119	Prbi.g_00439
OG0000231	Praq.g_01108	Prbi.g_00450
OG0000232	Praq.g_00507	Prbi.g_00459
OG0000233	Praq.g_00513	Prbi.g_00465
OG0000234	Praq.g_00527	Prbi.g_00479
OG0000235	Praq.g_00530	Prbi.g_00482
OG0000236	Praq.g_00544	Prbi.g_00496
OG0000237	Praq.g_01096	Prbi.g_00509
OG0000238	Praq.g_01090	Prbi.g_00515
OG0000239	Praq.g_01077	Prbi.g_00528
OG0000240	Praq.g_01076	Prbi.g_00529
OG0000241	Praq.g_01072	Prbi.g_00533
OG0000242	Praq.g_01070	Prbi.g_00535
OG0000243	Praq.g_01059	Prbi.g_00546
OG0000244	Praq.g_01056	Prbi.g_00549
OG0000245	Praq.g_01054	Prbi.g_00551
OG0000246	Praq.g_01050	Prbi.g_00555
OG0000247	Praq.g_01040	Prbi.g_00565
OG0000248	Praq.g_01038	Prbi.g_00567
OG0000249	Praq.g_01036	Prbi.g_00569
OG0000250	Praq.g_01031	Prbi.g_00574
OG0000251	Praq.g_01012	Prbi.g_00593
OG0000252	Praq.g_01008	Prbi.g_00596
OG0000253	Praq.g_01007	Prbi.g_00597
OG0000254	Praq.g_00991	Prbi.g_00613
OG0000255	Praq.g_00985	Prbi.g_00619
OG0000256	Praq.g_00975	Prbi.g_00629
OG0000257	Praq.g_00972	Prbi.g_00632
OG0000258	Praq.g_00959	Prbi.g_00646
OG0000259	Praq.g_00789	Prbi.g_00663
OG0000260	Praq.g_00792	Prbi.g_00666
OG0000261	Praq.g_00794	Prbi.g_00668
OG0000262	Praq.g_00798	Prbi.g_00672
OG0000263	Praq.g_00810	Prbi.g_00684
OG0000264	Praq.g_00820	Prbi.g_00694
OG0000265	Praq.g_00583	Prbi.g_00745
OG0000266	Praq.g_00593	Prbi.g_00755
OG0000267	Praq.g_00604	Prbi.g_00766
OG0000268	Praq.g_00605	Prbi.g_00767
OG0000269	Praq.g_00665	Prbi.g_00842
OG0000270	Praq.g_00668	Prbi.g_00845
OG0000271	Praq.g_00676	Prbi.g_00853
OG0000272	Praq.g_00677	Prbi.g_00854
OG0000273	Praq.g_01428	Prbi.g_00877
OG0000274	Praq.g_01429	Prbi.g_00878
OG0000275	Praq.g_01431	Prbi.g_00881
OG0000276	Praq.g_01436	Prbi.g_00886
OG0000277	Praq.g_01437	Prbi.g_00887
OG0000278	Praq.g_01440	Prbi.g_00890
OG0000279	Praq.g_01447	Prbi.g_00897
OG0000280	Praq.g_01448	Prbi.g_00898
OG0000281	Praq.g_01454	Prbi.g_00903
OG0000282	Praq.g_01492	Prbi.g_00953
OG0000283	Praq.g_01525	Prbi.g_00986
OG0000284	Praq.g_01530	Prbi.g_00991
OG0000285	Praq.g_01535	Prbi.g_00996
OG0000286	Praq.g_01547	Prbi.g_01008
OG0000287	Praq.g_01564	Prbi.g_01025
OG0000288	Praq.g_01592	Prbi.g_01059
OG0000289	Praq.g_01603	Prbi.g_01070
OG0000290	Praq.g_01616	Prbi.g_01083
OG0000291	Praq.g_01618	Prbi.g_01085
OG0000292	Praq.g_01667	Prbi.g_01136
OG0000293	Praq.g_01324	Prbi.g_01198
OG0000294	Praq.g_01325	Prbi.g_01199
OG0000295	Praq.g_01345	Prbi.g_01219
OG0000296	Praq.g_01347	Prbi.g_01221
OG0000297	Praq.g_01355	Prbi.g_01229
OG0000298	Praq.g_01356	Prbi.g_01230
OG0000299	Praq.g_01373	Prbi.g_01247
OG0000300	Praq.g_01376	Prbi.g_01250
OG0000301	Praq.g_01377	Prbi.g_01251
OG0000302	Praq.g_01379	Prbi.g_01253
OG0000303	Praq.g_01386	Prbi.g_01260
OG0000304	Praq.g_01390	Prbi.g_01264
OG0000305	Praq.g_00167	Prbi.g_01431
OG0000306	Praq.g_00170	Prbi.g_01434
OG0000307	Praq.g_00186	Prbi.g_01448
OG0000308	Praq.g_00187	Prbi.g_01449
OG0000309	Praq.g_00191	Prbi.g_01453
OG0000310	Praq.g_00279	Prbi.g_01574
OG0000311	Praq.g_00281	Prbi.g_01576
OG0000312	Praq.g_00284	Prbi.g_01579
OG0000313	Praq.g_00298	Prbi.g_01595
OG0000314	Praq.g_00321	Prbi.g_01617
OG0000315	Praq.g_00331	Prbi.g_01627
OG0000316	Praq.g_00351	Prbi.g_01647
OG0000317	Praq.g_01954, Praq.g_00499	Prbi.g_01785
OG0000318	Praq.g_00496	Prbi.g_01788
OG0000319	Praq.g_00483	Prbi.g_01801
OG0000320	Praq.g_00481	Prbi.g_01803
OG0000321	Praq.g_00480	Prbi.g_01804
OG0000322	Praq.g_00479	Prbi.g_01805
OG0000323	Praq.g_00470	Prbi.g_01814
OG0000324	Praq.g_00444	Prbi.g_01840
OG0000325	Praq.g_00950	Prbi.g_01849
OG0000326	Praq.g_00944	Prbi.g_01855
OG0000327	Praq.g_00920	Prbi.g_01897
OG0000328	Praq.g_00919	Prbi.g_01898
OG0000329	Praq.g_00902	Prbi.g_01915
OG0000330	Praq.g_00901	Prbi.g_01916
OG0000331	Praq.g_00900	Prbi.g_01917
OG0000332	Praq.g_00886	Prbi.g_01931
OG0000333	Praq.g_00884	Prbi.g_01933
OG0000334	Praq.g_00876	Prbi.g_01941
OG0000335	Praq.g_00872	Prbi.g_01946
OG0000336	Praq.g_00868	Prbi.g_01950
OG0000337	Praq.g_00735	Prbi.g_01966
OG0000338	Praq.g_00736	Prbi.g_01967
OG0000339	Praq.g_00740	Prbi.g_01971
OG0000340	Praq.g_00748	Prbi.g_01979
OG0000341	Praq.g_00750	Prbi.g_01981
OG0000342	Praq.g_00751	Prbi.g_01982
OG0000343	Praq.g_00752	Prbi.g_01983
OG0000344	Praq.g_00755	Prbi.g_01986
OG0000345	Praq.g_00760	Prbi.g_01991
OG0000346	Praq.g_00764	Prbi.g_01995
OG0000347	Praq.g_00683	Prbi.g_02011
OG0000348	Praq.g_00692	Prbi.g_02033
OG0000349	Praq.g_00709	Prbi.g_02050
OG0000350	Praq.g_00392	Prbi.g_02069
OG0000351	Praq.g_00409	Prbi.g_02086
OG0000352	Praq.g_00410	Prbi.g_02087
OG0000353	Praq.g_00425	Prbi.g_02102
OG0000355	Praq.g_00427	Prbi.g_00001
OG0000356	Praq.g_00428	Prbi.g_00002
OG0000357	Praq.g_00429	Prbi.g_00003
OG0000358	Praq.g_00433	Prbi.g_00007
OG0000359	Praq.g_00434	Prbi.g_00008
OG0000360	Praq.g_00435	Prbi.g_00009
OG0000361	Praq.g_00436	Prbi.g_00010
OG0000362	Praq.g_00438	Prbi.g_00012
OG0000363	Praq.g_01217	Prbi.g_00014
OG0000364	Praq.g_01218	Prbi.g_00015
OG0000365	Praq.g_01223	Prbi.g_00020
OG0000366	Praq.g_01224	Prbi.g_00021
OG0000367	Praq.g_01225	Prbi.g_00022
OG0000368	Praq.g_01227	Prbi.g_00024
OG0000369	Praq.g_01228	Prbi.g_00025
OG0000370	Praq.g_01229	Prbi.g_00026
OG0000371	Praq.g_01235	Prbi.g_00032
OG0000372	Praq.g_01239	Prbi.g_00035
OG0000373	Praq.g_01240	Prbi.g_00036
OG0000374	Praq.g_01241	Prbi.g_00037
OG0000375	Praq.g_01255	Prbi.g_00049
OG0000376	Praq.g_01257	Prbi.g_00051
OG0000377	Praq.g_01261	Prbi.g_00056
OG0000378	Praq.g_01263	Prbi.g_00058
OG0000379	Praq.g_01266	Prbi.g_00061
OG0000380	Praq.g_01937	Prbi.g_00073
OG0000381	Praq.g_01933	Prbi.g_00077
OG0000382	Praq.g_01922	Prbi.g_00088
OG0000383	Praq.g_01920	Prbi.g_00090
OG0000384	Praq.g_01919	Prbi.g_00091
OG0000385	Praq.g_01918	Prbi.g_00092
OG0000386	Praq.g_01917	Prbi.g_00093
OG0000387	Praq.g_01904	Prbi.g_00106
OG0000388	Praq.g_01901	Prbi.g_00109
OG0000389	Praq.g_01897	Prbi.g_00113
OG0000390	Praq.g_01890	Prbi.g_00120
OG0000391	Praq.g_01887	Prbi.g_00124
OG0000392	Praq.g_01883	Prbi.g_00128
OG0000393	Praq.g_01881	Prbi.g_00130
OG0000394	Praq.g_01880	Prbi.g_00131
OG0000395	Praq.g_01879	Prbi.g_00132
OG0000396	Praq.g_01876	Prbi.g_00135
OG0000397	Praq.g_01874	Prbi.g_00137
OG0000398	Praq.g_01872	Prbi.g_00139
OG0000399	Praq.g_01871	Prbi.g_00140
OG0000400	Praq.g_01870	Prbi.g_00141
OG0000401	Praq.g_01869	Prbi.g_00142
OG0000402	Praq.g_01867	Prbi.g_00144
OG0000403	Praq.g_01866	Prbi.g_00145
OG0000404	Praq.g_01865	Prbi.g_00146
OG0000405	Praq.g_01861	Prbi.g_00150
OG0000406	Praq.g_01855	Prbi.g_00171
OG0000407	Praq.g_01854	Prbi.g_00172
OG0000408	Praq.g_01852	Prbi.g_00174
OG0000409	Praq.g_01850	Prbi.g_00176
OG0000410	Praq.g_01849	Prbi.g_00177
OG0000411	Praq.g_01848	Prbi.g_00178
OG0000412	Praq.g_01847	Prbi.g_00179
OG0000413	Praq.g_01846	Prbi.g_00180
OG0000414	Praq.g_01845	Prbi.g_00181
OG0000415	Praq.g_01844	Prbi.g_00182
OG0000416	Praq.g_01843	Prbi.g_00183
OG0000417	Praq.g_01842	Prbi.g_00184
OG0000418	Praq.g_01837	Prbi.g_00189
OG0000419	Praq.g_01835	Prbi.g_00191
OG0000420	Praq.g_01834	Prbi.g_00192
OG0000421	Praq.g_01829	Prbi.g_00197
OG0000422	Praq.g_01828	Prbi.g_00198
OG0000423	Praq.g_01827	Prbi.g_00199
OG0000424	Praq.g_01826	Prbi.g_00200
OG0000425	Praq.g_01825	Prbi.g_00201
OG0000426	Praq.g_01824	Prbi.g_00202
OG0000427	Praq.g_01823	Prbi.g_00203
OG0000428	Praq.g_01821	Prbi.g_00205
OG0000429	Praq.g_01820	Prbi.g_00206
OG0000430	Praq.g_01819	Prbi.g_00207
OG0000431	Praq.g_01817	Prbi.g_00209
OG0000432	Praq.g_01814	Prbi.g_00212
OG0000433	Praq.g_01813	Prbi.g_00213
OG0000434	Praq.g_01812	Prbi.g_00214
OG0000435	Praq.g_01811	Prbi.g_00215
OG0000436	Praq.g_01806	Prbi.g_00220
OG0000437	Praq.g_01805	Prbi.g_00221
OG0000438	Praq.g_01804	Prbi.g_00222
OG0000439	Praq.g_01802	Prbi.g_00224
OG0000440	Praq.g_01801	Prbi.g_00225
OG0000441	Praq.g_01798	Prbi.g_00228
OG0000442	Praq.g_01797	Prbi.g_00229
OG0000443	Praq.g_01796	Prbi.g_00230
OG0000444	Praq.g_01791	Prbi.g_00235
OG0000445	Praq.g_01790	Prbi.g_00236
OG0000446	Praq.g_01789	Prbi.g_00237
OG0000447	Praq.g_01788	Prbi.g_00238
OG0000448	Praq.g_01787	Prbi.g_00239
OG0000449	Praq.g_01786	Prbi.g_00240
OG0000450	Praq.g_01785	Prbi.g_00241
OG0000451	Praq.g_01784	Prbi.g_00242
OG0000452	Praq.g_01781	Prbi.g_00245
OG0000453	Praq.g_01780	Prbi.g_00246
OG0000454	Praq.g_01779	Prbi.g_00247
OG0000455	Praq.g_01778	Prbi.g_00248
OG0000456	Praq.g_01777	Prbi.g_00249
OG0000457	Praq.g_01776	Prbi.g_00250
OG0000458	Praq.g_01775	Prbi.g_00251
OG0000459	Praq.g_01774	Prbi.g_00252
OG0000460	Praq.g_01767	Prbi.g_00259
OG0000461	Praq.g_01760	Prbi.g_00266
OG0000462	Praq.g_01758	Prbi.g_00268
OG0000463	Praq.g_01757	Prbi.g_00269
OG0000464	Praq.g_01756	Prbi.g_00270
OG0000465	Praq.g_01755	Prbi.g_00271
OG0000466	Praq.g_01752	Prbi.g_00274
OG0000467	Praq.g_01751	Prbi.g_00275
OG0000468	Praq.g_01750	Prbi.g_00277
OG0000469	Praq.g_01741	Prbi.g_00286
OG0000470	Praq.g_01739	Prbi.g_00288
OG0000471	Praq.g_01738	Prbi.g_00289
OG0000472	Praq.g_01737	Prbi.g_00290
OG0000473	Praq.g_01735	Prbi.g_00292
OG0000474	Praq.g_01734	Prbi.g_00293
OG0000475	Praq.g_01733	Prbi.g_00294
OG0000476	Praq.g_01732	Prbi.g_00295
OG0000477	Praq.g_01728	Prbi.g_00299
OG0000478	Praq.g_01727	Prbi.g_00300
OG0000479	Praq.g_01726	Prbi.g_00301
OG0000480	Praq.g_01721	Prbi.g_00306
OG0000481	Praq.g_01718	Prbi.g_00308
OG0000482	Praq.g_01717	Prbi.g_00309
OG0000483	Praq.g_01714	Prbi.g_00312
OG0000484	Praq.g_01713	Prbi.g_00313
OG0000485	Praq.g_01712	Prbi.g_00314
OG0000486	Praq.g_01711	Prbi.g_00315
OG0000487	Praq.g_01707	Prbi.g_00319
OG0000488	Praq.g_01704	Prbi.g_00322
OG0000489	Praq.g_01699	Prbi.g_00327
OG0000490	Praq.g_01694	Prbi.g_00332
OG0000491	Praq.g_01693	Prbi.g_00333
OG0000492	Praq.g_01691	Prbi.g_00335
OG0000493	Praq.g_01690	Prbi.g_00336
OG0000494	Praq.g_01689	Prbi.g_00337
OG0000495	Praq.g_01688	Prbi.g_00338
OG0000496	Praq.g_01687	Prbi.g_00339
OG0000497	Praq.g_01686	Prbi.g_00340
OG0000498	Praq.g_01685	Prbi.g_00341
OG0000499	Praq.g_01684	Prbi.g_00342
OG0000500	Praq.g_01683	Prbi.g_00343
OG0000501	Praq.g_01681	Prbi.g_00345
OG0000502	Praq.g_01678	Prbi.g_00348
OG0000503	Praq.g_01211	Prbi.g_00358
OG0000504	Praq.g_01210	Prbi.g_00359
OG0000505	Praq.g_01209	Prbi.g_00360
OG0000506	Praq.g_01207	Prbi.g_00362
OG0000507	Praq.g_01204	Prbi.g_00365
OG0000508	Praq.g_01200	Prbi.g_00369
OG0000509	Praq.g_01198	Prbi.g_00371
OG0000510	Praq.g_01197	Prbi.g_00372
OG0000511	Praq.g_01196	Prbi.g_00373
OG0000512	Praq.g_01194	Prbi.g_00375
OG0000513	Praq.g_01186	Prbi.g_00382
OG0000514	Praq.g_01126	Prbi.g_00432
OG0000515	Praq.g_01125	Prbi.g_00433
OG0000516	Praq.g_01124	Prbi.g_00434
OG0000517	Praq.g_01122	Prbi.g_00436
OG0000518	Praq.g_01111	Prbi.g_00447
OG0000519	Praq.g_01110	Prbi.g_00448
OG0000520	Praq.g_01109	Prbi.g_00449
OG0000521	Praq.g_00502	Prbi.g_00454
OG0000522	Praq.g_00504	Prbi.g_00456
OG0000523	Praq.g_00505	Prbi.g_00457
OG0000524	Praq.g_00511	Prbi.g_00463
OG0000525	Praq.g_00514	Prbi.g_00466
OG0000526	Praq.g_00515	Prbi.g_00467
OG0000527	Praq.g_00524	Prbi.g_00476
OG0000528	Praq.g_00529	Prbi.g_00481
OG0000529	Praq.g_00532	Prbi.g_00484
OG0000530	Praq.g_00535	Prbi.g_00487
OG0000531	Praq.g_00536	Prbi.g_00488
OG0000532	Praq.g_00538	Prbi.g_00490
OG0000533	Praq.g_00539	Prbi.g_00491
OG0000534	Praq.g_00540	Prbi.g_00492
OG0000535	Praq.g_00541	Prbi.g_00493
OG0000536	Praq.g_00542	Prbi.g_00494
OG0000537	Praq.g_00543	Prbi.g_00495
OG0000538	Praq.g_01102	Prbi.g_00503
OG0000539	Praq.g_01101	Prbi.g_00504
OG0000540	Praq.g_01100	Prbi.g_00505
OG0000541	Praq.g_01099	Prbi.g_00506
OG0000542	Praq.g_01097	Prbi.g_00508
OG0000543	Praq.g_01095	Prbi.g_00510
OG0000544	Praq.g_01094	Prbi.g_00511
OG0000545	Praq.g_01092	Prbi.g_00513
