Orthogroup	Syap	Prah
OG0000138	Syap.g_00278	Prah.g_01549
OG0000139	Syap.g_00410	Prah.g_01495
OG0000140	Syap.g_01976	Prah.g_01489
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Prah.g_01393
OG0000142	Syap.g_00895, Syap.g_00894	Prah.g_00501
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Prah.g_00497
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Prah.g_00473
OG0000145	Syap.g_01860, Syap.g_01859	Prah.g_01543
OG0000146	Syap.g_02024	Prah.g_00787
OG0000147	Syap.g_02025	Prah.g_00786
OG0000148	Syap.g_02720	Prah.g_00649
OG0000149	Syap.g_00824	Prah.g_00591
OG0000150	Syap.g_01540	Prah.g_00568
OG0000151	Syap.g_00142	Prah.g_00718
OG0000152	Syap.g_02012	Prah.g_00796
OG0000153	Syap.g_02682	Prah.g_00826
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Prah.g_00852
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Prah.g_01291
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Prah.g_01349
OG0000157	Syap.g_00249, Syap.g_00286	Prah.g_01350
OG0000158	Syap.g_01075	Prah.g_02242
OG0000160	Syap.g_02470, Syap.g_02469	Prah.g_00407
OG0000161	Syap.g_02476	Prah.g_00399
OG0000162	Syap.g_02531	Prah.g_00391
OG0000164	Syap.g_01391, Syap.g_01392	Prah.g_01705
OG0000165	Syap.g_01381, Syap.g_01382	Prah.g_01716
OG0000166	Syap.g_00512, Syap.g_01238	Prah.g_02033
OG0000167	Syap.g_02080	Prah.g_02230
OG0000168	Syap.g_01076	Prah.g_02243
OG0000169	Syap.g_01049, Syap.g_01093	Prah.g_00163
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Prah.g_00155
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Prah.g_00126
OG0000172	Syap.g_01143, Syap.g_00635	Prah.g_00084
OG0000173	Syap.g_00982, Syap.g_00983	Prah.g_00061
OG0000174	Syap.g_02092	Prah.g_02541
OG0000175	Syap.g_02654	Prah.g_02575
OG0000176	Syap.g_00059	Prah.g_00005
OG0000177	Syap.g_00061, Syap.g_00060	Prah.g_00006
OG0000178	Syap.g_00062	Prah.g_00007
OG0000179	Syap.g_00077, Syap.g_02638	Prah.g_00022
OG0000180	Syap.g_00078, Syap.g_02640	Prah.g_00023
OG0000181	Syap.g_00079, Syap.g_02641	Prah.g_00024
OG0000182	Syap.g_00080, Syap.g_02642	Prah.g_00025
OG0000183	Syap.g_00084	Prah.g_00029
OG0000184	Syap.g_01337	Prah.g_02478
OG0000185	Syap.g_01322	Prah.g_02458
OG0000186	Syap.g_01684	Prah.g_01830
OG0000187	Syap.g_01686	Prah.g_01833
OG0000188	Syap.g_02547	Prah.g_01860
OG0000191	Syap.g_02233	Prah.g_00188
OG0000192	Syap.g_02224	Prah.g_00176, Prah.g_00180
OG0000193	Syap.g_02187, Syap.g_02188	Prah.g_02283
OG0000194	Syap.g_02183	Prah.g_02286
OG0000195	Syap.g_02180	Prah.g_02288
OG0000196	Syap.g_01208, Syap.g_02167	Prah.g_02299
OG0000197	Syap.g_01207, Syap.g_02166	Prah.g_02300
OG0000198	Syap.g_01206	Prah.g_02301
OG0000199	Syap.g_01197	Prah.g_02308
OG0000200	Syap.g_01181	Prah.g_02324
OG0000201	Syap.g_02265	Prah.g_02352
OG0000202	Syap.g_02264	Prah.g_02353
OG0000203	Syap.g_01601	Prah.g_02354
OG0000204	Syap.g_01602	Prah.g_02355
OG0000205	Syap.g_01616	Prah.g_02362
OG0000206	Syap.g_01628	Prah.g_02371
OG0000207	Syap.g_01426, Syap.g_00424	Prah.g_02420
OG0000208	Syap.g_00426, Syap.g_01425	Prah.g_02419
OG0000209	Syap.g_01906	Prah.g_02400
OG0000210	Syap.g_01905	Prah.g_02399
OG0000211	Syap.g_01160	Prah.g_01782
OG0000212	Syap.g_02664	Prah.g_01772
OG0000213	Syap.g_00107, Syap.g_01599	Prah.g_02101
OG0000214	Syap.g_02344, Syap.g_02345	Prah.g_02118
OG0000215	Syap.g_01347, Syap.g_01629	Prah.g_02148
OG0000216	Syap.g_01634	Prah.g_02151
OG0000217	Syap.g_01638	Prah.g_02155
OG0000218	Syap.g_01641, Syap.g_01640	Prah.g_02157
OG0000219	Syap.g_01642, Syap.g_01643	Prah.g_02158
OG0000220	Syap.g_01645	Prah.g_02159
OG0000221	Syap.g_01646	Prah.g_02166
OG0000222	Syap.g_01669	Prah.g_02174
OG0000223	Syap.g_02072, Syap.g_02073	Prah.g_02197
OG0000224	Syap.g_02064	Prah.g_02207
OG0000225	Syap.g_00553, Syap.g_00552	Prah.g_01921
OG0000226	Syap.g_02029, Syap.g_02144	Prah.g_01917
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prah.g_01915
OG0000228	Syap.g_00116, Syap.g_02041	Prah.g_00204
OG0000229	Syap.g_02059	Prah.g_00230
OG0000230	Syap.g_02061	Prah.g_00232
OG0000231	Syap.g_02533	Prah.g_00251
OG0000232	Syap.g_02510, Syap.g_02511	Prah.g_00261
OG0000233	Syap.g_02133	Prah.g_00294
OG0000234	Syap.g_02755	Prah.g_00313, Prah.g_00314
OG0000235	Syap.g_00732, Syap.g_02258	Prah.g_01567
OG0000236	Syap.g_02238	Prah.g_01551
OG0000237	Syap.g_00262, Syap.g_00263	Prah.g_01534
OG0000238	Syap.g_00257, Syap.g_00258	Prah.g_01529
OG0000239	Syap.g_02744	Prah.g_01513
OG0000240	Syap.g_02742	Prah.g_01512
OG0000241	Syap.g_00888	Prah.g_01094
OG0000242	Syap.g_01455	Prah.g_00108, Prah.g_01503
OG0000243	Syap.g_01938	Prah.g_01476
OG0000244	Syap.g_01146, Syap.g_01145	Prah.g_01472
OG0000245	Syap.g_01148	Prah.g_01469
OG0000246	Syap.g_00308	Prah.g_01465
OG0000247	Syap.g_00288, Syap.g_00293	Prah.g_01454
OG0000248	Syap.g_00290	Prah.g_01451
OG0000249	Syap.g_01296, Syap.g_01295	Prah.g_01449
OG0000250	Syap.g_01306	Prah.g_01443
OG0000251	Syap.g_00442	Prah.g_01417
OG0000252	Syap.g_01857	Prah.g_01414
OG0000253	Syap.g_00443	Prah.g_01408
OG0000254	Syap.g_01527, Syap.g_01528	Prah.g_01389
OG0000256	Syap.g_01287	Prah.g_00516
OG0000257	Syap.g_00886	Prah.g_00509
OG0000258	Syap.g_00907	Prah.g_00486
OG0000260	Syap.g_01970	Prah.g_00454
OG0000261	Syap.g_01962, Syap.g_01961	Prah.g_00451
OG0000262	Syap.g_01954	Prah.g_00445
OG0000263	Syap.g_00432, Syap.g_00433	Prah.g_02413
OG0000266	Syap.g_00519	Prah.g_00876
OG0000267	Syap.g_02333, Syap.g_02332	Prah.g_00751
OG0000268	Syap.g_00646	Prah.g_00752
OG0000269	Syap.g_00188	Prah.g_00672
OG0000270	Syap.g_00192	Prah.g_00669
OG0000271	Syap.g_00200, Syap.g_00201	Prah.g_00661
OG0000272	Syap.g_00202	Prah.g_00660
OG0000274	Syap.g_02702	Prah.g_00608
OG0000275	Syap.g_01847	Prah.g_00605
OG0000276	Syap.g_01839, Syap.g_01838	Prah.g_00599
OG0000277	Syap.g_01837	Prah.g_00598
OG0000278	Syap.g_01834	Prah.g_00595
OG0000279	Syap.g_00829, Syap.g_00830	Prah.g_00587
OG0000280	Syap.g_00365	Prah.g_00581
OG0000281	Syap.g_01977	Prah.g_00566
OG0000282	Syap.g_01252	Prah.g_00731
OG0000283	Syap.g_01728	Prah.g_00761
OG0000284	Syap.g_01736	Prah.g_00767
OG0000285	Syap.g_01746, Syap.g_01744	Prah.g_01178
OG0000286	Syap.g_02014, Syap.g_02013	Prah.g_00795
OG0000288	Syap.g_02764, Syap.g_02763	Prah.g_00851
OG0000289	Syap.g_02784	Prah.g_00864
OG0000290	Syap.g_01552	Prah.g_00912
OG0000291	Syap.g_01554	Prah.g_00914
OG0000292	Syap.g_02314	Prah.g_02597
OG0000293	Syap.g_00240	Prah.g_01336
OG0000294	Syap.g_00239	Prah.g_01335
OG0000295	Syap.g_00206	Prah.g_01298
OG0000296	Syap.g_00204	Prah.g_01296
OG0000297	Syap.g_01887	Prah.g_01259
OG0000298	Syap.g_01888	Prah.g_01258
OG0000299	Syap.g_02620	Prah.g_01268
OG0000302	Syap.g_02444, Syap.g_02445	Prah.g_01279
OG0000303	Syap.g_02435	Prah.g_01289
OG0000304	Syap.g_02430	Prah.g_01237, Prah.g_01238
OG0000305	Syap.g_01557	Prah.g_00918
OG0000306	Syap.g_01966	Prah.g_00560
OG0000307	Syap.g_02517	Prah.g_01584
OG0000308	Syap.g_02514, Syap.g_02515	Prah.g_01586
OG0000309	Syap.g_02198, Syap.g_02446	Prah.g_01590
OG0000310	Syap.g_02660, Syap.g_02661	Prah.g_00428
OG0000311	Syap.g_02657	Prah.g_00424
OG0000312	Syap.g_02114	Prah.g_00420
OG0000313	Syap.g_02473	Prah.g_00402
OG0000314	Syap.g_00007	Prah.g_00371
OG0000315	Syap.g_00017	Prah.g_00361
OG0000316	Syap.g_00030	Prah.g_01631
OG0000317	Syap.g_00618	Prah.g_01672
OG0000318	Syap.g_00622, Syap.g_02786	Prah.g_01677
OG0000319	Syap.g_01764, Syap.g_01771	Prah.g_01694
OG0000320	Syap.g_01761, Syap.g_01769	Prah.g_01696
OG0000321	Syap.g_01760, Syap.g_01768	Prah.g_01697
OG0000322	Syap.g_01759, Syap.g_01767	Prah.g_01698
OG0000323	Syap.g_01389	Prah.g_01710
OG0000324	Syap.g_01503	Prah.g_01744
OG0000325	Syap.g_02680	Prah.g_02071
OG0000326	Syap.g_00544	Prah.g_02064
OG0000327	Syap.g_01233, Syap.g_01913	Prah.g_02038
OG0000328	Syap.g_01234, Syap.g_01912	Prah.g_02037
OG0000329	Syap.g_00498	Prah.g_02020
OG0000330	Syap.g_00497	Prah.g_02019
OG0000331	Syap.g_00496	Prah.g_02018
OG0000332	Syap.g_00481	Prah.g_02003
OG0000333	Syap.g_00478	Prah.g_02001
OG0000334	Syap.g_00468	Prah.g_01991
OG0000335	Syap.g_00101, Syap.g_00463	Prah.g_01986
OG0000336	Syap.g_00417, Syap.g_00607	Prah.g_01982
OG0000337	Syap.g_01054	Prah.g_02224
OG0000338	Syap.g_01059	Prah.g_02227
OG0000339	Syap.g_01068	Prah.g_02234
OG0000340	Syap.g_01077	Prah.g_02244
OG0000341	Syap.g_01079	Prah.g_02246
OG0000342	Syap.g_01080, Syap.g_02477	Prah.g_02247
OG0000343	Syap.g_01086, Syap.g_02078	Prah.g_00168
OG0000344	Syap.g_01091	Prah.g_00165
OG0000345	Syap.g_01107, Syap.g_01470	Prah.g_00154
OG0000346	Syap.g_01113	Prah.g_00149
OG0000347	Syap.g_01131, Syap.g_02459	Prah.g_00089
OG0000348	Syap.g_00632	Prah.g_00078
OG0000349	Syap.g_00110, Syap.g_01813	Prah.g_00053
OG0000351	Syap.g_02594	Prah.g_02578
OG0000352	Syap.g_02596, Syap.g_02597	Prah.g_02579
OG0000353	Syap.g_00054	Prah.g_02603
OG0000354	Syap.g_00075, Syap.g_02635	Prah.g_00020
OG0000355	Syap.g_00056	Prah.g_00002
OG0000356	Syap.g_00057	Prah.g_00003
OG0000357	Syap.g_00058	Prah.g_00004
OG0000358	Syap.g_00063	Prah.g_00008
OG0000359	Syap.g_00065	Prah.g_00010
OG0000360	Syap.g_00067	Prah.g_00011
OG0000361	Syap.g_00068	Prah.g_00012
OG0000362	Syap.g_00070	Prah.g_00014
OG0000363	Syap.g_00072	Prah.g_00016
OG0000364	Syap.g_00620	Prah.g_00017
OG0000365	Syap.g_00081	Prah.g_00026
OG0000366	Syap.g_00082	Prah.g_00027
OG0000367	Syap.g_00083	Prah.g_00028
OG0000368	Syap.g_00085	Prah.g_00030
OG0000369	Syap.g_00086	Prah.g_00031
OG0000370	Syap.g_00087	Prah.g_00032
OG0000372	Syap.g_01805	Prah.g_00046
OG0000373	Syap.g_01806	Prah.g_00047
OG0000374	Syap.g_01807	Prah.g_00048
OG0000375	Syap.g_01808	Prah.g_00049
OG0000376	Syap.g_01811	Prah.g_00051
OG0000377	Syap.g_00128	Prah.g_02485
OG0000378	Syap.g_01326	Prah.g_02471
OG0000380	Syap.g_01687	Prah.g_01834
OG0000381	Syap.g_01690	Prah.g_01839
OG0000382	Syap.g_02548	Prah.g_01859
OG0000383	Syap.g_02359	Prah.g_01861
OG0000384	Syap.g_02360	Prah.g_01862
OG0000385	Syap.g_02361	Prah.g_01863
OG0000386	Syap.g_02362	Prah.g_01864
OG0000387	Syap.g_01864	Prah.g_01888
OG0000391	Syap.g_02234	Prah.g_00189
OG0000392	Syap.g_02225	Prah.g_00183
OG0000393	Syap.g_02222	Prah.g_00175
OG0000394	Syap.g_02221	Prah.g_00174
OG0000395	Syap.g_02220	Prah.g_00173
OG0000396	Syap.g_02217	Prah.g_02252
OG0000397	Syap.g_02215	Prah.g_02254
OG0000398	Syap.g_02211	Prah.g_02259
OG0000399	Syap.g_02210	Prah.g_02260
OG0000400	Syap.g_02209	Prah.g_02261
OG0000401	Syap.g_02208	Prah.g_02262
OG0000402	Syap.g_02206	Prah.g_02264
OG0000403	Syap.g_02205	Prah.g_02265
OG0000405	Syap.g_02191	Prah.g_02280
OG0000406	Syap.g_02186	Prah.g_02284
OG0000407	Syap.g_02185	Prah.g_02285
OG0000408	Syap.g_02181, Syap.g_02182	Prah.g_02287
OG0000409	Syap.g_02179	Prah.g_02289
OG0000410	Syap.g_02178	Prah.g_02290
OG0000411	Syap.g_02177	Prah.g_02291
OG0000412	Syap.g_02176	Prah.g_02292
OG0000413	Syap.g_02174	Prah.g_02294
OG0000414	Syap.g_02173	Prah.g_02295
OG0000415	Syap.g_02172	Prah.g_02296
OG0000416	Syap.g_02171	Prah.g_02297
OG0000417	Syap.g_02169	Prah.g_02298
OG0000418	Syap.g_01204	Prah.g_02303
OG0000419	Syap.g_01201	Prah.g_02305
OG0000420	Syap.g_01199	Prah.g_02306
OG0000421	Syap.g_01195	Prah.g_02310
OG0000422	Syap.g_01194	Prah.g_02311
OG0000423	Syap.g_01193	Prah.g_02312
OG0000424	Syap.g_01192	Prah.g_02313
OG0000425	Syap.g_01191	Prah.g_02314
OG0000426	Syap.g_01190	Prah.g_02315
OG0000427	Syap.g_01189	Prah.g_02316
OG0000428	Syap.g_01186	Prah.g_00709
OG0000429	Syap.g_01184	Prah.g_02321
OG0000430	Syap.g_01182	Prah.g_02323
OG0000431	Syap.g_01179	Prah.g_02334
OG0000432	Syap.g_02277	Prah.g_02341
OG0000433	Syap.g_02272	Prah.g_02344
OG0000434	Syap.g_02271	Prah.g_02345
OG0000435	Syap.g_02268	Prah.g_02350
OG0000436	Syap.g_01607	Prah.g_02356
OG0000437	Syap.g_01608	Prah.g_02357
OG0000438	Syap.g_01612	Prah.g_02358
OG0000439	Syap.g_01614	Prah.g_02360
OG0000440	Syap.g_01615	Prah.g_02361
OG0000441	Syap.g_01619	Prah.g_02364
OG0000442	Syap.g_01620	Prah.g_02365
OG0000443	Syap.g_01622	Prah.g_02370
OG0000444	Syap.g_01424	Prah.g_02418
OG0000445	Syap.g_01421	Prah.g_02417
OG0000446	Syap.g_01419	Prah.g_02415
OG0000447	Syap.g_01410	Prah.g_02411
OG0000448	Syap.g_01407	Prah.g_02410
OG0000449	Syap.g_01406	Prah.g_02409
OG0000450	Syap.g_01909	Prah.g_02403
OG0000451	Syap.g_01908	Prah.g_02402
OG0000452	Syap.g_01904	Prah.g_02398
OG0000453	Syap.g_01903	Prah.g_02397
OG0000454	Syap.g_01902	Prah.g_02396
OG0000455	Syap.g_01901	Prah.g_02395
OG0000456	Syap.g_01900	Prah.g_02394
OG0000457	Syap.g_01896	Prah.g_02392
OG0000458	Syap.g_01895	Prah.g_02391
OG0000459	Syap.g_01894	Prah.g_02390
OG0000460	Syap.g_01159	Prah.g_01781
OG0000461	Syap.g_01575	Prah.g_02074
OG0000462	Syap.g_01578	Prah.g_02078
OG0000463	Syap.g_01579	Prah.g_02079
OG0000464	Syap.g_01580	Prah.g_02080
OG0000465	Syap.g_01582	Prah.g_02082
OG0000466	Syap.g_01587	Prah.g_02087
OG0000467	Syap.g_01588	Prah.g_02089
OG0000468	Syap.g_01593	Prah.g_02098
OG0000469	Syap.g_02352	Prah.g_02111
OG0000470	Syap.g_02349	Prah.g_02114
OG0000471	Syap.g_02348	Prah.g_02115
OG0000472	Syap.g_02347	Prah.g_02117
OG0000473	Syap.g_02343	Prah.g_02119
OG0000474	Syap.g_02342	Prah.g_02120
OG0000475	Syap.g_02341	Prah.g_02121
OG0000476	Syap.g_02339	Prah.g_02123
OG0000477	Syap.g_01367	Prah.g_02128
OG0000478	Syap.g_01366	Prah.g_02129
OG0000479	Syap.g_01364	Prah.g_02130
OG0000480	Syap.g_01357	Prah.g_02137
OG0000482	Syap.g_01355	Prah.g_02140
OG0000483	Syap.g_01344	Prah.g_02144
OG0000484	Syap.g_01350	Prah.g_02145
OG0000485	Syap.g_01349	Prah.g_02146
OG0000487	Syap.g_01635	Prah.g_02152
OG0000488	Syap.g_01639	Prah.g_02156
OG0000489	Syap.g_02482	Prah.g_02167
OG0000490	Syap.g_01673	Prah.g_02172
OG0000491	Syap.g_01670	Prah.g_02173
OG0000492	Syap.g_01668	Prah.g_02175
OG0000493	Syap.g_01667	Prah.g_02176
OG0000494	Syap.g_01666	Prah.g_02177
OG0000495	Syap.g_01665	Prah.g_02178
OG0000496	Syap.g_01663	Prah.g_02179
OG0000497	Syap.g_01662	Prah.g_02180
OG0000498	Syap.g_01661	Prah.g_02181
OG0000499	Syap.g_01660	Prah.g_02182
OG0000500	Syap.g_01659	Prah.g_02183
OG0000501	Syap.g_01656	Prah.g_02186
OG0000502	Syap.g_02066	Prah.g_02199
OG0000503	Syap.g_00569	Prah.g_01940
OG0000504	Syap.g_00567	Prah.g_01938
OG0000505	Syap.g_00566	Prah.g_01937
OG0000506	Syap.g_00564	Prah.g_01935
OG0000507	Syap.g_00558	Prah.g_01930
OG0000508	Syap.g_00554	Prah.g_01922
OG0000509	Syap.g_00551	Prah.g_01920
OG0000510	Syap.g_00550	Prah.g_01919
OG0000511	Syap.g_00548	Prah.g_01918
OG0000512	Syap.g_02145	Prah.g_01916
OG0000513	Syap.g_02048	Prah.g_00209
OG0000514	Syap.g_02051	Prah.g_00218
OG0000515	Syap.g_02052	Prah.g_00219
OG0000516	Syap.g_02054	Prah.g_00221
OG0000517	Syap.g_02057	Prah.g_00229
OG0000519	Syap.g_00457	Prah.g_00242
OG0000520	Syap.g_00456	Prah.g_00247
OG0000521	Syap.g_01997	Prah.g_00255
OG0000522	Syap.g_01995	Prah.g_00257
OG0000523	Syap.g_02507	Prah.g_00258
OG0000524	Syap.g_02135	Prah.g_00290
OG0000525	Syap.g_02159	Prah.g_00304
OG0000526	Syap.g_02157	Prah.g_00306
OG0000527	Syap.g_02758	Prah.g_00310
OG0000528	Syap.g_02261	Prah.g_01572
OG0000529	Syap.g_02254	Prah.g_01565
OG0000530	Syap.g_02252	Prah.g_01562
OG0000531	Syap.g_02251	Prah.g_01561
OG0000532	Syap.g_02247	Prah.g_01558
OG0000533	Syap.g_02244	Prah.g_01556
OG0000534	Syap.g_02243	Prah.g_01555
OG0000535	Syap.g_02242	Prah.g_01554
OG0000536	Syap.g_02241	Prah.g_01553
OG0000537	Syap.g_02240	Prah.g_01552
OG0000538	Syap.g_00271	Prah.g_01541
OG0000539	Syap.g_00270	Prah.g_01540
OG0000540	Syap.g_00269	Prah.g_01539
OG0000541	Syap.g_00268	Prah.g_01538
OG0000542	Syap.g_00264	Prah.g_01535
OG0000543	Syap.g_00261	Prah.g_01533
OG0000544	Syap.g_00260	Prah.g_01532
OG0000545	Syap.g_00259	Prah.g_01530
OG0000546	Syap.g_00256	Prah.g_01528
OG0000547	Syap.g_00254	Prah.g_01526
OG0000548	Syap.g_00253	Prah.g_01525
OG0000549	Syap.g_00758	Prah.g_01519
OG0000550	Syap.g_02747	Prah.g_01514
OG0000551	Syap.g_02739	Prah.g_01510
OG0000552	Syap.g_02738	Prah.g_01509
OG0000553	Syap.g_02735	Prah.g_01505
OG0000554	Syap.g_01450	Prah.g_01500
OG0000555	Syap.g_01941	Prah.g_01480
OG0000556	Syap.g_01933	Prah.g_01474
OG0000557	Syap.g_01931	Prah.g_01473
OG0000558	Syap.g_01147	Prah.g_01470
OG0000560	Syap.g_00305	Prah.g_01463
OG0000561	Syap.g_00304	Prah.g_01462
OG0000562	Syap.g_00302	Prah.g_01461
OG0000563	Syap.g_00301	Prah.g_01460
OG0000564	Syap.g_00300	Prah.g_01459
OG0000565	Syap.g_00296	Prah.g_01457
OG0000566	Syap.g_00291	Prah.g_01452
OG0000567	Syap.g_01297	Prah.g_01448
OG0000568	Syap.g_01302	Prah.g_01446
OG0000569	Syap.g_01303	Prah.g_01445
OG0000570	Syap.g_01304	Prah.g_01444
OG0000571	Syap.g_01307	Prah.g_01441
OG0000573	Syap.g_00765	Prah.g_01416
OG0000574	Syap.g_00759	Prah.g_01415
OG0000575	Syap.g_00445	Prah.g_01406
OG0000576	Syap.g_00450	Prah.g_01404
OG0000577	Syap.g_00451	Prah.g_01403
OG0000578	Syap.g_00452	Prah.g_01402
OG0000579	Syap.g_00453	Prah.g_01401
OG0000580	Syap.g_00454	Prah.g_01400
OG0000581	Syap.g_01521	Prah.g_01396
OG0000582	Syap.g_01533	Prah.g_01392
OG0000583	Syap.g_01532	Prah.g_01391
OG0000584	Syap.g_01530	Prah.g_01390
OG0000585	Syap.g_01526	Prah.g_01388
OG0000586	Syap.g_01525	Prah.g_01387
OG0000587	Syap.g_01523	Prah.g_01385
