Orthogroup	Syap	Syae
OG0000137	Syap.g_02756	Syae.g_02530
OG0000138	Syap.g_00278	Syae.g_02325
OG0000139	Syap.g_00410	Syae.g_02380
OG0000140	Syap.g_01976	Syae.g_02383
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Syae.g_00016
OG0000142	Syap.g_00895, Syap.g_00894	Syae.g_00074
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Syae.g_00078
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Syae.g_00261
OG0000145	Syap.g_01860, Syap.g_01859	Syae.g_02331
OG0000146	Syap.g_02024	Syae.g_00350
OG0000147	Syap.g_02025	Syae.g_00349
OG0000148	Syap.g_02720	Syae.g_00500
OG0000149	Syap.g_00824	Syae.g_00847
OG0000150	Syap.g_01540	Syae.g_00017
OG0000151	Syap.g_00142	Syae.g_00563
OG0000152	Syap.g_02012	Syae.g_00360
OG0000153	Syap.g_02682	Syae.g_00394
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syae.g_00420
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syae.g_00885
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syae.g_00945
OG0000157	Syap.g_00249, Syap.g_00286	Syae.g_00946
OG0000158	Syap.g_01075	Syae.g_01858
OG0000160	Syap.g_02470, Syap.g_02469	Syae.g_02650
OG0000161	Syap.g_02476	Syae.g_02644
OG0000162	Syap.g_02531	Syae.g_02638
OG0000164	Syap.g_01391, Syap.g_01392	Syae.g_01198
OG0000165	Syap.g_01381, Syap.g_01382	Syae.g_01021
OG0000166	Syap.g_00512, Syap.g_01238	Syae.g_02085
OG0000167	Syap.g_02080	Syae.g_01874
OG0000168	Syap.g_01076	Syae.g_01856
OG0000169	Syap.g_01049, Syap.g_01093	Syae.g_01841
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syae.g_01834
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syae.g_01810
OG0000172	Syap.g_01143, Syap.g_00635	Syae.g_01788
OG0000173	Syap.g_00982, Syap.g_00983	Syae.g_01770
OG0000174	Syap.g_02092	Syae.g_01610
OG0000175	Syap.g_02654	Syae.g_01679
OG0000176	Syap.g_00059	Syae.g_01716
OG0000177	Syap.g_00061, Syap.g_00060	Syae.g_01717
OG0000178	Syap.g_00062	Syae.g_01718
OG0000179	Syap.g_00077, Syap.g_02638	Syae.g_01733
OG0000180	Syap.g_00078, Syap.g_02640	Syae.g_01734
OG0000181	Syap.g_00079, Syap.g_02641	Syae.g_01735
OG0000182	Syap.g_00080, Syap.g_02642	Syae.g_01736
OG0000183	Syap.g_00084	Syae.g_01740
OG0000184	Syap.g_01337	Syae.g_01554
OG0000185	Syap.g_01322	Syae.g_01551
OG0000186	Syap.g_01684	Syae.g_01279
OG0000187	Syap.g_01686	Syae.g_01280
OG0000188	Syap.g_02547	Syae.g_01323
OG0000191	Syap.g_02233	Syae.g_01384
OG0000192	Syap.g_02224	Syae.g_01390
OG0000193	Syap.g_02187, Syap.g_02188	Syae.g_01429
OG0000194	Syap.g_02183	Syae.g_01432
OG0000196	Syap.g_01208, Syap.g_02167	Syae.g_01444
OG0000197	Syap.g_01207, Syap.g_02166	Syae.g_01445
OG0000198	Syap.g_01206	Syae.g_01446
OG0000199	Syap.g_01197	Syae.g_01454
OG0000200	Syap.g_01181	Syae.g_01471
OG0000201	Syap.g_02265	Syae.g_01487
OG0000202	Syap.g_02264	Syae.g_01488
OG0000203	Syap.g_01601	Syae.g_01489
OG0000204	Syap.g_01602	Syae.g_01490
OG0000205	Syap.g_01616	Syae.g_01497
OG0000206	Syap.g_01628	Syae.g_01504
OG0000207	Syap.g_01426, Syap.g_00424	Syae.g_01506
OG0000208	Syap.g_00426, Syap.g_01425	Syae.g_01507
OG0000209	Syap.g_01906	Syae.g_01528
OG0000210	Syap.g_01905	Syae.g_01529
OG0000211	Syap.g_01160	Syae.g_02234
OG0000212	Syap.g_02664	Syae.g_02244
OG0000213	Syap.g_00107, Syap.g_01599	Syae.g_02003
OG0000214	Syap.g_02344, Syap.g_02345	Syae.g_01986
OG0000215	Syap.g_01347, Syap.g_01629	Syae.g_01955
OG0000216	Syap.g_01634	Syae.g_01951
OG0000217	Syap.g_01638	Syae.g_01947
OG0000218	Syap.g_01641, Syap.g_01640	Syae.g_01945
OG0000219	Syap.g_01642, Syap.g_01643	Syae.g_01944
OG0000220	Syap.g_01645	Syae.g_01943
OG0000221	Syap.g_01646	Syae.g_01937
OG0000222	Syap.g_01669	Syae.g_01926
OG0000223	Syap.g_02072, Syap.g_02073	Syae.g_01904
OG0000224	Syap.g_02064	Syae.g_01897
OG0000225	Syap.g_00553, Syap.g_00552	Syae.g_02208
OG0000226	Syap.g_02029, Syap.g_02144	Syae.g_02212
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syae.g_02214
OG0000228	Syap.g_00116, Syap.g_02041	Syae.g_02218
OG0000229	Syap.g_02059	Syae.g_00994
OG0000230	Syap.g_02061	Syae.g_00992
OG0000231	Syap.g_02533	Syae.g_00980
OG0000232	Syap.g_02510, Syap.g_02511	Syae.g_02496
OG0000233	Syap.g_02133	Syae.g_02504
OG0000234	Syap.g_02755	Syae.g_02532
OG0000235	Syap.g_00732, Syap.g_02258	Syae.g_02308
OG0000236	Syap.g_02238	Syae.g_02323
OG0000237	Syap.g_00262, Syap.g_00263	Syae.g_02340
OG0000238	Syap.g_00257, Syap.g_00258	Syae.g_02345
OG0000239	Syap.g_02744	Syae.g_02360
OG0000240	Syap.g_02742	Syae.g_02361
OG0000241	Syap.g_00888	Syae.g_00065
OG0000242	Syap.g_01455	Syae.g_02372
OG0000243	Syap.g_01938	Syae.g_02391
OG0000244	Syap.g_01146, Syap.g_01145	Syae.g_02399
OG0000245	Syap.g_01148	Syae.g_02401
OG0000246	Syap.g_00308	Syae.g_02405
OG0000247	Syap.g_00288, Syap.g_00293	Syae.g_02416
OG0000248	Syap.g_00290	Syae.g_02419
OG0000249	Syap.g_01296, Syap.g_01295	Syae.g_02421
OG0000251	Syap.g_00442	Syae.g_02455
OG0000252	Syap.g_01857	Syae.g_02458
OG0000253	Syap.g_00443	Syae.g_02459
OG0000254	Syap.g_01527, Syap.g_01528	Syae.g_00021
OG0000256	Syap.g_01287	Syae.g_00058
OG0000257	Syap.g_00886	Syae.g_00064
OG0000258	Syap.g_00907	Syae.g_00083
OG0000260	Syap.g_01970	Syae.g_00603
OG0000261	Syap.g_01962, Syap.g_01961	Syae.g_00600
OG0000262	Syap.g_01954	Syae.g_00595
OG0000263	Syap.g_00432, Syap.g_00433	Syae.g_00671
OG0000266	Syap.g_00519	Syae.g_00457
OG0000267	Syap.g_02333, Syap.g_02332	Syae.g_00304
OG0000268	Syap.g_00646	Syae.g_00308
OG0000269	Syap.g_00188	Syae.g_00526
OG0000270	Syap.g_00192	Syae.g_00523
OG0000271	Syap.g_00200, Syap.g_00201	Syae.g_00515
OG0000272	Syap.g_00202	Syae.g_00514
OG0000274	Syap.g_02702	Syae.g_00826
OG0000275	Syap.g_01847	Syae.g_00832
OG0000276	Syap.g_01839, Syap.g_01838	Syae.g_00839
OG0000278	Syap.g_01834	Syae.g_00843
OG0000279	Syap.g_00829, Syap.g_00830	Syae.g_00851
OG0000280	Syap.g_00365	Syae.g_00877
OG0000281	Syap.g_01977	Syae.g_02057
OG0000282	Syap.g_01252	Syae.g_00573
OG0000283	Syap.g_01728	Syae.g_00321
OG0000284	Syap.g_01736	Syae.g_00327
OG0000285	Syap.g_01746, Syap.g_01744	Syae.g_00340
OG0000286	Syap.g_02014, Syap.g_02013	Syae.g_00359
OG0000288	Syap.g_02764, Syap.g_02763	Syae.g_00419
OG0000289	Syap.g_02784	Syae.g_00433
OG0000290	Syap.g_01552	Syae.g_00796
OG0000291	Syap.g_01554	Syae.g_00794
OG0000292	Syap.g_02314	Syae.g_01705
OG0000293	Syap.g_00240	Syae.g_00938
OG0000295	Syap.g_00206	Syae.g_00893
OG0000296	Syap.g_00204	Syae.g_00891
OG0000298	Syap.g_01888	Syae.g_00646
OG0000299	Syap.g_02620	Syae.g_00680
OG0000302	Syap.g_02444, Syap.g_02445	Syae.g_00691
OG0000303	Syap.g_02435	Syae.g_00700
OG0000304	Syap.g_02430	Syae.g_00706
OG0000305	Syap.g_01557	Syae.g_00791
OG0000306	Syap.g_01966	Syae.g_00277
OG0000307	Syap.g_02517	Syae.g_02290
OG0000308	Syap.g_02514, Syap.g_02515	Syae.g_02288
OG0000309	Syap.g_02198, Syap.g_02446	Syae.g_02283
OG0000310	Syap.g_02660, Syap.g_02661	Syae.g_02687
OG0000311	Syap.g_02657	Syae.g_02682
OG0000312	Syap.g_02114	Syae.g_02664
OG0000313	Syap.g_02473	Syae.g_02647
OG0000314	Syap.g_00007	Syae.g_02618
OG0000315	Syap.g_00017	Syae.g_02609
OG0000316	Syap.g_00030	Syae.g_01118
OG0000317	Syap.g_00618	Syae.g_01160
OG0000318	Syap.g_00622, Syap.g_02786	Syae.g_01164
OG0000319	Syap.g_01764, Syap.g_01771	Syae.g_01181
OG0000320	Syap.g_01761, Syap.g_01769	Syae.g_01183
OG0000321	Syap.g_01760, Syap.g_01768	Syae.g_01184
OG0000322	Syap.g_01759, Syap.g_01767	Syae.g_01185
OG0000323	Syap.g_01389	Syae.g_01200
OG0000324	Syap.g_01503	Syae.g_01049
OG0000325	Syap.g_02680	Syae.g_02033
OG0000326	Syap.g_00544	Syae.g_02040
OG0000327	Syap.g_01233, Syap.g_01913	Syae.g_02080
OG0000328	Syap.g_01234, Syap.g_01912	Syae.g_02081
OG0000329	Syap.g_00498	Syae.g_02099
OG0000330	Syap.g_00497	Syae.g_02100
OG0000331	Syap.g_00496	Syae.g_02101
OG0000332	Syap.g_00481	Syae.g_02116
OG0000333	Syap.g_00478	Syae.g_02119
OG0000334	Syap.g_00468	Syae.g_02128
OG0000335	Syap.g_00101, Syap.g_00463	Syae.g_02132
OG0000336	Syap.g_00417, Syap.g_00607	Syae.g_02136
OG0000337	Syap.g_01054	Syae.g_01879
OG0000338	Syap.g_01059	Syae.g_01876
OG0000339	Syap.g_01068	Syae.g_01869
OG0000340	Syap.g_01077	Syae.g_01855
OG0000341	Syap.g_01079	Syae.g_01853
OG0000342	Syap.g_01080, Syap.g_02477	Syae.g_01852
OG0000343	Syap.g_01086, Syap.g_02078	Syae.g_01848
OG0000344	Syap.g_01091	Syae.g_01843
OG0000345	Syap.g_01107, Syap.g_01470	Syae.g_01833
OG0000346	Syap.g_02423, Syap.g_01113	Syae.g_01828
OG0000347	Syap.g_01131, Syap.g_02459	Syae.g_01805
OG0000348	Syap.g_00632	Syae.g_01781
OG0000349	Syap.g_00110, Syap.g_01813	Syae.g_01763
OG0000351	Syap.g_02594	Syae.g_01684
OG0000352	Syap.g_02596, Syap.g_02597	Syae.g_01685
OG0000353	Syap.g_00054	Syae.g_01711
OG0000354	Syap.g_00075, Syap.g_02635	Syae.g_01731
OG0000355	Syap.g_00056	Syae.g_01713
OG0000356	Syap.g_00057	Syae.g_01714
OG0000357	Syap.g_00058	Syae.g_01715
OG0000358	Syap.g_00063	Syae.g_01719
OG0000359	Syap.g_00065	Syae.g_01721
OG0000360	Syap.g_00067	Syae.g_01722
OG0000361	Syap.g_00068	Syae.g_01723
OG0000362	Syap.g_00070	Syae.g_01725
OG0000363	Syap.g_00072	Syae.g_01727
OG0000364	Syap.g_00620	Syae.g_01728
OG0000365	Syap.g_00081	Syae.g_01737
OG0000366	Syap.g_00082	Syae.g_01738
OG0000367	Syap.g_00083	Syae.g_01739
OG0000368	Syap.g_00085	Syae.g_01741
OG0000369	Syap.g_00086	Syae.g_01742
OG0000370	Syap.g_00087	Syae.g_01743
OG0000372	Syap.g_01805	Syae.g_01756
OG0000373	Syap.g_01806	Syae.g_01757
OG0000374	Syap.g_01807	Syae.g_01758
OG0000375	Syap.g_01808	Syae.g_01759
OG0000376	Syap.g_01811	Syae.g_01761
OG0000377	Syap.g_00128	Syae.g_01561
OG0000378	Syap.g_01326	Syae.g_01553
OG0000380	Syap.g_01687	Syae.g_01281
OG0000381	Syap.g_01690	Syae.g_01285
OG0000382	Syap.g_02548	Syae.g_01322
OG0000383	Syap.g_02359	Syae.g_01324
OG0000384	Syap.g_02360	Syae.g_01325
OG0000385	Syap.g_02361	Syae.g_01326
OG0000386	Syap.g_02362	Syae.g_01327
OG0000387	Syap.g_01864	Syae.g_01354
OG0000391	Syap.g_02234	Syae.g_01383
OG0000392	Syap.g_02225	Syae.g_01389
OG0000393	Syap.g_02222	Syae.g_01392
OG0000394	Syap.g_02221	Syae.g_01393
OG0000395	Syap.g_02220	Syae.g_01394
OG0000396	Syap.g_02217	Syae.g_01397
OG0000397	Syap.g_02215	Syae.g_01400
OG0000398	Syap.g_02211	Syae.g_01405
OG0000399	Syap.g_02210	Syae.g_01406
OG0000400	Syap.g_02209	Syae.g_01407
OG0000401	Syap.g_02208	Syae.g_01408
OG0000402	Syap.g_02206	Syae.g_01410
OG0000403	Syap.g_02205	Syae.g_01411
OG0000404	Syap.g_02204, Syap.g_02618	Syae.g_01412
OG0000405	Syap.g_02191	Syae.g_01426
OG0000406	Syap.g_02186	Syae.g_01430
OG0000407	Syap.g_02185	Syae.g_01431
OG0000408	Syap.g_02181, Syap.g_02182	Syae.g_01433
OG0000409	Syap.g_02179	Syae.g_01435
OG0000410	Syap.g_02178	Syae.g_01436
OG0000411	Syap.g_02177	Syae.g_01437
OG0000412	Syap.g_02176	Syae.g_01438
OG0000413	Syap.g_02174	Syae.g_01440
OG0000415	Syap.g_02172	Syae.g_01441
OG0000416	Syap.g_02171	Syae.g_01442
OG0000417	Syap.g_02169	Syae.g_01443
OG0000418	Syap.g_01204	Syae.g_01448
OG0000419	Syap.g_01201	Syae.g_01450
OG0000420	Syap.g_01199	Syae.g_01452
OG0000421	Syap.g_01195	Syae.g_01457
OG0000422	Syap.g_01194	Syae.g_01458
OG0000423	Syap.g_01193	Syae.g_01459
OG0000424	Syap.g_01192	Syae.g_01460
OG0000425	Syap.g_01191	Syae.g_01461
OG0000426	Syap.g_01190	Syae.g_01462
OG0000427	Syap.g_01189	Syae.g_01463
OG0000428	Syap.g_01186	Syae.g_01466
OG0000429	Syap.g_01184	Syae.g_01468
OG0000430	Syap.g_01182	Syae.g_01470
OG0000431	Syap.g_01179	Syae.g_01473
OG0000432	Syap.g_02277	Syae.g_01481
OG0000433	Syap.g_02272	Syae.g_01484
OG0000434	Syap.g_02271	Syae.g_01485
OG0000435	Syap.g_02268	Syae.g_01486
OG0000436	Syap.g_01607	Syae.g_01491
OG0000437	Syap.g_01608	Syae.g_01492
OG0000438	Syap.g_01612	Syae.g_01493
OG0000439	Syap.g_01614	Syae.g_01495
OG0000440	Syap.g_01615	Syae.g_01496
OG0000441	Syap.g_01619	Syae.g_01501
OG0000442	Syap.g_01620	Syae.g_01502
OG0000443	Syap.g_01622	Syae.g_01503
OG0000444	Syap.g_01424	Syae.g_01509
OG0000445	Syap.g_01421	Syae.g_01510
OG0000446	Syap.g_01419	Syae.g_01512
OG0000447	Syap.g_01410	Syae.g_01517
OG0000448	Syap.g_01407	Syae.g_01518
OG0000449	Syap.g_01406	Syae.g_01519
OG0000450	Syap.g_01909	Syae.g_01525
OG0000451	Syap.g_01908	Syae.g_01526
OG0000452	Syap.g_01904	Syae.g_01530
OG0000453	Syap.g_01903	Syae.g_01531
OG0000454	Syap.g_01902	Syae.g_01532
OG0000455	Syap.g_01901	Syae.g_01533
OG0000456	Syap.g_01900	Syae.g_01534
OG0000457	Syap.g_01896	Syae.g_01536
OG0000458	Syap.g_01895	Syae.g_01538
OG0000459	Syap.g_01894	Syae.g_01539
OG0000460	Syap.g_01159	Syae.g_02236
OG0000461	Syap.g_01575	Syae.g_02024
OG0000462	Syap.g_01578	Syae.g_02021
OG0000463	Syap.g_01579	Syae.g_02020
OG0000464	Syap.g_01580	Syae.g_02019
OG0000465	Syap.g_01582	Syae.g_02018
OG0000466	Syap.g_01587	Syae.g_02014
OG0000467	Syap.g_01588	Syae.g_02012
OG0000468	Syap.g_01593	Syae.g_02007
OG0000469	Syap.g_02352	Syae.g_01992
OG0000470	Syap.g_02349	Syae.g_01990
OG0000471	Syap.g_02348	Syae.g_01989
OG0000472	Syap.g_02347	Syae.g_01987
OG0000473	Syap.g_02343	Syae.g_01985
OG0000474	Syap.g_02342	Syae.g_01984
OG0000475	Syap.g_02341	Syae.g_01983
OG0000476	Syap.g_02339	Syae.g_01981
OG0000477	Syap.g_01367	Syae.g_01975
OG0000478	Syap.g_01366	Syae.g_01974
OG0000479	Syap.g_01364	Syae.g_01973
OG0000480	Syap.g_01357	Syae.g_01966
OG0000482	Syap.g_01355	Syae.g_01963
OG0000483	Syap.g_01344	Syae.g_01959
OG0000484	Syap.g_01350	Syae.g_01958
OG0000485	Syap.g_01349	Syae.g_01957
OG0000487	Syap.g_01635	Syae.g_01950
OG0000488	Syap.g_01639	Syae.g_01946
OG0000489	Syap.g_02482	Syae.g_01936
OG0000490	Syap.g_01673	Syae.g_01928
OG0000491	Syap.g_01670	Syae.g_01927
OG0000492	Syap.g_01668	Syae.g_01925
OG0000493	Syap.g_01667	Syae.g_01924
OG0000494	Syap.g_01666	Syae.g_01923
OG0000495	Syap.g_01665	Syae.g_01922
OG0000496	Syap.g_01663	Syae.g_01921
OG0000497	Syap.g_01662	Syae.g_01920
OG0000498	Syap.g_01661	Syae.g_01919
OG0000499	Syap.g_01660	Syae.g_01918
OG0000500	Syap.g_01659	Syae.g_01917
OG0000501	Syap.g_01656	Syae.g_01914
OG0000502	Syap.g_02066	Syae.g_01902
OG0000503	Syap.g_00569	Syae.g_02192
OG0000504	Syap.g_00567	Syae.g_02194
OG0000505	Syap.g_00566	Syae.g_02195
OG0000506	Syap.g_00564	Syae.g_02197
OG0000507	Syap.g_00558	Syae.g_02203
OG0000508	Syap.g_00554	Syae.g_02207
OG0000509	Syap.g_00551	Syae.g_02209
OG0000510	Syap.g_00550	Syae.g_02210
OG0000511	Syap.g_00548	Syae.g_02211
OG0000512	Syap.g_02145	Syae.g_02213
OG0000513	Syap.g_02048	Syae.g_02223
OG0000514	Syap.g_02051	Syae.g_02229
OG0000515	Syap.g_02052	Syae.g_02230
OG0000516	Syap.g_02054	Syae.g_01000
OG0000517	Syap.g_02057	Syae.g_00995
OG0000519	Syap.g_00457	Syae.g_00982
OG0000520	Syap.g_00456	Syae.g_00981
OG0000521	Syap.g_01997	Syae.g_02491
OG0000522	Syap.g_01995	Syae.g_02493
OG0000523	Syap.g_02507	Syae.g_02494
OG0000524	Syap.g_02135	Syae.g_02501
OG0000525	Syap.g_02159	Syae.g_02520
OG0000526	Syap.g_02157	Syae.g_02523
OG0000527	Syap.g_02758	Syae.g_02528
OG0000528	Syap.g_02261	Syae.g_02304
OG0000529	Syap.g_02254	Syae.g_02310
OG0000530	Syap.g_02252	Syae.g_02313
OG0000531	Syap.g_02251	Syae.g_02314
OG0000532	Syap.g_02247	Syae.g_02317
OG0000533	Syap.g_02244	Syae.g_02318
OG0000534	Syap.g_02243	Syae.g_02319
OG0000535	Syap.g_02242	Syae.g_02320
OG0000536	Syap.g_02241	Syae.g_02321
OG0000537	Syap.g_02240	Syae.g_02322
OG0000538	Syap.g_00271	Syae.g_02333
OG0000539	Syap.g_00270	Syae.g_02334
OG0000540	Syap.g_00269	Syae.g_02335
OG0000541	Syap.g_00268	Syae.g_02336
OG0000542	Syap.g_00264	Syae.g_02339
OG0000543	Syap.g_00261	Syae.g_02341
OG0000544	Syap.g_00260	Syae.g_02342
OG0000545	Syap.g_00259	Syae.g_02344
OG0000546	Syap.g_00256	Syae.g_02346
OG0000547	Syap.g_00254	Syae.g_02348
OG0000548	Syap.g_00253	Syae.g_02349
OG0000549	Syap.g_00758	Syae.g_02354
OG0000550	Syap.g_02747	Syae.g_02358
OG0000551	Syap.g_02739	Syae.g_02363
OG0000552	Syap.g_02738	Syae.g_02364
OG0000553	Syap.g_02735	Syae.g_02366
OG0000554	Syap.g_01450	Syae.g_02375
OG0000555	Syap.g_01941	Syae.g_02390
OG0000556	Syap.g_01933	Syae.g_02394
OG0000557	Syap.g_01931	Syae.g_02398
OG0000558	Syap.g_01147	Syae.g_02400
OG0000560	Syap.g_00305	Syae.g_02407
OG0000561	Syap.g_00304	Syae.g_02408
OG0000562	Syap.g_00302	Syae.g_02409
OG0000563	Syap.g_00301	Syae.g_02410
OG0000564	Syap.g_00300	Syae.g_02411
OG0000565	Syap.g_00296	Syae.g_02414
OG0000566	Syap.g_00291	Syae.g_02418
OG0000567	Syap.g_01297	Syae.g_02422
OG0000568	Syap.g_01302	Syae.g_02427
OG0000569	Syap.g_01303	Syae.g_02428
OG0000570	Syap.g_01304	Syae.g_02429
OG0000571	Syap.g_01307	Syae.g_02433
OG0000573	Syap.g_00765	Syae.g_02456
OG0000574	Syap.g_00759	Syae.g_02457
OG0000575	Syap.g_00445	Syae.g_02461
OG0000576	Syap.g_00450	Syae.g_02463
OG0000577	Syap.g_00451	Syae.g_02464
OG0000578	Syap.g_00452	Syae.g_02465
OG0000579	Syap.g_00453	Syae.g_02466
OG0000580	Syap.g_00454	Syae.g_02467
OG0000581	Syap.g_01521	Syae.g_02473
OG0000582	Syap.g_01533	Syae.g_00018
OG0000583	Syap.g_01532	Syae.g_00019
OG0000584	Syap.g_01530	Syae.g_00020
OG0000585	Syap.g_01526	Syae.g_00022
OG0000586	Syap.g_01525	Syae.g_00023
OG0000587	Syap.g_01523	Syae.g_00025
OG0000588	Syap.g_00776	Syae.g_00043
OG0000589	Syap.g_00941	Syae.g_00047
OG0000590	Syap.g_00940	Syae.g_00048
OG0000591	Syap.g_01289	Syae.g_00056
OG0000592	Syap.g_01288	Syae.g_00057
OG0000593	Syap.g_00890	Syae.g_00070
OG0000594	Syap.g_00891	Syae.g_00071
OG0000595	Syap.g_00892	Syae.g_00072
OG0000596	Syap.g_00898	Syae.g_00077
OG0000597	Syap.g_00903	Syae.g_00080
OG0000598	Syap.g_00904	Syae.g_00081
OG0000599	Syap.g_00908	Syae.g_00084
OG0000600	Syap.g_00909	Syae.g_00085
OG0000601	Syap.g_00910	Syae.g_00086
OG0000602	Syap.g_00640	Syae.g_00091
OG0000603	Syap.g_00641	Syae.g_00092
OG0000604	Syap.g_02769	Syae.g_00095
