Orthogroup	Syap	Prai
OG0000068	Syap.g_00108, Syap.g_00144	Prai.g_01370
OG0000069	Syap.g_01936, Syap.g_01543, Syap.g_01545	Prai.g_01579
OG0000070	Syap.g_00930, Syap.g_00931, Syap.g_00966, Syap.g_00802, Syap.g_00915, Syap.g_00953	Prai.g_00481
OG0000071	Syap.g_01483	Prai.g_01335
OG0000072	Syap.g_00555	Prai.g_00182
OG0000073	Syap.g_01020, Syap.g_00273	Prai.g_00529
OG0000075	Syap.g_01064, Syap.g_00664	Prai.g_01814
OG0000076	Syap.g_01111	Prai.g_01838
OG0000077	Syap.g_00416	Prai.g_00078
OG0000078	Syap.g_01149	Prai.g_00250
OG0000079	Syap.g_01589	Prai.g_00265
OG0000085	Syap.g_00611	Prai.g_01631
OG0000087	Syap.g_02617, Syap.g_02202, Syap.g_02203	Prai.g_00139
OG0000088	Syap.g_01202	Prai.g_00177
OG0000089	Syap.g_00115, Syap.g_02042	Prai.g_00368
OG0000090	Syap.g_01451	Prai.g_00561
OG0000091	Syap.g_01861	Prai.g_00671
OG0000094	Syap.g_02781	Prai.g_00937
OG0000095	Syap.g_01556	Prai.g_00918
OG0000098	Syap.g_01975	Prai.g_01353
OG0000099	Syap.g_01385	Prai.g_01393
OG0000101	Syap.g_00472	Prai.g_01782
OG0000102	Syap.g_01116	Prai.g_01843
OG0000103	Syap.g_02607, Syap.g_02608	Prai.g_01923
OG0000104	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318	Prai.g_01932
OG0000105	Syap.g_01369, Syap.g_01368	Prai.g_00286, Prai.g_00287
OG0000107	Syap.g_02496	Prai.g_00397
OG0000108	Syap.g_02256, Syap.g_00733, Syap.g_02255	Prai.g_00510
OG0000109	Syap.g_00279, Syap.g_02237	Prai.g_00524
OG0000110	Syap.g_01313	Prai.g_00603
OG0000111	Syap.g_01566, Syap.g_01568	Prai.g_00728
OG0000112	Syap.g_02023	Prai.g_00882
OG0000113	Syap.g_02714	Prai.g_00825
OG0000114	Syap.g_01255	Prai.g_01046
OG0000115	Syap.g_02004	Prai.g_01119
OG0000116	Syap.g_00241	Prai.g_01162
OG0000117	Syap.g_01889	Prai.g_01273
OG0000118	Syap.g_02286	Prai.g_01347
OG0000120	Syap.g_02075	Prai.g_01443
OG0000121	Syap.g_02471	Prai.g_01465
OG0000123	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464	Prai.g_01789
OG0000124	Syap.g_02456, Syap.g_02457, Syap.g_01130	Prai.g_01854
OG0000125	Syap.g_01046, Syap.g_01047	Prai.g_01892
OG0000126	Syap.g_02317, Syap.g_02316, Syap.g_02576	Prai.g_01931
OG0000128	Syap.g_00069	Prai.g_00011
OG0000129	Syap.g_00130, Syap.g_00129	Prai.g_00051
OG0000130	Syap.g_01688, Syap.g_01689	Prai.g_00069
OG0000131	Syap.g_02189	Prai.g_00156
OG0000132	Syap.g_01205	Prai.g_00175
OG0000133	Syap.g_02017	Prai.g_00335
OG0000134	Syap.g_02047	Prai.g_00369
OG0000135	Syap.g_02090	Prai.g_00393
OG0000136	Syap.g_00089	Prai.g_00472
OG0000137	Syap.g_02756	Prai.g_00505
OG0000138	Syap.g_00278	Prai.g_00525
OG0000139	Syap.g_00410	Prai.g_00565
OG0000140	Syap.g_01976	Prai.g_00566
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Prai.g_00635
OG0000142	Syap.g_00895, Syap.g_00894	Prai.g_00664
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Prai.g_00668
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Prai.g_00681
OG0000145	Syap.g_01860, Syap.g_01859	Prai.g_00883
OG0000146	Syap.g_02024	Prai.g_00881
OG0000147	Syap.g_02025	Prai.g_00880
OG0000148	Syap.g_02720	Prai.g_00831
OG0000149	Syap.g_00824	Prai.g_00800
OG0000150	Syap.g_01540	Prai.g_00792
OG0000151	Syap.g_00142	Prai.g_01036
OG0000152	Syap.g_02012	Prai.g_00989
OG0000153	Syap.g_02682	Prai.g_00970
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Prai.g_00943
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Prai.g_01191
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Prai.g_01323
OG0000157	Syap.g_00249, Syap.g_00286	Prai.g_01324
OG0000158	Syap.g_01075	Prai.g_01392
OG0000159	Syap.g_00700	Prai.g_01321
OG0000160	Syap.g_02470, Syap.g_02469	Prai.g_01464
OG0000161	Syap.g_02476	Prai.g_01470
OG0000162	Syap.g_02531	Prai.g_01476
OG0000164	Syap.g_01391, Syap.g_01392	Prai.g_01662
OG0000165	Syap.g_01381, Syap.g_01382	Prai.g_01669
OG0000166	Syap.g_00512, Syap.g_01238	Prai.g_01740
OG0000167	Syap.g_02080	Prai.g_01812
OG0000168	Syap.g_01076	Prai.g_01822
OG0000169	Syap.g_01049, Syap.g_01093	Prai.g_01832
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Prai.g_01834
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Prai.g_01853
OG0000172	Syap.g_01143, Syap.g_00635	Prai.g_01863
OG0000173	Syap.g_01213, Syap.g_00982, Syap.g_00983	Prai.g_01878
OG0000174	Syap.g_02092	Prai.g_01905
OG0000175	Syap.g_02654	Prai.g_01915
OG0000176	Syap.g_00059	Prai.g_00004
OG0000177	Syap.g_00061, Syap.g_00060	Prai.g_00005
OG0000178	Syap.g_00062	Prai.g_00006
OG0000179	Syap.g_00077, Syap.g_02638	Prai.g_00016
OG0000180	Syap.g_00078, Syap.g_02640	Prai.g_00017
OG0000181	Syap.g_00079, Syap.g_02641	Prai.g_00018
OG0000182	Syap.g_00080, Syap.g_02642	Prai.g_00019
OG0000183	Syap.g_00084	Prai.g_00023
OG0000184	Syap.g_01337	Prai.g_00053
OG0000185	Syap.g_01322	Prai.g_00056
OG0000186	Syap.g_01684	Prai.g_00064
OG0000187	Syap.g_01686	Prai.g_00065
OG0000188	Syap.g_02547	Prai.g_00082
OG0000191	Syap.g_02233	Prai.g_00117
OG0000192	Syap.g_02224	Prai.g_00121
OG0000193	Syap.g_02187, Syap.g_02188	Prai.g_00157
OG0000194	Syap.g_02183	Prai.g_00160
OG0000195	Syap.g_02180	Prai.g_00162
OG0000196	Syap.g_01208, Syap.g_02167	Prai.g_00172
OG0000197	Syap.g_01207, Syap.g_02166	Prai.g_00173
OG0000198	Syap.g_01206	Prai.g_00174
OG0000199	Syap.g_01197	Prai.g_00181
OG0000200	Syap.g_01181	Prai.g_00195
OG0000201	Syap.g_02265	Prai.g_00203
OG0000202	Syap.g_02264	Prai.g_00204
OG0000203	Syap.g_01601	Prai.g_00205
OG0000204	Syap.g_01602	Prai.g_00206
OG0000205	Syap.g_01616	Prai.g_00213
OG0000206	Syap.g_01628	Prai.g_00218
OG0000207	Syap.g_01426, Syap.g_00424	Prai.g_00220
OG0000208	Syap.g_00426, Syap.g_01425	Prai.g_00221
OG0000209	Syap.g_01906	Prai.g_00230
OG0000210	Syap.g_01905	Prai.g_00231
OG0000211	Syap.g_01160	Prai.g_00244
OG0000212	Syap.g_02664	Prai.g_00251
OG0000213	Syap.g_00107, Syap.g_01599	Prai.g_00270
OG0000214	Syap.g_02344, Syap.g_02345	Prai.g_00280
OG0000215	Syap.g_01347, Syap.g_01629	Prai.g_00305
OG0000216	Syap.g_01634	Prai.g_00307
OG0000217	Syap.g_01638	Prai.g_00310
OG0000218	Syap.g_01641, Syap.g_01640	Prai.g_00312
OG0000219	Syap.g_01642, Syap.g_01643	Prai.g_00313
OG0000220	Syap.g_01645	Prai.g_00314
OG0000221	Syap.g_01646	Prai.g_00315
OG0000222	Syap.g_01669	Prai.g_00323
OG0000223	Syap.g_02072, Syap.g_02073	Prai.g_00336
OG0000224	Syap.g_02064	Prai.g_00338
OG0000225	Syap.g_00553, Syap.g_00552	Prai.g_00358
OG0000226	Syap.g_02029, Syap.g_02144	Prai.g_00362
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prai.g_00364
OG0000228	Syap.g_00116, Syap.g_02041	Prai.g_00367
OG0000229	Syap.g_02059	Prai.g_00467
OG0000230	Syap.g_02061	Prai.g_00469
OG0000231	Syap.g_02533	Prai.g_00480
OG0000232	Syap.g_02510, Syap.g_02511	Prai.g_00489
OG0000233	Syap.g_02133	Prai.g_00494
OG0000234	Syap.g_02755	Prai.g_00506
OG0000235	Syap.g_00732, Syap.g_02258	Prai.g_00509
OG0000236	Syap.g_02238	Prai.g_00523
OG0000237	Syap.g_00262, Syap.g_00263	Prai.g_00536
OG0000238	Syap.g_00257, Syap.g_00258	Prai.g_00542
OG0000239	Syap.g_02744	Prai.g_00553
OG0000240	Syap.g_02742	Prai.g_00554
OG0000241	Syap.g_00888	Prai.g_00558
OG0000242	Syap.g_01455	Prai.g_00560
OG0000243	Syap.g_01938	Prai.g_00571
OG0000244	Syap.g_01146, Syap.g_01145	Prai.g_00574
OG0000245	Syap.g_01148	Prai.g_00576
OG0000246	Syap.g_00308	Prai.g_00580
OG0000247	Syap.g_00288, Syap.g_00293	Prai.g_00590
OG0000248	Syap.g_00290	Prai.g_00593
OG0000249	Syap.g_01296, Syap.g_01295	Prai.g_00595
OG0000250	Syap.g_01306	Prai.g_00600
OG0000251	Syap.g_00442	Prai.g_00619
OG0000252	Syap.g_01857	Prai.g_00622
OG0000253	Syap.g_00443	Prai.g_00623
OG0000254	Syap.g_01527, Syap.g_01528	Prai.g_00639
OG0000256	Syap.g_01287	Prai.g_00656
OG0000257	Syap.g_00886	Prai.g_00659
OG0000258	Syap.g_00907	Prai.g_00672
OG0000260	Syap.g_01970	Prai.g_00692
OG0000261	Syap.g_01962, Syap.g_01961	Prai.g_00694
OG0000262	Syap.g_01954	Prai.g_00698
OG0000263	Syap.g_00432, Syap.g_00433	Prai.g_00710
OG0000266	Syap.g_00519	Prai.g_00758
OG0000267	Syap.g_02333, Syap.g_02332	Prai.g_00769
OG0000268	Syap.g_00646	Prai.g_00770
OG0000269	Syap.g_00188	Prai.g_00853
OG0000270	Syap.g_00192	Prai.g_00850
OG0000271	Syap.g_00200, Syap.g_00201	Prai.g_00842
OG0000272	Syap.g_00202	Prai.g_00840, Prai.g_00841
OG0000273	Syap.g_02703	Prai.g_00817
OG0000274	Syap.g_02702	Prai.g_00816
OG0000275	Syap.g_01847	Prai.g_00741, Prai.g_00813
OG0000276	Syap.g_01839, Syap.g_01838	Prai.g_00808
OG0000277	Syap.g_01837	Prai.g_00807
OG0000278	Syap.g_01834	Prai.g_00804
OG0000279	Syap.g_00829, Syap.g_00830	Prai.g_00797
OG0000280	Syap.g_00365	Prai.g_00796
OG0000281	Syap.g_01977	Prai.g_00791
OG0000282	Syap.g_01252	Prai.g_01044
OG0000283	Syap.g_01728	Prai.g_01012
OG0000284	Syap.g_01736	Prai.g_01007
OG0000285	Syap.g_01746, Syap.g_01744	Prai.g_01002
OG0000286	Syap.g_02014, Syap.g_02013	Prai.g_00990
OG0000288	Syap.g_02764, Syap.g_02763	Prai.g_00944
OG0000289	Syap.g_02784	Prai.g_00934
OG0000290	Syap.g_01552	Prai.g_00921
OG0000291	Syap.g_01554	Prai.g_00919
OG0000292	Syap.g_02314	Prai.g_01107
OG0000293	Syap.g_00240	Prai.g_01163
OG0000294	Syap.g_00239	Prai.g_01164
OG0000295	Syap.g_00206	Prai.g_01183
OG0000296	Syap.g_00204	Prai.g_01185
OG0000297	Syap.g_01887	Prai.g_01193
OG0000298	Syap.g_01888	Prai.g_01194
OG0000299	Syap.g_02620	Prai.g_01213
OG0000302	Syap.g_02444, Syap.g_02445	Prai.g_01219
OG0000303	Syap.g_02435	Prai.g_01226
OG0000304	Syap.g_02430	Prai.g_01230
OG0000305	Syap.g_01557	Prai.g_01362
OG0000306	Syap.g_01966	Prai.g_01365
OG0000307	Syap.g_02517	Prai.g_01379
OG0000308	Syap.g_02514, Syap.g_02515	Prai.g_01380
OG0000309	Syap.g_02198, Syap.g_02446	Prai.g_01384
OG0000310	Syap.g_02660, Syap.g_02661	Prai.g_01448
OG0000311	Syap.g_02657	Prai.g_01450
OG0000312	Syap.g_02114	Prai.g_01453
OG0000313	Syap.g_02473	Prai.g_01467
OG0000314	Syap.g_00007	Prai.g_01489
OG0000315	Syap.g_00017	Prai.g_01499
OG0000316	Syap.g_00030	Prai.g_01519
OG0000317	Syap.g_00618	Prai.g_01636
OG0000318	Syap.g_00622, Syap.g_02786	Prai.g_01639
OG0000319	Syap.g_01764, Syap.g_01771	Prai.g_01652
OG0000320	Syap.g_01761, Syap.g_01769	Prai.g_01654
OG0000321	Syap.g_01760, Syap.g_01768	Prai.g_01655
OG0000322	Syap.g_01759, Syap.g_01767	Prai.g_01656
OG0000323	Syap.g_01389	Prai.g_01665
OG0000324	Syap.g_01503	Prai.g_01691
OG0000325	Syap.g_02680	Prai.g_01702
OG0000326	Syap.g_00544	Prai.g_01708
OG0000327	Syap.g_01233, Syap.g_01913	Prai.g_01735
OG0000328	Syap.g_01234, Syap.g_01912	Prai.g_01736
OG0000329	Syap.g_00498	Prai.g_01754
OG0000330	Syap.g_00497	Prai.g_01755
OG0000331	Syap.g_00496	Prai.g_01756
OG0000332	Syap.g_00481	Prai.g_01770
OG0000333	Syap.g_00478	Prai.g_01777
OG0000334	Syap.g_00468	Prai.g_01785
OG0000335	Syap.g_00101, Syap.g_00463	Prai.g_01790
OG0000336	Syap.g_00417, Syap.g_00607	Prai.g_01794
OG0000337	Syap.g_01054	Prai.g_01810
OG0000338	Syap.g_01059	Prai.g_01811
OG0000339	Syap.g_01068	Prai.g_01815
OG0000340	Syap.g_01077	Prai.g_01823
OG0000341	Syap.g_01079	Prai.g_01825
OG0000342	Syap.g_01080, Syap.g_02477	Prai.g_01826
OG0000343	Syap.g_01086, Syap.g_02078	Prai.g_01827
OG0000344	Syap.g_01091	Prai.g_01830
OG0000345	Syap.g_01107, Syap.g_01470	Prai.g_01835
OG0000346	Syap.g_02423, Syap.g_01113	Prai.g_01839
OG0000347	Syap.g_01131, Syap.g_02459	Prai.g_01855
OG0000348	Syap.g_00632	Prai.g_01866
OG0000349	Syap.g_00110, Syap.g_01813	Prai.g_01883
OG0000351	Syap.g_02594	Prai.g_01918
OG0000352	Syap.g_02596, Syap.g_02597	Prai.g_01919
OG0000353	Syap.g_00054	Prai.g_01935
OG0000355	Syap.g_00056	Prai.g_00001
OG0000356	Syap.g_00057	Prai.g_00002
OG0000357	Syap.g_00058	Prai.g_00003
OG0000358	Syap.g_00063	Prai.g_00007
OG0000359	Syap.g_00065	Prai.g_00008
OG0000360	Syap.g_00067	Prai.g_00009
OG0000361	Syap.g_00068	Prai.g_00010
OG0000362	Syap.g_00070	Prai.g_00012
OG0000363	Syap.g_00072	Prai.g_00014
OG0000364	Syap.g_00620	Prai.g_00015
OG0000365	Syap.g_00081	Prai.g_00020
OG0000366	Syap.g_00082	Prai.g_00021
OG0000367	Syap.g_00083	Prai.g_00022
OG0000368	Syap.g_00085	Prai.g_00024
OG0000369	Syap.g_00086	Prai.g_00025
OG0000370	Syap.g_00087	Prai.g_00026
OG0000372	Syap.g_01805	Prai.g_00035
OG0000373	Syap.g_01806	Prai.g_00036
OG0000374	Syap.g_01807	Prai.g_00037
OG0000375	Syap.g_01808	Prai.g_00047
OG0000376	Syap.g_01811	Prai.g_00049
OG0000377	Syap.g_00128	Prai.g_00052
OG0000378	Syap.g_01326	Prai.g_00054
OG0000380	Syap.g_01687	Prai.g_00066
OG0000381	Syap.g_01690	Prai.g_00070
OG0000382	Syap.g_02548	Prai.g_00081
OG0000383	Syap.g_02359	Prai.g_00083
OG0000384	Syap.g_02360	Prai.g_00084
OG0000385	Syap.g_02361	Prai.g_00085
OG0000386	Syap.g_02362	Prai.g_00086
OG0000387	Syap.g_01864	Prai.g_00099
OG0000391	Syap.g_02234	Prai.g_00116
OG0000392	Syap.g_02225	Prai.g_00120
OG0000393	Syap.g_02222	Prai.g_00122
OG0000394	Syap.g_02221	Prai.g_00123
OG0000395	Syap.g_02220	Prai.g_00124
OG0000396	Syap.g_02217	Prai.g_00127
OG0000397	Syap.g_02215	Prai.g_00129
OG0000398	Syap.g_02211	Prai.g_00131
OG0000399	Syap.g_02210	Prai.g_00132
OG0000400	Syap.g_02209	Prai.g_00133
OG0000401	Syap.g_02208	Prai.g_00134
OG0000402	Syap.g_02206	Prai.g_00136
OG0000403	Syap.g_02205	Prai.g_00137
OG0000404	Syap.g_02204, Syap.g_02618	Prai.g_00138
OG0000405	Syap.g_02191	Prai.g_00142
OG0000406	Syap.g_02186	Prai.g_00158
OG0000407	Syap.g_02185	Prai.g_00159
OG0000408	Syap.g_02181, Syap.g_02182	Prai.g_00161
OG0000409	Syap.g_02179	Prai.g_00163
OG0000410	Syap.g_02178	Prai.g_00164
OG0000411	Syap.g_02177	Prai.g_00165
OG0000412	Syap.g_02176	Prai.g_00166
OG0000413	Syap.g_02174	Prai.g_00167
OG0000414	Syap.g_02173	Prai.g_01288, Prai.g_00168
OG0000415	Syap.g_02172	Prai.g_00169
OG0000416	Syap.g_02171	Prai.g_00170
OG0000417	Syap.g_02169	Prai.g_00171
OG0000418	Syap.g_01204	Prai.g_00176
OG0000419	Syap.g_01201	Prai.g_00178
OG0000420	Syap.g_01199	Prai.g_00179
OG0000421	Syap.g_01195	Prai.g_00184
OG0000422	Syap.g_01194	Prai.g_00185
OG0000423	Syap.g_01193	Prai.g_00186
OG0000424	Syap.g_01192	Prai.g_00187
OG0000425	Syap.g_01191	Prai.g_00188
OG0000426	Syap.g_01190	Prai.g_00189
OG0000427	Syap.g_01189	Prai.g_00190
OG0000428	Syap.g_01186	Prai.g_00192
OG0000429	Syap.g_01184	Prai.g_00193
OG0000430	Syap.g_01182	Prai.g_00194
OG0000431	Syap.g_01179	Prai.g_00196
OG0000432	Syap.g_02277	Prai.g_00199
OG0000433	Syap.g_02272	Prai.g_00200
OG0000434	Syap.g_02271	Prai.g_00201
OG0000435	Syap.g_02268	Prai.g_00202
OG0000436	Syap.g_01607	Prai.g_00207
OG0000437	Syap.g_01608	Prai.g_00208
OG0000438	Syap.g_01612	Prai.g_00209
OG0000439	Syap.g_01614	Prai.g_00211
OG0000440	Syap.g_01615	Prai.g_00212
OG0000441	Syap.g_01619	Prai.g_00215
OG0000442	Syap.g_01620	Prai.g_00216
OG0000443	Syap.g_01622	Prai.g_00217
OG0000444	Syap.g_01424	Prai.g_00222
OG0000445	Syap.g_01421	Prai.g_00223
OG0000446	Syap.g_01419	Prai.g_00224
OG0000447	Syap.g_01410	Prai.g_00225
OG0000448	Syap.g_01407	Prai.g_00226
OG0000449	Syap.g_01406	Prai.g_00227
OG0000450	Syap.g_01909	Prai.g_00228
OG0000451	Syap.g_01908	Prai.g_00229
OG0000452	Syap.g_01904	Prai.g_00232
OG0000453	Syap.g_01903	Prai.g_00233
OG0000454	Syap.g_01902	Prai.g_00234
OG0000455	Syap.g_01901	Prai.g_00235
OG0000456	Syap.g_01900	Prai.g_00236
OG0000457	Syap.g_01896	Prai.g_00237
OG0000458	Syap.g_01895	Prai.g_00238
OG0000459	Syap.g_01894	Prai.g_00239
OG0000460	Syap.g_01159	Prai.g_00246
OG0000461	Syap.g_01575	Prai.g_00255
OG0000462	Syap.g_01578	Prai.g_00257
OG0000463	Syap.g_01579	Prai.g_00258
OG0000464	Syap.g_01580	Prai.g_00259
OG0000465	Syap.g_01582	Prai.g_00260
OG0000466	Syap.g_01587	Prai.g_00263
OG0000467	Syap.g_01588	Prai.g_00264
OG0000468	Syap.g_01593	Prai.g_00266
OG0000469	Syap.g_02352	Prai.g_00275
OG0000470	Syap.g_02349	Prai.g_00277
OG0000471	Syap.g_02348	Prai.g_00278
OG0000472	Syap.g_02347	Prai.g_00279
OG0000473	Syap.g_02343	Prai.g_00281
OG0000474	Syap.g_02342	Prai.g_00282
OG0000475	Syap.g_02341	Prai.g_00283
OG0000476	Syap.g_02339	Prai.g_00284
OG0000477	Syap.g_01367	Prai.g_00288
OG0000478	Syap.g_01366	Prai.g_00289
OG0000479	Syap.g_01364	Prai.g_00290
OG0000480	Syap.g_01357	Prai.g_00295
OG0000482	Syap.g_01355	Prai.g_00298
OG0000483	Syap.g_01344	Prai.g_00301
OG0000484	Syap.g_01350	Prai.g_00302
OG0000485	Syap.g_01349	Prai.g_00303
OG0000487	Syap.g_01635	Prai.g_00308
OG0000488	Syap.g_01639	Prai.g_00311
OG0000489	Syap.g_02482	Prai.g_00316
OG0000490	Syap.g_01673	Prai.g_00321
OG0000491	Syap.g_01670	Prai.g_00322
OG0000492	Syap.g_01668	Prai.g_00324
OG0000493	Syap.g_01667	Prai.g_00325
OG0000494	Syap.g_01666	Prai.g_00326
OG0000495	Syap.g_01665	Prai.g_00327
OG0000496	Syap.g_01663	Prai.g_00328
OG0000497	Syap.g_01662	Prai.g_00329
OG0000498	Syap.g_01661	Prai.g_00330
OG0000499	Syap.g_01660	Prai.g_00331
OG0000500	Syap.g_01659	Prai.g_00332
OG0000501	Syap.g_01656	Prai.g_00334
OG0000502	Syap.g_02066	Prai.g_00337
OG0000503	Syap.g_00569	Prai.g_00347
OG0000504	Syap.g_00567	Prai.g_00348
OG0000505	Syap.g_00566	Prai.g_00349
OG0000506	Syap.g_00564	Prai.g_00351
OG0000507	Syap.g_00558	Prai.g_00354
OG0000508	Syap.g_00554	Prai.g_00357
OG0000509	Syap.g_00551	Prai.g_00359
OG0000510	Syap.g_00550	Prai.g_00360
OG0000511	Syap.g_00548	Prai.g_00361
OG0000512	Syap.g_02145	Prai.g_00363
OG0000513	Syap.g_02048	Prai.g_00370
OG0000514	Syap.g_02051	Prai.g_00462
OG0000515	Syap.g_02052	Prai.g_00463
OG0000516	Syap.g_02054	Prai.g_00464
OG0000517	Syap.g_02057	Prai.g_00466
OG0000519	Syap.g_00457	Prai.g_00478
OG0000520	Syap.g_00456	Prai.g_00479
OG0000521	Syap.g_01997	Prai.g_00484
OG0000522	Syap.g_01995	Prai.g_00486
OG0000523	Syap.g_02507	Prai.g_00487
OG0000524	Syap.g_02135	Prai.g_00492
OG0000525	Syap.g_02159	Prai.g_00495
OG0000526	Syap.g_02157	Prai.g_00496
OG0000527	Syap.g_02758	Prai.g_00503
OG0000528	Syap.g_02261	Prai.g_00508
OG0000529	Syap.g_02254	Prai.g_00511
OG0000530	Syap.g_02252	Prai.g_00514
OG0000531	Syap.g_02251	Prai.g_00515
OG0000532	Syap.g_02247	Prai.g_00517
OG0000533	Syap.g_02244	Prai.g_00518
OG0000534	Syap.g_02243	Prai.g_00519
OG0000535	Syap.g_02242	Prai.g_00520
OG0000536	Syap.g_02241	Prai.g_00521
OG0000537	Syap.g_02240	Prai.g_00522
OG0000538	Syap.g_00271	Prai.g_00530
OG0000539	Syap.g_00270	Prai.g_00531
OG0000540	Syap.g_00269	Prai.g_00532
OG0000541	Syap.g_00268	Prai.g_00533
OG0000542	Syap.g_00264	Prai.g_00535
OG0000543	Syap.g_00261	Prai.g_00537
OG0000544	Syap.g_00260	Prai.g_00538
OG0000545	Syap.g_00259	Prai.g_00540
OG0000546	Syap.g_00256	Prai.g_00543
OG0000547	Syap.g_00254	Prai.g_00544
OG0000548	Syap.g_00253	Prai.g_00545
OG0000549	Syap.g_00758	Prai.g_00547
OG0000550	Syap.g_02747	Prai.g_00552
OG0000551	Syap.g_02739	Prai.g_00555
OG0000552	Syap.g_02738	Prai.g_00556
OG0000553	Syap.g_02735	Prai.g_00557
OG0000554	Syap.g_01450	Prai.g_00562
OG0000555	Syap.g_01941	Prai.g_00570
OG0000556	Syap.g_01933	Prai.g_00572
OG0000557	Syap.g_01931	Prai.g_00573
OG0000558	Syap.g_01147	Prai.g_00575
OG0000560	Syap.g_00305	Prai.g_00582
OG0000561	Syap.g_00304	Prai.g_00583
OG0000562	Syap.g_00302	Prai.g_00584
OG0000563	Syap.g_00301	Prai.g_00585
OG0000564	Syap.g_00300	Prai.g_00586
OG0000565	Syap.g_00296	Prai.g_00589
OG0000566	Syap.g_00291	Prai.g_00592
OG0000567	Syap.g_01297	Prai.g_00596
OG0000568	Syap.g_01302	Prai.g_00597
OG0000569	Syap.g_01303	Prai.g_00598
OG0000570	Syap.g_01304	Prai.g_00599
OG0000571	Syap.g_01307	Prai.g_00601
OG0000573	Syap.g_00765	Prai.g_00620
OG0000574	Syap.g_00759	Prai.g_00621
OG0000575	Syap.g_00445	Prai.g_00625
OG0000576	Syap.g_00450	Prai.g_00627
OG0000577	Syap.g_00451	Prai.g_00628
OG0000578	Syap.g_00452	Prai.g_00629
OG0000579	Syap.g_00453	Prai.g_00630
OG0000580	Syap.g_00454	Prai.g_00631
OG0000581	Syap.g_01521	Prai.g_00633
OG0000582	Syap.g_01533	Prai.g_00636
OG0000583	Syap.g_01532	Prai.g_00637
OG0000584	Syap.g_01530	Prai.g_00638
OG0000585	Syap.g_01526	Prai.g_00640
OG0000586	Syap.g_01525	Prai.g_00641
OG0000587	Syap.g_01523	Prai.g_00642
