Orthogroup	Syap	Syal
OG0000128	Syap.g_00069	Syal.g_00109
OG0000129	Syap.g_00130, Syap.g_00129	Syal.g_01062
OG0000130	Syap.g_01688, Syap.g_01689	Syal.g_00751
OG0000131	Syap.g_02189	Syal.g_00886
OG0000132	Syap.g_01205	Syal.g_00906
OG0000133	Syap.g_02017	Syal.g_01995
OG0000134	Syap.g_02047	Syal.g_00552
OG0000135	Syap.g_02090	Syal.g_01119
OG0000136	Syap.g_00089	Syal.g_00520
OG0000137	Syap.g_02756	Syal.g_00463
OG0000138	Syap.g_00278	Syal.g_02914
OG0000139	Syap.g_00410	Syal.g_02832
OG0000140	Syap.g_01976	Syal.g_02830
OG0000141	Syap.g_01541, Syap.g_01542, Syap.g_01544	Syal.g_02738
OG0000142	Syap.g_00895, Syap.g_00894	Syal.g_02636
OG0000143	Syap.g_00900, Syap.g_00899, Syap.g_00901	Syal.g_02632
OG0000144	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772	Syal.g_02515
OG0000145	Syap.g_01860, Syap.g_01859	Syal.g_02921
OG0000146	Syap.g_02024	Syal.g_02001
OG0000147	Syap.g_02025	Syal.g_02002
OG0000148	Syap.g_02720	Syal.g_02437
OG0000149	Syap.g_00824	Syal.g_02475
OG0000150	Syap.g_01540	Syal.g_02737
OG0000151	Syap.g_00142	Syal.g_02263
OG0000152	Syap.g_02012	Syal.g_01991
OG0000153	Syap.g_02682	Syal.g_01958
OG0000154	Syap.g_02761, Syap.g_02760, Syap.g_01876	Syal.g_01918
OG0000155	Syap.g_02777, Syap.g_01878, Syap.g_01879	Syal.g_01695
OG0000156	Syap.g_00248, Syap.g_00284, Syap.g_00283	Syal.g_01620
OG0000157	Syap.g_00249, Syap.g_00286	Syal.g_01619
OG0000158	Syap.g_01075	Syal.g_01431
OG0000159	Syap.g_00852	Syal.g_01400
OG0000160	Syap.g_02470, Syap.g_02469	Syal.g_00372
OG0000161	Syap.g_02476	Syal.g_00384
OG0000162	Syap.g_02531	Syal.g_00396
OG0000164	Syap.g_01391, Syap.g_01392	Syal.g_00623
OG0000165	Syap.g_01381, Syap.g_01382	Syal.g_00632
OG0000166	Syap.g_00512, Syap.g_01238	Syal.g_00236
OG0000167	Syap.g_02080	Syal.g_01347
OG0000168	Syap.g_01076	Syal.g_01433
OG0000169	Syap.g_01049, Syap.g_01093	Syal.g_01447
OG0000170	Syap.g_01467, Syap.g_01106, Syap.g_01468	Syal.g_01454
OG0000171	Syap.g_01128, Syap.g_02454, Syap.g_02453	Syal.g_01518
OG0000172	Syap.g_01143, Syap.g_00635	Syal.g_00174, Syal.g_00173
OG0000173	Syap.g_00982, Syap.g_00983	Syal.g_00155
OG0000174	Syap.g_02092	Syal.g_01121
OG0000175	Syap.g_02654	Syal.g_01172
OG0000176	Syap.g_00059	Syal.g_00101
OG0000177	Syap.g_00061, Syap.g_00060	Syal.g_00102
OG0000178	Syap.g_00062	Syal.g_00103
OG0000179	Syap.g_00077, Syap.g_02638	Syal.g_00118
OG0000180	Syap.g_00078, Syap.g_02640	Syal.g_00119
OG0000181	Syap.g_00079, Syap.g_02641	Syal.g_00120
OG0000182	Syap.g_00080, Syap.g_02642	Syal.g_00121
OG0000183	Syap.g_00084	Syal.g_00125
OG0000184	Syap.g_01337	Syal.g_02678
OG0000185	Syap.g_01322	Syal.g_01025
OG0000186	Syap.g_01684	Syal.g_02684, Syal.g_00747
OG0000187	Syap.g_01686	Syal.g_02685, Syal.g_00748
OG0000188	Syap.g_02547	Syal.g_00771
OG0000191	Syap.g_02233	Syal.g_00841
OG0000192	Syap.g_02224	Syal.g_00847
OG0000193	Syap.g_02187, Syap.g_02188	Syal.g_00887
OG0000194	Syap.g_02183	Syal.g_00890
OG0000196	Syap.g_01208, Syap.g_02167	Syal.g_00903
OG0000197	Syap.g_01207, Syap.g_02166	Syal.g_00904
OG0000198	Syap.g_01206	Syal.g_00905
OG0000199	Syap.g_01197	Syal.g_00913
OG0000200	Syap.g_01181	Syal.g_00932
OG0000202	Syap.g_02264	Syal.g_00950
OG0000203	Syap.g_01601	Syal.g_00951
OG0000204	Syap.g_01602	Syal.g_00952
OG0000205	Syap.g_01616	Syal.g_00959
OG0000206	Syap.g_01628	Syal.g_00971
OG0000207	Syap.g_01426, Syap.g_00424	Syal.g_00974
OG0000208	Syap.g_00426, Syap.g_01425	Syal.g_00975
OG0000209	Syap.g_01906	Syal.g_01000
OG0000210	Syap.g_01905	Syal.g_01001
OG0000211	Syap.g_01160	Syal.g_00688
OG0000212	Syap.g_02664	Syal.g_00679
OG0000213	Syap.g_00107, Syap.g_01599	Syal.g_01229
OG0000214	Syap.g_02344, Syap.g_02345	Syal.g_01246
OG0000215	Syap.g_01347, Syap.g_01629	Syal.g_01277
OG0000216	Syap.g_01634	Syal.g_01281
OG0000217	Syap.g_01638	Syal.g_01285
OG0000218	Syap.g_01641, Syap.g_01640	Syal.g_01287
OG0000219	Syap.g_01642, Syap.g_01643	Syal.g_01288
OG0000220	Syap.g_01645	Syal.g_01289
OG0000221	Syap.g_01646	Syal.g_01297
OG0000222	Syap.g_01669	Syal.g_01309
OG0000223	Syap.g_02072, Syap.g_02073	Syal.g_01327
OG0000224	Syap.g_02064	Syal.g_01329
OG0000225	Syap.g_00553, Syap.g_00552	Syal.g_00363
OG0000226	Syap.g_02029, Syap.g_02144	Syal.g_00367
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syal.g_00369
OG0000228	Syap.g_00116, Syap.g_02041	Syal.g_00556
OG0000229	Syap.g_02059	Syal.g_00525
OG0000230	Syap.g_02061	Syal.g_00523
OG0000231	Syap.g_02533	Syal.g_00510
OG0000232	Syap.g_02510, Syap.g_02511	Syal.g_00495
OG0000233	Syap.g_02133	Syal.g_00487
OG0000234	Syap.g_02755	Syal.g_00461
OG0000235	Syap.g_00732, Syap.g_02258	Syal.g_02896
OG0000236	Syap.g_02238	Syal.g_02912
OG0000237	Syap.g_00262, Syap.g_00263	Syal.g_02930
OG0000238	Syap.g_00257, Syap.g_00258	Syal.g_02935
OG0000239	Syap.g_02744	Syal.g_02951
OG0000240	Syap.g_02742	Syal.g_02952
OG0000241	Syap.g_00888	Syal.g_02696
OG0000242	Syap.g_01455	Syal.g_02840
OG0000243	Syap.g_01938	Syal.g_02822
OG0000244	Syap.g_01146, Syap.g_01145	Syal.g_02815
OG0000245	Syap.g_01148	Syal.g_02813
OG0000246	Syap.g_00308	Syal.g_02809
OG0000247	Syap.g_00288, Syap.g_00293	Syal.g_02797
OG0000248	Syap.g_00290	Syal.g_02794
OG0000249	Syap.g_01296, Syap.g_01295	Syal.g_02792
OG0000250	Syap.g_01306	Syal.g_02786
OG0000251	Syap.g_00442	Syal.g_02760
OG0000252	Syap.g_01857	Syal.g_02757
OG0000253	Syap.g_00443	Syal.g_02755
OG0000254	Syap.g_01527, Syap.g_01528	Syal.g_02732
OG0000256	Syap.g_01287	Syal.g_02705
OG0000257	Syap.g_00886	Syal.g_02697
OG0000258	Syap.g_00907	Syal.g_02623
OG0000260	Syap.g_01970	Syal.g_02188
OG0000261	Syap.g_01962, Syap.g_01961	Syal.g_02199
OG0000262	Syap.g_01954	Syal.g_02204
OG0000263	Syap.g_00432, Syap.g_00433	Syal.g_01720
OG0000266	Syap.g_00519	Syal.g_02421
OG0000267	Syap.g_02333, Syap.g_02332	Syal.g_02043
OG0000268	Syap.g_00646	Syal.g_02042
OG0000269	Syap.g_00188	Syal.g_02409
OG0000270	Syap.g_00192	Syal.g_02412
OG0000271	Syap.g_00200, Syap.g_00201	Syal.g_01871
OG0000272	Syap.g_00202	Syal.g_01872
OG0000273	Syap.g_02703	Syal.g_02454
OG0000274	Syap.g_02702	Syal.g_02455
OG0000275	Syap.g_01847	Syal.g_02458
OG0000276	Syap.g_01839, Syap.g_01838	Syal.g_02467
OG0000277	Syap.g_01837	Syal.g_02468
OG0000278	Syap.g_01834	Syal.g_02471
OG0000279	Syap.g_00829, Syap.g_00830	Syal.g_02479
OG0000280	Syap.g_00365	Syal.g_02493
OG0000281	Syap.g_01977	Syal.g_02190
OG0000282	Syap.g_01252	Syal.g_02284
OG0000283	Syap.g_01728	Syal.g_02028
OG0000284	Syap.g_01736	Syal.g_02023
OG0000285	Syap.g_01746, Syap.g_01744	Syal.g_02012
OG0000286	Syap.g_02014, Syap.g_02013	Syal.g_01992
OG0000288	Syap.g_02764, Syap.g_02763	Syal.g_01919
OG0000289	Syap.g_02784	Syal.g_01904
OG0000290	Syap.g_01552	Syal.g_01826
OG0000291	Syap.g_01554	Syal.g_01824
OG0000292	Syap.g_02314	Syal.g_00089
OG0000293	Syap.g_00240	Syal.g_01631
OG0000294	Syap.g_00239	Syal.g_01632
OG0000295	Syap.g_00206	Syal.g_01687
OG0000296	Syap.g_00204	Syal.g_01689
OG0000297	Syap.g_01887	Syal.g_01702
OG0000298	Syap.g_01888	Syal.g_01703
OG0000299	Syap.g_02620	Syal.g_01732
OG0000302	Syap.g_02444, Syap.g_02445	Syal.g_01740
OG0000303	Syap.g_02435	Syal.g_01763
OG0000304	Syap.g_02430	Syal.g_01756
OG0000305	Syap.g_01557	Syal.g_01821
OG0000306	Syap.g_01966	Syal.g_02579
OG0000307	Syap.g_02517	Syal.g_02880
OG0000308	Syap.g_02514, Syap.g_02515	Syal.g_02878
OG0000309	Syap.g_02198, Syap.g_02446	Syal.g_02873
OG0000310	Syap.g_02660, Syap.g_02661	Syal.g_01537
OG0000311	Syap.g_02657	Syal.g_00061
OG0000312	Syap.g_02114	Syal.g_00031
OG0000313	Syap.g_02473	Syal.g_00381
OG0000314	Syap.g_00007	Syal.g_00416
OG0000315	Syap.g_00017	Syal.g_00426
OG0000316	Syap.g_00030	Syal.g_02987
OG0000317	Syap.g_00618	Syal.g_00583
OG0000318	Syap.g_00622, Syap.g_02786	Syal.g_00588
OG0000319	Syap.g_01764, Syap.g_01771	Syal.g_00608
OG0000320	Syap.g_01761, Syap.g_01769	Syal.g_00610
OG0000321	Syap.g_01760, Syap.g_01768	Syal.g_00611
OG0000322	Syap.g_01759, Syap.g_01767	Syal.g_00612
OG0000323	Syap.g_01389	Syal.g_00626
OG0000324	Syap.g_01503	Syal.g_00656
OG0000325	Syap.g_02680	Syal.g_00195
OG0000326	Syap.g_00544	Syal.g_00202
OG0000327	Syap.g_01233, Syap.g_01913	Syal.g_00230
OG0000328	Syap.g_01234, Syap.g_01912	Syal.g_00231
OG0000329	Syap.g_00498	Syal.g_00249
OG0000330	Syap.g_00497	Syal.g_00250
OG0000331	Syap.g_00496	Syal.g_00251
OG0000332	Syap.g_00481	Syal.g_00266
OG0000333	Syap.g_00478	Syal.g_00269
OG0000334	Syap.g_00468	Syal.g_00279
OG0000335	Syap.g_00101, Syap.g_00463	Syal.g_00284
OG0000336	Syap.g_00417, Syap.g_00607	Syal.g_00288
OG0000337	Syap.g_01054	Syal.g_01343
OG0000338	Syap.g_01059	Syal.g_01345
OG0000339	Syap.g_01068	Syal.g_01351
OG0000340	Syap.g_01077	Syal.g_01434
OG0000341	Syap.g_01079	Syal.g_01436
OG0000342	Syap.g_01080, Syap.g_02477	Syal.g_01437
OG0000343	Syap.g_01086, Syap.g_02078	Syal.g_01441
OG0000344	Syap.g_01091	Syal.g_01445
OG0000345	Syap.g_01107, Syap.g_01470	Syal.g_01455
OG0000346	Syap.g_01113	Syal.g_01460
OG0000347	Syap.g_01131, Syap.g_02459	Syal.g_01525
OG0000348	Syap.g_00632	Syal.g_00170
OG0000349	Syap.g_00110, Syap.g_01813	Syal.g_00148
OG0000351	Syap.g_02594	Syal.g_01175
OG0000352	Syap.g_02596, Syap.g_02597	Syal.g_01176
OG0000353	Syap.g_00054	Syal.g_00095
OG0000354	Syap.g_00075, Syap.g_02635	Syal.g_00116
OG0000355	Syap.g_00056	Syal.g_00098
OG0000356	Syap.g_00057	Syal.g_00099
OG0000357	Syap.g_00058	Syal.g_00100
OG0000358	Syap.g_00063	Syal.g_00104
OG0000359	Syap.g_00065	Syal.g_00106
OG0000360	Syap.g_00067	Syal.g_00107
OG0000361	Syap.g_00068	Syal.g_00108
OG0000362	Syap.g_00070	Syal.g_00110
OG0000363	Syap.g_00072	Syal.g_00112
OG0000364	Syap.g_00620	Syal.g_00113
OG0000365	Syap.g_00081	Syal.g_00122
OG0000366	Syap.g_00082	Syal.g_00123
OG0000367	Syap.g_00083	Syal.g_00124
OG0000368	Syap.g_00085	Syal.g_00126
OG0000369	Syap.g_00086	Syal.g_00127
OG0000370	Syap.g_00087	Syal.g_00128
OG0000372	Syap.g_01805	Syal.g_00141
OG0000373	Syap.g_01806	Syal.g_00142
OG0000374	Syap.g_01807	Syal.g_00143
OG0000375	Syap.g_01808	Syal.g_00144
OG0000376	Syap.g_01811	Syal.g_00146
OG0000377	Syap.g_00128	Syal.g_01061
OG0000378	Syap.g_01326	Syal.g_01027
OG0000380	Syap.g_01687	Syal.g_00749
OG0000381	Syap.g_01690	Syal.g_00752
OG0000382	Syap.g_02548	Syal.g_00770
OG0000383	Syap.g_02359	Syal.g_00775
OG0000384	Syap.g_02360	Syal.g_00776
OG0000385	Syap.g_02361	Syal.g_00777
OG0000386	Syap.g_02362	Syal.g_00778
OG0000387	Syap.g_01864	Syal.g_00811
OG0000391	Syap.g_02234	Syal.g_00840
OG0000392	Syap.g_02225	Syal.g_00846
OG0000393	Syap.g_02222	Syal.g_00849
OG0000394	Syap.g_02221	Syal.g_00850
OG0000395	Syap.g_02220	Syal.g_00851
OG0000396	Syap.g_02217	Syal.g_00854
OG0000397	Syap.g_02215	Syal.g_00857
OG0000398	Syap.g_02211	Syal.g_00862
OG0000399	Syap.g_02210	Syal.g_00863
OG0000400	Syap.g_02209	Syal.g_00864
OG0000401	Syap.g_02208	Syal.g_00865
OG0000402	Syap.g_02206	Syal.g_00867
OG0000403	Syap.g_02205	Syal.g_00868
OG0000404	Syap.g_02204, Syap.g_02618	Syal.g_00870
OG0000405	Syap.g_02191	Syal.g_00883
OG0000406	Syap.g_02186	Syal.g_00888
OG0000407	Syap.g_02185	Syal.g_00889
OG0000408	Syap.g_02181, Syap.g_02182	Syal.g_00891
OG0000409	Syap.g_02179	Syal.g_00893
OG0000410	Syap.g_02178	Syal.g_00894
OG0000411	Syap.g_02177	Syal.g_00895
OG0000412	Syap.g_02176	Syal.g_00896
OG0000413	Syap.g_02174	Syal.g_00898
OG0000414	Syap.g_02173	Syal.g_00899
OG0000415	Syap.g_02172	Syal.g_00900
OG0000416	Syap.g_02171	Syal.g_00901
OG0000417	Syap.g_02169	Syal.g_00902
OG0000418	Syap.g_01204	Syal.g_00907
OG0000419	Syap.g_01201	Syal.g_00909
OG0000420	Syap.g_01199	Syal.g_00911
OG0000421	Syap.g_01195	Syal.g_00916
OG0000422	Syap.g_01194	Syal.g_00917
OG0000423	Syap.g_01193	Syal.g_00918
OG0000424	Syap.g_01192	Syal.g_00919
OG0000425	Syap.g_01191	Syal.g_00920
OG0000426	Syap.g_01190	Syal.g_00921
OG0000427	Syap.g_01189	Syal.g_00922
OG0000428	Syap.g_01186	Syal.g_00925
OG0000429	Syap.g_01184	Syal.g_00929
OG0000430	Syap.g_01182	Syal.g_00931
OG0000431	Syap.g_01179	Syal.g_00934
OG0000432	Syap.g_02277	Syal.g_00940
OG0000433	Syap.g_02272	Syal.g_00943
OG0000434	Syap.g_02271	Syal.g_00944
OG0000435	Syap.g_02268	Syal.g_00946
OG0000436	Syap.g_01607	Syal.g_00953
OG0000437	Syap.g_01608	Syal.g_00954
OG0000438	Syap.g_01612	Syal.g_00955
OG0000439	Syap.g_01614	Syal.g_00957
OG0000440	Syap.g_01615	Syal.g_00958
OG0000441	Syap.g_01619	Syal.g_00962
OG0000442	Syap.g_01620	Syal.g_00964
OG0000443	Syap.g_01622	Syal.g_00966
OG0000444	Syap.g_01424	Syal.g_00978
OG0000445	Syap.g_01421	Syal.g_00979
OG0000446	Syap.g_01419	Syal.g_00981
OG0000447	Syap.g_01410	Syal.g_00989
OG0000448	Syap.g_01407	Syal.g_00990
OG0000449	Syap.g_01406	Syal.g_00991
OG0000450	Syap.g_01909	Syal.g_00997
OG0000451	Syap.g_01908	Syal.g_00998
OG0000452	Syap.g_01904	Syal.g_01002
OG0000453	Syap.g_01903	Syal.g_01003
OG0000454	Syap.g_01902	Syal.g_01004
OG0000455	Syap.g_01901	Syal.g_01005
OG0000456	Syap.g_01900	Syal.g_01006
OG0000457	Syap.g_01896	Syal.g_01008
OG0000458	Syap.g_01895	Syal.g_01009
OG0000459	Syap.g_01894	Syal.g_01010
OG0000460	Syap.g_01159	Syal.g_00686
OG0000461	Syap.g_01575	Syal.g_01199
OG0000462	Syap.g_01578	Syal.g_01202
OG0000463	Syap.g_01579	Syal.g_01203
OG0000464	Syap.g_01580	Syal.g_01204
OG0000465	Syap.g_01582	Syal.g_01205
OG0000466	Syap.g_01587	Syal.g_01210
OG0000467	Syap.g_01588	Syal.g_01212
OG0000468	Syap.g_01593	Syal.g_01225
OG0000469	Syap.g_02352	Syal.g_01240
OG0000470	Syap.g_02349	Syal.g_01242
OG0000471	Syap.g_02348	Syal.g_01243
OG0000472	Syap.g_02347	Syal.g_01245
OG0000473	Syap.g_02343	Syal.g_01247
OG0000474	Syap.g_02342	Syal.g_01248
OG0000475	Syap.g_02341	Syal.g_01249
OG0000476	Syap.g_02339	Syal.g_01251
OG0000477	Syap.g_01367	Syal.g_01257
OG0000478	Syap.g_01366	Syal.g_01258
OG0000479	Syap.g_01364	Syal.g_01259
OG0000480	Syap.g_01357	Syal.g_01266
OG0000482	Syap.g_01355	Syal.g_01269
OG0000483	Syap.g_01344	Syal.g_01273
OG0000484	Syap.g_01350	Syal.g_01274
OG0000485	Syap.g_01349	Syal.g_01275
OG0000487	Syap.g_01635	Syal.g_01282
OG0000488	Syap.g_01639	Syal.g_01286
OG0000489	Syap.g_02482	Syal.g_01298
OG0000490	Syap.g_01673	Syal.g_01307
OG0000491	Syap.g_01670	Syal.g_01308
OG0000492	Syap.g_01668	Syal.g_01310
OG0000493	Syap.g_01667	Syal.g_01311
OG0000494	Syap.g_01666	Syal.g_01312
OG0000495	Syap.g_01665	Syal.g_01313
OG0000496	Syap.g_01663	Syal.g_01314
OG0000497	Syap.g_01662	Syal.g_01315
OG0000498	Syap.g_01661	Syal.g_01316
OG0000499	Syap.g_01660	Syal.g_01317
OG0000500	Syap.g_01659	Syal.g_01318
OG0000501	Syap.g_01656	Syal.g_01321
OG0000502	Syap.g_02066	Syal.g_01328
OG0000503	Syap.g_00569	Syal.g_00347
OG0000504	Syap.g_00567	Syal.g_00349
OG0000505	Syap.g_00566	Syal.g_00350
OG0000506	Syap.g_00564	Syal.g_00352
OG0000507	Syap.g_00558	Syal.g_00358
OG0000508	Syap.g_00554	Syal.g_00362
OG0000509	Syap.g_00551	Syal.g_00364
OG0000510	Syap.g_00550	Syal.g_00365
OG0000511	Syap.g_00548	Syal.g_00366
OG0000512	Syap.g_02145	Syal.g_00368
OG0000513	Syap.g_02048	Syal.g_00551
OG0000514	Syap.g_02051	Syal.g_00539
OG0000515	Syap.g_02052	Syal.g_00538
OG0000516	Syap.g_02054	Syal.g_00534
OG0000517	Syap.g_02057	Syal.g_00526
OG0000519	Syap.g_00457	Syal.g_00513
OG0000520	Syap.g_00456	Syal.g_00512
OG0000521	Syap.g_01997	Syal.g_00502
OG0000522	Syap.g_01995	Syal.g_00500
OG0000523	Syap.g_02507	Syal.g_00499
OG0000524	Syap.g_02135	Syal.g_00491
OG0000525	Syap.g_02159	Syal.g_00473
OG0000526	Syap.g_02157	Syal.g_00471
OG0000527	Syap.g_02758	Syal.g_00465
OG0000528	Syap.g_02261	Syal.g_02893
OG0000529	Syap.g_02254	Syal.g_02898
OG0000530	Syap.g_02252	Syal.g_02901
OG0000531	Syap.g_02251	Syal.g_02902
OG0000532	Syap.g_02247	Syal.g_02905
OG0000533	Syap.g_02244	Syal.g_02907
OG0000534	Syap.g_02243	Syal.g_02908
OG0000535	Syap.g_02242	Syal.g_02909
OG0000536	Syap.g_02241	Syal.g_02910
OG0000537	Syap.g_02240	Syal.g_02911
OG0000538	Syap.g_00271	Syal.g_02923
OG0000539	Syap.g_00270	Syal.g_02924
OG0000540	Syap.g_00269	Syal.g_02925
OG0000541	Syap.g_00268	Syal.g_02926
OG0000542	Syap.g_00264	Syal.g_02929
OG0000543	Syap.g_00261	Syal.g_02931
OG0000544	Syap.g_00260	Syal.g_02932
OG0000545	Syap.g_00259	Syal.g_02934
OG0000546	Syap.g_00256	Syal.g_02936
OG0000547	Syap.g_00254	Syal.g_02938
OG0000548	Syap.g_00253	Syal.g_02939
OG0000549	Syap.g_00758	Syal.g_02945
OG0000550	Syap.g_02747	Syal.g_02949
OG0000551	Syap.g_02739	Syal.g_02953
OG0000552	Syap.g_02738	Syal.g_02954
OG0000553	Syap.g_02735	Syal.g_02843
OG0000554	Syap.g_01450	Syal.g_02837
OG0000555	Syap.g_01941	Syal.g_02823
OG0000556	Syap.g_01933	Syal.g_02819
OG0000557	Syap.g_01931	Syal.g_02816
OG0000558	Syap.g_01147	Syal.g_02814
OG0000560	Syap.g_00305	Syal.g_02807
OG0000561	Syap.g_00304	Syal.g_02806
OG0000562	Syap.g_00302	Syal.g_02805
OG0000563	Syap.g_00301	Syal.g_02804
OG0000564	Syap.g_00300	Syal.g_02803
OG0000565	Syap.g_00296	Syal.g_02799
OG0000566	Syap.g_00291	Syal.g_02795
OG0000567	Syap.g_01297	Syal.g_02791
OG0000568	Syap.g_01302	Syal.g_02789
OG0000569	Syap.g_01303	Syal.g_02788
OG0000570	Syap.g_01304	Syal.g_02787
OG0000571	Syap.g_01307	Syal.g_02784
OG0000573	Syap.g_00765	Syal.g_02759
OG0000574	Syap.g_00759	Syal.g_02758
OG0000575	Syap.g_00445	Syal.g_02753
OG0000576	Syap.g_00450	Syal.g_02751
OG0000577	Syap.g_00451	Syal.g_02750
OG0000578	Syap.g_00452	Syal.g_02749
OG0000579	Syap.g_00453	Syal.g_02748
OG0000580	Syap.g_00454	Syal.g_02747
OG0000581	Syap.g_01521	Syal.g_02741
OG0000582	Syap.g_01533	Syal.g_02736
OG0000583	Syap.g_01532	Syal.g_02735
OG0000584	Syap.g_01530	Syal.g_02734
OG0000585	Syap.g_01526	Syal.g_02731
OG0000586	Syap.g_01525	Syal.g_02730
OG0000587	Syap.g_01523	Syal.g_02728
