Orthogroup	Syap	Prbf
OG0000186	Syap.g_01684	Prbf.g_01390
OG0000187	Syap.g_01686	Prbf.g_01391
OG0000188	Syap.g_02547	Prbf.g_01408
OG0000191	Syap.g_02233	Prbf.g_01447
OG0000192	Syap.g_02224	Prbf.g_01452
OG0000193	Syap.g_02187, Syap.g_02188	Prbf.g_01479
OG0000194	Syap.g_02183	Prbf.g_01482
OG0000195	Syap.g_02180	Prbf.g_01484
OG0000196	Syap.g_01208, Syap.g_02167	Prbf.g_01495
OG0000197	Syap.g_01207, Syap.g_02166	Prbf.g_01496
OG0000198	Syap.g_01206	Prbf.g_01497
OG0000199	Syap.g_01197	Prbf.g_01504
OG0000200	Syap.g_01181	Prbf.g_01518
OG0000201	Syap.g_02265	Prbf.g_01527
OG0000202	Syap.g_02264	Prbf.g_01528
OG0000203	Syap.g_01601	Prbf.g_01529
OG0000204	Syap.g_01602	Prbf.g_01530
OG0000205	Syap.g_01616	Prbf.g_01537
OG0000206	Syap.g_01628	Prbf.g_01542
OG0000207	Syap.g_01426, Syap.g_00424	Prbf.g_01545
OG0000208	Syap.g_00426, Syap.g_01425	Prbf.g_01546
OG0000209	Syap.g_01906	Prbf.g_01555
OG0000210	Syap.g_01905	Prbf.g_01556
OG0000211	Syap.g_01160	Prbf.g_01571
OG0000212	Syap.g_02664	Prbf.g_01579
OG0000213	Syap.g_00107, Syap.g_01599	Prbf.g_01597
OG0000214	Syap.g_02344, Syap.g_02345	Prbf.g_01607
OG0000215	Syap.g_01347, Syap.g_01629	Prbf.g_01634
OG0000216	Syap.g_01634	Prbf.g_01635
OG0000217	Syap.g_01638	Prbf.g_01638
OG0000218	Syap.g_01641, Syap.g_01640	Prbf.g_01640
OG0000219	Syap.g_01642, Syap.g_01643	Prbf.g_01641
OG0000220	Syap.g_01645	Prbf.g_01642
OG0000221	Syap.g_01646	Prbf.g_01643
OG0000222	Syap.g_01669	Prbf.g_01650
OG0000223	Syap.g_02072, Syap.g_02073	Prbf.g_01662
OG0000224	Syap.g_02064	Prbf.g_01664
OG0000225	Syap.g_00553, Syap.g_00552	Prbf.g_01690
OG0000226	Syap.g_02029, Syap.g_02144	Prbf.g_01694
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Prbf.g_01696
OG0000228	Syap.g_00116, Syap.g_02041	Prbf.g_01700
OG0000229	Syap.g_02059	Prbf.g_01720
OG0000230	Syap.g_02061	Prbf.g_01722
OG0000231	Syap.g_02533	Prbf.g_01733
OG0000232	Syap.g_02510, Syap.g_02511	Prbf.g_01744
OG0000233	Syap.g_02133	Prbf.g_01750
OG0000234	Syap.g_02755	Prbf.g_01759
OG0000235	Syap.g_00732, Syap.g_02258	Prbf.g_01762
OG0000236	Syap.g_02238	Prbf.g_01776
OG0000237	Syap.g_00262, Syap.g_00263	Prbf.g_01789
OG0000238	Syap.g_00257, Syap.g_00258	Prbf.g_01795
OG0000239	Syap.g_02744	Prbf.g_01806
OG0000240	Syap.g_02742	Prbf.g_01807
OG0000241	Syap.g_00888	Prbf.g_01811
OG0000242	Syap.g_01455	Prbf.g_01813
OG0000243	Syap.g_01938	Prbf.g_01824
OG0000244	Syap.g_01146, Syap.g_01145	Prbf.g_01827
OG0000245	Syap.g_01148	Prbf.g_01829
OG0000246	Syap.g_00308	Prbf.g_01833
OG0000247	Syap.g_00288, Syap.g_00293	Prbf.g_01843
OG0000248	Syap.g_00290	Prbf.g_01846
OG0000249	Syap.g_01296, Syap.g_01295	Prbf.g_01848
OG0000250	Syap.g_01306	Prbf.g_01853
OG0000251	Syap.g_00442	Prbf.g_01873
OG0000252	Syap.g_01857	Prbf.g_01876
OG0000253	Syap.g_00443	Prbf.g_01877
OG0000254	Syap.g_01527, Syap.g_01528	Prbf.g_01894
OG0000256	Syap.g_01287	Prbf.g_01910
OG0000257	Syap.g_00886	Prbf.g_00977
OG0000258	Syap.g_00907	Prbf.g_00991
OG0000260	Syap.g_01970	Prbf.g_01011
OG0000261	Syap.g_01962, Syap.g_01961	Prbf.g_01014
OG0000262	Syap.g_01954	Prbf.g_01018
OG0000263	Syap.g_00432, Syap.g_00433	Prbf.g_01282
OG0000266	Syap.g_00519	Prbf.g_01037
OG0000267	Syap.g_02333, Syap.g_02332	Prbf.g_01049
OG0000268	Syap.g_00646	Prbf.g_01050
OG0000269	Syap.g_00188	Prbf.g_01250
OG0000270	Syap.g_00192	Prbf.g_01247
OG0000271	Syap.g_00200, Syap.g_00201	Prbf.g_01239
OG0000272	Syap.g_00202	Prbf.g_01238
OG0000273	Syap.g_02703	Prbf.g_01214
OG0000274	Syap.g_02702	Prbf.g_01213
OG0000275	Syap.g_01847	Prbf.g_01210
OG0000276	Syap.g_01839, Syap.g_01838	Prbf.g_01204
OG0000277	Syap.g_01837	Prbf.g_01203
OG0000278	Syap.g_01834	Prbf.g_01200
OG0000279	Syap.g_00829, Syap.g_00830	Prbf.g_01193
OG0000280	Syap.g_00365	Prbf.g_01192
OG0000281	Syap.g_01977	Prbf.g_01185
OG0000282	Syap.g_01252	Prbf.g_01318
OG0000283	Syap.g_01728	Prbf.g_01141
OG0000284	Syap.g_01736	Prbf.g_01136
OG0000285	Syap.g_01746, Syap.g_01744	Prbf.g_01131
OG0000286	Syap.g_02014, Syap.g_02013	Prbf.g_01118
OG0000288	Syap.g_02764, Syap.g_02763	Prbf.g_01079
OG0000289	Syap.g_02784	Prbf.g_01063
OG0000290	Syap.g_01552	Prbf.g_01167
OG0000291	Syap.g_01554	Prbf.g_01169
OG0000292	Syap.g_02314	Prbf.g_00873
OG0000293	Syap.g_00240	Prbf.g_00908
OG0000294	Syap.g_00239	Prbf.g_00909
OG0000295	Syap.g_00206	Prbf.g_00932
OG0000296	Syap.g_00204	Prbf.g_00934
OG0000297	Syap.g_01887	Prbf.g_00943
OG0000298	Syap.g_01888	Prbf.g_00944
OG0000299	Syap.g_02620	Prbf.g_00963
OG0000302	Syap.g_02444, Syap.g_02445	Prbf.g_00969
OG0000303	Syap.g_02435	Prbf.g_00975
OG0000304	Syap.g_02430	Prbf.g_01915
OG0000305	Syap.g_01557	Prbf.g_00875
OG0000306	Syap.g_01966	Prbf.g_01181
OG0000307	Syap.g_02517	Prbf.g_00104
OG0000308	Syap.g_02514, Syap.g_02515	Prbf.g_00105
OG0000309	Syap.g_02198, Syap.g_02446	Prbf.g_00109
OG0000310	Syap.g_02660, Syap.g_02661	Prbf.g_00143
OG0000311	Syap.g_02657	Prbf.g_00145
OG0000312	Syap.g_02114	Prbf.g_00148
OG0000313	Syap.g_02473	Prbf.g_00161
OG0000314	Syap.g_00007	Prbf.g_00184
OG0000315	Syap.g_00017	Prbf.g_00194
OG0000316	Syap.g_00030	Prbf.g_00219
OG0000317	Syap.g_00618	Prbf.g_00696
OG0000318	Syap.g_00622, Syap.g_02786	Prbf.g_00692
OG0000319	Syap.g_01764, Syap.g_01771	Prbf.g_00679
OG0000320	Syap.g_01761, Syap.g_01769	Prbf.g_00677
OG0000321	Syap.g_01760, Syap.g_01768	Prbf.g_00676
OG0000322	Syap.g_01759, Syap.g_01767	Prbf.g_00675
OG0000323	Syap.g_01389	Prbf.g_00666
OG0000324	Syap.g_01503	Prbf.g_00639
OG0000325	Syap.g_02680	Prbf.g_00628
OG0000326	Syap.g_00544	Prbf.g_00621
OG0000327	Syap.g_01233, Syap.g_01913	Prbf.g_00600
OG0000328	Syap.g_01234, Syap.g_01912	Prbf.g_00599
OG0000329	Syap.g_00498	Prbf.g_00582
OG0000330	Syap.g_00497	Prbf.g_00581
OG0000331	Syap.g_00496	Prbf.g_00580
OG0000332	Syap.g_00481	Prbf.g_00566
OG0000333	Syap.g_00478	Prbf.g_00564
OG0000334	Syap.g_00468	Prbf.g_00555
OG0000335	Syap.g_00101, Syap.g_00463	Prbf.g_00550
OG0000336	Syap.g_00417, Syap.g_00607	Prbf.g_00546
OG0000337	Syap.g_01054	Prbf.g_00528
OG0000338	Syap.g_01059	Prbf.g_00527
OG0000339	Syap.g_01068	Prbf.g_00521
OG0000340	Syap.g_01077	Prbf.g_00512
OG0000341	Syap.g_01079	Prbf.g_00510
OG0000342	Syap.g_01080, Syap.g_02477	Prbf.g_00509
OG0000343	Syap.g_01086, Syap.g_02078	Prbf.g_00508
OG0000344	Syap.g_01091	Prbf.g_00505
OG0000345	Syap.g_01107, Syap.g_01470	Prbf.g_00499
OG0000346	Syap.g_02423, Syap.g_01113	Prbf.g_00495
OG0000347	Syap.g_01131, Syap.g_02459	Prbf.g_00477
OG0000348	Syap.g_00632	Prbf.g_00469
OG0000349	Syap.g_00110, Syap.g_01813	Prbf.g_00452
OG0000351	Syap.g_02594	Prbf.g_00412
OG0000352	Syap.g_02596, Syap.g_02597	Prbf.g_00411
OG0000353	Syap.g_00054	Prbf.g_00394
OG0000355	Syap.g_00056	Prbf.g_00392
OG0000356	Syap.g_00057	Prbf.g_00391
OG0000357	Syap.g_00058	Prbf.g_00390
OG0000358	Syap.g_00063	Prbf.g_00386
OG0000359	Syap.g_00065	Prbf.g_00385
OG0000360	Syap.g_00067	Prbf.g_00384
OG0000361	Syap.g_00068	Prbf.g_00383
OG0000362	Syap.g_00070	Prbf.g_00381
OG0000363	Syap.g_00072	Prbf.g_01336
OG0000364	Syap.g_00620	Prbf.g_01337
OG0000365	Syap.g_00081	Prbf.g_01342
OG0000366	Syap.g_00082	Prbf.g_01343
OG0000367	Syap.g_00083	Prbf.g_01344
OG0000368	Syap.g_00085	Prbf.g_01346
OG0000369	Syap.g_00086	Prbf.g_01347
OG0000370	Syap.g_00087	Prbf.g_01348
OG0000372	Syap.g_01805	Prbf.g_01358
OG0000373	Syap.g_01806	Prbf.g_01359
OG0000374	Syap.g_01807	Prbf.g_01360
OG0000375	Syap.g_01808	Prbf.g_01362
OG0000376	Syap.g_01811	Prbf.g_01364
OG0000377	Syap.g_00128	Prbf.g_01368
OG0000378	Syap.g_01326	Prbf.g_01372
OG0000380	Syap.g_01687	Prbf.g_01392
OG0000381	Syap.g_01690	Prbf.g_01397
OG0000382	Syap.g_02548	Prbf.g_01407
OG0000383	Syap.g_02359	Prbf.g_01409
OG0000384	Syap.g_02360	Prbf.g_01410
OG0000385	Syap.g_02361	Prbf.g_01411
OG0000386	Syap.g_02362	Prbf.g_01412
OG0000387	Syap.g_01864	Prbf.g_01426
OG0000391	Syap.g_02234	Prbf.g_01446
OG0000392	Syap.g_02225	Prbf.g_01450
OG0000393	Syap.g_02222	Prbf.g_01453
OG0000394	Syap.g_02221	Prbf.g_01454
OG0000395	Syap.g_02220	Prbf.g_01455
OG0000396	Syap.g_02217	Prbf.g_01457
OG0000397	Syap.g_02215	Prbf.g_01459
OG0000398	Syap.g_02211	Prbf.g_01462
OG0000399	Syap.g_02210	Prbf.g_01463
OG0000400	Syap.g_02209	Prbf.g_01464
OG0000401	Syap.g_02208	Prbf.g_01465
OG0000402	Syap.g_02206	Prbf.g_01055
OG0000403	Syap.g_02205	Prbf.g_01467
OG0000404	Syap.g_02204, Syap.g_02618	Prbf.g_01468
OG0000405	Syap.g_02191	Prbf.g_01472
OG0000406	Syap.g_02186	Prbf.g_01480
OG0000407	Syap.g_02185	Prbf.g_01481
OG0000408	Syap.g_02181, Syap.g_02182	Prbf.g_01483
OG0000409	Syap.g_02179	Prbf.g_01485
OG0000410	Syap.g_02178	Prbf.g_01486
OG0000411	Syap.g_02177	Prbf.g_01487
OG0000412	Syap.g_02176	Prbf.g_01488
OG0000413	Syap.g_02174	Prbf.g_01490
OG0000414	Syap.g_02173	Prbf.g_01491
OG0000415	Syap.g_02172	Prbf.g_01492
OG0000416	Syap.g_02171	Prbf.g_01493
OG0000417	Syap.g_02169	Prbf.g_01494
OG0000418	Syap.g_01204	Prbf.g_01499
OG0000419	Syap.g_01201	Prbf.g_01501
OG0000420	Syap.g_01199	Prbf.g_01502
OG0000421	Syap.g_01195	Prbf.g_01507
OG0000422	Syap.g_01194	Prbf.g_01508
OG0000423	Syap.g_01193	Prbf.g_01509
OG0000424	Syap.g_01192	Prbf.g_01510
OG0000425	Syap.g_01191	Prbf.g_01511
OG0000426	Syap.g_01190	Prbf.g_01512
OG0000427	Syap.g_01189	Prbf.g_01513
OG0000428	Syap.g_01186	Prbf.g_01515
OG0000429	Syap.g_01184	Prbf.g_01516
OG0000430	Syap.g_01182	Prbf.g_01517
OG0000431	Syap.g_01179	Prbf.g_01519
OG0000432	Syap.g_02277	Prbf.g_01523
OG0000433	Syap.g_02272	Prbf.g_01524
OG0000434	Syap.g_02271	Prbf.g_01525
OG0000435	Syap.g_02268	Prbf.g_01526
OG0000436	Syap.g_01607	Prbf.g_01531
OG0000437	Syap.g_01608	Prbf.g_01532
OG0000438	Syap.g_01612	Prbf.g_01533
OG0000439	Syap.g_01614	Prbf.g_01535
OG0000440	Syap.g_01615	Prbf.g_01536
OG0000441	Syap.g_01619	Prbf.g_01539
OG0000442	Syap.g_01620	Prbf.g_01540
OG0000443	Syap.g_01622	Prbf.g_01541
OG0000444	Syap.g_01424	Prbf.g_01547
OG0000445	Syap.g_01421	Prbf.g_01548
OG0000446	Syap.g_01419	Prbf.g_01549
OG0000447	Syap.g_01410	Prbf.g_01550
OG0000448	Syap.g_01407	Prbf.g_01551
OG0000449	Syap.g_01406	Prbf.g_01552
OG0000450	Syap.g_01909	Prbf.g_01553
OG0000451	Syap.g_01908	Prbf.g_01554
OG0000452	Syap.g_01904	Prbf.g_01557
OG0000453	Syap.g_01903	Prbf.g_01558
OG0000454	Syap.g_01902	Prbf.g_01559
OG0000455	Syap.g_01901	Prbf.g_01560
OG0000456	Syap.g_01900	Prbf.g_01561
OG0000457	Syap.g_01896	Prbf.g_01563
OG0000458	Syap.g_01895	Prbf.g_01564
OG0000459	Syap.g_01894	Prbf.g_01565
OG0000460	Syap.g_01159	Prbf.g_01573
OG0000461	Syap.g_01575	Prbf.g_01581
OG0000462	Syap.g_01578	Prbf.g_01583
OG0000463	Syap.g_01579	Prbf.g_01584
OG0000464	Syap.g_01580	Prbf.g_01585
OG0000465	Syap.g_01582	Prbf.g_01586
OG0000466	Syap.g_01587	Prbf.g_01589
OG0000467	Syap.g_01588	Prbf.g_01590
OG0000468	Syap.g_01593	Prbf.g_01593
OG0000469	Syap.g_02352	Prbf.g_01601
OG0000470	Syap.g_02349	Prbf.g_01603
OG0000471	Syap.g_02348	Prbf.g_01604
OG0000472	Syap.g_02347	Prbf.g_01606
OG0000473	Syap.g_02343	Prbf.g_01608
OG0000474	Syap.g_02342	Prbf.g_01609
OG0000475	Syap.g_02341	Prbf.g_01610
OG0000476	Syap.g_02339	Prbf.g_01612
OG0000477	Syap.g_01367	Prbf.g_01615
OG0000478	Syap.g_01366	Prbf.g_01616
OG0000479	Syap.g_01364	Prbf.g_01617
OG0000480	Syap.g_01357	Prbf.g_01622
OG0000482	Syap.g_01355	Prbf.g_01626
OG0000483	Syap.g_01344	Prbf.g_01629
OG0000484	Syap.g_01350	Prbf.g_01630
OG0000485	Syap.g_01349	Prbf.g_01632
OG0000487	Syap.g_01635	Prbf.g_01636
OG0000488	Syap.g_01639	Prbf.g_01639
OG0000489	Syap.g_02482	Prbf.g_01644
OG0000490	Syap.g_01673	Prbf.g_01648
OG0000491	Syap.g_01670	Prbf.g_01649
OG0000492	Syap.g_01668	Prbf.g_01651
OG0000493	Syap.g_01667	Prbf.g_01652
OG0000494	Syap.g_01666	Prbf.g_01653
OG0000495	Syap.g_01665	Prbf.g_01654
OG0000496	Syap.g_01663	Prbf.g_01655
OG0000497	Syap.g_01662	Prbf.g_01656
OG0000498	Syap.g_01661	Prbf.g_01657
OG0000499	Syap.g_01660	Prbf.g_01658
OG0000500	Syap.g_01659	Prbf.g_01659
OG0000501	Syap.g_01656	Prbf.g_01660
OG0000502	Syap.g_02066	Prbf.g_01663
OG0000503	Syap.g_00569	Prbf.g_01678
OG0000504	Syap.g_00567	Prbf.g_01680
OG0000505	Syap.g_00566	Prbf.g_01681
OG0000506	Syap.g_00564	Prbf.g_01682
OG0000507	Syap.g_00558	Prbf.g_01685
OG0000508	Syap.g_00554	Prbf.g_01689
OG0000509	Syap.g_00551	Prbf.g_01691
OG0000510	Syap.g_00550	Prbf.g_01692
OG0000511	Syap.g_00548	Prbf.g_01693
OG0000512	Syap.g_02145	Prbf.g_01695
OG0000513	Syap.g_02048	Prbf.g_01704
OG0000514	Syap.g_02051	Prbf.g_01715
OG0000515	Syap.g_02052	Prbf.g_01716
OG0000516	Syap.g_02054	Prbf.g_01717
OG0000517	Syap.g_02057	Prbf.g_01719
OG0000519	Syap.g_00457	Prbf.g_01731
OG0000520	Syap.g_00456	Prbf.g_01732
OG0000521	Syap.g_01997	Prbf.g_01740
OG0000522	Syap.g_01995	Prbf.g_01742
OG0000523	Syap.g_02507	Prbf.g_01743
OG0000524	Syap.g_02135	Prbf.g_01748
OG0000525	Syap.g_02159	Prbf.g_01752
OG0000526	Syap.g_02157	Prbf.g_01753
OG0000527	Syap.g_02758	Prbf.g_01756
OG0000528	Syap.g_02261	Prbf.g_01761
OG0000529	Syap.g_02254	Prbf.g_01764
OG0000530	Syap.g_02252	Prbf.g_01767
OG0000531	Syap.g_02251	Prbf.g_01768
OG0000532	Syap.g_02247	Prbf.g_01770
OG0000533	Syap.g_02244	Prbf.g_01771
OG0000534	Syap.g_02243	Prbf.g_01772
OG0000535	Syap.g_02242	Prbf.g_01773
OG0000536	Syap.g_02241	Prbf.g_01774
OG0000537	Syap.g_02240	Prbf.g_01775
OG0000538	Syap.g_00271	Prbf.g_01784
OG0000539	Syap.g_00270	Prbf.g_01785
OG0000540	Syap.g_00269	Prbf.g_01786
OG0000541	Syap.g_00268	Prbf.g_01787
OG0000542	Syap.g_00264	Prbf.g_01788
OG0000543	Syap.g_00261	Prbf.g_01790
OG0000544	Syap.g_00260	Prbf.g_01791
OG0000545	Syap.g_00259	Prbf.g_01793
OG0000546	Syap.g_00256	Prbf.g_01796
OG0000547	Syap.g_00254	Prbf.g_01798
OG0000548	Syap.g_00253	Prbf.g_01799
OG0000549	Syap.g_00758	Prbf.g_01801
OG0000550	Syap.g_02747	Prbf.g_01805
OG0000551	Syap.g_02739	Prbf.g_01808
OG0000552	Syap.g_02738	Prbf.g_01809
OG0000553	Syap.g_02735	Prbf.g_01810
OG0000554	Syap.g_01450	Prbf.g_01815
OG0000555	Syap.g_01941	Prbf.g_01823
OG0000556	Syap.g_01933	Prbf.g_01825
OG0000557	Syap.g_01931	Prbf.g_01826
OG0000558	Syap.g_01147	Prbf.g_01828
OG0000560	Syap.g_00305	Prbf.g_01835
OG0000561	Syap.g_00304	Prbf.g_01836
OG0000562	Syap.g_00302	Prbf.g_01837
OG0000563	Syap.g_00301	Prbf.g_01838
OG0000564	Syap.g_00300	Prbf.g_01839
