Orthogroup	Syap	Syag
OG0000207	Syap.g_01426, Syap.g_00424	Syag.g_02051
OG0000208	Syap.g_00426, Syap.g_01425	Syag.g_02052
OG0000209	Syap.g_01906	Syag.g_02069
OG0000210	Syap.g_01905	Syag.g_02070
OG0000211	Syap.g_01160	Syag.g_01788
OG0000212	Syap.g_02664	Syag.g_01777
OG0000213	Syap.g_00107, Syap.g_01599	Syag.g_02632
OG0000214	Syap.g_02344, Syap.g_02345	Syag.g_02615
OG0000215	Syap.g_01347, Syap.g_01629	Syag.g_02584
OG0000216	Syap.g_01634	Syag.g_02580
OG0000217	Syap.g_01638	Syag.g_02576
OG0000218	Syap.g_01641, Syap.g_01640	Syag.g_02574
OG0000219	Syap.g_01642, Syap.g_01643	Syag.g_02573
OG0000220	Syap.g_01645	Syag.g_02572
OG0000221	Syap.g_01646	Syag.g_02566
OG0000222	Syap.g_01669	Syag.g_02550
OG0000223	Syap.g_02072, Syap.g_02073	Syag.g_02475
OG0000224	Syap.g_02064	Syag.g_02471
OG0000225	Syap.g_00553, Syap.g_00552	Syag.g_02861
OG0000226	Syap.g_02029, Syap.g_02144	Syag.g_02865
OG0000227	Syap.g_02147, Syap.g_02034, Syap.g_02033	Syag.g_02867
OG0000228	Syap.g_00116, Syap.g_02041	Syag.g_00004
OG0000229	Syap.g_02059	Syag.g_00033
OG0000230	Syap.g_02061	Syag.g_00035
OG0000231	Syap.g_02533	Syag.g_00048
OG0000232	Syap.g_02510, Syap.g_02511	Syag.g_00059
OG0000233	Syap.g_02133	Syag.g_01330
OG0000234	Syap.g_02755	Syag.g_01358
OG0000235	Syap.g_00732, Syap.g_02258	Syag.g_01529
OG0000236	Syap.g_02238	Syag.g_01513
OG0000237	Syap.g_00262, Syap.g_00263	Syag.g_01495
OG0000238	Syap.g_00257, Syap.g_00258	Syag.g_01490
OG0000239	Syap.g_02744	Syag.g_01472
OG0000240	Syap.g_02742	Syag.g_01471
OG0000241	Syap.g_00888	Syag.g_00396
OG0000242	Syap.g_01455	Syag.g_01456
OG0000243	Syap.g_01938	Syag.g_00255
OG0000244	Syap.g_01146, Syap.g_01145	Syag.g_00268
OG0000245	Syap.g_01148	Syag.g_00270
OG0000246	Syap.g_00308	Syag.g_00274
OG0000247	Syap.g_00288, Syap.g_00293	Syag.g_00286
OG0000248	Syap.g_00290	Syag.g_00289
OG0000249	Syap.g_01296, Syap.g_01295	Syag.g_00291
OG0000250	Syap.g_01306	Syag.g_00299
OG0000251	Syap.g_00442	Syag.g_00328
OG0000252	Syap.g_01857	Syag.g_00331
OG0000253	Syap.g_00443	Syag.g_00333
OG0000254	Syap.g_01527, Syap.g_01528	Syag.g_00356
OG0000256	Syap.g_01287	Syag.g_00385
OG0000257	Syap.g_00886	Syag.g_00395
OG0000258	Syap.g_00907	Syag.g_00423
OG0000260	Syap.g_01970	Syag.g_00570
OG0000261	Syap.g_01962, Syap.g_01961	Syag.g_00581
OG0000262	Syap.g_01954	Syag.g_00586
OG0000263	Syap.g_00432, Syap.g_00433	Syag.g_01079
OG0000266	Syap.g_00519	Syag.g_00907
OG0000267	Syap.g_02333, Syap.g_02332	Syag.g_00762
OG0000268	Syap.g_00646	Syag.g_00763
OG0000269	Syap.g_00188	Syag.g_00662
OG0000270	Syap.g_00192	Syag.g_00665
OG0000271	Syap.g_00200, Syap.g_00201	Syag.g_00673
OG0000273	Syap.g_02703	Syag.g_00713
OG0000274	Syap.g_02702	Syag.g_00714
OG0000275	Syap.g_01847	Syag.g_00717
OG0000276	Syap.g_01839, Syap.g_01838	Syag.g_00723
OG0000277	Syap.g_01837	Syag.g_00724
OG0000278	Syap.g_01834	Syag.g_00727
OG0000279	Syap.g_00829, Syap.g_00830	Syag.g_00735
OG0000280	Syap.g_00365	Syag.g_00741
OG0000281	Syap.g_01977	Syag.g_00572
OG0000282	Syap.g_01252	Syag.g_00611
OG0000283	Syap.g_01728	Syag.g_00775
OG0000284	Syap.g_01736	Syag.g_00780
OG0000285	Syap.g_01746, Syap.g_01744	Syag.g_00791
OG0000286	Syap.g_02014, Syap.g_02013	Syag.g_00809
OG0000288	Syap.g_02764, Syap.g_02763	Syag.g_00869
OG0000289	Syap.g_02784	Syag.g_00884
OG0000290	Syap.g_01552	Syag.g_00970
OG0000291	Syap.g_01554	Syag.g_00972
OG0000292	Syap.g_02314	Syag.g_02265
OG0000293	Syap.g_00240	Syag.g_01155
OG0000294	Syap.g_00239	Syag.g_01154
OG0000295	Syap.g_00206	Syag.g_01115
OG0000296	Syap.g_00204	Syag.g_01113
OG0000297	Syap.g_01887	Syag.g_01099
OG0000298	Syap.g_01888	Syag.g_01098
OG0000299	Syap.g_02620	Syag.g_01067
OG0000302	Syap.g_02444, Syap.g_02445	Syag.g_01060
OG0000303	Syap.g_02435	Syag.g_01048
OG0000304	Syap.g_02430	Syag.g_01041
OG0000305	Syap.g_01557	Syag.g_00977
OG0000306	Syap.g_01966	Syag.g_00460
OG0000307	Syap.g_02517	Syag.g_01546
OG0000308	Syap.g_02514, Syap.g_02515	Syag.g_01548
OG0000309	Syap.g_02198, Syap.g_02446	Syag.g_01553
OG0000310	Syap.g_02660, Syap.g_02661	Syag.g_01291
OG0000311	Syap.g_02657	Syag.g_01300
OG0000312	Syap.g_02114	Syag.g_01434
OG0000313	Syap.g_02473	Syag.g_00966, Syag.g_01412
OG0000314	Syap.g_00007	Syag.g_01380
OG0000315	Syap.g_00017	Syag.g_01369
OG0000316	Syap.g_00030	Syag.g_01641
OG0000317	Syap.g_00618	Syag.g_01684
OG0000318	Syap.g_00622, Syap.g_02786	Syag.g_01688
OG0000319	Syap.g_01764, Syap.g_01771	Syag.g_01710
OG0000320	Syap.g_01761, Syap.g_01769	Syag.g_01712
OG0000321	Syap.g_01760, Syap.g_01768	Syag.g_01713
OG0000322	Syap.g_01759, Syap.g_01767	Syag.g_01714
OG0000323	Syap.g_01389	Syag.g_01728
OG0000324	Syap.g_01503	Syag.g_01757
OG0000325	Syap.g_02680	Syag.g_02690
OG0000326	Syap.g_00544	Syag.g_02698
OG0000327	Syap.g_01233, Syap.g_01913	Syag.g_02728
OG0000328	Syap.g_01234, Syap.g_01912	Syag.g_02729
OG0000329	Syap.g_00498	Syag.g_02747
OG0000330	Syap.g_00497	Syag.g_02748
OG0000331	Syap.g_00496	Syag.g_02749
OG0000332	Syap.g_00481	Syag.g_02764
OG0000333	Syap.g_00478	Syag.g_02767
OG0000334	Syap.g_00468	Syag.g_02777
OG0000335	Syap.g_00101, Syap.g_00463	Syag.g_02782
OG0000336	Syap.g_00417, Syap.g_00607	Syag.g_02786
OG0000337	Syap.g_01054	Syag.g_02445
OG0000338	Syap.g_01059	Syag.g_02440
OG0000340	Syap.g_01077	Syag.g_02416
OG0000341	Syap.g_01079	Syag.g_02414
OG0000342	Syap.g_01080, Syap.g_02477	Syag.g_02413
OG0000343	Syap.g_01086, Syap.g_02078	Syag.g_02411
OG0000344	Syap.g_01091	Syag.g_02407
OG0000345	Syap.g_01107, Syap.g_01470	Syag.g_02397
OG0000346	Syap.g_01113	Syag.g_02392
OG0000347	Syap.g_01131, Syap.g_02459	Syag.g_02366
OG0000348	Syap.g_00632	Syag.g_02357
OG0000349	Syap.g_00110, Syap.g_01813	Syag.g_02330
OG0000351	Syap.g_02594	Syag.g_02244
OG0000352	Syap.g_02596, Syap.g_02597	Syag.g_02245
OG0000353	Syap.g_00054	Syag.g_02271
OG0000354	Syap.g_00075, Syap.g_02635	Syag.g_02291
OG0000355	Syap.g_00056	Syag.g_02273
OG0000356	Syap.g_00057	Syag.g_02274
OG0000357	Syap.g_00058	Syag.g_02275
OG0000358	Syap.g_00063	Syag.g_02279
OG0000359	Syap.g_00065	Syag.g_02281
OG0000360	Syap.g_00067	Syag.g_02282
OG0000361	Syap.g_00068	Syag.g_02283
OG0000362	Syap.g_00070	Syag.g_02285
OG0000363	Syap.g_00072	Syag.g_02287
OG0000364	Syap.g_00620	Syag.g_02288
OG0000365	Syap.g_00081	Syag.g_02297
OG0000366	Syap.g_00082	Syag.g_02298
OG0000367	Syap.g_00083	Syag.g_02299
OG0000368	Syap.g_00085	Syag.g_02301
OG0000369	Syap.g_00086	Syag.g_02302
OG0000370	Syap.g_00087	Syag.g_02303
OG0000372	Syap.g_01805	Syag.g_02317
OG0000373	Syap.g_01806	Syag.g_02318
OG0000374	Syap.g_01807	Syag.g_02319
OG0000375	Syap.g_01808	Syag.g_02326
OG0000376	Syap.g_01811	Syag.g_02328
OG0000377	Syap.g_00128	Syag.g_02119
OG0000378	Syap.g_01326	Syag.g_02099
OG0000380	Syap.g_01687	Syag.g_01817
OG0000381	Syap.g_01690	Syag.g_01820
OG0000382	Syap.g_02548	Syag.g_01838
OG0000383	Syap.g_02359	Syag.g_01843
OG0000384	Syap.g_02360	Syag.g_01844
OG0000385	Syap.g_02361	Syag.g_01845
OG0000386	Syap.g_02362	Syag.g_01846
OG0000387	Syap.g_01864	Syag.g_01876
OG0000391	Syap.g_02234	Syag.g_01908
OG0000392	Syap.g_02225	Syag.g_01914
OG0000393	Syap.g_02222	Syag.g_01917
OG0000394	Syap.g_02221	Syag.g_01918
OG0000395	Syap.g_02220	Syag.g_01919
OG0000396	Syap.g_02217	Syag.g_01922
OG0000397	Syap.g_02215	Syag.g_01924
OG0000398	Syap.g_02211	Syag.g_01929
OG0000399	Syap.g_02210	Syag.g_01930
OG0000400	Syap.g_02209	Syag.g_01931
OG0000401	Syap.g_02208	Syag.g_01932
OG0000402	Syap.g_02206	Syag.g_01934
OG0000403	Syap.g_02205	Syag.g_01935
OG0000404	Syap.g_02204, Syap.g_02618	Syag.g_01937
OG0000405	Syap.g_02191	Syag.g_01949
OG0000406	Syap.g_02186	Syag.g_01953
OG0000407	Syap.g_02185	Syag.g_01954
OG0000408	Syap.g_02181, Syap.g_02182	Syag.g_01956
OG0000409	Syap.g_02179	Syag.g_01958
OG0000410	Syap.g_02178	Syag.g_01959
OG0000411	Syap.g_02177	Syag.g_01960
OG0000412	Syap.g_02176	Syag.g_01961
OG0000413	Syap.g_02174	Syag.g_01963
OG0000414	Syap.g_02173	Syag.g_01964
OG0000415	Syap.g_02172	Syag.g_01965
OG0000416	Syap.g_02171	Syag.g_01966
OG0000417	Syap.g_02169	Syag.g_01967
OG0000418	Syap.g_01204	Syag.g_01973
OG0000419	Syap.g_01201	Syag.g_01975
OG0000420	Syap.g_01199	Syag.g_01977
OG0000421	Syap.g_01195	Syag.g_01982
OG0000422	Syap.g_01194	Syag.g_01983
OG0000423	Syap.g_01193	Syag.g_01984
OG0000424	Syap.g_01192	Syag.g_01985
OG0000425	Syap.g_01191	Syag.g_01986
OG0000426	Syap.g_01190	Syag.g_01987
OG0000427	Syap.g_01189	Syag.g_01988
OG0000428	Syap.g_01186	Syag.g_01991
OG0000429	Syap.g_01184	Syag.g_01993
OG0000430	Syap.g_01182	Syag.g_01995
OG0000431	Syap.g_01179	Syag.g_01998
OG0000432	Syap.g_02277	Syag.g_02007
OG0000433	Syap.g_02272	Syag.g_02009
OG0000434	Syap.g_02271	Syag.g_02010
OG0000435	Syap.g_02268	Syag.g_02017
OG0000436	Syap.g_01607	Syag.g_02028
OG0000437	Syap.g_01608	Syag.g_02029
OG0000438	Syap.g_01612	Syag.g_02031
OG0000439	Syap.g_01614	Syag.g_02033
OG0000440	Syap.g_01615	Syag.g_02034
OG0000441	Syap.g_01619	Syag.g_02041
OG0000442	Syap.g_01620	Syag.g_02044
OG0000443	Syap.g_01622	Syag.g_02046
OG0000444	Syap.g_01424	Syag.g_02053
OG0000445	Syap.g_01421	Syag.g_02054
OG0000446	Syap.g_01419	Syag.g_02056
OG0000447	Syap.g_01410	Syag.g_02059
OG0000448	Syap.g_01407	Syag.g_02060
OG0000449	Syap.g_01406	Syag.g_02061
OG0000450	Syap.g_01909	Syag.g_02066
OG0000451	Syap.g_01908	Syag.g_02067
OG0000452	Syap.g_01904	Syag.g_02071
OG0000453	Syap.g_01903	Syag.g_02072
OG0000454	Syap.g_01902	Syag.g_02073
OG0000455	Syap.g_01901	Syag.g_02074
OG0000456	Syap.g_01900	Syag.g_02075
OG0000457	Syap.g_01896	Syag.g_02077
OG0000458	Syap.g_01895	Syag.g_02080
OG0000459	Syap.g_01894	Syag.g_02081
OG0000460	Syap.g_01159	Syag.g_01786
OG0000461	Syap.g_01575	Syag.g_02675
OG0000462	Syap.g_01578	Syag.g_02672
OG0000463	Syap.g_01579	Syag.g_02671
OG0000464	Syap.g_01580	Syag.g_02670
OG0000465	Syap.g_01582	Syag.g_02668
OG0000466	Syap.g_01587	Syag.g_02662
OG0000467	Syap.g_01588	Syag.g_02660
OG0000468	Syap.g_01593	Syag.g_02636
OG0000469	Syap.g_02352	Syag.g_02621
OG0000470	Syap.g_02349	Syag.g_02619
OG0000471	Syap.g_02348	Syag.g_02618
OG0000472	Syap.g_02347	Syag.g_02616
OG0000473	Syap.g_02343	Syag.g_02614
OG0000474	Syap.g_02342	Syag.g_02613
OG0000475	Syap.g_02341	Syag.g_02612
OG0000476	Syap.g_02339	Syag.g_02610
OG0000477	Syap.g_01367	Syag.g_02604
OG0000478	Syap.g_01366	Syag.g_02603
OG0000479	Syap.g_01364	Syag.g_02602
OG0000480	Syap.g_01357	Syag.g_02595
OG0000482	Syap.g_01355	Syag.g_02592
OG0000483	Syap.g_01344	Syag.g_02588
OG0000484	Syap.g_01350	Syag.g_02587
OG0000485	Syap.g_01349	Syag.g_02586
OG0000487	Syap.g_01635	Syag.g_02579
OG0000488	Syap.g_01639	Syag.g_02575
OG0000489	Syap.g_02482	Syag.g_02565
OG0000490	Syap.g_01673	Syag.g_02553
OG0000491	Syap.g_01670	Syag.g_02551
OG0000492	Syap.g_01668	Syag.g_02549
OG0000493	Syap.g_01667	Syag.g_02548
OG0000494	Syap.g_01666	Syag.g_02547
OG0000495	Syap.g_01665	Syag.g_02546
OG0000496	Syap.g_01663	Syag.g_02545
OG0000497	Syap.g_01662	Syag.g_02544
OG0000498	Syap.g_01661	Syag.g_02543
OG0000499	Syap.g_01660	Syag.g_02542
OG0000500	Syap.g_01659	Syag.g_02541
OG0000501	Syap.g_01656	Syag.g_02538
OG0000502	Syap.g_02066	Syag.g_02467
OG0000503	Syap.g_00569	Syag.g_02843
OG0000504	Syap.g_00567	Syag.g_02845
OG0000505	Syap.g_00566	Syag.g_02846
OG0000506	Syap.g_00564	Syag.g_02849
OG0000507	Syap.g_00558	Syag.g_02855
OG0000508	Syap.g_00554	Syag.g_02860
OG0000509	Syap.g_00551	Syag.g_02862
OG0000510	Syap.g_00550	Syag.g_02863
OG0000511	Syap.g_00548	Syag.g_02864
OG0000512	Syap.g_02145	Syag.g_02866
OG0000513	Syap.g_02048	Syag.g_00009
OG0000514	Syap.g_02051	Syag.g_00018
OG0000515	Syap.g_02052	Syag.g_00019
OG0000516	Syap.g_02054	Syag.g_00025
OG0000517	Syap.g_02057	Syag.g_00032
OG0000519	Syap.g_00457	Syag.g_00045
OG0000520	Syap.g_00456	Syag.g_00046
OG0000521	Syap.g_01997	Syag.g_00054
OG0000522	Syap.g_01995	Syag.g_00056
OG0000523	Syap.g_02507	Syag.g_00057
OG0000524	Syap.g_02135	Syag.g_01327
OG0000525	Syap.g_02159	Syag.g_01345
OG0000526	Syap.g_02157	Syag.g_01348
OG0000527	Syap.g_02758	Syag.g_01354
OG0000528	Syap.g_02261	Syag.g_01532
OG0000529	Syap.g_02254	Syag.g_01527
OG0000530	Syap.g_02252	Syag.g_01524
OG0000531	Syap.g_02251	Syag.g_01523
OG0000532	Syap.g_02247	Syag.g_01520
OG0000533	Syap.g_02244	Syag.g_01518
OG0000534	Syap.g_02243	Syag.g_01517
OG0000535	Syap.g_02242	Syag.g_01516
OG0000536	Syap.g_02241	Syag.g_01515
OG0000537	Syap.g_02240	Syag.g_01514
OG0000538	Syap.g_00271	Syag.g_01502
OG0000539	Syap.g_00270	Syag.g_01501
OG0000540	Syap.g_00269	Syag.g_01500
OG0000541	Syap.g_00268	Syag.g_01499
OG0000542	Syap.g_00264	Syag.g_01496
OG0000543	Syap.g_00261	Syag.g_01494
OG0000544	Syap.g_00260	Syag.g_01493
OG0000545	Syap.g_00259	Syag.g_01491
OG0000546	Syap.g_00256	Syag.g_01489
OG0000547	Syap.g_00254	Syag.g_01487
OG0000548	Syap.g_00253	Syag.g_01486
OG0000549	Syap.g_00758	Syag.g_01480
OG0000550	Syap.g_02747	Syag.g_01474
OG0000551	Syap.g_02739	Syag.g_01470
OG0000552	Syap.g_02738	Syag.g_01469
OG0000553	Syap.g_02735	Syag.g_01464
OG0000554	Syap.g_01450	Syag.g_01453
OG0000555	Syap.g_01941	Syag.g_00075
OG0000556	Syap.g_01933	Syag.g_00257
OG0000557	Syap.g_01931	Syag.g_00267
OG0000558	Syap.g_01147	Syag.g_00269
OG0000560	Syap.g_00305	Syag.g_00276
OG0000561	Syap.g_00304	Syag.g_00277
OG0000562	Syap.g_00302	Syag.g_00278
OG0000563	Syap.g_00301	Syag.g_00279
OG0000564	Syap.g_00300	Syag.g_00280
OG0000565	Syap.g_00296	Syag.g_00284
OG0000566	Syap.g_00291	Syag.g_00288
OG0000567	Syap.g_01297	Syag.g_00292
OG0000568	Syap.g_01302	Syag.g_00295
OG0000569	Syap.g_01303	Syag.g_00296
OG0000570	Syap.g_01304	Syag.g_00297
OG0000571	Syap.g_01307	Syag.g_00301
OG0000573	Syap.g_00765	Syag.g_00329
OG0000574	Syap.g_00759	Syag.g_00330
OG0000575	Syap.g_00445	Syag.g_00335
OG0000576	Syap.g_00450	Syag.g_00337
OG0000577	Syap.g_00451	Syag.g_00338
OG0000578	Syap.g_00452	Syag.g_00339
OG0000579	Syap.g_00453	Syag.g_00340
OG0000580	Syap.g_00454	Syag.g_00341
OG0000581	Syap.g_01521	Syag.g_00348
OG0000582	Syap.g_01533	Syag.g_00353
OG0000583	Syap.g_01532	Syag.g_00354
OG0000584	Syap.g_01530	Syag.g_00355
OG0000585	Syap.g_01526	Syag.g_00357
OG0000586	Syap.g_01525	Syag.g_00358
OG0000587	Syap.g_01523	Syag.g_00360
OG0000588	Syap.g_00776	Syag.g_00371
