Orthogroup	Prbm	Prbh
OG0000043	Prbm.g_00950	Prbh.g_01048
OG0000044	Prbm.g_01549	Prbh.g_01283
OG0000046	Prbm.g_01834	Prbh.g_01408
OG0000047	Prbm.g_02094	Prbh.g_01581
OG0000048	Prbm.g_02102	Prbh.g_01573
OG0000050	Prbm.g_00031	Prbh.g_00749
OG0000051	Prbm.g_00216	Prbh.g_00625
OG0000052	Prbm.g_01172, Prbm.g_01237	Prbh.g_00821
OG0000053	Prbm.g_00572	Prbh.g_01856
OG0000054	Prbm.g_00047	Prbh.g_01897
OG0000055	Prbm.g_00838, Prbm.g_01191	Prbh.g_00976
OG0000056	Prbm.g_00048	Prbh.g_01334
OG0000057	Prbm.g_00297	Prbh.g_00543
OG0000058	Prbm.g_00500	Prbh.g_00356
OG0000059	Prbm.g_00735	Prbh.g_00936
OG0000060	Prbm.g_01186	Prbh.g_00775
OG0000062	Prbm.g_01910	Prbh.g_01868
OG0000063	Prbm.g_01522	Prbh.g_01255
OG0000065	Prbm.g_00468, Prbm.g_01611	Prbh.g_01373
OG0000066	Prbm.g_00707	Prbh.g_00031
OG0000067	Prbm.g_01174	Prbh.g_01835
OG0000068	Prbm.g_02033	Prbh.g_01644
OG0000069	Prbm.g_01747	Prbh.g_00138
OG0000070	Prbm.g_00477	Prbh.g_01803
OG0000071	Prbm.g_00011	Prbh.g_01953
OG0000072	Prbm.g_00377	Prbh.g_00457
OG0000073	Prbm.g_00702	Prbh.g_01182
OG0000074	Prbm.g_00728	Prbh.g_00926
OG0000075	Prbm.g_00821	Prbh.g_00960
OG0000076	Prbm.g_01064	Prbh.g_01031
OG0000077	Prbm.g_00434, Prbm.g_01230, Prbm.g_01383, Prbm.g_01118, Prbm.g_01809, Prbm.g_01405	Prbh.g_01904
OG0000078	Prbm.g_00394	Prbh.g_00032
OG0000079	Prbm.g_01792	Prbh.g_00184
OG0000080	Prbm.g_01182	Prbh.g_01860
OG0000081	Prbm.g_02067	Prbh.g_01609
OG0000082	Prbm.g_02188	Prbh.g_01516
OG0000083	Prbm.g_00003	Prbh.g_01473
OG0000084	Prbm.g_00006	Prbh.g_01470
OG0000085	Prbm.g_00023	Prbh.g_00757
OG0000086	Prbm.g_00063, Prbm.g_01170	Prbh.g_01826
OG0000087	Prbm.g_00058	Prbh.g_00731
OG0000088	Prbm.g_00172	Prbh.g_00668
OG0000089	Prbm.g_00181	Prbh.g_00659
OG0000090	Prbm.g_00198	Prbh.g_00642
OG0000091	Prbm.g_00228	Prbh.g_00613
OG0000092	Prbm.g_00229	Prbh.g_00612
OG0000093	Prbm.g_00243	Prbh.g_00599
OG0000094	Prbm.g_00262	Prbh.g_00580
OG0000095	Prbm.g_00266	Prbh.g_00575
OG0000096	Prbm.g_00310	Prbh.g_00528
OG0000097	Prbm.g_00331	Prbh.g_00505
OG0000098	Prbm.g_00341	Prbh.g_00494
OG0000099	Prbm.g_00350	Prbh.g_00484
OG0000100	Prbm.g_00353	Prbh.g_00481
OG0000101	Prbm.g_00425	Prbh.g_00413
OG0000102	Prbm.g_01389	Prbh.g_01825
OG0000103	Prbm.g_00501	Prbh.g_00355
OG0000104	Prbm.g_00506	Prbh.g_00351
OG0000105	Prbm.g_00533	Prbh.g_00330
OG0000106	Prbm.g_00565	Prbh.g_00297
OG0000107	Prbm.g_00566	Prbh.g_00296
OG0000108	Prbm.g_00576	Prbh.g_00287
OG0000109	Prbm.g_00585	Prbh.g_00278
OG0000110	Prbm.g_00601	Prbh.g_00260
OG0000111	Prbm.g_00682	Prbh.g_01202
OG0000112	Prbm.g_00683	Prbh.g_01201
OG0000113	Prbm.g_00766	Prbh.g_01149
OG0000114	Prbm.g_00812	Prbh.g_00951
OG0000115	Prbm.g_00988	Prbh.g_01086
OG0000116	Prbm.g_00992	Prbh.g_01090
OG0000117	Prbm.g_01061	Prbh.g_01034
OG0000118	Prbm.g_01210	Prbh.g_01328
OG0000119	Prbm.g_01913	Prbh.g_01865
OG0000120	Prbm.g_01542	Prbh.g_01276
OG0000121	Prbm.g_01519	Prbh.g_01253
OG0000122	Prbm.g_01499	Prbh.g_01233
OG0000123	Prbm.g_01489	Prbh.g_01450
OG0000124	Prbm.g_01054	Prbh.g_01397
OG0000125	Prbm.g_01622	Prbh.g_01385
OG0000126	Prbm.g_01660	Prbh.g_00009
OG0000127	Prbm.g_01696	Prbh.g_00084
OG0000128	Prbm.g_01711	Prbh.g_00100
OG0000129	Prbm.g_01745	Prbh.g_00136
OG0000130	Prbm.g_01839	Prbh.g_01785
OG0000131	Prbm.g_01876	Prbh.g_01745
OG0000132	Prbm.g_01878	Prbh.g_01742
OG0000133	Prbm.g_01991	Prbh.g_01686
OG0000134	Prbm.g_02027	Prbh.g_01650
OG0000135	Prbm.g_02029	Prbh.g_01648
OG0000136	Prbm.g_02079	Prbh.g_01597
OG0000137	Prbm.g_02114	Prbh.g_01563
OG0000138	Prbm.g_02176	Prbh.g_01528
OG0000139	Prbm.g_02212	Prbh.g_01497
OG0000140	Prbm.g_00001	Prbh.g_01475
OG0000141	Prbm.g_00002	Prbh.g_01474
OG0000142	Prbm.g_00004	Prbh.g_01472
OG0000143	Prbm.g_00005	Prbh.g_01471
OG0000144	Prbm.g_00007	Prbh.g_01469
OG0000145	Prbm.g_00008	Prbh.g_01468
OG0000146	Prbm.g_00009	Prbh.g_01467
OG0000147	Prbm.g_00010	Prbh.g_01466
OG0000148	Prbm.g_00012	Prbh.g_01952
OG0000149	Prbm.g_00014	Prbh.g_00766
OG0000150	Prbm.g_00015	Prbh.g_00765
OG0000151	Prbm.g_00016	Prbh.g_00764
OG0000152	Prbm.g_00017	Prbh.g_00763
OG0000153	Prbm.g_00018	Prbh.g_00762
OG0000154	Prbm.g_00019	Prbh.g_00761
OG0000155	Prbm.g_00020	Prbh.g_00760
OG0000156	Prbm.g_00021	Prbh.g_00759
OG0000157	Prbm.g_00022	Prbh.g_00758
OG0000158	Prbm.g_00024	Prbh.g_00756
OG0000159	Prbm.g_00025	Prbh.g_00755
OG0000160	Prbm.g_00026	Prbh.g_00754
OG0000161	Prbm.g_00027	Prbh.g_00753
OG0000162	Prbm.g_00028	Prbh.g_00752
OG0000163	Prbm.g_00029	Prbh.g_00751
OG0000164	Prbm.g_00032	Prbh.g_00748
OG0000165	Prbm.g_00033	Prbh.g_00746
OG0000166	Prbm.g_00034	Prbh.g_00745
OG0000167	Prbm.g_00035	Prbh.g_00744
OG0000168	Prbm.g_00049	Prbh.g_00743
OG0000169	Prbm.g_00051	Prbh.g_00741
OG0000170	Prbm.g_00052	Prbh.g_00739
OG0000171	Prbm.g_00053	Prbh.g_00738
OG0000172	Prbm.g_00054	Prbh.g_00737
OG0000173	Prbm.g_00055	Prbh.g_00734
OG0000174	Prbm.g_00056	Prbh.g_00733
OG0000175	Prbm.g_00057	Prbh.g_00732
OG0000176	Prbm.g_00059	Prbh.g_00730
OG0000177	Prbm.g_00060	Prbh.g_00729
OG0000178	Prbm.g_00061	Prbh.g_00728
OG0000179	Prbm.g_00121	Prbh.g_00719
OG0000180	Prbm.g_00122	Prbh.g_00718
OG0000181	Prbm.g_00123	Prbh.g_00717
OG0000182	Prbm.g_00126	Prbh.g_00713
OG0000183	Prbm.g_00127	Prbh.g_00712
OG0000184	Prbm.g_00130	Prbh.g_00709
OG0000185	Prbm.g_00134	Prbh.g_00705
OG0000186	Prbm.g_00135	Prbh.g_00704
OG0000187	Prbm.g_00136	Prbh.g_01878
OG0000188	Prbm.g_00137	Prbh.g_00703
OG0000189	Prbm.g_00138	Prbh.g_00702
OG0000190	Prbm.g_00139	Prbh.g_00701
OG0000191	Prbm.g_00140	Prbh.g_00700
OG0000192	Prbm.g_00141	Prbh.g_00699
OG0000193	Prbm.g_00142	Prbh.g_00698
OG0000194	Prbm.g_00143	Prbh.g_00697
OG0000195	Prbm.g_00145	Prbh.g_00695
OG0000196	Prbm.g_00146	Prbh.g_00694
OG0000197	Prbm.g_00147	Prbh.g_00693
OG0000198	Prbm.g_00148	Prbh.g_00692
OG0000199	Prbm.g_00151	Prbh.g_00689
OG0000200	Prbm.g_00152	Prbh.g_00688
OG0000201	Prbm.g_00153	Prbh.g_00687
OG0000202	Prbm.g_00154	Prbh.g_00686
OG0000203	Prbm.g_00155	Prbh.g_00685
OG0000204	Prbm.g_00156	Prbh.g_00684
OG0000205	Prbm.g_00158	Prbh.g_00682
OG0000206	Prbm.g_00159	Prbh.g_00681
OG0000207	Prbm.g_00160	Prbh.g_00680
OG0000208	Prbm.g_00161	Prbh.g_00679
OG0000209	Prbm.g_00162	Prbh.g_00678
OG0000210	Prbm.g_00163	Prbh.g_00677
OG0000211	Prbm.g_00164	Prbh.g_00676
OG0000212	Prbm.g_00165	Prbh.g_00675
OG0000213	Prbm.g_00166	Prbh.g_00674
OG0000214	Prbm.g_00170	Prbh.g_00670
OG0000215	Prbm.g_00171	Prbh.g_00669
OG0000216	Prbm.g_00173	Prbh.g_00667
OG0000217	Prbm.g_00175	Prbh.g_00666
OG0000218	Prbm.g_00176	Prbh.g_00665
OG0000219	Prbm.g_00177	Prbh.g_00664
OG0000220	Prbm.g_00179	Prbh.g_00661
OG0000221	Prbm.g_00182	Prbh.g_00658
OG0000222	Prbm.g_00183	Prbh.g_00657
OG0000223	Prbm.g_00184	Prbh.g_00656
OG0000224	Prbm.g_00187	Prbh.g_00654
OG0000225	Prbm.g_00189	Prbh.g_00652
OG0000226	Prbm.g_00191	Prbh.g_00650
OG0000227	Prbm.g_00192	Prbh.g_00649
OG0000228	Prbm.g_00193	Prbh.g_00648
OG0000229	Prbm.g_00194	Prbh.g_00647
OG0000230	Prbm.g_00195	Prbh.g_00646
OG0000231	Prbm.g_01096	Prbh.g_01144
OG0000232	Prbm.g_00196	Prbh.g_00644
OG0000233	Prbm.g_00199	Prbh.g_00641
OG0000234	Prbm.g_00202	Prbh.g_00639
OG0000235	Prbm.g_00204	Prbh.g_00637
OG0000236	Prbm.g_00205	Prbh.g_00636
OG0000237	Prbm.g_00206	Prbh.g_00635
OG0000238	Prbm.g_00207	Prbh.g_00634
OG0000239	Prbm.g_00208	Prbh.g_00633
OG0000240	Prbm.g_00210	Prbh.g_00631
OG0000241	Prbm.g_00211	Prbh.g_00630
OG0000242	Prbm.g_00212	Prbh.g_00629
OG0000243	Prbm.g_00213	Prbh.g_00628
OG0000244	Prbm.g_00214	Prbh.g_00627
OG0000245	Prbm.g_00215	Prbh.g_00626
OG0000246	Prbm.g_00217	Prbh.g_00624
OG0000247	Prbm.g_00218	Prbh.g_00623
OG0000248	Prbm.g_00219	Prbh.g_00622
OG0000249	Prbm.g_00220	Prbh.g_00621
OG0000250	Prbm.g_00221	Prbh.g_00620
OG0000251	Prbm.g_00222	Prbh.g_00619
OG0000252	Prbm.g_00223	Prbh.g_00618
OG0000253	Prbm.g_00224	Prbh.g_00617
OG0000254	Prbm.g_00226	Prbh.g_00615
OG0000255	Prbm.g_00227	Prbh.g_00614
OG0000256	Prbm.g_00230	Prbh.g_00611
OG0000257	Prbm.g_00232	Prbh.g_00610
OG0000258	Prbm.g_00233	Prbh.g_00609
OG0000259	Prbm.g_00234	Prbh.g_00608
OG0000260	Prbm.g_00235	Prbh.g_00607
OG0000261	Prbm.g_00236	Prbh.g_00606
OG0000262	Prbm.g_00237	Prbh.g_00605
OG0000263	Prbm.g_00238	Prbh.g_00604
OG0000264	Prbm.g_00240	Prbh.g_00602
OG0000265	Prbm.g_00241	Prbh.g_00601
OG0000266	Prbm.g_00242	Prbh.g_00600
OG0000267	Prbm.g_00244	Prbh.g_00598
OG0000268	Prbm.g_00246	Prbh.g_00596
OG0000269	Prbm.g_00247	Prbh.g_00595
OG0000270	Prbm.g_00248	Prbh.g_00594
OG0000271	Prbm.g_00249	Prbh.g_00593
OG0000272	Prbm.g_00250	Prbh.g_00592
OG0000273	Prbm.g_00251	Prbh.g_00591
OG0000274	Prbm.g_00252	Prbh.g_00590
OG0000275	Prbm.g_00253	Prbh.g_00589
OG0000276	Prbm.g_00254	Prbh.g_00588
OG0000277	Prbm.g_00255	Prbh.g_00587
OG0000278	Prbm.g_00256	Prbh.g_00586
OG0000279	Prbm.g_00257	Prbh.g_00585
OG0000280	Prbm.g_00258	Prbh.g_00584
OG0000281	Prbm.g_00260	Prbh.g_00582
OG0000282	Prbm.g_00261	Prbh.g_00581
OG0000283	Prbm.g_00263	Prbh.g_00578
OG0000284	Prbm.g_00264	Prbh.g_00577
OG0000285	Prbm.g_00265	Prbh.g_00576
OG0000286	Prbm.g_00267	Prbh.g_00574
OG0000287	Prbm.g_00268	Prbh.g_00573
OG0000288	Prbm.g_00269	Prbh.g_00572
OG0000289	Prbm.g_00270	Prbh.g_00571
OG0000290	Prbm.g_00271	Prbh.g_00570
OG0000291	Prbm.g_00272	Prbh.g_00569
OG0000292	Prbm.g_00273	Prbh.g_00568
OG0000293	Prbm.g_00274	Prbh.g_00567
OG0000294	Prbm.g_00275	Prbh.g_00566
OG0000295	Prbm.g_00276	Prbh.g_00565
OG0000296	Prbm.g_00277	Prbh.g_00564
OG0000297	Prbm.g_00278	Prbh.g_00563
OG0000298	Prbm.g_00279	Prbh.g_00562
OG0000299	Prbm.g_00280	Prbh.g_00561
OG0000300	Prbm.g_00281	Prbh.g_00560
OG0000301	Prbm.g_00282	Prbh.g_00559
OG0000302	Prbm.g_00283	Prbh.g_00558
OG0000303	Prbm.g_00284	Prbh.g_00557
OG0000304	Prbm.g_00285	Prbh.g_00555
OG0000305	Prbm.g_00286	Prbh.g_00554
OG0000306	Prbm.g_00287	Prbh.g_00553
OG0000307	Prbm.g_00288	Prbh.g_00551
OG0000308	Prbm.g_00289	Prbh.g_00550
OG0000309	Prbm.g_00290	Prbh.g_00549
OG0000310	Prbm.g_00291	Prbh.g_00548
OG0000311	Prbm.g_00293	Prbh.g_00547
OG0000312	Prbm.g_00295	Prbh.g_00545
OG0000313	Prbm.g_00296	Prbh.g_00544
OG0000314	Prbm.g_00300	Prbh.g_00540
OG0000315	Prbm.g_00301	Prbh.g_00539
OG0000316	Prbm.g_00303	Prbh.g_00537
OG0000317	Prbm.g_00305	Prbh.g_00535
OG0000318	Prbm.g_00306	Prbh.g_00534
OG0000319	Prbm.g_00307	Prbh.g_00533
OG0000320	Prbm.g_00308	Prbh.g_00532
OG0000321	Prbm.g_00309	Prbh.g_00529
OG0000322	Prbm.g_00312	Prbh.g_00525
OG0000323	Prbm.g_00313	Prbh.g_00524
OG0000324	Prbm.g_00317	Prbh.g_00521
OG0000325	Prbm.g_00318	Prbh.g_00520
OG0000326	Prbm.g_00319	Prbh.g_00519
OG0000327	Prbm.g_00320	Prbh.g_00517
OG0000328	Prbm.g_00321	Prbh.g_00516
OG0000329	Prbm.g_00322	Prbh.g_00515
OG0000330	Prbm.g_00323	Prbh.g_00514
OG0000331	Prbm.g_00324	Prbh.g_00513
OG0000332	Prbm.g_00325	Prbh.g_00512
OG0000333	Prbm.g_00326	Prbh.g_00511
OG0000334	Prbm.g_00327	Prbh.g_00510
OG0000335	Prbm.g_00328	Prbh.g_00509
OG0000336	Prbm.g_00330	Prbh.g_00507
OG0000337	Prbm.g_00332	Prbh.g_00504
OG0000338	Prbm.g_00333	Prbh.g_00503
OG0000339	Prbm.g_00334	Prbh.g_00502
OG0000340	Prbm.g_00335	Prbh.g_00501
OG0000341	Prbm.g_00339	Prbh.g_00497
OG0000342	Prbm.g_00340	Prbh.g_00496
OG0000343	Prbm.g_00342	Prbh.g_00493
OG0000344	Prbm.g_00343	Prbh.g_00492
OG0000345	Prbm.g_00344	Prbh.g_00491
OG0000346	Prbm.g_00345	Prbh.g_00490
OG0000347	Prbm.g_00346	Prbh.g_00489
OG0000348	Prbm.g_00347	Prbh.g_00487
OG0000349	Prbm.g_00348	Prbh.g_00486
OG0000350	Prbm.g_00349	Prbh.g_00485
OG0000351	Prbm.g_00351	Prbh.g_00483
OG0000352	Prbm.g_00354	Prbh.g_00480
OG0000353	Prbm.g_00355	Prbh.g_00479
OG0000354	Prbm.g_00356	Prbh.g_00478
OG0000355	Prbm.g_00357	Prbh.g_00477
OG0000356	Prbm.g_00358	Prbh.g_00476
OG0000357	Prbm.g_00359	Prbh.g_00475
OG0000358	Prbm.g_00360	Prbh.g_00474
OG0000359	Prbm.g_00361	Prbh.g_00473
OG0000360	Prbm.g_00364	Prbh.g_00471
OG0000361	Prbm.g_00365	Prbh.g_00470
OG0000362	Prbm.g_00366	Prbh.g_00469
OG0000363	Prbm.g_00367	Prbh.g_00468
OG0000364	Prbm.g_00368	Prbh.g_00467
OG0000365	Prbm.g_00369	Prbh.g_00466
OG0000366	Prbm.g_00370	Prbh.g_00465
OG0000367	Prbm.g_00371	Prbh.g_00464
OG0000368	Prbm.g_00372	Prbh.g_00463
OG0000369	Prbm.g_00373	Prbh.g_00462
OG0000370	Prbm.g_00374	Prbh.g_00461
OG0000371	Prbm.g_00375	Prbh.g_00460
OG0000372	Prbm.g_00376	Prbh.g_00458
OG0000373	Prbm.g_00378	Prbh.g_00456
OG0000374	Prbm.g_00379	Prbh.g_00455
OG0000375	Prbm.g_00380	Prbh.g_00454
OG0000376	Prbm.g_00382	Prbh.g_00452
OG0000377	Prbm.g_00388	Prbh.g_00446
OG0000378	Prbm.g_00768	Prbh.g_00445
OG0000379	Prbm.g_00400	Prbh.g_00439
OG0000380	Prbm.g_00402	Prbh.g_00437
OG0000381	Prbm.g_00403	Prbh.g_00436
OG0000382	Prbm.g_00404	Prbh.g_00435
OG0000383	Prbm.g_00407	Prbh.g_00431
OG0000384	Prbm.g_00408	Prbh.g_00430
OG0000385	Prbm.g_00410	Prbh.g_00427
OG0000386	Prbm.g_00411	Prbh.g_00426
OG0000387	Prbm.g_00412	Prbh.g_00425
OG0000388	Prbm.g_00413	Prbh.g_00424
OG0000389	Prbm.g_00414	Prbh.g_00423
OG0000390	Prbm.g_00415	Prbh.g_00422
OG0000391	Prbm.g_00416	Prbh.g_00421
OG0000392	Prbm.g_00417	Prbh.g_00420
OG0000393	Prbm.g_00422	Prbh.g_00416
OG0000394	Prbm.g_00423	Prbh.g_00415
OG0000395	Prbm.g_00426	Prbh.g_00412
OG0000396	Prbm.g_00866	Prbh.g_01008
OG0000397	Prbm.g_01088	Prbh.g_01327
OG0000398	Prbm.g_01121	Prbh.g_01877
OG0000399	Prbm.g_01353	Prbh.g_01320
OG0000400	Prbm.g_01949	Prbh.g_01718
OG0000401	Prbm.g_00440	Prbh.g_00401
OG0000402	Prbm.g_00441	Prbh.g_00400
OG0000403	Prbm.g_00442	Prbh.g_00399
OG0000404	Prbm.g_00445	Prbh.g_00397
OG0000405	Prbm.g_00446	Prbh.g_00396
OG0000406	Prbm.g_00448	Prbh.g_00394
OG0000407	Prbm.g_00449	Prbh.g_00393
OG0000408	Prbm.g_00450	Prbh.g_00392
OG0000409	Prbm.g_00451	Prbh.g_00391
OG0000410	Prbm.g_00452	Prbh.g_00390
OG0000411	Prbm.g_00453	Prbh.g_00389
OG0000412	Prbm.g_00454	Prbh.g_00388
OG0000413	Prbm.g_00455	Prbh.g_00387
OG0000414	Prbm.g_00456	Prbh.g_00386
OG0000415	Prbm.g_00457	Prbh.g_00385
OG0000416	Prbm.g_00458	Prbh.g_00384
OG0000417	Prbm.g_00459	Prbh.g_00383
OG0000418	Prbm.g_00460	Prbh.g_00382
OG0000419	Prbm.g_00461	Prbh.g_00381
OG0000420	Prbm.g_00462	Prbh.g_00380
OG0000421	Prbm.g_00480	Prbh.g_00374
OG0000422	Prbm.g_00482	Prbh.g_00372
OG0000423	Prbm.g_00483	Prbh.g_00371
OG0000424	Prbm.g_00484	Prbh.g_00370
OG0000425	Prbm.g_00490	Prbh.g_00367
OG0000426	Prbm.g_00491	Prbh.g_00366
OG0000427	Prbm.g_00492	Prbh.g_00365
OG0000428	Prbm.g_00494	Prbh.g_00363
OG0000429	Prbm.g_00495	Prbh.g_00361
OG0000430	Prbm.g_00497	Prbh.g_00360
OG0000431	Prbm.g_00498	Prbh.g_00358
OG0000432	Prbm.g_00499	Prbh.g_00357
OG0000433	Prbm.g_00502	Prbh.g_00354
OG0000434	Prbm.g_00504	Prbh.g_00353
OG0000435	Prbm.g_00505	Prbh.g_00352
OG0000436	Prbm.g_00507	Prbh.g_00350
OG0000437	Prbm.g_00509	Prbh.g_00348
OG0000438	Prbm.g_00510	Prbh.g_00347
OG0000439	Prbm.g_00511	Prbh.g_00346
OG0000440	Prbm.g_00512	Prbh.g_00344
OG0000441	Prbm.g_00513	Prbh.g_00343
OG0000442	Prbm.g_00514	Prbh.g_00342
OG0000443	Prbm.g_00515	Prbh.g_00341
OG0000444	Prbm.g_00516	Prbh.g_00340
OG0000445	Prbm.g_00517	Prbh.g_00339
OG0000446	Prbm.g_00518	Prbh.g_00338
OG0000447	Prbm.g_00519	Prbh.g_00337
OG0000448	Prbm.g_00520	Prbh.g_00336
OG0000449	Prbm.g_00534	Prbh.g_00329
OG0000450	Prbm.g_00535	Prbh.g_00328
OG0000451	Prbm.g_00536	Prbh.g_00327
OG0000452	Prbm.g_00537	Prbh.g_00326
OG0000453	Prbm.g_00539	Prbh.g_00325
OG0000454	Prbm.g_00540	Prbh.g_00324
OG0000455	Prbm.g_00541	Prbh.g_00323
OG0000456	Prbm.g_00542	Prbh.g_00322
OG0000457	Prbm.g_00544	Prbh.g_00320
OG0000458	Prbm.g_00546	Prbh.g_00318
OG0000459	Prbm.g_00547	Prbh.g_00317
OG0000460	Prbm.g_00549	Prbh.g_00315
OG0000461	Prbm.g_00550	Prbh.g_00314
OG0000462	Prbm.g_00551	Prbh.g_00313
OG0000463	Prbm.g_00553	Prbh.g_00311
OG0000464	Prbm.g_00557	Prbh.g_00306
OG0000465	Prbm.g_00558	Prbh.g_00305
OG0000466	Prbm.g_00559	Prbh.g_00304
OG0000467	Prbm.g_00560	Prbh.g_00303
OG0000468	Prbm.g_00561	Prbh.g_00302
OG0000469	Prbm.g_00562	Prbh.g_00301
OG0000470	Prbm.g_00563	Prbh.g_00299
OG0000471	Prbm.g_00564	Prbh.g_00298
OG0000472	Prbm.g_00567	Prbh.g_00295
OG0000473	Prbm.g_00568	Prbh.g_00294
OG0000474	Prbm.g_00569	Prbh.g_00293
OG0000475	Prbm.g_00570	Prbh.g_00292
OG0000476	Prbm.g_00571	Prbh.g_00291
OG0000477	Prbm.g_00573	Prbh.g_00290
OG0000478	Prbm.g_00574	Prbh.g_00289
OG0000479	Prbm.g_00575	Prbh.g_00288
OG0000480	Prbm.g_00577	Prbh.g_00286
OG0000481	Prbm.g_00578	Prbh.g_00285
OG0000482	Prbm.g_00579	Prbh.g_00284
OG0000483	Prbm.g_00580	Prbh.g_00283
OG0000484	Prbm.g_00581	Prbh.g_00282
OG0000485	Prbm.g_00582	Prbh.g_00281
OG0000486	Prbm.g_00583	Prbh.g_00280
OG0000487	Prbm.g_00584	Prbh.g_00279
OG0000488	Prbm.g_00586	Prbh.g_00277
OG0000489	Prbm.g_00587	Prbh.g_00276
OG0000490	Prbm.g_00588	Prbh.g_00275
OG0000491	Prbm.g_00589	Prbh.g_00274
OG0000492	Prbm.g_00590	Prbh.g_00273
OG0000493	Prbm.g_00591	Prbh.g_00272
OG0000494	Prbm.g_00593	Prbh.g_00270
OG0000495	Prbm.g_00594	Prbh.g_00269
OG0000496	Prbm.g_00595	Prbh.g_00267
OG0000497	Prbm.g_00596	Prbh.g_00265
OG0000498	Prbm.g_00597	Prbh.g_00264
OG0000499	Prbm.g_00599	Prbh.g_00262
OG0000500	Prbm.g_00600	Prbh.g_00261
OG0000501	Prbm.g_00602	Prbh.g_00259
OG0000502	Prbm.g_00603	Prbh.g_00258
OG0000503	Prbm.g_00604	Prbh.g_00257
OG0000504	Prbm.g_00605	Prbh.g_00256
OG0000505	Prbm.g_00606	Prbh.g_00255
OG0000506	Prbm.g_00607	Prbh.g_00254
OG0000507	Prbm.g_00608	Prbh.g_00253
OG0000508	Prbm.g_00609	Prbh.g_00251
OG0000509	Prbm.g_00610	Prbh.g_00250
OG0000510	Prbm.g_00611	Prbh.g_00249
OG0000511	Prbm.g_00612	Prbh.g_00248
OG0000512	Prbm.g_00613	Prbh.g_00247
OG0000513	Prbm.g_00614	Prbh.g_00246
OG0000514	Prbm.g_00615	Prbh.g_00245
OG0000515	Prbm.g_00616	Prbh.g_00244
OG0000516	Prbm.g_00617	Prbh.g_00243
