Orthogroup	Prbm	Pral
OG0000052	Prbm.g_01172, Prbm.g_01237	Pral.g_01859
OG0000053	Prbm.g_00572	Pral.g_00551
OG0000054	Prbm.g_00047	Pral.g_00043
OG0000055	Prbm.g_00838, Prbm.g_01191	Pral.g_01511
OG0000056	Prbm.g_00048	Pral.g_00019
OG0000057	Prbm.g_00297	Pral.g_00803
OG0000058	Prbm.g_00500	Pral.g_00617
OG0000059	Prbm.g_00735	Pral.g_01740
OG0000060	Prbm.g_01186	Pral.g_00445
OG0000062	Prbm.g_01910	Pral.g_00056, Pral.g_00078
OG0000063	Prbm.g_01522	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000065	Prbm.g_00468, Prbm.g_01611	Pral.g_01281
OG0000066	Prbm.g_00707	Pral.g_00702
OG0000067	Prbm.g_01174	Pral.g_00064
OG0000068	Prbm.g_02033	Pral.g_00243
OG0000069	Prbm.g_01747	Pral.g_01121
OG0000070	Prbm.g_00477	Pral.g_01041
OG0000071	Prbm.g_00011	Pral.g_00421
OG0000072	Prbm.g_00377	Pral.g_00717
OG0000073	Prbm.g_00702	Pral.g_01471
OG0000074	Prbm.g_00728	Pral.g_01750
OG0000075	Prbm.g_00821	Pral.g_01495
OG0000076	Prbm.g_01064	Pral.g_01561
OG0000078	Prbm.g_00394	Pral.g_01201
OG0000079	Prbm.g_01792	Pral.g_01073
OG0000080	Prbm.g_01182	Pral.g_00065
OG0000081	Prbm.g_02067	Pral.g_00277
OG0000082	Prbm.g_02188	Pral.g_00370
OG0000083	Prbm.g_00003	Pral.g_00413
OG0000084	Prbm.g_00006	Pral.g_00416
OG0000085	Prbm.g_00023	Pral.g_01021
OG0000086	Prbm.g_00063, Prbm.g_01170	Pral.g_01886
OG0000087	Prbm.g_00058	Pral.g_00993
OG0000088	Prbm.g_00172	Pral.g_00932
OG0000089	Prbm.g_00181	Pral.g_00923
OG0000090	Prbm.g_00198	Pral.g_00906
OG0000091	Prbm.g_00228	Pral.g_00874
OG0000092	Prbm.g_00229	Pral.g_00873
OG0000093	Prbm.g_00243	Pral.g_00860
OG0000094	Prbm.g_00262	Pral.g_00842
OG0000095	Prbm.g_00266	Pral.g_00837
OG0000096	Prbm.g_00310	Pral.g_00788
OG0000097	Prbm.g_00331	Pral.g_00765
OG0000098	Prbm.g_00341	Pral.g_00754
OG0000099	Prbm.g_00350	Pral.g_00744
OG0000100	Prbm.g_00353	Pral.g_00741
OG0000101	Prbm.g_00425	Pral.g_00674
OG0000102	Prbm.g_01389	Pral.g_01034
OG0000103	Prbm.g_00501	Pral.g_00616
OG0000104	Prbm.g_00506	Pral.g_00611
OG0000105	Prbm.g_00533	Pral.g_00591
OG0000106	Prbm.g_00565	Pral.g_00558
OG0000107	Prbm.g_00566	Pral.g_00557
OG0000108	Prbm.g_00576	Pral.g_00547
OG0000109	Prbm.g_00585	Pral.g_00538
OG0000110	Prbm.g_00601	Pral.g_00520
OG0000111	Prbm.g_00682	Pral.g_01452
OG0000112	Prbm.g_00683	Pral.g_01453
OG0000113	Prbm.g_00766	Pral.g_01705
OG0000114	Prbm.g_00812	Pral.g_01486
OG0000115	Prbm.g_00988	Pral.g_01627
OG0000116	Prbm.g_00992	Pral.g_01623
OG0000117	Prbm.g_01061	Pral.g_01564
OG0000118	Prbm.g_01210	Pral.g_01316
OG0000119	Prbm.g_01913	Pral.g_00075
OG0000120	Prbm.g_01542	Pral.g_01187, Pral.g_01373
OG0000121	Prbm.g_01519	Pral.g_01400
OG0000122	Prbm.g_01499	Pral.g_01420
OG0000123	Prbm.g_01489	Pral.g_00455
OG0000124	Prbm.g_01054	Pral.g_01064
OG0000125	Prbm.g_01622	Pral.g_01269
OG0000126	Prbm.g_01660	Pral.g_01222
OG0000127	Prbm.g_01696	Pral.g_01179
OG0000128	Prbm.g_01711	Pral.g_01160
OG0000129	Prbm.g_01745	Pral.g_01123
OG0000130	Prbm.g_01839	Pral.g_00104
OG0000131	Prbm.g_01876	Pral.g_00143
OG0000132	Prbm.g_01878	Pral.g_00146
OG0000133	Prbm.g_01991	Pral.g_00201
OG0000134	Prbm.g_02027	Pral.g_00237
OG0000135	Prbm.g_02029	Pral.g_00239
OG0000136	Prbm.g_02079	Pral.g_00289
OG0000137	Prbm.g_02114	Pral.g_00323
OG0000138	Prbm.g_02176	Pral.g_00358
OG0000139	Prbm.g_02212	Pral.g_00390
OG0000140	Prbm.g_00001	Pral.g_00411
OG0000141	Prbm.g_00002	Pral.g_00412
OG0000142	Prbm.g_00004	Pral.g_00414
OG0000143	Prbm.g_00005	Pral.g_00415
OG0000144	Prbm.g_00007	Pral.g_00417
OG0000145	Prbm.g_00008	Pral.g_00418
OG0000146	Prbm.g_00009	Pral.g_00419
OG0000147	Prbm.g_00010	Pral.g_00420
OG0000148	Prbm.g_00012	Pral.g_00422
OG0000149	Prbm.g_00014	Pral.g_01030
OG0000150	Prbm.g_00015	Pral.g_01029
OG0000151	Prbm.g_00016	Pral.g_01028
OG0000152	Prbm.g_00017	Pral.g_01027
OG0000153	Prbm.g_00018	Pral.g_01026
OG0000154	Prbm.g_00019	Pral.g_01025
OG0000155	Prbm.g_00020	Pral.g_01024
OG0000156	Prbm.g_00021	Pral.g_01023
OG0000157	Prbm.g_00022	Pral.g_01022
OG0000158	Prbm.g_00024	Pral.g_01020
OG0000159	Prbm.g_00025	Pral.g_01019
OG0000160	Prbm.g_00026	Pral.g_01018
OG0000161	Prbm.g_00027	Pral.g_01017
OG0000162	Prbm.g_00028	Pral.g_01016
OG0000163	Prbm.g_00029	Pral.g_01014
OG0000164	Prbm.g_00032	Pral.g_01011
OG0000165	Prbm.g_00033	Pral.g_01009
OG0000166	Prbm.g_00034	Pral.g_01008
OG0000167	Prbm.g_00035	Pral.g_01007
OG0000168	Prbm.g_00049	Pral.g_01005
OG0000169	Prbm.g_00051	Pral.g_01003
OG0000170	Prbm.g_00052	Pral.g_01001
OG0000171	Prbm.g_00053	Pral.g_01000
OG0000172	Prbm.g_00054	Pral.g_00999
OG0000173	Prbm.g_00055	Pral.g_00996
OG0000174	Prbm.g_00056	Pral.g_00995
OG0000175	Prbm.g_00057	Pral.g_00994
OG0000176	Prbm.g_00059	Pral.g_00992
OG0000177	Prbm.g_00060	Pral.g_00991
OG0000178	Prbm.g_00061	Pral.g_00990
OG0000179	Prbm.g_00121	Pral.g_00984
OG0000180	Prbm.g_00122	Pral.g_00983
OG0000181	Prbm.g_00123	Pral.g_00982
OG0000182	Prbm.g_00126	Pral.g_00978
OG0000183	Prbm.g_00127	Pral.g_00977
OG0000184	Prbm.g_00130	Pral.g_00974
OG0000185	Prbm.g_00134	Pral.g_00970
OG0000186	Prbm.g_00135	Pral.g_00969
OG0000187	Prbm.g_00136	Pral.g_00048
OG0000188	Prbm.g_00137	Pral.g_00968
OG0000189	Prbm.g_00138	Pral.g_00966
OG0000190	Prbm.g_00139	Pral.g_00965
OG0000191	Prbm.g_00140	Pral.g_00964
OG0000192	Prbm.g_00141	Pral.g_00963
OG0000193	Prbm.g_00142	Pral.g_00962
OG0000194	Prbm.g_00143	Pral.g_00961
OG0000195	Prbm.g_00145	Pral.g_00959
OG0000196	Prbm.g_00146	Pral.g_00958
OG0000197	Prbm.g_00147	Pral.g_00957
OG0000198	Prbm.g_00148	Pral.g_00956
OG0000199	Prbm.g_00151	Pral.g_00953
OG0000200	Prbm.g_00152	Pral.g_00952
OG0000201	Prbm.g_00153	Pral.g_00951
OG0000202	Prbm.g_00154	Pral.g_00950
OG0000203	Prbm.g_00155	Pral.g_00949
OG0000204	Prbm.g_00156	Pral.g_00948
OG0000205	Prbm.g_00158	Pral.g_00946
OG0000206	Prbm.g_00159	Pral.g_00945
OG0000207	Prbm.g_00160	Pral.g_00944
OG0000208	Prbm.g_00161	Pral.g_00943
OG0000209	Prbm.g_00162	Pral.g_00942
OG0000210	Prbm.g_00163	Pral.g_00941
OG0000211	Prbm.g_00164	Pral.g_00940
OG0000212	Prbm.g_00165	Pral.g_00939
OG0000213	Prbm.g_00166	Pral.g_00938
OG0000214	Prbm.g_00170	Pral.g_00934
OG0000215	Prbm.g_00171	Pral.g_00933
OG0000216	Prbm.g_00173	Pral.g_00931
OG0000217	Prbm.g_00175	Pral.g_00930
OG0000218	Prbm.g_00176	Pral.g_00929
OG0000219	Prbm.g_00177	Pral.g_00928
OG0000220	Prbm.g_00179	Pral.g_00925
OG0000221	Prbm.g_00182	Pral.g_00922
OG0000222	Prbm.g_00183	Pral.g_00921
OG0000223	Prbm.g_00184	Pral.g_00920
OG0000224	Prbm.g_00187	Pral.g_00918
OG0000225	Prbm.g_00189	Pral.g_00916
OG0000226	Prbm.g_00191	Pral.g_00914
OG0000227	Prbm.g_00192	Pral.g_00913
OG0000228	Prbm.g_00193	Pral.g_00912
OG0000229	Prbm.g_00194	Pral.g_00911
OG0000230	Prbm.g_00195	Pral.g_00910
OG0000231	Prbm.g_01096	Pral.g_00450
OG0000232	Prbm.g_00196	Pral.g_00908
OG0000233	Prbm.g_00199	Pral.g_00905
OG0000234	Prbm.g_00202	Pral.g_00903
OG0000235	Prbm.g_00204	Pral.g_00900
OG0000236	Prbm.g_00205	Pral.g_00899
OG0000237	Prbm.g_00206	Pral.g_00898
OG0000238	Prbm.g_00207	Pral.g_00897
OG0000239	Prbm.g_00208	Pral.g_00896
OG0000240	Prbm.g_00210	Pral.g_00894
OG0000241	Prbm.g_00211	Pral.g_00893
OG0000242	Prbm.g_00212	Pral.g_00892
OG0000243	Prbm.g_00213	Pral.g_00891
OG0000244	Prbm.g_00214	Pral.g_00890
OG0000245	Prbm.g_00215	Pral.g_00888
OG0000246	Prbm.g_00217	Pral.g_00886
OG0000247	Prbm.g_00218	Pral.g_00885
OG0000248	Prbm.g_00219	Pral.g_00884
OG0000249	Prbm.g_00220	Pral.g_00883
OG0000250	Prbm.g_00221	Pral.g_00882
OG0000251	Prbm.g_00222	Pral.g_00881
OG0000252	Prbm.g_00223	Pral.g_00880
OG0000253	Prbm.g_00224	Pral.g_00879
OG0000254	Prbm.g_00226	Pral.g_00877
OG0000255	Prbm.g_00227	Pral.g_00875
OG0000256	Prbm.g_00230	Pral.g_00872
OG0000257	Prbm.g_00232	Pral.g_00871
OG0000258	Prbm.g_00233	Pral.g_00870
OG0000259	Prbm.g_00234	Pral.g_00869
OG0000260	Prbm.g_00235	Pral.g_00868
OG0000261	Prbm.g_00236	Pral.g_00867
OG0000262	Prbm.g_00237	Pral.g_00866
OG0000263	Prbm.g_00238	Pral.g_00865
OG0000264	Prbm.g_00240	Pral.g_00863
OG0000265	Prbm.g_00241	Pral.g_00862
OG0000266	Prbm.g_00242	Pral.g_00861
OG0000267	Prbm.g_00244	Pral.g_00859
OG0000268	Prbm.g_00246	Pral.g_00857
OG0000269	Prbm.g_00247	Pral.g_00856
OG0000270	Prbm.g_00248	Pral.g_00855
OG0000271	Prbm.g_00249	Pral.g_00854
OG0000272	Prbm.g_00250	Pral.g_00853
OG0000273	Prbm.g_00251	Pral.g_00852
OG0000274	Prbm.g_00252	Pral.g_00851
OG0000275	Prbm.g_00253	Pral.g_00850
OG0000276	Prbm.g_00254	Pral.g_00849
OG0000277	Prbm.g_00255	Pral.g_00848
OG0000278	Prbm.g_00256	Pral.g_00847
OG0000279	Prbm.g_00257	Pral.g_00846
OG0000280	Prbm.g_00258	Pral.g_00845
OG0000281	Prbm.g_00260	Pral.g_00844
OG0000282	Prbm.g_00261	Pral.g_00843
OG0000283	Prbm.g_00263	Pral.g_00840
OG0000284	Prbm.g_00264	Pral.g_00839
OG0000285	Prbm.g_00265	Pral.g_00838
OG0000286	Prbm.g_00267	Pral.g_00836
OG0000287	Prbm.g_00268	Pral.g_00835
OG0000288	Prbm.g_00269	Pral.g_00834
OG0000289	Prbm.g_00270	Pral.g_00833
OG0000290	Prbm.g_00271	Pral.g_00832
OG0000291	Prbm.g_00272	Pral.g_00831
OG0000292	Prbm.g_00273	Pral.g_00830
OG0000293	Prbm.g_00274	Pral.g_00829
OG0000294	Prbm.g_00275	Pral.g_00828
OG0000295	Prbm.g_00276	Pral.g_00827
OG0000296	Prbm.g_00277	Pral.g_00826
OG0000297	Prbm.g_00278	Pral.g_00825
OG0000298	Prbm.g_00279	Pral.g_00824
OG0000299	Prbm.g_00280	Pral.g_00823
OG0000300	Prbm.g_00281	Pral.g_00822
OG0000301	Prbm.g_00282	Pral.g_00821
OG0000302	Prbm.g_00283	Pral.g_00820
OG0000303	Prbm.g_00284	Pral.g_00819
OG0000304	Prbm.g_00285	Pral.g_00817
OG0000305	Prbm.g_00286	Pral.g_00816
OG0000306	Prbm.g_00287	Pral.g_00815
OG0000307	Prbm.g_00288	Pral.g_00812
OG0000308	Prbm.g_00289	Pral.g_00811
OG0000309	Prbm.g_00290	Pral.g_00810
OG0000310	Prbm.g_00291	Pral.g_00809
OG0000311	Prbm.g_00293	Pral.g_00807
OG0000312	Prbm.g_00295	Pral.g_00805
OG0000313	Prbm.g_00296	Pral.g_00804
OG0000314	Prbm.g_00300	Pral.g_00800
OG0000315	Prbm.g_00301	Pral.g_00799
OG0000316	Prbm.g_00303	Pral.g_00796
OG0000317	Prbm.g_00305	Pral.g_00795
OG0000318	Prbm.g_00306	Pral.g_00794
OG0000319	Prbm.g_00307	Pral.g_00793
OG0000320	Prbm.g_00308	Pral.g_00792
OG0000321	Prbm.g_00309	Pral.g_00789
OG0000322	Prbm.g_00312	Pral.g_00785
OG0000323	Prbm.g_00313	Pral.g_00784
OG0000324	Prbm.g_00317	Pral.g_00781
OG0000325	Prbm.g_00318	Pral.g_00780
OG0000326	Prbm.g_00319	Pral.g_00779
OG0000327	Prbm.g_00320	Pral.g_00777
OG0000328	Prbm.g_00321	Pral.g_00776
OG0000329	Prbm.g_00322	Pral.g_00775
OG0000330	Prbm.g_00323	Pral.g_00774
OG0000331	Prbm.g_00324	Pral.g_00773
OG0000332	Prbm.g_00325	Pral.g_00772
OG0000333	Prbm.g_00326	Pral.g_00771
OG0000334	Prbm.g_00327	Pral.g_00770
OG0000335	Prbm.g_00328	Pral.g_00769
OG0000336	Prbm.g_00330	Pral.g_00767
OG0000337	Prbm.g_00332	Pral.g_00764
OG0000338	Prbm.g_00333	Pral.g_00763
OG0000339	Prbm.g_00334	Pral.g_00762
OG0000340	Prbm.g_00335	Pral.g_00761
OG0000341	Prbm.g_00339	Pral.g_00756
OG0000342	Prbm.g_00340	Pral.g_00755
OG0000343	Prbm.g_00342	Pral.g_00753
OG0000344	Prbm.g_00343	Pral.g_00752
OG0000345	Prbm.g_00344	Pral.g_00751
OG0000346	Prbm.g_00345	Pral.g_00750
OG0000347	Prbm.g_00346	Pral.g_00749
OG0000348	Prbm.g_00347	Pral.g_00748
OG0000349	Prbm.g_00348	Pral.g_00747
OG0000350	Prbm.g_00349	Pral.g_00746
OG0000351	Prbm.g_00351	Pral.g_00743
OG0000352	Prbm.g_00354	Pral.g_00740
OG0000353	Prbm.g_00355	Pral.g_00739
OG0000354	Prbm.g_00356	Pral.g_00738
OG0000355	Prbm.g_00357	Pral.g_00737
OG0000356	Prbm.g_00358	Pral.g_00736
OG0000357	Prbm.g_00359	Pral.g_00735
OG0000358	Prbm.g_00360	Pral.g_00734
OG0000359	Prbm.g_00361	Pral.g_00733
OG0000360	Prbm.g_00364	Pral.g_00731
OG0000361	Prbm.g_00365	Pral.g_00730
OG0000362	Prbm.g_00366	Pral.g_00729
OG0000363	Prbm.g_00367	Pral.g_00728
OG0000364	Prbm.g_00368	Pral.g_00727
OG0000365	Prbm.g_00369	Pral.g_00726
OG0000366	Prbm.g_00370	Pral.g_00725
OG0000367	Prbm.g_00371	Pral.g_00724
OG0000368	Prbm.g_00372	Pral.g_00723
OG0000369	Prbm.g_00373	Pral.g_00722
OG0000370	Prbm.g_00374	Pral.g_00721
OG0000371	Prbm.g_00375	Pral.g_00720
OG0000372	Prbm.g_00376	Pral.g_00718
OG0000373	Prbm.g_00378	Pral.g_00716
OG0000374	Prbm.g_00379	Pral.g_00715
OG0000375	Prbm.g_00380	Pral.g_00714
OG0000376	Prbm.g_00382	Pral.g_00712
OG0000377	Prbm.g_00388	Pral.g_00706
OG0000378	Prbm.g_00768	Pral.g_00705
OG0000379	Prbm.g_00400	Pral.g_00698
OG0000380	Prbm.g_00402	Pral.g_00696
OG0000381	Prbm.g_00403	Pral.g_00695
OG0000382	Prbm.g_00404	Pral.g_00694
OG0000383	Prbm.g_00407	Pral.g_00691
OG0000384	Prbm.g_00408	Pral.g_00690
OG0000385	Prbm.g_00410	Pral.g_00687
OG0000386	Prbm.g_00411	Pral.g_00686
OG0000387	Prbm.g_00412	Pral.g_00685
OG0000388	Prbm.g_00413	Pral.g_00684
OG0000389	Prbm.g_00414	Pral.g_00683
OG0000390	Prbm.g_00415	Pral.g_00682
OG0000391	Prbm.g_00416	Pral.g_00681
OG0000392	Prbm.g_00417	Pral.g_00680
OG0000393	Prbm.g_00422	Pral.g_00677
OG0000394	Prbm.g_00423	Pral.g_00676
OG0000395	Prbm.g_00426	Pral.g_00673
OG0000396	Prbm.g_00866	Pral.g_01541
OG0000397	Prbm.g_01088	Pral.g_01322
OG0000398	Prbm.g_01121	Pral.g_01039
OG0000399	Prbm.g_01353	Pral.g_01840
OG0000400	Prbm.g_01949	Pral.g_00171
OG0000401	Prbm.g_00440	Pral.g_00663
OG0000402	Prbm.g_00441	Pral.g_00662
OG0000403	Prbm.g_00442	Pral.g_00661
OG0000404	Prbm.g_00445	Pral.g_00659
OG0000405	Prbm.g_00446	Pral.g_00658
OG0000406	Prbm.g_00448	Pral.g_00656
OG0000407	Prbm.g_00449	Pral.g_00655
OG0000408	Prbm.g_00450	Pral.g_00654
OG0000409	Prbm.g_00451	Pral.g_00653
OG0000410	Prbm.g_00452	Pral.g_00651
OG0000411	Prbm.g_00453	Pral.g_00650
OG0000412	Prbm.g_00454	Pral.g_00649
OG0000413	Prbm.g_00455	Pral.g_00648
OG0000414	Prbm.g_00456	Pral.g_00647
OG0000415	Prbm.g_00457	Pral.g_00646
OG0000416	Prbm.g_00458	Pral.g_00645
OG0000417	Prbm.g_00459	Pral.g_00644
OG0000418	Prbm.g_00460	Pral.g_00643
OG0000419	Prbm.g_00461	Pral.g_00642
OG0000420	Prbm.g_00462	Pral.g_00641
OG0000421	Prbm.g_00480	Pral.g_00635
OG0000422	Prbm.g_00482	Pral.g_00633
OG0000423	Prbm.g_00483	Pral.g_00632
OG0000424	Prbm.g_00484	Pral.g_00631
OG0000425	Prbm.g_00490	Pral.g_00627
OG0000426	Prbm.g_00491	Pral.g_00626
OG0000427	Prbm.g_00492	Pral.g_00625
OG0000428	Prbm.g_00494	Pral.g_00623
OG0000429	Prbm.g_00495	Pral.g_00622
OG0000430	Prbm.g_00497	Pral.g_00621
OG0000431	Prbm.g_00498	Pral.g_00619
OG0000432	Prbm.g_00499	Pral.g_00618
OG0000433	Prbm.g_00502	Pral.g_00615
OG0000434	Prbm.g_00504	Pral.g_00613
OG0000435	Prbm.g_00505	Pral.g_00612
OG0000436	Prbm.g_00507	Pral.g_00610
OG0000437	Prbm.g_00509	Pral.g_00608
OG0000438	Prbm.g_00510	Pral.g_00607
OG0000439	Prbm.g_00511	Pral.g_00606
OG0000440	Prbm.g_00512	Pral.g_00603
OG0000441	Prbm.g_00513	Pral.g_00602
OG0000442	Prbm.g_00514	Pral.g_00601
OG0000443	Prbm.g_00515	Pral.g_00600
OG0000444	Prbm.g_00516	Pral.g_00599
OG0000445	Prbm.g_00517	Pral.g_00598
OG0000446	Prbm.g_00518	Pral.g_00597
OG0000447	Prbm.g_00519	Pral.g_00596
OG0000448	Prbm.g_00520	Pral.g_00595
OG0000449	Prbm.g_00534	Pral.g_00590
OG0000450	Prbm.g_00535	Pral.g_00589
OG0000451	Prbm.g_00536	Pral.g_00588
OG0000452	Prbm.g_00537	Pral.g_00587
OG0000453	Prbm.g_00539	Pral.g_00585
OG0000454	Prbm.g_00540	Pral.g_00584
OG0000455	Prbm.g_00541	Pral.g_00583
OG0000456	Prbm.g_00542	Pral.g_00582
OG0000457	Prbm.g_00544	Pral.g_00580
OG0000458	Prbm.g_00546	Pral.g_00578
OG0000459	Prbm.g_00547	Pral.g_00577
OG0000460	Prbm.g_00549	Pral.g_00575
OG0000461	Prbm.g_00550	Pral.g_00574
OG0000462	Prbm.g_00551	Pral.g_00573
OG0000463	Prbm.g_00553	Pral.g_00571
OG0000464	Prbm.g_00557	Pral.g_00566
OG0000465	Prbm.g_00558	Pral.g_00565
OG0000466	Prbm.g_00559	Pral.g_00564
OG0000467	Prbm.g_00560	Pral.g_00563
OG0000468	Prbm.g_00561	Pral.g_00562
OG0000469	Prbm.g_00562	Pral.g_00561
OG0000470	Prbm.g_00563	Pral.g_00560
OG0000471	Prbm.g_00564	Pral.g_00559
OG0000472	Prbm.g_00567	Pral.g_00556
OG0000473	Prbm.g_00568	Pral.g_00555
OG0000474	Prbm.g_00569	Pral.g_00554
OG0000475	Prbm.g_00570	Pral.g_00553
OG0000476	Prbm.g_00571	Pral.g_00552
OG0000477	Prbm.g_00573	Pral.g_00550
OG0000478	Prbm.g_00574	Pral.g_00549
OG0000479	Prbm.g_00575	Pral.g_00548
OG0000480	Prbm.g_00577	Pral.g_00546
OG0000481	Prbm.g_00578	Pral.g_00545
OG0000482	Prbm.g_00579	Pral.g_00544
OG0000483	Prbm.g_00580	Pral.g_00543
OG0000484	Prbm.g_00581	Pral.g_00542
OG0000485	Prbm.g_00582	Pral.g_00541
OG0000486	Prbm.g_00583	Pral.g_00540
OG0000487	Prbm.g_00584	Pral.g_00539
OG0000488	Prbm.g_00586	Pral.g_00537
OG0000489	Prbm.g_00587	Pral.g_00536
OG0000490	Prbm.g_00588	Pral.g_00535
OG0000491	Prbm.g_00589	Pral.g_00534
OG0000492	Prbm.g_00590	Pral.g_00533
OG0000493	Prbm.g_00591	Pral.g_00532
OG0000494	Prbm.g_00593	Pral.g_00530
OG0000495	Prbm.g_00594	Pral.g_00529
OG0000496	Prbm.g_00595	Pral.g_00527
OG0000497	Prbm.g_00596	Pral.g_00525
OG0000498	Prbm.g_00597	Pral.g_00524
OG0000499	Prbm.g_00599	Pral.g_00522
OG0000500	Prbm.g_00600	Pral.g_00521
OG0000501	Prbm.g_00602	Pral.g_00519
OG0000502	Prbm.g_00603	Pral.g_00518
OG0000503	Prbm.g_00604	Pral.g_00516
OG0000504	Prbm.g_00605	Pral.g_00515
OG0000505	Prbm.g_00606	Pral.g_00514
OG0000506	Prbm.g_00607	Pral.g_00513
OG0000507	Prbm.g_00608	Pral.g_00512
OG0000508	Prbm.g_00609	Pral.g_00510
OG0000509	Prbm.g_00610	Pral.g_00509
OG0000510	Prbm.g_00611	Pral.g_00508
OG0000511	Prbm.g_00612	Pral.g_00507
OG0000512	Prbm.g_00613	Pral.g_00506
OG0000513	Prbm.g_00614	Pral.g_00505
OG0000514	Prbm.g_00615	Pral.g_00504
OG0000515	Prbm.g_00616	Pral.g_00503
OG0000516	Prbm.g_00617	Pral.g_00502
OG0000517	Prbm.g_00618	Pral.g_00501
OG0000518	Prbm.g_00620	Pral.g_00498
OG0000519	Prbm.g_00621	Pral.g_00497
OG0000520	Prbm.g_00624	Pral.g_00496
OG0000521	Prbm.g_00623	Pral.g_00495
OG0000522	Prbm.g_00625	Pral.g_00494
OG0000523	Prbm.g_00626	Pral.g_00493
OG0000524	Prbm.g_00627	Pral.g_00492
OG0000525	Prbm.g_00629	Pral.g_00490
OG0000526	Prbm.g_00630	Pral.g_00489
OG0000527	Prbm.g_00631	Pral.g_00488
OG0000528	Prbm.g_00632	Pral.g_00487
OG0000529	Prbm.g_00633	Pral.g_00486
OG0000530	Prbm.g_00634	Pral.g_00485
OG0000531	Prbm.g_00636	Pral.g_00483
OG0000532	Prbm.g_00637	Pral.g_00482
OG0000533	Prbm.g_00638	Pral.g_00481
OG0000534	Prbm.g_00639	Pral.g_00480
OG0000535	Prbm.g_00640	Pral.g_00479
OG0000536	Prbm.g_00641	Pral.g_00478
OG0000537	Prbm.g_00642	Pral.g_00477
OG0000538	Prbm.g_00643	Pral.g_00476
