Orthogroup	Prbm	Prbf
OG0000071	Prbm.g_00011	Prbf.g_00382
OG0000072	Prbm.g_00377	Prbf.g_01661
OG0000073	Prbm.g_00702	Prbf.g_01018
OG0000074	Prbm.g_00728	Prbf.g_01271
OG0000075	Prbm.g_00821	Prbf.g_01238
OG0000076	Prbm.g_01064	Prbf.g_01170
OG0000077	Prbm.g_00434, Prbm.g_01230, Prbm.g_01383, Prbm.g_01118, Prbm.g_01809, Prbm.g_01405	Prbf.g_00777
OG0000078	Prbm.g_00394	Prbf.g_00118
OG0000079	Prbm.g_01792	Prbf.g_00242
OG0000080	Prbm.g_01182	Prbf.g_00346
OG0000081	Prbm.g_02067	Prbf.g_00524
OG0000082	Prbm.g_02188	Prbf.g_00351
OG0000083	Prbm.g_00003	Prbf.g_00390
OG0000084	Prbm.g_00006	Prbf.g_00387
OG0000085	Prbm.g_00023	Prbf.g_01345
OG0000087	Prbm.g_00058	Prbf.g_01374
OG0000088	Prbm.g_00172	Prbf.g_01443
OG0000089	Prbm.g_00181	Prbf.g_01452
OG0000090	Prbm.g_00198	Prbf.g_01469
OG0000091	Prbm.g_00228	Prbf.g_01503
OG0000092	Prbm.g_00229	Prbf.g_01504
OG0000093	Prbm.g_00243	Prbf.g_01518
OG0000094	Prbm.g_00262	Prbf.g_01537
OG0000095	Prbm.g_00266	Prbf.g_01542
OG0000096	Prbm.g_00310	Prbf.g_01590
OG0000097	Prbm.g_00331	Prbf.g_01614
OG0000098	Prbm.g_00341	Prbf.g_01625
OG0000099	Prbm.g_00350	Prbf.g_01635
OG0000100	Prbm.g_00353	Prbf.g_01638
OG0000101	Prbm.g_00425	Prbf.g_01703
OG0000102	Prbm.g_01389	Prbf.g_00044
OG0000103	Prbm.g_00501	Prbf.g_01759
OG0000104	Prbm.g_00506	Prbf.g_01763
OG0000105	Prbm.g_00533	Prbf.g_01783
OG0000106	Prbm.g_00565	Prbf.g_01813
OG0000107	Prbm.g_00566	Prbf.g_01814
OG0000108	Prbm.g_00576	Prbf.g_01824
OG0000109	Prbm.g_00585	Prbf.g_01833
OG0000110	Prbm.g_00601	Prbf.g_01850
OG0000111	Prbm.g_00682	Prbf.g_00999
OG0000112	Prbm.g_00683	Prbf.g_01000
OG0000113	Prbm.g_00766	Prbf.g_01050
OG0000114	Prbm.g_00812	Prbf.g_01247
OG0000115	Prbm.g_00988	Prbf.g_01117
OG0000116	Prbm.g_00992	Prbf.g_01113
OG0000117	Prbm.g_01061	Prbf.g_01167
OG0000118	Prbm.g_01210	Prbf.g_00873
OG0000119	Prbm.g_01913	Prbf.g_00785
OG0000120	Prbm.g_01542	Prbf.g_00924
OG0000121	Prbm.g_01519	Prbf.g_00947
OG0000122	Prbm.g_01499	Prbf.g_00967
OG0000123	Prbm.g_01489	Prbf.g_01915
OG0000124	Prbm.g_01054	Prbf.g_00253
OG0000125	Prbm.g_01622	Prbf.g_00013
OG0000126	Prbm.g_01660	Prbf.g_00095
OG0000127	Prbm.g_01696	Prbf.g_00145
OG0000128	Prbm.g_01711	Prbf.g_00158
OG0000129	Prbm.g_01745	Prbf.g_00194
OG0000130	Prbm.g_01839	Prbf.g_00696
OG0000131	Prbm.g_01876	Prbf.g_00657
OG0000132	Prbm.g_01878	Prbf.g_00654
OG0000133	Prbm.g_01991	Prbf.g_00600
OG0000134	Prbm.g_02027	Prbf.g_00564
OG0000135	Prbm.g_02029	Prbf.g_00562
OG0000136	Prbm.g_02079	Prbf.g_00512
OG0000137	Prbm.g_02114	Prbf.g_00477
OG0000138	Prbm.g_02176	Prbf.g_00443
OG0000139	Prbm.g_02212	Prbf.g_00412
OG0000140	Prbm.g_00001	Prbf.g_00392
OG0000141	Prbm.g_00002	Prbf.g_00391
OG0000142	Prbm.g_00004	Prbf.g_00389
OG0000143	Prbm.g_00005	Prbf.g_00388
OG0000144	Prbm.g_00007	Prbf.g_00386
OG0000145	Prbm.g_00008	Prbf.g_00385
OG0000146	Prbm.g_00009	Prbf.g_00384
OG0000147	Prbm.g_00010	Prbf.g_00383
OG0000148	Prbm.g_00012	Prbf.g_00381
OG0000149	Prbm.g_00014	Prbf.g_01336
OG0000150	Prbm.g_00015	Prbf.g_01337
OG0000151	Prbm.g_00016	Prbf.g_01338
OG0000152	Prbm.g_00017	Prbf.g_01339
OG0000153	Prbm.g_00018	Prbf.g_01340
OG0000154	Prbm.g_00019	Prbf.g_01341
OG0000155	Prbm.g_00020	Prbf.g_01342
OG0000156	Prbm.g_00021	Prbf.g_01343
OG0000157	Prbm.g_00022	Prbf.g_01344
OG0000158	Prbm.g_00024	Prbf.g_01346
OG0000159	Prbm.g_00025	Prbf.g_01347
OG0000160	Prbm.g_00026	Prbf.g_01348
OG0000161	Prbm.g_00027	Prbf.g_01349
OG0000162	Prbm.g_00028	Prbf.g_01350
OG0000163	Prbm.g_00029	Prbf.g_01352
OG0000164	Prbm.g_00032	Prbf.g_01355
OG0000165	Prbm.g_00033	Prbf.g_01358
OG0000166	Prbm.g_00034	Prbf.g_01359
OG0000167	Prbm.g_00035	Prbf.g_01360
OG0000168	Prbm.g_00049	Prbf.g_01362
OG0000169	Prbm.g_00051	Prbf.g_01364
OG0000170	Prbm.g_00052	Prbf.g_01366
OG0000171	Prbm.g_00053	Prbf.g_01367
OG0000172	Prbm.g_00054	Prbf.g_01368
OG0000173	Prbm.g_00055	Prbf.g_01371
OG0000174	Prbm.g_00056	Prbf.g_01372
OG0000175	Prbm.g_00057	Prbf.g_01373
OG0000176	Prbm.g_00059	Prbf.g_01375
OG0000177	Prbm.g_00060	Prbf.g_01376
OG0000178	Prbm.g_00061	Prbf.g_01378
OG0000179	Prbm.g_00121	Prbf.g_01390
OG0000180	Prbm.g_00122	Prbf.g_01391
OG0000181	Prbm.g_00123	Prbf.g_01392
OG0000182	Prbm.g_00126	Prbf.g_01396
OG0000183	Prbm.g_00127	Prbf.g_01397
OG0000184	Prbm.g_00130	Prbf.g_01400
OG0000185	Prbm.g_00134	Prbf.g_01404
OG0000186	Prbm.g_00135	Prbf.g_01405
OG0000187	Prbm.g_00136	Prbf.g_00291
OG0000188	Prbm.g_00137	Prbf.g_01406
OG0000189	Prbm.g_00138	Prbf.g_01407
OG0000190	Prbm.g_00139	Prbf.g_01408
OG0000191	Prbm.g_00140	Prbf.g_01409
OG0000192	Prbm.g_00141	Prbf.g_01410
OG0000193	Prbm.g_00142	Prbf.g_01411
OG0000194	Prbm.g_00143	Prbf.g_01412
OG0000195	Prbm.g_00145	Prbf.g_01414
OG0000196	Prbm.g_00146	Prbf.g_01415
OG0000197	Prbm.g_00147	Prbf.g_01416
OG0000198	Prbm.g_00148	Prbf.g_01417
OG0000199	Prbm.g_00151	Prbf.g_01420
OG0000200	Prbm.g_00152	Prbf.g_01421
OG0000201	Prbm.g_00153	Prbf.g_01422
OG0000202	Prbm.g_00154	Prbf.g_01424
OG0000203	Prbm.g_00155	Prbf.g_01425
OG0000204	Prbm.g_00156	Prbf.g_01426
OG0000205	Prbm.g_00158	Prbf.g_01428
OG0000206	Prbm.g_00159	Prbf.g_01429
OG0000207	Prbm.g_00160	Prbf.g_01430
OG0000208	Prbm.g_00161	Prbf.g_01431
OG0000209	Prbm.g_00162	Prbf.g_01432
OG0000210	Prbm.g_00163	Prbf.g_01433
OG0000211	Prbm.g_00164	Prbf.g_01435
OG0000212	Prbm.g_00165	Prbf.g_01436
OG0000213	Prbm.g_00166	Prbf.g_01437
OG0000214	Prbm.g_00170	Prbf.g_01441
OG0000215	Prbm.g_00171	Prbf.g_01442
OG0000216	Prbm.g_00173	Prbf.g_01444
OG0000217	Prbm.g_00175	Prbf.g_01445
OG0000218	Prbm.g_00176	Prbf.g_01446
OG0000219	Prbm.g_00177	Prbf.g_01447
OG0000220	Prbm.g_00179	Prbf.g_01450
OG0000221	Prbm.g_00182	Prbf.g_01453
OG0000222	Prbm.g_00183	Prbf.g_01454
OG0000223	Prbm.g_00184	Prbf.g_01455
OG0000224	Prbm.g_00187	Prbf.g_01457
OG0000225	Prbm.g_00189	Prbf.g_01459
OG0000226	Prbm.g_00191	Prbf.g_01461
OG0000227	Prbm.g_00192	Prbf.g_01462
OG0000228	Prbm.g_00193	Prbf.g_01463
OG0000229	Prbm.g_00194	Prbf.g_01464
OG0000230	Prbm.g_00195	Prbf.g_01465
OG0000231	Prbm.g_01096	Prbf.g_01055
OG0000232	Prbm.g_00196	Prbf.g_01467
OG0000233	Prbm.g_00199	Prbf.g_01470
OG0000234	Prbm.g_00202	Prbf.g_01472
OG0000235	Prbm.g_00204	Prbf.g_01478
OG0000236	Prbm.g_00205	Prbf.g_01479
OG0000237	Prbm.g_00206	Prbf.g_01480
OG0000238	Prbm.g_00207	Prbf.g_01481
OG0000239	Prbm.g_00208	Prbf.g_01482
OG0000240	Prbm.g_00210	Prbf.g_01484
OG0000241	Prbm.g_00211	Prbf.g_01485
OG0000242	Prbm.g_00212	Prbf.g_01486
OG0000243	Prbm.g_00213	Prbf.g_01487
OG0000244	Prbm.g_00214	Prbf.g_01488
OG0000245	Prbm.g_00215	Prbf.g_01490
OG0000246	Prbm.g_00217	Prbf.g_01492
OG0000247	Prbm.g_00218	Prbf.g_01493
OG0000248	Prbm.g_00219	Prbf.g_01494
OG0000249	Prbm.g_00220	Prbf.g_01495
OG0000250	Prbm.g_00221	Prbf.g_01496
OG0000251	Prbm.g_00222	Prbf.g_01497
OG0000252	Prbm.g_00223	Prbf.g_01498
OG0000253	Prbm.g_00224	Prbf.g_01499
OG0000254	Prbm.g_00226	Prbf.g_01501
OG0000255	Prbm.g_00227	Prbf.g_01502
OG0000256	Prbm.g_00230	Prbf.g_01505
OG0000257	Prbm.g_00232	Prbf.g_01507
OG0000258	Prbm.g_00233	Prbf.g_01508
OG0000259	Prbm.g_00234	Prbf.g_01509
OG0000260	Prbm.g_00235	Prbf.g_01510
OG0000261	Prbm.g_00236	Prbf.g_01511
OG0000262	Prbm.g_00237	Prbf.g_01512
OG0000263	Prbm.g_00238	Prbf.g_01513
OG0000264	Prbm.g_00240	Prbf.g_01515
OG0000265	Prbm.g_00241	Prbf.g_01516
OG0000266	Prbm.g_00242	Prbf.g_01517
OG0000267	Prbm.g_00244	Prbf.g_01519
OG0000268	Prbm.g_00246	Prbf.g_01521
OG0000269	Prbm.g_00247	Prbf.g_01522
OG0000270	Prbm.g_00248	Prbf.g_01523
OG0000271	Prbm.g_00249	Prbf.g_01524
OG0000272	Prbm.g_00250	Prbf.g_01525
OG0000273	Prbm.g_00251	Prbf.g_01526
OG0000274	Prbm.g_00252	Prbf.g_01527
OG0000275	Prbm.g_00253	Prbf.g_01528
OG0000276	Prbm.g_00254	Prbf.g_01529
OG0000277	Prbm.g_00255	Prbf.g_01530
OG0000278	Prbm.g_00256	Prbf.g_01531
OG0000279	Prbm.g_00257	Prbf.g_01532
OG0000280	Prbm.g_00258	Prbf.g_01533
OG0000281	Prbm.g_00260	Prbf.g_01535
OG0000282	Prbm.g_00261	Prbf.g_01536
OG0000283	Prbm.g_00263	Prbf.g_01539
OG0000284	Prbm.g_00264	Prbf.g_01540
OG0000285	Prbm.g_00265	Prbf.g_01541
OG0000286	Prbm.g_00267	Prbf.g_01543
OG0000287	Prbm.g_00268	Prbf.g_01545
OG0000288	Prbm.g_00269	Prbf.g_01546
OG0000289	Prbm.g_00270	Prbf.g_01547
OG0000290	Prbm.g_00271	Prbf.g_01548
OG0000291	Prbm.g_00272	Prbf.g_01549
OG0000292	Prbm.g_00273	Prbf.g_01550
OG0000293	Prbm.g_00274	Prbf.g_01551
OG0000294	Prbm.g_00275	Prbf.g_01552
OG0000295	Prbm.g_00276	Prbf.g_01553
OG0000296	Prbm.g_00277	Prbf.g_01554
OG0000297	Prbm.g_00278	Prbf.g_01555
OG0000298	Prbm.g_00279	Prbf.g_01556
OG0000299	Prbm.g_00280	Prbf.g_01557
OG0000300	Prbm.g_00281	Prbf.g_01558
OG0000301	Prbm.g_00282	Prbf.g_01559
OG0000302	Prbm.g_00283	Prbf.g_01560
OG0000303	Prbm.g_00284	Prbf.g_01561
OG0000304	Prbm.g_00285	Prbf.g_01563
OG0000305	Prbm.g_00286	Prbf.g_01564
OG0000306	Prbm.g_00287	Prbf.g_01565
OG0000307	Prbm.g_00288	Prbf.g_01567
OG0000308	Prbm.g_00289	Prbf.g_01568
OG0000309	Prbm.g_00290	Prbf.g_01569
OG0000310	Prbm.g_00291	Prbf.g_01570
OG0000311	Prbm.g_00293	Prbf.g_01571
OG0000312	Prbm.g_00295	Prbf.g_01573
OG0000313	Prbm.g_00296	Prbf.g_01574
OG0000314	Prbm.g_00300	Prbf.g_01578
OG0000315	Prbm.g_00301	Prbf.g_01579
OG0000316	Prbm.g_00303	Prbf.g_01581
OG0000317	Prbm.g_00305	Prbf.g_01583
OG0000318	Prbm.g_00306	Prbf.g_01584
OG0000319	Prbm.g_00307	Prbf.g_01585
OG0000320	Prbm.g_00308	Prbf.g_01586
OG0000321	Prbm.g_00309	Prbf.g_01589
OG0000322	Prbm.g_00312	Prbf.g_01593
OG0000323	Prbm.g_00313	Prbf.g_01594
OG0000324	Prbm.g_00317	Prbf.g_01597
OG0000325	Prbm.g_00318	Prbf.g_01598
OG0000326	Prbm.g_00319	Prbf.g_01599
OG0000327	Prbm.g_00320	Prbf.g_01601
OG0000328	Prbm.g_00321	Prbf.g_01602
OG0000329	Prbm.g_00322	Prbf.g_01603
OG0000330	Prbm.g_00323	Prbf.g_01604
OG0000331	Prbm.g_00324	Prbf.g_01606
OG0000332	Prbm.g_00325	Prbf.g_01607
OG0000333	Prbm.g_00326	Prbf.g_01608
OG0000334	Prbm.g_00327	Prbf.g_01609
OG0000335	Prbm.g_00328	Prbf.g_01610
OG0000336	Prbm.g_00330	Prbf.g_01612
OG0000337	Prbm.g_00332	Prbf.g_01615
OG0000338	Prbm.g_00333	Prbf.g_01616
OG0000339	Prbm.g_00334	Prbf.g_01617
OG0000340	Prbm.g_00335	Prbf.g_01618
OG0000341	Prbm.g_00339	Prbf.g_01622
OG0000342	Prbm.g_00340	Prbf.g_01623
OG0000343	Prbm.g_00342	Prbf.g_01626
OG0000344	Prbm.g_00343	Prbf.g_01627
OG0000345	Prbm.g_00344	Prbf.g_01628
OG0000346	Prbm.g_00345	Prbf.g_01629
OG0000347	Prbm.g_00346	Prbf.g_01630
OG0000348	Prbm.g_00347	Prbf.g_01632
OG0000349	Prbm.g_00348	Prbf.g_01633
OG0000350	Prbm.g_00349	Prbf.g_01634
OG0000351	Prbm.g_00351	Prbf.g_01636
OG0000352	Prbm.g_00354	Prbf.g_01639
OG0000353	Prbm.g_00355	Prbf.g_01640
OG0000354	Prbm.g_00356	Prbf.g_01641
OG0000355	Prbm.g_00357	Prbf.g_01642
OG0000356	Prbm.g_00358	Prbf.g_01643
OG0000357	Prbm.g_00359	Prbf.g_01644
OG0000358	Prbm.g_00360	Prbf.g_01645
OG0000359	Prbm.g_00361	Prbf.g_01646
OG0000360	Prbm.g_00364	Prbf.g_01648
OG0000361	Prbm.g_00365	Prbf.g_01649
OG0000362	Prbm.g_00366	Prbf.g_01650
OG0000363	Prbm.g_00367	Prbf.g_01651
OG0000364	Prbm.g_00368	Prbf.g_01652
OG0000365	Prbm.g_00369	Prbf.g_01653
OG0000366	Prbm.g_00370	Prbf.g_01654
OG0000367	Prbm.g_00371	Prbf.g_01655
OG0000368	Prbm.g_00372	Prbf.g_01656
OG0000369	Prbm.g_00373	Prbf.g_01657
OG0000370	Prbm.g_00374	Prbf.g_01658
OG0000371	Prbm.g_00375	Prbf.g_01659
OG0000372	Prbm.g_00376	Prbf.g_01660
OG0000373	Prbm.g_00378	Prbf.g_01662
OG0000374	Prbm.g_00379	Prbf.g_01663
OG0000375	Prbm.g_00380	Prbf.g_01664
OG0000376	Prbm.g_00382	Prbf.g_01665
OG0000377	Prbm.g_00388	Prbf.g_01671
OG0000378	Prbm.g_00768	Prbf.g_01672
OG0000379	Prbm.g_00400	Prbf.g_01678
OG0000380	Prbm.g_00402	Prbf.g_01680
OG0000381	Prbm.g_00403	Prbf.g_01681
OG0000382	Prbm.g_00404	Prbf.g_01682
OG0000383	Prbm.g_00407	Prbf.g_01685
OG0000384	Prbm.g_00408	Prbf.g_01686
OG0000385	Prbm.g_00410	Prbf.g_01689
OG0000386	Prbm.g_00411	Prbf.g_01690
OG0000387	Prbm.g_00412	Prbf.g_01691
OG0000388	Prbm.g_00413	Prbf.g_01692
OG0000389	Prbm.g_00414	Prbf.g_01693
OG0000390	Prbm.g_00415	Prbf.g_01694
OG0000391	Prbm.g_00416	Prbf.g_01695
OG0000392	Prbm.g_00417	Prbf.g_01696
OG0000393	Prbm.g_00422	Prbf.g_01700
OG0000394	Prbm.g_00423	Prbf.g_01701
OG0000395	Prbm.g_00426	Prbf.g_01704
OG0000396	Prbm.g_00866	Prbf.g_01190
OG0000397	Prbm.g_01088	Prbf.g_00874
OG0000398	Prbm.g_01121	Prbf.g_00741
OG0000399	Prbm.g_01353	Prbf.g_00879
OG0000400	Prbm.g_01949	Prbf.g_00629
OG0000401	Prbm.g_00440	Prbf.g_01715
OG0000402	Prbm.g_00441	Prbf.g_01716
OG0000403	Prbm.g_00442	Prbf.g_01717
OG0000404	Prbm.g_00445	Prbf.g_01719
OG0000405	Prbm.g_00446	Prbf.g_01720
OG0000406	Prbm.g_00448	Prbf.g_01722
OG0000407	Prbm.g_00449	Prbf.g_01723
OG0000408	Prbm.g_00450	Prbf.g_01724
OG0000409	Prbm.g_00451	Prbf.g_01725
OG0000410	Prbm.g_00452	Prbf.g_01726
OG0000411	Prbm.g_00453	Prbf.g_01727
OG0000412	Prbm.g_00454	Prbf.g_01728
OG0000413	Prbm.g_00455	Prbf.g_01729
OG0000414	Prbm.g_00456	Prbf.g_01730
OG0000415	Prbm.g_00457	Prbf.g_01731
OG0000416	Prbm.g_00458	Prbf.g_01732
OG0000417	Prbm.g_00459	Prbf.g_01733
OG0000418	Prbm.g_00460	Prbf.g_01734
OG0000419	Prbm.g_00461	Prbf.g_01735
OG0000420	Prbm.g_00462	Prbf.g_01736
OG0000421	Prbm.g_00480	Prbf.g_01740
OG0000422	Prbm.g_00482	Prbf.g_01742
OG0000423	Prbm.g_00483	Prbf.g_01743
OG0000424	Prbm.g_00484	Prbf.g_01744
OG0000425	Prbm.g_00490	Prbf.g_01748
OG0000426	Prbm.g_00491	Prbf.g_01749
OG0000427	Prbm.g_00492	Prbf.g_01750
OG0000428	Prbm.g_00494	Prbf.g_01752
OG0000429	Prbm.g_00495	Prbf.g_01753
OG0000430	Prbm.g_00497	Prbf.g_01754
OG0000431	Prbm.g_00498	Prbf.g_01756
OG0000432	Prbm.g_00499	Prbf.g_01757
OG0000433	Prbm.g_00502	Prbf.g_01760
OG0000434	Prbm.g_00504	Prbf.g_01761
OG0000435	Prbm.g_00505	Prbf.g_01762
OG0000436	Prbm.g_00507	Prbf.g_01764
OG0000437	Prbm.g_00509	Prbf.g_01766
OG0000438	Prbm.g_00510	Prbf.g_01767
OG0000439	Prbm.g_00511	Prbf.g_01768
OG0000440	Prbm.g_00512	Prbf.g_01770
OG0000441	Prbm.g_00513	Prbf.g_01771
OG0000442	Prbm.g_00514	Prbf.g_01772
OG0000443	Prbm.g_00515	Prbf.g_01773
OG0000444	Prbm.g_00516	Prbf.g_01774
OG0000445	Prbm.g_00517	Prbf.g_01775
OG0000446	Prbm.g_00518	Prbf.g_01776
OG0000447	Prbm.g_00519	Prbf.g_01777
OG0000448	Prbm.g_00520	Prbf.g_01778
OG0000449	Prbm.g_00534	Prbf.g_01784
OG0000450	Prbm.g_00535	Prbf.g_01785
OG0000451	Prbm.g_00536	Prbf.g_01786
OG0000452	Prbm.g_00537	Prbf.g_01787
OG0000453	Prbm.g_00539	Prbf.g_01788
OG0000454	Prbm.g_00540	Prbf.g_01789
OG0000455	Prbm.g_00541	Prbf.g_01790
OG0000456	Prbm.g_00542	Prbf.g_01791
OG0000457	Prbm.g_00544	Prbf.g_01793
OG0000458	Prbm.g_00546	Prbf.g_01795
OG0000459	Prbm.g_00547	Prbf.g_01796
OG0000460	Prbm.g_00549	Prbf.g_01798
OG0000461	Prbm.g_00550	Prbf.g_01799
OG0000462	Prbm.g_00551	Prbf.g_01800
OG0000463	Prbm.g_00553	Prbf.g_01801
OG0000464	Prbm.g_00557	Prbf.g_01805
OG0000465	Prbm.g_00558	Prbf.g_01806
OG0000466	Prbm.g_00559	Prbf.g_01807
OG0000467	Prbm.g_00560	Prbf.g_01808
OG0000468	Prbm.g_00561	Prbf.g_01809
OG0000469	Prbm.g_00562	Prbf.g_01810
OG0000470	Prbm.g_00563	Prbf.g_01811
OG0000471	Prbm.g_00564	Prbf.g_01812
OG0000472	Prbm.g_00567	Prbf.g_01815
OG0000473	Prbm.g_00568	Prbf.g_01816
OG0000474	Prbm.g_00569	Prbf.g_01817
OG0000475	Prbm.g_00570	Prbf.g_01818
OG0000476	Prbm.g_00571	Prbf.g_01819
OG0000477	Prbm.g_00573	Prbf.g_01821
OG0000478	Prbm.g_00574	Prbf.g_01822
OG0000479	Prbm.g_00575	Prbf.g_01823
OG0000480	Prbm.g_00577	Prbf.g_01825
OG0000481	Prbm.g_00578	Prbf.g_01826
OG0000482	Prbm.g_00579	Prbf.g_01827
OG0000483	Prbm.g_00580	Prbf.g_01828
OG0000484	Prbm.g_00581	Prbf.g_01829
OG0000485	Prbm.g_00582	Prbf.g_01830
OG0000486	Prbm.g_00583	Prbf.g_01831
OG0000487	Prbm.g_00584	Prbf.g_01832
OG0000488	Prbm.g_00586	Prbf.g_01834
OG0000489	Prbm.g_00587	Prbf.g_01835
OG0000490	Prbm.g_00588	Prbf.g_01836
OG0000491	Prbm.g_00589	Prbf.g_01837
OG0000492	Prbm.g_00590	Prbf.g_01838
OG0000493	Prbm.g_00591	Prbf.g_01839
OG0000494	Prbm.g_00593	Prbf.g_01840
OG0000495	Prbm.g_00594	Prbf.g_01841
OG0000496	Prbm.g_00595	Prbf.g_01843
OG0000497	Prbm.g_00596	Prbf.g_01845
OG0000498	Prbm.g_00597	Prbf.g_01846
OG0000499	Prbm.g_00599	Prbf.g_01848
OG0000500	Prbm.g_00600	Prbf.g_01849
OG0000501	Prbm.g_00602	Prbf.g_01851
OG0000502	Prbm.g_00603	Prbf.g_01852
OG0000503	Prbm.g_00604	Prbf.g_01853
OG0000504	Prbm.g_00605	Prbf.g_01854
OG0000505	Prbm.g_00606	Prbf.g_01855
OG0000506	Prbm.g_00607	Prbf.g_01856
OG0000507	Prbm.g_00608	Prbf.g_01857
OG0000508	Prbm.g_00609	Prbf.g_01859
OG0000509	Prbm.g_00610	Prbf.g_01860
OG0000510	Prbm.g_00611	Prbf.g_01861
OG0000511	Prbm.g_00612	Prbf.g_01862
OG0000512	Prbm.g_00613	Prbf.g_01863
OG0000513	Prbm.g_00614	Prbf.g_01864
OG0000514	Prbm.g_00615	Prbf.g_01865
OG0000515	Prbm.g_00616	Prbf.g_01868
OG0000516	Prbm.g_00617	Prbf.g_01869
OG0000517	Prbm.g_00618	Prbf.g_01870
OG0000518	Prbm.g_00620	Prbf.g_01873
OG0000519	Prbm.g_00621	Prbf.g_01874
OG0000520	Prbm.g_00624	Prbf.g_01875
OG0000521	Prbm.g_00623	Prbf.g_01876
OG0000522	Prbm.g_00625	Prbf.g_01877
