Orthogroup	Prbm	Prbj
OG0000247	Prbm.g_00218	Prbj.g_00528
OG0000248	Prbm.g_00219	Prbj.g_00527
OG0000249	Prbm.g_00220	Prbj.g_00526
OG0000250	Prbm.g_00221	Prbj.g_00525
OG0000251	Prbm.g_00222	Prbj.g_00524
OG0000252	Prbm.g_00223	Prbj.g_00523
OG0000253	Prbm.g_00224	Prbj.g_00522
OG0000254	Prbm.g_00226	Prbj.g_00520
OG0000255	Prbm.g_00227	Prbj.g_00519
OG0000256	Prbm.g_00230	Prbj.g_00516
OG0000257	Prbm.g_00232	Prbj.g_00515
OG0000258	Prbm.g_00233	Prbj.g_00514
OG0000259	Prbm.g_00234	Prbj.g_00513
OG0000260	Prbm.g_00235	Prbj.g_00512
OG0000261	Prbm.g_00236	Prbj.g_00511
OG0000262	Prbm.g_00237	Prbj.g_00510
OG0000263	Prbm.g_00238	Prbj.g_00509
OG0000264	Prbm.g_00240	Prbj.g_02369
OG0000265	Prbm.g_00241	Prbj.g_01135
OG0000266	Prbm.g_00242	Prbj.g_01137
OG0000267	Prbm.g_00244	Prbj.g_01141
OG0000268	Prbm.g_00246	Prbj.g_01143
OG0000269	Prbm.g_00247	Prbj.g_01146
OG0000270	Prbm.g_00248	Prbj.g_01148
OG0000271	Prbm.g_00249	Prbj.g_01151
OG0000272	Prbm.g_00250	Prbj.g_01152
OG0000273	Prbm.g_00251	Prbj.g_01155
OG0000274	Prbm.g_00252	Prbj.g_01157
OG0000275	Prbm.g_00253	Prbj.g_01158
OG0000276	Prbm.g_00254	Prbj.g_01159
OG0000277	Prbm.g_00255	Prbj.g_01160
OG0000278	Prbm.g_00256	Prbj.g_01161
OG0000279	Prbm.g_00257	Prbj.g_01162
OG0000280	Prbm.g_00258	Prbj.g_01163
OG0000281	Prbm.g_00260	Prbj.g_01165
OG0000282	Prbm.g_00261	Prbj.g_01166
OG0000283	Prbm.g_00263	Prbj.g_01173
OG0000284	Prbm.g_00264	Prbj.g_01174
OG0000285	Prbm.g_00265	Prbj.g_00289
OG0000286	Prbm.g_00267	Prbj.g_00287
OG0000287	Prbm.g_00268	Prbj.g_00234
OG0000288	Prbm.g_00269	Prbj.g_00235
OG0000289	Prbm.g_00270	Prbj.g_00237
OG0000290	Prbm.g_00271	Prbj.g_00238
OG0000291	Prbm.g_00272	Prbj.g_00240
OG0000292	Prbm.g_00273	Prbj.g_00250
OG0000293	Prbm.g_00274	Prbj.g_00251
OG0000294	Prbm.g_00275	Prbj.g_00252
OG0000295	Prbm.g_00276	Prbj.g_00258
OG0000296	Prbm.g_00277	Prbj.g_00259
OG0000297	Prbm.g_00278	Prbj.g_00262
OG0000298	Prbm.g_00279	Prbj.g_00263
OG0000299	Prbm.g_00280	Prbj.g_00264
OG0000300	Prbm.g_00281	Prbj.g_00265
OG0000301	Prbm.g_00282	Prbj.g_00266
OG0000302	Prbm.g_00283	Prbj.g_00267
OG0000303	Prbm.g_00284	Prbj.g_00268
OG0000304	Prbm.g_00285	Prbj.g_00270
OG0000305	Prbm.g_00286	Prbj.g_00271
OG0000306	Prbm.g_00287	Prbj.g_00272
OG0000307	Prbm.g_00288	Prbj.g_00181
OG0000308	Prbm.g_00289	Prbj.g_01775
OG0000309	Prbm.g_00290	Prbj.g_01776
OG0000310	Prbm.g_00291	Prbj.g_01777
OG0000311	Prbm.g_00293	Prbj.g_00177
OG0000312	Prbm.g_00295	Prbj.g_00176
OG0000313	Prbm.g_00296	Prbj.g_02608
OG0000314	Prbm.g_00300	Prbj.g_02614
OG0000315	Prbm.g_00301	Prbj.g_02615
OG0000316	Prbm.g_00303	Prbj.g_02661
OG0000317	Prbm.g_00305	Prbj.g_01341
OG0000318	Prbm.g_00306	Prbj.g_01342
OG0000319	Prbm.g_00307	Prbj.g_01343
OG0000320	Prbm.g_00308	Prbj.g_01345
OG0000321	Prbm.g_00309	Prbj.g_01350
OG0000322	Prbm.g_00312	Prbj.g_01359
OG0000323	Prbm.g_00313	Prbj.g_01360
OG0000324	Prbm.g_00317	Prbj.g_01362
OG0000325	Prbm.g_00318	Prbj.g_01364
OG0000326	Prbm.g_00319	Prbj.g_01366
OG0000327	Prbm.g_00320	Prbj.g_01372
OG0000328	Prbm.g_00321	Prbj.g_00180
OG0000329	Prbm.g_00322	Prbj.g_01385
OG0000330	Prbm.g_00323	Prbj.g_01386
OG0000331	Prbm.g_00324	Prbj.g_01388
OG0000332	Prbm.g_00325	Prbj.g_01389
OG0000333	Prbm.g_00326	Prbj.g_01390
OG0000334	Prbm.g_00327	Prbj.g_01391
OG0000335	Prbm.g_00328	Prbj.g_01392
OG0000336	Prbm.g_00330	Prbj.g_01394
OG0000337	Prbm.g_00332	Prbj.g_01399
OG0000338	Prbm.g_00333	Prbj.g_01400
OG0000339	Prbm.g_00334	Prbj.g_01401
OG0000340	Prbm.g_00335	Prbj.g_01403
OG0000341	Prbm.g_00339	Prbj.g_01408
OG0000342	Prbm.g_00340	Prbj.g_01409
OG0000343	Prbm.g_00342	Prbj.g_01411
OG0000344	Prbm.g_00343	Prbj.g_01413
OG0000345	Prbm.g_00344	Prbj.g_01414
OG0000346	Prbm.g_00345	Prbj.g_01415
OG0000347	Prbm.g_00346	Prbj.g_01416
OG0000348	Prbm.g_00347	Prbj.g_01417
OG0000349	Prbm.g_00348	Prbj.g_01418
OG0000350	Prbm.g_00349	Prbj.g_01419
OG0000351	Prbm.g_00351	Prbj.g_01423
OG0000352	Prbm.g_00354	Prbj.g_01427
OG0000353	Prbm.g_00355	Prbj.g_01430
OG0000354	Prbm.g_00356	Prbj.g_01431
OG0000355	Prbm.g_00357	Prbj.g_01432
OG0000356	Prbm.g_00358	Prbj.g_01437
OG0000357	Prbm.g_00359	Prbj.g_01438
OG0000358	Prbm.g_00360	Prbj.g_01439
OG0000359	Prbm.g_00361	Prbj.g_01441
OG0000360	Prbm.g_00364	Prbj.g_01444
OG0000361	Prbm.g_00365	Prbj.g_01445
OG0000362	Prbm.g_00366	Prbj.g_01446
OG0000363	Prbm.g_00367	Prbj.g_01448
OG0000364	Prbm.g_00368	Prbj.g_01449
OG0000365	Prbm.g_00369	Prbj.g_01450
OG0000366	Prbm.g_00370	Prbj.g_01451
OG0000367	Prbm.g_00371	Prbj.g_01452
OG0000368	Prbm.g_00372	Prbj.g_01453
OG0000369	Prbm.g_00373	Prbj.g_01454
OG0000370	Prbm.g_00374	Prbj.g_01455
OG0000371	Prbm.g_00375	Prbj.g_01456
OG0000372	Prbm.g_00376	Prbj.g_01459
OG0000373	Prbm.g_00378	Prbj.g_01469
OG0000374	Prbm.g_00379	Prbj.g_01471
OG0000375	Prbm.g_00380	Prbj.g_01480
OG0000376	Prbm.g_00382	Prbj.g_00359
OG0000377	Prbm.g_00388	Prbj.g_00352
OG0000378	Prbm.g_00768	Prbj.g_00351
OG0000379	Prbm.g_00400	Prbj.g_00341
OG0000380	Prbm.g_00402	Prbj.g_00339
OG0000381	Prbm.g_00403	Prbj.g_00338
OG0000382	Prbm.g_00404	Prbj.g_00336
OG0000383	Prbm.g_00407	Prbj.g_00331
OG0000384	Prbm.g_00408	Prbj.g_00330
OG0000385	Prbm.g_00410	Prbj.g_00324
OG0000386	Prbm.g_00411	Prbj.g_00323
OG0000387	Prbm.g_00412	Prbj.g_00322
OG0000388	Prbm.g_00413	Prbj.g_00321
OG0000389	Prbm.g_00414	Prbj.g_00320
OG0000390	Prbm.g_00415	Prbj.g_00319
OG0000391	Prbm.g_00416	Prbj.g_00318
OG0000392	Prbm.g_00417	Prbj.g_00317
OG0000393	Prbm.g_00422	Prbj.g_00063
OG0000394	Prbm.g_00423	Prbj.g_00064
OG0000395	Prbm.g_00426	Prbj.g_00068
OG0000396	Prbm.g_00866	Prbj.g_02500
OG0000397	Prbm.g_01088	Prbj.g_00563
OG0000398	Prbm.g_01121	Prbj.g_00874
OG0000399	Prbm.g_01353	Prbj.g_00689
OG0000400	Prbm.g_01949	Prbj.g_02659
OG0000401	Prbm.g_00440	Prbj.g_00076
OG0000402	Prbm.g_00441	Prbj.g_00077
OG0000403	Prbm.g_00442	Prbj.g_00089
OG0000404	Prbm.g_00445	Prbj.g_00099
OG0000405	Prbm.g_00446	Prbj.g_00100
OG0000406	Prbm.g_00448	Prbj.g_00102
OG0000407	Prbm.g_00449	Prbj.g_00103
OG0000408	Prbm.g_00450	Prbj.g_00104
OG0000409	Prbm.g_00451	Prbj.g_00105
OG0000410	Prbm.g_00452	Prbj.g_00107
OG0000411	Prbm.g_00453	Prbj.g_00108
OG0000412	Prbm.g_00454	Prbj.g_00109
OG0000413	Prbm.g_00455	Prbj.g_00110
OG0000414	Prbm.g_00456	Prbj.g_00111
OG0000415	Prbm.g_00457	Prbj.g_00112
OG0000416	Prbm.g_00458	Prbj.g_00113
OG0000417	Prbm.g_00459	Prbj.g_00117
OG0000418	Prbm.g_00460	Prbj.g_00118
OG0000419	Prbm.g_00461	Prbj.g_00119
OG0000420	Prbm.g_00462	Prbj.g_00120
OG0000421	Prbm.g_00480	Prbj.g_01894
OG0000422	Prbm.g_00482	Prbj.g_01892
OG0000423	Prbm.g_00483	Prbj.g_01891
OG0000424	Prbm.g_00484	Prbj.g_01888
OG0000425	Prbm.g_00490	Prbj.g_00152
OG0000426	Prbm.g_00491	Prbj.g_00151
OG0000427	Prbm.g_00492	Prbj.g_00148
OG0000428	Prbm.g_00494	Prbj.g_00136
OG0000429	Prbm.g_00495	Prbj.g_00134
OG0000430	Prbm.g_00497	Prbj.g_00132
OG0000431	Prbm.g_00498	Prbj.g_00130
OG0000432	Prbm.g_00499	Prbj.g_00129
OG0000433	Prbm.g_00502	Prbj.g_01638
OG0000434	Prbm.g_00504	Prbj.g_01635
OG0000435	Prbm.g_00505	Prbj.g_01631
OG0000436	Prbm.g_00507	Prbj.g_01629
OG0000437	Prbm.g_00509	Prbj.g_01627
OG0000438	Prbm.g_00510	Prbj.g_01626
OG0000439	Prbm.g_00511	Prbj.g_01625
OG0000440	Prbm.g_00512	Prbj.g_01622
OG0000441	Prbm.g_00513	Prbj.g_01620
OG0000442	Prbm.g_00514	Prbj.g_01619
OG0000443	Prbm.g_00515	Prbj.g_01618
OG0000444	Prbm.g_00516	Prbj.g_01617
OG0000445	Prbm.g_00517	Prbj.g_01616
OG0000446	Prbm.g_00518	Prbj.g_01615
OG0000447	Prbm.g_00519	Prbj.g_01614
OG0000448	Prbm.g_00520	Prbj.g_01613
OG0000449	Prbm.g_00534	Prbj.g_01605
OG0000450	Prbm.g_00535	Prbj.g_02088
OG0000451	Prbm.g_00536	Prbj.g_02089
OG0000452	Prbm.g_00537	Prbj.g_02090
OG0000453	Prbm.g_00539	Prbj.g_02093
OG0000454	Prbm.g_00540	Prbj.g_02094
OG0000455	Prbm.g_00541	Prbj.g_02095
OG0000456	Prbm.g_00542	Prbj.g_02096
OG0000457	Prbm.g_00544	Prbj.g_02097
OG0000458	Prbm.g_00546	Prbj.g_02098
OG0000459	Prbm.g_00547	Prbj.g_02099
OG0000460	Prbm.g_00549	Prbj.g_02101
OG0000461	Prbm.g_00550	Prbj.g_02102
OG0000462	Prbm.g_00551	Prbj.g_02103
OG0000463	Prbm.g_00553	Prbj.g_02108
OG0000464	Prbm.g_00557	Prbj.g_02113
OG0000465	Prbm.g_00558	Prbj.g_02114
OG0000466	Prbm.g_00559	Prbj.g_02115
OG0000467	Prbm.g_00560	Prbj.g_02117
OG0000468	Prbm.g_00561	Prbj.g_02118
OG0000469	Prbm.g_00562	Prbj.g_02123
OG0000470	Prbm.g_00563	Prbj.g_01116
OG0000471	Prbm.g_00564	Prbj.g_00765
OG0000472	Prbm.g_00567	Prbj.g_02128
OG0000473	Prbm.g_00568	Prbj.g_02130
OG0000474	Prbm.g_00569	Prbj.g_02132
OG0000475	Prbm.g_00570	Prbj.g_02133
OG0000476	Prbm.g_00571	Prbj.g_02139
OG0000477	Prbm.g_00573	Prbj.g_02142
OG0000478	Prbm.g_00574	Prbj.g_02144
OG0000479	Prbm.g_00575	Prbj.g_02146
OG0000480	Prbm.g_00577	Prbj.g_02666
OG0000481	Prbm.g_00578	Prbj.g_01858
OG0000482	Prbm.g_00579	Prbj.g_01859
OG0000483	Prbm.g_00580	Prbj.g_01861
OG0000484	Prbm.g_00581	Prbj.g_01862
OG0000485	Prbm.g_00582	Prbj.g_01863
OG0000486	Prbm.g_00583	Prbj.g_01864
OG0000487	Prbm.g_00584	Prbj.g_01865
OG0000488	Prbm.g_00586	Prbj.g_01867
OG0000489	Prbm.g_00587	Prbj.g_01868
OG0000490	Prbm.g_00588	Prbj.g_01869
OG0000491	Prbm.g_00589	Prbj.g_01870
OG0000492	Prbm.g_00590	Prbj.g_01871
OG0000493	Prbm.g_00591	Prbj.g_01872
OG0000494	Prbm.g_00593	Prbj.g_01874
OG0000495	Prbm.g_00594	Prbj.g_01875
OG0000496	Prbm.g_00595	Prbj.g_01877
OG0000497	Prbm.g_00596	Prbj.g_01879
OG0000498	Prbm.g_00597	Prbj.g_01880
OG0000499	Prbm.g_00599	Prbj.g_01882
OG0000500	Prbm.g_00600	Prbj.g_01883
OG0000501	Prbm.g_00602	Prbj.g_01807
OG0000502	Prbm.g_00603	Prbj.g_01806
OG0000503	Prbm.g_00604	Prbj.g_01805
OG0000504	Prbm.g_00605	Prbj.g_01803
OG0000505	Prbm.g_00606	Prbj.g_01802
OG0000506	Prbm.g_00607	Prbj.g_01801
OG0000507	Prbm.g_00608	Prbj.g_01800
OG0000508	Prbm.g_00609	Prbj.g_01796
OG0000509	Prbm.g_00610	Prbj.g_01795
OG0000510	Prbm.g_00611	Prbj.g_01794
OG0000511	Prbm.g_00612	Prbj.g_01793
OG0000512	Prbm.g_00613	Prbj.g_01792
OG0000513	Prbm.g_00614	Prbj.g_01791
OG0000514	Prbm.g_00615	Prbj.g_01790
OG0000515	Prbm.g_00616	Prbj.g_01787
OG0000516	Prbm.g_00617	Prbj.g_01786
OG0000517	Prbm.g_00618	Prbj.g_01785
OG0000518	Prbm.g_00620	Prbj.g_01781
OG0000519	Prbm.g_00621	Prbj.g_01780
OG0000520	Prbm.g_00624	Prbj.g_01779
OG0000521	Prbm.g_00623	Prbj.g_01778
OG0000522	Prbm.g_00625	Prbj.g_01772
OG0000523	Prbm.g_00626	Prbj.g_01771
OG0000524	Prbm.g_00627	Prbj.g_01770
OG0000525	Prbm.g_00629	Prbj.g_01768
OG0000526	Prbm.g_00630	Prbj.g_01767
OG0000527	Prbm.g_00631	Prbj.g_01766
OG0000528	Prbm.g_00632	Prbj.g_01765
OG0000529	Prbm.g_00633	Prbj.g_01764
OG0000530	Prbm.g_00634	Prbj.g_01763
OG0000531	Prbm.g_00636	Prbj.g_01760
OG0000532	Prbm.g_00637	Prbj.g_01758
OG0000533	Prbm.g_00638	Prbj.g_01757
OG0000534	Prbm.g_00639	Prbj.g_01756
OG0000535	Prbm.g_00640	Prbj.g_01755
OG0000536	Prbm.g_00641	Prbj.g_01754
OG0000537	Prbm.g_00642	Prbj.g_01753
OG0000538	Prbm.g_00643	Prbj.g_01752
OG0000539	Prbm.g_00644	Prbj.g_01750
OG0000540	Prbm.g_00645	Prbj.g_01748
OG0000541	Prbm.g_00646	Prbj.g_02544
OG0000542	Prbm.g_00647	Prbj.g_02545
OG0000543	Prbm.g_00648	Prbj.g_02546
OG0000544	Prbm.g_00649	Prbj.g_02547
OG0000545	Prbm.g_00652	Prbj.g_02550
OG0000546	Prbm.g_00653	Prbj.g_02551
OG0000547	Prbm.g_00654	Prbj.g_02553
