Orthogroup	Prbm	Prbn
OG0000133	Prbm.g_01991	Prbn.g_01839
OG0000134	Prbm.g_02027	Prbn.g_01875
OG0000135	Prbm.g_02029	Prbn.g_01877
OG0000136	Prbm.g_02079	Prbn.g_01012
OG0000137	Prbm.g_02114	Prbn.g_00978
OG0000138	Prbm.g_02176	Prbn.g_00944
OG0000139	Prbm.g_02212	Prbn.g_00913
OG0000140	Prbm.g_00001	Prbn.g_00301
OG0000141	Prbm.g_00002	Prbn.g_00302
OG0000142	Prbm.g_00004	Prbn.g_00010
OG0000143	Prbm.g_00005	Prbn.g_00009
OG0000144	Prbm.g_00007	Prbn.g_00007
OG0000145	Prbm.g_00008	Prbn.g_00006
OG0000146	Prbm.g_00009	Prbn.g_00005
OG0000147	Prbm.g_00010	Prbn.g_00004
OG0000148	Prbm.g_00012	Prbn.g_00001
OG0000149	Prbm.g_00014	Prbn.g_00768
OG0000150	Prbm.g_00015	Prbn.g_00767
OG0000151	Prbm.g_00016	Prbn.g_00766
OG0000152	Prbm.g_00017	Prbn.g_00765
OG0000153	Prbm.g_00018	Prbn.g_00764
OG0000154	Prbm.g_00019	Prbn.g_00763
OG0000155	Prbm.g_00020	Prbn.g_00762
OG0000156	Prbm.g_00021	Prbn.g_00761
OG0000157	Prbm.g_00022	Prbn.g_00760
OG0000158	Prbm.g_00024	Prbn.g_00758
OG0000159	Prbm.g_00025	Prbn.g_00757
OG0000160	Prbm.g_00026	Prbn.g_00756
OG0000161	Prbm.g_00027	Prbn.g_00755
OG0000162	Prbm.g_00028	Prbn.g_00754
OG0000163	Prbm.g_00029	Prbn.g_00752
OG0000164	Prbm.g_00032	Prbn.g_00749
OG0000165	Prbm.g_00033	Prbn.g_00746
OG0000166	Prbm.g_00034	Prbn.g_00745
OG0000167	Prbm.g_00035	Prbn.g_00744
OG0000168	Prbm.g_00049	Prbn.g_00742
OG0000169	Prbm.g_00051	Prbn.g_00740
OG0000170	Prbm.g_00052	Prbn.g_00738
OG0000171	Prbm.g_00053	Prbn.g_00737
OG0000172	Prbm.g_00054	Prbn.g_00736
OG0000173	Prbm.g_00055	Prbn.g_00733
OG0000174	Prbm.g_00056	Prbn.g_00732
OG0000175	Prbm.g_00057	Prbn.g_00731
OG0000176	Prbm.g_00059	Prbn.g_00729
OG0000177	Prbm.g_00060	Prbn.g_00728
OG0000178	Prbm.g_00061	Prbn.g_00726
OG0000179	Prbm.g_00121	Prbn.g_00714
OG0000180	Prbm.g_00122	Prbn.g_00713
OG0000181	Prbm.g_00123	Prbn.g_00712
OG0000182	Prbm.g_00126	Prbn.g_00708
OG0000183	Prbm.g_00127	Prbn.g_00707
OG0000184	Prbm.g_00130	Prbn.g_00704
OG0000185	Prbm.g_00134	Prbn.g_01343
OG0000186	Prbm.g_00135	Prbn.g_01342
OG0000187	Prbm.g_00136	Prbn.g_01034
OG0000188	Prbm.g_00137	Prbn.g_01341
OG0000189	Prbm.g_00138	Prbn.g_01340
OG0000190	Prbm.g_00139	Prbn.g_01339
OG0000191	Prbm.g_00140	Prbn.g_01338
OG0000192	Prbm.g_00141	Prbn.g_01337
OG0000193	Prbm.g_00142	Prbn.g_01336
OG0000194	Prbm.g_00143	Prbn.g_01335
OG0000195	Prbm.g_00145	Prbn.g_01333
OG0000196	Prbm.g_00146	Prbn.g_01332
OG0000197	Prbm.g_00147	Prbn.g_01331
OG0000198	Prbm.g_00148	Prbn.g_01330
OG0000199	Prbm.g_00151	Prbn.g_01327
OG0000200	Prbm.g_00152	Prbn.g_01326
OG0000201	Prbm.g_00153	Prbn.g_01325
OG0000202	Prbm.g_00154	Prbn.g_01323
OG0000203	Prbm.g_00155	Prbn.g_01322
OG0000204	Prbm.g_00156	Prbn.g_01321
OG0000205	Prbm.g_00158	Prbn.g_01319
OG0000206	Prbm.g_00159	Prbn.g_01318
OG0000207	Prbm.g_00160	Prbn.g_01317
OG0000208	Prbm.g_00161	Prbn.g_01316
OG0000209	Prbm.g_00162	Prbn.g_01315
OG0000210	Prbm.g_00163	Prbn.g_01314
OG0000211	Prbm.g_00164	Prbn.g_01312
OG0000212	Prbm.g_00165	Prbn.g_01311
OG0000213	Prbm.g_00166	Prbn.g_01310
OG0000214	Prbm.g_00170	Prbn.g_01306
OG0000215	Prbm.g_00171	Prbn.g_01305
OG0000216	Prbm.g_00173	Prbn.g_01303
OG0000217	Prbm.g_00175	Prbn.g_01302
OG0000218	Prbm.g_00176	Prbn.g_01301
OG0000219	Prbm.g_00177	Prbn.g_01300
OG0000220	Prbm.g_00179	Prbn.g_01297
OG0000221	Prbm.g_00182	Prbn.g_01294
OG0000222	Prbm.g_00183	Prbn.g_01293
OG0000223	Prbm.g_00184	Prbn.g_01292
OG0000224	Prbm.g_00187	Prbn.g_01290
OG0000225	Prbm.g_00189	Prbn.g_01288
OG0000226	Prbm.g_00191	Prbn.g_01286
OG0000227	Prbm.g_00192	Prbn.g_01285
OG0000228	Prbm.g_00193	Prbn.g_01284
OG0000229	Prbm.g_00194	Prbn.g_01283
OG0000230	Prbm.g_00195	Prbn.g_01282
OG0000231	Prbm.g_01096	Prbn.g_01356
OG0000232	Prbm.g_00196	Prbn.g_01280
OG0000233	Prbm.g_00199	Prbn.g_01277
OG0000234	Prbm.g_00202	Prbn.g_01275
OG0000235	Prbm.g_00204	Prbn.g_01269
OG0000236	Prbm.g_00205	Prbn.g_01268
OG0000237	Prbm.g_00206	Prbn.g_01267
OG0000238	Prbm.g_00207	Prbn.g_01266
OG0000239	Prbm.g_00208	Prbn.g_01265
OG0000240	Prbm.g_00210	Prbn.g_01263
OG0000241	Prbm.g_00211	Prbn.g_01262
OG0000242	Prbm.g_00212	Prbn.g_01261
OG0000243	Prbm.g_00213	Prbn.g_01260
OG0000244	Prbm.g_00214	Prbn.g_01259
OG0000245	Prbm.g_00215	Prbn.g_01257
OG0000246	Prbm.g_00217	Prbn.g_01255
OG0000247	Prbm.g_00218	Prbn.g_01254
OG0000248	Prbm.g_00219	Prbn.g_01253
OG0000249	Prbm.g_00220	Prbn.g_01252
OG0000250	Prbm.g_00221	Prbn.g_01251
OG0000251	Prbm.g_00222	Prbn.g_01250
OG0000252	Prbm.g_00223	Prbn.g_01249
OG0000253	Prbm.g_00224	Prbn.g_01248
OG0000254	Prbm.g_00226	Prbn.g_01246
OG0000255	Prbm.g_00227	Prbn.g_01245
OG0000256	Prbm.g_00230	Prbn.g_00383
OG0000257	Prbm.g_00232	Prbn.g_00381
OG0000258	Prbm.g_00233	Prbn.g_00380
OG0000259	Prbm.g_00234	Prbn.g_00379
OG0000260	Prbm.g_00235	Prbn.g_00378
OG0000261	Prbm.g_00236	Prbn.g_00377
OG0000262	Prbm.g_00237	Prbn.g_00376
OG0000263	Prbm.g_00238	Prbn.g_00375
OG0000264	Prbm.g_00240	Prbn.g_00373
OG0000265	Prbm.g_00241	Prbn.g_00372
OG0000266	Prbm.g_00242	Prbn.g_00371
OG0000267	Prbm.g_00244	Prbn.g_00369
OG0000268	Prbm.g_00246	Prbn.g_00367
OG0000269	Prbm.g_00247	Prbn.g_00366
OG0000270	Prbm.g_00248	Prbn.g_00365
OG0000271	Prbm.g_00249	Prbn.g_00364
OG0000272	Prbm.g_00250	Prbn.g_00363
OG0000273	Prbm.g_00251	Prbn.g_00362
OG0000274	Prbm.g_00252	Prbn.g_00361
OG0000275	Prbm.g_00253	Prbn.g_00360
OG0000276	Prbm.g_00254	Prbn.g_00359
OG0000277	Prbm.g_00255	Prbn.g_00358
OG0000278	Prbm.g_00256	Prbn.g_00357
OG0000279	Prbm.g_00257	Prbn.g_00356
OG0000280	Prbm.g_00258	Prbn.g_00355
OG0000281	Prbm.g_00260	Prbn.g_00353
OG0000282	Prbm.g_00261	Prbn.g_00352
OG0000283	Prbm.g_00263	Prbn.g_00349
OG0000284	Prbm.g_00264	Prbn.g_00348
OG0000285	Prbm.g_00265	Prbn.g_00347
OG0000286	Prbm.g_00267	Prbn.g_00345
OG0000287	Prbm.g_00268	Prbn.g_00343
OG0000288	Prbm.g_00269	Prbn.g_00342
OG0000289	Prbm.g_00270	Prbn.g_00341
OG0000290	Prbm.g_00271	Prbn.g_00340
OG0000291	Prbm.g_00272	Prbn.g_00339
OG0000292	Prbm.g_00273	Prbn.g_00338
OG0000293	Prbm.g_00274	Prbn.g_00337
OG0000294	Prbm.g_00275	Prbn.g_00336
OG0000295	Prbm.g_00276	Prbn.g_00335
OG0000296	Prbm.g_00277	Prbn.g_00334
OG0000297	Prbm.g_00278	Prbn.g_00333
OG0000298	Prbm.g_00279	Prbn.g_00332
OG0000299	Prbm.g_00280	Prbn.g_00331
OG0000300	Prbm.g_00281	Prbn.g_00330
OG0000301	Prbm.g_00282	Prbn.g_00329
OG0000302	Prbm.g_00283	Prbn.g_00328
OG0000303	Prbm.g_00284	Prbn.g_00327
OG0000304	Prbm.g_00285	Prbn.g_00325
OG0000305	Prbm.g_00286	Prbn.g_00324
OG0000306	Prbm.g_00287	Prbn.g_00323
OG0000307	Prbm.g_00288	Prbn.g_00321
OG0000308	Prbm.g_00289	Prbn.g_00320
OG0000309	Prbm.g_00290	Prbn.g_00319
OG0000310	Prbm.g_00291	Prbn.g_00318
OG0000311	Prbm.g_00293	Prbn.g_00317
OG0000312	Prbm.g_00295	Prbn.g_00315
OG0000313	Prbm.g_00296	Prbn.g_00314
OG0000314	Prbm.g_00300	Prbn.g_00310
OG0000315	Prbm.g_00301	Prbn.g_00309
OG0000316	Prbm.g_00303	Prbn.g_00307
OG0000317	Prbm.g_00305	Prbn.g_00305
OG0000318	Prbm.g_00306	Prbn.g_00304
OG0000319	Prbm.g_00307	Prbn.g_00012
OG0000320	Prbm.g_00308	Prbn.g_00013
OG0000321	Prbm.g_00309	Prbn.g_00016
OG0000322	Prbm.g_00312	Prbn.g_00020
OG0000323	Prbm.g_00313	Prbn.g_00021
OG0000324	Prbm.g_00317	Prbn.g_00024
OG0000325	Prbm.g_00318	Prbn.g_00025
OG0000326	Prbm.g_00319	Prbn.g_00026
OG0000327	Prbm.g_00320	Prbn.g_00028
OG0000328	Prbm.g_00321	Prbn.g_00029
OG0000329	Prbm.g_00322	Prbn.g_00030
OG0000330	Prbm.g_00323	Prbn.g_00031
OG0000331	Prbm.g_00324	Prbn.g_00033
OG0000332	Prbm.g_00325	Prbn.g_00034
OG0000333	Prbm.g_00326	Prbn.g_00035
OG0000334	Prbm.g_00327	Prbn.g_00036
OG0000335	Prbm.g_00328	Prbn.g_00037
OG0000336	Prbm.g_00330	Prbn.g_00039
OG0000337	Prbm.g_00332	Prbn.g_00042
OG0000338	Prbm.g_00333	Prbn.g_00043
OG0000339	Prbm.g_00334	Prbn.g_00044
OG0000340	Prbm.g_00335	Prbn.g_00045
OG0000341	Prbm.g_00339	Prbn.g_00049
OG0000342	Prbm.g_00340	Prbn.g_00050
OG0000343	Prbm.g_00342	Prbn.g_00053
OG0000344	Prbm.g_00343	Prbn.g_00054
OG0000345	Prbm.g_00344	Prbn.g_00055
OG0000346	Prbm.g_00345	Prbn.g_00056
OG0000347	Prbm.g_00346	Prbn.g_00057
OG0000348	Prbm.g_00347	Prbn.g_00059
OG0000349	Prbm.g_00348	Prbn.g_00060
OG0000350	Prbm.g_00349	Prbn.g_00061
OG0000351	Prbm.g_00351	Prbn.g_00063
OG0000352	Prbm.g_00354	Prbn.g_00066
OG0000353	Prbm.g_00355	Prbn.g_00067
OG0000354	Prbm.g_00356	Prbn.g_00068
OG0000355	Prbm.g_00357	Prbn.g_00069
OG0000356	Prbm.g_00358	Prbn.g_00070
OG0000357	Prbm.g_00359	Prbn.g_00071
OG0000358	Prbm.g_00360	Prbn.g_00072
OG0000359	Prbm.g_00361	Prbn.g_00073
OG0000360	Prbm.g_00364	Prbn.g_00075
OG0000361	Prbm.g_00365	Prbn.g_00076
OG0000362	Prbm.g_00366	Prbn.g_00077
OG0000363	Prbm.g_00367	Prbn.g_00078
OG0000364	Prbm.g_00368	Prbn.g_00079
OG0000365	Prbm.g_00369	Prbn.g_00080
OG0000366	Prbm.g_00370	Prbn.g_00081
OG0000367	Prbm.g_00371	Prbn.g_00082
OG0000368	Prbm.g_00372	Prbn.g_00083
OG0000369	Prbm.g_00373	Prbn.g_00084
OG0000370	Prbm.g_00374	Prbn.g_00085
OG0000371	Prbm.g_00375	Prbn.g_00086
OG0000372	Prbm.g_00376	Prbn.g_00087
OG0000373	Prbm.g_00378	Prbn.g_00089
OG0000374	Prbm.g_00379	Prbn.g_00090
OG0000375	Prbm.g_00380	Prbn.g_00091
OG0000376	Prbm.g_00382	Prbn.g_00092
OG0000377	Prbm.g_00388	Prbn.g_00098
OG0000378	Prbm.g_00768	Prbn.g_00099
OG0000379	Prbm.g_00400	Prbn.g_00105
OG0000380	Prbm.g_00402	Prbn.g_00107
OG0000381	Prbm.g_00403	Prbn.g_00108
OG0000382	Prbm.g_00404	Prbn.g_00109
OG0000383	Prbm.g_00407	Prbn.g_00112
OG0000384	Prbm.g_00408	Prbn.g_00113
OG0000385	Prbm.g_00410	Prbn.g_00116
OG0000386	Prbm.g_00411	Prbn.g_00117
OG0000387	Prbm.g_00412	Prbn.g_00118
OG0000388	Prbm.g_00413	Prbn.g_00119
OG0000389	Prbm.g_00414	Prbn.g_00120
OG0000390	Prbm.g_00415	Prbn.g_00121
OG0000391	Prbm.g_00416	Prbn.g_00122
OG0000392	Prbm.g_00417	Prbn.g_00123
OG0000393	Prbm.g_00422	Prbn.g_00697
OG0000394	Prbm.g_00423	Prbn.g_00696
OG0000395	Prbm.g_00426	Prbn.g_00693
OG0000396	Prbm.g_00866	Prbn.g_01491
OG0000397	Prbm.g_01088	Prbn.g_01145
OG0000398	Prbm.g_01121	Prbn.g_01697
OG0000399	Prbm.g_01353	Prbn.g_01150
OG0000400	Prbm.g_01949	Prbn.g_01810
OG0000401	Prbm.g_00440	Prbn.g_00682
OG0000402	Prbm.g_00441	Prbn.g_00681
OG0000403	Prbm.g_00442	Prbn.g_00680
OG0000404	Prbm.g_00445	Prbn.g_00678
OG0000405	Prbm.g_00446	Prbn.g_00677
OG0000406	Prbm.g_00448	Prbn.g_00675
OG0000407	Prbm.g_00449	Prbn.g_00674
OG0000408	Prbm.g_00450	Prbn.g_00673
OG0000409	Prbm.g_00451	Prbn.g_00672
OG0000410	Prbm.g_00452	Prbn.g_00671
OG0000411	Prbm.g_00453	Prbn.g_00670
OG0000412	Prbm.g_00454	Prbn.g_00669
OG0000413	Prbm.g_00455	Prbn.g_00668
OG0000414	Prbm.g_00456	Prbn.g_00667
OG0000415	Prbm.g_00457	Prbn.g_00666
OG0000416	Prbm.g_00458	Prbn.g_00665
OG0000417	Prbm.g_00459	Prbn.g_00664
OG0000418	Prbm.g_00460	Prbn.g_00663
OG0000419	Prbm.g_00461	Prbn.g_00662
OG0000420	Prbm.g_00462	Prbn.g_00661
OG0000421	Prbm.g_00480	Prbn.g_00657
OG0000422	Prbm.g_00482	Prbn.g_00655
OG0000423	Prbm.g_00483	Prbn.g_00654
OG0000424	Prbm.g_00484	Prbn.g_00653
OG0000425	Prbm.g_00490	Prbn.g_00649
OG0000426	Prbm.g_00491	Prbn.g_00648
OG0000427	Prbm.g_00492	Prbn.g_00647
OG0000428	Prbm.g_00494	Prbn.g_00645
OG0000429	Prbm.g_00495	Prbn.g_00644
OG0000430	Prbm.g_00497	Prbn.g_00643
OG0000431	Prbm.g_00498	Prbn.g_00641
OG0000432	Prbm.g_00499	Prbn.g_00640
OG0000433	Prbm.g_00502	Prbn.g_00637
OG0000434	Prbm.g_00504	Prbn.g_00636
OG0000435	Prbm.g_00505	Prbn.g_00635
OG0000436	Prbm.g_00507	Prbn.g_00633
OG0000437	Prbm.g_00509	Prbn.g_00631
OG0000438	Prbm.g_00510	Prbn.g_00630
OG0000439	Prbm.g_00511	Prbn.g_00629
OG0000440	Prbm.g_00512	Prbn.g_00627
OG0000441	Prbm.g_00513	Prbn.g_00626
OG0000442	Prbm.g_00514	Prbn.g_00625
OG0000443	Prbm.g_00515	Prbn.g_00624
OG0000444	Prbm.g_00516	Prbn.g_00623
OG0000445	Prbm.g_00517	Prbn.g_00622
OG0000446	Prbm.g_00518	Prbn.g_00621
OG0000447	Prbm.g_00519	Prbn.g_00620
OG0000448	Prbm.g_00520	Prbn.g_00619
OG0000449	Prbm.g_00534	Prbn.g_00613
OG0000450	Prbm.g_00535	Prbn.g_00612
OG0000451	Prbm.g_00536	Prbn.g_00611
OG0000452	Prbm.g_00537	Prbn.g_00610
OG0000453	Prbm.g_00539	Prbn.g_00609
OG0000454	Prbm.g_00540	Prbn.g_00608
OG0000455	Prbm.g_00541	Prbn.g_00607
OG0000456	Prbm.g_00542	Prbn.g_00606
OG0000457	Prbm.g_00544	Prbn.g_00604
OG0000458	Prbm.g_00546	Prbn.g_00602
OG0000459	Prbm.g_00547	Prbn.g_00601
OG0000460	Prbm.g_00549	Prbn.g_00599
OG0000461	Prbm.g_00550	Prbn.g_00598
OG0000462	Prbm.g_00551	Prbn.g_00597
OG0000463	Prbm.g_00553	Prbn.g_00596
OG0000464	Prbm.g_00557	Prbn.g_00592
OG0000465	Prbm.g_00558	Prbn.g_00591
OG0000466	Prbm.g_00559	Prbn.g_00590
OG0000467	Prbm.g_00560	Prbn.g_00589
OG0000468	Prbm.g_00561	Prbn.g_00588
OG0000469	Prbm.g_00562	Prbn.g_00587
OG0000470	Prbm.g_00563	Prbn.g_00586
OG0000471	Prbm.g_00564	Prbn.g_00585
OG0000472	Prbm.g_00567	Prbn.g_00582
OG0000473	Prbm.g_00568	Prbn.g_00581
OG0000474	Prbm.g_00569	Prbn.g_00580
OG0000475	Prbm.g_00570	Prbn.g_00579
OG0000476	Prbm.g_00571	Prbn.g_00578
OG0000477	Prbm.g_00573	Prbn.g_00576
OG0000478	Prbm.g_00574	Prbn.g_00575
OG0000479	Prbm.g_00575	Prbn.g_00574
OG0000480	Prbm.g_00577	Prbn.g_00572
OG0000481	Prbm.g_00578	Prbn.g_00571
OG0000482	Prbm.g_00579	Prbn.g_00570
OG0000483	Prbm.g_00580	Prbn.g_00569
OG0000484	Prbm.g_00581	Prbn.g_00568
OG0000485	Prbm.g_00582	Prbn.g_00567
OG0000486	Prbm.g_00583	Prbn.g_00566
OG0000487	Prbm.g_00584	Prbn.g_00565
OG0000488	Prbm.g_00586	Prbn.g_00563
OG0000489	Prbm.g_00587	Prbn.g_00562
OG0000490	Prbm.g_00588	Prbn.g_00561
OG0000491	Prbm.g_00589	Prbn.g_00560
OG0000492	Prbm.g_00590	Prbn.g_00559
OG0000493	Prbm.g_00591	Prbn.g_00558
OG0000494	Prbm.g_00593	Prbn.g_00557
OG0000495	Prbm.g_00594	Prbn.g_00556
OG0000496	Prbm.g_00595	Prbn.g_00554
OG0000497	Prbm.g_00596	Prbn.g_00552
OG0000498	Prbm.g_00597	Prbn.g_00551
OG0000499	Prbm.g_00599	Prbn.g_00549
OG0000500	Prbm.g_00600	Prbn.g_00548
OG0000501	Prbm.g_00602	Prbn.g_00546
OG0000502	Prbm.g_00603	Prbn.g_00545
OG0000503	Prbm.g_00604	Prbn.g_00544
OG0000504	Prbm.g_00605	Prbn.g_00543
OG0000505	Prbm.g_00606	Prbn.g_00542
OG0000506	Prbm.g_00607	Prbn.g_00541
OG0000507	Prbm.g_00608	Prbn.g_00540
OG0000508	Prbm.g_00609	Prbn.g_00538
OG0000509	Prbm.g_00610	Prbn.g_00537
OG0000510	Prbm.g_00611	Prbn.g_00536
OG0000511	Prbm.g_00612	Prbn.g_00535
OG0000512	Prbm.g_00613	Prbn.g_00534
OG0000513	Prbm.g_00614	Prbn.g_00533
OG0000514	Prbm.g_00615	Prbn.g_00532
OG0000515	Prbm.g_00616	Prbn.g_00529
OG0000516	Prbm.g_00617	Prbn.g_00528
OG0000517	Prbm.g_00618	Prbn.g_00527
OG0000518	Prbm.g_00620	Prbn.g_00524
OG0000519	Prbm.g_00621	Prbn.g_00523
OG0000520	Prbm.g_00624	Prbn.g_00522
