Orthogroup	Syah	Pray
OG0000078	Syah.g_00912	Pray.g_00720
OG0000079	Syah.g_00665	Pray.g_00733
OG0000081	Syah.g_00922, Syah.g_02471	Pray.g_01022
OG0000082	Syah.g_01136	Pray.g_01177
OG0000084	Syah.g_02105, Syah.g_01296	Pray.g_01726
OG0000085	Syah.g_02372	Pray.g_01566
OG0000086	Syah.g_02511	Pray.g_00201
OG0000087	Syah.g_00038	Pray.g_00150
OG0000088	Syah.g_00074	Pray.g_00647
OG0000089	Syah.g_00888	Pray.g_00834
OG0000090	Syah.g_01064	Pray.g_01024, Pray.g_01228
OG0000091	Syah.g_01927	Pray.g_01121
OG0000093	Syah.g_01794	Pray.g_00479
OG0000094	Syah.g_01692	Pray.g_00565
OG0000095	Syah.g_02030	Pray.g_00584
OG0000097	Syah.g_01400	Pray.g_00022
OG0000098	Syah.g_00723	Pray.g_01847
OG0000099	Syah.g_00144	Pray.g_01788
OG0000100	Syah.g_01747	Pray.g_01648
OG0000101	Syah.g_00785	Pray.g_01306
OG0000102	Syah.g_00255	Pray.g_01369
OG0000103	Syah.g_00391	Pray.g_01449
OG0000104	Syah.g_00377	Pray.g_01457
OG0000105	Syah.g_00632	Pray.g_00753
OG0000106	Syah.g_01544	Pray.g_00848
OG0000107	Syah.g_00688	Pray.g_00864
OG0000108	Syah.g_00997	Pray.g_00970
OG0000109	Syah.g_01012	Pray.g_00984
OG0000110	Syah.g_01124	Pray.g_01187
OG0000111	Syah.g_02021	Pray.g_01064
OG0000112	Syah.g_01613	Pray.g_00313
OG0000113	Syah.g_01752	Pray.g_00370
OG0000114	Syah.g_01529	Pray.g_00452
OG0000115	Syah.g_01269	Pray.g_00126
OG0000116	Syah.g_02175	Pray.g_00074
OG0000117	Syah.g_01425	Pray.g_01927
OG0000118	Syah.g_01173	Pray.g_01858
OG0000120	Syah.g_00145	Pray.g_01808
OG0000121	Syah.g_01287	Pray.g_01720
OG0000122	Syah.g_01900	Pray.g_01682
OG0000123	Syah.g_00793	Pray.g_01313
OG0000124	Syah.g_00272	Pray.g_01380
OG0000125	Syah.g_00504	Pray.g_01417
OG0000126	Syah.g_00379	Pray.g_01456
OG0000128	Syah.g_00361	Pray.g_01473
OG0000129	Syah.g_00516	Pray.g_00239
OG0000130	Syah.g_02483	Pray.g_00220
OG0000131	Syah.g_00052	Pray.g_00144
OG0000132	Syah.g_00072	Pray.g_00645
OG0000133	Syah.g_01618	Pray.g_00800
OG0000134	Syah.g_00891	Pray.g_00835
OG0000135	Syah.g_00465	Pray.g_00861
OG0000136	Syah.g_02227	Pray.g_00931
OG0000137	Syah.g_01221	Pray.g_00965
OG0000138	Syah.g_01013	Pray.g_00985
OG0000139	Syah.g_01070	Pray.g_01224
OG0000140	Syah.g_01071	Pray.g_01223
OG0000141	Syah.g_01981	Pray.g_01156
OG0000142	Syah.g_01935	Pray.g_01128
OG0000143	Syah.g_01931	Pray.g_01124
OG0000144	Syah.g_01824	Pray.g_01111
OG0000145	Syah.g_01019	Pray.g_00306
OG0000146	Syah.g_01612	Pray.g_00314
OG0000147	Syah.g_01611	Pray.g_00315
OG0000148	Syah.g_01758	Pray.g_00364
OG0000149	Syah.g_02096	Pray.g_00395
OG0000150	Syah.g_01980	Pray.g_00403
OG0000151	Syah.g_01820	Pray.g_00462
OG0000152	Syah.g_01622	Pray.g_00511
OG0000153	Syah.g_01656	Pray.g_00530
OG0000154	Syah.g_01682	Pray.g_00558
OG0000155	Syah.g_02123	Pray.g_00043
OG0000156	Syah.g_02185	Pray.g_01881
OG0000157	Syah.g_02186	Pray.g_01880
OG0000158	Syah.g_00204	Pray.g_01787
OG0000160	Syah.g_01289	Pray.g_01721
OG0000161	Syah.g_01282	Pray.g_01715
OG0000162	Syah.g_01276	Pray.g_01709
OG0000163	Syah.g_02315	Pray.g_01675
OG0000164	Syah.g_02423	Pray.g_01535
OG0000165	Syah.g_02251	Pray.g_01528
OG0000166	Syah.g_00747	Pray.g_01270
OG0000167	Syah.g_00183	Pray.g_01337
OG0000168	Syah.g_00205	Pray.g_01347
OG0000169	Syah.g_00237	Pray.g_01357
OG0000170	Syah.g_00245	Pray.g_01359
OG0000171	Syah.g_00271	Pray.g_01379
OG0000172	Syah.g_00293	Pray.g_01388
OG0000173	Syah.g_00313	Pray.g_01403
OG0000174	Syah.g_00461	Pray.g_01431
OG0000175	Syah.g_00402	Pray.g_01441
OG0000176	Syah.g_00369	Pray.g_01465, Pray.g_01466
OG0000177	Syah.g_00368	Pray.g_01467
OG0000178	Syah.g_00367	Pray.g_01468
OG0000179	Syah.g_00355	Pray.g_01478
OG0000180	Syah.g_00354	Pray.g_01479
OG0000181	Syah.g_00353	Pray.g_01480
OG0000182	Syah.g_00352	Pray.g_01481
OG0000183	Syah.g_00348	Pray.g_01485
OG0000184	Syah.g_00525	Pray.g_00237
OG0000185	Syah.g_00528	Pray.g_00234
OG0000186	Syah.g_02479	Pray.g_00225
OG0000187	Syah.g_02480	Pray.g_00224
OG0000188	Syah.g_02501	Pray.g_00207
OG0000189	Syah.g_02526	Pray.g_00193
OG0000190	Syah.g_02528	Pray.g_00192
OG0000191	Syah.g_00008	Pray.g_00172
OG0000192	Syah.g_00013	Pray.g_00168
OG0000193	Syah.g_00053	Pray.g_00143
OG0000194	Syah.g_00056	Pray.g_00140
OG0000195	Syah.g_00058	Pray.g_00138
OG0000196	Syah.g_00069	Pray.g_00642
OG0000197	Syah.g_00070	Pray.g_00643
OG0000198	Syah.g_00071	Pray.g_00644
OG0000199	Syah.g_00079	Pray.g_00651
OG0000200	Syah.g_00616	Pray.g_00665
OG0000201	Syah.g_00601	Pray.g_00673
OG0000202	Syah.g_00600	Pray.g_00674
OG0000203	Syah.g_00599	Pray.g_00675
OG0000204	Syah.g_00598	Pray.g_00676
OG0000205	Syah.g_00591	Pray.g_00683
OG0000206	Syah.g_00578	Pray.g_00688
OG0000207	Syah.g_00575	Pray.g_00690
OG0000208	Syah.g_00574	Pray.g_00691
OG0000209	Syah.g_00544	Pray.g_00700
OG0000210	Syah.g_00543	Pray.g_00701
OG0000211	Syah.g_00904	Pray.g_00714
OG0000212	Syah.g_00913	Pray.g_00721
OG0000213	Syah.g_00657	Pray.g_00738
OG0000214	Syah.g_00641	Pray.g_00747
OG0000215	Syah.g_00101	Pray.g_00771
OG0000216	Syah.g_00105	Pray.g_00772
OG0000217	Syah.g_00109	Pray.g_00775
OG0000218	Syah.g_00111	Pray.g_00777
OG0000219	Syah.g_00112	Pray.g_00778
OG0000220	Syah.g_00113	Pray.g_00779
OG0000221	Syah.g_00120	Pray.g_00780
OG0000222	Syah.g_00131	Pray.g_00788
OG0000223	Syah.g_00153	Pray.g_00801
OG0000224	Syah.g_00162	Pray.g_00803
OG0000225	Syah.g_00874	Pray.g_00824
OG0000226	Syah.g_00878	Pray.g_00828
OG0000227	Syah.g_00880	Pray.g_00830
OG0000228	Syah.g_00887	Pray.g_00833
OG0000229	Syah.g_02236	Pray.g_00926
OG0000230	Syah.g_02234	Pray.g_00928
OG0000231	Syah.g_02218	Pray.g_00939
OG0000232	Syah.g_01206	Pray.g_00948
OG0000233	Syah.g_01210	Pray.g_00953
OG0000234	Syah.g_01222	Pray.g_00966
OG0000235	Syah.g_00996	Pray.g_00969
OG0000236	Syah.g_01011	Pray.g_00983
OG0000237	Syah.g_01028	Pray.g_00997
OG0000238	Syah.g_01032	Pray.g_01003
OG0000239	Syah.g_01048	Pray.g_01016
OG0000240	Syah.g_01049	Pray.g_01017
OG0000241	Syah.g_01944	Pray.g_01021
OG0000242	Syah.g_01062	Pray.g_01023
OG0000243	Syah.g_01079	Pray.g_01218
OG0000244	Syah.g_01087	Pray.g_01215
OG0000245	Syah.g_01090	Pray.g_01213
OG0000246	Syah.g_01094	Pray.g_01209
OG0000247	Syah.g_01106	Pray.g_01199
OG0000248	Syah.g_01109	Pray.g_01197
OG0000249	Syah.g_01111	Pray.g_01195
OG0000250	Syah.g_01120	Pray.g_01190
OG0000251	Syah.g_01145	Pray.g_01172
OG0000252	Syah.g_01148	Pray.g_01169
OG0000253	Syah.g_01149	Pray.g_01168
OG0000254	Syah.g_01976	Pray.g_01152
OG0000255	Syah.g_01968	Pray.g_01146
OG0000256	Syah.g_01952	Pray.g_01136
OG0000257	Syah.g_01945	Pray.g_01133
OG0000258	Syah.g_01926	Pray.g_01120
OG0000259	Syah.g_01494	Pray.g_01103
OG0000260	Syah.g_01497	Pray.g_01100
OG0000261	Syah.g_01500	Pray.g_01098
OG0000262	Syah.g_01505	Pray.g_01094
OG0000263	Syah.g_01410	Pray.g_01082
OG0000264	Syah.g_02000	Pray.g_01072
OG0000265	Syah.g_02252	Pray.g_01040
OG0000266	Syah.g_01714	Pray.g_01030
OG0000267	Syah.g_01574	Pray.g_00274
OG0000268	Syah.g_01575	Pray.g_00275
OG0000269	Syah.g_01784	Pray.g_00343
OG0000270	Syah.g_01781	Pray.g_00346
OG0000271	Syah.g_01773	Pray.g_00354
OG0000272	Syah.g_01772	Pray.g_00355
OG0000273	Syah.g_02075	Pray.g_00378
OG0000274	Syah.g_02076	Pray.g_00379
OG0000275	Syah.g_02081	Pray.g_00382
OG0000276	Syah.g_02088	Pray.g_00387
OG0000277	Syah.g_02089	Pray.g_00388
OG0000278	Syah.g_02092	Pray.g_00391
OG0000279	Syah.g_02100	Pray.g_00398
OG0000280	Syah.g_02112	Pray.g_00399
OG0000281	Syah.g_00722	Pray.g_00404
OG0000282	Syah.g_01531	Pray.g_00454
OG0000283	Syah.g_01585	Pray.g_00488
OG0000284	Syah.g_01591	Pray.g_00493
OG0000285	Syah.g_01603	Pray.g_00498
OG0000286	Syah.g_01621	Pray.g_00510
OG0000287	Syah.g_01231, Syah.g_01649	Pray.g_00527
OG0000288	Syah.g_01681	Pray.g_00557
OG0000289	Syah.g_01695	Pray.g_00568
OG0000290	Syah.g_02033	Pray.g_00581
OG0000291	Syah.g_02031	Pray.g_00583
OG0000292	Syah.g_00380	Pray.g_00632
OG0000293	Syah.g_02173	Pray.g_00073
OG0000294	Syah.g_02172	Pray.g_00072
OG0000295	Syah.g_02131	Pray.g_00051
OG0000296	Syah.g_02129	Pray.g_00049
OG0000297	Syah.g_01427	Pray.g_00041
OG0000298	Syah.g_01426	Pray.g_00040
OG0000299	Syah.g_01404	Pray.g_00023
OG0000300	Syah.g_01397	Pray.g_00020
OG0000301	Syah.g_01396	Pray.g_00019
OG0000302	Syah.g_01395	Pray.g_00017
OG0000303	Syah.g_01387	Pray.g_00010
OG0000304	Syah.g_01382	Pray.g_00006
OG0000305	Syah.g_02028	Pray.g_01837
OG0000306	Syah.g_02116	Pray.g_01834
OG0000307	Syah.g_00978	Pray.g_01820
OG0000308	Syah.g_00976	Pray.g_01819
OG0000309	Syah.g_00971	Pray.g_01815
OG0000310	Syah.g_01321	Pray.g_01737
OG0000311	Syah.g_01317	Pray.g_01735
OG0000312	Syah.g_01304	Pray.g_01732
OG0000313	Syah.g_01285	Pray.g_01718
OG0000314	Syah.g_01259	Pray.g_01695
OG0000315	Syah.g_01248	Pray.g_01685
OG0000316	Syah.g_02333	Pray.g_01665
OG0000317	Syah.g_02380	Pray.g_01561
OG0000318	Syah.g_02385	Pray.g_01558
OG0000319	Syah.g_02405	Pray.g_01545
OG0000320	Syah.g_02407	Pray.g_01543
OG0000321	Syah.g_02408	Pray.g_01542
OG0000322	Syah.g_02409	Pray.g_01541
OG0000323	Syah.g_02425	Pray.g_01532
OG0000324	Syah.g_02278	Pray.g_01506
OG0000325	Syah.g_00689	Pray.g_01235
OG0000326	Syah.g_00696	Pray.g_01241
OG0000327	Syah.g_00742	Pray.g_01265
OG0000328	Syah.g_00743	Pray.g_01266
OG0000329	Syah.g_00760	Pray.g_01283
OG0000330	Syah.g_00761	Pray.g_01284
OG0000331	Syah.g_00762	Pray.g_01285
OG0000332	Syah.g_00776	Pray.g_01299
OG0000333	Syah.g_00779	Pray.g_01301
OG0000334	Syah.g_00789	Pray.g_01309
OG0000335	Syah.g_00794	Pray.g_01314
OG0000336	Syah.g_00798	Pray.g_01318
OG0000337	Syah.g_00178	Pray.g_01335
OG0000338	Syah.g_00181	Pray.g_01336
OG0000339	Syah.g_00188	Pray.g_01340
OG0000340	Syah.g_00206	Pray.g_01348
OG0000341	Syah.g_00208	Pray.g_01350
OG0000342	Syah.g_00209	Pray.g_01351
OG0000343	Syah.g_00231	Pray.g_01352
OG0000344	Syah.g_00235	Pray.g_01355
OG0000345	Syah.g_00246	Pray.g_01360
OG0000346	Syah.g_00251	Pray.g_01365
OG0000347	Syah.g_00275	Pray.g_01381
OG0000348	Syah.g_00301	Pray.g_01391
OG0000349	Syah.g_00320	Pray.g_01408
OG0000350	Syah.g_00703	Pray.g_01427
OG0000351	Syah.g_00399	Pray.g_01444
OG0000352	Syah.g_00398	Pray.g_01445
OG0000353	Syah.g_00374	Pray.g_01460
OG0000355	Syah.g_00372	Pray.g_01462
OG0000356	Syah.g_00371	Pray.g_01463
OG0000357	Syah.g_00370	Pray.g_01464
OG0000358	Syah.g_00366	Pray.g_01469
OG0000359	Syah.g_00364	Pray.g_01470
OG0000360	Syah.g_00363	Pray.g_01471
OG0000361	Syah.g_00362	Pray.g_01472
OG0000362	Syah.g_00360	Pray.g_01474
OG0000363	Syah.g_00358	Pray.g_01476
OG0000364	Syah.g_00357	Pray.g_01477
OG0000365	Syah.g_00351	Pray.g_01482
OG0000366	Syah.g_00350	Pray.g_01483
OG0000367	Syah.g_00349	Pray.g_01484
OG0000368	Syah.g_00347	Pray.g_01486
OG0000369	Syah.g_00346	Pray.g_01487
OG0000370	Syah.g_00345	Pray.g_01488
OG0000371	Syah.g_00338	Pray.g_01494
OG0000372	Syah.g_00333	Pray.g_01497
OG0000373	Syah.g_00332	Pray.g_01498
OG0000374	Syah.g_00331	Pray.g_01499
OG0000375	Syah.g_00329	Pray.g_00243
OG0000376	Syah.g_00327	Pray.g_00241
OG0000377	Syah.g_00517	Pray.g_00238
OG0000378	Syah.g_00526	Pray.g_00236
OG0000379	Syah.g_00529	Pray.g_00233
OG0000380	Syah.g_02481	Pray.g_00223
OG0000381	Syah.g_02484	Pray.g_00219
OG0000382	Syah.g_02500	Pray.g_00208
OG0000383	Syah.g_02502	Pray.g_00206
OG0000384	Syah.g_02503	Pray.g_00205
OG0000385	Syah.g_02504	Pray.g_00204
OG0000386	Syah.g_02505	Pray.g_00203
OG0000387	Syah.g_02530	Pray.g_00190
OG0000388	Syah.g_02533	Pray.g_00187
OG0000389	Syah.g_02536	Pray.g_00183
OG0000390	Syah.g_00002	Pray.g_00176
OG0000391	Syah.g_00007	Pray.g_00173
OG0000392	Syah.g_00012	Pray.g_00169
OG0000393	Syah.g_00014	Pray.g_00167
OG0000394	Syah.g_00015	Pray.g_00166
OG0000395	Syah.g_00016	Pray.g_00165
OG0000396	Syah.g_00019	Pray.g_00162
OG0000397	Syah.g_00021	Pray.g_00160
OG0000398	Syah.g_00027	Pray.g_00158
OG0000399	Syah.g_00028	Pray.g_00157
OG0000400	Syah.g_00029	Pray.g_00156
OG0000401	Syah.g_00030	Pray.g_00155
OG0000402	Syah.g_00033	Pray.g_00153
OG0000403	Syah.g_00034	Pray.g_00152
OG0000404	Syah.g_00036	Pray.g_00151
OG0000405	Syah.g_00050	Pray.g_00147
OG0000406	Syah.g_00054	Pray.g_00142
OG0000407	Syah.g_00055	Pray.g_00141
OG0000408	Syah.g_00057	Pray.g_00139
OG0000409	Syah.g_00059	Pray.g_00137
OG0000410	Syah.g_00060	Pray.g_00136
OG0000411	Syah.g_00061	Pray.g_00635
OG0000412	Syah.g_00062	Pray.g_00636
OG0000413	Syah.g_00064	Pray.g_00637
OG0000414	Syah.g_00065	Pray.g_00638
OG0000415	Syah.g_00066	Pray.g_00639
OG0000416	Syah.g_00067	Pray.g_00640
OG0000417	Syah.g_00068	Pray.g_00641
OG0000418	Syah.g_00073	Pray.g_00646
OG0000419	Syah.g_00075	Pray.g_00648
OG0000420	Syah.g_00077	Pray.g_00649
OG0000421	Syah.g_00082	Pray.g_00654
OG0000422	Syah.g_00083	Pray.g_00655
OG0000423	Syah.g_00084	Pray.g_00656
OG0000424	Syah.g_00085	Pray.g_00657
OG0000425	Syah.g_00086	Pray.g_00658
OG0000426	Syah.g_00087	Pray.g_00659
OG0000427	Syah.g_00088	Pray.g_00660
OG0000428	Syah.g_00620	Pray.g_00662
OG0000429	Syah.g_00618	Pray.g_00663
OG0000430	Syah.g_00617	Pray.g_00664
OG0000431	Syah.g_00613	Pray.g_00666
OG0000432	Syah.g_00607	Pray.g_00669
OG0000433	Syah.g_00605	Pray.g_00670
OG0000434	Syah.g_00604	Pray.g_00671
OG0000435	Syah.g_00602	Pray.g_00672
OG0000436	Syah.g_00597	Pray.g_00677
OG0000437	Syah.g_00596	Pray.g_00678
OG0000438	Syah.g_00595	Pray.g_00679
OG0000439	Syah.g_00593	Pray.g_00681
OG0000440	Syah.g_00592	Pray.g_00682
OG0000441	Syah.g_00585	Pray.g_00685
OG0000442	Syah.g_00580	Pray.g_00686
OG0000443	Syah.g_00579	Pray.g_00687
OG0000444	Syah.g_00573	Pray.g_00692
OG0000445	Syah.g_00572	Pray.g_00693
OG0000446	Syah.g_00570	Pray.g_00694
OG0000447	Syah.g_00567	Pray.g_00695
OG0000448	Syah.g_00566	Pray.g_00696
OG0000449	Syah.g_00565	Pray.g_00697
OG0000450	Syah.g_00547	Pray.g_00698
OG0000451	Syah.g_00546	Pray.g_00699
OG0000452	Syah.g_00542	Pray.g_00702
OG0000453	Syah.g_00541	Pray.g_00703
OG0000454	Syah.g_00540	Pray.g_00704
OG0000455	Syah.g_00539	Pray.g_00705
OG0000456	Syah.g_00538	Pray.g_00706
OG0000457	Syah.g_00536	Pray.g_00707
OG0000458	Syah.g_00535	Pray.g_00708
OG0000459	Syah.g_00534	Pray.g_00709
OG0000460	Syah.g_00906	Pray.g_00716
OG0000461	Syah.g_00678	Pray.g_00723
OG0000462	Syah.g_00675	Pray.g_00725
OG0000463	Syah.g_00674	Pray.g_00726
OG0000464	Syah.g_00673	Pray.g_00727
OG0000465	Syah.g_00672	Pray.g_00728
OG0000466	Syah.g_00668	Pray.g_00731
OG0000467	Syah.g_00666	Pray.g_00732
OG0000468	Syah.g_00661	Pray.g_00734
OG0000469	Syah.g_00647	Pray.g_00742
OG0000470	Syah.g_00645	Pray.g_00744
OG0000471	Syah.g_00644	Pray.g_00745
OG0000472	Syah.g_00642	Pray.g_00746
OG0000473	Syah.g_00640	Pray.g_00748
OG0000474	Syah.g_00639	Pray.g_00749
OG0000475	Syah.g_00638	Pray.g_00750
OG0000476	Syah.g_00636	Pray.g_00751
OG0000477	Syah.g_00630	Pray.g_00754
OG0000478	Syah.g_00629	Pray.g_00755
OG0000479	Syah.g_00628	Pray.g_00756
OG0000480	Syah.g_00089	Pray.g_00761
OG0000481	Syah.g_00091	Pray.g_00763
OG0000482	Syah.g_00092	Pray.g_00764
OG0000483	Syah.g_00096	Pray.g_00767
OG0000484	Syah.g_00097	Pray.g_00768
OG0000485	Syah.g_00098	Pray.g_00769
OG0000486	Syah.g_00099	Pray.g_00770
OG0000487	Syah.g_00106	Pray.g_00773
OG0000488	Syah.g_00110	Pray.g_00776
OG0000489	Syah.g_00121	Pray.g_00781
OG0000490	Syah.g_00129	Pray.g_00786
OG0000491	Syah.g_00130	Pray.g_00787
OG0000492	Syah.g_00132	Pray.g_00789
OG0000493	Syah.g_00133	Pray.g_00790
OG0000494	Syah.g_00134	Pray.g_00791
OG0000495	Syah.g_00135	Pray.g_00792
OG0000496	Syah.g_00136	Pray.g_00793
OG0000497	Syah.g_00137	Pray.g_00794
OG0000498	Syah.g_00138	Pray.g_00795
OG0000499	Syah.g_00139	Pray.g_00796
OG0000500	Syah.g_00140	Pray.g_00797
OG0000501	Syah.g_00143	Pray.g_00799
OG0000502	Syah.g_00155	Pray.g_00802
OG0000503	Syah.g_00858	Pray.g_00812
OG0000504	Syah.g_00860	Pray.g_00813
OG0000505	Syah.g_00861	Pray.g_00814
OG0000506	Syah.g_00863	Pray.g_00816
OG0000507	Syah.g_00869	Pray.g_00819
OG0000508	Syah.g_00873	Pray.g_00823
OG0000509	Syah.g_00875	Pray.g_00825
OG0000510	Syah.g_00876	Pray.g_00826
OG0000511	Syah.g_00877	Pray.g_00827
OG0000512	Syah.g_00879	Pray.g_00829
OG0000513	Syah.g_00892	Pray.g_00836
OG0000514	Syah.g_00899	Pray.g_00921
OG0000515	Syah.g_00900	Pray.g_00922
OG0000516	Syah.g_02231	Pray.g_00923
OG0000517	Syah.g_02237	Pray.g_00925
OG0000518	Syah.g_02221	Pray.g_00936
OG0000519	Syah.g_02220	Pray.g_00937
OG0000520	Syah.g_02219	Pray.g_00938
OG0000521	Syah.g_01202	Pray.g_00943
OG0000522	Syah.g_01204	Pray.g_00945
OG0000523	Syah.g_01205	Pray.g_00946
OG0000524	Syah.g_01207	Pray.g_00951
OG0000525	Syah.g_01212	Pray.g_00954
OG0000526	Syah.g_01215	Pray.g_00955
OG0000527	Syah.g_01219	Pray.g_00963
OG0000528	Syah.g_00991	Pray.g_00968
OG0000529	Syah.g_00998	Pray.g_00971
OG0000530	Syah.g_01001	Pray.g_00974
OG0000531	Syah.g_01002	Pray.g_00975
OG0000532	Syah.g_01005	Pray.g_00977
OG0000533	Syah.g_01006	Pray.g_00978
OG0000534	Syah.g_01007	Pray.g_00979
OG0000535	Syah.g_01008	Pray.g_00980
OG0000536	Syah.g_01009	Pray.g_00981
OG0000537	Syah.g_01010	Pray.g_00982
OG0000538	Syah.g_01021	Pray.g_00991
OG0000539	Syah.g_01022	Pray.g_00992
OG0000540	Syah.g_01023	Pray.g_00993
OG0000541	Syah.g_01024	Pray.g_00994
OG0000542	Syah.g_01027	Pray.g_00996
OG0000543	Syah.g_01029	Pray.g_00998
OG0000545	Syah.g_01031	Pray.g_01001
OG0000546	Syah.g_01033	Pray.g_01004
OG0000547	Syah.g_01035	Pray.g_01006
OG0000548	Syah.g_01036	Pray.g_01007
OG0000549	Syah.g_01042	Pray.g_01009
OG0000550	Syah.g_01046	Pray.g_01014
OG0000551	Syah.g_01051	Pray.g_01018
OG0000552	Syah.g_01052	Pray.g_01019
OG0000553	Syah.g_01054	Pray.g_01020
OG0000554	Syah.g_01065	Pray.g_01227
OG0000555	Syah.g_01078	Pray.g_01219
OG0000556	Syah.g_01084	Pray.g_01217
OG0000557	Syah.g_01086	Pray.g_01216
OG0000558	Syah.g_01088	Pray.g_01214
OG0000559	Syah.g_01093	Pray.g_01210
OG0000560	Syah.g_01096	Pray.g_01207
OG0000561	Syah.g_01097	Pray.g_01206
OG0000562	Syah.g_01098	Pray.g_01205
OG0000563	Syah.g_01099	Pray.g_01204
OG0000564	Syah.g_01100	Pray.g_01203
OG0000565	Syah.g_01104	Pray.g_01200
OG0000566	Syah.g_01108	Pray.g_01198
OG0000567	Syah.g_01112	Pray.g_01194
OG0000568	Syah.g_01116	Pray.g_01193
OG0000569	Syah.g_01117	Pray.g_01192
OG0000570	Syah.g_01118	Pray.g_01191
OG0000571	Syah.g_01122	Pray.g_01189
OG0000572	Syah.g_01137	Pray.g_01176
OG0000573	Syah.g_01146	Pray.g_01171
OG0000574	Syah.g_01147	Pray.g_01170
OG0000575	Syah.g_01151	Pray.g_01166
OG0000576	Syah.g_01153	Pray.g_01164
OG0000577	Syah.g_01154	Pray.g_01163
OG0000578	Syah.g_01155	Pray.g_01162
OG0000579	Syah.g_01156	Pray.g_01161
OG0000580	Syah.g_01157	Pray.g_01160
