Orthogroup	Syah	Pram
OG0000039	Syah.g_02074	Pram.g_00777
OG0000040	Syah.g_01908	Pram.g_01599
OG0000041	Syah.g_02271, Syah.g_02039	Pram.g_01680
OG0000042	Syah.g_00261	Pram.g_01841
OG0000043	Syah.g_02119, Syah.g_01546	Pram.g_01161
OG0000044	Syah.g_02454, Syah.g_02072, Syah.g_01194	Pram.g_01620
OG0000046	Syah.g_00823, Syah.g_00830, Syah.g_00816	Pram.g_00316
OG0000047	Syah.g_00847	Pram.g_00359
OG0000048	Syah.g_00637	Pram.g_00259
OG0000052	Syah.g_00171	Pram.g_00040
OG0000053	Syah.g_01267	Pram.g_01357, Pram.g_01580
OG0000054	Syah.g_01982, Syah.g_01862	Pram.g_00544
OG0000055	Syah.g_01878	Pram.g_01617
OG0000057	Syah.g_02020	Pram.g_00792
OG0000059	Syah.g_00737	Pram.g_01719
OG0000061	Syah.g_02158	Pram.g_01140
OG0000062	Syah.g_02365	Pram.g_01293
OG0000063	Syah.g_00337	Pram.g_01258
OG0000064	Syah.g_02357, Syah.g_01353	Pram.g_00052
OG0000065	Syah.g_02537, Syah.g_02443	Pram.g_00091
OG0000066	Syah.g_01073	Pram.g_01558
OG0000067	Syah.g_01779	Pram.g_00809
OG0000068	Syah.g_00986	Pram.g_01468
OG0000069	Syah.g_01715	Pram.g_00391
OG0000070	Syah.g_02217	Pram.g_00385
OG0000071	Syah.g_01863, Syah.g_02199	Pram.g_01230
OG0000072	Syah.g_00080	Pram.g_00156
OG0000073	Syah.g_01018	Pram.g_00437
OG0000074	Syah.g_00951	Pram.g_00684
OG0000075	Syah.g_00186	Pram.g_01807
OG0000076	Syah.g_00250	Pram.g_01833
OG0000077	Syah.g_02494	Pram.g_00063
OG0000078	Syah.g_00912	Pram.g_00227
OG0000079	Syah.g_00665	Pram.g_00240
OG0000080	Syah.g_00290	Pram.g_01408
OG0000081	Syah.g_00922, Syah.g_02471	Pram.g_00469
OG0000082	Syah.g_01136	Pram.g_01559
OG0000084	Syah.g_02105, Syah.g_01296	Pram.g_01384
OG0000085	Syah.g_02372	Pram.g_01265
OG0000086	Syah.g_02511	Pram.g_00072
OG0000087	Syah.g_00038	Pram.g_00125
OG0000088	Syah.g_00074	Pram.g_00151
OG0000089	Syah.g_00888	Pram.g_00352
OG0000090	Syah.g_01064	Pram.g_00471
OG0000091	Syah.g_01927	Pram.g_01068
OG0000093	Syah.g_01794	Pram.g_01038
OG0000094	Syah.g_01692	Pram.g_00987
OG0000095	Syah.g_02030	Pram.g_00888
OG0000097	Syah.g_01400	Pram.g_01093
OG0000098	Syah.g_00723	Pram.g_01478
OG0000099	Syah.g_00144	Pram.g_01445
OG0000100	Syah.g_01747	Pram.g_01298
OG0000101	Syah.g_00785	Pram.g_01770
OG0000102	Syah.g_00255	Pram.g_01838
OG0000103	Syah.g_00391	Pram.g_01925
OG0000104	Syah.g_00377	Pram.g_01934
OG0000105	Syah.g_00632	Pram.g_00262
OG0000106	Syah.g_01544	Pram.g_00677
OG0000107	Syah.g_00688	Pram.g_01696
OG0000108	Syah.g_00997	Pram.g_00416
OG0000109	Syah.g_01012	Pram.g_00430
OG0000110	Syah.g_01124	Pram.g_00513
OG0000111	Syah.g_02021	Pram.g_00793
OG0000112	Syah.g_01613	Pram.g_00935
OG0000113	Syah.g_01752	Pram.g_00832
OG0000114	Syah.g_01529	Pram.g_00734
OG0000115	Syah.g_01269	Pram.g_01201
OG0000116	Syah.g_02175	Pram.g_01151
OG0000117	Syah.g_01425	Pram.g_01112
OG0000118	Syah.g_01173	Pram.g_01242
OG0000120	Syah.g_00145	Pram.g_01446
OG0000121	Syah.g_01287	Pram.g_01376
OG0000122	Syah.g_01900	Pram.g_01204, Pram.g_01334
OG0000123	Syah.g_00793	Pram.g_01777
OG0000124	Syah.g_00272	Pram.g_01850
OG0000125	Syah.g_00504	Pram.g_01886
OG0000126	Syah.g_00379	Pram.g_01933
OG0000128	Syah.g_00361	Pram.g_01949
OG0000129	Syah.g_00516	Pram.g_00029
OG0000130	Syah.g_02483	Pram.g_00054
OG0000131	Syah.g_00052	Pram.g_00130
OG0000132	Syah.g_00072	Pram.g_00149
OG0000133	Syah.g_01618	Pram.g_00310
OG0000134	Syah.g_00891	Pram.g_00354
OG0000135	Syah.g_00465	Pram.g_01589
OG0000136	Syah.g_02227	Pram.g_00376
OG0000137	Syah.g_01221	Pram.g_00411
OG0000138	Syah.g_01013	Pram.g_00431
OG0000139	Syah.g_01070	Pram.g_00475
OG0000140	Syah.g_01071	Pram.g_00476
OG0000141	Syah.g_01981	Pram.g_00545
OG0000142	Syah.g_01935	Pram.g_01075
OG0000143	Syah.g_01931	Pram.g_01072
OG0000144	Syah.g_01824	Pram.g_01058
OG0000145	Syah.g_01019	Pram.g_01534
OG0000146	Syah.g_01612	Pram.g_00934
OG0000147	Syah.g_01611	Pram.g_00933
OG0000148	Syah.g_01758	Pram.g_00826
OG0000149	Syah.g_02096	Pram.g_00858
OG0000150	Syah.g_01980	Pram.g_00868
OG0000151	Syah.g_01820	Pram.g_00744
OG0000152	Syah.g_01622	Pram.g_00943
OG0000153	Syah.g_01656	Pram.g_00961
OG0000154	Syah.g_01682	Pram.g_00978
OG0000155	Syah.g_02123	Pram.g_01118
OG0000156	Syah.g_02185	Pram.g_01219
OG0000157	Syah.g_02186	Pram.g_01220
OG0000158	Syah.g_00204	Pram.g_01815
OG0000160	Syah.g_01289	Pram.g_01377
OG0000161	Syah.g_01282	Pram.g_01145, Pram.g_01371
OG0000162	Syah.g_01276	Pram.g_01365
OG0000163	Syah.g_02315	Pram.g_01326
OG0000164	Syah.g_02423	Pram.g_01656
OG0000165	Syah.g_02251	Pram.g_01664
OG0000166	Syah.g_00747	Pram.g_01733
OG0000167	Syah.g_00183	Pram.g_01805
OG0000168	Syah.g_00205	Pram.g_01816
OG0000169	Syah.g_00237	Pram.g_01826
OG0000170	Syah.g_00245	Pram.g_01829
OG0000171	Syah.g_00271	Pram.g_01849
OG0000172	Syah.g_00293	Pram.g_01856
OG0000173	Syah.g_00313	Pram.g_01871
OG0000174	Syah.g_00461	Pram.g_01902
OG0000175	Syah.g_00402	Pram.g_01914
OG0000176	Syah.g_00369	Pram.g_01942
OG0000177	Syah.g_00368	Pram.g_01943
OG0000178	Syah.g_00367	Pram.g_01944
OG0000179	Syah.g_00355	Pram.g_00003
OG0000180	Syah.g_00354	Pram.g_00004
OG0000181	Syah.g_00353	Pram.g_00005
OG0000182	Syah.g_00352	Pram.g_00006
OG0000183	Syah.g_00348	Pram.g_00010
OG0000184	Syah.g_00525	Pram.g_00033
OG0000185	Syah.g_00528	Pram.g_00036
OG0000186	Syah.g_02479	Pram.g_00048
OG0000187	Syah.g_02480	Pram.g_00049
OG0000188	Syah.g_02501	Pram.g_00066
OG0000189	Syah.g_02526	Pram.g_00080
OG0000190	Syah.g_02528	Pram.g_00081
OG0000191	Syah.g_00008	Pram.g_00103
OG0000192	Syah.g_00013	Pram.g_00108
OG0000193	Syah.g_00053	Pram.g_00131
OG0000194	Syah.g_00056	Pram.g_00134
OG0000195	Syah.g_00058	Pram.g_00136
OG0000196	Syah.g_00069	Pram.g_00146
OG0000197	Syah.g_00070	Pram.g_00147
OG0000198	Syah.g_00071	Pram.g_00148
OG0000199	Syah.g_00079	Pram.g_00155
OG0000200	Syah.g_00616	Pram.g_00168
OG0000201	Syah.g_00601	Pram.g_00177
OG0000202	Syah.g_00600	Pram.g_00178
OG0000203	Syah.g_00599	Pram.g_00179
OG0000204	Syah.g_00598	Pram.g_00180
OG0000205	Syah.g_00591	Pram.g_00187
OG0000206	Syah.g_00578	Pram.g_00192
OG0000207	Syah.g_00575	Pram.g_00194
OG0000208	Syah.g_00574	Pram.g_00195
OG0000209	Syah.g_00544	Pram.g_00204
OG0000210	Syah.g_00543	Pram.g_00205
OG0000211	Syah.g_00904	Pram.g_00220
OG0000212	Syah.g_00913	Pram.g_00228
OG0000213	Syah.g_00657	Pram.g_00246
OG0000214	Syah.g_00641	Pram.g_00255
OG0000215	Syah.g_00101	Pram.g_00282
OG0000216	Syah.g_00105	Pram.g_00283
OG0000217	Syah.g_00109	Pram.g_00286
OG0000218	Syah.g_00111	Pram.g_00288
OG0000219	Syah.g_00112	Pram.g_00289
OG0000220	Syah.g_00113	Pram.g_00290
OG0000221	Syah.g_00120	Pram.g_00291
OG0000222	Syah.g_00131	Pram.g_00298
OG0000223	Syah.g_00153	Pram.g_00311
OG0000224	Syah.g_00162	Pram.g_00313
OG0000225	Syah.g_00874	Pram.g_00341
OG0000226	Syah.g_00878	Pram.g_00345
OG0000227	Syah.g_00880	Pram.g_00347
OG0000228	Syah.g_00887	Pram.g_00351
OG0000229	Syah.g_02236	Pram.g_00371
OG0000230	Syah.g_02234	Pram.g_00373
OG0000231	Syah.g_02218	Pram.g_00384
OG0000232	Syah.g_01206	Pram.g_00397
OG0000233	Syah.g_01210	Pram.g_00402
OG0000234	Syah.g_01222	Pram.g_00412
OG0000235	Syah.g_00996	Pram.g_00415
OG0000236	Syah.g_01011	Pram.g_00429
OG0000237	Syah.g_01028	Pram.g_00443
OG0000238	Syah.g_01032	Pram.g_00449
OG0000239	Syah.g_01048	Pram.g_00462
OG0000240	Syah.g_01049	Pram.g_00463
OG0000241	Syah.g_01944	Pram.g_00468
OG0000242	Syah.g_01062	Pram.g_00470
OG0000243	Syah.g_01079	Pram.g_00480
OG0000244	Syah.g_01087	Pram.g_00483
OG0000245	Syah.g_01090	Pram.g_00485
OG0000246	Syah.g_01094	Pram.g_00489
OG0000247	Syah.g_01106	Pram.g_00500
OG0000248	Syah.g_01109	Pram.g_00503
OG0000249	Syah.g_01111	Pram.g_00505
OG0000250	Syah.g_01120	Pram.g_00510
OG0000251	Syah.g_01145	Pram.g_00528
OG0000252	Syah.g_01148	Pram.g_00531
OG0000253	Syah.g_01149	Pram.g_00532
OG0000254	Syah.g_01976	Pram.g_00549
OG0000255	Syah.g_01968	Pram.g_00555
OG0000256	Syah.g_01952	Pram.g_00566
OG0000257	Syah.g_01945	Pram.g_01080
OG0000258	Syah.g_01926	Pram.g_01067
OG0000259	Syah.g_01494	Pram.g_01050
OG0000260	Syah.g_01497	Pram.g_01047
OG0000261	Syah.g_01500	Pram.g_01044
OG0000262	Syah.g_01505	Pram.g_01039
OG0000263	Syah.g_01410	Pram.g_00771
OG0000264	Syah.g_02000	Pram.g_00782
OG0000265	Syah.g_02252	Pram.g_00801
OG0000266	Syah.g_01714	Pram.g_01020
OG0000267	Syah.g_01574	Pram.g_01007
OG0000268	Syah.g_01575	Pram.g_01006
OG0000269	Syah.g_01784	Pram.g_00804
OG0000270	Syah.g_01781	Pram.g_00807
OG0000271	Syah.g_01773	Pram.g_00815
OG0000272	Syah.g_01772	Pram.g_00816
OG0000273	Syah.g_02075	Pram.g_00839
OG0000274	Syah.g_02076	Pram.g_00840
OG0000275	Syah.g_02081	Pram.g_00843
OG0000276	Syah.g_02088	Pram.g_00849
OG0000277	Syah.g_02089	Pram.g_00850
OG0000278	Syah.g_02092	Pram.g_00853
OG0000279	Syah.g_02100	Pram.g_00861
OG0000280	Syah.g_02112	Pram.g_00862
OG0000281	Syah.g_00722	Pram.g_00870
OG0000282	Syah.g_01531	Pram.g_00736
OG0000283	Syah.g_01585	Pram.g_00916
OG0000284	Syah.g_01591	Pram.g_00921
OG0000285	Syah.g_01603	Pram.g_00926
OG0000286	Syah.g_01621	Pram.g_00942
OG0000287	Syah.g_01649	Pram.g_01199
OG0000288	Syah.g_01681	Pram.g_00977
OG0000289	Syah.g_01695	Pram.g_00992
OG0000290	Syah.g_02033	Pram.g_00891
OG0000291	Syah.g_02031	Pram.g_00889
OG0000292	Syah.g_00380	Pram.g_01185
OG0000293	Syah.g_02173	Pram.g_01150
OG0000294	Syah.g_02172	Pram.g_01149
OG0000295	Syah.g_02131	Pram.g_01125
OG0000296	Syah.g_02129	Pram.g_01123
OG0000297	Syah.g_01427	Pram.g_01114
OG0000298	Syah.g_01426	Pram.g_01113
OG0000299	Syah.g_01404	Pram.g_01094
OG0000300	Syah.g_01397	Pram.g_01091
OG0000301	Syah.g_01396	Pram.g_01090
OG0000302	Syah.g_01395	Pram.g_01088
OG0000303	Syah.g_01387	Pram.g_01082
OG0000304	Syah.g_01382	Pram.g_00571
OG0000305	Syah.g_02028	Pram.g_01183
OG0000306	Syah.g_02116	Pram.g_00874
OG0000307	Syah.g_00978	Pram.g_01458
OG0000308	Syah.g_00976	Pram.g_01457
OG0000309	Syah.g_00971	Pram.g_01453
OG0000310	Syah.g_01321	Pram.g_01395
OG0000311	Syah.g_01317	Pram.g_01393
OG0000312	Syah.g_01304	Pram.g_01390
OG0000313	Syah.g_01285	Pram.g_01374
OG0000314	Syah.g_01259	Pram.g_01351
OG0000315	Syah.g_01248	Pram.g_01341
OG0000316	Syah.g_02333	Pram.g_01315
OG0000317	Syah.g_02380	Pram.g_01629
OG0000318	Syah.g_02385	Pram.g_01633
OG0000319	Syah.g_02405	Pram.g_01646
OG0000320	Syah.g_02407	Pram.g_01648
OG0000321	Syah.g_02408	Pram.g_01649
OG0000322	Syah.g_02409	Pram.g_01650
OG0000323	Syah.g_02425	Pram.g_01659
OG0000324	Syah.g_02278	Pram.g_01687
OG0000325	Syah.g_00689	Pram.g_01697
OG0000326	Syah.g_00696	Pram.g_01704
OG0000327	Syah.g_00742	Pram.g_01728
OG0000328	Syah.g_00743	Pram.g_01729
OG0000329	Syah.g_00760	Pram.g_01746
OG0000330	Syah.g_00761	Pram.g_01747
OG0000331	Syah.g_00762	Pram.g_01748
OG0000332	Syah.g_00776	Pram.g_01762
OG0000333	Syah.g_00779	Pram.g_01764
OG0000334	Syah.g_00789	Pram.g_01773
OG0000335	Syah.g_00794	Pram.g_01778
OG0000336	Syah.g_00798	Pram.g_01782
OG0000337	Syah.g_00178	Pram.g_01801
OG0000338	Syah.g_00181	Pram.g_01802
OG0000339	Syah.g_00188	Pram.g_01808
OG0000340	Syah.g_00206	Pram.g_01817
OG0000341	Syah.g_00208	Pram.g_01819
OG0000342	Syah.g_00209	Pram.g_01820
OG0000343	Syah.g_00231	Pram.g_01821
OG0000344	Syah.g_00235	Pram.g_01824
OG0000345	Syah.g_00246	Pram.g_01830
OG0000346	Syah.g_00251	Pram.g_01834
OG0000347	Syah.g_00275	Pram.g_01851
OG0000348	Syah.g_00301	Pram.g_01859
OG0000349	Syah.g_00320	Pram.g_01877
OG0000350	Syah.g_00703	Pram.g_01898
OG0000351	Syah.g_00399	Pram.g_01917
OG0000352	Syah.g_00398	Pram.g_01918
OG0000353	Syah.g_00374	Pram.g_01937
OG0000355	Syah.g_00372	Pram.g_01939
OG0000356	Syah.g_00371	Pram.g_01940
OG0000357	Syah.g_00370	Pram.g_01941
OG0000358	Syah.g_00366	Pram.g_01945
OG0000359	Syah.g_00364	Pram.g_01946
OG0000360	Syah.g_00363	Pram.g_01947
OG0000361	Syah.g_00362	Pram.g_01948
OG0000362	Syah.g_00360	Pram.g_01950
OG0000363	Syah.g_00358	Pram.g_00001
OG0000364	Syah.g_00357	Pram.g_00002
OG0000365	Syah.g_00351	Pram.g_00007
OG0000366	Syah.g_00350	Pram.g_00008
OG0000367	Syah.g_00349	Pram.g_00009
OG0000368	Syah.g_00347	Pram.g_00011
OG0000369	Syah.g_00346	Pram.g_00012
OG0000370	Syah.g_00345	Pram.g_00013
OG0000371	Syah.g_00338	Pram.g_00019
OG0000372	Syah.g_00333	Pram.g_00021
OG0000373	Syah.g_00332	Pram.g_00022
OG0000374	Syah.g_00331	Pram.g_00023
OG0000375	Syah.g_00329	Pram.g_00024
OG0000376	Syah.g_00327	Pram.g_00026
OG0000377	Syah.g_00517	Pram.g_00030
OG0000378	Syah.g_00526	Pram.g_00034
OG0000379	Syah.g_00529	Pram.g_00037
OG0000380	Syah.g_02481	Pram.g_00050
OG0000381	Syah.g_02484	Pram.g_00055
OG0000382	Syah.g_02500	Pram.g_00065
OG0000383	Syah.g_02502	Pram.g_00067
OG0000384	Syah.g_02503	Pram.g_00068
OG0000385	Syah.g_02504	Pram.g_00069
OG0000386	Syah.g_02505	Pram.g_00070
OG0000387	Syah.g_02530	Pram.g_00083
OG0000388	Syah.g_02533	Pram.g_00087
OG0000389	Syah.g_02536	Pram.g_00090
OG0000390	Syah.g_00002	Pram.g_00099
OG0000391	Syah.g_00007	Pram.g_00102
OG0000392	Syah.g_00012	Pram.g_00106
OG0000393	Syah.g_00014	Pram.g_00109
OG0000394	Syah.g_00015	Pram.g_00110
OG0000395	Syah.g_00016	Pram.g_00111
OG0000396	Syah.g_00019	Pram.g_00113
OG0000397	Syah.g_00021	Pram.g_00115
OG0000398	Syah.g_00027	Pram.g_00118
OG0000399	Syah.g_00028	Pram.g_00119
OG0000400	Syah.g_00029	Pram.g_00120
OG0000401	Syah.g_00030	Pram.g_00121
OG0000402	Syah.g_00033	Pram.g_01001
OG0000403	Syah.g_00034	Pram.g_00123
OG0000404	Syah.g_00036	Pram.g_00124
OG0000405	Syah.g_00050	Pram.g_00128
OG0000406	Syah.g_00054	Pram.g_00132
OG0000407	Syah.g_00055	Pram.g_00133
OG0000408	Syah.g_00057	Pram.g_00135
OG0000409	Syah.g_00059	Pram.g_00137
OG0000410	Syah.g_00060	Pram.g_00138
OG0000411	Syah.g_00061	Pram.g_00139
OG0000412	Syah.g_00062	Pram.g_00140
OG0000413	Syah.g_00064	Pram.g_00141
OG0000414	Syah.g_00065	Pram.g_00142
OG0000415	Syah.g_00066	Pram.g_00143
OG0000416	Syah.g_00067	Pram.g_00144
OG0000417	Syah.g_00068	Pram.g_00145
OG0000418	Syah.g_00073	Pram.g_00150
OG0000419	Syah.g_00075	Pram.g_00152
OG0000420	Syah.g_00077	Pram.g_00153
OG0000421	Syah.g_00082	Pram.g_00157
OG0000422	Syah.g_00083	Pram.g_00158
OG0000423	Syah.g_00084	Pram.g_00159
OG0000424	Syah.g_00085	Pram.g_00160
OG0000425	Syah.g_00086	Pram.g_00161
OG0000426	Syah.g_00087	Pram.g_00162
OG0000427	Syah.g_00088	Pram.g_00163
OG0000428	Syah.g_00620	Pram.g_00165
OG0000429	Syah.g_00618	Pram.g_00166
OG0000430	Syah.g_00617	Pram.g_00167
OG0000431	Syah.g_00613	Pram.g_00169
OG0000432	Syah.g_00607	Pram.g_00173
OG0000433	Syah.g_00605	Pram.g_00174
OG0000434	Syah.g_00604	Pram.g_00175
OG0000435	Syah.g_00602	Pram.g_00176
OG0000436	Syah.g_00597	Pram.g_00181
OG0000437	Syah.g_00596	Pram.g_00182
OG0000438	Syah.g_00595	Pram.g_00183
OG0000439	Syah.g_00593	Pram.g_00185
OG0000440	Syah.g_00592	Pram.g_00186
OG0000441	Syah.g_00585	Pram.g_00189
OG0000442	Syah.g_00580	Pram.g_00190
OG0000443	Syah.g_00579	Pram.g_00191
OG0000444	Syah.g_00573	Pram.g_00196
OG0000445	Syah.g_00572	Pram.g_00197
OG0000446	Syah.g_00570	Pram.g_00198
OG0000447	Syah.g_00567	Pram.g_00199
OG0000448	Syah.g_00566	Pram.g_00200
OG0000449	Syah.g_00565	Pram.g_00201
OG0000450	Syah.g_00547	Pram.g_00202
OG0000451	Syah.g_00546	Pram.g_00203
OG0000452	Syah.g_00542	Pram.g_00206
OG0000453	Syah.g_00541	Pram.g_00207
OG0000454	Syah.g_00540	Pram.g_00208
OG0000455	Syah.g_00539	Pram.g_00209
OG0000456	Syah.g_00538	Pram.g_00210
OG0000457	Syah.g_00536	Pram.g_00212
OG0000458	Syah.g_00535	Pram.g_00213
OG0000459	Syah.g_00534	Pram.g_00214
OG0000460	Syah.g_00906	Pram.g_00222
OG0000461	Syah.g_00678	Pram.g_00230
OG0000462	Syah.g_00675	Pram.g_00232
OG0000463	Syah.g_00674	Pram.g_00233
OG0000464	Syah.g_00673	Pram.g_00234
OG0000465	Syah.g_00672	Pram.g_00235
OG0000466	Syah.g_00668	Pram.g_00238
OG0000467	Syah.g_00666	Pram.g_00239
OG0000468	Syah.g_00661	Pram.g_00242
OG0000469	Syah.g_00647	Pram.g_00250
OG0000470	Syah.g_00645	Pram.g_00252
OG0000471	Syah.g_00644	Pram.g_00253
OG0000472	Syah.g_00642	Pram.g_00254
OG0000473	Syah.g_00640	Pram.g_00256
OG0000474	Syah.g_00639	Pram.g_00257
OG0000475	Syah.g_00638	Pram.g_00258
OG0000476	Syah.g_00636	Pram.g_00260
OG0000477	Syah.g_00630	Pram.g_00263
OG0000478	Syah.g_00629	Pram.g_00264
OG0000479	Syah.g_00628	Pram.g_00265
OG0000480	Syah.g_00089	Pram.g_00270
OG0000481	Syah.g_00091	Pram.g_00273
OG0000482	Syah.g_00092	Pram.g_00274
OG0000483	Syah.g_00096	Pram.g_00277
OG0000484	Syah.g_00097	Pram.g_00278
OG0000485	Syah.g_00098	Pram.g_00280
OG0000486	Syah.g_00099	Pram.g_00281
OG0000487	Syah.g_00106	Pram.g_00284
OG0000488	Syah.g_00110	Pram.g_00287
OG0000489	Syah.g_00121	Pram.g_00292
OG0000490	Syah.g_00129	Pram.g_00296
OG0000491	Syah.g_00130	Pram.g_00297
OG0000492	Syah.g_00132	Pram.g_00299
OG0000493	Syah.g_00133	Pram.g_00300
OG0000494	Syah.g_00134	Pram.g_00301
OG0000495	Syah.g_00135	Pram.g_00302
OG0000496	Syah.g_00136	Pram.g_00303
OG0000497	Syah.g_00137	Pram.g_00304
OG0000498	Syah.g_00138	Pram.g_00305
OG0000499	Syah.g_00139	Pram.g_00306
OG0000500	Syah.g_00140	Pram.g_00307
OG0000501	Syah.g_00143	Pram.g_00309
OG0000502	Syah.g_00155	Pram.g_00312
OG0000503	Syah.g_00858	Pram.g_00328
OG0000504	Syah.g_00860	Pram.g_00330
OG0000505	Syah.g_00861	Pram.g_00331
OG0000506	Syah.g_00863	Pram.g_00332
OG0000507	Syah.g_00869	Pram.g_00336
OG0000508	Syah.g_00873	Pram.g_00340
OG0000509	Syah.g_00875	Pram.g_00342
OG0000510	Syah.g_00876	Pram.g_00343
OG0000511	Syah.g_00877	Pram.g_00344
OG0000512	Syah.g_00879	Pram.g_00346
OG0000513	Syah.g_00892	Pram.g_00355
OG0000514	Syah.g_00899	Pram.g_00366
OG0000515	Syah.g_00900	Pram.g_00367
OG0000516	Syah.g_02231	Pram.g_00368
OG0000517	Syah.g_02237	Pram.g_00370
OG0000518	Syah.g_02221	Pram.g_00381
OG0000519	Syah.g_02220	Pram.g_00382
OG0000520	Syah.g_02219	Pram.g_00383
OG0000521	Syah.g_01202	Pram.g_00393
OG0000522	Syah.g_01204	Pram.g_00395
OG0000523	Syah.g_01205	Pram.g_00396
OG0000524	Syah.g_01207	Pram.g_00400
OG0000525	Syah.g_01212	Pram.g_00404
OG0000526	Syah.g_01215	Pram.g_00406
OG0000527	Syah.g_01219	Pram.g_00409
OG0000528	Syah.g_00991	Pram.g_00414
OG0000529	Syah.g_00998	Pram.g_00417
OG0000530	Syah.g_01001	Pram.g_00420
OG0000531	Syah.g_01002	Pram.g_00421
OG0000532	Syah.g_01005	Pram.g_00423
OG0000533	Syah.g_01006	Pram.g_00424
OG0000534	Syah.g_01007	Pram.g_00425
OG0000535	Syah.g_01008	Pram.g_00426
OG0000536	Syah.g_01009	Pram.g_00427
OG0000537	Syah.g_01010	Pram.g_00428
OG0000538	Syah.g_01021	Pram.g_00438
OG0000539	Syah.g_01022	Pram.g_00439
OG0000540	Syah.g_01023	Pram.g_00440
OG0000541	Syah.g_01024	Pram.g_00441
OG0000542	Syah.g_01027	Pram.g_00442
OG0000543	Syah.g_01029	Pram.g_00444
OG0000545	Syah.g_01031	Pram.g_00447
OG0000546	Syah.g_01033	Pram.g_00450
OG0000547	Syah.g_01035	Pram.g_00452
OG0000548	Syah.g_01036	Pram.g_00453
OG0000549	Syah.g_01042	Pram.g_00456
OG0000550	Syah.g_01046	Pram.g_00461
OG0000551	Syah.g_01051	Pram.g_00464
OG0000552	Syah.g_01052	Pram.g_00465
OG0000553	Syah.g_01054	Pram.g_00466
OG0000554	Syah.g_01065	Pram.g_00472
OG0000555	Syah.g_01078	Pram.g_00479
OG0000556	Syah.g_01084	Pram.g_00481
OG0000557	Syah.g_01086	Pram.g_00482
OG0000558	Syah.g_01088	Pram.g_00484
OG0000559	Syah.g_01093	Pram.g_00488
OG0000560	Syah.g_01096	Pram.g_00491
OG0000561	Syah.g_01097	Pram.g_00492
OG0000562	Syah.g_01098	Pram.g_00493
OG0000563	Syah.g_01099	Pram.g_00494
OG0000564	Syah.g_01100	Pram.g_00495
OG0000565	Syah.g_01104	Pram.g_00498
OG0000566	Syah.g_01108	Pram.g_00502
OG0000567	Syah.g_01112	Pram.g_00506
OG0000568	Syah.g_01116	Pram.g_00507
OG0000569	Syah.g_01117	Pram.g_00508
OG0000570	Syah.g_01118	Pram.g_00509
OG0000571	Syah.g_01122	Pram.g_00511
OG0000572	Syah.g_01137	Pram.g_00523
OG0000573	Syah.g_01146	Pram.g_00529
OG0000574	Syah.g_01147	Pram.g_00530
OG0000575	Syah.g_01151	Pram.g_00534
OG0000576	Syah.g_01153	Pram.g_00536
OG0000577	Syah.g_01154	Pram.g_00537
OG0000578	Syah.g_01155	Pram.g_00538
OG0000579	Syah.g_01156	Pram.g_00539
OG0000580	Syah.g_01157	Pram.g_00540
