Orthogroup	Syah	Syaq
OG0000114	Syah.g_01529	Syaq.g_02269
OG0000115	Syah.g_01269	Syaq.g_00395
OG0000116	Syah.g_02175	Syaq.g_00263
OG0000117	Syah.g_01425	Syaq.g_00203
OG0000118	Syah.g_01173	Syaq.g_00325, Syaq.g_00316
OG0000120	Syah.g_00145	Syaq.g_00883
OG0000121	Syah.g_01287	Syaq.g_00375
OG0000122	Syah.g_01900	Syaq.g_02118
OG0000123	Syah.g_00793	Syaq.g_00599
OG0000124	Syah.g_00272	Syaq.g_01055
OG0000125	Syah.g_00504	Syaq.g_01256
OG0000126	Syah.g_00379	Syaq.g_01156
OG0000128	Syah.g_00361	Syaq.g_01138
OG0000129	Syah.g_00516	Syaq.g_01269
OG0000130	Syah.g_02483	Syaq.g_01559
OG0000131	Syah.g_00052	Syaq.g_01427, Syaq.g_01424
OG0000132	Syah.g_00072	Syaq.g_01404
OG0000133	Syah.g_01618	Syaq.g_02481
OG0000134	Syah.g_00891	Syaq.g_00526
OG0000135	Syah.g_00465	Syaq.g_01227
OG0000136	Syah.g_02227	Syaq.g_00496
OG0000137	Syah.g_01221	Syaq.g_00442
OG0000138	Syah.g_01013	Syaq.g_01789
OG0000139	Syah.g_01070	Syaq.g_01844
OG0000140	Syah.g_01071	Syaq.g_01848
OG0000141	Syah.g_01981	Syaq.g_02010
OG0000142	Syah.g_01935	Syaq.g_02082
OG0000143	Syah.g_01931	Syaq.g_02086
OG0000144	Syah.g_01824	Syaq.g_02152
OG0000145	Syah.g_01019	Syaq.g_01796
OG0000146	Syah.g_01612	Syaq.g_02475
OG0000147	Syah.g_01611	Syaq.g_02474
OG0000148	Syah.g_01758	Syaq.g_02359
OG0000149	Syah.g_02096	Syaq.g_02395
OG0000150	Syah.g_01980	Syaq.g_02011
OG0000151	Syah.g_01820	Syaq.g_02283
OG0000152	Syah.g_01622	Syaq.g_02485
OG0000153	Syah.g_01656	Syaq.g_02518
OG0000154	Syah.g_01682	Syaq.g_00066
OG0000155	Syah.g_02123	Syaq.g_00212
OG0000156	Syah.g_02185	Syaq.g_00281
OG0000157	Syah.g_02186	Syaq.g_00282
OG0000158	Syah.g_00204	Syaq.g_01003
OG0000160	Syah.g_01289	Syaq.g_00374
OG0000161	Syah.g_01282	Syaq.g_00382
OG0000162	Syah.g_01276	Syaq.g_00389
OG0000163	Syah.g_02315	Syaq.g_01730
OG0000164	Syah.g_02423	Syaq.g_01642
OG0000165	Syah.g_02251	Syaq.g_01630
OG0000166	Syah.g_00747	Syaq.g_00647
OG0000167	Syah.g_00183	Syaq.g_00983
OG0000168	Syah.g_00205	Syaq.g_01004
OG0000169	Syah.g_00237	Syaq.g_01016
OG0000170	Syah.g_00245	Syaq.g_01023
OG0000171	Syah.g_00271	Syaq.g_01052
OG0000172	Syah.g_00293	Syaq.g_01074
OG0000173	Syah.g_00313	Syaq.g_01092
OG0000174	Syah.g_00461	Syaq.g_01224
OG0000175	Syah.g_00402	Syaq.g_01183
OG0000176	Syah.g_00369	Syaq.g_01146
OG0000177	Syah.g_00368	Syaq.g_01145
OG0000178	Syah.g_00367	Syaq.g_01144
OG0000179	Syah.g_00355	Syaq.g_01129
OG0000180	Syah.g_00354	Syaq.g_01128
OG0000181	Syah.g_00353	Syaq.g_01127
OG0000182	Syah.g_00352	Syaq.g_01126
OG0000183	Syah.g_00348	Syaq.g_01122
OG0000184	Syah.g_00525	Syaq.g_01277
OG0000185	Syah.g_00528	Syaq.g_01290
OG0000186	Syah.g_02479	Syaq.g_01563
OG0000187	Syah.g_02480	Syaq.g_01561
OG0000188	Syah.g_02501	Syaq.g_01539
OG0000189	Syah.g_02526	Syaq.g_01499, Syaq.g_00122
OG0000190	Syah.g_02528	Syaq.g_01497
OG0000191	Syah.g_00008	Syaq.g_01467
OG0000192	Syah.g_00013	Syaq.g_01462
OG0000193	Syah.g_00053	Syaq.g_01423
OG0000194	Syah.g_00056	Syaq.g_01420
OG0000195	Syah.g_00058	Syaq.g_01418
OG0000196	Syah.g_00069	Syaq.g_01407
OG0000197	Syah.g_00070	Syaq.g_01406
OG0000198	Syah.g_00071	Syaq.g_01405
OG0000199	Syah.g_00079	Syaq.g_01398
OG0000200	Syah.g_00616	Syaq.g_01382
OG0000201	Syah.g_00601	Syaq.g_01365
OG0000202	Syah.g_00600	Syaq.g_01364
OG0000203	Syah.g_00599	Syaq.g_01363
OG0000204	Syah.g_00598	Syaq.g_01362
OG0000205	Syah.g_00591	Syaq.g_01355
OG0000206	Syah.g_00578	Syaq.g_01345
OG0000207	Syah.g_00575	Syaq.g_01338
OG0000208	Syah.g_00574	Syaq.g_01337
OG0000209	Syah.g_00544	Syaq.g_01310
OG0000210	Syah.g_00543	Syaq.g_01309
OG0000211	Syah.g_00904	Syaq.g_01570
OG0000212	Syah.g_00913	Syaq.g_01586
OG0000213	Syah.g_00657	Syaq.g_00729
OG0000214	Syah.g_00641	Syaq.g_00745
OG0000215	Syah.g_00101	Syaq.g_00777
OG0000216	Syah.g_00105	Syaq.g_00781
OG0000217	Syah.g_00109	Syaq.g_00844
OG0000218	Syah.g_00111	Syaq.g_00846
OG0000219	Syah.g_00112	Syaq.g_00847
OG0000220	Syah.g_00113	Syaq.g_00848
OG0000221	Syah.g_00120	Syaq.g_00856
OG0000222	Syah.g_00131	Syaq.g_00868
OG0000223	Syah.g_00153	Syaq.g_00946
OG0000224	Syah.g_00162	Syaq.g_00950
OG0000225	Syah.g_00874	Syaq.g_00543
OG0000226	Syah.g_00878	Syaq.g_00536
OG0000227	Syah.g_00880	Syaq.g_00534
OG0000228	Syah.g_00887	Syaq.g_00531
OG0000229	Syah.g_02236	Syaq.g_00501
OG0000230	Syah.g_02234	Syaq.g_00499
OG0000231	Syah.g_02218	Syaq.g_00485
OG0000232	Syah.g_01206	Syaq.g_00472
OG0000233	Syah.g_01210	Syaq.g_00464
OG0000234	Syah.g_01222	Syaq.g_00440
OG0000235	Syah.g_00996	Syaq.g_01771
OG0000236	Syah.g_01011	Syaq.g_01787
OG0000237	Syah.g_01028	Syaq.g_01805
OG0000238	Syah.g_01032	Syaq.g_01810
OG0000239	Syah.g_01048	Syaq.g_01826
OG0000240	Syah.g_01049	Syaq.g_01827
OG0000241	Syah.g_01944	Syaq.g_02074
OG0000242	Syah.g_01062	Syaq.g_01836
OG0000243	Syah.g_01079	Syaq.g_01922
OG0000244	Syah.g_01087	Syaq.g_01928
OG0000245	Syah.g_01090	Syaq.g_01930
OG0000246	Syah.g_01094	Syaq.g_01934
OG0000247	Syah.g_01106	Syaq.g_01945
OG0000248	Syah.g_01109	Syaq.g_01948
OG0000249	Syah.g_01111	Syaq.g_01950
OG0000250	Syah.g_01120	Syaq.g_01958
OG0000251	Syah.g_01145	Syaq.g_01984
OG0000252	Syah.g_01148	Syaq.g_01987
OG0000253	Syah.g_01149	Syaq.g_01989
OG0000254	Syah.g_01976	Syaq.g_02016
OG0000255	Syah.g_01968	Syaq.g_02041
OG0000256	Syah.g_01952	Syaq.g_02068
OG0000257	Syah.g_01945	Syaq.g_02073
OG0000258	Syah.g_01926	Syaq.g_02095
OG0000259	Syah.g_01494	Syaq.g_02239
OG0000260	Syah.g_01497	Syaq.g_02242
OG0000261	Syah.g_01500	Syaq.g_02245
OG0000262	Syah.g_01505	Syaq.g_02250
OG0000263	Syah.g_01410	Syaq.g_00185
OG0000264	Syah.g_02000	Syaq.g_02582
OG0000266	Syah.g_01714	Syaq.g_00037
OG0000267	Syah.g_01574	Syaq.g_02430
OG0000268	Syah.g_01575	Syaq.g_02431
OG0000269	Syah.g_01784	Syaq.g_02335
OG0000270	Syah.g_01781	Syaq.g_02338
OG0000271	Syah.g_01773	Syaq.g_02346
OG0000272	Syah.g_01772	Syaq.g_02347
OG0000273	Syah.g_02075	Syaq.g_02376
OG0000274	Syah.g_02076	Syaq.g_02377
OG0000275	Syah.g_02081	Syaq.g_02380
OG0000276	Syah.g_02088	Syaq.g_02387
OG0000277	Syah.g_02089	Syaq.g_02388
OG0000278	Syah.g_02092	Syaq.g_02391
OG0000279	Syah.g_02100	Syaq.g_02401
OG0000280	Syah.g_02112	Syaq.g_02410
OG0000281	Syah.g_00722	Syaq.g_02224
OG0000282	Syah.g_01531	Syaq.g_02271
OG0000283	Syah.g_01585	Syaq.g_02445
OG0000284	Syah.g_01591	Syaq.g_02450
OG0000285	Syah.g_01603	Syaq.g_02466
OG0000286	Syah.g_01621	Syaq.g_02484
OG0000287	Syah.g_01649	Syaq.g_02511
OG0000288	Syah.g_01681	Syaq.g_00067
OG0000289	Syah.g_01695	Syaq.g_00053
OG0000290	Syah.g_02033	Syaq.g_02682
OG0000291	Syah.g_02031	Syaq.g_02680
OG0000292	Syah.g_00380	Syaq.g_01157
OG0000293	Syah.g_02173	Syaq.g_00262
OG0000294	Syah.g_02172	Syaq.g_00261
OG0000295	Syah.g_02131	Syaq.g_00220
OG0000296	Syah.g_02129	Syaq.g_00218
OG0000299	Syah.g_01404	Syaq.g_00171
OG0000300	Syah.g_01397	Syaq.g_00164
OG0000301	Syah.g_01396	Syaq.g_00163
OG0000302	Syah.g_01395	Syaq.g_00162
OG0000303	Syah.g_01387	Syaq.g_00152
OG0000304	Syah.g_01382	Syaq.g_00146
OG0000305	Syah.g_02028	Syaq.g_02677
OG0000306	Syah.g_02116	Syaq.g_01861
OG0000307	Syah.g_00978	Syaq.g_01754
OG0000308	Syah.g_00976	Syaq.g_01752
OG0000309	Syah.g_00971	Syaq.g_01747
OG0000310	Syah.g_01321	Syaq.g_00347
OG0000311	Syah.g_01317	Syaq.g_00352
OG0000312	Syah.g_01304	Syaq.g_00359
OG0000313	Syah.g_01285	Syaq.g_00379
OG0000314	Syah.g_01259	Syaq.g_00408
OG0000315	Syah.g_01248	Syaq.g_00418
OG0000316	Syah.g_02333	Syaq.g_01716
OG0000317	Syah.g_02380	Syaq.g_01675
OG0000318	Syah.g_02385	Syaq.g_01672
OG0000319	Syah.g_02405	Syaq.g_01657
OG0000320	Syah.g_02407	Syaq.g_01655
OG0000321	Syah.g_02408	Syaq.g_01654
OG0000322	Syah.g_02409	Syaq.g_01653
OG0000323	Syah.g_02425	Syaq.g_01638
OG0000324	Syah.g_02278	Syaq.g_01605
OG0000325	Syah.g_00689	Syaq.g_00693
OG0000326	Syah.g_00696	Syaq.g_00686
OG0000327	Syah.g_00742	Syaq.g_00652
OG0000328	Syah.g_00743	Syaq.g_00651
OG0000329	Syah.g_00760	Syaq.g_00633
OG0000330	Syah.g_00761	Syaq.g_00632
OG0000331	Syah.g_00762	Syaq.g_00631
OG0000332	Syah.g_00776	Syaq.g_00616
OG0000333	Syah.g_00779	Syaq.g_00613
OG0000334	Syah.g_00789	Syaq.g_00603
OG0000335	Syah.g_00794	Syaq.g_00598
OG0000336	Syah.g_00798	Syaq.g_00594
OG0000337	Syah.g_00178	Syaq.g_00975
OG0000338	Syah.g_00181	Syaq.g_00981
OG0000339	Syah.g_00188	Syaq.g_00988
OG0000340	Syah.g_00206	Syaq.g_01005
OG0000341	Syah.g_00208	Syaq.g_01007
OG0000342	Syah.g_00209	Syaq.g_01008
OG0000343	Syah.g_00231	Syaq.g_01010
OG0000344	Syah.g_00235	Syaq.g_01014
OG0000345	Syah.g_00246	Syaq.g_01024
OG0000346	Syah.g_00251	Syaq.g_01029
OG0000347	Syah.g_00275	Syaq.g_01057
OG0000348	Syah.g_00301	Syaq.g_01070
OG0000349	Syah.g_00320	Syaq.g_01099
OG0000350	Syah.g_00703	Syaq.g_00679
OG0000351	Syah.g_00399	Syaq.g_01179
OG0000352	Syah.g_00398	Syaq.g_01178
OG0000353	Syah.g_00374	Syaq.g_01151
OG0000354	Syah.g_01038	Syaq.g_01816
OG0000354	Syah.g_00561	Syaq.g_01131
OG0000355	Syah.g_00372	Syaq.g_01149
OG0000356	Syah.g_00371	Syaq.g_01148
OG0000357	Syah.g_00370	Syaq.g_01147
OG0000358	Syah.g_00366	Syaq.g_01143
OG0000359	Syah.g_00364	Syaq.g_01141
OG0000360	Syah.g_00363	Syaq.g_01140
OG0000361	Syah.g_00362	Syaq.g_01139
OG0000362	Syah.g_00360	Syaq.g_01137
OG0000363	Syah.g_00358	Syaq.g_01135
OG0000364	Syah.g_00357	Syaq.g_01134
OG0000365	Syah.g_00351	Syaq.g_01125
OG0000366	Syah.g_00350	Syaq.g_01124
OG0000367	Syah.g_00349	Syaq.g_01123
OG0000368	Syah.g_00347	Syaq.g_01121
OG0000369	Syah.g_00346	Syaq.g_01120
OG0000370	Syah.g_00345	Syaq.g_01119
OG0000371	Syah.g_00338	Syaq.g_01111
OG0000372	Syah.g_00333	Syaq.g_01106
OG0000373	Syah.g_00332	Syaq.g_01105
OG0000374	Syah.g_00331	Syaq.g_01104
OG0000375	Syah.g_00329	Syaq.g_01103
OG0000376	Syah.g_00327	Syaq.g_01101
OG0000377	Syah.g_00517	Syaq.g_01270
OG0000378	Syah.g_00526	Syaq.g_01286
OG0000379	Syah.g_00529	Syaq.g_01291
OG0000380	Syah.g_02481	Syaq.g_01560
OG0000381	Syah.g_02484	Syaq.g_01558
OG0000382	Syah.g_02500	Syaq.g_01540
OG0000383	Syah.g_02502	Syaq.g_01535
OG0000384	Syah.g_02503	Syaq.g_01534
OG0000385	Syah.g_02504	Syaq.g_01533
OG0000386	Syah.g_02505	Syaq.g_01532
OG0000387	Syah.g_02530	Syaq.g_01495
OG0000388	Syah.g_02533	Syaq.g_01491
OG0000389	Syah.g_02536	Syaq.g_01488
OG0000390	Syah.g_00002	Syaq.g_01473
OG0000391	Syah.g_00007	Syaq.g_01468
OG0000392	Syah.g_00012	Syaq.g_01463
OG0000393	Syah.g_00014	Syaq.g_01460
OG0000394	Syah.g_00015	Syaq.g_01459
OG0000395	Syah.g_00016	Syaq.g_01458
OG0000396	Syah.g_00019	Syaq.g_01455
OG0000397	Syah.g_00021	Syaq.g_01453
OG0000398	Syah.g_00027	Syaq.g_01448
OG0000399	Syah.g_00028	Syaq.g_01447
OG0000400	Syah.g_00029	Syaq.g_01446
OG0000401	Syah.g_00030	Syaq.g_01445
OG0000402	Syah.g_00033	Syaq.g_01443
OG0000403	Syah.g_00034	Syaq.g_01442
OG0000404	Syah.g_00036	Syaq.g_01440
OG0000405	Syah.g_00050	Syaq.g_01429
OG0000406	Syah.g_00054	Syaq.g_01422
OG0000407	Syah.g_00055	Syaq.g_01421
OG0000408	Syah.g_00057	Syaq.g_01419
OG0000409	Syah.g_00059	Syaq.g_01417
OG0000410	Syah.g_00060	Syaq.g_01416
OG0000411	Syah.g_00061	Syaq.g_01415
OG0000412	Syah.g_00062	Syaq.g_01414
OG0000413	Syah.g_00064	Syaq.g_01412
OG0000414	Syah.g_00065	Syaq.g_01411
OG0000415	Syah.g_00066	Syaq.g_01410
OG0000416	Syah.g_00067	Syaq.g_01409
OG0000417	Syah.g_00068	Syaq.g_01408
OG0000418	Syah.g_00073	Syaq.g_01403
OG0000419	Syah.g_00075	Syaq.g_01401
OG0000420	Syah.g_00077	Syaq.g_01400
OG0000421	Syah.g_00082	Syaq.g_01395
OG0000422	Syah.g_00083	Syaq.g_01394
OG0000423	Syah.g_00084	Syaq.g_01393
OG0000424	Syah.g_00085	Syaq.g_01392
OG0000425	Syah.g_00086	Syaq.g_01391
OG0000426	Syah.g_00087	Syaq.g_01390
OG0000427	Syah.g_00088	Syaq.g_01389
OG0000428	Syah.g_00620	Syaq.g_01386
OG0000429	Syah.g_00618	Syaq.g_01384
OG0000430	Syah.g_00617	Syaq.g_01383
OG0000431	Syah.g_00613	Syaq.g_01380
OG0000432	Syah.g_00607	Syaq.g_01374
OG0000433	Syah.g_00605	Syaq.g_01369
OG0000434	Syah.g_00604	Syaq.g_01368
OG0000435	Syah.g_00602	Syaq.g_01367
OG0000436	Syah.g_00597	Syaq.g_01361
OG0000437	Syah.g_00596	Syaq.g_01360
OG0000438	Syah.g_00595	Syaq.g_01359
OG0000439	Syah.g_00593	Syaq.g_01357
OG0000440	Syah.g_00592	Syaq.g_01356
OG0000441	Syah.g_00585	Syaq.g_01352
OG0000442	Syah.g_00580	Syaq.g_01350
OG0000443	Syah.g_00579	Syaq.g_01347
OG0000444	Syah.g_00573	Syaq.g_01333
OG0000445	Syah.g_00572	Syaq.g_01332
OG0000446	Syah.g_00570	Syaq.g_01330
OG0000447	Syah.g_00567	Syaq.g_01328
OG0000448	Syah.g_00566	Syaq.g_01327
OG0000449	Syah.g_00565	Syaq.g_01320
OG0000450	Syah.g_00547	Syaq.g_01313
OG0000451	Syah.g_00546	Syaq.g_01312
OG0000452	Syah.g_00542	Syaq.g_01308
OG0000453	Syah.g_00541	Syaq.g_01307
OG0000454	Syah.g_00540	Syaq.g_01306
OG0000455	Syah.g_00539	Syaq.g_01305
OG0000456	Syah.g_00538	Syaq.g_01304
OG0000457	Syah.g_00536	Syaq.g_01302
OG0000458	Syah.g_00535	Syaq.g_01299
OG0000459	Syah.g_00534	Syaq.g_01298
OG0000460	Syah.g_00906	Syaq.g_01577
OG0000461	Syah.g_00678	Syaq.g_00707
OG0000462	Syah.g_00675	Syaq.g_00710
OG0000463	Syah.g_00674	Syaq.g_00711
OG0000464	Syah.g_00673	Syaq.g_00712
OG0000465	Syah.g_00672	Syaq.g_00714
OG0000466	Syah.g_00668	Syaq.g_00718
OG0000467	Syah.g_00666	Syaq.g_00720
OG0000468	Syah.g_00661	Syaq.g_00725
OG0000469	Syah.g_00647	Syaq.g_00739
OG0000470	Syah.g_00645	Syaq.g_00741
OG0000471	Syah.g_00644	Syaq.g_00742
OG0000472	Syah.g_00642	Syaq.g_00744
OG0000473	Syah.g_00640	Syaq.g_00746
OG0000474	Syah.g_00639	Syaq.g_00747
OG0000475	Syah.g_00638	Syaq.g_00748
OG0000476	Syah.g_00636	Syaq.g_00750
OG0000477	Syah.g_00630	Syaq.g_00756
OG0000478	Syah.g_00629	Syaq.g_00757
OG0000479	Syah.g_00628	Syaq.g_00759
OG0000480	Syah.g_00089	Syaq.g_00766
OG0000481	Syah.g_00091	Syaq.g_00768
OG0000482	Syah.g_00092	Syaq.g_00769
OG0000483	Syah.g_00096	Syaq.g_00773
OG0000484	Syah.g_00097	Syaq.g_00774
OG0000485	Syah.g_00098	Syaq.g_00775
OG0000486	Syah.g_00099	Syaq.g_00776
OG0000487	Syah.g_00106	Syaq.g_00782
OG0000488	Syah.g_00110	Syaq.g_00845
OG0000489	Syah.g_00121	Syaq.g_00857
OG0000490	Syah.g_00129	Syaq.g_00864
OG0000491	Syah.g_00130	Syaq.g_00865
OG0000492	Syah.g_00132	Syaq.g_00869
OG0000493	Syah.g_00133	Syaq.g_00870
OG0000494	Syah.g_00134	Syaq.g_00871
OG0000495	Syah.g_00135	Syaq.g_00872
OG0000496	Syah.g_00136	Syaq.g_00873
OG0000497	Syah.g_00137	Syaq.g_00874
OG0000498	Syah.g_00138	Syaq.g_00875
OG0000499	Syah.g_00139	Syaq.g_00876
OG0000500	Syah.g_00140	Syaq.g_00877
OG0000501	Syah.g_00143	Syaq.g_00880
OG0000502	Syah.g_00155	Syaq.g_00953
OG0000503	Syah.g_00858	Syaq.g_00559
OG0000504	Syah.g_00860	Syaq.g_00557
OG0000505	Syah.g_00861	Syaq.g_00556
OG0000506	Syah.g_00863	Syaq.g_00554
OG0000507	Syah.g_00869	Syaq.g_00548
OG0000508	Syah.g_00873	Syaq.g_00544
OG0000509	Syah.g_00875	Syaq.g_00542
OG0000510	Syah.g_00876	Syaq.g_00538
OG0000511	Syah.g_00877	Syaq.g_00537
OG0000512	Syah.g_00879	Syaq.g_00535
OG0000513	Syah.g_00892	Syaq.g_00525
OG0000514	Syah.g_00899	Syaq.g_00514
OG0000515	Syah.g_00900	Syaq.g_00513
OG0000516	Syah.g_02231	Syaq.g_00509
OG0000517	Syah.g_02237	Syaq.g_00502
OG0000518	Syah.g_02221	Syaq.g_00490
OG0000519	Syah.g_02220	Syaq.g_00489
OG0000520	Syah.g_02219	Syaq.g_00488
OG0000521	Syah.g_01202	Syaq.g_00477
OG0000522	Syah.g_01204	Syaq.g_00475
OG0000523	Syah.g_01205	Syaq.g_00474
OG0000524	Syah.g_01207	Syaq.g_00469
OG0000525	Syah.g_01212	Syaq.g_00450
OG0000526	Syah.g_01215	Syaq.g_00448
OG0000527	Syah.g_01219	Syaq.g_00444
OG0000528	Syah.g_00991	Syaq.g_01768
OG0000529	Syah.g_00998	Syaq.g_01773
OG0000530	Syah.g_01001	Syaq.g_01776
OG0000531	Syah.g_01002	Syaq.g_01777
OG0000532	Syah.g_01005	Syaq.g_01780
OG0000533	Syah.g_01006	Syaq.g_01782
OG0000534	Syah.g_01007	Syaq.g_01783
OG0000535	Syah.g_01008	Syaq.g_01784
OG0000536	Syah.g_01009	Syaq.g_01785
OG0000537	Syah.g_01010	Syaq.g_01786
OG0000538	Syah.g_01021	Syaq.g_01798
OG0000539	Syah.g_01022	Syaq.g_01799
OG0000540	Syah.g_01023	Syaq.g_01800
OG0000541	Syah.g_01024	Syaq.g_01801
OG0000542	Syah.g_01027	Syaq.g_01804
OG0000543	Syah.g_01029	Syaq.g_01806
OG0000545	Syah.g_01031	Syaq.g_01809
OG0000546	Syah.g_01033	Syaq.g_01811
OG0000547	Syah.g_01035	Syaq.g_01813
OG0000548	Syah.g_01036	Syaq.g_01814
OG0000549	Syah.g_01042	Syaq.g_01819
OG0000550	Syah.g_01046	Syaq.g_01824
OG0000551	Syah.g_01051	Syaq.g_01829
OG0000552	Syah.g_01052	Syaq.g_01830
OG0000553	Syah.g_01054	Syaq.g_01834
OG0000554	Syah.g_01065	Syaq.g_01839
OG0000555	Syah.g_01078	Syaq.g_01857
OG0000556	Syah.g_01084	Syaq.g_01925
OG0000557	Syah.g_01086	Syaq.g_01927
OG0000558	Syah.g_01088	Syaq.g_01929
OG0000559	Syah.g_01093	Syaq.g_01933
OG0000560	Syah.g_01096	Syaq.g_01936
OG0000561	Syah.g_01097	Syaq.g_01937
OG0000562	Syah.g_01098	Syaq.g_01938
OG0000563	Syah.g_01099	Syaq.g_01939
OG0000564	Syah.g_01100	Syaq.g_01940
OG0000565	Syah.g_01104	Syaq.g_01943
