Orthogroup	Syah	Praj
OG0000037	Syah.g_02541, Syah.g_00956, Syah.g_01365	Praj.g_00147
OG0000038	Syah.g_00508, Syah.g_00506	Praj.g_02089
OG0000039	Syah.g_02074	Praj.g_00679
OG0000040	Syah.g_01908	Praj.g_01844, Praj.g_01735
OG0000041	Syah.g_02271, Syah.g_02039	Praj.g_01813
OG0000042	Syah.g_00261	Praj.g_02020
OG0000043	Syah.g_02119	Praj.g_01157
OG0000043	Syah.g_01546	Praj.g_00864
OG0000045	Syah.g_02356	Praj.g_01303
OG0000046	Syah.g_00823, Syah.g_00830, Syah.g_00816	Praj.g_00363
OG0000047	Syah.g_00847	Praj.g_00370, Praj.g_00408
OG0000048	Syah.g_00637	Praj.g_00308
OG0000050	Syah.g_00941	Praj.g_00099
OG0000052	Syah.g_00171	Praj.g_00095
OG0000053	Syah.g_01267	Praj.g_01651
OG0000054	Syah.g_01982, Syah.g_01862	Praj.g_00594
OG0000055	Syah.g_01878	Praj.g_01842
OG0000057	Syah.g_02020	Praj.g_01313, Praj.g_00691
OG0000058	Syah.g_00152	Praj.g_00839
OG0000059	Syah.g_00737	Praj.g_01892
OG0000060	Syah.g_01515	Praj.g_01108
OG0000061	Syah.g_02158	Praj.g_01461
OG0000062	Syah.g_02365	Praj.g_01714
OG0000063	Syah.g_00337	Praj.g_01867
OG0000065	Syah.g_02537, Syah.g_02443	Praj.g_00145
OG0000066	Syah.g_01073	Praj.g_00530
OG0000067	Syah.g_01779	Praj.g_00769
OG0000068	Syah.g_00986	Praj.g_01575
OG0000069	Syah.g_01715	Praj.g_01276, Praj.g_01675
OG0000070	Syah.g_02217	Praj.g_00444
OG0000071	Syah.g_01863, Syah.g_02199	Praj.g_01528
OG0000072	Syah.g_00080	Praj.g_00211
OG0000073	Syah.g_01018	Praj.g_00491
OG0000074	Syah.g_00951	Praj.g_01060
OG0000075	Syah.g_00186	Praj.g_01987
OG0000076	Syah.g_00250	Praj.g_02012
OG0000077	Syah.g_02494	Praj.g_00116
OG0000078	Syah.g_00912	Praj.g_00280
OG0000079	Syah.g_00665	Praj.g_00291
OG0000081	Syah.g_00922, Syah.g_02471	Praj.g_00522
OG0000082	Syah.g_01136	Praj.g_01827
OG0000084	Syah.g_02105, Syah.g_01296	Praj.g_01628
OG0000085	Syah.g_02372	Praj.g_01762
OG0000086	Syah.g_02511	Praj.g_00126
OG0000087	Syah.g_00038	Praj.g_00179
OG0000088	Syah.g_00074	Praj.g_00206
OG0000089	Syah.g_00888	Praj.g_00403
OG0000090	Syah.g_01064	Praj.g_00524
OG0000091	Syah.g_01927	Praj.g_00630
OG0000093	Syah.g_01794	Praj.g_00754
OG0000094	Syah.g_01692	Praj.g_00846
OG0000095	Syah.g_02030	Praj.g_01024
OG0000097	Syah.g_01400	Praj.g_01416
OG0000098	Syah.g_00723	Praj.g_01546
OG0000099	Syah.g_00144	Praj.g_00372
OG0000100	Syah.g_01747	Praj.g_01709
OG0000101	Syah.g_00785	Praj.g_01952
OG0000102	Syah.g_00255	Praj.g_02017
OG0000103	Syah.g_00391	Praj.g_02135
OG0000104	Syah.g_00377	Praj.g_02145
OG0000105	Syah.g_00632	Praj.g_00310
OG0000106	Syah.g_01544	Praj.g_01156, Praj.g_01282
OG0000107	Syah.g_00688	Praj.g_01869
OG0000108	Syah.g_00997	Praj.g_00473
OG0000109	Syah.g_01012	Praj.g_00486
OG0000110	Syah.g_01124	Praj.g_00565
OG0000111	Syah.g_02021	Praj.g_00692
OG0000112	Syah.g_01613	Praj.g_00938
OG0000113	Syah.g_01752	Praj.g_00793, Praj.g_01176
OG0000114	Syah.g_01529	Praj.g_00887
OG0000115	Syah.g_01269	Praj.g_01725
OG0000116	Syah.g_02175	Praj.g_01471
OG0000117	Syah.g_01425	Praj.g_01355
OG0000118	Syah.g_01173	Praj.g_01540
OG0000120	Syah.g_00145	Praj.g_00664
OG0000121	Syah.g_01287	Praj.g_01634
OG0000122	Syah.g_01900	Praj.g_01673
OG0000123	Syah.g_00793	Praj.g_01959
OG0000124	Syah.g_00272	Praj.g_02031
OG0000125	Syah.g_00504	Praj.g_02091
OG0000126	Syah.g_00379	Praj.g_02144
OG0000128	Syah.g_00361	Praj.g_00011
OG0000129	Syah.g_00516	Praj.g_00048
OG0000130	Syah.g_02483	Praj.g_00107
OG0000131	Syah.g_00052	Praj.g_00185
OG0000132	Syah.g_00072	Praj.g_00204
OG0000133	Syah.g_01618	Praj.g_00357
OG0000134	Syah.g_00891	Praj.g_00405
OG0000135	Syah.g_00465	Praj.g_01279
OG0000136	Syah.g_02227	Praj.g_00435
OG0000137	Syah.g_01221	Praj.g_00467
OG0000138	Syah.g_01013	Praj.g_00487
OG0000139	Syah.g_01070	Praj.g_00528
OG0000140	Syah.g_01071	Praj.g_00529
OG0000141	Syah.g_01981	Praj.g_00595
OG0000142	Syah.g_01935	Praj.g_00623
OG0000143	Syah.g_01931	Praj.g_00627
OG0000144	Syah.g_01824	Praj.g_00640
OG0000145	Syah.g_01019	Praj.g_01054
OG0000146	Syah.g_01612	Praj.g_00937
OG0000147	Syah.g_01611	Praj.g_00936
OG0000148	Syah.g_01758	Praj.g_00787
OG0000149	Syah.g_02096	Praj.g_00819
OG0000150	Syah.g_01980	Praj.g_00828
OG0000151	Syah.g_01820	Praj.g_00898
OG0000152	Syah.g_01622	Praj.g_01601, Praj.g_00946
OG0000153	Syah.g_01656	Praj.g_00965
OG0000154	Syah.g_01682	Praj.g_00995
OG0000155	Syah.g_02123	Praj.g_01440
OG0000156	Syah.g_02185	Praj.g_01517
OG0000157	Syah.g_02186	Praj.g_01518
OG0000158	Syah.g_00204	Praj.g_01995
OG0000160	Syah.g_01289	Praj.g_01633
OG0000161	Syah.g_01282	Praj.g_01639
OG0000162	Syah.g_01276	Praj.g_01645
OG0000163	Syah.g_02315	Praj.g_01681
OG0000164	Syah.g_02423	Praj.g_01790
OG0000165	Syah.g_02251	Praj.g_01798
OG0000166	Syah.g_00747	Praj.g_01915
OG0000167	Syah.g_00183	Praj.g_01985
OG0000168	Syah.g_00205	Praj.g_01996
OG0000169	Syah.g_00237	Praj.g_02006
OG0000170	Syah.g_00245	Praj.g_02008
OG0000171	Syah.g_00271	Praj.g_02030
OG0000172	Syah.g_00293	Praj.g_02061
OG0000173	Syah.g_00313	Praj.g_02076
OG0000174	Syah.g_00461	Praj.g_02107
OG0000175	Syah.g_00402	Praj.g_02125
OG0000176	Syah.g_00369	Praj.g_00004
OG0000177	Syah.g_00368	Praj.g_00005
OG0000178	Syah.g_00367	Praj.g_00006
OG0000179	Syah.g_00355	Praj.g_00016
OG0000180	Syah.g_00354	Praj.g_00017
OG0000181	Syah.g_00353	Praj.g_00018
OG0000182	Syah.g_00352	Praj.g_00019
OG0000183	Syah.g_00348	Praj.g_00023
OG0000184	Syah.g_00525	Praj.g_00050
OG0000185	Syah.g_00528	Praj.g_00053
OG0000186	Syah.g_02479	Praj.g_00102
OG0000187	Syah.g_02480	Praj.g_00103
OG0000188	Syah.g_02501	Praj.g_00120
OG0000189	Syah.g_02526	Praj.g_00134
OG0000190	Syah.g_02528	Praj.g_00135
OG0000191	Syah.g_00008	Praj.g_00158
OG0000192	Syah.g_00013	Praj.g_00162
OG0000193	Syah.g_00053	Praj.g_00186
OG0000194	Syah.g_00056	Praj.g_00189
OG0000195	Syah.g_00058	Praj.g_00191
OG0000196	Syah.g_00069	Praj.g_00201
OG0000197	Syah.g_00070	Praj.g_00202
OG0000198	Syah.g_00071	Praj.g_00203
OG0000199	Syah.g_00079	Praj.g_00210
OG0000200	Syah.g_00616	Praj.g_00223
OG0000201	Syah.g_00601	Praj.g_00232
OG0000202	Syah.g_00600	Praj.g_00233
OG0000203	Syah.g_00599	Praj.g_00234
OG0000204	Syah.g_00598	Praj.g_00235
OG0000205	Syah.g_00591	Praj.g_00242
OG0000206	Syah.g_00578	Praj.g_00246
OG0000207	Syah.g_00575	Praj.g_00248
OG0000208	Syah.g_00574	Praj.g_00249
OG0000209	Syah.g_00544	Praj.g_00258
OG0000210	Syah.g_00543	Praj.g_00259
OG0000211	Syah.g_00904	Praj.g_00273
OG0000212	Syah.g_00913	Praj.g_00281
OG0000213	Syah.g_00657	Praj.g_00296
OG0000214	Syah.g_00641	Praj.g_00304
OG0000215	Syah.g_00101	Praj.g_00328
OG0000216	Syah.g_00105	Praj.g_00329
OG0000217	Syah.g_00109	Praj.g_00332
OG0000218	Syah.g_00111	Praj.g_00334
OG0000219	Syah.g_00112	Praj.g_00335
OG0000220	Syah.g_00113	Praj.g_00336
OG0000221	Syah.g_00120	Praj.g_00337
OG0000222	Syah.g_00131	Praj.g_00345
OG0000223	Syah.g_00153	Praj.g_00358
OG0000224	Syah.g_00162	Praj.g_00360
OG0000225	Syah.g_00874	Praj.g_00391
OG0000226	Syah.g_00878	Praj.g_00395
OG0000227	Syah.g_00880	Praj.g_00397
OG0000228	Syah.g_00887	Praj.g_00402
OG0000229	Syah.g_02236	Praj.g_00430
OG0000230	Syah.g_02234	Praj.g_00432
OG0000231	Syah.g_02218	Praj.g_00443
OG0000232	Syah.g_01206	Praj.g_00451
OG0000233	Syah.g_01210	Praj.g_00459
OG0000234	Syah.g_01222	Praj.g_00468
OG0000235	Syah.g_00996	Praj.g_00472
OG0000236	Syah.g_01011	Praj.g_00485
OG0000237	Syah.g_01028	Praj.g_00498
OG0000238	Syah.g_01032	Praj.g_00504
OG0000239	Syah.g_01048	Praj.g_00516
OG0000240	Syah.g_01049	Praj.g_00517
OG0000241	Syah.g_01944	Praj.g_00521
OG0000242	Syah.g_01062	Praj.g_00523
OG0000243	Syah.g_01079	Praj.g_00534
OG0000244	Syah.g_01087	Praj.g_00537
OG0000245	Syah.g_01090	Praj.g_00539
OG0000246	Syah.g_01094	Praj.g_00543
OG0000247	Syah.g_01106	Praj.g_00553
OG0000248	Syah.g_01109	Praj.g_00555
OG0000249	Syah.g_01111	Praj.g_00557
OG0000250	Syah.g_01120	Praj.g_00562
OG0000251	Syah.g_01145	Praj.g_00578
OG0000252	Syah.g_01148	Praj.g_00580
OG0000253	Syah.g_01149	Praj.g_00582
OG0000254	Syah.g_01976	Praj.g_00599
OG0000255	Syah.g_01968	Praj.g_00605
OG0000256	Syah.g_01952	Praj.g_00615
OG0000257	Syah.g_01945	Praj.g_00618
OG0000258	Syah.g_01926	Praj.g_00631
OG0000259	Syah.g_01494	Praj.g_00648
OG0000260	Syah.g_01497	Praj.g_00651
OG0000261	Syah.g_01500	Praj.g_00654
OG0000262	Syah.g_01505	Praj.g_00659
OG0000263	Syah.g_01410	Praj.g_00673
OG0000264	Syah.g_02000	Praj.g_00684
OG0000265	Syah.g_02252	Praj.g_00698
OG0000266	Syah.g_01714	Praj.g_00708
OG0000267	Syah.g_01574	Praj.g_00721
OG0000268	Syah.g_01575	Praj.g_00722
OG0000269	Syah.g_01784	Praj.g_00764
OG0000270	Syah.g_01781	Praj.g_00767
OG0000271	Syah.g_01773	Praj.g_00775
OG0000272	Syah.g_01772	Praj.g_00776
OG0000273	Syah.g_02075	Praj.g_00801
OG0000274	Syah.g_02076	Praj.g_00802
OG0000275	Syah.g_02081	Praj.g_00804
OG0000276	Syah.g_02088	Praj.g_00810
OG0000277	Syah.g_02089	Praj.g_00811
OG0000278	Syah.g_02092	Praj.g_00815
OG0000279	Syah.g_02100	Praj.g_00822
OG0000280	Syah.g_02112	Praj.g_01326
OG0000281	Syah.g_00722	Praj.g_00829
OG0000282	Syah.g_01531	Praj.g_00889
OG0000283	Syah.g_01585	Praj.g_00920
OG0000284	Syah.g_01591	Praj.g_00925
OG0000285	Syah.g_01603	Praj.g_00930
OG0000286	Syah.g_01621	Praj.g_00945
OG0000287	Syah.g_01649	Praj.g_00085
OG0000288	Syah.g_01681	Praj.g_00994
OG0000289	Syah.g_01695	Praj.g_01005
OG0000290	Syah.g_02033	Praj.g_01021
OG0000291	Syah.g_02031	Praj.g_01023
OG0000292	Syah.g_00380	Praj.g_01196
OG0000293	Syah.g_02173	Praj.g_01470
OG0000294	Syah.g_02172	Praj.g_01469
OG0000295	Syah.g_02131	Praj.g_01447
OG0000296	Syah.g_02129	Praj.g_01445
OG0000297	Syah.g_01427	Praj.g_01437
OG0000298	Syah.g_01426	Praj.g_01436
OG0000299	Syah.g_01404	Praj.g_01417
OG0000300	Syah.g_01397	Praj.g_01414
OG0000301	Syah.g_01396	Praj.g_01413
OG0000302	Syah.g_01395	Praj.g_01410
OG0000303	Syah.g_01387	Praj.g_01405
OG0000304	Syah.g_01382	Praj.g_01402
OG0000305	Syah.g_02028	Praj.g_01734
OG0000306	Syah.g_02116	Praj.g_00833
OG0000307	Syah.g_00978	Praj.g_01584
OG0000308	Syah.g_00976	Praj.g_01585
OG0000309	Syah.g_00971	Praj.g_01589
OG0000310	Syah.g_01321	Praj.g_01616
OG0000311	Syah.g_01317	Praj.g_01618
OG0000312	Syah.g_01304	Praj.g_01621
OG0000313	Syah.g_01285	Praj.g_01636
OG0000314	Syah.g_01259	Praj.g_01657
OG0000315	Syah.g_01248	Praj.g_01667
OG0000316	Syah.g_02333	Praj.g_01692
OG0000317	Syah.g_02380	Praj.g_01766
OG0000318	Syah.g_02385	Praj.g_01769
OG0000319	Syah.g_02405	Praj.g_01780
OG0000320	Syah.g_02407	Praj.g_01782
OG0000321	Syah.g_02408	Praj.g_01783
OG0000322	Syah.g_02409	Praj.g_01784
OG0000323	Syah.g_02425	Praj.g_01793
OG0000324	Syah.g_02278	Praj.g_01820
OG0000325	Syah.g_00689	Praj.g_01870
OG0000326	Syah.g_00696	Praj.g_01876
OG0000327	Syah.g_00742	Praj.g_01910
OG0000328	Syah.g_00743	Praj.g_01911
OG0000329	Syah.g_00760	Praj.g_01928
OG0000330	Syah.g_00761	Praj.g_01929
OG0000331	Syah.g_00762	Praj.g_01930
OG0000332	Syah.g_00776	Praj.g_01944
OG0000333	Syah.g_00779	Praj.g_01946
OG0000334	Syah.g_00789	Praj.g_01955
OG0000335	Syah.g_00794	Praj.g_01960
OG0000336	Syah.g_00798	Praj.g_01964
OG0000337	Syah.g_00178	Praj.g_01982
OG0000338	Syah.g_00181	Praj.g_01983
OG0000339	Syah.g_00188	Praj.g_01988
OG0000340	Syah.g_00206	Praj.g_01997
OG0000341	Syah.g_00208	Praj.g_01999
OG0000342	Syah.g_00209	Praj.g_02000
OG0000343	Syah.g_00231	Praj.g_02001
OG0000344	Syah.g_00235	Praj.g_02004
OG0000345	Syah.g_00246	Praj.g_02009
OG0000346	Syah.g_00251	Praj.g_02013
OG0000347	Syah.g_00275	Praj.g_02034
OG0000348	Syah.g_00301	Praj.g_02064
OG0000349	Syah.g_00320	Praj.g_02082
OG0000350	Syah.g_00703	Praj.g_02103
OG0000351	Syah.g_00399	Praj.g_02128
OG0000352	Syah.g_00398	Praj.g_02129
OG0000353	Syah.g_00374	Praj.g_02148
OG0000355	Syah.g_00372	Praj.g_00001
OG0000356	Syah.g_00371	Praj.g_00002
OG0000357	Syah.g_00370	Praj.g_00003
OG0000358	Syah.g_00366	Praj.g_00007
OG0000359	Syah.g_00364	Praj.g_00008
OG0000360	Syah.g_00363	Praj.g_00009
OG0000361	Syah.g_00362	Praj.g_00010
OG0000362	Syah.g_00360	Praj.g_00012
OG0000363	Syah.g_00358	Praj.g_00014
OG0000364	Syah.g_00357	Praj.g_00015
OG0000365	Syah.g_00351	Praj.g_00020
OG0000366	Syah.g_00350	Praj.g_00021
OG0000367	Syah.g_00349	Praj.g_00022
OG0000368	Syah.g_00347	Praj.g_00024
OG0000369	Syah.g_00346	Praj.g_00025
OG0000370	Syah.g_00345	Praj.g_00026
OG0000371	Syah.g_00338	Praj.g_00032
OG0000372	Syah.g_00333	Praj.g_00034
OG0000373	Syah.g_00332	Praj.g_00035
OG0000374	Syah.g_00331	Praj.g_00036
OG0000375	Syah.g_00329	Praj.g_00044
OG0000376	Syah.g_00327	Praj.g_00046
OG0000377	Syah.g_00517	Praj.g_00049
OG0000378	Syah.g_00526	Praj.g_00051
OG0000379	Syah.g_00529	Praj.g_00054
OG0000380	Syah.g_02481	Praj.g_00104
OG0000381	Syah.g_02484	Praj.g_00108
OG0000382	Syah.g_02500	Praj.g_00119
OG0000383	Syah.g_02502	Praj.g_00121
OG0000384	Syah.g_02503	Praj.g_00122
OG0000385	Syah.g_02504	Praj.g_00123
OG0000386	Syah.g_02505	Praj.g_00124
OG0000387	Syah.g_02530	Praj.g_00137
OG0000388	Syah.g_02533	Praj.g_00141
OG0000389	Syah.g_02536	Praj.g_00144
OG0000390	Syah.g_00002	Praj.g_00153
OG0000391	Syah.g_00007	Praj.g_00157
OG0000392	Syah.g_00012	Praj.g_00160
OG0000393	Syah.g_00014	Praj.g_00163
OG0000394	Syah.g_00015	Praj.g_00164
OG0000395	Syah.g_00016	Praj.g_00165
OG0000396	Syah.g_00019	Praj.g_00168
OG0000397	Syah.g_00021	Praj.g_00170
OG0000398	Syah.g_00027	Praj.g_00173
OG0000399	Syah.g_00028	Praj.g_00174
OG0000400	Syah.g_00029	Praj.g_00175
OG0000401	Syah.g_00030	Praj.g_00176
OG0000402	Syah.g_00033	Praj.g_01057
OG0000403	Syah.g_00034	Praj.g_00177
OG0000404	Syah.g_00036	Praj.g_00178
OG0000405	Syah.g_00050	Praj.g_00183
OG0000406	Syah.g_00054	Praj.g_00187
OG0000407	Syah.g_00055	Praj.g_00188
OG0000408	Syah.g_00057	Praj.g_00190
OG0000409	Syah.g_00059	Praj.g_00192
OG0000410	Syah.g_00060	Praj.g_00193
OG0000411	Syah.g_00061	Praj.g_00194
OG0000412	Syah.g_00062	Praj.g_00195
OG0000413	Syah.g_00064	Praj.g_00196
OG0000414	Syah.g_00065	Praj.g_00197
OG0000415	Syah.g_00066	Praj.g_00198
OG0000416	Syah.g_00067	Praj.g_00199
OG0000417	Syah.g_00068	Praj.g_00200
OG0000418	Syah.g_00073	Praj.g_00205
OG0000419	Syah.g_00075	Praj.g_00207
OG0000420	Syah.g_00077	Praj.g_00208
OG0000421	Syah.g_00082	Praj.g_00212
OG0000422	Syah.g_00083	Praj.g_00213
OG0000423	Syah.g_00084	Praj.g_00214
OG0000424	Syah.g_00085	Praj.g_00215
OG0000425	Syah.g_00086	Praj.g_00216
OG0000426	Syah.g_00087	Praj.g_00217
OG0000427	Syah.g_00088	Praj.g_00218
OG0000428	Syah.g_00620	Praj.g_00220
OG0000429	Syah.g_00618	Praj.g_00221
OG0000430	Syah.g_00617	Praj.g_00222
OG0000431	Syah.g_00613	Praj.g_00224
OG0000432	Syah.g_00607	Praj.g_00228
OG0000433	Syah.g_00605	Praj.g_00229
OG0000434	Syah.g_00604	Praj.g_00230
OG0000435	Syah.g_00602	Praj.g_00231
OG0000436	Syah.g_00597	Praj.g_00236
OG0000437	Syah.g_00596	Praj.g_00237
OG0000438	Syah.g_00595	Praj.g_00238
OG0000439	Syah.g_00593	Praj.g_00240
OG0000440	Syah.g_00592	Praj.g_00241
OG0000441	Syah.g_00585	Praj.g_00243
OG0000442	Syah.g_00580	Praj.g_00244
OG0000443	Syah.g_00579	Praj.g_00245
OG0000444	Syah.g_00573	Praj.g_00250
OG0000445	Syah.g_00572	Praj.g_00251
OG0000446	Syah.g_00570	Praj.g_00252
OG0000447	Syah.g_00567	Praj.g_00253
OG0000448	Syah.g_00566	Praj.g_00254
OG0000449	Syah.g_00565	Praj.g_00255
OG0000450	Syah.g_00547	Praj.g_00256
OG0000451	Syah.g_00546	Praj.g_00257
OG0000452	Syah.g_00542	Praj.g_00260
OG0000453	Syah.g_00541	Praj.g_00261
OG0000454	Syah.g_00540	Praj.g_00262
OG0000455	Syah.g_00539	Praj.g_00263
OG0000456	Syah.g_00538	Praj.g_00264
OG0000457	Syah.g_00536	Praj.g_00265
OG0000458	Syah.g_00535	Praj.g_00266
OG0000459	Syah.g_00534	Praj.g_00267
OG0000460	Syah.g_00906	Praj.g_00275
OG0000461	Syah.g_00678	Praj.g_00283
OG0000462	Syah.g_00675	Praj.g_00285
OG0000463	Syah.g_00674	Praj.g_00286
OG0000464	Syah.g_00673	Praj.g_00287
OG0000465	Syah.g_00672	Praj.g_00288
OG0000466	Syah.g_00668	Praj.g_00289
OG0000467	Syah.g_00666	Praj.g_00290
OG0000468	Syah.g_00661	Praj.g_00292
OG0000469	Syah.g_00647	Praj.g_00299
OG0000470	Syah.g_00645	Praj.g_00301
OG0000471	Syah.g_00644	Praj.g_00302
OG0000472	Syah.g_00642	Praj.g_00303
OG0000473	Syah.g_00640	Praj.g_00305
OG0000474	Syah.g_00639	Praj.g_00306
OG0000475	Syah.g_00638	Praj.g_00307
OG0000476	Syah.g_00636	Praj.g_00309
OG0000477	Syah.g_00630	Praj.g_00311
OG0000478	Syah.g_00629	Praj.g_00312
OG0000479	Syah.g_00628	Praj.g_00313
OG0000480	Syah.g_00089	Praj.g_00318
OG0000481	Syah.g_00091	Praj.g_00320
OG0000482	Syah.g_00092	Praj.g_00321
OG0000483	Syah.g_00096	Praj.g_00324
OG0000484	Syah.g_00097	Praj.g_00325
OG0000485	Syah.g_00098	Praj.g_00326
OG0000486	Syah.g_00099	Praj.g_00327
OG0000487	Syah.g_00106	Praj.g_00330
OG0000488	Syah.g_00110	Praj.g_00333
OG0000489	Syah.g_00121	Praj.g_00338
OG0000490	Syah.g_00129	Praj.g_00343
OG0000491	Syah.g_00130	Praj.g_00344
OG0000492	Syah.g_00132	Praj.g_00346
OG0000493	Syah.g_00133	Praj.g_00347
OG0000494	Syah.g_00134	Praj.g_00348
OG0000495	Syah.g_00135	Praj.g_00349
OG0000496	Syah.g_00136	Praj.g_00350
OG0000497	Syah.g_00137	Praj.g_00351
OG0000498	Syah.g_00138	Praj.g_00352
OG0000499	Syah.g_00139	Praj.g_00353
OG0000500	Syah.g_00140	Praj.g_00354
OG0000501	Syah.g_00143	Praj.g_00356
OG0000502	Syah.g_00155	Praj.g_00359
OG0000503	Syah.g_00858	Praj.g_00380
OG0000504	Syah.g_00860	Praj.g_00382
OG0000505	Syah.g_00861	Praj.g_00383
OG0000506	Syah.g_00863	Praj.g_00384
OG0000507	Syah.g_00869	Praj.g_00387
OG0000508	Syah.g_00873	Praj.g_00390
OG0000509	Syah.g_00875	Praj.g_00392
OG0000510	Syah.g_00876	Praj.g_00393
OG0000511	Syah.g_00877	Praj.g_00394
OG0000512	Syah.g_00879	Praj.g_00396
OG0000513	Syah.g_00892	Praj.g_00406
OG0000514	Syah.g_00899	Praj.g_00425
OG0000515	Syah.g_00900	Praj.g_00426
OG0000516	Syah.g_02231	Praj.g_00427
OG0000517	Syah.g_02237	Praj.g_00429
OG0000518	Syah.g_02221	Praj.g_00440
OG0000519	Syah.g_02220	Praj.g_00441
OG0000520	Syah.g_02219	Praj.g_00442
OG0000521	Syah.g_01202	Praj.g_00447
OG0000522	Syah.g_01204	Praj.g_00449
OG0000523	Syah.g_01205	Praj.g_00450
OG0000524	Syah.g_01207	Praj.g_00457
OG0000525	Syah.g_01212	Praj.g_00461
OG0000526	Syah.g_01215	Praj.g_00462
OG0000527	Syah.g_01219	Praj.g_00465
OG0000528	Syah.g_00991	Praj.g_00471
OG0000529	Syah.g_00998	Praj.g_00474
OG0000530	Syah.g_01001	Praj.g_00477
OG0000531	Syah.g_01002	Praj.g_00478
OG0000532	Syah.g_01005	Praj.g_00479
OG0000533	Syah.g_01006	Praj.g_00480
OG0000534	Syah.g_01007	Praj.g_00481
OG0000535	Syah.g_01008	Praj.g_00482
OG0000536	Syah.g_01009	Praj.g_00483
OG0000537	Syah.g_01010	Praj.g_00484
OG0000538	Syah.g_01021	Praj.g_00492
OG0000539	Syah.g_01022	Praj.g_00493
OG0000540	Syah.g_01023	Praj.g_00494
OG0000541	Syah.g_01024	Praj.g_00495
OG0000542	Syah.g_01027	Praj.g_00497
OG0000543	Syah.g_01029	Praj.g_00499
OG0000545	Syah.g_01031	Praj.g_00502
OG0000546	Syah.g_01033	Praj.g_00505
OG0000547	Syah.g_01035	Praj.g_00507
OG0000548	Syah.g_01036	Praj.g_00508
OG0000549	Syah.g_01042	Praj.g_00511
OG0000550	Syah.g_01046	Praj.g_00515
OG0000551	Syah.g_01051	Praj.g_00518
OG0000552	Syah.g_01052	Praj.g_00519
OG0000553	Syah.g_01054	Praj.g_00520
OG0000554	Syah.g_01065	Praj.g_00525
OG0000555	Syah.g_01078	Praj.g_00533
OG0000556	Syah.g_01084	Praj.g_00535
OG0000557	Syah.g_01086	Praj.g_00536
OG0000558	Syah.g_01088	Praj.g_00538
OG0000559	Syah.g_01093	Praj.g_00542
OG0000560	Syah.g_01096	Praj.g_00545
OG0000561	Syah.g_01097	Praj.g_00546
OG0000562	Syah.g_01098	Praj.g_00547
OG0000563	Syah.g_01099	Praj.g_00548
OG0000564	Syah.g_01100	Praj.g_00549
OG0000565	Syah.g_01104	Praj.g_00552
OG0000566	Syah.g_01108	Praj.g_00554
OG0000567	Syah.g_01112	Praj.g_00558
OG0000568	Syah.g_01116	Praj.g_00559
OG0000569	Syah.g_01117	Praj.g_00560
OG0000570	Syah.g_01118	Praj.g_00561
OG0000571	Syah.g_01122	Praj.g_00563
OG0000572	Syah.g_01137	Praj.g_00574
OG0000573	Syah.g_01146	Praj.g_00579
OG0000574	Syah.g_01147	Praj.g_00581
OG0000575	Syah.g_01151	Praj.g_00584
OG0000576	Syah.g_01153	Praj.g_00586
OG0000577	Syah.g_01154	Praj.g_00587
OG0000578	Syah.g_01155	Praj.g_00588
