Orthogroup	Syah	Pras
OG0000147	Syah.g_01611	Pras.g_01667
OG0000148	Syah.g_01758	Pras.g_01717
OG0000149	Syah.g_02096	Pras.g_01747
OG0000150	Syah.g_01980	Pras.g_01755
OG0000151	Syah.g_01820	Pras.g_01811
OG0000152	Syah.g_01622	Pras.g_01859
OG0000153	Syah.g_01656	Pras.g_01878
OG0000154	Syah.g_01682	Pras.g_01908
OG0000155	Syah.g_02123	Pras.g_00076
OG0000156	Syah.g_02185	Pras.g_00197
OG0000157	Syah.g_02186	Pras.g_00198
OG0000158	Syah.g_00204	Pras.g_00289
OG0000160	Syah.g_01289	Pras.g_00351
OG0000161	Syah.g_01282	Pras.g_00357
OG0000162	Syah.g_01276	Pras.g_00363
OG0000163	Syah.g_02315	Pras.g_00399
OG0000164	Syah.g_02423	Pras.g_00574
OG0000165	Syah.g_02251	Pras.g_00581
OG0000166	Syah.g_00747	Pras.g_00651
OG0000167	Syah.g_00183	Pras.g_00717
OG0000168	Syah.g_00205	Pras.g_00727
OG0000169	Syah.g_00237	Pras.g_00737
OG0000170	Syah.g_00245	Pras.g_00739
OG0000171	Syah.g_00271	Pras.g_00758
OG0000172	Syah.g_00293	Pras.g_00768
OG0000173	Syah.g_00313	Pras.g_00783
OG0000174	Syah.g_00461	Pras.g_00811, Pras.g_00810
OG0000175	Syah.g_00402	Pras.g_00821
OG0000176	Syah.g_00369	Pras.g_00846
OG0000177	Syah.g_00368	Pras.g_00847
OG0000178	Syah.g_00367	Pras.g_00848
OG0000179	Syah.g_00355	Pras.g_00858
OG0000180	Syah.g_00354	Pras.g_00859
OG0000181	Syah.g_00353	Pras.g_00860
OG0000182	Syah.g_00352	Pras.g_00861
OG0000183	Syah.g_00348	Pras.g_00865
OG0000184	Syah.g_00525	Pras.g_00899
OG0000185	Syah.g_00528	Pras.g_00902
OG0000186	Syah.g_02479	Pras.g_00916
OG0000187	Syah.g_02480	Pras.g_00917
OG0000188	Syah.g_02501	Pras.g_00933
OG0000189	Syah.g_02526	Pras.g_00947
OG0000190	Syah.g_02528	Pras.g_00948
OG0000191	Syah.g_00008	Pras.g_00968
OG0000192	Syah.g_00013	Pras.g_00972
OG0000193	Syah.g_00053	Pras.g_00997
OG0000194	Syah.g_00056	Pras.g_01000
OG0000195	Syah.g_00058	Pras.g_01002
OG0000196	Syah.g_00069	Pras.g_01012
OG0000197	Syah.g_00070	Pras.g_01013
OG0000198	Syah.g_00071	Pras.g_01014
OG0000199	Syah.g_00079	Pras.g_01021
OG0000200	Syah.g_00616	Pras.g_01035
OG0000201	Syah.g_00601	Pras.g_01043
OG0000202	Syah.g_00600	Pras.g_01044
OG0000203	Syah.g_00599	Pras.g_01045
OG0000204	Syah.g_00598	Pras.g_01046
OG0000205	Syah.g_00591	Pras.g_01053
OG0000206	Syah.g_00578	Pras.g_01058, Pras.g_01059
OG0000207	Syah.g_00575	Pras.g_01061
OG0000208	Syah.g_00574	Pras.g_01062
OG0000209	Syah.g_00544	Pras.g_01071
OG0000210	Syah.g_00543	Pras.g_01072
OG0000211	Syah.g_00904	Pras.g_01085
OG0000212	Syah.g_00913	Pras.g_01092
OG0000213	Syah.g_00657	Pras.g_01109
OG0000214	Syah.g_00641	Pras.g_01119
OG0000215	Syah.g_00101	Pras.g_01144
OG0000216	Syah.g_00105	Pras.g_01145
OG0000217	Syah.g_00109	Pras.g_01148
OG0000218	Syah.g_00111	Pras.g_01150
OG0000219	Syah.g_00112	Pras.g_01151
OG0000220	Syah.g_00113	Pras.g_01152
OG0000221	Syah.g_00120	Pras.g_01153
OG0000222	Syah.g_00131	Pras.g_01162
OG0000223	Syah.g_00153	Pras.g_01175
OG0000224	Syah.g_00162	Pras.g_01177
OG0000225	Syah.g_00874	Pras.g_01199
OG0000226	Syah.g_00878	Pras.g_01203
OG0000227	Syah.g_00880	Pras.g_01205
OG0000228	Syah.g_00887	Pras.g_01208
OG0000229	Syah.g_02236	Pras.g_01314
OG0000230	Syah.g_02234	Pras.g_01316
OG0000231	Syah.g_02218	Pras.g_01327
OG0000232	Syah.g_01206	Pras.g_01335
OG0000233	Syah.g_01210	Pras.g_01341
OG0000234	Syah.g_01222	Pras.g_01354
OG0000235	Syah.g_00996	Pras.g_01357
OG0000236	Syah.g_01011	Pras.g_01371
OG0000237	Syah.g_01028	Pras.g_01384
OG0000238	Syah.g_01032	Pras.g_01390
OG0000239	Syah.g_01048	Pras.g_01402
OG0000240	Syah.g_01049	Pras.g_01403
OG0000241	Syah.g_01944	Pras.g_01407
OG0000242	Syah.g_01062	Pras.g_01409
OG0000243	Syah.g_01079	Pras.g_01420
OG0000244	Syah.g_01087	Pras.g_01423
OG0000245	Syah.g_01090	Pras.g_01425
OG0000246	Syah.g_01094	Pras.g_01429
OG0000247	Syah.g_01106	Pras.g_01439
OG0000248	Syah.g_01109	Pras.g_01441
OG0000249	Syah.g_01111	Pras.g_01443
OG0000250	Syah.g_01120	Pras.g_01448
OG0000251	Syah.g_01145	Pras.g_01467
OG0000252	Syah.g_01148	Pras.g_01470
OG0000253	Syah.g_01149	Pras.g_01471
OG0000254	Syah.g_01976	Pras.g_01487
OG0000255	Syah.g_01968	Pras.g_01493
OG0000256	Syah.g_01952	Pras.g_01503
OG0000257	Syah.g_01945	Pras.g_01506
OG0000258	Syah.g_01926	Pras.g_01519
OG0000259	Syah.g_01494	Pras.g_01536
OG0000260	Syah.g_01497	Pras.g_01539
OG0000261	Syah.g_01500	Pras.g_01541
OG0000262	Syah.g_01505	Pras.g_00327, Pras.g_01545
OG0000263	Syah.g_01410	Pras.g_01557
OG0000264	Syah.g_02000	Pras.g_01567
OG0000265	Syah.g_02252	Pras.g_01606
OG0000266	Syah.g_01714	Pras.g_01616
OG0000267	Syah.g_01574	Pras.g_01627
OG0000268	Syah.g_01575	Pras.g_01628
OG0000269	Syah.g_01784	Pras.g_01696
OG0000270	Syah.g_01781	Pras.g_01699
OG0000271	Syah.g_01773	Pras.g_01707
OG0000272	Syah.g_01772	Pras.g_01708
OG0000273	Syah.g_02075	Pras.g_01731
OG0000274	Syah.g_02076	Pras.g_01732
OG0000275	Syah.g_02081	Pras.g_01734
OG0000276	Syah.g_02088	Pras.g_01739
OG0000277	Syah.g_02089	Pras.g_01740
OG0000278	Syah.g_02092	Pras.g_01743
OG0000279	Syah.g_02100	Pras.g_01750
OG0000280	Syah.g_02112	Pras.g_01751
OG0000281	Syah.g_00722	Pras.g_01756
OG0000282	Syah.g_01531	Pras.g_01803
OG0000283	Syah.g_01585	Pras.g_01836
OG0000284	Syah.g_01591	Pras.g_01841
OG0000285	Syah.g_01603	Pras.g_01846
OG0000286	Syah.g_01621	Pras.g_01858
OG0000287	Syah.g_01231, Syah.g_01649	Pras.g_01875
OG0000288	Syah.g_01681	Pras.g_01907
OG0000289	Syah.g_01695	Pras.g_01918
OG0000290	Syah.g_02033	Pras.g_01931
OG0000291	Syah.g_02031	Pras.g_01933
OG0000292	Syah.g_00380	Pras.g_01982
OG0000293	Syah.g_02173	Pras.g_00047
OG0000294	Syah.g_02172	Pras.g_00048
OG0000295	Syah.g_02131	Pras.g_00068
OG0000296	Syah.g_02129	Pras.g_00070
OG0000297	Syah.g_01427	Pras.g_00078
OG0000298	Syah.g_01426	Pras.g_00079
OG0000299	Syah.g_01404	Pras.g_00096, Pras.g_00097
OG0000300	Syah.g_01397	Pras.g_00100
OG0000301	Syah.g_01396	Pras.g_00101
OG0000302	Syah.g_01395	Pras.g_00103
OG0000303	Syah.g_01387	Pras.g_00110
OG0000304	Syah.g_01382	Pras.g_00114
OG0000305	Syah.g_02028	Pras.g_00242
OG0000306	Syah.g_02116	Pras.g_00245
OG0000307	Syah.g_00978	Pras.g_00259
OG0000308	Syah.g_00976	Pras.g_00260
OG0000309	Syah.g_00971	Pras.g_00264
OG0000310	Syah.g_01321	Pras.g_00335
OG0000311	Syah.g_01317	Pras.g_00337
OG0000312	Syah.g_01304	Pras.g_00340
OG0000313	Syah.g_01285	Pras.g_00354
OG0000314	Syah.g_01259	Pras.g_00377
OG0000315	Syah.g_01248	Pras.g_00388
OG0000316	Syah.g_02333	Pras.g_00410
OG0000317	Syah.g_02380	Pras.g_00548
OG0000318	Syah.g_02385	Pras.g_00551
OG0000319	Syah.g_02405	Pras.g_00564
OG0000320	Syah.g_02407	Pras.g_00566
OG0000321	Syah.g_02408	Pras.g_00567
OG0000322	Syah.g_02409	Pras.g_00568
OG0000323	Syah.g_02425	Pras.g_00577
OG0000324	Syah.g_02278	Pras.g_00604
OG0000325	Syah.g_00689	Pras.g_00614
OG0000326	Syah.g_00696	Pras.g_00620
OG0000327	Syah.g_00742	Pras.g_00646
OG0000328	Syah.g_00743	Pras.g_00647
OG0000329	Syah.g_00760	Pras.g_00664
OG0000330	Syah.g_00761	Pras.g_00665
OG0000331	Syah.g_00762	Pras.g_00666
OG0000332	Syah.g_00776	Pras.g_00680
OG0000333	Syah.g_00779	Pras.g_00682
OG0000334	Syah.g_00789	Pras.g_00690
OG0000335	Syah.g_00794	Pras.g_00695
OG0000336	Syah.g_00798	Pras.g_00699
OG0000337	Syah.g_00178	Pras.g_00715
OG0000338	Syah.g_00181	Pras.g_00716
OG0000339	Syah.g_00188	Pras.g_00720
OG0000340	Syah.g_00206	Pras.g_00728
OG0000341	Syah.g_00208	Pras.g_00730
OG0000342	Syah.g_00209	Pras.g_00731
OG0000343	Syah.g_00231	Pras.g_00732
OG0000344	Syah.g_00235	Pras.g_00735
OG0000345	Syah.g_00246	Pras.g_00740
OG0000346	Syah.g_00251	Pras.g_00744
OG0000347	Syah.g_00275	Pras.g_00761
OG0000348	Syah.g_00301	Pras.g_00771
OG0000349	Syah.g_00320	Pras.g_00788
OG0000350	Syah.g_00703	Pras.g_00806, Pras.g_00131
OG0000351	Syah.g_00399	Pras.g_00824
OG0000352	Syah.g_00398	Pras.g_00825
OG0000353	Syah.g_00374	Pras.g_00841
OG0000355	Syah.g_00372	Pras.g_00843
OG0000356	Syah.g_00371	Pras.g_00844
OG0000357	Syah.g_00370	Pras.g_00845
OG0000358	Syah.g_00366	Pras.g_00849
OG0000359	Syah.g_00364	Pras.g_00850
OG0000360	Syah.g_00363	Pras.g_00851
OG0000361	Syah.g_00362	Pras.g_00852
OG0000362	Syah.g_00360	Pras.g_00854
OG0000363	Syah.g_00358	Pras.g_00856
OG0000364	Syah.g_00357	Pras.g_00857
OG0000365	Syah.g_00351	Pras.g_00862
OG0000366	Syah.g_00350	Pras.g_00863
OG0000367	Syah.g_00349	Pras.g_00864
OG0000368	Syah.g_00347	Pras.g_00866
OG0000369	Syah.g_00346	Pras.g_00867
OG0000370	Syah.g_00345	Pras.g_00868
OG0000371	Syah.g_00338	Pras.g_00874
OG0000372	Syah.g_00333	Pras.g_00877
OG0000373	Syah.g_00332	Pras.g_00878
OG0000374	Syah.g_00331	Pras.g_00879
OG0000375	Syah.g_00329	Pras.g_00893
OG0000376	Syah.g_00327	Pras.g_00895
OG0000377	Syah.g_00517	Pras.g_00898
OG0000378	Syah.g_00526	Pras.g_00900
OG0000379	Syah.g_00529	Pras.g_00903
OG0000380	Syah.g_02481	Pras.g_00918
OG0000381	Syah.g_02484	Pras.g_00922
OG0000382	Syah.g_02500	Pras.g_00932
OG0000383	Syah.g_02502	Pras.g_00934
OG0000384	Syah.g_02503	Pras.g_00935
OG0000385	Syah.g_02504	Pras.g_00936
OG0000386	Syah.g_02505	Pras.g_00937
OG0000387	Syah.g_02530	Pras.g_00950
OG0000388	Syah.g_02533	Pras.g_00953
OG0000389	Syah.g_02536	Pras.g_00957
OG0000390	Syah.g_00002	Pras.g_00964
OG0000391	Syah.g_00007	Pras.g_00967
OG0000392	Syah.g_00012	Pras.g_00971
OG0000393	Syah.g_00014	Pras.g_00973
OG0000394	Syah.g_00015	Pras.g_00974
OG0000395	Syah.g_00016	Pras.g_00975
OG0000396	Syah.g_00019	Pras.g_00978
OG0000397	Syah.g_00021	Pras.g_00980
OG0000398	Syah.g_00027	Pras.g_00982
OG0000399	Syah.g_00028	Pras.g_00983
OG0000400	Syah.g_00029	Pras.g_00984
OG0000401	Syah.g_00030	Pras.g_00985
OG0000402	Syah.g_00033	Pras.g_00987
OG0000403	Syah.g_00034	Pras.g_00988
OG0000404	Syah.g_00036	Pras.g_00989
OG0000405	Syah.g_00050	Pras.g_00993
OG0000406	Syah.g_00054	Pras.g_00998
OG0000407	Syah.g_00055	Pras.g_00999
OG0000408	Syah.g_00057	Pras.g_01001
OG0000409	Syah.g_00059	Pras.g_01003
OG0000410	Syah.g_00060	Pras.g_01004
OG0000411	Syah.g_00061	Pras.g_01005
OG0000412	Syah.g_00062	Pras.g_01006
OG0000413	Syah.g_00064	Pras.g_01007
OG0000414	Syah.g_00065	Pras.g_01008
OG0000415	Syah.g_00066	Pras.g_01009
OG0000416	Syah.g_00067	Pras.g_01010
OG0000417	Syah.g_00068	Pras.g_01011
OG0000418	Syah.g_00073	Pras.g_01016
OG0000419	Syah.g_00075	Pras.g_01018
OG0000420	Syah.g_00077	Pras.g_01019
OG0000421	Syah.g_00082	Pras.g_01024
OG0000422	Syah.g_00083	Pras.g_01025
OG0000423	Syah.g_00084	Pras.g_01026
OG0000424	Syah.g_00085	Pras.g_01027
OG0000425	Syah.g_00086	Pras.g_01028
OG0000426	Syah.g_00087	Pras.g_01029
OG0000427	Syah.g_00088	Pras.g_01030
OG0000428	Syah.g_00620	Pras.g_01032
OG0000429	Syah.g_00618	Pras.g_01033
OG0000430	Syah.g_00617	Pras.g_01034
OG0000431	Syah.g_00613	Pras.g_01036
OG0000432	Syah.g_00607	Pras.g_01039
OG0000433	Syah.g_00605	Pras.g_01040
OG0000434	Syah.g_00604	Pras.g_01041
OG0000435	Syah.g_00602	Pras.g_01042
OG0000436	Syah.g_00597	Pras.g_01047
OG0000437	Syah.g_00596	Pras.g_01048
OG0000438	Syah.g_00595	Pras.g_01049
OG0000439	Syah.g_00593	Pras.g_01051
OG0000440	Syah.g_00592	Pras.g_01052
OG0000441	Syah.g_00585	Pras.g_01055
OG0000442	Syah.g_00580	Pras.g_01056
OG0000443	Syah.g_00579	Pras.g_01057
OG0000444	Syah.g_00573	Pras.g_01063
OG0000445	Syah.g_00572	Pras.g_01064
OG0000446	Syah.g_00570	Pras.g_01065
OG0000447	Syah.g_00567	Pras.g_01066
OG0000448	Syah.g_00566	Pras.g_01067
OG0000449	Syah.g_00565	Pras.g_01068
OG0000450	Syah.g_00547	Pras.g_01069
OG0000451	Syah.g_00546	Pras.g_01070
OG0000452	Syah.g_00542	Pras.g_01073
OG0000453	Syah.g_00541	Pras.g_01074
OG0000454	Syah.g_00540	Pras.g_01075
OG0000455	Syah.g_00539	Pras.g_01076
OG0000456	Syah.g_00538	Pras.g_01077
OG0000457	Syah.g_00536	Pras.g_01078
OG0000458	Syah.g_00535	Pras.g_01079
OG0000459	Syah.g_00534	Pras.g_01080
OG0000460	Syah.g_00906	Pras.g_01087
OG0000461	Syah.g_00678	Pras.g_01094
OG0000462	Syah.g_00675	Pras.g_01096
OG0000463	Syah.g_00674	Pras.g_01097
OG0000464	Syah.g_00673	Pras.g_01098
OG0000465	Syah.g_00672	Pras.g_01099
OG0000466	Syah.g_00668	Pras.g_01102
OG0000467	Syah.g_00666	Pras.g_01103
OG0000468	Syah.g_00661	Pras.g_01105
OG0000469	Syah.g_00647	Pras.g_01114
OG0000470	Syah.g_00645	Pras.g_01116
OG0000471	Syah.g_00644	Pras.g_01117
OG0000472	Syah.g_00642	Pras.g_01118
OG0000473	Syah.g_00640	Pras.g_01120
OG0000474	Syah.g_00639	Pras.g_01121
OG0000475	Syah.g_00638	Pras.g_01122
OG0000476	Syah.g_00636	Pras.g_01123
OG0000477	Syah.g_00630	Pras.g_01127
OG0000478	Syah.g_00629	Pras.g_01128
OG0000479	Syah.g_00628	Pras.g_01129
OG0000480	Syah.g_00089	Pras.g_01134
OG0000481	Syah.g_00091	Pras.g_01136
OG0000482	Syah.g_00092	Pras.g_01137
OG0000483	Syah.g_00096	Pras.g_01140
OG0000484	Syah.g_00097	Pras.g_01141
OG0000485	Syah.g_00098	Pras.g_01142
OG0000486	Syah.g_00099	Pras.g_01143
OG0000487	Syah.g_00106	Pras.g_01146
OG0000488	Syah.g_00110	Pras.g_01149
OG0000489	Syah.g_00121	Pras.g_01155
OG0000490	Syah.g_00129	Pras.g_01160
OG0000491	Syah.g_00130	Pras.g_01161
OG0000492	Syah.g_00132	Pras.g_01163
OG0000493	Syah.g_00133	Pras.g_01164
OG0000494	Syah.g_00134	Pras.g_01165
OG0000495	Syah.g_00135	Pras.g_01166
OG0000496	Syah.g_00136	Pras.g_01167
OG0000497	Syah.g_00137	Pras.g_01168
OG0000498	Syah.g_00138	Pras.g_01169
OG0000499	Syah.g_00139	Pras.g_01170
OG0000500	Syah.g_00140	Pras.g_01171
OG0000501	Syah.g_00143	Pras.g_01173
OG0000502	Syah.g_00155	Pras.g_01176
OG0000503	Syah.g_00858	Pras.g_01187
OG0000504	Syah.g_00860	Pras.g_01188
OG0000505	Syah.g_00861	Pras.g_01189
OG0000506	Syah.g_00863	Pras.g_01191
OG0000507	Syah.g_00869	Pras.g_01194
OG0000508	Syah.g_00873	Pras.g_01198
OG0000509	Syah.g_00875	Pras.g_01200
OG0000510	Syah.g_00876	Pras.g_01201
OG0000511	Syah.g_00877	Pras.g_01202
OG0000512	Syah.g_00879	Pras.g_01204
OG0000513	Syah.g_00892	Pras.g_01211
OG0000514	Syah.g_00899	Pras.g_01309
OG0000515	Syah.g_00900	Pras.g_01310
OG0000516	Syah.g_02231	Pras.g_01311
OG0000517	Syah.g_02237	Pras.g_01313
OG0000518	Syah.g_02221	Pras.g_01324
OG0000519	Syah.g_02220	Pras.g_01325
OG0000520	Syah.g_02219	Pras.g_01326
OG0000521	Syah.g_01202	Pras.g_01331
OG0000522	Syah.g_01204	Pras.g_01332
OG0000523	Syah.g_01205	Pras.g_01333
OG0000524	Syah.g_01207	Pras.g_01339
OG0000525	Syah.g_01212	Pras.g_01342
OG0000526	Syah.g_01215	Pras.g_01343
OG0000527	Syah.g_01219	Pras.g_01351
OG0000528	Syah.g_00991	Pras.g_01356
OG0000529	Syah.g_00998	Pras.g_01359
OG0000530	Syah.g_01001	Pras.g_01362
OG0000531	Syah.g_01002	Pras.g_01363
OG0000532	Syah.g_01005	Pras.g_01365
OG0000533	Syah.g_01006	Pras.g_01366
OG0000534	Syah.g_01007	Pras.g_01367
OG0000535	Syah.g_01008	Pras.g_01368
OG0000536	Syah.g_01009	Pras.g_01369
OG0000537	Syah.g_01010	Pras.g_01370
OG0000538	Syah.g_01021	Pras.g_01378
OG0000539	Syah.g_01022	Pras.g_01379
OG0000540	Syah.g_01023	Pras.g_01380
OG0000541	Syah.g_01024	Pras.g_01381
OG0000542	Syah.g_01027	Pras.g_01383
OG0000543	Syah.g_01029	Pras.g_01385
OG0000545	Syah.g_01031	Pras.g_01388
OG0000546	Syah.g_01033	Pras.g_01391
OG0000547	Syah.g_01035	Pras.g_01393
OG0000548	Syah.g_01036	Pras.g_01394
OG0000549	Syah.g_01042	Pras.g_01396
OG0000550	Syah.g_01046	Pras.g_01401
OG0000551	Syah.g_01051	Pras.g_01404
OG0000552	Syah.g_01052	Pras.g_01405
OG0000553	Syah.g_01054	Pras.g_01406
OG0000554	Syah.g_01065	Pras.g_01411
OG0000555	Syah.g_01078	Pras.g_01419
OG0000556	Syah.g_01084	Pras.g_01421
OG0000557	Syah.g_01086	Pras.g_01422
OG0000558	Syah.g_01088	Pras.g_01424
OG0000559	Syah.g_01093	Pras.g_01428
OG0000560	Syah.g_01096	Pras.g_01431
OG0000561	Syah.g_01097	Pras.g_01432
OG0000562	Syah.g_01098	Pras.g_01433
OG0000563	Syah.g_01099	Pras.g_01434
OG0000564	Syah.g_01100	Pras.g_01435
OG0000565	Syah.g_01104	Pras.g_01438
OG0000566	Syah.g_01108	Pras.g_01440
OG0000567	Syah.g_01112	Pras.g_01444
OG0000568	Syah.g_01116	Pras.g_01445
OG0000569	Syah.g_01117	Pras.g_01446
OG0000570	Syah.g_01118	Pras.g_01447
OG0000571	Syah.g_01122	Pras.g_01449
OG0000572	Syah.g_01137	Pras.g_01463
OG0000573	Syah.g_01146	Pras.g_01468
OG0000574	Syah.g_01147	Pras.g_01469
OG0000575	Syah.g_01151	Pras.g_01473
OG0000576	Syah.g_01153	Pras.g_01475
