Orthogroup	Syah	Praq
OG0000063	Syah.g_00337	Praq.g_01237, Praq.g_01236, Praq.g_00075
OG0000065	Syah.g_02537, Syah.g_02443	Praq.g_01896
OG0000066	Syah.g_01073	Praq.g_01063
OG0000067	Syah.g_01779	Praq.g_00670
OG0000068	Syah.g_00986	Praq.g_00175
OG0000069	Syah.g_01715	Praq.g_00056, Praq.g_00018
OG0000070	Syah.g_02217	Praq.g_01107
OG0000071	Syah.g_01863, Syah.g_02199	Praq.g_00133
OG0000072	Syah.g_00080	Praq.g_01831
OG0000073	Syah.g_01018	Praq.g_01103
OG0000074	Syah.g_00951	Praq.g_00811
OG0000075	Syah.g_00186	Praq.g_00739
OG0000076	Syah.g_00250	Praq.g_01243, Praq.g_00763
OG0000077	Syah.g_02494	Praq.g_01925
OG0000078	Syah.g_00912	Praq.g_01763
OG0000081	Syah.g_00922, Syah.g_02471	Praq.g_01071
OG0000082	Syah.g_01136	Praq.g_01018
OG0000084	Syah.g_02105, Syah.g_01296	Praq.g_00290
OG0000086	Syah.g_02511	Praq.g_01915
OG0000087	Syah.g_00038	Praq.g_01864
OG0000088	Syah.g_00074	Praq.g_01836
OG0000089	Syah.g_00888	Praq.g_01188
OG0000090	Syah.g_01064	Praq.g_01069
OG0000091	Syah.g_01927	Praq.g_00960
OG0000093	Syah.g_01794	Praq.g_01516
OG0000094	Syah.g_01692	Praq.g_01600
OG0000095	Syah.g_02030	Praq.g_01619
OG0000097	Syah.g_01400	Praq.g_01374
OG0000098	Syah.g_00723	Praq.g_00157
OG0000099	Syah.g_00144	Praq.g_00216
OG0000100	Syah.g_01747	Praq.g_00368
OG0000101	Syah.g_00785	Praq.g_00879
OG0000102	Syah.g_00255	Praq.g_00768
OG0000103	Syah.g_00391	Praq.g_00414
OG0000104	Syah.g_00377	Praq.g_00422
OG0000105	Syah.g_00632	Praq.g_01729
OG0000106	Syah.g_01544	Praq.g_01173
OG0000107	Syah.g_00688	Praq.g_01158
OG0000108	Syah.g_00997	Praq.g_00531
OG0000109	Syah.g_01012	Praq.g_00545
OG0000110	Syah.g_01124	Praq.g_01028
OG0000111	Syah.g_02021	Praq.g_00828
OG0000112	Syah.g_01613	Praq.g_00638
OG0000113	Syah.g_01752	Praq.g_01420
OG0000114	Syah.g_01529	Praq.g_01490
OG0000115	Syah.g_01269	Praq.g_01278
OG0000116	Syah.g_02175	Praq.g_01323
OG0000117	Syah.g_01425	Praq.g_00084
OG0000118	Syah.g_01173	Praq.g_00145
OG0000120	Syah.g_00145	Praq.g_00208
OG0000121	Syah.g_01287	Praq.g_00296
OG0000122	Syah.g_01900	Praq.g_00334
OG0000123	Syah.g_00793	Praq.g_00873
OG0000124	Syah.g_00272	Praq.g_00682
OG0000125	Syah.g_00504	Praq.g_00718
OG0000126	Syah.g_00379	Praq.g_00421
OG0000128	Syah.g_00361	Praq.g_00437
OG0000129	Syah.g_00516	Praq.g_01259
OG0000130	Syah.g_02483	Praq.g_01934
OG0000131	Syah.g_00052	Praq.g_01857
OG0000132	Syah.g_00072	Praq.g_01838
OG0000133	Syah.g_01618	Praq.g_01680
OG0000134	Syah.g_00891	Praq.g_01187
OG0000135	Syah.g_00465	Praq.g_01160
OG0000136	Syah.g_02227	Praq.g_01116
OG0000137	Syah.g_01221	Praq.g_00526
OG0000138	Syah.g_01013	Praq.g_00546
OG0000139	Syah.g_01070	Praq.g_01065
OG0000140	Syah.g_01071	Praq.g_01064
OG0000141	Syah.g_01981	Praq.g_00995
OG0000142	Syah.g_01935	Praq.g_00967
OG0000143	Syah.g_01931	Praq.g_00963
OG0000144	Syah.g_01824	Praq.g_00781
OG0000145	Syah.g_01019	Praq.g_00637
OG0000146	Syah.g_01612	Praq.g_00639
OG0000147	Syah.g_01611	Praq.g_00640
OG0000148	Syah.g_01758	Praq.g_01414
OG0000149	Syah.g_02096	Praq.g_01444
OG0000150	Syah.g_01980	Praq.g_01452
OG0000151	Syah.g_01820	Praq.g_01500
OG0000152	Syah.g_01622	Praq.g_01548
OG0000153	Syah.g_01656	Praq.g_01567
OG0000154	Syah.g_01682	Praq.g_01593
OG0000155	Syah.g_02123	Praq.g_01353
OG0000156	Syah.g_02185	Praq.g_00122
OG0000157	Syah.g_02186	Praq.g_00123
OG0000158	Syah.g_00204	Praq.g_00258
OG0000160	Syah.g_01289	Praq.g_00295
OG0000161	Syah.g_01282	Praq.g_00301
OG0000162	Syah.g_01276	Praq.g_00307
OG0000163	Syah.g_02315	Praq.g_00341
OG0000164	Syah.g_02423	Praq.g_00473
OG0000165	Syah.g_02251	Praq.g_00466
OG0000166	Syah.g_00747	Praq.g_00915
OG0000167	Syah.g_00183	Praq.g_00737
OG0000168	Syah.g_00205	Praq.g_00747
OG0000169	Syah.g_00237	Praq.g_00757
OG0000170	Syah.g_00245	Praq.g_00759
OG0000171	Syah.g_00271	Praq.g_00681
OG0000172	Syah.g_00293	Praq.g_00689
OG0000173	Syah.g_00313	Praq.g_00704
OG0000174	Syah.g_00461	Praq.g_00396
OG0000175	Syah.g_00402	Praq.g_00406
OG0000176	Syah.g_00369	Praq.g_00430
OG0000177	Syah.g_00368	Praq.g_00431
OG0000178	Syah.g_00367	Praq.g_00432
OG0000179	Syah.g_00355	Praq.g_01219
OG0000180	Syah.g_00354	Praq.g_01220
OG0000181	Syah.g_00353	Praq.g_01221
OG0000182	Syah.g_00352	Praq.g_01222
OG0000183	Syah.g_00348	Praq.g_01226
OG0000184	Syah.g_00525	Praq.g_01262
OG0000185	Syah.g_00528	Praq.g_01265
OG0000186	Syah.g_02479	Praq.g_01939
OG0000187	Syah.g_02480	Praq.g_01938
OG0000188	Syah.g_02501	Praq.g_01921
OG0000189	Syah.g_02526	Praq.g_01907
OG0000190	Syah.g_02528	Praq.g_01906
OG0000191	Syah.g_00008	Praq.g_01886
OG0000192	Syah.g_00013	Praq.g_01882
OG0000193	Syah.g_00053	Praq.g_01856
OG0000194	Syah.g_00056	Praq.g_01853
OG0000195	Syah.g_00058	Praq.g_01851
OG0000196	Syah.g_00069	Praq.g_01841
OG0000197	Syah.g_00070	Praq.g_01840
OG0000198	Syah.g_00071	Praq.g_01839
OG0000199	Syah.g_00079	Praq.g_01832
OG0000200	Syah.g_00616	Praq.g_01818
OG0000201	Syah.g_00601	Praq.g_01810
OG0000202	Syah.g_00600	Praq.g_01809
OG0000203	Syah.g_00599	Praq.g_01808
OG0000204	Syah.g_00598	Praq.g_01807
OG0000205	Syah.g_00591	Praq.g_01800
OG0000206	Syah.g_00578	Praq.g_01795
OG0000207	Syah.g_00575	Praq.g_01793
OG0000208	Syah.g_00574	Praq.g_01792
OG0000209	Syah.g_00544	Praq.g_01783
OG0000210	Syah.g_00543	Praq.g_01782
OG0000211	Syah.g_00904	Praq.g_01769
OG0000212	Syah.g_00913	Praq.g_01762
OG0000213	Syah.g_00657	Praq.g_01746
OG0000214	Syah.g_00641	Praq.g_01736
OG0000215	Syah.g_00101	Praq.g_01710
OG0000216	Syah.g_00105	Praq.g_01708
OG0000217	Syah.g_00109	Praq.g_01705
OG0000218	Syah.g_00111	Praq.g_01703
OG0000219	Syah.g_00112	Praq.g_01702
OG0000220	Syah.g_00113	Praq.g_01701
OG0000221	Syah.g_00120	Praq.g_01700
OG0000222	Syah.g_00131	Praq.g_01692
OG0000223	Syah.g_00153	Praq.g_01679
OG0000224	Syah.g_00162	Praq.g_01677
OG0000225	Syah.g_00874	Praq.g_01199
OG0000226	Syah.g_00878	Praq.g_01195
OG0000227	Syah.g_00880	Praq.g_01193
OG0000228	Syah.g_00887	Praq.g_01189
OG0000229	Syah.g_02236	Praq.g_01121
OG0000230	Syah.g_02234	Praq.g_01119
OG0000231	Syah.g_02218	Praq.g_01108
OG0000232	Syah.g_01206	Praq.g_00507
OG0000233	Syah.g_01210	Praq.g_00513
OG0000234	Syah.g_01222	Praq.g_00527
OG0000235	Syah.g_00996	Praq.g_00530
OG0000236	Syah.g_01011	Praq.g_00544
OG0000237	Syah.g_01028	Praq.g_01096
OG0000238	Syah.g_01032	Praq.g_01090
OG0000239	Syah.g_01048	Praq.g_01077
OG0000240	Syah.g_01049	Praq.g_01076
OG0000241	Syah.g_01944	Praq.g_01072
OG0000242	Syah.g_01062	Praq.g_01070
OG0000243	Syah.g_01079	Praq.g_01059
OG0000244	Syah.g_01087	Praq.g_01056
OG0000245	Syah.g_01090	Praq.g_01054
OG0000246	Syah.g_01094	Praq.g_01050
OG0000247	Syah.g_01106	Praq.g_01040
OG0000248	Syah.g_01109	Praq.g_01038
OG0000249	Syah.g_01111	Praq.g_01036
OG0000250	Syah.g_01120	Praq.g_01031
OG0000251	Syah.g_01145	Praq.g_01012
OG0000252	Syah.g_01148	Praq.g_01008
OG0000253	Syah.g_01149	Praq.g_01007
OG0000254	Syah.g_01976	Praq.g_00991
OG0000255	Syah.g_01968	Praq.g_00985
OG0000256	Syah.g_01952	Praq.g_00975
OG0000257	Syah.g_01945	Praq.g_00972
OG0000258	Syah.g_01926	Praq.g_00959
OG0000259	Syah.g_01494	Praq.g_00789
OG0000260	Syah.g_01497	Praq.g_00792
OG0000261	Syah.g_01500	Praq.g_00794
OG0000262	Syah.g_01505	Praq.g_00798
OG0000263	Syah.g_01410	Praq.g_00810
OG0000264	Syah.g_02000	Praq.g_00820
OG0000265	Syah.g_02252	Praq.g_00583
OG0000266	Syah.g_01714	Praq.g_00593
OG0000267	Syah.g_01574	Praq.g_00604
OG0000268	Syah.g_01575	Praq.g_00605
OG0000269	Syah.g_01784	Praq.g_00665
OG0000270	Syah.g_01781	Praq.g_00668
OG0000271	Syah.g_01773	Praq.g_00676
OG0000272	Syah.g_01772	Praq.g_00677
OG0000273	Syah.g_02075	Praq.g_01428
OG0000274	Syah.g_02076	Praq.g_01429
OG0000275	Syah.g_02081	Praq.g_01431
OG0000276	Syah.g_02088	Praq.g_01436
OG0000277	Syah.g_02089	Praq.g_01437
OG0000278	Syah.g_02092	Praq.g_01440
OG0000279	Syah.g_02100	Praq.g_01447
OG0000280	Syah.g_02112	Praq.g_01448
OG0000281	Syah.g_00722	Praq.g_01454
OG0000282	Syah.g_01531	Praq.g_01492
OG0000283	Syah.g_01585	Praq.g_01525
OG0000284	Syah.g_01591	Praq.g_01530
OG0000285	Syah.g_01603	Praq.g_01535
OG0000286	Syah.g_01621	Praq.g_01547
OG0000287	Syah.g_01231, Syah.g_01649	Praq.g_01564
OG0000288	Syah.g_01681	Praq.g_01592
OG0000289	Syah.g_01695	Praq.g_01603
OG0000290	Syah.g_02033	Praq.g_01616
OG0000291	Syah.g_02031	Praq.g_01618
OG0000292	Syah.g_00380	Praq.g_01667
OG0000293	Syah.g_02173	Praq.g_01324
OG0000294	Syah.g_02172	Praq.g_01325
OG0000295	Syah.g_02131	Praq.g_01345
OG0000296	Syah.g_02129	Praq.g_01347
OG0000297	Syah.g_01427	Praq.g_01355
OG0000298	Syah.g_01426	Praq.g_01356
OG0000299	Syah.g_01404	Praq.g_01373
OG0000300	Syah.g_01397	Praq.g_01376
OG0000301	Syah.g_01396	Praq.g_01377
OG0000302	Syah.g_01395	Praq.g_01379
OG0000303	Syah.g_01387	Praq.g_01386
OG0000304	Syah.g_01382	Praq.g_01390
OG0000305	Syah.g_02028	Praq.g_00167
OG0000306	Syah.g_02116	Praq.g_00170
OG0000307	Syah.g_00978	Praq.g_00186
OG0000308	Syah.g_00976	Praq.g_00187
OG0000309	Syah.g_00971	Praq.g_00191
OG0000310	Syah.g_01321	Praq.g_00279
OG0000311	Syah.g_01317	Praq.g_00281
OG0000312	Syah.g_01304	Praq.g_00284
OG0000313	Syah.g_01285	Praq.g_00298
OG0000314	Syah.g_01259	Praq.g_00321
OG0000315	Syah.g_01248	Praq.g_00331
OG0000316	Syah.g_02333	Praq.g_00351
OG0000317	Syah.g_02380	Praq.g_01954, Praq.g_00499
OG0000318	Syah.g_02385	Praq.g_00496
OG0000319	Syah.g_02405	Praq.g_00483
OG0000320	Syah.g_02407	Praq.g_00481
OG0000321	Syah.g_02408	Praq.g_00480
OG0000322	Syah.g_02409	Praq.g_00479
OG0000323	Syah.g_02425	Praq.g_00470
OG0000324	Syah.g_02278	Praq.g_00444
OG0000325	Syah.g_00689	Praq.g_00950
OG0000326	Syah.g_00696	Praq.g_00944
OG0000327	Syah.g_00742	Praq.g_00920
OG0000328	Syah.g_00743	Praq.g_00919
OG0000329	Syah.g_00760	Praq.g_00902
OG0000330	Syah.g_00761	Praq.g_00901
OG0000331	Syah.g_00762	Praq.g_00900
OG0000332	Syah.g_00776	Praq.g_00886
OG0000333	Syah.g_00779	Praq.g_00884
OG0000334	Syah.g_00789	Praq.g_00876
OG0000335	Syah.g_00794	Praq.g_00872
OG0000336	Syah.g_00798	Praq.g_00868
OG0000337	Syah.g_00178	Praq.g_00735
OG0000338	Syah.g_00181	Praq.g_00736
OG0000339	Syah.g_00188	Praq.g_00740
OG0000340	Syah.g_00206	Praq.g_00748
OG0000341	Syah.g_00208	Praq.g_00750
OG0000342	Syah.g_00209	Praq.g_00751
OG0000343	Syah.g_00231	Praq.g_00752
OG0000344	Syah.g_00235	Praq.g_00755
OG0000345	Syah.g_00246	Praq.g_00760
OG0000346	Syah.g_00251	Praq.g_00764
OG0000347	Syah.g_00275	Praq.g_00683
OG0000348	Syah.g_00301	Praq.g_00692
OG0000349	Syah.g_00320	Praq.g_00709
OG0000350	Syah.g_00703	Praq.g_00392
OG0000351	Syah.g_00399	Praq.g_00409
OG0000352	Syah.g_00398	Praq.g_00410
OG0000353	Syah.g_00374	Praq.g_00425
OG0000355	Syah.g_00372	Praq.g_00427
OG0000356	Syah.g_00371	Praq.g_00428
OG0000357	Syah.g_00370	Praq.g_00429
OG0000358	Syah.g_00366	Praq.g_00433
OG0000359	Syah.g_00364	Praq.g_00434
OG0000360	Syah.g_00363	Praq.g_00435
OG0000361	Syah.g_00362	Praq.g_00436
OG0000362	Syah.g_00360	Praq.g_00438
OG0000363	Syah.g_00358	Praq.g_01217
OG0000364	Syah.g_00357	Praq.g_01218
OG0000365	Syah.g_00351	Praq.g_01223
OG0000366	Syah.g_00350	Praq.g_01224
OG0000367	Syah.g_00349	Praq.g_01225
OG0000368	Syah.g_00347	Praq.g_01227
OG0000369	Syah.g_00346	Praq.g_01228
OG0000370	Syah.g_00345	Praq.g_01229
OG0000371	Syah.g_00338	Praq.g_01235
OG0000372	Syah.g_00333	Praq.g_01239
OG0000373	Syah.g_00332	Praq.g_01240
OG0000374	Syah.g_00331	Praq.g_01241
OG0000375	Syah.g_00329	Praq.g_01255
OG0000376	Syah.g_00327	Praq.g_01257
OG0000377	Syah.g_00517	Praq.g_01261
OG0000378	Syah.g_00526	Praq.g_01263
OG0000379	Syah.g_00529	Praq.g_01266
OG0000380	Syah.g_02481	Praq.g_01937
OG0000381	Syah.g_02484	Praq.g_01933
OG0000382	Syah.g_02500	Praq.g_01922
OG0000383	Syah.g_02502	Praq.g_01920
OG0000384	Syah.g_02503	Praq.g_01919
OG0000385	Syah.g_02504	Praq.g_01918
OG0000386	Syah.g_02505	Praq.g_01917
OG0000387	Syah.g_02530	Praq.g_01904
OG0000388	Syah.g_02533	Praq.g_01901
OG0000389	Syah.g_02536	Praq.g_01897
OG0000390	Syah.g_00002	Praq.g_01890
OG0000391	Syah.g_00007	Praq.g_01887
OG0000392	Syah.g_00012	Praq.g_01883
OG0000393	Syah.g_00014	Praq.g_01881
OG0000394	Syah.g_00015	Praq.g_01880
OG0000395	Syah.g_00016	Praq.g_01879
OG0000396	Syah.g_00019	Praq.g_01876
OG0000397	Syah.g_00021	Praq.g_01874
OG0000398	Syah.g_00027	Praq.g_01872
OG0000399	Syah.g_00028	Praq.g_01871
OG0000400	Syah.g_00029	Praq.g_01870
OG0000401	Syah.g_00030	Praq.g_01869
OG0000402	Syah.g_00033	Praq.g_01867
OG0000403	Syah.g_00034	Praq.g_01866
OG0000404	Syah.g_00036	Praq.g_01865
OG0000405	Syah.g_00050	Praq.g_01861
OG0000406	Syah.g_00054	Praq.g_01855
OG0000407	Syah.g_00055	Praq.g_01854
OG0000408	Syah.g_00057	Praq.g_01852
OG0000409	Syah.g_00059	Praq.g_01850
OG0000410	Syah.g_00060	Praq.g_01849
OG0000411	Syah.g_00061	Praq.g_01848
OG0000412	Syah.g_00062	Praq.g_01847
OG0000413	Syah.g_00064	Praq.g_01846
OG0000414	Syah.g_00065	Praq.g_00554, Praq.g_01845
OG0000415	Syah.g_00066	Praq.g_01844
OG0000416	Syah.g_00067	Praq.g_01843
OG0000417	Syah.g_00068	Praq.g_01842
OG0000418	Syah.g_00073	Praq.g_01837
OG0000419	Syah.g_00075	Praq.g_01835
OG0000420	Syah.g_00077	Praq.g_01834
OG0000421	Syah.g_00082	Praq.g_01829
OG0000422	Syah.g_00083	Praq.g_01828
OG0000423	Syah.g_00084	Praq.g_01827
OG0000424	Syah.g_00085	Praq.g_01826
OG0000425	Syah.g_00086	Praq.g_01825
OG0000426	Syah.g_00087	Praq.g_01824
OG0000427	Syah.g_00088	Praq.g_01823
OG0000428	Syah.g_00620	Praq.g_01821
OG0000429	Syah.g_00618	Praq.g_01820
OG0000430	Syah.g_00617	Praq.g_01819
OG0000431	Syah.g_00613	Praq.g_01817
OG0000432	Syah.g_00607	Praq.g_01814
OG0000433	Syah.g_00605	Praq.g_01813
OG0000434	Syah.g_00604	Praq.g_01812
OG0000435	Syah.g_00602	Praq.g_01811
OG0000436	Syah.g_00597	Praq.g_01806
OG0000437	Syah.g_00596	Praq.g_01805
OG0000438	Syah.g_00595	Praq.g_01804
OG0000439	Syah.g_00593	Praq.g_01802
OG0000440	Syah.g_00592	Praq.g_01801
OG0000441	Syah.g_00585	Praq.g_01798
OG0000442	Syah.g_00580	Praq.g_01797
OG0000443	Syah.g_00579	Praq.g_01796
OG0000444	Syah.g_00573	Praq.g_01791
OG0000445	Syah.g_00572	Praq.g_01790
OG0000446	Syah.g_00570	Praq.g_01789
OG0000447	Syah.g_00567	Praq.g_01788
OG0000448	Syah.g_00566	Praq.g_01787
OG0000449	Syah.g_00565	Praq.g_01786
OG0000450	Syah.g_00547	Praq.g_01785
OG0000451	Syah.g_00546	Praq.g_01784
OG0000452	Syah.g_00542	Praq.g_01781
OG0000453	Syah.g_00541	Praq.g_01780
OG0000454	Syah.g_00540	Praq.g_01779
OG0000455	Syah.g_00539	Praq.g_01778
OG0000456	Syah.g_00538	Praq.g_01777
OG0000457	Syah.g_00536	Praq.g_01776
OG0000458	Syah.g_00535	Praq.g_01775
OG0000459	Syah.g_00534	Praq.g_01774
OG0000460	Syah.g_00906	Praq.g_01767
OG0000461	Syah.g_00678	Praq.g_01760
OG0000462	Syah.g_00675	Praq.g_01758
OG0000463	Syah.g_00674	Praq.g_01757
OG0000464	Syah.g_00673	Praq.g_01756
OG0000465	Syah.g_00672	Praq.g_01755
OG0000466	Syah.g_00668	Praq.g_01752
OG0000467	Syah.g_00666	Praq.g_01751
OG0000468	Syah.g_00661	Praq.g_01750
OG0000469	Syah.g_00647	Praq.g_01741
OG0000470	Syah.g_00645	Praq.g_01739
OG0000471	Syah.g_00644	Praq.g_01738
OG0000472	Syah.g_00642	Praq.g_01737
OG0000473	Syah.g_00640	Praq.g_01735
OG0000474	Syah.g_00639	Praq.g_01734
OG0000475	Syah.g_00638	Praq.g_01733
OG0000476	Syah.g_00636	Praq.g_01732
OG0000477	Syah.g_00630	Praq.g_01728
OG0000478	Syah.g_00629	Praq.g_01727
OG0000479	Syah.g_00628	Praq.g_01726
OG0000480	Syah.g_00089	Praq.g_01721
OG0000481	Syah.g_00091	Praq.g_01718
OG0000482	Syah.g_00092	Praq.g_01717
OG0000483	Syah.g_00096	Praq.g_01714
OG0000484	Syah.g_00097	Praq.g_01713
OG0000485	Syah.g_00098	Praq.g_01712
OG0000486	Syah.g_00099	Praq.g_01711
OG0000487	Syah.g_00106	Praq.g_01707
OG0000488	Syah.g_00110	Praq.g_01704
OG0000489	Syah.g_00121	Praq.g_01699
OG0000490	Syah.g_00129	Praq.g_01694
OG0000491	Syah.g_00130	Praq.g_01693
OG0000492	Syah.g_00132	Praq.g_01691
OG0000493	Syah.g_00133	Praq.g_01690
OG0000494	Syah.g_00134	Praq.g_01689
OG0000495	Syah.g_00135	Praq.g_01688
OG0000496	Syah.g_00136	Praq.g_01687
OG0000497	Syah.g_00137	Praq.g_01686
OG0000498	Syah.g_00138	Praq.g_01685
OG0000499	Syah.g_00139	Praq.g_01684
OG0000500	Syah.g_00140	Praq.g_01683
OG0000501	Syah.g_00143	Praq.g_01681
OG0000502	Syah.g_00155	Praq.g_01678
OG0000503	Syah.g_00858	Praq.g_01211
OG0000504	Syah.g_00860	Praq.g_01210
OG0000505	Syah.g_00861	Praq.g_01209
OG0000506	Syah.g_00863	Praq.g_01207
OG0000507	Syah.g_00869	Praq.g_01204
OG0000508	Syah.g_00873	Praq.g_01200
OG0000509	Syah.g_00875	Praq.g_01198
OG0000510	Syah.g_00876	Praq.g_01197
OG0000511	Syah.g_00877	Praq.g_01196
OG0000512	Syah.g_00879	Praq.g_01194
OG0000513	Syah.g_00892	Praq.g_01186
OG0000514	Syah.g_00899	Praq.g_01126
OG0000515	Syah.g_00900	Praq.g_01125
OG0000516	Syah.g_02231	Praq.g_01124
OG0000517	Syah.g_02237	Praq.g_01122
OG0000518	Syah.g_02221	Praq.g_01111
OG0000519	Syah.g_02220	Praq.g_01110
OG0000520	Syah.g_02219	Praq.g_01109
OG0000521	Syah.g_01202	Praq.g_00502
OG0000522	Syah.g_01204	Praq.g_00504
OG0000523	Syah.g_01205	Praq.g_00505
OG0000524	Syah.g_01207	Praq.g_00511
OG0000525	Syah.g_01212	Praq.g_00514
OG0000526	Syah.g_01215	Praq.g_00515
OG0000527	Syah.g_01219	Praq.g_00524
OG0000528	Syah.g_00991	Praq.g_00529
OG0000529	Syah.g_00998	Praq.g_00532
OG0000530	Syah.g_01001	Praq.g_00535
OG0000531	Syah.g_01002	Praq.g_00536
OG0000532	Syah.g_01005	Praq.g_00538
OG0000533	Syah.g_01006	Praq.g_00539
OG0000534	Syah.g_01007	Praq.g_00540
OG0000535	Syah.g_01008	Praq.g_00541
OG0000536	Syah.g_01009	Praq.g_00542
OG0000537	Syah.g_01010	Praq.g_00543
OG0000538	Syah.g_01021	Praq.g_01102
OG0000539	Syah.g_01022	Praq.g_01101
OG0000540	Syah.g_01023	Praq.g_01100
OG0000541	Syah.g_01024	Praq.g_01099
OG0000542	Syah.g_01027	Praq.g_01097
OG0000543	Syah.g_01029	Praq.g_01095
OG0000545	Syah.g_01031	Praq.g_01092
OG0000546	Syah.g_01033	Praq.g_01089
OG0000547	Syah.g_01035	Praq.g_01087
OG0000548	Syah.g_01036	Praq.g_01086
OG0000549	Syah.g_01042	Praq.g_01084
OG0000550	Syah.g_01046	Praq.g_01079
OG0000551	Syah.g_01051	Praq.g_01075
OG0000552	Syah.g_01052	Praq.g_01074
OG0000553	Syah.g_01054	Praq.g_01073
OG0000554	Syah.g_01065	Praq.g_01068
OG0000555	Syah.g_01078	Praq.g_01060
OG0000556	Syah.g_01084	Praq.g_01058
OG0000557	Syah.g_01086	Praq.g_01057
OG0000558	Syah.g_01088	Praq.g_01055
OG0000559	Syah.g_01093	Praq.g_01051
OG0000560	Syah.g_01096	Praq.g_01048
OG0000561	Syah.g_01097	Praq.g_01047
OG0000562	Syah.g_01098	Praq.g_01046
OG0000563	Syah.g_01099	Praq.g_01045
OG0000564	Syah.g_01100	Praq.g_01044
OG0000565	Syah.g_01104	Praq.g_01041
OG0000566	Syah.g_01108	Praq.g_01039
OG0000567	Syah.g_01112	Praq.g_01035
OG0000568	Syah.g_01116	Praq.g_01034
OG0000569	Syah.g_01117	Praq.g_01033
OG0000570	Syah.g_01118	Praq.g_01032
OG0000571	Syah.g_01122	Praq.g_01030
OG0000572	Syah.g_01137	Praq.g_01017
OG0000573	Syah.g_01146	Praq.g_01010
OG0000574	Syah.g_01147	Praq.g_01009
OG0000575	Syah.g_01151	Praq.g_01005
OG0000576	Syah.g_01153	Praq.g_01003
OG0000577	Syah.g_01154	Praq.g_01002
OG0000578	Syah.g_01155	Praq.g_01001
OG0000579	Syah.g_01156	Praq.g_01000
OG0000580	Syah.g_01157	Praq.g_00999
OG0000581	Syah.g_01163	Praq.g_00997
OG0000582	Syah.g_01979	Praq.g_00994
OG0000583	Syah.g_01978	Praq.g_00993
