Orthogroup	Syah	Praf
OG0000033	Syah.g_00078, Syah.g_00211	Praf.g_02457
OG0000034	Syah.g_00048, Syah.g_02213	Praf.g_00783
OG0000035	Syah.g_01293	Praf.g_01794
OG0000036	Syah.g_00964	Praf.g_02460
OG0000037	Syah.g_02541, Syah.g_00956, Syah.g_01365	Praf.g_00240
OG0000038	Syah.g_00508	Praf.g_02660
OG0000038	Syah.g_00506	Praf.g_02662
OG0000041	Syah.g_02271, Syah.g_02039	Praf.g_00426
OG0000042	Syah.g_00261	Praf.g_00164, Praf.g_00920
OG0000045	Syah.g_02356	Praf.g_00322
OG0000046	Syah.g_00823, Syah.g_00830, Syah.g_00816	Praf.g_02072
OG0000047	Syah.g_00847	Praf.g_01864, Praf.g_01898
OG0000048	Syah.g_00637	Praf.g_02267
OG0000050	Syah.g_00941	Praf.g_01105
OG0000052	Syah.g_00171	Praf.g_02366
OG0000053	Syah.g_01267	Praf.g_01828
OG0000054	Syah.g_01982, Syah.g_01862	Praf.g_00763
OG0000055	Syah.g_01878, Syah.g_02071	Praf.g_01257
OG0000057	Syah.g_02020	Praf.g_01125
OG0000058	Syah.g_00152	Praf.g_02345
OG0000059	Syah.g_00737	Praf.g_02172
OG0000061	Syah.g_00215	Praf.g_01859
OG0000061	Syah.g_02158	Praf.g_00854
OG0000062	Syah.g_02365	Praf.g_00501
OG0000063	Syah.g_00337	Praf.g_00041
OG0000066	Syah.g_01073	Praf.g_00672
OG0000067	Syah.g_01779	Praf.g_01530
OG0000068	Syah.g_00986	Praf.g_00585, Praf.g_00583
OG0000070	Syah.g_02217	Praf.g_01962
OG0000071	Syah.g_01863, Syah.g_02199	Praf.g_00796
OG0000073	Syah.g_01018	Praf.g_00616
OG0000075	Syah.g_00186	Praf.g_02384
OG0000076	Syah.g_00250	Praf.g_00178
OG0000078	Syah.g_00912	Praf.g_00391
OG0000079	Syah.g_00665	Praf.g_02225
OG0000081	Syah.g_00922, Syah.g_02471	Praf.g_01131
OG0000082	Syah.g_01136	Praf.g_00731
OG0000084	Syah.g_02105, Syah.g_01296	Praf.g_01790
OG0000085	Syah.g_02372	Praf.g_00491
OG0000086	Syah.g_02511	Praf.g_00297
OG0000087	Syah.g_00038	Praf.g_02420
OG0000088	Syah.g_00074	Praf.g_02454, Praf.g_01239
OG0000089	Syah.g_00888	Praf.g_02015
OG0000090	Syah.g_01064	Praf.g_00660
OG0000091	Syah.g_01927	Praf.g_01700
OG0000093	Syah.g_01794	Praf.g_01503
OG0000094	Syah.g_01692	Praf.g_02685
OG0000095	Syah.g_02030	Praf.g_01274
OG0000097	Syah.g_01400	Praf.g_00905
OG0000098	Syah.g_00723	Praf.g_01886
OG0000099	Syah.g_00144	Praf.g_02342
OG0000100	Syah.g_01747	Praf.g_00370, Praf.g_01561
OG0000101	Syah.g_00785	Praf.g_02119
OG0000102	Syah.g_00255	Praf.g_00173
OG0000103	Syah.g_00391	Praf.g_02765
OG0000104	Syah.g_00377	Praf.g_02779
OG0000105	Syah.g_00632	Praf.g_02271
OG0000106	Syah.g_01544	Praf.g_00496
OG0000108	Syah.g_00997	Praf.g_00595
OG0000109	Syah.g_01012	Praf.g_00611
OG0000110	Syah.g_01124	Praf.g_00718
OG0000111	Syah.g_02021	Praf.g_01126
OG0000112	Syah.g_01613	Praf.g_01400
OG0000113	Syah.g_01752	Praf.g_01556
OG0000114	Syah.g_01529	Praf.g_01461
OG0000115	Syah.g_01269	Praf.g_01825
OG0000116	Syah.g_02175	Praf.g_00825
OG0000117	Syah.g_01425	Praf.g_00919
OG0000118	Syah.g_01173	Praf.g_00779
OG0000120	Syah.g_00145	Praf.g_02343
OG0000121	Syah.g_01287	Praf.g_01796
OG0000122	Syah.g_01900	Praf.g_00976
OG0000123	Syah.g_00793	Praf.g_02108
OG0000124	Syah.g_00272	Praf.g_00153
OG0000125	Syah.g_00504	Praf.g_02664
OG0000126	Syah.g_00379	Praf.g_02777
OG0000128	Syah.g_00361	Praf.g_00012
OG0000129	Syah.g_00516	Praf.g_02652
OG0000130	Syah.g_02483	Praf.g_00321
OG0000131	Syah.g_00052	Praf.g_02432
OG0000132	Syah.g_00072	Praf.g_02452
OG0000133	Syah.g_01618	Praf.g_02336
OG0000134	Syah.g_00891	Praf.g_02012
OG0000135	Syah.g_00465	Praf.g_02705, Praf.g_02715
OG0000136	Syah.g_02227	Praf.g_01984
OG0000137	Syah.g_01221	Praf.g_01907
OG0000138	Syah.g_01013	Praf.g_00612
OG0000139	Syah.g_01070	Praf.g_00666
OG0000140	Syah.g_01071	Praf.g_00670
OG0000141	Syah.g_01981	Praf.g_00764
OG0000142	Syah.g_01935	Praf.g_01692
OG0000143	Syah.g_01931	Praf.g_01696
OG0000144	Syah.g_01824	Praf.g_01721
OG0000145	Syah.g_01019	Praf.g_00617
OG0000146	Syah.g_01612	Praf.g_01401
OG0000147	Syah.g_01611	Praf.g_01402
OG0000148	Syah.g_01758	Praf.g_01548
OG0000149	Syah.g_02096	Praf.g_01604
OG0000150	Syah.g_01980	Praf.g_01625
OG0000151	Syah.g_01820	Praf.g_01478
OG0000152	Syah.g_01622	Praf.g_01392
OG0000153	Syah.g_01656	Praf.g_01362
OG0000154	Syah.g_01682	Praf.g_01337
OG0000155	Syah.g_02123	Praf.g_00886
OG0000156	Syah.g_02185	Praf.g_00810
OG0000157	Syah.g_02186	Praf.g_00809
OG0000158	Syah.g_00204	Praf.g_02394
OG0000160	Syah.g_01289	Praf.g_01795
OG0000161	Syah.g_01282	Praf.g_01805
OG0000162	Syah.g_01276	Praf.g_01817
OG0000163	Syah.g_02315	Praf.g_00538
OG0000164	Syah.g_02423	Praf.g_00453
OG0000165	Syah.g_02251	Praf.g_00444
OG0000166	Syah.g_00747	Praf.g_02157
OG0000167	Syah.g_00183	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Syah.g_00205	Praf.g_02395
OG0000169	Syah.g_00237	Praf.g_00191
OG0000170	Syah.g_00245	Praf.g_00183
OG0000171	Syah.g_00271	Praf.g_00154
OG0000172	Syah.g_00293	Praf.g_00087
OG0000173	Syah.g_00313	Praf.g_00062
OG0000174	Syah.g_00461	Praf.g_02717
OG0000175	Syah.g_00402	Praf.g_02754
OG0000176	Syah.g_00369	Praf.g_00004
OG0000177	Syah.g_00368	Praf.g_00005
OG0000178	Syah.g_00367	Praf.g_00006
OG0000179	Syah.g_00355	Praf.g_00021
OG0000180	Syah.g_00354	Praf.g_00022
OG0000181	Syah.g_00353	Praf.g_00023
OG0000182	Syah.g_00352	Praf.g_00024
OG0000183	Syah.g_00348	Praf.g_00028
OG0000184	Syah.g_00525	Praf.g_02611
OG0000185	Syah.g_00528	Praf.g_00333
OG0000186	Syah.g_02479	Praf.g_00328
OG0000187	Syah.g_02480	Praf.g_00326
OG0000188	Syah.g_02501	Praf.g_00303
OG0000189	Syah.g_02526	Praf.g_00257
OG0000190	Syah.g_02528	Praf.g_00255
OG0000191	Syah.g_00008	Praf.g_00218
OG0000192	Syah.g_00013	Praf.g_00212
OG0000193	Syah.g_00053	Praf.g_02433
OG0000194	Syah.g_00056	Praf.g_02436
OG0000195	Syah.g_00058	Praf.g_02438
OG0000196	Syah.g_00069	Praf.g_02449
OG0000197	Syah.g_00070	Praf.g_02450
OG0000198	Syah.g_00071	Praf.g_02451
OG0000199	Syah.g_00079	Praf.g_02468
OG0000200	Syah.g_00616	Praf.g_02492
OG0000201	Syah.g_00601	Praf.g_02511
OG0000202	Syah.g_00600	Praf.g_02512
OG0000203	Syah.g_00599	Praf.g_02513
OG0000204	Syah.g_00598	Praf.g_02514
OG0000205	Syah.g_00591	Praf.g_02521
OG0000206	Syah.g_00578	Praf.g_02532
OG0000207	Syah.g_00575	Praf.g_02582
OG0000208	Syah.g_00574	Praf.g_02581
OG0000209	Syah.g_00544	Praf.g_02557
OG0000210	Syah.g_00543	Praf.g_02556
OG0000211	Syah.g_00904	Praf.g_00378
OG0000212	Syah.g_00913	Praf.g_00392
OG0000213	Syah.g_00657	Praf.g_02245
OG0000214	Syah.g_00641	Praf.g_02263
OG0000215	Syah.g_00101	Praf.g_02293
OG0000217	Syah.g_00109	Praf.g_02300
OG0000218	Syah.g_00111	Praf.g_02302
OG0000219	Syah.g_00112	Praf.g_02303
OG0000220	Syah.g_00113	Praf.g_02304
OG0000221	Syah.g_00120	Praf.g_02314
OG0000222	Syah.g_00131	Praf.g_02323
OG0000223	Syah.g_00153	Praf.g_02347
OG0000224	Syah.g_00162	Praf.g_02358
OG0000225	Syah.g_00874	Praf.g_02030
OG0000226	Syah.g_00878	Praf.g_02026
OG0000227	Syah.g_00880	Praf.g_02024
OG0000228	Syah.g_00887	Praf.g_02016
OG0000229	Syah.g_02236	Praf.g_01989
OG0000230	Syah.g_02234	Praf.g_01987
OG0000231	Syah.g_02218	Praf.g_01963
OG0000232	Syah.g_01206	Praf.g_01952
OG0000233	Syah.g_01210	Praf.g_01938
OG0000234	Syah.g_01222	Praf.g_01905
OG0000235	Syah.g_00996	Praf.g_00594
OG0000236	Syah.g_01011	Praf.g_00610
OG0000237	Syah.g_01028	Praf.g_00627
OG0000238	Syah.g_01032	Praf.g_00631
OG0000239	Syah.g_01048	Praf.g_00647
OG0000240	Syah.g_01049	Praf.g_00648
OG0000241	Syah.g_01944	Praf.g_01177
OG0000242	Syah.g_01062	Praf.g_00658
OG0000243	Syah.g_01079	Praf.g_00681
OG0000244	Syah.g_01087	Praf.g_00685
OG0000245	Syah.g_01090	Praf.g_00688
OG0000246	Syah.g_01094	Praf.g_00692
OG0000247	Syah.g_01106	Praf.g_00703
OG0000248	Syah.g_01109	Praf.g_00706
OG0000249	Syah.g_01111	Praf.g_00708
OG0000250	Syah.g_01120	Praf.g_00714
OG0000251	Syah.g_01145	Praf.g_00739
OG0000252	Syah.g_01148	Praf.g_00742
OG0000253	Syah.g_01149	Praf.g_00749
OG0000254	Syah.g_01976	Praf.g_00768
OG0000255	Syah.g_01968	Praf.g_01662
OG0000256	Syah.g_01952	Praf.g_01676
OG0000257	Syah.g_01945	Praf.g_01685
OG0000258	Syah.g_01926	Praf.g_01708
OG0000259	Syah.g_01494	Praf.g_01736
OG0000260	Syah.g_01497	Praf.g_01739
OG0000261	Syah.g_01500	Praf.g_01742
OG0000262	Syah.g_01505	Praf.g_01748
OG0000263	Syah.g_01410	Praf.g_02570
OG0000264	Syah.g_02000	Praf.g_01218, Praf.g_01219
OG0000265	Syah.g_02252	Praf.g_01302
OG0000266	Syah.g_01714	Praf.g_01313
OG0000267	Syah.g_01574	Praf.g_01436
OG0000268	Syah.g_01575	Praf.g_01435
OG0000269	Syah.g_01784	Praf.g_01525
OG0000270	Syah.g_01781	Praf.g_01528
OG0000271	Syah.g_01773	Praf.g_01536
OG0000272	Syah.g_01772	Praf.g_01537
OG0000273	Syah.g_02075	Praf.g_01585
OG0000274	Syah.g_02076	Praf.g_01586
OG0000275	Syah.g_02081	Praf.g_01590
OG0000276	Syah.g_02088	Praf.g_01596
OG0000277	Syah.g_02089	Praf.g_01597
OG0000278	Syah.g_02092	Praf.g_01600
OG0000279	Syah.g_02100	Praf.g_01608
OG0000280	Syah.g_02112	Praf.g_01614
OG0000281	Syah.g_00722	Praf.g_01627
OG0000282	Syah.g_01531	Praf.g_01463
OG0000283	Syah.g_01585	Praf.g_01426
OG0000284	Syah.g_01591	Praf.g_01420
OG0000285	Syah.g_01603	Praf.g_01006
OG0000286	Syah.g_01621	Praf.g_01393
OG0000287	Syah.g_01649	Praf.g_01073
OG0000288	Syah.g_01681	Praf.g_01338
OG0000289	Syah.g_01695	Praf.g_01325
OG0000290	Syah.g_02033	Praf.g_01277
OG0000291	Syah.g_02031	Praf.g_01275
OG0000292	Syah.g_00380	Praf.g_02776
OG0000293	Syah.g_02173	Praf.g_00826
OG0000294	Syah.g_02172	Praf.g_00827
OG0000295	Syah.g_02131	Praf.g_00879
OG0000296	Syah.g_02129	Praf.g_00881
OG0000297	Syah.g_01427	Praf.g_00917
OG0000298	Syah.g_01426	Praf.g_00918
OG0000299	Syah.g_01404	Praf.g_00908
OG0000300	Syah.g_01397	Praf.g_00902
OG0000301	Syah.g_01396	Praf.g_00901
OG0000302	Syah.g_01395	Praf.g_00898
OG0000303	Syah.g_01387	Praf.g_00888
OG0000304	Syah.g_01382	Praf.g_00938
OG0000305	Syah.g_02028	Praf.g_01271
OG0000306	Syah.g_02116	Praf.g_01635
OG0000307	Syah.g_00978	Praf.g_00575
OG0000308	Syah.g_00976	Praf.g_00573
OG0000309	Syah.g_00971	Praf.g_00569
OG0000310	Syah.g_01321	Praf.g_01772
OG0000311	Syah.g_01317	Praf.g_01778, Praf.g_01776
OG0000312	Syah.g_01304	Praf.g_01782
OG0000313	Syah.g_01285	Praf.g_01802
OG0000314	Syah.g_01259	Praf.g_01837
OG0000315	Syah.g_01248	Praf.g_01848
OG0000316	Syah.g_02333	Praf.g_00526
OG0000317	Syah.g_02380	Praf.g_00485
OG0000318	Syah.g_02385	Praf.g_00479
OG0000319	Syah.g_02405	Praf.g_00464
OG0000320	Syah.g_02407	Praf.g_00462
OG0000321	Syah.g_02408	Praf.g_00461
OG0000322	Syah.g_02409	Praf.g_00460
OG0000323	Syah.g_02425	Praf.g_00449
OG0000324	Syah.g_02278	Praf.g_00419
OG0000325	Syah.g_00689	Praf.g_02200
OG0000326	Syah.g_00696	Praf.g_02193
OG0000327	Syah.g_00742	Praf.g_02162
OG0000328	Syah.g_00743	Praf.g_02161
OG0000329	Syah.g_00760	Praf.g_02144
OG0000330	Syah.g_00761	Praf.g_02143
OG0000331	Syah.g_00762	Praf.g_02142
OG0000332	Syah.g_00776	Praf.g_02127
OG0000333	Syah.g_00779	Praf.g_02125
OG0000334	Syah.g_00789	Praf.g_02112
OG0000335	Syah.g_00794	Praf.g_02107
OG0000336	Syah.g_00798	Praf.g_02103
OG0000337	Syah.g_00178	Praf.g_02372
OG0000338	Syah.g_00181	Praf.g_02375
OG0000339	Syah.g_00188	Praf.g_02386
OG0000340	Syah.g_00206	Praf.g_02396
OG0000341	Syah.g_00208	Praf.g_02398
OG0000342	Syah.g_00209	Praf.g_02399
OG0000343	Syah.g_00231	Praf.g_00196
OG0000344	Syah.g_00235	Praf.g_00193
OG0000345	Syah.g_00246	Praf.g_00182
OG0000346	Syah.g_00251	Praf.g_00177
OG0000347	Syah.g_00275	Praf.g_00152
OG0000348	Syah.g_00301	Praf.g_00081
OG0000349	Syah.g_00320	Praf.g_00054
OG0000350	Syah.g_00703	Praf.g_02699
OG0000351	Syah.g_00399	Praf.g_02757
OG0000352	Syah.g_00398	Praf.g_02758
OG0000353	Syah.g_00374	Praf.g_02782
OG0000354	Syah.g_01038	Praf.g_00637
OG0000354	Syah.g_00561	Praf.g_00019
OG0000355	Syah.g_00372	Praf.g_00001
OG0000356	Syah.g_00371	Praf.g_00002
OG0000357	Syah.g_00370	Praf.g_00003
OG0000358	Syah.g_00366	Praf.g_00007
OG0000359	Syah.g_00364	Praf.g_00009
OG0000360	Syah.g_00363	Praf.g_00010
OG0000361	Syah.g_00362	Praf.g_00011
OG0000362	Syah.g_00360	Praf.g_00013
OG0000363	Syah.g_00358	Praf.g_00015
OG0000364	Syah.g_00357	Praf.g_00016
OG0000365	Syah.g_00351	Praf.g_00025
OG0000366	Syah.g_00350	Praf.g_00026
OG0000367	Syah.g_00349	Praf.g_00027
OG0000368	Syah.g_00347	Praf.g_00029
OG0000369	Syah.g_00346	Praf.g_00030
OG0000370	Syah.g_00345	Praf.g_00031
OG0000371	Syah.g_00338	Praf.g_00040
OG0000372	Syah.g_00333	Praf.g_00045
OG0000373	Syah.g_00332	Praf.g_00046
OG0000374	Syah.g_00331	Praf.g_00047
OG0000375	Syah.g_00329	Praf.g_00050
OG0000376	Syah.g_00327	Praf.g_00052
OG0000377	Syah.g_00517	Praf.g_02618
OG0000378	Syah.g_00526	Praf.g_02605
OG0000379	Syah.g_00529	Praf.g_02601
OG0000380	Syah.g_02481	Praf.g_00325
OG0000381	Syah.g_02484	Praf.g_00320
OG0000382	Syah.g_02500	Praf.g_00304
OG0000383	Syah.g_02502	Praf.g_00302
OG0000384	Syah.g_02503	Praf.g_00301
OG0000385	Syah.g_02504	Praf.g_00300
OG0000386	Syah.g_02505	Praf.g_00299
OG0000387	Syah.g_02530	Praf.g_00253
OG0000388	Syah.g_02533	Praf.g_00249
OG0000389	Syah.g_02536	Praf.g_00245
OG0000390	Syah.g_00002	Praf.g_00224
OG0000391	Syah.g_00007	Praf.g_00219
OG0000392	Syah.g_00012	Praf.g_00214
OG0000393	Syah.g_00014	Praf.g_00209
OG0000394	Syah.g_00015	Praf.g_00208
OG0000395	Syah.g_00016	Praf.g_00207
OG0000396	Syah.g_00019	Praf.g_02403
OG0000397	Syah.g_00021	Praf.g_02405
OG0000398	Syah.g_00027	Praf.g_02410
OG0000399	Syah.g_00028	Praf.g_02411
OG0000400	Syah.g_00029	Praf.g_02412
OG0000401	Syah.g_00030	Praf.g_02413
OG0000402	Syah.g_00033	Praf.g_02415
OG0000403	Syah.g_00034	Praf.g_02416
OG0000404	Syah.g_00036	Praf.g_02418
OG0000405	Syah.g_00050	Praf.g_02430
OG0000406	Syah.g_00054	Praf.g_02434
OG0000407	Syah.g_00055	Praf.g_02435
OG0000408	Syah.g_00057	Praf.g_02437
OG0000409	Syah.g_00059	Praf.g_02439
OG0000410	Syah.g_00060	Praf.g_02440
OG0000411	Syah.g_00061	Praf.g_02441
OG0000412	Syah.g_00062	Praf.g_02442
OG0000413	Syah.g_00064	Praf.g_02444
OG0000414	Syah.g_00065	Praf.g_02445
OG0000415	Syah.g_00066	Praf.g_02446
OG0000416	Syah.g_00067	Praf.g_02447
OG0000417	Syah.g_00068	Praf.g_02448
OG0000418	Syah.g_00073	Praf.g_02453
OG0000419	Syah.g_00075	Praf.g_02455
OG0000420	Syah.g_00077	Praf.g_02456
OG0000421	Syah.g_00082	Praf.g_02470
OG0000422	Syah.g_00083	Praf.g_02471
OG0000423	Syah.g_00084	Praf.g_02472
OG0000424	Syah.g_00085	Praf.g_02473
OG0000425	Syah.g_00086	Praf.g_02474
OG0000426	Syah.g_00087	Praf.g_02475
OG0000427	Syah.g_00088	Praf.g_02476
OG0000428	Syah.g_00620	Praf.g_01486
OG0000429	Syah.g_00618	Praf.g_02489
OG0000430	Syah.g_00617	Praf.g_02491
OG0000431	Syah.g_00613	Praf.g_02495
OG0000432	Syah.g_00607	Praf.g_02502
OG0000433	Syah.g_00605	Praf.g_02505
OG0000434	Syah.g_00604	Praf.g_02506
OG0000435	Syah.g_00602	Praf.g_02509
OG0000436	Syah.g_00597	Praf.g_02515
OG0000437	Syah.g_00596	Praf.g_02516
OG0000438	Syah.g_00595	Praf.g_02517
OG0000439	Syah.g_00593	Praf.g_02519
OG0000440	Syah.g_00592	Praf.g_02520
OG0000441	Syah.g_00585	Praf.g_02524
OG0000442	Syah.g_00580	Praf.g_02525
OG0000443	Syah.g_00579	Praf.g_02531
OG0000444	Syah.g_00573	Praf.g_02575
OG0000445	Syah.g_00572	Praf.g_02574
OG0000446	Syah.g_00570	Praf.g_02572
OG0000447	Syah.g_00567	Praf.g_02568
OG0000448	Syah.g_00566	Praf.g_02567
OG0000449	Syah.g_00565	Praf.g_02566
OG0000450	Syah.g_00547	Praf.g_02560
OG0000451	Syah.g_00546	Praf.g_02559
OG0000452	Syah.g_00542	Praf.g_02555
OG0000453	Syah.g_00541	Praf.g_02554
OG0000454	Syah.g_00540	Praf.g_02553
OG0000455	Syah.g_00539	Praf.g_02552
OG0000456	Syah.g_00538	Praf.g_02551
OG0000457	Syah.g_00536	Praf.g_02549
OG0000458	Syah.g_00535	Praf.g_02548
OG0000459	Syah.g_00534	Praf.g_02547
OG0000460	Syah.g_00906	Praf.g_00379
OG0000461	Syah.g_00678	Praf.g_02203
OG0000462	Syah.g_00675	Praf.g_02207
OG0000463	Syah.g_00674	Praf.g_02208
OG0000464	Syah.g_00673	Praf.g_02209
OG0000465	Syah.g_00672	Praf.g_02210
OG0000466	Syah.g_00668	Praf.g_02215
OG0000467	Syah.g_00666	Praf.g_02217
OG0000468	Syah.g_00661	Praf.g_02242
OG0000469	Syah.g_00647	Praf.g_02255
OG0000470	Syah.g_00645	Praf.g_02259
OG0000471	Syah.g_00644	Praf.g_02260
OG0000472	Syah.g_00642	Praf.g_02262
OG0000473	Syah.g_00640	Praf.g_02264
OG0000474	Syah.g_00639	Praf.g_02265
OG0000475	Syah.g_00638	Praf.g_02266
OG0000476	Syah.g_00636	Praf.g_02268
OG0000477	Syah.g_00630	Praf.g_02273
OG0000478	Syah.g_00629	Praf.g_02274
OG0000479	Syah.g_00628	Praf.g_02275
OG0000480	Syah.g_00089	Praf.g_02282
OG0000481	Syah.g_00091	Praf.g_02284
OG0000482	Syah.g_00092	Praf.g_02285
OG0000483	Syah.g_00096	Praf.g_02289
OG0000484	Syah.g_00097	Praf.g_02290
OG0000485	Syah.g_00098	Praf.g_02291
OG0000486	Syah.g_00099	Praf.g_02292
OG0000487	Syah.g_00106	Praf.g_02297
OG0000488	Syah.g_00110	Praf.g_02301
OG0000489	Syah.g_00121	Praf.g_02315
OG0000490	Syah.g_00129	Praf.g_02321
OG0000491	Syah.g_00130	Praf.g_02322
OG0000492	Syah.g_00132	Praf.g_02324
OG0000493	Syah.g_00133	Praf.g_02325
OG0000494	Syah.g_00134	Praf.g_02326
OG0000495	Syah.g_00135	Praf.g_02327
OG0000496	Syah.g_00136	Praf.g_02328
OG0000497	Syah.g_00137	Praf.g_02329
OG0000498	Syah.g_00138	Praf.g_02330
OG0000499	Syah.g_00139	Praf.g_02331
OG0000500	Syah.g_00140	Praf.g_02332
OG0000501	Syah.g_00143	Praf.g_02335
OG0000502	Syah.g_00155	Praf.g_02349
OG0000503	Syah.g_00858	Praf.g_02054
OG0000504	Syah.g_00860	Praf.g_02052
OG0000505	Syah.g_00861	Praf.g_02051
OG0000506	Syah.g_00863	Praf.g_02049
OG0000507	Syah.g_00869	Praf.g_02045
OG0000508	Syah.g_00873	Praf.g_02031
OG0000509	Syah.g_00875	Praf.g_02029
OG0000510	Syah.g_00876	Praf.g_02028
OG0000511	Syah.g_00877	Praf.g_02027
OG0000512	Syah.g_00879	Praf.g_02025
OG0000513	Syah.g_00892	Praf.g_02011
OG0000514	Syah.g_00899	Praf.g_02002
OG0000515	Syah.g_00900	Praf.g_02001
OG0000516	Syah.g_02231	Praf.g_01999
OG0000517	Syah.g_02237	Praf.g_01990
OG0000518	Syah.g_02221	Praf.g_01978
OG0000519	Syah.g_02220	Praf.g_01977
OG0000520	Syah.g_02219	Praf.g_01972
OG0000521	Syah.g_01202	Praf.g_01959
OG0000522	Syah.g_01204	Praf.g_01957
OG0000523	Syah.g_01205	Praf.g_01956
OG0000524	Syah.g_01207	Praf.g_01942
OG0000525	Syah.g_01212	Praf.g_01915
OG0000526	Syah.g_01215	Praf.g_01913
OG0000527	Syah.g_01219	Praf.g_01909
OG0000528	Syah.g_00991	Praf.g_00589
OG0000529	Syah.g_00998	Praf.g_00596
OG0000530	Syah.g_01001	Praf.g_00599
OG0000531	Syah.g_01002	Praf.g_00600
OG0000532	Syah.g_01005	Praf.g_00603
OG0000533	Syah.g_01006	Praf.g_00605
OG0000534	Syah.g_01007	Praf.g_00606
OG0000535	Syah.g_01008	Praf.g_00607
OG0000536	Syah.g_01009	Praf.g_00608
OG0000537	Syah.g_01010	Praf.g_00609
OG0000538	Syah.g_01021	Praf.g_00619
OG0000539	Syah.g_01022	Praf.g_00621
OG0000540	Syah.g_01023	Praf.g_00622
OG0000541	Syah.g_01024	Praf.g_00623
OG0000542	Syah.g_01027	Praf.g_00626
OG0000543	Syah.g_01029	Praf.g_00628
OG0000545	Syah.g_01031	Praf.g_00630
OG0000546	Syah.g_01033	Praf.g_00632
OG0000547	Syah.g_01035	Praf.g_00634
OG0000548	Syah.g_01036	Praf.g_00635
OG0000549	Syah.g_01042	Praf.g_00641
OG0000550	Syah.g_01046	Praf.g_00646
OG0000551	Syah.g_01051	Praf.g_00650
OG0000552	Syah.g_01052	Praf.g_00651
OG0000553	Syah.g_01054	Praf.g_00656
OG0000554	Syah.g_01065	Praf.g_00661
OG0000555	Syah.g_01078	Praf.g_00677
OG0000556	Syah.g_01084	Praf.g_00683
OG0000557	Syah.g_01086	Praf.g_00684
OG0000558	Syah.g_01088	Praf.g_00687
OG0000559	Syah.g_01093	Praf.g_00691
OG0000560	Syah.g_01096	Praf.g_00694
OG0000561	Syah.g_01097	Praf.g_00695
OG0000562	Syah.g_01098	Praf.g_00696
OG0000563	Syah.g_01099	Praf.g_00697
OG0000564	Syah.g_01100	Praf.g_00698
OG0000565	Syah.g_01104	Praf.g_00701
OG0000566	Syah.g_01108	Praf.g_00705
OG0000567	Syah.g_01112	Praf.g_00709
OG0000568	Syah.g_01116	Praf.g_00711
OG0000569	Syah.g_01117	Praf.g_00712
OG0000570	Syah.g_01118	Praf.g_00713
OG0000571	Syah.g_01122	Praf.g_00716
OG0000572	Syah.g_01137	Praf.g_00733
OG0000573	Syah.g_01146	Praf.g_00740
OG0000574	Syah.g_01147	Praf.g_00741
OG0000575	Syah.g_01151	Praf.g_00751
OG0000576	Syah.g_01153	Praf.g_00753
OG0000577	Syah.g_01154	Praf.g_00754
OG0000578	Syah.g_01155	Praf.g_00755
OG0000579	Syah.g_01156	Praf.g_00756
OG0000580	Syah.g_01157	Praf.g_00757
OG0000581	Syah.g_01163	Praf.g_00761
OG0000582	Syah.g_01979	Praf.g_00765
OG0000583	Syah.g_01978	Praf.g_00766
OG0000584	Syah.g_01977	Praf.g_00767
