Orthogroup	Syah	Prbd
OG0000094	Syah.g_01692	Prbd.g_00321
OG0000095	Syah.g_02030	Prbd.g_00340
OG0000097	Syah.g_01400	Prbd.g_00509
OG0000098	Syah.g_00723	Prbd.g_01782
OG0000099	Syah.g_00144	Prbd.g_01734
OG0000100	Syah.g_01747	Prbd.g_01614
OG0000101	Syah.g_00785	Prbd.g_01391
OG0000102	Syah.g_00255	Prbd.g_01330
OG0000103	Syah.g_00391	Prbd.g_01250
OG0000104	Syah.g_00377	Prbd.g_01241
OG0000105	Syah.g_00632	Prbd.g_00965
OG0000106	Syah.g_01544	Prbd.g_00868
OG0000107	Syah.g_00688	Prbd.g_00852
OG0000108	Syah.g_00997	Prbd.g_00762
OG0000109	Syah.g_01012	Prbd.g_00748
OG0000110	Syah.g_01124	Prbd.g_00668
OG0000111	Syah.g_02021	Prbd.g_00545
OG0000112	Syah.g_01613	Prbd.g_00066
OG0000113	Syah.g_01752	Prbd.g_00124
OG0000114	Syah.g_01529	Prbd.g_00206
OG0000115	Syah.g_01269	Prbd.g_00401
OG0000116	Syah.g_02175	Prbd.g_00458
OG0000117	Syah.g_01425	Prbd.g_01895
OG0000118	Syah.g_01173	Prbd.g_01789
OG0000120	Syah.g_00145	Prbd.g_01737
OG0000121	Syah.g_01287	Prbd.g_01687
OG0000122	Syah.g_01900	Prbd.g_01649
OG0000123	Syah.g_00793	Prbd.g_01384
OG0000124	Syah.g_00272	Prbd.g_01318
OG0000125	Syah.g_00504	Prbd.g_01281
OG0000126	Syah.g_00379	Prbd.g_01242
OG0000128	Syah.g_00361	Prbd.g_01226
OG0000129	Syah.g_00516	Prbd.g_01194
OG0000130	Syah.g_02483	Prbd.g_01175
OG0000131	Syah.g_00052	Prbd.g_01095
OG0000132	Syah.g_00072	Prbd.g_01076
OG0000133	Syah.g_01618	Prbd.g_00917
OG0000134	Syah.g_00891	Prbd.g_00882
OG0000135	Syah.g_00465	Prbd.g_00855
OG0000136	Syah.g_02227	Prbd.g_01722, Prbd.g_00801
OG0000137	Syah.g_01221	Prbd.g_00767
OG0000138	Syah.g_01013	Prbd.g_00747
OG0000139	Syah.g_01070	Prbd.g_00705
OG0000140	Syah.g_01071	Prbd.g_00704
OG0000141	Syah.g_01981	Prbd.g_00637
OG0000142	Syah.g_01935	Prbd.g_00609
OG0000143	Syah.g_01931	Prbd.g_00605
OG0000144	Syah.g_01824	Prbd.g_00592
OG0000145	Syah.g_01019	Prbd.g_00062
OG0000146	Syah.g_01612	Prbd.g_00067
OG0000147	Syah.g_01611	Prbd.g_00068
OG0000148	Syah.g_01758	Prbd.g_00118
OG0000149	Syah.g_02096	Prbd.g_00149
OG0000150	Syah.g_01980	Prbd.g_00157
OG0000151	Syah.g_01820	Prbd.g_00216
OG0000152	Syah.g_01622	Prbd.g_00264
OG0000153	Syah.g_01656	Prbd.g_00283
OG0000154	Syah.g_01682	Prbd.g_00314
OG0000155	Syah.g_02123	Prbd.g_00488
OG0000156	Syah.g_02185	Prbd.g_01812
OG0000157	Syah.g_02186	Prbd.g_01811
OG0000158	Syah.g_00204	Prbd.g_01736
OG0000160	Syah.g_01289	Prbd.g_01688
OG0000161	Syah.g_01282	Prbd.g_01682
OG0000162	Syah.g_01276	Prbd.g_01676
OG0000163	Syah.g_02315	Prbd.g_01642
OG0000164	Syah.g_02423	Prbd.g_01501
OG0000165	Syah.g_02251	Prbd.g_01494
OG0000166	Syah.g_00747	Prbd.g_01427
OG0000167	Syah.g_00183	Prbd.g_01361
OG0000168	Syah.g_00205	Prbd.g_01351
OG0000169	Syah.g_00237	Prbd.g_01341
OG0000170	Syah.g_00245	Prbd.g_01339
OG0000171	Syah.g_00271	Prbd.g_01319
OG0000172	Syah.g_00293	Prbd.g_01310
OG0000173	Syah.g_00313	Prbd.g_01295
OG0000174	Syah.g_00461	Prbd.g_01268
OG0000175	Syah.g_00402	Prbd.g_01258
OG0000176	Syah.g_00369	Prbd.g_01233
OG0000177	Syah.g_00368	Prbd.g_01232
OG0000178	Syah.g_00367	Prbd.g_01231
OG0000179	Syah.g_00355	Prbd.g_01221
OG0000180	Syah.g_00354	Prbd.g_01220
OG0000181	Syah.g_00353	Prbd.g_01219
OG0000182	Syah.g_00352	Prbd.g_01218
OG0000183	Syah.g_00348	Prbd.g_01214
OG0000184	Syah.g_00525	Prbd.g_01191
OG0000185	Syah.g_00528	Prbd.g_01188
OG0000186	Syah.g_02479	Prbd.g_01180
OG0000187	Syah.g_02480	Prbd.g_01179
OG0000188	Syah.g_02501	Prbd.g_01162
OG0000189	Syah.g_02526	Prbd.g_01148
OG0000190	Syah.g_02528	Prbd.g_01147
OG0000191	Syah.g_00008	Prbd.g_01126
OG0000192	Syah.g_00013	Prbd.g_01122
OG0000193	Syah.g_00053	Prbd.g_01094
OG0000194	Syah.g_00056	Prbd.g_01091
OG0000195	Syah.g_00058	Prbd.g_01089
OG0000196	Syah.g_00069	Prbd.g_01079
OG0000197	Syah.g_00070	Prbd.g_01078
OG0000198	Syah.g_00071	Prbd.g_01077
OG0000199	Syah.g_00079	Prbd.g_01070
OG0000200	Syah.g_00616	Prbd.g_01056
OG0000201	Syah.g_00601	Prbd.g_01048
OG0000202	Syah.g_00600	Prbd.g_01047
OG0000203	Syah.g_00599	Prbd.g_01046
OG0000204	Syah.g_00598	Prbd.g_01045
OG0000205	Syah.g_00591	Prbd.g_01038
OG0000206	Syah.g_00578	Prbd.g_01033
OG0000207	Syah.g_00575	Prbd.g_01031
OG0000208	Syah.g_00574	Prbd.g_01030
OG0000209	Syah.g_00544	Prbd.g_01021
OG0000210	Syah.g_00543	Prbd.g_01020
OG0000211	Syah.g_00904	Prbd.g_01006
OG0000212	Syah.g_00913	Prbd.g_00999
OG0000213	Syah.g_00657	Prbd.g_00982
OG0000214	Syah.g_00641	Prbd.g_00972
OG0000215	Syah.g_00101	Prbd.g_00947
OG0000216	Syah.g_00105	Prbd.g_00945
OG0000217	Syah.g_00109	Prbd.g_00942
OG0000218	Syah.g_00111	Prbd.g_00940
OG0000219	Syah.g_00112	Prbd.g_00939
OG0000220	Syah.g_00113	Prbd.g_00938
OG0000221	Syah.g_00120	Prbd.g_00937
OG0000222	Syah.g_00131	Prbd.g_00929
OG0000223	Syah.g_00153	Prbd.g_00916
OG0000224	Syah.g_00162	Prbd.g_00914
OG0000225	Syah.g_00874	Prbd.g_00893
OG0000226	Syah.g_00878	Prbd.g_00889
OG0000227	Syah.g_00880	Prbd.g_00887
OG0000228	Syah.g_00887	Prbd.g_00884
OG0000229	Syah.g_02236	Prbd.g_00806
OG0000230	Syah.g_02234	Prbd.g_00804
OG0000231	Syah.g_02218	Prbd.g_00793
OG0000232	Syah.g_01206	Prbd.g_00784
OG0000233	Syah.g_01210	Prbd.g_00779
OG0000234	Syah.g_01222	Prbd.g_00766
OG0000235	Syah.g_00996	Prbd.g_00763
OG0000236	Syah.g_01011	Prbd.g_00749
OG0000237	Syah.g_01028	Prbd.g_00736
OG0000238	Syah.g_01032	Prbd.g_00730
OG0000239	Syah.g_01048	Prbd.g_00717
OG0000240	Syah.g_01049	Prbd.g_00716
OG0000241	Syah.g_01944	Prbd.g_00712
OG0000242	Syah.g_01062	Prbd.g_00710
OG0000243	Syah.g_01079	Prbd.g_00699
OG0000244	Syah.g_01087	Prbd.g_00696
OG0000245	Syah.g_01090	Prbd.g_00694
OG0000246	Syah.g_01094	Prbd.g_00690
OG0000247	Syah.g_01106	Prbd.g_00680
OG0000248	Syah.g_01109	Prbd.g_00678
OG0000249	Syah.g_01111	Prbd.g_00676
OG0000250	Syah.g_01120	Prbd.g_00671
OG0000251	Syah.g_01145	Prbd.g_00653
OG0000252	Syah.g_01148	Prbd.g_00650
OG0000253	Syah.g_01149	Prbd.g_00649
OG0000254	Syah.g_01976	Prbd.g_00633
OG0000255	Syah.g_01968	Prbd.g_00627
OG0000256	Syah.g_01952	Prbd.g_00617
OG0000257	Syah.g_01945	Prbd.g_00614
OG0000258	Syah.g_01926	Prbd.g_00601
OG0000259	Syah.g_01494	Prbd.g_00584
OG0000260	Syah.g_01497	Prbd.g_00581
OG0000261	Syah.g_01500	Prbd.g_00579
OG0000262	Syah.g_01505	Prbd.g_00575
OG0000263	Syah.g_01410	Prbd.g_00563
OG0000264	Syah.g_02000	Prbd.g_00553
OG0000265	Syah.g_02252	Prbd.g_00007
OG0000266	Syah.g_01714	Prbd.g_00017
OG0000267	Syah.g_01574	Prbd.g_00028
OG0000268	Syah.g_01575	Prbd.g_00029
OG0000269	Syah.g_01784	Prbd.g_00097
OG0000270	Syah.g_01781	Prbd.g_00100
OG0000271	Syah.g_01773	Prbd.g_00108
OG0000272	Syah.g_01772	Prbd.g_00109
OG0000273	Syah.g_02075	Prbd.g_00132
OG0000274	Syah.g_02076	Prbd.g_00133
OG0000275	Syah.g_02081	Prbd.g_00136
OG0000276	Syah.g_02088	Prbd.g_00141
OG0000277	Syah.g_02089	Prbd.g_00142
OG0000278	Syah.g_02092	Prbd.g_00145
OG0000279	Syah.g_02100	Prbd.g_00152
OG0000280	Syah.g_02112	Prbd.g_00153
OG0000281	Syah.g_00722	Prbd.g_00158
OG0000282	Syah.g_01531	Prbd.g_00208
OG0000283	Syah.g_01585	Prbd.g_00241
OG0000284	Syah.g_01591	Prbd.g_00246
OG0000285	Syah.g_01603	Prbd.g_00251
OG0000286	Syah.g_01621	Prbd.g_00263
OG0000287	Syah.g_01231, Syah.g_01649	Prbd.g_00280
OG0000288	Syah.g_01681	Prbd.g_00313
OG0000289	Syah.g_01695	Prbd.g_00324
OG0000290	Syah.g_02033	Prbd.g_00337
OG0000291	Syah.g_02031	Prbd.g_00339
OG0000292	Syah.g_00380	Prbd.g_00389
OG0000293	Syah.g_02173	Prbd.g_00459
OG0000294	Syah.g_02172	Prbd.g_00460
OG0000295	Syah.g_02131	Prbd.g_00480
OG0000296	Syah.g_02129	Prbd.g_00482
OG0000297	Syah.g_01427	Prbd.g_00490
OG0000298	Syah.g_01426	Prbd.g_00491
OG0000299	Syah.g_01404	Prbd.g_00508
OG0000300	Syah.g_01397	Prbd.g_00511
OG0000301	Syah.g_01396	Prbd.g_00512
OG0000302	Syah.g_01395	Prbd.g_00514
OG0000303	Syah.g_01387	Prbd.g_00521
OG0000304	Syah.g_01382	Prbd.g_00525
OG0000305	Syah.g_02028	Prbd.g_01772
OG0000306	Syah.g_02116	Prbd.g_01769
OG0000307	Syah.g_00978	Prbd.g_01755
OG0000308	Syah.g_00976	Prbd.g_01754
OG0000309	Syah.g_00971	Prbd.g_01750
OG0000310	Syah.g_01321	Prbd.g_01704
OG0000311	Syah.g_01317	Prbd.g_01702
OG0000312	Syah.g_01304	Prbd.g_01699
OG0000313	Syah.g_01285	Prbd.g_01685
OG0000314	Syah.g_01259	Prbd.g_01662
OG0000315	Syah.g_01248	Prbd.g_01652
OG0000316	Syah.g_02333	Prbd.g_01632
OG0000317	Syah.g_02380	Prbd.g_01527
OG0000318	Syah.g_02385	Prbd.g_01524
OG0000319	Syah.g_02405	Prbd.g_01511
OG0000320	Syah.g_02407	Prbd.g_01509
OG0000321	Syah.g_02408	Prbd.g_01508
OG0000322	Syah.g_02409	Prbd.g_01507
OG0000323	Syah.g_02425	Prbd.g_01498
OG0000324	Syah.g_02278	Prbd.g_01471
OG0000325	Syah.g_00689	Prbd.g_01462
OG0000326	Syah.g_00696	Prbd.g_01456
OG0000327	Syah.g_00742	Prbd.g_01432
OG0000328	Syah.g_00743	Prbd.g_01431
OG0000329	Syah.g_00760	Prbd.g_01414
OG0000330	Syah.g_00761	Prbd.g_01413
OG0000331	Syah.g_00762	Prbd.g_01412
OG0000332	Syah.g_00776	Prbd.g_01398
OG0000333	Syah.g_00779	Prbd.g_01396
OG0000334	Syah.g_00789	Prbd.g_01388
OG0000335	Syah.g_00794	Prbd.g_01383
OG0000336	Syah.g_00798	Prbd.g_01379
OG0000337	Syah.g_00178	Prbd.g_01363
OG0000338	Syah.g_00181	Prbd.g_01362
OG0000339	Syah.g_00188	Prbd.g_01358
OG0000340	Syah.g_00206	Prbd.g_01350
OG0000341	Syah.g_00208	Prbd.g_01348
OG0000342	Syah.g_00209	Prbd.g_01347
OG0000343	Syah.g_00231	Prbd.g_01346
OG0000344	Syah.g_00235	Prbd.g_01343
OG0000345	Syah.g_00246	Prbd.g_01338
OG0000346	Syah.g_00251	Prbd.g_01334
OG0000347	Syah.g_00275	Prbd.g_01317
OG0000348	Syah.g_00301	Prbd.g_01307
OG0000349	Syah.g_00320	Prbd.g_01290
OG0000350	Syah.g_00703	Prbd.g_01272
OG0000351	Syah.g_00399	Prbd.g_01255
OG0000352	Syah.g_00398	Prbd.g_01254
OG0000353	Syah.g_00374	Prbd.g_01238
OG0000355	Syah.g_00372	Prbd.g_01236
OG0000356	Syah.g_00371	Prbd.g_01235
OG0000357	Syah.g_00370	Prbd.g_01234
OG0000358	Syah.g_00366	Prbd.g_01230
OG0000359	Syah.g_00364	Prbd.g_01229
OG0000360	Syah.g_00363	Prbd.g_01228
OG0000361	Syah.g_00362	Prbd.g_01227
OG0000362	Syah.g_00360	Prbd.g_01225
OG0000363	Syah.g_00358	Prbd.g_01223
OG0000364	Syah.g_00357	Prbd.g_01222
OG0000365	Syah.g_00351	Prbd.g_01217
OG0000366	Syah.g_00350	Prbd.g_01216
OG0000367	Syah.g_00349	Prbd.g_01215
OG0000368	Syah.g_00347	Prbd.g_01213
OG0000369	Syah.g_00346	Prbd.g_01212
OG0000370	Syah.g_00345	Prbd.g_01211
OG0000371	Syah.g_00338	Prbd.g_01205
OG0000372	Syah.g_00333	Prbd.g_01202
OG0000373	Syah.g_00332	Prbd.g_01201
OG0000374	Syah.g_00331	Prbd.g_01200
OG0000375	Syah.g_00329	Prbd.g_01198
OG0000376	Syah.g_00327	Prbd.g_01196
OG0000377	Syah.g_00517	Prbd.g_01192
OG0000378	Syah.g_00526	Prbd.g_01190
OG0000379	Syah.g_00529	Prbd.g_01187
OG0000380	Syah.g_02481	Prbd.g_01178
OG0000381	Syah.g_02484	Prbd.g_01174
OG0000382	Syah.g_02500	Prbd.g_01163
OG0000383	Syah.g_02502	Prbd.g_01161
OG0000384	Syah.g_02503	Prbd.g_01160
OG0000385	Syah.g_02504	Prbd.g_01159
OG0000386	Syah.g_02505	Prbd.g_01158
OG0000387	Syah.g_02530	Prbd.g_01145
OG0000388	Syah.g_02533	Prbd.g_01142
OG0000389	Syah.g_02536	Prbd.g_01138
OG0000390	Syah.g_00002	Prbd.g_01131
OG0000391	Syah.g_00007	Prbd.g_01127
OG0000392	Syah.g_00012	Prbd.g_01123
OG0000393	Syah.g_00014	Prbd.g_01121
OG0000394	Syah.g_00015	Prbd.g_01120
OG0000395	Syah.g_00016	Prbd.g_01119
OG0000396	Syah.g_00019	Prbd.g_01116
OG0000397	Syah.g_00021	Prbd.g_01114
OG0000398	Syah.g_00027	Prbd.g_01112
OG0000399	Syah.g_00028	Prbd.g_01111
OG0000400	Syah.g_00029	Prbd.g_01110
OG0000401	Syah.g_00030	Prbd.g_01109
OG0000402	Syah.g_00033	Prbd.g_01107
OG0000403	Syah.g_00034	Prbd.g_01106
OG0000404	Syah.g_00036	Prbd.g_01105
OG0000405	Syah.g_00050	Prbd.g_01100
OG0000406	Syah.g_00054	Prbd.g_01093
OG0000407	Syah.g_00055	Prbd.g_01092
OG0000408	Syah.g_00057	Prbd.g_01090
OG0000409	Syah.g_00059	Prbd.g_01088
OG0000410	Syah.g_00060	Prbd.g_01087
OG0000411	Syah.g_00061	Prbd.g_01086
OG0000412	Syah.g_00062	Prbd.g_01085
OG0000413	Syah.g_00064	Prbd.g_01084
OG0000414	Syah.g_00065	Prbd.g_01083
OG0000415	Syah.g_00066	Prbd.g_01082
OG0000416	Syah.g_00067	Prbd.g_01081
OG0000417	Syah.g_00068	Prbd.g_01080
OG0000418	Syah.g_00073	Prbd.g_01075
OG0000419	Syah.g_00075	Prbd.g_01073
OG0000420	Syah.g_00077	Prbd.g_01072
OG0000421	Syah.g_00082	Prbd.g_01067
OG0000422	Syah.g_00083	Prbd.g_01066
OG0000423	Syah.g_00084	Prbd.g_01065
OG0000424	Syah.g_00085	Prbd.g_01064
OG0000425	Syah.g_00086	Prbd.g_01063
OG0000426	Syah.g_00087	Prbd.g_01062
OG0000427	Syah.g_00088	Prbd.g_01061
OG0000428	Syah.g_00620	Prbd.g_01059
OG0000429	Syah.g_00618	Prbd.g_01058
OG0000430	Syah.g_00617	Prbd.g_01057
OG0000431	Syah.g_00613	Prbd.g_01055
OG0000432	Syah.g_00607	Prbd.g_01052
OG0000433	Syah.g_00605	Prbd.g_01051
OG0000434	Syah.g_00604	Prbd.g_01050
OG0000435	Syah.g_00602	Prbd.g_01049
OG0000436	Syah.g_00597	Prbd.g_01044
OG0000437	Syah.g_00596	Prbd.g_01043
OG0000438	Syah.g_00595	Prbd.g_01042
OG0000439	Syah.g_00593	Prbd.g_01040
OG0000440	Syah.g_00592	Prbd.g_01039
OG0000441	Syah.g_00585	Prbd.g_01036
OG0000442	Syah.g_00580	Prbd.g_01035
OG0000443	Syah.g_00579	Prbd.g_01034
OG0000444	Syah.g_00573	Prbd.g_01029
OG0000445	Syah.g_00572	Prbd.g_01028
OG0000446	Syah.g_00570	Prbd.g_01027
OG0000447	Syah.g_00567	Prbd.g_01026
OG0000448	Syah.g_00566	Prbd.g_01025
OG0000449	Syah.g_00565	Prbd.g_01024
OG0000450	Syah.g_00547	Prbd.g_01023
OG0000451	Syah.g_00546	Prbd.g_01022
OG0000452	Syah.g_00542	Prbd.g_01019
OG0000453	Syah.g_00541	Prbd.g_01018
OG0000454	Syah.g_00540	Prbd.g_01017
OG0000455	Syah.g_00539	Prbd.g_01016
OG0000456	Syah.g_00538	Prbd.g_01015
OG0000457	Syah.g_00536	Prbd.g_01013
OG0000458	Syah.g_00535	Prbd.g_01012
OG0000459	Syah.g_00534	Prbd.g_01011
OG0000460	Syah.g_00906	Prbd.g_01004
OG0000461	Syah.g_00678	Prbd.g_00997
OG0000462	Syah.g_00675	Prbd.g_00995
OG0000463	Syah.g_00674	Prbd.g_00994
OG0000464	Syah.g_00673	Prbd.g_00993
OG0000465	Syah.g_00672	Prbd.g_00992
OG0000466	Syah.g_00668	Prbd.g_00989
OG0000467	Syah.g_00666	Prbd.g_00988
OG0000468	Syah.g_00661	Prbd.g_00986
OG0000469	Syah.g_00647	Prbd.g_00977
OG0000470	Syah.g_00645	Prbd.g_00975
OG0000471	Syah.g_00644	Prbd.g_00974
OG0000472	Syah.g_00642	Prbd.g_00973
OG0000473	Syah.g_00640	Prbd.g_00971
OG0000474	Syah.g_00639	Prbd.g_00970
OG0000475	Syah.g_00638	Prbd.g_00969
OG0000476	Syah.g_00636	Prbd.g_00968
OG0000477	Syah.g_00630	Prbd.g_00964
OG0000478	Syah.g_00629	Prbd.g_00963
OG0000479	Syah.g_00628	Prbd.g_00962
OG0000480	Syah.g_00089	Prbd.g_00957
OG0000481	Syah.g_00091	Prbd.g_00955
OG0000482	Syah.g_00092	Prbd.g_00954
OG0000483	Syah.g_00096	Prbd.g_00951
OG0000484	Syah.g_00097	Prbd.g_00950
OG0000485	Syah.g_00098	Prbd.g_00949
OG0000486	Syah.g_00099	Prbd.g_00948
OG0000487	Syah.g_00106	Prbd.g_00944
OG0000488	Syah.g_00110	Prbd.g_00941
OG0000489	Syah.g_00121	Prbd.g_00936
OG0000490	Syah.g_00129	Prbd.g_00931
OG0000491	Syah.g_00130	Prbd.g_00930
OG0000492	Syah.g_00132	Prbd.g_00928
OG0000493	Syah.g_00133	Prbd.g_00927
OG0000494	Syah.g_00134	Prbd.g_00926
OG0000495	Syah.g_00135	Prbd.g_00925
OG0000496	Syah.g_00136	Prbd.g_00924
OG0000497	Syah.g_00137	Prbd.g_00923
OG0000498	Syah.g_00138	Prbd.g_00922
OG0000499	Syah.g_00139	Prbd.g_00921
OG0000500	Syah.g_00140	Prbd.g_00920
OG0000501	Syah.g_00143	Prbd.g_00918
OG0000502	Syah.g_00155	Prbd.g_00915
OG0000503	Syah.g_00858	Prbd.g_00905
OG0000504	Syah.g_00860	Prbd.g_00904
OG0000505	Syah.g_00861	Prbd.g_00903
OG0000506	Syah.g_00863	Prbd.g_00901
OG0000507	Syah.g_00869	Prbd.g_00898
OG0000508	Syah.g_00873	Prbd.g_00894
OG0000509	Syah.g_00875	Prbd.g_00892
OG0000510	Syah.g_00876	Prbd.g_00891
OG0000511	Syah.g_00877	Prbd.g_00890
OG0000512	Syah.g_00879	Prbd.g_00888
OG0000513	Syah.g_00892	Prbd.g_00881
OG0000514	Syah.g_00899	Prbd.g_00811
OG0000515	Syah.g_00900	Prbd.g_00810
OG0000516	Syah.g_02231	Prbd.g_00809
OG0000517	Syah.g_02237	Prbd.g_00807
OG0000518	Syah.g_02221	Prbd.g_00796
OG0000519	Syah.g_02220	Prbd.g_00795
OG0000520	Syah.g_02219	Prbd.g_00794
OG0000521	Syah.g_01202	Prbd.g_00789
OG0000522	Syah.g_01204	Prbd.g_00787
OG0000523	Syah.g_01205	Prbd.g_00786
OG0000524	Syah.g_01207	Prbd.g_00781
OG0000525	Syah.g_01212	Prbd.g_00778
OG0000526	Syah.g_01215	Prbd.g_00777
OG0000527	Syah.g_01219	Prbd.g_00769
OG0000528	Syah.g_00991	Prbd.g_00764
OG0000529	Syah.g_00998	Prbd.g_00761
OG0000530	Syah.g_01001	Prbd.g_00758
OG0000531	Syah.g_01002	Prbd.g_00757
OG0000532	Syah.g_01005	Prbd.g_00755
OG0000533	Syah.g_01006	Prbd.g_00754
OG0000534	Syah.g_01007	Prbd.g_00753
OG0000535	Syah.g_01008	Prbd.g_00752
OG0000536	Syah.g_01009	Prbd.g_00751
OG0000537	Syah.g_01010	Prbd.g_00750
OG0000538	Syah.g_01021	Prbd.g_00742
OG0000539	Syah.g_01022	Prbd.g_00741
OG0000540	Syah.g_01023	Prbd.g_00740
OG0000541	Syah.g_01024	Prbd.g_00739
OG0000542	Syah.g_01027	Prbd.g_00737
OG0000543	Syah.g_01029	Prbd.g_00735
OG0000545	Syah.g_01031	Prbd.g_00732
OG0000546	Syah.g_01033	Prbd.g_00729
OG0000547	Syah.g_01035	Prbd.g_00727
OG0000548	Syah.g_01036	Prbd.g_00726
OG0000549	Syah.g_01042	Prbd.g_00724
OG0000550	Syah.g_01046	Prbd.g_00719
OG0000551	Syah.g_01051	Prbd.g_00715
OG0000552	Syah.g_01052	Prbd.g_00714
OG0000553	Syah.g_01054	Prbd.g_00713
OG0000554	Syah.g_01065	Prbd.g_00708
OG0000555	Syah.g_01078	Prbd.g_00700
OG0000556	Syah.g_01084	Prbd.g_00698
OG0000557	Syah.g_01086	Prbd.g_00697
OG0000558	Syah.g_01088	Prbd.g_00695
OG0000559	Syah.g_01093	Prbd.g_00691
OG0000560	Syah.g_01096	Prbd.g_00688
OG0000561	Syah.g_01097	Prbd.g_00687
