Orthogroup	Syad	Syag
OG0000036	Syad.g_02714, Syad.g_02715	Syag.g_00928
OG0000037	Syad.g_02805	Syag.g_00173
OG0000038	Syad.g_03038	Syag.g_02130
OG0000039	Syad.g_01111	Syag.g_02155
OG0000040	Syad.g_00104	Syag.g_02215
OG0000041	Syad.g_01281	Syag.g_00962
OG0000042	Syad.g_00333	Syag.g_01094, Syag.g_02378
OG0000043	Syad.g_02119	Syag.g_00564
OG0000044	Syad.g_02214	Syag.g_00945
OG0000045	Syad.g_00964	Syag.g_00225
OG0000046	Syad.g_00730	Syag.g_02812
OG0000046	Syad.g_00736	Syag.g_02819
OG0000046	Syad.g_00723	Syag.g_02805
OG0000047	Syad.g_00754	Syag.g_00768
OG0000048	Syad.g_00534	Syag.g_02611
OG0000051	Syad.g_00842	Syag.g_01026
OG0000051	Syad.g_01967	Syag.g_00214
OG0000052	Syad.g_00434	Syag.g_02451
OG0000053	Syad.g_02302	Syag.g_01391
OG0000054	Syad.g_02209	Syag.g_00350
OG0000055	Syad.g_01255	Syag.g_00946
OG0000057	Syad.g_01301	Syag.g_00985
OG0000058	Syad.g_00452	Syag.g_02477
OG0000059	Syad.g_00642	Syag.g_02721
OG0000060	Syad.g_02370	Syag.g_01338
OG0000060	Syad.g_00899	Syag.g_01530
OG0000060	Syad.g_01508	Syag.g_01095
OG0000061	Syad.g_01152	Syag.g_01141
OG0000062	Syad.g_02598	Syag.g_01669
OG0000063	Syad.g_00202	Syag.g_02313
OG0000064	Syad.g_00081, Syad.g_02125	Syag.g_00487
OG0000065	Syad.g_02574	Syag.g_00182
OG0000067	Syad.g_01889	Syag.g_00667
OG0000068	Syad.g_00891	Syag.g_01537
OG0000070	Syad.g_02424	Syag.g_00049
OG0000071	Syad.g_02405	Syag.g_01192
OG0000072	Syad.g_02905	Syag.g_01980
OG0000073	Syad.g_00926	Syag.g_01505
OG0000075	Syad.g_00416	Syag.g_02434
OG0000076	Syad.g_00348	Syag.g_02393
OG0000077	Syad.g_02741	Syag.g_01831
OG0000078	Syad.g_00824	Syag.g_01778
OG0000080	Syad.g_02935	Syag.g_00124
OG0000082	Syad.g_01063	Syag.g_00318
OG0000084	Syad.g_02272	Syag.g_00212
OG0000085	Syad.g_02612	Syag.g_01676
OG0000086	Syad.g_02770	Syag.g_01853
OG0000087	Syad.g_02860	Syag.g_01939
OG0000088	Syad.g_02899	Syag.g_01974
OG0000089	Syad.g_00785, Syad.g_02829	Syag.g_00005
OG0000090	Syad.g_00977	Syag.g_01454
OG0000091	Syad.g_02144	Syag.g_00418
OG0000092	Syad.g_01190	Syag.g_00242
OG0000093	Syad.g_01905	Syag.g_00649
OG0000094	Syad.g_01676	Syag.g_00881
OG0000095	Syad.g_01290	Syag.g_00974
OG0000097	Syad.g_01458	Syag.g_01065
OG0000099	Syad.g_00460	Syag.g_02536
OG0000100	Syad.g_01846	Syag.g_00704
OG0000101	Syad.g_00694	Syag.g_02773
OG0000102	Syad.g_00343	Syag.g_02387
OG0000103	Syad.g_00143	Syag.g_02253
OG0000104	Syad.g_00158	Syag.g_02268
OG0000105	Syad.g_00530	Syag.g_02606
OG0000106	Syad.g_01993	Syag.g_00462
OG0000107	Syad.g_00590	Syag.g_02689
OG0000108	Syad.g_00904	Syag.g_01528
OG0000109	Syad.g_00919	Syag.g_01512
OG0000110	Syad.g_01048	Syag.g_00303
OG0000111	Syad.g_01300	Syag.g_00984
OG0000112	Syad.g_01766	Syag.g_00801
OG0000113	Syad.g_01851	Syag.g_00699
OG0000114	Syad.g_01617	Syag.g_00609
OG0000115	Syad.g_02300	Syag.g_01397
OG0000116	Syad.g_01123	Syag.g_01156
OG0000117	Syad.g_01510	Syag.g_01097
OG0000118	Syad.g_01104	Syag.g_01232
OG0000120	Syad.g_00459	Syag.g_02535
OG0000121	Syad.g_02280	Syag.g_01414
OG0000122	Syad.g_02122	Syag.g_00446
OG0000123	Syad.g_00701	Syag.g_02781
OG0000124	Syad.g_00320	Syag.g_02367
OG0000125	Syad.g_03040	Syag.g_02136, Syag.g_02134
OG0000126	Syad.g_00156	Syag.g_02266
OG0000128	Syad.g_00174	Syag.g_02284
OG0000129	Syad.g_03028	Syag.g_02121
OG0000130	Syad.g_02728	Syag.g_01819
OG0000131	Syad.g_02876	Syag.g_01951
OG0000132	Syad.g_02897	Syag.g_01972
OG0000133	Syad.g_01761	Syag.g_00806
OG0000134	Syad.g_00788	Syag.g_00008
OG0000135	Syad.g_00063	Syag.g_02171
OG0000136	Syad.g_02445	Syag.g_00038
OG0000137	Syad.g_02353	Syag.g_01356
OG0000138	Syad.g_00920	Syag.g_01511
OG0000139	Syad.g_00983	Syag.g_01448
OG0000140	Syad.g_00987	Syag.g_01446
OG0000141	Syad.g_02208	Syag.g_00351
OG0000142	Syad.g_02152	Syag.g_00410
OG0000143	Syad.g_02148	Syag.g_00414
OG0000144	Syad.g_02024	Syag.g_00493
OG0000145	Syad.g_00927	Syag.g_01504
OG0000146	Syad.g_01767	Syag.g_00800
OG0000147	Syad.g_01768	Syag.g_00799
OG0000148	Syad.g_01861	Syag.g_00693
OG0000149	Syad.g_01221	Syag.g_00731
OG0000150	Syad.g_02207, Syad.g_00989	Syag.g_00352
OG0000151	Syad.g_01956	Syag.g_00623
OG0000152	Syad.g_01757	Syag.g_00810
OG0000153	Syad.g_01713	Syag.g_00845
OG0000154	Syad.g_01686	Syag.g_00870
OG0000155	Syad.g_01189	Syag.g_01107
OG0000156	Syad.g_01116	Syag.g_01166
OG0000157	Syad.g_01115	Syag.g_01167
OG0000158	Syad.g_00374	Syag.g_02422
OG0000159	Syad.g_00373	Syag.g_02425
OG0000160	Syad.g_02279	Syag.g_01415
OG0000161	Syad.g_02287	Syag.g_01409
OG0000162	Syad.g_02293	Syag.g_01402
OG0000163	Syad.g_02542	Syag.g_01618
OG0000164	Syad.g_02659	Syag.g_01725
OG0000165	Syad.g_02476	Syag.g_01733
OG0000166	Syad.g_00654	Syag.g_02733
OG0000167	Syad.g_00419	Syag.g_02437
OG0000168	Syad.g_00371	Syag.g_02417
OG0000169	Syad.g_00360	Syag.g_02405
OG0000170	Syad.g_00353	Syag.g_02398
OG0000171	Syad.g_00321	Syag.g_02368
OG0000172	Syad.g_00244	Syag.g_02360
OG0000173	Syad.g_00220	Syag.g_02337
OG0000174	Syad.g_00065	Syag.g_02175
OG0000175	Syad.g_00129	Syag.g_02240
OG0000176	Syad.g_00166	Syag.g_02276
OG0000177	Syad.g_00167	Syag.g_02277
OG0000178	Syad.g_00168	Syag.g_02278
OG0000179	Syad.g_00183	Syag.g_02293
OG0000180	Syad.g_00184	Syag.g_02294
OG0000181	Syad.g_00185	Syag.g_02295
OG0000182	Syad.g_00186	Syag.g_02296
OG0000183	Syad.g_00190	Syag.g_02300
OG0000184	Syad.g_03018	Syag.g_02110
OG0000185	Syad.g_03006	Syag.g_02092
OG0000186	Syad.g_02722	Syag.g_01815
OG0000187	Syad.g_02724	Syag.g_01816
OG0000188	Syad.g_02759	Syag.g_01839
OG0000189	Syad.g_02788	Syag.g_01872
OG0000190	Syad.g_02790	Syag.g_01874
OG0000191	Syad.g_02824	Syag.g_01909
OG0000192	Syad.g_02834	Syag.g_01915
OG0000193	Syad.g_02877	Syag.g_01952
OG0000194	Syad.g_02880	Syag.g_01955
OG0000195	Syad.g_02884	Syag.g_01957
OG0000196	Syad.g_02894	Syag.g_01968
OG0000197	Syad.g_02895	Syag.g_01969
OG0000198	Syad.g_02896	Syag.g_01971
OG0000199	Syad.g_02904	Syag.g_01979
OG0000200	Syad.g_02921	Syag.g_01996
OG0000201	Syad.g_02937	Syag.g_02019, Syag.g_02023
OG0000202	Syad.g_02938	Syag.g_02024
OG0000203	Syad.g_02939	Syag.g_02025
OG0000204	Syad.g_02940	Syag.g_02020, Syag.g_02026
OG0000205	Syad.g_02948	Syag.g_02035
OG0000206	Syad.g_02955	Syag.g_02047
OG0000207	Syad.g_02957	Syag.g_02051
OG0000208	Syad.g_02958	Syag.g_02052
OG0000209	Syad.g_02981	Syag.g_02069
OG0000210	Syad.g_02982	Syag.g_02070
OG0000211	Syad.g_00813	Syag.g_01788
OG0000212	Syad.g_00825	Syag.g_01777
OG0000213	Syad.g_00556	Syag.g_02632
OG0000214	Syad.g_00538	Syag.g_02615
OG0000215	Syad.g_00508	Syag.g_02584
OG0000216	Syad.g_00504	Syag.g_02580
OG0000217	Syad.g_00500	Syag.g_02576
OG0000218	Syad.g_00498	Syag.g_02574
OG0000219	Syad.g_00497	Syag.g_02573
OG0000220	Syad.g_00496	Syag.g_02572
OG0000221	Syad.g_00488	Syag.g_02566
OG0000222	Syad.g_00473	Syag.g_02550
OG0000223	Syad.g_00451	Syag.g_02475
OG0000224	Syad.g_00444	Syag.g_02471
OG0000225	Syad.g_00777	Syag.g_02861
OG0000226	Syad.g_00781	Syag.g_02865
OG0000227	Syad.g_00783	Syag.g_02867
OG0000228	Syad.g_00784	Syag.g_00004
OG0000229	Syad.g_02450	Syag.g_00033
OG0000230	Syad.g_02448	Syag.g_00035
OG0000231	Syad.g_02436	Syag.g_00048
OG0000232	Syad.g_02392	Syag.g_00059
OG0000233	Syad.g_02382	Syag.g_01330
OG0000234	Syad.g_02351	Syag.g_01358
OG0000235	Syad.g_00903	Syag.g_01529
OG0000236	Syad.g_00918	Syag.g_01513
OG0000237	Syad.g_00936	Syag.g_01495
OG0000238	Syad.g_00941	Syag.g_01490
OG0000239	Syad.g_00957	Syag.g_01472
OG0000240	Syad.g_00958	Syag.g_01471
OG0000241	Syad.g_02160	Syag.g_00396
OG0000242	Syad.g_00975	Syag.g_01456
OG0000243	Syad.g_01000	Syag.g_00255
OG0000244	Syad.g_01012	Syag.g_00268
OG0000245	Syad.g_01014	Syag.g_00270
OG0000246	Syad.g_01017	Syag.g_00274
OG0000247	Syad.g_01029	Syag.g_00286
OG0000248	Syad.g_01032	Syag.g_00289
OG0000249	Syad.g_01034	Syag.g_00291
OG0000250	Syad.g_01044	Syag.g_00299
OG0000251	Syad.g_01071	Syag.g_00328
OG0000252	Syad.g_01078	Syag.g_00331
OG0000253	Syad.g_01081	Syag.g_00333
OG0000254	Syad.g_02203	Syag.g_00356
OG0000255	Syad.g_02185	Syag.g_00369
OG0000256	Syad.g_02167	Syag.g_00385
OG0000257	Syad.g_02161	Syag.g_00395
OG0000258	Syad.g_02143	Syag.g_00423
OG0000259	Syad.g_01576	Syag.g_00560
OG0000260	Syad.g_01587	Syag.g_00570
OG0000261	Syad.g_01590	Syag.g_00581
OG0000262	Syad.g_01595	Syag.g_00586
OG0000263	Syad.g_01475	Syag.g_01079
OG0000264	Syad.g_01360	Syag.g_01011
OG0000266	Syad.g_01804	Syag.g_00907
OG0000267	Syad.g_01645	Syag.g_00762
OG0000268	Syad.g_01646	Syag.g_00763
OG0000269	Syad.g_01894	Syag.g_00662
OG0000270	Syad.g_01891	Syag.g_00665
OG0000271	Syad.g_01883	Syag.g_00673
OG0000273	Syad.g_01247	Syag.g_00713
OG0000274	Syad.g_01246	Syag.g_00714
OG0000275	Syad.g_01242	Syag.g_00717
OG0000276	Syad.g_01229	Syag.g_00723
OG0000277	Syad.g_01228	Syag.g_00724
OG0000278	Syad.g_01225	Syag.g_00727
OG0000279	Syad.g_01208	Syag.g_00735
OG0000280	Syad.g_01198	Syag.g_00741
OG0000281	Syad.g_00624	Syag.g_00572
OG0000282	Syad.g_01619	Syag.g_00611
OG0000283	Syad.g_01661	Syag.g_00775
OG0000284	Syad.g_01787	Syag.g_00780
OG0000285	Syad.g_01776	Syag.g_00791
OG0000286	Syad.g_01758	Syag.g_00809
OG0000287	Syad.g_01720	Syag.g_00838
OG0000288	Syad.g_01687	Syag.g_00869
OG0000289	Syad.g_01672	Syag.g_00884
OG0000290	Syad.g_01287	Syag.g_00970
OG0000291	Syad.g_01289	Syag.g_00972
OG0000292	Syad.g_00155	Syag.g_02265
OG0000293	Syad.g_01124	Syag.g_01155
OG0000294	Syad.g_01125	Syag.g_01154
OG0000295	Syad.g_01181	Syag.g_01115
OG0000296	Syad.g_01183	Syag.g_01113
OG0000298	Syad.g_01511	Syag.g_01098
OG0000299	Syad.g_01462	Syag.g_01067
OG0000300	Syad.g_01455	Syag.g_01062
OG0000301	Syad.g_01454	Syag.g_01061
OG0000302	Syad.g_01453	Syag.g_01060
OG0000303	Syad.g_01442	Syag.g_01048
OG0000304	Syad.g_01436	Syag.g_01041
OG0000305	Syad.g_01292	Syag.g_00977
OG0000306	Syad.g_01989	Syag.g_00460
OG0000307	Syad.g_00883	Syag.g_01546
OG0000308	Syad.g_00881	Syag.g_01548
OG0000309	Syad.g_00876	Syag.g_01553
OG0000310	Syad.g_02250	Syag.g_01291
OG0000311	Syad.g_02254	Syag.g_01300
OG0000312	Syad.g_02265	Syag.g_01434
OG0000313	Syad.g_02284	Syag.g_00966, Syag.g_01412
OG0000314	Syad.g_02313	Syag.g_01380
OG0000315	Syad.g_02323	Syag.g_01369
OG0000316	Syad.g_02564	Syag.g_01641
OG0000317	Syad.g_02620	Syag.g_01684
OG0000318	Syad.g_02624	Syag.g_01688
OG0000319	Syad.g_02642	Syag.g_01710
OG0000320	Syad.g_02644	Syag.g_01712
OG0000321	Syad.g_02645	Syag.g_01713
OG0000322	Syad.g_02646	Syag.g_01714
OG0000323	Syad.g_02661	Syag.g_01728
OG0000324	Syad.g_02505	Syag.g_01757
OG0000325	Syad.g_00591	Syag.g_02690
OG0000326	Syad.g_00598	Syag.g_02698
OG0000327	Syad.g_00649	Syag.g_02728
OG0000328	Syad.g_00650	Syag.g_02729
OG0000329	Syad.g_00668	Syag.g_02747
OG0000330	Syad.g_00669	Syag.g_02748
OG0000331	Syad.g_00670	Syag.g_02749
OG0000332	Syad.g_00685	Syag.g_02764
OG0000333	Syad.g_00688	Syag.g_02767
OG0000334	Syad.g_00697	Syag.g_02777
OG0000335	Syad.g_00702	Syag.g_02782
OG0000336	Syad.g_00706	Syag.g_02786
OG0000337	Syad.g_00425, Syad.g_00427	Syag.g_02445
OG0000338	Syad.g_00421	Syag.g_02440
OG0000340	Syad.g_00370	Syag.g_02416
OG0000341	Syad.g_00368	Syag.g_02414
OG0000342	Syad.g_00367	Syag.g_02413
OG0000343	Syad.g_00366	Syag.g_02411
OG0000344	Syad.g_00362	Syag.g_02407
OG0000345	Syad.g_00352	Syag.g_02397
OG0000346	Syad.g_00347	Syag.g_02392
OG0000347	Syad.g_00318	Syag.g_02366
OG0000348	Syad.g_00233	Syag.g_02357
OG0000349	Syad.g_00213	Syag.g_02330
OG0000350	Syad.g_00605	Syag.g_02705
OG0000351	Syad.g_00134	Syag.g_02244
OG0000352	Syad.g_00135	Syag.g_02245
OG0000353	Syad.g_00161	Syag.g_02271
OG0000354	Syad.g_00947	Syag.g_01484
OG0000354	Syad.g_00181	Syag.g_02291
OG0000355	Syad.g_00163	Syag.g_02273
OG0000356	Syad.g_00164	Syag.g_02274
OG0000357	Syad.g_00165	Syag.g_02275
OG0000358	Syad.g_00169	Syag.g_02279
OG0000359	Syad.g_00171	Syag.g_02281
OG0000360	Syad.g_00172	Syag.g_02282
OG0000361	Syad.g_00173	Syag.g_02283
OG0000362	Syad.g_00175	Syag.g_02285
OG0000363	Syad.g_00177	Syag.g_02287
OG0000364	Syad.g_00178	Syag.g_02288
OG0000365	Syad.g_00187	Syag.g_02297
OG0000366	Syad.g_00188	Syag.g_02298
OG0000367	Syad.g_00189	Syag.g_02299
OG0000368	Syad.g_00191	Syag.g_02301
OG0000369	Syad.g_00192	Syag.g_02302
OG0000370	Syad.g_00193	Syag.g_02303
OG0000371	Syad.g_00201	Syag.g_02312
OG0000372	Syad.g_00206	Syag.g_02317
OG0000373	Syad.g_00207	Syag.g_02318
OG0000374	Syad.g_00208	Syag.g_02319
OG0000375	Syad.g_00209	Syag.g_02326
OG0000376	Syad.g_00211	Syag.g_02328
OG0000377	Syad.g_03027	Syag.g_02119
OG0000378	Syad.g_03012	Syag.g_02099
OG0000379	Syad.g_03005	Syag.g_02091
OG0000380	Syad.g_02725	Syag.g_01817
OG0000381	Syad.g_02729	Syag.g_01820
OG0000382	Syad.g_02758	Syag.g_01838
OG0000383	Syad.g_02761	Syag.g_01843
OG0000384	Syad.g_02762	Syag.g_01844
OG0000385	Syad.g_02763	Syag.g_01845
OG0000386	Syad.g_02764	Syag.g_01846
OG0000387	Syad.g_02792	Syag.g_01876
OG0000388	Syad.g_02796	Syag.g_01880
OG0000389	Syad.g_02800	Syag.g_01884
OG0000390	Syad.g_02818	Syag.g_01903
OG0000391	Syad.g_02823	Syag.g_01908
OG0000392	Syad.g_02833	Syag.g_01914
OG0000393	Syad.g_02837	Syag.g_01917
OG0000394	Syad.g_02838	Syag.g_01918
OG0000395	Syad.g_02839	Syag.g_01919
OG0000396	Syad.g_02843	Syag.g_01922
OG0000397	Syad.g_02845	Syag.g_01924
OG0000398	Syad.g_02850	Syag.g_01929
OG0000399	Syad.g_02851	Syag.g_01930
OG0000400	Syad.g_02852	Syag.g_01931
OG0000401	Syad.g_02853	Syag.g_01932
OG0000402	Syad.g_02855	Syag.g_01934
OG0000403	Syad.g_02856	Syag.g_01935
OG0000404	Syad.g_02858	Syag.g_01937
OG0000405	Syad.g_02874	Syag.g_01949
OG0000406	Syad.g_02878	Syag.g_01953
OG0000407	Syad.g_02879	Syag.g_01954
OG0000408	Syad.g_02883	Syag.g_01956
OG0000409	Syad.g_02885	Syag.g_01958
OG0000410	Syad.g_02886	Syag.g_01959
OG0000411	Syad.g_02887	Syag.g_01960
OG0000412	Syad.g_02888	Syag.g_01961
OG0000413	Syad.g_02890	Syag.g_01963
OG0000415	Syad.g_02891	Syag.g_01965
OG0000416	Syad.g_02892	Syag.g_01966
OG0000417	Syad.g_02893	Syag.g_01967
OG0000418	Syad.g_02898	Syag.g_01973
OG0000419	Syad.g_02900	Syag.g_01975
OG0000420	Syad.g_02902	Syag.g_01977
OG0000421	Syad.g_02907	Syag.g_01982
OG0000422	Syad.g_02908	Syag.g_01983
OG0000423	Syad.g_02909	Syag.g_01984
OG0000424	Syad.g_02910	Syag.g_01985
OG0000425	Syad.g_02911	Syag.g_01986
OG0000426	Syad.g_02912	Syag.g_01987
OG0000427	Syad.g_02913	Syag.g_01988
OG0000428	Syad.g_02916	Syag.g_01991
OG0000429	Syad.g_02918	Syag.g_01993
OG0000430	Syad.g_02920	Syag.g_01995
OG0000431	Syad.g_02923	Syag.g_01998
OG0000432	Syad.g_02930	Syag.g_02007
OG0000433	Syad.g_02933	Syag.g_02009
OG0000434	Syad.g_02934	Syag.g_02010
OG0000435	Syad.g_02936	Syag.g_02017
OG0000436	Syad.g_02942	Syag.g_02028
OG0000437	Syad.g_02943	Syag.g_02029
OG0000438	Syad.g_02944	Syag.g_02031
OG0000439	Syad.g_02946	Syag.g_02033
OG0000440	Syad.g_02947	Syag.g_02034
OG0000441	Syad.g_02951	Syag.g_02041
OG0000442	Syad.g_02952	Syag.g_02044
OG0000443	Syad.g_02953	Syag.g_02046
OG0000444	Syad.g_02964	Syag.g_02053
OG0000445	Syad.g_02965	Syag.g_02054
OG0000446	Syad.g_02967	Syag.g_02056
OG0000447	Syad.g_02970	Syag.g_02059
OG0000448	Syad.g_02971	Syag.g_02060
OG0000449	Syad.g_02972	Syag.g_02061
OG0000450	Syad.g_02978	Syag.g_02066
OG0000451	Syad.g_02979	Syag.g_02067
OG0000452	Syad.g_02983	Syag.g_02071
OG0000453	Syad.g_02984	Syag.g_02072
OG0000454	Syad.g_02985	Syag.g_02073
OG0000455	Syad.g_02986	Syag.g_02074
OG0000456	Syad.g_02987	Syag.g_02075
OG0000457	Syad.g_02989	Syag.g_02077
OG0000458	Syad.g_02998	Syag.g_02080
OG0000459	Syad.g_02999	Syag.g_02081
OG0000460	Syad.g_00815	Syag.g_01786
OG0000461	Syad.g_00579	Syag.g_02675
OG0000462	Syad.g_00576	Syag.g_02672
OG0000463	Syad.g_00575	Syag.g_02671
OG0000464	Syad.g_00574	Syag.g_02670
OG0000465	Syad.g_00573	Syag.g_02668
OG0000466	Syad.g_00568	Syag.g_02662
OG0000467	Syad.g_00566	Syag.g_02660
OG0000468	Syad.g_00561	Syag.g_02636
OG0000469	Syad.g_00545	Syag.g_02621
OG0000470	Syad.g_00542	Syag.g_02619
OG0000471	Syad.g_00541	Syag.g_02618
OG0000472	Syad.g_00539	Syag.g_02616
OG0000473	Syad.g_00537	Syag.g_02614
OG0000474	Syad.g_00536	Syag.g_02613
OG0000475	Syad.g_00535	Syag.g_02612
OG0000476	Syad.g_00533	Syag.g_02610
OG0000477	Syad.g_00528	Syag.g_02604
OG0000478	Syad.g_00527	Syag.g_02603
OG0000479	Syad.g_00526	Syag.g_02602
OG0000480	Syad.g_00520	Syag.g_02595
OG0000481	Syad.g_00518	Syag.g_02593
OG0000482	Syad.g_00517	Syag.g_02592
OG0000483	Syad.g_00513	Syag.g_02588
OG0000484	Syad.g_00512	Syag.g_02587
OG0000485	Syad.g_00511	Syag.g_02586
OG0000486	Syad.g_00510	Syag.g_02585
OG0000487	Syad.g_00503	Syag.g_02579
OG0000488	Syad.g_00499	Syag.g_02575
OG0000489	Syad.g_00487	Syag.g_02565
OG0000490	Syad.g_00475	Syag.g_02553
OG0000491	Syad.g_00474	Syag.g_02551
OG0000492	Syad.g_00472	Syag.g_02549
OG0000493	Syad.g_00471	Syag.g_02548
OG0000494	Syad.g_00470	Syag.g_02547
OG0000495	Syad.g_00469	Syag.g_02546
OG0000496	Syad.g_00468	Syag.g_02545
OG0000497	Syad.g_00467	Syag.g_02544
OG0000498	Syad.g_00466	Syag.g_02543
OG0000499	Syad.g_00465	Syag.g_02542
OG0000500	Syad.g_00464	Syag.g_02541
OG0000501	Syad.g_00461	Syag.g_02538
OG0000502	Syad.g_00449	Syag.g_02467
OG0000503	Syad.g_00761	Syag.g_02843
OG0000504	Syad.g_00763	Syag.g_02845
OG0000505	Syad.g_00764	Syag.g_02846
OG0000506	Syad.g_00766	Syag.g_02849
OG0000507	Syad.g_00772	Syag.g_02855
OG0000508	Syad.g_00776	Syag.g_02860
OG0000509	Syad.g_00778	Syag.g_02862
OG0000510	Syad.g_00779	Syag.g_02863
OG0000511	Syad.g_00780	Syag.g_02864
OG0000512	Syad.g_00782	Syag.g_02866
OG0000513	Syad.g_00789	Syag.g_00009
OG0000514	Syad.g_00795	Syag.g_00018
OG0000515	Syad.g_00796	Syag.g_00019
OG0000516	Syad.g_02456	Syag.g_00025
OG0000517	Syad.g_02451	Syag.g_00032
OG0000518	Syad.g_02439	Syag.g_00044
OG0000519	Syad.g_02438	Syag.g_00045
OG0000520	Syad.g_02437	Syag.g_00046
OG0000521	Syad.g_01108	Syag.g_00054
OG0000522	Syad.g_01109	Syag.g_00056
OG0000523	Syad.g_01110	Syag.g_00057
OG0000524	Syad.g_02386	Syag.g_01327
OG0000525	Syad.g_02363	Syag.g_01345
OG0000526	Syad.g_02360	Syag.g_01348
OG0000527	Syad.g_02355	Syag.g_01354
OG0000528	Syad.g_00897	Syag.g_01532
OG0000529	Syad.g_00905	Syag.g_01527
OG0000530	Syad.g_00908	Syag.g_01524
OG0000531	Syad.g_00909	Syag.g_01523
OG0000532	Syad.g_00912	Syag.g_01520
OG0000533	Syad.g_00913	Syag.g_01518
OG0000534	Syad.g_00914	Syag.g_01517
OG0000535	Syad.g_00915	Syag.g_01516
OG0000536	Syad.g_00916	Syag.g_01515
OG0000537	Syad.g_00917	Syag.g_01514
OG0000538	Syad.g_00929	Syag.g_01502
OG0000539	Syad.g_00930	Syag.g_01501
OG0000540	Syad.g_00931	Syag.g_01500
OG0000541	Syad.g_00932	Syag.g_01499
OG0000542	Syad.g_00935	Syag.g_01496
OG0000543	Syad.g_00937	Syag.g_01494
OG0000544	Syad.g_00938	Syag.g_01493
OG0000545	Syad.g_00940	Syag.g_01491
OG0000546	Syad.g_00942	Syag.g_01489
OG0000547	Syad.g_00944	Syag.g_01487
OG0000548	Syad.g_00945	Syag.g_01486
OG0000549	Syad.g_00952	Syag.g_01480
OG0000550	Syad.g_00956	Syag.g_01474
OG0000551	Syad.g_00960	Syag.g_01470
OG0000552	Syad.g_00961	Syag.g_01469
OG0000553	Syad.g_00965	Syag.g_01464
OG0000554	Syad.g_00978	Syag.g_01453
OG0000555	Syad.g_00999	Syag.g_00075
OG0000556	Syad.g_01003	Syag.g_00257
OG0000557	Syad.g_01011	Syag.g_00267
OG0000558	Syad.g_01013	Syag.g_00269
OG0000559	Syad.g_01016	Syag.g_00273
OG0000560	Syad.g_01019	Syag.g_00276
OG0000561	Syad.g_01020	Syag.g_00277
OG0000562	Syad.g_01021	Syag.g_00278
OG0000563	Syad.g_01022	Syag.g_00279
OG0000564	Syad.g_01023	Syag.g_00280
OG0000565	Syad.g_01027	Syag.g_00284
OG0000566	Syad.g_01031	Syag.g_00288
