Orthogroup	Syad	Syaf
OG0000046	Syad.g_00723	Syaf.g_00062
OG0000047	Syad.g_00754	Syaf.g_00030
OG0000048	Syad.g_00534	Syaf.g_00230
OG0000052	Syad.g_00434	Syaf.g_00335
OG0000053	Syad.g_02302	Syaf.g_02447
OG0000054	Syad.g_02209	Syaf.g_02376
OG0000055	Syad.g_01255	Syaf.g_01402
OG0000057	Syad.g_01301	Syaf.g_01665, Syaf.g_01452
OG0000058	Syad.g_00452	Syaf.g_00316
OG0000059	Syad.g_00642	Syaf.g_00143
OG0000060	Syad.g_02370	Syaf.g_02515
OG0000060	Syad.g_00899	Syaf.g_02726
OG0000060	Syad.g_01508	Syaf.g_01603
OG0000061	Syad.g_01152	Syaf.g_01288
OG0000062	Syad.g_02598	Syaf.g_01055
OG0000063	Syad.g_00202	Syaf.g_00457
OG0000065	Syad.g_02801	Syaf.g_00903
OG0000066	Syad.g_00992	Syaf.g_02643
OG0000067	Syad.g_01889	Syaf.g_02049
OG0000068	Syad.g_00891	Syaf.g_02733
OG0000070	Syad.g_02424	Syaf.g_01237
OG0000071	Syad.g_02405	Syaf.g_01254
OG0000072	Syad.g_02905	Syaf.g_00805
OG0000073	Syad.g_00926	Syaf.g_02700
OG0000075	Syad.g_00416	Syaf.g_00353
OG0000076	Syad.g_00348	Syaf.g_00388
OG0000078	Syad.g_00824	Syaf.g_02782
OG0000079	Syad.g_00565	Syaf.g_00197
OG0000081	Syad.g_00833	Syaf.g_02776
OG0000082	Syad.g_01063	Syaf.g_02576
OG0000084	Syad.g_02272	Syaf.g_02409
OG0000085	Syad.g_02612	Syaf.g_01048
OG0000086	Syad.g_02770	Syaf.g_00932
OG0000087	Syad.g_02860	Syaf.g_00848
OG0000088	Syad.g_02899	Syaf.g_00811
OG0000089	Syad.g_00785	Syaf.g_02807
OG0000090	Syad.g_00977	Syaf.g_02654
OG0000091	Syad.g_02144	Syaf.g_02302
OG0000093	Syad.g_01905	Syaf.g_02065
OG0000094	Syad.g_01676	Syaf.g_01940
OG0000095	Syad.g_01290	Syaf.g_01442
OG0000097	Syad.g_01458	Syaf.g_01574
OG0000098	Syad.g_00625	Syaf.g_01637
OG0000099	Syad.g_00460	Syaf.g_00312
OG0000100	Syad.g_01846	Syaf.g_02017
OG0000101	Syad.g_00694	Syaf.g_00093
OG0000102	Syad.g_00343	Syaf.g_00393
OG0000103	Syad.g_00143	Syaf.g_00520
OG0000104	Syad.g_00158	Syaf.g_00502
OG0000105	Syad.g_00530	Syaf.g_00235
OG0000106	Syad.g_01993	Syaf.g_01745
OG0000107	Syad.g_00590	Syaf.g_00758
OG0000108	Syad.g_00904	Syaf.g_02721
OG0000109	Syad.g_00919	Syaf.g_02706
OG0000110	Syad.g_01048	Syaf.g_02589
OG0000111	Syad.g_01300	Syaf.g_01451
OG0000112	Syad.g_01766	Syaf.g_01852
OG0000113	Syad.g_01851	Syaf.g_02022
OG0000114	Syad.g_01617	Syaf.g_02103
OG0000115	Syad.g_02300	Syaf.g_02445
OG0000116	Syad.g_01123	Syaf.g_01276
OG0000117	Syad.g_01510	Syaf.g_01605
OG0000118	Syad.g_01104	Syaf.g_02544
OG0000120	Syad.g_00459	Syaf.g_00313
OG0000121	Syad.g_02280	Syaf.g_02419
OG0000123	Syad.g_00701	Syaf.g_00086
OG0000124	Syad.g_00320	Syaf.g_00414
OG0000125	Syad.g_03040	Syaf.g_00640
OG0000126	Syad.g_00156	Syaf.g_00504
OG0000127	Syad.g_00383	Syaf.g_01151
OG0000128	Syad.g_00174	Syaf.g_00486
OG0000129	Syad.g_03028	Syaf.g_00651
OG0000130	Syad.g_02728	Syaf.g_00963
OG0000131	Syad.g_02876	Syaf.g_00833
OG0000132	Syad.g_02897	Syaf.g_00813
OG0000133	Syad.g_01761	Syaf.g_01857
OG0000134	Syad.g_00788	Syaf.g_02804
OG0000135	Syad.g_00063	Syaf.g_00605
OG0000136	Syad.g_02445	Syaf.g_01224
OG0000137	Syad.g_02353	Syaf.g_02498
OG0000138	Syad.g_00920	Syaf.g_02705
OG0000139	Syad.g_00983	Syaf.g_02648
OG0000140	Syad.g_00987	Syaf.g_02646
OG0000141	Syad.g_02208	Syaf.g_02375
OG0000142	Syad.g_02152	Syaf.g_02310
OG0000143	Syad.g_02148	Syaf.g_02306
OG0000144	Syad.g_02024	Syaf.g_01735
OG0000145	Syad.g_00927	Syaf.g_02699
OG0000146	Syad.g_01767	Syaf.g_01851
OG0000147	Syad.g_01768	Syaf.g_01850
OG0000148	Syad.g_01861	Syaf.g_02028
OG0000149	Syad.g_01221	Syaf.g_01371
OG0000150	Syad.g_02207, Syad.g_00989	Syaf.g_02645
OG0000151	Syad.g_01956	Syaf.g_02091
OG0000152	Syad.g_01757	Syaf.g_01861
OG0000153	Syad.g_01713	Syaf.g_01904
OG0000154	Syad.g_01686	Syaf.g_01930
OG0000155	Syad.g_01189	Syaf.g_01324
OG0000156	Syad.g_01116	Syaf.g_01270
OG0000157	Syad.g_01115	Syaf.g_01269
OG0000158	Syad.g_00374	Syaf.g_00364
OG0000159	Syad.g_00373	Syaf.g_00311
OG0000160	Syad.g_02279	Syaf.g_02418
OG0000161	Syad.g_02287	Syaf.g_02424
OG0000162	Syad.g_02293	Syaf.g_02431
OG0000163	Syad.g_02542	Syaf.g_01105
OG0000164	Syad.g_02659	Syaf.g_00999
OG0000165	Syad.g_02476	Syaf.g_01197
OG0000166	Syad.g_00654	Syaf.g_00133
OG0000167	Syad.g_00419	Syaf.g_00350
OG0000168	Syad.g_00371	Syaf.g_00365
OG0000169	Syad.g_00360	Syaf.g_00376
OG0000170	Syad.g_00353	Syaf.g_00383
OG0000171	Syad.g_00321	Syaf.g_00413
OG0000172	Syad.g_00244	Syaf.g_00419
OG0000173	Syad.g_00220	Syaf.g_00438
OG0000174	Syad.g_00065	Syaf.g_00603
OG0000175	Syad.g_00129	Syaf.g_00531
OG0000176	Syad.g_00166	Syaf.g_00494
OG0000177	Syad.g_00167	Syaf.g_00493
OG0000178	Syad.g_00168	Syaf.g_00492
OG0000179	Syad.g_00183	Syaf.g_00477
OG0000180	Syad.g_00184	Syaf.g_00476
OG0000181	Syad.g_00185	Syaf.g_00475
OG0000182	Syad.g_00186	Syaf.g_00474
OG0000183	Syad.g_00190	Syaf.g_00470
OG0000184	Syad.g_03018	Syaf.g_00664
OG0000185	Syad.g_03006	Syaf.g_00684
OG0000186	Syad.g_02722	Syaf.g_00968
OG0000187	Syad.g_02724	Syaf.g_00966
OG0000188	Syad.g_02759	Syaf.g_00944
OG0000189	Syad.g_02788	Syaf.g_00916
OG0000190	Syad.g_02790	Syaf.g_00914
OG0000191	Syad.g_02824	Syaf.g_00877
OG0000192	Syad.g_02834	Syaf.g_00871
OG0000193	Syad.g_02877	Syaf.g_00832
OG0000194	Syad.g_02880	Syaf.g_00829
OG0000195	Syad.g_02884	Syaf.g_00827
OG0000196	Syad.g_02894	Syaf.g_00816
OG0000197	Syad.g_02895	Syaf.g_00815
OG0000198	Syad.g_02896	Syaf.g_00814
OG0000199	Syad.g_02904	Syaf.g_00806
OG0000200	Syad.g_02921	Syaf.g_00789
OG0000201	Syad.g_02937	Syaf.g_00771
OG0000202	Syad.g_02938	Syaf.g_00770
OG0000203	Syad.g_02939	Syaf.g_00769
OG0000204	Syad.g_02940	Syaf.g_00768
OG0000205	Syad.g_02948	Syaf.g_00761
OG0000206	Syad.g_02955	Syaf.g_00736
OG0000207	Syad.g_02957	Syaf.g_00735
OG0000208	Syad.g_02958	Syaf.g_00734
OG0000209	Syad.g_02981	Syaf.g_00714
OG0000210	Syad.g_02982	Syaf.g_00713
OG0000211	Syad.g_00813	Syaf.g_02791
OG0000212	Syad.g_00825	Syaf.g_02781
OG0000213	Syad.g_00556	Syaf.g_00210
OG0000214	Syad.g_00538	Syaf.g_00226
OG0000215	Syad.g_00508	Syaf.g_00258
OG0000216	Syad.g_00504	Syaf.g_00262
OG0000217	Syad.g_00500	Syaf.g_00266
OG0000218	Syad.g_00498	Syaf.g_00268
OG0000219	Syad.g_00497	Syaf.g_00269
OG0000220	Syad.g_00496	Syaf.g_00270
OG0000221	Syad.g_00488	Syaf.g_02597, Syaf.g_00273
OG0000222	Syad.g_00473	Syaf.g_00287
OG0000223	Syad.g_00451	Syaf.g_00317
OG0000224	Syad.g_00444	Syaf.g_00324
OG0000225	Syad.g_00777	Syaf.g_00007
OG0000226	Syad.g_00781	Syaf.g_00003
OG0000227	Syad.g_00783	Syaf.g_00001
OG0000228	Syad.g_00784	Syaf.g_02808
OG0000229	Syad.g_02450	Syaf.g_01214
OG0000230	Syad.g_02448	Syaf.g_01216
OG0000231	Syad.g_02436	Syaf.g_01236
OG0000232	Syad.g_02392	Syaf.g_02536
OG0000233	Syad.g_02382	Syaf.g_02528
OG0000234	Syad.g_02351	Syaf.g_02497
OG0000235	Syad.g_00903	Syaf.g_02722
OG0000236	Syad.g_00918	Syaf.g_02707
OG0000237	Syad.g_00936	Syaf.g_02690
OG0000238	Syad.g_00941	Syaf.g_02685
OG0000239	Syad.g_00957	Syaf.g_02669
OG0000240	Syad.g_00958	Syaf.g_02668
OG0000241	Syad.g_02160	Syaf.g_02322
OG0000242	Syad.g_00975	Syaf.g_02656
OG0000243	Syad.g_01000	Syaf.g_02634
OG0000244	Syad.g_01012	Syaf.g_02627
OG0000245	Syad.g_01014	Syaf.g_02625
OG0000246	Syad.g_01017	Syaf.g_02621
OG0000247	Syad.g_01029	Syaf.g_02610
OG0000248	Syad.g_01032	Syaf.g_02607
OG0000249	Syad.g_01034	Syaf.g_02605
OG0000250	Syad.g_01044	Syaf.g_02593
OG0000251	Syad.g_01071	Syaf.g_02568
OG0000252	Syad.g_01078	Syaf.g_02565
OG0000253	Syad.g_01081	Syaf.g_02564
OG0000254	Syad.g_02203	Syaf.g_02371
OG0000255	Syad.g_02185	Syaf.g_02352
OG0000256	Syad.g_02167	Syaf.g_02329
OG0000257	Syad.g_02161	Syaf.g_02323
OG0000258	Syad.g_02143	Syaf.g_02301
OG0000259	Syad.g_01576	Syaf.g_02137
OG0000260	Syad.g_01587	Syaf.g_02134
OG0000261	Syad.g_01590	Syaf.g_02131
OG0000262	Syad.g_01595	Syaf.g_02126
OG0000263	Syad.g_01475	Syaf.g_01585
OG0000264	Syad.g_01360	Syaf.g_01473
OG0000266	Syad.g_01804	Syaf.g_01967
OG0000267	Syad.g_01645	Syaf.g_01787
OG0000268	Syad.g_01646	Syaf.g_01788
OG0000269	Syad.g_01894	Syaf.g_02054
OG0000270	Syad.g_01891	Syaf.g_02051
OG0000271	Syad.g_01883	Syaf.g_02043
OG0000272	Syad.g_01882	Syaf.g_02042
OG0000273	Syad.g_01247	Syaf.g_01392
OG0000274	Syad.g_01246	Syaf.g_01391
OG0000275	Syad.g_01242	Syaf.g_01386
OG0000276	Syad.g_01229	Syaf.g_01379
OG0000277	Syad.g_01228	Syaf.g_01378
OG0000278	Syad.g_01225	Syaf.g_01375
OG0000279	Syad.g_01208	Syaf.g_01367
OG0000280	Syad.g_01198	Syaf.g_01337
OG0000281	Syad.g_00624	Syaf.g_01636
OG0000282	Syad.g_01619	Syaf.g_02101
OG0000283	Syad.g_01661	Syaf.g_01804
OG0000284	Syad.g_01787	Syaf.g_01810
OG0000285	Syad.g_01776	Syaf.g_01842
OG0000286	Syad.g_01758	Syaf.g_01860
OG0000287	Syad.g_01720	Syaf.g_01896
OG0000288	Syad.g_01687	Syaf.g_01929
OG0000289	Syad.g_01672	Syaf.g_01943
OG0000290	Syad.g_01287	Syaf.g_01439
OG0000291	Syad.g_01289	Syaf.g_01441
OG0000292	Syad.g_00155	Syaf.g_00505
OG0000293	Syad.g_01124	Syaf.g_01277
OG0000294	Syad.g_01125	Syaf.g_01278
OG0000295	Syad.g_01181	Syaf.g_01316
OG0000296	Syad.g_01183	Syaf.g_01318
OG0000297	Syad.g_01512	Syaf.g_01607
OG0000298	Syad.g_01511	Syaf.g_01606
OG0000299	Syad.g_01462	Syaf.g_01578
OG0000300	Syad.g_01455	Syaf.g_01571
OG0000301	Syad.g_01454	Syaf.g_01570
OG0000302	Syad.g_01453	Syaf.g_01568
OG0000303	Syad.g_01442	Syaf.g_01559
OG0000304	Syad.g_01436	Syaf.g_01551
OG0000305	Syad.g_01292	Syaf.g_01444
OG0000306	Syad.g_01989	Syaf.g_01332
OG0000307	Syad.g_00883	Syaf.g_02742
OG0000308	Syad.g_00881	Syaf.g_02744
OG0000309	Syad.g_00876	Syaf.g_02749
OG0000310	Syad.g_02250	Syaf.g_02387
OG0000311	Syad.g_02254	Syaf.g_02391
OG0000312	Syad.g_02265	Syaf.g_02397
OG0000313	Syad.g_02284	Syaf.g_02421
OG0000314	Syad.g_02313	Syaf.g_02458
OG0000315	Syad.g_02323	Syaf.g_02468
OG0000316	Syad.g_02564	Syaf.g_01088
OG0000317	Syad.g_02620	Syaf.g_01040
OG0000318	Syad.g_02624	Syaf.g_01032
OG0000319	Syad.g_02642	Syaf.g_01015
OG0000320	Syad.g_02644	Syaf.g_01013
OG0000321	Syad.g_02645	Syaf.g_01012
OG0000322	Syad.g_02646	Syaf.g_01011
OG0000323	Syad.g_02661	Syaf.g_00997
OG0000324	Syad.g_02505	Syaf.g_01164
OG0000325	Syad.g_00591	Syaf.g_00176
OG0000326	Syad.g_00598	Syaf.g_00169
OG0000327	Syad.g_00649	Syaf.g_00138
OG0000328	Syad.g_00650	Syaf.g_00137
OG0000329	Syad.g_00668	Syaf.g_00119
OG0000330	Syad.g_00669	Syaf.g_00118
OG0000331	Syad.g_00670	Syaf.g_00117
OG0000332	Syad.g_00685	Syaf.g_00102
OG0000333	Syad.g_00688	Syaf.g_00099
OG0000334	Syad.g_00697	Syaf.g_00090
OG0000335	Syad.g_00702	Syaf.g_00085
OG0000336	Syad.g_00706	Syaf.g_00081
OG0000337	Syad.g_00425, Syad.g_00427	Syaf.g_00344
OG0000338	Syad.g_00421	Syaf.g_00348
OG0000339	Syad.g_00414	Syaf.g_00355
OG0000340	Syad.g_00370	Syaf.g_00366
OG0000341	Syad.g_00368	Syaf.g_00368
OG0000342	Syad.g_00367	Syaf.g_00369
OG0000343	Syad.g_00366	Syaf.g_00370
OG0000344	Syad.g_00362	Syaf.g_00374
OG0000345	Syad.g_00352	Syaf.g_00384
OG0000346	Syad.g_00347	Syaf.g_00389
OG0000347	Syad.g_00318	Syaf.g_00415
OG0000348	Syad.g_00233	Syaf.g_00427
OG0000349	Syad.g_00213	Syaf.g_00445
OG0000350	Syad.g_00605	Syaf.g_00162
OG0000351	Syad.g_00134	Syaf.g_00528
OG0000352	Syad.g_00135	Syaf.g_00527
OG0000353	Syad.g_00161	Syaf.g_00499
OG0000354	Syad.g_00947	Syaf.g_02680
OG0000354	Syad.g_00181	Syaf.g_00479
OG0000355	Syad.g_00163	Syaf.g_00497
OG0000356	Syad.g_00164	Syaf.g_00496
OG0000357	Syad.g_00165	Syaf.g_00495
OG0000358	Syad.g_00169	Syaf.g_00491
OG0000359	Syad.g_00171	Syaf.g_00489
OG0000360	Syad.g_00172	Syaf.g_00488
OG0000361	Syad.g_00173	Syaf.g_00487
OG0000362	Syad.g_00175	Syaf.g_00485
OG0000363	Syad.g_00177	Syaf.g_00483
OG0000364	Syad.g_00178	Syaf.g_00482
OG0000365	Syad.g_00187	Syaf.g_00473
OG0000366	Syad.g_00188	Syaf.g_00472
OG0000367	Syad.g_00189	Syaf.g_00471
OG0000368	Syad.g_00191	Syaf.g_00469
OG0000369	Syad.g_00192	Syaf.g_00468
OG0000370	Syad.g_00193	Syaf.g_00467
OG0000371	Syad.g_00201	Syaf.g_00458
OG0000372	Syad.g_00206	Syaf.g_00453
OG0000373	Syad.g_00207	Syaf.g_00452
OG0000374	Syad.g_00208	Syaf.g_00451
OG0000375	Syad.g_00209	Syaf.g_00449
OG0000376	Syad.g_00211	Syaf.g_00447
OG0000377	Syad.g_03027	Syaf.g_00654
OG0000378	Syad.g_03012	Syaf.g_00668
OG0000379	Syad.g_03005	Syaf.g_00686
OG0000380	Syad.g_02725	Syaf.g_00965
OG0000381	Syad.g_02729	Syaf.g_00962
OG0000382	Syad.g_02758	Syaf.g_00945
OG0000383	Syad.g_02761	Syaf.g_00941
OG0000384	Syad.g_02762	Syaf.g_00940
OG0000385	Syad.g_02763	Syaf.g_00939
OG0000386	Syad.g_02764	Syaf.g_00938
OG0000387	Syad.g_02792	Syaf.g_00912
OG0000388	Syad.g_02796	Syaf.g_00908
OG0000389	Syad.g_02800	Syaf.g_00904
OG0000390	Syad.g_02818	Syaf.g_00883
OG0000391	Syad.g_02823	Syaf.g_00878
OG0000392	Syad.g_02833	Syaf.g_00872
OG0000393	Syad.g_02837	Syaf.g_00870
OG0000394	Syad.g_02838	Syaf.g_00869
OG0000395	Syad.g_02839	Syaf.g_00868
OG0000396	Syad.g_02843	Syaf.g_00865
OG0000397	Syad.g_02845	Syaf.g_00863
OG0000398	Syad.g_02850	Syaf.g_00858
OG0000399	Syad.g_02851	Syaf.g_00857
OG0000400	Syad.g_02852	Syaf.g_00856
OG0000401	Syad.g_02853	Syaf.g_00855
OG0000402	Syad.g_02855	Syaf.g_00852
OG0000403	Syad.g_02856	Syaf.g_00851
OG0000404	Syad.g_02858	Syaf.g_00850
OG0000405	Syad.g_02874	Syaf.g_00835
OG0000406	Syad.g_02878	Syaf.g_00831
OG0000407	Syad.g_02879	Syaf.g_00830
OG0000408	Syad.g_02883	Syaf.g_00828
OG0000409	Syad.g_02885	Syaf.g_00826
OG0000410	Syad.g_02886	Syaf.g_00825
OG0000411	Syad.g_02887	Syaf.g_00824
OG0000412	Syad.g_02888	Syaf.g_00823
OG0000413	Syad.g_02890	Syaf.g_00821
OG0000415	Syad.g_02891	Syaf.g_00819
OG0000416	Syad.g_02892	Syaf.g_00818
OG0000417	Syad.g_02893	Syaf.g_00817
OG0000418	Syad.g_02898	Syaf.g_00812
OG0000419	Syad.g_02900	Syaf.g_00810
OG0000420	Syad.g_02902	Syaf.g_00808
OG0000421	Syad.g_02907	Syaf.g_00803
OG0000422	Syad.g_02908	Syaf.g_00802
OG0000423	Syad.g_02909	Syaf.g_00801
OG0000424	Syad.g_02910	Syaf.g_00800
OG0000425	Syad.g_02911	Syaf.g_00799
OG0000426	Syad.g_02912	Syaf.g_00798
OG0000427	Syad.g_02913	Syaf.g_00797
OG0000428	Syad.g_02916	Syaf.g_00794
OG0000429	Syad.g_02918	Syaf.g_00792
OG0000430	Syad.g_02920	Syaf.g_00790
OG0000431	Syad.g_02923	Syaf.g_00786
OG0000432	Syad.g_02930	Syaf.g_00779
OG0000433	Syad.g_02933	Syaf.g_00777
OG0000434	Syad.g_02934	Syaf.g_00776
OG0000435	Syad.g_02936	Syaf.g_00772
OG0000436	Syad.g_02942	Syaf.g_00767
OG0000437	Syad.g_02943	Syaf.g_00766
OG0000438	Syad.g_02944	Syaf.g_00765
OG0000439	Syad.g_02946	Syaf.g_00763
OG0000440	Syad.g_02947	Syaf.g_00762
OG0000441	Syad.g_02951	Syaf.g_00756
OG0000442	Syad.g_02952	Syaf.g_00743
OG0000443	Syad.g_02953	Syaf.g_00739
OG0000444	Syad.g_02964	Syaf.g_00733
OG0000445	Syad.g_02965	Syaf.g_00729
OG0000446	Syad.g_02967	Syaf.g_00728
OG0000447	Syad.g_02970	Syaf.g_00725
OG0000448	Syad.g_02971	Syaf.g_00724
OG0000449	Syad.g_02972	Syaf.g_00723
OG0000450	Syad.g_02978	Syaf.g_00717
OG0000451	Syad.g_02979	Syaf.g_00716
OG0000452	Syad.g_02983	Syaf.g_00712
OG0000453	Syad.g_02984	Syaf.g_00711
OG0000454	Syad.g_02985	Syaf.g_00710
OG0000455	Syad.g_02986	Syaf.g_00709
OG0000456	Syad.g_02987	Syaf.g_00708
OG0000457	Syad.g_02989	Syaf.g_00706
OG0000458	Syad.g_02998	Syaf.g_00705
OG0000459	Syad.g_02999	Syaf.g_00704
OG0000460	Syad.g_00815	Syaf.g_02789
OG0000461	Syad.g_00579	Syaf.g_00183
OG0000462	Syad.g_00576	Syaf.g_00186
OG0000463	Syad.g_00575	Syaf.g_00187
OG0000464	Syad.g_00574	Syaf.g_00188
OG0000465	Syad.g_00573	Syaf.g_00190
OG0000466	Syad.g_00568	Syaf.g_00194
OG0000467	Syad.g_00566	Syaf.g_00196
OG0000468	Syad.g_00561	Syaf.g_00206
OG0000469	Syad.g_00545	Syaf.g_00220
OG0000470	Syad.g_00542	Syaf.g_00222
OG0000471	Syad.g_00541	Syaf.g_00223
OG0000472	Syad.g_00539	Syaf.g_00225
OG0000473	Syad.g_00537	Syaf.g_00227
OG0000474	Syad.g_00536	Syaf.g_00228
OG0000475	Syad.g_00535	Syaf.g_00229
OG0000476	Syad.g_00533	Syaf.g_00231
OG0000477	Syad.g_00528	Syaf.g_00237
OG0000478	Syad.g_00527	Syaf.g_00238
OG0000479	Syad.g_00526	Syaf.g_00239
OG0000480	Syad.g_00520	Syaf.g_00247
OG0000481	Syad.g_00518	Syaf.g_00249
OG0000482	Syad.g_00517	Syaf.g_00250
OG0000483	Syad.g_00513	Syaf.g_00254
OG0000484	Syad.g_00512	Syaf.g_00255
OG0000485	Syad.g_00511	Syaf.g_00256
OG0000486	Syad.g_00510	Syaf.g_00257
OG0000487	Syad.g_00503	Syaf.g_00263
OG0000488	Syad.g_00499	Syaf.g_00267
OG0000489	Syad.g_00487	Syaf.g_00274
OG0000490	Syad.g_00475	Syaf.g_00284
OG0000491	Syad.g_00474	Syaf.g_00285
OG0000492	Syad.g_00472	Syaf.g_00288
OG0000493	Syad.g_00471	Syaf.g_00289
OG0000494	Syad.g_00470	Syaf.g_00290
OG0000495	Syad.g_00469	Syaf.g_00291
OG0000496	Syad.g_00468	Syaf.g_00292
OG0000497	Syad.g_00467	Syaf.g_00293
OG0000498	Syad.g_00466	Syaf.g_00294
OG0000499	Syad.g_00465	Syaf.g_00295
OG0000500	Syad.g_00464	Syaf.g_00296
OG0000501	Syad.g_00461	Syaf.g_00299
OG0000502	Syad.g_00449	Syaf.g_00319
OG0000503	Syad.g_00761	Syaf.g_00023
OG0000504	Syad.g_00763	Syaf.g_00021
OG0000505	Syad.g_00764	Syaf.g_00020
OG0000506	Syad.g_00766	Syaf.g_00018
OG0000507	Syad.g_00772	Syaf.g_00012
OG0000508	Syad.g_00776	Syaf.g_00008
OG0000509	Syad.g_00778	Syaf.g_00006
OG0000510	Syad.g_00779	Syaf.g_00005
OG0000511	Syad.g_00780	Syaf.g_00004
OG0000512	Syad.g_00782	Syaf.g_00002
OG0000513	Syad.g_00789	Syaf.g_02803
OG0000514	Syad.g_00795	Syaf.g_02796
OG0000515	Syad.g_00796	Syaf.g_02795
OG0000516	Syad.g_02456	Syaf.g_01219
OG0000517	Syad.g_02451	Syaf.g_01213
OG0000518	Syad.g_02439	Syaf.g_01230
OG0000519	Syad.g_02438	Syaf.g_01231
OG0000520	Syad.g_02437	Syaf.g_01235
OG0000521	Syad.g_01108	Syaf.g_02542
OG0000522	Syad.g_01109	Syaf.g_02538
OG0000523	Syad.g_01110	Syaf.g_02537
OG0000524	Syad.g_02386	Syaf.g_02531
OG0000525	Syad.g_02363	Syaf.g_02507
OG0000526	Syad.g_02360	Syaf.g_02504
OG0000527	Syad.g_02355	Syaf.g_02500
OG0000528	Syad.g_00897	Syaf.g_02728
OG0000529	Syad.g_00905	Syaf.g_02720
OG0000530	Syad.g_00908	Syaf.g_02717
OG0000531	Syad.g_00909	Syaf.g_02716
OG0000532	Syad.g_00912	Syaf.g_02713
OG0000533	Syad.g_00913	Syaf.g_02712
OG0000534	Syad.g_00914	Syaf.g_02711
OG0000535	Syad.g_00915	Syaf.g_02710
OG0000536	Syad.g_00916	Syaf.g_02709
OG0000537	Syad.g_00917	Syaf.g_02708
OG0000538	Syad.g_00929	Syaf.g_02697
OG0000539	Syad.g_00930	Syaf.g_02696
OG0000540	Syad.g_00931	Syaf.g_02695
OG0000541	Syad.g_00932	Syaf.g_02694
OG0000542	Syad.g_00935	Syaf.g_02691
OG0000543	Syad.g_00937	Syaf.g_02689
OG0000544	Syad.g_00938	Syaf.g_02688
OG0000545	Syad.g_00940	Syaf.g_02686
OG0000546	Syad.g_00942	Syaf.g_02684
OG0000547	Syad.g_00944	Syaf.g_02682
