Orthogroup	Syad	Prau
OG0000301	Syad.g_01454	Prau.g_01250
OG0000302	Syad.g_01453	Prau.g_01252
OG0000303	Syad.g_01442	Prau.g_01259
OG0000304	Syad.g_01436	Prau.g_01263
OG0000305	Syad.g_01292	Prau.g_01401
OG0000306	Syad.g_01989	Prau.g_01404
OG0000307	Syad.g_00883	Prau.g_01418
OG0000308	Syad.g_00881	Prau.g_01419
OG0000309	Syad.g_00876	Prau.g_01423
OG0000310	Syad.g_02250	Prau.g_01513
OG0000311	Syad.g_02254	Prau.g_01515
OG0000312	Syad.g_02265	Prau.g_01518
OG0000313	Syad.g_02284	Prau.g_01535
OG0000314	Syad.g_02313, Syad.g_02231	Prau.g_01558
OG0000315	Syad.g_02323	Prau.g_01568
OG0000316	Syad.g_02564	Prau.g_01588
OG0000317	Syad.g_02620	Prau.g_01730
OG0000318	Syad.g_02624	Prau.g_01733
OG0000319	Syad.g_02642	Prau.g_01746
OG0000320	Syad.g_02644	Prau.g_01748
OG0000321	Syad.g_02645	Prau.g_01749
OG0000322	Syad.g_02646	Prau.g_01750
OG0000323	Syad.g_02661	Prau.g_01759
OG0000324	Syad.g_02505	Prau.g_01785
OG0000325	Syad.g_00591	Prau.g_01795
OG0000326	Syad.g_00598	Prau.g_01801
OG0000327	Syad.g_00649	Prau.g_01828
OG0000328	Syad.g_00650	Prau.g_01829
OG0000329	Syad.g_00668	Prau.g_01846
OG0000330	Syad.g_00669	Prau.g_01847
OG0000331	Syad.g_00670	Prau.g_01848
OG0000332	Syad.g_00685	Prau.g_01862
OG0000333	Syad.g_00688	Prau.g_01864
OG0000334	Syad.g_00697	Prau.g_01872
OG0000335	Syad.g_00702	Prau.g_01877
OG0000336	Syad.g_00706	Prau.g_01881
OG0000337	Syad.g_00425, Syad.g_00427	Prau.g_01897
OG0000338	Syad.g_00421	Prau.g_01898
OG0000339	Syad.g_00414	Prau.g_01902
OG0000340	Syad.g_00370	Prau.g_01910
OG0000341	Syad.g_00368	Prau.g_01912
OG0000342	Syad.g_00367	Prau.g_01913
OG0000343	Syad.g_00366	Prau.g_01914
OG0000344	Syad.g_00362	Prau.g_01917
OG0000345	Syad.g_00352	Prau.g_01922
OG0000346	Syad.g_00347	Prau.g_01926
OG0000347	Syad.g_00318	Prau.g_01942
OG0000348	Syad.g_00233	Prau.g_01952
OG0000349	Syad.g_00213	Prau.g_01969
OG0000350	Syad.g_00605	Prau.g_01987, Prau.g_01297
OG0000351	Syad.g_00134	Prau.g_02004
OG0000352	Syad.g_00135	Prau.g_02005
OG0000353	Syad.g_00161	Prau.g_02021
OG0000355	Syad.g_00163	Prau.g_00001
OG0000356	Syad.g_00164	Prau.g_00002
OG0000357	Syad.g_00165	Prau.g_00003
OG0000358	Syad.g_00169	Prau.g_00007
OG0000359	Syad.g_00171	Prau.g_00008
OG0000360	Syad.g_00172	Prau.g_00009
OG0000361	Syad.g_00173	Prau.g_00010
OG0000362	Syad.g_00175	Prau.g_00012
OG0000363	Syad.g_00177	Prau.g_00014
OG0000364	Syad.g_00178	Prau.g_00015
OG0000365	Syad.g_00187	Prau.g_00020
OG0000366	Syad.g_00188	Prau.g_00021
OG0000367	Syad.g_00189	Prau.g_00022
OG0000368	Syad.g_00191	Prau.g_00024
OG0000369	Syad.g_00192	Prau.g_00025
OG0000370	Syad.g_00193	Prau.g_00026
OG0000371	Syad.g_00201	Prau.g_00031
OG0000372	Syad.g_00206	Prau.g_00034
OG0000373	Syad.g_00207	Prau.g_00035
OG0000374	Syad.g_00208	Prau.g_00036
OG0000375	Syad.g_00209	Prau.g_00047
OG0000376	Syad.g_00211	Prau.g_00049
OG0000377	Syad.g_03027	Prau.g_00053
OG0000378	Syad.g_03012	Prau.g_00055
OG0000379	Syad.g_03005	Prau.g_00058
OG0000380	Syad.g_02725	Prau.g_00068
OG0000381	Syad.g_02729	Prau.g_00072
OG0000382	Syad.g_02758	Prau.g_00082
OG0000383	Syad.g_02761	Prau.g_00084
OG0000384	Syad.g_02762	Prau.g_00085
OG0000385	Syad.g_02763	Prau.g_00086
OG0000386	Syad.g_02764	Prau.g_00087
OG0000387	Syad.g_02792	Prau.g_00100
OG0000388	Syad.g_02796	Prau.g_00103
OG0000389	Syad.g_02800	Prau.g_00107
OG0000390	Syad.g_02818	Prau.g_00114
OG0000391	Syad.g_02823	Prau.g_00117
OG0000392	Syad.g_02833	Prau.g_00121
OG0000393	Syad.g_02837	Prau.g_00123
OG0000394	Syad.g_02838	Prau.g_00124
OG0000395	Syad.g_02839	Prau.g_00125
OG0000396	Syad.g_02843	Prau.g_00128
OG0000397	Syad.g_02845	Prau.g_00130
OG0000398	Syad.g_02850	Prau.g_00132
OG0000399	Syad.g_02851	Prau.g_00133
OG0000400	Syad.g_02852	Prau.g_00134
OG0000401	Syad.g_02853	Prau.g_00135
OG0000402	Syad.g_02855	Prau.g_00137
OG0000403	Syad.g_02856	Prau.g_00138
OG0000404	Syad.g_02858	Prau.g_00139
OG0000405	Syad.g_02874	Prau.g_00143
OG0000406	Syad.g_02878	Prau.g_00148
OG0000407	Syad.g_02879	Prau.g_00149
OG0000408	Syad.g_02883	Prau.g_00151
OG0000409	Syad.g_02885	Prau.g_00153
OG0000410	Syad.g_02886	Prau.g_00154
OG0000411	Syad.g_02887	Prau.g_00155
OG0000412	Syad.g_02888	Prau.g_00156
OG0000413	Syad.g_02890	Prau.g_00157
OG0000415	Syad.g_02891	Prau.g_00159
OG0000416	Syad.g_02892	Prau.g_00160
OG0000417	Syad.g_02893	Prau.g_00161
OG0000418	Syad.g_02898	Prau.g_00166
OG0000419	Syad.g_02900	Prau.g_00168
OG0000420	Syad.g_02902	Prau.g_00169
OG0000421	Syad.g_02907	Prau.g_00174
OG0000422	Syad.g_02908	Prau.g_00175
OG0000423	Syad.g_02909	Prau.g_00176
OG0000424	Syad.g_02910	Prau.g_00177
OG0000425	Syad.g_02911	Prau.g_00178
OG0000426	Syad.g_02912	Prau.g_00179
OG0000427	Syad.g_02913	Prau.g_00180
OG0000428	Syad.g_02916	Prau.g_00182
OG0000429	Syad.g_02918	Prau.g_00183
OG0000430	Syad.g_02920	Prau.g_00184
OG0000431	Syad.g_02923	Prau.g_00186
OG0000432	Syad.g_02930	Prau.g_00189
OG0000433	Syad.g_02933	Prau.g_00190
OG0000434	Syad.g_02934	Prau.g_00191
OG0000435	Syad.g_02936	Prau.g_00192
OG0000436	Syad.g_02942	Prau.g_00197
OG0000437	Syad.g_02943	Prau.g_00198
OG0000438	Syad.g_02944	Prau.g_00199
OG0000439	Syad.g_02946	Prau.g_00201
OG0000440	Syad.g_02947	Prau.g_00202
OG0000441	Syad.g_02951	Prau.g_00205
OG0000442	Syad.g_02952	Prau.g_00206
OG0000443	Syad.g_02953	Prau.g_00207
OG0000444	Syad.g_02964	Prau.g_00212
OG0000445	Syad.g_02965	Prau.g_00213
OG0000446	Syad.g_02967	Prau.g_00214
OG0000447	Syad.g_02970	Prau.g_00215
OG0000448	Syad.g_02971	Prau.g_00216
OG0000449	Syad.g_02972	Prau.g_00217
OG0000450	Syad.g_02978	Prau.g_00218
OG0000451	Syad.g_02979	Prau.g_00219
OG0000452	Syad.g_02983	Prau.g_00222
OG0000453	Syad.g_02984	Prau.g_00223
OG0000454	Syad.g_02985	Prau.g_00224
OG0000455	Syad.g_02986	Prau.g_00225
OG0000456	Syad.g_02987	Prau.g_00226
OG0000457	Syad.g_02989	Prau.g_00227
OG0000458	Syad.g_02998	Prau.g_00228
OG0000459	Syad.g_02999	Prau.g_00229
OG0000460	Syad.g_00815	Prau.g_00236
OG0000461	Syad.g_00579	Prau.g_00244
OG0000462	Syad.g_00576	Prau.g_00246
OG0000463	Syad.g_00575	Prau.g_00247
OG0000464	Syad.g_00574	Prau.g_00248
OG0000465	Syad.g_00573	Prau.g_00249
OG0000466	Syad.g_00568	Prau.g_00252
OG0000467	Syad.g_00566	Prau.g_00253
OG0000468	Syad.g_00561	Prau.g_00255
OG0000469	Syad.g_00545	Prau.g_00264
OG0000470	Syad.g_00542	Prau.g_00266
OG0000471	Syad.g_00541	Prau.g_00267
OG0000472	Syad.g_00539	Prau.g_00268
OG0000473	Syad.g_00537	Prau.g_00270
OG0000474	Syad.g_00536	Prau.g_00271
OG0000475	Syad.g_00535	Prau.g_00272
OG0000476	Syad.g_00533	Prau.g_00273
OG0000477	Syad.g_00528	Prau.g_00277
OG0000478	Syad.g_00527	Prau.g_00278
OG0000479	Syad.g_00526	Prau.g_00279
OG0000480	Syad.g_00520	Prau.g_00284
OG0000481	Syad.g_00518	Prau.g_00286
OG0000482	Syad.g_00517	Prau.g_00287
OG0000483	Syad.g_00513	Prau.g_00290
OG0000484	Syad.g_00512	Prau.g_00291
OG0000485	Syad.g_00511	Prau.g_00292
OG0000486	Syad.g_00510	Prau.g_00293
OG0000487	Syad.g_00503	Prau.g_00297
OG0000488	Syad.g_00499	Prau.g_00300
OG0000489	Syad.g_00487	Prau.g_00305
OG0000490	Syad.g_00475	Prau.g_00310
OG0000491	Syad.g_00474	Prau.g_00311
OG0000492	Syad.g_00472	Prau.g_00313
OG0000493	Syad.g_00471	Prau.g_00314
OG0000494	Syad.g_00470	Prau.g_00315
OG0000495	Syad.g_00469	Prau.g_00316
OG0000496	Syad.g_00468	Prau.g_00317
OG0000497	Syad.g_00467	Prau.g_00318
OG0000498	Syad.g_00466	Prau.g_00319
OG0000499	Syad.g_00465	Prau.g_00320
OG0000500	Syad.g_00464	Prau.g_00321
OG0000501	Syad.g_00461	Prau.g_00323
OG0000502	Syad.g_00449	Prau.g_00326
OG0000503	Syad.g_00761	Prau.g_00336
OG0000504	Syad.g_00763	Prau.g_00337
OG0000505	Syad.g_00764	Prau.g_00338
OG0000506	Syad.g_00766	Prau.g_00340
OG0000507	Syad.g_00772	Prau.g_00343
OG0000508	Syad.g_00776	Prau.g_00347
OG0000509	Syad.g_00778	Prau.g_00349
OG0000510	Syad.g_00779	Prau.g_00350
OG0000511	Syad.g_00780	Prau.g_00351
OG0000512	Syad.g_00782	Prau.g_00353
OG0000513	Syad.g_00789	Prau.g_00360
OG0000514	Syad.g_00795	Prau.g_00472
OG0000515	Syad.g_00796	Prau.g_00473
OG0000516	Syad.g_02456	Prau.g_00474
OG0000517	Syad.g_02451	Prau.g_00476
OG0000518	Syad.g_02439	Prau.g_00487
OG0000519	Syad.g_02438	Prau.g_00488
OG0000520	Syad.g_02437	Prau.g_00489
OG0000521	Syad.g_01108	Prau.g_00494
OG0000522	Syad.g_01109	Prau.g_00496
OG0000523	Syad.g_01110	Prau.g_00497
OG0000524	Syad.g_02386	Prau.g_00503
OG0000525	Syad.g_02363	Prau.g_00506
OG0000526	Syad.g_02360	Prau.g_00507
OG0000527	Syad.g_02355	Prau.g_00514
OG0000528	Syad.g_00897	Prau.g_00519
OG0000529	Syad.g_00905	Prau.g_00522
OG0000530	Syad.g_00908	Prau.g_00525
OG0000531	Syad.g_00909	Prau.g_00526
OG0000532	Syad.g_00912	Prau.g_00528
OG0000533	Syad.g_00913	Prau.g_00529
OG0000534	Syad.g_00914	Prau.g_00530
OG0000535	Syad.g_00915	Prau.g_00531
OG0000536	Syad.g_00916	Prau.g_00532
OG0000537	Syad.g_00917	Prau.g_00533
OG0000538	Syad.g_00929	Prau.g_00541
OG0000539	Syad.g_00930	Prau.g_00542
OG0000540	Syad.g_00931	Prau.g_00543
OG0000541	Syad.g_00932	Prau.g_00544
OG0000542	Syad.g_00935	Prau.g_00546
OG0000543	Syad.g_00937	Prau.g_00548
OG0000544	Syad.g_00938	Prau.g_00549
OG0000545	Syad.g_00940	Prau.g_00551
OG0000546	Syad.g_00942	Prau.g_00554
OG0000547	Syad.g_00944	Prau.g_00556
OG0000548	Syad.g_00945	Prau.g_00557
OG0000549	Syad.g_00952	Prau.g_00559
OG0000550	Syad.g_00956	Prau.g_00564
OG0000551	Syad.g_00960	Prau.g_00567
OG0000552	Syad.g_00961	Prau.g_00568
OG0000553	Syad.g_00965	Prau.g_00569
OG0000554	Syad.g_00978	Prau.g_00574
OG0000555	Syad.g_00999	Prau.g_00582
OG0000556	Syad.g_01003	Prau.g_00584
OG0000557	Syad.g_01011	Prau.g_00585
OG0000558	Syad.g_01013	Prau.g_00587
OG0000559	Syad.g_01016	Prau.g_00591
OG0000560	Syad.g_01019	Prau.g_00594
OG0000561	Syad.g_01020	Prau.g_00595
OG0000562	Syad.g_01021	Prau.g_00596
OG0000563	Syad.g_01022	Prau.g_00597
OG0000564	Syad.g_01023	Prau.g_00598
OG0000565	Syad.g_01027	Prau.g_00601
OG0000566	Syad.g_01031	Prau.g_00603
OG0000567	Syad.g_01035	Prau.g_00607
OG0000568	Syad.g_01040	Prau.g_00608
OG0000569	Syad.g_01041	Prau.g_00609
OG0000570	Syad.g_01042	Prau.g_00610
OG0000571	Syad.g_01046	Prau.g_00612
OG0000572	Syad.g_01064	Prau.g_00625
OG0000573	Syad.g_01072	Prau.g_00630
OG0000574	Syad.g_01077	Prau.g_00631
OG0000575	Syad.g_01083	Prau.g_00635
OG0000576	Syad.g_01085	Prau.g_00637
OG0000577	Syad.g_01086	Prau.g_00638
OG0000578	Syad.g_01087	Prau.g_00639
OG0000579	Syad.g_01088	Prau.g_00640
OG0000580	Syad.g_01089	Prau.g_00641
