Orthogroup	Syad	Syan
OG0000071	Syad.g_02405	Syan.g_01213
OG0000072	Syad.g_02905	Syan.g_03038
OG0000073	Syad.g_00926	Syan.g_02741
OG0000075	Syad.g_00416	Syan.g_00981, Syan.g_01937
OG0000076	Syad.g_00348	Syan.g_01896
OG0000077	Syad.g_02741	Syan.g_02919, Syan.g_02579
OG0000078	Syad.g_00824	Syan.g_01509, Syan.g_01510, Syan.g_02437
OG0000079	Syad.g_00565	Syan.g_02079, Syan.g_02067, Syan.g_02085
OG0000082	Syad.g_01063	Syan.g_00952
OG0000084	Syad.g_02272	Syan.g_01283
OG0000085	Syad.g_02612	Syan.g_01387
OG0000086	Syad.g_02770	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Syad.g_02860	Syan.g_02268
OG0000088	Syad.g_02899	Syan.g_03031
OG0000089	Syad.g_00785, Syad.g_02829	Syan.g_02316
OG0000090	Syad.g_00977	Syan.g_01166
OG0000091	Syad.g_02144	Syan.g_00235, Syan.g_00808
OG0000092	Syad.g_01190	Syan.g_02502
OG0000093	Syad.g_01905	Syan.g_00708
OG0000094	Syad.g_01676	Syan.g_00353
OG0000095	Syad.g_01290	Syan.g_00290
OG0000098	Syad.g_00625	Syan.g_00043
OG0000099	Syad.g_00460	Syan.g_01968
OG0000100	Syad.g_01846	Syan.g_00658
OG0000102	Syad.g_00343	Syan.g_01891
OG0000104	Syad.g_00158	Syan.g_01792
OG0000105	Syad.g_00530	Syan.g_02031
OG0000106	Syad.g_01993	Syan.g_00076
OG0000107	Syad.g_00590	Syan.g_02106
OG0000108	Syad.g_00904	Syan.g_02764
OG0000110	Syad.g_01048	Syan.g_00171, Syan.g_00882
OG0000111	Syad.g_01300	Syan.g_00187
OG0000112	Syad.g_01766	Syan.g_00556, Syan.g_00252
OG0000113	Syad.g_01851	Syan.g_00664
OG0000114	Syad.g_01617	Syan.g_00741
OG0000115	Syad.g_02300	Syan.g_02810
OG0000116	Syad.g_01123	Syan.g_02710, Syan.g_00460
OG0000117	Syad.g_01510	Syan.g_02644
OG0000118	Syad.g_01104	Syan.g_01241, Syan.g_01237
OG0000119	Syad.g_01168	Syan.g_02672
OG0000120	Syad.g_00459	Syan.g_01966
OG0000121	Syad.g_02280	Syan.g_01273
OG0000123	Syad.g_00701	Syan.g_02190
OG0000124	Syad.g_00320	Syan.g_01873
OG0000125	Syad.g_03040	Syan.g_01573
OG0000126	Syad.g_00156	Syan.g_01705
OG0000128	Syad.g_00174	Syan.g_01768
OG0000129	Syad.g_03028	Syan.g_01563
OG0000130	Syad.g_02728	Syan.g_02906, Syan.g_02907
OG0000131	Syad.g_02876	Syan.g_03008
OG0000132	Syad.g_02897	Syan.g_03029
OG0000133	Syad.g_01761	Syan.g_00561
OG0000134	Syad.g_00788	Syan.g_02319
OG0000135	Syad.g_00063	Syan.g_01616
OG0000136	Syad.g_02445	Syan.g_01342
OG0000137	Syad.g_02353	Syan.g_02846
OG0000138	Syad.g_00920	Syan.g_02747
OG0000139	Syad.g_00983	Syan.g_01160
OG0000140	Syad.g_00987	Syan.g_00042
OG0000141	Syad.g_02208	Syan.g_01032
OG0000142	Syad.g_02152	Syan.g_00816
OG0000143	Syad.g_02148	Syan.g_00812
OG0000144	Syad.g_02024	Syan.g_00782
OG0000145	Syad.g_00927	Syan.g_02740
OG0000146	Syad.g_01767	Syan.g_00555, Syan.g_00253
OG0000147	Syad.g_01768	Syan.g_00254, Syan.g_00554
OG0000148	Syad.g_01861	Syan.g_00670
OG0000149	Syad.g_01221	Syan.g_00393
OG0000150	Syad.g_02207, Syad.g_00989	Syan.g_01031
OG0000151	Syad.g_01956	Syan.g_00731
OG0000152	Syad.g_01757	Syan.g_00565
OG0000153	Syad.g_01713	Syan.g_00601
OG0000154	Syad.g_01686	Syan.g_00363
OG0000155	Syad.g_01189	Syan.g_02654
OG0000156	Syad.g_01116	Syan.g_02717
OG0000157	Syad.g_01115	Syan.g_02718
OG0000158	Syad.g_00374	Syan.g_01078, Syan.g_01926
OG0000159	Syad.g_00373	Syan.g_01126
OG0000160	Syad.g_02279	Syan.g_01274
OG0000161	Syad.g_02287	Syan.g_01268
OG0000162	Syad.g_02293	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Syad.g_02542	Syan.g_02405
OG0000164	Syad.g_02659	Syan.g_01440
OG0000165	Syad.g_02476	Syan.g_01448
OG0000166	Syad.g_00654	Syan.g_02239
OG0000167	Syad.g_00419	Syan.g_01941
OG0000168	Syad.g_00371	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syad.g_00360	Syan.g_01912
OG0000170	Syad.g_00353	Syan.g_01901
OG0000171	Syad.g_00321	Syan.g_01875
OG0000172	Syad.g_00244	Syan.g_01810
OG0000173	Syad.g_00220	Syan.g_01720
OG0000174	Syad.g_00065	Syan.g_01619
OG0000175	Syad.g_00129	Syan.g_01678, Syan.g_00258
OG0000176	Syad.g_00166	Syan.g_01801
OG0000177	Syad.g_00167	Syan.g_01775
OG0000178	Syad.g_00168	Syan.g_01774
OG0000179	Syad.g_00183	Syan.g_01759
OG0000180	Syad.g_00184	Syan.g_01758
OG0000181	Syad.g_00185	Syan.g_01757
OG0000182	Syad.g_00186	Syan.g_01756
OG0000183	Syad.g_00190	Syan.g_01752
OG0000184	Syad.g_03018	Syan.g_01549
OG0000185	Syad.g_03006	Syan.g_01540
OG0000186	Syad.g_02722	Syan.g_02902
OG0000187	Syad.g_02724	Syan.g_02904
OG0000188	Syad.g_02759	Syan.g_02926
OG0000189	Syad.g_02788	Syan.g_02966
OG0000190	Syad.g_02790	Syan.g_00971
OG0000191	Syad.g_02824	Syan.g_02300
OG0000192	Syad.g_02834	Syan.g_02294
OG0000193	Syad.g_02877	Syan.g_03009
OG0000194	Syad.g_02880	Syan.g_03012
OG0000196	Syad.g_02894	Syan.g_03026
OG0000197	Syad.g_02895	Syan.g_03027
OG0000198	Syad.g_02896	Syan.g_03028
OG0000199	Syad.g_02904	Syan.g_03037
OG0000200	Syad.g_02921	Syan.g_03055
OG0000201	Syad.g_02937	Syan.g_03074
OG0000202	Syad.g_02938	Syan.g_03075
OG0000203	Syad.g_02939	Syan.g_03076
OG0000204	Syad.g_02940	Syan.g_03077
OG0000205	Syad.g_02948	Syan.g_03087
OG0000206	Syad.g_02955	Syan.g_03095
OG0000207	Syad.g_02957	Syan.g_03100
OG0000208	Syad.g_02958	Syan.g_03101
OG0000209	Syad.g_02981	Syan.g_01521
OG0000210	Syad.g_02982	Syan.g_01522
OG0000211	Syad.g_00813	Syan.g_02416
OG0000212	Syad.g_00825	Syan.g_01508, Syan.g_02438
OG0000213	Syad.g_00556	Syan.g_02059
OG0000214	Syad.g_00538	Syan.g_02040
OG0000215	Syad.g_00508	Syan.g_02010
OG0000216	Syad.g_00504, Syad.g_00285	Syan.g_02006
OG0000217	Syad.g_00500	Syan.g_02001
OG0000218	Syad.g_00498	Syan.g_01999
OG0000219	Syad.g_00497	Syan.g_01998
OG0000220	Syad.g_00496	Syan.g_01997
OG0000221	Syad.g_00488	Syan.g_01994
OG0000222	Syad.g_00473	Syan.g_01981
OG0000223	Syad.g_00451	Syan.g_00228
OG0000224	Syad.g_00444	Syan.g_01959
OG0000225	Syad.g_00777	Syan.g_02997
OG0000226	Syad.g_00781	Syan.g_02990
OG0000227	Syad.g_00783	Syan.g_02988
OG0000228	Syad.g_00784	Syan.g_02315
OG0000229	Syad.g_02450	Syan.g_02396
OG0000230	Syad.g_02448	Syan.g_02398
OG0000232	Syad.g_02392	Syan.g_02801
OG0000233	Syad.g_02382	Syan.g_02876
OG0000234	Syad.g_02351	Syan.g_02844
OG0000235	Syad.g_00903	Syan.g_02765
OG0000236	Syad.g_00918	Syan.g_02749
OG0000237	Syad.g_00936	Syan.g_02731
OG0000238	Syad.g_00941	Syan.g_02726
OG0000239	Syad.g_00957	Syan.g_01187
OG0000240	Syad.g_00958	Syan.g_01186
OG0000241	Syad.g_02160	Syan.g_00822
OG0000242	Syad.g_00975	Syan.g_01168
OG0000243	Syad.g_01000	Syan.g_00840
OG0000244	Syad.g_01012	Syan.g_00848
OG0000245	Syad.g_01014	Syan.g_00850
OG0000246	Syad.g_01017	Syan.g_00854
OG0000247	Syad.g_01029	Syan.g_00866
OG0000248	Syad.g_01032	Syan.g_00869
OG0000249	Syad.g_01034	Syan.g_00871
OG0000250	Syad.g_01044	Syan.g_00878
OG0000251	Syad.g_01071	Syan.g_00961
OG0000252	Syad.g_01078	Syan.g_00966
OG0000253	Syad.g_01081	Syan.g_01000
OG0000254	Syad.g_02203	Syan.g_01026
OG0000255	Syad.g_02185	Syan.g_00978
OG0000256	Syad.g_02167	Syan.g_00001, Syan.g_01135
OG0000257	Syad.g_02161	Syan.g_00827
OG0000258	Syad.g_02143	Syan.g_00803
OG0000259	Syad.g_01576	Syan.g_00772
OG0000260	Syad.g_01587	Syan.g_00769
OG0000261	Syad.g_01590	Syan.g_00765
OG0000262	Syad.g_01595	Syan.g_00760
OG0000263	Syad.g_01475	Syan.g_02618
OG0000264	Syad.g_01360	Syan.g_00540
OG0000266	Syad.g_01804	Syan.g_00330
OG0000267	Syad.g_01645	Syan.g_00470
OG0000268	Syad.g_01646	Syan.g_00471
OG0000269	Syad.g_01894	Syan.g_00695
OG0000270	Syad.g_01891	Syan.g_00692
OG0000271	Syad.g_01883	Syan.g_00684
OG0000272	Syad.g_01882	Syan.g_00683
OG0000273	Syad.g_01247	Syan.g_00654
OG0000274	Syad.g_01246	Syan.g_00653
OG0000275	Syad.g_01242	Syan.g_00373
OG0000276	Syad.g_01229	Syan.g_00380
OG0000278	Syad.g_01225	Syan.g_00384
OG0000279	Syad.g_01208	Syan.g_00398
OG0000280	Syad.g_01198	Syan.g_00518
OG0000282	Syad.g_01619	Syan.g_00739
OG0000283	Syad.g_01661	Syan.g_00491
OG0000284	Syad.g_01787	Syan.g_00497
OG0000285	Syad.g_01776	Syan.g_00533
OG0000286	Syad.g_01758	Syan.g_00564
OG0000287	Syad.g_01720	Syan.g_00593
OG0000288	Syad.g_01687	Syan.g_00364
OG0000289	Syad.g_01672	Syan.g_00350
OG0000290	Syad.g_01287	Syan.g_00293
OG0000291	Syad.g_01289	Syan.g_00291
OG0000292	Syad.g_00155	Syan.g_01703
OG0000293	Syad.g_01124	Syan.g_02709
OG0000295	Syad.g_01181	Syan.g_02662
OG0000296	Syad.g_01183	Syan.g_02660
OG0000298	Syad.g_01511	Syan.g_02645
OG0000299	Syad.g_01462	Syan.g_02601
OG0000300	Syad.g_01455	Syan.g_02593, Syan.g_02594
OG0000301	Syad.g_01454	Syan.g_02592
OG0000302	Syad.g_01453	Syan.g_02591
OG0000303	Syad.g_01442	Syan.g_02582
OG0000304	Syad.g_01436	Syan.g_02556
OG0000305	Syad.g_01292	Syan.g_00195
OG0000306	Syad.g_01989	Syan.g_00087
OG0000307	Syad.g_00883	Syan.g_02782
OG0000308	Syad.g_00881	Syan.g_02784
OG0000309	Syad.g_00876	Syan.g_02883
OG0000310	Syad.g_02250	Syan.g_01304
OG0000311	Syad.g_02254	Syan.g_01299
OG0000312	Syad.g_02265	Syan.g_01290
OG0000313	Syad.g_02284	Syan.g_01271
OG0000314	Syad.g_02313	Syan.g_02823
OG0000315	Syad.g_02323	Syan.g_02833
OG0000316	Syad.g_02564	Syan.g_01354
OG0000317	Syad.g_02620	Syan.g_01396
OG0000318	Syad.g_02624	Syan.g_01401
OG0000319	Syad.g_02642	Syan.g_01425
OG0000320	Syad.g_02644	Syan.g_01427
OG0000321	Syad.g_02645	Syan.g_01428
OG0000322	Syad.g_02646	Syan.g_01429
OG0000323	Syad.g_02661	Syan.g_01442
OG0000324	Syad.g_02505	Syan.g_01472
OG0000325	Syad.g_00591	Syan.g_02107
OG0000327	Syad.g_00649	Syan.g_02244
OG0000328	Syad.g_00650	Syan.g_02243
OG0000329	Syad.g_00668	Syan.g_02225
OG0000330	Syad.g_00669	Syan.g_02224
OG0000331	Syad.g_00670	Syan.g_02223
OG0000332	Syad.g_00685	Syan.g_02208
OG0000333	Syad.g_00688	Syan.g_02205
OG0000334	Syad.g_00697	Syan.g_00247, Syan.g_02194
OG0000335	Syad.g_00702	Syan.g_02189
OG0000336	Syad.g_00706	Syan.g_02185
OG0000337	Syad.g_00425, Syad.g_00427	Syan.g_01949
OG0000338	Syad.g_00421	Syan.g_01943
OG0000339	Syad.g_00414	Syan.g_01935, Syan.g_00264
OG0000340	Syad.g_00370	Syan.g_01923
OG0000341	Syad.g_00368	Syan.g_01921
OG0000342	Syad.g_00367	Syan.g_01920
OG0000343	Syad.g_00366	Syan.g_01918
OG0000344	Syad.g_00362	Syan.g_01914
OG0000345	Syad.g_00352	Syan.g_01900
OG0000346	Syad.g_00347	Syan.g_01895
OG0000347	Syad.g_00318	Syan.g_01867
OG0000348	Syad.g_00233	Syan.g_01803
OG0000349	Syad.g_00213	Syan.g_01727
OG0000350	Syad.g_00605	Syan.g_02121
OG0000351	Syad.g_00134	Syan.g_01682
OG0000352	Syad.g_00135	Syan.g_01683
OG0000353	Syad.g_00161	Syan.g_01795
OG0000354	Syad.g_00947	Syan.g_02720
OG0000354	Syad.g_00181	Syan.g_01761
OG0000355	Syad.g_00163	Syan.g_01797
OG0000356	Syad.g_00164	Syan.g_01798
OG0000357	Syad.g_00165	Syan.g_01800
OG0000358	Syad.g_00169	Syan.g_01773
OG0000359	Syad.g_00171	Syan.g_01771
OG0000360	Syad.g_00172	Syan.g_01770
OG0000361	Syad.g_00173	Syan.g_01769
OG0000362	Syad.g_00175	Syan.g_01767
OG0000363	Syad.g_00177	Syan.g_01765
OG0000364	Syad.g_00178	Syan.g_01398
OG0000365	Syad.g_00187	Syan.g_01755
OG0000366	Syad.g_00188	Syan.g_01754
OG0000367	Syad.g_00189	Syan.g_01753
OG0000368	Syad.g_00191	Syan.g_01751
OG0000369	Syad.g_00192	Syan.g_01750
OG0000370	Syad.g_00193	Syan.g_01749
OG0000371	Syad.g_00201	Syan.g_01740
OG0000372	Syad.g_00206	Syan.g_01734
OG0000373	Syad.g_00207	Syan.g_01733
OG0000374	Syad.g_00208	Syan.g_01732
OG0000375	Syad.g_00209	Syan.g_01731
OG0000376	Syad.g_00211	Syan.g_01729
OG0000377	Syad.g_03027	Syan.g_01555
OG0000378	Syad.g_03012	Syan.g_01543
OG0000379	Syad.g_03005	Syan.g_01539
OG0000380	Syad.g_02725	Syan.g_02905
OG0000381	Syad.g_02729	Syan.g_02908
OG0000382	Syad.g_02758	Syan.g_02925
OG0000383	Syad.g_02761	Syan.g_02936
OG0000384	Syad.g_02762	Syan.g_02937
OG0000385	Syad.g_02763	Syan.g_02938
OG0000386	Syad.g_02764	Syan.g_02939
OG0000387	Syad.g_02792	Syan.g_00967
OG0000388	Syad.g_02796	Syan.g_02970
OG0000389	Syad.g_02800	Syan.g_02973
OG0000390	Syad.g_02818	Syan.g_02306
OG0000391	Syad.g_02823	Syan.g_02301
OG0000392	Syad.g_02833	Syan.g_02295
OG0000393	Syad.g_02837	Syan.g_02292
OG0000394	Syad.g_02838	Syan.g_02291
OG0000395	Syad.g_02839	Syan.g_02290
OG0000396	Syad.g_02843	Syan.g_02287
OG0000397	Syad.g_02845	Syan.g_02285
OG0000398	Syad.g_02850	Syan.g_02279
OG0000399	Syad.g_02851	Syan.g_02278
OG0000400	Syad.g_02852	Syan.g_02277
OG0000401	Syad.g_02853	Syan.g_02274
OG0000402	Syad.g_02855	Syan.g_02272
OG0000403	Syad.g_02856	Syan.g_02271
OG0000404	Syad.g_02858	Syan.g_02269
OG0000405	Syad.g_02874	Syan.g_03005
OG0000406	Syad.g_02878	Syan.g_03010
OG0000407	Syad.g_02879	Syan.g_03011
OG0000408	Syad.g_02883	Syan.g_03013
OG0000409	Syad.g_02885	Syan.g_03015
OG0000410	Syad.g_02886	Syan.g_03016
OG0000411	Syad.g_02887	Syan.g_03017
OG0000412	Syad.g_02888	Syan.g_03018
OG0000413	Syad.g_02890	Syan.g_03020
OG0000415	Syad.g_02891	Syan.g_03022
OG0000416	Syad.g_02892	Syan.g_03023
OG0000417	Syad.g_02893	Syan.g_03025
OG0000418	Syad.g_02898	Syan.g_03030
OG0000419	Syad.g_02900	Syan.g_03033
OG0000420	Syad.g_02902	Syan.g_03035
OG0000421	Syad.g_02907	Syan.g_03040
OG0000422	Syad.g_02908	Syan.g_03041
OG0000423	Syad.g_02909	Syan.g_03042
OG0000424	Syad.g_02910	Syan.g_03043
OG0000425	Syad.g_02911	Syan.g_03044
OG0000426	Syad.g_02912	Syan.g_03045
OG0000427	Syad.g_02913	Syan.g_03046
OG0000428	Syad.g_02916	Syan.g_03049
OG0000429	Syad.g_02918	Syan.g_03051
OG0000430	Syad.g_02920	Syan.g_03053
OG0000431	Syad.g_02923	Syan.g_03058
OG0000432	Syad.g_02930	Syan.g_03065
OG0000433	Syad.g_02933	Syan.g_03068
OG0000434	Syad.g_02934	Syan.g_03069
OG0000435	Syad.g_02936	Syan.g_03071
OG0000436	Syad.g_02942	Syan.g_03079
OG0000437	Syad.g_02943	Syan.g_03080
OG0000438	Syad.g_02944	Syan.g_03083
OG0000439	Syad.g_02946	Syan.g_03085
OG0000440	Syad.g_02947	Syan.g_03086
OG0000441	Syad.g_02951	Syan.g_03089
OG0000442	Syad.g_02952	Syan.g_03090
OG0000443	Syad.g_02953	Syan.g_03094
OG0000444	Syad.g_02964	Syan.g_03102
OG0000445	Syad.g_02965	Syan.g_03103
OG0000446	Syad.g_02967	Syan.g_03105
OG0000447	Syad.g_02970	Syan.g_03111
OG0000448	Syad.g_02971	Syan.g_03112
OG0000449	Syad.g_02972	Syan.g_03113
OG0000450	Syad.g_02978	Syan.g_01518
OG0000451	Syad.g_02979	Syan.g_01519
OG0000452	Syad.g_02983	Syan.g_01523
OG0000453	Syad.g_02984	Syan.g_01524
OG0000454	Syad.g_02985	Syan.g_01525
OG0000455	Syad.g_02986	Syan.g_01526
OG0000456	Syad.g_02987	Syan.g_01527
OG0000457	Syad.g_02989	Syan.g_01529
OG0000458	Syad.g_02998	Syan.g_01530
OG0000459	Syad.g_02999	Syan.g_01531
OG0000460	Syad.g_00815	Syan.g_02423
OG0000461	Syad.g_00579	Syan.g_02099
OG0000462	Syad.g_00576	Syan.g_02096
OG0000463	Syad.g_00575	Syan.g_02095
OG0000464	Syad.g_00574	Syan.g_02094
OG0000465	Syad.g_00573	Syan.g_02092
OG0000466	Syad.g_00568	Syan.g_02087
OG0000467	Syad.g_00566	Syan.g_02086
OG0000468	Syad.g_00561	Syan.g_02063
OG0000469	Syad.g_00545	Syan.g_02046
OG0000470	Syad.g_00542	Syan.g_02044
OG0000471	Syad.g_00541	Syan.g_02043
OG0000472	Syad.g_00539	Syan.g_02041
OG0000473	Syad.g_00537	Syan.g_02039
OG0000474	Syad.g_00536	Syan.g_02038
OG0000475	Syad.g_00535	Syan.g_02037
OG0000476	Syad.g_00533	Syan.g_02035
OG0000477	Syad.g_00528	Syan.g_02029
OG0000478	Syad.g_00527	Syan.g_02028
OG0000479	Syad.g_00526	Syan.g_02027
OG0000480	Syad.g_00520	Syan.g_02020
OG0000481	Syad.g_00518	Syan.g_00975
OG0000482	Syad.g_00517	Syan.g_02018
OG0000483	Syad.g_00513	Syan.g_02014
OG0000484	Syad.g_00512	Syan.g_02013
OG0000485	Syad.g_00511	Syan.g_02012
OG0000486	Syad.g_00510	Syan.g_02011
OG0000487	Syad.g_00503	Syan.g_02005
OG0000488	Syad.g_00499	Syan.g_02000
OG0000489	Syad.g_00487	Syan.g_01993
OG0000490	Syad.g_00475	Syan.g_01985
OG0000491	Syad.g_00474	Syan.g_01983
OG0000492	Syad.g_00472	Syan.g_01980
OG0000493	Syad.g_00471	Syan.g_01979
OG0000494	Syad.g_00470	Syan.g_01978
OG0000495	Syad.g_00469	Syan.g_01977
OG0000496	Syad.g_00468	Syan.g_01976
OG0000497	Syad.g_00467	Syan.g_01975
OG0000498	Syad.g_00466	Syan.g_01974
OG0000499	Syad.g_00465	Syan.g_01973
OG0000500	Syad.g_00464	Syan.g_01972
OG0000501	Syad.g_00461	Syan.g_01969
OG0000502	Syad.g_00449	Syan.g_01961
OG0000503	Syad.g_00761	Syan.g_02144
OG0000504	Syad.g_00763	Syan.g_02142
OG0000505	Syad.g_00764	Syan.g_02141
OG0000506	Syad.g_00766	Syan.g_02139
OG0000507	Syad.g_00772	Syan.g_02133
OG0000508	Syad.g_00776	Syan.g_02998
OG0000509	Syad.g_00778	Syan.g_02993
OG0000510	Syad.g_00779	Syan.g_02992
OG0000511	Syad.g_00780	Syan.g_02991
OG0000512	Syad.g_00782	Syan.g_02989
OG0000513	Syad.g_00789	Syan.g_02320
OG0000514	Syad.g_00795	Syan.g_02326
OG0000515	Syad.g_00796	Syan.g_02327
OG0000516	Syad.g_02456	Syan.g_02389
OG0000517	Syad.g_02451	Syan.g_02395
OG0000518	Syad.g_02439	Syan.g_01336
OG0000519	Syad.g_02438	Syan.g_01335
OG0000520	Syad.g_02437	Syan.g_01334
OG0000521	Syad.g_01108	Syan.g_02805
OG0000522	Syad.g_01109	Syan.g_02803
OG0000523	Syad.g_01110	Syan.g_02802
OG0000524	Syad.g_02386	Syan.g_02878
OG0000525	Syad.g_02363	Syan.g_02853
OG0000526	Syad.g_02360	Syan.g_02852
OG0000527	Syad.g_02355	Syan.g_02848
OG0000528	Syad.g_00897	Syan.g_02767
OG0000529	Syad.g_00905	Syan.g_02763
OG0000530	Syad.g_00908	Syan.g_02760
OG0000531	Syad.g_00909	Syan.g_02759
OG0000532	Syad.g_00912	Syan.g_02756
OG0000533	Syad.g_00913	Syan.g_02754
OG0000534	Syad.g_00914	Syan.g_02753
OG0000535	Syad.g_00915	Syan.g_02752
OG0000536	Syad.g_00916	Syan.g_02751
OG0000537	Syad.g_00917	Syan.g_02750
OG0000538	Syad.g_00929	Syan.g_02738
OG0000539	Syad.g_00930	Syan.g_02737
OG0000540	Syad.g_00931	Syan.g_02736
OG0000541	Syad.g_00932	Syan.g_02735
OG0000542	Syad.g_00935	Syan.g_02732
OG0000543	Syad.g_00937	Syan.g_02730
OG0000544	Syad.g_00938	Syan.g_02729
OG0000545	Syad.g_00940	Syan.g_02727
OG0000546	Syad.g_00942	Syan.g_02725
OG0000547	Syad.g_00944	Syan.g_02723
OG0000548	Syad.g_00945	Syan.g_02722
OG0000549	Syad.g_00952	Syan.g_01194
OG0000550	Syad.g_00956	Syan.g_01189
OG0000551	Syad.g_00960	Syan.g_01184
OG0000552	Syad.g_00961	Syan.g_01183
OG0000553	Syad.g_00965	Syan.g_01179
OG0000554	Syad.g_00978	Syan.g_01165
OG0000555	Syad.g_00999	Syan.g_00839
OG0000556	Syad.g_01003	Syan.g_00842
OG0000557	Syad.g_01011	Syan.g_00847
OG0000558	Syad.g_01013	Syan.g_00849
OG0000559	Syad.g_01016	Syan.g_00853
OG0000560	Syad.g_01019	Syan.g_00856
OG0000561	Syad.g_01020	Syan.g_00857
OG0000562	Syad.g_01021	Syan.g_00858
OG0000563	Syad.g_01022	Syan.g_00859
OG0000564	Syad.g_01023	Syan.g_00860
OG0000565	Syad.g_01027	Syan.g_00864
OG0000566	Syad.g_01031	Syan.g_00868
OG0000567	Syad.g_01035	Syan.g_00872
OG0000568	Syad.g_01040	Syan.g_00874
OG0000569	Syad.g_01041	Syan.g_00875
OG0000570	Syad.g_01042	Syan.g_00876
OG0000571	Syad.g_01046	Syan.g_00879
OG0000572	Syad.g_01064	Syan.g_00954
OG0000573	Syad.g_01072	Syan.g_00963
OG0000574	Syad.g_01077	Syan.g_00965
OG0000575	Syad.g_01083	Syan.g_01003
OG0000576	Syad.g_01085	Syan.g_01007
OG0000577	Syad.g_01086	Syan.g_01008
OG0000578	Syad.g_01087	Syan.g_01009
OG0000579	Syad.g_01088	Syan.g_01010
OG0000580	Syad.g_01089	Syan.g_01011
OG0000581	Syad.g_01097	Syan.g_01018
OG0000582	Syad.g_02206	Syan.g_01030
