Orthogroup	Syad	Syab
OG0000337	Syad.g_00425, Syad.g_00427	Syab.g_00210
OG0000338	Syad.g_00421	Syab.g_00207
OG0000339	Syad.g_00414	Syab.g_00201
OG0000340	Syad.g_00370	Syab.g_00135
OG0000341	Syad.g_00368	Syab.g_00157, Syab.g_00133
OG0000342	Syad.g_00367	Syab.g_00132
OG0000343	Syad.g_00366	Syab.g_00131
OG0000344	Syad.g_00362	Syab.g_00127
OG0000345	Syad.g_00352	Syab.g_00117
OG0000346	Syad.g_00347	Syab.g_00112
OG0000347	Syad.g_00318	Syab.g_00087
OG0000348	Syad.g_00233	Syab.g_00076
OG0000349	Syad.g_00213	Syab.g_00054
OG0000350	Syad.g_00605	Syab.g_00382
OG0000351	Syad.g_00134	Syab.g_02879
OG0000352	Syad.g_00135	Syab.g_02880
OG0000353	Syad.g_00161	Syab.g_02913
OG0000354	Syad.g_00947	Syab.g_02140
OG0000354	Syad.g_00181	Syab.g_00020
OG0000355	Syad.g_00163	Syab.g_00001
OG0000356	Syad.g_00164	Syab.g_00002
OG0000357	Syad.g_00165	Syab.g_00003
OG0000358	Syad.g_00169	Syab.g_00007
OG0000359	Syad.g_00171	Syab.g_00009
OG0000360	Syad.g_00172	Syab.g_00010
OG0000361	Syad.g_00173	Syab.g_00011
OG0000362	Syad.g_00175	Syab.g_00013
OG0000363	Syad.g_00177	Syab.g_00015
OG0000364	Syad.g_00178	Syab.g_00016
OG0000365	Syad.g_00187	Syab.g_00026
OG0000366	Syad.g_00188	Syab.g_00027
OG0000367	Syad.g_00189	Syab.g_00028
OG0000368	Syad.g_00191	Syab.g_00030
OG0000369	Syad.g_00192	Syab.g_00031
OG0000370	Syad.g_00193	Syab.g_00032
OG0000371	Syad.g_00201	Syab.g_00711, Syab.g_00039
OG0000372	Syad.g_00206	Syab.g_00045
OG0000373	Syad.g_00207	Syab.g_00046
OG0000374	Syad.g_00208	Syab.g_00047
OG0000375	Syad.g_00209	Syab.g_00050
OG0000376	Syad.g_00211	Syab.g_00052
OG0000377	Syad.g_03027	Syab.g_02748
OG0000378	Syad.g_03012	Syab.g_02717
OG0000379	Syad.g_03005	Syab.g_02714
OG0000380	Syad.g_02725	Syab.g_02432
OG0000381	Syad.g_02729	Syab.g_02435
OG0000382	Syad.g_02758	Syab.g_02453
OG0000383	Syad.g_02761	Syab.g_02459
OG0000384	Syad.g_02762	Syab.g_02460
OG0000385	Syad.g_02763	Syab.g_02461
OG0000386	Syad.g_02764	Syab.g_02462
OG0000387	Syad.g_02792	Syab.g_02491
OG0000388	Syad.g_02796	Syab.g_02495
OG0000389	Syad.g_02800	Syab.g_02499
OG0000390	Syad.g_02818	Syab.g_02516
OG0000391	Syad.g_02823	Syab.g_02521
OG0000392	Syad.g_02833	Syab.g_02527
OG0000393	Syad.g_02837	Syab.g_02530
OG0000394	Syad.g_02838	Syab.g_02531
OG0000395	Syad.g_02839	Syab.g_02532
OG0000396	Syad.g_02843	Syab.g_02535
OG0000397	Syad.g_02845	Syab.g_02537
OG0000398	Syad.g_02850	Syab.g_02542
OG0000399	Syad.g_02851	Syab.g_02543
OG0000400	Syad.g_02852	Syab.g_02544
OG0000401	Syad.g_02853	Syab.g_02545
OG0000402	Syad.g_02855	Syab.g_02547
OG0000403	Syad.g_02856	Syab.g_02548
OG0000404	Syad.g_02858	Syab.g_02550
OG0000405	Syad.g_02874	Syab.g_02562
OG0000406	Syad.g_02878	Syab.g_02566
OG0000407	Syad.g_02879	Syab.g_02567
OG0000408	Syad.g_02883	Syab.g_02569
OG0000409	Syad.g_02885	Syab.g_02571
OG0000410	Syad.g_02886	Syab.g_02572
OG0000411	Syad.g_02887	Syab.g_02573
OG0000412	Syad.g_02888	Syab.g_02574
OG0000413	Syad.g_02890	Syab.g_02576
OG0000415	Syad.g_02891	Syab.g_02578
OG0000416	Syad.g_02892	Syab.g_02579
OG0000417	Syad.g_02893	Syab.g_02580
OG0000418	Syad.g_02898	Syab.g_02585
OG0000419	Syad.g_02900	Syab.g_02587
OG0000420	Syad.g_02902	Syab.g_02589
OG0000421	Syad.g_02907	Syab.g_02595
OG0000422	Syad.g_02908	Syab.g_02596
OG0000423	Syad.g_02909	Syab.g_02597
OG0000424	Syad.g_02910	Syab.g_02598
OG0000425	Syad.g_02911	Syab.g_02599
OG0000426	Syad.g_02912	Syab.g_02600
OG0000427	Syad.g_02913	Syab.g_02601
OG0000428	Syad.g_02916	Syab.g_02604
OG0000429	Syad.g_02918	Syab.g_02608
OG0000430	Syad.g_02920	Syab.g_02610
OG0000431	Syad.g_02923	Syab.g_02613
OG0000432	Syad.g_02930	Syab.g_02619
OG0000433	Syad.g_02933	Syab.g_02622
OG0000434	Syad.g_02934	Syab.g_02623
OG0000435	Syad.g_02936	Syab.g_02625
OG0000436	Syad.g_02942	Syab.g_02632
OG0000437	Syad.g_02943	Syab.g_02633
OG0000438	Syad.g_02944	Syab.g_02634
OG0000439	Syad.g_02946	Syab.g_02636
OG0000440	Syad.g_02947	Syab.g_02637
OG0000441	Syad.g_02951	Syab.g_02641
OG0000442	Syad.g_02952	Syab.g_02642
OG0000443	Syad.g_02953	Syab.g_02668
OG0000444	Syad.g_02964	Syab.g_02681
OG0000445	Syad.g_02965	Syab.g_02682
OG0000446	Syad.g_02967	Syab.g_02684
OG0000447	Syad.g_02970	Syab.g_02687
OG0000448	Syad.g_02971	Syab.g_02688
OG0000449	Syad.g_02972	Syab.g_02689
OG0000450	Syad.g_02978	Syab.g_02695
OG0000451	Syad.g_02979	Syab.g_02696
OG0000452	Syad.g_02983	Syab.g_02701
OG0000453	Syad.g_02984	Syab.g_02702
OG0000454	Syad.g_02985	Syab.g_02703
OG0000455	Syad.g_02986	Syab.g_02704
OG0000456	Syad.g_02987	Syab.g_02705
OG0000457	Syad.g_02989	Syab.g_02707
OG0000458	Syad.g_02998	Syab.g_02708
OG0000459	Syad.g_02999	Syab.g_02709
OG0000460	Syad.g_00815	Syab.g_02372
OG0000461	Syad.g_00579	Syab.g_00356
OG0000462	Syad.g_00576	Syab.g_00352
OG0000463	Syad.g_00575	Syab.g_00351
OG0000464	Syad.g_00574	Syab.g_00350
OG0000465	Syad.g_00573	Syab.g_00349
OG0000466	Syad.g_00568	Syab.g_00343
OG0000467	Syad.g_00566	Syab.g_00341
OG0000468	Syad.g_00561	Syab.g_00336
OG0000469	Syad.g_00545	Syab.g_00318
OG0000470	Syad.g_00542	Syab.g_00316
OG0000471	Syad.g_00541	Syab.g_00315
OG0000472	Syad.g_00539	Syab.g_00313
OG0000473	Syad.g_00537	Syab.g_00311
OG0000474	Syad.g_00536	Syab.g_00310
OG0000475	Syad.g_00535	Syab.g_00309
OG0000476	Syad.g_00533	Syab.g_00307
OG0000477	Syad.g_00528	Syab.g_00301
OG0000478	Syad.g_00527	Syab.g_00300
OG0000479	Syad.g_00526	Syab.g_00299
OG0000480	Syad.g_00520	Syab.g_00292
OG0000481	Syad.g_00518	Syab.g_00290
OG0000482	Syad.g_00517	Syab.g_00289
OG0000483	Syad.g_00513	Syab.g_00285
OG0000484	Syad.g_00512	Syab.g_00284
OG0000485	Syad.g_00511	Syab.g_00283
OG0000486	Syad.g_00510	Syab.g_00282
OG0000487	Syad.g_00503	Syab.g_00276
OG0000488	Syad.g_00499	Syab.g_00272
OG0000489	Syad.g_00487	Syab.g_00256
OG0000490	Syad.g_00475	Syab.g_00247
OG0000491	Syad.g_00474	Syab.g_00245
OG0000492	Syad.g_00472	Syab.g_00243
OG0000493	Syad.g_00471	Syab.g_00242
OG0000494	Syad.g_00470	Syab.g_00241
OG0000495	Syad.g_00469	Syab.g_00240
OG0000496	Syad.g_00468	Syab.g_00239
OG0000497	Syad.g_00467	Syab.g_00238
OG0000498	Syad.g_00466	Syab.g_00237
OG0000499	Syad.g_00465	Syab.g_00236
OG0000500	Syad.g_00464	Syab.g_00235
OG0000501	Syad.g_00461	Syab.g_00232
OG0000502	Syad.g_00449	Syab.g_00224
OG0000503	Syad.g_00761	Syab.g_00523
OG0000504	Syad.g_00763	Syab.g_00525
OG0000505	Syad.g_00764	Syab.g_00526
OG0000506	Syad.g_00766	Syab.g_00528
OG0000507	Syad.g_00772	Syab.g_00533
OG0000508	Syad.g_00776	Syab.g_00537
OG0000509	Syad.g_00778	Syab.g_00539
OG0000510	Syad.g_00779	Syab.g_00540
OG0000511	Syad.g_00780	Syab.g_00541
OG0000512	Syad.g_00782	Syab.g_00543
OG0000513	Syad.g_00789	Syab.g_00555
OG0000514	Syad.g_00795	Syab.g_00566
OG0000515	Syad.g_00796	Syab.g_00567
OG0000516	Syad.g_02456	Syab.g_00575
OG0000517	Syad.g_02451	Syab.g_00582
OG0000518	Syad.g_02439	Syab.g_00594
OG0000519	Syad.g_02438	Syab.g_00610
OG0000520	Syad.g_02437	Syab.g_00611
OG0000521	Syad.g_01108	Syab.g_00624
OG0000522	Syad.g_01109	Syab.g_00626
OG0000523	Syad.g_01110	Syab.g_00627
OG0000524	Syad.g_02386	Syab.g_00640
OG0000525	Syad.g_02363	Syab.g_00671
OG0000526	Syad.g_02360	Syab.g_00689
OG0000527	Syad.g_02355	Syab.g_00695
OG0000528	Syad.g_00897	Syab.g_02092
OG0000529	Syad.g_00905	Syab.g_02097
OG0000530	Syad.g_00908	Syab.g_02100
OG0000531	Syad.g_00909	Syab.g_02101
OG0000532	Syad.g_00912	Syab.g_02104
OG0000533	Syad.g_00913	Syab.g_02106
OG0000534	Syad.g_00914	Syab.g_02107
OG0000535	Syad.g_00915	Syab.g_02108
OG0000536	Syad.g_00916	Syab.g_02109
OG0000537	Syad.g_00917	Syab.g_02110
OG0000538	Syad.g_00929	Syab.g_02122
OG0000539	Syad.g_00930	Syab.g_02123
OG0000540	Syad.g_00931	Syab.g_02124
OG0000541	Syad.g_00932	Syab.g_02125
OG0000542	Syad.g_00935	Syab.g_02128
OG0000543	Syad.g_00937	Syab.g_02130
OG0000544	Syad.g_00938	Syab.g_02131
OG0000545	Syad.g_00940	Syab.g_02133
OG0000546	Syad.g_00942	Syab.g_02135
OG0000547	Syad.g_00944	Syab.g_02137
OG0000548	Syad.g_00945	Syab.g_02138
OG0000549	Syad.g_00952	Syab.g_02144
OG0000550	Syad.g_00956	Syab.g_02149
OG0000551	Syad.g_00960	Syab.g_02153
OG0000552	Syad.g_00961	Syab.g_02154
OG0000553	Syad.g_00965	Syab.g_02046
OG0000554	Syad.g_00978	Syab.g_02040
OG0000555	Syad.g_00999	Syab.g_02026
OG0000556	Syad.g_01003	Syab.g_02022
OG0000557	Syad.g_01011	Syab.g_02019
OG0000558	Syad.g_01013	Syab.g_02016
OG0000559	Syad.g_01016	Syab.g_02012
OG0000560	Syad.g_01019	Syab.g_02009
OG0000561	Syad.g_01020	Syab.g_02008
OG0000562	Syad.g_01021	Syab.g_02007
OG0000563	Syad.g_01022	Syab.g_02006
OG0000564	Syad.g_01023	Syab.g_02005
OG0000565	Syad.g_01027	Syab.g_02001
OG0000566	Syad.g_01031	Syab.g_01997
OG0000567	Syad.g_01035	Syab.g_01993
OG0000568	Syad.g_01040	Syab.g_01991
OG0000569	Syad.g_01041	Syab.g_01990
OG0000570	Syad.g_01042	Syab.g_01989
OG0000571	Syad.g_01046	Syab.g_01986
