Orthogroup	Syad	Syai
OG0000108	Syad.g_00904	Syai.g_00638
OG0000109	Syad.g_00919	Syai.g_00653
OG0000110	Syad.g_01048	Syai.g_00766
OG0000111	Syad.g_01300	Syai.g_01998
OG0000112	Syad.g_01766	Syai.g_01512
OG0000113	Syad.g_01851	Syai.g_01367
OG0000114	Syad.g_01617	Syai.g_01261
OG0000115	Syad.g_02300	Syai.g_00932
OG0000116	Syad.g_01123	Syai.g_02156
OG0000117	Syad.g_01510	Syai.g_01756
OG0000118	Syad.g_01104	Syai.g_00818
OG0000119	Syad.g_01168	Syai.g_02127
OG0000120	Syad.g_00459	Syai.g_00198
OG0000121	Syad.g_02280	Syai.g_00951
OG0000122	Syad.g_02122	Syai.g_01143
OG0000123	Syad.g_00701	Syai.g_00411
OG0000124	Syad.g_00320	Syai.g_00089
OG0000125	Syad.g_03040	Syai.g_02782
OG0000126	Syad.g_00156	Syai.g_02927
OG0000127	Syad.g_02710	Syai.g_02459
OG0000128	Syad.g_00174	Syai.g_00012
OG0000129	Syad.g_03028	Syai.g_02771
OG0000130	Syad.g_02728	Syai.g_02474
OG0000131	Syad.g_02876	Syai.g_02608
OG0000132	Syad.g_02897	Syai.g_02628
OG0000133	Syad.g_01761	Syai.g_01507
OG0000134	Syad.g_00788	Syai.g_00520
OG0000135	Syad.g_00063	Syai.g_02826
OG0000136	Syad.g_02445	Syai.g_02217
OG0000137	Syad.g_02353	Syai.g_00865
OG0000138	Syad.g_00920	Syai.g_00654
OG0000139	Syad.g_00983	Syai.g_00714
OG0000140	Syad.g_00987	Syai.g_00716
OG0000141	Syad.g_02208	Syai.g_01041
OG0000142	Syad.g_02152	Syai.g_01104
OG0000143	Syad.g_02148	Syai.g_01108
OG0000144	Syad.g_02024	Syai.g_01608
OG0000145	Syad.g_00927	Syai.g_00660
OG0000146	Syad.g_01767	Syai.g_01513
OG0000147	Syad.g_01768	Syai.g_01514
OG0000148	Syad.g_01861	Syai.g_01361
OG0000149	Syad.g_01221	Syai.g_02059
OG0000150	Syad.g_02207, Syad.g_00989	Syai.g_00717
OG0000151	Syad.g_01956	Syai.g_01280
OG0000152	Syad.g_01757	Syai.g_01503
OG0000153	Syad.g_01713	Syai.g_01461
OG0000154	Syad.g_01686	Syai.g_01434
OG0000155	Syad.g_01189	Syai.g_02109
OG0000156	Syad.g_01116	Syai.g_02162
OG0000157	Syad.g_01115	Syai.g_02163
OG0000158	Syad.g_00374	Syai.g_00135
OG0000160	Syad.g_02279	Syai.g_00952
OG0000161	Syad.g_02287	Syai.g_00946
OG0000162	Syad.g_02293	Syai.g_00939
OG0000163	Syad.g_02542	Syai.g_02300
OG0000164	Syad.g_02659	Syai.g_02411
OG0000165	Syad.g_02476	Syai.g_02244
OG0000166	Syad.g_00654	Syai.g_00364
OG0000167	Syad.g_00419	Syai.g_00164
OG0000168	Syad.g_00371	Syai.g_00134
OG0000169	Syad.g_00360	Syai.g_00123
OG0000170	Syad.g_00353	Syai.g_00116
OG0000171	Syad.g_00321	Syai.g_00090
OG0000172	Syad.g_00244	Syai.g_00083
OG0000173	Syad.g_00220	Syai.g_00064
OG0000174	Syad.g_00065	Syai.g_02828
OG0000175	Syad.g_00129	Syai.g_02901
OG0000176	Syad.g_00166	Syai.g_00004
OG0000177	Syad.g_00167	Syai.g_00005
OG0000178	Syad.g_00168	Syai.g_00006
OG0000179	Syad.g_00183	Syai.g_00023
OG0000180	Syad.g_00184	Syai.g_00024
OG0000181	Syad.g_00185	Syai.g_00025
OG0000182	Syad.g_00186	Syai.g_00026
OG0000183	Syad.g_00190	Syai.g_00030
OG0000184	Syad.g_03018	Syai.g_02756
OG0000185	Syad.g_03006	Syai.g_02734
OG0000186	Syad.g_02722	Syai.g_02469
OG0000187	Syad.g_02724	Syai.g_02471
OG0000188	Syad.g_02759	Syai.g_02494
OG0000189	Syad.g_02788	Syai.g_02530
OG0000190	Syad.g_02790	Syai.g_02532
OG0000191	Syad.g_02824	Syai.g_02562
OG0000192	Syad.g_02834	Syai.g_02569
OG0000193	Syad.g_02877	Syai.g_02609
OG0000194	Syad.g_02880	Syai.g_02612
OG0000195	Syad.g_02884	Syai.g_02614
OG0000196	Syad.g_02894	Syai.g_02625
OG0000197	Syad.g_02895	Syai.g_02626
OG0000198	Syad.g_02896	Syai.g_02627
OG0000199	Syad.g_02904	Syai.g_02635
OG0000200	Syad.g_02921	Syai.g_02651
OG0000201	Syad.g_02937	Syai.g_02667
OG0000202	Syad.g_02938	Syai.g_02668
OG0000203	Syad.g_02939	Syai.g_02669
OG0000204	Syad.g_02940	Syai.g_02670
OG0000205	Syad.g_02948	Syai.g_02677
OG0000206	Syad.g_02955	Syai.g_02684
OG0000207	Syad.g_02957	Syai.g_02686
OG0000208	Syad.g_02958	Syai.g_02687
OG0000209	Syad.g_02981	Syai.g_02699
OG0000210	Syad.g_02982	Syai.g_02700
OG0000211	Syad.g_00813	Syai.g_00533
OG0000212	Syad.g_00825	Syai.g_00544
OG0000213	Syad.g_00556	Syai.g_00292
OG0000214	Syad.g_00538	Syai.g_00276
OG0000215	Syad.g_00508	Syai.g_00245
OG0000216	Syad.g_00504	Syai.g_00241
OG0000217	Syad.g_00500	Syai.g_00237
OG0000218	Syad.g_00498	Syai.g_00235
OG0000219	Syad.g_00497	Syai.g_00234
OG0000220	Syad.g_00496	Syai.g_00233
OG0000221	Syad.g_00488	Syai.g_00227
OG0000222	Syad.g_00473	Syai.g_00215
OG0000223	Syad.g_00451	Syai.g_00194
OG0000224	Syad.g_00444	Syai.g_00186
OG0000225	Syad.g_00777	Syai.g_00502
OG0000226	Syad.g_00781	Syai.g_00506
OG0000227	Syad.g_00783	Syai.g_00508
OG0000228	Syad.g_00784	Syai.g_00516
OG0000229	Syad.g_02450	Syai.g_02228
OG0000230	Syad.g_02448	Syai.g_02226
OG0000231	Syad.g_02436	Syai.g_02208
OG0000232	Syad.g_02392	Syai.g_00846
OG0000233	Syad.g_02382	Syai.g_00855
OG0000234	Syad.g_02351	Syai.g_00866
OG0000235	Syad.g_00903	Syai.g_00637
OG0000236	Syad.g_00918	Syai.g_00652
OG0000237	Syad.g_00936	Syai.g_00669
OG0000238	Syad.g_00941	Syai.g_00674
OG0000239	Syad.g_00957	Syai.g_00691
OG0000240	Syad.g_00958	Syai.g_00692
OG0000241	Syad.g_02160	Syai.g_01085
OG0000242	Syad.g_00975	Syai.g_00705
OG0000243	Syad.g_01000	Syai.g_00726
OG0000244	Syad.g_01012	Syai.g_00731
OG0000245	Syad.g_01014	Syai.g_00733
OG0000246	Syad.g_01017	Syai.g_00737
OG0000247	Syad.g_01029	Syai.g_00748
OG0000248	Syad.g_01032	Syai.g_00751
OG0000249	Syad.g_01034	Syai.g_00753
OG0000250	Syad.g_01044	Syai.g_00762
OG0000251	Syad.g_01071	Syai.g_00789
OG0000252	Syad.g_01078	Syai.g_00797
OG0000253	Syad.g_01081	Syai.g_00798
OG0000254	Syad.g_02203	Syai.g_01045
OG0000255	Syad.g_02185	Syai.g_01061
OG0000256	Syad.g_02167	Syai.g_01077
OG0000257	Syad.g_02161	Syai.g_01084
OG0000258	Syad.g_02143	Syai.g_01113
OG0000259	Syad.g_01576	Syai.g_01229
OG0000260	Syad.g_01587	Syai.g_01232
OG0000261	Syad.g_01590	Syai.g_01235
OG0000262	Syad.g_01595	Syai.g_01240
OG0000263	Syad.g_01475	Syai.g_01776
OG0000264	Syad.g_01360	Syai.g_01962
OG0000266	Syad.g_01804	Syai.g_01401
OG0000267	Syad.g_01645	Syai.g_01569
OG0000268	Syad.g_01646	Syai.g_01568
OG0000269	Syad.g_01894	Syai.g_01316
OG0000270	Syad.g_01891	Syai.g_01319
OG0000271	Syad.g_01883	Syai.g_01327
OG0000272	Syad.g_01882	Syai.g_01328
OG0000273	Syad.g_01247	Syai.g_02037
OG0000274	Syad.g_01246	Syai.g_02038
OG0000275	Syad.g_01242	Syai.g_02043
OG0000276	Syad.g_01229	Syai.g_02051
OG0000277	Syad.g_01228	Syai.g_02052
OG0000278	Syad.g_01225	Syai.g_02055
OG0000279	Syad.g_01208	Syai.g_02063
OG0000280	Syad.g_01198	Syai.g_02084
OG0000281	Syad.g_00624	Syai.g_01719
OG0000282	Syad.g_01619	Syai.g_01263
OG0000283	Syad.g_01661	Syai.g_01554
OG0000284	Syad.g_01787	Syai.g_01548
OG0000285	Syad.g_01776	Syai.g_01522
OG0000286	Syad.g_01758	Syai.g_01504
OG0000287	Syad.g_01720	Syai.g_01469
OG0000288	Syad.g_01687	Syai.g_01435
OG0000289	Syad.g_01672	Syai.g_01421
OG0000290	Syad.g_01287	Syai.g_02010
OG0000291	Syad.g_01289	Syai.g_02008
OG0000292	Syad.g_00155	Syai.g_02926
OG0000293	Syad.g_01124	Syai.g_02155
OG0000294	Syad.g_01125	Syai.g_02154
OG0000295	Syad.g_01181	Syai.g_02117
OG0000296	Syad.g_01183	Syai.g_02115
OG0000297	Syad.g_01512	Syai.g_01754
OG0000298	Syad.g_01511	Syai.g_01755
OG0000299	Syad.g_01462	Syai.g_01783
OG0000300	Syad.g_01455	Syai.g_01790
OG0000301	Syad.g_01454	Syai.g_01791
OG0000302	Syad.g_01453	Syai.g_01793
OG0000303	Syad.g_01442	Syai.g_01802
OG0000304	Syad.g_01436	Syai.g_01826
OG0000305	Syad.g_01292	Syai.g_02005
OG0000306	Syad.g_01989	Syai.g_02090
OG0000307	Syad.g_00883	Syai.g_00619
OG0000308	Syad.g_00881	Syai.g_00617
OG0000309	Syad.g_00876	Syai.g_00612
OG0000310	Syad.g_02250	Syai.g_00989
OG0000311	Syad.g_02254	Syai.g_00985
OG0000312	Syad.g_02265	Syai.g_00966
OG0000313	Syad.g_02284	Syai.g_00949
OG0000314	Syad.g_02313	Syai.g_00908
OG0000315	Syad.g_02323	Syai.g_00897
OG0000316	Syad.g_02564	Syai.g_02320, Syai.g_02322
OG0000317	Syad.g_02620	Syai.g_02373
OG0000318	Syad.g_02624	Syai.g_02379
OG0000319	Syad.g_02642	Syai.g_02395
OG0000320	Syad.g_02644	Syai.g_02397
OG0000321	Syad.g_02645	Syai.g_02398
OG0000322	Syad.g_02646	Syai.g_02399
OG0000323	Syad.g_02661	Syai.g_02413
OG0000324	Syad.g_02505	Syai.g_02272
OG0000325	Syad.g_00591	Syai.g_00320
OG0000326	Syad.g_00598	Syai.g_00327
OG0000327	Syad.g_00649	Syai.g_00359
OG0000328	Syad.g_00650	Syai.g_00360
OG0000329	Syad.g_00668	Syai.g_00378
OG0000330	Syad.g_00669	Syai.g_00379
OG0000331	Syad.g_00670	Syai.g_00380
OG0000332	Syad.g_00685	Syai.g_00395
OG0000333	Syad.g_00688	Syai.g_00398
OG0000334	Syad.g_00697	Syai.g_00407
OG0000335	Syad.g_00702	Syai.g_00412
OG0000336	Syad.g_00706	Syai.g_00416
OG0000337	Syad.g_00425, Syad.g_00427	Syai.g_00169
OG0000338	Syad.g_00421	Syai.g_00166
OG0000339	Syad.g_00414	Syai.g_00160
OG0000340	Syad.g_00370	Syai.g_00133
OG0000341	Syad.g_00368	Syai.g_00131
OG0000342	Syad.g_00367	Syai.g_00130
OG0000343	Syad.g_00366	Syai.g_00129
OG0000344	Syad.g_00362	Syai.g_00125
OG0000345	Syad.g_00352	Syai.g_00115
OG0000346	Syad.g_00347	Syai.g_00110
OG0000347	Syad.g_00318	Syai.g_00087
OG0000348	Syad.g_00233	Syai.g_00076
OG0000349	Syad.g_00213	Syai.g_00057
OG0000350	Syad.g_00605	Syai.g_00334
OG0000351	Syad.g_00134	Syai.g_02904
OG0000352	Syad.g_00135	Syai.g_02905
OG0000353	Syad.g_00161	Syai.g_02932
OG0000354	Syad.g_00947	Syai.g_00680
OG0000354	Syad.g_00181	Syai.g_00019
OG0000355	Syad.g_00163	Syai.g_00001
OG0000356	Syad.g_00164	Syai.g_00002
OG0000357	Syad.g_00165	Syai.g_00003
OG0000358	Syad.g_00169	Syai.g_00007
OG0000359	Syad.g_00171	Syai.g_00009
OG0000360	Syad.g_00172	Syai.g_00010
OG0000361	Syad.g_00173	Syai.g_00011
OG0000362	Syad.g_00175	Syai.g_00013
OG0000363	Syad.g_00177	Syai.g_00015
OG0000364	Syad.g_00178	Syai.g_00016
OG0000365	Syad.g_00187	Syai.g_00027
OG0000366	Syad.g_00188	Syai.g_00028
OG0000367	Syad.g_00189	Syai.g_00029
OG0000368	Syad.g_00191	Syai.g_00031
OG0000369	Syad.g_00192	Syai.g_00032
OG0000370	Syad.g_00193	Syai.g_00033
OG0000371	Syad.g_00201	Syai.g_00041
OG0000372	Syad.g_00206	Syai.g_00047
OG0000373	Syad.g_00207	Syai.g_00048
OG0000374	Syad.g_00208	Syai.g_00049
OG0000375	Syad.g_00209	Syai.g_00053
OG0000376	Syad.g_00211	Syai.g_00055
OG0000377	Syad.g_03027	Syai.g_02769
OG0000378	Syad.g_03012	Syai.g_02751
OG0000379	Syad.g_03005	Syai.g_02733
OG0000380	Syad.g_02725	Syai.g_02472
OG0000381	Syad.g_02729	Syai.g_02475
OG0000382	Syad.g_02758	Syai.g_02493
OG0000383	Syad.g_02761	Syai.g_02498
OG0000384	Syad.g_02762	Syai.g_02499
OG0000385	Syad.g_02763	Syai.g_02500
OG0000386	Syad.g_02764	Syai.g_02501
OG0000387	Syad.g_02792	Syai.g_02534
OG0000388	Syad.g_02796	Syai.g_02538
OG0000389	Syad.g_02800	Syai.g_02542
OG0000390	Syad.g_02818	Syai.g_02556
OG0000391	Syad.g_02823	Syai.g_02561
OG0000392	Syad.g_02833	Syai.g_02568
OG0000393	Syad.g_02837	Syai.g_02570
OG0000394	Syad.g_02838	Syai.g_02571
OG0000395	Syad.g_02839	Syai.g_02572
OG0000396	Syad.g_02843	Syai.g_02575
OG0000397	Syad.g_02845	Syai.g_02577
OG0000398	Syad.g_02850	Syai.g_02582
OG0000399	Syad.g_02851	Syai.g_02583
OG0000400	Syad.g_02852	Syai.g_02584
OG0000401	Syad.g_02853	Syai.g_02585
OG0000402	Syad.g_02855	Syai.g_02588
OG0000403	Syad.g_02856	Syai.g_02589
OG0000404	Syad.g_02858	Syai.g_02590
OG0000405	Syad.g_02874	Syai.g_02606
OG0000406	Syad.g_02878	Syai.g_02610
OG0000407	Syad.g_02879	Syai.g_02611
OG0000408	Syad.g_02883	Syai.g_02613
OG0000409	Syad.g_02885	Syai.g_02615
OG0000410	Syad.g_02886	Syai.g_02616
OG0000411	Syad.g_02887	Syai.g_02617
OG0000412	Syad.g_02888	Syai.g_02618
OG0000413	Syad.g_02890	Syai.g_02620
OG0000415	Syad.g_02891	Syai.g_02622
OG0000416	Syad.g_02892	Syai.g_02623
OG0000417	Syad.g_02893	Syai.g_02624
OG0000418	Syad.g_02898	Syai.g_02629
OG0000419	Syad.g_02900	Syai.g_02631
OG0000420	Syad.g_02902	Syai.g_02633
OG0000421	Syad.g_02907	Syai.g_02638
OG0000422	Syad.g_02908	Syai.g_02639
OG0000423	Syad.g_02909	Syai.g_02640
OG0000424	Syad.g_02910	Syai.g_02641
OG0000425	Syad.g_02911	Syai.g_02642
OG0000426	Syad.g_02912	Syai.g_02643
OG0000427	Syad.g_02913	Syai.g_02644
OG0000428	Syad.g_02916	Syai.g_02647
OG0000429	Syad.g_02918	Syai.g_02649
OG0000430	Syad.g_02920	Syai.g_02650
OG0000431	Syad.g_02923	Syai.g_02654
OG0000432	Syad.g_02930	Syai.g_02660
OG0000433	Syad.g_02933	Syai.g_02662
OG0000434	Syad.g_02934	Syai.g_02663
OG0000435	Syad.g_02936	Syai.g_02666
OG0000436	Syad.g_02942	Syai.g_02671
OG0000437	Syad.g_02943	Syai.g_02672
OG0000438	Syad.g_02944	Syai.g_02673
OG0000439	Syad.g_02946	Syai.g_02675
OG0000440	Syad.g_02947	Syai.g_02676
OG0000441	Syad.g_02951	Syai.g_02681
OG0000442	Syad.g_02952	Syai.g_02682
OG0000443	Syad.g_02953	Syai.g_02683
OG0000444	Syad.g_02964	Syai.g_02688
OG0000445	Syad.g_02965	Syai.g_02689
OG0000446	Syad.g_02967	Syai.g_02690
OG0000447	Syad.g_02970	Syai.g_02693
OG0000448	Syad.g_02971	Syai.g_02694
OG0000449	Syad.g_02972	Syai.g_02695
OG0000450	Syad.g_02978	Syai.g_02696
OG0000451	Syad.g_02979	Syai.g_02697
OG0000452	Syad.g_02983	Syai.g_02701
OG0000453	Syad.g_02984	Syai.g_02702
OG0000454	Syad.g_02985	Syai.g_02703
OG0000455	Syad.g_02986	Syai.g_02704
OG0000456	Syad.g_02987	Syai.g_02705
OG0000457	Syad.g_02989	Syai.g_02707
OG0000458	Syad.g_02998	Syai.g_02708
OG0000459	Syad.g_02999	Syai.g_02709
OG0000460	Syad.g_00815	Syai.g_00535
OG0000461	Syad.g_00579	Syai.g_00314
OG0000462	Syad.g_00576	Syai.g_00311
OG0000463	Syad.g_00575	Syai.g_00310
OG0000464	Syad.g_00574	Syai.g_00309
OG0000465	Syad.g_00573	Syai.g_00307
OG0000466	Syad.g_00568	Syai.g_00303
OG0000467	Syad.g_00566	Syai.g_00301
OG0000468	Syad.g_00561	Syai.g_00296
OG0000469	Syad.g_00545	Syai.g_00282
OG0000470	Syad.g_00542	Syai.g_00280
OG0000471	Syad.g_00541	Syai.g_00279
OG0000472	Syad.g_00539	Syai.g_00277
OG0000473	Syad.g_00537	Syai.g_00275
OG0000474	Syad.g_00536	Syai.g_00274
OG0000475	Syad.g_00535	Syai.g_00273
OG0000476	Syad.g_00533	Syai.g_00271
OG0000477	Syad.g_00528	Syai.g_00265
OG0000478	Syad.g_00527	Syai.g_00264
OG0000479	Syad.g_00526	Syai.g_00263
OG0000480	Syad.g_00520	Syai.g_00256
OG0000481	Syad.g_00518	Syai.g_00254
OG0000482	Syad.g_00517	Syai.g_00253
OG0000483	Syad.g_00513	Syai.g_00249
OG0000484	Syad.g_00512	Syai.g_00248
OG0000485	Syad.g_00511	Syai.g_00247
OG0000486	Syad.g_00510	Syai.g_00246
OG0000487	Syad.g_00503	Syai.g_00240
OG0000488	Syad.g_00499	Syai.g_00236
OG0000489	Syad.g_00487	Syai.g_00226
OG0000490	Syad.g_00475	Syai.g_00218
OG0000491	Syad.g_00474	Syai.g_00217
OG0000492	Syad.g_00472	Syai.g_00214
OG0000493	Syad.g_00471	Syai.g_00213
OG0000494	Syad.g_00470	Syai.g_00212
OG0000495	Syad.g_00469	Syai.g_00211
OG0000496	Syad.g_00468	Syai.g_00210
OG0000497	Syad.g_00467	Syai.g_00209
OG0000498	Syad.g_00466	Syai.g_00208
OG0000499	Syad.g_00465	Syai.g_00207
OG0000500	Syad.g_00464	Syai.g_00206
OG0000501	Syad.g_00461	Syai.g_00203
OG0000502	Syad.g_00449	Syai.g_00192
OG0000503	Syad.g_00761	Syai.g_00486
OG0000504	Syad.g_00763	Syai.g_00488
OG0000505	Syad.g_00764	Syai.g_00489
OG0000506	Syad.g_00766	Syai.g_00491
OG0000507	Syad.g_00772	Syai.g_00497
OG0000508	Syad.g_00776	Syai.g_00501
OG0000509	Syad.g_00778	Syai.g_00503
OG0000510	Syad.g_00779	Syai.g_00504
OG0000511	Syad.g_00780	Syai.g_00505
OG0000512	Syad.g_00782	Syai.g_00507
OG0000513	Syad.g_00789	Syai.g_00521
OG0000514	Syad.g_00795	Syai.g_00528
OG0000515	Syad.g_00796	Syai.g_00529
OG0000516	Syad.g_02456	Syai.g_02223
OG0000517	Syad.g_02451	Syai.g_02229
OG0000518	Syad.g_02439	Syai.g_02211
OG0000519	Syad.g_02438	Syai.g_02210
OG0000520	Syad.g_02437	Syai.g_02209
OG0000521	Syad.g_01108	Syai.g_00842
OG0000522	Syad.g_01109	Syai.g_00844
OG0000523	Syad.g_01110	Syai.g_00845
OG0000524	Syad.g_02386	Syai.g_00852
OG0000525	Syad.g_02363	Syai.g_00856
OG0000526	Syad.g_02360	Syai.g_00859
OG0000527	Syad.g_02355	Syai.g_00863
OG0000528	Syad.g_00897	Syai.g_00633
OG0000529	Syad.g_00905	Syai.g_00639
OG0000530	Syad.g_00908	Syai.g_00642
OG0000531	Syad.g_00909	Syai.g_00643
OG0000532	Syad.g_00912	Syai.g_00646
OG0000533	Syad.g_00913	Syai.g_00647
OG0000534	Syad.g_00914	Syai.g_00648
OG0000535	Syad.g_00915	Syai.g_00649
OG0000536	Syad.g_00916	Syai.g_00650
OG0000537	Syad.g_00917	Syai.g_00651
OG0000538	Syad.g_00929	Syai.g_00662
OG0000539	Syad.g_00930	Syai.g_00663
OG0000540	Syad.g_00931	Syai.g_00664
OG0000541	Syad.g_00932	Syai.g_00665
OG0000542	Syad.g_00935	Syai.g_00668
OG0000543	Syad.g_00937	Syai.g_00670
OG0000544	Syad.g_00938	Syai.g_00671
OG0000545	Syad.g_00940	Syai.g_00673
OG0000546	Syad.g_00942	Syai.g_00675
OG0000547	Syad.g_00944	Syai.g_00677
OG0000548	Syad.g_00945	Syai.g_00678
OG0000549	Syad.g_00952	Syai.g_00684
OG0000550	Syad.g_00956	Syai.g_00689
OG0000551	Syad.g_00960	Syai.g_00694
OG0000552	Syad.g_00961	Syai.g_00695
OG0000553	Syad.g_00965	Syai.g_00698
OG0000554	Syad.g_00978	Syai.g_00708
OG0000555	Syad.g_00999	Syai.g_00725
OG0000556	Syad.g_01003	Syai.g_00728
OG0000557	Syad.g_01011	Syai.g_00730
OG0000558	Syad.g_01013	Syai.g_00732
OG0000559	Syad.g_01016	Syai.g_00736
OG0000560	Syad.g_01019	Syai.g_00739
OG0000561	Syad.g_01020	Syai.g_00740
OG0000562	Syad.g_01021	Syai.g_00741
OG0000563	Syad.g_01022	Syai.g_00742
