Orthogroup	Syad	Prat
OG0000068	Syad.g_00891	Prat.g_01291
OG0000070	Syad.g_02424	Prat.g_00412
OG0000071	Syad.g_02405	Prat.g_01249
OG0000072	Syad.g_02905	Prat.g_00172
OG0000073	Syad.g_00926	Prat.g_00462
OG0000075	Syad.g_00416	Prat.g_01761
OG0000076	Syad.g_00348	Prat.g_01788
OG0000077	Syad.g_02741	Prat.g_00075
OG0000078	Syad.g_00824	Prat.g_00245
OG0000079	Syad.g_00565	Prat.g_00258
OG0000080	Syad.g_02256	Prat.g_01323
OG0000081	Syad.g_00833	Prat.g_00493
OG0000082	Syad.g_01063	Prat.g_01507
OG0000084	Syad.g_02272	Prat.g_01348
OG0000085	Syad.g_02612	Prat.g_01584
OG0000086	Syad.g_02770	Prat.g_00086
OG0000087	Syad.g_02860	Prat.g_00138
OG0000088	Syad.g_02899	Prat.g_00166
OG0000089	Syad.g_00785, Syad.g_02829	Prat.g_00370
OG0000090	Syad.g_00977	Prat.g_00495
OG0000091	Syad.g_02144	Prat.g_01082
OG0000092	Syad.g_01190	Prat.g_01275
OG0000093	Syad.g_01905	Prat.g_01053
OG0000094	Syad.g_01676	Prat.g_00943
OG0000095	Syad.g_01290	Prat.g_00965
OG0000097	Syad.g_01458	Prat.g_01111
OG0000098	Syad.g_00625	Prat.g_01282
OG0000099	Syad.g_00460	Prat.g_01312
OG0000100	Syad.g_01846	Prat.g_01437
OG0000101	Syad.g_00694	Prat.g_01726
OG0000102	Syad.g_00343	Prat.g_01793
OG0000103	Syad.g_00143	Prat.g_01880
OG0000104	Syad.g_00158	Prat.g_01889
OG0000105	Syad.g_00530	Prat.g_00281
OG0000106	Syad.g_01993	Prat.g_00637
OG0000107	Syad.g_00590	Prat.g_01656
OG0000108	Syad.g_00904	Prat.g_00440
OG0000109	Syad.g_00919	Prat.g_00455
OG0000110	Syad.g_01048	Prat.g_00539
OG0000111	Syad.g_01300	Prat.g_00776
OG0000112	Syad.g_01766	Prat.g_00888
OG0000113	Syad.g_01851	Prat.g_01014
OG0000114	Syad.g_01617	Prat.g_00716
OG0000115	Syad.g_02300	Prat.g_01373
OG0000116	Syad.g_01123	Prat.g_01166
OG0000117	Syad.g_01510	Prat.g_01129
OG0000118	Syad.g_01104	Prat.g_01261
OG0000119	Syad.g_01168	Prat.g_00647, Prat.g_01452
OG0000120	Syad.g_00459	Prat.g_00344
OG0000121	Syad.g_02280	Prat.g_01355
OG0000122	Syad.g_02122	Prat.g_00781, Prat.g_01398
OG0000123	Syad.g_00701	Prat.g_01733
OG0000124	Syad.g_00320	Prat.g_01805
OG0000125	Syad.g_03040	Prat.g_01841
OG0000126	Syad.g_00156	Prat.g_01888
OG0000128	Syad.g_00174	Prat.g_00012, Prat.g_00011
OG0000129	Syad.g_03028	Prat.g_00047
OG0000130	Syad.g_02728	Prat.g_00066
OG0000131	Syad.g_02876	Prat.g_00144
OG0000132	Syad.g_02897	Prat.g_00164
OG0000133	Syad.g_01761	Prat.g_00329
OG0000134	Syad.g_00788	Prat.g_00372
OG0000135	Syad.g_00063	Prat.g_01477
OG0000136	Syad.g_02445	Prat.g_00401
OG0000137	Syad.g_02353	Prat.g_00434
OG0000138	Syad.g_00920	Prat.g_00456
OG0000139	Syad.g_00983	Prat.g_00499
OG0000140	Syad.g_00987	Prat.g_00500
OG0000141	Syad.g_02208	Prat.g_00570
OG0000142	Syad.g_02152	Prat.g_01090
OG0000143	Syad.g_02148	Prat.g_01086
OG0000144	Syad.g_02024	Prat.g_01072
OG0000145	Syad.g_00927	Prat.g_01472
OG0000146	Syad.g_01767	Prat.g_00887
OG0000147	Syad.g_01768	Prat.g_00886
OG0000148	Syad.g_01861	Prat.g_01020
OG0000149	Syad.g_01221	Prat.g_00991
OG0000150	Syad.g_02207, Syad.g_00989	Prat.g_00981
OG0000151	Syad.g_01956	Prat.g_00726
OG0000152	Syad.g_01757	Prat.g_00896
OG0000153	Syad.g_01713	Prat.g_00915
OG0000154	Syad.g_01686	Prat.g_00934
OG0000155	Syad.g_01189	Prat.g_01135
OG0000156	Syad.g_01116	Prat.g_01238
OG0000157	Syad.g_01115	Prat.g_01239
OG0000158	Syad.g_00374	Prat.g_01769
OG0000160	Syad.g_02279	Prat.g_01354
OG0000161	Syad.g_02287	Prat.g_01360
OG0000162	Syad.g_02293	Prat.g_01366
OG0000163	Syad.g_02542	Prat.g_01409
OG0000164	Syad.g_02659	Prat.g_01615
OG0000165	Syad.g_02476	Prat.g_01623
OG0000166	Syad.g_00654	Prat.g_01690
OG0000167	Syad.g_00419	Prat.g_01759
OG0000168	Syad.g_00371	Prat.g_01770
OG0000169	Syad.g_00360	Prat.g_01781
OG0000170	Syad.g_00353	Prat.g_01784
OG0000171	Syad.g_00321	Prat.g_01804
OG0000172	Syad.g_00244	Prat.g_01811
OG0000173	Syad.g_00220	Prat.g_01826
OG0000174	Syad.g_00065	Prat.g_01858
OG0000175	Syad.g_00129	Prat.g_01870
OG0000176	Syad.g_00166	Prat.g_00004
OG0000177	Syad.g_00167	Prat.g_00005
OG0000178	Syad.g_00168	Prat.g_00006
OG0000179	Syad.g_00183	Prat.g_00017
OG0000180	Syad.g_00184	Prat.g_00018
OG0000181	Syad.g_00185	Prat.g_00019
OG0000182	Syad.g_00186	Prat.g_00020
OG0000183	Syad.g_00190	Prat.g_00024, Prat.g_01314
OG0000184	Syad.g_03018	Prat.g_00051
OG0000185	Syad.g_03006	Prat.g_00054
OG0000186	Syad.g_02722	Prat.g_00060
OG0000187	Syad.g_02724	Prat.g_00061
OG0000188	Syad.g_02759	Prat.g_00080
OG0000189	Syad.g_02788	Prat.g_00093
OG0000190	Syad.g_02790	Prat.g_00094
OG0000191	Syad.g_02824	Prat.g_00116
OG0000192	Syad.g_02834	Prat.g_00121
OG0000193	Syad.g_02877	Prat.g_00145
OG0000194	Syad.g_02880	Prat.g_00148
OG0000195	Syad.g_02884	Prat.g_00150
OG0000196	Syad.g_02894	Prat.g_00161
OG0000197	Syad.g_02895	Prat.g_00162
OG0000198	Syad.g_02896	Prat.g_00163
OG0000199	Syad.g_02904	Prat.g_00171
OG0000200	Syad.g_02921	Prat.g_00185
OG0000201	Syad.g_02937	Prat.g_00194
OG0000202	Syad.g_02938	Prat.g_00195
OG0000203	Syad.g_02939	Prat.g_00196
OG0000204	Syad.g_02940	Prat.g_00197
OG0000205	Syad.g_02948	Prat.g_00204
OG0000206	Syad.g_02955	Prat.g_00209
OG0000207	Syad.g_02957	Prat.g_00211
OG0000208	Syad.g_02958	Prat.g_00212
OG0000209	Syad.g_02981	Prat.g_00221
OG0000210	Syad.g_02982	Prat.g_00222
OG0000211	Syad.g_00813	Prat.g_00238
OG0000212	Syad.g_00825	Prat.g_00246
OG0000213	Syad.g_00556	Prat.g_00264
OG0000214	Syad.g_00538	Prat.g_00274
OG0000215	Syad.g_00508	Prat.g_00300
OG0000216	Syad.g_00504, Syad.g_00285	Prat.g_00302
OG0000217	Syad.g_00500	Prat.g_00305
OG0000218	Syad.g_00498	Prat.g_00307
OG0000219	Syad.g_00497	Prat.g_00308
OG0000220	Syad.g_00496	Prat.g_00309
OG0000221	Syad.g_00488	Prat.g_00310
OG0000222	Syad.g_00473	Prat.g_00317
OG0000223	Syad.g_00451	Prat.g_00330
OG0000224	Syad.g_00444	Prat.g_00332
OG0000225	Syad.g_00777	Prat.g_00360
OG0000226	Syad.g_00781	Prat.g_00364
OG0000227	Syad.g_00783	Prat.g_00366
OG0000228	Syad.g_00784	Prat.g_00369
OG0000229	Syad.g_02450	Prat.g_00396
OG0000230	Syad.g_02448	Prat.g_00398
OG0000231	Syad.g_02436	Prat.g_00411
OG0000232	Syad.g_02392	Prat.g_00419
OG0000233	Syad.g_02382	Prat.g_00426
OG0000234	Syad.g_02351	Prat.g_00435
OG0000235	Syad.g_00903	Prat.g_00439
OG0000236	Syad.g_00918	Prat.g_00454
OG0000237	Syad.g_00936	Prat.g_00469
OG0000238	Syad.g_00941	Prat.g_00475
OG0000239	Syad.g_00957	Prat.g_00487
OG0000240	Syad.g_00958	Prat.g_00488
OG0000241	Syad.g_02160	Prat.g_00492
OG0000242	Syad.g_00975	Prat.g_00494
OG0000243	Syad.g_01000	Prat.g_00504
OG0000244	Syad.g_01012	Prat.g_00507
OG0000245	Syad.g_01014	Prat.g_00509
OG0000246	Syad.g_01017	Prat.g_00514, Prat.g_00513
OG0000247	Syad.g_01029	Prat.g_00525
OG0000248	Syad.g_01032	Prat.g_00528
OG0000249	Syad.g_01034	Prat.g_00530
OG0000250	Syad.g_01044	Prat.g_00536
OG0000251	Syad.g_01071	Prat.g_00553
OG0000252	Syad.g_01078	Prat.g_00556
OG0000253	Syad.g_01081	Prat.g_00557
OG0000254	Syad.g_02203	Prat.g_00574
OG0000255	Syad.g_02185	Prat.g_00581
OG0000256	Syad.g_02167	Prat.g_00591
OG0000257	Syad.g_02161	Prat.g_01097
OG0000258	Syad.g_02143	Prat.g_01081
OG0000259	Syad.g_01576	Prat.g_01064
OG0000260	Syad.g_01587	Prat.g_01061
OG0000261	Syad.g_01590	Prat.g_01058
OG0000262	Syad.g_01595	Prat.g_01054
OG0000263	Syad.g_01475	Prat.g_00754
OG0000264	Syad.g_01360	Prat.g_00765
OG0000265	Syad.g_01383	Prat.g_00788
OG0000266	Syad.g_01804	Prat.g_00801
OG0000267	Syad.g_01645	Prat.g_00814
OG0000268	Syad.g_01646	Prat.g_00815
OG0000269	Syad.g_01894	Prat.g_01042
OG0000270	Syad.g_01891	Prat.g_01039
OG0000271	Syad.g_01883	Prat.g_01031
OG0000272	Syad.g_01882	Prat.g_01030
OG0000273	Syad.g_01247	Prat.g_01007
OG0000274	Syad.g_01246	Prat.g_01006
OG0000275	Syad.g_01242	Prat.g_01004
OG0000276	Syad.g_01229	Prat.g_00999
OG0000277	Syad.g_01228	Prat.g_00998
OG0000278	Syad.g_01225	Prat.g_00995
OG0000279	Syad.g_01208	Prat.g_00988
OG0000280	Syad.g_01198	Prat.g_00987
OG0000281	Syad.g_00624	Prat.g_00980
OG0000282	Syad.g_01619	Prat.g_00718
OG0000283	Syad.g_01661	Prat.g_00868
OG0000284	Syad.g_01787	Prat.g_00873
OG0000285	Syad.g_01776	Prat.g_00879
OG0000286	Syad.g_01758	Prat.g_00895
OG0000287	Syad.g_01720	Prat.g_00912
OG0000288	Syad.g_01687	Prat.g_00933
OG0000289	Syad.g_01672	Prat.g_00948
OG0000290	Syad.g_01287	Prat.g_00962
OG0000291	Syad.g_01289	Prat.g_00964
OG0000292	Syad.g_00155	Prat.g_01208
OG0000293	Syad.g_01124	Prat.g_01165
OG0000294	Syad.g_01125	Prat.g_01164
OG0000295	Syad.g_01181	Prat.g_01142
OG0000296	Syad.g_01183	Prat.g_01140
OG0000297	Syad.g_01512	Prat.g_01131
OG0000298	Syad.g_01511	Prat.g_01130
OG0000299	Syad.g_01462	Prat.g_01112
OG0000300	Syad.g_01455	Prat.g_01108
OG0000301	Syad.g_01454	Prat.g_01107
OG0000302	Syad.g_01453	Prat.g_01105
OG0000303	Syad.g_01442	Prat.g_01099
OG0000304	Syad.g_01436	Prat.g_00595
OG0000305	Syad.g_01292	Prat.g_01200
OG0000306	Syad.g_01989	Prat.g_00976
OG0000307	Syad.g_00883	Prat.g_01300
OG0000308	Syad.g_00881	Prat.g_01301
OG0000309	Syad.g_00876	Prat.g_01305
OG0000310	Syad.g_02250	Prat.g_01336
OG0000311	Syad.g_02254	Prat.g_01338
OG0000312	Syad.g_02265	Prat.g_01341
OG0000313	Syad.g_02284	Prat.g_01357
OG0000314	Syad.g_02313, Syad.g_02231	Prat.g_01382
OG0000315	Syad.g_02323	Prat.g_01392
OG0000316	Syad.g_02564	Prat.g_01420
OG0000317	Syad.g_02620	Prat.g_01589
OG0000318	Syad.g_02624	Prat.g_01593
OG0000319	Syad.g_02642	Prat.g_01605
OG0000320	Syad.g_02644	Prat.g_01607
OG0000321	Syad.g_02645	Prat.g_01608
OG0000322	Syad.g_02646	Prat.g_01609
OG0000323	Syad.g_02661	Prat.g_01618
OG0000324	Syad.g_02505	Prat.g_01647
OG0000325	Syad.g_00591	Prat.g_01657
OG0000326	Syad.g_00598	Prat.g_01664
OG0000327	Syad.g_00649	Prat.g_01685
OG0000328	Syad.g_00650	Prat.g_01686
OG0000329	Syad.g_00668	Prat.g_01703
OG0000330	Syad.g_00669	Prat.g_01704
OG0000331	Syad.g_00670	Prat.g_01705
OG0000332	Syad.g_00685	Prat.g_01718
OG0000333	Syad.g_00688	Prat.g_01720
OG0000334	Syad.g_00697	Prat.g_01729
OG0000335	Syad.g_00702	Prat.g_01734
OG0000336	Syad.g_00706	Prat.g_01738
OG0000337	Syad.g_00425, Syad.g_00427	Prat.g_01756
OG0000338	Syad.g_00421	Prat.g_01757
OG0000339	Syad.g_00414	Prat.g_01762
OG0000340	Syad.g_00370	Prat.g_01771
OG0000341	Syad.g_00368	Prat.g_01773
OG0000342	Syad.g_00367	Prat.g_01775
OG0000343	Syad.g_00366	Prat.g_01776
OG0000344	Syad.g_00362	Prat.g_01779
OG0000345	Syad.g_00352	Prat.g_01785
OG0000346	Syad.g_00347	Prat.g_01789
OG0000347	Syad.g_00318	Prat.g_01806
OG0000348	Syad.g_00233	Prat.g_01814
OG0000349	Syad.g_00213	Prat.g_01832
OG0000350	Syad.g_00605	Prat.g_01853
OG0000351	Syad.g_00134	Prat.g_01873
OG0000352	Syad.g_00135	Prat.g_01874
OG0000353	Syad.g_00161	Prat.g_01892
OG0000354	Syad.g_00947, Syad.g_00181	Prat.g_00845
OG0000355	Syad.g_00163	Prat.g_00001
OG0000356	Syad.g_00164	Prat.g_00002
OG0000357	Syad.g_00165	Prat.g_00003
OG0000358	Syad.g_00169	Prat.g_00007
OG0000359	Syad.g_00171	Prat.g_00008
OG0000360	Syad.g_00172	Prat.g_00009
OG0000361	Syad.g_00173	Prat.g_00010
OG0000362	Syad.g_00175	Prat.g_00013
OG0000363	Syad.g_00177	Prat.g_00015
OG0000364	Syad.g_00178	Prat.g_00016
OG0000365	Syad.g_00187	Prat.g_00021
OG0000366	Syad.g_00188	Prat.g_00022
OG0000367	Syad.g_00189	Prat.g_00023
OG0000368	Syad.g_00191	Prat.g_00025
OG0000369	Syad.g_00192	Prat.g_00026
OG0000370	Syad.g_00193	Prat.g_00027
OG0000371	Syad.g_00201	Prat.g_00034
OG0000372	Syad.g_00206	Prat.g_00036
OG0000373	Syad.g_00207	Prat.g_00037
OG0000374	Syad.g_00208	Prat.g_00038
OG0000375	Syad.g_00209	Prat.g_00042
OG0000376	Syad.g_00211	Prat.g_00044
OG0000377	Syad.g_03027	Prat.g_00048
OG0000378	Syad.g_03012	Prat.g_00052
OG0000379	Syad.g_03005	Prat.g_00055
OG0000380	Syad.g_02725	Prat.g_00062
OG0000381	Syad.g_02729	Prat.g_00067
OG0000382	Syad.g_02758	Prat.g_00079
OG0000383	Syad.g_02761	Prat.g_00081
OG0000384	Syad.g_02762	Prat.g_00082
OG0000385	Syad.g_02763	Prat.g_00083
OG0000386	Syad.g_02764	Prat.g_00084
OG0000387	Syad.g_02792	Prat.g_00096
OG0000388	Syad.g_02796	Prat.g_00100
OG0000389	Syad.g_02800	Prat.g_00103
OG0000390	Syad.g_02818	Prat.g_00112
OG0000391	Syad.g_02823	Prat.g_00115
OG0000392	Syad.g_02833	Prat.g_00118
OG0000393	Syad.g_02837	Prat.g_00122
OG0000394	Syad.g_02838	Prat.g_00123
OG0000395	Syad.g_02839	Prat.g_00124
OG0000396	Syad.g_02843	Prat.g_00126
OG0000397	Syad.g_02845	Prat.g_00128
OG0000398	Syad.g_02850	Prat.g_00131
OG0000399	Syad.g_02851	Prat.g_00132
OG0000400	Syad.g_02852	Prat.g_00133
OG0000401	Syad.g_02853	Prat.g_00134
OG0000402	Syad.g_02855	Prat.g_00601
OG0000403	Syad.g_02856	Prat.g_00136
OG0000404	Syad.g_02858	Prat.g_00137
OG0000405	Syad.g_02874	Prat.g_00141
OG0000406	Syad.g_02878	Prat.g_00146
OG0000407	Syad.g_02879	Prat.g_00147
OG0000408	Syad.g_02883	Prat.g_00149
OG0000409	Syad.g_02885	Prat.g_00151
OG0000410	Syad.g_02886	Prat.g_00152
OG0000411	Syad.g_02887	Prat.g_00153
OG0000412	Syad.g_02888	Prat.g_00154
OG0000413	Syad.g_02890	Prat.g_00156
OG0000415	Syad.g_02891	Prat.g_00158
OG0000416	Syad.g_02892	Prat.g_00159
OG0000417	Syad.g_02893	Prat.g_00160
OG0000418	Syad.g_02898	Prat.g_00165
OG0000419	Syad.g_02900	Prat.g_00167
OG0000420	Syad.g_02902	Prat.g_00169
OG0000421	Syad.g_02907	Prat.g_00174
OG0000422	Syad.g_02908	Prat.g_00175
OG0000423	Syad.g_02909	Prat.g_00176
OG0000424	Syad.g_02910	Prat.g_00177
OG0000425	Syad.g_02911	Prat.g_00178
OG0000426	Syad.g_02912	Prat.g_00179
OG0000427	Syad.g_02913	Prat.g_00180
OG0000428	Syad.g_02916	Prat.g_00182
OG0000429	Syad.g_02918	Prat.g_00183
OG0000430	Syad.g_02920	Prat.g_00184
OG0000431	Syad.g_02923	Prat.g_00186
OG0000432	Syad.g_02930	Prat.g_00190
OG0000433	Syad.g_02933	Prat.g_00191
OG0000434	Syad.g_02934	Prat.g_00192
OG0000435	Syad.g_02936	Prat.g_00193
OG0000436	Syad.g_02942	Prat.g_00198
OG0000437	Syad.g_02943	Prat.g_00199
OG0000438	Syad.g_02944	Prat.g_00200
OG0000439	Syad.g_02946	Prat.g_00202
OG0000440	Syad.g_02947	Prat.g_00203
OG0000441	Syad.g_02951	Prat.g_00206
OG0000442	Syad.g_02952	Prat.g_00207
OG0000443	Syad.g_02953	Prat.g_00208
OG0000444	Syad.g_02964	Prat.g_00213
OG0000445	Syad.g_02965	Prat.g_00214
OG0000446	Syad.g_02967	Prat.g_00215
OG0000447	Syad.g_02970	Prat.g_00216
OG0000448	Syad.g_02971	Prat.g_00217
OG0000449	Syad.g_02972	Prat.g_00218
OG0000450	Syad.g_02978	Prat.g_00219
OG0000451	Syad.g_02979	Prat.g_00220
OG0000452	Syad.g_02983	Prat.g_00223
OG0000453	Syad.g_02984	Prat.g_00224
OG0000454	Syad.g_02985	Prat.g_00225
OG0000455	Syad.g_02986	Prat.g_00226
OG0000456	Syad.g_02987	Prat.g_00227
OG0000457	Syad.g_02989	Prat.g_00229
OG0000458	Syad.g_02998	Prat.g_00230
OG0000459	Syad.g_02999	Prat.g_00231
OG0000460	Syad.g_00815	Prat.g_00240
OG0000461	Syad.g_00579	Prat.g_00249
OG0000462	Syad.g_00576	Prat.g_00250
OG0000463	Syad.g_00575	Prat.g_00251
OG0000464	Syad.g_00574	Prat.g_00252
OG0000465	Syad.g_00573	Prat.g_00253
OG0000466	Syad.g_00568	Prat.g_00256
OG0000467	Syad.g_00566	Prat.g_00257
OG0000468	Syad.g_00561	Prat.g_00260
OG0000469	Syad.g_00545	Prat.g_00269
OG0000470	Syad.g_00542	Prat.g_00271
OG0000471	Syad.g_00541	Prat.g_00272
OG0000472	Syad.g_00539	Prat.g_00273
OG0000473	Syad.g_00537	Prat.g_00275
OG0000474	Syad.g_00536	Prat.g_00276
OG0000475	Syad.g_00535	Prat.g_00277
OG0000476	Syad.g_00533	Prat.g_00279
OG0000477	Syad.g_00528	Prat.g_00282
OG0000478	Syad.g_00527	Prat.g_00283
OG0000479	Syad.g_00526	Prat.g_00284
OG0000480	Syad.g_00520	Prat.g_00290
OG0000481	Syad.g_00518	Prat.g_00292
OG0000482	Syad.g_00517	Prat.g_00293
OG0000483	Syad.g_00513	Prat.g_00296
OG0000484	Syad.g_00512	Prat.g_00297
OG0000485	Syad.g_00511	Prat.g_00298
OG0000486	Syad.g_00510	Prat.g_00299
OG0000487	Syad.g_00503	Prat.g_00303
OG0000488	Syad.g_00499	Prat.g_00306
OG0000489	Syad.g_00487	Prat.g_00311
OG0000490	Syad.g_00475	Prat.g_00315
OG0000491	Syad.g_00474	Prat.g_00316
OG0000492	Syad.g_00472	Prat.g_00318
OG0000493	Syad.g_00471	Prat.g_00319
OG0000494	Syad.g_00470	Prat.g_00320
OG0000495	Syad.g_00469	Prat.g_00321
OG0000496	Syad.g_00468	Prat.g_00322
OG0000497	Syad.g_00467	Prat.g_00323
OG0000498	Syad.g_00466	Prat.g_00324
OG0000499	Syad.g_00465	Prat.g_00325
OG0000500	Syad.g_00464	Prat.g_00326
OG0000501	Syad.g_00461	Prat.g_00328
OG0000502	Syad.g_00449	Prat.g_00331
OG0000503	Syad.g_00761	Prat.g_00348
OG0000504	Syad.g_00763	Prat.g_00350
OG0000505	Syad.g_00764	Prat.g_00351
OG0000506	Syad.g_00766	Prat.g_00352
OG0000507	Syad.g_00772	Prat.g_00355
OG0000508	Syad.g_00776	Prat.g_00359
OG0000509	Syad.g_00778	Prat.g_00361
OG0000510	Syad.g_00779	Prat.g_00362
OG0000511	Syad.g_00780	Prat.g_00363
OG0000512	Syad.g_00782	Prat.g_00365
OG0000513	Syad.g_00789	Prat.g_00373
OG0000514	Syad.g_00795	Prat.g_00390
OG0000515	Syad.g_00796	Prat.g_00391
OG0000516	Syad.g_02456	Prat.g_00392
OG0000517	Syad.g_02451	Prat.g_00395
OG0000518	Syad.g_02439	Prat.g_00407
OG0000519	Syad.g_02438	Prat.g_00408
OG0000520	Syad.g_02437	Prat.g_00410
OG0000521	Syad.g_01108	Prat.g_00415
OG0000522	Syad.g_01109	Prat.g_00417
OG0000523	Syad.g_01110	Prat.g_00418
OG0000524	Syad.g_02386	Prat.g_00424
OG0000525	Syad.g_02363	Prat.g_00428
OG0000526	Syad.g_02360	Prat.g_00429
OG0000527	Syad.g_02355	Prat.g_00432
OG0000528	Syad.g_00897	Prat.g_00438
OG0000529	Syad.g_00905	Prat.g_00441
OG0000530	Syad.g_00908	Prat.g_00444
OG0000531	Syad.g_00909	Prat.g_00445
OG0000532	Syad.g_00912	Prat.g_00447
OG0000533	Syad.g_00913	Prat.g_00448
OG0000534	Syad.g_00914	Prat.g_00449
OG0000535	Syad.g_00915	Prat.g_00450
OG0000536	Syad.g_00916	Prat.g_00451
OG0000537	Syad.g_00917	Prat.g_00453
OG0000538	Syad.g_00929	Prat.g_00463
OG0000539	Syad.g_00930	Prat.g_00464
OG0000540	Syad.g_00931	Prat.g_00465
OG0000541	Syad.g_00932	Prat.g_00466
OG0000542	Syad.g_00935	Prat.g_00468
OG0000543	Syad.g_00937	Prat.g_00470
OG0000544	Syad.g_00938	Prat.g_00471
OG0000545	Syad.g_00940	Prat.g_00473
OG0000546	Syad.g_00942	Prat.g_00476
OG0000547	Syad.g_00944	Prat.g_00478
OG0000548	Syad.g_00945	Prat.g_00479
OG0000549	Syad.g_00952	Prat.g_00482
OG0000550	Syad.g_00956	Prat.g_00486
OG0000551	Syad.g_00960	Prat.g_00489
OG0000552	Syad.g_00961	Prat.g_00490
OG0000553	Syad.g_00965	Prat.g_00491
OG0000554	Syad.g_00978	Prat.g_00496
OG0000555	Syad.g_00999	Prat.g_00503
OG0000556	Syad.g_01003	Prat.g_00505
OG0000557	Syad.g_01011	Prat.g_00506
OG0000558	Syad.g_01013	Prat.g_00508
OG0000559	Syad.g_01016	Prat.g_00512
OG0000560	Syad.g_01019	Prat.g_00516
OG0000561	Syad.g_01020	Prat.g_00517
OG0000562	Syad.g_01021	Prat.g_00518
OG0000563	Syad.g_01022	Prat.g_00519
OG0000564	Syad.g_01023	Prat.g_00520
OG0000565	Syad.g_01027	Prat.g_00523
OG0000566	Syad.g_01031	Prat.g_00527
OG0000567	Syad.g_01035	Prat.g_00531
OG0000568	Syad.g_01040	Prat.g_00532
OG0000569	Syad.g_01041	Prat.g_00533
OG0000570	Syad.g_01042	Prat.g_00534
OG0000571	Syad.g_01046	Prat.g_00537
