Orthogroup	Prai	Praf
OG0000146	Prai.g_00009	Praf.g_00010
OG0000147	Prai.g_00010	Praf.g_00011
OG0000148	Prai.g_00012	Praf.g_00013
OG0000149	Prai.g_00014	Praf.g_00015
OG0000150	Prai.g_00015	Praf.g_00016
OG0000151	Prai.g_00016	Praf.g_00021
OG0000152	Prai.g_00017	Praf.g_00022
OG0000153	Prai.g_00018	Praf.g_00023
OG0000154	Prai.g_00019	Praf.g_00024
OG0000155	Prai.g_00020	Praf.g_00025
OG0000156	Prai.g_00021	Praf.g_00026
OG0000157	Prai.g_00022	Praf.g_00027
OG0000158	Prai.g_00024	Praf.g_00029
OG0000159	Prai.g_00025	Praf.g_00030
OG0000160	Prai.g_00026	Praf.g_00031
OG0000161	Prai.g_00027	Praf.g_00032
OG0000162	Prai.g_00028	Praf.g_00033
OG0000163	Prai.g_00029	Praf.g_00035
OG0000164	Prai.g_00032	Praf.g_00040
OG0000165	Prai.g_00035	Praf.g_00045
OG0000166	Prai.g_00036	Praf.g_00046
OG0000167	Prai.g_00037	Praf.g_00047
OG0000168	Prai.g_00047	Praf.g_00050
OG0000169	Prai.g_00049	Praf.g_00052
OG0000170	Prai.g_00050	Praf.g_02654
OG0000171	Prai.g_00051	Praf.g_02652
OG0000172	Prai.g_00052	Praf.g_02618
OG0000173	Prai.g_00053	Praf.g_02611
OG0000174	Prai.g_00054	Praf.g_02605
OG0000175	Prai.g_00055	Praf.g_02603
OG0000176	Prai.g_00057	Praf.g_02601
OG0000177	Prai.g_00058	Praf.g_02597
OG0000178	Prai.g_00059	Praf.g_02596
OG0000179	Prai.g_00064	Praf.g_00328
OG0000180	Prai.g_00065	Praf.g_00326
OG0000181	Prai.g_00066	Praf.g_00325
OG0000182	Prai.g_00069	Praf.g_00321
OG0000183	Prai.g_00070	Praf.g_00320
OG0000184	Prai.g_00073	Praf.g_00316
OG0000185	Prai.g_00077	Praf.g_00310
OG0000186	Prai.g_00078	Praf.g_00309
OG0000187	Prai.g_00079	Praf.g_00962
OG0000188	Prai.g_00080	Praf.g_00308
OG0000189	Prai.g_00081	Praf.g_00304
OG0000190	Prai.g_00082	Praf.g_00303
OG0000191	Prai.g_00083	Praf.g_00302
OG0000192	Prai.g_00084	Praf.g_00301
OG0000193	Prai.g_00085	Praf.g_00300
OG0000194	Prai.g_00086	Praf.g_00299
OG0000195	Prai.g_00088	Praf.g_00297
OG0000196	Prai.g_00089	Praf.g_00296
OG0000197	Prai.g_00090	Praf.g_00268
OG0000198	Prai.g_00091	Praf.g_00264
OG0000199	Prai.g_00094	Praf.g_00259
OG0000200	Prai.g_00095	Praf.g_00258
OG0000201	Prai.g_00096	Praf.g_00257
OG0000202	Prai.g_00097	Praf.g_00255
OG0000203	Prai.g_00098	Praf.g_00254
OG0000204	Prai.g_00099	Praf.g_00253
OG0000205	Prai.g_00100	Praf.g_00251
OG0000206	Prai.g_00101	Praf.g_00250
OG0000207	Prai.g_00102	Praf.g_00249
OG0000208	Prai.g_00103	Praf.g_00248
OG0000209	Prai.g_00104	Praf.g_00247
OG0000210	Prai.g_00106	Praf.g_00245
OG0000211	Prai.g_00107	Praf.g_00244
OG0000212	Prai.g_00108	Praf.g_00243
OG0000213	Prai.g_00109	Praf.g_00240
OG0000214	Prai.g_00111	Praf.g_00230
OG0000215	Prai.g_00112	Praf.g_00225
OG0000216	Prai.g_00114	Praf.g_00223
OG0000217	Prai.g_00115	Praf.g_00221
OG0000218	Prai.g_00116	Praf.g_00219
OG0000219	Prai.g_00117	Praf.g_00218
OG0000220	Prai.g_00120	Praf.g_00214
OG0000221	Prai.g_00122	Praf.g_00209
OG0000222	Prai.g_00123	Praf.g_00208
OG0000223	Prai.g_00124	Praf.g_00207
OG0000224	Prai.g_00127	Praf.g_02403
OG0000225	Prai.g_00129	Praf.g_02405
OG0000226	Prai.g_00130	Praf.g_02408
OG0000227	Prai.g_00131	Praf.g_02410
OG0000228	Prai.g_00132	Praf.g_02411
OG0000229	Prai.g_00133	Praf.g_02412
OG0000230	Prai.g_00134	Praf.g_02413
OG0000231	Prai.g_00136	Praf.g_02415
OG0000232	Prai.g_00137	Praf.g_02416
OG0000233	Prai.g_00140	Praf.g_02421
OG0000234	Prai.g_00142	Praf.g_02430
OG0000235	Prai.g_00156	Praf.g_02432
OG0000236	Prai.g_00157	Praf.g_02433
OG0000237	Prai.g_00158	Praf.g_02434
OG0000238	Prai.g_00159	Praf.g_02435
OG0000239	Prai.g_00160	Praf.g_02436
OG0000240	Prai.g_00162	Praf.g_02438
OG0000241	Prai.g_00163	Praf.g_02439
OG0000242	Prai.g_00164	Praf.g_02440
OG0000243	Prai.g_00165	Praf.g_02441
OG0000244	Prai.g_00166	Praf.g_02442
OG0000245	Prai.g_00167	Praf.g_02444
OG0000246	Prai.g_00169	Praf.g_02446
OG0000247	Prai.g_00170	Praf.g_02447
OG0000248	Prai.g_00171	Praf.g_02448
OG0000249	Prai.g_00172	Praf.g_02449
OG0000250	Prai.g_00173	Praf.g_02450
OG0000251	Prai.g_00174	Praf.g_02451
OG0000252	Prai.g_00175	Praf.g_02452
OG0000253	Prai.g_00176	Praf.g_02453
OG0000254	Prai.g_00178	Praf.g_02455
OG0000255	Prai.g_00179	Praf.g_02456
OG0000256	Prai.g_00182	Praf.g_02469
OG0000257	Prai.g_00184	Praf.g_02470
OG0000258	Prai.g_00185	Praf.g_02471
OG0000259	Prai.g_00186	Praf.g_02472
OG0000260	Prai.g_00187	Praf.g_02473
OG0000261	Prai.g_00188	Praf.g_02474
OG0000262	Prai.g_00189	Praf.g_02475
OG0000263	Prai.g_00190	Praf.g_02476
OG0000264	Prai.g_00192	Praf.g_01486
OG0000265	Prai.g_00193	Praf.g_02489
OG0000266	Prai.g_00194	Praf.g_02491
OG0000267	Prai.g_00196	Praf.g_02495
OG0000268	Prai.g_00197	Praf.g_02497
OG0000269	Prai.g_00198	Praf.g_02500
OG0000270	Prai.g_00199	Praf.g_02502
OG0000271	Prai.g_00200	Praf.g_02505
OG0000272	Prai.g_00201	Praf.g_02506
OG0000273	Prai.g_00202	Praf.g_02509
OG0000274	Prai.g_00203	Praf.g_02511
OG0000275	Prai.g_00204	Praf.g_02512
OG0000276	Prai.g_00205	Praf.g_02513
OG0000277	Prai.g_00206	Praf.g_02514
OG0000278	Prai.g_00207	Praf.g_02515
OG0000279	Prai.g_00208	Praf.g_02516
OG0000280	Prai.g_00209	Praf.g_02517
OG0000281	Prai.g_00211	Praf.g_02519
OG0000282	Prai.g_00212	Praf.g_02520
OG0000283	Prai.g_00215	Praf.g_02524
OG0000284	Prai.g_00216	Praf.g_02525
OG0000285	Prai.g_00217	Praf.g_02531
OG0000286	Prai.g_00219	Praf.g_02533
OG0000287	Prai.g_00220	Praf.g_02582
OG0000288	Prai.g_00221	Praf.g_02581
OG0000289	Prai.g_00222	Praf.g_02575
OG0000290	Prai.g_00223	Praf.g_02574
OG0000291	Prai.g_00224	Praf.g_02572
OG0000292	Prai.g_00225	Praf.g_02568
OG0000293	Prai.g_00226	Praf.g_02567
OG0000294	Prai.g_00227	Praf.g_02566
OG0000295	Prai.g_00228	Praf.g_02560
OG0000296	Prai.g_00229	Praf.g_02559
OG0000297	Prai.g_00230	Praf.g_02557
OG0000298	Prai.g_00231	Praf.g_02556
OG0000299	Prai.g_00232	Praf.g_02555
OG0000300	Prai.g_00233	Praf.g_02554
OG0000301	Prai.g_00234	Praf.g_02553
OG0000302	Prai.g_00235	Praf.g_02552
OG0000303	Prai.g_00236	Praf.g_02551
OG0000304	Prai.g_00237	Praf.g_02549
OG0000305	Prai.g_00238	Praf.g_02548
OG0000306	Prai.g_00239	Praf.g_02547
OG0000307	Prai.g_00240	Praf.g_00374
OG0000308	Prai.g_00241	Praf.g_00745
OG0000309	Prai.g_00242	Praf.g_00744
OG0000310	Prai.g_00243	Praf.g_00743
OG0000311	Prai.g_00244	Praf.g_00378
OG0000312	Prai.g_00246	Praf.g_00379
OG0000313	Prai.g_00247	Praf.g_00385
OG0000314	Prai.g_00250	Praf.g_00391
OG0000315	Prai.g_00251	Praf.g_00392
OG0000316	Prai.g_00255	Praf.g_02203
OG0000317	Prai.g_00257	Praf.g_02207
OG0000318	Prai.g_00258	Praf.g_02208
OG0000319	Prai.g_00259	Praf.g_02209
OG0000320	Prai.g_00260	Praf.g_02210
OG0000321	Prai.g_00263	Praf.g_02215
OG0000322	Prai.g_00266	Praf.g_02242
OG0000323	Prai.g_00267	Praf.g_02243
OG0000324	Prai.g_00270	Praf.g_02245
OG0000325	Prai.g_00272	Praf.g_02247
OG0000326	Prai.g_00273	Praf.g_02249
OG0000327	Prai.g_00275	Praf.g_02255
OG0000328	Prai.g_00276	Praf.g_00375
OG0000329	Prai.g_00277	Praf.g_02259
OG0000330	Prai.g_00278	Praf.g_02260
OG0000331	Prai.g_00279	Praf.g_02262
OG0000332	Prai.g_00280	Praf.g_02263
OG0000333	Prai.g_00281	Praf.g_02264
OG0000334	Prai.g_00282	Praf.g_02265
OG0000335	Prai.g_00283	Praf.g_02266
OG0000336	Prai.g_00284	Praf.g_02268
OG0000337	Prai.g_00288	Praf.g_02273
OG0000338	Prai.g_00289	Praf.g_02274
OG0000339	Prai.g_00290	Praf.g_02275
OG0000340	Prai.g_00291	Praf.g_02277
OG0000341	Prai.g_00295	Praf.g_02282
OG0000342	Prai.g_00296	Praf.g_02283
OG0000343	Prai.g_00298	Praf.g_02285
OG0000344	Prai.g_00299	Praf.g_02287
OG0000345	Prai.g_00300	Praf.g_02288
OG0000346	Prai.g_00301	Praf.g_02289
OG0000347	Prai.g_00302	Praf.g_02290
OG0000348	Prai.g_00303	Praf.g_02291
OG0000349	Prai.g_00304	Praf.g_02292
OG0000350	Prai.g_00305	Praf.g_02293
OG0000351	Prai.g_00308	Praf.g_02297
OG0000352	Prai.g_00311	Praf.g_02301
OG0000353	Prai.g_00312	Praf.g_02302
OG0000354	Prai.g_00313	Praf.g_02303
OG0000355	Prai.g_00314	Praf.g_02304
OG0000356	Prai.g_00315	Praf.g_02314
OG0000357	Prai.g_00316	Praf.g_02315
OG0000358	Prai.g_00317	Praf.g_02316
OG0000359	Prai.g_00318	Praf.g_02318
OG0000360	Prai.g_00321	Praf.g_02321
OG0000361	Prai.g_00322	Praf.g_02322
OG0000362	Prai.g_00323	Praf.g_02323
OG0000363	Prai.g_00324	Praf.g_02324
OG0000364	Prai.g_00325	Praf.g_02325
OG0000365	Prai.g_00326	Praf.g_02326
OG0000366	Prai.g_00327	Praf.g_02327
OG0000367	Prai.g_00328	Praf.g_02328
OG0000368	Prai.g_00329	Praf.g_02329
OG0000369	Prai.g_00330	Praf.g_02330
OG0000370	Prai.g_00331	Praf.g_02331
OG0000371	Prai.g_00332	Praf.g_02332
OG0000372	Prai.g_00334	Praf.g_02335
OG0000373	Prai.g_00336	Praf.g_02347
OG0000374	Prai.g_00337	Praf.g_02349
OG0000375	Prai.g_00338	Praf.g_02358
OG0000376	Prai.g_00340	Praf.g_02073
OG0000377	Prai.g_00341	Praf.g_02066
OG0000378	Prai.g_00342	Praf.g_02065
OG0000379	Prai.g_00347	Praf.g_02054
OG0000380	Prai.g_00348	Praf.g_02052
OG0000381	Prai.g_00349	Praf.g_02051
OG0000382	Prai.g_00351	Praf.g_02049
OG0000383	Prai.g_00354	Praf.g_02045
OG0000384	Prai.g_00355	Praf.g_02044
OG0000385	Prai.g_00357	Praf.g_02031
OG0000386	Prai.g_00358	Praf.g_02030
OG0000387	Prai.g_00359	Praf.g_02029
OG0000388	Prai.g_00360	Praf.g_02028
OG0000389	Prai.g_00361	Praf.g_02027
OG0000390	Prai.g_00362	Praf.g_02026
OG0000391	Prai.g_00363	Praf.g_02025
OG0000392	Prai.g_00364	Praf.g_02024
OG0000393	Prai.g_00367	Praf.g_02016
OG0000394	Prai.g_00368	Praf.g_02015
OG0000395	Prai.g_00370	Praf.g_02011
OG0000396	Prai.g_00372	Praf.g_01616
OG0000397	Prai.g_00384	Praf.g_00322
OG0000398	Prai.g_00390	Praf.g_00495
OG0000399	Prai.g_00392	Praf.g_01003
OG0000400	Prai.g_00397	Praf.g_02201
OG0000401	Prai.g_00462	Praf.g_02002
OG0000402	Prai.g_00463	Praf.g_02001
OG0000403	Prai.g_00464	Praf.g_01999
OG0000404	Prai.g_00466	Praf.g_01990
OG0000405	Prai.g_00467	Praf.g_01989
OG0000406	Prai.g_00469	Praf.g_01987
OG0000407	Prai.g_00470	Praf.g_01986
OG0000408	Prai.g_00471	Praf.g_01985
OG0000409	Prai.g_00472	Praf.g_01984
OG0000410	Prai.g_00473	Praf.g_01982
OG0000411	Prai.g_00474	Praf.g_01981
OG0000412	Prai.g_00475	Praf.g_01980
OG0000413	Prai.g_00476	Praf.g_01979
OG0000414	Prai.g_00477	Praf.g_01978
OG0000415	Prai.g_00478	Praf.g_01977
OG0000416	Prai.g_00479	Praf.g_01972
OG0000417	Prai.g_00480	Praf.g_01963
OG0000418	Prai.g_00481	Praf.g_01962
OG0000419	Prai.g_00482	Praf.g_01961
OG0000420	Prai.g_00483	Praf.g_01960
OG0000421	Prai.g_00484	Praf.g_01959
OG0000422	Prai.g_00486	Praf.g_01957
OG0000423	Prai.g_00487	Praf.g_01956
OG0000424	Prai.g_00489	Praf.g_01952
OG0000425	Prai.g_00492	Praf.g_01942
OG0000426	Prai.g_00493	Praf.g_01941
OG0000427	Prai.g_00494	Praf.g_01938
OG0000428	Prai.g_00495	Praf.g_01915
OG0000429	Prai.g_00496	Praf.g_01913
OG0000430	Prai.g_00501	Praf.g_01911
OG0000431	Prai.g_00503	Praf.g_01909
OG0000432	Prai.g_00504	Praf.g_01908
OG0000433	Prai.g_00507	Praf.g_00586
OG0000434	Prai.g_00508	Praf.g_00589
OG0000435	Prai.g_00509	Praf.g_00594
OG0000436	Prai.g_00511	Praf.g_00596
OG0000437	Prai.g_00513	Praf.g_00598
OG0000438	Prai.g_00514	Praf.g_00599
OG0000439	Prai.g_00515	Praf.g_00600
OG0000440	Prai.g_00517	Praf.g_00603
OG0000441	Prai.g_00518	Praf.g_00605
OG0000442	Prai.g_00519	Praf.g_00606
OG0000443	Prai.g_00520	Praf.g_00607
OG0000444	Prai.g_00521	Praf.g_00608
OG0000445	Prai.g_00522	Praf.g_00609
OG0000446	Prai.g_00523	Praf.g_00610
OG0000447	Prai.g_00524	Praf.g_00611
OG0000448	Prai.g_00525	Praf.g_00612
OG0000449	Prai.g_00530	Praf.g_00619
OG0000450	Prai.g_00531	Praf.g_00621
OG0000451	Prai.g_00532	Praf.g_00622
OG0000452	Prai.g_00533	Praf.g_00623
OG0000453	Prai.g_00535	Praf.g_00626
OG0000454	Prai.g_00536	Praf.g_00627
OG0000455	Prai.g_00537	Praf.g_00628
OG0000456	Prai.g_00538	Praf.g_00629
OG0000457	Prai.g_00540	Praf.g_00630
OG0000458	Prai.g_00542	Praf.g_00631
OG0000459	Prai.g_00543	Praf.g_00632
OG0000460	Prai.g_00544	Praf.g_00634
OG0000461	Prai.g_00545	Praf.g_00635
OG0000462	Prai.g_00546	Praf.g_00636
OG0000463	Prai.g_00547	Praf.g_00641
OG0000464	Prai.g_00552	Praf.g_00646
OG0000465	Prai.g_00553	Praf.g_00647
OG0000466	Prai.g_00554	Praf.g_00648
OG0000467	Prai.g_00555	Praf.g_00650
OG0000468	Prai.g_00556	Praf.g_00651
OG0000469	Prai.g_00557	Praf.g_00656
OG0000470	Prai.g_00558	Praf.g_01177
OG0000471	Prai.g_00559	Praf.g_01131
OG0000472	Prai.g_00562	Praf.g_00661
OG0000473	Prai.g_00563	Praf.g_00663
OG0000474	Prai.g_00564	Praf.g_00665
OG0000475	Prai.g_00565	Praf.g_00666
OG0000476	Prai.g_00566	Praf.g_00670
OG0000477	Prai.g_00568	Praf.g_00673
OG0000478	Prai.g_00569	Praf.g_00675
OG0000479	Prai.g_00570	Praf.g_00677
OG0000480	Prai.g_00572	Praf.g_00683
OG0000481	Prai.g_00573	Praf.g_00684
OG0000482	Prai.g_00574	Praf.g_00685
OG0000483	Prai.g_00575	Praf.g_00687
OG0000484	Prai.g_00576	Praf.g_00688
OG0000485	Prai.g_00577	Praf.g_00689
OG0000486	Prai.g_00578	Praf.g_00690
OG0000487	Prai.g_00579	Praf.g_00691
OG0000488	Prai.g_00581	Praf.g_00693
OG0000489	Prai.g_00582	Praf.g_00694
OG0000490	Prai.g_00583	Praf.g_00695
OG0000491	Prai.g_00584	Praf.g_00696
OG0000492	Prai.g_00585	Praf.g_00697
OG0000493	Prai.g_00586	Praf.g_00698
OG0000494	Prai.g_00588	Praf.g_00700
OG0000495	Prai.g_00589	Praf.g_00701
OG0000496	Prai.g_00590	Praf.g_00703
OG0000497	Prai.g_00592	Praf.g_00705
OG0000498	Prai.g_00593	Praf.g_00706
OG0000499	Prai.g_00595	Praf.g_00708
OG0000500	Prai.g_00596	Praf.g_00709
OG0000501	Prai.g_00598	Praf.g_00712
OG0000502	Prai.g_00599	Praf.g_00713
OG0000503	Prai.g_00600	Praf.g_00714
OG0000504	Prai.g_00601	Praf.g_00716
OG0000505	Prai.g_00602	Praf.g_00717
OG0000506	Prai.g_00603	Praf.g_00718
OG0000507	Prai.g_00604	Praf.g_00719
OG0000508	Prai.g_00606	Praf.g_00723
OG0000509	Prai.g_00607	Praf.g_00724
OG0000510	Prai.g_00608	Praf.g_00725
OG0000511	Prai.g_00609	Praf.g_00726
OG0000512	Prai.g_00610	Praf.g_00728
OG0000513	Prai.g_00611	Praf.g_00729
OG0000514	Prai.g_00612	Praf.g_00730
OG0000515	Prai.g_00614	Praf.g_00733
OG0000516	Prai.g_00615	Praf.g_00734
OG0000517	Prai.g_00616	Praf.g_00735
OG0000518	Prai.g_00619	Praf.g_00739
OG0000519	Prai.g_00620	Praf.g_00740
OG0000520	Prai.g_00621	Praf.g_00741
OG0000521	Prai.g_00622	Praf.g_00742
OG0000522	Prai.g_00623	Praf.g_00749
OG0000523	Prai.g_00624	Praf.g_00750
OG0000524	Prai.g_00625	Praf.g_00751
OG0000525	Prai.g_00627	Praf.g_00753
OG0000526	Prai.g_00628	Praf.g_00754
OG0000527	Prai.g_00629	Praf.g_00755
OG0000528	Prai.g_00630	Praf.g_00756
OG0000529	Prai.g_00631	Praf.g_00757
OG0000530	Prai.g_00632	Praf.g_00758
OG0000531	Prai.g_00633	Praf.g_00761
OG0000532	Prai.g_00634	Praf.g_00763
OG0000533	Prai.g_00635	Praf.g_00764
OG0000534	Prai.g_00636	Praf.g_00765
OG0000535	Prai.g_00637	Praf.g_00766
OG0000536	Prai.g_00638	Praf.g_00767
OG0000537	Prai.g_00639	Praf.g_00768
OG0000538	Prai.g_00640	Praf.g_00769
OG0000539	Prai.g_00641	Praf.g_00771
OG0000540	Prai.g_00642	Praf.g_00773
OG0000541	Prai.g_00643	Praf.g_01659
OG0000542	Prai.g_00644	Praf.g_01661
OG0000543	Prai.g_00645	Praf.g_01662
OG0000544	Prai.g_00646	Praf.g_01663
OG0000545	Prai.g_00650	Praf.g_01666
OG0000546	Prai.g_00651	Praf.g_01667
OG0000547	Prai.g_00653	Praf.g_01669
OG0000548	Prai.g_00654	Praf.g_01674
OG0000549	Prai.g_00655	Praf.g_01675
OG0000550	Prai.g_00656	Praf.g_01676
OG0000551	Prai.g_00657	Praf.g_01680
OG0000552	Prai.g_00658	Praf.g_01684
OG0000553	Prai.g_00659	Praf.g_01685
OG0000554	Prai.g_00660	Praf.g_01687
OG0000555	Prai.g_00661	Praf.g_01688
OG0000556	Prai.g_00662	Praf.g_01689
OG0000557	Prai.g_00663	Praf.g_01690
OG0000558	Prai.g_00664	Praf.g_01692
OG0000559	Prai.g_00665	Praf.g_01693
OG0000560	Prai.g_00667	Praf.g_01695
OG0000561	Prai.g_00668	Praf.g_01696
OG0000562	Prai.g_00669	Praf.g_01698
OG0000563	Prai.g_00670	Praf.g_01699
OG0000564	Prai.g_00671	Praf.g_01700
OG0000565	Prai.g_00672	Praf.g_01708
OG0000566	Prai.g_00673	Praf.g_01709
OG0000567	Prai.g_00674	Praf.g_01710
OG0000568	Prai.g_00675	Praf.g_01711
OG0000569	Prai.g_00676	Praf.g_01713
OG0000570	Prai.g_00677	Praf.g_01716
OG0000571	Prai.g_00678	Praf.g_01717
OG0000572	Prai.g_00679	Praf.g_01718
OG0000573	Prai.g_00682	Praf.g_01722
OG0000574	Prai.g_00683	Praf.g_01727
OG0000575	Prai.g_00684	Praf.g_01728
OG0000576	Prai.g_00685	Praf.g_01729
OG0000577	Prai.g_00686	Praf.g_01730
OG0000578	Prai.g_00687	Praf.g_01731
OG0000579	Prai.g_00688	Praf.g_01733
OG0000580	Prai.g_00689	Praf.g_01736
OG0000581	Prai.g_00690	Praf.g_01737
OG0000582	Prai.g_00691	Praf.g_01738
OG0000583	Prai.g_00692	Praf.g_01739
OG0000584	Prai.g_00693	Praf.g_01741
OG0000585	Prai.g_00694	Praf.g_01742
OG0000586	Prai.g_00696	Praf.g_01744
OG0000587	Prai.g_00697	Praf.g_01745
