Orthogroup	Prai	Pran
OG0000219	Prai.g_00117	Pran.g_00316
OG0000220	Prai.g_00120	Pran.g_00313
OG0000221	Prai.g_00122	Pran.g_00311
OG0000222	Prai.g_00123	Pran.g_00310
OG0000223	Prai.g_00124	Pran.g_00309
OG0000224	Prai.g_00127	Pran.g_00307
OG0000225	Prai.g_00129	Pran.g_00305
OG0000226	Prai.g_00130	Pran.g_00304
OG0000227	Prai.g_00131	Pran.g_00303
OG0000228	Prai.g_00132	Pran.g_00302
OG0000229	Prai.g_00133	Pran.g_00301
OG0000230	Prai.g_00134	Pran.g_00300
OG0000231	Prai.g_00136	Pran.g_00298
OG0000232	Prai.g_00137	Pran.g_00297
OG0000233	Prai.g_00140	Pran.g_00294
OG0000234	Prai.g_00142	Pran.g_00292
OG0000235	Prai.g_00156	Pran.g_00288
OG0000236	Prai.g_00157	Pran.g_00287
OG0000237	Prai.g_00158	Pran.g_00286
OG0000238	Prai.g_00159	Pran.g_00285
OG0000239	Prai.g_00160	Pran.g_00283
OG0000240	Prai.g_00162	Pran.g_00281
OG0000241	Prai.g_00163	Pran.g_00280
OG0000242	Prai.g_00164	Pran.g_00279
OG0000243	Prai.g_00165	Pran.g_00278
OG0000244	Prai.g_00166	Pran.g_00277
OG0000245	Prai.g_00167	Pran.g_00276
OG0000246	Prai.g_00169	Pran.g_00274
OG0000247	Prai.g_00170	Pran.g_00273
OG0000248	Prai.g_00171	Pran.g_00272
OG0000249	Prai.g_00172	Pran.g_00271
OG0000250	Prai.g_00173	Pran.g_00270
OG0000251	Prai.g_00174	Pran.g_00269
OG0000252	Prai.g_00175	Pran.g_00268
OG0000253	Prai.g_00176	Pran.g_00267
OG0000254	Prai.g_00178	Pran.g_00265
OG0000255	Prai.g_00179	Pran.g_00264
OG0000256	Prai.g_00182	Pran.g_00261
OG0000257	Prai.g_00184	Pran.g_00259
OG0000258	Prai.g_00185	Pran.g_00258
OG0000259	Prai.g_00186	Pran.g_00257
OG0000260	Prai.g_00187	Pran.g_00256
OG0000261	Prai.g_00188	Pran.g_00255
OG0000262	Prai.g_00189	Pran.g_00254
OG0000263	Prai.g_00190	Pran.g_00253
OG0000264	Prai.g_00192	Pran.g_00251
OG0000265	Prai.g_00193	Pran.g_00250
OG0000266	Prai.g_00194	Pran.g_00249
OG0000267	Prai.g_00196	Pran.g_00247
OG0000268	Prai.g_00197	Pran.g_00246
OG0000269	Prai.g_00198	Pran.g_00245
OG0000270	Prai.g_00199	Pran.g_00244
OG0000271	Prai.g_00200	Pran.g_00243
OG0000272	Prai.g_00201	Pran.g_00242
OG0000273	Prai.g_00202	Pran.g_00241
OG0000274	Prai.g_00203	Pran.g_00240
OG0000275	Prai.g_00204	Pran.g_00239
OG0000276	Prai.g_00205	Pran.g_00238
OG0000277	Prai.g_00206	Pran.g_00237
OG0000278	Prai.g_00207	Pran.g_00236
OG0000279	Prai.g_00208	Pran.g_00235
OG0000280	Prai.g_00209	Pran.g_00234
OG0000281	Prai.g_00211	Pran.g_00232
OG0000282	Prai.g_00212	Pran.g_00231
OG0000283	Prai.g_00215	Pran.g_00228
OG0000284	Prai.g_00216	Pran.g_00227
OG0000285	Prai.g_00217	Pran.g_00226
OG0000286	Prai.g_00219	Pran.g_00224
OG0000287	Prai.g_00220	Pran.g_00223
OG0000288	Prai.g_00221	Pran.g_00222
OG0000289	Prai.g_00222	Pran.g_00221
OG0000290	Prai.g_00223	Pran.g_00220
OG0000291	Prai.g_00224	Pran.g_00219
OG0000292	Prai.g_00225	Pran.g_00218
OG0000293	Prai.g_00226	Pran.g_00217
OG0000294	Prai.g_00227	Pran.g_00216
OG0000295	Prai.g_00228	Pran.g_00215
OG0000296	Prai.g_00229	Pran.g_00214
OG0000297	Prai.g_00230	Pran.g_00213
OG0000298	Prai.g_00231	Pran.g_00212
OG0000299	Prai.g_00232	Pran.g_00211
OG0000300	Prai.g_00233	Pran.g_00210
OG0000301	Prai.g_00234	Pran.g_00209
OG0000302	Prai.g_00235	Pran.g_00208
OG0000303	Prai.g_00236	Pran.g_00207
OG0000304	Prai.g_00237	Pran.g_00206
OG0000305	Prai.g_00238	Pran.g_00205
OG0000306	Prai.g_00239	Pran.g_00204
OG0000307	Prai.g_00240	Pran.g_00203
OG0000308	Prai.g_00241	Pran.g_00202
OG0000309	Prai.g_00242	Pran.g_00201
OG0000310	Prai.g_00243	Pran.g_00200
OG0000311	Prai.g_00244	Pran.g_00199
OG0000312	Prai.g_00246	Pran.g_00197
OG0000313	Prai.g_00247	Pran.g_00196
OG0000314	Prai.g_00250	Pran.g_00194
OG0000315	Prai.g_00251	Pran.g_00193
OG0000316	Prai.g_00255	Pran.g_01950
OG0000317	Prai.g_00257	Pran.g_01948
OG0000318	Prai.g_00258	Pran.g_01947
OG0000319	Prai.g_00259	Pran.g_01946
OG0000320	Prai.g_00260	Pran.g_01945
OG0000321	Prai.g_00263	Pran.g_01942
OG0000322	Prai.g_00266	Pran.g_01939
OG0000323	Prai.g_00267	Pran.g_01938
OG0000324	Prai.g_00270	Pran.g_01935
OG0000325	Prai.g_00272	Pran.g_01934
OG0000326	Prai.g_00273	Pran.g_01933
OG0000327	Prai.g_00275	Pran.g_01931
OG0000328	Prai.g_00276	Pran.g_01930
OG0000329	Prai.g_00277	Pran.g_01929
OG0000330	Prai.g_00278	Pran.g_01928
OG0000331	Prai.g_00279	Pran.g_01927
OG0000332	Prai.g_00280	Pran.g_01926
OG0000333	Prai.g_00281	Pran.g_01925
OG0000334	Prai.g_00282	Pran.g_01924
OG0000335	Prai.g_00283	Pran.g_01923
OG0000336	Prai.g_00284	Pran.g_01922
OG0000337	Prai.g_00288	Pran.g_01919
OG0000338	Prai.g_00289	Pran.g_01918
OG0000339	Prai.g_00290	Pran.g_01917
OG0000340	Prai.g_00291	Pran.g_01916
OG0000341	Prai.g_00295	Pran.g_01912
OG0000342	Prai.g_00296	Pran.g_01911
OG0000343	Prai.g_00298	Pran.g_01909
OG0000344	Prai.g_00299	Pran.g_01908
OG0000345	Prai.g_00300	Pran.g_01907
OG0000346	Prai.g_00301	Pran.g_01906
OG0000347	Prai.g_00302	Pran.g_01905
OG0000348	Prai.g_00303	Pran.g_01904
OG0000349	Prai.g_00304	Pran.g_01903
OG0000350	Prai.g_00305	Pran.g_01902
OG0000351	Prai.g_00308	Pran.g_01899
OG0000352	Prai.g_00311	Pran.g_01896
OG0000353	Prai.g_00312	Pran.g_01895
OG0000354	Prai.g_00313	Pran.g_01894
OG0000355	Prai.g_00314	Pran.g_01893
OG0000356	Prai.g_00315	Pran.g_01892
OG0000357	Prai.g_00316	Pran.g_01891
OG0000358	Prai.g_00317	Pran.g_01890
OG0000359	Prai.g_00318	Pran.g_01889
OG0000360	Prai.g_00321	Pran.g_01886
OG0000361	Prai.g_00322	Pran.g_01885
OG0000362	Prai.g_00323	Pran.g_01884
OG0000363	Prai.g_00324	Pran.g_01883
OG0000364	Prai.g_00325	Pran.g_01882
OG0000365	Prai.g_00326	Pran.g_01881
OG0000366	Prai.g_00327	Pran.g_01880
OG0000367	Prai.g_00328	Pran.g_01879
OG0000368	Prai.g_00329	Pran.g_01878
OG0000369	Prai.g_00330	Pran.g_01877
OG0000370	Prai.g_00331	Pran.g_01876
OG0000371	Prai.g_00332	Pran.g_01875
OG0000372	Prai.g_00334	Pran.g_01873
OG0000373	Prai.g_00336	Pran.g_01871
OG0000374	Prai.g_00337	Pran.g_01870
OG0000375	Prai.g_00338	Pran.g_01869
OG0000376	Prai.g_00340	Pran.g_01867
OG0000377	Prai.g_00341	Pran.g_01866
OG0000378	Prai.g_00342	Pran.g_01865
OG0000379	Prai.g_00347	Pran.g_01860
OG0000380	Prai.g_00348	Pran.g_01859
OG0000381	Prai.g_00349	Pran.g_01858
OG0000382	Prai.g_00351	Pran.g_01857
OG0000383	Prai.g_00354	Pran.g_01854
OG0000384	Prai.g_00355	Pran.g_01853
OG0000385	Prai.g_00357	Pran.g_01850
OG0000386	Prai.g_00358	Pran.g_01849
OG0000387	Prai.g_00359	Pran.g_01848
OG0000388	Prai.g_00360	Pran.g_01847
OG0000389	Prai.g_00361	Pran.g_01846
OG0000390	Prai.g_00362	Pran.g_01845
OG0000391	Prai.g_00363	Pran.g_01844
OG0000392	Prai.g_00364	Pran.g_01843
OG0000393	Prai.g_00367	Pran.g_01840
OG0000394	Prai.g_00368	Pran.g_01839
OG0000395	Prai.g_00370	Pran.g_01837
OG0000396	Prai.g_00372	Pran.g_01835
OG0000397	Prai.g_00384	Pran.g_01823
OG0000398	Prai.g_00390	Pran.g_01816
OG0000399	Prai.g_00392	Pran.g_01815
OG0000400	Prai.g_00397	Pran.g_01808
OG0000401	Prai.g_00462	Pran.g_01749
OG0000402	Prai.g_00463	Pran.g_01748
OG0000403	Prai.g_00464	Pran.g_01747
OG0000404	Prai.g_00466	Pran.g_01745
OG0000405	Prai.g_00467	Pran.g_01744
OG0000406	Prai.g_00469	Pran.g_01742
OG0000407	Prai.g_00470	Pran.g_01741
OG0000408	Prai.g_00471	Pran.g_01740
OG0000409	Prai.g_00472	Pran.g_01739
OG0000410	Prai.g_00473	Pran.g_01738
OG0000411	Prai.g_00474	Pran.g_01737
OG0000412	Prai.g_00475	Pran.g_01736
OG0000413	Prai.g_00476	Pran.g_01735
OG0000414	Prai.g_00477	Pran.g_01734
OG0000415	Prai.g_00478	Pran.g_01733
OG0000416	Prai.g_00479	Pran.g_01729
OG0000417	Prai.g_00480	Pran.g_01728
OG0000418	Prai.g_00481	Pran.g_01727
OG0000419	Prai.g_00482	Pran.g_01726
OG0000420	Prai.g_00483	Pran.g_01725
OG0000421	Prai.g_00484	Pran.g_01724
OG0000422	Prai.g_00486	Pran.g_01723
OG0000423	Prai.g_00487	Pran.g_01722
OG0000424	Prai.g_00489	Pran.g_01720
OG0000425	Prai.g_00492	Pran.g_01717
OG0000426	Prai.g_00493	Pran.g_01716
OG0000427	Prai.g_00494	Pran.g_01715
OG0000428	Prai.g_00495	Pran.g_01714
OG0000429	Prai.g_00496	Pran.g_01713
OG0000430	Prai.g_00501	Pran.g_01707
OG0000431	Prai.g_00503	Pran.g_01705
OG0000432	Prai.g_00504	Pran.g_01704
OG0000433	Prai.g_00507	Pran.g_01701
OG0000434	Prai.g_00508	Pran.g_01700
OG0000435	Prai.g_00509	Pran.g_01699
OG0000436	Prai.g_00511	Pran.g_01697
OG0000437	Prai.g_00513	Pran.g_01695
OG0000438	Prai.g_00514	Pran.g_01694
OG0000439	Prai.g_00515	Pran.g_01693
OG0000440	Prai.g_00517	Pran.g_01691
OG0000441	Prai.g_00518	Pran.g_01690
OG0000442	Prai.g_00519	Pran.g_01689
OG0000443	Prai.g_00520	Pran.g_01688
OG0000444	Prai.g_00521	Pran.g_01687
OG0000445	Prai.g_00522	Pran.g_01686
OG0000446	Prai.g_00523	Pran.g_01685
OG0000447	Prai.g_00524	Pran.g_01684
OG0000448	Prai.g_00525	Pran.g_01683
OG0000449	Prai.g_00530	Pran.g_01678
OG0000450	Prai.g_00531	Pran.g_01677
OG0000451	Prai.g_00532	Pran.g_01676
OG0000452	Prai.g_00533	Pran.g_01675
OG0000453	Prai.g_00535	Pran.g_01673
OG0000454	Prai.g_00536	Pran.g_01672
OG0000455	Prai.g_00537	Pran.g_01671
OG0000456	Prai.g_00538	Pran.g_01670
OG0000457	Prai.g_00540	Pran.g_01668
OG0000458	Prai.g_00542	Pran.g_01666
OG0000459	Prai.g_00543	Pran.g_01665
OG0000460	Prai.g_00544	Pran.g_01663
OG0000461	Prai.g_00545	Pran.g_01662
OG0000462	Prai.g_00546	Pran.g_01661
OG0000463	Prai.g_00547	Pran.g_01660
OG0000464	Prai.g_00552	Pran.g_01655
OG0000465	Prai.g_00553	Pran.g_01653
OG0000466	Prai.g_00554	Pran.g_01652
OG0000467	Prai.g_00555	Pran.g_01651
OG0000468	Prai.g_00556	Pran.g_01650
OG0000469	Prai.g_00557	Pran.g_01649
OG0000470	Prai.g_00558	Pran.g_01648
OG0000471	Prai.g_00559	Pran.g_01647
OG0000472	Prai.g_00562	Pran.g_01644
OG0000473	Prai.g_00563	Pran.g_01643
OG0000474	Prai.g_00564	Pran.g_01642
OG0000475	Prai.g_00565	Pran.g_01641
OG0000476	Prai.g_00566	Pran.g_01640
OG0000477	Prai.g_00568	Pran.g_01638
OG0000478	Prai.g_00569	Pran.g_01637
OG0000479	Prai.g_00570	Pran.g_01636
OG0000480	Prai.g_00572	Pran.g_01634
OG0000481	Prai.g_00573	Pran.g_01633
OG0000482	Prai.g_00574	Pran.g_01632
OG0000483	Prai.g_00575	Pran.g_01631
OG0000484	Prai.g_00576	Pran.g_01630
OG0000485	Prai.g_00577	Pran.g_01629
OG0000486	Prai.g_00578	Pran.g_01628
OG0000487	Prai.g_00579	Pran.g_01627
OG0000488	Prai.g_00581	Pran.g_01625
OG0000489	Prai.g_00582	Pran.g_01624
OG0000490	Prai.g_00583	Pran.g_01623
OG0000491	Prai.g_00584	Pran.g_01622
OG0000492	Prai.g_00585	Pran.g_01621
OG0000493	Prai.g_00586	Pran.g_01620
OG0000494	Prai.g_00588	Pran.g_01618
OG0000495	Prai.g_00589	Pran.g_01617
OG0000496	Prai.g_00590	Pran.g_01616
OG0000497	Prai.g_00592	Pran.g_01614
OG0000498	Prai.g_00593	Pran.g_01613
OG0000499	Prai.g_00595	Pran.g_01611
OG0000500	Prai.g_00596	Pran.g_01610
OG0000501	Prai.g_00598	Pran.g_01608
OG0000502	Prai.g_00599	Pran.g_01607
OG0000503	Prai.g_00600	Pran.g_01606
OG0000504	Prai.g_00601	Pran.g_01605
OG0000505	Prai.g_00602	Pran.g_01604
OG0000506	Prai.g_00603	Pran.g_01603
OG0000507	Prai.g_00604	Pran.g_01602
OG0000508	Prai.g_00606	Pran.g_01600
OG0000509	Prai.g_00607	Pran.g_01599
OG0000510	Prai.g_00608	Pran.g_01598
OG0000511	Prai.g_00609	Pran.g_01597
OG0000512	Prai.g_00610	Pran.g_01596
OG0000513	Prai.g_00611	Pran.g_01595
OG0000514	Prai.g_00612	Pran.g_01594
OG0000515	Prai.g_00614	Pran.g_01592
OG0000516	Prai.g_00615	Pran.g_01591
OG0000517	Prai.g_00616	Pran.g_01590
OG0000518	Prai.g_00619	Pran.g_01587
OG0000519	Prai.g_00620	Pran.g_01586
OG0000520	Prai.g_00621	Pran.g_01585
OG0000521	Prai.g_00622	Pran.g_01584
OG0000522	Prai.g_00623	Pran.g_01583
OG0000523	Prai.g_00624	Pran.g_01582
OG0000524	Prai.g_00625	Pran.g_01581
OG0000525	Prai.g_00627	Pran.g_01579
OG0000526	Prai.g_00628	Pran.g_01578
OG0000527	Prai.g_00629	Pran.g_01577
OG0000528	Prai.g_00630	Pran.g_01576
OG0000529	Prai.g_00631	Pran.g_01575
OG0000530	Prai.g_00632	Pran.g_01574
OG0000531	Prai.g_00633	Pran.g_01573
OG0000532	Prai.g_00634	Pran.g_01572
OG0000533	Prai.g_00635	Pran.g_01571
OG0000534	Prai.g_00636	Pran.g_01570
OG0000535	Prai.g_00637	Pran.g_01569
OG0000536	Prai.g_00638	Pran.g_01568
OG0000537	Prai.g_00639	Pran.g_01567
OG0000538	Prai.g_00640	Pran.g_01566
OG0000539	Prai.g_00641	Pran.g_01565
OG0000540	Prai.g_00642	Pran.g_01564
OG0000541	Prai.g_00643	Pran.g_01563
OG0000542	Prai.g_00644	Pran.g_01562
OG0000543	Prai.g_00645	Pran.g_01561
OG0000544	Prai.g_00646	Pran.g_01560
OG0000545	Prai.g_00650	Pran.g_01557
OG0000546	Prai.g_00651	Pran.g_01556
OG0000547	Prai.g_00653	Pran.g_01554
OG0000548	Prai.g_00654	Pran.g_01553
OG0000549	Prai.g_00655	Pran.g_01552
OG0000550	Prai.g_00656	Pran.g_01551
OG0000551	Prai.g_00657	Pran.g_01550
OG0000552	Prai.g_00658	Pran.g_01549
OG0000553	Prai.g_00659	Pran.g_01548
OG0000554	Prai.g_00660	Pran.g_01547
OG0000555	Prai.g_00661	Pran.g_01546
OG0000556	Prai.g_00662	Pran.g_01545
OG0000557	Prai.g_00663	Pran.g_01544
OG0000558	Prai.g_00664	Pran.g_01543
OG0000559	Prai.g_00665	Pran.g_01542
OG0000560	Prai.g_00667	Pran.g_01540
OG0000561	Prai.g_00668	Pran.g_01539
OG0000562	Prai.g_00669	Pran.g_01538
OG0000563	Prai.g_00670	Pran.g_01537
OG0000564	Prai.g_00671	Pran.g_01536
OG0000565	Prai.g_00672	Pran.g_01535
OG0000566	Prai.g_00673	Pran.g_01534
OG0000567	Prai.g_00674	Pran.g_01533
OG0000568	Prai.g_00675	Pran.g_01532
