Orthogroup	Prai	Prar
OG0000100	Prai.g_00310	Prar.g_01154
OG0000101	Prai.g_00369	Prar.g_00417
OG0000102	Prai.g_00393	Prar.g_00444
OG0000103	Prai.g_00506	Prar.g_00526
OG0000104	Prai.g_00510	Prar.g_00530
OG0000105	Prai.g_00529	Prar.g_01330
OG0000106	Prai.g_00560	Prar.g_01362
OG0000107	Prai.g_00561	Prar.g_01363
OG0000108	Prai.g_00571	Prar.g_01373
OG0000109	Prai.g_00580	Prar.g_01382
OG0000110	Prai.g_00597	Prar.g_01398
OG0000111	Prai.g_00680	Prar.g_01481
OG0000112	Prai.g_00681	Prar.g_01482
OG0000113	Prai.g_00770	Prar.g_01621
OG0000114	Prai.g_00850	Prar.g_01682
OG0000115	Prai.g_00989	Prar.g_01833
OG0000116	Prai.g_00985	Prar.g_01837
OG0000117	Prai.g_00921	Prar.g_01901
OG0000118	Prai.g_01107	Prar.g_01953
OG0000119	Prai.g_01146	Prar.g_01293
OG0000120	Prai.g_01177	Prar.g_01257
OG0000121	Prai.g_01197	Prar.g_01238
OG0000122	Prai.g_01217	Prar.g_01219
OG0000123	Prai.g_01230	Prar.g_01206
OG0000124	Prai.g_01238	Prar.g_00376
OG0000125	Prai.g_01347	Prar.g_00943
OG0000126	Prai.g_01370	Prar.g_00911
OG0000127	Prai.g_01450	Prar.g_00352
OG0000128	Prai.g_01464	Prar.g_00338
OG0000129	Prai.g_01499	Prar.g_00810
OG0000130	Prai.g_01636	Prar.g_01145
OG0000131	Prai.g_01674	Prar.g_01959
OG0000132	Prai.g_01677	Prar.g_00595
OG0000133	Prai.g_01735	Prar.g_01068
OG0000134	Prai.g_01777	Prar.g_01032
OG0000135	Prai.g_01779	Prar.g_01030
OG0000136	Prai.g_01823	Prar.g_00638
OG0000137	Prai.g_01855	Prar.g_00669
OG0000138	Prai.g_01892	Prar.g_00704
OG0000139	Prai.g_01918	Prar.g_00055
OG0000140	Prai.g_00001	Prar.g_00037
OG0000141	Prai.g_00002	Prar.g_00036
OG0000142	Prai.g_00004	Prar.g_00034
OG0000143	Prai.g_00005	Prar.g_00033
OG0000144	Prai.g_00007	Prar.g_00031
OG0000145	Prai.g_00008	Prar.g_00030
OG0000146	Prai.g_00009	Prar.g_00029
OG0000147	Prai.g_00010	Prar.g_00028
OG0000148	Prai.g_00012	Prar.g_00026
OG0000149	Prai.g_00014	Prar.g_00024
OG0000150	Prai.g_00015	Prar.g_00023
OG0000151	Prai.g_00016	Prar.g_00022
OG0000152	Prai.g_00017	Prar.g_00021
OG0000153	Prai.g_00018	Prar.g_00020
OG0000154	Prai.g_00019	Prar.g_00019
OG0000155	Prai.g_00020	Prar.g_00018
OG0000156	Prai.g_00021	Prar.g_00017
OG0000157	Prai.g_00022	Prar.g_00016
OG0000158	Prai.g_00024	Prar.g_00014
OG0000159	Prai.g_00025	Prar.g_00013
OG0000160	Prai.g_00026	Prar.g_00012
OG0000161	Prai.g_00027	Prar.g_00011
OG0000162	Prai.g_00028	Prar.g_00010
OG0000163	Prai.g_00029	Prar.g_00009
OG0000164	Prai.g_00032	Prar.g_00006
OG0000165	Prai.g_00035	Prar.g_00002
OG0000166	Prai.g_00036	Prar.g_00001
OG0000167	Prai.g_00037	Prar.g_00594
OG0000168	Prai.g_00047	Prar.g_00580
OG0000169	Prai.g_00049	Prar.g_00578
OG0000170	Prai.g_00050	Prar.g_00577
OG0000171	Prai.g_00051	Prar.g_00576
OG0000172	Prai.g_00052	Prar.g_00574
OG0000173	Prai.g_00053	Prar.g_00573
OG0000174	Prai.g_00054	Prar.g_00572
OG0000175	Prai.g_00055	Prar.g_00571
OG0000176	Prai.g_00057	Prar.g_00569
OG0000177	Prai.g_00058	Prar.g_00568
OG0000178	Prai.g_00059	Prar.g_00567
OG0000179	Prai.g_00064	Prar.g_00554
OG0000180	Prai.g_00065	Prar.g_00553
OG0000181	Prai.g_00066	Prar.g_00552
OG0000182	Prai.g_00069	Prar.g_00549
OG0000183	Prai.g_00070	Prar.g_00548
OG0000184	Prai.g_00073	Prar.g_00255
OG0000185	Prai.g_00077	Prar.g_00251
OG0000186	Prai.g_00078	Prar.g_00250
OG0000187	Prai.g_00079	Prar.g_00249
OG0000188	Prai.g_00080	Prar.g_00248
OG0000189	Prai.g_00081	Prar.g_00247
OG0000190	Prai.g_00082	Prar.g_00246
OG0000191	Prai.g_00083	Prar.g_00245
OG0000192	Prai.g_00084	Prar.g_00244
OG0000193	Prai.g_00085	Prar.g_00243
OG0000194	Prai.g_00086	Prar.g_00242
OG0000195	Prai.g_00088	Prar.g_00240
OG0000196	Prai.g_00089	Prar.g_00239
OG0000197	Prai.g_00090	Prar.g_00238
OG0000198	Prai.g_00091	Prar.g_00237
OG0000199	Prai.g_00094	Prar.g_00234
OG0000200	Prai.g_00095	Prar.g_00233
OG0000201	Prai.g_00096	Prar.g_00232
OG0000202	Prai.g_00097	Prar.g_00231
OG0000203	Prai.g_00098	Prar.g_00230
OG0000204	Prai.g_00099	Prar.g_00229
OG0000205	Prai.g_00100	Prar.g_00228
OG0000206	Prai.g_00101	Prar.g_00227
OG0000207	Prai.g_00102	Prar.g_00226
OG0000208	Prai.g_00103	Prar.g_00225
OG0000209	Prai.g_00104	Prar.g_00224
OG0000210	Prai.g_00106	Prar.g_00222
OG0000211	Prai.g_00107	Prar.g_00221
OG0000212	Prai.g_00108	Prar.g_00220
OG0000213	Prai.g_00109	Prar.g_00219
OG0000214	Prai.g_00111	Prar.g_00217
OG0000215	Prai.g_00112	Prar.g_00216
OG0000216	Prai.g_00114	Prar.g_00214
OG0000217	Prai.g_00115	Prar.g_00213
OG0000218	Prai.g_00116	Prar.g_00212
OG0000219	Prai.g_00117	Prar.g_00211
OG0000220	Prai.g_00120	Prar.g_00208
OG0000221	Prai.g_00122	Prar.g_00206
OG0000222	Prai.g_00123	Prar.g_00205
OG0000223	Prai.g_00124	Prar.g_00204
OG0000224	Prai.g_00127	Prar.g_00201
OG0000225	Prai.g_00129	Prar.g_00199
OG0000226	Prai.g_00130	Prar.g_00198
OG0000227	Prai.g_00131	Prar.g_00197
OG0000228	Prai.g_00132	Prar.g_00196
OG0000229	Prai.g_00133	Prar.g_00195
OG0000230	Prai.g_00134	Prar.g_00194
OG0000231	Prai.g_00136	Prar.g_00192
OG0000232	Prai.g_00137	Prar.g_00191
OG0000233	Prai.g_00140	Prar.g_00188
OG0000234	Prai.g_00142	Prar.g_00186
OG0000235	Prai.g_00156	Prar.g_00182
OG0000236	Prai.g_00157	Prar.g_00181
OG0000237	Prai.g_00158	Prar.g_00180
OG0000238	Prai.g_00159	Prar.g_00179
OG0000239	Prai.g_00160	Prar.g_00178
OG0000240	Prai.g_00162	Prar.g_00176
OG0000241	Prai.g_00163	Prar.g_00175
OG0000242	Prai.g_00164	Prar.g_00174
OG0000243	Prai.g_00165	Prar.g_00173
OG0000244	Prai.g_00166	Prar.g_00172
OG0000245	Prai.g_00167	Prar.g_00171
OG0000246	Prai.g_00169	Prar.g_00169
OG0000247	Prai.g_00170	Prar.g_00168
OG0000248	Prai.g_00171	Prar.g_00167
OG0000249	Prai.g_00172	Prar.g_00166
OG0000250	Prai.g_00173	Prar.g_00165
OG0000251	Prai.g_00174	Prar.g_00164
OG0000252	Prai.g_00175	Prar.g_00163
OG0000253	Prai.g_00176	Prar.g_00162
OG0000254	Prai.g_00178	Prar.g_00160
OG0000255	Prai.g_00179	Prar.g_00159
OG0000256	Prai.g_00182	Prar.g_00156
OG0000257	Prai.g_00184	Prar.g_00154
OG0000258	Prai.g_00185	Prar.g_00153
OG0000259	Prai.g_00186	Prar.g_00152
OG0000260	Prai.g_00187	Prar.g_00151
OG0000261	Prai.g_00188	Prar.g_00150
OG0000262	Prai.g_00189	Prar.g_00149
OG0000263	Prai.g_00190	Prar.g_00148
OG0000264	Prai.g_00192	Prar.g_00146
OG0000265	Prai.g_00193	Prar.g_00145
OG0000266	Prai.g_00194	Prar.g_00144
OG0000267	Prai.g_00196	Prar.g_00142
OG0000268	Prai.g_00197	Prar.g_00141
OG0000269	Prai.g_00198	Prar.g_00140
OG0000270	Prai.g_00199	Prar.g_00139
OG0000271	Prai.g_00200	Prar.g_00138
OG0000272	Prai.g_00201	Prar.g_00137
OG0000273	Prai.g_00202	Prar.g_00136
OG0000274	Prai.g_00203	Prar.g_00135
OG0000275	Prai.g_00204	Prar.g_00134
OG0000276	Prai.g_00205	Prar.g_00133
OG0000277	Prai.g_00206	Prar.g_00132
OG0000278	Prai.g_00207	Prar.g_00131
OG0000279	Prai.g_00208	Prar.g_00130
OG0000280	Prai.g_00209	Prar.g_00129
OG0000281	Prai.g_00211	Prar.g_00127
OG0000282	Prai.g_00212	Prar.g_00126
OG0000283	Prai.g_00215	Prar.g_00123
OG0000284	Prai.g_00216	Prar.g_00122
OG0000285	Prai.g_00217	Prar.g_00121
OG0000286	Prai.g_00219	Prar.g_00119
OG0000287	Prai.g_00220	Prar.g_00118
OG0000288	Prai.g_00221	Prar.g_00117
OG0000289	Prai.g_00222	Prar.g_00116
OG0000290	Prai.g_00223	Prar.g_00115
OG0000291	Prai.g_00224	Prar.g_00114
OG0000292	Prai.g_00225	Prar.g_00113
OG0000293	Prai.g_00226	Prar.g_00112
OG0000294	Prai.g_00227	Prar.g_00111
OG0000295	Prai.g_00228	Prar.g_00110
OG0000296	Prai.g_00229	Prar.g_00109
OG0000297	Prai.g_00230	Prar.g_00108
OG0000298	Prai.g_00231	Prar.g_00107
OG0000299	Prai.g_00232	Prar.g_00106
OG0000300	Prai.g_00233	Prar.g_00105
OG0000301	Prai.g_00234	Prar.g_00104
OG0000302	Prai.g_00235	Prar.g_00103
OG0000303	Prai.g_00236	Prar.g_00102
OG0000304	Prai.g_00237	Prar.g_00101
OG0000305	Prai.g_00238	Prar.g_00100
OG0000306	Prai.g_00239	Prar.g_00099
OG0000307	Prai.g_00240	Prar.g_00098
OG0000308	Prai.g_00241	Prar.g_00097
OG0000309	Prai.g_00242	Prar.g_00096
OG0000310	Prai.g_00243	Prar.g_00095
OG0000311	Prai.g_00244	Prar.g_00094
OG0000312	Prai.g_00246	Prar.g_00092
OG0000313	Prai.g_00247	Prar.g_00091
OG0000314	Prai.g_00250	Prar.g_00088
OG0000315	Prai.g_00251	Prar.g_00087
OG0000316	Prai.g_00255	Prar.g_00085
OG0000317	Prai.g_00257	Prar.g_00083
OG0000318	Prai.g_00258	Prar.g_00082
OG0000319	Prai.g_00259	Prar.g_00081
OG0000320	Prai.g_00260	Prar.g_00080
OG0000321	Prai.g_00263	Prar.g_00077
OG0000322	Prai.g_00266	Prar.g_00334
OG0000323	Prai.g_00267	Prar.g_00333
OG0000324	Prai.g_00270	Prar.g_00330
OG0000325	Prai.g_00272	Prar.g_00328
OG0000326	Prai.g_00273	Prar.g_00327
OG0000327	Prai.g_00275	Prar.g_00325
OG0000328	Prai.g_00276	Prar.g_00324
OG0000329	Prai.g_00277	Prar.g_00323
OG0000330	Prai.g_00278	Prar.g_00322
OG0000331	Prai.g_00279	Prar.g_00321
OG0000332	Prai.g_00280	Prar.g_00320
OG0000333	Prai.g_00281	Prar.g_00319
OG0000334	Prai.g_00282	Prar.g_00318
OG0000335	Prai.g_00283	Prar.g_00317
OG0000336	Prai.g_00284	Prar.g_00316
OG0000337	Prai.g_00288	Prar.g_00312
OG0000338	Prai.g_00289	Prar.g_00311
OG0000339	Prai.g_00290	Prar.g_00310
OG0000340	Prai.g_00291	Prar.g_00309
OG0000341	Prai.g_00295	Prar.g_00305
OG0000342	Prai.g_00296	Prar.g_00304
OG0000343	Prai.g_00298	Prar.g_00302
OG0000344	Prai.g_00299	Prar.g_00301
OG0000345	Prai.g_00300	Prar.g_00300
OG0000346	Prai.g_00301	Prar.g_00299
OG0000347	Prai.g_00302	Prar.g_00298
OG0000348	Prai.g_00303	Prar.g_00297
OG0000349	Prai.g_00304	Prar.g_00296
OG0000350	Prai.g_00305	Prar.g_00295
OG0000351	Prai.g_00308	Prar.g_00292
OG0000352	Prai.g_00311	Prar.g_00289
OG0000353	Prai.g_00312	Prar.g_00288
OG0000354	Prai.g_00313	Prar.g_00287
OG0000355	Prai.g_00314	Prar.g_00286
OG0000356	Prai.g_00315	Prar.g_00285
OG0000357	Prai.g_00316	Prar.g_00284
OG0000358	Prai.g_00317	Prar.g_00283
OG0000359	Prai.g_00318	Prar.g_00282
OG0000360	Prai.g_00321	Prar.g_00279
OG0000361	Prai.g_00322	Prar.g_00278
OG0000362	Prai.g_00323	Prar.g_00277
OG0000363	Prai.g_00324	Prar.g_00276
OG0000364	Prai.g_00325	Prar.g_00275
OG0000365	Prai.g_00326	Prar.g_00274
OG0000366	Prai.g_00327	Prar.g_00273
OG0000367	Prai.g_00328	Prar.g_00272
OG0000368	Prai.g_00329	Prar.g_00271
OG0000369	Prai.g_00330	Prar.g_00270
OG0000370	Prai.g_00331	Prar.g_00269
OG0000371	Prai.g_00332	Prar.g_00268
OG0000372	Prai.g_00334	Prar.g_00266
OG0000373	Prai.g_00336	Prar.g_00264
OG0000374	Prai.g_00337	Prar.g_00263
OG0000375	Prai.g_00338	Prar.g_00262
OG0000376	Prai.g_00340	Prar.g_00260
OG0000377	Prai.g_00341	Prar.g_00259
OG0000378	Prai.g_00342	Prar.g_00258
OG0000379	Prai.g_00347	Prar.g_00394
OG0000380	Prai.g_00348	Prar.g_00395
OG0000381	Prai.g_00349	Prar.g_00396
OG0000382	Prai.g_00351	Prar.g_00398
OG0000383	Prai.g_00354	Prar.g_00401
OG0000384	Prai.g_00355	Prar.g_00402
OG0000385	Prai.g_00357	Prar.g_00405
OG0000386	Prai.g_00358	Prar.g_00406
OG0000387	Prai.g_00359	Prar.g_00407
OG0000388	Prai.g_00360	Prar.g_00408
OG0000389	Prai.g_00361	Prar.g_00409
OG0000390	Prai.g_00362	Prar.g_00410
OG0000391	Prai.g_00363	Prar.g_00411
OG0000392	Prai.g_00364	Prar.g_00412
OG0000393	Prai.g_00367	Prar.g_00415
OG0000394	Prai.g_00368	Prar.g_00416
OG0000395	Prai.g_00370	Prar.g_00418
OG0000396	Prai.g_00372	Prar.g_00419
OG0000397	Prai.g_00384	Prar.g_00432
OG0000398	Prai.g_00390	Prar.g_00440
OG0000399	Prai.g_00392	Prar.g_00441
OG0000400	Prai.g_00397	Prar.g_00446
OG0000401	Prai.g_00462	Prar.g_00479
OG0000402	Prai.g_00463	Prar.g_00480
OG0000403	Prai.g_00464	Prar.g_00481
OG0000404	Prai.g_00466	Prar.g_00483
OG0000405	Prai.g_00467	Prar.g_00484
OG0000406	Prai.g_00469	Prar.g_00486
OG0000407	Prai.g_00470	Prar.g_00487
OG0000408	Prai.g_00471	Prar.g_00488
OG0000409	Prai.g_00472	Prar.g_00489
OG0000410	Prai.g_00473	Prar.g_00490
OG0000411	Prai.g_00474	Prar.g_00491
OG0000412	Prai.g_00475	Prar.g_00492
OG0000413	Prai.g_00476	Prar.g_00493
OG0000414	Prai.g_00477	Prar.g_00494
OG0000415	Prai.g_00478	Prar.g_00495
OG0000416	Prai.g_00479	Prar.g_00496
OG0000417	Prai.g_00480	Prar.g_00497
OG0000418	Prai.g_00481	Prar.g_00498
OG0000419	Prai.g_00482	Prar.g_00499
OG0000420	Prai.g_00483	Prar.g_00500
OG0000421	Prai.g_00484	Prar.g_00501
OG0000422	Prai.g_00486	Prar.g_00503
OG0000423	Prai.g_00487	Prar.g_00504
OG0000424	Prai.g_00489	Prar.g_00506
OG0000425	Prai.g_00492	Prar.g_00510
OG0000426	Prai.g_00493	Prar.g_00511
OG0000427	Prai.g_00494	Prar.g_00512
OG0000428	Prai.g_00495	Prar.g_00513
OG0000429	Prai.g_00496	Prar.g_00514
OG0000430	Prai.g_00501	Prar.g_00521
OG0000431	Prai.g_00503	Prar.g_00523
OG0000432	Prai.g_00504	Prar.g_00524
OG0000433	Prai.g_00507	Prar.g_00527
OG0000434	Prai.g_00508	Prar.g_00528
OG0000435	Prai.g_00509	Prar.g_00529
OG0000436	Prai.g_00511	Prar.g_00531
OG0000437	Prai.g_00513	Prar.g_00533
OG0000438	Prai.g_00514	Prar.g_00534
OG0000439	Prai.g_00515	Prar.g_00535
OG0000440	Prai.g_00517	Prar.g_00537
OG0000441	Prai.g_00518	Prar.g_00538
OG0000442	Prai.g_00519	Prar.g_00539
OG0000443	Prai.g_00520	Prar.g_00540
OG0000444	Prai.g_00521	Prar.g_00541
OG0000445	Prai.g_00522	Prar.g_00542
OG0000446	Prai.g_00523	Prar.g_00543
OG0000447	Prai.g_00524	Prar.g_00544
OG0000448	Prai.g_00525	Prar.g_00545
OG0000449	Prai.g_00530	Prar.g_01331
OG0000450	Prai.g_00531	Prar.g_01332
OG0000451	Prai.g_00532	Prar.g_01333
OG0000452	Prai.g_00533	Prar.g_01334
OG0000453	Prai.g_00535	Prar.g_01336
OG0000454	Prai.g_00536	Prar.g_01337
OG0000455	Prai.g_00537	Prar.g_01338
OG0000456	Prai.g_00538	Prar.g_01339
OG0000457	Prai.g_00540	Prar.g_01341
OG0000458	Prai.g_00542	Prar.g_01343
OG0000459	Prai.g_00543	Prar.g_01344
OG0000460	Prai.g_00544	Prar.g_01345
OG0000461	Prai.g_00545	Prar.g_01346
OG0000462	Prai.g_00546	Prar.g_01347
OG0000463	Prai.g_00547	Prar.g_01348
OG0000464	Prai.g_00552	Prar.g_01353
OG0000465	Prai.g_00553	Prar.g_01355
OG0000466	Prai.g_00554	Prar.g_01356
OG0000467	Prai.g_00555	Prar.g_01357
OG0000468	Prai.g_00556	Prar.g_01358
OG0000469	Prai.g_00557	Prar.g_01359
OG0000470	Prai.g_00558	Prar.g_01360
OG0000471	Prai.g_00559	Prar.g_01361
OG0000472	Prai.g_00562	Prar.g_01364
OG0000473	Prai.g_00563	Prar.g_01365
OG0000474	Prai.g_00564	Prar.g_01366
OG0000475	Prai.g_00565	Prar.g_01367
OG0000476	Prai.g_00566	Prar.g_01368
OG0000477	Prai.g_00568	Prar.g_01370
OG0000478	Prai.g_00569	Prar.g_01371
OG0000479	Prai.g_00570	Prar.g_01372
OG0000480	Prai.g_00572	Prar.g_01374
OG0000481	Prai.g_00573	Prar.g_01375
OG0000482	Prai.g_00574	Prar.g_01376
OG0000483	Prai.g_00575	Prar.g_01377
OG0000484	Prai.g_00576	Prar.g_01378
OG0000485	Prai.g_00577	Prar.g_01379
OG0000486	Prai.g_00578	Prar.g_01380
OG0000487	Prai.g_00579	Prar.g_01381
OG0000488	Prai.g_00581	Prar.g_01383
OG0000489	Prai.g_00582	Prar.g_01384
OG0000490	Prai.g_00583	Prar.g_01385
OG0000491	Prai.g_00584	Prar.g_01386
OG0000492	Prai.g_00585	Prar.g_01387
OG0000493	Prai.g_00586	Prar.g_01388
OG0000494	Prai.g_00588	Prar.g_01390
OG0000495	Prai.g_00589	Prar.g_01391
OG0000496	Prai.g_00590	Prar.g_01392
OG0000497	Prai.g_00592	Prar.g_01393
OG0000498	Prai.g_00593	Prar.g_01394
OG0000499	Prai.g_00595	Prar.g_01396
OG0000500	Prai.g_00596	Prar.g_01397
OG0000501	Prai.g_00598	Prar.g_01399
OG0000502	Prai.g_00599	Prar.g_01400
OG0000503	Prai.g_00600	Prar.g_01401
OG0000504	Prai.g_00601	Prar.g_01402
OG0000505	Prai.g_00602	Prar.g_01403
OG0000506	Prai.g_00603	Prar.g_01404
OG0000507	Prai.g_00604	Prar.g_01405
OG0000508	Prai.g_00606	Prar.g_01407
OG0000509	Prai.g_00607	Prar.g_01408
OG0000510	Prai.g_00608	Prar.g_01409
OG0000511	Prai.g_00609	Prar.g_01410
OG0000512	Prai.g_00610	Prar.g_01411
OG0000513	Prai.g_00611	Prar.g_01412
OG0000514	Prai.g_00612	Prar.g_01413
OG0000515	Prai.g_00614	Prar.g_01415
OG0000516	Prai.g_00615	Prar.g_01416
OG0000517	Prai.g_00616	Prar.g_01417
OG0000518	Prai.g_00619	Prar.g_01420
OG0000519	Prai.g_00620	Prar.g_01422
OG0000520	Prai.g_00621	Prar.g_01423
OG0000521	Prai.g_00622	Prar.g_01424
OG0000522	Prai.g_00623	Prar.g_01425
OG0000523	Prai.g_00624	Prar.g_01426
OG0000524	Prai.g_00625	Prar.g_01427
OG0000525	Prai.g_00627	Prar.g_01429
OG0000526	Prai.g_00628	Prar.g_01430
OG0000527	Prai.g_00629	Prar.g_01431
OG0000528	Prai.g_00630	Prar.g_01432
OG0000529	Prai.g_00631	Prar.g_01433
OG0000530	Prai.g_00632	Prar.g_01434
OG0000531	Prai.g_00633	Prar.g_01435
OG0000532	Prai.g_00634	Prar.g_01436
OG0000533	Prai.g_00635	Prar.g_01437
OG0000534	Prai.g_00636	Prar.g_01438
OG0000535	Prai.g_00637	Prar.g_01439
OG0000536	Prai.g_00638	Prar.g_01440
OG0000537	Prai.g_00639	Prar.g_01441
OG0000538	Prai.g_00640	Prar.g_01442
OG0000539	Prai.g_00641	Prar.g_01443
OG0000540	Prai.g_00642	Prar.g_01444
OG0000541	Prai.g_00643	Prar.g_01445
OG0000542	Prai.g_00644	Prar.g_01446
OG0000543	Prai.g_00645	Prar.g_01447
OG0000544	Prai.g_00646	Prar.g_01448
OG0000545	Prai.g_00650	Prar.g_01451
OG0000546	Prai.g_00651	Prar.g_01452
OG0000547	Prai.g_00653	Prar.g_01454
OG0000548	Prai.g_00654	Prar.g_01455
OG0000549	Prai.g_00655	Prar.g_01456
OG0000550	Prai.g_00656	Prar.g_01457
OG0000551	Prai.g_00657	Prar.g_01458
OG0000552	Prai.g_00658	Prar.g_01459
OG0000553	Prai.g_00659	Prar.g_01460
OG0000554	Prai.g_00660	Prar.g_01461
OG0000555	Prai.g_00661	Prar.g_01462
OG0000556	Prai.g_00662	Prar.g_01463
OG0000557	Prai.g_00663	Prar.g_01464
OG0000558	Prai.g_00664	Prar.g_01465
OG0000559	Prai.g_00665	Prar.g_01466
OG0000560	Prai.g_00667	Prar.g_01468
OG0000561	Prai.g_00668	Prar.g_01469
OG0000562	Prai.g_00669	Prar.g_01470
OG0000563	Prai.g_00670	Prar.g_01471
OG0000564	Prai.g_00671	Prar.g_01472
OG0000565	Prai.g_00672	Prar.g_01473
OG0000566	Prai.g_00673	Prar.g_01474
