Orthogroup	Prai	Pras
OG0000540	Prai.g_00642	Pras.g_01490
OG0000541	Prai.g_00643	Pras.g_01491
OG0000542	Prai.g_00644	Pras.g_01492
OG0000543	Prai.g_00645	Pras.g_01493
OG0000544	Prai.g_00646	Pras.g_01494
OG0000545	Prai.g_00650	Pras.g_01497
OG0000546	Prai.g_00651	Pras.g_01498
OG0000547	Prai.g_00653	Pras.g_01500
OG0000548	Prai.g_00654	Pras.g_01501
OG0000549	Prai.g_00655	Pras.g_01502
OG0000550	Prai.g_00656	Pras.g_01503
OG0000551	Prai.g_00657	Pras.g_01504
OG0000552	Prai.g_00658	Pras.g_01505
OG0000553	Prai.g_00659	Pras.g_01506
OG0000554	Prai.g_00660	Pras.g_01507
OG0000555	Prai.g_00661	Pras.g_01508
OG0000556	Prai.g_00662	Pras.g_01509
OG0000557	Prai.g_00663	Pras.g_01510
OG0000558	Prai.g_00664	Pras.g_01511
OG0000559	Prai.g_00665	Pras.g_01512
OG0000560	Prai.g_00667	Pras.g_01514
OG0000561	Prai.g_00668	Pras.g_01515
OG0000562	Prai.g_00669	Pras.g_01516
OG0000563	Prai.g_00670	Pras.g_01517
OG0000564	Prai.g_00671	Pras.g_01518
OG0000565	Prai.g_00672	Pras.g_01519
OG0000566	Prai.g_00673	Pras.g_01520
OG0000567	Prai.g_00674	Pras.g_01521
OG0000568	Prai.g_00675	Pras.g_01522
OG0000569	Prai.g_00676	Pras.g_01523
