Orthogroup	Prai	Prau
OG0000160	Prai.g_00026	Prau.g_00026
OG0000161	Prai.g_00027	Prau.g_00027
OG0000162	Prai.g_00028	Prau.g_00028
OG0000163	Prai.g_00029	Prau.g_00029
OG0000164	Prai.g_00032	Prau.g_00031
OG0000165	Prai.g_00035	Prau.g_00034
OG0000166	Prai.g_00036	Prau.g_00035
OG0000167	Prai.g_00037	Prau.g_00036
OG0000168	Prai.g_00047	Prau.g_00047
OG0000169	Prai.g_00049	Prau.g_00049
OG0000170	Prai.g_00050	Prau.g_00050
OG0000171	Prai.g_00051	Prau.g_00051
OG0000172	Prai.g_00052	Prau.g_00053
OG0000173	Prai.g_00053	Prau.g_00054
OG0000174	Prai.g_00054	Prau.g_00055
OG0000175	Prai.g_00055	Prau.g_00056
OG0000176	Prai.g_00057	Prau.g_00058
OG0000177	Prai.g_00058	Prau.g_00059
OG0000178	Prai.g_00059	Prau.g_00060
OG0000179	Prai.g_00064	Prau.g_00066
OG0000180	Prai.g_00065	Prau.g_00067
OG0000181	Prai.g_00066	Prau.g_00068
OG0000182	Prai.g_00069	Prau.g_00071
OG0000183	Prai.g_00070	Prau.g_00072
OG0000184	Prai.g_00073	Prau.g_00074
OG0000185	Prai.g_00077	Prau.g_00078
OG0000186	Prai.g_00078	Prau.g_00079
OG0000187	Prai.g_00079	Prau.g_00080
OG0000188	Prai.g_00080	Prau.g_00081
OG0000189	Prai.g_00081	Prau.g_00082
OG0000190	Prai.g_00082	Prau.g_00083
OG0000191	Prai.g_00083	Prau.g_00084
OG0000192	Prai.g_00084	Prau.g_00085
OG0000193	Prai.g_00085	Prau.g_00086
OG0000194	Prai.g_00086	Prau.g_00087
OG0000195	Prai.g_00088	Prau.g_00089
OG0000196	Prai.g_00089	Prau.g_00090
OG0000197	Prai.g_00090	Prau.g_00091
OG0000198	Prai.g_00091	Prau.g_00092
OG0000199	Prai.g_00094	Prau.g_00095
OG0000200	Prai.g_00095	Prau.g_00096
OG0000201	Prai.g_00096	Prau.g_00097
OG0000202	Prai.g_00097	Prau.g_00098
OG0000203	Prai.g_00098	Prau.g_00099
OG0000204	Prai.g_00099	Prau.g_00100
OG0000205	Prai.g_00100	Prau.g_00101
OG0000206	Prai.g_00101	Prau.g_00102
OG0000207	Prai.g_00102	Prau.g_00103
OG0000208	Prai.g_00103	Prau.g_00104
OG0000209	Prai.g_00104	Prau.g_00105
OG0000210	Prai.g_00106	Prau.g_00107
OG0000211	Prai.g_00107	Prau.g_00108
OG0000212	Prai.g_00108	Prau.g_00109
OG0000213	Prai.g_00109	Prau.g_00110
OG0000214	Prai.g_00111	Prau.g_00112
OG0000215	Prai.g_00112	Prau.g_00113
OG0000216	Prai.g_00114	Prau.g_00115
OG0000217	Prai.g_00115	Prau.g_00116
OG0000218	Prai.g_00116	Prau.g_00117
OG0000219	Prai.g_00117	Prau.g_00118
OG0000220	Prai.g_00120	Prau.g_00121
OG0000221	Prai.g_00122	Prau.g_00123
OG0000222	Prai.g_00123	Prau.g_00124
OG0000223	Prai.g_00124	Prau.g_00125
OG0000224	Prai.g_00127	Prau.g_00128
OG0000225	Prai.g_00129	Prau.g_00130
OG0000226	Prai.g_00130	Prau.g_00131
OG0000227	Prai.g_00131	Prau.g_00132
OG0000228	Prai.g_00132	Prau.g_00133
OG0000229	Prai.g_00133	Prau.g_00134
OG0000230	Prai.g_00134	Prau.g_00135
OG0000231	Prai.g_00136	Prau.g_00137
OG0000232	Prai.g_00137	Prau.g_00138
OG0000233	Prai.g_00140	Prau.g_00141
OG0000234	Prai.g_00142	Prau.g_00143
OG0000235	Prai.g_00156	Prau.g_00146
OG0000236	Prai.g_00157	Prau.g_00147
OG0000237	Prai.g_00158	Prau.g_00148
OG0000238	Prai.g_00159	Prau.g_00149
OG0000239	Prai.g_00160	Prau.g_00150
OG0000240	Prai.g_00162	Prau.g_00152
OG0000241	Prai.g_00163	Prau.g_00153
OG0000242	Prai.g_00164	Prau.g_00154
OG0000243	Prai.g_00165	Prau.g_00155
OG0000244	Prai.g_00166	Prau.g_00156
OG0000245	Prai.g_00167	Prau.g_00157
OG0000246	Prai.g_00169	Prau.g_00159
OG0000247	Prai.g_00170	Prau.g_00160
OG0000248	Prai.g_00171	Prau.g_00161
OG0000249	Prai.g_00172	Prau.g_00162
OG0000250	Prai.g_00173	Prau.g_00163
OG0000251	Prai.g_00174	Prau.g_00164
OG0000252	Prai.g_00175	Prau.g_00165
OG0000253	Prai.g_00176	Prau.g_00166
OG0000254	Prai.g_00178	Prau.g_00168
OG0000255	Prai.g_00179	Prau.g_00169
OG0000256	Prai.g_00182	Prau.g_00172
OG0000257	Prai.g_00184	Prau.g_00174
OG0000258	Prai.g_00185	Prau.g_00175
OG0000259	Prai.g_00186	Prau.g_00176
OG0000260	Prai.g_00187	Prau.g_00177
OG0000261	Prai.g_00188	Prau.g_00178
OG0000262	Prai.g_00189	Prau.g_00179
OG0000263	Prai.g_00190	Prau.g_00180
OG0000264	Prai.g_00192	Prau.g_00182
OG0000265	Prai.g_00193	Prau.g_00183
OG0000266	Prai.g_00194	Prau.g_00184
OG0000267	Prai.g_00196	Prau.g_00186
OG0000268	Prai.g_00197	Prau.g_00187
OG0000269	Prai.g_00198	Prau.g_00188
OG0000270	Prai.g_00199	Prau.g_00189
OG0000271	Prai.g_00200	Prau.g_00190
OG0000272	Prai.g_00201	Prau.g_00191
OG0000273	Prai.g_00202	Prau.g_00192
OG0000274	Prai.g_00203	Prau.g_00193
OG0000275	Prai.g_00204	Prau.g_00194
OG0000276	Prai.g_00205	Prau.g_00195
OG0000277	Prai.g_00206	Prau.g_00196
OG0000278	Prai.g_00207	Prau.g_00197
OG0000279	Prai.g_00208	Prau.g_00198
OG0000280	Prai.g_00209	Prau.g_00199
OG0000281	Prai.g_00211	Prau.g_00201
OG0000282	Prai.g_00212	Prau.g_00202
OG0000283	Prai.g_00215	Prau.g_00205
OG0000284	Prai.g_00216	Prau.g_00206
OG0000285	Prai.g_00217	Prau.g_00207
OG0000286	Prai.g_00219	Prau.g_00209
OG0000287	Prai.g_00220	Prau.g_00210
OG0000288	Prai.g_00221	Prau.g_00211
OG0000289	Prai.g_00222	Prau.g_00212
OG0000290	Prai.g_00223	Prau.g_00213
OG0000291	Prai.g_00224	Prau.g_00214
OG0000292	Prai.g_00225	Prau.g_00215
OG0000293	Prai.g_00226	Prau.g_00216
OG0000294	Prai.g_00227	Prau.g_00217
OG0000295	Prai.g_00228	Prau.g_00218
OG0000296	Prai.g_00229	Prau.g_00219
OG0000297	Prai.g_00230	Prau.g_00220
OG0000298	Prai.g_00231	Prau.g_00221
OG0000299	Prai.g_00232	Prau.g_00222
OG0000300	Prai.g_00233	Prau.g_00223
OG0000301	Prai.g_00234	Prau.g_00224
OG0000302	Prai.g_00235	Prau.g_00225
OG0000303	Prai.g_00236	Prau.g_00226
OG0000304	Prai.g_00237	Prau.g_00227
OG0000305	Prai.g_00238	Prau.g_00228
OG0000306	Prai.g_00239	Prau.g_00229
OG0000307	Prai.g_00240	Prau.g_00230
OG0000308	Prai.g_00241	Prau.g_00231
OG0000309	Prai.g_00242	Prau.g_00232
OG0000310	Prai.g_00243	Prau.g_00233
OG0000311	Prai.g_00244	Prau.g_00234
OG0000312	Prai.g_00246	Prau.g_00236
OG0000313	Prai.g_00247	Prau.g_00237
OG0000314	Prai.g_00250	Prau.g_00240
OG0000315	Prai.g_00251	Prau.g_00241
OG0000316	Prai.g_00255	Prau.g_00244
OG0000317	Prai.g_00257	Prau.g_00246
OG0000318	Prai.g_00258	Prau.g_00247
OG0000319	Prai.g_00259	Prau.g_00248
OG0000320	Prai.g_00260	Prau.g_00249
OG0000321	Prai.g_00263	Prau.g_00252
OG0000322	Prai.g_00266	Prau.g_00255
OG0000323	Prai.g_00267	Prau.g_00256
OG0000324	Prai.g_00270	Prau.g_00259
OG0000325	Prai.g_00272	Prau.g_00261
OG0000326	Prai.g_00273	Prau.g_00262
OG0000327	Prai.g_00275	Prau.g_00264
OG0000328	Prai.g_00276	Prau.g_00265
OG0000329	Prai.g_00277	Prau.g_00266
OG0000330	Prai.g_00278	Prau.g_00267
OG0000331	Prai.g_00279	Prau.g_00268
OG0000332	Prai.g_00280	Prau.g_00269
OG0000333	Prai.g_00281	Prau.g_00270
OG0000334	Prai.g_00282	Prau.g_00271
OG0000335	Prai.g_00283	Prau.g_00272
OG0000336	Prai.g_00284	Prau.g_00273
OG0000337	Prai.g_00288	Prau.g_00277
OG0000338	Prai.g_00289	Prau.g_00278
OG0000339	Prai.g_00290	Prau.g_00279
OG0000340	Prai.g_00291	Prau.g_00280
OG0000341	Prai.g_00295	Prau.g_00284
OG0000342	Prai.g_00296	Prau.g_00285
OG0000343	Prai.g_00298	Prau.g_00287
OG0000344	Prai.g_00299	Prau.g_00288
OG0000345	Prai.g_00300	Prau.g_00289
OG0000346	Prai.g_00301	Prau.g_00290
OG0000347	Prai.g_00302	Prau.g_00291
OG0000348	Prai.g_00303	Prau.g_00292
OG0000349	Prai.g_00304	Prau.g_00293
OG0000350	Prai.g_00305	Prau.g_00294
OG0000351	Prai.g_00308	Prau.g_00297
OG0000352	Prai.g_00311	Prau.g_00300
OG0000353	Prai.g_00312	Prau.g_00301
OG0000354	Prai.g_00313	Prau.g_00302
OG0000355	Prai.g_00314	Prau.g_00303
OG0000356	Prai.g_00315	Prau.g_00304
OG0000357	Prai.g_00316	Prau.g_00305
OG0000358	Prai.g_00317	Prau.g_00306
OG0000359	Prai.g_00318	Prau.g_00307
OG0000360	Prai.g_00321	Prau.g_00310
OG0000361	Prai.g_00322	Prau.g_00311
OG0000362	Prai.g_00323	Prau.g_00312
OG0000363	Prai.g_00324	Prau.g_00313
OG0000364	Prai.g_00325	Prau.g_00314
OG0000365	Prai.g_00326	Prau.g_00315
OG0000366	Prai.g_00327	Prau.g_00316
OG0000367	Prai.g_00328	Prau.g_00317
OG0000368	Prai.g_00329	Prau.g_00318
OG0000369	Prai.g_00330	Prau.g_00319
OG0000370	Prai.g_00331	Prau.g_00320
OG0000371	Prai.g_00332	Prau.g_00321
OG0000372	Prai.g_00334	Prau.g_00323
OG0000373	Prai.g_00336	Prau.g_00325
OG0000374	Prai.g_00337	Prau.g_00326
OG0000375	Prai.g_00338	Prau.g_00327
OG0000376	Prai.g_00340	Prau.g_00329
OG0000377	Prai.g_00341	Prau.g_00330
OG0000378	Prai.g_00342	Prau.g_00331
OG0000379	Prai.g_00347	Prau.g_00336
OG0000380	Prai.g_00348	Prau.g_00337
OG0000381	Prai.g_00349	Prau.g_00338
OG0000382	Prai.g_00351	Prau.g_00340
OG0000383	Prai.g_00354	Prau.g_00343
OG0000384	Prai.g_00355	Prau.g_00344
OG0000385	Prai.g_00357	Prau.g_00347
OG0000386	Prai.g_00358	Prau.g_00348
OG0000387	Prai.g_00359	Prau.g_00349
OG0000388	Prai.g_00360	Prau.g_00350
OG0000389	Prai.g_00361	Prau.g_00351
OG0000390	Prai.g_00362	Prau.g_00352
OG0000391	Prai.g_00363	Prau.g_00353
OG0000392	Prai.g_00364	Prau.g_00354
OG0000393	Prai.g_00367	Prau.g_00357
OG0000394	Prai.g_00368	Prau.g_00358
OG0000395	Prai.g_00370	Prau.g_00360
OG0000396	Prai.g_00372	Prau.g_00361
OG0000397	Prai.g_00384	Prau.g_00374
OG0000398	Prai.g_00390	Prau.g_00382
OG0000399	Prai.g_00392	Prau.g_00383
OG0000400	Prai.g_00397	Prau.g_00389
OG0000401	Prai.g_00462	Prau.g_00472
OG0000402	Prai.g_00463	Prau.g_00473
OG0000403	Prai.g_00464	Prau.g_00474
OG0000404	Prai.g_00466	Prau.g_00476
OG0000405	Prai.g_00467	Prau.g_00477
OG0000406	Prai.g_00469	Prau.g_00479
OG0000407	Prai.g_00470	Prau.g_00480
OG0000408	Prai.g_00471	Prau.g_00481
OG0000409	Prai.g_00472	Prau.g_00482
OG0000410	Prai.g_00473	Prau.g_00483
OG0000411	Prai.g_00474	Prau.g_00484
OG0000412	Prai.g_00475	Prau.g_00485
OG0000413	Prai.g_00476	Prau.g_00486
OG0000414	Prai.g_00477	Prau.g_00487
OG0000415	Prai.g_00478	Prau.g_00488
OG0000416	Prai.g_00479	Prau.g_00489
OG0000417	Prai.g_00480	Prau.g_00490
OG0000418	Prai.g_00481	Prau.g_00491
OG0000419	Prai.g_00482	Prau.g_00492
OG0000420	Prai.g_00483	Prau.g_00493
OG0000421	Prai.g_00484	Prau.g_00494
OG0000422	Prai.g_00486	Prau.g_00496
OG0000423	Prai.g_00487	Prau.g_00497
OG0000424	Prai.g_00489	Prau.g_00499
OG0000425	Prai.g_00492	Prau.g_00503
OG0000426	Prai.g_00493	Prau.g_00504
OG0000427	Prai.g_00494	Prau.g_00505
OG0000428	Prai.g_00495	Prau.g_00506
OG0000429	Prai.g_00496	Prau.g_00507
OG0000430	Prai.g_00501	Prau.g_00512
OG0000431	Prai.g_00503	Prau.g_00514
OG0000432	Prai.g_00504	Prau.g_00515
OG0000433	Prai.g_00507	Prau.g_00518
OG0000434	Prai.g_00508	Prau.g_00519
OG0000435	Prai.g_00509	Prau.g_00520
OG0000436	Prai.g_00511	Prau.g_00522
OG0000437	Prai.g_00513	Prau.g_00524
OG0000438	Prai.g_00514	Prau.g_00525
OG0000439	Prai.g_00515	Prau.g_00526
OG0000440	Prai.g_00517	Prau.g_00528
OG0000441	Prai.g_00518	Prau.g_00529
OG0000442	Prai.g_00519	Prau.g_00530
OG0000443	Prai.g_00520	Prau.g_00531
OG0000444	Prai.g_00521	Prau.g_00532
OG0000445	Prai.g_00522	Prau.g_00533
OG0000446	Prai.g_00523	Prau.g_00534
OG0000447	Prai.g_00524	Prau.g_00535
OG0000448	Prai.g_00525	Prau.g_00536
OG0000449	Prai.g_00530	Prau.g_00541
OG0000450	Prai.g_00531	Prau.g_00542
OG0000451	Prai.g_00532	Prau.g_00543
OG0000452	Prai.g_00533	Prau.g_00544
OG0000453	Prai.g_00535	Prau.g_00546
OG0000454	Prai.g_00536	Prau.g_00547
OG0000455	Prai.g_00537	Prau.g_00548
OG0000456	Prai.g_00538	Prau.g_00549
OG0000457	Prai.g_00540	Prau.g_00551
OG0000458	Prai.g_00542	Prau.g_00553
OG0000459	Prai.g_00543	Prau.g_00554
OG0000460	Prai.g_00544	Prau.g_00556
OG0000461	Prai.g_00545	Prau.g_00557
OG0000462	Prai.g_00546	Prau.g_00558
OG0000463	Prai.g_00547	Prau.g_00559
OG0000464	Prai.g_00552	Prau.g_00564
OG0000465	Prai.g_00553	Prau.g_00565
OG0000466	Prai.g_00554	Prau.g_00566
OG0000467	Prai.g_00555	Prau.g_00567
OG0000468	Prai.g_00556	Prau.g_00568
OG0000469	Prai.g_00557	Prau.g_00569
OG0000470	Prai.g_00558	Prau.g_00570
OG0000471	Prai.g_00559	Prau.g_00571
OG0000472	Prai.g_00562	Prau.g_00574
OG0000473	Prai.g_00563	Prau.g_00575
OG0000474	Prai.g_00564	Prau.g_00576
OG0000475	Prai.g_00565	Prau.g_00577
OG0000476	Prai.g_00566	Prau.g_00578
OG0000477	Prai.g_00568	Prau.g_00580
OG0000478	Prai.g_00569	Prau.g_00581
OG0000479	Prai.g_00570	Prau.g_00582
OG0000480	Prai.g_00572	Prau.g_00584
OG0000481	Prai.g_00573	Prau.g_00585
OG0000482	Prai.g_00574	Prau.g_00586
OG0000483	Prai.g_00575	Prau.g_00587
OG0000484	Prai.g_00576	Prau.g_00588
OG0000485	Prai.g_00577	Prau.g_00589
OG0000486	Prai.g_00578	Prau.g_00590
OG0000487	Prai.g_00579	Prau.g_00591
OG0000488	Prai.g_00581	Prau.g_00593
OG0000489	Prai.g_00582	Prau.g_00594
OG0000490	Prai.g_00583	Prau.g_00595
OG0000491	Prai.g_00584	Prau.g_00596
OG0000492	Prai.g_00585	Prau.g_00597
OG0000493	Prai.g_00586	Prau.g_00598
OG0000494	Prai.g_00588	Prau.g_00600
OG0000495	Prai.g_00589	Prau.g_00601
OG0000496	Prai.g_00590	Prau.g_00602
OG0000497	Prai.g_00592	Prau.g_00603
OG0000498	Prai.g_00593	Prau.g_00604
OG0000499	Prai.g_00595	Prau.g_00606
OG0000500	Prai.g_00596	Prau.g_00607
OG0000501	Prai.g_00598	Prau.g_00609
OG0000502	Prai.g_00599	Prau.g_00610
OG0000503	Prai.g_00600	Prau.g_00611
OG0000504	Prai.g_00601	Prau.g_00612
OG0000505	Prai.g_00602	Prau.g_00613
OG0000506	Prai.g_00603	Prau.g_00614
OG0000507	Prai.g_00604	Prau.g_00615
OG0000508	Prai.g_00606	Prau.g_00617
OG0000509	Prai.g_00607	Prau.g_00618
OG0000510	Prai.g_00608	Prau.g_00619
OG0000511	Prai.g_00609	Prau.g_00620
OG0000512	Prai.g_00610	Prau.g_00621
OG0000513	Prai.g_00611	Prau.g_00622
OG0000514	Prai.g_00612	Prau.g_00623
OG0000515	Prai.g_00614	Prau.g_00625
OG0000516	Prai.g_00615	Prau.g_00626
OG0000517	Prai.g_00616	Prau.g_00627
OG0000518	Prai.g_00619	Prau.g_00629
OG0000519	Prai.g_00620	Prau.g_00630
OG0000520	Prai.g_00621	Prau.g_00631
OG0000521	Prai.g_00622	Prau.g_00632
OG0000522	Prai.g_00623	Prau.g_00633
OG0000523	Prai.g_00624	Prau.g_00634
OG0000524	Prai.g_00625	Prau.g_00635
OG0000525	Prai.g_00627	Prau.g_00637
OG0000526	Prai.g_00628	Prau.g_00638
OG0000527	Prai.g_00629	Prau.g_00639
OG0000528	Prai.g_00630	Prau.g_00640
OG0000529	Prai.g_00631	Prau.g_00641
OG0000530	Prai.g_00632	Prau.g_00642
OG0000531	Prai.g_00633	Prau.g_00643
OG0000532	Prai.g_00634	Prau.g_00644
OG0000533	Prai.g_00635	Prau.g_00645
OG0000534	Prai.g_00636	Prau.g_00646
OG0000535	Prai.g_00637	Prau.g_00647
OG0000536	Prai.g_00638	Prau.g_00648
OG0000537	Prai.g_00639	Prau.g_00649
OG0000538	Prai.g_00640	Prau.g_00650
OG0000539	Prai.g_00641	Prau.g_00651
OG0000540	Prai.g_00642	Prau.g_00652
OG0000541	Prai.g_00643	Prau.g_00653
OG0000542	Prai.g_00644	Prau.g_00654
OG0000543	Prai.g_00645	Prau.g_00655
OG0000544	Prai.g_00646	Prau.g_00656
OG0000545	Prai.g_00650	Prau.g_00661
OG0000546	Prai.g_00651	Prau.g_00662
OG0000547	Prai.g_00653	Prau.g_00664
OG0000548	Prai.g_00654	Prau.g_00665
OG0000549	Prai.g_00655	Prau.g_00666
OG0000550	Prai.g_00656	Prau.g_00667
OG0000551	Prai.g_00657	Prau.g_00668
OG0000552	Prai.g_00658	Prau.g_00669
OG0000553	Prai.g_00659	Prau.g_00670
OG0000554	Prai.g_00660	Prau.g_00671
OG0000555	Prai.g_00661	Prau.g_00672
OG0000556	Prai.g_00662	Prau.g_00673
OG0000557	Prai.g_00663	Prau.g_00674
OG0000558	Prai.g_00664	Prau.g_00675
OG0000559	Prai.g_00665	Prau.g_00676
OG0000560	Prai.g_00667	Prau.g_00678
OG0000561	Prai.g_00668	Prau.g_00679
OG0000562	Prai.g_00669	Prau.g_00680
OG0000563	Prai.g_00670	Prau.g_00681
OG0000564	Prai.g_00671	Prau.g_00682
OG0000565	Prai.g_00672	Prau.g_00683
OG0000566	Prai.g_00673	Prau.g_00684
