Orthogroup	Prai	Prat
OG0000177	Prai.g_00058	Prat.g_00056
OG0000178	Prai.g_00059	Prat.g_00057
OG0000179	Prai.g_00064	Prat.g_00060
OG0000180	Prai.g_00065	Prat.g_00061
OG0000181	Prai.g_00066	Prat.g_00062
OG0000182	Prai.g_00069	Prat.g_00066
OG0000183	Prai.g_00070	Prat.g_00067
OG0000184	Prai.g_00073	Prat.g_00070
OG0000185	Prai.g_00077	Prat.g_00074
OG0000186	Prai.g_00078	Prat.g_00075
OG0000187	Prai.g_00079	Prat.g_01504
OG0000188	Prai.g_00080	Prat.g_00076
OG0000189	Prai.g_00081	Prat.g_00079
OG0000190	Prai.g_00082	Prat.g_00080
OG0000191	Prai.g_00083	Prat.g_00081
OG0000192	Prai.g_00084	Prat.g_00082
OG0000193	Prai.g_00085	Prat.g_00083
OG0000194	Prai.g_00086	Prat.g_00084
OG0000195	Prai.g_00088	Prat.g_00086
OG0000196	Prai.g_00089	Prat.g_00087
OG0000197	Prai.g_00090	Prat.g_00088
OG0000198	Prai.g_00091	Prat.g_00089
OG0000199	Prai.g_00094	Prat.g_00091
OG0000200	Prai.g_00095	Prat.g_00092
OG0000201	Prai.g_00096	Prat.g_00093
OG0000202	Prai.g_00097	Prat.g_00094
OG0000203	Prai.g_00098	Prat.g_00095
OG0000204	Prai.g_00099	Prat.g_00096
OG0000205	Prai.g_00100	Prat.g_00098
OG0000206	Prai.g_00101	Prat.g_00099
OG0000207	Prai.g_00102	Prat.g_00100
OG0000208	Prai.g_00103	Prat.g_00101
OG0000209	Prai.g_00104	Prat.g_00102
OG0000210	Prai.g_00106	Prat.g_00103
OG0000211	Prai.g_00107	Prat.g_00104
OG0000212	Prai.g_00108	Prat.g_00105
OG0000213	Prai.g_00109	Prat.g_00106
OG0000214	Prai.g_00111	Prat.g_00110
OG0000215	Prai.g_00112	Prat.g_00111
OG0000216	Prai.g_00114	Prat.g_00113
OG0000217	Prai.g_00115	Prat.g_00114
OG0000218	Prai.g_00116	Prat.g_00115
OG0000219	Prai.g_00117	Prat.g_00116
OG0000220	Prai.g_00120	Prat.g_00118
OG0000221	Prai.g_00122	Prat.g_00122
OG0000222	Prai.g_00123	Prat.g_00123
OG0000223	Prai.g_00124	Prat.g_00124
OG0000224	Prai.g_00127	Prat.g_00126
OG0000225	Prai.g_00129	Prat.g_00128
OG0000226	Prai.g_00130	Prat.g_00130
OG0000227	Prai.g_00131	Prat.g_00131
OG0000228	Prai.g_00132	Prat.g_00132
OG0000229	Prai.g_00133	Prat.g_00133
OG0000230	Prai.g_00134	Prat.g_00134
OG0000231	Prai.g_00136	Prat.g_00601
OG0000232	Prai.g_00137	Prat.g_00136
OG0000233	Prai.g_00140	Prat.g_00139
OG0000234	Prai.g_00142	Prat.g_00141
OG0000235	Prai.g_00156	Prat.g_00144
OG0000236	Prai.g_00157	Prat.g_00145
OG0000237	Prai.g_00158	Prat.g_00146
OG0000238	Prai.g_00159	Prat.g_00147
OG0000239	Prai.g_00160	Prat.g_00148
OG0000240	Prai.g_00162	Prat.g_00150
OG0000241	Prai.g_00163	Prat.g_00151
OG0000242	Prai.g_00164	Prat.g_00152
OG0000243	Prai.g_00165	Prat.g_00153
OG0000244	Prai.g_00166	Prat.g_00154
OG0000245	Prai.g_00167	Prat.g_00156
OG0000246	Prai.g_00169	Prat.g_00158
OG0000247	Prai.g_00170	Prat.g_00159
OG0000248	Prai.g_00171	Prat.g_00160
OG0000249	Prai.g_00172	Prat.g_00161
OG0000250	Prai.g_00173	Prat.g_00162
OG0000251	Prai.g_00174	Prat.g_00163
OG0000252	Prai.g_00175	Prat.g_00164
OG0000253	Prai.g_00176	Prat.g_00165
OG0000254	Prai.g_00178	Prat.g_00167
OG0000255	Prai.g_00179	Prat.g_00169
OG0000256	Prai.g_00182	Prat.g_00172
OG0000257	Prai.g_00184	Prat.g_00174
OG0000258	Prai.g_00185	Prat.g_00175
OG0000259	Prai.g_00186	Prat.g_00176
OG0000260	Prai.g_00187	Prat.g_00177
OG0000261	Prai.g_00188	Prat.g_00178
OG0000262	Prai.g_00189	Prat.g_00179
OG0000263	Prai.g_00190	Prat.g_00180
OG0000264	Prai.g_00192	Prat.g_00182
OG0000265	Prai.g_00193	Prat.g_00183
OG0000266	Prai.g_00194	Prat.g_00184
OG0000267	Prai.g_00196	Prat.g_00186
OG0000268	Prai.g_00197	Prat.g_00188
OG0000269	Prai.g_00198	Prat.g_00189
OG0000270	Prai.g_00199	Prat.g_00190
OG0000271	Prai.g_00200	Prat.g_00191
OG0000272	Prai.g_00201	Prat.g_00192
OG0000273	Prai.g_00202	Prat.g_00193
OG0000274	Prai.g_00203	Prat.g_00194
OG0000275	Prai.g_00204	Prat.g_00195
OG0000276	Prai.g_00205	Prat.g_00196
OG0000277	Prai.g_00206	Prat.g_00197
OG0000278	Prai.g_00207	Prat.g_00198
OG0000279	Prai.g_00208	Prat.g_00199
OG0000280	Prai.g_00209	Prat.g_00200
OG0000281	Prai.g_00211	Prat.g_00202
OG0000282	Prai.g_00212	Prat.g_00203
OG0000283	Prai.g_00215	Prat.g_00206
OG0000284	Prai.g_00216	Prat.g_00207
OG0000285	Prai.g_00217	Prat.g_00208
OG0000286	Prai.g_00219	Prat.g_00210
OG0000287	Prai.g_00220	Prat.g_00211
OG0000288	Prai.g_00221	Prat.g_00212
OG0000289	Prai.g_00222	Prat.g_00213
OG0000290	Prai.g_00223	Prat.g_00214
OG0000291	Prai.g_00224	Prat.g_00215
OG0000292	Prai.g_00225	Prat.g_00216
OG0000293	Prai.g_00226	Prat.g_00217
OG0000294	Prai.g_00227	Prat.g_00218
OG0000295	Prai.g_00228	Prat.g_00219
OG0000296	Prai.g_00229	Prat.g_00220
OG0000297	Prai.g_00230	Prat.g_00221
OG0000298	Prai.g_00231	Prat.g_00222
OG0000299	Prai.g_00232	Prat.g_00223
OG0000300	Prai.g_00233	Prat.g_00224
OG0000301	Prai.g_00234	Prat.g_00225
OG0000302	Prai.g_00235	Prat.g_00226
OG0000303	Prai.g_00236	Prat.g_00227
OG0000304	Prai.g_00237	Prat.g_00229
OG0000305	Prai.g_00238	Prat.g_00230
OG0000306	Prai.g_00239	Prat.g_00231
OG0000307	Prai.g_00240	Prat.g_00233
OG0000308	Prai.g_00241	Prat.g_00234
OG0000309	Prai.g_00242	Prat.g_00235
OG0000310	Prai.g_00243	Prat.g_00236
OG0000311	Prai.g_00244	Prat.g_00238
OG0000312	Prai.g_00246	Prat.g_00240
OG0000313	Prai.g_00247	Prat.g_00241
OG0000314	Prai.g_00250	Prat.g_00245
OG0000315	Prai.g_00251	Prat.g_00246
OG0000316	Prai.g_00255	Prat.g_00249
OG0000317	Prai.g_00257	Prat.g_00250
OG0000318	Prai.g_00258	Prat.g_00251
OG0000319	Prai.g_00259	Prat.g_00252
OG0000320	Prai.g_00260	Prat.g_00253
OG0000321	Prai.g_00263	Prat.g_00256
OG0000322	Prai.g_00266	Prat.g_00260
OG0000323	Prai.g_00267	Prat.g_00261
OG0000324	Prai.g_00270	Prat.g_00264
OG0000325	Prai.g_00272	Prat.g_00266
OG0000326	Prai.g_00273	Prat.g_00267
OG0000327	Prai.g_00275	Prat.g_00269
OG0000328	Prai.g_00276	Prat.g_00270
OG0000329	Prai.g_00277	Prat.g_00271
OG0000330	Prai.g_00278	Prat.g_00272
OG0000331	Prai.g_00279	Prat.g_00273
OG0000332	Prai.g_00280	Prat.g_00274
OG0000333	Prai.g_00281	Prat.g_00275
OG0000334	Prai.g_00282	Prat.g_00276
OG0000335	Prai.g_00283	Prat.g_00277
OG0000336	Prai.g_00284	Prat.g_00279
OG0000337	Prai.g_00288	Prat.g_00282
OG0000338	Prai.g_00289	Prat.g_00283
OG0000339	Prai.g_00290	Prat.g_00284
OG0000340	Prai.g_00291	Prat.g_00285
OG0000341	Prai.g_00295	Prat.g_00290
OG0000342	Prai.g_00296	Prat.g_00291
OG0000343	Prai.g_00298	Prat.g_00293
OG0000344	Prai.g_00299	Prat.g_00294
OG0000345	Prai.g_00300	Prat.g_00295
OG0000346	Prai.g_00301	Prat.g_00296
OG0000347	Prai.g_00302	Prat.g_00297
OG0000348	Prai.g_00303	Prat.g_00298
OG0000349	Prai.g_00304	Prat.g_00299
OG0000350	Prai.g_00305	Prat.g_00300
OG0000351	Prai.g_00308	Prat.g_00303
OG0000352	Prai.g_00311	Prat.g_00306
OG0000353	Prai.g_00312	Prat.g_00307
OG0000354	Prai.g_00313	Prat.g_00308
OG0000355	Prai.g_00314	Prat.g_00309
OG0000356	Prai.g_00315	Prat.g_00310
OG0000357	Prai.g_00316	Prat.g_00311
OG0000358	Prai.g_00317	Prat.g_00312
OG0000359	Prai.g_00318	Prat.g_00313
OG0000360	Prai.g_00321	Prat.g_00315
OG0000361	Prai.g_00322	Prat.g_00316
OG0000362	Prai.g_00323	Prat.g_00317
OG0000363	Prai.g_00324	Prat.g_00318
OG0000364	Prai.g_00325	Prat.g_00319
OG0000365	Prai.g_00326	Prat.g_00320
OG0000366	Prai.g_00327	Prat.g_00321
OG0000367	Prai.g_00328	Prat.g_00322
OG0000368	Prai.g_00329	Prat.g_00323
OG0000369	Prai.g_00330	Prat.g_00324
OG0000370	Prai.g_00331	Prat.g_00325
OG0000371	Prai.g_00332	Prat.g_00326
OG0000372	Prai.g_00334	Prat.g_00328
OG0000373	Prai.g_00336	Prat.g_00330
OG0000374	Prai.g_00337	Prat.g_00331
OG0000375	Prai.g_00338	Prat.g_00332
OG0000376	Prai.g_00340	Prat.g_00334
OG0000377	Prai.g_00341	Prat.g_00340
OG0000378	Prai.g_00342	Prat.g_00341
OG0000379	Prai.g_00347	Prat.g_00348
OG0000380	Prai.g_00348	Prat.g_00350
OG0000381	Prai.g_00349	Prat.g_00351
OG0000382	Prai.g_00351	Prat.g_00352
OG0000383	Prai.g_00354	Prat.g_00355
OG0000384	Prai.g_00355	Prat.g_00356
OG0000385	Prai.g_00357	Prat.g_00359
OG0000386	Prai.g_00358	Prat.g_00360
OG0000387	Prai.g_00359	Prat.g_00361
OG0000388	Prai.g_00360	Prat.g_00362
OG0000389	Prai.g_00361	Prat.g_00363
OG0000390	Prai.g_00362	Prat.g_00364
OG0000391	Prai.g_00363	Prat.g_00365
OG0000392	Prai.g_00364	Prat.g_00366
OG0000393	Prai.g_00367	Prat.g_00369
OG0000394	Prai.g_00368	Prat.g_00370
OG0000395	Prai.g_00370	Prat.g_00373
OG0000396	Prai.g_00372	Prat.g_00985
OG0000397	Prai.g_00384	Prat.g_01203
OG0000398	Prai.g_00390	Prat.g_01469
OG0000399	Prai.g_00392	Prat.g_00671
OG0000400	Prai.g_00397	Prat.g_01656
OG0000401	Prai.g_00462	Prat.g_00390
OG0000402	Prai.g_00463	Prat.g_00391
OG0000403	Prai.g_00464	Prat.g_00392
OG0000404	Prai.g_00466	Prat.g_00395
OG0000405	Prai.g_00467	Prat.g_00396
OG0000406	Prai.g_00469	Prat.g_00398
OG0000407	Prai.g_00470	Prat.g_00399
OG0000408	Prai.g_00471	Prat.g_00400
OG0000409	Prai.g_00472	Prat.g_00401
OG0000410	Prai.g_00473	Prat.g_00403
OG0000411	Prai.g_00474	Prat.g_00404
OG0000412	Prai.g_00475	Prat.g_00405
OG0000413	Prai.g_00476	Prat.g_00406
OG0000414	Prai.g_00477	Prat.g_00407
OG0000415	Prai.g_00478	Prat.g_00408
OG0000416	Prai.g_00479	Prat.g_00410
OG0000417	Prai.g_00480	Prat.g_00411
OG0000418	Prai.g_00481	Prat.g_00412
OG0000419	Prai.g_00482	Prat.g_00413
OG0000420	Prai.g_00483	Prat.g_00414
OG0000421	Prai.g_00484	Prat.g_00415
OG0000422	Prai.g_00486	Prat.g_00417
OG0000423	Prai.g_00487	Prat.g_00418
OG0000424	Prai.g_00489	Prat.g_00419
OG0000425	Prai.g_00492	Prat.g_00424
OG0000426	Prai.g_00493	Prat.g_00425
OG0000427	Prai.g_00494	Prat.g_00426
OG0000428	Prai.g_00495	Prat.g_00428
OG0000429	Prai.g_00496	Prat.g_00429
OG0000430	Prai.g_00501	Prat.g_00430
OG0000431	Prai.g_00503	Prat.g_00432
OG0000432	Prai.g_00504	Prat.g_00433
OG0000433	Prai.g_00507	Prat.g_00436
OG0000434	Prai.g_00508	Prat.g_00438
OG0000435	Prai.g_00509	Prat.g_00439
OG0000436	Prai.g_00511	Prat.g_00441
OG0000437	Prai.g_00513	Prat.g_00443
OG0000438	Prai.g_00514	Prat.g_00444
OG0000439	Prai.g_00515	Prat.g_00445
OG0000440	Prai.g_00517	Prat.g_00447
OG0000441	Prai.g_00518	Prat.g_00448
OG0000442	Prai.g_00519	Prat.g_00449
OG0000443	Prai.g_00520	Prat.g_00450
OG0000444	Prai.g_00521	Prat.g_00451
OG0000445	Prai.g_00522	Prat.g_00453
OG0000446	Prai.g_00523	Prat.g_00454
OG0000447	Prai.g_00524	Prat.g_00455
OG0000448	Prai.g_00525	Prat.g_00456
OG0000449	Prai.g_00530	Prat.g_00463
OG0000450	Prai.g_00531	Prat.g_00464
OG0000451	Prai.g_00532	Prat.g_00465
OG0000452	Prai.g_00533	Prat.g_00466
OG0000453	Prai.g_00535	Prat.g_00468
OG0000454	Prai.g_00536	Prat.g_00469
OG0000455	Prai.g_00537	Prat.g_00470
OG0000456	Prai.g_00538	Prat.g_00471
OG0000457	Prai.g_00540	Prat.g_00473
OG0000458	Prai.g_00542	Prat.g_00475
OG0000459	Prai.g_00543	Prat.g_00476
OG0000460	Prai.g_00544	Prat.g_00478
OG0000461	Prai.g_00545	Prat.g_00479
OG0000462	Prai.g_00546	Prat.g_00480
OG0000463	Prai.g_00547	Prat.g_00482
OG0000464	Prai.g_00552	Prat.g_00486
OG0000465	Prai.g_00553	Prat.g_00487
OG0000466	Prai.g_00554	Prat.g_00488
OG0000467	Prai.g_00555	Prat.g_00489
OG0000468	Prai.g_00556	Prat.g_00490
OG0000469	Prai.g_00557	Prat.g_00491
OG0000470	Prai.g_00558	Prat.g_00492
OG0000471	Prai.g_00559	Prat.g_00493
OG0000472	Prai.g_00562	Prat.g_00496
OG0000473	Prai.g_00563	Prat.g_00497
OG0000474	Prai.g_00564	Prat.g_00498
OG0000475	Prai.g_00565	Prat.g_00499
OG0000476	Prai.g_00566	Prat.g_00500
OG0000477	Prai.g_00568	Prat.g_00501
OG0000478	Prai.g_00569	Prat.g_00502
OG0000479	Prai.g_00570	Prat.g_00503
OG0000480	Prai.g_00572	Prat.g_00505
OG0000481	Prai.g_00573	Prat.g_00506
OG0000482	Prai.g_00574	Prat.g_00507
OG0000483	Prai.g_00575	Prat.g_00508
OG0000484	Prai.g_00576	Prat.g_00509
OG0000485	Prai.g_00577	Prat.g_00510
OG0000486	Prai.g_00578	Prat.g_00511
OG0000487	Prai.g_00579	Prat.g_00512
OG0000488	Prai.g_00581	Prat.g_00515
OG0000489	Prai.g_00582	Prat.g_00516
OG0000490	Prai.g_00583	Prat.g_00517
OG0000491	Prai.g_00584	Prat.g_00518
OG0000492	Prai.g_00585	Prat.g_00519
OG0000493	Prai.g_00586	Prat.g_00520
OG0000494	Prai.g_00588	Prat.g_00522
OG0000495	Prai.g_00589	Prat.g_00523
OG0000496	Prai.g_00590	Prat.g_00525
OG0000497	Prai.g_00592	Prat.g_00527
OG0000498	Prai.g_00593	Prat.g_00528
OG0000499	Prai.g_00595	Prat.g_00530
OG0000500	Prai.g_00596	Prat.g_00531
OG0000501	Prai.g_00598	Prat.g_00533
OG0000502	Prai.g_00599	Prat.g_00534
OG0000503	Prai.g_00600	Prat.g_00536
OG0000504	Prai.g_00601	Prat.g_00537
OG0000505	Prai.g_00602	Prat.g_00538
OG0000506	Prai.g_00603	Prat.g_00539
OG0000507	Prai.g_00604	Prat.g_00540
OG0000508	Prai.g_00606	Prat.g_00542
OG0000509	Prai.g_00607	Prat.g_00543
OG0000510	Prai.g_00608	Prat.g_00544
OG0000511	Prai.g_00609	Prat.g_00545
OG0000512	Prai.g_00610	Prat.g_00546
OG0000513	Prai.g_00611	Prat.g_00547
OG0000514	Prai.g_00612	Prat.g_00548
OG0000515	Prai.g_00614	Prat.g_00549
OG0000516	Prai.g_00615	Prat.g_00550
OG0000517	Prai.g_00616	Prat.g_00551
OG0000518	Prai.g_00619	Prat.g_00553
OG0000519	Prai.g_00620	Prat.g_00554
OG0000520	Prai.g_00621	Prat.g_00555
OG0000521	Prai.g_00622	Prat.g_00556
OG0000522	Prai.g_00623	Prat.g_00557
OG0000523	Prai.g_00624	Prat.g_00558
OG0000524	Prai.g_00625	Prat.g_00559
OG0000525	Prai.g_00627	Prat.g_00561
OG0000526	Prai.g_00628	Prat.g_00562
OG0000527	Prai.g_00629	Prat.g_00563
OG0000528	Prai.g_00630	Prat.g_00564
OG0000529	Prai.g_00631	Prat.g_00565
OG0000530	Prai.g_00632	Prat.g_00566
OG0000531	Prai.g_00633	Prat.g_00568
OG0000532	Prai.g_00634	Prat.g_00569
OG0000533	Prai.g_00635	Prat.g_00570
OG0000534	Prai.g_00636	Prat.g_00571
OG0000535	Prai.g_00637	Prat.g_00572
OG0000536	Prai.g_00638	Prat.g_00573
OG0000537	Prai.g_00639	Prat.g_00574
OG0000538	Prai.g_00640	Prat.g_00575
OG0000539	Prai.g_00641	Prat.g_00576
OG0000540	Prai.g_00642	Prat.g_00577
OG0000541	Prai.g_00643	Prat.g_00579
OG0000542	Prai.g_00644	Prat.g_00580
OG0000543	Prai.g_00645	Prat.g_00581
OG0000544	Prai.g_00646	Prat.g_00582
OG0000545	Prai.g_00650	Prat.g_00584
OG0000546	Prai.g_00651	Prat.g_00585
OG0000547	Prai.g_00653	Prat.g_00587
OG0000548	Prai.g_00654	Prat.g_00589
OG0000549	Prai.g_00655	Prat.g_00590
OG0000550	Prai.g_00656	Prat.g_00591
OG0000551	Prai.g_00657	Prat.g_00592
OG0000552	Prai.g_00658	Prat.g_00593
OG0000553	Prai.g_00659	Prat.g_01097
OG0000554	Prai.g_00660	Prat.g_01095
OG0000555	Prai.g_00661	Prat.g_01094
OG0000556	Prai.g_00662	Prat.g_01093
OG0000557	Prai.g_00663	Prat.g_01091
OG0000558	Prai.g_00664	Prat.g_01090
OG0000559	Prai.g_00665	Prat.g_01089
OG0000560	Prai.g_00667	Prat.g_01087
OG0000561	Prai.g_00668	Prat.g_01086
OG0000562	Prai.g_00669	Prat.g_01084
OG0000563	Prai.g_00670	Prat.g_01083
OG0000564	Prai.g_00671	Prat.g_01082
OG0000565	Prai.g_00672	Prat.g_01081
OG0000566	Prai.g_00673	Prat.g_01080
OG0000567	Prai.g_00674	Prat.g_01079
OG0000568	Prai.g_00675	Prat.g_01078
OG0000569	Prai.g_00676	Prat.g_01077
OG0000570	Prai.g_00677	Prat.g_01076
OG0000571	Prai.g_00678	Prat.g_01075
OG0000572	Prai.g_00679	Prat.g_01074
OG0000573	Prai.g_00682	Prat.g_01071
OG0000574	Prai.g_00683	Prat.g_01070
OG0000575	Prai.g_00684	Prat.g_01069
OG0000576	Prai.g_00685	Prat.g_01068
OG0000577	Prai.g_00686	Prat.g_01067
OG0000578	Prai.g_00687	Prat.g_01066
OG0000579	Prai.g_00688	Prat.g_01065
OG0000580	Prai.g_00689	Prat.g_01064
OG0000581	Prai.g_00690	Prat.g_01063
OG0000582	Prai.g_00691	Prat.g_01062
OG0000583	Prai.g_00692	Prat.g_01061
OG0000584	Prai.g_00693	Prat.g_01059
OG0000585	Prai.g_00694	Prat.g_01058
