Orthogroup	Syam	Pras
OG0000120	Syam.g_00172	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Syam.g_01615	Pras.g_00352
OG0000122	Syam.g_01436	Pras.g_00391
OG0000123	Syam.g_00379	Pras.g_00694
OG0000124	Syam.g_00096	Pras.g_00759
OG0000125	Syam.g_02319	Pras.g_00797
OG0000126	Syam.g_02440	Pras.g_00837
OG0000128	Syam.g_00012	Pras.g_00853
OG0000129	Syam.g_02307	Pras.g_00897
OG0000130	Syam.g_02062	Pras.g_00921
OG0000131	Syam.g_02191	Pras.g_00996
OG0000132	Syam.g_02211	Pras.g_01015
OG0000133	Syam.g_01120	Pras.g_01174
OG0000134	Syam.g_00492	Pras.g_01210
OG0000135	Syam.g_02347	Pras.g_01236
OG0000136	Syam.g_01857	Pras.g_01319
OG0000137	Syam.g_01668	Pras.g_01353
OG0000138	Syam.g_00599	Pras.g_01373
OG0000139	Syam.g_00657	Pras.g_01414
OG0000140	Syam.g_00659	Pras.g_01415
OG0000141	Syam.g_01514	Pras.g_01483
OG0000142	Syam.g_01468	Pras.g_01511
OG0000143	Syam.g_01464	Pras.g_01515
OG0000144	Syam.g_01032	Pras.g_01528
OG0000145	Syam.g_00605	Pras.g_01664
OG0000146	Syam.g_01114	Pras.g_01666
OG0000147	Syam.g_01113	Pras.g_01667
OG0000148	Syam.g_01270	Pras.g_01717
OG0000149	Syam.g_00725	Pras.g_01747
OG0000150	Syam.g_00660	Pras.g_01755
OG0000151	Syam.g_01338	Pras.g_01811
OG0000152	Syam.g_01124	Pras.g_01859
OG0000153	Syam.g_01160	Pras.g_01878
OG0000154	Syam.g_01187	Pras.g_01908
OG0000155	Syam.g_01763	Pras.g_00076
OG0000156	Syam.g_01814	Pras.g_00197
OG0000157	Syam.g_01815	Pras.g_00198
OG0000158	Syam.g_00139	Pras.g_00289
OG0000160	Syam.g_01614	Pras.g_00351
OG0000161	Syam.g_01620	Pras.g_00357
OG0000162	Syam.g_01627	Pras.g_00363
OG0000163	Syam.g_01927	Pras.g_00399
OG0000164	Syam.g_02023	Pras.g_00574
OG0000165	Syam.g_01879, Syam.g_01878	Pras.g_00581
OG0000166	Syam.g_00330	Pras.g_00651
OG0000167	Syam.g_00151	Pras.g_00717
OG0000168	Syam.g_00138	Pras.g_00727
OG0000169	Syam.g_00127	Pras.g_00737
OG0000170	Syam.g_00120	Pras.g_00739
OG0000171	Syam.g_00097	Pras.g_00758
OG0000172	Syam.g_00075	Pras.g_00768
OG0000173	Syam.g_00057	Pras.g_00783
OG0000174	Syam.g_02349	Pras.g_00811, Pras.g_00810
OG0000175	Syam.g_02417	Pras.g_00821
OG0000176	Syam.g_00004	Pras.g_00846
OG0000177	Syam.g_00005	Pras.g_00847
OG0000178	Syam.g_00006	Pras.g_00848
OG0000179	Syam.g_00021	Pras.g_00858
OG0000180	Syam.g_00022	Pras.g_00859
OG0000181	Syam.g_00023	Pras.g_00860
OG0000182	Syam.g_00024	Pras.g_00861
OG0000183	Syam.g_00028	Pras.g_00865
OG0000184	Syam.g_02298	Pras.g_00899
OG0000185	Syam.g_02295	Pras.g_00902
OG0000186	Syam.g_02058	Pras.g_00916
OG0000187	Syam.g_02059	Pras.g_00917
OG0000188	Syam.g_02081	Pras.g_00933
OG0000189	Syam.g_02108	Pras.g_00947
OG0000190	Syam.g_02110	Pras.g_00948
OG0000191	Syam.g_02142	Pras.g_00968
OG0000192	Syam.g_02148	Pras.g_00972
OG0000193	Syam.g_02192	Pras.g_00997
OG0000194	Syam.g_02195	Pras.g_01000
OG0000195	Syam.g_02197	Pras.g_01002
OG0000196	Syam.g_02208	Pras.g_01012
OG0000197	Syam.g_02209	Pras.g_01013
OG0000198	Syam.g_02210	Pras.g_01014
OG0000199	Syam.g_02218	Pras.g_01021
OG0000200	Syam.g_02234	Pras.g_01035
OG0000201	Syam.g_02248	Pras.g_01043
OG0000202	Syam.g_02249	Pras.g_01044
OG0000203	Syam.g_02250	Pras.g_01045
OG0000204	Syam.g_02251	Pras.g_01046
OG0000205	Syam.g_02258	Pras.g_01053
OG0000206	Syam.g_02264	Pras.g_01058, Pras.g_01059
OG0000207	Syam.g_02266	Pras.g_01061
OG0000208	Syam.g_02267	Pras.g_01062
OG0000209	Syam.g_02278	Pras.g_01071
OG0000210	Syam.g_02279	Pras.g_01072
OG0000211	Syam.g_00504	Pras.g_01085
OG0000212	Syam.g_00515	Pras.g_01092
OG0000213	Syam.g_00263	Pras.g_01109
OG0000214	Syam.g_00247	Pras.g_01119
OG0000215	Syam.g_00216	Pras.g_01144
OG0000216	Syam.g_00212	Pras.g_01145
OG0000217	Syam.g_00208	Pras.g_01148
OG0000218	Syam.g_00206	Pras.g_01150
OG0000219	Syam.g_00205	Pras.g_01151
OG0000220	Syam.g_00204	Pras.g_01152
OG0000221	Syam.g_00198	Pras.g_01153
OG0000222	Syam.g_00186	Pras.g_01162
OG0000223	Syam.g_00168	Pras.g_01175
OG0000224	Syam.g_00164	Pras.g_01177
OG0000225	Syam.g_00473	Pras.g_01199
OG0000226	Syam.g_00477	Pras.g_01203
OG0000227	Syam.g_00479	Pras.g_01205
OG0000228	Syam.g_00488	Pras.g_01208
OG0000229	Syam.g_01867	Pras.g_01314
OG0000230	Syam.g_01865	Pras.g_01316
OG0000231	Syam.g_01848	Pras.g_01327
OG0000232	Syam.g_01692	Pras.g_01335
OG0000233	Syam.g_01678	Pras.g_01341
OG0000234	Syam.g_01667	Pras.g_01354
OG0000235	Syam.g_00582	Pras.g_01357
OG0000236	Syam.g_00597	Pras.g_01371
OG0000237	Syam.g_00614	Pras.g_01384
OG0000238	Syam.g_00619	Pras.g_01390
OG0000239	Syam.g_00637	Pras.g_01402
OG0000240	Syam.g_00638	Pras.g_01403
OG0000241	Syam.g_01477	Pras.g_01407
OG0000242	Syam.g_00649	Pras.g_01409
OG0000243	Syam.g_00668	Pras.g_01420
OG0000244	Syam.g_00674	Pras.g_01423
OG0000245	Syam.g_00676	Pras.g_01425
OG0000246	Syam.g_00680	Pras.g_01429
OG0000247	Syam.g_00692	Pras.g_01439
OG0000248	Syam.g_00695	Pras.g_01441
OG0000249	Syam.g_00697	Pras.g_01443
OG0000250	Syam.g_01747	Pras.g_01448
OG0000251	Syam.g_01722	Pras.g_01467
OG0000252	Syam.g_01719	Pras.g_01470
OG0000253	Syam.g_01718	Pras.g_01471
OG0000254	Syam.g_01510	Pras.g_01487
OG0000255	Syam.g_01500	Pras.g_01493
OG0000256	Syam.g_01484	Pras.g_01503
OG0000257	Syam.g_01478	Pras.g_01506
OG0000258	Syam.g_01459	Pras.g_01519
OG0000259	Syam.g_01378	Pras.g_01536
OG0000260	Syam.g_01375	Pras.g_01539
OG0000261	Syam.g_01372	Pras.g_01541
OG0000262	Syam.g_01367	Pras.g_00327, Pras.g_01545
OG0000263	Syam.g_00885	Pras.g_01557
OG0000264	Syam.g_00805	Pras.g_01567
OG0000265	Syam.g_01880	Pras.g_01606
OG0000266	Syam.g_01234	Pras.g_01616
OG0000267	Syam.g_01071	Pras.g_01627
OG0000268	Syam.g_01072	Pras.g_01628
OG0000269	Syam.g_01295	Pras.g_01696
OG0000270	Syam.g_01292	Pras.g_01699
OG0000271	Syam.g_01284	Pras.g_01707
OG0000272	Syam.g_01283	Pras.g_01708
OG0000273	Syam.g_00745	Pras.g_01731
OG0000274	Syam.g_00744	Pras.g_01732
OG0000275	Syam.g_00741	Pras.g_01734
OG0000276	Syam.g_00733	Pras.g_01739
OG0000277	Syam.g_00732	Pras.g_01740
OG0000278	Syam.g_00729	Pras.g_01743
OG0000279	Syam.g_00721	Pras.g_01750
OG0000280	Syam.g_00701	Pras.g_01751
OG0000281	Syam.g_00943	Pras.g_01756
OG0000282	Syam.g_01347	Pras.g_01803
OG0000283	Syam.g_01087	Pras.g_01836
OG0000284	Syam.g_01093	Pras.g_01841
OG0000285	Syam.g_01105	Pras.g_01846
OG0000286	Syam.g_01123	Pras.g_01858
OG0000287	Syam.g_01153	Pras.g_01875
OG0000288	Syam.g_01186	Pras.g_01907
OG0000289	Syam.g_01201	Pras.g_01918
OG0000290	Syam.g_00771	Pras.g_01931
OG0000291	Syam.g_00773	Pras.g_01933
OG0000292	Syam.g_02439	Pras.g_01982
OG0000293	Syam.g_01806	Pras.g_00047
OG0000294	Syam.g_01805	Pras.g_00048
OG0000295	Syam.g_01771	Pras.g_00068
OG0000296	Syam.g_01769	Pras.g_00070
OG0000297	Syam.g_00906	Pras.g_00078
OG0000298	Syam.g_00905	Pras.g_00079
OG0000299	Syam.g_00878	Pras.g_00096, Pras.g_00097
OG0000300	Syam.g_00871	Pras.g_00100
OG0000301	Syam.g_00870	Pras.g_00101
OG0000302	Syam.g_00868	Pras.g_00103
OG0000303	Syam.g_00859	Pras.g_00110
OG0000304	Syam.g_00853	Pras.g_00114
OG0000305	Syam.g_00776	Pras.g_00242
OG0000306	Syam.g_01757	Pras.g_00245
OG0000307	Syam.g_00566	Pras.g_00259
OG0000308	Syam.g_00564	Pras.g_00260
OG0000309	Syam.g_00559	Pras.g_00264
OG0000310	Syam.g_01591	Pras.g_00335
OG0000311	Syam.g_01595	Pras.g_00337
OG0000312	Syam.g_01601	Pras.g_00340
OG0000313	Syam.g_01617	Pras.g_00354
OG0000314	Syam.g_01647	Pras.g_00377
OG0000315	Syam.g_01658	Pras.g_00388
OG0000316	Syam.g_01945	Pras.g_00410
OG0000317	Syam.g_01987	Pras.g_00548
OG0000318	Syam.g_01991	Pras.g_00551
OG0000319	Syam.g_02006	Pras.g_00564
OG0000320	Syam.g_02008	Pras.g_00566
OG0000321	Syam.g_02009	Pras.g_00567
OG0000322	Syam.g_02010	Pras.g_00568
OG0000323	Syam.g_02025	Pras.g_00577
OG0000324	Syam.g_01906	Pras.g_00604
OG0000325	Syam.g_00289	Pras.g_00614
OG0000326	Syam.g_00296	Pras.g_00620
OG0000327	Syam.g_00325	Pras.g_00646
OG0000328	Syam.g_00326	Pras.g_00647
OG0000329	Syam.g_00344	Pras.g_00664
OG0000330	Syam.g_00345	Pras.g_00665
OG0000331	Syam.g_00346	Pras.g_00666
OG0000332	Syam.g_00361	Pras.g_00680
OG0000333	Syam.g_00364	Pras.g_00682
OG0000334	Syam.g_00375	Pras.g_00690
OG0000335	Syam.g_00380	Pras.g_00695
OG0000336	Syam.g_00384	Pras.g_00699
OG0000337	Syam.g_00155	Pras.g_00715
OG0000338	Syam.g_00153	Pras.g_00716
OG0000339	Syam.g_00147	Pras.g_00720
OG0000340	Syam.g_00137	Pras.g_00728
OG0000341	Syam.g_00135	Pras.g_00730
OG0000342	Syam.g_00134	Pras.g_00731
OG0000343	Syam.g_00133	Pras.g_00732
OG0000344	Syam.g_00129	Pras.g_00735
OG0000345	Syam.g_00119	Pras.g_00740
OG0000346	Syam.g_00114	Pras.g_00744
OG0000347	Syam.g_00083	Pras.g_00761
OG0000348	Syam.g_00068	Pras.g_00771
OG0000349	Syam.g_00050	Pras.g_00788
OG0000350	Syam.g_00303	Pras.g_00806, Pras.g_00131
OG0000351	Syam.g_02420	Pras.g_00824
OG0000352	Syam.g_02421	Pras.g_00825
OG0000353	Syam.g_02445	Pras.g_00841
OG0000355	Syam.g_00001	Pras.g_00843
OG0000356	Syam.g_00002	Pras.g_00844
OG0000357	Syam.g_00003	Pras.g_00845
OG0000358	Syam.g_00007	Pras.g_00849
OG0000359	Syam.g_00009	Pras.g_00850
OG0000360	Syam.g_00010	Pras.g_00851
OG0000361	Syam.g_00011	Pras.g_00852
OG0000362	Syam.g_00013	Pras.g_00854
OG0000363	Syam.g_00015	Pras.g_00856
OG0000364	Syam.g_00016	Pras.g_00857
OG0000365	Syam.g_00025	Pras.g_00862
OG0000366	Syam.g_00026	Pras.g_00863
OG0000367	Syam.g_00027	Pras.g_00864
OG0000368	Syam.g_00029	Pras.g_00866
OG0000369	Syam.g_00030	Pras.g_00867
OG0000370	Syam.g_00031	Pras.g_00868
OG0000371	Syam.g_00038	Pras.g_00874
OG0000372	Syam.g_00043	Pras.g_00877
OG0000373	Syam.g_00044	Pras.g_00878
OG0000374	Syam.g_00045	Pras.g_00879
OG0000375	Syam.g_00046	Pras.g_00893
OG0000376	Syam.g_00048	Pras.g_00895
OG0000377	Syam.g_02306	Pras.g_00898
OG0000378	Syam.g_02297	Pras.g_00900
OG0000379	Syam.g_02294	Pras.g_00903
OG0000380	Syam.g_02060	Pras.g_00918
OG0000381	Syam.g_02063	Pras.g_00922
OG0000382	Syam.g_02080	Pras.g_00932
OG0000383	Syam.g_02083	Pras.g_00934
OG0000384	Syam.g_02084	Pras.g_00935
OG0000385	Syam.g_02085	Pras.g_00936
OG0000386	Syam.g_02086	Pras.g_00937
OG0000387	Syam.g_02112	Pras.g_00950
OG0000388	Syam.g_02116	Pras.g_00953
OG0000389	Syam.g_02120	Pras.g_00957
OG0000390	Syam.g_02136	Pras.g_00964
OG0000391	Syam.g_02141	Pras.g_00967
OG0000392	Syam.g_02147	Pras.g_00971
OG0000393	Syam.g_02149	Pras.g_00973
OG0000394	Syam.g_02150	Pras.g_00974
OG0000395	Syam.g_02151	Pras.g_00975
OG0000396	Syam.g_02153	Pras.g_00978
OG0000397	Syam.g_02160	Pras.g_00980
OG0000398	Syam.g_02165	Pras.g_00982
OG0000399	Syam.g_02166	Pras.g_00983
OG0000400	Syam.g_02167	Pras.g_00984
OG0000401	Syam.g_02168	Pras.g_00985
OG0000402	Syam.g_02171	Pras.g_00987
OG0000403	Syam.g_02172	Pras.g_00988
OG0000404	Syam.g_02173	Pras.g_00989
OG0000405	Syam.g_02189	Pras.g_00993
OG0000406	Syam.g_02193	Pras.g_00998
OG0000407	Syam.g_02194	Pras.g_00999
OG0000408	Syam.g_02196	Pras.g_01001
OG0000409	Syam.g_02198	Pras.g_01003
OG0000410	Syam.g_02199	Pras.g_01004
OG0000411	Syam.g_02200	Pras.g_01005
OG0000412	Syam.g_02201	Pras.g_01006
OG0000413	Syam.g_02203	Pras.g_01007
OG0000414	Syam.g_02204	Pras.g_01008
OG0000415	Syam.g_02205	Pras.g_01009
OG0000416	Syam.g_02206	Pras.g_01010
OG0000417	Syam.g_02207	Pras.g_01011
OG0000418	Syam.g_02212	Pras.g_01016
OG0000419	Syam.g_02214	Pras.g_01018
OG0000420	Syam.g_02216	Pras.g_01019
OG0000421	Syam.g_02221	Pras.g_01024
OG0000422	Syam.g_02222	Pras.g_01025
OG0000423	Syam.g_02223	Pras.g_01026
OG0000424	Syam.g_02224	Pras.g_01027
OG0000425	Syam.g_02225	Pras.g_01028
OG0000426	Syam.g_02226	Pras.g_01029
OG0000427	Syam.g_02227	Pras.g_01030
OG0000428	Syam.g_02230	Pras.g_01032
OG0000429	Syam.g_02232	Pras.g_01033
OG0000430	Syam.g_02233	Pras.g_01034
OG0000431	Syam.g_02237	Pras.g_01036
OG0000432	Syam.g_02243	Pras.g_01039
OG0000433	Syam.g_02244	Pras.g_01040
OG0000434	Syam.g_02245	Pras.g_01041
OG0000435	Syam.g_02246	Pras.g_01042
OG0000436	Syam.g_02252	Pras.g_01047
OG0000437	Syam.g_02253	Pras.g_01048
OG0000438	Syam.g_02254	Pras.g_01049
OG0000439	Syam.g_02256	Pras.g_01051
OG0000440	Syam.g_02257	Pras.g_01052
OG0000441	Syam.g_02261	Pras.g_01055
OG0000442	Syam.g_02262	Pras.g_01056
OG0000443	Syam.g_02263	Pras.g_01057
OG0000444	Syam.g_02268	Pras.g_01063
OG0000445	Syam.g_02269	Pras.g_01064
OG0000446	Syam.g_02270	Pras.g_01065
OG0000447	Syam.g_02272	Pras.g_01066
OG0000448	Syam.g_02273	Pras.g_01067
OG0000449	Syam.g_02274	Pras.g_01068
OG0000450	Syam.g_02275	Pras.g_01069
OG0000451	Syam.g_02276	Pras.g_01070
OG0000452	Syam.g_02280	Pras.g_01073
OG0000453	Syam.g_02281	Pras.g_01074
OG0000454	Syam.g_02282	Pras.g_01075
OG0000455	Syam.g_02283	Pras.g_01076
OG0000456	Syam.g_02284	Pras.g_01077
OG0000457	Syam.g_02286	Pras.g_01078
OG0000458	Syam.g_02287	Pras.g_01079
OG0000459	Syam.g_02288	Pras.g_01080
OG0000460	Syam.g_00506	Pras.g_01087
OG0000461	Syam.g_00284	Pras.g_01094
OG0000462	Syam.g_00281	Pras.g_01096
OG0000463	Syam.g_00280	Pras.g_01097
OG0000464	Syam.g_00279	Pras.g_01098
OG0000465	Syam.g_00277	Pras.g_01099
OG0000466	Syam.g_00273	Pras.g_01102
OG0000467	Syam.g_00271	Pras.g_01103
OG0000468	Syam.g_00266	Pras.g_01105
OG0000469	Syam.g_00253	Pras.g_01114
OG0000470	Syam.g_00251	Pras.g_01116
OG0000471	Syam.g_00250	Pras.g_01117
OG0000472	Syam.g_00248	Pras.g_01118
OG0000473	Syam.g_00246	Pras.g_01120
OG0000474	Syam.g_00245	Pras.g_01121
OG0000475	Syam.g_00244	Pras.g_01122
OG0000476	Syam.g_00242	Pras.g_01123
OG0000477	Syam.g_00236	Pras.g_01127
OG0000478	Syam.g_00235	Pras.g_01128
OG0000479	Syam.g_00234	Pras.g_01129
OG0000480	Syam.g_00227	Pras.g_01134
OG0000481	Syam.g_00225	Pras.g_01136
OG0000482	Syam.g_00224	Pras.g_01137
OG0000483	Syam.g_00220	Pras.g_01140
OG0000484	Syam.g_00219	Pras.g_01141
OG0000485	Syam.g_00218	Pras.g_01142
OG0000486	Syam.g_00217	Pras.g_01143
OG0000487	Syam.g_00211	Pras.g_01146
OG0000488	Syam.g_00207	Pras.g_01149
OG0000489	Syam.g_00197	Pras.g_01155
OG0000490	Syam.g_00189	Pras.g_01160
OG0000491	Syam.g_00187	Pras.g_01161
OG0000492	Syam.g_00185	Pras.g_01163
OG0000493	Syam.g_00184	Pras.g_01164
OG0000494	Syam.g_00183	Pras.g_01165
OG0000495	Syam.g_00182	Pras.g_01166
OG0000496	Syam.g_00181	Pras.g_01167
OG0000497	Syam.g_00180	Pras.g_01168
OG0000498	Syam.g_00179	Pras.g_01169
OG0000499	Syam.g_00178	Pras.g_01170
OG0000500	Syam.g_00177	Pras.g_01171
OG0000501	Syam.g_00174	Pras.g_01173
OG0000502	Syam.g_00165	Pras.g_01176
OG0000503	Syam.g_00457	Pras.g_01187
OG0000504	Syam.g_00459	Pras.g_01188
OG0000505	Syam.g_00460	Pras.g_01189
OG0000506	Syam.g_00462	Pras.g_01191
OG0000507	Syam.g_00468	Pras.g_01194
OG0000508	Syam.g_00472	Pras.g_01198
OG0000509	Syam.g_00474	Pras.g_01200
OG0000510	Syam.g_00475	Pras.g_01201
OG0000511	Syam.g_00476	Pras.g_01202
OG0000512	Syam.g_00478	Pras.g_01204
OG0000513	Syam.g_00493	Pras.g_01211
OG0000514	Syam.g_00499	Pras.g_01309
OG0000515	Syam.g_00500	Pras.g_01310
OG0000516	Syam.g_01862	Pras.g_01311
OG0000517	Syam.g_01868	Pras.g_01313
OG0000518	Syam.g_01851	Pras.g_01324
OG0000519	Syam.g_01850	Pras.g_01325
OG0000520	Syam.g_01849	Pras.g_01326
OG0000521	Syam.g_01696	Pras.g_01331
OG0000522	Syam.g_01694	Pras.g_01332
OG0000523	Syam.g_01693	Pras.g_01333
OG0000524	Syam.g_01681	Pras.g_01339
OG0000525	Syam.g_01677	Pras.g_01342
OG0000526	Syam.g_01674	Pras.g_01343
OG0000527	Syam.g_01670	Pras.g_01351
OG0000528	Syam.g_00580	Pras.g_01356
OG0000529	Syam.g_00584	Pras.g_01359
OG0000530	Syam.g_00587	Pras.g_01362
OG0000531	Syam.g_00588	Pras.g_01363
OG0000532	Syam.g_00591	Pras.g_01365
OG0000533	Syam.g_00592	Pras.g_01366
OG0000534	Syam.g_00593	Pras.g_01367
OG0000535	Syam.g_00594	Pras.g_01368
OG0000536	Syam.g_00595	Pras.g_01369
OG0000537	Syam.g_00596	Pras.g_01370
OG0000538	Syam.g_00607	Pras.g_01378
OG0000539	Syam.g_00608	Pras.g_01379
OG0000540	Syam.g_00609	Pras.g_01380
OG0000541	Syam.g_00610	Pras.g_01381
OG0000542	Syam.g_00613	Pras.g_01383
OG0000543	Syam.g_00615	Pras.g_01385
OG0000544	Syam.g_00616	Pras.g_01386
OG0000545	Syam.g_00618	Pras.g_01388
OG0000546	Syam.g_00620	Pras.g_01391
OG0000547	Syam.g_00622	Pras.g_01393
OG0000548	Syam.g_00623	Pras.g_01394
OG0000549	Syam.g_00630	Pras.g_01396
OG0000550	Syam.g_00635	Pras.g_01401
OG0000551	Syam.g_00640	Pras.g_01404
OG0000552	Syam.g_00641	Pras.g_01405
OG0000553	Syam.g_00643	Pras.g_01406
OG0000554	Syam.g_00652	Pras.g_01411
OG0000555	Syam.g_00667	Pras.g_01419
OG0000556	Syam.g_00670	Pras.g_01421
OG0000557	Syam.g_00672	Pras.g_01422
OG0000558	Syam.g_00675	Pras.g_01424
OG0000559	Syam.g_00679	Pras.g_01428
OG0000560	Syam.g_00682	Pras.g_01431
OG0000561	Syam.g_00683	Pras.g_01432
OG0000562	Syam.g_00684	Pras.g_01433
OG0000563	Syam.g_00685	Pras.g_01434
OG0000564	Syam.g_00686	Pras.g_01435
OG0000565	Syam.g_00690	Pras.g_01438
OG0000566	Syam.g_00694	Pras.g_01440
OG0000567	Syam.g_00698	Pras.g_01444
OG0000568	Syam.g_01751	Pras.g_01445
OG0000569	Syam.g_01750	Pras.g_01446
OG0000570	Syam.g_01749	Pras.g_01447
OG0000571	Syam.g_01745	Pras.g_01449
OG0000572	Syam.g_01729	Pras.g_01463
OG0000573	Syam.g_01721	Pras.g_01468
OG0000574	Syam.g_01720	Pras.g_01469
OG0000575	Syam.g_01716	Pras.g_01473
OG0000576	Syam.g_01714	Pras.g_01475
OG0000577	Syam.g_01713	Pras.g_01476
OG0000578	Syam.g_01712	Pras.g_01477
OG0000579	Syam.g_01711	Pras.g_01478
OG0000580	Syam.g_01710	Pras.g_01479
OG0000581	Syam.g_01704	Pras.g_01481
OG0000582	Syam.g_01513	Pras.g_01484
