Orthogroup	Syam	Prav
OG0000109	Syam.g_00598	Prav.g_01092
OG0000110	Syam.g_01743	Prav.g_01172
OG0000111	Syam.g_00783	Prav.g_01297
OG0000112	Syam.g_01115	Prav.g_00364
OG0000113	Syam.g_01264	Prav.g_00419
OG0000114	Syam.g_01349	Prav.g_00499
OG0000115	Syam.g_01634	Prav.g_00010
OG0000116	Syam.g_01807	Prav.g_00055
OG0000117	Syam.g_00904	Prav.g_01390
OG0000118	Syam.g_01698	Prav.g_01450
OG0000120	Syam.g_00172	Prav.g_01513
OG0000121	Syam.g_01615	Prav.g_01580
OG0000122	Syam.g_01436	Prav.g_01618
OG0000123	Syam.g_00379	Prav.g_00639
OG0000124	Syam.g_00096	Prav.g_00705
OG0000125	Syam.g_02319	Prav.g_00741
OG0000126	Syam.g_02440	Prav.g_00781
OG0000128	Syam.g_00012	Prav.g_00079
OG0000129	Syam.g_02307	Prav.g_00115
OG0000130	Syam.g_02062	Prav.g_00134
OG0000131	Syam.g_02191	Prav.g_00212
OG0000132	Syam.g_02211	Prav.g_00874
OG0000133	Syam.g_01120	Prav.g_01968
OG0000134	Syam.g_00492	Prav.g_00976
OG0000135	Syam.g_02347	Prav.g_00999
OG0000136	Syam.g_01857	Prav.g_01040
OG0000137	Syam.g_01668	Prav.g_01073
OG0000138	Syam.g_00599	Prav.g_01093
OG0000139	Syam.g_00657	Prav.g_01135
OG0000140	Syam.g_00659	Prav.g_01136
OG0000141	Syam.g_01514	Prav.g_01203
OG0000142	Syam.g_01468	Prav.g_01233
OG0000143	Syam.g_01464	Prav.g_01237
OG0000144	Syam.g_01032	Prav.g_01250
OG0000145	Syam.g_00605	Prav.g_00362
OG0000146	Syam.g_01114	Prav.g_00365
OG0000147	Syam.g_01113	Prav.g_00366
OG0000148	Syam.g_01270	Prav.g_00413
OG0000149	Syam.g_00725	Prav.g_00443
OG0000150	Syam.g_00660	Prav.g_00451
OG0000151	Syam.g_01338	Prav.g_00509
OG0000152	Syam.g_01124	Prav.g_00556
OG0000153	Syam.g_01160	Prav.g_00575
OG0000154	Syam.g_01187	Prav.g_00907
OG0000155	Syam.g_01763	Prav.g_01861
OG0000156	Syam.g_01814	Prav.g_01427
OG0000157	Syam.g_01815	Prav.g_01428
OG0000158	Syam.g_00139	Prav.g_01505
OG0000160	Syam.g_01614	Prav.g_01579
OG0000161	Syam.g_01620	Prav.g_01585
OG0000162	Syam.g_01627	Prav.g_01591
OG0000163	Syam.g_01927	Prav.g_01625
OG0000164	Syam.g_02023	Prav.g_01785
OG0000165	Syam.g_01879, Syam.g_01878	Prav.g_01792
OG0000166	Syam.g_00330	Prav.g_00596
OG0000167	Syam.g_00151	Prav.g_00663
OG0000168	Syam.g_00138	Prav.g_00673
OG0000169	Syam.g_00127	Prav.g_00683
OG0000170	Syam.g_00120	Prav.g_00685
OG0000171	Syam.g_00097	Prav.g_00704
OG0000172	Syam.g_00075	Prav.g_00712
OG0000173	Syam.g_00057	Prav.g_00727
OG0000174	Syam.g_02349	Prav.g_00755
OG0000175	Syam.g_02417	Prav.g_00765
OG0000176	Syam.g_00004	Prav.g_00790
OG0000177	Syam.g_00005	Prav.g_00791
OG0000178	Syam.g_00006	Prav.g_00792
OG0000179	Syam.g_00021	Prav.g_00084
OG0000180	Syam.g_00022	Prav.g_00085
OG0000181	Syam.g_00023	Prav.g_00086
OG0000182	Syam.g_00024	Prav.g_00087
OG0000183	Syam.g_00028	Prav.g_00091
OG0000184	Syam.g_02298	Prav.g_00117
OG0000185	Syam.g_02295	Prav.g_00120
OG0000186	Syam.g_02058	Prav.g_00129
OG0000187	Syam.g_02059	Prav.g_00130
OG0000188	Syam.g_02081	Prav.g_00147
OG0000189	Syam.g_02108	Prav.g_00161
OG0000190	Syam.g_02110	Prav.g_00162
OG0000191	Syam.g_02142	Prav.g_00182
OG0000192	Syam.g_02148	Prav.g_00186
OG0000193	Syam.g_02192	Prav.g_00213
OG0000194	Syam.g_02195	Prav.g_00216
OG0000195	Syam.g_02197	Prav.g_00887
OG0000196	Syam.g_02208	Prav.g_00877
OG0000197	Syam.g_02209	Prav.g_00876
OG0000198	Syam.g_02210	Prav.g_00875
OG0000199	Syam.g_02218	Prav.g_00868
OG0000200	Syam.g_02234	Prav.g_00854
OG0000201	Syam.g_02248	Prav.g_00846
OG0000202	Syam.g_02249	Prav.g_00845
OG0000203	Syam.g_02250	Prav.g_00844
OG0000204	Syam.g_02251	Prav.g_00843
OG0000205	Syam.g_02258	Prav.g_00836
OG0000206	Syam.g_02264	Prav.g_00831
OG0000207	Syam.g_02266	Prav.g_00829
OG0000208	Syam.g_02267	Prav.g_00828
OG0000209	Syam.g_02278	Prav.g_00819
OG0000210	Syam.g_02279	Prav.g_00818
OG0000211	Syam.g_00504	Prav.g_00805
OG0000212	Syam.g_00515	Prav.g_00798
OG0000213	Syam.g_00263	Prav.g_01904
OG0000214	Syam.g_00247	Prav.g_01914
OG0000215	Syam.g_00216	Prav.g_01938
OG0000216	Syam.g_00212	Prav.g_01940
OG0000217	Syam.g_00208	Prav.g_01943
OG0000218	Syam.g_00206	Prav.g_01945
OG0000219	Syam.g_00205	Prav.g_01946
OG0000220	Syam.g_00204	Prav.g_01947
OG0000221	Syam.g_00198	Prav.g_01948
OG0000222	Syam.g_00186	Prav.g_01956
OG0000223	Syam.g_00168	Prav.g_01969
OG0000224	Syam.g_00164	Prav.g_01971
OG0000225	Syam.g_00473	Prav.g_01992
OG0000226	Syam.g_00477	Prav.g_01996
OG0000227	Syam.g_00479	Prav.g_01998
OG0000228	Syam.g_00488	Prav.g_00974
OG0000229	Syam.g_01867	Prav.g_01035
OG0000230	Syam.g_01865	Prav.g_01037
OG0000231	Syam.g_01848	Prav.g_01048
OG0000232	Syam.g_01692	Prav.g_01056
OG0000233	Syam.g_01678	Prav.g_01061
OG0000234	Syam.g_01667	Prav.g_01074
OG0000235	Syam.g_00582	Prav.g_01077
OG0000236	Syam.g_00597	Prav.g_01091
OG0000237	Syam.g_00614	Prav.g_01104
OG0000238	Syam.g_00619	Prav.g_01110
OG0000239	Syam.g_00637	Prav.g_01123
OG0000240	Syam.g_00638	Prav.g_01124
OG0000241	Syam.g_01477	Prav.g_01128
OG0000242	Syam.g_00649	Prav.g_01130
OG0000243	Syam.g_00668	Prav.g_01141, Prav.g_00954
OG0000244	Syam.g_00674	Prav.g_01144
OG0000245	Syam.g_00676	Prav.g_01146
OG0000246	Syam.g_00680	Prav.g_01150
OG0000247	Syam.g_00692	Prav.g_01160
OG0000248	Syam.g_00695	Prav.g_01162
OG0000249	Syam.g_00697	Prav.g_01164
OG0000250	Syam.g_01747	Prav.g_01169
OG0000251	Syam.g_01722	Prav.g_01187
OG0000252	Syam.g_01719	Prav.g_01190
OG0000253	Syam.g_01718	Prav.g_01191
OG0000254	Syam.g_01510	Prav.g_01207
OG0000255	Syam.g_01500	Prav.g_01213
OG0000256	Syam.g_01484	Prav.g_01225
OG0000257	Syam.g_01478	Prav.g_01228
OG0000258	Syam.g_01459	Prav.g_01241
OG0000259	Syam.g_01378	Prav.g_01258
OG0000260	Syam.g_01375	Prav.g_01261
OG0000261	Syam.g_01372	Prav.g_01263
OG0000262	Syam.g_01367	Prav.g_01267
OG0000263	Syam.g_00885	Prav.g_01279
OG0000264	Syam.g_00805	Prav.g_01289
OG0000265	Syam.g_01880	Prav.g_00306
OG0000266	Syam.g_01234	Prav.g_00316
OG0000267	Syam.g_01071	Prav.g_00327
OG0000268	Syam.g_01072	Prav.g_00328
OG0000269	Syam.g_01295	Prav.g_00392
OG0000270	Syam.g_01292	Prav.g_00395
OG0000271	Syam.g_01284	Prav.g_00403
OG0000272	Syam.g_01283	Prav.g_00404
OG0000273	Syam.g_00745	Prav.g_00427
OG0000274	Syam.g_00744	Prav.g_00428
OG0000275	Syam.g_00741	Prav.g_00430
OG0000276	Syam.g_00733	Prav.g_00435
OG0000277	Syam.g_00732	Prav.g_00436
OG0000278	Syam.g_00729	Prav.g_00439
OG0000279	Syam.g_00721	Prav.g_00446
OG0000280	Syam.g_00701	Prav.g_00447
OG0000281	Syam.g_00943	Prav.g_00452
OG0000282	Syam.g_01347	Prav.g_00501
OG0000283	Syam.g_01087	Prav.g_00533
OG0000284	Syam.g_01093	Prav.g_00538
OG0000285	Syam.g_01105	Prav.g_00543
OG0000286	Syam.g_01123	Prav.g_00555
OG0000287	Syam.g_01153	Prav.g_00572
OG0000288	Syam.g_01186	Prav.g_00906
OG0000289	Syam.g_01201	Prav.g_00917
OG0000290	Syam.g_00771	Prav.g_00930
OG0000291	Syam.g_00773	Prav.g_00932
OG0000292	Syam.g_02439	Prav.g_00261
OG0000293	Syam.g_01806	Prav.g_00056
OG0000294	Syam.g_01805	Prav.g_00057
OG0000295	Syam.g_01771	Prav.g_00077
OG0000296	Syam.g_01769	Prav.g_01867
OG0000297	Syam.g_00906	Prav.g_01859
OG0000298	Syam.g_00905	Prav.g_01858
OG0000299	Syam.g_00878	Prav.g_01841
OG0000300	Syam.g_00871	Prav.g_01838
OG0000301	Syam.g_00870	Prav.g_00955, Prav.g_01837
OG0000302	Syam.g_00868	Prav.g_01835
OG0000303	Syam.g_00859	Prav.g_01828
OG0000304	Syam.g_00853	Prav.g_01824
OG0000305	Syam.g_00776	Prav.g_01465
OG0000306	Syam.g_01757	Prav.g_01468
OG0000307	Syam.g_00566	Prav.g_01482
OG0000308	Syam.g_00564	Prav.g_01483
OG0000309	Syam.g_00559	Prav.g_01487
OG0000310	Syam.g_01591	Prav.g_01563
OG0000311	Syam.g_01595	Prav.g_01565
OG0000312	Syam.g_01601	Prav.g_01568
OG0000313	Syam.g_01617	Prav.g_01582
OG0000314	Syam.g_01647	Prav.g_01605
OG0000315	Syam.g_01658	Prav.g_01615
OG0000316	Syam.g_01945	Prav.g_01635
OG0000317	Syam.g_01987	Prav.g_01759
OG0000318	Syam.g_01991	Prav.g_01762
OG0000319	Syam.g_02006	Prav.g_01775
OG0000320	Syam.g_02008	Prav.g_01777
OG0000321	Syam.g_02009	Prav.g_01778
OG0000322	Syam.g_02010	Prav.g_01779
OG0000323	Syam.g_02025	Prav.g_01788
OG0000324	Syam.g_01906	Prav.g_01815
OG0000325	Syam.g_00289	Prav.g_00269
OG0000326	Syam.g_00296	Prav.g_00275
OG0000327	Syam.g_00325	Prav.g_00591
OG0000328	Syam.g_00326	Prav.g_00592
OG0000329	Syam.g_00344	Prav.g_00609
OG0000330	Syam.g_00345	Prav.g_00610
OG0000331	Syam.g_00346	Prav.g_00611
OG0000332	Syam.g_00361	Prav.g_00625
OG0000333	Syam.g_00364	Prav.g_00627
OG0000334	Syam.g_00375	Prav.g_00635
OG0000335	Syam.g_00380	Prav.g_00640
OG0000336	Syam.g_00384	Prav.g_00644
OG0000337	Syam.g_00155	Prav.g_00661
OG0000338	Syam.g_00153	Prav.g_00662
OG0000339	Syam.g_00147	Prav.g_00666
OG0000340	Syam.g_00137	Prav.g_00674
OG0000341	Syam.g_00135	Prav.g_00676
OG0000342	Syam.g_00134	Prav.g_00677
OG0000343	Syam.g_00133	Prav.g_00678
OG0000344	Syam.g_00129	Prav.g_00681
OG0000345	Syam.g_00119	Prav.g_00686
OG0000346	Syam.g_00114	Prav.g_00690
OG0000347	Syam.g_00083	Prav.g_00706
OG0000348	Syam.g_00068	Prav.g_00715
OG0000349	Syam.g_00050	Prav.g_00732
OG0000350	Syam.g_00303	Prav.g_00751
OG0000351	Syam.g_02420	Prav.g_00768
OG0000352	Syam.g_02421	Prav.g_00769
OG0000353	Syam.g_02445	Prav.g_00785
OG0000355	Syam.g_00001	Prav.g_00787
OG0000356	Syam.g_00002	Prav.g_00788
OG0000357	Syam.g_00003	Prav.g_00789
OG0000358	Syam.g_00007	Prav.g_00793
OG0000359	Syam.g_00009	Prav.g_00794
OG0000360	Syam.g_00010	Prav.g_00795
OG0000361	Syam.g_00011	Prav.g_00078
OG0000362	Syam.g_00013	Prav.g_00080
OG0000363	Syam.g_00015	Prav.g_00082
OG0000364	Syam.g_00016	Prav.g_00083
OG0000365	Syam.g_00025	Prav.g_00088
OG0000366	Syam.g_00026	Prav.g_00089
OG0000367	Syam.g_00027	Prav.g_00090
OG0000368	Syam.g_00029	Prav.g_00092
OG0000369	Syam.g_00030	Prav.g_00093
OG0000370	Syam.g_00031	Prav.g_00094
OG0000371	Syam.g_00038	Prav.g_00100
OG0000372	Syam.g_00043	Prav.g_00103
OG0000373	Syam.g_00044	Prav.g_00104
OG0000374	Syam.g_00045	Prav.g_00105
OG0000375	Syam.g_00046	Prav.g_00111
OG0000376	Syam.g_00048	Prav.g_00113
OG0000377	Syam.g_02306	Prav.g_00116
OG0000378	Syam.g_02297	Prav.g_00118
OG0000379	Syam.g_02294	Prav.g_00121
OG0000380	Syam.g_02060	Prav.g_00131
OG0000381	Syam.g_02063	Prav.g_00135
OG0000382	Syam.g_02080	Prav.g_00146
OG0000383	Syam.g_02083	Prav.g_00148
OG0000384	Syam.g_02084	Prav.g_00149
OG0000385	Syam.g_02085	Prav.g_00150
OG0000386	Syam.g_02086	Prav.g_00151
OG0000387	Syam.g_02112	Prav.g_00164
OG0000388	Syam.g_02116	Prav.g_00167
OG0000389	Syam.g_02120	Prav.g_00171
OG0000390	Syam.g_02136	Prav.g_00178
OG0000391	Syam.g_02141	Prav.g_00181
OG0000392	Syam.g_02147	Prav.g_00185
OG0000393	Syam.g_02149	Prav.g_00187
OG0000394	Syam.g_02150	Prav.g_00188
OG0000395	Syam.g_02151	Prav.g_00189
OG0000396	Syam.g_02153	Prav.g_00192
OG0000397	Syam.g_02160	Prav.g_00194
OG0000398	Syam.g_02165	Prav.g_00196
OG0000399	Syam.g_02166	Prav.g_00197
OG0000400	Syam.g_02167	Prav.g_00198
OG0000401	Syam.g_02168	Prav.g_00199
OG0000402	Syam.g_02171	Prav.g_00201
OG0000403	Syam.g_02172	Prav.g_00202
OG0000404	Syam.g_02173	Prav.g_00203
OG0000405	Syam.g_02189	Prav.g_00207
OG0000406	Syam.g_02193	Prav.g_00214
OG0000407	Syam.g_02194	Prav.g_00215
OG0000409	Syam.g_02198	Prav.g_00886
OG0000410	Syam.g_02199	Prav.g_00885
OG0000411	Syam.g_02200	Prav.g_00884
OG0000412	Syam.g_02201	Prav.g_00883
OG0000413	Syam.g_02203	Prav.g_00882
OG0000414	Syam.g_02204	Prav.g_00881
OG0000415	Syam.g_02205	Prav.g_00880
OG0000416	Syam.g_02206	Prav.g_00879
OG0000417	Syam.g_02207	Prav.g_00878
OG0000418	Syam.g_02212	Prav.g_00873
OG0000419	Syam.g_02214	Prav.g_00871
OG0000420	Syam.g_02216	Prav.g_00870
OG0000421	Syam.g_02221	Prav.g_00865
OG0000422	Syam.g_02222	Prav.g_00864
OG0000423	Syam.g_02223	Prav.g_00863
OG0000424	Syam.g_02224	Prav.g_00862
OG0000425	Syam.g_02225	Prav.g_00861
OG0000426	Syam.g_02226	Prav.g_00860
OG0000427	Syam.g_02227	Prav.g_00859
OG0000428	Syam.g_02230	Prav.g_00857
OG0000429	Syam.g_02232	Prav.g_00856
OG0000430	Syam.g_02233	Prav.g_00855
OG0000431	Syam.g_02237	Prav.g_00853
OG0000432	Syam.g_02243	Prav.g_00850
OG0000433	Syam.g_02244	Prav.g_00849
OG0000434	Syam.g_02245	Prav.g_00848
OG0000435	Syam.g_02246	Prav.g_00847
OG0000436	Syam.g_02252	Prav.g_00842
OG0000437	Syam.g_02253	Prav.g_00841
OG0000438	Syam.g_02254	Prav.g_00840
OG0000439	Syam.g_02256	Prav.g_00838
OG0000440	Syam.g_02257	Prav.g_00837
OG0000441	Syam.g_02261	Prav.g_00834
OG0000442	Syam.g_02262	Prav.g_00833
OG0000443	Syam.g_02263	Prav.g_00832
OG0000444	Syam.g_02268	Prav.g_00827
OG0000445	Syam.g_02269	Prav.g_00826
OG0000446	Syam.g_02270	Prav.g_00825
OG0000447	Syam.g_02272	Prav.g_00824
OG0000448	Syam.g_02273	Prav.g_00823
OG0000449	Syam.g_02274	Prav.g_00822
OG0000450	Syam.g_02275	Prav.g_00821
OG0000451	Syam.g_02276	Prav.g_00820
OG0000452	Syam.g_02280	Prav.g_00817
OG0000453	Syam.g_02281	Prav.g_00816
OG0000454	Syam.g_02282	Prav.g_00815
OG0000455	Syam.g_02283	Prav.g_00814
OG0000456	Syam.g_02284	Prav.g_00813
OG0000457	Syam.g_02286	Prav.g_00812
OG0000458	Syam.g_02287	Prav.g_00811
OG0000459	Syam.g_02288	Prav.g_00810
OG0000460	Syam.g_00506	Prav.g_00803
OG0000461	Syam.g_00284	Prav.g_01889
OG0000462	Syam.g_00281	Prav.g_01891
OG0000463	Syam.g_00280	Prav.g_01892
OG0000464	Syam.g_00279	Prav.g_01893
OG0000465	Syam.g_00277	Prav.g_01894
OG0000466	Syam.g_00273	Prav.g_01897
OG0000467	Syam.g_00271	Prav.g_01898
OG0000468	Syam.g_00266	Prav.g_01900
OG0000469	Syam.g_00253	Prav.g_01909
OG0000470	Syam.g_00251	Prav.g_01911
OG0000471	Syam.g_00250	Prav.g_01912
OG0000472	Syam.g_00248	Prav.g_01913
OG0000473	Syam.g_00246	Prav.g_01915
OG0000474	Syam.g_00245	Prav.g_01916
OG0000475	Syam.g_00244	Prav.g_01917
OG0000476	Syam.g_00242	Prav.g_01918
OG0000477	Syam.g_00236	Prav.g_01921
OG0000478	Syam.g_00235	Prav.g_01922
OG0000479	Syam.g_00234	Prav.g_01923
OG0000480	Syam.g_00227	Prav.g_01928
OG0000481	Syam.g_00225	Prav.g_01930
OG0000482	Syam.g_00224	Prav.g_01931
OG0000483	Syam.g_00220	Prav.g_01934
OG0000484	Syam.g_00219	Prav.g_01935
OG0000485	Syam.g_00218	Prav.g_01936
OG0000486	Syam.g_00217	Prav.g_01937
OG0000487	Syam.g_00211	Prav.g_01941
OG0000488	Syam.g_00207	Prav.g_01944
OG0000489	Syam.g_00197	Prav.g_01949
OG0000490	Syam.g_00189	Prav.g_01954
OG0000491	Syam.g_00187	Prav.g_01955
OG0000492	Syam.g_00185	Prav.g_01957
OG0000493	Syam.g_00184	Prav.g_01958
OG0000494	Syam.g_00183	Prav.g_01959
OG0000495	Syam.g_00182	Prav.g_01960
OG0000496	Syam.g_00181	Prav.g_01961
OG0000497	Syam.g_00180	Prav.g_01962
OG0000498	Syam.g_00179	Prav.g_01963
OG0000499	Syam.g_00178	Prav.g_01964
OG0000500	Syam.g_00177	Prav.g_01965
OG0000501	Syam.g_00174	Prav.g_01967
OG0000502	Syam.g_00165	Prav.g_01970
OG0000503	Syam.g_00457	Prav.g_01980
OG0000504	Syam.g_00459	Prav.g_01981
OG0000505	Syam.g_00460	Prav.g_01982
OG0000506	Syam.g_00462	Prav.g_01984
OG0000507	Syam.g_00468	Prav.g_01987
OG0000508	Syam.g_00472	Prav.g_01991
OG0000509	Syam.g_00474	Prav.g_01993
OG0000510	Syam.g_00475	Prav.g_01994
OG0000511	Syam.g_00476	Prav.g_01995
OG0000512	Syam.g_00478	Prav.g_01997
OG0000513	Syam.g_00493	Prav.g_00977
OG0000514	Syam.g_00499	Prav.g_01030
OG0000515	Syam.g_00500	Prav.g_01031
OG0000516	Syam.g_01862	Prav.g_01032
OG0000517	Syam.g_01868	Prav.g_01034
OG0000518	Syam.g_01851	Prav.g_01045
OG0000519	Syam.g_01850	Prav.g_01046
OG0000520	Syam.g_01849	Prav.g_01047
OG0000521	Syam.g_01696	Prav.g_01052
OG0000522	Syam.g_01694	Prav.g_01053
OG0000523	Syam.g_01693	Prav.g_01054
OG0000524	Syam.g_01681	Prav.g_01059
OG0000525	Syam.g_01677	Prav.g_01062
OG0000526	Syam.g_01674	Prav.g_01063
OG0000527	Syam.g_01670	Prav.g_01071
OG0000528	Syam.g_00580	Prav.g_01076
OG0000529	Syam.g_00584	Prav.g_01079
OG0000530	Syam.g_00587	Prav.g_01082
OG0000531	Syam.g_00588	Prav.g_01083
OG0000532	Syam.g_00591	Prav.g_01085
OG0000533	Syam.g_00592	Prav.g_01086
OG0000534	Syam.g_00593	Prav.g_01087
OG0000535	Syam.g_00594	Prav.g_01088
OG0000536	Syam.g_00595	Prav.g_01089
OG0000537	Syam.g_00596	Prav.g_01090
OG0000538	Syam.g_00607	Prav.g_01098
OG0000539	Syam.g_00608	Prav.g_01099
OG0000540	Syam.g_00609	Prav.g_01100
OG0000541	Syam.g_00610	Prav.g_01101
OG0000542	Syam.g_00613	Prav.g_01103
OG0000543	Syam.g_00615	Prav.g_01105
OG0000544	Syam.g_00616	Prav.g_01106
OG0000545	Syam.g_00618	Prav.g_01108
OG0000546	Syam.g_00620	Prav.g_01111
OG0000547	Syam.g_00622	Prav.g_01113
OG0000548	Syam.g_00623	Prav.g_01114
OG0000549	Syam.g_00630	Prav.g_01116
OG0000550	Syam.g_00635	Prav.g_01121
OG0000551	Syam.g_00640	Prav.g_01125
OG0000552	Syam.g_00641	Prav.g_01126
OG0000553	Syam.g_00643	Prav.g_01127
OG0000554	Syam.g_00652	Prav.g_01132
OG0000555	Syam.g_00667	Prav.g_01140
OG0000556	Syam.g_00670	Prav.g_01142
OG0000557	Syam.g_00672	Prav.g_01143
OG0000558	Syam.g_00675	Prav.g_01145
OG0000559	Syam.g_00679	Prav.g_01149
OG0000560	Syam.g_00682	Prav.g_01152
OG0000561	Syam.g_00683	Prav.g_01153
OG0000562	Syam.g_00684	Prav.g_01154
OG0000563	Syam.g_00685	Prav.g_01155
OG0000564	Syam.g_00686	Prav.g_01156
OG0000565	Syam.g_00690	Prav.g_01159
OG0000566	Syam.g_00694	Prav.g_01161
OG0000567	Syam.g_00698	Prav.g_01165
OG0000568	Syam.g_01751	Prav.g_01166
OG0000569	Syam.g_01750	Prav.g_01167
OG0000570	Syam.g_01749	Prav.g_01168
OG0000571	Syam.g_01745	Prav.g_01170
OG0000572	Syam.g_01729	Prav.g_01183
OG0000573	Syam.g_01721	Prav.g_01188
OG0000574	Syam.g_01720	Prav.g_01189
OG0000575	Syam.g_01716	Prav.g_01193
OG0000576	Syam.g_01714	Prav.g_01195
OG0000577	Syam.g_01713	Prav.g_01196
OG0000578	Syam.g_01712	Prav.g_01197
OG0000579	Syam.g_01711	Prav.g_01198
OG0000580	Syam.g_01710	Prav.g_01199
OG0000581	Syam.g_01704	Prav.g_01201
OG0000582	Syam.g_01513	Prav.g_01204
OG0000583	Syam.g_01512	Prav.g_01205
OG0000584	Syam.g_01511	Prav.g_01206
OG0000585	Syam.g_01509	Prav.g_01208
OG0000586	Syam.g_01508	Prav.g_01209
