Orthogroup	Syam	Syad
OG0000052	Syam.g_00161	Syad.g_00434
OG0000053	Syam.g_01636	Syad.g_02302
OG0000054	Syam.g_01515	Syad.g_02209
OG0000055	Syam.g_00754	Syad.g_01255
OG0000057	Syam.g_00784	Syad.g_01301
OG0000058	Syam.g_00169	Syad.g_00452
OG0000059	Syam.g_00320	Syad.g_00642
OG0000060	Syam.g_00902	Syad.g_01508
OG0000061	Syam.g_01795	Syad.g_01152
OG0000062	Syam.g_01972	Syad.g_02598
OG0000063	Syam.g_00039	Syad.g_00202
OG0000064	Syam.g_02363	Syad.g_00081, Syad.g_02125
OG0000065	Syam.g_02121	Syad.g_02801
OG0000066	Syam.g_00552, Syam.g_00662	Syad.g_00992
OG0000067	Syam.g_01290	Syad.g_01889
OG0000068	Syam.g_00575	Syad.g_00891
OG0000070	Syam.g_01847	Syad.g_02424
OG0000071	Syam.g_01830	Syad.g_02405
OG0000072	Syam.g_02219	Syad.g_02905
OG0000073	Syam.g_00604	Syad.g_00926
OG0000075	Syam.g_00148	Syad.g_00416
OG0000076	Syam.g_00115	Syad.g_00348
OG0000077	Syam.g_02074	Syad.g_02741
OG0000078	Syam.g_00514	Syad.g_00824
OG0000079	Syam.g_00270	Syad.g_00565
OG0000081	Syam.g_00520	Syad.g_00833
OG0000082	Syam.g_01730	Syad.g_01063
OG0000084	Syam.g_00441	Syad.g_02272
OG0000085	Syam.g_01979	Syad.g_02612
OG0000086	Syam.g_02092	Syad.g_02770
OG0000087	Syam.g_02175	Syad.g_02860
OG0000088	Syam.g_02213	Syad.g_02899
OG0000089	Syam.g_00489	Syad.g_00785
OG0000090	Syam.g_00651	Syad.g_00977
OG0000091	Syam.g_01460	Syad.g_02144
OG0000093	Syam.g_01305	Syad.g_01905
OG0000094	Syam.g_01198	Syad.g_01676
OG0000095	Syam.g_00774	Syad.g_01290
OG0000097	Syam.g_00874	Syad.g_01458
OG0000098	Syam.g_00944	Syad.g_00625
OG0000099	Syam.g_00173	Syad.g_00460
OG0000100	Syam.g_01259	Syad.g_01846
OG0000101	Syam.g_00371	Syad.g_00694
OG0000102	Syam.g_00110	Syad.g_00343
OG0000103	Syam.g_02428	Syad.g_00143
OG0000104	Syam.g_02442	Syad.g_00158
OG0000105	Syam.g_00238	Syad.g_00530
OG0000106	Syam.g_01039	Syad.g_01993
OG0000107	Syam.g_00288	Syad.g_00590
OG0000108	Syam.g_00583	Syad.g_00904
OG0000109	Syam.g_00598	Syad.g_00919
OG0000110	Syam.g_01743	Syad.g_01048
OG0000111	Syam.g_00783	Syad.g_01300
OG0000112	Syam.g_01115	Syad.g_01766
OG0000113	Syam.g_01264	Syad.g_01851
OG0000114	Syam.g_01349	Syad.g_01617
OG0000115	Syam.g_01634	Syad.g_02300
OG0000116	Syam.g_01807	Syad.g_01123
OG0000117	Syam.g_00904	Syad.g_01510
OG0000118	Syam.g_01698	Syad.g_01104
OG0000120	Syam.g_00172	Syad.g_00459
OG0000121	Syam.g_01615	Syad.g_02280
OG0000122	Syam.g_01436	Syad.g_02122
OG0000123	Syam.g_00379	Syad.g_00701
OG0000124	Syam.g_00096	Syad.g_00320
OG0000125	Syam.g_02319	Syad.g_03040
OG0000126	Syam.g_02440	Syad.g_00156
OG0000127	Syam.g_02032	Syad.g_02710, Syad.g_00058, Syad.g_00383
OG0000128	Syam.g_00012	Syad.g_00174
OG0000129	Syam.g_02307	Syad.g_03028
OG0000130	Syam.g_02062	Syad.g_02728
OG0000131	Syam.g_02191	Syad.g_02876
OG0000132	Syam.g_02211	Syad.g_02897
OG0000133	Syam.g_01120	Syad.g_01761
OG0000134	Syam.g_00492	Syad.g_00788
OG0000135	Syam.g_02347	Syad.g_00063
OG0000136	Syam.g_01857	Syad.g_02445
OG0000137	Syam.g_01668	Syad.g_02353
OG0000138	Syam.g_00599	Syad.g_00920
OG0000139	Syam.g_00657	Syad.g_00983
OG0000140	Syam.g_00659	Syad.g_00987
OG0000141	Syam.g_01514	Syad.g_02208
OG0000142	Syam.g_01468	Syad.g_02152
OG0000143	Syam.g_01464	Syad.g_02148
OG0000144	Syam.g_01032	Syad.g_02024
OG0000145	Syam.g_00605	Syad.g_00927
OG0000146	Syam.g_01114	Syad.g_01767
OG0000147	Syam.g_01113	Syad.g_01768
OG0000148	Syam.g_01270	Syad.g_01861
OG0000149	Syam.g_00725	Syad.g_01221
OG0000150	Syam.g_00660	Syad.g_02207, Syad.g_00989
OG0000151	Syam.g_01338	Syad.g_01956
OG0000152	Syam.g_01124	Syad.g_01757
OG0000153	Syam.g_01160	Syad.g_01713
OG0000154	Syam.g_01187	Syad.g_01686
OG0000155	Syam.g_01763	Syad.g_01189
OG0000156	Syam.g_01814	Syad.g_01116
OG0000157	Syam.g_01815	Syad.g_01115
OG0000158	Syam.g_00139	Syad.g_00374
OG0000160	Syam.g_01614	Syad.g_02279
OG0000161	Syam.g_01620	Syad.g_02287
OG0000162	Syam.g_01627	Syad.g_02293
OG0000163	Syam.g_01927	Syad.g_02542
OG0000164	Syam.g_02023	Syad.g_02659
OG0000165	Syam.g_01879, Syam.g_01878	Syad.g_02476
OG0000166	Syam.g_00330	Syad.g_00654
OG0000167	Syam.g_00151	Syad.g_00419
OG0000168	Syam.g_00138	Syad.g_00371
OG0000169	Syam.g_00127	Syad.g_00360
OG0000170	Syam.g_00120	Syad.g_00353
OG0000171	Syam.g_00097	Syad.g_00321
OG0000172	Syam.g_00075	Syad.g_00244
OG0000173	Syam.g_00057	Syad.g_00220
OG0000174	Syam.g_02349	Syad.g_00065
OG0000175	Syam.g_02417	Syad.g_00129
OG0000176	Syam.g_00004	Syad.g_00166
OG0000177	Syam.g_00005	Syad.g_00167
OG0000178	Syam.g_00006	Syad.g_00168
OG0000179	Syam.g_00021	Syad.g_00183
OG0000180	Syam.g_00022	Syad.g_00184
OG0000181	Syam.g_00023	Syad.g_00185
OG0000182	Syam.g_00024	Syad.g_00186
OG0000183	Syam.g_00028	Syad.g_00190
OG0000184	Syam.g_02298	Syad.g_03018
OG0000185	Syam.g_02295	Syad.g_03006
OG0000186	Syam.g_02058	Syad.g_02722
OG0000187	Syam.g_02059	Syad.g_02724
OG0000188	Syam.g_02081	Syad.g_02759
OG0000189	Syam.g_02108	Syad.g_02788
OG0000190	Syam.g_02110	Syad.g_02790
OG0000191	Syam.g_02142	Syad.g_02824
OG0000192	Syam.g_02148	Syad.g_02834
OG0000193	Syam.g_02192	Syad.g_02877
OG0000194	Syam.g_02195	Syad.g_02880
OG0000195	Syam.g_02197	Syad.g_02884
OG0000196	Syam.g_02208	Syad.g_02894
OG0000197	Syam.g_02209	Syad.g_02895
OG0000198	Syam.g_02210	Syad.g_02896
OG0000199	Syam.g_02218	Syad.g_02904
OG0000200	Syam.g_02234	Syad.g_02921
OG0000201	Syam.g_02248	Syad.g_02937
OG0000202	Syam.g_02249	Syad.g_02938
OG0000203	Syam.g_02250	Syad.g_02939
OG0000204	Syam.g_02251	Syad.g_02940
OG0000205	Syam.g_02258	Syad.g_02948
OG0000206	Syam.g_02264	Syad.g_02955
OG0000207	Syam.g_02266	Syad.g_02957
OG0000208	Syam.g_02267	Syad.g_02958
OG0000209	Syam.g_02278	Syad.g_02981
OG0000210	Syam.g_02279	Syad.g_02982
OG0000211	Syam.g_00504	Syad.g_00813
OG0000212	Syam.g_00515	Syad.g_00825
OG0000213	Syam.g_00263	Syad.g_00556
OG0000214	Syam.g_00247	Syad.g_00538
OG0000215	Syam.g_00216	Syad.g_00508
OG0000216	Syam.g_00212	Syad.g_00504
OG0000217	Syam.g_00208	Syad.g_00500
OG0000218	Syam.g_00206	Syad.g_00498
OG0000219	Syam.g_00205	Syad.g_00497
OG0000220	Syam.g_00204	Syad.g_00496
OG0000221	Syam.g_00198	Syad.g_00488
OG0000222	Syam.g_00186	Syad.g_00473
OG0000223	Syam.g_00168	Syad.g_00451
OG0000224	Syam.g_00164	Syad.g_00444
OG0000225	Syam.g_00473	Syad.g_00777
OG0000226	Syam.g_00477	Syad.g_00781
OG0000227	Syam.g_00479	Syad.g_00783
OG0000228	Syam.g_00488	Syad.g_00784
OG0000229	Syam.g_01867	Syad.g_02450
OG0000230	Syam.g_01865	Syad.g_02448
OG0000231	Syam.g_01848	Syad.g_02436
OG0000232	Syam.g_01692	Syad.g_02392
OG0000233	Syam.g_01678	Syad.g_02382
OG0000234	Syam.g_01667	Syad.g_02351
OG0000235	Syam.g_00582	Syad.g_00903
OG0000236	Syam.g_00597	Syad.g_00918
OG0000237	Syam.g_00614	Syad.g_00936
OG0000238	Syam.g_00619	Syad.g_00941
OG0000239	Syam.g_00637	Syad.g_00957
OG0000240	Syam.g_00638	Syad.g_00958
OG0000241	Syam.g_01477	Syad.g_02160
OG0000242	Syam.g_00649	Syad.g_00975
OG0000243	Syam.g_00668	Syad.g_01000
OG0000244	Syam.g_00674	Syad.g_01012
OG0000245	Syam.g_00676	Syad.g_01014
OG0000246	Syam.g_00680	Syad.g_01017
OG0000247	Syam.g_00692	Syad.g_01029
OG0000248	Syam.g_00695	Syad.g_01032
OG0000249	Syam.g_00697	Syad.g_01034
OG0000250	Syam.g_01747	Syad.g_01044
OG0000251	Syam.g_01722	Syad.g_01071
OG0000252	Syam.g_01719	Syad.g_01078
OG0000253	Syam.g_01718	Syad.g_01081
OG0000254	Syam.g_01510	Syad.g_02203
OG0000255	Syam.g_01500	Syad.g_02185
OG0000256	Syam.g_01484	Syad.g_02167
OG0000257	Syam.g_01478	Syad.g_02161
OG0000258	Syam.g_01459	Syad.g_02143
OG0000259	Syam.g_01378	Syad.g_01576
OG0000260	Syam.g_01375	Syad.g_01587
OG0000261	Syam.g_01372	Syad.g_01590
OG0000262	Syam.g_01367	Syad.g_01595
OG0000263	Syam.g_00885	Syad.g_01475
OG0000264	Syam.g_00805	Syad.g_01360
OG0000266	Syam.g_01234	Syad.g_01804
OG0000267	Syam.g_01071	Syad.g_01645
OG0000268	Syam.g_01072	Syad.g_01646
OG0000269	Syam.g_01295	Syad.g_01894
OG0000270	Syam.g_01292	Syad.g_01891
OG0000271	Syam.g_01284	Syad.g_01883
OG0000272	Syam.g_01283	Syad.g_01882
OG0000273	Syam.g_00745	Syad.g_01247
OG0000274	Syam.g_00744	Syad.g_01246
OG0000275	Syam.g_00741	Syad.g_01242
OG0000276	Syam.g_00733	Syad.g_01229
OG0000277	Syam.g_00732	Syad.g_01228
OG0000278	Syam.g_00729	Syad.g_01225
OG0000279	Syam.g_00721	Syad.g_01208
OG0000280	Syam.g_00701	Syad.g_01198
OG0000281	Syam.g_00943	Syad.g_00624
OG0000282	Syam.g_01347	Syad.g_01619
OG0000283	Syam.g_01087	Syad.g_01661
OG0000284	Syam.g_01093	Syad.g_01787
OG0000285	Syam.g_01105	Syad.g_01776
OG0000286	Syam.g_01123	Syad.g_01758
OG0000287	Syam.g_01153	Syad.g_01720
OG0000288	Syam.g_01186	Syad.g_01687
OG0000289	Syam.g_01201	Syad.g_01672
OG0000290	Syam.g_00771	Syad.g_01287
OG0000291	Syam.g_00773	Syad.g_01289
OG0000292	Syam.g_02439	Syad.g_00155
OG0000293	Syam.g_01806	Syad.g_01124
OG0000294	Syam.g_01805	Syad.g_01125
OG0000295	Syam.g_01771	Syad.g_01181
OG0000296	Syam.g_01769	Syad.g_01183
OG0000297	Syam.g_00906	Syad.g_01512
OG0000298	Syam.g_00905	Syad.g_01511
OG0000299	Syam.g_00878	Syad.g_01462
OG0000300	Syam.g_00871	Syad.g_01455
OG0000301	Syam.g_00870	Syad.g_01454
OG0000302	Syam.g_00868	Syad.g_01453
OG0000303	Syam.g_00859	Syad.g_01442
OG0000304	Syam.g_00853	Syad.g_01436
OG0000305	Syam.g_00776	Syad.g_01292
OG0000306	Syam.g_01757	Syad.g_01989
OG0000307	Syam.g_00566	Syad.g_00883
OG0000308	Syam.g_00564	Syad.g_00881
OG0000309	Syam.g_00559	Syad.g_00876
OG0000310	Syam.g_01591	Syad.g_02250
OG0000311	Syam.g_01595	Syad.g_02254
OG0000312	Syam.g_01601	Syad.g_02265
OG0000313	Syam.g_01617	Syad.g_02284
OG0000314	Syam.g_01647	Syad.g_02313
OG0000315	Syam.g_01658	Syad.g_02323
OG0000316	Syam.g_01945	Syad.g_02564
OG0000317	Syam.g_01987	Syad.g_02620
OG0000318	Syam.g_01991	Syad.g_02624
OG0000319	Syam.g_02006	Syad.g_02642
OG0000320	Syam.g_02008	Syad.g_02644
OG0000321	Syam.g_02009	Syad.g_02645
OG0000322	Syam.g_02010	Syad.g_02646
OG0000323	Syam.g_02025	Syad.g_02661
OG0000324	Syam.g_01906	Syad.g_02505
OG0000325	Syam.g_00289	Syad.g_00591
OG0000326	Syam.g_00296	Syad.g_00598
OG0000327	Syam.g_00325	Syad.g_00649
OG0000328	Syam.g_00326	Syad.g_00650
OG0000329	Syam.g_00344	Syad.g_00668
OG0000330	Syam.g_00345	Syad.g_00669
OG0000331	Syam.g_00346	Syad.g_00670
OG0000332	Syam.g_00361	Syad.g_00685
OG0000333	Syam.g_00364	Syad.g_00688
OG0000334	Syam.g_00375	Syad.g_00697
OG0000335	Syam.g_00380	Syad.g_00702
OG0000336	Syam.g_00384	Syad.g_00706
OG0000337	Syam.g_00155	Syad.g_00425, Syad.g_00427
OG0000338	Syam.g_00153	Syad.g_00421
OG0000339	Syam.g_00147	Syad.g_00414
OG0000340	Syam.g_00137	Syad.g_00370
OG0000341	Syam.g_00135	Syad.g_00368
OG0000342	Syam.g_00134	Syad.g_00367
OG0000343	Syam.g_00133	Syad.g_00366
OG0000344	Syam.g_00129	Syad.g_00362
OG0000345	Syam.g_00119	Syad.g_00352
OG0000346	Syam.g_00114	Syad.g_00347
OG0000347	Syam.g_00083	Syad.g_00318
OG0000348	Syam.g_00068	Syad.g_00233
OG0000349	Syam.g_00050	Syad.g_00213
OG0000350	Syam.g_00303	Syad.g_00605
OG0000351	Syam.g_02420	Syad.g_00134
OG0000352	Syam.g_02421	Syad.g_00135
OG0000353	Syam.g_02445	Syad.g_00161
OG0000354	Syam.g_00626, Syam.g_00625	Syad.g_00947
OG0000355	Syam.g_00001	Syad.g_00163
OG0000356	Syam.g_00002	Syad.g_00164
OG0000357	Syam.g_00003	Syad.g_00165
OG0000358	Syam.g_00007	Syad.g_00169
OG0000359	Syam.g_00009	Syad.g_00171
OG0000360	Syam.g_00010	Syad.g_00172
OG0000361	Syam.g_00011	Syad.g_00173
OG0000362	Syam.g_00013	Syad.g_00175
OG0000363	Syam.g_00015	Syad.g_00177
OG0000364	Syam.g_00016	Syad.g_00178
OG0000365	Syam.g_00025	Syad.g_00187
OG0000366	Syam.g_00026	Syad.g_00188
OG0000367	Syam.g_00027	Syad.g_00189
OG0000368	Syam.g_00029	Syad.g_00191
OG0000369	Syam.g_00030	Syad.g_00192
OG0000370	Syam.g_00031	Syad.g_00193
OG0000371	Syam.g_00038	Syad.g_00201
OG0000372	Syam.g_00043	Syad.g_00206
OG0000373	Syam.g_00044	Syad.g_00207
OG0000374	Syam.g_00045	Syad.g_00208
OG0000375	Syam.g_00046	Syad.g_00209
OG0000376	Syam.g_00048	Syad.g_00211
OG0000377	Syam.g_02306	Syad.g_03027
OG0000378	Syam.g_02297	Syad.g_03012
OG0000379	Syam.g_02294	Syad.g_03005
OG0000380	Syam.g_02060	Syad.g_02725
OG0000381	Syam.g_02063	Syad.g_02729
OG0000382	Syam.g_02080	Syad.g_02758
OG0000383	Syam.g_02083	Syad.g_02761
OG0000384	Syam.g_02084	Syad.g_02762
OG0000385	Syam.g_02085	Syad.g_02763
OG0000386	Syam.g_02086	Syad.g_02764
OG0000387	Syam.g_02112	Syad.g_02792
OG0000388	Syam.g_02116	Syad.g_02796
OG0000389	Syam.g_02120	Syad.g_02800
OG0000390	Syam.g_02136	Syad.g_02818
OG0000391	Syam.g_02141	Syad.g_02823
OG0000392	Syam.g_02147	Syad.g_02833
OG0000393	Syam.g_02149	Syad.g_02837
OG0000394	Syam.g_02150	Syad.g_02838
OG0000395	Syam.g_02151	Syad.g_02839
OG0000396	Syam.g_02153	Syad.g_02843
OG0000397	Syam.g_02160	Syad.g_02845
OG0000398	Syam.g_02165	Syad.g_02850
OG0000399	Syam.g_02166	Syad.g_02851
OG0000400	Syam.g_02167	Syad.g_02852
OG0000401	Syam.g_02168	Syad.g_02853
OG0000402	Syam.g_02171	Syad.g_02855
OG0000403	Syam.g_02172	Syad.g_02856
OG0000404	Syam.g_02173	Syad.g_02858
OG0000405	Syam.g_02189	Syad.g_02874
OG0000406	Syam.g_02193	Syad.g_02878
OG0000407	Syam.g_02194	Syad.g_02879
OG0000408	Syam.g_02196	Syad.g_02883
OG0000409	Syam.g_02198	Syad.g_02885
OG0000410	Syam.g_02199	Syad.g_02886
OG0000411	Syam.g_02200	Syad.g_02887
OG0000412	Syam.g_02201	Syad.g_02888
OG0000413	Syam.g_02203	Syad.g_02890
OG0000415	Syam.g_02205	Syad.g_02891
OG0000416	Syam.g_02206	Syad.g_02892
OG0000417	Syam.g_02207	Syad.g_02893
OG0000418	Syam.g_02212	Syad.g_02898
OG0000419	Syam.g_02214	Syad.g_02900
OG0000420	Syam.g_02216	Syad.g_02902
OG0000421	Syam.g_02221	Syad.g_02907
OG0000422	Syam.g_02222	Syad.g_02908
OG0000423	Syam.g_02223	Syad.g_02909
OG0000424	Syam.g_02224	Syad.g_02910
OG0000425	Syam.g_02225	Syad.g_02911
OG0000426	Syam.g_02226	Syad.g_02912
OG0000427	Syam.g_02227	Syad.g_02913
OG0000428	Syam.g_02230	Syad.g_02916
OG0000429	Syam.g_02232	Syad.g_02918
OG0000430	Syam.g_02233	Syad.g_02920
OG0000431	Syam.g_02237	Syad.g_02923
OG0000432	Syam.g_02243	Syad.g_02930
OG0000433	Syam.g_02244	Syad.g_02933
OG0000434	Syam.g_02245	Syad.g_02934
OG0000435	Syam.g_02246	Syad.g_02936
OG0000436	Syam.g_02252	Syad.g_02942
OG0000437	Syam.g_02253	Syad.g_02943
OG0000438	Syam.g_02254	Syad.g_02944
OG0000439	Syam.g_02256	Syad.g_02946
OG0000440	Syam.g_02257	Syad.g_02947
OG0000441	Syam.g_02261	Syad.g_02951
OG0000442	Syam.g_02262	Syad.g_02952
OG0000443	Syam.g_02263	Syad.g_02953
OG0000444	Syam.g_02268	Syad.g_02964
OG0000445	Syam.g_02269	Syad.g_02965
OG0000446	Syam.g_02270	Syad.g_02967
OG0000447	Syam.g_02272	Syad.g_02970
OG0000448	Syam.g_02273	Syad.g_02971
OG0000449	Syam.g_02274	Syad.g_02972
OG0000450	Syam.g_02275	Syad.g_02978
OG0000451	Syam.g_02276	Syad.g_02979
OG0000452	Syam.g_02280	Syad.g_02983
OG0000453	Syam.g_02281	Syad.g_02984
OG0000454	Syam.g_02282	Syad.g_02985
OG0000455	Syam.g_02283	Syad.g_02986
OG0000456	Syam.g_02284	Syad.g_02987
OG0000457	Syam.g_02286	Syad.g_02989
OG0000458	Syam.g_02287	Syad.g_02998
OG0000459	Syam.g_02288	Syad.g_02999
OG0000460	Syam.g_00506	Syad.g_00815
OG0000461	Syam.g_00284	Syad.g_00579
OG0000462	Syam.g_00281	Syad.g_00576
OG0000463	Syam.g_00280	Syad.g_00575
OG0000464	Syam.g_00279	Syad.g_00574
OG0000465	Syam.g_00277	Syad.g_00573
OG0000466	Syam.g_00273	Syad.g_00568
OG0000467	Syam.g_00271	Syad.g_00566
OG0000468	Syam.g_00266	Syad.g_00561
OG0000469	Syam.g_00253	Syad.g_00545
OG0000470	Syam.g_00251	Syad.g_00542
OG0000471	Syam.g_00250	Syad.g_00541
OG0000472	Syam.g_00248	Syad.g_00539
OG0000473	Syam.g_00246	Syad.g_00537
OG0000474	Syam.g_00245	Syad.g_00536
OG0000475	Syam.g_00244	Syad.g_00535
OG0000476	Syam.g_00242	Syad.g_00533
OG0000477	Syam.g_00236	Syad.g_00528
OG0000478	Syam.g_00235	Syad.g_00527
OG0000479	Syam.g_00234	Syad.g_00526
OG0000480	Syam.g_00227	Syad.g_00520
OG0000481	Syam.g_00225	Syad.g_00518
OG0000482	Syam.g_00224	Syad.g_00517
OG0000483	Syam.g_00220	Syad.g_00513
OG0000484	Syam.g_00219	Syad.g_00512
OG0000485	Syam.g_00218	Syad.g_00511
OG0000486	Syam.g_00217	Syad.g_00510
OG0000487	Syam.g_00211	Syad.g_00503
OG0000488	Syam.g_00207	Syad.g_00499
OG0000489	Syam.g_00197	Syad.g_00487
OG0000490	Syam.g_00189	Syad.g_00475
OG0000491	Syam.g_00187	Syad.g_00474
OG0000492	Syam.g_00185	Syad.g_00472
OG0000493	Syam.g_00184	Syad.g_00471
OG0000494	Syam.g_00183	Syad.g_00470
OG0000495	Syam.g_00182	Syad.g_00469
OG0000496	Syam.g_00181	Syad.g_00468
OG0000497	Syam.g_00180	Syad.g_00467
OG0000498	Syam.g_00179	Syad.g_00466
OG0000499	Syam.g_00178	Syad.g_00465
OG0000500	Syam.g_00177	Syad.g_00464
OG0000501	Syam.g_00174	Syad.g_00461
OG0000502	Syam.g_00165	Syad.g_00449
OG0000503	Syam.g_00457	Syad.g_00761
OG0000504	Syam.g_00459	Syad.g_00763
OG0000505	Syam.g_00460	Syad.g_00764
OG0000506	Syam.g_00462	Syad.g_00766
OG0000507	Syam.g_00468	Syad.g_00772
OG0000508	Syam.g_00472	Syad.g_00776
OG0000509	Syam.g_00474	Syad.g_00778
OG0000510	Syam.g_00475	Syad.g_00779
OG0000511	Syam.g_00476	Syad.g_00780
OG0000512	Syam.g_00478	Syad.g_00782
OG0000513	Syam.g_00493	Syad.g_00789
OG0000514	Syam.g_00499	Syad.g_00795
OG0000515	Syam.g_00500	Syad.g_00796
OG0000516	Syam.g_01862	Syad.g_02456
OG0000517	Syam.g_01868	Syad.g_02451
OG0000518	Syam.g_01851	Syad.g_02439
OG0000519	Syam.g_01850	Syad.g_02438
OG0000520	Syam.g_01849	Syad.g_02437
OG0000521	Syam.g_01696	Syad.g_01108
OG0000522	Syam.g_01694	Syad.g_01109
OG0000523	Syam.g_01693	Syad.g_01110
OG0000524	Syam.g_01681	Syad.g_02386
OG0000525	Syam.g_01677	Syad.g_02363
OG0000526	Syam.g_01674	Syad.g_02360
OG0000527	Syam.g_01670	Syad.g_02355
OG0000528	Syam.g_00580	Syad.g_00897
OG0000529	Syam.g_00584	Syad.g_00905
OG0000530	Syam.g_00587	Syad.g_00908
OG0000531	Syam.g_00588	Syad.g_00909
OG0000532	Syam.g_00591	Syad.g_00912
OG0000533	Syam.g_00592	Syad.g_00913
OG0000534	Syam.g_00593	Syad.g_00914
OG0000535	Syam.g_00594	Syad.g_00915
OG0000536	Syam.g_00595	Syad.g_00916
OG0000537	Syam.g_00596	Syad.g_00917
OG0000538	Syam.g_00607	Syad.g_00929
OG0000539	Syam.g_00608	Syad.g_00930
OG0000540	Syam.g_00609	Syad.g_00931
OG0000541	Syam.g_00610	Syad.g_00932
OG0000542	Syam.g_00613	Syad.g_00935
OG0000543	Syam.g_00615	Syad.g_00937
OG0000544	Syam.g_00616	Syad.g_00938
OG0000545	Syam.g_00618	Syad.g_00940
OG0000546	Syam.g_00620	Syad.g_00942
OG0000547	Syam.g_00622	Syad.g_00944
OG0000548	Syam.g_00623	Syad.g_00945
OG0000549	Syam.g_00630	Syad.g_00952
OG0000550	Syam.g_00635	Syad.g_00956
OG0000551	Syam.g_00640	Syad.g_00960
OG0000552	Syam.g_00641	Syad.g_00961
OG0000553	Syam.g_00643	Syad.g_00965
OG0000554	Syam.g_00652	Syad.g_00978
OG0000555	Syam.g_00667	Syad.g_00999
OG0000556	Syam.g_00670	Syad.g_01003
OG0000557	Syam.g_00672	Syad.g_01011
OG0000558	Syam.g_00675	Syad.g_01013
OG0000559	Syam.g_00679	Syad.g_01016
OG0000560	Syam.g_00682	Syad.g_01019
OG0000561	Syam.g_00683	Syad.g_01020
OG0000562	Syam.g_00684	Syad.g_01021
OG0000563	Syam.g_00685	Syad.g_01022
OG0000564	Syam.g_00686	Syad.g_01023
OG0000565	Syam.g_00690	Syad.g_01027
OG0000566	Syam.g_00694	Syad.g_01031
OG0000567	Syam.g_00698	Syad.g_01035
OG0000568	Syam.g_01751	Syad.g_01040
OG0000569	Syam.g_01750	Syad.g_01041
OG0000570	Syam.g_01749	Syad.g_01042
OG0000571	Syam.g_01745	Syad.g_01046
OG0000572	Syam.g_01729	Syad.g_01064
OG0000573	Syam.g_01721	Syad.g_01072
