Orthogroup	Syam	Prbh
OG0000232	Syam.g_01692	Prbh.g_00370
OG0000233	Syam.g_01678	Prbh.g_00365
OG0000234	Syam.g_01667	Prbh.g_00355
OG0000235	Syam.g_00582	Prbh.g_00352
OG0000236	Syam.g_00597	Prbh.g_00338
OG0000237	Syam.g_00614	Prbh.g_00324
OG0000238	Syam.g_00619	Prbh.g_00318
OG0000239	Syam.g_00637	Prbh.g_00305
OG0000240	Syam.g_00638	Prbh.g_00304
OG0000241	Syam.g_01477	Prbh.g_00299
OG0000242	Syam.g_00649	Prbh.g_00297
OG0000243	Syam.g_00668	Prbh.g_00287
OG0000244	Syam.g_00674	Prbh.g_00284
OG0000245	Syam.g_00676	Prbh.g_00282
OG0000246	Syam.g_00680	Prbh.g_00278
OG0000247	Syam.g_00692	Prbh.g_00267
OG0000248	Syam.g_00695	Prbh.g_00264
OG0000249	Syam.g_00697	Prbh.g_00262
OG0000250	Syam.g_01747	Prbh.g_00257
OG0000251	Syam.g_01722	Prbh.g_00239
OG0000252	Syam.g_01719	Prbh.g_00236
OG0000253	Syam.g_01718	Prbh.g_00235
OG0000254	Syam.g_01510	Prbh.g_00218
OG0000255	Syam.g_01500	Prbh.g_00212
OG0000256	Syam.g_01484	Prbh.g_01455
OG0000257	Syam.g_01478	Prbh.g_01223
OG0000258	Syam.g_01459	Prbh.g_01210
OG0000259	Syam.g_01378	Prbh.g_01193
OG0000260	Syam.g_01375	Prbh.g_01190
OG0000261	Syam.g_01372	Prbh.g_01187
OG0000262	Syam.g_01367	Prbh.g_01182
OG0000263	Syam.g_00885	Prbh.g_00915
OG0000264	Syam.g_00805	Prbh.g_00926
OG0000265	Syam.g_01880	Prbh.g_00945
OG0000266	Syam.g_01234	Prbh.g_01163
OG0000267	Syam.g_01071	Prbh.g_01150
OG0000268	Syam.g_01072	Prbh.g_01149
OG0000269	Syam.g_01295	Prbh.g_00948
OG0000270	Syam.g_01292	Prbh.g_00951
OG0000271	Syam.g_01284	Prbh.g_00959
OG0000272	Syam.g_01283	Prbh.g_00960
OG0000273	Syam.g_00745	Prbh.g_00983
OG0000274	Syam.g_00744	Prbh.g_00984
OG0000275	Syam.g_00741	Prbh.g_00987
OG0000276	Syam.g_00733	Prbh.g_00993
OG0000277	Syam.g_00732	Prbh.g_00994
OG0000278	Syam.g_00729	Prbh.g_00997
OG0000279	Syam.g_00721	Prbh.g_01005
OG0000280	Syam.g_00701	Prbh.g_01006
OG0000281	Syam.g_00943	Prbh.g_01013
OG0000282	Syam.g_01347	Prbh.g_00880
OG0000283	Syam.g_01087	Prbh.g_01059
OG0000284	Syam.g_01093	Prbh.g_01064
OG0000285	Syam.g_01105	Prbh.g_01069
OG0000286	Syam.g_01123	Prbh.g_01085
OG0000287	Syam.g_01153	Prbh.g_01342
OG0000288	Syam.g_01186	Prbh.g_01120
OG0000289	Syam.g_01201	Prbh.g_01135
OG0000290	Syam.g_00771	Prbh.g_01034
OG0000291	Syam.g_00773	Prbh.g_01032
OG0000292	Syam.g_02439	Prbh.g_01328
OG0000293	Syam.g_01806	Prbh.g_01293
OG0000294	Syam.g_01805	Prbh.g_01292
OG0000295	Syam.g_01771	Prbh.g_01268
OG0000296	Syam.g_01769	Prbh.g_01266
OG0000297	Syam.g_00906	Prbh.g_01257
OG0000298	Syam.g_00905	Prbh.g_01256
OG0000299	Syam.g_00878	Prbh.g_01237
OG0000300	Syam.g_00871	Prbh.g_01234
OG0000301	Syam.g_00870	Prbh.g_01233
OG0000302	Syam.g_00868	Prbh.g_01231
OG0000303	Syam.g_00859	Prbh.g_01225
OG0000304	Syam.g_00853	Prbh.g_01450
OG0000305	Syam.g_00776	Prbh.g_01326
OG0000306	Syam.g_01757	Prbh.g_01017
OG0000307	Syam.g_00566	Prbh.g_00019
OG0000308	Syam.g_00564	Prbh.g_00020
OG0000309	Syam.g_00559	Prbh.g_00024
OG0000310	Syam.g_01591	Prbh.g_00082
OG0000311	Syam.g_01595	Prbh.g_00084
OG0000312	Syam.g_01601	Prbh.g_00087
OG0000313	Syam.g_01617	Prbh.g_00103
OG0000314	Syam.g_01647	Prbh.g_00126
OG0000315	Syam.g_01658	Prbh.g_00136
OG0000316	Syam.g_01945	Prbh.g_00162
OG0000317	Syam.g_01987	Prbh.g_01785
OG0000318	Syam.g_01991	Prbh.g_01781
OG0000319	Syam.g_02006	Prbh.g_01768
OG0000320	Syam.g_02008	Prbh.g_01766
OG0000321	Syam.g_02009	Prbh.g_01765
OG0000322	Syam.g_02010	Prbh.g_01764
OG0000323	Syam.g_02025	Prbh.g_01755
OG0000324	Syam.g_01906	Prbh.g_01727
OG0000325	Syam.g_00289	Prbh.g_01717
OG0000326	Syam.g_00296	Prbh.g_01710
OG0000327	Syam.g_00325	Prbh.g_01686
OG0000328	Syam.g_00326	Prbh.g_01685
OG0000329	Syam.g_00344	Prbh.g_01668
OG0000330	Syam.g_00345	Prbh.g_01667
OG0000331	Syam.g_00346	Prbh.g_01666
OG0000332	Syam.g_00361	Prbh.g_01652
OG0000333	Syam.g_00364	Prbh.g_01650
OG0000334	Syam.g_00375	Prbh.g_01641
OG0000335	Syam.g_00380	Prbh.g_01636
OG0000336	Syam.g_00384	Prbh.g_01632
OG0000337	Syam.g_00155	Prbh.g_01613
OG0000338	Syam.g_00153	Prbh.g_01612
OG0000339	Syam.g_00147	Prbh.g_01606
OG0000340	Syam.g_00137	Prbh.g_01597
OG0000341	Syam.g_00135	Prbh.g_01595
OG0000342	Syam.g_00134	Prbh.g_01594
OG0000343	Syam.g_00133	Prbh.g_01593
OG0000344	Syam.g_00129	Prbh.g_01590
OG0000345	Syam.g_00119	Prbh.g_01584
OG0000346	Syam.g_00114	Prbh.g_01580
OG0000347	Syam.g_00083	Prbh.g_01563
OG0000348	Syam.g_00068	Prbh.g_01555
OG0000349	Syam.g_00050	Prbh.g_01537
OG0000350	Syam.g_00303	Prbh.g_01516
OG0000351	Syam.g_02420	Prbh.g_01497
OG0000352	Syam.g_02421	Prbh.g_01496
OG0000353	Syam.g_02445	Prbh.g_01477
OG0000355	Syam.g_00001	Prbh.g_01475
OG0000356	Syam.g_00002	Prbh.g_01474
OG0000357	Syam.g_00003	Prbh.g_01473
OG0000358	Syam.g_00007	Prbh.g_01469
OG0000359	Syam.g_00009	Prbh.g_01468
OG0000360	Syam.g_00010	Prbh.g_01467
OG0000361	Syam.g_00011	Prbh.g_01466
OG0000362	Syam.g_00013	Prbh.g_01952
OG0000363	Syam.g_00015	Prbh.g_00766
OG0000364	Syam.g_00016	Prbh.g_00765
OG0000365	Syam.g_00025	Prbh.g_00760
OG0000366	Syam.g_00026	Prbh.g_00759
OG0000367	Syam.g_00027	Prbh.g_00758
OG0000368	Syam.g_00029	Prbh.g_00756
OG0000369	Syam.g_00030	Prbh.g_00755
OG0000370	Syam.g_00031	Prbh.g_00754
OG0000371	Syam.g_00038	Prbh.g_00748
OG0000372	Syam.g_00043	Prbh.g_00746
OG0000373	Syam.g_00044	Prbh.g_00745
OG0000374	Syam.g_00045	Prbh.g_00744
OG0000375	Syam.g_00046	Prbh.g_00743
OG0000376	Syam.g_00048	Prbh.g_00741
OG0000377	Syam.g_02306	Prbh.g_00737
OG0000378	Syam.g_02297	Prbh.g_00733
OG0000379	Syam.g_02294	Prbh.g_00730
OG0000380	Syam.g_02060	Prbh.g_00717
OG0000381	Syam.g_02063	Prbh.g_00712
OG0000382	Syam.g_02080	Prbh.g_00702
OG0000383	Syam.g_02083	Prbh.g_00700
OG0000384	Syam.g_02084	Prbh.g_00699
OG0000385	Syam.g_02085	Prbh.g_00698
OG0000386	Syam.g_02086	Prbh.g_00697
OG0000387	Syam.g_02112	Prbh.g_00684
OG0000388	Syam.g_02116	Prbh.g_00680
OG0000389	Syam.g_02120	Prbh.g_00677
OG0000390	Syam.g_02136	Prbh.g_00668
OG0000391	Syam.g_02141	Prbh.g_00665
OG0000392	Syam.g_02147	Prbh.g_00661
OG0000393	Syam.g_02149	Prbh.g_00658
OG0000394	Syam.g_02150	Prbh.g_00657
OG0000395	Syam.g_02151	Prbh.g_00656
OG0000396	Syam.g_02153	Prbh.g_00654
OG0000397	Syam.g_02160	Prbh.g_00652
OG0000398	Syam.g_02165	Prbh.g_00649
OG0000399	Syam.g_02166	Prbh.g_00648
OG0000400	Syam.g_02167	Prbh.g_00647
OG0000401	Syam.g_02168	Prbh.g_00646
OG0000402	Syam.g_02171	Prbh.g_01144
OG0000403	Syam.g_02172	Prbh.g_00644
OG0000404	Syam.g_02173	Prbh.g_00643
OG0000405	Syam.g_02189	Prbh.g_00639
OG0000406	Syam.g_02193	Prbh.g_00635
OG0000407	Syam.g_02194	Prbh.g_00634
OG0000408	Syam.g_02196	Prbh.g_00632
OG0000409	Syam.g_02198	Prbh.g_00630
OG0000410	Syam.g_02199	Prbh.g_00629
OG0000411	Syam.g_02200	Prbh.g_00628
OG0000412	Syam.g_02201	Prbh.g_00627
OG0000413	Syam.g_02203	Prbh.g_00626
OG0000414	Syam.g_02204	Prbh.g_00625
OG0000415	Syam.g_02205	Prbh.g_00624
OG0000416	Syam.g_02206	Prbh.g_00623
OG0000417	Syam.g_02207	Prbh.g_00622
OG0000418	Syam.g_02212	Prbh.g_00617
OG0000419	Syam.g_02214	Prbh.g_00615
OG0000420	Syam.g_02216	Prbh.g_00614
OG0000421	Syam.g_02221	Prbh.g_00610
OG0000422	Syam.g_02222	Prbh.g_00609
OG0000423	Syam.g_02223	Prbh.g_00608
OG0000424	Syam.g_02224	Prbh.g_00607
OG0000425	Syam.g_02225	Prbh.g_00606
OG0000426	Syam.g_02226	Prbh.g_00605
OG0000427	Syam.g_02227	Prbh.g_00604
OG0000428	Syam.g_02230	Prbh.g_00602
OG0000429	Syam.g_02232	Prbh.g_00601
OG0000430	Syam.g_02233	Prbh.g_00600
OG0000431	Syam.g_02237	Prbh.g_00598
OG0000432	Syam.g_02243	Prbh.g_00594
OG0000433	Syam.g_02244	Prbh.g_00593
OG0000434	Syam.g_02245	Prbh.g_00592
OG0000435	Syam.g_02246	Prbh.g_00591
OG0000436	Syam.g_02252	Prbh.g_00586
OG0000437	Syam.g_02253	Prbh.g_00585
OG0000438	Syam.g_02254	Prbh.g_00584
OG0000439	Syam.g_02256	Prbh.g_00582
OG0000440	Syam.g_02257	Prbh.g_00581
OG0000441	Syam.g_02261	Prbh.g_00578
OG0000442	Syam.g_02262	Prbh.g_00577
OG0000443	Syam.g_02263	Prbh.g_00576
OG0000444	Syam.g_02268	Prbh.g_00571
OG0000445	Syam.g_02269	Prbh.g_00570
OG0000446	Syam.g_02270	Prbh.g_00569
OG0000447	Syam.g_02272	Prbh.g_00568
OG0000448	Syam.g_02273	Prbh.g_00567
OG0000449	Syam.g_02274	Prbh.g_00566
OG0000450	Syam.g_02275	Prbh.g_00565
OG0000451	Syam.g_02276	Prbh.g_00564
OG0000452	Syam.g_02280	Prbh.g_00561
OG0000453	Syam.g_02281	Prbh.g_00560
OG0000454	Syam.g_02282	Prbh.g_00559
OG0000455	Syam.g_02283	Prbh.g_00558
OG0000456	Syam.g_02284	Prbh.g_00557
OG0000457	Syam.g_02286	Prbh.g_00555
OG0000458	Syam.g_02287	Prbh.g_00554
OG0000459	Syam.g_02288	Prbh.g_00553
OG0000460	Syam.g_00506	Prbh.g_00545
OG0000461	Syam.g_00284	Prbh.g_00537
OG0000462	Syam.g_00281	Prbh.g_00535
OG0000463	Syam.g_00280	Prbh.g_00534
OG0000464	Syam.g_00279	Prbh.g_00533
OG0000465	Syam.g_00277	Prbh.g_00532
OG0000466	Syam.g_00273	Prbh.g_00529
OG0000467	Syam.g_00271	Prbh.g_00528
OG0000468	Syam.g_00266	Prbh.g_00525
OG0000469	Syam.g_00253	Prbh.g_00517
OG0000470	Syam.g_00251	Prbh.g_00515
OG0000471	Syam.g_00250	Prbh.g_00514
OG0000472	Syam.g_00248	Prbh.g_00513
OG0000473	Syam.g_00246	Prbh.g_00511
OG0000474	Syam.g_00245	Prbh.g_00510
OG0000475	Syam.g_00244	Prbh.g_00509
OG0000476	Syam.g_00242	Prbh.g_00507
OG0000477	Syam.g_00236	Prbh.g_00504
OG0000478	Syam.g_00235	Prbh.g_00503
OG0000479	Syam.g_00234	Prbh.g_00502
OG0000480	Syam.g_00227	Prbh.g_00497
OG0000481	Syam.g_00225	Prbh.g_00494
OG0000482	Syam.g_00224	Prbh.g_00493
OG0000483	Syam.g_00220	Prbh.g_00490
OG0000484	Syam.g_00219	Prbh.g_00489
OG0000485	Syam.g_00218	Prbh.g_00487
OG0000486	Syam.g_00217	Prbh.g_00486
OG0000487	Syam.g_00211	Prbh.g_00483
OG0000488	Syam.g_00207	Prbh.g_00480
OG0000489	Syam.g_00197	Prbh.g_00475
OG0000490	Syam.g_00189	Prbh.g_00471
OG0000491	Syam.g_00187	Prbh.g_00470
OG0000492	Syam.g_00185	Prbh.g_00468
OG0000493	Syam.g_00184	Prbh.g_00467
OG0000494	Syam.g_00183	Prbh.g_00466
OG0000495	Syam.g_00182	Prbh.g_00465
OG0000496	Syam.g_00181	Prbh.g_00464
OG0000497	Syam.g_00180	Prbh.g_00463
OG0000498	Syam.g_00179	Prbh.g_00462
OG0000499	Syam.g_00178	Prbh.g_00461
OG0000500	Syam.g_00177	Prbh.g_00460
OG0000501	Syam.g_00174	Prbh.g_00458
OG0000502	Syam.g_00165	Prbh.g_00455
OG0000503	Syam.g_00457	Prbh.g_00439
OG0000504	Syam.g_00459	Prbh.g_00437
OG0000505	Syam.g_00460	Prbh.g_00436
OG0000506	Syam.g_00462	Prbh.g_00435
OG0000507	Syam.g_00468	Prbh.g_00431
OG0000508	Syam.g_00472	Prbh.g_00427
OG0000509	Syam.g_00474	Prbh.g_00425
OG0000510	Syam.g_00475	Prbh.g_00424
OG0000511	Syam.g_00476	Prbh.g_00423
OG0000512	Syam.g_00478	Prbh.g_00421
OG0000513	Syam.g_00493	Prbh.g_00412
OG0000514	Syam.g_00499	Prbh.g_00401
OG0000515	Syam.g_00500	Prbh.g_00400
OG0000516	Syam.g_01862	Prbh.g_00399
OG0000517	Syam.g_01868	Prbh.g_00397
OG0000518	Syam.g_01851	Prbh.g_00386
OG0000519	Syam.g_01850	Prbh.g_00385
OG0000520	Syam.g_01849	Prbh.g_00384
OG0000521	Syam.g_01696	Prbh.g_00374
OG0000522	Syam.g_01694	Prbh.g_00372
OG0000523	Syam.g_01693	Prbh.g_00371
OG0000524	Syam.g_01681	Prbh.g_00367
OG0000525	Syam.g_01677	Prbh.g_00363
OG0000526	Syam.g_01674	Prbh.g_00361
OG0000527	Syam.g_01670	Prbh.g_00358
OG0000528	Syam.g_00580	Prbh.g_00353
OG0000529	Syam.g_00584	Prbh.g_00350
OG0000530	Syam.g_00587	Prbh.g_00347
OG0000531	Syam.g_00588	Prbh.g_00346
OG0000532	Syam.g_00591	Prbh.g_00344
OG0000533	Syam.g_00592	Prbh.g_00343
OG0000534	Syam.g_00593	Prbh.g_00342
OG0000535	Syam.g_00594	Prbh.g_00341
OG0000536	Syam.g_00595	Prbh.g_00340
OG0000537	Syam.g_00596	Prbh.g_00339
OG0000538	Syam.g_00607	Prbh.g_00329
OG0000539	Syam.g_00608	Prbh.g_00328
OG0000540	Syam.g_00609	Prbh.g_00327
OG0000541	Syam.g_00610	Prbh.g_00326
OG0000542	Syam.g_00613	Prbh.g_00325
OG0000543	Syam.g_00615	Prbh.g_00323
OG0000544	Syam.g_00616	Prbh.g_00322
OG0000545	Syam.g_00618	Prbh.g_00320
OG0000546	Syam.g_00620	Prbh.g_00317
OG0000547	Syam.g_00622	Prbh.g_00315
OG0000548	Syam.g_00623	Prbh.g_00314
OG0000549	Syam.g_00630	Prbh.g_00311
OG0000550	Syam.g_00635	Prbh.g_00306
OG0000551	Syam.g_00640	Prbh.g_00303
OG0000552	Syam.g_00641	Prbh.g_00302
OG0000553	Syam.g_00643	Prbh.g_00301
OG0000554	Syam.g_00652	Prbh.g_00295
OG0000555	Syam.g_00667	Prbh.g_00288
OG0000556	Syam.g_00670	Prbh.g_00286
OG0000557	Syam.g_00672	Prbh.g_00285
OG0000558	Syam.g_00675	Prbh.g_00283
OG0000559	Syam.g_00679	Prbh.g_00279
