Orthogroup	Syam	Prbe
OG0000143	Syam.g_01464	Prbe.g_01481
OG0000144	Syam.g_01032	Prbe.g_01467
OG0000145	Syam.g_00605	Prbe.g_00909
OG0000146	Syam.g_01114	Prbe.g_00488
OG0000147	Syam.g_01113	Prbe.g_00489
OG0000148	Syam.g_01270	Prbe.g_01239
OG0000149	Syam.g_00725	Prbe.g_01271
OG0000150	Syam.g_00660	Prbe.g_01281
OG0000151	Syam.g_01338	Prbe.g_00427
OG0000152	Syam.g_01124	Prbe.g_01350
OG0000153	Syam.g_01160	Prbe.g_01369
OG0000154	Syam.g_01187	Prbe.g_01389
OG0000155	Syam.g_01763	Prbe.g_01528
OG0000156	Syam.g_01814	Prbe.g_00904
OG0000157	Syam.g_01815	Prbe.g_00903
OG0000158	Syam.g_00139	Prbe.g_00792
OG0000160	Syam.g_01614	Prbe.g_00310
OG0000161	Syam.g_01620	Prbe.g_00304
OG0000162	Syam.g_01627	Prbe.g_00298
OG0000163	Syam.g_01927	Prbe.g_00259
OG0000164	Syam.g_02023	Prbe.g_00961
OG0000165	Syam.g_01879, Syam.g_01878	Prbe.g_00954
OG0000166	Syam.g_00330	Prbe.g_01083
OG0000167	Syam.g_00151	Prbe.g_00802
OG0000168	Syam.g_00138	Prbe.g_00791
OG0000169	Syam.g_00127	Prbe.g_00781
OG0000170	Syam.g_00120	Prbe.g_00778
OG0000171	Syam.g_00097	Prbe.g_00758
OG0000172	Syam.g_00075	Prbe.g_00751
OG0000173	Syam.g_00057	Prbe.g_01143
OG0000174	Syam.g_02349	Prbe.g_01173
OG0000175	Syam.g_02417	Prbe.g_01186
OG0000176	Syam.g_00004	Prbe.g_01069
OG0000177	Syam.g_00005	Prbe.g_01070
OG0000178	Syam.g_00006	Prbe.g_01071
OG0000179	Syam.g_00021	Prbe.g_00116
OG0000180	Syam.g_00022	Prbe.g_00117
OG0000181	Syam.g_00023	Prbe.g_00118
OG0000182	Syam.g_00024	Prbe.g_00119
OG0000183	Syam.g_00028	Prbe.g_00123
OG0000184	Syam.g_02298	Prbe.g_00149
OG0000185	Syam.g_02295	Prbe.g_00152
OG0000186	Syam.g_02058	Prbe.g_00168
OG0000187	Syam.g_02059	Prbe.g_00169
OG0000188	Syam.g_02081	Prbe.g_00186
OG0000189	Syam.g_02108	Prbe.g_01636
OG0000190	Syam.g_02110	Prbe.g_01638
OG0000191	Syam.g_02142	Prbe.g_01661
OG0000192	Syam.g_02148	Prbe.g_01666
OG0000193	Syam.g_02192	Prbe.g_01693
OG0000194	Syam.g_02195	Prbe.g_01696
OG0000195	Syam.g_02197	Prbe.g_01698
OG0000196	Syam.g_02208	Prbe.g_01709
OG0000197	Syam.g_02209	Prbe.g_01710
OG0000198	Syam.g_02210	Prbe.g_01711
OG0000199	Syam.g_02218	Prbe.g_01718
OG0000200	Syam.g_02234	Prbe.g_01732
OG0000201	Syam.g_02248	Prbe.g_01741
OG0000202	Syam.g_02249	Prbe.g_01742
OG0000203	Syam.g_02250	Prbe.g_01743
OG0000204	Syam.g_02251	Prbe.g_01744
OG0000205	Syam.g_02258	Prbe.g_01751
OG0000206	Syam.g_02264	Prbe.g_01756
OG0000207	Syam.g_02266	Prbe.g_01759
OG0000208	Syam.g_02267	Prbe.g_01760
OG0000209	Syam.g_02278	Prbe.g_01769
OG0000210	Syam.g_02279	Prbe.g_01770
OG0000211	Syam.g_00504	Prbe.g_01785
OG0000212	Syam.g_00515	Prbe.g_01793
OG0000213	Syam.g_00263	Prbe.g_01811
OG0000214	Syam.g_00247	Prbe.g_01821
OG0000215	Syam.g_00216	Prbe.g_01848
OG0000216	Syam.g_00212	Prbe.g_01849
OG0000217	Syam.g_00208	Prbe.g_01852
OG0000218	Syam.g_00206	Prbe.g_01854
OG0000219	Syam.g_00205	Prbe.g_01855
OG0000220	Syam.g_00204	Prbe.g_01856
OG0000221	Syam.g_00198	Prbe.g_01857
OG0000222	Syam.g_00186	Prbe.g_01864
OG0000223	Syam.g_00168	Prbe.g_01876
OG0000224	Syam.g_00164	Prbe.g_01878
OG0000225	Syam.g_00473	Prbe.g_01904
OG0000226	Syam.g_00477	Prbe.g_01908
OG0000227	Syam.g_00479	Prbe.g_01910
OG0000228	Syam.g_00488	Prbe.g_01914
OG0000229	Syam.g_01867	Prbe.g_01934
OG0000230	Syam.g_01865	Prbe.g_01936
OG0000231	Syam.g_01848	Prbe.g_01947
OG0000232	Syam.g_01692	Prbe.g_00672
OG0000233	Syam.g_01678	Prbe.g_00666
OG0000234	Syam.g_01667	Prbe.g_00657
OG0000235	Syam.g_00582	Prbe.g_00654
OG0000236	Syam.g_00597	Prbe.g_00640
OG0000237	Syam.g_00614	Prbe.g_00627
OG0000238	Syam.g_00619	Prbe.g_00621
OG0000239	Syam.g_00637	Prbe.g_00610
OG0000240	Syam.g_00638	Prbe.g_00609
OG0000241	Syam.g_01477	Prbe.g_00605
OG0000242	Syam.g_00649	Prbe.g_00603
OG0000243	Syam.g_00668	Prbe.g_00592
OG0000244	Syam.g_00674	Prbe.g_00589
OG0000245	Syam.g_00676	Prbe.g_00587
OG0000246	Syam.g_00680	Prbe.g_00583
OG0000247	Syam.g_00692	Prbe.g_00573
OG0000248	Syam.g_00695	Prbe.g_00570
OG0000249	Syam.g_00697	Prbe.g_00568
OG0000250	Syam.g_01747	Prbe.g_00563
OG0000251	Syam.g_01722	Prbe.g_00543
OG0000252	Syam.g_01719	Prbe.g_00540
OG0000253	Syam.g_01718	Prbe.g_00539
OG0000254	Syam.g_01510	Prbe.g_00522
OG0000255	Syam.g_01500	Prbe.g_00516
OG0000256	Syam.g_01484	Prbe.g_00506
OG0000257	Syam.g_01478	Prbe.g_01490
OG0000258	Syam.g_01459	Prbe.g_01476
OG0000259	Syam.g_01378	Prbe.g_01459
OG0000260	Syam.g_01375	Prbe.g_01456
OG0000261	Syam.g_01372	Prbe.g_01453
OG0000262	Syam.g_01367	Prbe.g_01449
OG0000263	Syam.g_00885	Prbe.g_00455
OG0000264	Syam.g_00805	Prbe.g_00466
OG0000265	Syam.g_01880	Prbe.g_01214
OG0000266	Syam.g_01234	Prbe.g_01430
OG0000267	Syam.g_01071	Prbe.g_01418
OG0000268	Syam.g_01072	Prbe.g_01417
OG0000269	Syam.g_01295	Prbe.g_01217
OG0000270	Syam.g_01292	Prbe.g_01220
OG0000271	Syam.g_01284	Prbe.g_01228
OG0000272	Syam.g_01283	Prbe.g_01229
OG0000273	Syam.g_00745	Prbe.g_01253
OG0000274	Syam.g_00744	Prbe.g_01254
OG0000275	Syam.g_00741	Prbe.g_01257
OG0000276	Syam.g_00733	Prbe.g_01263
OG0000277	Syam.g_00732	Prbe.g_01264
OG0000278	Syam.g_00729	Prbe.g_01267
OG0000279	Syam.g_00721	Prbe.g_01274
OG0000280	Syam.g_00701	Prbe.g_01275
OG0000281	Syam.g_00943	Prbe.g_01282
OG0000282	Syam.g_01347	Prbe.g_00419
OG0000283	Syam.g_01087	Prbe.g_01326
OG0000284	Syam.g_01093	Prbe.g_01331
OG0000285	Syam.g_01105	Prbe.g_01336
OG0000286	Syam.g_01123	Prbe.g_01349
OG0000287	Syam.g_01153	Prbe.g_01615
OG0000288	Syam.g_01186	Prbe.g_01388
OG0000289	Syam.g_01201	Prbe.g_01404
OG0000290	Syam.g_00771	Prbe.g_01300
OG0000291	Syam.g_00773	Prbe.g_01298
OG0000292	Syam.g_02439	Prbe.g_01594
OG0000293	Syam.g_01806	Prbe.g_01559
OG0000294	Syam.g_01805	Prbe.g_01558
OG0000295	Syam.g_01771	Prbe.g_01535
OG0000296	Syam.g_01769	Prbe.g_01533
OG0000297	Syam.g_00906	Prbe.g_01524
OG0000298	Syam.g_00905	Prbe.g_01523
OG0000299	Syam.g_00878	Prbe.g_01504
OG0000300	Syam.g_00871	Prbe.g_01501
OG0000301	Syam.g_00870	Prbe.g_01500
OG0000302	Syam.g_00868	Prbe.g_01498
OG0000303	Syam.g_00859	Prbe.g_01492
OG0000304	Syam.g_00853	Prbe.g_00501
OG0000305	Syam.g_00776	Prbe.g_01592
OG0000306	Syam.g_01757	Prbe.g_01286
OG0000307	Syam.g_00566	Prbe.g_00364
OG0000308	Syam.g_00564	Prbe.g_00363
OG0000309	Syam.g_00559	Prbe.g_00359
OG0000310	Syam.g_01591	Prbe.g_00325
OG0000311	Syam.g_01595	Prbe.g_00323
OG0000312	Syam.g_01601	Prbe.g_00320
OG0000313	Syam.g_01617	Prbe.g_00307
OG0000314	Syam.g_01647	Prbe.g_00284
OG0000315	Syam.g_01658	Prbe.g_00274
OG0000316	Syam.g_01945	Prbe.g_00249
OG0000317	Syam.g_01987	Prbe.g_00988
OG0000318	Syam.g_01991	Prbe.g_00984
OG0000319	Syam.g_02006	Prbe.g_00971
OG0000320	Syam.g_02008	Prbe.g_00969
OG0000321	Syam.g_02009	Prbe.g_00968
OG0000322	Syam.g_02010	Prbe.g_00967
OG0000323	Syam.g_02025	Prbe.g_00958
OG0000324	Syam.g_01906	Prbe.g_00931
OG0000325	Syam.g_00289	Prbe.g_00920
OG0000326	Syam.g_00296	Prbe.g_01109
OG0000327	Syam.g_00325	Prbe.g_01088
OG0000328	Syam.g_00326	Prbe.g_01087
OG0000329	Syam.g_00344	Prbe.g_00860
OG0000330	Syam.g_00345	Prbe.g_00859
OG0000331	Syam.g_00346	Prbe.g_00858
OG0000332	Syam.g_00361	Prbe.g_00844
OG0000333	Syam.g_00364	Prbe.g_00842
OG0000334	Syam.g_00375	Prbe.g_00833
OG0000335	Syam.g_00380	Prbe.g_00828
OG0000336	Syam.g_00384	Prbe.g_00824
OG0000337	Syam.g_00155	Prbe.g_00806
OG0000338	Syam.g_00153	Prbe.g_00805
OG0000339	Syam.g_00147	Prbe.g_00799
OG0000340	Syam.g_00137	Prbe.g_00790
OG0000341	Syam.g_00135	Prbe.g_00788
OG0000342	Syam.g_00134	Prbe.g_00787
OG0000343	Syam.g_00133	Prbe.g_00786
OG0000344	Syam.g_00129	Prbe.g_00783
OG0000345	Syam.g_00119	Prbe.g_00777
OG0000346	Syam.g_00114	Prbe.g_00773
OG0000347	Syam.g_00083	Prbe.g_00746
OG0000348	Syam.g_00068	Prbe.g_00754
OG0000349	Syam.g_00050	Prbe.g_01149
OG0000350	Syam.g_00303	Prbe.g_00709
OG0000351	Syam.g_02420	Prbe.g_01189
OG0000352	Syam.g_02421	Prbe.g_01190
OG0000353	Syam.g_02445	Prbe.g_01064
OG0000355	Syam.g_00001	Prbe.g_01066
OG0000356	Syam.g_00002	Prbe.g_01067
OG0000357	Syam.g_00003	Prbe.g_01068
OG0000358	Syam.g_00007	Prbe.g_01072
OG0000359	Syam.g_00009	Prbe.g_01073
OG0000360	Syam.g_00010	Prbe.g_01074
OG0000361	Syam.g_00011	Prbe.g_01075
OG0000362	Syam.g_00013	Prbe.g_01077
OG0000363	Syam.g_00015	Prbe.g_00114
OG0000364	Syam.g_00016	Prbe.g_00115
OG0000365	Syam.g_00025	Prbe.g_00120
OG0000366	Syam.g_00026	Prbe.g_00121
OG0000367	Syam.g_00027	Prbe.g_00122
OG0000368	Syam.g_00029	Prbe.g_00124
OG0000369	Syam.g_00030	Prbe.g_00125
OG0000370	Syam.g_00031	Prbe.g_00126
OG0000371	Syam.g_00038	Prbe.g_00133
OG0000372	Syam.g_00043	Prbe.g_00136
OG0000373	Syam.g_00044	Prbe.g_00137
OG0000374	Syam.g_00045	Prbe.g_00138
OG0000375	Syam.g_00046	Prbe.g_00140
OG0000376	Syam.g_00048	Prbe.g_00142
OG0000377	Syam.g_02306	Prbe.g_00146
OG0000378	Syam.g_02297	Prbe.g_00150
OG0000379	Syam.g_02294	Prbe.g_00153
OG0000380	Syam.g_02060	Prbe.g_00170
OG0000381	Syam.g_02063	Prbe.g_00175
OG0000382	Syam.g_02080	Prbe.g_00185
OG0000383	Syam.g_02083	Prbe.g_00187
OG0000384	Syam.g_02084	Prbe.g_00188
OG0000385	Syam.g_02085	Prbe.g_00189
OG0000386	Syam.g_02086	Prbe.g_00190
OG0000387	Syam.g_02112	Prbe.g_01640
OG0000388	Syam.g_02116	Prbe.g_01644
OG0000389	Syam.g_02120	Prbe.g_01647
OG0000390	Syam.g_02136	Prbe.g_01657
OG0000391	Syam.g_02141	Prbe.g_01660
OG0000392	Syam.g_02147	Prbe.g_01664
OG0000393	Syam.g_02149	Prbe.g_01667
OG0000394	Syam.g_02150	Prbe.g_01668
OG0000395	Syam.g_02151	Prbe.g_01669
OG0000396	Syam.g_02153	Prbe.g_01671
OG0000397	Syam.g_02160	Prbe.g_01673
OG0000398	Syam.g_02165	Prbe.g_01676
OG0000399	Syam.g_02166	Prbe.g_01677
OG0000400	Syam.g_02167	Prbe.g_01678
OG0000401	Syam.g_02168	Prbe.g_01679
OG0000402	Syam.g_02171	Prbe.g_01412
OG0000403	Syam.g_02172	Prbe.g_01681
OG0000404	Syam.g_02173	Prbe.g_01682
OG0000405	Syam.g_02189	Prbe.g_01686
OG0000406	Syam.g_02193	Prbe.g_01694
OG0000407	Syam.g_02194	Prbe.g_01695
OG0000408	Syam.g_02196	Prbe.g_01697
OG0000409	Syam.g_02198	Prbe.g_01699
OG0000410	Syam.g_02199	Prbe.g_01700
OG0000411	Syam.g_02200	Prbe.g_01701
OG0000412	Syam.g_02201	Prbe.g_01702
OG0000413	Syam.g_02203	Prbe.g_01704
OG0000414	Syam.g_02204	Prbe.g_01705
OG0000415	Syam.g_02205	Prbe.g_01706
OG0000416	Syam.g_02206	Prbe.g_01707
OG0000417	Syam.g_02207	Prbe.g_01708
OG0000418	Syam.g_02212	Prbe.g_01713
OG0000419	Syam.g_02214	Prbe.g_01715
OG0000420	Syam.g_02216	Prbe.g_01716
OG0000421	Syam.g_02221	Prbe.g_01721
OG0000422	Syam.g_02222	Prbe.g_01722
OG0000423	Syam.g_02223	Prbe.g_01723
OG0000424	Syam.g_02224	Prbe.g_01724
OG0000425	Syam.g_02225	Prbe.g_01725
OG0000426	Syam.g_02226	Prbe.g_01726
OG0000427	Syam.g_02227	Prbe.g_01727
OG0000428	Syam.g_02230	Prbe.g_01729
OG0000429	Syam.g_02232	Prbe.g_01730
OG0000430	Syam.g_02233	Prbe.g_01731
OG0000431	Syam.g_02237	Prbe.g_01733
OG0000432	Syam.g_02243	Prbe.g_01737
OG0000433	Syam.g_02244	Prbe.g_01738
OG0000434	Syam.g_02245	Prbe.g_01739
OG0000435	Syam.g_02246	Prbe.g_01740
OG0000436	Syam.g_02252	Prbe.g_01745
OG0000437	Syam.g_02253	Prbe.g_01746
OG0000438	Syam.g_02254	Prbe.g_01747
OG0000439	Syam.g_02256	Prbe.g_01749
OG0000440	Syam.g_02257	Prbe.g_01750
OG0000441	Syam.g_02261	Prbe.g_01753
OG0000442	Syam.g_02262	Prbe.g_01754
OG0000443	Syam.g_02263	Prbe.g_01755
OG0000444	Syam.g_02268	Prbe.g_01761
OG0000445	Syam.g_02269	Prbe.g_01762
OG0000446	Syam.g_02270	Prbe.g_01763
OG0000447	Syam.g_02272	Prbe.g_01764
OG0000448	Syam.g_02273	Prbe.g_01765
OG0000449	Syam.g_02274	Prbe.g_01766
OG0000450	Syam.g_02275	Prbe.g_01767
OG0000451	Syam.g_02276	Prbe.g_01768
OG0000452	Syam.g_02280	Prbe.g_01771
OG0000453	Syam.g_02281	Prbe.g_01772
OG0000454	Syam.g_02282	Prbe.g_01773
OG0000455	Syam.g_02283	Prbe.g_01774
OG0000456	Syam.g_02284	Prbe.g_01775
OG0000457	Syam.g_02286	Prbe.g_01777
OG0000458	Syam.g_02287	Prbe.g_01778
OG0000459	Syam.g_02288	Prbe.g_01779
OG0000460	Syam.g_00506	Prbe.g_01787
OG0000461	Syam.g_00284	Prbe.g_01795
OG0000462	Syam.g_00281	Prbe.g_01797
OG0000463	Syam.g_00280	Prbe.g_01798
OG0000464	Syam.g_00279	Prbe.g_01799
OG0000465	Syam.g_00277	Prbe.g_01800
OG0000466	Syam.g_00273	Prbe.g_01803
OG0000467	Syam.g_00271	Prbe.g_01804
OG0000468	Syam.g_00266	Prbe.g_01807
OG0000469	Syam.g_00253	Prbe.g_01815
OG0000470	Syam.g_00251	Prbe.g_01817
OG0000471	Syam.g_00250	Prbe.g_01818
OG0000472	Syam.g_00248	Prbe.g_01820
OG0000473	Syam.g_00246	Prbe.g_01822
OG0000474	Syam.g_00245	Prbe.g_01823
OG0000475	Syam.g_00244	Prbe.g_01824
OG0000476	Syam.g_00242	Prbe.g_01826
OG0000477	Syam.g_00236	Prbe.g_01829
OG0000478	Syam.g_00235	Prbe.g_01830
OG0000479	Syam.g_00234	Prbe.g_01831
OG0000480	Syam.g_00227	Prbe.g_01836
OG0000481	Syam.g_00225	Prbe.g_01839
OG0000482	Syam.g_00224	Prbe.g_01840
OG0000483	Syam.g_00220	Prbe.g_01843
OG0000484	Syam.g_00219	Prbe.g_01844
OG0000485	Syam.g_00218	Prbe.g_01846
OG0000486	Syam.g_00217	Prbe.g_01847
OG0000487	Syam.g_00211	Prbe.g_01850
OG0000488	Syam.g_00207	Prbe.g_01853
OG0000489	Syam.g_00197	Prbe.g_01858
OG0000490	Syam.g_00189	Prbe.g_01862
OG0000491	Syam.g_00187	Prbe.g_01863
OG0000492	Syam.g_00185	Prbe.g_01865
OG0000493	Syam.g_00184	Prbe.g_01866
OG0000494	Syam.g_00183	Prbe.g_01867
OG0000495	Syam.g_00182	Prbe.g_01868
OG0000496	Syam.g_00181	Prbe.g_01869
OG0000497	Syam.g_00180	Prbe.g_01870
OG0000498	Syam.g_00179	Prbe.g_01871
OG0000499	Syam.g_00178	Prbe.g_01872
OG0000500	Syam.g_00177	Prbe.g_01873
OG0000501	Syam.g_00174	Prbe.g_01874
OG0000502	Syam.g_00165	Prbe.g_01877
OG0000503	Syam.g_00457	Prbe.g_01892
OG0000504	Syam.g_00459	Prbe.g_01894
OG0000505	Syam.g_00460	Prbe.g_01895
OG0000506	Syam.g_00462	Prbe.g_01896
OG0000507	Syam.g_00468	Prbe.g_01899
OG0000508	Syam.g_00472	Prbe.g_01903
OG0000509	Syam.g_00474	Prbe.g_01905
OG0000510	Syam.g_00475	Prbe.g_01906
OG0000511	Syam.g_00476	Prbe.g_01907
OG0000512	Syam.g_00478	Prbe.g_01909
OG0000513	Syam.g_00493	Prbe.g_01918
OG0000514	Syam.g_00499	Prbe.g_01929
OG0000515	Syam.g_00500	Prbe.g_01930
OG0000516	Syam.g_01862	Prbe.g_01931
OG0000517	Syam.g_01868	Prbe.g_01933
OG0000518	Syam.g_01851	Prbe.g_01944
OG0000519	Syam.g_01850	Prbe.g_01945
OG0000520	Syam.g_01849	Prbe.g_01946
OG0000521	Syam.g_01696	Prbe.g_00676
OG0000522	Syam.g_01694	Prbe.g_00674
OG0000523	Syam.g_01693	Prbe.g_00673
OG0000524	Syam.g_01681	Prbe.g_00668
OG0000525	Syam.g_01677	Prbe.g_00664
OG0000526	Syam.g_01674	Prbe.g_00663
OG0000527	Syam.g_01670	Prbe.g_00660
OG0000528	Syam.g_00580	Prbe.g_00655
OG0000529	Syam.g_00584	Prbe.g_00652
OG0000530	Syam.g_00587	Prbe.g_00649
OG0000531	Syam.g_00588	Prbe.g_00648
OG0000532	Syam.g_00591	Prbe.g_00646
OG0000533	Syam.g_00592	Prbe.g_00645
OG0000534	Syam.g_00593	Prbe.g_00644
OG0000535	Syam.g_00594	Prbe.g_00643
OG0000536	Syam.g_00595	Prbe.g_00642
OG0000537	Syam.g_00596	Prbe.g_00641
OG0000538	Syam.g_00607	Prbe.g_00632
OG0000539	Syam.g_00608	Prbe.g_00631
OG0000540	Syam.g_00609	Prbe.g_00630
OG0000541	Syam.g_00610	Prbe.g_00629
OG0000542	Syam.g_00613	Prbe.g_00628
OG0000543	Syam.g_00615	Prbe.g_00626
OG0000544	Syam.g_00616	Prbe.g_00625
OG0000545	Syam.g_00618	Prbe.g_00623
OG0000546	Syam.g_00620	Prbe.g_00620
OG0000547	Syam.g_00622	Prbe.g_00618
OG0000548	Syam.g_00623	Prbe.g_00617
OG0000549	Syam.g_00630	Prbe.g_00615
OG0000550	Syam.g_00635	Prbe.g_00611
OG0000551	Syam.g_00640	Prbe.g_00608
OG0000552	Syam.g_00641	Prbe.g_00607
OG0000553	Syam.g_00643	Prbe.g_00606
OG0000554	Syam.g_00652	Prbe.g_00601
OG0000555	Syam.g_00667	Prbe.g_00593
OG0000556	Syam.g_00670	Prbe.g_00591
OG0000557	Syam.g_00672	Prbe.g_00590
OG0000558	Syam.g_00675	Prbe.g_00588
