Orthogroup	Syam	Prbk
OG0000203	Syam.g_02250	Prbk.g_01259
OG0000204	Syam.g_02251	Prbk.g_01258
OG0000205	Syam.g_02258	Prbk.g_01251
OG0000206	Syam.g_02264	Prbk.g_00632
OG0000207	Syam.g_02266	Prbk.g_00686
OG0000208	Syam.g_02267	Prbk.g_00685
OG0000209	Syam.g_02278	Prbk.g_00658
OG0000210	Syam.g_02279	Prbk.g_00657
OG0000211	Syam.g_00504	Prbk.g_01368
OG0000212	Syam.g_00515	Prbk.g_01514
OG0000213	Syam.g_00263	Prbk.g_00374
OG0000214	Syam.g_00247	Prbk.g_00401
OG0000215	Syam.g_00216	Prbk.g_00431
OG0000216	Syam.g_00212	Prbk.g_00434
OG0000217	Syam.g_00208	Prbk.g_00438
OG0000218	Syam.g_00206	Prbk.g_00442
OG0000219	Syam.g_00205	Prbk.g_00443
OG0000220	Syam.g_00204	Prbk.g_00444
OG0000221	Syam.g_00198	Prbk.g_00449
OG0000222	Syam.g_00186	Prbk.g_00458
OG0000223	Syam.g_00168	Prbk.g_00481
OG0000224	Syam.g_00164	Prbk.g_00492
OG0000225	Syam.g_00473	Prbk.g_00889
OG0000226	Syam.g_00477	Prbk.g_00893
OG0000227	Syam.g_00479	Prbk.g_00895
OG0000228	Syam.g_00488	Prbk.g_00365
OG0000229	Syam.g_01867	Prbk.g_00328
OG0000230	Syam.g_01865	Prbk.g_00326
OG0000231	Syam.g_01848	Prbk.g_00311
OG0000232	Syam.g_01692	Prbk.g_00295
OG0000233	Syam.g_01678	Prbk.g_02092
OG0000234	Syam.g_01667	Prbk.g_02114
OG0000235	Syam.g_00582	Prbk.g_02060
OG0000236	Syam.g_00597	Prbk.g_02076
OG0000237	Syam.g_00614	Prbk.g_01047
OG0000238	Syam.g_00619	Prbk.g_01051
OG0000239	Syam.g_00637	Prbk.g_01067
OG0000240	Syam.g_00638	Prbk.g_01068
OG0000241	Syam.g_01477	Prbk.g_01965
OG0000242	Syam.g_00649	Prbk.g_01078
OG0000243	Syam.g_00668	Prbk.g_02684
OG0000244	Syam.g_00674	Prbk.g_01897
OG0000245	Syam.g_00676	Prbk.g_01894
OG0000246	Syam.g_00680	Prbk.g_01890
OG0000247	Syam.g_00692	Prbk.g_01879
OG0000248	Syam.g_00695	Prbk.g_01876
OG0000249	Syam.g_00697	Prbk.g_01874
OG0000250	Syam.g_01747	Prbk.g_01106
OG0000251	Syam.g_01722	Prbk.g_01130
OG0000252	Syam.g_01719	Prbk.g_01133
OG0000253	Syam.g_01718	Prbk.g_01139
OG0000254	Syam.g_01510	Prbk.g_01158
OG0000255	Syam.g_01500	Prbk.g_02604
OG0000256	Syam.g_01484	Prbk.g_02618
OG0000257	Syam.g_01478	Prbk.g_02624
OG0000258	Syam.g_01459	Prbk.g_02647
OG0000259	Syam.g_01378	Prbk.g_00720
OG0000260	Syam.g_01375	Prbk.g_00717
OG0000261	Syam.g_01372	Prbk.g_00714
OG0000262	Syam.g_01367	Prbk.g_00709
OG0000263	Syam.g_00885	Prbk.g_00672
OG0000264	Syam.g_00805	Prbk.g_01815
OG0000265	Syam.g_01880	Prbk.g_00619
OG0000266	Syam.g_01234	Prbk.g_00608
OG0000267	Syam.g_01071	Prbk.g_02371
OG0000268	Syam.g_01072	Prbk.g_02370
OG0000269	Syam.g_01295	Prbk.g_02463
OG0000270	Syam.g_01292	Prbk.g_02466
OG0000271	Syam.g_01284	Prbk.g_02474
OG0000272	Syam.g_01283	Prbk.g_02475
OG0000273	Syam.g_00745	Prbk.g_02526
OG0000274	Syam.g_00744	Prbk.g_02527
OG0000275	Syam.g_00741	Prbk.g_02530
OG0000276	Syam.g_00733	Prbk.g_02536
OG0000277	Syam.g_00732	Prbk.g_02537
OG0000278	Syam.g_00729	Prbk.g_02540
OG0000279	Syam.g_00721	Prbk.g_02548
OG0000280	Syam.g_00701	Prbk.g_02554
OG0000281	Syam.g_00943	Prbk.g_02568
OG0000282	Syam.g_01347	Prbk.g_02398
OG0000283	Syam.g_01087	Prbk.g_02359
OG0000284	Syam.g_01093	Prbk.g_02353
OG0000285	Syam.g_01105	Prbk.g_01698
OG0000286	Syam.g_01123	Prbk.g_02325
OG0000287	Syam.g_01153	Prbk.g_01728
OG0000288	Syam.g_01186	Prbk.g_00583
OG0000289	Syam.g_01201	Prbk.g_00596
OG0000290	Syam.g_00771	Prbk.g_00059
OG0000291	Syam.g_00773	Prbk.g_00057
OG0000292	Syam.g_02439	Prbk.g_02271
OG0000293	Syam.g_01806	Prbk.g_01032
OG0000294	Syam.g_01805	Prbk.g_01031
OG0000295	Syam.g_01771	Prbk.g_00106
OG0000296	Syam.g_01769	Prbk.g_00104
OG0000297	Syam.g_00906	Prbk.g_01498
OG0000298	Syam.g_00905	Prbk.g_01497
OG0000299	Syam.g_00878	Prbk.g_01508
OG0000300	Syam.g_00871	Prbk.g_00186
OG0000301	Syam.g_00870	Prbk.g_00185
OG0000302	Syam.g_00868	Prbk.g_00182
OG0000303	Syam.g_00859	Prbk.g_00097
OG0000304	Syam.g_00853	Prbk.g_00121
OG0000305	Syam.g_00776	Prbk.g_00055
OG0000306	Syam.g_01757	Prbk.g_02578
OG0000307	Syam.g_00566	Prbk.g_02044
OG0000308	Syam.g_00564	Prbk.g_02042
OG0000309	Syam.g_00559	Prbk.g_02038
OG0000310	Syam.g_01591	Prbk.g_01937
OG0000311	Syam.g_01595	Prbk.g_00243
OG0000312	Syam.g_01601	Prbk.g_00247
OG0000313	Syam.g_01617	Prbk.g_00271
OG0000314	Syam.g_01647	Prbk.g_01222
OG0000315	Syam.g_01658	Prbk.g_01212
OG0000316	Syam.g_01945	Prbk.g_01991
OG0000317	Syam.g_01987	Prbk.g_00913
OG0000318	Syam.g_01991	Prbk.g_00906
OG0000319	Syam.g_02006	Prbk.g_01443
OG0000320	Syam.g_02008	Prbk.g_01441
OG0000321	Syam.g_02009	Prbk.g_01440
OG0000322	Syam.g_02010	Prbk.g_01439
OG0000323	Syam.g_02025	Prbk.g_01428
OG0000324	Syam.g_01906	Prbk.g_01399
OG0000325	Syam.g_00289	Prbk.g_01904
OG0000326	Syam.g_00296	Prbk.g_01912
OG0000327	Syam.g_00325	Prbk.g_00987
OG0000328	Syam.g_00326	Prbk.g_00986
OG0000329	Syam.g_00344	Prbk.g_00969
OG0000330	Syam.g_00345	Prbk.g_00968
OG0000331	Syam.g_00346	Prbk.g_00967
OG0000332	Syam.g_00361	Prbk.g_00952
OG0000333	Syam.g_00364	Prbk.g_00950
OG0000334	Syam.g_00375	Prbk.g_00801
OG0000335	Syam.g_00380	Prbk.g_00806
OG0000336	Syam.g_00384	Prbk.g_00810
OG0000337	Syam.g_00155	Prbk.g_00506
OG0000338	Syam.g_00153	Prbk.g_00510
OG0000339	Syam.g_00147	Prbk.g_00516
OG0000340	Syam.g_00137	Prbk.g_00528
OG0000341	Syam.g_00135	Prbk.g_00530
OG0000342	Syam.g_00134	Prbk.g_00531
OG0000343	Syam.g_00133	Prbk.g_00215
OG0000344	Syam.g_00129	Prbk.g_00218
OG0000345	Syam.g_00119	Prbk.g_00233
OG0000346	Syam.g_00114	Prbk.g_00238
OG0000347	Syam.g_00083	Prbk.g_01540
OG0000348	Syam.g_00068	Prbk.g_01578
OG0000349	Syam.g_00050	Prbk.g_01602
OG0000350	Syam.g_00303	Prbk.g_02204
OG0000351	Syam.g_02420	Prbk.g_02252
OG0000352	Syam.g_02421	Prbk.g_02253
OG0000353	Syam.g_02445	Prbk.g_02277
OG0000354	Syam.g_00626, Syam.g_00625	Prbk.g_01057
OG0000355	Syam.g_00001	Prbk.g_02279
OG0000356	Syam.g_00002	Prbk.g_02280
OG0000357	Syam.g_00003	Prbk.g_02281
OG0000358	Syam.g_00007	Prbk.g_02285
OG0000359	Syam.g_00009	Prbk.g_02287
OG0000360	Syam.g_00010	Prbk.g_02288
OG0000361	Syam.g_00011	Prbk.g_02289
OG0000362	Syam.g_00013	Prbk.g_02291
OG0000363	Syam.g_00015	Prbk.g_01639
OG0000364	Syam.g_00016	Prbk.g_01638
OG0000365	Syam.g_00025	Prbk.g_01629
OG0000366	Syam.g_00026	Prbk.g_01628
OG0000367	Syam.g_00027	Prbk.g_01627
OG0000368	Syam.g_00029	Prbk.g_01625
OG0000369	Syam.g_00030	Prbk.g_01624
OG0000370	Syam.g_00031	Prbk.g_01623
OG0000371	Syam.g_00038	Prbk.g_01614
OG0000372	Syam.g_00043	Prbk.g_01609
OG0000373	Syam.g_00044	Prbk.g_01608
OG0000374	Syam.g_00045	Prbk.g_01607
OG0000375	Syam.g_00046	Prbk.g_01606
OG0000376	Syam.g_00048	Prbk.g_01604
OG0000377	Syam.g_02306	Prbk.g_02155
OG0000378	Syam.g_02297	Prbk.g_02141
OG0000379	Syam.g_02294	Prbk.g_02125
OG0000380	Syam.g_02060	Prbk.g_01323
OG0000381	Syam.g_02063	Prbk.g_01319
OG0000382	Syam.g_02080	Prbk.g_01304
OG0000383	Syam.g_02083	Prbk.g_01302
OG0000384	Syam.g_02084	Prbk.g_01301
OG0000385	Syam.g_02085	Prbk.g_01300
OG0000386	Syam.g_02086	Prbk.g_01299
OG0000387	Syam.g_02112	Prbk.g_00020
OG0000388	Syam.g_02116	Prbk.g_00016
OG0000389	Syam.g_02120	Prbk.g_00012
OG0000390	Syam.g_02136	Prbk.g_00191
OG0000391	Syam.g_02141	Prbk.g_00196
OG0000392	Syam.g_02147	Prbk.g_00202
OG0000393	Syam.g_02149	Prbk.g_00207
OG0000394	Syam.g_02150	Prbk.g_00208
OG0000395	Syam.g_02151	Prbk.g_00209
OG0000396	Syam.g_02153	Prbk.g_00542
OG0000397	Syam.g_02160	Prbk.g_00544
OG0000398	Syam.g_02165	Prbk.g_00549
OG0000399	Syam.g_02166	Prbk.g_00550
OG0000400	Syam.g_02167	Prbk.g_00551
OG0000401	Syam.g_02168	Prbk.g_00552
OG0000402	Syam.g_02171	Prbk.g_00554
OG0000403	Syam.g_02172	Prbk.g_00555
OG0000404	Syam.g_02173	Prbk.g_00557
OG0000405	Syam.g_02189	Prbk.g_00749
OG0000406	Syam.g_02193	Prbk.g_00753
OG0000407	Syam.g_02194	Prbk.g_00754
OG0000408	Syam.g_02196	Prbk.g_00756
OG0000409	Syam.g_02198	Prbk.g_00758
OG0000410	Syam.g_02199	Prbk.g_00759
OG0000411	Syam.g_02200	Prbk.g_00760
OG0000412	Syam.g_02201	Prbk.g_00761
OG0000413	Syam.g_02203	Prbk.g_00763
OG0000414	Syam.g_02204	Prbk.g_00764
OG0000415	Syam.g_02205	Prbk.g_00765
OG0000416	Syam.g_02206	Prbk.g_00766
OG0000417	Syam.g_02207	Prbk.g_00767
OG0000418	Syam.g_02212	Prbk.g_00772
OG0000419	Syam.g_02214	Prbk.g_00774
OG0000420	Syam.g_02216	Prbk.g_00775
OG0000421	Syam.g_02221	Prbk.g_00779
OG0000422	Syam.g_02222	Prbk.g_00780
OG0000423	Syam.g_02223	Prbk.g_00781
OG0000424	Syam.g_02224	Prbk.g_00782
OG0000425	Syam.g_02225	Prbk.g_00783
OG0000426	Syam.g_02226	Prbk.g_00784
OG0000427	Syam.g_02227	Prbk.g_00785
OG0000428	Syam.g_02230	Prbk.g_02425
OG0000429	Syam.g_02232	Prbk.g_01283
OG0000430	Syam.g_02233	Prbk.g_01281
OG0000431	Syam.g_02237	Prbk.g_01277
OG0000432	Syam.g_02243	Prbk.g_01270
OG0000433	Syam.g_02244	Prbk.g_01267
OG0000434	Syam.g_02245	Prbk.g_01266
OG0000435	Syam.g_02246	Prbk.g_01263
OG0000436	Syam.g_02252	Prbk.g_01257
OG0000437	Syam.g_02253	Prbk.g_01256
OG0000438	Syam.g_02254	Prbk.g_01255
OG0000439	Syam.g_02256	Prbk.g_01253
OG0000440	Syam.g_02257	Prbk.g_01252
OG0000441	Syam.g_02261	Prbk.g_01245
OG0000442	Syam.g_02262	Prbk.g_01244
OG0000443	Syam.g_02263	Prbk.g_00631
OG0000444	Syam.g_02268	Prbk.g_00683
OG0000445	Syam.g_02269	Prbk.g_00682
OG0000446	Syam.g_02270	Prbk.g_00680
OG0000447	Syam.g_02272	Prbk.g_00670
OG0000448	Syam.g_02273	Prbk.g_00669
OG0000449	Syam.g_02274	Prbk.g_00668
OG0000450	Syam.g_02275	Prbk.g_00662
OG0000451	Syam.g_02276	Prbk.g_00661
OG0000452	Syam.g_02280	Prbk.g_00656
OG0000453	Syam.g_02281	Prbk.g_00655
OG0000454	Syam.g_02282	Prbk.g_00654
OG0000455	Syam.g_02283	Prbk.g_00653
OG0000456	Syam.g_02284	Prbk.g_00652
OG0000457	Syam.g_02286	Prbk.g_00650
OG0000458	Syam.g_02287	Prbk.g_00649
OG0000459	Syam.g_02288	Prbk.g_00648
OG0000460	Syam.g_00506	Prbk.g_01369
OG0000461	Syam.g_00284	Prbk.g_01900
OG0000462	Syam.g_00281	Prbk.g_01012
OG0000463	Syam.g_00280	Prbk.g_01011
OG0000464	Syam.g_00279	Prbk.g_01010
OG0000465	Syam.g_00277	Prbk.g_01008
OG0000466	Syam.g_00273	Prbk.g_01003
OG0000467	Syam.g_00271	Prbk.g_01001
OG0000468	Syam.g_00266	Prbk.g_00371
OG0000469	Syam.g_00253	Prbk.g_00384
OG0000470	Syam.g_00251	Prbk.g_00397
OG0000471	Syam.g_00250	Prbk.g_00398
OG0000472	Syam.g_00248	Prbk.g_00400
OG0000473	Syam.g_00246	Prbk.g_00402
OG0000474	Syam.g_00245	Prbk.g_00403
OG0000475	Syam.g_00244	Prbk.g_00404
OG0000476	Syam.g_00242	Prbk.g_00406
OG0000477	Syam.g_00236	Prbk.g_00411
OG0000478	Syam.g_00235	Prbk.g_00412
OG0000479	Syam.g_00234	Prbk.g_00413
OG0000480	Syam.g_00227	Prbk.g_00420
OG0000481	Syam.g_00225	Prbk.g_00422
OG0000482	Syam.g_00224	Prbk.g_00423
OG0000483	Syam.g_00220	Prbk.g_00427
OG0000484	Syam.g_00219	Prbk.g_00428
OG0000485	Syam.g_00218	Prbk.g_00429
OG0000486	Syam.g_00217	Prbk.g_00430
OG0000487	Syam.g_00211	Prbk.g_00435
OG0000488	Syam.g_00207	Prbk.g_00439
OG0000489	Syam.g_00197	Prbk.g_00450
OG0000490	Syam.g_00189	Prbk.g_00456
OG0000491	Syam.g_00187	Prbk.g_00457
OG0000492	Syam.g_00185	Prbk.g_00460
OG0000493	Syam.g_00184	Prbk.g_00461
OG0000494	Syam.g_00183	Prbk.g_00462
OG0000495	Syam.g_00182	Prbk.g_00463
OG0000496	Syam.g_00181	Prbk.g_00464
OG0000497	Syam.g_00180	Prbk.g_00465
OG0000498	Syam.g_00179	Prbk.g_00466
OG0000499	Syam.g_00178	Prbk.g_00467
OG0000500	Syam.g_00177	Prbk.g_00468
OG0000501	Syam.g_00174	Prbk.g_00471
OG0000502	Syam.g_00165	Prbk.g_00483
OG0000503	Syam.g_00457	Prbk.g_00871
OG0000504	Syam.g_00459	Prbk.g_00873
OG0000505	Syam.g_00460	Prbk.g_00874
OG0000506	Syam.g_00462	Prbk.g_00876
OG0000507	Syam.g_00468	Prbk.g_00881
OG0000508	Syam.g_00472	Prbk.g_00888
OG0000509	Syam.g_00474	Prbk.g_00890
OG0000510	Syam.g_00475	Prbk.g_00891
OG0000511	Syam.g_00476	Prbk.g_00892
OG0000512	Syam.g_00478	Prbk.g_00894
OG0000513	Syam.g_00493	Prbk.g_00360
OG0000514	Syam.g_00499	Prbk.g_00352
OG0000515	Syam.g_00500	Prbk.g_00351
OG0000516	Syam.g_01862	Prbk.g_00339
OG0000517	Syam.g_01868	Prbk.g_00329
OG0000518	Syam.g_01851	Prbk.g_00317
OG0000519	Syam.g_01850	Prbk.g_00316
OG0000520	Syam.g_01849	Prbk.g_00315
OG0000521	Syam.g_01696	Prbk.g_00301
OG0000522	Syam.g_01694	Prbk.g_00299
OG0000523	Syam.g_01693	Prbk.g_00298
OG0000524	Syam.g_01681	Prbk.g_02088
OG0000525	Syam.g_01677	Prbk.g_02105
OG0000526	Syam.g_01674	Prbk.g_02107
OG0000527	Syam.g_01670	Prbk.g_02111
OG0000528	Syam.g_00580	Prbk.g_02056
OG0000529	Syam.g_00584	Prbk.g_02062
OG0000530	Syam.g_00587	Prbk.g_02065
OG0000531	Syam.g_00588	Prbk.g_02066
OG0000532	Syam.g_00591	Prbk.g_02069
OG0000533	Syam.g_00592	Prbk.g_02071
OG0000534	Syam.g_00593	Prbk.g_02072
OG0000535	Syam.g_00594	Prbk.g_02073
OG0000536	Syam.g_00595	Prbk.g_02074
OG0000537	Syam.g_00596	Prbk.g_02075
OG0000538	Syam.g_00607	Prbk.g_01865
OG0000539	Syam.g_00608	Prbk.g_01041
OG0000540	Syam.g_00609	Prbk.g_01042
OG0000541	Syam.g_00610	Prbk.g_01043
OG0000542	Syam.g_00613	Prbk.g_01046
OG0000543	Syam.g_00615	Prbk.g_01048
OG0000544	Syam.g_00616	Prbk.g_01049
OG0000545	Syam.g_00618	Prbk.g_01050
OG0000546	Syam.g_00620	Prbk.g_01052
OG0000547	Syam.g_00622	Prbk.g_01054
OG0000548	Syam.g_00623	Prbk.g_01055
OG0000549	Syam.g_00630	Prbk.g_01061
OG0000550	Syam.g_00635	Prbk.g_01066
OG0000551	Syam.g_00640	Prbk.g_01070
OG0000552	Syam.g_00641	Prbk.g_01071
OG0000553	Syam.g_00643	Prbk.g_01076
OG0000554	Syam.g_00652	Prbk.g_01081
OG0000555	Syam.g_00667	Prbk.g_01099
OG0000556	Syam.g_00670	Prbk.g_02686
OG0000557	Syam.g_00672	Prbk.g_01898
OG0000558	Syam.g_00675	Prbk.g_01895
OG0000559	Syam.g_00679	Prbk.g_01891
OG0000560	Syam.g_00682	Prbk.g_01888
OG0000561	Syam.g_00683	Prbk.g_01887
OG0000562	Syam.g_00684	Prbk.g_01886
OG0000563	Syam.g_00685	Prbk.g_01885
OG0000564	Syam.g_00686	Prbk.g_01884
OG0000565	Syam.g_00690	Prbk.g_01881
OG0000566	Syam.g_00694	Prbk.g_01877
OG0000567	Syam.g_00698	Prbk.g_01873
OG0000568	Syam.g_01751	Prbk.g_01871
OG0000569	Syam.g_01750	Prbk.g_01104
OG0000570	Syam.g_01749	Prbk.g_01105
OG0000571	Syam.g_01745	Prbk.g_01108
