Orthogroup	Syam	Prab
OG0000136	Syam.g_01857	Prab.g_00444
OG0000137	Syam.g_01668	Prab.g_00479
OG0000138	Syam.g_00599	Prab.g_00499
OG0000139	Syam.g_00657	Prab.g_00541
OG0000140	Syam.g_00659	Prab.g_00542
OG0000141	Syam.g_01514	Prab.g_00611
OG0000142	Syam.g_01468	Prab.g_00640
OG0000143	Syam.g_01464	Prab.g_00644
OG0000144	Syam.g_01032	Prab.g_00657
OG0000145	Syam.g_00605	Prab.g_00783
OG0000146	Syam.g_01114	Prab.g_00805
OG0000147	Syam.g_01113	Prab.g_00806
OG0000148	Syam.g_01270	Prab.g_00856
OG0000149	Syam.g_00725	Prab.g_00886
OG0000150	Syam.g_00660	Prab.g_00894
OG0000151	Syam.g_01338	Prab.g_01058
OG0000152	Syam.g_01124	Prab.g_01010
OG0000153	Syam.g_01160	Prab.g_00991
OG0000154	Syam.g_01187	Prab.g_00955
OG0000155	Syam.g_01763	Prab.g_01239
OG0000156	Syam.g_01814	Prab.g_01315
OG0000157	Syam.g_01815	Prab.g_01316
OG0000158	Syam.g_00139	Prab.g_01379
OG0000160	Syam.g_01614	Prab.g_01467
OG0000161	Syam.g_01620	Prab.g_01473
OG0000162	Syam.g_01627	Prab.g_01479
OG0000163	Syam.g_01927	Prab.g_01513
OG0000164	Syam.g_02023	Prab.g_01693
OG0000165	Syam.g_01879, Syam.g_01878	Prab.g_01700
OG0000166	Syam.g_00330	Prab.g_01766
OG0000167	Syam.g_00151	Prab.g_01832
OG0000168	Syam.g_00138	Prab.g_01841
OG0000169	Syam.g_00127	Prab.g_01851
OG0000170	Syam.g_00120	Prab.g_01853
OG0000171	Syam.g_00097	Prab.g_01872
OG0000172	Syam.g_00075	Prab.g_01881
OG0000173	Syam.g_00057	Prab.g_01896
OG0000174	Syam.g_02349	Prab.g_01924
OG0000175	Syam.g_02417	Prab.g_01934
OG0000176	Syam.g_00004	Prab.g_00004
OG0000177	Syam.g_00005	Prab.g_00005
OG0000178	Syam.g_00006	Prab.g_00006
OG0000179	Syam.g_00021	Prab.g_00016
OG0000180	Syam.g_00022	Prab.g_00017
OG0000181	Syam.g_00023	Prab.g_00018
OG0000182	Syam.g_00024	Prab.g_00019
OG0000183	Syam.g_00028	Prab.g_00023
OG0000184	Syam.g_02298	Prab.g_00045
OG0000185	Syam.g_02295	Prab.g_00048
OG0000186	Syam.g_02058	Prab.g_00056
OG0000187	Syam.g_02059	Prab.g_00057
OG0000188	Syam.g_02081	Prab.g_00074
OG0000189	Syam.g_02108	Prab.g_00087
OG0000190	Syam.g_02110	Prab.g_00088
OG0000191	Syam.g_02142	Prab.g_00108
OG0000192	Syam.g_02148	Prab.g_00112
OG0000193	Syam.g_02192	Prab.g_00137
OG0000194	Syam.g_02195	Prab.g_00140
OG0000195	Syam.g_02197	Prab.g_00142
OG0000196	Syam.g_02208	Prab.g_00152
OG0000197	Syam.g_02209	Prab.g_00153
OG0000198	Syam.g_02210	Prab.g_00154
OG0000199	Syam.g_02218	Prab.g_00161
OG0000200	Syam.g_02234	Prab.g_00175
OG0000201	Syam.g_02248	Prab.g_00183
OG0000202	Syam.g_02249	Prab.g_00184
OG0000203	Syam.g_02250	Prab.g_00185
OG0000204	Syam.g_02251	Prab.g_00186
OG0000205	Syam.g_02258	Prab.g_00193
OG0000206	Syam.g_02264	Prab.g_00198
OG0000207	Syam.g_02266	Prab.g_00200
OG0000208	Syam.g_02267	Prab.g_00201
OG0000209	Syam.g_02278	Prab.g_00210
OG0000210	Syam.g_02279	Prab.g_00211
OG0000211	Syam.g_00504	Prab.g_00224
OG0000212	Syam.g_00515	Prab.g_00230
OG0000213	Syam.g_00263	Prab.g_00247
OG0000214	Syam.g_00247	Prab.g_00256
OG0000215	Syam.g_00216	Prab.g_00280
OG0000216	Syam.g_00212	Prab.g_00282
OG0000217	Syam.g_00208	Prab.g_00285
OG0000218	Syam.g_00206	Prab.g_00287
OG0000219	Syam.g_00205	Prab.g_00288
OG0000220	Syam.g_00204	Prab.g_00289
OG0000221	Syam.g_00198	Prab.g_00290
OG0000222	Syam.g_00186	Prab.g_00298
OG0000223	Syam.g_00168	Prab.g_00311
OG0000224	Syam.g_00164	Prab.g_00313
OG0000225	Syam.g_00473	Prab.g_00333
OG0000226	Syam.g_00477	Prab.g_00337
OG0000227	Syam.g_00479	Prab.g_00339
OG0000228	Syam.g_00488	Prab.g_00342
OG0000229	Syam.g_01867	Prab.g_00439
OG0000230	Syam.g_01865	Prab.g_00441
OG0000231	Syam.g_01848	Prab.g_00455
OG0000232	Syam.g_01692	Prab.g_00463
OG0000233	Syam.g_01678	Prab.g_00468
OG0000234	Syam.g_01667	Prab.g_00480
OG0000235	Syam.g_00582	Prab.g_00483
OG0000236	Syam.g_00597	Prab.g_00497
OG0000237	Syam.g_00614	Prab.g_00510
OG0000238	Syam.g_00619	Prab.g_00516
OG0000239	Syam.g_00637	Prab.g_00529
OG0000240	Syam.g_00638	Prab.g_00530
OG0000241	Syam.g_01477	Prab.g_00534
OG0000242	Syam.g_00649	Prab.g_00536
OG0000243	Syam.g_00668	Prab.g_00547
OG0000244	Syam.g_00674	Prab.g_00550
OG0000245	Syam.g_00676	Prab.g_00552
OG0000246	Syam.g_00680	Prab.g_00556
OG0000247	Syam.g_00692	Prab.g_00566
OG0000248	Syam.g_00695	Prab.g_00569
OG0000249	Syam.g_00697	Prab.g_00571
OG0000250	Syam.g_01747	Prab.g_00576
OG0000251	Syam.g_01722	Prab.g_00595
OG0000252	Syam.g_01719	Prab.g_00598
OG0000253	Syam.g_01718	Prab.g_00599
OG0000254	Syam.g_01510	Prab.g_00615
OG0000255	Syam.g_01500	Prab.g_00621
OG0000256	Syam.g_01484	Prab.g_00632
OG0000257	Syam.g_01478	Prab.g_00635
OG0000258	Syam.g_01459	Prab.g_00648
OG0000259	Syam.g_01378	Prab.g_00665
OG0000260	Syam.g_01375	Prab.g_00668
OG0000261	Syam.g_01372	Prab.g_00670
OG0000262	Syam.g_01367	Prab.g_00674
OG0000263	Syam.g_00885	Prab.g_00686
OG0000264	Syam.g_00805	Prab.g_00696
OG0000265	Syam.g_01880	Prab.g_00723
OG0000266	Syam.g_01234	Prab.g_00733
OG0000267	Syam.g_01071	Prab.g_00744
OG0000268	Syam.g_01072	Prab.g_00745
OG0000269	Syam.g_01295	Prab.g_00835
OG0000270	Syam.g_01292	Prab.g_00838
OG0000271	Syam.g_01284	Prab.g_00846
OG0000272	Syam.g_01283	Prab.g_00847
OG0000273	Syam.g_00745	Prab.g_00870
OG0000274	Syam.g_00744	Prab.g_00871
OG0000275	Syam.g_00741	Prab.g_00873
OG0000276	Syam.g_00733	Prab.g_00878
OG0000277	Syam.g_00732	Prab.g_00879
OG0000278	Syam.g_00729	Prab.g_00882
OG0000279	Syam.g_00721	Prab.g_00889
OG0000280	Syam.g_00701	Prab.g_00890
OG0000281	Syam.g_00943	Prab.g_00896
OG0000282	Syam.g_01347	Prab.g_01066
OG0000283	Syam.g_01087	Prab.g_01033
OG0000284	Syam.g_01093	Prab.g_01028
OG0000285	Syam.g_01105	Prab.g_01023
OG0000286	Syam.g_01123	Prab.g_01011
OG0000287	Syam.g_01153	Prab.g_00994
OG0000288	Syam.g_01186	Prab.g_00956
OG0000289	Syam.g_01201	Prab.g_00945
OG0000290	Syam.g_00771	Prab.g_00932
OG0000291	Syam.g_00773	Prab.g_00930
OG0000292	Syam.g_02439	Prab.g_01144
OG0000293	Syam.g_01806	Prab.g_01210
OG0000294	Syam.g_01805	Prab.g_01211
OG0000295	Syam.g_01771	Prab.g_01231
OG0000296	Syam.g_01769	Prab.g_01233
OG0000297	Syam.g_00906	Prab.g_01241
OG0000298	Syam.g_00905	Prab.g_01242
OG0000299	Syam.g_00878	Prab.g_01259
OG0000300	Syam.g_00871	Prab.g_01262
OG0000301	Syam.g_00870	Prab.g_01263
OG0000302	Syam.g_00868	Prab.g_01265
OG0000303	Syam.g_00859	Prab.g_01272
OG0000304	Syam.g_00853	Prab.g_01276
OG0000305	Syam.g_00776	Prab.g_01353
OG0000306	Syam.g_01757	Prab.g_01355
OG0000307	Syam.g_00566	Prab.g_01369
OG0000308	Syam.g_00564	Prab.g_01370
OG0000309	Syam.g_00559	Prab.g_01374
OG0000310	Syam.g_01591	Prab.g_01451
OG0000311	Syam.g_01595	Prab.g_01453
OG0000312	Syam.g_01601	Prab.g_01456
OG0000313	Syam.g_01617	Prab.g_01470
OG0000314	Syam.g_01647	Prab.g_01493
OG0000315	Syam.g_01658	Prab.g_01503
OG0000316	Syam.g_01945	Prab.g_01523
OG0000317	Syam.g_01987	Prab.g_01667
OG0000318	Syam.g_01991	Prab.g_01670
OG0000319	Syam.g_02006	Prab.g_01683
OG0000320	Syam.g_02008	Prab.g_01685
OG0000321	Syam.g_02009	Prab.g_01686
OG0000322	Syam.g_02010	Prab.g_01687
OG0000323	Syam.g_02025	Prab.g_01696
OG0000324	Syam.g_01906	Prab.g_01722
OG0000325	Syam.g_00289	Prab.g_01732
OG0000326	Syam.g_00296	Prab.g_01738
OG0000327	Syam.g_00325	Prab.g_01761
OG0000328	Syam.g_00326	Prab.g_01762
OG0000329	Syam.g_00344	Prab.g_01779
OG0000330	Syam.g_00345	Prab.g_01780
OG0000331	Syam.g_00346	Prab.g_01781
OG0000332	Syam.g_00361	Prab.g_01795
OG0000333	Syam.g_00364	Prab.g_01797
OG0000334	Syam.g_00375	Prab.g_01805
OG0000335	Syam.g_00380	Prab.g_01810
OG0000336	Syam.g_00384	Prab.g_01814
OG0000337	Syam.g_00155	Prab.g_01830
OG0000338	Syam.g_00153	Prab.g_01831
OG0000339	Syam.g_00147	Prab.g_01835
OG0000340	Syam.g_00137	Prab.g_01842
OG0000341	Syam.g_00135	Prab.g_01844
OG0000342	Syam.g_00134	Prab.g_01845
OG0000343	Syam.g_00133	Prab.g_01846
OG0000344	Syam.g_00129	Prab.g_01849
OG0000345	Syam.g_00119	Prab.g_01854
OG0000346	Syam.g_00114	Prab.g_01858
OG0000347	Syam.g_00083	Prab.g_01874
OG0000348	Syam.g_00068	Prab.g_01884
OG0000349	Syam.g_00050	Prab.g_01901
OG0000350	Syam.g_00303	Prab.g_01920
OG0000351	Syam.g_02420	Prab.g_01937
OG0000352	Syam.g_02421	Prab.g_01938
OG0000353	Syam.g_02445	Prab.g_01954
OG0000355	Syam.g_00001	Prab.g_00001
OG0000356	Syam.g_00002	Prab.g_00002
OG0000357	Syam.g_00003	Prab.g_00003
OG0000358	Syam.g_00007	Prab.g_00007
OG0000359	Syam.g_00009	Prab.g_00008
OG0000360	Syam.g_00010	Prab.g_00009
OG0000361	Syam.g_00011	Prab.g_00010
OG0000362	Syam.g_00013	Prab.g_00012
OG0000363	Syam.g_00015	Prab.g_00014
OG0000364	Syam.g_00016	Prab.g_00015
OG0000365	Syam.g_00025	Prab.g_00020
OG0000366	Syam.g_00026	Prab.g_00021
OG0000367	Syam.g_00027	Prab.g_00022
OG0000368	Syam.g_00029	Prab.g_00024
OG0000369	Syam.g_00030	Prab.g_00025
OG0000370	Syam.g_00031	Prab.g_00026
OG0000371	Syam.g_00038	Prab.g_00032
OG0000372	Syam.g_00043	Prab.g_00035
OG0000373	Syam.g_00044	Prab.g_00036
OG0000374	Syam.g_00045	Prab.g_00037
OG0000375	Syam.g_00046	Prab.g_00039
OG0000376	Syam.g_00048	Prab.g_00041
OG0000377	Syam.g_02306	Prab.g_00044
OG0000378	Syam.g_02297	Prab.g_00046
OG0000379	Syam.g_02294	Prab.g_00049
OG0000380	Syam.g_02060	Prab.g_00058
OG0000381	Syam.g_02063	Prab.g_00062
OG0000382	Syam.g_02080	Prab.g_00073
OG0000383	Syam.g_02083	Prab.g_00075
OG0000384	Syam.g_02084	Prab.g_00076
OG0000385	Syam.g_02085	Prab.g_00077
OG0000386	Syam.g_02086	Prab.g_00078
OG0000387	Syam.g_02112	Prab.g_00090
OG0000388	Syam.g_02116	Prab.g_00093
OG0000389	Syam.g_02120	Prab.g_00097
OG0000390	Syam.g_02136	Prab.g_00104
OG0000391	Syam.g_02141	Prab.g_00107
OG0000392	Syam.g_02147	Prab.g_00111
OG0000393	Syam.g_02149	Prab.g_00113
OG0000394	Syam.g_02150	Prab.g_00114
OG0000395	Syam.g_02151	Prab.g_00115
OG0000396	Syam.g_02153	Prab.g_00117
OG0000397	Syam.g_02160	Prab.g_00119
OG0000398	Syam.g_02165	Prab.g_00121
OG0000399	Syam.g_02166	Prab.g_00122
OG0000400	Syam.g_02167	Prab.g_00123
OG0000401	Syam.g_02168	Prab.g_00124
OG0000402	Syam.g_02171	Prab.g_00126
OG0000403	Syam.g_02172	Prab.g_00127
OG0000404	Syam.g_02173	Prab.g_00128
OG0000405	Syam.g_02189	Prab.g_00132
OG0000406	Syam.g_02193	Prab.g_00138
OG0000407	Syam.g_02194	Prab.g_00139
OG0000408	Syam.g_02196	Prab.g_00141
OG0000409	Syam.g_02198	Prab.g_00143
OG0000410	Syam.g_02199	Prab.g_00144
OG0000411	Syam.g_02200	Prab.g_00145
OG0000412	Syam.g_02201	Prab.g_00146
OG0000413	Syam.g_02203	Prab.g_00147
OG0000414	Syam.g_02204	Prab.g_00148
OG0000415	Syam.g_02205	Prab.g_00149
OG0000416	Syam.g_02206	Prab.g_00150
OG0000417	Syam.g_02207	Prab.g_00151
OG0000418	Syam.g_02212	Prab.g_00156
OG0000419	Syam.g_02214	Prab.g_00158
OG0000420	Syam.g_02216	Prab.g_00159
OG0000421	Syam.g_02221	Prab.g_00164
OG0000422	Syam.g_02222	Prab.g_00165
OG0000423	Syam.g_02223	Prab.g_00166
OG0000424	Syam.g_02224	Prab.g_00167
OG0000425	Syam.g_02225	Prab.g_00168
OG0000426	Syam.g_02226	Prab.g_00169
OG0000427	Syam.g_02227	Prab.g_00170
OG0000428	Syam.g_02230	Prab.g_00172
OG0000429	Syam.g_02232	Prab.g_00173
OG0000430	Syam.g_02233	Prab.g_00174
OG0000431	Syam.g_02237	Prab.g_00176
OG0000432	Syam.g_02243	Prab.g_00179
OG0000433	Syam.g_02244	Prab.g_00180
OG0000434	Syam.g_02245	Prab.g_00181
OG0000435	Syam.g_02246	Prab.g_00182
OG0000436	Syam.g_02252	Prab.g_00187
OG0000437	Syam.g_02253	Prab.g_00188
OG0000438	Syam.g_02254	Prab.g_00189
OG0000439	Syam.g_02256	Prab.g_00191
OG0000440	Syam.g_02257	Prab.g_00192
OG0000441	Syam.g_02261	Prab.g_00195
OG0000442	Syam.g_02262	Prab.g_00196
OG0000443	Syam.g_02263	Prab.g_00197
OG0000444	Syam.g_02268	Prab.g_00202
OG0000445	Syam.g_02269	Prab.g_00203
OG0000446	Syam.g_02270	Prab.g_00204
OG0000447	Syam.g_02272	Prab.g_00205
OG0000448	Syam.g_02273	Prab.g_00206
OG0000449	Syam.g_02274	Prab.g_00207
OG0000450	Syam.g_02275	Prab.g_00208
OG0000451	Syam.g_02276	Prab.g_00209
OG0000452	Syam.g_02280	Prab.g_00212
OG0000453	Syam.g_02281	Prab.g_00213
OG0000454	Syam.g_02282	Prab.g_00214
OG0000455	Syam.g_02283	Prab.g_00215
OG0000456	Syam.g_02284	Prab.g_00216
OG0000457	Syam.g_02286	Prab.g_00217
OG0000458	Syam.g_02287	Prab.g_00218
OG0000459	Syam.g_02288	Prab.g_00219
OG0000460	Syam.g_00506	Prab.g_00226
OG0000461	Syam.g_00284	Prab.g_00232
OG0000462	Syam.g_00281	Prab.g_00234
OG0000463	Syam.g_00280	Prab.g_00235
OG0000464	Syam.g_00279	Prab.g_00236
OG0000465	Syam.g_00277	Prab.g_00237
OG0000466	Syam.g_00273	Prab.g_00240
OG0000467	Syam.g_00271	Prab.g_00241
OG0000468	Syam.g_00266	Prab.g_00243
OG0000469	Syam.g_00253	Prab.g_00251
OG0000470	Syam.g_00251	Prab.g_00253
OG0000471	Syam.g_00250	Prab.g_00254
OG0000472	Syam.g_00248	Prab.g_00255
OG0000473	Syam.g_00246	Prab.g_00257
OG0000474	Syam.g_00245	Prab.g_00258
OG0000475	Syam.g_00244	Prab.g_00259
OG0000476	Syam.g_00242	Prab.g_00260
OG0000477	Syam.g_00236	Prab.g_00263
OG0000478	Syam.g_00235	Prab.g_00264
OG0000479	Syam.g_00234	Prab.g_00265
OG0000480	Syam.g_00227	Prab.g_00270
OG0000481	Syam.g_00225	Prab.g_00272
OG0000482	Syam.g_00224	Prab.g_00273
OG0000483	Syam.g_00220	Prab.g_00276
OG0000484	Syam.g_00219	Prab.g_00277
OG0000485	Syam.g_00218	Prab.g_00278
OG0000486	Syam.g_00217	Prab.g_00279
OG0000487	Syam.g_00211	Prab.g_00283
OG0000488	Syam.g_00207	Prab.g_00286
OG0000489	Syam.g_00197	Prab.g_00291
OG0000490	Syam.g_00189	Prab.g_00296
OG0000491	Syam.g_00187	Prab.g_00297
OG0000492	Syam.g_00185	Prab.g_00299
OG0000493	Syam.g_00184	Prab.g_00300
OG0000494	Syam.g_00183	Prab.g_00301
OG0000495	Syam.g_00182	Prab.g_00302
OG0000496	Syam.g_00181	Prab.g_00303
OG0000497	Syam.g_00180	Prab.g_00304
OG0000498	Syam.g_00179	Prab.g_00305
OG0000499	Syam.g_00178	Prab.g_00306
OG0000500	Syam.g_00177	Prab.g_00307
OG0000501	Syam.g_00174	Prab.g_00309
OG0000502	Syam.g_00165	Prab.g_00312
OG0000503	Syam.g_00457	Prab.g_00322
OG0000504	Syam.g_00459	Prab.g_00323
OG0000505	Syam.g_00460	Prab.g_00324
OG0000506	Syam.g_00462	Prab.g_00325
OG0000507	Syam.g_00468	Prab.g_00328
OG0000508	Syam.g_00472	Prab.g_00332
OG0000509	Syam.g_00474	Prab.g_00334
OG0000510	Syam.g_00475	Prab.g_00335
OG0000511	Syam.g_00476	Prab.g_00336
OG0000512	Syam.g_00478	Prab.g_00338
OG0000513	Syam.g_00493	Prab.g_00345
OG0000514	Syam.g_00499	Prab.g_00434
OG0000515	Syam.g_00500	Prab.g_00435
OG0000516	Syam.g_01862	Prab.g_00436
OG0000517	Syam.g_01868	Prab.g_00438
OG0000518	Syam.g_01851	Prab.g_00449
OG0000519	Syam.g_01850	Prab.g_00450
OG0000520	Syam.g_01849	Prab.g_00454
OG0000521	Syam.g_01696	Prab.g_00459
OG0000522	Syam.g_01694	Prab.g_00460
OG0000523	Syam.g_01693	Prab.g_00461
OG0000524	Syam.g_01681	Prab.g_00466
OG0000525	Syam.g_01677	Prab.g_00469
OG0000526	Syam.g_01674	Prab.g_00470
OG0000527	Syam.g_01670	Prab.g_00477
OG0000528	Syam.g_00580	Prab.g_00482
OG0000529	Syam.g_00584	Prab.g_00485
OG0000530	Syam.g_00587	Prab.g_00488
OG0000531	Syam.g_00588	Prab.g_00489
OG0000532	Syam.g_00591	Prab.g_00491
OG0000533	Syam.g_00592	Prab.g_00492
OG0000534	Syam.g_00593	Prab.g_00493
OG0000535	Syam.g_00594	Prab.g_00494
OG0000536	Syam.g_00595	Prab.g_00495
OG0000537	Syam.g_00596	Prab.g_00496
OG0000538	Syam.g_00607	Prab.g_00504
OG0000539	Syam.g_00608	Prab.g_00505
OG0000540	Syam.g_00609	Prab.g_00506
OG0000541	Syam.g_00610	Prab.g_00507
OG0000542	Syam.g_00613	Prab.g_00509
OG0000543	Syam.g_00615	Prab.g_00511
OG0000544	Syam.g_00616	Prab.g_00512
OG0000545	Syam.g_00618	Prab.g_00514
OG0000546	Syam.g_00620	Prab.g_00517
OG0000547	Syam.g_00622	Prab.g_00519
OG0000548	Syam.g_00623	Prab.g_00520
OG0000549	Syam.g_00630	Prab.g_00522
OG0000550	Syam.g_00635	Prab.g_00527
OG0000551	Syam.g_00640	Prab.g_00531
OG0000552	Syam.g_00641	Prab.g_00532
OG0000553	Syam.g_00643	Prab.g_00533
OG0000554	Syam.g_00652	Prab.g_00538
OG0000555	Syam.g_00667	Prab.g_00546
OG0000556	Syam.g_00670	Prab.g_00548
OG0000557	Syam.g_00672	Prab.g_00549
OG0000558	Syam.g_00675	Prab.g_00551
OG0000559	Syam.g_00679	Prab.g_00555
OG0000560	Syam.g_00682	Prab.g_00558
OG0000561	Syam.g_00683	Prab.g_00559
OG0000562	Syam.g_00684	Prab.g_00560
OG0000563	Syam.g_00685	Prab.g_00561
OG0000564	Syam.g_00686	Prab.g_00562
OG0000565	Syam.g_00690	Prab.g_00565
OG0000566	Syam.g_00694	Prab.g_00568
OG0000567	Syam.g_00698	Prab.g_00572
OG0000568	Syam.g_01751	Prab.g_00573
OG0000569	Syam.g_01750	Prab.g_00574
OG0000570	Syam.g_01749	Prab.g_00575
OG0000571	Syam.g_01745	Prab.g_00577
OG0000572	Syam.g_01729	Prab.g_00590
OG0000573	Syam.g_01721	Prab.g_00596
OG0000574	Syam.g_01720	Prab.g_00597
OG0000575	Syam.g_01716	Prab.g_00601
OG0000576	Syam.g_01714	Prab.g_00603
OG0000577	Syam.g_01713	Prab.g_00604
OG0000578	Syam.g_01712	Prab.g_00605
OG0000579	Syam.g_01711	Prab.g_00606
OG0000580	Syam.g_01710	Prab.g_00607
OG0000581	Syam.g_01704	Prab.g_00609
OG0000582	Syam.g_01513	Prab.g_00612
OG0000583	Syam.g_01512	Prab.g_00613
OG0000584	Syam.g_01511	Prab.g_00614
OG0000585	Syam.g_01509	Prab.g_00616
OG0000586	Syam.g_01508	Prab.g_00617
OG0000587	Syam.g_01506	Prab.g_00618
OG0000588	Syam.g_01498	Prab.g_00622
