Orthogroup	Syam	Syap
OG0000288	Syam.g_01186	Syap.g_02764, Syap.g_02763
OG0000289	Syam.g_01201	Syap.g_02784
OG0000290	Syam.g_00771	Syap.g_01552
OG0000291	Syam.g_00773	Syap.g_01554
OG0000292	Syam.g_02439	Syap.g_02314
OG0000293	Syam.g_01806	Syap.g_00240
OG0000295	Syam.g_01771	Syap.g_00206
OG0000296	Syam.g_01769	Syap.g_00204
OG0000298	Syam.g_00905	Syap.g_01888
OG0000299	Syam.g_00878	Syap.g_02620
OG0000302	Syam.g_00868	Syap.g_02444, Syap.g_02445
OG0000303	Syam.g_00859	Syap.g_02435
OG0000304	Syam.g_00853	Syap.g_02430
OG0000305	Syam.g_00776	Syap.g_01557
OG0000306	Syam.g_01757	Syap.g_01966
OG0000307	Syam.g_00566	Syap.g_02517
OG0000308	Syam.g_00564	Syap.g_02514, Syap.g_02515
OG0000309	Syam.g_00559	Syap.g_02198, Syap.g_02446
OG0000310	Syam.g_01591	Syap.g_02660, Syap.g_02661
OG0000311	Syam.g_01595	Syap.g_02657
OG0000312	Syam.g_01601	Syap.g_02114
OG0000313	Syam.g_01617	Syap.g_02473
OG0000314	Syam.g_01647	Syap.g_00007
OG0000315	Syam.g_01658	Syap.g_00017
OG0000316	Syam.g_01945	Syap.g_00030
OG0000317	Syam.g_01987	Syap.g_00618
OG0000318	Syam.g_01991	Syap.g_00622, Syap.g_02786
OG0000319	Syam.g_02006	Syap.g_01764, Syap.g_01771
OG0000320	Syam.g_02008	Syap.g_01761, Syap.g_01769
OG0000321	Syam.g_02009	Syap.g_01760, Syap.g_01768
OG0000322	Syam.g_02010	Syap.g_01759, Syap.g_01767
OG0000323	Syam.g_02025	Syap.g_01389
OG0000324	Syam.g_01906	Syap.g_01503
OG0000325	Syam.g_00289	Syap.g_02680
OG0000326	Syam.g_00296	Syap.g_00544
OG0000327	Syam.g_00325	Syap.g_01233, Syap.g_01913
OG0000328	Syam.g_00326	Syap.g_01234, Syap.g_01912
OG0000329	Syam.g_00344	Syap.g_00498
OG0000330	Syam.g_00345	Syap.g_00497
OG0000331	Syam.g_00346	Syap.g_00496
OG0000333	Syam.g_00364	Syap.g_00478
OG0000334	Syam.g_00375	Syap.g_00468
OG0000335	Syam.g_00380	Syap.g_00101, Syap.g_00463
OG0000336	Syam.g_00384	Syap.g_00417, Syap.g_00607
OG0000337	Syam.g_00155	Syap.g_01054
OG0000338	Syam.g_00153	Syap.g_01059
OG0000339	Syam.g_00147	Syap.g_01068
OG0000340	Syam.g_00137	Syap.g_01077
OG0000341	Syam.g_00135	Syap.g_01079
OG0000342	Syam.g_00134	Syap.g_01080, Syap.g_02477
OG0000343	Syam.g_00133	Syap.g_01086, Syap.g_02078
OG0000344	Syam.g_00129	Syap.g_01091
OG0000345	Syam.g_00119	Syap.g_01107, Syap.g_01470
OG0000346	Syam.g_00114	Syap.g_02423, Syap.g_01113
OG0000347	Syam.g_00083	Syap.g_01131, Syap.g_02459
OG0000348	Syam.g_00068	Syap.g_00632
OG0000349	Syam.g_00050	Syap.g_00110, Syap.g_01813
OG0000351	Syam.g_02420	Syap.g_02594
OG0000352	Syam.g_02421	Syap.g_02596, Syap.g_02597
OG0000353	Syam.g_02445	Syap.g_00054
OG0000355	Syam.g_00001	Syap.g_00056
OG0000356	Syam.g_00002	Syap.g_00057
OG0000357	Syam.g_00003	Syap.g_00058
OG0000358	Syam.g_00007	Syap.g_00063
OG0000359	Syam.g_00009	Syap.g_00065
OG0000360	Syam.g_00010	Syap.g_00067
OG0000361	Syam.g_00011	Syap.g_00068
OG0000362	Syam.g_00013	Syap.g_00070
OG0000363	Syam.g_00015	Syap.g_00072
OG0000364	Syam.g_00016	Syap.g_00620
OG0000365	Syam.g_00025	Syap.g_00081
OG0000366	Syam.g_00026	Syap.g_00082
OG0000367	Syam.g_00027	Syap.g_00083
OG0000368	Syam.g_00029	Syap.g_00085
OG0000369	Syam.g_00030	Syap.g_00086
OG0000370	Syam.g_00031	Syap.g_00087
OG0000372	Syam.g_00043	Syap.g_01805
OG0000373	Syam.g_00044	Syap.g_01806
OG0000374	Syam.g_00045	Syap.g_01807
OG0000375	Syam.g_00046	Syap.g_01808
OG0000376	Syam.g_00048	Syap.g_01811
OG0000377	Syam.g_02306	Syap.g_00128
OG0000378	Syam.g_02297	Syap.g_01326
OG0000380	Syam.g_02060	Syap.g_01687
OG0000381	Syam.g_02063	Syap.g_01690
OG0000382	Syam.g_02080	Syap.g_02548
OG0000383	Syam.g_02083	Syap.g_02359
OG0000384	Syam.g_02084	Syap.g_02360
OG0000385	Syam.g_02085	Syap.g_02361
OG0000386	Syam.g_02086	Syap.g_02362
OG0000387	Syam.g_02112	Syap.g_01864
OG0000391	Syam.g_02141	Syap.g_02234
OG0000392	Syam.g_02147	Syap.g_02225
OG0000393	Syam.g_02149	Syap.g_02222
OG0000394	Syam.g_02150	Syap.g_02221
OG0000395	Syam.g_02151	Syap.g_02220
OG0000396	Syam.g_02153	Syap.g_02217
OG0000397	Syam.g_02160	Syap.g_02215
OG0000398	Syam.g_02165	Syap.g_02211
OG0000399	Syam.g_02166	Syap.g_02210
OG0000400	Syam.g_02167	Syap.g_02209
OG0000401	Syam.g_02168	Syap.g_02208
OG0000402	Syam.g_02171	Syap.g_02206
OG0000403	Syam.g_02172	Syap.g_02205
OG0000404	Syam.g_02173	Syap.g_02204, Syap.g_02618
OG0000405	Syam.g_02189	Syap.g_02191
OG0000406	Syam.g_02193	Syap.g_02186
OG0000407	Syam.g_02194	Syap.g_02185
OG0000408	Syam.g_02196	Syap.g_02181, Syap.g_02182
OG0000409	Syam.g_02198	Syap.g_02179
OG0000410	Syam.g_02199	Syap.g_02178
OG0000411	Syam.g_02200	Syap.g_02177
OG0000412	Syam.g_02201	Syap.g_02176
OG0000413	Syam.g_02203	Syap.g_02174
OG0000414	Syam.g_02204	Syap.g_02173
OG0000415	Syam.g_02205	Syap.g_02172
OG0000416	Syam.g_02206	Syap.g_02171
OG0000417	Syam.g_02207	Syap.g_02169
OG0000418	Syam.g_02212	Syap.g_01204
OG0000419	Syam.g_02214	Syap.g_01201
OG0000420	Syam.g_02216	Syap.g_01199
OG0000421	Syam.g_02221	Syap.g_01195
OG0000422	Syam.g_02222	Syap.g_01194
OG0000423	Syam.g_02223	Syap.g_01193
OG0000424	Syam.g_02224	Syap.g_01192
OG0000425	Syam.g_02225	Syap.g_01191
OG0000426	Syam.g_02226	Syap.g_01190
OG0000427	Syam.g_02227	Syap.g_01189
OG0000428	Syam.g_02230	Syap.g_01186
OG0000429	Syam.g_02232	Syap.g_01184
OG0000430	Syam.g_02233	Syap.g_01182
OG0000431	Syam.g_02237	Syap.g_01179
OG0000432	Syam.g_02243	Syap.g_02277
OG0000433	Syam.g_02244	Syap.g_02272
OG0000434	Syam.g_02245	Syap.g_02271
OG0000435	Syam.g_02246	Syap.g_02268
OG0000436	Syam.g_02252	Syap.g_01607
OG0000437	Syam.g_02253	Syap.g_01608
OG0000438	Syam.g_02254	Syap.g_01612
OG0000439	Syam.g_02256	Syap.g_01614
OG0000440	Syam.g_02257	Syap.g_01615
OG0000441	Syam.g_02261	Syap.g_01619
OG0000442	Syam.g_02262	Syap.g_01620
OG0000443	Syam.g_02263	Syap.g_01622
OG0000444	Syam.g_02268	Syap.g_01424
OG0000445	Syam.g_02269	Syap.g_01421
OG0000446	Syam.g_02270	Syap.g_01419
OG0000447	Syam.g_02272	Syap.g_01410
OG0000448	Syam.g_02273	Syap.g_01407
OG0000449	Syam.g_02274	Syap.g_01406
OG0000450	Syam.g_02275	Syap.g_01909
OG0000451	Syam.g_02276	Syap.g_01908
OG0000452	Syam.g_02280	Syap.g_01904
OG0000453	Syam.g_02281	Syap.g_01903
OG0000454	Syam.g_02282	Syap.g_01902
OG0000455	Syam.g_02283	Syap.g_01901
OG0000456	Syam.g_02284	Syap.g_01900
OG0000457	Syam.g_02286	Syap.g_01896
OG0000458	Syam.g_02287	Syap.g_01895
OG0000459	Syam.g_02288	Syap.g_01894
OG0000460	Syam.g_00506	Syap.g_01159
OG0000461	Syam.g_00284	Syap.g_01575
OG0000462	Syam.g_00281	Syap.g_01578
OG0000463	Syam.g_00280	Syap.g_01579
OG0000464	Syam.g_00279	Syap.g_01580
OG0000465	Syam.g_00277	Syap.g_01582
OG0000466	Syam.g_00273	Syap.g_01587
OG0000467	Syam.g_00271	Syap.g_01588
OG0000468	Syam.g_00266	Syap.g_01593
OG0000469	Syam.g_00253	Syap.g_02352
OG0000470	Syam.g_00251	Syap.g_02349
OG0000471	Syam.g_00250	Syap.g_02348
OG0000472	Syam.g_00248	Syap.g_02347
OG0000473	Syam.g_00246	Syap.g_02343
OG0000474	Syam.g_00245	Syap.g_02342
OG0000475	Syam.g_00244	Syap.g_02341
OG0000476	Syam.g_00242	Syap.g_02339
OG0000477	Syam.g_00236	Syap.g_01367
OG0000478	Syam.g_00235	Syap.g_01366
OG0000479	Syam.g_00234	Syap.g_01364
OG0000480	Syam.g_00227	Syap.g_01357
OG0000482	Syam.g_00224	Syap.g_01355
OG0000483	Syam.g_00220	Syap.g_01344
OG0000484	Syam.g_00219	Syap.g_01350
OG0000485	Syam.g_00218	Syap.g_01349
OG0000487	Syam.g_00211	Syap.g_01635
OG0000488	Syam.g_00207	Syap.g_01639
OG0000489	Syam.g_00197	Syap.g_02482
OG0000490	Syam.g_00189	Syap.g_01673
OG0000491	Syam.g_00187	Syap.g_01670
OG0000492	Syam.g_00185	Syap.g_01668
OG0000493	Syam.g_00184	Syap.g_01667
OG0000494	Syam.g_00183	Syap.g_01666
OG0000495	Syam.g_00182	Syap.g_01665
OG0000496	Syam.g_00181	Syap.g_01663
OG0000497	Syam.g_00180	Syap.g_01662
OG0000498	Syam.g_00179	Syap.g_01661
OG0000499	Syam.g_00178	Syap.g_01660
OG0000500	Syam.g_00177	Syap.g_01659
OG0000501	Syam.g_00174	Syap.g_01656
OG0000502	Syam.g_00165	Syap.g_02066
OG0000503	Syam.g_00457	Syap.g_00569
OG0000504	Syam.g_00459	Syap.g_00567
OG0000505	Syam.g_00460	Syap.g_00566
OG0000506	Syam.g_00462	Syap.g_00564
OG0000507	Syam.g_00468	Syap.g_00558
OG0000508	Syam.g_00472	Syap.g_00554
OG0000509	Syam.g_00474	Syap.g_00551
OG0000510	Syam.g_00475	Syap.g_00550
OG0000511	Syam.g_00476	Syap.g_00548
OG0000512	Syam.g_00478	Syap.g_02145
OG0000513	Syam.g_00493	Syap.g_02048
OG0000514	Syam.g_00499	Syap.g_02051
OG0000515	Syam.g_00500	Syap.g_02052
OG0000516	Syam.g_01862	Syap.g_02054
OG0000517	Syam.g_01868	Syap.g_02057
OG0000519	Syam.g_01850	Syap.g_00457
OG0000520	Syam.g_01849	Syap.g_00456
OG0000521	Syam.g_01696	Syap.g_01997
OG0000522	Syam.g_01694	Syap.g_01995
OG0000523	Syam.g_01693	Syap.g_02507
OG0000524	Syam.g_01681	Syap.g_02135
OG0000525	Syam.g_01677	Syap.g_02159
OG0000526	Syam.g_01674	Syap.g_02157
OG0000527	Syam.g_01670	Syap.g_02758
OG0000528	Syam.g_00580	Syap.g_02261
OG0000529	Syam.g_00584	Syap.g_02254
OG0000530	Syam.g_00587	Syap.g_02252
OG0000531	Syam.g_00588	Syap.g_02251
OG0000532	Syam.g_00591	Syap.g_02247
OG0000533	Syam.g_00592	Syap.g_02244
OG0000534	Syam.g_00593	Syap.g_02243
OG0000535	Syam.g_00594	Syap.g_02242
OG0000536	Syam.g_00595	Syap.g_02241
OG0000537	Syam.g_00596	Syap.g_02240
OG0000538	Syam.g_00607	Syap.g_00271
OG0000539	Syam.g_00608	Syap.g_00270
OG0000540	Syam.g_00609	Syap.g_00269
OG0000541	Syam.g_00610	Syap.g_00268
OG0000542	Syam.g_00613	Syap.g_00264
OG0000543	Syam.g_00615	Syap.g_00261
OG0000544	Syam.g_00616	Syap.g_00260
OG0000545	Syam.g_00618	Syap.g_00259
OG0000546	Syam.g_00620	Syap.g_00256
OG0000547	Syam.g_00622	Syap.g_00254
OG0000548	Syam.g_00623	Syap.g_00253
OG0000549	Syam.g_00630	Syap.g_00758
OG0000550	Syam.g_00635	Syap.g_02747
OG0000551	Syam.g_00640	Syap.g_02739
OG0000552	Syam.g_00641	Syap.g_02738
OG0000553	Syam.g_00643	Syap.g_02735
OG0000554	Syam.g_00652	Syap.g_01450
OG0000555	Syam.g_00667	Syap.g_01941
OG0000556	Syam.g_00670	Syap.g_01933
OG0000557	Syam.g_00672	Syap.g_01931
OG0000558	Syam.g_00675	Syap.g_01147
OG0000560	Syam.g_00682	Syap.g_00305
OG0000561	Syam.g_00683	Syap.g_00304
OG0000562	Syam.g_00684	Syap.g_00302
OG0000563	Syam.g_00685	Syap.g_00301
OG0000564	Syam.g_00686	Syap.g_00300
OG0000565	Syam.g_00690	Syap.g_00296
OG0000566	Syam.g_00694	Syap.g_00291
OG0000567	Syam.g_00698	Syap.g_01297
OG0000568	Syam.g_01751	Syap.g_01302
OG0000569	Syam.g_01750	Syap.g_01303
OG0000570	Syam.g_01749	Syap.g_01304
OG0000571	Syam.g_01745	Syap.g_01307
OG0000573	Syam.g_01721	Syap.g_00765
OG0000574	Syam.g_01720	Syap.g_00759
OG0000575	Syam.g_01716	Syap.g_00445
OG0000576	Syam.g_01714	Syap.g_00450
OG0000577	Syam.g_01713	Syap.g_00451
OG0000578	Syam.g_01712	Syap.g_00452
OG0000579	Syam.g_01711	Syap.g_00453
OG0000580	Syam.g_01710	Syap.g_00454
OG0000581	Syam.g_01704	Syap.g_01521
OG0000582	Syam.g_01513	Syap.g_01533
OG0000583	Syam.g_01512	Syap.g_01532
OG0000584	Syam.g_01511	Syap.g_01530
OG0000585	Syam.g_01509	Syap.g_01526
OG0000586	Syam.g_01508	Syap.g_01525
OG0000587	Syam.g_01506	Syap.g_01523
OG0000588	Syam.g_01498	Syap.g_00776
OG0000589	Syam.g_01494	Syap.g_00941
OG0000590	Syam.g_01493	Syap.g_00940
OG0000591	Syam.g_01486	Syap.g_01289
OG0000592	Syam.g_01485	Syap.g_01288
OG0000593	Syam.g_01471	Syap.g_00890
OG0000594	Syam.g_01470	Syap.g_00891
OG0000595	Syam.g_01469	Syap.g_00892
OG0000596	Syam.g_01465	Syap.g_00898
OG0000597	Syam.g_01462	Syap.g_00903
OG0000598	Syam.g_01461	Syap.g_00904
OG0000599	Syam.g_01458	Syap.g_00908
OG0000600	Syam.g_01457	Syap.g_00909
OG0000601	Syam.g_01456	Syap.g_00910
OG0000602	Syam.g_01451	Syap.g_00640
OG0000603	Syam.g_01450	Syap.g_00641
OG0000604	Syam.g_01447	Syap.g_02769
OG0000605	Syam.g_01031	Syap.g_02501, Syap.g_02771
OG0000606	Syam.g_01387	Syap.g_02506
