Orthogroup	Syam	Prao
OG0000152	Syam.g_01124	Prao.g_00902
OG0000153	Syam.g_01160	Prao.g_00921
OG0000154	Syam.g_01187	Prao.g_00948
OG0000155	Syam.g_01763	Prao.g_01069
OG0000156	Syam.g_01814	Prao.g_01287
OG0000157	Syam.g_01815	Prao.g_01286
OG0000158	Syam.g_00139	Prao.g_01220
OG0000160	Syam.g_01614	Prao.g_01398
OG0000161	Syam.g_01620	Prao.g_01404
OG0000162	Syam.g_01627	Prao.g_01410
OG0000163	Syam.g_01927	Prao.g_01443
OG0000164	Syam.g_02023	Prao.g_01576
OG0000165	Syam.g_01879, Syam.g_01878	Prao.g_01583
OG0000166	Syam.g_00330	Prao.g_01651
OG0000167	Syam.g_00151	Prao.g_01717
OG0000168	Syam.g_00138	Prao.g_01727
OG0000169	Syam.g_00127	Prao.g_01737
OG0000170	Syam.g_00120	Prao.g_01739
OG0000171	Syam.g_00097	Prao.g_01758
OG0000172	Syam.g_00075	Prao.g_01767
OG0000173	Syam.g_00057	Prao.g_01782
OG0000174	Syam.g_02349	Prao.g_01810
OG0000175	Syam.g_02417	Prao.g_01820
OG0000176	Syam.g_00004	Prao.g_01845
OG0000177	Syam.g_00005	Prao.g_01846
OG0000178	Syam.g_00006	Prao.g_01847
OG0000179	Syam.g_00021	Prao.g_00163
OG0000180	Syam.g_00022	Prao.g_00164
OG0000181	Syam.g_00023	Prao.g_00165
OG0000182	Syam.g_00024	Prao.g_00166
OG0000183	Syam.g_00028	Prao.g_00170
OG0000184	Syam.g_02298	Prao.g_00192
OG0000185	Syam.g_02295	Prao.g_00195
OG0000186	Syam.g_02058	Prao.g_00203
OG0000187	Syam.g_02059	Prao.g_00204
OG0000188	Syam.g_02081	Prao.g_00221
OG0000189	Syam.g_02108	Prao.g_00235
OG0000190	Syam.g_02110	Prao.g_00236
OG0000191	Syam.g_02142	Prao.g_00256
OG0000192	Syam.g_02148	Prao.g_00260
OG0000193	Syam.g_02192	Prao.g_00284
OG0000194	Syam.g_02195	Prao.g_00287
OG0000195	Syam.g_02197	Prao.g_00289
OG0000196	Syam.g_02208	Prao.g_00299
OG0000197	Syam.g_02209	Prao.g_00300
OG0000198	Syam.g_02210	Prao.g_00301
OG0000199	Syam.g_02218	Prao.g_00308
OG0000200	Syam.g_02234	Prao.g_00322
OG0000201	Syam.g_02248	Prao.g_00330
OG0000202	Syam.g_02249	Prao.g_00331
OG0000203	Syam.g_02250	Prao.g_00332
OG0000204	Syam.g_02251	Prao.g_00333
OG0000205	Syam.g_02258	Prao.g_00340
OG0000206	Syam.g_02264	Prao.g_00345
OG0000207	Syam.g_02266	Prao.g_00347
OG0000208	Syam.g_02267	Prao.g_00348
OG0000209	Syam.g_02278	Prao.g_00357
OG0000210	Syam.g_02279	Prao.g_00358
OG0000211	Syam.g_00504	Prao.g_00371
OG0000212	Syam.g_00515	Prao.g_00378
OG0000213	Syam.g_00263	Prao.g_00395
OG0000214	Syam.g_00247	Prao.g_00405
OG0000215	Syam.g_00216	Prao.g_00429
OG0000216	Syam.g_00212	Prao.g_00431
OG0000217	Syam.g_00208	Prao.g_00434
OG0000218	Syam.g_00206	Prao.g_00436
OG0000219	Syam.g_00205	Prao.g_00437
OG0000220	Syam.g_00204	Prao.g_00438
OG0000221	Syam.g_00198	Prao.g_00439
OG0000222	Syam.g_00186	Prao.g_00446
OG0000223	Syam.g_00168	Prao.g_00459
OG0000224	Syam.g_00164	Prao.g_00461
OG0000225	Syam.g_00473	Prao.g_00480
OG0000226	Syam.g_00477	Prao.g_00484
OG0000227	Syam.g_00479	Prao.g_00486
OG0000228	Syam.g_00488	Prao.g_00489
OG0000229	Syam.g_01867	Prao.g_00540
OG0000230	Syam.g_01865	Prao.g_00542
OG0000231	Syam.g_01848	Prao.g_00553
OG0000232	Syam.g_01692	Prao.g_00564
OG0000233	Syam.g_01678	Prao.g_00569
OG0000234	Syam.g_01667	Prao.g_00582
OG0000235	Syam.g_00582	Prao.g_00585
OG0000236	Syam.g_00597	Prao.g_00599
OG0000237	Syam.g_00614	Prao.g_00612
OG0000238	Syam.g_00619	Prao.g_00618
OG0000239	Syam.g_00637	Prao.g_00631
OG0000240	Syam.g_00638	Prao.g_00632
OG0000241	Syam.g_01477	Prao.g_01861
OG0000242	Syam.g_00649	Prao.g_01859
OG0000243	Syam.g_00668	Prao.g_01162
OG0000244	Syam.g_00674	Prao.g_01165
OG0000245	Syam.g_00676	Prao.g_01167
OG0000246	Syam.g_00680	Prao.g_01171
OG0000247	Syam.g_00692	Prao.g_01181
OG0000248	Syam.g_00695	Prao.g_01183
OG0000249	Syam.g_00697	Prao.g_01185
OG0000250	Syam.g_01747	Prao.g_01864
OG0000251	Syam.g_01722	Prao.g_00029
OG0000252	Syam.g_01719	Prao.g_00032
OG0000253	Syam.g_01718	Prao.g_00033
OG0000254	Syam.g_01510	Prao.g_00049
OG0000255	Syam.g_01500	Prao.g_00055
OG0000256	Syam.g_01484	Prao.g_00066
OG0000257	Syam.g_01478	Prao.g_00069
OG0000258	Syam.g_01459	Prao.g_00082
OG0000259	Syam.g_01378	Prao.g_00099
OG0000260	Syam.g_01375	Prao.g_00102
OG0000261	Syam.g_01372	Prao.g_00104
OG0000262	Syam.g_01367	Prao.g_00108
OG0000263	Syam.g_00885	Prao.g_00119
OG0000264	Syam.g_00805	Prao.g_00129
OG0000265	Syam.g_01880	Prao.g_00648
OG0000266	Syam.g_01234	Prao.g_00658
OG0000267	Syam.g_01071	Prao.g_00669
OG0000268	Syam.g_01072	Prao.g_00670
OG0000269	Syam.g_01295	Prao.g_00736
OG0000270	Syam.g_01292	Prao.g_00739
OG0000271	Syam.g_01284	Prao.g_00747
OG0000272	Syam.g_01283	Prao.g_00748
OG0000273	Syam.g_00745	Prao.g_00771
OG0000274	Syam.g_00744	Prao.g_00772
OG0000275	Syam.g_00741	Prao.g_00775
OG0000276	Syam.g_00733	Prao.g_00780
OG0000277	Syam.g_00732	Prao.g_00781
OG0000278	Syam.g_00729	Prao.g_00784
OG0000279	Syam.g_00721	Prao.g_00791
OG0000280	Syam.g_00701	Prao.g_00792
OG0000281	Syam.g_00943	Prao.g_00797
OG0000282	Syam.g_01347	Prao.g_00847
OG0000283	Syam.g_01087	Prao.g_00879
OG0000284	Syam.g_01093	Prao.g_00884
OG0000285	Syam.g_01105	Prao.g_00889
OG0000286	Syam.g_01123	Prao.g_00901
OG0000287	Syam.g_01153	Prao.g_00918
OG0000288	Syam.g_01186	Prao.g_00947
OG0000289	Syam.g_01201	Prao.g_00958
OG0000290	Syam.g_00771	Prao.g_00971
OG0000291	Syam.g_00773	Prao.g_00973
OG0000292	Syam.g_02439	Prao.g_01025
OG0000293	Syam.g_01806	Prao.g_01098
OG0000294	Syam.g_01805	Prao.g_01097
OG0000295	Syam.g_01771	Prao.g_01077
OG0000296	Syam.g_01769	Prao.g_01075
OG0000297	Syam.g_00906	Prao.g_01067
OG0000298	Syam.g_00905	Prao.g_01066
OG0000299	Syam.g_00878	Prao.g_01049
OG0000300	Syam.g_00871	Prao.g_01046
OG0000301	Syam.g_00870	Prao.g_01045
OG0000302	Syam.g_00868	Prao.g_01043
OG0000303	Syam.g_00859	Prao.g_01036
OG0000304	Syam.g_00853	Prao.g_01032
OG0000305	Syam.g_00776	Prao.g_01247
OG0000306	Syam.g_01757	Prao.g_01244
OG0000307	Syam.g_00566	Prao.g_01230
OG0000308	Syam.g_00564	Prao.g_01229
OG0000309	Syam.g_00559	Prao.g_01225
OG0000310	Syam.g_01591	Prao.g_01382
OG0000311	Syam.g_01595	Prao.g_01384
OG0000312	Syam.g_01601	Prao.g_01387
OG0000313	Syam.g_01617	Prao.g_01401
OG0000314	Syam.g_01647	Prao.g_01423
OG0000315	Syam.g_01658	Prao.g_01433
OG0000316	Syam.g_01945	Prao.g_01453
OG0000317	Syam.g_01987	Prao.g_01550
OG0000318	Syam.g_01991	Prao.g_01553
OG0000319	Syam.g_02006	Prao.g_01566
OG0000320	Syam.g_02008	Prao.g_01568
OG0000321	Syam.g_02009	Prao.g_01569
OG0000322	Syam.g_02010	Prao.g_01570
OG0000323	Syam.g_02025	Prao.g_01579
OG0000324	Syam.g_01906	Prao.g_01605
OG0000325	Syam.g_00289	Prao.g_01616
OG0000326	Syam.g_00296	Prao.g_01622
OG0000327	Syam.g_00325	Prao.g_01646
OG0000328	Syam.g_00326	Prao.g_01647
OG0000329	Syam.g_00344	Prao.g_01664
OG0000330	Syam.g_00345	Prao.g_01665
OG0000331	Syam.g_00346	Prao.g_01666
OG0000332	Syam.g_00361	Prao.g_01680
OG0000333	Syam.g_00364	Prao.g_01682
OG0000334	Syam.g_00375	Prao.g_01690
OG0000335	Syam.g_00380	Prao.g_01695
OG0000336	Syam.g_00384	Prao.g_01699
OG0000337	Syam.g_00155	Prao.g_01715
OG0000338	Syam.g_00153	Prao.g_01716
OG0000339	Syam.g_00147	Prao.g_01720
OG0000340	Syam.g_00137	Prao.g_01728
OG0000341	Syam.g_00135	Prao.g_01730
OG0000342	Syam.g_00134	Prao.g_01731
OG0000343	Syam.g_00133	Prao.g_01732
OG0000344	Syam.g_00129	Prao.g_01735
OG0000345	Syam.g_00119	Prao.g_01740
OG0000346	Syam.g_00114	Prao.g_01744
OG0000347	Syam.g_00083	Prao.g_01760
OG0000348	Syam.g_00068	Prao.g_01770
OG0000349	Syam.g_00050	Prao.g_01787
OG0000350	Syam.g_00303	Prao.g_01806
OG0000351	Syam.g_02420	Prao.g_01823
OG0000352	Syam.g_02421	Prao.g_01824
OG0000353	Syam.g_02445	Prao.g_01840
OG0000354	Syam.g_00626, Syam.g_00625	Prao.g_00637
OG0000355	Syam.g_00001	Prao.g_01842
OG0000356	Syam.g_00002	Prao.g_01843
OG0000357	Syam.g_00003	Prao.g_01844
OG0000358	Syam.g_00007	Prao.g_01848
OG0000359	Syam.g_00009	Prao.g_01849
OG0000360	Syam.g_00010	Prao.g_01850
OG0000361	Syam.g_00011	Prao.g_00157
OG0000362	Syam.g_00013	Prao.g_00159
OG0000363	Syam.g_00015	Prao.g_00161
OG0000364	Syam.g_00016	Prao.g_00162
OG0000365	Syam.g_00025	Prao.g_00167
OG0000366	Syam.g_00026	Prao.g_00168
OG0000367	Syam.g_00027	Prao.g_00169
OG0000368	Syam.g_00029	Prao.g_00171
OG0000369	Syam.g_00030	Prao.g_00172
OG0000370	Syam.g_00031	Prao.g_00173
OG0000371	Syam.g_00038	Prao.g_00178
OG0000372	Syam.g_00043	Prao.g_00181
OG0000373	Syam.g_00044	Prao.g_00182
OG0000374	Syam.g_00045	Prao.g_00183
OG0000375	Syam.g_00046	Prao.g_00186
OG0000376	Syam.g_00048	Prao.g_00188
OG0000377	Syam.g_02306	Prao.g_00191
OG0000378	Syam.g_02297	Prao.g_00193
OG0000379	Syam.g_02294	Prao.g_00196
OG0000380	Syam.g_02060	Prao.g_00205
OG0000381	Syam.g_02063	Prao.g_00209
OG0000382	Syam.g_02080	Prao.g_00220
OG0000383	Syam.g_02083	Prao.g_00222
OG0000384	Syam.g_02084	Prao.g_00223
OG0000385	Syam.g_02085	Prao.g_00224
OG0000386	Syam.g_02086	Prao.g_00225
OG0000387	Syam.g_02112	Prao.g_00238
OG0000388	Syam.g_02116	Prao.g_00241
OG0000389	Syam.g_02120	Prao.g_00244
OG0000390	Syam.g_02136	Prao.g_00251
OG0000391	Syam.g_02141	Prao.g_00255
OG0000392	Syam.g_02147	Prao.g_00259
OG0000393	Syam.g_02149	Prao.g_00261
OG0000394	Syam.g_02150	Prao.g_00262
OG0000395	Syam.g_02151	Prao.g_00263
OG0000396	Syam.g_02153	Prao.g_00266
OG0000397	Syam.g_02160	Prao.g_00268
OG0000398	Syam.g_02165	Prao.g_00270
OG0000399	Syam.g_02166	Prao.g_00271
OG0000400	Syam.g_02167	Prao.g_00272
OG0000401	Syam.g_02168	Prao.g_00273
OG0000402	Syam.g_02171	Prao.g_00274
OG0000403	Syam.g_02172	Prao.g_00275
OG0000404	Syam.g_02173	Prao.g_00276
OG0000405	Syam.g_02189	Prao.g_00280
OG0000406	Syam.g_02193	Prao.g_00285
OG0000407	Syam.g_02194	Prao.g_00286
OG0000408	Syam.g_02196	Prao.g_00288
OG0000409	Syam.g_02198	Prao.g_00290
OG0000410	Syam.g_02199	Prao.g_00291
OG0000411	Syam.g_02200	Prao.g_00292
OG0000412	Syam.g_02201	Prao.g_00293
OG0000413	Syam.g_02203	Prao.g_00294
OG0000414	Syam.g_02204	Prao.g_00295
OG0000415	Syam.g_02205	Prao.g_00296
OG0000416	Syam.g_02206	Prao.g_00297
OG0000417	Syam.g_02207	Prao.g_00298
OG0000418	Syam.g_02212	Prao.g_00303
OG0000419	Syam.g_02214	Prao.g_00305
OG0000420	Syam.g_02216	Prao.g_00306
OG0000421	Syam.g_02221	Prao.g_00311
OG0000422	Syam.g_02222	Prao.g_00312
OG0000423	Syam.g_02223	Prao.g_00313
OG0000424	Syam.g_02224	Prao.g_00314
OG0000425	Syam.g_02225	Prao.g_00315
OG0000426	Syam.g_02226	Prao.g_00316
OG0000427	Syam.g_02227	Prao.g_00317
OG0000428	Syam.g_02230	Prao.g_00319
OG0000429	Syam.g_02232	Prao.g_00320
OG0000430	Syam.g_02233	Prao.g_00321
OG0000431	Syam.g_02237	Prao.g_00323
OG0000432	Syam.g_02243	Prao.g_00326
OG0000433	Syam.g_02244	Prao.g_00327
OG0000434	Syam.g_02245	Prao.g_00328
OG0000435	Syam.g_02246	Prao.g_00329
OG0000436	Syam.g_02252	Prao.g_00334
OG0000437	Syam.g_02253	Prao.g_00335
OG0000438	Syam.g_02254	Prao.g_00336
OG0000439	Syam.g_02256	Prao.g_00338
OG0000440	Syam.g_02257	Prao.g_00339
OG0000441	Syam.g_02261	Prao.g_00342
OG0000442	Syam.g_02262	Prao.g_00343
OG0000443	Syam.g_02263	Prao.g_00344
OG0000444	Syam.g_02268	Prao.g_00349
OG0000445	Syam.g_02269	Prao.g_00350
OG0000446	Syam.g_02270	Prao.g_00351
OG0000447	Syam.g_02272	Prao.g_00352
OG0000448	Syam.g_02273	Prao.g_00353
OG0000449	Syam.g_02274	Prao.g_00354
OG0000450	Syam.g_02275	Prao.g_00355
OG0000451	Syam.g_02276	Prao.g_00356
OG0000452	Syam.g_02280	Prao.g_00359
OG0000453	Syam.g_02281	Prao.g_00360
OG0000454	Syam.g_02282	Prao.g_00361
OG0000455	Syam.g_02283	Prao.g_00362
OG0000456	Syam.g_02284	Prao.g_00363
OG0000457	Syam.g_02286	Prao.g_00364
OG0000458	Syam.g_02287	Prao.g_00365
OG0000459	Syam.g_02288	Prao.g_00366
OG0000460	Syam.g_00506	Prao.g_00373
OG0000461	Syam.g_00284	Prao.g_00380
OG0000462	Syam.g_00281	Prao.g_00382
OG0000463	Syam.g_00280	Prao.g_00383
OG0000464	Syam.g_00279	Prao.g_00384
OG0000465	Syam.g_00277	Prao.g_00385
OG0000466	Syam.g_00273	Prao.g_00388
OG0000467	Syam.g_00271	Prao.g_00389
OG0000468	Syam.g_00266	Prao.g_00391
OG0000469	Syam.g_00253	Prao.g_00400
OG0000470	Syam.g_00251	Prao.g_00402
OG0000471	Syam.g_00250	Prao.g_00403
OG0000472	Syam.g_00248	Prao.g_00404
OG0000473	Syam.g_00246	Prao.g_00406
OG0000474	Syam.g_00245	Prao.g_00407
OG0000475	Syam.g_00244	Prao.g_00408
OG0000476	Syam.g_00242	Prao.g_00409
OG0000477	Syam.g_00236	Prao.g_00412
OG0000478	Syam.g_00235	Prao.g_00413
OG0000479	Syam.g_00234	Prao.g_00414
OG0000480	Syam.g_00227	Prao.g_00419
OG0000481	Syam.g_00225	Prao.g_00421
OG0000482	Syam.g_00224	Prao.g_00422
OG0000483	Syam.g_00220	Prao.g_00425
OG0000484	Syam.g_00219	Prao.g_00426
OG0000485	Syam.g_00218	Prao.g_00427
OG0000486	Syam.g_00217	Prao.g_00428
OG0000487	Syam.g_00211	Prao.g_00432
OG0000488	Syam.g_00207	Prao.g_00435
OG0000489	Syam.g_00197	Prao.g_00440
OG0000490	Syam.g_00189	Prao.g_00444
OG0000491	Syam.g_00187	Prao.g_00445
OG0000492	Syam.g_00185	Prao.g_00447
OG0000493	Syam.g_00184	Prao.g_00448
OG0000494	Syam.g_00183	Prao.g_00449
OG0000495	Syam.g_00182	Prao.g_00450
OG0000496	Syam.g_00181	Prao.g_00451
OG0000497	Syam.g_00180	Prao.g_00452
OG0000498	Syam.g_00179	Prao.g_00453
OG0000499	Syam.g_00178	Prao.g_00454
OG0000500	Syam.g_00177	Prao.g_00455
OG0000501	Syam.g_00174	Prao.g_00457
OG0000502	Syam.g_00165	Prao.g_00460
OG0000503	Syam.g_00457	Prao.g_00470
OG0000504	Syam.g_00459	Prao.g_00471
OG0000505	Syam.g_00460	Prao.g_00472
OG0000506	Syam.g_00462	Prao.g_00474
OG0000507	Syam.g_00468	Prao.g_00476
OG0000508	Syam.g_00472	Prao.g_00479
OG0000509	Syam.g_00474	Prao.g_00481
OG0000510	Syam.g_00475	Prao.g_00482
OG0000511	Syam.g_00476	Prao.g_00483
OG0000512	Syam.g_00478	Prao.g_00485
OG0000513	Syam.g_00493	Prao.g_00492
OG0000514	Syam.g_00499	Prao.g_00535
OG0000515	Syam.g_00500	Prao.g_00536
OG0000516	Syam.g_01862	Prao.g_00537
OG0000517	Syam.g_01868	Prao.g_00539
OG0000518	Syam.g_01851	Prao.g_00550
OG0000519	Syam.g_01850	Prao.g_00551
OG0000520	Syam.g_01849	Prao.g_00552
OG0000521	Syam.g_01696	Prao.g_00557
OG0000522	Syam.g_01694	Prao.g_00559
OG0000523	Syam.g_01693	Prao.g_00560
OG0000524	Syam.g_01681	Prao.g_00567
OG0000525	Syam.g_01677	Prao.g_00570
OG0000526	Syam.g_01674	Prao.g_00571
OG0000527	Syam.g_01670	Prao.g_00579
OG0000528	Syam.g_00580	Prao.g_00584
OG0000529	Syam.g_00584	Prao.g_00587
OG0000530	Syam.g_00587	Prao.g_00590
OG0000531	Syam.g_00588	Prao.g_00591
OG0000532	Syam.g_00591	Prao.g_00593
OG0000533	Syam.g_00592	Prao.g_00594
OG0000534	Syam.g_00593	Prao.g_00595
OG0000535	Syam.g_00594	Prao.g_00596
OG0000536	Syam.g_00595	Prao.g_00597
OG0000537	Syam.g_00596	Prao.g_00598
OG0000538	Syam.g_00607	Prao.g_00606
OG0000539	Syam.g_00608	Prao.g_00607
OG0000540	Syam.g_00609	Prao.g_00608
OG0000541	Syam.g_00610	Prao.g_00609
OG0000542	Syam.g_00613	Prao.g_00611
OG0000543	Syam.g_00615	Prao.g_00613
OG0000544	Syam.g_00616	Prao.g_00614
OG0000545	Syam.g_00618	Prao.g_00616
OG0000546	Syam.g_00620	Prao.g_00619
OG0000547	Syam.g_00622	Prao.g_00621
OG0000548	Syam.g_00623	Prao.g_00622
OG0000549	Syam.g_00630	Prao.g_00624
OG0000550	Syam.g_00635	Prao.g_00629
OG0000551	Syam.g_00640	Prao.g_00633
OG0000552	Syam.g_00641	Prao.g_00634
OG0000553	Syam.g_00643	Prao.g_00635
OG0000554	Syam.g_00652	Prao.g_01857
OG0000555	Syam.g_00667	Prao.g_01161
OG0000556	Syam.g_00670	Prao.g_01163
OG0000557	Syam.g_00672	Prao.g_01164
OG0000558	Syam.g_00675	Prao.g_01166
OG0000559	Syam.g_00679	Prao.g_01170
OG0000560	Syam.g_00682	Prao.g_01173
OG0000561	Syam.g_00683	Prao.g_01174
OG0000562	Syam.g_00684	Prao.g_01175
OG0000563	Syam.g_00685	Prao.g_01176
OG0000564	Syam.g_00686	Prao.g_01177
OG0000565	Syam.g_00690	Prao.g_01180
OG0000566	Syam.g_00694	Prao.g_01182
OG0000567	Syam.g_00698	Prao.g_01186
OG0000568	Syam.g_01751	Prao.g_01187
OG0000569	Syam.g_01750	Prao.g_01862
OG0000570	Syam.g_01749	Prao.g_01863
OG0000571	Syam.g_01745	Prao.g_01865
OG0000572	Syam.g_01729	Prao.g_00025
OG0000573	Syam.g_01721	Prao.g_00030
OG0000574	Syam.g_01720	Prao.g_00031
OG0000575	Syam.g_01716	Prao.g_00035
OG0000576	Syam.g_01714	Prao.g_00037
OG0000577	Syam.g_01713	Prao.g_00038
OG0000578	Syam.g_01712	Prao.g_00039
OG0000579	Syam.g_01711	Prao.g_00040
OG0000580	Syam.g_01710	Prao.g_00041
OG0000581	Syam.g_01704	Prao.g_00043
OG0000582	Syam.g_01513	Prao.g_00046
OG0000583	Syam.g_01512	Prao.g_00047
OG0000584	Syam.g_01511	Prao.g_00048
OG0000585	Syam.g_01509	Prao.g_00050
OG0000586	Syam.g_01508	Prao.g_00051
OG0000587	Syam.g_01506	Prao.g_00052
OG0000588	Syam.g_01498	Prao.g_00056
OG0000589	Syam.g_01494	Prao.g_00060
OG0000590	Syam.g_01493	Prao.g_00061
OG0000591	Syam.g_01486	Prao.g_00064
OG0000592	Syam.g_01485	Prao.g_00065
