Orthogroup	Syam	Syal
OG0000067	Syam.g_01290	Syal.g_02414
OG0000068	Syam.g_00575	Syal.g_02888
OG0000070	Syam.g_01847	Syal.g_00509
OG0000071	Syam.g_01830	Syal.g_01601
OG0000072	Syam.g_02219	Syal.g_00914
OG0000073	Syam.g_00604	Syal.g_02920
OG0000075	Syam.g_00148	Syal.g_01350
OG0000076	Syam.g_00115	Syal.g_01459
OG0000077	Syam.g_02074	Syal.g_00763, Syal.g_00506
OG0000078	Syam.g_00514	Syal.g_00680
OG0000079	Syam.g_00270	Syal.g_01213
OG0000081	Syam.g_00520, Syam.g_01918	Syal.g_02555
OG0000082	Syam.g_01730	Syal.g_02769
OG0000084	Syam.g_00441	Syal.g_01896
OG0000085	Syam.g_01979	Syal.g_00575
OG0000086	Syam.g_02092	Syal.g_00784
OG0000087	Syam.g_02175	Syal.g_00871
OG0000088	Syam.g_02213	Syal.g_00908
OG0000089	Syam.g_00489	Syal.g_00555
OG0000090	Syam.g_00651	Syal.g_02838
OG0000091	Syam.g_01460	Syal.g_02628
OG0000093	Syam.g_01305	Syal.g_02233
OG0000094	Syam.g_01198	Syal.g_01907
OG0000095	Syam.g_00774	Syal.g_01823
OG0000097	Syam.g_00874	Syal.g_01735, Syal.g_01553
OG0000098	Syam.g_00944	Syal.g_02196
OG0000099	Syam.g_00173	Syal.g_01323
OG0000100	Syam.g_01259	Syal.g_02448
OG0000101	Syam.g_00371	Syal.g_00275
OG0000102	Syam.g_00110	Syal.g_01488
OG0000103	Syam.g_02428	Syal.g_00077
OG0000104	Syam.g_02442	Syal.g_00092
OG0000105	Syam.g_00238	Syal.g_01255
OG0000106	Syam.g_01039	Syal.g_02577
OG0000107	Syam.g_00288	Syal.g_00194
OG0000108	Syam.g_00583	Syal.g_02897
OG0000109	Syam.g_00598	Syal.g_02913
OG0000110	Syam.g_01743	Syal.g_02782
OG0000111	Syam.g_00783	Syal.g_01813
OG0000112	Syam.g_01115	Syal.g_02000
OG0000113	Syam.g_01264	Syal.g_02443
OG0000114	Syam.g_01349	Syal.g_02286
OG0000115	Syam.g_01634	Syal.g_00404
OG0000116	Syam.g_01807	Syal.g_01630
OG0000117	Syam.g_00904	Syal.g_01704
OG0000118	Syam.g_01698	Syal.g_01583
OG0000120	Syam.g_00172	Syal.g_01324
OG0000121	Syam.g_01615	Syal.g_00374
OG0000122	Syam.g_01436	Syal.g_02602
OG0000123	Syam.g_00379	Syal.g_00283
OG0000124	Syam.g_00096	Syal.g_01519
OG0000125	Syam.g_02319	Syal.g_01075
OG0000126	Syam.g_02440	Syal.g_00090
OG0000127	Syam.g_02032	Syal.g_00720
OG0000128	Syam.g_00012	Syal.g_00109
OG0000129	Syam.g_02307	Syal.g_01062
OG0000130	Syam.g_02062	Syal.g_00751
OG0000131	Syam.g_02191	Syal.g_00886
OG0000132	Syam.g_02211	Syal.g_00906
OG0000133	Syam.g_01120	Syal.g_01995
OG0000134	Syam.g_00492	Syal.g_00552
OG0000135	Syam.g_02347	Syal.g_01119
OG0000136	Syam.g_01857	Syal.g_00520
OG0000137	Syam.g_01668	Syal.g_00463
OG0000138	Syam.g_00599	Syal.g_02914
OG0000139	Syam.g_00657	Syal.g_02832
OG0000140	Syam.g_00659	Syal.g_02830
OG0000141	Syam.g_01514	Syal.g_02738
OG0000142	Syam.g_01468	Syal.g_02636
OG0000143	Syam.g_01464	Syal.g_02632
OG0000144	Syam.g_01032	Syal.g_02515
OG0000145	Syam.g_00605	Syal.g_02921
OG0000146	Syam.g_01114	Syal.g_02001
OG0000147	Syam.g_01113	Syal.g_02002
OG0000148	Syam.g_01270	Syal.g_02437
OG0000149	Syam.g_00725	Syal.g_02475
OG0000150	Syam.g_00660	Syal.g_02737
OG0000151	Syam.g_01338	Syal.g_02263
OG0000152	Syam.g_01124	Syal.g_01991
OG0000153	Syam.g_01160	Syal.g_01958
OG0000154	Syam.g_01187	Syal.g_01918
OG0000155	Syam.g_01763	Syal.g_01695
OG0000156	Syam.g_01814	Syal.g_01620
OG0000157	Syam.g_01815	Syal.g_01619
OG0000158	Syam.g_00139	Syal.g_01431
OG0000160	Syam.g_01614	Syal.g_00372
OG0000161	Syam.g_01620	Syal.g_00384
OG0000162	Syam.g_01627	Syal.g_00396
OG0000163	Syam.g_01927	Syal.g_02971
OG0000164	Syam.g_02023	Syal.g_00623
OG0000165	Syam.g_01879, Syam.g_01878	Syal.g_00632
OG0000166	Syam.g_00330	Syal.g_00236
OG0000167	Syam.g_00151	Syal.g_01347
OG0000168	Syam.g_00138	Syal.g_01433
OG0000169	Syam.g_00127	Syal.g_01447
OG0000170	Syam.g_00120	Syal.g_01454
OG0000171	Syam.g_00097	Syal.g_01518
OG0000172	Syam.g_00075	Syal.g_00174, Syal.g_00173
OG0000173	Syam.g_00057	Syal.g_00155
OG0000174	Syam.g_02349	Syal.g_01121
OG0000175	Syam.g_02417	Syal.g_01172
OG0000176	Syam.g_00004	Syal.g_00101
OG0000177	Syam.g_00005	Syal.g_00102
OG0000178	Syam.g_00006	Syal.g_00103
OG0000179	Syam.g_00021	Syal.g_00118
OG0000180	Syam.g_00022	Syal.g_00119
OG0000181	Syam.g_00023	Syal.g_00120
OG0000182	Syam.g_00024	Syal.g_00121
OG0000183	Syam.g_00028	Syal.g_00125
OG0000184	Syam.g_02298	Syal.g_02678, Syal.g_01050
OG0000185	Syam.g_02295	Syal.g_01025
OG0000186	Syam.g_02058	Syal.g_02684, Syal.g_00747
OG0000187	Syam.g_02059	Syal.g_02685, Syal.g_00748
OG0000188	Syam.g_02081	Syal.g_00771
OG0000189	Syam.g_02108	Syal.g_00807
OG0000190	Syam.g_02110	Syal.g_01364
OG0000191	Syam.g_02142	Syal.g_00841
OG0000192	Syam.g_02148	Syal.g_00847
OG0000193	Syam.g_02192	Syal.g_00887
OG0000194	Syam.g_02195	Syal.g_00890
OG0000195	Syam.g_02197	Syal.g_00892
OG0000196	Syam.g_02208	Syal.g_00903
OG0000197	Syam.g_02209	Syal.g_00904
OG0000198	Syam.g_02210	Syal.g_00905
OG0000199	Syam.g_02218	Syal.g_00913
OG0000200	Syam.g_02234	Syal.g_00932
OG0000202	Syam.g_02249	Syal.g_00950
OG0000203	Syam.g_02250	Syal.g_00951
OG0000204	Syam.g_02251	Syal.g_00952
OG0000205	Syam.g_02258	Syal.g_00959
OG0000206	Syam.g_02264	Syal.g_00971
OG0000207	Syam.g_02266	Syal.g_00974
OG0000208	Syam.g_02267	Syal.g_00975
OG0000209	Syam.g_02278	Syal.g_01000
OG0000210	Syam.g_02279	Syal.g_01001
OG0000211	Syam.g_00504	Syal.g_00688
OG0000212	Syam.g_00515	Syal.g_00679
OG0000213	Syam.g_00263	Syal.g_01229
OG0000214	Syam.g_00247	Syal.g_01246
OG0000215	Syam.g_00216	Syal.g_01277
OG0000216	Syam.g_00212	Syal.g_01281
OG0000217	Syam.g_00208	Syal.g_01285
OG0000218	Syam.g_00206	Syal.g_01287
OG0000219	Syam.g_00205	Syal.g_01288
OG0000220	Syam.g_00204	Syal.g_01289
OG0000221	Syam.g_00198	Syal.g_01297
OG0000222	Syam.g_00186	Syal.g_01309
OG0000223	Syam.g_00168	Syal.g_01327
OG0000224	Syam.g_00164	Syal.g_01329
OG0000225	Syam.g_00473	Syal.g_00363
OG0000226	Syam.g_00477	Syal.g_00367
OG0000227	Syam.g_00479	Syal.g_00369
OG0000228	Syam.g_00488	Syal.g_00556
OG0000229	Syam.g_01867	Syal.g_00525
OG0000230	Syam.g_01865	Syal.g_00523
OG0000231	Syam.g_01848	Syal.g_00510
OG0000232	Syam.g_01692	Syal.g_00495
OG0000233	Syam.g_01678	Syal.g_00487
OG0000234	Syam.g_01667	Syal.g_00461
OG0000235	Syam.g_00582	Syal.g_02896
OG0000236	Syam.g_00597	Syal.g_02912
OG0000237	Syam.g_00614	Syal.g_02930
OG0000238	Syam.g_00619	Syal.g_02935
OG0000239	Syam.g_00637	Syal.g_02951
OG0000240	Syam.g_00638	Syal.g_02952
OG0000241	Syam.g_01477	Syal.g_02696
OG0000242	Syam.g_00649	Syal.g_02840
OG0000243	Syam.g_00668	Syal.g_02822
OG0000244	Syam.g_00674	Syal.g_02815
OG0000245	Syam.g_00676	Syal.g_02813
OG0000246	Syam.g_00680	Syal.g_02809
OG0000247	Syam.g_00692	Syal.g_02797
OG0000248	Syam.g_00695	Syal.g_02794
OG0000249	Syam.g_00697	Syal.g_02792
OG0000250	Syam.g_01747	Syal.g_02786
OG0000251	Syam.g_01722	Syal.g_02760
OG0000252	Syam.g_01719	Syal.g_02757
OG0000253	Syam.g_01718	Syal.g_02755
OG0000254	Syam.g_01510	Syal.g_02732
OG0000255	Syam.g_01500	Syal.g_02719
OG0000256	Syam.g_01484	Syal.g_02705
OG0000257	Syam.g_01478	Syal.g_02697
OG0000258	Syam.g_01459	Syal.g_02623
OG0000259	Syam.g_01378	Syal.g_02182
OG0000260	Syam.g_01375	Syal.g_02188
OG0000261	Syam.g_01372	Syal.g_02199
OG0000262	Syam.g_01367	Syal.g_02204
OG0000263	Syam.g_00885	Syal.g_01720
OG0000264	Syam.g_00805	Syal.g_01788
OG0000265	Syam.g_01880	Syal.g_02534
OG0000266	Syam.g_01234	Syal.g_02421
OG0000267	Syam.g_01071	Syal.g_02043
OG0000268	Syam.g_01072	Syal.g_02042
OG0000269	Syam.g_01295	Syal.g_02409
OG0000270	Syam.g_01292	Syal.g_02412
OG0000271	Syam.g_01284	Syal.g_01871
OG0000272	Syam.g_01283	Syal.g_01872
OG0000274	Syam.g_00744	Syal.g_02455
OG0000275	Syam.g_00741	Syal.g_02458
OG0000276	Syam.g_00733	Syal.g_02467
OG0000277	Syam.g_00732	Syal.g_02468
OG0000278	Syam.g_00729	Syal.g_02471
OG0000279	Syam.g_00721	Syal.g_02479
OG0000280	Syam.g_00701	Syal.g_02493
OG0000281	Syam.g_00943	Syal.g_02190
OG0000282	Syam.g_01347	Syal.g_02284
OG0000283	Syam.g_01087	Syal.g_02028, Syal.g_02131
OG0000284	Syam.g_01093	Syal.g_02023
OG0000285	Syam.g_01105	Syal.g_02012
OG0000286	Syam.g_01123	Syal.g_01992
OG0000287	Syam.g_01153	Syal.g_01965
OG0000288	Syam.g_01186	Syal.g_01919
OG0000289	Syam.g_01201	Syal.g_01904
OG0000290	Syam.g_00771	Syal.g_01826
OG0000291	Syam.g_00773	Syal.g_01824
OG0000292	Syam.g_02439	Syal.g_00089
OG0000293	Syam.g_01806	Syal.g_01631
OG0000294	Syam.g_01805	Syal.g_01632
OG0000295	Syam.g_01771	Syal.g_01687
OG0000296	Syam.g_01769	Syal.g_01689
OG0000297	Syam.g_00906	Syal.g_01702
OG0000298	Syam.g_00905	Syal.g_01703
OG0000299	Syam.g_00878	Syal.g_01732
OG0000300	Syam.g_00871	Syal.g_01738
OG0000301	Syam.g_00870	Syal.g_01739
OG0000302	Syam.g_00868	Syal.g_01740
OG0000303	Syam.g_00859	Syal.g_01763
OG0000304	Syam.g_00853	Syal.g_01756
OG0000305	Syam.g_00776	Syal.g_01821
OG0000306	Syam.g_01757	Syal.g_02579
OG0000307	Syam.g_00566	Syal.g_02880
OG0000308	Syam.g_00564	Syal.g_02878
OG0000309	Syam.g_00559	Syal.g_02873
OG0000310	Syam.g_01591	Syal.g_01537
OG0000311	Syam.g_01595	Syal.g_00061
OG0000312	Syam.g_01601	Syal.g_00031
OG0000313	Syam.g_01617	Syal.g_00381
OG0000314	Syam.g_01647	Syal.g_00416
OG0000315	Syam.g_01658	Syal.g_00426
OG0000316	Syam.g_01945	Syal.g_02987
OG0000317	Syam.g_01987	Syal.g_00583
OG0000318	Syam.g_01991	Syal.g_00588
OG0000319	Syam.g_02006	Syal.g_00608
OG0000320	Syam.g_02008	Syal.g_00610
OG0000321	Syam.g_02009	Syal.g_00611
OG0000322	Syam.g_02010	Syal.g_00612
OG0000323	Syam.g_02025	Syal.g_00626
OG0000324	Syam.g_01906	Syal.g_00656
OG0000325	Syam.g_00289	Syal.g_00195
OG0000326	Syam.g_00296	Syal.g_00202
OG0000327	Syam.g_00325	Syal.g_00230
OG0000328	Syam.g_00326	Syal.g_00231
OG0000329	Syam.g_00344	Syal.g_00249
OG0000330	Syam.g_00345	Syal.g_00250
OG0000331	Syam.g_00346	Syal.g_00251
OG0000332	Syam.g_00361	Syal.g_00266
OG0000333	Syam.g_00364	Syal.g_00269
OG0000334	Syam.g_00375	Syal.g_00279
OG0000335	Syam.g_00380	Syal.g_00284
OG0000336	Syam.g_00384	Syal.g_00288
OG0000337	Syam.g_00155	Syal.g_01343
OG0000338	Syam.g_00153	Syal.g_01345
OG0000339	Syam.g_00147	Syal.g_01351
OG0000340	Syam.g_00137	Syal.g_01434
OG0000341	Syam.g_00135	Syal.g_01436
OG0000342	Syam.g_00134	Syal.g_01437
OG0000343	Syam.g_00133	Syal.g_01441
OG0000344	Syam.g_00129	Syal.g_01445
OG0000345	Syam.g_00119	Syal.g_01455
OG0000346	Syam.g_00114	Syal.g_01460
OG0000347	Syam.g_00083	Syal.g_01525
OG0000348	Syam.g_00068	Syal.g_00170
OG0000349	Syam.g_00050	Syal.g_00148
OG0000350	Syam.g_00303	Syal.g_00209
OG0000351	Syam.g_02420	Syal.g_01175
OG0000352	Syam.g_02421	Syal.g_01176
OG0000353	Syam.g_02445	Syal.g_00095
OG0000354	Syam.g_00626, Syam.g_00625	Syal.g_02941
OG0000355	Syam.g_00001	Syal.g_00098
OG0000356	Syam.g_00002	Syal.g_00099
OG0000357	Syam.g_00003	Syal.g_00100
OG0000358	Syam.g_00007	Syal.g_00104
OG0000359	Syam.g_00009	Syal.g_00106
OG0000360	Syam.g_00010	Syal.g_00107
OG0000361	Syam.g_00011	Syal.g_00108
OG0000362	Syam.g_00013	Syal.g_00110
OG0000363	Syam.g_00015	Syal.g_00112
OG0000364	Syam.g_00016	Syal.g_00113
OG0000365	Syam.g_00025	Syal.g_00122
OG0000366	Syam.g_00026	Syal.g_00123
OG0000367	Syam.g_00027	Syal.g_00124
OG0000368	Syam.g_00029	Syal.g_00126
OG0000369	Syam.g_00030	Syal.g_00127
OG0000370	Syam.g_00031	Syal.g_00128
OG0000371	Syam.g_00038	Syal.g_00135
OG0000372	Syam.g_00043	Syal.g_00141
OG0000373	Syam.g_00044	Syal.g_00142
OG0000374	Syam.g_00045	Syal.g_00143
OG0000375	Syam.g_00046	Syal.g_00144
OG0000376	Syam.g_00048	Syal.g_00146
OG0000377	Syam.g_02306	Syal.g_01061
OG0000378	Syam.g_02297	Syal.g_01027
OG0000379	Syam.g_02294	Syal.g_01024
OG0000380	Syam.g_02060	Syal.g_00749
OG0000381	Syam.g_02063	Syal.g_00752
OG0000382	Syam.g_02080	Syal.g_00770
OG0000383	Syam.g_02083	Syal.g_00775
OG0000384	Syam.g_02084	Syal.g_00776
OG0000385	Syam.g_02085	Syal.g_00777
OG0000386	Syam.g_02086	Syal.g_00778
OG0000387	Syam.g_02112	Syal.g_00811
OG0000388	Syam.g_02116	Syal.g_00815
OG0000389	Syam.g_02120	Syal.g_00819
OG0000390	Syam.g_02136	Syal.g_00835
OG0000391	Syam.g_02141	Syal.g_00840
OG0000392	Syam.g_02147	Syal.g_00846
OG0000393	Syam.g_02149	Syal.g_00849
OG0000394	Syam.g_02150	Syal.g_00850
OG0000395	Syam.g_02151	Syal.g_00851
OG0000396	Syam.g_02153	Syal.g_00854
OG0000397	Syam.g_02160	Syal.g_00857
OG0000398	Syam.g_02165	Syal.g_00862
OG0000399	Syam.g_02166	Syal.g_00863
OG0000400	Syam.g_02167	Syal.g_00864
OG0000401	Syam.g_02168	Syal.g_00865
OG0000402	Syam.g_02171	Syal.g_00867
OG0000403	Syam.g_02172	Syal.g_00868
OG0000404	Syam.g_02173	Syal.g_00870
OG0000405	Syam.g_02189	Syal.g_00883
OG0000406	Syam.g_02193	Syal.g_00888
OG0000407	Syam.g_02194	Syal.g_00889
OG0000408	Syam.g_02196	Syal.g_00891
OG0000409	Syam.g_02198	Syal.g_00893
OG0000410	Syam.g_02199	Syal.g_00894
OG0000411	Syam.g_02200	Syal.g_00895
OG0000412	Syam.g_02201	Syal.g_00896
OG0000413	Syam.g_02203	Syal.g_00898
OG0000414	Syam.g_02204	Syal.g_00899
OG0000415	Syam.g_02205	Syal.g_00900
OG0000416	Syam.g_02206	Syal.g_00901
OG0000417	Syam.g_02207	Syal.g_00902
OG0000418	Syam.g_02212	Syal.g_00907
OG0000419	Syam.g_02214	Syal.g_00909
OG0000420	Syam.g_02216	Syal.g_00911
OG0000421	Syam.g_02221	Syal.g_00916
OG0000422	Syam.g_02222	Syal.g_00917
OG0000423	Syam.g_02223	Syal.g_00918
OG0000424	Syam.g_02224	Syal.g_00919
OG0000425	Syam.g_02225	Syal.g_00920
OG0000426	Syam.g_02226	Syal.g_00921
OG0000427	Syam.g_02227	Syal.g_00922
OG0000428	Syam.g_02230	Syal.g_00925
OG0000429	Syam.g_02232	Syal.g_00929
OG0000430	Syam.g_02233	Syal.g_00931
OG0000431	Syam.g_02237	Syal.g_00934
OG0000432	Syam.g_02243	Syal.g_00940
OG0000433	Syam.g_02244	Syal.g_00943
OG0000434	Syam.g_02245	Syal.g_00944
OG0000435	Syam.g_02246	Syal.g_00946
OG0000436	Syam.g_02252	Syal.g_00953
OG0000437	Syam.g_02253	Syal.g_00954
OG0000438	Syam.g_02254	Syal.g_00955
OG0000439	Syam.g_02256	Syal.g_00957
OG0000440	Syam.g_02257	Syal.g_00958
OG0000441	Syam.g_02261	Syal.g_00962
OG0000442	Syam.g_02262	Syal.g_00964
OG0000443	Syam.g_02263	Syal.g_00966
OG0000444	Syam.g_02268	Syal.g_00978
OG0000445	Syam.g_02269	Syal.g_00979
OG0000446	Syam.g_02270	Syal.g_00981
OG0000447	Syam.g_02272	Syal.g_00989
OG0000448	Syam.g_02273	Syal.g_00990
OG0000449	Syam.g_02274	Syal.g_00991
OG0000450	Syam.g_02275	Syal.g_00997
OG0000451	Syam.g_02276	Syal.g_00998
OG0000452	Syam.g_02280	Syal.g_01002
OG0000453	Syam.g_02281	Syal.g_01003
OG0000454	Syam.g_02282	Syal.g_01004
OG0000455	Syam.g_02283	Syal.g_01005
OG0000456	Syam.g_02284	Syal.g_01006
OG0000457	Syam.g_02286	Syal.g_01008
OG0000458	Syam.g_02287	Syal.g_01009
OG0000459	Syam.g_02288	Syal.g_01010
OG0000460	Syam.g_00506	Syal.g_00686
OG0000461	Syam.g_00284	Syal.g_01199
OG0000462	Syam.g_00281	Syal.g_01202
OG0000463	Syam.g_00280	Syal.g_01203
OG0000464	Syam.g_00279	Syal.g_01204
OG0000465	Syam.g_00277	Syal.g_01205
OG0000466	Syam.g_00273	Syal.g_01210
OG0000467	Syam.g_00271	Syal.g_01212
OG0000468	Syam.g_00266	Syal.g_01225
OG0000469	Syam.g_00253	Syal.g_01240
OG0000470	Syam.g_00251	Syal.g_01242
OG0000471	Syam.g_00250	Syal.g_01243
OG0000472	Syam.g_00248	Syal.g_01245
OG0000473	Syam.g_00246	Syal.g_01247
OG0000474	Syam.g_00245	Syal.g_01248
OG0000475	Syam.g_00244	Syal.g_01249
OG0000476	Syam.g_00242	Syal.g_01251
OG0000477	Syam.g_00236	Syal.g_01257
OG0000478	Syam.g_00235	Syal.g_01258
OG0000479	Syam.g_00234	Syal.g_01259
OG0000480	Syam.g_00227	Syal.g_01266
OG0000481	Syam.g_00225	Syal.g_01268
OG0000482	Syam.g_00224	Syal.g_01269
OG0000483	Syam.g_00220	Syal.g_01273
OG0000484	Syam.g_00219	Syal.g_01274
OG0000485	Syam.g_00218	Syal.g_01275
OG0000486	Syam.g_00217	Syal.g_01276
OG0000487	Syam.g_00211	Syal.g_01282
OG0000488	Syam.g_00207	Syal.g_01286
OG0000489	Syam.g_00197	Syal.g_01298
OG0000490	Syam.g_00189	Syal.g_01307
OG0000491	Syam.g_00187	Syal.g_01308
OG0000492	Syam.g_00185	Syal.g_01310
OG0000493	Syam.g_00184	Syal.g_01311
OG0000494	Syam.g_00183	Syal.g_01312
OG0000495	Syam.g_00182	Syal.g_01313
OG0000496	Syam.g_00181	Syal.g_01314
OG0000497	Syam.g_00180	Syal.g_01315
OG0000498	Syam.g_00179	Syal.g_01316
OG0000499	Syam.g_00178	Syal.g_01317
OG0000500	Syam.g_00177	Syal.g_01318
OG0000501	Syam.g_00174	Syal.g_01321
OG0000502	Syam.g_00165	Syal.g_01328
OG0000503	Syam.g_00457	Syal.g_00347
OG0000504	Syam.g_00459	Syal.g_00349
OG0000505	Syam.g_00460	Syal.g_00350
OG0000506	Syam.g_00462	Syal.g_00352
OG0000507	Syam.g_00468	Syal.g_00358
OG0000508	Syam.g_00472	Syal.g_00362
OG0000509	Syam.g_00474	Syal.g_00364
OG0000510	Syam.g_00475	Syal.g_00365
OG0000511	Syam.g_00476	Syal.g_00366
OG0000512	Syam.g_00478	Syal.g_00368
OG0000513	Syam.g_00493	Syal.g_00551
OG0000514	Syam.g_00499	Syal.g_00539
OG0000515	Syam.g_00500	Syal.g_00538
OG0000516	Syam.g_01862	Syal.g_00534
OG0000517	Syam.g_01868	Syal.g_00526
OG0000518	Syam.g_01851	Syal.g_00514
OG0000519	Syam.g_01850	Syal.g_00513
OG0000520	Syam.g_01849	Syal.g_00512
OG0000521	Syam.g_01696	Syal.g_00502
OG0000522	Syam.g_01694	Syal.g_00500
OG0000523	Syam.g_01693	Syal.g_00499
OG0000524	Syam.g_01681	Syal.g_00491
OG0000525	Syam.g_01677	Syal.g_00473
OG0000526	Syam.g_01674	Syal.g_00471
OG0000527	Syam.g_01670	Syal.g_00465
OG0000528	Syam.g_00580	Syal.g_02893
OG0000529	Syam.g_00584	Syal.g_02898
OG0000530	Syam.g_00587	Syal.g_02901
OG0000531	Syam.g_00588	Syal.g_02902
OG0000532	Syam.g_00591	Syal.g_02905
OG0000533	Syam.g_00592	Syal.g_02907
OG0000534	Syam.g_00593	Syal.g_02908
OG0000535	Syam.g_00594	Syal.g_02909
OG0000536	Syam.g_00595	Syal.g_02910
OG0000537	Syam.g_00596	Syal.g_02911
OG0000538	Syam.g_00607	Syal.g_02923
OG0000539	Syam.g_00608	Syal.g_02924
OG0000540	Syam.g_00609	Syal.g_02925
OG0000541	Syam.g_00610	Syal.g_02926
OG0000542	Syam.g_00613	Syal.g_02929
OG0000543	Syam.g_00615	Syal.g_02931
OG0000544	Syam.g_00616	Syal.g_02932
OG0000545	Syam.g_00618	Syal.g_02934
OG0000546	Syam.g_00620	Syal.g_02936
OG0000547	Syam.g_00622	Syal.g_02938
OG0000548	Syam.g_00623	Syal.g_02939
OG0000549	Syam.g_00630	Syal.g_02945
OG0000550	Syam.g_00635	Syal.g_02949
OG0000551	Syam.g_00640	Syal.g_02953
OG0000552	Syam.g_00641	Syal.g_02954
OG0000553	Syam.g_00643	Syal.g_02843
OG0000554	Syam.g_00652	Syal.g_02837
OG0000555	Syam.g_00667	Syal.g_02823
OG0000556	Syam.g_00670	Syal.g_02819
OG0000557	Syam.g_00672	Syal.g_02816
OG0000558	Syam.g_00675	Syal.g_02814
OG0000559	Syam.g_00679	Syal.g_02810
OG0000560	Syam.g_00682	Syal.g_02807
OG0000561	Syam.g_00683	Syal.g_02806
OG0000562	Syam.g_00684	Syal.g_02805
OG0000563	Syam.g_00685	Syal.g_02804
OG0000564	Syam.g_00686	Syal.g_02803
OG0000565	Syam.g_00690	Syal.g_02799
OG0000566	Syam.g_00694	Syal.g_02795
OG0000567	Syam.g_00698	Syal.g_02791
OG0000568	Syam.g_01751	Syal.g_02789
OG0000569	Syam.g_01750	Syal.g_02788
OG0000570	Syam.g_01749	Syal.g_02787
OG0000571	Syam.g_01745	Syal.g_02784
OG0000572	Syam.g_01729	Syal.g_02767
OG0000573	Syam.g_01721	Syal.g_02759
OG0000574	Syam.g_01720	Syal.g_02758
OG0000575	Syam.g_01716	Syal.g_02753
OG0000576	Syam.g_01714	Syal.g_02751
OG0000577	Syam.g_01713	Syal.g_02750
OG0000578	Syam.g_01712	Syal.g_02749
OG0000579	Syam.g_01711	Syal.g_02748
OG0000580	Syam.g_01710	Syal.g_02747
OG0000581	Syam.g_01704	Syal.g_02741
OG0000582	Syam.g_01513	Syal.g_02736
OG0000583	Syam.g_01512	Syal.g_02735
OG0000584	Syam.g_01511	Syal.g_02734
