Orthogroup	Syam	Praz
OG0000087	Syam.g_02175	Praz.g_00499
OG0000088	Syam.g_02213	Praz.g_00526
OG0000089	Syam.g_00489	Praz.g_00818
OG0000090	Syam.g_00651	Praz.g_01795
OG0000091	Syam.g_01460	Praz.g_01688
OG0000093	Syam.g_01305	Praz.g_01382
OG0000094	Syam.g_01198	Praz.g_01296
OG0000095	Syam.g_00774	Praz.g_00066
OG0000097	Syam.g_00874	Praz.g_00713
OG0000098	Syam.g_00944	Praz.g_01157
OG0000099	Syam.g_00173	Praz.g_01098
OG0000100	Syam.g_01259	Praz.g_00967
OG0000101	Syam.g_00371	Praz.g_00263
OG0000102	Syam.g_00110	Praz.g_00200
OG0000103	Syam.g_02428	Praz.g_00120
OG0000104	Syam.g_02442	Praz.g_00361
OG0000105	Syam.g_00238	Praz.g_00632
OG0000106	Syam.g_01039	Praz.g_00804
OG0000107	Syam.g_00288	Praz.g_00788
OG0000108	Syam.g_00583	Praz.g_01848
OG0000109	Syam.g_00598	Praz.g_01834
OG0000110	Syam.g_01743	Praz.g_01754
OG0000111	Syam.g_00783	Praz.g_01631
OG0000112	Syam.g_01115	Praz.g_01547
OG0000113	Syam.g_01264	Praz.g_01490
OG0000114	Syam.g_01349	Praz.g_01408
OG0000115	Syam.g_01634	Praz.g_00054
OG0000116	Syam.g_01807	Praz.g_00002
OG0000117	Syam.g_00904	Praz.g_01237
OG0000118	Syam.g_01698	Praz.g_01168
OG0000120	Syam.g_00172	Praz.g_01118
OG0000121	Syam.g_01615	Praz.g_01039
OG0000122	Syam.g_01436	Praz.g_01001
OG0000123	Syam.g_00379	Praz.g_00256
OG0000124	Syam.g_00096	Praz.g_00189
OG0000125	Syam.g_02319	Praz.g_00152
OG0000126	Syam.g_02440	Praz.g_00360
OG0000127	Syam.g_02032	Praz.g_01255
OG0000128	Syam.g_00012	Praz.g_00376
OG0000129	Syam.g_02307	Praz.g_00410
OG0000130	Syam.g_02062	Praz.g_00429
OG0000131	Syam.g_02191	Praz.g_00505
OG0000132	Syam.g_02211	Praz.g_00524
OG0000133	Syam.g_01120	Praz.g_00679
OG0000134	Syam.g_00492	Praz.g_00817
OG0000135	Syam.g_02347	Praz.g_00791
OG0000136	Syam.g_01857	Praz.g_01887
OG0000137	Syam.g_01668	Praz.g_01853
OG0000138	Syam.g_00599	Praz.g_01833
OG0000139	Syam.g_00657	Praz.g_01791
OG0000140	Syam.g_00659	Praz.g_01790
OG0000141	Syam.g_01514	Praz.g_01723
OG0000142	Syam.g_01468	Praz.g_01695
OG0000143	Syam.g_01464	Praz.g_01691
OG0000144	Syam.g_01032	Praz.g_01678
OG0000145	Syam.g_00605	Praz.g_01554
OG0000146	Syam.g_01114	Praz.g_01546
OG0000147	Syam.g_01113	Praz.g_01545
OG0000148	Syam.g_01270	Praz.g_01496
OG0000149	Syam.g_00725	Praz.g_01465
OG0000150	Syam.g_00660	Praz.g_01457
OG0000151	Syam.g_01338	Praz.g_01398
OG0000152	Syam.g_01124	Praz.g_01350
OG0000153	Syam.g_01160	Praz.g_01331
OG0000154	Syam.g_01187	Praz.g_01303
OG0000155	Syam.g_01763	Praz.g_00734
OG0000156	Syam.g_01814	Praz.g_01191
OG0000157	Syam.g_01815	Praz.g_01190
OG0000158	Syam.g_00139	Praz.g_01097
OG0000160	Syam.g_01614	Praz.g_01040
OG0000161	Syam.g_01620	Praz.g_01034
OG0000162	Syam.g_01627	Praz.g_01028
OG0000163	Syam.g_01927	Praz.g_00994
OG0000164	Syam.g_02023	Praz.g_00853
OG0000165	Syam.g_01879, Syam.g_01878	Praz.g_00846
OG0000166	Syam.g_00330	Praz.g_00299
OG0000167	Syam.g_00151	Praz.g_00232
OG0000168	Syam.g_00138	Praz.g_00222
OG0000169	Syam.g_00127	Praz.g_00212
OG0000170	Syam.g_00120	Praz.g_00210
OG0000171	Syam.g_00097	Praz.g_00190
OG0000172	Syam.g_00075	Praz.g_00181
OG0000173	Syam.g_00057	Praz.g_00166
OG0000174	Syam.g_02349	Praz.g_00138
OG0000175	Syam.g_02417	Praz.g_00128
OG0000176	Syam.g_00004	Praz.g_00369
OG0000177	Syam.g_00005	Praz.g_00370
OG0000178	Syam.g_00006	Praz.g_00371
OG0000179	Syam.g_00021	Praz.g_00381
OG0000180	Syam.g_00022	Praz.g_00382
OG0000181	Syam.g_00023	Praz.g_00383
OG0000182	Syam.g_00024	Praz.g_00384
OG0000183	Syam.g_00028	Praz.g_00388
OG0000184	Syam.g_02298	Praz.g_00412
OG0000185	Syam.g_02295	Praz.g_00415
OG0000186	Syam.g_02058	Praz.g_00424
OG0000187	Syam.g_02059	Praz.g_00425
OG0000188	Syam.g_02081	Praz.g_00442
OG0000189	Syam.g_02108	Praz.g_00456
OG0000190	Syam.g_02110	Praz.g_00457
OG0000191	Syam.g_02142	Praz.g_00477
OG0000192	Syam.g_02148	Praz.g_00481
OG0000193	Syam.g_02192	Praz.g_00506
OG0000194	Syam.g_02195	Praz.g_00509
OG0000195	Syam.g_02197	Praz.g_00511
OG0000196	Syam.g_02208	Praz.g_00521
OG0000197	Syam.g_02209	Praz.g_00522
OG0000198	Syam.g_02210	Praz.g_00523
OG0000199	Syam.g_02218	Praz.g_00530
OG0000200	Syam.g_02234	Praz.g_00544
OG0000201	Syam.g_02248	Praz.g_00552
OG0000202	Syam.g_02249	Praz.g_00553
OG0000203	Syam.g_02250	Praz.g_00554
OG0000204	Syam.g_02251	Praz.g_00555
OG0000205	Syam.g_02258	Praz.g_00562
OG0000206	Syam.g_02264	Praz.g_00567
OG0000207	Syam.g_02266	Praz.g_00569
OG0000208	Syam.g_02267	Praz.g_00570
OG0000209	Syam.g_02278	Praz.g_00579
OG0000210	Syam.g_02279	Praz.g_00580
OG0000211	Syam.g_00504	Praz.g_00593
OG0000212	Syam.g_00515	Praz.g_00600
OG0000213	Syam.g_00263	Praz.g_00617
OG0000214	Syam.g_00247	Praz.g_00626
OG0000215	Syam.g_00216	Praz.g_00650
OG0000216	Syam.g_00212	Praz.g_00651
OG0000217	Syam.g_00208	Praz.g_00654
OG0000218	Syam.g_00206	Praz.g_00656
OG0000219	Syam.g_00205	Praz.g_00657
OG0000220	Syam.g_00204	Praz.g_00658
OG0000221	Syam.g_00198	Praz.g_00659
OG0000222	Syam.g_00186	Praz.g_00667
OG0000223	Syam.g_00168	Praz.g_00680
OG0000224	Syam.g_00164	Praz.g_00682
OG0000225	Syam.g_00473	Praz.g_00348
OG0000226	Syam.g_00477	Praz.g_00352
OG0000227	Syam.g_00479	Praz.g_00354
OG0000228	Syam.g_00488	Praz.g_00819
OG0000229	Syam.g_01867	Praz.g_01892
OG0000230	Syam.g_01865	Praz.g_01890
OG0000231	Syam.g_01848	Praz.g_01879
OG0000232	Syam.g_01692	Praz.g_01870
OG0000233	Syam.g_01678	Praz.g_01865
OG0000234	Syam.g_01667	Praz.g_01852
OG0000235	Syam.g_00582	Praz.g_01849
OG0000236	Syam.g_00597	Praz.g_01835
OG0000237	Syam.g_00614	Praz.g_01822
OG0000238	Syam.g_00619	Praz.g_01816
OG0000239	Syam.g_00637	Praz.g_01803
OG0000240	Syam.g_00638	Praz.g_01802
OG0000241	Syam.g_01477	Praz.g_01798
OG0000242	Syam.g_00649	Praz.g_01796
OG0000243	Syam.g_00668	Praz.g_01785
OG0000244	Syam.g_00674	Praz.g_01782
OG0000245	Syam.g_00676	Praz.g_01780
OG0000246	Syam.g_00680	Praz.g_01776
OG0000247	Syam.g_00692	Praz.g_01766
OG0000248	Syam.g_00695	Praz.g_01764
OG0000249	Syam.g_00697	Praz.g_01762
OG0000250	Syam.g_01747	Praz.g_01757
OG0000251	Syam.g_01722	Praz.g_01739
OG0000252	Syam.g_01719	Praz.g_01736
OG0000253	Syam.g_01718	Praz.g_01735
OG0000254	Syam.g_01510	Praz.g_01719
OG0000255	Syam.g_01500	Praz.g_01713
OG0000256	Syam.g_01484	Praz.g_01703
OG0000257	Syam.g_01478	Praz.g_01700
OG0000258	Syam.g_01459	Praz.g_01687
OG0000259	Syam.g_01378	Praz.g_01670
OG0000260	Syam.g_01375	Praz.g_01667
OG0000261	Syam.g_01372	Praz.g_01665
OG0000262	Syam.g_01367	Praz.g_01661
OG0000263	Syam.g_00885	Praz.g_01649
OG0000264	Syam.g_00805	Praz.g_01639
OG0000265	Syam.g_01880	Praz.g_01607
OG0000266	Syam.g_01234	Praz.g_01597
OG0000267	Syam.g_01071	Praz.g_01586
OG0000268	Syam.g_01072	Praz.g_01585
OG0000269	Syam.g_01295	Praz.g_01517
OG0000270	Syam.g_01292	Praz.g_01514
OG0000271	Syam.g_01284	Praz.g_01506
OG0000272	Syam.g_01283	Praz.g_01505
OG0000273	Syam.g_00745	Praz.g_01482
OG0000274	Syam.g_00744	Praz.g_01481
OG0000275	Syam.g_00741	Praz.g_01478
OG0000276	Syam.g_00733	Praz.g_01473
OG0000277	Syam.g_00732	Praz.g_01472
OG0000278	Syam.g_00729	Praz.g_01469
OG0000279	Syam.g_00721	Praz.g_01462
OG0000280	Syam.g_00701	Praz.g_01461
OG0000281	Syam.g_00943	Praz.g_01456
OG0000282	Syam.g_01347	Praz.g_01406
OG0000283	Syam.g_01087	Praz.g_01373
OG0000284	Syam.g_01093	Praz.g_01368
OG0000285	Syam.g_01105	Praz.g_01363
OG0000286	Syam.g_01123	Praz.g_01351
OG0000287	Syam.g_01153	Praz.g_01334
OG0000288	Syam.g_01186	Praz.g_01304
OG0000289	Syam.g_01201	Praz.g_01292
OG0000290	Syam.g_00771	Praz.g_01279, Praz.g_00063
OG0000291	Syam.g_00773	Praz.g_00065
OG0000292	Syam.g_02439	Praz.g_00114
OG0000293	Syam.g_01806	Praz.g_00001
OG0000294	Syam.g_01805	Praz.g_00763
OG0000295	Syam.g_01771	Praz.g_00742
OG0000296	Syam.g_01769	Praz.g_00740
OG0000297	Syam.g_00906	Praz.g_00732
OG0000298	Syam.g_00905	Praz.g_00731
OG0000299	Syam.g_00878	Praz.g_00714
OG0000300	Syam.g_00871	Praz.g_00711
OG0000301	Syam.g_00870	Praz.g_00710
OG0000302	Syam.g_00868	Praz.g_00708
OG0000303	Syam.g_00859	Praz.g_00701
OG0000304	Syam.g_00853	Praz.g_00697
OG0000305	Syam.g_00776	Praz.g_01147
OG0000306	Syam.g_01757	Praz.g_01144
OG0000307	Syam.g_00566	Praz.g_01130
OG0000308	Syam.g_00564	Praz.g_01129
OG0000309	Syam.g_00559	Praz.g_01125
OG0000310	Syam.g_01591	Praz.g_01056
OG0000311	Syam.g_01595	Praz.g_01054
OG0000312	Syam.g_01601	Praz.g_01051
OG0000313	Syam.g_01617	Praz.g_01037
OG0000314	Syam.g_01647	Praz.g_01014
OG0000315	Syam.g_01658	Praz.g_01004
OG0000316	Syam.g_01945	Praz.g_00984
OG0000317	Syam.g_01987	Praz.g_00879
OG0000318	Syam.g_01991	Praz.g_00876
OG0000319	Syam.g_02006	Praz.g_00863
OG0000320	Syam.g_02008	Praz.g_00861
OG0000321	Syam.g_02009	Praz.g_00860
OG0000322	Syam.g_02010	Praz.g_00859
OG0000323	Syam.g_02025	Praz.g_00850
OG0000324	Syam.g_01906	Praz.g_00824
OG0000325	Syam.g_00289	Praz.g_00334
OG0000326	Syam.g_00296	Praz.g_00328
OG0000327	Syam.g_00325	Praz.g_00304
OG0000328	Syam.g_00326	Praz.g_00303
OG0000329	Syam.g_00344	Praz.g_00286
OG0000330	Syam.g_00345	Praz.g_00285
OG0000331	Syam.g_00346	Praz.g_00284
OG0000332	Syam.g_00361	Praz.g_00270
OG0000333	Syam.g_00364	Praz.g_00268
OG0000334	Syam.g_00375	Praz.g_00260
OG0000335	Syam.g_00380	Praz.g_00255
OG0000336	Syam.g_00384	Praz.g_00251
OG0000337	Syam.g_00155	Praz.g_00234
OG0000338	Syam.g_00153	Praz.g_00233
OG0000339	Syam.g_00147	Praz.g_00229
OG0000340	Syam.g_00137	Praz.g_00221
OG0000341	Syam.g_00135	Praz.g_00219
OG0000342	Syam.g_00134	Praz.g_00218
OG0000343	Syam.g_00133	Praz.g_00217
OG0000344	Syam.g_00129	Praz.g_00214
OG0000345	Syam.g_00119	Praz.g_00209
OG0000346	Syam.g_00114	Praz.g_00204
OG0000347	Syam.g_00083	Praz.g_00188
OG0000348	Syam.g_00068	Praz.g_00178
OG0000349	Syam.g_00050	Praz.g_00161
OG0000350	Syam.g_00303	Praz.g_00142
OG0000351	Syam.g_02420	Praz.g_00125
OG0000352	Syam.g_02421	Praz.g_00124
OG0000353	Syam.g_02445	Praz.g_00364
OG0000355	Syam.g_00001	Praz.g_00366
OG0000356	Syam.g_00002	Praz.g_00367
OG0000357	Syam.g_00003	Praz.g_00368
OG0000358	Syam.g_00007	Praz.g_00372
OG0000359	Syam.g_00009	Praz.g_00373
OG0000360	Syam.g_00010	Praz.g_00374
OG0000361	Syam.g_00011	Praz.g_00375
OG0000362	Syam.g_00013	Praz.g_00377
OG0000363	Syam.g_00015	Praz.g_00379
OG0000364	Syam.g_00016	Praz.g_00380
OG0000365	Syam.g_00025	Praz.g_00385
OG0000366	Syam.g_00026	Praz.g_00386
OG0000367	Syam.g_00027	Praz.g_00387
OG0000368	Syam.g_00029	Praz.g_00389
OG0000369	Syam.g_00030	Praz.g_00390
OG0000370	Syam.g_00031	Praz.g_00391
OG0000371	Syam.g_00038	Praz.g_00397
OG0000372	Syam.g_00043	Praz.g_00400
OG0000373	Syam.g_00044	Praz.g_00401
OG0000374	Syam.g_00045	Praz.g_00402
OG0000375	Syam.g_00046	Praz.g_00406
OG0000376	Syam.g_00048	Praz.g_00408
OG0000377	Syam.g_02306	Praz.g_00411
OG0000378	Syam.g_02297	Praz.g_00413
OG0000379	Syam.g_02294	Praz.g_00416
OG0000380	Syam.g_02060	Praz.g_00426
OG0000381	Syam.g_02063	Praz.g_00430
OG0000382	Syam.g_02080	Praz.g_00441
OG0000383	Syam.g_02083	Praz.g_00443
OG0000384	Syam.g_02084	Praz.g_00444
OG0000385	Syam.g_02085	Praz.g_00445
OG0000386	Syam.g_02086	Praz.g_00446
OG0000387	Syam.g_02112	Praz.g_00459
OG0000388	Syam.g_02116	Praz.g_00462
OG0000389	Syam.g_02120	Praz.g_00466
OG0000390	Syam.g_02136	Praz.g_00473
OG0000391	Syam.g_02141	Praz.g_00476
OG0000392	Syam.g_02147	Praz.g_00480
OG0000393	Syam.g_02149	Praz.g_00482
OG0000394	Syam.g_02150	Praz.g_00483
OG0000395	Syam.g_02151	Praz.g_00484
OG0000396	Syam.g_02153	Praz.g_00487
OG0000397	Syam.g_02160	Praz.g_00489
OG0000398	Syam.g_02165	Praz.g_00491
OG0000399	Syam.g_02166	Praz.g_00492
OG0000400	Syam.g_02167	Praz.g_00493
OG0000401	Syam.g_02168	Praz.g_00494
OG0000402	Syam.g_02171	Praz.g_00496
OG0000403	Syam.g_02172	Praz.g_00497
OG0000404	Syam.g_02173	Praz.g_00498
OG0000405	Syam.g_02189	Praz.g_00502
OG0000406	Syam.g_02193	Praz.g_00507
OG0000407	Syam.g_02194	Praz.g_00508
OG0000408	Syam.g_02196	Praz.g_00510
OG0000409	Syam.g_02198	Praz.g_00512
OG0000410	Syam.g_02199	Praz.g_00513
OG0000411	Syam.g_02200	Praz.g_00514
OG0000412	Syam.g_02201	Praz.g_00515
OG0000413	Syam.g_02203	Praz.g_00516
OG0000414	Syam.g_02204	Praz.g_00517
OG0000415	Syam.g_02205	Praz.g_00518
OG0000416	Syam.g_02206	Praz.g_00519
OG0000417	Syam.g_02207	Praz.g_00520
OG0000418	Syam.g_02212	Praz.g_00525
OG0000419	Syam.g_02214	Praz.g_00527
OG0000420	Syam.g_02216	Praz.g_00528
OG0000421	Syam.g_02221	Praz.g_00533
OG0000422	Syam.g_02222	Praz.g_00534
OG0000423	Syam.g_02223	Praz.g_00535
OG0000424	Syam.g_02224	Praz.g_00536
OG0000425	Syam.g_02225	Praz.g_00537
OG0000426	Syam.g_02226	Praz.g_00538
OG0000427	Syam.g_02227	Praz.g_00539
OG0000428	Syam.g_02230	Praz.g_00541
OG0000429	Syam.g_02232	Praz.g_00542
OG0000430	Syam.g_02233	Praz.g_00543
OG0000431	Syam.g_02237	Praz.g_00545
OG0000432	Syam.g_02243	Praz.g_00548
OG0000433	Syam.g_02244	Praz.g_00549
OG0000434	Syam.g_02245	Praz.g_00550
OG0000435	Syam.g_02246	Praz.g_00551
OG0000436	Syam.g_02252	Praz.g_00556
OG0000437	Syam.g_02253	Praz.g_00557
OG0000438	Syam.g_02254	Praz.g_00558
OG0000439	Syam.g_02256	Praz.g_00560
OG0000440	Syam.g_02257	Praz.g_00561
OG0000441	Syam.g_02261	Praz.g_00564
OG0000442	Syam.g_02262	Praz.g_00565
OG0000443	Syam.g_02263	Praz.g_00566
OG0000444	Syam.g_02268	Praz.g_00571
OG0000445	Syam.g_02269	Praz.g_00572
OG0000446	Syam.g_02270	Praz.g_00573
OG0000447	Syam.g_02272	Praz.g_00574
OG0000448	Syam.g_02273	Praz.g_00575
OG0000449	Syam.g_02274	Praz.g_00576
OG0000450	Syam.g_02275	Praz.g_00577
OG0000451	Syam.g_02276	Praz.g_00578
OG0000452	Syam.g_02280	Praz.g_00581
OG0000453	Syam.g_02281	Praz.g_00582
OG0000454	Syam.g_02282	Praz.g_00583
OG0000455	Syam.g_02283	Praz.g_00584
OG0000456	Syam.g_02284	Praz.g_00585
OG0000457	Syam.g_02286	Praz.g_00586
OG0000458	Syam.g_02287	Praz.g_00587
OG0000459	Syam.g_02288	Praz.g_00588
OG0000460	Syam.g_00506	Praz.g_00595
OG0000461	Syam.g_00284	Praz.g_00602
OG0000462	Syam.g_00281	Praz.g_00604
OG0000463	Syam.g_00280	Praz.g_00605
OG0000464	Syam.g_00279	Praz.g_00606
OG0000465	Syam.g_00277	Praz.g_00607
OG0000466	Syam.g_00273	Praz.g_00610
OG0000467	Syam.g_00271	Praz.g_00611
OG0000468	Syam.g_00266	Praz.g_00613
OG0000469	Syam.g_00253	Praz.g_00621
OG0000470	Syam.g_00251	Praz.g_00623
OG0000471	Syam.g_00250	Praz.g_00624
OG0000472	Syam.g_00248	Praz.g_00625
OG0000473	Syam.g_00246	Praz.g_00627
OG0000474	Syam.g_00245	Praz.g_00628
OG0000475	Syam.g_00244	Praz.g_00629
OG0000476	Syam.g_00242	Praz.g_00630
OG0000477	Syam.g_00236	Praz.g_00633
OG0000478	Syam.g_00235	Praz.g_00634
OG0000479	Syam.g_00234	Praz.g_00635
OG0000480	Syam.g_00227	Praz.g_00640
OG0000481	Syam.g_00225	Praz.g_00642
OG0000482	Syam.g_00224	Praz.g_00643
OG0000483	Syam.g_00220	Praz.g_00646
OG0000484	Syam.g_00219	Praz.g_00647
OG0000485	Syam.g_00218	Praz.g_00648
OG0000486	Syam.g_00217	Praz.g_00649
OG0000487	Syam.g_00211	Praz.g_00652
OG0000488	Syam.g_00207	Praz.g_00655
OG0000489	Syam.g_00197	Praz.g_00660
OG0000490	Syam.g_00189	Praz.g_00665
OG0000491	Syam.g_00187	Praz.g_00666
OG0000492	Syam.g_00185	Praz.g_00668
OG0000493	Syam.g_00184	Praz.g_00669
OG0000494	Syam.g_00183	Praz.g_00670
OG0000495	Syam.g_00182	Praz.g_00671
OG0000496	Syam.g_00181	Praz.g_00672
OG0000497	Syam.g_00180	Praz.g_00673
OG0000498	Syam.g_00179	Praz.g_00674
OG0000499	Syam.g_00178	Praz.g_00675
OG0000500	Syam.g_00177	Praz.g_00676
OG0000501	Syam.g_00174	Praz.g_00678
OG0000502	Syam.g_00165	Praz.g_00681
OG0000503	Syam.g_00457	Praz.g_01931
OG0000504	Syam.g_00459	Praz.g_01932
OG0000505	Syam.g_00460	Praz.g_01933
OG0000506	Syam.g_00462	Praz.g_01935
OG0000507	Syam.g_00468	Praz.g_00343
OG0000508	Syam.g_00472	Praz.g_00347
OG0000509	Syam.g_00474	Praz.g_00349
OG0000510	Syam.g_00475	Praz.g_00350
OG0000511	Syam.g_00476	Praz.g_00351
OG0000512	Syam.g_00478	Praz.g_00353
OG0000513	Syam.g_00493	Praz.g_00816
OG0000514	Syam.g_00499	Praz.g_01897
OG0000515	Syam.g_00500	Praz.g_01896
OG0000516	Syam.g_01862	Praz.g_01895
OG0000517	Syam.g_01868	Praz.g_01893
OG0000518	Syam.g_01851	Praz.g_01882
OG0000519	Syam.g_01850	Praz.g_01881
OG0000520	Syam.g_01849	Praz.g_01880
OG0000521	Syam.g_01696	Praz.g_01875
OG0000522	Syam.g_01694	Praz.g_01873
OG0000523	Syam.g_01693	Praz.g_01872
OG0000524	Syam.g_01681	Praz.g_01867
OG0000525	Syam.g_01677	Praz.g_01864
OG0000526	Syam.g_01674	Praz.g_01863
OG0000527	Syam.g_01670	Praz.g_01855
OG0000528	Syam.g_00580	Praz.g_01850
OG0000529	Syam.g_00584	Praz.g_01847
OG0000530	Syam.g_00587	Praz.g_01844
OG0000531	Syam.g_00588	Praz.g_01843
OG0000532	Syam.g_00591	Praz.g_01841
OG0000533	Syam.g_00592	Praz.g_01840
OG0000534	Syam.g_00593	Praz.g_01839
OG0000535	Syam.g_00594	Praz.g_01838
OG0000536	Syam.g_00595	Praz.g_01837
OG0000537	Syam.g_00596	Praz.g_01836
OG0000538	Syam.g_00607	Praz.g_01828
OG0000539	Syam.g_00608	Praz.g_01827
OG0000540	Syam.g_00609	Praz.g_01826
OG0000541	Syam.g_00610	Praz.g_01825
OG0000542	Syam.g_00613	Praz.g_01823
OG0000543	Syam.g_00615	Praz.g_01821
OG0000544	Syam.g_00616	Praz.g_01820
OG0000545	Syam.g_00618	Praz.g_01818
OG0000546	Syam.g_00620	Praz.g_01815
OG0000547	Syam.g_00622	Praz.g_01813
OG0000548	Syam.g_00623	Praz.g_01812
OG0000549	Syam.g_00630	Praz.g_01810
OG0000550	Syam.g_00635	Praz.g_01805
OG0000551	Syam.g_00640	Praz.g_01801
OG0000552	Syam.g_00641	Praz.g_01800
OG0000553	Syam.g_00643	Praz.g_01799
OG0000554	Syam.g_00652	Praz.g_01794
OG0000555	Syam.g_00667	Praz.g_01786
OG0000556	Syam.g_00670	Praz.g_01784
OG0000557	Syam.g_00672	Praz.g_01783
OG0000558	Syam.g_00675	Praz.g_01781
OG0000559	Syam.g_00679	Praz.g_01777
OG0000560	Syam.g_00682	Praz.g_01774
OG0000561	Syam.g_00683	Praz.g_01773
OG0000562	Syam.g_00684	Praz.g_01772
OG0000563	Syam.g_00685	Praz.g_01771
OG0000564	Syam.g_00686	Praz.g_01770
OG0000565	Syam.g_00690	Praz.g_01767
OG0000566	Syam.g_00694	Praz.g_01765
OG0000567	Syam.g_00698	Praz.g_01761
OG0000568	Syam.g_01751	Praz.g_01760
OG0000569	Syam.g_01750	Praz.g_01759
OG0000570	Syam.g_01749	Praz.g_01758
OG0000571	Syam.g_01745	Praz.g_01756
OG0000572	Syam.g_01729	Praz.g_01743
OG0000573	Syam.g_01721	Praz.g_01738
OG0000574	Syam.g_01720	Praz.g_01737
OG0000575	Syam.g_01716	Praz.g_01733
OG0000576	Syam.g_01714	Praz.g_01731
OG0000577	Syam.g_01713	Praz.g_01730
OG0000578	Syam.g_01712	Praz.g_01729
OG0000579	Syam.g_01711	Praz.g_01728
OG0000580	Syam.g_01710	Praz.g_01727
OG0000581	Syam.g_01704	Praz.g_01725
OG0000582	Syam.g_01513	Praz.g_01722
OG0000583	Syam.g_01512	Praz.g_01721
OG0000584	Syam.g_01511	Praz.g_01720
OG0000585	Syam.g_01509	Praz.g_01718
OG0000586	Syam.g_01508	Praz.g_01717
