Orthogroup	Syam	Prba
OG0000215	Syam.g_00216	Prba.g_00509
OG0000216	Syam.g_00212	Prba.g_00510
OG0000217	Syam.g_00208	Prba.g_00513
OG0000218	Syam.g_00206	Prba.g_00515
OG0000219	Syam.g_00205	Prba.g_00516
OG0000220	Syam.g_00204	Prba.g_00517
OG0000221	Syam.g_00198	Prba.g_00518
OG0000222	Syam.g_00186	Prba.g_00526
OG0000223	Syam.g_00168	Prba.g_00539
OG0000224	Syam.g_00164	Prba.g_00541
OG0000225	Syam.g_00473	Prba.g_00562
OG0000226	Syam.g_00477	Prba.g_00221
OG0000227	Syam.g_00479	Prba.g_00223
OG0000228	Syam.g_00488	Prba.g_00849
OG0000229	Syam.g_01867	Prba.g_01025
OG0000230	Syam.g_01865	Prba.g_01023
OG0000231	Syam.g_01848	Prba.g_01012
OG0000232	Syam.g_01692	Prba.g_01003
OG0000233	Syam.g_01678	Prba.g_00998
OG0000234	Syam.g_01667	Prba.g_00985
OG0000235	Syam.g_00582	Prba.g_00982
OG0000236	Syam.g_00597	Prba.g_00968
OG0000237	Syam.g_00614	Prba.g_00955
OG0000238	Syam.g_00619	Prba.g_00949
OG0000239	Syam.g_00637	Prba.g_00936
OG0000240	Syam.g_00638	Prba.g_00935
OG0000241	Syam.g_01477	Prba.g_00931
OG0000242	Syam.g_00649	Prba.g_00929
OG0000243	Syam.g_00668	Prba.g_01772
OG0000244	Syam.g_00674	Prba.g_01769
OG0000245	Syam.g_00676	Prba.g_01767
OG0000246	Syam.g_00680	Prba.g_01763
OG0000247	Syam.g_00692	Prba.g_01753
OG0000248	Syam.g_00695	Prba.g_01751
OG0000249	Syam.g_00697	Prba.g_01749
OG0000250	Syam.g_01747	Prba.g_01744
OG0000251	Syam.g_01722	Prba.g_01726
OG0000252	Syam.g_01719	Prba.g_01723
OG0000253	Syam.g_01718	Prba.g_01722
OG0000254	Syam.g_01510	Prba.g_01706
OG0000255	Syam.g_01500	Prba.g_01700
OG0000256	Syam.g_01484	Prba.g_01690
OG0000257	Syam.g_01478	Prba.g_01687
OG0000258	Syam.g_01459	Prba.g_01674
OG0000259	Syam.g_01378	Prba.g_01657
OG0000260	Syam.g_01375	Prba.g_01654
OG0000261	Syam.g_01372	Prba.g_01652
OG0000262	Syam.g_01367	Prba.g_01648
OG0000263	Syam.g_00885	Prba.g_01636
OG0000264	Syam.g_00805	Prba.g_01626
OG0000265	Syam.g_01880	Prba.g_01594
OG0000266	Syam.g_01234	Prba.g_01584
OG0000267	Syam.g_01071	Prba.g_01573
OG0000268	Syam.g_01072	Prba.g_01572
OG0000269	Syam.g_01295	Prba.g_01504
OG0000270	Syam.g_01292	Prba.g_01501
OG0000271	Syam.g_01284	Prba.g_01493
OG0000272	Syam.g_01283	Prba.g_01492
OG0000273	Syam.g_00745	Prba.g_01469
OG0000274	Syam.g_00744	Prba.g_01468
OG0000275	Syam.g_00741	Prba.g_01465
OG0000276	Syam.g_00733	Prba.g_01460
OG0000277	Syam.g_00732	Prba.g_01459
OG0000278	Syam.g_00729	Prba.g_01456
OG0000279	Syam.g_00721	Prba.g_01449
OG0000280	Syam.g_00701	Prba.g_01448
OG0000281	Syam.g_00943	Prba.g_01443
OG0000282	Syam.g_01347	Prba.g_01393
OG0000283	Syam.g_01087	Prba.g_01360
OG0000284	Syam.g_01093	Prba.g_01355
OG0000285	Syam.g_01105	Prba.g_01350
OG0000286	Syam.g_01123	Prba.g_01338
OG0000287	Syam.g_01153	Prba.g_01321
OG0000288	Syam.g_01186	Prba.g_01291
OG0000289	Syam.g_01201	Prba.g_01280
OG0000290	Syam.g_00771	Prba.g_01267
OG0000291	Syam.g_00773	Prba.g_01265
OG0000292	Syam.g_02439	Prba.g_01216
OG0000293	Syam.g_01806	Prba.g_00073
OG0000294	Syam.g_01805	Prba.g_00072
OG0000295	Syam.g_01771	Prba.g_00051
OG0000296	Syam.g_01769	Prba.g_00049
OG0000297	Syam.g_00906	Prba.g_00041
OG0000298	Syam.g_00905	Prba.g_00040
OG0000299	Syam.g_00878	Prba.g_00023
OG0000300	Syam.g_00871	Prba.g_00020
OG0000301	Syam.g_00870	Prba.g_00019
OG0000302	Syam.g_00868	Prba.g_00017
OG0000303	Syam.g_00859	Prba.g_00010
OG0000304	Syam.g_00853	Prba.g_00006
OG0000305	Syam.g_00776	Prba.g_00204
OG0000306	Syam.g_01757	Prba.g_00201
OG0000307	Syam.g_00566	Prba.g_00187
OG0000308	Syam.g_00564	Prba.g_00186
OG0000309	Syam.g_00559	Prba.g_00182
OG0000310	Syam.g_01591	Prba.g_00112
OG0000311	Syam.g_01595	Prba.g_00110
OG0000312	Syam.g_01601	Prba.g_00107
OG0000313	Syam.g_01617	Prba.g_00709
OG0000314	Syam.g_01647	Prba.g_00686
OG0000315	Syam.g_01658	Prba.g_00351, Prba.g_00676
OG0000316	Syam.g_01945	Prba.g_00331
OG0000317	Syam.g_01987	Prba.g_00228
OG0000318	Syam.g_01991	Prba.g_00619
OG0000319	Syam.g_02006	Prba.g_00606
OG0000320	Syam.g_02008	Prba.g_00604
OG0000321	Syam.g_02009	Prba.g_00603
OG0000322	Syam.g_02010	Prba.g_00602
OG0000323	Syam.g_02025	Prba.g_00593
OG0000324	Syam.g_01906	Prba.g_00567
OG0000325	Syam.g_00289	Prba.g_00358
OG0000326	Syam.g_00296	Prba.g_00364
OG0000327	Syam.g_00325	Prba.g_00388
OG0000328	Syam.g_00326	Prba.g_00389
OG0000329	Syam.g_00344	Prba.g_00406
OG0000330	Syam.g_00345	Prba.g_00407
OG0000331	Syam.g_00346	Prba.g_00408
OG0000332	Syam.g_00361	Prba.g_00422
OG0000333	Syam.g_00364	Prba.g_00424
OG0000334	Syam.g_00375	Prba.g_00432
OG0000335	Syam.g_00380	Prba.g_00437
OG0000336	Syam.g_00384	Prba.g_01050
OG0000337	Syam.g_00155	Prba.g_01067
OG0000338	Syam.g_00153	Prba.g_01068
OG0000339	Syam.g_00147	Prba.g_01072
OG0000340	Syam.g_00137	Prba.g_00752
OG0000341	Syam.g_00135	Prba.g_00754
OG0000342	Syam.g_00134	Prba.g_00755
OG0000343	Syam.g_00133	Prba.g_00756
OG0000344	Syam.g_00129	Prba.g_00759
OG0000345	Syam.g_00119	Prba.g_00764
OG0000346	Syam.g_00114	Prba.g_00769
OG0000347	Syam.g_00083	Prba.g_00785
OG0000348	Syam.g_00068	Prba.g_00795
OG0000349	Syam.g_00050	Prba.g_00812
OG0000350	Syam.g_00303	Prba.g_00831
OG0000351	Syam.g_02420	Prba.g_00848, Prba.g_01776
OG0000352	Syam.g_02421	Prba.g_01777
OG0000353	Syam.g_02445	Prba.g_01792
OG0000355	Syam.g_00001	Prba.g_01794
OG0000356	Syam.g_00002	Prba.g_01795
OG0000357	Syam.g_00003	Prba.g_01796
OG0000358	Syam.g_00007	Prba.g_01800
OG0000359	Syam.g_00009	Prba.g_01801
OG0000360	Syam.g_00010	Prba.g_01802
OG0000361	Syam.g_00011	Prba.g_01803
OG0000362	Syam.g_00013	Prba.g_01805
OG0000363	Syam.g_00015	Prba.g_01807
OG0000364	Syam.g_00016	Prba.g_01808
OG0000365	Syam.g_00025	Prba.g_01813
OG0000366	Syam.g_00026	Prba.g_01814
OG0000367	Syam.g_00027	Prba.g_01815
OG0000368	Syam.g_00029	Prba.g_01817
OG0000369	Syam.g_00030	Prba.g_01818
OG0000370	Syam.g_00031	Prba.g_01819
OG0000371	Syam.g_00038	Prba.g_01825
OG0000372	Syam.g_00043	Prba.g_01828
OG0000373	Syam.g_00044	Prba.g_01829
OG0000374	Syam.g_00045	Prba.g_01830
OG0000375	Syam.g_00046	Prba.g_01834
OG0000376	Syam.g_00048	Prba.g_01836
OG0000377	Syam.g_02306	Prba.g_01839
OG0000378	Syam.g_02297	Prba.g_01841
OG0000379	Syam.g_02294	Prba.g_01844
OG0000380	Syam.g_02060	Prba.g_01854
OG0000381	Syam.g_02063	Prba.g_01858
OG0000382	Syam.g_02080	Prba.g_01869
OG0000383	Syam.g_02083	Prba.g_01871
OG0000384	Syam.g_02084	Prba.g_01872
OG0000385	Syam.g_02085	Prba.g_01873
OG0000386	Syam.g_02086	Prba.g_01874
OG0000387	Syam.g_02112	Prba.g_01887
OG0000388	Syam.g_02116	Prba.g_01890
OG0000389	Syam.g_02120	Prba.g_01894
OG0000390	Syam.g_02136	Prba.g_01901
OG0000391	Syam.g_02141	Prba.g_01904
OG0000392	Syam.g_02147	Prba.g_01908
OG0000393	Syam.g_02149	Prba.g_01910
OG0000394	Syam.g_02150	Prba.g_01911
OG0000395	Syam.g_02151	Prba.g_01912
OG0000396	Syam.g_02153	Prba.g_01915
OG0000397	Syam.g_02160	Prba.g_01917
OG0000398	Syam.g_02165	Prba.g_01919
OG0000399	Syam.g_02166	Prba.g_01920
OG0000400	Syam.g_02167	Prba.g_01921
OG0000401	Syam.g_02168	Prba.g_01922
OG0000402	Syam.g_02171	Prba.g_01924
OG0000403	Syam.g_02172	Prba.g_01925
OG0000404	Syam.g_02173	Prba.g_01926
OG0000405	Syam.g_02189	Prba.g_01930
OG0000406	Syam.g_02193	Prba.g_01935
OG0000407	Syam.g_02194	Prba.g_01936
OG0000408	Syam.g_02196	Prba.g_01938
OG0000409	Syam.g_02198	Prba.g_01940
OG0000410	Syam.g_02199	Prba.g_01941
OG0000411	Syam.g_02200	Prba.g_01942
OG0000412	Syam.g_02201	Prba.g_01943
OG0000413	Syam.g_02203	Prba.g_01944
OG0000414	Syam.g_02204	Prba.g_01945
OG0000415	Syam.g_02205	Prba.g_01946
OG0000416	Syam.g_02206	Prba.g_01947
OG0000417	Syam.g_02207	Prba.g_01948
OG0000418	Syam.g_02212	Prba.g_01953
OG0000419	Syam.g_02214	Prba.g_00623
OG0000420	Syam.g_02216	Prba.g_00624
OG0000421	Syam.g_02221	Prba.g_00629
OG0000422	Syam.g_02222	Prba.g_00630
OG0000423	Syam.g_02223	Prba.g_00631
OG0000424	Syam.g_02224	Prba.g_00632
OG0000425	Syam.g_02225	Prba.g_00633
OG0000426	Syam.g_02226	Prba.g_00634
OG0000427	Syam.g_02227	Prba.g_00635
OG0000428	Syam.g_02230	Prba.g_00637
OG0000429	Syam.g_02232	Prba.g_00638
OG0000430	Syam.g_02233	Prba.g_00639
OG0000431	Syam.g_02237	Prba.g_00641
OG0000432	Syam.g_02243	Prba.g_00644
OG0000433	Syam.g_02244	Prba.g_00645
OG0000434	Syam.g_02245	Prba.g_00646
OG0000435	Syam.g_02246	Prba.g_00647
OG0000436	Syam.g_02252	Prba.g_00652
OG0000437	Syam.g_02253	Prba.g_00653
OG0000438	Syam.g_02254	Prba.g_00654
OG0000439	Syam.g_02256	Prba.g_00656
OG0000440	Syam.g_02257	Prba.g_00657
OG0000441	Syam.g_02261	Prba.g_00660
OG0000442	Syam.g_02262	Prba.g_00661
OG0000443	Syam.g_02263	Prba.g_00662
OG0000444	Syam.g_02268	Prba.g_00667
OG0000445	Syam.g_02269	Prba.g_00668
OG0000446	Syam.g_02270	Prba.g_00669
OG0000447	Syam.g_02272	Prba.g_00670
OG0000448	Syam.g_02273	Prba.g_00671
OG0000449	Syam.g_02274	Prba.g_00672
OG0000450	Syam.g_02275	Prba.g_00673
OG0000451	Syam.g_02276	Prba.g_00674
OG0000452	Syam.g_02280	Prba.g_00440
OG0000453	Syam.g_02281	Prba.g_00441
OG0000454	Syam.g_02282	Prba.g_00442
OG0000455	Syam.g_02283	Prba.g_00443
OG0000456	Syam.g_02284	Prba.g_00444
OG0000457	Syam.g_02286	Prba.g_00445
OG0000458	Syam.g_02287	Prba.g_00446
OG0000459	Syam.g_02288	Prba.g_00447
OG0000460	Syam.g_00506	Prba.g_00454
OG0000461	Syam.g_00284	Prba.g_00461
OG0000462	Syam.g_00281	Prba.g_00463
OG0000463	Syam.g_00280	Prba.g_00464
OG0000464	Syam.g_00279	Prba.g_00465
OG0000465	Syam.g_00277	Prba.g_00466
OG0000466	Syam.g_00273	Prba.g_00469
OG0000467	Syam.g_00271	Prba.g_00470
OG0000468	Syam.g_00266	Prba.g_00472
OG0000469	Syam.g_00253	Prba.g_00480
OG0000470	Syam.g_00251	Prba.g_00482
OG0000471	Syam.g_00250	Prba.g_00483
OG0000472	Syam.g_00248	Prba.g_00484
OG0000473	Syam.g_00246	Prba.g_00486
OG0000474	Syam.g_00245	Prba.g_00487
OG0000475	Syam.g_00244	Prba.g_00488
OG0000476	Syam.g_00242	Prba.g_00489
OG0000477	Syam.g_00236	Prba.g_00492
OG0000478	Syam.g_00235	Prba.g_00493
OG0000479	Syam.g_00234	Prba.g_00494
OG0000480	Syam.g_00227	Prba.g_00499
OG0000481	Syam.g_00225	Prba.g_00501
OG0000482	Syam.g_00224	Prba.g_00502
OG0000483	Syam.g_00220	Prba.g_00505
OG0000484	Syam.g_00219	Prba.g_00506
OG0000485	Syam.g_00218	Prba.g_00507
OG0000486	Syam.g_00217	Prba.g_00508
OG0000487	Syam.g_00211	Prba.g_00511
OG0000488	Syam.g_00207	Prba.g_00514
OG0000489	Syam.g_00197	Prba.g_00519
OG0000490	Syam.g_00189	Prba.g_00524
OG0000491	Syam.g_00187	Prba.g_00525
OG0000492	Syam.g_00185	Prba.g_00527
OG0000493	Syam.g_00184	Prba.g_00528
OG0000494	Syam.g_00183	Prba.g_00529
OG0000495	Syam.g_00182	Prba.g_00530
OG0000496	Syam.g_00181	Prba.g_00531
OG0000497	Syam.g_00180	Prba.g_00532
OG0000498	Syam.g_00179	Prba.g_00533
OG0000499	Syam.g_00178	Prba.g_00534
OG0000500	Syam.g_00177	Prba.g_00535
OG0000501	Syam.g_00174	Prba.g_00537
OG0000502	Syam.g_00165	Prba.g_00540
OG0000503	Syam.g_00457	Prba.g_00550
OG0000504	Syam.g_00459	Prba.g_00551
OG0000505	Syam.g_00460	Prba.g_00552
OG0000506	Syam.g_00462	Prba.g_00554
OG0000507	Syam.g_00468	Prba.g_00557
OG0000508	Syam.g_00472	Prba.g_00561
OG0000509	Syam.g_00474	Prba.g_00218
OG0000510	Syam.g_00475	Prba.g_00219
OG0000511	Syam.g_00476	Prba.g_00220
OG0000512	Syam.g_00478	Prba.g_00222
OG0000513	Syam.g_00493	Prba.g_00852
OG0000514	Syam.g_00499	Prba.g_01030
OG0000515	Syam.g_00500	Prba.g_01029
OG0000516	Syam.g_01862	Prba.g_01028
OG0000517	Syam.g_01868	Prba.g_01026
OG0000518	Syam.g_01851	Prba.g_01015
OG0000519	Syam.g_01850	Prba.g_01014
OG0000520	Syam.g_01849	Prba.g_01013
OG0000521	Syam.g_01696	Prba.g_01008
OG0000522	Syam.g_01694	Prba.g_01006
OG0000523	Syam.g_01693	Prba.g_01005
OG0000524	Syam.g_01681	Prba.g_01000
OG0000525	Syam.g_01677	Prba.g_00997
OG0000526	Syam.g_01674	Prba.g_00996
OG0000527	Syam.g_01670	Prba.g_00988
OG0000528	Syam.g_00580	Prba.g_00983
OG0000529	Syam.g_00584	Prba.g_00980
OG0000530	Syam.g_00587	Prba.g_00977
OG0000531	Syam.g_00588	Prba.g_00976
OG0000532	Syam.g_00591	Prba.g_00974
OG0000533	Syam.g_00592	Prba.g_00973
OG0000534	Syam.g_00593	Prba.g_00972
OG0000535	Syam.g_00594	Prba.g_00971
OG0000536	Syam.g_00595	Prba.g_00970
OG0000537	Syam.g_00596	Prba.g_00969
OG0000538	Syam.g_00607	Prba.g_00961
OG0000539	Syam.g_00608	Prba.g_00960
OG0000540	Syam.g_00609	Prba.g_00959
OG0000541	Syam.g_00610	Prba.g_00958
OG0000542	Syam.g_00613	Prba.g_00956
OG0000543	Syam.g_00615	Prba.g_00954
OG0000544	Syam.g_00616	Prba.g_00953
OG0000545	Syam.g_00618	Prba.g_00951
OG0000546	Syam.g_00620	Prba.g_00948
OG0000547	Syam.g_00622	Prba.g_00946
OG0000548	Syam.g_00623	Prba.g_00945
OG0000549	Syam.g_00630	Prba.g_00943
OG0000550	Syam.g_00635	Prba.g_00938
OG0000551	Syam.g_00640	Prba.g_00934
OG0000552	Syam.g_00641	Prba.g_00933
OG0000553	Syam.g_00643	Prba.g_00932
OG0000554	Syam.g_00652	Prba.g_00927
OG0000555	Syam.g_00667	Prba.g_01773
OG0000556	Syam.g_00670	Prba.g_01771
OG0000557	Syam.g_00672	Prba.g_01770
OG0000558	Syam.g_00675	Prba.g_01768
OG0000559	Syam.g_00679	Prba.g_01764
OG0000560	Syam.g_00682	Prba.g_01761
OG0000561	Syam.g_00683	Prba.g_01760
OG0000562	Syam.g_00684	Prba.g_01759
OG0000563	Syam.g_00685	Prba.g_01758
OG0000564	Syam.g_00686	Prba.g_01757
OG0000565	Syam.g_00690	Prba.g_01754
OG0000566	Syam.g_00694	Prba.g_01752
OG0000567	Syam.g_00698	Prba.g_01748
OG0000568	Syam.g_01751	Prba.g_01747
OG0000569	Syam.g_01750	Prba.g_01746
OG0000570	Syam.g_01749	Prba.g_01745
OG0000571	Syam.g_01745	Prba.g_01743
OG0000572	Syam.g_01729	Prba.g_01730
OG0000573	Syam.g_01721	Prba.g_01725
OG0000574	Syam.g_01720	Prba.g_01724
OG0000575	Syam.g_01716	Prba.g_01720
OG0000576	Syam.g_01714	Prba.g_01718
OG0000577	Syam.g_01713	Prba.g_01717
OG0000578	Syam.g_01712	Prba.g_01716
OG0000579	Syam.g_01711	Prba.g_01715
OG0000580	Syam.g_01710	Prba.g_01714
OG0000581	Syam.g_01704	Prba.g_01712
OG0000582	Syam.g_01513	Prba.g_01709
OG0000583	Syam.g_01512	Prba.g_01708
OG0000584	Syam.g_01511	Prba.g_01707
OG0000585	Syam.g_01509	Prba.g_01705
