Orthogroup	Syag	Prbl
OG0000047	Syag.g_00768	Prbl.g_01574, Prbl.g_00719
OG0000048	Syag.g_02611	Prbl.g_01465
OG0000051	Syag.g_01026	Prbl.g_01677
OG0000051	Syag.g_00214	Prbl.g_02385
OG0000052	Syag.g_02451	Prbl.g_00870
OG0000053	Syag.g_01391	Prbl.g_00691
OG0000054	Syag.g_00350	Prbl.g_01752
OG0000057	Syag.g_00985	Prbl.g_00025
OG0000059	Syag.g_02721	Prbl.g_00952, Prbl.g_00836
OG0000060	Syag.g_01530	Prbl.g_00508
OG0000060	Syag.g_02045	Prbl.g_00063
OG0000061	Syag.g_01141	Prbl.g_02084
OG0000062	Syag.g_01669	Prbl.g_00417
OG0000063	Syag.g_02313	Prbl.g_01981
OG0000065	Syag.g_00182, Syag.g_01885	Prbl.g_00552
OG0000066	Syag.g_01443	Prbl.g_00752
OG0000067	Syag.g_00667	Prbl.g_02335
OG0000068	Syag.g_01537	Prbl.g_00502
OG0000070	Syag.g_00049	Prbl.g_00634
OG0000071	Syag.g_01192	Prbl.g_01722
OG0000072	Syag.g_01980, Syag.g_02859	Prbl.g_00276
OG0000073	Syag.g_01505	Prbl.g_00533
OG0000075	Syag.g_02434	Prbl.g_00855
OG0000076	Syag.g_02393	Prbl.g_01285
OG0000077	Syag.g_01831	Prbl.g_00596, Prbl.g_00631
OG0000078	Syag.g_01778	Prbl.g_00193
OG0000079	Syag.g_02659	Prbl.g_01505
OG0000081	Syag.g_00167	Prbl.g_01036
OG0000082	Syag.g_00318	Prbl.g_01783
OG0000084	Syag.g_01425	Prbl.g_00246
OG0000085	Syag.g_01676	Prbl.g_00405
OG0000086	Syag.g_01853	Prbl.g_00583
OG0000087	Syag.g_01939	Prbl.g_00810
OG0000088	Syag.g_01974	Prbl.g_01838, Prbl.g_00281
OG0000089	Syag.g_00005	Prbl.g_02674
OG0000090	Syag.g_01454	Prbl.g_00766
OG0000091	Syag.g_00418	Prbl.g_01647
OG0000093	Syag.g_00649	Prbl.g_02359
OG0000095	Syag.g_00974	Prbl.g_00927
OG0000097	Syag.g_01065	Prbl.g_02579
OG0000098	Syag.g_00578	Prbl.g_00722
OG0000099	Syag.g_02536	Prbl.g_00893
OG0000100	Syag.g_00704	Prbl.g_01914, Prbl.g_02305
OG0000101	Syag.g_02773	Prbl.g_01000
OG0000102	Syag.g_02387	Prbl.g_02636
OG0000103	Syag.g_02253	Prbl.g_02139
OG0000104	Syag.g_02268	Prbl.g_02125
OG0000105	Syag.g_02606	Prbl.g_01461
OG0000106	Syag.g_00462	Prbl.g_00411
OG0000107	Syag.g_02689	Prbl.g_02681
OG0000108	Syag.g_01528	Prbl.g_00511
OG0000109	Syag.g_01512	Prbl.g_00527
OG0000110	Syag.g_00303	Prbl.g_01795
OG0000111	Syag.g_00984	Prbl.g_00026
OG0000112	Syag.g_00801	Prbl.g_02470
OG0000113	Syag.g_00699	Prbl.g_02310
OG0000114	Syag.g_00609	Prbl.g_02407
OG0000115	Syag.g_01397	Prbl.g_00687
OG0000116	Syag.g_01156	Prbl.g_02069
OG0000117	Syag.g_01097	Prbl.g_01384
OG0000118	Syag.g_01232	Prbl.g_01736
OG0000120	Syag.g_02535	Prbl.g_00892
OG0000121	Syag.g_01414	Prbl.g_00234, Prbl.g_00240
OG0000122	Syag.g_00446	Prbl.g_01808
OG0000123	Syag.g_02781	Prbl.g_01135
OG0000124	Syag.g_02367, Syag.g_02485	Prbl.g_02054
OG0000125	Syag.g_02136, Syag.g_02134	Prbl.g_02231
OG0000126	Syag.g_02266	Prbl.g_02127
OG0000128	Syag.g_02284	Prbl.g_02109
OG0000129	Syag.g_02121	Prbl.g_02243
OG0000130	Syag.g_01819	Prbl.g_00608
OG0000131	Syag.g_01951	Prbl.g_00303
OG0000132	Syag.g_01972	Prbl.g_00283
OG0000133	Syag.g_00806	Prbl.g_00897
OG0000134	Syag.g_00008	Prbl.g_02677
OG0000135	Syag.g_02171	Prbl.g_02190
OG0000136	Syag.g_00038	Prbl.g_00647
OG0000137	Syag.g_01356	Prbl.g_01340
OG0000138	Syag.g_01511	Prbl.g_00528
OG0000139	Syag.g_01448	Prbl.g_00760
OG0000140	Syag.g_01446	Prbl.g_00754
OG0000141	Syag.g_00351	Prbl.g_01751
OG0000142	Syag.g_00410	Prbl.g_01639
OG0000143	Syag.g_00414	Prbl.g_01643
OG0000144	Syag.g_00493	Prbl.g_01042
OG0000145	Syag.g_01504	Prbl.g_00534
OG0000146	Syag.g_00800	Prbl.g_02469
OG0000147	Syag.g_00799	Prbl.g_02468
OG0000148	Syag.g_00693	Prbl.g_02316
OG0000149	Syag.g_00731	Prbl.g_01552
OG0000150	Syag.g_00352	Prbl.g_01576
OG0000151	Syag.g_00623	Prbl.g_02386
OG0000152	Syag.g_00810	Prbl.g_02478
OG0000153	Syag.g_00845	Prbl.g_02505
OG0000154	Syag.g_00870	Prbl.g_02532
OG0000155	Syag.g_01107	Prbl.g_00185
OG0000156	Syag.g_01166	Prbl.g_00115
OG0000157	Syag.g_01167	Prbl.g_00114
OG0000158	Syag.g_02422	Prbl.g_00843
OG0000160	Syag.g_01415	Prbl.g_00241
OG0000161	Syag.g_01409	Prbl.g_00227
OG0000162	Syag.g_01402	Prbl.g_00221
OG0000163	Syag.g_01618	Prbl.g_00452
OG0000164	Syag.g_01725	Prbl.g_00365
OG0000165	Syag.g_01733	Prbl.g_00356
OG0000166	Syag.g_02733	Prbl.g_00962
OG0000167	Syag.g_02437	Prbl.g_00857
OG0000168	Syag.g_02417	Prbl.g_00842
OG0000169	Syag.g_02405	Prbl.g_01302
OG0000170	Syag.g_02398	Prbl.g_01290
OG0000171	Syag.g_02368	Prbl.g_02055
OG0000172	Syag.g_02360	Prbl.g_02021
OG0000173	Syag.g_02337	Prbl.g_02000
OG0000174	Syag.g_02175	Prbl.g_02188
OG0000175	Syag.g_02240	Prbl.g_02150
OG0000176	Syag.g_02276	Prbl.g_02117
OG0000177	Syag.g_02277	Prbl.g_02116
OG0000178	Syag.g_02278	Prbl.g_02115
OG0000179	Syag.g_02293	Prbl.g_01961
OG0000180	Syag.g_02294	Prbl.g_01962
OG0000181	Syag.g_02295	Prbl.g_01963
OG0000182	Syag.g_02296	Prbl.g_01964
OG0000183	Syag.g_02300	Prbl.g_01968
OG0000184	Syag.g_02110	Prbl.g_02251
OG0000185	Syag.g_02092	Prbl.g_02273
OG0000186	Syag.g_01815	Prbl.g_00614
OG0000187	Syag.g_01816	Prbl.g_00613
OG0000188	Syag.g_01839	Prbl.g_00591
OG0000189	Syag.g_01872	Prbl.g_00565
OG0000190	Syag.g_01874	Prbl.g_00563
OG0000191	Syag.g_01909	Prbl.g_01325
OG0000192	Syag.g_01915	Prbl.g_01316
OG0000193	Syag.g_01952	Prbl.g_00302
OG0000194	Syag.g_01955	Prbl.g_00299
OG0000195	Syag.g_01957	Prbl.g_00297
OG0000196	Syag.g_01968	Prbl.g_00286
OG0000197	Syag.g_01969	Prbl.g_00285
OG0000198	Syag.g_00108, Syag.g_01971	Prbl.g_00284
OG0000199	Syag.g_01979	Prbl.g_00277
OG0000200	Syag.g_01996	Prbl.g_00069
OG0000201	Syag.g_02019	Prbl.g_00088
OG0000202	Syag.g_02024	Prbl.g_00089
OG0000203	Syag.g_02025	Prbl.g_00090
OG0000204	Syag.g_02020, Syag.g_02026	Prbl.g_00091
OG0000205	Syag.g_02035	Prbl.g_00098
OG0000206	Syag.g_02047	Prbl.g_01282
OG0000207	Syag.g_02051	Prbl.g_00130
OG0000208	Syag.g_02052	Prbl.g_00129
OG0000209	Syag.g_02069	Prbl.g_01256
OG0000210	Syag.g_02070	Prbl.g_01257
OG0000211	Syag.g_01788	Prbl.g_01922
OG0000212	Syag.g_01777	Prbl.g_00192
OG0000213	Syag.g_02632	Prbl.g_01496
OG0000214	Syag.g_02615	Prbl.g_01469
OG0000215	Syag.g_02584	Prbl.g_01439
OG0000216	Syag.g_02580	Prbl.g_01436
OG0000217	Syag.g_02576	Prbl.g_01432
OG0000218	Syag.g_02574	Prbl.g_01428
OG0000219	Syag.g_02573	Prbl.g_01427
OG0000220	Syag.g_02572	Prbl.g_01426
OG0000221	Syag.g_02566	Prbl.g_01421
OG0000222	Syag.g_02550	Prbl.g_00911
OG0000223	Syag.g_02475	Prbl.g_00888
OG0000224	Syag.g_02471	Prbl.g_00877
OG0000225	Syag.g_02861	Prbl.g_01218
OG0000226	Syag.g_02865	Prbl.g_01222
OG0000227	Syag.g_02867	Prbl.g_01224
OG0000228	Syag.g_00004	Prbl.g_02673
OG0000229	Syag.g_00033	Prbl.g_00652
OG0000230	Syag.g_00035	Prbl.g_00650
OG0000231	Syag.g_00048	Prbl.g_00635
OG0000232	Syag.g_00059	Prbl.g_00619
OG0000233	Syag.g_01330	Prbl.g_01360
OG0000234	Syag.g_01358	Prbl.g_01339
OG0000235	Syag.g_01529	Prbl.g_00510
OG0000236	Syag.g_01513	Prbl.g_00526
OG0000237	Syag.g_01495	Prbl.g_00800
OG0000238	Syag.g_01490	Prbl.g_00795
OG0000239	Syag.g_01472	Prbl.g_00779
OG0000240	Syag.g_01471	Prbl.g_00778
OG0000241	Syag.g_00396	Prbl.g_01526
OG0000242	Syag.g_01456	Prbl.g_00768
OG0000243	Syag.g_00255	Prbl.g_02647
OG0000244	Syag.g_00268	Prbl.g_01879
OG0000245	Syag.g_00270	Prbl.g_01882
OG0000246	Syag.g_00274	Prbl.g_01886
OG0000247	Syag.g_00286	Prbl.g_01897
OG0000248	Syag.g_00289	Prbl.g_01900
OG0000249	Syag.g_00291	Prbl.g_01902
OG0000250	Syag.g_00299	Prbl.g_01799
OG0000251	Syag.g_00328	Prbl.g_01775
OG0000252	Syag.g_00331	Prbl.g_01772
OG0000253	Syag.g_00333	Prbl.g_01766
OG0000254	Syag.g_00356	Prbl.g_01747
OG0000255	Syag.g_00369	Prbl.g_01612
OG0000256	Syag.g_00385	Prbl.g_01626
OG0000257	Syag.g_00395	Prbl.g_01632
OG0000258	Syag.g_00423	Prbl.g_01655
OG0000259	Syag.g_00560	Prbl.g_01406
OG0000260	Syag.g_00570	Prbl.g_01403
OG0000261	Syag.g_00581	Prbl.g_01400
OG0000262	Syag.g_00586	Prbl.g_01395
OG0000263	Syag.g_01079	Prbl.g_01242
OG0000264	Syag.g_01011	Prbl.g_01859
OG0000265	Syag.g_01021	Prbl.g_02567, Prbl.g_01839
OG0000266	Syag.g_00907	Prbl.g_02556
OG0000267	Syag.g_00762	Prbl.g_02431
OG0000268	Syag.g_00763	Prbl.g_02432
OG0000269	Syag.g_00662	Prbl.g_02340
OG0000270	Syag.g_00665	Prbl.g_02337
OG0000271	Syag.g_00673	Prbl.g_02329
OG0000274	Syag.g_00714	Prbl.g_01535
OG0000275	Syag.g_00717	Prbl.g_01538
OG0000276	Syag.g_00723	Prbl.g_01544
OG0000277	Syag.g_00724	Prbl.g_01545
OG0000278	Syag.g_00727	Prbl.g_01548
OG0000279	Syag.g_00735	Prbl.g_01556
OG0000280	Syag.g_00741	Prbl.g_01562
OG0000281	Syag.g_00572	Prbl.g_01577
OG0000282	Syag.g_00611	Prbl.g_02405
OG0000283	Syag.g_00775	Prbl.g_02443
OG0000284	Syag.g_00780	Prbl.g_02449
OG0000285	Syag.g_00791	Prbl.g_01688
OG0000286	Syag.g_00809	Prbl.g_02477
OG0000287	Syag.g_00838	Prbl.g_02608
OG0000288	Syag.g_00869	Prbl.g_02531
OG0000289	Syag.g_00884	Prbl.g_02544
OG0000290	Syag.g_00970	Prbl.g_00930
OG0000291	Syag.g_00972	Prbl.g_00928
OG0000292	Syag.g_02265	Prbl.g_02128
OG0000293	Syag.g_01155	Prbl.g_02071
OG0000294	Syag.g_01154	Prbl.g_02072
OG0000295	Syag.g_01115	Prbl.g_00178
OG0000296	Syag.g_01113	Prbl.g_00180
OG0000297	Syag.g_01099	Prbl.g_01382
OG0000298	Syag.g_01098	Prbl.g_01383
OG0000299	Syag.g_01067	Prbl.g_01372
OG0000301	Syag.g_01061	Prbl.g_02583
OG0000302	Syag.g_01060	Prbl.g_02586
OG0000303	Syag.g_01048	Prbl.g_00187
OG0000304	Syag.g_01041	Prbl.g_01102
OG0000305	Syag.g_00977	Prbl.g_00926
OG0000306	Syag.g_00460	Prbl.g_01586
OG0000307	Syag.g_01546	Prbl.g_00494
OG0000308	Syag.g_01548	Prbl.g_00492
OG0000309	Syag.g_01553	Prbl.g_00488
OG0000310	Syag.g_01291	Prbl.g_00160
OG0000311	Syag.g_01300	Prbl.g_00258
OG0000312	Syag.g_01434	Prbl.g_00254
OG0000313	Syag.g_00966, Syag.g_01412	Prbl.g_00230
OG0000314	Syag.g_01380	Prbl.g_00699
OG0000315	Syag.g_01369	Prbl.g_00709
OG0000316	Syag.g_01641	Prbl.g_00441
OG0000317	Syag.g_01684	Prbl.g_00399
OG0000318	Syag.g_01688	Prbl.g_00393
OG0000319	Syag.g_01710	Prbl.g_00376
OG0000320	Syag.g_01712	Prbl.g_00374
OG0000321	Syag.g_01713	Prbl.g_00373
OG0000322	Syag.g_01714	Prbl.g_00372
OG0000323	Syag.g_01728	Prbl.g_00361
OG0000324	Syag.g_01757	Prbl.g_00332
OG0000325	Syag.g_02690	Prbl.g_02683
OG0000326	Syag.g_02698	Prbl.g_01059
OG0000327	Syag.g_02728	Prbl.g_00957
OG0000328	Syag.g_02729	Prbl.g_00958
OG0000329	Syag.g_02747	Prbl.g_00975
OG0000330	Syag.g_02748	Prbl.g_00976
OG0000331	Syag.g_02749	Prbl.g_00977
OG0000332	Syag.g_02764	Prbl.g_00992
OG0000333	Syag.g_02767	Prbl.g_00994
OG0000334	Syag.g_02777	Prbl.g_01131
OG0000335	Syag.g_02782	Prbl.g_01136
OG0000336	Syag.g_02786	Prbl.g_01140
OG0000337	Syag.g_02445	Prbl.g_00863
OG0000338	Syag.g_02440	Prbl.g_00859
OG0000340	Syag.g_02416	Prbl.g_00841
OG0000341	Syag.g_02414	Prbl.g_00839
OG0000342	Syag.g_02413	Prbl.g_00838
OG0000343	Syag.g_02411	Prbl.g_01307
OG0000344	Syag.g_02407	Prbl.g_01304
OG0000345	Syag.g_02397	Prbl.g_01289
OG0000346	Syag.g_02392	Prbl.g_01284
OG0000347	Syag.g_02366	Prbl.g_02053
OG0000348	Syag.g_02357	Prbl.g_02016
OG0000349	Syag.g_02330	Prbl.g_01992
OG0000350	Syag.g_02705	Prbl.g_02195
OG0000351	Syag.g_02244	Prbl.g_02147
OG0000352	Syag.g_02245	Prbl.g_02146
OG0000353	Syag.g_02271	Prbl.g_02122
OG0000354	Syag.g_01484	Prbl.g_00789
OG0000354	Syag.g_02291	Prbl.g_01959
OG0000355	Syag.g_02273	Prbl.g_02120
OG0000356	Syag.g_02274	Prbl.g_02119
OG0000357	Syag.g_02275	Prbl.g_02118
OG0000358	Syag.g_02279	Prbl.g_02114
OG0000359	Syag.g_02281	Prbl.g_02112
OG0000360	Syag.g_02282	Prbl.g_02111
OG0000361	Syag.g_02283	Prbl.g_02110
OG0000362	Syag.g_02285	Prbl.g_02108
OG0000363	Syag.g_02287	Prbl.g_01955
OG0000364	Syag.g_02288	Prbl.g_01956
OG0000365	Syag.g_02297	Prbl.g_01965
OG0000366	Syag.g_02298	Prbl.g_01966
OG0000367	Syag.g_02299	Prbl.g_01967
OG0000368	Syag.g_02301	Prbl.g_01969
OG0000369	Syag.g_02302	Prbl.g_01970
OG0000370	Syag.g_02303	Prbl.g_01971
OG0000371	Syag.g_02312	Prbl.g_01980
OG0000372	Syag.g_02317	Prbl.g_01985
OG0000373	Syag.g_02318	Prbl.g_01986
OG0000374	Syag.g_02319	Prbl.g_01987
OG0000375	Syag.g_02326	Prbl.g_01988
OG0000376	Syag.g_02328	Prbl.g_01990
OG0000377	Syag.g_02119	Prbl.g_02244
OG0000378	Syag.g_02099	Prbl.g_02258
OG0000379	Syag.g_02091	Prbl.g_02274
OG0000380	Syag.g_01817	Prbl.g_00612
OG0000381	Syag.g_01820	Prbl.g_00607
OG0000382	Syag.g_01838	Prbl.g_00592
OG0000383	Syag.g_01843	Prbl.g_00590
OG0000384	Syag.g_01844	Prbl.g_00589
OG0000385	Syag.g_01845	Prbl.g_00588
OG0000386	Syag.g_01846	Prbl.g_00587
OG0000387	Syag.g_01876	Prbl.g_00561
OG0000388	Syag.g_01880	Prbl.g_00557
OG0000389	Syag.g_01884	Prbl.g_00553
OG0000390	Syag.g_01903	Prbl.g_01331
OG0000391	Syag.g_01908	Prbl.g_01326
OG0000392	Syag.g_01914	Prbl.g_01320
OG0000393	Syag.g_01917	Prbl.g_01315
OG0000394	Syag.g_01918	Prbl.g_01314
OG0000395	Syag.g_01919	Prbl.g_01313
OG0000396	Syag.g_01922	Prbl.g_00827
OG0000397	Syag.g_01924	Prbl.g_00825
OG0000398	Syag.g_01929	Prbl.g_00820
OG0000399	Syag.g_01930	Prbl.g_00819
OG0000400	Syag.g_01931	Prbl.g_00818
OG0000401	Syag.g_01932	Prbl.g_00817
OG0000402	Syag.g_01934	Prbl.g_00815
OG0000403	Syag.g_01935	Prbl.g_00814
OG0000404	Syag.g_01937	Prbl.g_00812
OG0000405	Syag.g_01949	Prbl.g_00305
OG0000406	Syag.g_01953	Prbl.g_00301
OG0000407	Syag.g_01954	Prbl.g_00300
OG0000408	Syag.g_01956	Prbl.g_00298
OG0000409	Syag.g_01958	Prbl.g_00296
OG0000410	Syag.g_01959	Prbl.g_00295
OG0000411	Syag.g_01960	Prbl.g_00294
OG0000412	Syag.g_01961	Prbl.g_00293
OG0000413	Syag.g_01963	Prbl.g_00291
OG0000414	Syag.g_01964	Prbl.g_00290
OG0000415	Syag.g_01965	Prbl.g_00289
OG0000416	Syag.g_01966	Prbl.g_00288
OG0000417	Syag.g_01967	Prbl.g_00287
OG0000418	Syag.g_01973	Prbl.g_00282
OG0000419	Syag.g_01975	Prbl.g_00280
OG0000420	Syag.g_01977	Prbl.g_00279
OG0000421	Syag.g_01982	Prbl.g_00275
OG0000422	Syag.g_01983	Prbl.g_00274
OG0000423	Syag.g_01984	Prbl.g_00273
OG0000424	Syag.g_01985	Prbl.g_00272
OG0000425	Syag.g_01986	Prbl.g_00271
OG0000426	Syag.g_01987	Prbl.g_00270
OG0000427	Syag.g_01988	Prbl.g_00269
OG0000428	Syag.g_01991	Prbl.g_02377
OG0000429	Syag.g_01993	Prbl.g_00066
OG0000430	Syag.g_01995	Prbl.g_00068
OG0000431	Syag.g_01998	Prbl.g_00072
OG0000432	Syag.g_02007	Prbl.g_00079
OG0000433	Syag.g_02009	Prbl.g_00082
OG0000434	Syag.g_02010	Prbl.g_00083
OG0000435	Syag.g_02017	Prbl.g_00086
OG0000436	Syag.g_02028	Prbl.g_00092
OG0000437	Syag.g_02029	Prbl.g_00093
OG0000438	Syag.g_02031	Prbl.g_00094
OG0000439	Syag.g_02033	Prbl.g_00096
OG0000440	Syag.g_02034	Prbl.g_00097
OG0000441	Syag.g_02041	Prbl.g_00104
OG0000442	Syag.g_02044	Prbl.g_00105
OG0000443	Syag.g_02046	Prbl.g_01283
OG0000444	Syag.g_02053	Prbl.g_00127
OG0000445	Syag.g_02054	Prbl.g_00126
OG0000446	Syag.g_02056	Prbl.g_00124
OG0000447	Syag.g_02059	Prbl.g_01244
OG0000448	Syag.g_02060	Prbl.g_01245
OG0000449	Syag.g_02061	Prbl.g_01246
OG0000450	Syag.g_02066	Prbl.g_01252
OG0000451	Syag.g_02067	Prbl.g_01253
OG0000452	Syag.g_02071	Prbl.g_01258
OG0000453	Syag.g_02072	Prbl.g_01259
OG0000454	Syag.g_02073	Prbl.g_01260
OG0000455	Syag.g_02074	Prbl.g_01261
OG0000456	Syag.g_02075	Prbl.g_01262
OG0000457	Syag.g_02077	Prbl.g_01264
OG0000458	Syag.g_02080	Prbl.g_01265
OG0000459	Syag.g_02081	Prbl.g_01266
OG0000460	Syag.g_01786	Prbl.g_01923
OG0000461	Syag.g_02675	Prbl.g_02679
OG0000462	Syag.g_02672	Prbl.g_02666
OG0000463	Syag.g_02671	Prbl.g_01516
OG0000464	Syag.g_02670	Prbl.g_01515
OG0000465	Syag.g_02668	Prbl.g_01513
OG0000466	Syag.g_02662	Prbl.g_01508
OG0000467	Syag.g_02660	Prbl.g_01506
OG0000468	Syag.g_02636	Prbl.g_01499
OG0000469	Syag.g_02621	Prbl.g_01486
OG0000470	Syag.g_02619	Prbl.g_01473
OG0000471	Syag.g_02618	Prbl.g_01472
OG0000472	Syag.g_02616	Prbl.g_01470
OG0000473	Syag.g_02614	Prbl.g_01468
OG0000474	Syag.g_02613	Prbl.g_01467
OG0000475	Syag.g_02612	Prbl.g_01466
OG0000476	Syag.g_02610	Prbl.g_01464
OG0000477	Syag.g_02604	Prbl.g_01459
OG0000478	Syag.g_02603	Prbl.g_01458
OG0000479	Syag.g_02602	Prbl.g_01457
OG0000480	Syag.g_02595	Prbl.g_01450
OG0000481	Syag.g_02593	Prbl.g_01448
OG0000482	Syag.g_02592	Prbl.g_01447
OG0000483	Syag.g_02588	Prbl.g_01443
OG0000484	Syag.g_02587	Prbl.g_01442
OG0000485	Syag.g_02586	Prbl.g_01441
OG0000486	Syag.g_02585	Prbl.g_01440
OG0000487	Syag.g_02579	Prbl.g_01435
OG0000488	Syag.g_02575	Prbl.g_01431
OG0000489	Syag.g_02565	Prbl.g_01420
OG0000490	Syag.g_02553	Prbl.g_01414
OG0000491	Syag.g_02551	Prbl.g_01413
OG0000492	Syag.g_02549	Prbl.g_00909
OG0000493	Syag.g_02548	Prbl.g_00908
OG0000494	Syag.g_02547	Prbl.g_00907
OG0000495	Syag.g_02546	Prbl.g_00906
OG0000496	Syag.g_02545	Prbl.g_00905
OG0000497	Syag.g_02544	Prbl.g_00904
OG0000498	Syag.g_02543	Prbl.g_00903
OG0000499	Syag.g_02542	Prbl.g_00902
OG0000500	Syag.g_02541	Prbl.g_00901
OG0000501	Syag.g_02538	Prbl.g_00898
OG0000502	Syag.g_02467	Prbl.g_00886
OG0000503	Syag.g_02843	Prbl.g_01201
OG0000504	Syag.g_02845	Prbl.g_01203
OG0000505	Syag.g_02846	Prbl.g_01204
OG0000506	Syag.g_02849	Prbl.g_01206
OG0000507	Syag.g_02855	Prbl.g_01210
OG0000508	Syag.g_02860	Prbl.g_01217
OG0000509	Syag.g_02862	Prbl.g_01219
OG0000510	Syag.g_02863	Prbl.g_01220
OG0000511	Syag.g_02864	Prbl.g_01221
OG0000512	Syag.g_02866	Prbl.g_01223
OG0000513	Syag.g_00009	Prbl.g_02678
OG0000514	Syag.g_00018	Prbl.g_00676
OG0000515	Syag.g_00019	Prbl.g_00675
OG0000516	Syag.g_00025	Prbl.g_00663
OG0000517	Syag.g_00032	Prbl.g_00653
OG0000518	Syag.g_00044	Prbl.g_00641
OG0000519	Syag.g_00045	Prbl.g_00640
OG0000520	Syag.g_00046	Prbl.g_00639
OG0000521	Syag.g_00054	Prbl.g_00625
OG0000522	Syag.g_00056	Prbl.g_00623
OG0000523	Syag.g_00057	Prbl.g_00622
OG0000524	Syag.g_01327	Prbl.g_01364
OG0000525	Syag.g_01345	Prbl.g_01348
OG0000526	Syag.g_01348	Prbl.g_01346
OG0000527	Syag.g_01354	Prbl.g_01342
OG0000528	Syag.g_01532	Prbl.g_00506
OG0000529	Syag.g_01527	Prbl.g_00512
OG0000530	Syag.g_01524	Prbl.g_00515
OG0000531	Syag.g_01523	Prbl.g_00516
OG0000532	Syag.g_01520	Prbl.g_00519
OG0000533	Syag.g_01518	Prbl.g_00521
OG0000534	Syag.g_01517	Prbl.g_00522
OG0000535	Syag.g_01516	Prbl.g_00523
OG0000536	Syag.g_01515	Prbl.g_00524
OG0000537	Syag.g_01514	Prbl.g_00525
OG0000538	Syag.g_01502	Prbl.g_00536
OG0000539	Syag.g_01501	Prbl.g_00806
OG0000540	Syag.g_01500	Prbl.g_00805
OG0000541	Syag.g_01499	Prbl.g_00804
OG0000542	Syag.g_01496	Prbl.g_00801
OG0000543	Syag.g_01494	Prbl.g_00799
OG0000544	Syag.g_01493	Prbl.g_00798
OG0000545	Syag.g_01491	Prbl.g_00797
OG0000546	Syag.g_01489	Prbl.g_00794
OG0000547	Syag.g_01487	Prbl.g_00792
OG0000548	Syag.g_01486	Prbl.g_00791
OG0000549	Syag.g_01480	Prbl.g_00785
OG0000550	Syag.g_01474	Prbl.g_00780
