Orthogroup	Syag	Praq
OG0000113	Syag.g_00699	Praq.g_01420
OG0000114	Syag.g_00609	Praq.g_01490
OG0000115	Syag.g_01397	Praq.g_01278
OG0000116	Syag.g_01156	Praq.g_01323
OG0000117	Syag.g_01097	Praq.g_00084
OG0000118	Syag.g_01232	Praq.g_00145
OG0000120	Syag.g_02535	Praq.g_00208
OG0000121	Syag.g_01414	Praq.g_00296
OG0000122	Syag.g_00446	Praq.g_00334
OG0000123	Syag.g_02781	Praq.g_00873
OG0000124	Syag.g_02367	Praq.g_00682
OG0000125	Syag.g_02136, Syag.g_02134	Praq.g_00718
OG0000126	Syag.g_02266	Praq.g_00421
OG0000128	Syag.g_02284	Praq.g_00437
OG0000129	Syag.g_02121	Praq.g_01259
OG0000130	Syag.g_01819	Praq.g_01934
OG0000131	Syag.g_01951	Praq.g_01857
OG0000132	Syag.g_01972	Praq.g_01838
OG0000133	Syag.g_00806	Praq.g_01680
OG0000134	Syag.g_00008	Praq.g_01187
OG0000135	Syag.g_02171	Praq.g_01160
OG0000136	Syag.g_00038	Praq.g_01116
OG0000137	Syag.g_01356	Praq.g_00526
OG0000138	Syag.g_01511	Praq.g_00546
OG0000139	Syag.g_01448	Praq.g_01065
OG0000140	Syag.g_01446	Praq.g_01064
OG0000141	Syag.g_00351	Praq.g_00995
OG0000142	Syag.g_00410	Praq.g_00967
OG0000143	Syag.g_00414	Praq.g_00963
OG0000144	Syag.g_00493	Praq.g_00781
OG0000145	Syag.g_01504	Praq.g_00637
OG0000146	Syag.g_00800	Praq.g_00639
OG0000147	Syag.g_00799	Praq.g_00640
OG0000148	Syag.g_00693	Praq.g_01414
OG0000149	Syag.g_00731	Praq.g_01444
OG0000150	Syag.g_00352	Praq.g_01452
OG0000151	Syag.g_00623	Praq.g_01500
OG0000152	Syag.g_00810	Praq.g_01548
OG0000153	Syag.g_00845	Praq.g_01567
OG0000154	Syag.g_00870	Praq.g_01593
OG0000155	Syag.g_01107	Praq.g_01353
OG0000156	Syag.g_01166	Praq.g_00122
OG0000157	Syag.g_01167	Praq.g_00123
OG0000158	Syag.g_02422	Praq.g_00258
OG0000160	Syag.g_01415	Praq.g_00295
OG0000161	Syag.g_01409	Praq.g_00301
OG0000162	Syag.g_01402	Praq.g_00307
OG0000163	Syag.g_01618	Praq.g_00341
OG0000164	Syag.g_01725	Praq.g_00473
OG0000165	Syag.g_01733	Praq.g_00466
OG0000166	Syag.g_02733	Praq.g_00915
OG0000167	Syag.g_02437	Praq.g_00737
OG0000168	Syag.g_02417	Praq.g_00747
OG0000169	Syag.g_02405	Praq.g_00757
OG0000170	Syag.g_02398	Praq.g_00759
OG0000171	Syag.g_02368	Praq.g_00681
OG0000172	Syag.g_02360	Praq.g_00689
OG0000173	Syag.g_02337	Praq.g_00704
OG0000174	Syag.g_02175	Praq.g_00396
OG0000175	Syag.g_02240	Praq.g_00406
OG0000176	Syag.g_02276	Praq.g_00430
OG0000177	Syag.g_02277	Praq.g_00431
OG0000178	Syag.g_02278	Praq.g_00432
OG0000179	Syag.g_02293	Praq.g_01219
OG0000180	Syag.g_02294	Praq.g_01220
OG0000181	Syag.g_02295	Praq.g_01221
OG0000182	Syag.g_02296	Praq.g_01222
OG0000183	Syag.g_02300	Praq.g_01226
OG0000184	Syag.g_02110	Praq.g_01262
OG0000185	Syag.g_02092	Praq.g_01265
OG0000186	Syag.g_01815	Praq.g_01939
OG0000187	Syag.g_01816	Praq.g_01938
OG0000188	Syag.g_01839	Praq.g_01921
OG0000189	Syag.g_01872	Praq.g_01907
OG0000190	Syag.g_01874	Praq.g_01906
OG0000191	Syag.g_01909	Praq.g_01886
OG0000192	Syag.g_01915	Praq.g_01882
OG0000193	Syag.g_01952	Praq.g_01856
OG0000194	Syag.g_01955	Praq.g_01853
OG0000195	Syag.g_01957	Praq.g_01851
OG0000196	Syag.g_01968	Praq.g_01841
OG0000197	Syag.g_01969	Praq.g_01840
OG0000198	Syag.g_00108, Syag.g_01971	Praq.g_01839
OG0000199	Syag.g_01979	Praq.g_01832
OG0000200	Syag.g_01996	Praq.g_01818
OG0000201	Syag.g_02019	Praq.g_01810
OG0000202	Syag.g_02024	Praq.g_01809
OG0000203	Syag.g_02025	Praq.g_01808
OG0000204	Syag.g_02020, Syag.g_02026	Praq.g_01807
OG0000205	Syag.g_02035	Praq.g_01800
OG0000206	Syag.g_02047	Praq.g_01795
OG0000207	Syag.g_02051	Praq.g_01793
OG0000208	Syag.g_02052	Praq.g_01792
OG0000209	Syag.g_02069	Praq.g_01783
OG0000210	Syag.g_02070	Praq.g_01782
OG0000212	Syag.g_01777	Praq.g_01762
OG0000213	Syag.g_02632	Praq.g_01746
OG0000214	Syag.g_02615	Praq.g_01736
OG0000215	Syag.g_02584	Praq.g_01710
OG0000216	Syag.g_02580	Praq.g_01708
OG0000217	Syag.g_02576	Praq.g_01705
OG0000218	Syag.g_02574	Praq.g_01703
OG0000219	Syag.g_02573	Praq.g_01702
OG0000220	Syag.g_02572	Praq.g_01701
OG0000221	Syag.g_02566	Praq.g_01700
OG0000222	Syag.g_02550	Praq.g_01692
OG0000223	Syag.g_02475	Praq.g_01679
OG0000224	Syag.g_02471	Praq.g_01677
OG0000225	Syag.g_02861	Praq.g_01199
OG0000226	Syag.g_02865	Praq.g_01195
OG0000227	Syag.g_02867	Praq.g_01193
OG0000228	Syag.g_00004	Praq.g_01189
OG0000229	Syag.g_00033	Praq.g_01121
OG0000230	Syag.g_00035	Praq.g_01119
OG0000231	Syag.g_00048	Praq.g_01108
OG0000232	Syag.g_00059	Praq.g_00507
OG0000233	Syag.g_01330	Praq.g_00513
OG0000234	Syag.g_01358	Praq.g_00527
OG0000235	Syag.g_01529	Praq.g_00530
OG0000236	Syag.g_01513	Praq.g_00544
OG0000237	Syag.g_01495	Praq.g_01096
OG0000238	Syag.g_01490	Praq.g_01090
OG0000239	Syag.g_01472	Praq.g_01077
OG0000240	Syag.g_01471	Praq.g_01076
OG0000241	Syag.g_00396	Praq.g_01072
OG0000242	Syag.g_01456	Praq.g_01070
OG0000243	Syag.g_00255	Praq.g_01059
OG0000244	Syag.g_00268	Praq.g_01056
OG0000245	Syag.g_00270	Praq.g_01054
OG0000246	Syag.g_00274	Praq.g_01050
OG0000247	Syag.g_00286	Praq.g_01040
OG0000248	Syag.g_00289	Praq.g_01038
OG0000249	Syag.g_00291	Praq.g_01036
OG0000250	Syag.g_00299	Praq.g_01031
OG0000251	Syag.g_00328	Praq.g_01012
OG0000252	Syag.g_00331	Praq.g_01008
OG0000253	Syag.g_00333	Praq.g_01007
OG0000254	Syag.g_00356	Praq.g_00991
OG0000255	Syag.g_00369	Praq.g_00985
OG0000256	Syag.g_00385	Praq.g_00975
OG0000257	Syag.g_00395	Praq.g_00972
OG0000258	Syag.g_00423	Praq.g_00959
OG0000259	Syag.g_00560	Praq.g_00789
OG0000260	Syag.g_00570	Praq.g_00792
OG0000261	Syag.g_00581	Praq.g_00794
OG0000262	Syag.g_00586	Praq.g_00798
OG0000263	Syag.g_01079	Praq.g_00810
OG0000264	Syag.g_01011	Praq.g_00820
OG0000265	Syag.g_01021	Praq.g_00583
OG0000266	Syag.g_00907	Praq.g_00593
OG0000267	Syag.g_00762	Praq.g_00604
OG0000268	Syag.g_00763	Praq.g_00605
OG0000269	Syag.g_00662	Praq.g_00665
OG0000270	Syag.g_00665	Praq.g_00668
OG0000271	Syag.g_00673	Praq.g_00676
OG0000274	Syag.g_00714	Praq.g_01429
OG0000275	Syag.g_00717	Praq.g_01431
OG0000276	Syag.g_00723	Praq.g_01436
OG0000277	Syag.g_00724	Praq.g_01437
OG0000278	Syag.g_00727	Praq.g_01440
OG0000279	Syag.g_00735	Praq.g_01447
OG0000280	Syag.g_00741	Praq.g_01448
OG0000281	Syag.g_00572	Praq.g_01454
OG0000282	Syag.g_00611	Praq.g_01492
OG0000283	Syag.g_00775	Praq.g_01525
OG0000284	Syag.g_00780	Praq.g_01530
OG0000285	Syag.g_00791	Praq.g_01535
OG0000286	Syag.g_00809	Praq.g_01547
OG0000287	Syag.g_00838	Praq.g_01564
OG0000288	Syag.g_00869	Praq.g_01592
OG0000289	Syag.g_00884	Praq.g_01603
OG0000290	Syag.g_00970	Praq.g_01616
OG0000291	Syag.g_00972	Praq.g_01618
OG0000292	Syag.g_02265	Praq.g_01667
OG0000293	Syag.g_01155	Praq.g_01324
OG0000294	Syag.g_01154	Praq.g_01325
OG0000295	Syag.g_01115	Praq.g_01345
OG0000296	Syag.g_01113	Praq.g_01347
OG0000297	Syag.g_01099	Praq.g_01355
OG0000298	Syag.g_01098	Praq.g_01356
OG0000299	Syag.g_01067	Praq.g_01373
OG0000301	Syag.g_01061	Praq.g_01377
OG0000302	Syag.g_01060	Praq.g_01379
OG0000303	Syag.g_01048	Praq.g_01386
OG0000304	Syag.g_01041	Praq.g_01390
OG0000305	Syag.g_00977	Praq.g_00167
OG0000306	Syag.g_00460	Praq.g_00170
OG0000307	Syag.g_01546	Praq.g_00186
OG0000308	Syag.g_01548	Praq.g_00187
OG0000309	Syag.g_01553	Praq.g_00191
OG0000310	Syag.g_01291	Praq.g_00279
OG0000311	Syag.g_01300	Praq.g_00281
OG0000312	Syag.g_01434	Praq.g_00284
OG0000313	Syag.g_00966, Syag.g_01412	Praq.g_00298
OG0000314	Syag.g_01380	Praq.g_00321
OG0000315	Syag.g_01369	Praq.g_00331
OG0000316	Syag.g_01641	Praq.g_00351
OG0000317	Syag.g_01684	Praq.g_01954, Praq.g_00499
OG0000318	Syag.g_01688	Praq.g_00496
OG0000319	Syag.g_01710	Praq.g_00483
OG0000320	Syag.g_01712	Praq.g_00481
OG0000321	Syag.g_01713	Praq.g_00480
OG0000322	Syag.g_01714	Praq.g_00479
OG0000323	Syag.g_01728	Praq.g_00470
OG0000324	Syag.g_01757	Praq.g_00444
OG0000325	Syag.g_02690	Praq.g_00950
OG0000326	Syag.g_02698	Praq.g_00944
OG0000327	Syag.g_02728	Praq.g_00920
OG0000328	Syag.g_02729	Praq.g_00919
OG0000329	Syag.g_02747	Praq.g_00902
OG0000330	Syag.g_02748	Praq.g_00901
OG0000331	Syag.g_02749	Praq.g_00900
OG0000332	Syag.g_02764	Praq.g_00886
OG0000333	Syag.g_02767	Praq.g_00884
OG0000334	Syag.g_02777	Praq.g_00876
OG0000335	Syag.g_02782	Praq.g_00872
OG0000336	Syag.g_02786	Praq.g_00868
OG0000337	Syag.g_02445	Praq.g_00735
OG0000338	Syag.g_02440	Praq.g_00736
OG0000340	Syag.g_02416	Praq.g_00748
OG0000341	Syag.g_02414	Praq.g_00750
OG0000342	Syag.g_02413	Praq.g_00751
OG0000343	Syag.g_02411	Praq.g_00752
OG0000344	Syag.g_02407	Praq.g_00755
OG0000345	Syag.g_02397	Praq.g_00760
OG0000346	Syag.g_02392	Praq.g_00764
OG0000347	Syag.g_02366	Praq.g_00683
OG0000348	Syag.g_02357	Praq.g_00692
OG0000349	Syag.g_02330	Praq.g_00709
OG0000350	Syag.g_02705	Praq.g_00392
OG0000351	Syag.g_02244	Praq.g_00409
OG0000352	Syag.g_02245	Praq.g_00410
OG0000353	Syag.g_02271	Praq.g_00425
OG0000355	Syag.g_02273	Praq.g_00427
OG0000356	Syag.g_02274	Praq.g_00428
OG0000357	Syag.g_02275	Praq.g_00429
OG0000358	Syag.g_02279	Praq.g_00433
OG0000359	Syag.g_02281	Praq.g_00434
OG0000360	Syag.g_02282	Praq.g_00435
OG0000361	Syag.g_02283	Praq.g_00436
OG0000362	Syag.g_02285	Praq.g_00438
OG0000363	Syag.g_02287	Praq.g_01217
OG0000364	Syag.g_02288	Praq.g_01218
OG0000365	Syag.g_02297	Praq.g_01223
OG0000366	Syag.g_02298	Praq.g_01224
OG0000367	Syag.g_02299	Praq.g_01225
OG0000368	Syag.g_02301	Praq.g_01227
OG0000369	Syag.g_02302	Praq.g_01228
OG0000370	Syag.g_02303	Praq.g_01229
OG0000371	Syag.g_02312	Praq.g_01235
OG0000372	Syag.g_02317	Praq.g_01239
OG0000373	Syag.g_02318	Praq.g_01240
OG0000374	Syag.g_02319	Praq.g_01241
OG0000375	Syag.g_02326	Praq.g_01255
OG0000376	Syag.g_02328	Praq.g_01257
OG0000377	Syag.g_02119	Praq.g_01261
OG0000378	Syag.g_02099	Praq.g_01263
OG0000379	Syag.g_02091	Praq.g_01266
OG0000380	Syag.g_01817	Praq.g_01937
OG0000381	Syag.g_01820	Praq.g_01933
OG0000382	Syag.g_01838	Praq.g_01922
OG0000383	Syag.g_01843	Praq.g_01920
OG0000384	Syag.g_01844	Praq.g_01919
OG0000385	Syag.g_01845	Praq.g_01918
OG0000386	Syag.g_01846	Praq.g_01917
OG0000387	Syag.g_01876	Praq.g_01904
OG0000388	Syag.g_01880	Praq.g_01901
OG0000389	Syag.g_01884	Praq.g_01897
OG0000390	Syag.g_01903	Praq.g_01890
OG0000391	Syag.g_01908	Praq.g_01887
OG0000392	Syag.g_01914	Praq.g_01883
OG0000393	Syag.g_01917	Praq.g_01881
OG0000394	Syag.g_01918	Praq.g_01880
OG0000395	Syag.g_01919	Praq.g_01879
OG0000396	Syag.g_01922	Praq.g_01876
OG0000397	Syag.g_01924	Praq.g_01874
OG0000398	Syag.g_01929	Praq.g_01872
OG0000399	Syag.g_01930	Praq.g_01871
OG0000400	Syag.g_01931	Praq.g_01870
OG0000401	Syag.g_01932	Praq.g_01869
OG0000402	Syag.g_01934	Praq.g_01867
OG0000403	Syag.g_01935	Praq.g_01866
OG0000404	Syag.g_01937	Praq.g_01865
OG0000405	Syag.g_01949	Praq.g_01861
OG0000406	Syag.g_01953	Praq.g_01855
OG0000407	Syag.g_01954	Praq.g_01854
OG0000408	Syag.g_01956	Praq.g_01852
OG0000409	Syag.g_01958	Praq.g_01850
OG0000410	Syag.g_01959	Praq.g_01849
OG0000411	Syag.g_01960	Praq.g_01848
OG0000412	Syag.g_01961	Praq.g_01847
OG0000413	Syag.g_01963	Praq.g_01846
OG0000414	Syag.g_01964	Praq.g_00554, Praq.g_01845
OG0000415	Syag.g_01965	Praq.g_01844
OG0000416	Syag.g_01966	Praq.g_01843
OG0000417	Syag.g_01967	Praq.g_01842
OG0000418	Syag.g_01973	Praq.g_01837
OG0000419	Syag.g_01975	Praq.g_01835
OG0000420	Syag.g_01977	Praq.g_01834
OG0000421	Syag.g_01982	Praq.g_01829
OG0000422	Syag.g_01983	Praq.g_01828
OG0000423	Syag.g_01984	Praq.g_01827
OG0000424	Syag.g_01985	Praq.g_01826
OG0000425	Syag.g_01986	Praq.g_01825
OG0000426	Syag.g_01987	Praq.g_01824
OG0000427	Syag.g_01988	Praq.g_01823
OG0000428	Syag.g_01991	Praq.g_01821
OG0000429	Syag.g_01993	Praq.g_01820
OG0000430	Syag.g_01995	Praq.g_01819
OG0000431	Syag.g_01998	Praq.g_01817
OG0000432	Syag.g_02007	Praq.g_01814
OG0000433	Syag.g_02009	Praq.g_01813
OG0000434	Syag.g_02010	Praq.g_01812
OG0000435	Syag.g_02017	Praq.g_01811
OG0000436	Syag.g_02028	Praq.g_01806
OG0000437	Syag.g_02029	Praq.g_01805
OG0000438	Syag.g_02031	Praq.g_01804
OG0000439	Syag.g_02033	Praq.g_01802
OG0000440	Syag.g_02034	Praq.g_01801
OG0000441	Syag.g_02041	Praq.g_01798
OG0000442	Syag.g_02044	Praq.g_01797
OG0000443	Syag.g_02046	Praq.g_01796
OG0000444	Syag.g_02053	Praq.g_01791
OG0000445	Syag.g_02054	Praq.g_01790
OG0000446	Syag.g_02056	Praq.g_01789
OG0000447	Syag.g_02059	Praq.g_01788
OG0000448	Syag.g_02060	Praq.g_01787
OG0000449	Syag.g_02061	Praq.g_01786
OG0000450	Syag.g_02066	Praq.g_01785
OG0000451	Syag.g_02067	Praq.g_01784
OG0000452	Syag.g_02071	Praq.g_01781
OG0000453	Syag.g_02072	Praq.g_01780
OG0000454	Syag.g_02073	Praq.g_01779
OG0000455	Syag.g_02074	Praq.g_01778
OG0000456	Syag.g_02075	Praq.g_01777
OG0000457	Syag.g_02077	Praq.g_01776
OG0000458	Syag.g_02080	Praq.g_01775
OG0000459	Syag.g_02081	Praq.g_01774
OG0000460	Syag.g_01786	Praq.g_01767
OG0000461	Syag.g_02675	Praq.g_01760
OG0000462	Syag.g_02672	Praq.g_01758
OG0000463	Syag.g_02671	Praq.g_01757
OG0000464	Syag.g_02670	Praq.g_01756
OG0000465	Syag.g_02668	Praq.g_01755
OG0000466	Syag.g_02662	Praq.g_01752
OG0000467	Syag.g_02660	Praq.g_01751
OG0000468	Syag.g_02636	Praq.g_01750
OG0000469	Syag.g_02621	Praq.g_01741
OG0000470	Syag.g_02619	Praq.g_01739
OG0000471	Syag.g_02618	Praq.g_01738
OG0000472	Syag.g_02616	Praq.g_01737
OG0000473	Syag.g_02614	Praq.g_01735
OG0000474	Syag.g_02613	Praq.g_01734
OG0000475	Syag.g_02612	Praq.g_01733
OG0000476	Syag.g_02610	Praq.g_01732
OG0000477	Syag.g_02604	Praq.g_01728
OG0000478	Syag.g_02603	Praq.g_01727
OG0000479	Syag.g_02602	Praq.g_01726
OG0000480	Syag.g_02595	Praq.g_01721
OG0000481	Syag.g_02593	Praq.g_01718
OG0000482	Syag.g_02592	Praq.g_01717
OG0000483	Syag.g_02588	Praq.g_01714
OG0000484	Syag.g_02587	Praq.g_01713
OG0000485	Syag.g_02586	Praq.g_01712
OG0000486	Syag.g_02585	Praq.g_01711
OG0000487	Syag.g_02579	Praq.g_01707
OG0000488	Syag.g_02575	Praq.g_01704
OG0000489	Syag.g_02565	Praq.g_01699
OG0000490	Syag.g_02553	Praq.g_01694
OG0000491	Syag.g_02551	Praq.g_01693
OG0000492	Syag.g_02549	Praq.g_01691
OG0000493	Syag.g_02548	Praq.g_01690
OG0000494	Syag.g_02547	Praq.g_01689
OG0000495	Syag.g_02546	Praq.g_01688
OG0000496	Syag.g_02545	Praq.g_01687
OG0000497	Syag.g_02544	Praq.g_01686
OG0000498	Syag.g_02543	Praq.g_01685
OG0000499	Syag.g_02542	Praq.g_01684
OG0000500	Syag.g_02541	Praq.g_01683
OG0000501	Syag.g_02538	Praq.g_01681
OG0000502	Syag.g_02467	Praq.g_01678
OG0000503	Syag.g_02843	Praq.g_01211
OG0000504	Syag.g_02845	Praq.g_01210
OG0000505	Syag.g_02846	Praq.g_01209
OG0000506	Syag.g_02849	Praq.g_01207
OG0000507	Syag.g_02855	Praq.g_01204
OG0000508	Syag.g_02860	Praq.g_01200
OG0000509	Syag.g_02862	Praq.g_01198
OG0000510	Syag.g_02863	Praq.g_01197
OG0000511	Syag.g_02864	Praq.g_01196
OG0000512	Syag.g_02866	Praq.g_01194
OG0000513	Syag.g_00009	Praq.g_01186
OG0000514	Syag.g_00018	Praq.g_01126
OG0000515	Syag.g_00019	Praq.g_01125
OG0000516	Syag.g_00025	Praq.g_01124
OG0000517	Syag.g_00032	Praq.g_01122
OG0000518	Syag.g_00044	Praq.g_01111
OG0000519	Syag.g_00045	Praq.g_01110
OG0000520	Syag.g_00046	Praq.g_01109
OG0000521	Syag.g_00054	Praq.g_00502
OG0000522	Syag.g_00056	Praq.g_00504
OG0000523	Syag.g_00057	Praq.g_00505
OG0000524	Syag.g_01327	Praq.g_00511
OG0000525	Syag.g_01345	Praq.g_00514
OG0000526	Syag.g_01348	Praq.g_00515
OG0000527	Syag.g_01354	Praq.g_00524
OG0000528	Syag.g_01532	Praq.g_00529
OG0000529	Syag.g_01527	Praq.g_00532
OG0000530	Syag.g_01524	Praq.g_00535
OG0000531	Syag.g_01523	Praq.g_00536
OG0000532	Syag.g_01520	Praq.g_00538
OG0000533	Syag.g_01518	Praq.g_00539
OG0000534	Syag.g_01517	Praq.g_00540
OG0000535	Syag.g_01516	Praq.g_00541
OG0000536	Syag.g_01515	Praq.g_00542
OG0000537	Syag.g_01514	Praq.g_00543
OG0000538	Syag.g_01502	Praq.g_01102
OG0000539	Syag.g_01501	Praq.g_01101
OG0000540	Syag.g_01500	Praq.g_01100
OG0000541	Syag.g_01499	Praq.g_01099
OG0000542	Syag.g_01496	Praq.g_01097
OG0000543	Syag.g_01494	Praq.g_01095
OG0000544	Syag.g_01493	Praq.g_01094
OG0000545	Syag.g_01491	Praq.g_01092
OG0000546	Syag.g_01489	Praq.g_01089
OG0000547	Syag.g_01487	Praq.g_01087
OG0000548	Syag.g_01486	Praq.g_01086
OG0000549	Syag.g_01480	Praq.g_01084
OG0000550	Syag.g_01474	Praq.g_01079
OG0000551	Syag.g_01470	Praq.g_01075
OG0000552	Syag.g_01469	Praq.g_01074
OG0000553	Syag.g_01464	Praq.g_01073
OG0000554	Syag.g_01453	Praq.g_01068
OG0000555	Syag.g_00075	Praq.g_01060
OG0000556	Syag.g_00257	Praq.g_01058
OG0000557	Syag.g_00267	Praq.g_01057
OG0000558	Syag.g_00269	Praq.g_01055
OG0000559	Syag.g_00273	Praq.g_01051
OG0000560	Syag.g_00276	Praq.g_01048
OG0000561	Syag.g_00277	Praq.g_01047
OG0000562	Syag.g_00278	Praq.g_01046
OG0000563	Syag.g_00279	Praq.g_01045
OG0000564	Syag.g_00280	Praq.g_01044
OG0000565	Syag.g_00284	Praq.g_01041
OG0000566	Syag.g_00288	Praq.g_01039
OG0000567	Syag.g_00292	Praq.g_01035
OG0000568	Syag.g_00295	Praq.g_01034
OG0000569	Syag.g_00296	Praq.g_01033
OG0000570	Syag.g_00297	Praq.g_01032
OG0000571	Syag.g_00301	Praq.g_01030
OG0000572	Syag.g_00251, Syag.g_00320	Praq.g_01017
OG0000573	Syag.g_00329	Praq.g_01010
OG0000574	Syag.g_00330	Praq.g_01009
OG0000575	Syag.g_00335	Praq.g_01005
OG0000576	Syag.g_00337	Praq.g_01003
OG0000577	Syag.g_00338	Praq.g_01002
OG0000578	Syag.g_00339	Praq.g_01001
OG0000579	Syag.g_00340	Praq.g_01000
OG0000580	Syag.g_00341	Praq.g_00999
OG0000581	Syag.g_00348	Praq.g_00997
OG0000582	Syag.g_00353	Praq.g_00994
OG0000583	Syag.g_00354	Praq.g_00993
OG0000584	Syag.g_00355	Praq.g_00992
OG0000585	Syag.g_00357	Praq.g_00990
OG0000586	Syag.g_00358	Praq.g_00989
OG0000587	Syag.g_00360	Praq.g_00988
OG0000588	Syag.g_00371	Praq.g_00984
OG0000589	Syag.g_00375	Praq.g_00981
OG0000590	Syag.g_00376	Praq.g_00980
OG0000591	Syag.g_00383	Praq.g_00977
OG0000592	Syag.g_00384	Praq.g_00976
OG0000593	Syag.g_00406	Praq.g_00970
OG0000594	Syag.g_00407	Praq.g_00969
