Orthogroup	Syag	Syao
OG0000254	Syag.g_00356	Syao.g_01053
OG0000255	Syag.g_00369	Syao.g_01009
OG0000256	Syag.g_00385	Syao.g_01328
OG0000257	Syag.g_00395	Syao.g_00884
OG0000258	Syag.g_00423	Syao.g_00907
OG0000259	Syag.g_00560	Syao.g_00933, Syao.g_00932
OG0000260	Syag.g_00570	Syao.g_00936
OG0000261	Syag.g_00581	Syao.g_00941
OG0000262	Syag.g_00586	Syao.g_00946
OG0000263	Syag.g_01079	Syao.g_00247
OG0000264	Syag.g_01011	Syao.g_00699
OG0000265	Syag.g_01021	Syao.g_00049
OG0000266	Syag.g_00907	Syao.g_00480
OG0000267	Syag.g_00762	Syao.g_00589
OG0000268	Syag.g_00763	Syao.g_00588
OG0000269	Syag.g_00662	Syao.g_00751
OG0000270	Syag.g_00665	Syao.g_00754
OG0000271	Syag.g_00673	Syao.g_00762
OG0000273	Syag.g_00713	Syao.g_00791
OG0000274	Syag.g_00714	Syao.g_00792
OG0000275	Syag.g_00717	Syao.g_00438
OG0000276	Syag.g_00723	Syao.g_00558
OG0000277	Syag.g_00724	Syao.g_00557
OG0000278	Syag.g_00727	Syao.g_00554
OG0000279	Syag.g_00735	Syao.g_00529
OG0000280	Syag.g_00741	Syao.g_00608
OG0000281	Syag.g_00572	Syao.g_01377
OG0000282	Syag.g_00611	Syao.g_00967
OG0000283	Syag.g_00775	Syao.g_00640
OG0000284	Syag.g_00780	Syao.g_00634
OG0000285	Syag.g_00791	Syao.g_00706
OG0000286	Syag.g_00809	Syao.g_00675
OG0000287	Syag.g_00838	Syao.g_00825
OG0000288	Syag.g_00869	Syao.g_00446
OG0000289	Syag.g_00884	Syao.g_00461
OG0000290	Syag.g_00970	Syao.g_00428
OG0000291	Syag.g_00972	Syao.g_00333
OG0000292	Syag.g_02265	Syao.g_02196
OG0000293	Syag.g_01155	Syao.g_00136
OG0000294	Syag.g_01154	Syao.g_00135
OG0000295	Syag.g_01115	Syao.g_00186
OG0000296	Syag.g_01113	Syao.g_00184
OG0000297	Syag.g_01099	Syao.g_00171
OG0000298	Syag.g_01098	Syao.g_00170
OG0000299	Syag.g_01067	Syao.g_00231
OG0000300	Syag.g_01062	Syao.g_00274
OG0000301	Syag.g_01061	Syao.g_00272, Syao.g_00273
OG0000302	Syag.g_01060	Syao.g_00271
OG0000303	Syag.g_01048	Syao.g_00262
OG0000304	Syag.g_01041	Syao.g_00256
OG0000305	Syag.g_00977	Syao.g_00388
OG0000306	Syag.g_00460	Syao.g_01216
OG0000307	Syag.g_01546	Syao.g_00045
OG0000308	Syag.g_01548	Syao.g_00047
OG0000309	Syag.g_01553	Syao.g_02705
OG0000310	Syag.g_01291	Syao.g_01530
OG0000311	Syag.g_01300	Syao.g_01533
OG0000312	Syag.g_01434	Syao.g_01538
OG0000313	Syag.g_00966, Syag.g_01412	Syao.g_01491
OG0000314	Syag.g_01380	Syao.g_00078
OG0000315	Syag.g_01369	Syao.g_00088
OG0000316	Syag.g_01641	Syao.g_01602
OG0000317	Syag.g_01684	Syao.g_01560
OG0000318	Syag.g_01688	Syao.g_01553
OG0000319	Syag.g_01710	Syao.g_01678
OG0000320	Syag.g_01712	Syao.g_01676
OG0000321	Syag.g_01713	Syao.g_01675
OG0000322	Syag.g_01714	Syao.g_01674
OG0000323	Syag.g_01728	Syao.g_01661
OG0000324	Syag.g_01757	Syao.g_01630
OG0000325	Syag.g_02690	Syao.g_01936
OG0000326	Syag.g_02698	Syao.g_01918
OG0000327	Syag.g_02728	Syao.g_01795
OG0000328	Syag.g_02729	Syao.g_01794
OG0000329	Syag.g_02747	Syao.g_01776
OG0000330	Syag.g_02748	Syao.g_01775
OG0000331	Syag.g_02749	Syao.g_01774
OG0000332	Syag.g_02764	Syao.g_01813
OG0000333	Syag.g_02767	Syao.g_01810
OG0000334	Syag.g_02777	Syao.g_01836
OG0000335	Syag.g_02782	Syao.g_01831
OG0000336	Syag.g_02786	Syao.g_01827
OG0000337	Syag.g_02445	Syao.g_01968
OG0000338	Syag.g_02440	Syao.g_01962
OG0000340	Syag.g_02416	Syao.g_02129
OG0000341	Syag.g_02414	Syao.g_02131
OG0000342	Syag.g_02413	Syao.g_02132
OG0000343	Syag.g_02411	Syao.g_02133
OG0000344	Syag.g_02407	Syao.g_02137
OG0000345	Syag.g_02397	Syao.g_01953
OG0000346	Syag.g_02392	Syao.g_01948
OG0000347	Syag.g_02366	Syao.g_02178
OG0000348	Syag.g_02357	Syao.g_02166
OG0000349	Syag.g_02330	Syao.g_02219
OG0000350	Syag.g_02705	Syao.g_01925
OG0000351	Syag.g_02244	Syao.g_02331
OG0000352	Syag.g_02245	Syao.g_02332
OG0000353	Syag.g_02271	Syao.g_02160
OG0000354	Syag.g_01484	Syao.g_00154, Syao.g_00155
OG0000354	Syag.g_02291	Syao.g_02252
OG0000355	Syag.g_02273	Syao.g_02162
OG0000356	Syag.g_02274	Syao.g_02163
OG0000357	Syag.g_02275	Syao.g_02164
OG0000358	Syag.g_02279	Syao.g_02154
OG0000359	Syag.g_02281	Syao.g_02152
OG0000360	Syag.g_02282	Syao.g_02151
OG0000361	Syag.g_02283	Syao.g_02150
OG0000362	Syag.g_02285	Syao.g_01954
OG0000363	Syag.g_02287	Syao.g_02255
OG0000364	Syag.g_02288	Syao.g_01558
OG0000365	Syag.g_02297	Syao.g_02246
OG0000366	Syag.g_02298	Syao.g_02245
OG0000367	Syag.g_02299	Syao.g_02244
OG0000368	Syag.g_02301	Syao.g_02242
OG0000369	Syag.g_02302	Syao.g_02241
OG0000370	Syag.g_02303	Syao.g_02240
OG0000371	Syag.g_02312	Syao.g_02231
OG0000372	Syag.g_02317	Syao.g_02226
OG0000373	Syag.g_02318	Syao.g_02225
OG0000374	Syag.g_02319	Syao.g_02224
OG0000375	Syag.g_02326	Syao.g_02223
OG0000376	Syag.g_02328	Syao.g_02221
OG0000377	Syag.g_02119	Syao.g_02429
OG0000378	Syag.g_02099	Syao.g_02414
OG0000379	Syag.g_02091	Syao.g_02409
OG0000380	Syag.g_01817	Syao.g_02616
OG0000381	Syag.g_01820	Syao.g_02618
OG0000382	Syag.g_01838	Syao.g_02636
OG0000383	Syag.g_01843	Syao.g_02643
OG0000384	Syag.g_01844	Syao.g_02644
OG0000385	Syag.g_01845	Syao.g_02645
OG0000386	Syag.g_01846	Syao.g_02646
OG0000387	Syag.g_01876	Syao.g_01019
OG0000388	Syag.g_01880	Syao.g_02596
OG0000389	Syag.g_01884	Syao.g_02599
OG0000390	Syag.g_01903	Syao.g_02567
OG0000391	Syag.g_01908	Syao.g_02572
OG0000392	Syag.g_01914	Syao.g_02578
OG0000393	Syag.g_01917	Syao.g_02581
OG0000394	Syag.g_01918	Syao.g_02582
OG0000395	Syag.g_01919	Syao.g_02583
OG0000396	Syag.g_01922	Syao.g_02586
OG0000397	Syag.g_01924	Syao.g_02542
OG0000398	Syag.g_01929	Syao.g_02547
OG0000399	Syag.g_01930	Syao.g_02548
OG0000400	Syag.g_01931	Syao.g_02549
OG0000401	Syag.g_01932	Syao.g_02550
OG0000402	Syag.g_01934	Syao.g_02552
OG0000403	Syag.g_01935	Syao.g_02553
OG0000404	Syag.g_01937	Syao.g_02554
OG0000405	Syag.g_01949	Syao.g_02478
OG0000406	Syag.g_01953	Syao.g_02482
OG0000407	Syag.g_01954	Syao.g_02483
OG0000408	Syag.g_01956	Syao.g_02485
OG0000409	Syag.g_01958	Syao.g_02487
OG0000410	Syag.g_01959	Syao.g_02488
OG0000411	Syag.g_01960	Syao.g_02489
OG0000412	Syag.g_01961	Syao.g_02490
OG0000413	Syag.g_01963	Syao.g_02492
OG0000414	Syag.g_01964	Syao.g_02493
OG0000415	Syag.g_01965	Syao.g_02494
OG0000416	Syag.g_01966	Syao.g_02495
OG0000417	Syag.g_01967	Syao.g_02497
OG0000418	Syag.g_01973	Syao.g_02502
OG0000419	Syag.g_01975	Syao.g_02504
OG0000420	Syag.g_01977	Syao.g_02506
OG0000421	Syag.g_01982	Syao.g_02510
OG0000422	Syag.g_01983	Syao.g_02511
OG0000423	Syag.g_01984	Syao.g_02512
OG0000424	Syag.g_01985	Syao.g_02513
OG0000425	Syag.g_01986	Syao.g_02514
OG0000426	Syag.g_01987	Syao.g_02515
OG0000427	Syag.g_01988	Syao.g_02516
OG0000428	Syag.g_01991	Syao.g_02519
OG0000429	Syag.g_01993	Syao.g_02522
OG0000430	Syag.g_01995	Syao.g_02523
OG0000431	Syag.g_01998	Syao.g_02526
OG0000432	Syag.g_02007	Syao.g_02532
OG0000433	Syag.g_02009	Syao.g_02534
OG0000434	Syag.g_02010	Syao.g_02535
OG0000435	Syag.g_02017	Syao.g_02538
OG0000436	Syag.g_02028	Syao.g_02458
OG0000437	Syag.g_02029	Syao.g_02459
OG0000438	Syag.g_02031	Syao.g_02460
OG0000439	Syag.g_02033	Syao.g_02462
OG0000440	Syag.g_02034	Syao.g_02463
OG0000441	Syag.g_02041	Syao.g_02466
OG0000442	Syag.g_02044	Syao.g_02467
OG0000443	Syag.g_02046	Syao.g_02468
OG0000444	Syag.g_02053	Syao.g_02473
OG0000445	Syag.g_02054	Syao.g_02474
OG0000446	Syag.g_02056	Syao.g_02476
OG0000447	Syag.g_02059	Syao.g_02383
OG0000448	Syag.g_02060	Syao.g_02384
OG0000449	Syag.g_02061	Syao.g_02385
OG0000450	Syag.g_02066	Syao.g_02391
OG0000451	Syag.g_02067	Syao.g_02392
OG0000452	Syag.g_02071	Syao.g_02396
OG0000453	Syag.g_02072	Syao.g_02397
OG0000454	Syag.g_02073	Syao.g_02398
OG0000455	Syag.g_02074	Syao.g_02399
OG0000456	Syag.g_02075	Syao.g_02400
OG0000457	Syag.g_02077	Syao.g_02402
OG0000458	Syag.g_02080	Syao.g_02403
OG0000459	Syag.g_02081	Syao.g_02404
OG0000460	Syag.g_01786	Syao.g_01702
OG0000461	Syag.g_02675	Syao.g_02119
OG0000462	Syag.g_02672	Syao.g_02116
OG0000463	Syag.g_02671	Syao.g_02115
OG0000464	Syag.g_02670	Syao.g_02114
OG0000465	Syag.g_02668	Syao.g_02112
OG0000466	Syag.g_02662	Syao.g_02107
OG0000467	Syag.g_02660	Syao.g_02106
OG0000468	Syag.g_02636	Syao.g_02102
OG0000469	Syag.g_02621	Syao.g_02087
OG0000470	Syag.g_02619	Syao.g_02085
OG0000471	Syag.g_02618	Syao.g_02084
OG0000472	Syag.g_02616	Syao.g_02082
OG0000473	Syag.g_02614	Syao.g_02080
OG0000474	Syag.g_02613	Syao.g_02079
OG0000475	Syag.g_02612	Syao.g_02078
OG0000476	Syag.g_02610	Syao.g_02076
OG0000477	Syag.g_02604	Syao.g_02069
OG0000478	Syag.g_02603	Syao.g_02068
OG0000479	Syag.g_02602	Syao.g_02067
OG0000480	Syag.g_02595	Syao.g_02060
OG0000481	Syag.g_02593	Syao.g_01012
OG0000482	Syag.g_02592	Syao.g_02058
OG0000483	Syag.g_02588	Syao.g_02054
OG0000484	Syag.g_02587	Syao.g_02053
OG0000485	Syag.g_02586	Syao.g_02052
OG0000486	Syag.g_02585	Syao.g_02051
OG0000487	Syag.g_02579	Syao.g_02044
OG0000488	Syag.g_02575	Syao.g_02040
OG0000489	Syag.g_02565	Syao.g_02033
OG0000490	Syag.g_02553	Syao.g_02025
OG0000491	Syag.g_02551	Syao.g_02024
OG0000492	Syag.g_02549	Syao.g_02022
OG0000493	Syag.g_02548	Syao.g_02021
OG0000494	Syag.g_02547	Syao.g_02020
OG0000495	Syag.g_02546	Syao.g_02018
OG0000496	Syag.g_02545	Syao.g_02017
OG0000497	Syag.g_02544	Syao.g_02016
OG0000498	Syag.g_02543	Syao.g_02015
OG0000499	Syag.g_02542	Syao.g_02014
OG0000500	Syag.g_02541	Syao.g_02013
OG0000501	Syag.g_02538	Syao.g_02010
OG0000502	Syag.g_02467	Syao.g_01974
OG0000503	Syag.g_02843	Syao.g_01877
OG0000504	Syag.g_02845	Syao.g_01875
OG0000505	Syag.g_02846	Syao.g_01874
OG0000506	Syag.g_02849	Syao.g_01872
OG0000507	Syag.g_02855	Syao.g_01866
OG0000508	Syag.g_02860	Syao.g_01750
OG0000509	Syag.g_02862	Syao.g_01755
OG0000510	Syag.g_02863	Syao.g_01756
OG0000511	Syag.g_02864	Syao.g_01757
OG0000512	Syag.g_02866	Syao.g_01759
OG0000513	Syag.g_00009	Syao.g_01720
OG0000514	Syag.g_00018	Syao.g_01727
OG0000515	Syag.g_00019	Syao.g_01728
OG0000516	Syag.g_00025	Syao.g_01730
OG0000517	Syag.g_00032	Syao.g_01735
OG0000518	Syag.g_00044	Syao.g_01621
OG0000519	Syag.g_00045	Syao.g_01622
OG0000520	Syag.g_00046	Syao.g_01512
OG0000521	Syag.g_00054	Syao.g_00061
OG0000522	Syag.g_00056	Syao.g_00059
OG0000523	Syag.g_00057	Syao.g_00058
OG0000524	Syag.g_01327	Syao.g_02699
OG0000525	Syag.g_01345	Syao.g_02691
OG0000526	Syag.g_01348	Syao.g_02688
OG0000527	Syag.g_01354	Syao.g_02684
OG0000528	Syag.g_01532	Syao.g_00031
OG0000529	Syag.g_01527	Syao.g_00027
OG0000530	Syag.g_01524	Syao.g_00122
OG0000531	Syag.g_01523	Syao.g_00121
OG0000532	Syag.g_01520	Syao.g_00118
OG0000533	Syag.g_01518	Syao.g_00116
OG0000534	Syag.g_01517	Syao.g_00115
OG0000535	Syag.g_01516	Syao.g_00114
OG0000536	Syag.g_01515	Syao.g_00113
OG0000537	Syag.g_01514	Syao.g_00112
OG0000538	Syag.g_01502	Syao.g_00100
OG0000539	Syag.g_01501	Syao.g_00099
OG0000540	Syag.g_01500	Syao.g_00098
OG0000541	Syag.g_01499	Syao.g_00097
OG0000542	Syag.g_01496	Syao.g_00167
OG0000543	Syag.g_01494	Syao.g_00165
OG0000544	Syag.g_01493	Syao.g_00164
OG0000545	Syag.g_01491	Syao.g_00162
OG0000546	Syag.g_01489	Syao.g_00160
OG0000547	Syag.g_01487	Syao.g_00158
OG0000548	Syag.g_01486	Syao.g_00157
OG0000549	Syag.g_01480	Syao.g_01391
OG0000550	Syag.g_01474	Syao.g_01396
OG0000551	Syag.g_01470	Syao.g_01401
OG0000552	Syag.g_01469	Syao.g_01402
OG0000553	Syag.g_01464	Syao.g_01404
OG0000554	Syag.g_01453	Syao.g_01413
OG0000555	Syag.g_00075	Syao.g_00875
OG0000556	Syag.g_00257	Syao.g_00871
OG0000557	Syag.g_00267	Syao.g_00866
OG0000558	Syag.g_00269	Syao.g_00864
OG0000559	Syag.g_00273	Syao.g_00860
OG0000560	Syag.g_00276	Syao.g_00857
OG0000561	Syag.g_00277	Syao.g_00856
OG0000562	Syag.g_00278	Syao.g_00855
OG0000563	Syag.g_00279	Syao.g_00854
OG0000564	Syag.g_00280	Syao.g_00853
OG0000565	Syag.g_00284	Syao.g_00849
OG0000566	Syag.g_00288	Syao.g_00845
OG0000567	Syag.g_00292	Syao.g_00841
OG0000568	Syag.g_00295	Syao.g_00839
OG0000569	Syag.g_00296	Syao.g_00838
OG0000570	Syag.g_00297	Syao.g_00837
OG0000571	Syag.g_00301	Syao.g_00834
OG0000572	Syag.g_00251, Syag.g_00320	Syao.g_01033
OG0000573	Syag.g_00329	Syao.g_01022
