Orthogroup	Syag	Prao
OG0000208	Syag.g_02052	Prao.g_00348
OG0000209	Syag.g_02069	Prao.g_00357
OG0000210	Syag.g_02070	Prao.g_00358
OG0000212	Syag.g_01777	Prao.g_00378
OG0000213	Syag.g_02632	Prao.g_00395
OG0000214	Syag.g_02615	Prao.g_00405
OG0000215	Syag.g_02584	Prao.g_00429
OG0000216	Syag.g_02580	Prao.g_00431
OG0000217	Syag.g_02576	Prao.g_00434
OG0000218	Syag.g_02574	Prao.g_00436
OG0000219	Syag.g_02573	Prao.g_00437
OG0000220	Syag.g_02572	Prao.g_00438
OG0000221	Syag.g_02566	Prao.g_00439
OG0000222	Syag.g_02550	Prao.g_00446
OG0000223	Syag.g_02475	Prao.g_00459
OG0000224	Syag.g_02471	Prao.g_00461
OG0000225	Syag.g_02861	Prao.g_00480
OG0000226	Syag.g_02865	Prao.g_00484
OG0000227	Syag.g_02867	Prao.g_00486
OG0000228	Syag.g_00004	Prao.g_00489
OG0000229	Syag.g_00033	Prao.g_00540
OG0000230	Syag.g_00035	Prao.g_00542
OG0000231	Syag.g_00048	Prao.g_00553
OG0000232	Syag.g_00059	Prao.g_00564
OG0000233	Syag.g_01330	Prao.g_00569
OG0000234	Syag.g_01358	Prao.g_00582
OG0000235	Syag.g_01529	Prao.g_00585
OG0000236	Syag.g_01513	Prao.g_00599
OG0000237	Syag.g_01495	Prao.g_00612
OG0000238	Syag.g_01490	Prao.g_00618
OG0000239	Syag.g_01472	Prao.g_00631
OG0000240	Syag.g_01471	Prao.g_00632
OG0000241	Syag.g_00396	Prao.g_01861
OG0000242	Syag.g_01456	Prao.g_01859
OG0000243	Syag.g_00255	Prao.g_01162
OG0000244	Syag.g_00268	Prao.g_01165
OG0000245	Syag.g_00270	Prao.g_01167
OG0000246	Syag.g_00274	Prao.g_01171
OG0000247	Syag.g_00286	Prao.g_01181
OG0000248	Syag.g_00289	Prao.g_01183
OG0000249	Syag.g_00291	Prao.g_01185
OG0000250	Syag.g_00299	Prao.g_01864
OG0000251	Syag.g_00328	Prao.g_00029
OG0000252	Syag.g_00331	Prao.g_00032
OG0000253	Syag.g_00333	Prao.g_00033
OG0000254	Syag.g_00356	Prao.g_00049
OG0000255	Syag.g_00369	Prao.g_00055
OG0000256	Syag.g_00385	Prao.g_00066
OG0000257	Syag.g_00395	Prao.g_00069
OG0000258	Syag.g_00423	Prao.g_00082
OG0000259	Syag.g_00560	Prao.g_00099
OG0000260	Syag.g_00570	Prao.g_00102
OG0000261	Syag.g_00581	Prao.g_00104
OG0000262	Syag.g_00586	Prao.g_00108
OG0000263	Syag.g_01079	Prao.g_00119
OG0000264	Syag.g_01011	Prao.g_00129
OG0000265	Syag.g_01021	Prao.g_00648
OG0000266	Syag.g_00907	Prao.g_00658
OG0000267	Syag.g_00762	Prao.g_00669
OG0000268	Syag.g_00763	Prao.g_00670
OG0000269	Syag.g_00662	Prao.g_00736
OG0000270	Syag.g_00665	Prao.g_00739
OG0000271	Syag.g_00673	Prao.g_00747
OG0000274	Syag.g_00714	Prao.g_00772
OG0000275	Syag.g_00717	Prao.g_00775
OG0000276	Syag.g_00723	Prao.g_00780
OG0000277	Syag.g_00724	Prao.g_00781
OG0000278	Syag.g_00727	Prao.g_00784
OG0000279	Syag.g_00735	Prao.g_00791
OG0000280	Syag.g_00741	Prao.g_00792
OG0000281	Syag.g_00572	Prao.g_00797
OG0000282	Syag.g_00611	Prao.g_00847
OG0000283	Syag.g_00775	Prao.g_00879
OG0000284	Syag.g_00780	Prao.g_00884
OG0000285	Syag.g_00791	Prao.g_00889
OG0000286	Syag.g_00809	Prao.g_00901
OG0000287	Syag.g_00838	Prao.g_00918
OG0000288	Syag.g_00869	Prao.g_00947
OG0000289	Syag.g_00884	Prao.g_00958
OG0000290	Syag.g_00970	Prao.g_00971
OG0000291	Syag.g_00972	Prao.g_00973
OG0000292	Syag.g_02265	Prao.g_01025
OG0000293	Syag.g_01155	Prao.g_01098
OG0000294	Syag.g_01154	Prao.g_01097
OG0000295	Syag.g_01115	Prao.g_01077
OG0000296	Syag.g_01113	Prao.g_01075
OG0000297	Syag.g_01099	Prao.g_01067
OG0000298	Syag.g_01098	Prao.g_01066
OG0000299	Syag.g_01067	Prao.g_01049
OG0000301	Syag.g_01061	Prao.g_01045
OG0000302	Syag.g_01060	Prao.g_01043
OG0000303	Syag.g_01048	Prao.g_01036
OG0000304	Syag.g_01041	Prao.g_01032
OG0000305	Syag.g_00977	Prao.g_01247
OG0000306	Syag.g_00460	Prao.g_01244
OG0000307	Syag.g_01546	Prao.g_01230
OG0000308	Syag.g_01548	Prao.g_01229
OG0000309	Syag.g_01553	Prao.g_01225
OG0000310	Syag.g_01291	Prao.g_01382
OG0000311	Syag.g_01300	Prao.g_01384
OG0000312	Syag.g_01434	Prao.g_01387
OG0000313	Syag.g_00966, Syag.g_01412	Prao.g_01401
OG0000314	Syag.g_01380	Prao.g_01423
OG0000315	Syag.g_01369	Prao.g_01433
OG0000316	Syag.g_01641	Prao.g_01453
OG0000317	Syag.g_01684	Prao.g_01550
OG0000318	Syag.g_01688	Prao.g_01553
OG0000319	Syag.g_01710	Prao.g_01566
OG0000320	Syag.g_01712	Prao.g_01568
OG0000321	Syag.g_01713	Prao.g_01569
OG0000322	Syag.g_01714	Prao.g_01570
OG0000323	Syag.g_01728	Prao.g_01579
OG0000324	Syag.g_01757	Prao.g_01605
OG0000325	Syag.g_02690	Prao.g_01616
OG0000326	Syag.g_02698	Prao.g_01622
OG0000327	Syag.g_02728	Prao.g_01646
OG0000328	Syag.g_02729	Prao.g_01647
OG0000329	Syag.g_02747	Prao.g_01664
OG0000330	Syag.g_02748	Prao.g_01665
OG0000331	Syag.g_02749	Prao.g_01666
OG0000332	Syag.g_02764	Prao.g_01680
OG0000333	Syag.g_02767	Prao.g_01682
OG0000334	Syag.g_02777	Prao.g_01690
OG0000335	Syag.g_02782	Prao.g_01695
OG0000336	Syag.g_02786	Prao.g_01699
OG0000337	Syag.g_02445	Prao.g_01715
OG0000338	Syag.g_02440	Prao.g_01716
OG0000340	Syag.g_02416	Prao.g_01728
OG0000341	Syag.g_02414	Prao.g_01730
OG0000342	Syag.g_02413	Prao.g_01731
OG0000343	Syag.g_02411	Prao.g_01732
OG0000344	Syag.g_02407	Prao.g_01735
OG0000345	Syag.g_02397	Prao.g_01740
OG0000346	Syag.g_02392	Prao.g_01744
OG0000347	Syag.g_02366	Prao.g_01760
OG0000348	Syag.g_02357	Prao.g_01770
OG0000349	Syag.g_02330	Prao.g_01787
OG0000350	Syag.g_02705	Prao.g_01806
OG0000351	Syag.g_02244	Prao.g_01823
OG0000352	Syag.g_02245	Prao.g_01824
OG0000353	Syag.g_02271	Prao.g_01840
OG0000354	Syag.g_02291	Prao.g_00637
OG0000355	Syag.g_02273	Prao.g_01842
OG0000356	Syag.g_02274	Prao.g_01843
OG0000357	Syag.g_02275	Prao.g_01844
OG0000358	Syag.g_02279	Prao.g_01848
OG0000359	Syag.g_02281	Prao.g_01849
OG0000360	Syag.g_02282	Prao.g_01850
OG0000361	Syag.g_02283	Prao.g_00157
OG0000362	Syag.g_02285	Prao.g_00159
OG0000363	Syag.g_02287	Prao.g_00161
OG0000364	Syag.g_02288	Prao.g_00162
OG0000365	Syag.g_02297	Prao.g_00167
OG0000366	Syag.g_02298	Prao.g_00168
OG0000367	Syag.g_02299	Prao.g_00169
OG0000368	Syag.g_02301	Prao.g_00171
OG0000369	Syag.g_02302	Prao.g_00172
OG0000370	Syag.g_02303	Prao.g_00173
OG0000371	Syag.g_02312	Prao.g_00178
OG0000372	Syag.g_02317	Prao.g_00181
OG0000373	Syag.g_02318	Prao.g_00182
OG0000374	Syag.g_02319	Prao.g_00183
OG0000375	Syag.g_02326	Prao.g_00186
OG0000376	Syag.g_02328	Prao.g_00188
OG0000377	Syag.g_02119	Prao.g_00191
OG0000378	Syag.g_02099	Prao.g_00193
OG0000379	Syag.g_02091	Prao.g_00196
OG0000380	Syag.g_01817	Prao.g_00205
OG0000381	Syag.g_01820	Prao.g_00209
OG0000382	Syag.g_01838	Prao.g_00220
OG0000383	Syag.g_01843	Prao.g_00222
OG0000384	Syag.g_01844	Prao.g_00223
OG0000385	Syag.g_01845	Prao.g_00224
OG0000386	Syag.g_01846	Prao.g_00225
OG0000387	Syag.g_01876	Prao.g_00238
OG0000388	Syag.g_01880	Prao.g_00241
OG0000389	Syag.g_01884	Prao.g_00244
OG0000390	Syag.g_01903	Prao.g_00251
OG0000391	Syag.g_01908	Prao.g_00255
OG0000392	Syag.g_01914	Prao.g_00259
OG0000393	Syag.g_01917	Prao.g_00261
OG0000394	Syag.g_01918	Prao.g_00262
OG0000395	Syag.g_01919	Prao.g_00263
OG0000396	Syag.g_01922	Prao.g_00266
OG0000397	Syag.g_01924	Prao.g_00268
OG0000398	Syag.g_01929	Prao.g_00270
OG0000399	Syag.g_01930	Prao.g_00271
OG0000400	Syag.g_01931	Prao.g_00272
OG0000401	Syag.g_01932	Prao.g_00273
OG0000402	Syag.g_01934	Prao.g_00274
OG0000403	Syag.g_01935	Prao.g_00275
OG0000404	Syag.g_01937	Prao.g_00276
OG0000405	Syag.g_01949	Prao.g_00280
OG0000406	Syag.g_01953	Prao.g_00285
OG0000407	Syag.g_01954	Prao.g_00286
OG0000408	Syag.g_01956	Prao.g_00288
OG0000409	Syag.g_01958	Prao.g_00290
OG0000410	Syag.g_01959	Prao.g_00291
OG0000411	Syag.g_01960	Prao.g_00292
OG0000412	Syag.g_01961	Prao.g_00293
OG0000413	Syag.g_01963	Prao.g_00294
OG0000414	Syag.g_01964	Prao.g_00295
OG0000415	Syag.g_01965	Prao.g_00296
OG0000416	Syag.g_01966	Prao.g_00297
OG0000417	Syag.g_01967	Prao.g_00298
OG0000418	Syag.g_01973	Prao.g_00303
OG0000419	Syag.g_01975	Prao.g_00305
OG0000420	Syag.g_01977	Prao.g_00306
OG0000421	Syag.g_01982	Prao.g_00311
OG0000422	Syag.g_01983	Prao.g_00312
OG0000423	Syag.g_01984	Prao.g_00313
OG0000424	Syag.g_01985	Prao.g_00314
OG0000425	Syag.g_01986	Prao.g_00315
OG0000426	Syag.g_01987	Prao.g_00316
OG0000427	Syag.g_01988	Prao.g_00317
OG0000428	Syag.g_01991	Prao.g_00319
OG0000429	Syag.g_01993	Prao.g_00320
OG0000430	Syag.g_01995	Prao.g_00321
OG0000431	Syag.g_01998	Prao.g_00323
OG0000432	Syag.g_02007	Prao.g_00326
OG0000433	Syag.g_02009	Prao.g_00327
OG0000434	Syag.g_02010	Prao.g_00328
OG0000435	Syag.g_02017	Prao.g_00329
OG0000436	Syag.g_02028	Prao.g_00334
OG0000437	Syag.g_02029	Prao.g_00335
OG0000438	Syag.g_02031	Prao.g_00336
OG0000439	Syag.g_02033	Prao.g_00338
OG0000440	Syag.g_02034	Prao.g_00339
OG0000441	Syag.g_02041	Prao.g_00342
OG0000442	Syag.g_02044	Prao.g_00343
OG0000443	Syag.g_02046	Prao.g_00344
OG0000444	Syag.g_02053	Prao.g_00349
OG0000445	Syag.g_02054	Prao.g_00350
OG0000446	Syag.g_02056	Prao.g_00351
OG0000447	Syag.g_02059	Prao.g_00352
OG0000448	Syag.g_02060	Prao.g_00353
OG0000449	Syag.g_02061	Prao.g_00354
OG0000450	Syag.g_02066	Prao.g_00355
OG0000451	Syag.g_02067	Prao.g_00356
OG0000452	Syag.g_02071	Prao.g_00359
OG0000453	Syag.g_02072	Prao.g_00360
OG0000454	Syag.g_02073	Prao.g_00361
OG0000455	Syag.g_02074	Prao.g_00362
OG0000456	Syag.g_02075	Prao.g_00363
OG0000457	Syag.g_02077	Prao.g_00364
OG0000458	Syag.g_02080	Prao.g_00365
OG0000459	Syag.g_02081	Prao.g_00366
OG0000460	Syag.g_01786	Prao.g_00373
OG0000461	Syag.g_02675	Prao.g_00380
OG0000462	Syag.g_02672	Prao.g_00382
OG0000463	Syag.g_02671	Prao.g_00383
OG0000464	Syag.g_02670	Prao.g_00384
OG0000465	Syag.g_02668	Prao.g_00385
OG0000466	Syag.g_02662	Prao.g_00388
OG0000467	Syag.g_02660	Prao.g_00389
OG0000468	Syag.g_02636	Prao.g_00391
OG0000469	Syag.g_02621	Prao.g_00400
OG0000470	Syag.g_02619	Prao.g_00402
OG0000471	Syag.g_02618	Prao.g_00403
OG0000472	Syag.g_02616	Prao.g_00404
OG0000473	Syag.g_02614	Prao.g_00406
OG0000474	Syag.g_02613	Prao.g_00407
OG0000475	Syag.g_02612	Prao.g_00408
OG0000476	Syag.g_02610	Prao.g_00409
OG0000477	Syag.g_02604	Prao.g_00412
OG0000478	Syag.g_02603	Prao.g_00413
OG0000479	Syag.g_02602	Prao.g_00414
OG0000480	Syag.g_02595	Prao.g_00419
OG0000481	Syag.g_02593	Prao.g_00421
OG0000482	Syag.g_02592	Prao.g_00422
OG0000483	Syag.g_02588	Prao.g_00425
OG0000484	Syag.g_02587	Prao.g_00426
OG0000485	Syag.g_02586	Prao.g_00427
OG0000486	Syag.g_02585	Prao.g_00428
OG0000487	Syag.g_02579	Prao.g_00432
OG0000488	Syag.g_02575	Prao.g_00435
OG0000489	Syag.g_02565	Prao.g_00440
OG0000490	Syag.g_02553	Prao.g_00444
OG0000491	Syag.g_02551	Prao.g_00445
OG0000492	Syag.g_02549	Prao.g_00447
OG0000493	Syag.g_02548	Prao.g_00448
OG0000494	Syag.g_02547	Prao.g_00449
OG0000495	Syag.g_02546	Prao.g_00450
OG0000496	Syag.g_02545	Prao.g_00451
OG0000497	Syag.g_02544	Prao.g_00452
OG0000498	Syag.g_02543	Prao.g_00453
OG0000499	Syag.g_02542	Prao.g_00454
OG0000500	Syag.g_02541	Prao.g_00455
OG0000501	Syag.g_02538	Prao.g_00457
OG0000502	Syag.g_02467	Prao.g_00460
OG0000503	Syag.g_02843	Prao.g_00470
OG0000504	Syag.g_02845	Prao.g_00471
OG0000505	Syag.g_02846	Prao.g_00472
OG0000506	Syag.g_02849	Prao.g_00474
OG0000507	Syag.g_02855	Prao.g_00476
OG0000508	Syag.g_02860	Prao.g_00479
OG0000509	Syag.g_02862	Prao.g_00481
OG0000510	Syag.g_02863	Prao.g_00482
OG0000511	Syag.g_02864	Prao.g_00483
OG0000512	Syag.g_02866	Prao.g_00485
OG0000513	Syag.g_00009	Prao.g_00492
OG0000514	Syag.g_00018	Prao.g_00535
OG0000515	Syag.g_00019	Prao.g_00536
OG0000516	Syag.g_00025	Prao.g_00537
OG0000517	Syag.g_00032	Prao.g_00539
OG0000518	Syag.g_00044	Prao.g_00550
OG0000519	Syag.g_00045	Prao.g_00551
OG0000520	Syag.g_00046	Prao.g_00552
OG0000521	Syag.g_00054	Prao.g_00557
OG0000522	Syag.g_00056	Prao.g_00559
OG0000523	Syag.g_00057	Prao.g_00560
OG0000524	Syag.g_01327	Prao.g_00567
OG0000525	Syag.g_01345	Prao.g_00570
OG0000526	Syag.g_01348	Prao.g_00571
OG0000527	Syag.g_01354	Prao.g_00579
OG0000528	Syag.g_01532	Prao.g_00584
OG0000529	Syag.g_01527	Prao.g_00587
OG0000530	Syag.g_01524	Prao.g_00590
OG0000531	Syag.g_01523	Prao.g_00591
OG0000532	Syag.g_01520	Prao.g_00593
OG0000533	Syag.g_01518	Prao.g_00594
OG0000534	Syag.g_01517	Prao.g_00595
OG0000535	Syag.g_01516	Prao.g_00596
OG0000536	Syag.g_01515	Prao.g_00597
OG0000537	Syag.g_01514	Prao.g_00598
OG0000538	Syag.g_01502	Prao.g_00606
OG0000539	Syag.g_01501	Prao.g_00607
OG0000540	Syag.g_01500	Prao.g_00608
OG0000541	Syag.g_01499	Prao.g_00609
OG0000542	Syag.g_01496	Prao.g_00611
OG0000543	Syag.g_01494	Prao.g_00613
OG0000544	Syag.g_01493	Prao.g_00614
OG0000545	Syag.g_01491	Prao.g_00616
OG0000546	Syag.g_01489	Prao.g_00619
OG0000547	Syag.g_01487	Prao.g_00621
OG0000548	Syag.g_01486	Prao.g_00622
OG0000549	Syag.g_01480	Prao.g_00624
OG0000550	Syag.g_01474	Prao.g_00629
OG0000551	Syag.g_01470	Prao.g_00633
OG0000552	Syag.g_01469	Prao.g_00634
OG0000553	Syag.g_01464	Prao.g_00635
OG0000554	Syag.g_01453	Prao.g_01857
OG0000555	Syag.g_00075	Prao.g_01161
OG0000556	Syag.g_00257	Prao.g_01163
OG0000557	Syag.g_00267	Prao.g_01164
OG0000558	Syag.g_00269	Prao.g_01166
OG0000559	Syag.g_00273	Prao.g_01170
OG0000560	Syag.g_00276	Prao.g_01173
OG0000561	Syag.g_00277	Prao.g_01174
OG0000562	Syag.g_00278	Prao.g_01175
OG0000563	Syag.g_00279	Prao.g_01176
OG0000564	Syag.g_00280	Prao.g_01177
OG0000565	Syag.g_00284	Prao.g_01180
OG0000566	Syag.g_00288	Prao.g_01182
OG0000567	Syag.g_00292	Prao.g_01186
OG0000568	Syag.g_00295	Prao.g_01187
OG0000569	Syag.g_00296	Prao.g_01862
OG0000570	Syag.g_00297	Prao.g_01863
OG0000571	Syag.g_00301	Prao.g_01865
OG0000572	Syag.g_00251, Syag.g_00320	Prao.g_00025
OG0000573	Syag.g_00329	Prao.g_00030
OG0000574	Syag.g_00330	Prao.g_00031
OG0000575	Syag.g_00335	Prao.g_00035
OG0000576	Syag.g_00337	Prao.g_00037
OG0000577	Syag.g_00338	Prao.g_00038
OG0000578	Syag.g_00339	Prao.g_00039
OG0000579	Syag.g_00340	Prao.g_00040
OG0000580	Syag.g_00341	Prao.g_00041
OG0000581	Syag.g_00348	Prao.g_00043
OG0000582	Syag.g_00353	Prao.g_00046
OG0000583	Syag.g_00354	Prao.g_00047
OG0000584	Syag.g_00355	Prao.g_00048
OG0000585	Syag.g_00357	Prao.g_00050
OG0000586	Syag.g_00358	Prao.g_00051
OG0000587	Syag.g_00360	Prao.g_00052
OG0000588	Syag.g_00371	Prao.g_00056
OG0000589	Syag.g_00375	Prao.g_00060
OG0000590	Syag.g_00376	Prao.g_00061
OG0000591	Syag.g_00383	Prao.g_00064
OG0000592	Syag.g_00384	Prao.g_00065
OG0000593	Syag.g_00406	Prao.g_00071
OG0000594	Syag.g_00407	Prao.g_00072
OG0000595	Syag.g_00408	Prao.g_00073
OG0000596	Syag.g_00413	Prao.g_00077
OG0000597	Syag.g_00416	Prao.g_00079
